K5P18_1.PV;K0P125.PV
-72.12786;67.32525
-72.12552;66.52267
-72.12357;67.91375
-72.12344;67.33533
-72.11953;67.75275
-72.11875;67.54266
-72.11784;67.21208
-72.11472;67.8945
-72.11393;66.87067
-72.11302;67.72117
-72.11042;67.56125
-72.10899;67.47034
-72.10899;67.86483
-72.10873;67.28217
-72.1069;67.09458
-72.10664;67.75142
-72.10442;68.0225
-72.10339;67.45692
-72.103;66.94133
-72.10261;67.98441
-72.10104;67.38692
-72.10039;67.72275
-72.10013;67.158
-72.09727;67.44642
-72.09675;66.7745
-72.09661;67.5865
-72.09492;67.78934
-72.0927;67.58158
-72.09062;67.95375
-72.09023;67.47525
-72.08463;67.79383
-72.08177;66.83225
-72.07695;66.94133
-72.0763;67.572
-72.07344;67.906
-72.07044;67.01725
-72.06966;67.24667
-72.06888;67.68066
-72.06432;67.70258
-72.06315;66.74558
-72.06224;67.66708
-72.06211;67.10442
-72.06198;67.14658
-72.06145;68.09258
-72.06003;67.112
-72.0599;67.285
-72.05795;67.0805
-72.05508;67.82941
-72.05404;67.34817
-72.05286;67.22842
-72.05169;67.17125
-72.05117;67.30192
-72.04987;67.73742
-72.04922;67.78458
-72.0487;66.63284
-72.04765;68.3105
-72.04297;67.68933
-72.04284;68.01009
-72.04089;66.75333
-72.04037;67.339
-72.03633;67.84275
-72.0362;67.57742
-72.03398;67.86008
-72.03294;67.66717
-72.03138;67.47058
-72.02878;67.67292
-72.02786;67.3465
-72.02747;67.87434
-72.02682;67.5695
-72.02383;67.68175
-72.02344;67.47992
-72.02031;67.74609
-72.01862;66.92717
-72.01758;67.18075
-72.01588;67.95358
-72.01511;67.47475
-72.01067;68.17992
-72.00859;67.59475
-72.00859;67.91859
-72.0082;67.48717
-72.00443;67.29608
-72.00221;67.03333
-72.00143;67.58134
-71.99766;67.755
-71.99519;67.55109
-71.99375;67.80333
-71.99336;67.54391
-71.99323;68.21183
-71.98933;67.81483
-71.98841;67.52683
-71.98776;68.36542
-71.98737;67.39875
-71.9845;67.91725
-71.98399;67.30783
-71.9836;67.33366
-71.98112;67.73908
-71.98008;67.47058
-71.97942;67.31333
-71.978;67.74775
-71.97305;67.62033
-71.97122;67.32158
-71.97044;67.32867
-71.96875;67.94566
-71.96849;68.04134
-71.96797;67.551
-71.96667;67.77634
-71.96276;66.92583
-71.96224;67.72542
-71.96185;67.32467
-71.96003;67.74059
-71.95989;67.77966
-71.95924;68.07767
-71.95872;67.25867
-71.95872;66.80683
-71.9586;67.53367
-71.95834;67.74117
-71.95521;67.76801
-71.95195;66.81841
-71.95078;68.1165
-71.94935;68.00442
-71.94896;67.79908
-71.94883;67.8015
-71.94791;67.12309
-71.94636;68.04333
-71.9457;67.98442
-71.94427;67.20242
-71.94375;66.94917
-71.94375;66.74809
-71.94102;67.62634
-71.93932;67.08117
-71.93828;67.56866
-71.93828;67.4215
-71.9349;67.56384
-71.93372;67.44592
-71.93333;67.17117
-71.93282;67.10008
-71.92878;67.58358
-71.92812;67.96675
-71.92786;67.30759
-71.92578;67.92567
-71.92409;67.91975
-71.92318;66.69358
-71.92162;67.20758
-71.91927;67.09425
-71.91927;67.04083
-71.91849;67.56084
-71.9181;67.18117
-71.91706;67.92867
-71.9164;67.26483
-71.91484;67.43134
-71.91315;66.79475
-71.91003;67.36517
-71.90898;67.663
-71.90755;67.8065
-71.90638;67.68958
-71.90625;67.34692
-71.9052;67.51967
-71.90456;67.33908
-71.9043;67.74059
-71.90391;67.86417
-71.90312;68.00883
-71.90234;67.53767
-71.89987;67.32917
-71.897;66.98167
-71.89635;67.49167
-71.89544;67.82133
-71.89544;67.71992
-71.89466;68.10217
-71.89401;67.51784
-71.89388;67.61525
-71.89127;67.59375
-71.89114;67.07425
-71.89011;67.38216
-71.88945;67.184
-71.88828;67.60333
-71.88802;67.39658
-71.8875;67.2725
-71.8875;67.04491
-71.88528;67.98425
-71.88503;67.34209
-71.88399;67.80658
-71.88372;67.81741
-71.88333;67.519
-71.88294;67.10008
-71.88073;67.63433
-71.88047;67.12058
-71.87591;67.7555
-71.87539;67.79533
-71.8668;67.66725
-71.86549;68.3025
-71.86497;67.35709
-71.86497;68.19575
-71.86146;67.1815
-71.8612;67.31917
-71.8595;67.36892
-71.85534;67.32425
-71.85495;67.5515
-71.85352;67.24375
-71.85339;67.8785
-71.85234;67.73375
-71.85182;66.88533
-71.85065;67.44659
-71.85026;67.86967
-71.84961;67.73766
-71.8487;67.25858
-71.84701;67.854
-71.84518;67.8865
-71.84388;67.7815
-71.84154;67.39167
-71.83984;67.60308
-71.83841;67.38792
-71.83776;66.97992
-71.8375;67.38142
-71.83698;66.85392
-71.83698;66.87192
-71.83529;67.0735
-71.83321;68.06116
-71.83294;67.28159
-71.83281;67.46709
-71.83203;66.96658
-71.83125;67.18792
-71.83099;67.58483
-71.82982;67.32708
-71.82969;67.46008
-71.82903;67.277
-71.8289;68.12241
-71.82735;66.76167
-71.82591;67.202
-71.82201;67.827
-71.82162;67.53183
-71.82162;68.06025
-71.82122;67.69417
-71.82031;67.57692
-71.81823;66.86583
-71.81823;67.37908
-71.81784;67.97608
-71.81731;67.75684
-71.81563;67.51225
-71.8155;67.05067
-71.81419;67.46741
-71.81355;67.19358
-71.81068;67.04775
-71.81003;66.96917
-71.80769;67.71917
-71.80651;67.36
-71.80534;66.90791
-71.80521;68.07275
-71.80417;66.95558
-71.8026;67.45475
-71.80143;67.99442
-71.8013;67.18767
-71.79987;67.60867
-71.79974;67.40916
-71.79948;67.80167
-71.79935;67.19234
-71.79076;67.20483
-71.78958;67.27658
-71.78893;67.63925
-71.78841;66.89267
-71.78763;67.96941
-71.78724;67.499
-71.78606;67.44434
-71.7858;67.70092
-71.78242;67.12392
-71.78216;66.94417
-71.7793;67.564
-71.77644;67.4675
-71.7763;67.47633
-71.77617;67.68408
-71.77604;67.96159
-71.77552;66.92966
-71.77539;67.771
-71.77526;67.26583
-71.77487;68.07809
-71.77461;67.96841
-71.77422;67.73325
-71.7737;68.00917
-71.77239;67.99817
-71.77148;67.75217
-71.77135;66.64225
-71.76979;66.54342
-71.76953;66.91258
-71.76614;67.6425
-71.76172;67.65808
-71.76041;68.08675
-71.75625;67.92258
-71.7556;67.57484
-71.75534;67.84692
-71.75339;66.88575
-71.75247;67.36892
-71.75247;67.68183
-71.75013;68.59708
-71.74974;66.91133
-71.74922;67.31225
-71.74844;67.13025
-71.74687;67.45233
-71.74635;67.77883
-71.74609;67.79475
-71.74609;67.77658
-71.74479;67.10059
-71.74466;66.79633
-71.74453;67.01925
-71.74219;67.46159
-71.74206;67.44109
-71.73594;67.77483
-71.73515;67.07259
-71.73463;67.45567
-71.73386;67.50975
-71.73203;68.35316
-71.73138;67.17175
-71.72929;66.69041
-71.728;67.21333
-71.72721;67.26575
-71.72708;67.785
-71.7233;67.10133
-71.72109;67.75975
-71.72096;67.73225
-71.71901;67.57242
-71.71836;67.24425
-71.71341;67.68875
-71.71172;67.83208
-71.70963;67.82359
-71.70963;67.472
-71.70573;67.598
-71.7043;67.39042
-71.70274;67.6025
-71.70235;67.90359
-71.70091;67.97242
-71.69987;67.687
-71.69987;67.32716
-71.69753;67.88858
-71.69675;66.97708
-71.69401;67.57508
-71.69258;67.77167
-71.69218;67.30192
-71.69205;67.608
-71.69167;67.3495
-71.68763;67.41267
-71.6875;67.45983
-71.68516;66.64142
-71.6819;67.209
-71.68177;67.04884
-71.67539;66.9175
-71.6737;67.72758
-71.67057;66.8265
-71.67031;67.2185
-71.66953;67.50925
-71.66953;67.53925
-71.66784;67.52983
-71.66745;67.81783
-71.66497;67.24783
-71.66471;67.63425
-71.66432;67.18066
-71.66328;67.73241
-71.6608;67.21042
-71.65951;67.25317
-71.65664;67.38175
-71.65651;67.28033
-71.65534;66.94508
-71.65339;67.42892
-71.64974;67.79625
-71.64844;67.55042
-71.64844;67.93808
-71.64648;67.90225
-71.64635;67.56866
-71.64622;66.91275
-71.64479;67.05675
-71.64245;67.01425
-71.63698;67.69217
-71.63633;67.94267
-71.63451;67.77783
-71.63425;68.16183
-71.63399;67.54975
-71.63372;67.49133
-71.63281;67.53983
-71.63086;67.92509
-71.63047;67.55309
-71.62695;67.502
-71.6263;67.35542
-71.62539;67.3695
-71.62409;67.46633
-71.62344;68.24925
-71.62305;67.05133
-71.622;67.457
-71.62187;67.02283
-71.62187;66.87434
-71.62161;67.91933
-71.62109;67.58258
-71.61914;68.04234
-71.61771;67.37167
-71.61459;67.98959
-71.61224;67.96983
-71.61002;67.63184
-71.6095;66.85592
-71.60938;67.19267
-71.60755;67.96725
-71.60677;66.89516
-71.60534;67.03633
-71.60378;67.50275
-71.603;67.71967
-71.60274;67.57342
-71.60156;67.52734
-71.60104;66.38192
-71.60039;67.21692
-71.60013;67.57658
-71.59961;67.325
-71.59961;66.97791
-71.59935;67.505
-71.59714;68.032
-71.59544;67.64858
-71.59219;67.93125
-71.59102;67.2835
-71.59023;67.57809
-71.58984;67.4075
-71.58763;67.36892
-71.58763;67.13592
-71.58581;67.28667
-71.58424;67.61508
-71.58347;67.57658
-71.58268;67.85758
-71.58151;68.12525
-71.58099;66.798
-71.57969;69.05334
-71.57903;67.38458
-71.57877;67.31367
-71.57851;67.77892
-71.57813;67.68242
-71.578;67.26566
-71.57656;67.59783
-71.57487;67.68875
-71.57383;67.78017
-71.57383;67.53358
-71.57331;67.63617
-71.57162;68.03858
-71.56536;67.67184
-71.56458;67.068
-71.56237;67.99142
-71.56172;67.28042
-71.56159;67.731
-71.56055;67.77175
-71.55898;67.357
-71.55703;67.939
-71.55547;67.62917
-71.55273;67.90742
-71.55209;67.52409
-71.55156;67.27825
-71.55104;67.433
-71.55026;68.28316
-71.55026;67.88309
-71.54961;67.92233
-71.54935;67.2815
-71.54922;67.30775
-71.54909;67.85425
-71.54831;67.79358
-71.5457;68.026
-71.54349;67.17792
-71.54258;67.60133
-71.53854;67.19466
-71.53606;67.71358
-71.53255;67.71958
-71.5323;67.154
-71.53073;68.17858
-71.5302;67.28584
-71.52839;67.51358
-71.5276;67.60692
-71.52682;67.78225
-71.52657;67.17575
-71.52578;67.7855
-71.52213;67.697
-71.52213;67.75075
-71.5211;68.02283
-71.52005;67.96159
-71.51875;67.75992
-71.51732;67.529
-71.51627;67.94534
-71.51354;67.70492
-71.5125;67.18725
-71.51198;67.62642
-71.51146;67.948
-71.51028;68.01109
-71.5099;67.67025
-71.50664;67.863
-71.50573;67.43083
-71.49974;67.124
-71.49961;67.39408
-71.49961;67.55825
-71.49714;67.1625
-71.49661;67.33317
-71.49466;67.12434
-71.49323;67.25933
-71.49206;67.73392
-71.48997;67.5965
-71.48906;67.66942
-71.48476;67.93117
-71.48268;67.28133
-71.48164;67.78783
-71.48099;67.90884
-71.48047;66.79217
-71.4789;67.99042
-71.47878;67.13184
-71.47852;67.80967
-71.4733;67.35159
-71.47175;67.29258
-71.47096;67.181
-71.47083;67.83691
-71.47083;67.67242
-71.46797;67.82042
-71.46719;67.318
-71.46706;68.05666
-71.46628;67.99067
-71.46575;67.00208
-71.46302;67.08733
-71.46276;67.08725
-71.46159;67.81692
-71.45847;67.147
-71.4569;68.04467
-71.45651;67.43359
-71.45638;66.74258
-71.4556;67.07242
-71.45547;67.68058
-71.45469;67.5935
-71.45377;67.00725
-71.45313;67.22375
-71.45274;67.74734
-71.45274;68.20084
-71.45235;67.658
-71.45065;66.90017
-71.45039;68.18166
-71.44883;67.67042
-71.44688;67.78633
-71.44453;67.48859
-71.44205;67.21275
-71.44141;67.52275
-71.43906;67.23008
-71.43685;67.59225
-71.43568;67.66666
-71.43503;66.81942
-71.43385;67.48133
-71.42851;67.86567
-71.42722;67.83984
-71.42669;67.39933
-71.42552;67.23642
-71.42461;67.368
-71.42383;67.73267
-71.42213;67.03875
-71.42175;67.59917
-71.42149;67.40816
-71.4207;67.22483
-71.4207;67.56258
-71.4194;67.59192
-71.41888;67.0885
-71.41784;66.92008
-71.41341;67.51408
-71.41328;67.72633
-71.41211;67.6865
-71.40833;67.48517
-71.40768;67.50825
-71.40417;67.45808
-71.40365;68.16959
-71.40312;67.65266
-71.40247;67.6155
-71.40182;67.635
-71.4017;67.7525
-71.40117;67.87917
-71.39948;67.92292
-71.39935;67.48492
-71.39909;67.14
-71.39544;69.02467
-71.39479;67.38783
-71.39336;66.9715
-71.39323;67.9725
-71.39284;67.16142
-71.3914;67.51583
-71.3914;68.42384
-71.39114;67.49033
-71.38724;67.96833
-71.38659;67.9085
-71.3862;67.40933
-71.38541;67.76583
-71.38451;67.49516
-71.38438;67.30642
-71.38425;67.15633
-71.38177;67.78183
-71.38177;67.46741
-71.38151;67.21767
-71.38047;67.85516
-71.38047;67.83434
-71.37904;67.34834
-71.37839;67.95375
-71.37813;67.79166
-71.37395;67.625
-71.3737;67.30483
-71.37266;67.471
-71.37227;68.79375
-71.36901;67.438
-71.36836;67.53025
-71.36706;67.43616
-71.3668;67.18175
-71.36497;67.71892
-71.36472;67.57317
-71.3638;67.71975
-71.3625;68.30967
-71.36159;67.41766
-71.36055;68.15542
-71.35899;67.48666
-71.35886;67.36342
-71.35873;67.32158
-71.35781;67.55283
-71.35573;68.41333
-71.35156;67.39425
-71.35104;67.74042
-71.34688;67.52375
-71.34622;67.76067
-71.3448;67.80617
-71.34401;68.05733
-71.34219;67.43625
-71.34167;67.2485
-71.34128;67.9025
-71.33815;67.52283
-71.3375;67.85683
-71.33724;68.26292
-71.33698;67.53833
-71.33685;67.27892
-71.33594;68.3895
-71.33542;67.66775
-71.33308;67.70458
-71.33047;67.5005
-71.33008;67.35509
-71.33008;67.96358
-71.32708;67.232
-71.32617;66.65958
-71.32513;67.54008
-71.32383;67.98358
-71.3237;67.6855
-71.32005;67.50941
-71.32005;67.37309
-71.31979;67.40225
-71.31979;66.66341
-71.31784;67.53375
-71.31211;67.01642
-71.31159;67.51625
-71.3082;67.8715
-71.30769;67.9345
-71.3069;67.80317
-71.30651;68.02634
-71.3043;67.36159
-71.30299;67.10067
-71.30299;67.28233
-71.29935;67.62759
-71.29726;67.68816
-71.29713;67.46917
-71.29649;67.56525
-71.29583;67.23192
-71.29583;66.91375
-71.29388;66.84534
-71.29271;67.16183
-71.29115;67.53516
-71.28971;66.9085
-71.28841;67.781
-71.28593;67.62425
-71.28542;67.736
-71.28464;67.40816
-71.28385;68.14508
-71.28333;67.59883
-71.28151;66.98959
-71.28138;67.86092
-71.27917;66.65083
-71.27878;66.76933
-71.27852;67.96284
-71.27839;67.37575
-71.2776;67.65092
-71.27682;67.29684
-71.27409;68.2505
-71.27174;67.455
-71.2711;67.59383
-71.27097;66.64359
-71.26992;68.42992
-71.26875;67.43933
-71.26875;68.03542
-71.26823;67.31858
-71.26653;67.55617
-71.2655;67.33984
-71.26537;67.67242
-71.26498;68.19092
-71.2638;67.64225
-71.26237;67.51317
-71.25925;67.45658
-71.25899;66.88267
-71.25859;66.67567
-71.25833;67.08725
-71.25599;67.50716
-71.2526;67.80233
-71.24453;67.51492
-71.24245;67.23675
-71.24128;68.00017
-71.24049;67.13058
-71.23841;67.53
-71.23802;67.41983
-71.23581;67.7385
-71.23568;67.64633
-71.23515;67.66425
-71.23347;67.48666
-71.23216;67.55575
-71.23216;68.40325
-71.23008;66.83942
-71.22982;66.96091
-71.22878;67.27358
-71.228;67.82867
-71.22774;68.1165
-71.22734;67.1265
-71.22552;67.108
-71.22435;67.37791
-71.2237;68.1195
-71.2233;67.273
-71.22318;67.97933
-71.22135;67.89558
-71.21927;68.01917
-71.21914;67.6365
-71.21797;67.78941
-71.21784;67.57625
-71.21667;67.59734
-71.21615;67.62408
-71.21458;67.233
-71.21185;67.02184
-71.21107;67.65759
-71.21029;67.60117
-71.20976;67.47491
-71.20821;67.98275
-71.20794;67.81942
-71.20612;67.41409
-71.20573;67.57567
-71.20534;67.469
-71.20417;67.34458
-71.20039;67.65183
-71.19896;67.69466
-71.19778;67.04517
-71.19662;67.7455
-71.1957;67.63258
-71.19466;67.38567
-71.19388;67.81525
-71.19023;67.374
-71.18919;67.4905
-71.18841;67.44041
-71.18763;67.64417
-71.18503;67.16833
-71.18503;67.492
-71.18437;67.85692
-71.18333;67.94691
-71.18269;67.98617
-71.18216;67.9335
-71.18099;65.98542
-71.18086;66.74658
-71.18034;67.19791
-71.17891;67.50692
-71.17864;67.40825
-71.1776;67.14058
-71.17747;67.43567
-71.17513;67.58566
-71.17265;67.46508
-71.17188;67.9265
-71.17083;68.06775
-71.1707;67.49533
-71.17057;67.95708
-71.16836;67.99292
-71.16823;69.13108
-71.16745;67.0955
-71.16679;67.74533
-71.16628;66.96516
-71.16615;68.27766
-71.16563;67.5365
-71.16511;67.1795
-71.16172;67.46175
-71.16093;67.2195
-71.15977;67.57925
-71.15872;67.85159
-71.15833;67.21291
-71.1569;67.57992
-71.15677;67.69192
-71.15391;68.19933
-71.15325;67.47475
-71.15234;67.79258
-71.15221;67.11792
-71.15157;67.2415
-71.15144;67.81858
-71.15026;66.64758
-71.15;67.78175
-71.15;68.14933
-71.14987;67.09675
-71.14961;67.61958
-71.14935;67.82909
-71.14896;68.18616
-71.14779;67.30608
-71.14766;67.63533
-71.14726;67.72967
-71.14713;67.72784
-71.14648;67.67942
-71.14622;68.1365
-71.14584;68.5855
-71.14558;67.81233
-71.14479;68.10717
-71.14479;67.80058
-71.14362;68.08058
-71.14362;67.07909
-71.14284;68.6165
-71.14088;68.04125
-71.14024;68.09808
-71.13554;67.02084
-71.13346;67.86325
-71.13229;68.1265
-71.13164;67.10316
-71.13112;67.77242
-71.13021;67.45783
-71.12955;67.35825
-71.128;68.02766
-71.12591;67.90784
-71.12292;67.51608
-71.12096;67.90334
-71.12083;67.20875
-71.12083;67.20908
-71.1207;67.75933
-71.11836;67.83292
-71.11758;67.03475
-71.11497;67.11383
-71.11472;67.79025
-71.11172;67.64592
-71.11042;67.63792
-71.1095;67.30592
-71.10899;68.20392
-71.10742;66.81858
-71.10703;67.72266
-71.10547;67.83133
-71.10442;67.53284
-71.10403;67.577
-71.10221;66.8455
-71.10182;68.13683
-71.10117;67.41783
-71.09987;67.59967
-71.09974;66.88692
-71.09661;68.00708
-71.09648;67.70341
-71.09622;67.83067
-71.0957;67.6465
-71.09557;67.55492
-71.09336;67.68884
-71.09323;67.66241
-71.0931;67.84375
-71.09284;67.70633
-71.09128;67.5945
-71.09089;68.24625
-71.08907;67.3975
-71.08685;67.72108
-71.08633;67.47884
-71.08503;69.139
-71.08385;67.516
-71.08281;66.96692
-71.08112;67.96183
-71.07969;67.438
-71.0793;68.09683
-71.07735;67.11042
-71.07617;66.92775
-71.07604;67.33083
-71.07396;66.924
-71.07344;67.35533
-71.07201;67.64883
-71.0707;67.13158
-71.0707;67.14892
-71.0681;67.23642
-71.06797;68.10558
-71.06705;68.0045
-71.06484;67.75017
-71.06458;67.31792
-71.06419;67.34834
-71.06355;67.55866
-71.06094;67.50616
-71.06081;67.56983
-71.05924;67.20192
-71.05898;67.25608
-71.05846;67.0185
-71.0582;67.19875
-71.05586;67.977
-71.05247;68.59766
-71.05235;68.062
-71.05209;67.40891
-71.05169;67.91891
-71.05169;68.2605
-71.04987;68.06583
-71.04935;67.53475
-71.04778;67.90192
-71.04739;67.40908
-71.04388;67.646
-71.04179;67.04417
-71.04076;68.09608
-71.03867;67.52708
-71.03841;68.06417
-71.03815;67.68567
-71.03815;67.85075
-71.03776;67.48517
-71.03737;67.65967
-71.03451;68.25175
-71.03398;67.93559
-71.03385;67.65334
-71.03372;67.47275
-71.03203;67.41275
-71.0319;67.08908
-71.03151;68.01092
-71.03047;67.67142
-71.02891;67.13683
-71.02891;67.22617
-71.02644;67.30133
-71.02604;67.59309
-71.02448;67.19417
-71.02435;68.16075
-71.02266;67.83733
-71.02213;67.78909
-71.02187;68.36675
-71.02174;67.50175
-71.0211;68.1455
-71.02018;67.71642
-71.01992;67.58667
-71.01901;67.83234
-71.01836;67.87867
-71.01732;66.98417
-71.01614;67.22691
-71.01614;67.50308
-71.01445;68.05783
-71.01289;67.93459
-71.01276;68.30241
-71.01224;67.81975
-71.00886;67.23358
-71.00833;67.538
-71.00716;67.16625
-71.00703;67.885
-71.00612;67.475
-71.00534;67.13416
-71.0043;67.74
-71.00313;67.52625
-71.00313;67.4565
-71.00182;67.33675
-70.99987;66.88892
-70.99831;68.06583
-70.99792;68.0195
-70.99479;67.83342
-70.99271;67.65575
-70.99271;67.49275
-70.99114;67.87875
-70.99101;67.676
-70.99036;67.69967
-70.98946;67.82608
-70.98906;67.12292
-70.98841;67.90708
-70.98828;67.69566
-70.98776;67.882
-70.9862;67.4825
-70.98555;67.56808
-70.98268;67.89333
-70.98112;67.828
-70.98047;66.55975
-70.978;67.54683
-70.97682;67.55659
-70.97669;67.33617
-70.97448;67.55492
-70.9733;67.47508
-70.97201;68.06325
-70.96953;67.49492
-70.96862;67.85825
-70.96823;67.42925
-70.96667;68.098
-70.96458;67.41883
-70.96445;67.95108
-70.9642;67.61359
-70.96276;67.34458
-70.9625;67.63783
-70.9612;67.26817
-70.95847;68.12341
-70.95742;67.64584
-70.95599;67.73683
-70.95364;67.24725
-70.95261;67.57467
-70.95208;67.52683
-70.95117;67.50242
-70.95026;67.94092
-70.94896;67.327
-70.94817;67.69733
-70.94636;67.80217
-70.94544;67.58317
-70.94388;66.64841
-70.94362;68.19067
-70.94297;68.03017
-70.94205;67.17783
-70.94205;67.289
-70.94076;67.64259
-70.9405;67.31892
-70.9401;67.74242
-70.93984;67.95292
-70.93932;67.1975
-70.93919;67.88934
-70.93828;67.576
-70.93711;67.84425
-70.93645;67.70325
-70.93398;67.80942
-70.93333;67.13242
-70.93203;67.98525
-70.93034;67.68642
-70.92995;67.83633
-70.92891;67.4295
-70.92891;67.30483
-70.92709;67.12341
-70.92213;67.50225
-70.92213;67.64658
-70.92149;68.05542
-70.9211;67.52517
-70.92031;67.84925
-70.91927;67.73534
-70.91888;67.92358
-70.91823;67.99925
-70.91797;67.61775
-70.91797;67.23309
-70.91666;67.9705
-70.91615;67.24267
-70.91602;68.00017
-70.91589;67.87141
-70.91497;67.81792
-70.91419;67.36467
-70.91172;68.12041
-70.91133;67.53992
-70.90807;68.46275
-70.90703;67.69666
-70.90573;66.78741
-70.9043;68.06067
-70.90273;67.96841
-70.9013;67.31
-70.90078;67.74725
-70.90026;68.09666
-70.90026;67.49158
-70.89739;67.66434
-70.89739;68.148
-70.89713;67.34942
-70.897;67.71792
-70.89687;67.87025
-70.89597;68.088
-70.89362;67.55666
-70.89323;67.64425
-70.89232;66.96892
-70.89219;67.97775
-70.8914;67.67384
-70.89037;67.688
-70.89024;68.01334
-70.88932;67.94241
-70.88919;67.8265
-70.88828;68.18858
-70.88763;67.92533
-70.88672;67.73275
-70.88646;67.52817
-70.88633;67.93525
-70.88567;67.914
-70.88425;67.44983
-70.88372;67.00042
-70.88346;67.38934
-70.88346;67.80225
-70.88164;67.16075
-70.88008;67.41808
-70.87773;67.54667
-70.87565;67.50142
-70.875;67.50467
-70.87344;67.69434
-70.87331;67.439
-70.87292;67.57567
-70.87292;67.61767
-70.87174;67.75425
-70.87122;67.9205
-70.86888;68.09417
-70.86875;67.63284
-70.86862;67.712
-70.86536;67.90816
-70.86523;67.52942
-70.86497;67.48933
-70.86497;68.07733
-70.8625;67.22466
-70.86224;67.036
-70.86198;67.90725
-70.86172;67.47266
-70.86146;67.64392
-70.86002;67.73309
-70.85912;67.43958
-70.85886;67.56641
-70.85703;67.8395
-70.8569;67.82684
-70.85651;66.676
-70.8556;68.09467
-70.85482;66.97325
-70.85339;68.163
-70.85339;67.122
-70.853;67.61058
-70.85;66.85709
-70.84935;67.72359
-70.84935;66.87791
-70.84727;67.7105
-70.84206;67.81142
-70.84206;67.55959
-70.84154;67.46584
-70.83958;67.20075
-70.83932;67.8015
-70.83789;67.755
-70.83737;67.53233
-70.83385;67.47083
-70.83385;67.92583
-70.83385;67.84092
-70.83294;68.03733
-70.83281;67.65892
-70.83112;67.64825
-70.82982;67.65567
-70.82813;67.26717
-70.82774;68.07491
-70.82722;67.7355
-70.82344;67.93
-70.82291;67.77475
-70.81901;67.11575
-70.81823;67.12025
-70.81693;67.79425
-70.8151;68.14217
-70.81432;68.32133
-70.81419;67.81767
-70.81107;67.85175
-70.81068;67.83292
-70.81003;67.84725
-70.80885;67.48109
-70.8082;67.67175
-70.80769;67.29617
-70.80769;67.43675
-70.80703;67.69492
-70.80612;67.39975
-70.80599;66.90892
-70.80508;68.09991
-70.80456;67.76083
-70.80378;67.21083
-70.80235;67.76733
-70.80091;68.62125
-70.79948;67.64716
-70.7987;67.69192
-70.79792;68.15242
-70.79466;67.15583
-70.79192;67.40417
-70.79102;67.39709
-70.7888;67.15317
-70.78698;67.92792
-70.78685;67.30534
-70.78593;67.3505
-70.78542;67.75833
-70.78516;67.53516
-70.78411;67.70125
-70.78398;67.25975
-70.78034;67.5785
-70.77891;67.66067
-70.77878;68.02283
-70.77734;67.7535
-70.77708;68.11808
-70.7767;67.2345
-70.77448;66.89584
-70.7737;67.93642
-70.77357;67.6825
-70.77344;67.62192
-70.77161;68.11559
-70.76901;67.33217
-70.76901;67.75842
-70.76888;67.26017
-70.76875;67.33017
-70.76849;67.49091
-70.76823;67.64217
-70.76575;67.85425
-70.76393;67.59842
-70.76224;67.52817
-70.76211;67.41192
-70.76041;67.712
-70.75964;67.52608
-70.75912;67.47317
-70.75742;67.41325
-70.75586;67.97875
-70.75508;67.13075
-70.75208;67.15708
-70.74974;67.455
-70.74766;67.61542
-70.7474;67.84275
-70.74622;67.63258
-70.74545;68.06741
-70.74453;67.71992
-70.7444;67.64733
-70.74388;67.46433
-70.74375;67.579
-70.74375;67.99
-70.74297;67.98942
-70.74167;67.32558
-70.74101;67.81284
-70.74036;68.19683
-70.73959;68.04816
-70.73933;67.96841
-70.7388;68.14584
-70.73828;67.67675
-70.73672;67.48158
-70.73489;68.2995
-70.73489;67.03342
-70.73463;67.75367
-70.73463;66.9105
-70.73229;67.71292
-70.72669;68.07291
-70.72656;67.91959
-70.72604;67.39342
-70.72578;67.356
-70.72487;67.95734
-70.72253;68.23358
-70.72175;67.45425
-70.72161;67.72875
-70.72122;68.00916
-70.71953;67.35184
-70.71823;68.3235
-70.71797;67.11992
-70.71549;67.93867
-70.7142;68.01017
-70.71263;68.06409
-70.71211;67.2545
-70.71185;67.53067
-70.7112;67.61591
-70.71055;68.0355
-70.70742;67.6615
-70.70625;67.66917
-70.70508;68.04092
-70.70417;67.41642
-70.70377;67.91067
-70.70261;67.66392
-70.70117;67.05859
-70.7;67.05875
-70.69987;67.81825
-70.69922;67.5345
-70.69675;67.62708
-70.69414;67.66175
-70.69388;67.137
-70.69375;67.71475
-70.69375;67.43008
-70.69336;67.9855
-70.69284;67.4595
-70.69271;67.568
-70.69102;67.17542
-70.69089;67.39808
-70.68893;67.57983
-70.68581;67.97366
-70.68542;67.2735
-70.68295;67.85
-70.68295;67.9445
-70.68269;68.11942
-70.68255;67.83225
-70.68099;67.66825
-70.67773;68.24741
-70.67409;67.70509
-70.67396;67.442
-70.67357;67.8945
-70.67344;67.4945
-70.67149;67.9335
-70.6711;67.57008
-70.67005;67.591
-70.66979;67.23942
-70.66862;67.48925
-70.66849;68.04383
-70.66823;68.53609
-70.6664;67.62092
-70.6664;66.83875
-70.66471;68.63383
-70.66146;67.69984
-70.6599;67.56575
-70.65964;67.90517
-70.6569;67.53633
-70.65612;67.67267
-70.65534;67.25767
-70.65339;67.82408
-70.6526;67.46066
-70.6513;67.50275
-70.65039;68.21108
-70.65013;67.69141
-70.64987;67.53033
-70.64739;67.95142
-70.64544;67.22842
-70.64492;67.31516
-70.64271;68.20842
-70.64127;68.40459
