K5PC5CH.OP;K5T4.PV;K5T7.PV;K5PC6CH.OP;K5T8_2.PV
50.61625;135.5106;51.54364;62.34661;76.2375
50.57797;135.6799;51.56021;62.31594;76.23521
55.63443;137.4325;51.94604;66.39484;76.22916
55.52422;137.945;51.90615;66.39349;76.22719
55.6163;137.5997;51.92708;66.38229;76.22365
55.53005;137.6359;52.20333;66.40208;76.2226
50.62557;135.8669;51.53365;62.35005;76.21833
55.46193;137.8022;52.035;66.42182;76.21635
55.32589;137.9214;52.10896;66.41969;76.21625
55.22354;137.924;52.0999;66.45683;76.21375
55.51474;138.3673;52.25719;66.46906;76.20969
55.5901;138.1269;51.96198;66.37573;76.20708
55.5175;138.2561;51.96167;66.35042;76.20333
55.1186;138.2421;51.95969;66.40135;76.20313
55.55995;137.6799;52.19781;66.40911;76.20084
55.57031;137.5503;51.95448;66.39265;76.19583
51.62807;137.1015;51.26906;63.26015;76.1926
55.4924;137.4834;51.91177;66.36828;76.19187
55.20083;138.1233;52.12479;66.37177;76.19
50.59568;136.0309;51.34698;62.35963;76.18896
50.62802;135.8085;51.42646;62.38172;76.18105
50.57401;136.5181;51.25438;62.34458;76.17823
50.67849;136.2368;51.27927;62.35099;76.17709
50.73484;136.852;51.25573;62.41677;76.16906
55.39682;138.0193;52.08802;66.425;76.16885
51.64708;137.3608;51.16167;63.28011;76.16583
55.55536;137.7977;51.94667;66.38958;76.15979
55.55198;138.0605;51.88833;66.39031;76.15896
55.53765;137.6834;51.89052;66.37;76.15792
55.61625;137.6293;52.06115;66.39162;76.15739
55.61021;137.7054;51.95896;66.41318;76.15646
55.46401;137.789;52.1725;66.41146;76.15594
55.64526;138.2666;52.22854;66.44662;76.15375
55.43214;137.6342;52.01406;66.38073;76.14896
55.73875;138.0114;52.18698;66.44896;76.14052
55.59031;138.1617;52.21094;66.4436;76.14011
55.67901;138.1615;52.18604;66.42016;76.13438
55.6912;138.0293;52.09104;66.40938;76.12489
50.73359;135.3677;51.56313;62.34094;76.12333
51.62943;137.5425;51.0374;63.33083;76.12198
55.27146;137.632;51.92208;66.42328;76.11282
55.39104;137.7142;51.91636;66.3676;76.10812
55.33672;137.5797;51.99083;66.33568;76.10385
52.47526;138.6781;50.84667;64.27417;76.10021
52.50281;137.9207;50.98719;64.24802;76.09657
55.59005;137.9551;52.10594;66.39417;76.09146
55.60812;137.6823;52.1;66.37927;76.09135
55.60219;137.8837;52.20438;66.45583;76.08896
55.48672;137.6452;51.87959;66.38541;76.08052
55.44224;137.783;52.11489;66.44677;76.0799
55.54688;138.2435;52.21031;66.47;76.07938
55.30927;137.7478;52.11896;66.38187;76.06927
53.34953;139.1534;50.77312;64.8187;76.06344
52.58776;138.2907;50.94188;64.27594;76.06229
55.45245;137.8327;51.8974;66.37411;76.06167
55.20969;138.147;51.84469;66.32281;76.05271
50.51833;135.4561;51.55687;62.33974;76.05125
55.24203;137.7104;51.90333;66.37349;76.04958
55.38515;137.5714;51.86521;66.42667;76.04781
55.67026;138.0842;52.14;66.43526;76.04562
55.18172;137.756;51.92698;66.34635;76.04343
55.87047;137.8921;52.2174;66.41161;76.03844
55.54818;137.8537;51.98708;66.37948;76.03833
55.14672;137.6941;52.1426;66.40021;76.03593
55.6;137.7713;52.06802;66.42146;76.03531
55.73938;138.2642;52.1876;66.46047;76.03427
55.45089;137.8495;52.00354;66.33791;76.02812
55.42193;137.633;51.93167;66.37797;76.01906
55.57755;137.8397;52.09521;66.3951;76.01844
55.25734;137.8782;51.86844;66.31687;76.01833
55.52636;137.7711;51.88521;66.42396;76.01646
50.74859;135.4193;51.55302;62.32578;76.01489
55.3987;137.5976;51.96698;66.3499;76.01167
55.12365;138.0223;51.79521;66.365;76.01073
55.64724;137.9055;52.13823;66.40115;76.01073
55.68943;138.0806;51.85708;66.37448;76.00833
55.30984;138.0397;52.08583;66.42958;76.00594
55.45458;137.8945;51.87698;66.36406;76.0051
55.47005;137.7154;51.91094;66.37312;76.00396
55.38672;137.9199;51.92875;66.38797;76.00031
55.54521;137.7441;51.8299;66.38261;76.00021
55.55734;138.3056;52.14844;66.45865;75.99718
55.65818;138.1234;51.81823;66.38167;75.99573
55.31104;139.3548;50.78771;66.81567;75.99521
55.47479;137.7413;51.89344;66.39453;75.99313
55.54401;138.2534;52.19167;66.48427;75.99177
55.33167;138.0316;51.76208;66.3975;75.9901
55.57057;137.7223;52.12594;66.3937;75.9899
55.41026;138.0796;51.86719;66.37756;75.98865
55.24505;138.1283;51.76385;66.39505;75.98813
55.40536;137.8072;52.01062;66.40765;75.98209
55.4663;138.2033;51.80844;66.37589;75.98083
55.48094;137.6869;51.8499;66.37453;75.97875
50.60646;135.3697;51.56937;62.32427;75.97573
55.55729;137.6427;51.96437;66.37583;75.975
55.55214;138.1872;52.17906;66.46438;75.97052
55.52167;137.6045;51.99073;66.36969;75.97
55.6186;138.1854;52.05875;66.45089;75.96761
55.58042;137.8065;51.79562;66.40625;75.96531
55.58302;137.6967;52.10844;66.36797;75.96062
55.36656;137.725;52.02469;66.38318;75.95906
55.38562;137.6812;51.78083;66.38427;75.95563
50.6176;135.396;51.54323;62.34625;75.95469
55.35417;137.8771;51.82875;66.40646;75.95333
55.64932;138.4021;52.12188;66.4599;75.95104
55.49729;137.9043;51.85958;66.35213;75.95094
55.27417;137.6725;51.7701;66.34016;75.94979
55.37959;137.8161;51.90635;66.34906;75.94885
50.72276;135.2182;51.54667;62.34443;75.94458
55.41927;138.3815;51.88334;66.40907;75.94406
55.52;137.9503;52.03146;66.42411;75.9424
55.69307;138.142;51.97406;66.41422;75.94021
55.5299;138.1703;52.15927;66.45922;75.93999
55.49599;137.6939;51.78229;66.36729;75.93719
55.43495;137.817;52.00104;66.43156;75.93542
55.44323;137.8115;51.89292;66.40385;75.93146
56.36302;139.4005;50.80677;67.88422;75.93114
55.53667;138.1565;51.92646;66.41286;75.92906
55.79109;137.669;51.79979;66.37474;75.92469
55.56739;138.3401;52.11333;66.46344;75.92239
55.48115;137.7228;51.82281;66.41255;75.92229
55.37078;137.7208;51.81094;66.35969;75.92188
55.64099;137.808;51.81427;66.40818;75.91875
55.52271;137.6866;51.97896;66.39656;75.91812
55.4164;137.8179;51.99823;66.42146;75.91417
55.42943;138.3865;51.95302;66.43151;75.91375
55.57677;138.6004;52.21563;66.45583;75.91229
55.34787;138.2759;52.20063;66.45417;75.91094
55.60844;137.6175;52.11719;66.37594;75.91021
55.44693;138.4084;52.1225;66.44515;75.90823
55.33511;137.6651;51.73812;66.39661;75.90656
55.49229;137.7292;51.93208;66.36219;75.90636
55.43005;137.6316;51.6549;66.39526;75.90469
55.52375;138.2049;52.15344;66.4575;75.90323
55.52245;138.0165;51.86979;66.39354;75.90312
55.79708;137.8755;51.86125;66.39313;75.90146
50.47922;135.1882;51.54208;62.32807;75.90083
55.57828;137.5972;51.77344;66.36219;75.9
55.59464;138.5507;52.22125;66.49818;75.89906
55.67719;138.0856;51.91344;66.40833;75.89573
55.57672;137.6415;51.6399;66.37422;75.89291
55.21922;137.6589;51.76198;66.35932;75.89104
55.49177;138.0426;51.86573;66.3888;75.89073
55.5913;137.7685;51.83021;66.38255;75.88927
55.77422;137.8841;51.82542;66.38078;75.88771
55.50547;137.6802;51.99688;66.39615;75.88656
55.45839;137.8203;51.78198;66.35344;75.88375
55.33417;137.5743;51.64135;66.39083;75.87802
55.4625;137.9971;51.74531;66.35422;75.87448
55.22245;138.0571;52.06292;66.41573;75.87344
55.43932;137.841;51.85209;66.40729;75.87333
55.49432;138.1908;51.98219;66.42818;75.87032
55.55677;137.5841;51.63729;66.38333;75.86958
55.5574;137.8348;51.88906;66.38515;75.86719
56.24031;139.4453;50.80875;67.88115;75.86677
55.46375;137.7609;51.80677;66.34599;75.86052
55.62464;138.2997;52.13354;66.43156;75.86021
55.30047;137.7086;51.8;66.32964;75.8526
55.46766;137.7407;52.1074;66.38683;75.84937
42.77682;130.3505;53.81646;54.04198;75.84927
55.63307;137.8467;51.7901;66.38536;75.84895
42.85088;130.2281;53.7825;54.04781;75.84447
50.57307;135.0357;51.57156;62.31599;75.84198
55.36911;137.6575;51.67385;66.37959;75.83667
55.50672;138.2663;52.17865;66.46484;75.83625
55.21792;139.2197;52.08125;66.42219;75.83542
55.57125;138.4895;52.26521;66.48058;75.83542
55.51208;137.8746;51.9099;66.38635;75.83146
55.52141;137.697;51.75854;66.39792;75.83104
55.58151;138.3341;52.23438;66.47385;75.8301
42.78724;130.3226;53.81334;54.02094;75.8275
55.35495;137.6534;51.92125;66.37948;75.82583
55.57109;138.0748;51.95979;66.4362;75.82562
55.46917;137.8769;51.95052;66.42151;75.8251
55.50198;138.3225;52.09438;66.47573;75.82417
55.50964;138.5041;52.23;66.4525;75.8149
55.42427;137.8421;51.85042;66.37943;75.8101
55.59557;138.5005;52.29271;66.43271;75.80677
55.37057;137.8047;52.18823;66.34969;75.80614
55.32245;137.7825;51.8175;66.37115;75.80583
55.4588;138.3844;52.25;66.46052;75.80531
56.41146;139.3365;50.62083;67.81359;75.80521
55.42807;138.0172;51.74177;66.37693;75.80406
55.57953;137.6037;52.12979;66.40427;75.80167
55.62047;138.3231;52.07875;66.51557;75.80135
42.7376;130.3818;53.76469;54.02771;75.79823
55.35151;137.7045;51.76958;66.35979;75.79708
55.73635;137.6117;51.65198;66.37854;75.79667
55.4737;137.7451;51.70698;66.42177;75.79636
55.57677;138.0431;51.94479;66.45198;75.79323
55.74682;137.8284;51.94635;66.42141;75.78854
55.50911;137.7458;51.67437;66.38599;75.78709
55.57833;138.6855;52.05333;66.44244;75.78375
55.74703;137.7683;51.96333;66.37865;75.78136
55.65047;137.6819;52.14208;66.41281;75.77708
55.29802;137.8454;51.87312;66.37698;75.77666
50.70042;134.9612;51.54;62.34406;75.77541
55.22562;138.0546;51.93719;66.42979;75.77531
55.44453;138.0058;51.73729;66.36953;75.77344
55.5837;137.6516;51.89104;66.36109;75.77303
42.74969;130.4409;53.74062;54.04328;75.77229
55.40469;137.7411;51.79542;66.35583;75.77167
56.43542;139.365;50.62959;67.8026;75.77156
55.56292;137.7141;51.72604;66.41032;75.77125
55.49792;137.7369;51.75917;66.30865;75.76979
55.69427;137.8466;51.92;66.42229;75.76937
55.4574;137.6824;52.10073;66.37802;75.76865
55.625;137.6791;51.67552;66.40463;75.76552
55.52141;137.6745;52.0799;66.35912;75.76302
55.8725;137.7411;51.63573;66.38125;75.76167
55.37427;137.6772;51.64219;66.38677;75.76125
55.80297;137.7196;51.67156;66.40208;75.76041
55.64974;137.7036;51.72573;66.42552;75.76041
55.49005;137.8186;51.77114;66.33953;75.75844
55.38427;137.7799;51.40677;66.3812;75.75813
56.48297;139.4776;50.75636;67.86313;75.75594
55.56953;137.6978;51.68729;66.39619;75.75396
55.62943;137.7766;51.79854;66.32745;75.75385
55.43443;138.0843;52.07687;66.39906;75.75302
55.55792;137.6854;52.13271;66.37026;75.75167
55.4387;137.7859;51.69094;66.42234;75.75166
55.41047;137.7826;51.46354;66.39063;75.74948
55.51891;137.7303;51.70823;66.4087;75.74906
50.42229;134.876;51.52281;62.31187;75.74771
55.69011;137.8062;51.64115;66.40323;75.74718
55.53896;137.7795;51.98979;66.37984;75.74718
55.37083;137.789;51.79031;66.40083;75.74364
50.62495;134.7671;51.57302;62.33021;75.74208
55.17641;137.759;51.92302;66.3687;75.74208
55.51286;137.9014;51.66459;66.38042;75.74125
55.39057;137.9684;51.72917;66.35646;75.74031
55.65615;137.895;51.64958;66.36614;75.73907
55.33974;137.982;51.93521;66.37599;75.7376
55.62693;137.8175;51.69;66.39787;75.73636
50.51714;134.8666;51.54604;62.34693;75.73396
55.45599;137.8125;51.57948;66.35313;75.73323
55.6112;138.0324;51.89542;66.40688;75.73104
55.73453;137.6926;51.59333;66.32938;75.73052
55.73037;137.8441;52.0149;66.40969;75.72968
56.46604;139.2958;50.62;67.81615;75.72854
55.57724;137.5546;51.64896;66.38364;75.72729
55.50807;137.867;51.99969;66.37646;75.72448
55.46526;137.9811;52.05062;66.3649;75.72281
55.68193;137.8408;51.71761;66.39901;75.72135
50.58234;134.9864;51.54562;62.31469;75.72104
55.40635;137.8691;51.6549;66.435;75.71927
42.82672;130.1387;53.76208;54.03099;75.71812
55.60693;137.873;51.98989;66.39739;75.71729
42.85588;130.5281;53.72511;54.0413;75.71677
55.32354;137.7379;51.40729;66.37161;75.71552
55.54724;137.7745;51.58917;66.37328;75.71354
55.45922;137.6916;51.5999;66.42167;75.71291
55.36958;137.9067;51.69281;66.35687;75.71156
55.16354;137.9426;51.80979;66.37177;75.70718
55.46443;138.0592;51.67417;66.3951;75.705
55.3812;137.794;51.57969;66.3988;75.705
55.39495;137.8077;51.56177;66.3874;75.70313
55.35266;137.5984;51.47427;66.35698;75.70187
55.18641;137.7266;51.61115;66.37688;75.70177
56.51349;139.3456;50.67906;67.81443;75.69656
55.50182;137.9929;51.66448;66.33255;75.69354
55.6326;137.5383;51.64792;66.37854;75.69312
55.48646;137.579;51.42323;66.37302;75.69281
55.71365;137.7554;51.87208;66.36234;75.69135
55.71094;138.078;51.90771;66.40485;75.69
55.66563;137.9035;51.71885;66.36089;75.68
55.52208;137.6756;51.79208;66.35823;75.67937
55.67641;137.6032;51.465;66.38714;75.67281
55.93177;137.9222;51.92979;66.42359;75.66927
55.46391;137.673;51.49271;66.34745;75.66594
55.57964;137.8289;51.58;66.41093;75.66573
55.39995;137.6414;51.64625;66.41036;75.66489
56.51948;139.2615;50.59187;67.80677;75.66052
55.4826;137.8695;51.88656;66.37589;75.65479
55.60578;137.6914;51.58969;66.38416;75.65427
55.51729;137.9588;51.58094;66.34755;75.65135
55.55516;137.7951;51.4976;66.38281;75.64719
55.45922;137.6844;51.59666;66.40609;75.64656
55.50604;138.0215;51.94823;66.40005;75.64646
55.37073;137.8471;51.65823;66.4064;75.64635
55.57005;137.7914;51.90771;66.37218;75.64625
56.58974;139.5969;50.75604;67.83719;75.64615
43.10422;130.6873;53.63063;54.3901;75.64229
55.43057;137.811;51.60281;66.38333;75.63771
55.23104;137.7695;51.61906;66.40594;75.63281
42.74667;130.095;53.74937;54.04766;75.62927
50.58208;135.0347;51.54781;62.30516;75.62448
56.57635;139.2843;50.66125;67.80729;75.62177
56.56354;139.2757;50.65688;67.81167;75.62125
43.46359;130.8668;53.60125;54.69938;75.61927
55.53838;137.4943;51.43406;66.29115;75.61802
55.65115;137.9187;51.98906;66.41849;75.61656
55.7249;137.8111;51.75792;66.37432;75.61521
56.54094;139.2998;50.72531;67.8287;75.61479
56.57599;139.3222;50.67583;67.79781;75.61219
55.34729;137.9834;51.72042;66.3813;75.61208
55.57729;137.9423;51.92198;66.32474;75.61073
55.52417;138.0207;51.8601;66.39484;75.60709
55.41359;137.42;51.41406;66.31958;75.60375
55.70026;137.8726;51.88094;66.3938;75.60281
50.58688;134.5821;51.50542;62.33234;75.59885
55.31511;137.8646;51.59677;66.36818;75.59583
55.49776;137.9446;51.95;66.40292;75.59552
55.63005;137.8903;51.88396;66.41786;75.59292
55.34167;137.8784;51.79844;66.36896;75.59125
55.43489;137.7383;51.57375;66.36443;75.59063
56.5338;139.1317;50.20229;67.80448;75.58448
55.54713;137.2602;51.46708;66.34099;75.58448
56.30239;139.1367;50.77719;67.79761;75.58365
55.54719;137.745;51.5526;66.40714;75.5826
50.49943;134.6684;51.51292;62.33693;75.57927
55.79083;137.7744;51.56937;66.39442;75.57698
55.55443;137.7758;51.55938;66.36646;75.57667
56.24755;139.2315;50.76156;67.79531;75.57552
55.35167;137.8531;51.60531;66.37146;75.57458
55.45151;137.8455;51.53625;66.37026;75.57136
55.47443;137.9869;51.86562;66.37354;75.56718
55.54083;137.9681;51.48198;66.36292;75.56688
56.38432;139.2226;50.23521;67.80089;75.56427
55.49927;137.0314;51.66854;66.42422;75.56292
55.36323;137.4208;51.41958;66.3425;75.55573
43.43536;130.9101;53.52896;54.67839;75.55302
55.4662;137.7708;51.57521;66.36089;75.55167
55.54911;137.3085;51.50562;66.34005;75.55094
55.35844;137.4709;51.43198;66.37083;75.55073
55.3887;137.9934;51.70646;66.3462;75.55063
55.3913;137.8606;51.83719;66.38333;75.54916
56.37547;139.0798;50.77844;67.80505;75.54719
55.4301;137.2833;51.48281;66.36636;75.54208
55.61422;137.813;51.56813;66.34927;75.54166
55.14755;137.3391;51.50375;66.38953;75.54105
55.25901;138.0882;51.52719;66.37057;75.54094
56.27489;139.1224;50.20542;67.79302;75.54031
55.37099;136.9254;51.59636;66.41985;75.54021
36.87203;127.0553;54.34469;48.4439;75.53948
56.44708;139.394;50.73958;67.85943;75.53938
55.375;137.8841;51.57531;66.38844;75.53844
55.42422;137.9998;51.80281;66.36052;75.53812
55.55141;138.0352;51.60156;66.37458;75.53458
36.88531;126.5985;54.32188;48.45974;75.53427
55.3387;137.4148;51.47271;66.36234;75.53385
56.4238;139.1796;50.20708;67.7975;75.53219
50.56104;134.5477;51.51188;62.34828;75.53125
50.54365;134.7967;51.51302;62.33094;75.53053
37.7912;127.4409;54.30219;49.16948;75.52782
55.50693;138.1278;51.85344;66.38099;75.52677
55.36302;137.9567;51.5551;66.39761;75.52489
56.53432;139.283;50.64583;67.8013;75.52469
55.43594;137.1923;51.7374;66.38354;75.52417
50.42073;134.7509;51.50615;62.34229;75.52396
42.7501;130.1822;53.76698;54.01396;75.52125
50.47313;134.731;51.49062;62.33833;75.52073
55.59896;138.0208;51.50042;66.40192;75.51614
55.21349;138.0833;51.58375;66.34042;75.51552
55.36068;137.9109;51.55729;66.37318;75.51479
50.56411;134.4882;51.52917;62.33562;75.51198
38.3601;128.3436;54.18594;49.81036;75.50979
55.48656;137.2912;51.45719;66.34922;75.50864
55.52964;137.9282;51.78886;66.41911;75.50864
50.51349;134.7044;51.4999;62.33167;75.50844
55.62912;137.1446;51.39969;66.3938;75.50802
55.25021;137.9282;51.54344;66.40948;75.50781
55.49339;136.8682;51.35542;66.39594;75.50625
55.35677;137.9772;51.52729;66.39912;75.50615
55.43328;137.9889;51.60354;66.33537;75.50584
37.83875;127.8081;54.25187;49.45031;75.50562
39.76573;128.7597;54.20615;51.22078;75.50552
55.35021;138.0652;51.65177;66.38177;75.50479
55.49995;136.8837;51.50917;66.37349;75.50365
55.52589;137.9192;51.50281;66.40166;75.50313
40.09089;128.9736;54.20438;51.49146;75.50302
50.43276;134.7906;51.52937;62.33901;75.50291
55.66646;138.1697;51.74177;66.40844;75.50021
43.55583;130.9322;53.48615;54.68208;75.49948
56.49656;139.122;50.21531;67.7937;75.49948
55.58505;137.8435;51.77031;66.37062;75.49771
55.30693;138.0633;51.54104;66.39651;75.49323
55.09875;137.5117;51.46073;66.36547;75.49271
50.67349;134.9401;51.52333;62.33193;75.49229
55.32292;137.2143;51.35021;66.33562;75.49177
55.71479;137.7413;51.48823;66.3924;75.49115
55.49089;138.2158;51.81427;66.45042;75.49042
55.52156;138.0715;51.75177;66.36255;75.4876
55.50333;137.7616;51.55083;66.38937;75.48458
55.56036;137.7058;51.55385;66.31094;75.48427
55.57224;137.8856;51.52937;66.39094;75.48417
56.3937;139.2464;50.26239;67.79833;75.48386
36.77489;126.4365;54.31052;48.50682;75.48375
55.51963;138.0863;51.83156;66.36068;75.48334
40.33766;129.0934;54.17552;51.78703;75.48156
55.33651;136.944;51.47333;66.3937;75.47979
56.31036;139.1647;50.22625;67.79369;75.47729
56.27656;139.1829;50.69177;67.80412;75.47375
50.49328;134.8506;51.45833;62.32401;75.4725
55.2599;136.8323;51.35542;66.34375;75.47219
55.24443;136.9266;51.44167;66.30849;75.47177
55.46271;137.9616;51.53021;66.34292;75.47166
56.61031;138.9176;50.16292;67.78995;75.47042
40.4049;129.2424;54.18615;51.80943;75.47
55.52666;136.981;51.38302;66.35359;75.47
55.64135;138.0909;51.73969;66.39594;75.46938
55.80698;138.1051;51.76031;66.38458;75.46823
56.52151;139.2011;50.19896;67.78578;75.46761
42.86115;130.0848;53.80427;54.03307;75.46687
50.62427;135.081;51.55959;62.30969;75.46635
55.54333;136.8298;51.41208;66.37994;75.46604
55.43177;137.7029;51.49125;66.36896;75.46573
55.47953;137.9453;51.80927;66.38193;75.46563
50.60917;134.567;51.52594;62.33344;75.46416
55.64552;137.7481;51.46125;66.38656;75.46407
55.27172;137.8051;51.55146;66.38849;75.46354
56.44021;139.2108;50.22542;67.79516;75.46198
55.15583;137.4701;51.40136;66.37531;75.45792
56.42297;139.3926;50.72719;67.86912;75.4574
55.39333;137.0387;51.31781;66.37344;75.4574
42.73677;130.1115;53.76771;54.04911;75.45635
55.31688;137.6472;51.475;66.38156;75.45594
56.39849;139.1457;50.6974;67.79761;75.45552
55.36797;136.9857;51.58531;66.34062;75.45531
55.16792;138.0862;51.49354;66.37146;75.455
55.50089;138.0529;51.49;66.35802;75.45458
56.38724;138.914;50.19365;67.75562;75.45292
55.46953;137.0405;51.53635;66.38042;75.45084
44.39193;131.0669;53.47709;55.64265;75.45042
55.57255;137.8537;51.47771;66.34448;75.45021
55.47276;137.7574;51.51208;66.32849;75.44948
55.53578;137.6331;51.75781;66.41869;75.44813
42.87901;130.0572;53.80969;54.04167;75.44614
55.43323;137.6188;51.45948;66.37614;75.44594
55.55823;137.4567;51.40719;66.37401;75.445
55.46328;138.0003;51.76167;66.40995;75.44437
55.70198;138.2615;51.74166;66.39677;75.44375
55.56443;137.9864;51.70083;66.3875;75.44209
55.61177;137.2634;51.72344;66.38974;75.44157
55.51406;136.9058;51.35469;66.37787;75.44146
55.18568;137.0509;51.54021;66.34156;75.44104
55.20406;138.5124;51.80761;66.42735;75.44041
55.41677;137.6138;51.50792;66.34828;75.44032
50.41;134.9733;51.45938;62.32286;75.43938
42.88662;130.1544;53.76531;54.01765;75.43875
55.09807;137.5108;51.49792;66.34115;75.43875
42.89807;130.106;53.77677;54.04182;75.43781
56.52964;139.3112;50.77521;67.80266;75.43656
55.10245;137.5684;51.76698;66.38776;75.43365
56.52047;139.1263;50.21563;67.79745;75.43063
56.59187;139.3257;50.58427;67.83802;75.43
55.34094;137.7441;51.75406;66.37698;75.42823
56.43422;139.3078;50.66489;67.79369;75.42646
55.58042;137.3372;51.69802;66.38515;75.42406
55.70479;137.6911;51.45406;66.3689;75.42406
55.23964;136.9297;51.27844;66.29365;75.42375
55.55969;138.0593;51.70854;66.42354;75.4225
55.2949;137.175;51.65937;66.36604;75.42167
56.36224;138.9743;50.14344;67.74271;75.42084
55.55854;137.8494;51.51177;66.42313;75.41959
55.34167;137.6627;51.44979;66.33041;75.41802
55.46614;137.6424;51.44125;66.39359;75.41708
55.4862;137.9031;51.53041;66.42235;75.41406
55.56266;137.8808;51.82469;66.37589;75.41406
36.8963;126.2845;54.29042;48.51333;75.41375
50.50838;134.9626;51.48958;62.30344;75.41281
55.80875;137.3104;51.74469;66.40677;75.41177
55.73265;137.2765;51.68885;66.41505;75.41156
55.57578;137.1007;51.31302;66.37563;75.40719
55.26458;137.5692;51.50427;66.34974;75.40552
55.15349;138.0395;51.71708;66.37292;75.40552
40.56969;129.6459;54.12448;51.94776;75.40469
55.32964;137.2541;51.4524;66.40401;75.4025
55.13906;138.1577;51.50281;66.38141;75.40104
55.63547;137.1996;51.67198;66.39599;75.40041
55.26839;137.1752;51.55448;66.37885;75.4001
56.69255;139.2483;50.27823;67.80698;75.39948
55.26578;138.1175;51.76;66.33292;75.39739
55.72562;136.9575;51.42302;66.34782;75.39615
56.44302;139.2474;50.71041;67.81709;75.39448
55.4076;137.9767;51.71563;66.36922;75.39448
56.64161;139.0128;50.18229;67.77032;75.39417
55.39229;137.1778;51.3201;66.39661;75.39417
50.65302;135.0815;51.48146;62.28901;75.39385
55.72818;137.9236;51.77156;66.39422;75.38875
44.39125;131.0081;53.35688;55.80828;75.38854
56.48479;139.5155;50.72583;67.78875;75.385
55.51333;138.0347;51.71416;66.39109;75.38323
50.62979;135.2704;51.54094;62.31276;75.38198
55.66193;138.4325;51.73146;66.40312;75.38073
55.34771;137.6311;51.77625;66.41573;75.37948
50.60625;135.2038;51.53583;62.31495;75.37865
55.25172;136.955;51.6101;66.36448;75.3776
55.47458;138.0017;51.52958;66.38125;75.37729
56.57375;138.9694;50.06958;67.76604;75.37573
36.86646;126.082;54.29937;48.48042;75.37437
50.56547;135.1959;51.52135;62.29703;75.37395
55.51771;137.1004;51.64042;66.39224;75.37323
55.31667;136.9444;51.35812;66.3838;75.37218
55.51724;138.2804;51.72625;66.3776;75.37218
55.58916;137.8193;51.52854;66.35552;75.37052
50.59156;134.6497;51.48698;62.33286;75.37021
55.28542;137.0789;51.66292;66.35989;75.36916
55.52255;136.9896;51.31198;66.37614;75.36417
55.65182;137.9342;51.71156;66.3875;75.36219
41.61458;129.9495;53.99625;52.84787;75.35656
55.15662;137.1529;51.53865;66.32552;75.35604
56.60927;139.4222;50.55448;67.81219;75.35219
55.40229;136.9971;51.5425;66.45349;75.34708
55.65646;137.1029;51.47886;66.41333;75.34344
56.47844;139.4904;50.73948;67.85088;75.34093
55.1811;137.0556;51.50521;66.33469;75.34073
55.35781;137.6534;51.74948;66.40229;75.335
56.6237;139.1029;50.19635;67.79245;75.33395
55.31958;137.9491;51.46989;66.45213;75.33344
55.48265;137.2303;51.63833;66.39047;75.32969
54.98755;136.9547;51.25292;66.32735;75.32948
55.09943;136.8285;51.55635;66.38557;75.32844
36.90109;125.9508;54.28563;48.49245;75.32604
55.50005;136.9613;51.39323;66.42495;75.32531
55.28073;137.7295;51.70375;66.39661;75.32406
56.52734;139.3785;50.75823;67.81922;75.32291
55.5724;137.9203;51.79729;66.37625;75.32291
