K5PC5CH.OP;K5T4.PV;K5T7.PV;K5PC6CH.OP;K5T8_2.PV
51.24609;132.614;48.28677;62.53917;71.13271
28.83344;114.4896;52.23729;41.26406;71.13239
55.34563;136.9624;46.20063;66.29068;71.13156
51.30563;131.7257;47.37885;62.44588;71.13146
52.72062;133.2383;47.34563;63.44641;71.13145
51.36396;131.949;47.92927;62.51464;71.13115
28.97948;114.8122;52.47604;41.30891;71.13052
49.15844;132.1417;47.34656;60.25448;71.12917
55.51979;136.9774;45.73427;66.35;71.12885
29.57875;116.1059;52.31552;42.52427;71.12854
28.86115;114.322;52.23312;41.34813;71.12782
28.99578;114.9489;52.77323;41.36974;71.12708
55.47375;137.1588;45.98792;66.28786;71.12698
46.89396;127.5643;47.9749;58.64917;71.12688
28.91906;114.5681;52.31281;41.32078;71.12605
51.51089;132.291;47.38063;62.45578;71.12583
28.90911;114.23;52.24198;41.30088;71.12552
29.11578;114.8791;52.78302;41.38005;71.12521
51.01854;132.9026;47.75875;62.51448;71.125
51.02229;132.351;47.96094;62.51073;71.12406
28.91547;114.4132;52.35938;41.24916;71.12396
55.26031;136.8643;46.27365;66.34515;71.12386
28.8525;114.5195;52.35479;41.30354;71.12323
55.25104;136.7875;46.15448;66.28995;71.12323
35.90083;119.8024;50.72166;47.71958;71.12302
50.98891;132.8593;47.81729;62.48359;71.12302
46.9812;127.3435;48.01927;58.6425;71.1226
36.10292;119.747;50.69781;47.72969;71.1225
51.17521;132.3546;48.34885;62.55912;71.1225
51.21115;132.6797;48.00958;62.55583;71.12218
51.14141;131.948;47.61406;62.49182;71.12104
51.25557;131.8405;47.66667;62.44734;71.1201
37.04677;120.7909;51.66489;48.23276;71.11958
36.15026;119.8059;50.67469;47.76714;71.11896
56.99552;138.3266;45.56104;67.79516;71.11855
36.13338;119.9745;50.70448;47.81;71.11844
36.0337;120.0081;50.69125;47.72109;71.11802
56.98219;137.6091;45.15969;67.71422;71.11792
47.00729;128.0624;48.03959;58.63688;71.11687
48.19979;130.0634;47.77583;59.92891;71.11636
50.82672;132.241;47.42802;61.8824;71.11521
28.90672;114.4568;52.35938;41.35125;71.11469
51.03219;131.8275;47.66885;62.49172;71.11469
50.78859;132.8828;48.29885;62.55682;71.11406
47.34875;129.9406;47.61219;59.39838;71.11323
57.00099;137.6841;45.13562;67.72094;71.1126
50.98401;132.9164;48.06802;62.5362;71.11105
29.02104;114.9494;52.44625;41.35151;71.11083
48.11115;130.2574;47.70635;59.96208;71.11063
51.25943;132.2496;47.93021;62.46333;71.10938
46.95599;128.1951;47.97208;58.59203;71.10917
53.98021;135.498;46.30958;65.56854;71.10896
51.37781;131.785;47.64521;62.45229;71.10896
55.34333;136.9799;46.21906;66.36031;71.10875
50.97109;132.9403;47.88073;62.56662;71.10781
51.32958;132.7063;48.27177;62.51516;71.10781
57.22531;137.4659;45.88208;67.72599;71.1076
50.73828;132.9797;48.2874;62.54255;71.1075
28.91708;114.6714;52.32469;41.2987;71.10667
46.94365;128.1951;47.99313;58.59536;71.10521
46.89469;127.9424;48.07573;58.6288;71.10458
40.08588;127.2525;46.96375;51.7874;71.10448
57.25109;137.3081;45.89938;67.66396;71.10302
51.105;132.9406;48.06177;62.56516;71.10291
51.00078;133.0599;47.79854;62.51146;71.10281
56.95005;137.8115;45.46208;67.7324;71.10261
52.63542;132.8546;47.2875;63.49349;71.10156
48.41651;130.4434;47.53198;60.1701;71.10146
57.0238;137.809;45.1801;67.70182;71.10021
57.09099;138.1218;45.44313;67.77995;71.09854
55.39312;137.0746;46.03437;66.29912;71.09792
29.63047;115.8978;52.32469;42.58339;71.09782
46.97198;128.091;48.03761;58.65391;71.0976
47.49531;129.0971;47.51011;59.33698;71.09719
56.95026;137.6721;45.1776;67.68557;71.09698
51.19786;132.5314;48.32448;62.54708;71.09636
36.98219;120.8764;51.56844;48.22818;71.09531
28.79245;114.5915;52.36406;41.36042;71.09511
52.28302;132.505;47.3126;63.24693;71.09448
51.02187;132.1028;47.87135;62.43797;71.09438
48.31859;130.577;47.53052;60.18521;71.09406
28.87786;114.5033;52.35365;41.34187;71.09271
51.35052;131.7265;47.31292;62.43266;71.0925
50.9562;132.4282;47.9201;62.53417;71.09104
28.99344;114.6119;52.33385;41.31583;71.09084
28.90094;114.4523;52.23521;41.30109;71.09073
28.88688;114.424;52.37281;41.29365;71.09032
49.35224;132.0995;47.24604;60.24297;71.08948
28.82703;114.4124;52.32219;41.29391;71.08927
51.00844;132.4002;47.87427;62.47922;71.08927
51.25625;131.6187;47.31406;62.44729;71.08927
51.10443;131.7794;47.67531;62.47662;71.08927
28.89807;114.6164;52.42406;41.31182;71.08907
47.48838;129.1303;47.56229;59.31562;71.08844
47.43151;129.3015;47.57427;59.30661;71.08562
29.0113;114.438;52.3201;41.36927;71.08469
36.92656;120.8187;51.54677;48.22969;71.08437
47.43526;129.738;47.67916;59.38802;71.0826
32.09338;118.7072;52.97156;44.13833;71.08229
51.09167;132.9657;48.03854;62.54057;71.08125
51.34208;132.282;48.29302;62.50219;71.08063
28.81542;114.4028;52.36198;41.33667;71.08031
51.14719;131.6674;47.42562;62.41677;71.08
36.04854;119.9494;50.72313;47.74401;71.07958
51.28906;131.6359;47.35865;62.42839;71.07844
28.99036;114.6006;52.38885;41.27844;71.07802
28.90974;114.2723;52.2825;41.31109;71.07802
51.09151;132.963;48.36802;62.57698;71.07781
48.0687;130.1201;47.71635;59.93896;71.07761
51.44068;131.7873;47.66625;62.45844;71.07698
28.92005;114.3107;52.16479;41.26693;71.07615
29.64766;116.1848;52.31187;42.51354;71.07604
28.90615;114.5606;52.39167;41.33432;71.07468
51.1187;132.1674;47.70646;62.4724;71.07396
51.38338;131.7557;47.37375;62.41656;71.07323
57.1301;137.3933;45.92239;67.7149;71.07291
51.26011;132.9538;48.35406;62.59052;71.07229
51.10771;132.2182;47.39896;62.48432;71.07146
51.22406;132.511;48.31646;62.5187;71.07094
48.06948;130.1482;47.83833;59.93948;71.07083
29.03625;114.7041;52.54688;41.38063;71.06802
28.91589;114.2628;52.25385;41.34291;71.06677
28.9251;114.3423;52.32604;41.33615;71.06677
48.33015;130.3169;47.54156;60.17786;71.06677
51.1799;133.1123;47.78854;62.53838;71.06469
51.33963;132.7685;48.12958;62.53698;71.06333
51.05417;132.7091;47.99208;62.54906;71.06323
50.97318;132.5647;47.91521;62.48812;71.06323
28.98615;114.3934;52.35094;41.21989;71.06313
48.37625;130.2711;47.51542;60.18276;71.06292
48.17974;130.2125;47.70864;59.94677;71.06281
56.92229;137.2801;45.85135;67.71291;71.06178
49.26276;132.136;47.21458;60.24547;71.06156
57.04662;138.1398;45.48927;67.78198;71.06156
57.01906;138.2483;45.40063;67.77891;71.06073
51.27516;133.1331;48.50406;62.56739;71.06042
29.03146;114.378;52.31396;41.26688;71.05979
28.87302;114.4262;52.32677;41.34568;71.05896
50.99906;131.6613;47.45146;62.43615;71.05844
49.21818;131.8173;47.12239;60.28791;71.05833
28.91568;114.3581;52.10458;41.21484;71.05782
55.45667;137.0123;46.0626;66.29745;71.0575
55.24911;136.8416;46.29156;66.31729;71.0574
51.06344;132.2305;47.82146;62.45937;71.05719
47.50615;129.2993;47.61771;59.35386;71.05698
47.17557;127.1075;47.99364;58.59609;71.05625
28.99698;114.3568;52.30594;41.30781;71.05614
29.54146;116.64;52.23833;42.50568;71.05511
48.13932;129.7018;47.82177;59.92745;71.05469
51.05344;131.6662;47.31406;62.44083;71.05386
29.03422;114.3288;52.14292;41.36198;71.0524
28.98844;114.5266;52.30594;41.3162;71.05229
56.90792;137.7188;45.13792;67.69334;71.0499
51.39484;131.8167;47.70313;62.44229;71.04938
28.84536;114.5301;52.385;41.27349;71.04865
51.02636;132.3545;47.98833;62.49146;71.04844
47.15651;129.8324;47.69021;59.37323;71.04761
29.01958;114.3977;52.12865;41.26339;71.04739
51.0087;132.9651;47.83146;62.52964;71.04739
51.2137;132.334;48.31198;62.51089;71.04667
28.80526;114.4892;52.16281;41.30047;71.04646
48.27063;130.4495;47.58552;60.19062;71.04615
39.42594;126.7784;47.05552;51.2174;71.04552
51.23776;132.4421;48.31813;62.55151;71.04542
54.05276;135.3964;46.25042;65.59583;71.0451
47.45026;129.2523;47.54469;59.30912;71.04448
51.21021;132.2835;47.40438;62.47276;71.04365
28.71;114.4125;52.08469;41.24823;71.04344
48.3088;130.6118;47.56646;60.15708;71.04313
28.92625;114.7435;52.55229;41.32823;71.04292
51.17422;131.8965;47.88906;62.49891;71.0426
47.2751;129.0949;47.34864;59.29214;71.0424
28.92172;114.4094;52.07396;41.30463;71.04229
48.34672;130.5555;47.54458;60.17385;71.04115
36.37625;119.9512;50.72813;47.82302;71.04063
51.16948;133.0943;48.42062;62.52021;71.03927
32.1612;118.4246;52.75146;44.12734;71.03917
29.02083;114.2104;52.11469;41.24786;71.03834
51.06177;133.2071;48.50229;62.52646;71.03823
57.03125;137.5073;45.94563;67.70193;71.0374
51.16589;132.2445;47.41177;62.44943;71.03604
48.30818;130.3167;47.5499;60.20333;71.03552
50.98422;131.6727;47.41177;62.41042;71.035
47.47208;129.2374;47.55729;59.34036;71.03407
54.24828;135.3577;46.23531;65.57584;71.03396
50.97823;132.0935;47.79344;62.4514;71.03385
32.13109;117.6699;52.71844;44.1424;71.03344
51.03417;131.9839;47.32979;62.46031;71.03313
56.23214;136.6896;46.16438;67.13349;71.03198
57.0351;137.4067;46.0626;67.69734;71.03198
47.34557;129.1598;47.35042;59.30235;71.03167
50.9775;131.7398;47.67104;62.45807;71.03136
28.89557;114.7672;52.34385;41.28693;71.03052
32.12766;117.532;52.71;44.12411;71.02937
28.90234;114.2173;52.27375;41.33469;71.0275
51.08469;133.0278;48.38354;62.56677;71.0274
47.34391;129.2021;47.35635;59.31203;71.02646
49.16385;132.0673;47.13781;60.25708;71.02521
47.37078;129.106;47.36094;59.29943;71.02417
54.12109;135.4502;46.22146;65.56864;71.02323
57.06786;137.8235;45.14542;67.6612;71.02292
51.06422;132.8892;48.08021;62.5299;71.02261
51.04729;133.0592;48.42021;62.54703;71.02261
51.16297;131.7102;47.33813;62.44547;71.02219
28.93839;114.4994;52.24719;41.28349;71.02209
28.82891;114.2059;52.22552;41.25609;71.02146
32.20172;117.3756;52.71011;44.14177;71.02146
51.09266;133.0734;48.07302;62.51958;71.02146
47.30927;129.2353;47.3601;59.30854;71.02094
28.83036;114.2242;52.10844;41.255;71.02084
49.25896;131.8879;47.14687;60.28797;71.02084
47.35042;129.1318;47.33625;59.28771;71.02084
56.97338;138.1938;45.44292;67.77631;71.02062
28.86557;114.4639;52.08958;41.33354;71.0199
51.21526;132.1557;47.47385;62.48672;71.01896
51.40115;132.0004;47.30458;62.48875;71.01813
57.12891;137.4732;45.92635;67.69901;71.01761
51.02401;132.0035;47.74865;62.47583;71.0174
57.27266;137.7179;45.36698;67.72958;71.01698
50.98604;131.9357;47.36365;62.44333;71.01667
28.79338;114.2486;52.21906;41.32224;71.01625
35.99578;119.9224;50.75177;47.74818;71.01594
57.01479;137.474;45.98406;67.68073;71.01531
32.19437;118.228;52.94677;44.14927;71.01354
29.5801;116.6344;52.28656;42.50359;71.01334
51.25599;131.7305;47.39656;62.42969;71.01281
47.4501;129.1389;47.50938;59.30812;71.01271
32.15375;118.0377;52.69239;44.1412;71.01229
47.94323;129.7645;47.78844;59.93344;71.01208
28.89047;114.294;52.30333;41.29922;71.01146
28.84063;114.4305;52.25781;41.30193;71.01135
51.14901;133.0297;47.76979;62.55094;71.01125
47.38755;129.1954;47.34625;59.30406;71.01104
50.96083;133.107;48.47448;62.58213;71.01104
50.7126;132.2349;47.79906;62.46453;71.01104
47.53266;129.0488;47.36396;59.29713;71.01083
57.03307;137.2086;46.10021;67.65651;71.01021
47.4063;129.0858;47.36031;59.28917;71.0101
28.80682;114.9256;52.24802;41.33328;71.00896
28.86193;114.8319;52.09167;41.30838;71.00781
47.39146;129.3473;47.37594;59.29802;71.00729
50.93224;132.2708;47.88021;62.39521;71.00709
51.2325;132.993;48.04187;62.50854;71.005
50.98047;132.69;47.99385;62.53073;71.00406
51.05031;132.3702;47.8926;62.52464;71.00365
36.92969;121.1274;51.28854;48.25089;71.00302
28.92901;114.4515;52.23729;41.28224;71.00219
50.93521;132.3974;47.8225;62.42995;71.00166
28.91984;114.5844;52.23323;41.31359;71.00104
51.08958;132.3728;47.8676;62.46203;71.00063
48.26917;130.2734;47.52583;60.17339;71.00042
57.02083;138.1873;45.59073;67.7914;71.00031
39.19307;126.1712;47.09073;51.23875;71.00031
57.13844;137.8552;45.11542;67.70036;71.00021
28.90135;114.2885;52.25864;41.31396;70.99771
28.99984;114.3106;52.28198;41.22818;70.9976
28.81349;114.8346;52.56021;41.31641;70.9975
36.8812;120.8406;50.99688;48.18365;70.99698
32.15568;117.9957;52.92604;44.14985;70.99657
36.98526;121.036;51.29531;48.23042;70.99635
37.00807;120.9597;51.08583;48.23625;70.99625
49.21974;131.7415;47.20719;60.18135;70.99615
28.87714;114.2096;52.12948;41.27562;70.99593
47.43906;129.2859;47.35354;59.31656;70.99583
55.54948;137.0602;46.09042;66.29948;70.99532
36.87484;120.9957;51.03938;48.16974;70.9951
57.08839;137.9221;45.06187;67.69828;70.995
56.9351;137.088;46.16385;67.7013;70.99448
51.10828;131.8703;47.27719;62.43755;70.99448
51.03557;131.9118;47.73427;62.48021;70.99416
51.18531;131.7486;47.86521;62.49349;70.99344
28.97807;114.5015;52.27604;41.21333;70.99271
36.91365;121.0606;51.15739;48.20016;70.9925
37.06198;120.9105;51.30677;48.2636;70.99229
56.97427;138.3959;45.37271;67.745;70.99136
51.10443;132.7115;47.96333;62.53036;70.99094
28.75615;114.4916;52.24146;41.30989;70.99083
51.06953;131.8036;47.43594;62.41484;70.99052
51.23714;131.806;47.71031;62.47536;70.98854
47.43135;129.4182;47.33771;59.2837;70.98782
47.45333;129.455;47.39198;59.31839;70.98708
50.93453;132.3806;47.44917;62.47719;70.98708
37.00099;120.9122;51.54885;48.19505;70.98636
51.12781;132.3377;48.03917;62.48068;70.98594
36.99562;121.1445;51.2501;48.21307;70.98583
51.18563;132.0818;47.48927;62.45609;70.98573
50.98839;131.922;47.23864;62.44292;70.98573
32.09573;117.2672;52.685;44.14412;70.98563
50.96437;132.2368;47.87312;62.50552;70.98552
36.91625;121.0575;51.2525;48.23563;70.98521
47.35745;129.3973;47.41563;59.32677;70.98448
28.94401;114.7818;52.54115;41.3262;70.98427
57.04713;137.6529;45.09406;67.69255;70.98375
28.86604;114.2634;52.13896;41.23833;70.98333
36.92667;121.1451;51.27104;48.22839;70.98333
51.00214;131.8309;47.25396;62.42271;70.98323
28.95208;114.5914;52.2475;41.29667;70.98281
32.1225;117.6984;52.63115;44.14088;70.98229
49.20057;131.8828;47.15271;60.2125;70.98187
57.13844;137.9323;45.07312;67.66453;70.98146
50.86656;132.9153;48.02135;62.51781;70.97969
51.22042;132.7102;47.90479;62.49125;70.97948
56.32229;136.5592;46.18302;67.13594;70.97938
29.68552;115.8597;52.2774;42.53026;70.97927
47.32453;129.2705;47.30656;59.31849;70.97781
46.88651;126.9255;47.98385;58.64323;70.97688
47.44302;129.2815;47.43573;59.305;70.97656
47.30495;129.3543;47.42437;59.35922;70.97604
32.01984;117.6793;52.58021;44.12969;70.97583
29.05812;114.2278;52.26417;41.34875;70.97573
28.81224;114.506;52.21427;41.30265;70.97521
51.0012;131.9137;47.29417;62.44865;70.975
56.9164;138.253;45.50604;67.72614;70.97469
28.99677;114.3402;52.20073;41.30614;70.97459
49.36547;131.9183;47.19729;60.15469;70.97437
49.26495;131.7775;47.16229;60.20766;70.97427
51.03578;131.8265;47.38885;62.46037;70.97427
36.95953;121.0249;51.25469;48.23974;70.97344
47.45495;129.3544;47.43156;59.34349;70.97343
32.14021;117.9037;52.89771;44.15776;70.97334
47.37458;129.0904;47.45469;59.31219;70.97334
47.28302;129.9048;47.46698;59.30167;70.97302
32.05698;117.8587;52.83688;44.14516;70.9726
51.05922;132.9992;48.03521;62.50578;70.9725
51.13156;131.7655;47.82625;62.46547;70.97229
56.60698;136.8954;46.16084;67.22906;70.97166
32.08068;117.2355;52.68625;44.13485;70.97125
28.90052;114.6107;52.1176;41.35354;70.96958
32.16766;117.2881;52.44646;44.14912;70.96958
51.13875;131.7572;47.19938;62.39359;70.96958
28.80531;114.807;52.10104;41.28349;70.96948
32.10224;117.359;52.46135;44.14667;70.96947
28.87219;114.2506;52.29083;41.34536;70.96938
47.3889;129.8997;47.41844;59.30391;70.96823
51.12255;132.0469;47.32302;62.46125;70.96802
47.41729;129.3315;47.41323;59.29427;70.96604
36.95515;120.8899;51.3626;48.22708;70.96584
36.89859;120.7572;50.95864;48.16172;70.96573
51.0638;131.9845;47.40646;62.45677;70.9651
28.83537;114.2042;52.24333;41.25187;70.96427
28.90953;114.3459;52.25573;41.22729;70.96375
51.21563;131.8814;47.76031;62.47219;70.96302
51.12135;132.0783;47.68573;62.45693;70.96208
32.06464;117.4857;52.49208;44.14078;70.96167
28.90162;114.266;52.17365;41.25333;70.96136
36.04495;119.8763;50.71417;47.77271;70.96125
50.93474;131.726;47.45458;62.46193;70.96094
51.18385;131.9155;47.21427;62.43365;70.96094
50.96073;131.9701;47.4025;62.4475;70.96073
48.05104;129.6153;47.75542;59.91583;70.96031
49.12011;131.9604;47.19083;60.20031;70.95959
28.79604;114.2997;52.21719;41.33766;70.95927
28.89807;114.268;52.19354;41.30094;70.95854
47.40984;129.5058;47.39229;59.30349;70.95854
55.41088;136.9098;46.14073;66.28521;70.95844
36.99792;121.0147;51.31792;48.24729;70.95812
51.16599;131.9905;47.22364;62.37812;70.95812
50.82813;132.4907;47.36531;62.41724;70.9575
55.49318;136.8644;46.36094;66.31255;70.95718
51.2213;131.9194;47.22042;62.40714;70.955
28.87474;114.3652;52.18396;41.32224;70.95281
32.08458;117.4894;52.52677;44.14125;70.95198
51.29443;131.643;47.32854;62.43708;70.95187
28.77578;114.2636;52.16604;41.31245;70.95156
48.42344;130.4458;47.55854;60.21838;70.95156
51.1074;132.1944;47.34417;62.41797;70.95094
47.37016;129.8284;47.68625;59.39193;70.95052
51.01443;132.5854;47.93969;62.51318;70.94906
50.89729;132.2842;47.50531;62.47036;70.94885
39.00547;125.5398;47.11854;50.97187;70.94865
56.27505;136.6415;46.17094;67.15734;70.94823
47.54745;129.529;47.52083;59.33688;70.94802
32.24234;117.4198;52.72833;44.15115;70.94791
31.98219;117.4578;52.49541;44.1187;70.9474
57.11323;138.1744;45.59219;67.76791;70.94698
28.84906;114.2894;52.18854;41.25766;70.94604
47.40099;129.2932;47.32198;59.29338;70.94542
28.90891;114.3071;52.16542;41.32443;70.945
29.65552;115.4491;52.28802;42.50125;70.945
47.36713;129.3471;47.26479;59.28614;70.94489
57.01776;138.431;45.34573;67.74177;70.94479
50.68656;132.1602;47.37146;62.41042;70.94406
47.28833;129.6738;47.36177;59.29344;70.94375
48.36115;130.4664;47.60427;60.18359;70.94364
57.04448;138.4709;45.47792;67.80828;70.94354
56.8062;138.4128;45.48979;67.79573;70.94312
28.74141;114.3721;52.20719;41.20734;70.94271
28.80854;114.2688;52.32063;41.27526;70.9424
28.93016;114.2231;52.15427;41.24792;70.94167
51.03729;132.7794;47.72625;62.3913;70.94063
32.10011;117.3647;52.44906;44.15333;70.94052
51.05614;132.0477;47.3576;62.46703;70.94041
47.42698;129.2876;47.28281;59.30583;70.93979
32.12568;117.3306;52.53209;44.14495;70.93948
32.16703;117.8742;52.76365;44.14229;70.93906
49.33245;131.901;47.14979;60.18604;70.93896
56.87156;138.3806;45.52563;67.7364;70.93885
51.05286;132.0749;47.52698;62.45724;70.93813
51.06818;131.7504;47.27302;62.45287;70.93802
48.3124;130.3965;47.5951;60.22557;70.9375
47.32057;129.1673;47.48333;59.30719;70.93729
32.05151;117.3441;52.49958;44.12661;70.93687
37.01641;120.896;51.40323;48.22917;70.93645
57.04589;137.7796;45.35135;67.69245;70.935
28.71677;114.9258;52.47385;41.3726;70.9349
28.77958;114.5627;52.06833;41.28271;70.93333
54.05771;135.3621;46.17323;65.5388;70.93333
51.01807;132.6862;47.83792;62.535;70.93282
51.15911;132.1376;47.53573;62.46214;70.9325
50.81615;132.4281;48.04958;62.49406;70.93177
55.3713;137.0344;46.24771;66.31734;70.93146
51.10667;131.7841;47.30156;62.45057;70.93146
57.14422;137.6989;45.05302;67.66682;70.93094
29.00672;114.2693;52.17583;41.31266;70.93063
32.25828;117.793;52.77187;44.17073;70.93031
51.12255;131.698;47.45281;62.44568;70.92948
28.8863;114.0898;52.15781;41.29984;70.92875
47.45557;129.8896;47.4175;59.3238;70.92854
32.07557;117.5875;52.72594;44.13635;70.9275
32.1137;117.69;52.74729;44.14432;70.92729
28.92573;114.59;52.195;41.3362;70.92469
50.83359;132.4812;47.38083;62.4462;70.92458
51.29208;132.3513;47.43312;62.4451;70.92416
48.22302;130.4447;47.63208;60.1851;70.92291
28.88458;114.5241;52.21761;41.3026;70.92167
28.95917;114.4346;52.19469;41.31396;70.91979
28.9513;114.0668;52.15948;41.30474;70.91875
56.96932;138.3672;45.55927;67.75615;70.91865
56.94969;138.2495;45.25219;67.69791;70.91823
47.52078;129.8;47.6599;59.35943;70.91792
36.73135;120.9374;50.9175;48.15089;70.91729
32.12651;117.9949;52.76531;44.13635;70.91677
50.99932;131.5101;47.17115;62.44844;70.91656
57.02604;138.3602;45.25604;67.75256;70.91625
51.23344;132.0128;47.95562;62.40443;70.91594
51.05854;132.6625;47.90854;62.53245;70.91583
51.07104;132.4115;47.4851;62.39484;70.91406
47.29635;129.3624;47.49208;59.31557;70.91386
50.93583;132.1964;47.35854;62.44021;70.91386
55.51969;136.8802;46.27094;66.32427;70.91344
51.17776;131.9125;47.43979;62.46677;70.91229
51.23792;132.0646;47.42771;62.47568;70.91156
49.37854;131.9053;47.13094;60.20338;70.91135
47.38984;129.3558;47.49562;59.32135;70.91135
35.9963;119.6324;50.68114;47.76463;70.91073
47.53011;129.4366;47.45833;59.30828;70.90958
28.81172;114.2692;52.17562;41.19349;70.90927
57.08807;138.2388;45.24406;67.73943;70.90813
51.09792;131.7969;47.27604;62.43906;70.90771
51.0812;132.3505;47.51198;62.43917;70.90729
51.10885;131.7779;47.44115;62.44406;70.90677
55.39604;136.8723;46.32448;66.29177;70.90656
57.07573;138.4802;45.56104;67.74031;70.90511
46.92521;126.682;47.98073;58.62573;70.90354
55.59536;136.744;46.27344;66.31953;70.90208
37.00354;120.8882;51.36021;48.25802;70.90104
28.76557;114.2127;52.09281;41.31078;70.89896
48.34849;130.405;47.63052;60.19786;70.89833
38.53036;125.0082;47.19458;50.5463;70.89708
49.21729;132.0635;47.16719;60.21823;70.89562
47.91021;129.743;47.73146;59.93266;70.8951
50.90099;131.8245;47.42844;62.49385;70.89458
36.77713;120.9065;50.89458;48.18297;70.89198
51.12568;132.14;47.40229;62.46599;70.89188
51.33099;132.0087;47.39823;62.47432;70.89188
28.8374;114.2501;52.14333;41.24911;70.89166
47.55573;129.8116;47.6824;59.38078;70.89104
47.40464;129.3083;47.46927;59.31906;70.89104
51.01401;132.111;47.52167;62.47911;70.89104
36.76401;120.7584;50.8951;48.20167;70.89063
28.83312;114.3159;52.28844;41.28896;70.88927
29.61547;115.1982;52.23052;42.50682;70.88802
55.53641;137.1565;46.20208;66.32396;70.88792
37.00297;120.8438;51.47709;48.20818;70.88781
51.09448;132.414;47.50271;62.44172;70.88718
47.3201;129.6672;47.47302;59.32385;70.88656
28.7949;115.0817;52.40375;41.37922;70.8849
36.95016;120.7868;50.82635;48.19255;70.88479
29.0201;114.3712;52.27261;41.31187;70.88333
51.27755;131.8658;47.31511;62.43521;70.88177
57.12979;138.2006;45.21;67.7599;70.88167
28.78547;114.2719;52.14531;41.31495;70.88062
51.08969;131.7751;47.30115;62.43974;70.88
28.75516;114.3042;52.13521;41.25745;70.87979
37.00235;120.7526;50.87354;48.20911;70.87979
47.51234;129.2833;47.30135;59.32594;70.87823
28.75677;114.3776;52.17427;41.32552;70.87791
47.45083;128.8188;47.43271;59.25359;70.87666
50.8801;132.4103;47.48823;62.45219;70.87573
49.4563;131.8476;47.04906;60.19859;70.87427
57.13255;137.8458;45.04396;67.64896;70.87406
47.42781;128.7569;47.40562;59.28667;70.87364
51.12031;132.3913;47.91031;62.53229;70.87032
49.27797;131.7496;47.16489;60.29828;70.86958
37.13635;120.9041;51.30188;48.25625;70.86823
57.23396;137.6491;44.96427;67.68495;70.86813
47.47161;129.5554;47.49802;59.31688;70.865
50.7849;131.8517;47.38896;62.4474;70.86448
47.38281;128.936;47.39437;59.27969;70.86406
55.41698;137.3105;46.23698;66.34828;70.86385
28.75854;114.2332;52.12854;41.2075;70.86323
51.07359;132.0295;47.40719;62.46458;70.86208
47.55318;129.9631;47.64948;59.35917;70.86188
36.80276;120.8907;50.80208;48.16797;70.86135
57.22;137.6598;45.27885;67.71625;70.86094
57.0563;138.195;45.26531;67.71172;70.86041
51.27823;131.895;47.3125;62.45745;70.85886
47.40688;129.3616;47.41344;59.29974;70.85844
47.39724;129.1178;47.40771;59.25948;70.85833
55.34526;137.2649;46.21406;66.31432;70.85719
51.13198;132.6467;47.87823;62.50406;70.85656
28.96646;114.9176;52.37479;41.34703;70.85552
51.10578;132.3084;47.57969;62.45214;70.85552
57.11672;138.2176;45.28656;67.69568;70.85532
57.06562;137.9612;45.10094;67.70104;70.85532
28.96219;114.5411;52.3074;41.2712;70.85427
51.26;132.158;47.95687;62.39708;70.85406
54.16073;135.3531;46.16479;65.56036;70.85354
50.87573;132.38;48.04;62.48484;70.85333
32.07354;117.7333;52.44885;44.14135;70.85239
47.44276;129.5612;47.51146;59.35661;70.84792
28.98031;114.5587;52.27187;41.30203;70.8474
56.9789;138.3125;45.27302;67.72369;70.84688
36.9863;120.9527;51.30114;48.21037;70.84615
47.44542;129.0509;47.41719;59.2674;70.84583
51.35365;131.8486;47.29427;62.47068;70.84521
47.31287;129.4878;47.37011;59.335;70.84489
55.41552;137.3642;46.21021;66.30427;70.84417
28.83063;114.3295;52.13396;41.28245;70.84396
50.88255;132.268;47.52917;62.4113;70.84396
49.29057;132.0108;47.19344;60.21047;70.84386
51.3814;131.8954;47.29729;62.42682;70.84323
57.09229;138.0697;45.22375;67.70583;70.84261
51.05349;131.514;47.15635;62.40781;70.84198
51.13359;132.1422;47.48927;62.46453;70.84135
47.21708;129.5556;47.49469;59.31448;70.84062
36.10386;119.6465;50.64823;47.79937;70.83979
28.75635;114.2355;52.08521;41.29427;70.83968
47.49141;129.0067;47.41531;59.28224;70.83875
51.15557;132.6742;47.82813;62.54677;70.83854
57.23667;138.0577;45.29562;67.75026;70.83823
29.64365;115.0821;52.13917;42.48755;70.83781
47.31713;129.2792;47.44125;59.2737;70.8376
28.89427;114.4922;52.33511;41.28328;70.83719
57.06078;138.0336;45.06583;67.63776;70.83698
47.43823;129.1431;47.42875;59.27161;70.83646
56.97521;138.3099;45.29156;67.73489;70.83625
51.10229;132.5967;47.68479;62.37854;70.83583
29.03208;114.548;52.33292;41.27792;70.83562
29.06005;114.4814;52.27187;41.31406;70.83511
37.02312;120.8835;50.7826;48.18427;70.83448
47.40922;128.7824;47.34563;59.27885;70.83437
32.14734;117.3055;52.28656;44.12474;70.83354
32.04458;117.9435;52.43312;44.11823;70.83344
32.10333;117.2904;52.2951;44.13057;70.83334
50.84818;132.3296;47.57854;62.44537;70.83312
37.0325;120.8314;51.3075;48.26031;70.83292
49.30661;131.9526;47.21219;60.21276;70.8325
57.11693;137.8345;45.11187;67.67213;70.8324
46.54167;126.4182;47.98135;58.53745;70.83146
28.93021;114.3109;52.09417;41.2574;70.83083
57.21344;137.5128;45.27385;67.7011;70.82927
