K5PCV5I.PV;K5PCV6I.PV
94.6189;94.67204
94.6188;94.66661
94.61875;94.6512
94.61864;94.67078
94.61864;94.65854
94.61864;94.65844
94.61859;94.85172
94.61855;94.55943
94.61854;94.66943
94.61849;94.66782
94.61839;94.66084
94.61833;94.83922
94.61833;94.6676
94.61828;94.55807
94.61828;94.99474
94.61828;94.66109
94.61823;94.66193
94.61813;94.85917
94.61813;94.45375
94.61813;94.67057
94.61787;94.66667
94.61787;94.65942
94.61781;94.87292
94.61781;94.65813
94.61776;94.68047
94.61761;94.65099
94.61761;94.66541
94.61755;94.69307
94.61755;94.65849
94.61755;94.66771
94.61729;94.66031
94.61729;94.66625
94.61724;95.00745
94.61724;94.66318
94.61719;94.6639
94.61713;94.98203
94.61682;94.66396
94.61677;94.66865
94.61667;94.65995
94.61667;94.88484
94.61662;94.67088
94.61651;94.66156
94.61646;94.55375
94.61641;94.65907
94.6164;94.84974
94.6163;94.87911
94.61625;94.66125
94.6162;94.66969
94.6162;94.66239
94.61604;94.65922
94.61604;94.66229
94.61588;94.66182
94.61583;94.66682
94.61578;94.84792
94.61542;94.66068
94.61536;94.64
94.61521;95.00297
94.6151;94.53432
94.6151;94.65313
94.6149;94.66552
94.6149;94.45161
94.61474;94.65646
94.61443;94.98463
94.61438;94.89661
94.61433;94.36557
94.61422;94.84646
94.61422;94.38464
94.61417;94.5325
94.61411;94.65135
94.61396;94.66885
94.61391;94.64046
94.61365;94.67188
94.61354;94.64573
94.61333;94.65859
94.61323;94.67667
94.61317;94.55172
94.61302;94.3586
94.61297;94.5513
94.61297;94.65974
94.61297;94.36599
94.61287;94.64438
94.61286;94.66104
94.61276;94.83646
94.61266;94.82458
94.6126;94.6687
94.61224;95.00958
94.61219;95.00437
94.61219;94.86448
94.61208;94.99261
94.61188;94.86927
94.61162;94.87646
94.61151;94.66666
94.61146;94.64708
94.61146;94.66557
94.61146;94.88386
94.61135;94.53906
94.61115;94.64599
94.61099;94.86339
94.61094;94.64531
94.61083;94.66505
94.61057;94.99641
94.61052;94.66141
94.61041;94.36308
94.61026;94.36166
94.61005;94.36328
94.61;94.37006
94.61;94.89693
94.60979;94.65286
94.60979;94.37489
94.60969;94.37432
94.60963;94.38318
94.60943;94.67667
94.60943;94.65922
94.60906;94.65266
94.60901;94.98568
94.60886;94.64619
94.6086;94.38344
94.60839;94.97724
94.60838;94.35125
94.60823;94.37734
94.60812;94.66036
94.60792;94.6651
94.60781;94.88438
94.60755;94.84687
94.6075;94.65021
94.6075;94.88552
94.60744;94.61297
94.60744;94.36193
94.60729;94.63604
94.60719;94.63443
94.60713;94.87099
94.60709;94.90334
94.60687;94.64203
94.60687;94.36765
94.60672;94.97547
94.60661;94.89109
94.60641;94.66823
94.60635;94.67479
94.6063;94.90911
94.60625;94.53724
94.6062;94.59839
94.60609;94.66812
94.60604;94.80875
94.60578;94.83417
94.60562;94.36943
94.60552;94.86755
94.60552;94.455
94.60552;94.36536
94.60542;94.52583
94.60542;94.67146
94.60521;94.83422
94.60516;94.64099
94.6051;94.66994
94.60474;94.3799
94.60464;94.52891
94.60464;94.82823
94.60464;94.64099
94.60448;94.96427
94.60448;94.9038
94.60443;94.96818
94.60438;94.87974
94.60422;94.97047
94.60412;94.52312
94.60406;94.81974
94.60396;94.60307
94.60385;94.63364
94.6037;94.65588
94.60359;94.64854
94.60359;94.61255
94.60355;94.66573
94.60349;94.90854
94.60344;94.80412
94.60318;94.45354
94.60313;94.84281
94.60313;94.62896
94.60302;94.34792
94.60292;94.8087
94.60291;94.52953
94.60276;94.46156
94.60255;94.38927
94.60245;94.89552
94.60239;94.80443
94.60239;94.45646
94.60219;94.94214
94.60213;94.52839
94.60208;94.63948
94.60204;94.34526
94.60193;94.63698
94.60193;94.34458
94.60188;94.97849
94.60188;94.66896
94.60172;94.9474
94.60167;94.66927
94.60162;94.38718
94.60162;94.86979
94.60156;94.35141
94.60136;94.63151
94.6012;94.38604
94.60114;94.98782
94.6011;94.35729
94.60104;94.95474
94.60104;94.33828
94.60104;94.66625
94.60099;94.98766
94.60094;94.52135
94.60088;94.5199
94.60088;94.9062
94.60078;94.795
94.60073;94.33089
94.60068;94.97031
94.60068;94.88844
94.60057;94.39828
94.60052;94.45521
94.60036;94.52869
94.60036;94.83901
94.60036;94.41401
94.60005;94.67448
94.6;94.90719
94.5999;94.64495
94.5999;94.61365
94.59974;94.52354
94.59974;94.61943
94.59953;94.66391
94.59948;94.87557
94.59906;94.94953
94.59906;94.62338
94.59901;94.80109
94.59901;94.88417
94.5987;94.38599
94.59854;94.67141
94.59854;94.64974
94.59834;94.68026
94.59823;94.33937
94.59818;94.46281
94.59812;94.60359
94.59812;94.40942
94.59808;94.64146
94.59802;94.59922
94.59802;94.64339
94.59802;94.64984
94.59792;94.94417
94.59771;94.96974
94.59771;94.66666
94.59771;94.90286
94.5976;94.83448
94.5974;94.60427
94.5974;94.66813
94.59718;94.38698
94.59708;94.79636
94.59708;94.33432
94.59687;94.6512
94.59682;94.80734
94.59677;94.65542
94.59672;94.64766
94.59661;94.82354
94.59657;94.61308
94.59646;94.63937
94.59641;94.91547
94.5963;94.6012
94.5962;94.38943
94.59615;94.66088
94.59609;94.62266
94.59599;94.40109
94.59594;94.39177
94.59589;94.39495
94.59589;94.66438
94.59573;94.33979
94.59573;94.38771
94.59547;94.38609
94.59531;94.46609
94.59531;94.90401
94.59526;94.64641
94.59515;94.66021
94.59511;94.67125
94.59511;94.63995
94.59474;94.33479
94.59464;94.94698
94.59464;94.33453
94.59464;94.66182
94.59458;94.53578
94.59458;94.66714
94.59443;94.5363
94.59443;94.34854
94.59438;94.83396
94.59432;94.33041
94.59427;94.65703
94.59406;94.40015
94.59396;94.66594
94.59396;94.63531
94.59391;94.94677
94.5939;94.92744
94.5938;94.66235
94.59375;94.38625
94.5937;94.77307
94.5937;94.94745
94.59364;94.66625
94.59333;94.60448
94.59328;94.4574
94.59328;94.82761
94.59323;94.45541
94.59307;94.79359
94.59302;94.33891
94.59297;94.94651
94.59292;94.595
94.59281;94.45911
94.59276;94.40562
94.5927;94.47292
94.5925;94.46078
94.59219;94.34631
94.59219;94.66646
94.59209;94.39969
94.59198;94.64719
94.59187;94.41911
94.59183;94.96442
94.59182;94.41698
94.59177;94.32854
94.59172;94.93234
94.59156;94.32964
94.59141;94.39849
94.59119;94.875
94.59119;94.34734
94.59115;94.53172
94.59115;94.7937
94.59109;94.39938
94.59109;94.64573
94.59093;94.45776
94.59093;94.66568
94.59084;94.46438
94.59084;94.41125
94.59068;94.64729
94.59057;94.42188
94.59052;94.40557
94.59052;94.66307
94.59047;94.66557
94.59042;94.62994
94.59042;94.32359
94.59036;94.63427
94.59021;94.52859
94.5901;94.60974
94.59005;94.65646
94.58995;94.4187
94.5899;94.46125
94.58974;94.41479
94.58974;94.39656
94.58968;94.53151
94.58964;94.90885
94.58958;94.46453
94.58958;94.41823
94.58948;94.8237
94.58938;94.64745
94.58932;94.55646
94.58891;94.41412
94.5888;94.40244
94.5888;94.65266
94.58865;94.78989
94.58865;94.59615
94.58828;94.54245
94.58817;94.31812
94.58807;94.45922
94.58802;94.4101
94.58802;94.63354
94.58797;94.65359
94.58791;94.465
94.58791;94.65823
94.58765;94.53938
94.58755;94.92386
94.58755;94.40677
94.5875;94.50427
94.58729;94.32291
94.58714;94.59443
94.58714;94.40041
94.58703;94.92531
94.58698;94.53182
94.58688;94.54797
94.58688;94.44604
94.58677;94.78906
94.58656;94.46844
94.58646;94.46156
94.58636;94.28974
94.5863;94.31401
94.5862;94.46062
94.5862;94.64078
94.58609;94.94703
94.58583;94.92026
94.58583;94.46458
94.58573;94.52953
94.58573;94.54276
94.58568;94.46198
94.58542;94.63396
94.58526;94.45911
94.58511;94.56729
94.58511;94.54401
94.58505;94.29636
94.58495;94.7874
94.58495;94.2925
94.58485;94.92042
94.58485;94.40015
94.58474;94.94672
94.58458;94.41516
94.58453;94.77547
94.58453;94.54578
94.58453;94.45152
94.58448;94.53761
94.58448;94.46302
94.58443;94.65646
94.58437;94.46078
94.58427;94.92744
94.58427;94.5612
94.58427;94.43203
94.58427;94.47469
94.58427;94.645
94.58422;94.77515
94.58422;94.55948
94.58411;94.60693
94.58396;94.43339
94.58385;94.64588
94.58369;94.46182
94.58365;94.54005
94.5836;94.3988
94.58344;94.56594
94.58344;94.41568
94.58344;94.92099
94.58334;94.42432
94.58328;94.56464
94.58312;94.9162
94.58308;94.57146
94.58302;94.64641
94.58297;94.63755
94.58292;94.58588
94.58286;94.39797
94.58276;94.54875
94.58271;94.5836
94.58255;94.30563
94.5825;94.57307
94.5825;94.53661
94.5825;94.64427
94.5825;94.65286
94.58234;94.59552
94.58234;94.41047
94.58229;94.56271
94.58198;94.56151
94.58192;94.45464
94.58188;94.29938
94.58183;94.59302
94.58177;94.56989
94.58177;94.40938
94.58172;94.56239
94.58167;94.51583
94.58167;94.64797
94.58157;94.46912
94.58156;94.39214
94.58151;94.56219
94.58151;94.4389
94.58146;94.55771
94.58146;94.54286
94.58141;94.52427
94.58141;94.39156
94.58141;94.65068
94.58135;94.64703
94.58125;94.91901
94.58125;94.44865
94.58125;94.44406
94.58125;94.29854
94.5812;94.39594
94.58115;94.56141
94.58115;94.52573
94.58099;94.46125
94.58099;94.2925
94.58089;94.54188
94.58089;94.4562
94.58089;94.4513
94.58089;94.29557
94.58083;94.59531
94.58083;94.49823
94.58083;94.48213
94.58083;94.64938
94.58083;94.64328
94.58078;94.49422
94.58063;94.57313
94.58057;94.5674
94.58041;94.64896
94.58041;94.64442
94.58037;94.39406
94.58026;94.92261
94.58021;94.57474
94.58021;94.41833
94.58021;94.29297
94.58015;94.31224
94.58015;94.82146
94.58015;94.63271
94.58011;94.46735
94.58006;94.57109
94.58;94.92709
94.57995;94.29682
94.57995;94.30099
94.57995;94.39568
94.57984;94.39114
94.57984;94.65099
94.5798;94.51557
94.57969;94.51573
94.57969;94.57854
94.57969;94.92713
94.57964;94.64922
94.57958;94.55547
94.57948;94.45219
94.57938;94.56354
94.57938;94.64484
94.57932;94.29818
94.57932;94.64812
94.57932;94.65172
94.57927;94.4812
94.57922;94.55714
94.57922;94.6463
94.57912;94.64005
94.57906;94.56161
94.57906;94.56021
94.57906;94.40422
94.57901;94.4038
94.5789;94.42589
94.57886;94.39932
94.5788;94.45578
94.5788;94.31401
94.57875;94.47469
94.57864;94.46599
94.57864;94.48786
94.5786;94.51573
94.57859;94.56333
94.57859;94.64854
94.57854;94.5576
94.57854;94.63875
94.57844;94.64458
94.57838;94.46792
94.57838;94.40839
94.57829;94.65359
94.57823;94.52119
94.57818;94.5351
94.57818;94.92677
94.57813;94.5161
94.57813;94.51666
94.57813;94.47422
94.57807;94.57417
94.57807;94.92355
94.57802;94.57766
94.57802;94.63349
94.57787;94.31412
94.57781;94.53432
94.57781;94.56703
94.57776;94.54854
94.57776;94.66078
94.57776;94.6487
94.57771;94.64136
94.57766;94.56953
94.57766;94.41209
94.57755;94.90839
94.5775;94.40177
94.57745;94.39198
94.57745;94.92651
94.57729;94.53661
94.57729;94.64823
94.57729;94.64073
94.57724;94.55578
94.57709;94.40297
94.57703;94.9363
94.57703;94.55193
94.57703;94.54662
94.57693;94.64458
94.57687;94.41802
94.57677;94.61771
94.57672;94.39256
94.57672;94.81838
94.57667;94.41261
94.57646;94.5639
94.57641;94.38792
94.57641;94.65
94.5763;94.54333
94.5763;94.29453
94.5763;94.42625
94.5763;94.64109
94.57625;94.40308
94.57615;94.51875
94.5761;94.8661
94.5761;94.40359
94.57594;94.55797
94.57594;94.29802
94.57589;94.54094
94.57584;94.40813
94.57568;94.48454
94.57568;94.40334
94.57568;94.82333
94.57562;94.89969
94.57562;94.48089
94.57552;94.56911
94.57547;94.46875
94.57536;94.47588
94.57526;94.38657
94.5751;94.56641
94.5751;94.56344
94.57505;94.56567
94.5749;94.41917
94.5749;94.64989
94.57484;94.57578
94.57474;94.55417
94.57474;94.54224
94.57458;94.29391
94.57453;94.53302
94.57453;94.6201
94.57453;94.28407
94.57453;94.55063
94.57448;94.53505
94.57448;94.59953
94.57442;94.515
94.57442;94.28989
94.57438;94.40489
94.57433;94.55766
94.57433;94.64964
94.57433;94.64859
94.57417;94.57594
94.57411;94.30589
94.57407;94.57787
94.57407;94.4062
94.57401;94.45104
94.57391;94.29693
94.57391;94.47536
94.57381;94.38797
94.5737;94.4951
94.57365;94.41292
94.57354;94.53432
94.57349;94.52573
94.57349;94.6288
94.57344;94.56895
94.57343;94.54881
94.57339;94.57265
94.57333;94.65688
94.57323;94.53797
94.57323;94.48047
94.57318;94.62344
94.57317;94.56208
94.57317;94.6114
94.57317;94.39464
94.57307;94.56615
94.57302;94.41631
94.57297;94.55813
94.57287;94.61958
94.57276;94.43765
94.57271;94.44443
94.57265;94.40636
94.57265;94.39656
94.57245;94.51198
94.57245;94.62375
94.57245;94.4826
94.57245;94.64735
94.5724;94.63828
94.5724;94.29881
94.5724;94.92792
94.57234;94.50328
94.57234;94.46838
94.57234;94.56891
94.57214;94.52146
94.57208;94.92609
94.57208;94.64906
94.57188;94.47704
94.57172;94.28255
94.57167;94.66823
94.57167;94.42146
94.57166;94.44594
94.57166;94.57339
94.57151;94.51938
94.57146;94.56615
94.57146;94.62271
94.57146;94.46219
94.57135;94.53239
94.57125;94.57641
94.5712;94.49313
94.57114;94.35271
94.57114;94.47875
94.57114;94.49078
94.5711;94.66156
94.57109;94.59995
94.57099;94.58958
94.57099;94.62401
94.57099;94.62364
94.57094;94.43156
94.57083;94.53984
94.57083;94.60396
94.57083;94.53735
94.57079;94.50094
94.57073;94.56261
94.57073;94.28593
94.57063;94.55568
94.57063;94.41474
94.57047;94.54297
94.57042;94.35057
94.57042;94.47182
94.57042;94.93505
94.57037;94.41062
94.57031;94.50552
94.57026;94.50214
94.57021;94.38599
94.57021;94.49818
94.57021;94.28588
94.57021;94.42838
94.57005;94.53047
94.57005;94.52412
94.57005;94.55786
94.57;94.28776
94.57;94.58656
94.56995;94.53807
94.56995;94.55281
94.56989;94.57708
94.56985;94.64838
94.56979;94.45657
94.56979;94.52583
94.56974;94.4914
94.56969;94.52036
94.56958;94.54078
94.56953;94.89698
94.56953;94.5462
94.56953;94.56355
94.56953;94.43302
94.56948;94.53047
94.56948;94.56094
94.56943;94.54865
94.56943;94.49625
94.56937;94.92344
94.56932;94.37896
94.56927;94.62531
94.56927;94.41016
94.56922;94.67474
94.56917;94.77818
94.56917;94.65417
94.56911;94.53177
94.56911;94.53088
94.56911;94.65432
94.56906;94.61365
94.56901;94.90115
94.56901;94.56469
94.56901;94.63458
94.56896;94.2951
94.56886;94.59661
94.56886;94.65161
94.56886;94.49838
94.5688;94.37885
94.5688;94.52854
94.56875;94.61443
94.56865;94.65932
94.56865;94.29562
94.56864;94.52021
94.5686;94.5649
94.56849;94.54542
94.56844;94.51734
94.56838;94.65578
94.56823;94.64828
94.56823;94.9212
94.56818;94.50317
94.56818;94.62453
94.56818;94.55391
94.56812;94.77958
94.56812;94.47453
94.56812;94.5388
94.56808;94.28709
94.56807;94.65662
94.56802;94.48792
94.56797;94.54536
94.56792;94.51177
94.56792;94.64875
94.56792;94.65266
94.56792;94.52714
94.56781;94.65833
94.56766;94.33922
94.5676;94.51437
94.56755;94.45151
94.56755;94.49385
94.56755;94.49703
94.5675;94.52875
94.56745;94.5913
94.56745;94.61792
94.56744;94.58583
94.56729;94.35505
94.56724;94.26557
94.56724;94.5136
94.56724;94.66854
94.56724;94.65286
94.56718;94.32698
94.56718;94.48115
94.56718;94.48266
94.56714;94.43365
94.56709;94.51401
94.56709;94.44297
94.56698;94.77589
94.56698;94.65417
94.56698;94.50078
94.56693;94.76604
94.56693;94.67922
94.56688;94.41594
94.56687;94.41031
94.56687;94.29042
94.56677;94.41531
94.56672;94.38364
94.56672;94.33948
94.56672;94.48396
94.56661;94.42792
94.56656;94.92448
94.56651;94.53208
94.56651;94.53318
94.56646;94.66239
94.56635;94.50953
94.5663;94.4475
94.5663;94.45146
94.56625;94.56182
94.56609;94.90729
94.56609;94.34714
94.56604;94.43984
94.56594;94.62312
94.56594;94.40651
94.56594;94.48089
94.56593;94.65859
94.56593;94.50135
94.56593;94.58411
94.56589;94.62391
94.56583;94.57604
94.56583;94.51786
94.56567;94.65318
94.56563;94.54693
94.56547;94.67552
94.56547;94.41
94.56541;94.56724
94.56541;94.64516
94.56536;94.65182
94.56532;94.35036
94.56532;94.63521
94.56516;94.52156
94.56516;94.64156
94.5651;94.35854
94.5651;94.2736
94.5651;94.55906
94.5651;94.30651
94.5651;94.53047
94.565;94.6224
94.565;94.6526
94.565;94.41557
94.56495;94.91412
94.56495;94.40854
94.5649;94.65927
94.56484;94.57766
94.56484;94.62839
94.56484;94.57995
94.56479;94.91193
94.56479;94.66016
94.56474;94.34021
94.56464;94.4812
94.56458;94.66005
94.56458;94.28771
94.56458;94.53084
94.56458;94.55047
94.56453;94.44995
94.56453;94.57552
94.56448;94.59641
94.56443;94.52578
94.56438;94.54578
94.56432;94.53052
94.56427;94.55817
94.56427;94.65708
94.56422;94.50057
94.56416;94.66297
94.56416;94.48682
94.56412;94.54479
94.56406;94.32411
94.56406;94.40781
94.56406;94.50099
94.56406;94.54584
94.56396;94.65849
94.56396;94.5537
94.56386;94.5188
94.5638;94.53542
94.5638;94.51537
94.5637;94.59318
94.56359;94.44791
94.56359;94.41062
94.56359;94.48922
94.56359;94.55521
94.56349;94.55693
94.56349;94.34812
94.56344;94.45016
94.56344;94.4475
94.56339;94.90312
94.56339;94.53833
94.56333;94.53146
94.56328;94.5786
94.56328;94.26365
94.56323;94.65349
94.56323;94.35651
94.56322;94.30625
94.56318;94.56901
94.56318;94.64328
94.56318;94.65448
94.56313;94.57042
94.56313;94.32735
94.56313;94.64912
94.56302;94.64896
94.56302;94.45776
94.56297;94.44781
94.56297;94.49313
94.56292;94.36708
94.56287;94.54739
94.56287;94.44505
94.56281;94.45026
94.56281;94.35307
94.56281;94.6463
94.56276;94.65343
94.56271;94.27563
94.56271;94.63182
94.56271;94.53323
94.56261;94.6263
94.56239;94.45313
94.56239;94.33907
94.56235;94.66839
94.56234;94.55312
94.56234;94.66578
94.56224;94.54594
94.56224;94.64297
94.56219;94.43505
94.56219;94.33995
94.56213;94.5037
94.56193;94.30364
94.56193;94.50604
94.56187;94.6424
94.56187;94.66224
94.56182;94.45911
94.56182;94.40791
94.56177;94.57313
94.56177;94.58807
94.56177;94.33938
94.56172;94.66052
94.56172;94.36313
94.56171;94.3588
94.56156;94.92766
94.56151;94.42989
94.56145;94.90297
94.56141;94.49672
94.56136;94.90343
94.56136;94.8199
94.56136;94.65682
94.5613;94.6825
94.5612;94.2638
94.5612;94.57256
94.5612;94.45521
94.5611;94.54494
94.56104;94.44115
94.56099;94.68437
94.56099;94.45974
94.56094;94.2625
94.56094;94.54979
94.56083;94.44437
94.56078;94.29979
94.56073;94.45068
94.56073;94.55771
94.56068;94.50375
94.56062;94.44479
94.56057;94.3512
94.56057;94.49099
94.56052;94.35313
94.56052;94.31057
94.56052;94.49302
94.56047;94.67687
94.56047;94.48823
94.56047;94.92656
94.56031;94.35182
94.56026;94.68005
94.56021;94.4963
94.5601;94.26964
94.5601;94.49683
94.5601;94.55026
94.56;94.34995
94.55995;94.90401
94.55994;94.34714
94.55989;94.9099
94.55984;94.44969
94.55984;94.32755
94.55979;94.67318
94.55979;94.55375
94.55968;94.55229
94.55963;94.65166
94.55959;94.41261
94.55959;94.4875
94.55943;94.56339
94.55943;94.6763
94.55943;94.67651
94.55943;94.35355
94.55943;94.31667
94.55937;94.65318
94.55927;94.31714
94.55927;94.46172
94.55927;94.41969
94.55917;94.58791
94.55901;94.58083
94.55901;94.58953
94.55901;94.35318
94.55901;94.64739
94.55896;94.59078
94.55896;94.43953
94.55891;94.44781
94.5587;94.33474
94.5587;94.55255
94.55865;94.32328
94.55849;94.42172
94.55833;94.33172
94.55833;94.58839
94.55828;94.57703
94.55828;94.35542
94.55817;94.58896
94.55817;94.67713
94.55812;94.90953
94.55812;94.32849
94.55807;94.58417
94.55807;94.70115
94.55807;94.40698
94.55802;94.66183
94.55802;94.34125
94.55791;94.29974
94.55782;94.53307
94.55776;94.61667
94.55776;94.45078
94.55776;94.41448
94.55776;94.35661
94.55771;94.56042
94.55766;94.29844
94.5576;94.41745
94.5576;94.42573
94.5576;94.53635
94.5575;94.33369
94.5575;94.61906
94.55745;94.70276
94.55745;94.30406
94.55745;94.81953
94.5574;94.26369
94.5574;94.69849
94.55734;94.46047
94.55729;94.87589
94.55729;94.45292
94.55729;94.33802
94.55729;94.31208
94.55719;94.5975
94.55719;94.33745
94.55719;94.31245
94.55719;94.29463
94.55714;94.64026
94.55714;94.61193
94.55708;94.31906
94.55708;94.31354
94.55703;94.4576
94.55703;94.45313
94.55703;94.42714
94.55703;94.36188
94.55703;94.29282
94.55698;94.26693
94.55698;94.45287
94.55698;94.35354
94.55693;94.44057
94.55688;94.45156
94.55688;94.41782
94.55682;94.31323
94.55682;94.3001
94.55682;94.30141
94.55682;94.57291
94.55677;94.57912
94.55677;94.36292
94.55662;94.61979
94.55656;94.35432
94.55651;94.45766
94.55651;94.30349
94.55646;94.5927
94.55646;94.44969
94.55646;94.34318
94.55646;94.30817
94.55646;94.6498
94.5564;94.44807
94.5564;94.62755
94.55635;94.46344
94.55635;94.30266
94.5563;94.2762
94.5563;94.63766
94.55625;94.4511
94.55614;94.41026
94.55614;94.92635
94.55609;94.29859
94.55605;94.35891
94.55599;94.29614
94.55594;94.44667
94.55594;94.30073
94.55589;94.4113
94.55583;94.35302
94.55573;94.44968
94.55573;94.40901
94.55573;94.32765
94.55563;94.45495
94.55563;94.34187
94.55557;94.34734
94.55557;94.64344
94.55552;94.36682
94.55547;94.35479
94.55547;94.35792
94.55531;94.60114
94.55526;94.68615
94.55526;94.44453
94.55526;94.44797
94.55526;94.45583
94.55511;94.34484
94.55505;94.44901
94.55495;94.34489
94.55495;94.29177
94.55489;94.31
94.55485;94.32807
94.55484;94.44334
94.55484;94.42838
94.55484;94.33823
94.55484;94.8149
94.55479;94.35886
94.55479;94.34797
94.55479;94.64938
94.55469;94.44885
94.55469;94.41573
94.55469;94.57297
94.55463;94.7213
94.55463;94.72938
94.55458;94.46083
94.55458;94.35891
94.55448;94.44833
94.55443;94.3662
94.55437;94.59521
94.55437;94.45583
94.55432;94.41224
94.55427;94.45068
94.55427;94.2961
94.55422;94.61166
94.55417;94.33385
94.55417;94.31667
94.55417;94.31688
94.55417;94.30714
94.55412;94.50266
94.55412;94.45349
94.55412;94.35068
94.55412;94.29656
94.55406;94.68588
94.55406;94.30724
94.55406;94.30396
94.55406;94.30058
94.55406;94.6213
94.55401;94.45865
94.55401;94.33755
94.55396;94.31849
94.55396;94.34333
94.55396;94.28677
94.55396;94.6524
94.55391;94.35162
94.55391;94.31703
94.55391;94.29953
94.55391;94.30224
94.55386;94.45281
94.55386;94.36349
94.5538;94.33636
94.5538;94.91479
94.55375;94.3074
94.5537;94.4511
94.5537;94.36229
94.5537;94.35167
94.5537;94.29646
94.55354;94.6187
94.55349;94.34583
94.55349;94.31812
94.55349;94.60651
94.55344;94.46224
94.55344;94.42084
94.55339;94.35573
94.55338;94.69958
94.55338;94.68031
94.55338;94.43192
94.55338;94.38604
94.55338;94.35786
94.55333;94.31422
94.55323;94.45042
94.55323;94.33479
94.55323;94.63297
94.55318;94.39291
94.55312;94.35469
94.55307;94.30984
94.55307;94.45354
94.55307;94.34438
94.55302;94.26693
94.55297;94.31375
94.55297;94.34292
94.55297;94.29844
94.55297;94.63578
94.55292;94.33776
94.55292;94.335
94.55286;94.76026
94.55286;94.33542
94.55281;94.39807
94.55281;94.35802
94.55276;94.44344
94.55276;94.34734
94.5526;94.28094
94.5526;94.35021
94.55255;94.30666
94.5525;94.76188
94.5525;94.31167
94.55245;94.4487
94.55244;94.9049
94.55244;94.32995
94.55244;94.31537
94.55235;94.71672
94.55229;94.69
94.55229;94.33495
94.55229;94.35281
94.55229;94.30412
94.55224;94.45718
94.55224;94.3549
94.55219;94.26417
94.55219;94.45438
94.55214;94.35932
94.55213;94.75162
94.55213;94.33218
94.55213;94.33198
94.55209;94.30515
94.55203;94.43964
94.55203;94.33656
94.55198;94.35411
94.55198;94.31161
94.55198;94.3162
94.55198;94.30807
94.55193;94.43765
94.55193;94.34318
94.55193;94.35693
94.55187;94.51183
94.55187;94.3387
94.55183;94.3099
94.55177;94.33021
94.55177;94.34808
94.55172;94.34312
94.55172;94.35162
94.55172;94.35729
94.55167;94.33958
94.55167;94.34276
94.55167;94.30167
94.55167;94.63115
94.55156;94.33859
94.55156;94.34312
94.55151;94.74505
94.55151;94.30568
94.55146;94.36317
94.55146;94.33703
94.55146;94.35578
94.55146;94.91073
94.55141;94.32474
94.5513;94.33203
94.5513;94.32578
94.5513;94.30984
94.55125;94.36568
94.55115;94.68964
94.55115;94.34839
94.55115;94.29708
94.55109;94.69078
94.55109;94.68359
94.55109;94.3336
94.55109;94.33052
94.55099;94.36401
94.55099;94.30911
94.55099;94.30167
94.55093;94.45412
94.55089;94.3886
94.55089;94.31432
94.55083;94.41594
94.55078;94.33115
94.55078;94.29333
94.55073;94.38656
94.55067;94.43839
94.55067;94.45224
94.55067;94.31073
94.55058;94.30177
94.55052;94.33411
94.55047;94.44771
94.55047;94.34031
94.55047;94.34031
94.55042;94.33495
94.55036;94.3438
94.55036;94.62161
94.55032;94.37776
94.55032;94.36115
94.55026;94.35412
94.55026;94.3399
94.55026;94.31937
94.55026;94.2989
94.55016;94.39724
94.55016;94.36573
94.55016;94.31698
94.55016;94.30583
94.55016;94.31141
94.55016;94.30386
94.5501;94.29437
94.55006;94.90708
94.55006;94.30729
94.55005;94.43713
94.55005;94.39417
94.55;94.30682
94.55;94.3175
94.54995;94.35016
94.54995;94.30276
94.5499;94.34193
94.5499;94.57156
94.5499;94.61573
94.5499;94.61818
94.54984;94.3112
94.54984;94.43859
94.54979;94.34631
94.54974;94.33365
94.54974;94.33281
94.54974;94.29615
94.54969;94.53938
94.54964;94.33391
94.54964;94.30125
94.54964;94.6124
94.54953;94.34776
94.54948;94.64
94.54948;94.60302
94.54943;94.36162
94.54942;94.60567
94.54938;94.32438
94.54938;94.30375
94.54938;94.60917
94.54932;94.72328
94.54932;94.34703
94.54932;94.34515
94.54927;94.72057
94.54922;94.37776
94.54922;94.30391
94.54922;94.61151
94.54916;94.56541
94.54912;94.44537
94.54912;94.34297
94.54912;94.61208
94.54906;94.33463
94.54906;94.3549
94.54906;94.52287
94.54901;94.26052
94.54901;94.35204
94.54896;94.31532
94.5489;94.90662
94.5489;94.335
94.5489;94.32401
94.5489;94.6189
94.54885;94.43693
94.54881;94.67979
94.54881;94.33557
94.54881;94.3064
94.54875;94.29906
94.54865;94.36359
94.54859;94.37067
94.54855;94.32464
94.54854;94.38771
94.54854;94.33537
94.54849;94.33698
94.54849;94.34661
94.54844;94.44568
94.54844;94.33594
94.54839;94.33797
94.54833;94.35479
94.54828;94.51318
94.54828;94.21193
94.54828;94.34802
94.54828;94.34401
94.54823;94.31422
94.54823;94.30552
94.54823;94.82047
94.54813;94.73531
94.54813;94.3362
94.54807;94.35932
94.54807;94.60771
94.54802;94.6826
94.54802;94.45287
94.54802;94.44365
94.54797;94.73927
94.54797;94.34515
94.54797;94.34537
94.54797;94.3424
94.54797;94.32255
94.54792;94.6963
94.54792;94.33344
94.54787;94.31552
94.54781;94.71896
94.54781;94.32953
94.54781;94.30594
94.54776;94.34161
94.54776;94.35099
94.54776;94.35458
94.54771;94.44505
94.54771;94.33625
94.54765;94.9099
94.54765;94.63333
94.54755;94.33297
94.54755;94.60224
94.5475;94.33844
