K5PCV5I.PV;K5PCV6I.PV
96.85683;97.51797
96.85672;97.51281
96.85657;97.5173
96.85656;96.81849
96.85583;96.69901
96.85578;96.70927
96.85578;97.51375
96.85552;97.51312
96.85526;97.1925
96.855;97.52156
96.85484;97.49713
96.85458;97.52203
96.85422;96.82291
96.85416;96.56198
96.85396;97.5099
96.85381;97.18912
96.85318;97.18125
96.85287;97.49198
96.85229;97.51411
96.85213;97.18531
96.85208;97.49718
96.85177;97.19515
96.8513;96.82047
96.85125;97.51183
96.85104;96.8174
96.85104;96.8037
96.85083;97.49807
96.85078;96.93224
96.85005;96.5536
96.8499;97.4987
96.84985;97.51292
96.84943;97.17844
96.84937;97.49828
96.84865;97.18474
96.84859;97.51104
96.84859;97.51469
96.84818;96.81469
96.84802;96.79276
96.84786;97.51604
96.84786;97.51192
96.84782;96.80401
96.84771;97.50979
96.84771;97.50969
96.84766;97.50713
96.84708;96.69312
96.84703;96.81958
96.84688;96.73328
96.84666;97.51266
96.84661;97.51208
96.84635;97.46313
96.84625;96.7
96.8462;96.78297
96.8462;97.49828
96.84609;96.55167
96.84604;97.18162
96.84568;97.51823
96.84563;96.77458
96.84552;96.72552
96.84537;97.5175
96.84505;96.72667
96.84474;96.54485
96.84474;97.51401
96.84469;97.46297
96.84453;96.72792
96.84412;97.46151
96.84406;97.50781
96.84396;96.72443
96.84375;96.77406
96.8437;97.50313
96.8437;97.17985
96.84344;96.70578
96.84307;97.47151
96.84297;96.76802
96.84281;96.54604
96.84255;96.98745
96.8425;96.71291
96.84224;96.6913
96.84213;96.94521
96.84213;97.46568
96.84198;96.9925
96.84193;96.70026
96.84177;96.81276
96.84161;97.46932
96.84125;97.18735
96.84073;96.71333
96.84068;96.53547
96.84062;96.69891
96.84047;97.47578
96.84026;96.98891
96.84016;96.93104
96.83995;96.70099
96.83995;96.98485
96.83984;97.4799
96.83958;96.98578
96.83942;96.71396
96.83932;96.76682
96.83927;96.99422
96.83916;96.69078
96.83907;97.48839
96.83901;97.45771
96.83891;96.69933
96.83849;97.49
96.83844;97.18932
96.83844;97.46005
96.83839;96.77344
96.83813;97.45677
96.83791;97.49974
96.83776;96.75026
96.83755;97.47516
96.8375;96.94422
96.8375;96.97271
96.83745;97.46761
96.83739;97.19448
96.83734;96.68859
96.83734;96.96823
96.83729;97.00214
96.83724;97.47896
96.83714;96.76724
96.83703;96.91937
96.83703;96.95479
96.83693;97.5038
96.83672;96.71234
96.83667;97.47688
96.83666;96.76015
96.83662;96.74781
96.83662;96.99375
96.83651;96.72172
96.83651;96.54089
96.83636;96.99547
96.8363;96.69666
96.83625;96.9899
96.8362;97.00031
96.8362;96.98839
96.83614;96.69724
96.83614;96.58458
96.83609;96.99578
96.83594;96.92229
96.83588;96.94338
96.83578;96.74932
96.83578;97.49802
96.83568;96.93203
96.83562;96.94557
96.83552;97.47109
96.83547;97.48312
96.83542;96.99
96.83521;97.00922
96.83516;96.74364
96.83511;96.95396
96.83511;96.96203
96.83505;96.9287
96.83505;96.99349
96.835;96.6826
96.83485;97.49953
96.83485;97.48672
96.83479;96.99068
96.83474;97.00641
96.83469;96.74182
96.83463;96.76307
96.83463;96.5861
96.83463;96.91161
96.83453;96.95776
96.83443;96.6824
96.83432;97.00021
96.83427;96.99349
96.83417;96.69349
96.83417;97.495
96.83417;96.98479
96.83396;96.77161
96.83395;97.47015
96.83391;97.46547
96.83364;96.95844
96.83339;97.49802
96.83328;96.99656
96.83318;97.48401
96.83286;97.00661
96.83271;96.76588
96.8326;96.67292
96.83245;96.99078
96.8324;96.64125
96.83234;96.98568
96.83229;96.68198
96.83214;96.75588
96.83214;96.76937
96.83214;96.98235
96.83214;97.53635
96.83208;96.69833
96.83203;96.6813
96.83203;96.98328
96.83198;96.96328
96.83192;96.75385
96.83192;96.99313
96.83192;96.98589
96.83188;96.99265
96.83172;96.67219
96.83167;96.59995
96.83146;96.98953
96.83141;96.92547
96.83135;96.58203
96.8312;96.96188
96.83115;97.50802
96.83094;96.97828
96.83089;96.64854
96.83083;97.50177
96.83073;97.48662
96.83052;96.58354
96.83041;96.68687
96.83031;97.18078
96.83031;96.65974
96.83031;96.97859
96.83021;96.97787
96.83015;96.59646
96.83015;96.68521
96.8301;96.66354
96.82984;96.90224
96.82979;96.98172
96.82964;97.49672
96.82958;96.90636
96.82958;97.4749
96.82948;96.53198
96.82943;96.89245
96.82932;96.90958
96.82927;96.99198
96.82927;97.47214
96.82922;96.89886
96.82922;97.00479
96.82917;96.96552
96.82917;97.47286
96.82917;97.52729
96.82912;96.65907
96.82912;97.53838
96.82906;96.975
96.82854;97.53453
96.82844;97.18916
96.82833;97.50089
96.82823;96.6175
96.82818;96.98979
96.82813;96.73213
96.82813;97.47292
96.82807;96.89698
96.82807;97.00359
96.82802;97.48917
96.82792;96.68901
96.82792;97.43979
96.82787;96.64417
96.82787;96.99208
96.82776;96.99359
96.82766;97.50234
96.82761;96.52615
96.82755;97.50755
96.8275;97.4913
96.82745;96.99412
96.82729;97.44828
96.82724;96.7676
96.82724;97.50282
96.82719;96.68015
96.82719;96.64995
96.82709;97.47026
96.82708;97.5087
96.82703;97.18307
96.82698;96.82433
96.82683;97.50437
96.82682;97.47109
96.82667;96.99646
96.82661;96.56771
96.82646;96.68792
96.82641;96.66541
96.82641;96.88969
96.82635;97.50698
96.8263;96.68417
96.8263;96.88213
96.82615;96.72214
96.8261;96.92755
96.82604;97.50349
96.82599;96.55922
96.82599;97.50765
96.82594;96.63781
96.82594;97.4911
96.82584;96.69062
96.82584;97.53291
96.82573;97.47234
96.82557;97.4763
96.82552;96.89375
96.82547;96.68807
96.82547;96.52875
96.82542;96.59167
96.82536;96.81672
96.82536;97.48953
96.82526;96.7324
96.82516;96.89755
96.8251;96.72297
96.8251;97.50974
96.82505;96.71635
96.82505;97.50214
96.825;96.88073
96.825;96.99713
96.82479;97.4888
96.82479;96.88985
96.82479;97.51703
96.82469;97.48344
96.82453;97.48755
96.82453;96.89594
96.82453;97.43979
96.82448;96.72526
96.82442;96.72037
96.82442;96.67453
96.82438;96.72734
96.82438;97.50011
96.82437;97.51167
96.82433;96.69344
96.82427;96.58693
96.82427;97.44625
96.82422;96.75547
96.82417;96.60068
96.82417;96.89521
96.82411;97.5037
96.82407;97.1875
96.82401;96.67912
96.82396;96.91031
96.82385;96.5675
96.82385;97.44057
96.8238;97.44938
96.82375;97.53339
96.82365;96.68286
96.82359;96.88057
96.82359;97.46333
96.82354;96.72844
96.82354;96.67901
96.82354;97.50136
96.82349;96.69698
96.82339;97.50516
96.82333;97.49354
96.82317;96.67354
96.82307;96.88224
96.82297;96.57781
96.82297;97.47984
96.82291;96.85011
96.82291;97.5012
96.82287;96.83901
96.82286;96.52589
96.82281;97.47745
96.82281;97.49891
96.82281;97.51776
96.82281;97.50317
96.82271;96.725
96.82271;96.6049
96.82265;97.49953
96.82256;96.73714
96.82256;96.86401
96.82256;97.00464
96.82256;97.49709
96.8225;96.71333
96.8225;96.99563
96.82245;96.60635
96.8224;96.67136
96.82229;96.70141
96.82224;96.87786
96.82219;96.87005
96.82219;97.50625
96.82219;97.49886
96.82219;97.50256
96.82214;96.73537
96.82214;96.62964
96.82214;97.43802
96.82208;97.00401
96.82203;96.5826
96.82198;96.8436
96.82198;97.51964
96.82188;96.58104
96.82182;96.7086
96.82177;97.5325
96.82177;97.49802
96.82172;97.50667
96.82167;97.50302
96.82151;96.7411
96.82151;96.70891
96.82151;97.47334
96.82146;96.72511
96.82146;96.56828
96.8214;96.73454
96.82135;96.76714
96.8213;96.87515
96.82125;96.66625
96.8212;97.51151
96.82114;96.69526
96.82114;96.70734
96.82099;96.67573
96.82099;97.50807
96.82099;97.49718
96.82094;96.62807
96.82094;96.64016
96.82088;97.45021
96.82083;96.76511
96.82083;97.46709
96.82079;97.45875
96.82073;96.74036
96.82073;97.47672
96.82073;97.50964
96.82068;96.8361
96.82068;97.4525
96.82063;96.56031
96.82057;96.77151
96.82057;97.53125
96.82037;97.48859
96.82037;96.63255
96.82026;96.6276
96.82026;96.57599
96.81995;96.68807
96.81989;97.5012
96.81985;97.51792
96.81974;96.74057
96.81963;97.52432
96.81958;97.46864
96.81953;96.66068
96.81953;96.8451
96.81943;96.74448
96.81943;96.99891
96.81937;97.45729
96.81927;96.71719
96.81927;96.84474
96.81927;97.47234
96.81927;97.53291
96.81922;96.72282
96.81917;96.74313
96.81911;96.85339
96.81901;96.75
96.81901;97.45125
96.81896;96.72953
96.81895;97.50604
96.81891;97.4426
96.8188;96.78568
96.81875;97.51422
96.81865;96.74495
96.81865;96.64079
96.81865;97.44422
96.8186;96.74953
96.8186;97.47693
96.81854;96.71479
96.81854;97.44979
96.81844;96.63172
96.81838;96.64761
96.81838;96.62817
96.81828;96.73302
96.81818;96.53448
96.81807;96.7261
96.81807;96.78396
96.81807;97.4951
96.81792;96.80917
96.81781;97.49641
96.81766;97.44052
96.8176;96.52995
96.81755;97.46713
96.81744;97.46172
96.81734;96.72193
96.81734;97.47177
96.81724;97.44604
96.81709;96.64317
96.81709;96.54052
96.81703;97.19057
96.81698;96.72761
96.81698;97.44984
96.81698;97.4677
96.81687;96.69604
96.81683;96.72453
96.81677;96.88261
96.81651;96.74375
96.81646;96.64495
96.81646;96.54459
96.81646;97.1824
96.81646;96.95094
96.81646;97.48219
96.81625;96.7701
96.81625;97.46864
96.8162;97.47855
96.81615;96.71558
96.81615;96.8237
96.81609;96.55146
96.81609;97.46693
96.81604;96.73776
96.81604;97.45386
96.81589;97.45609
96.81583;97.45589
96.81567;96.73537
96.81567;97.5012
96.81567;96.79735
96.81563;96.72453
96.81557;96.75146
96.81557;96.80609
96.81541;97.4612
96.81532;96.74193
96.81532;96.5688
96.81532;96.8026
96.81532;97.4687
96.81521;96.74536
96.81521;96.64578
96.8151;97.51526
96.815;96.64307
96.815;96.52932
96.815;97.50037
96.81495;96.64401
96.81495;97.44016
96.81479;96.54745
96.81474;97.49854
96.81464;97.46391
96.81448;96.79885
96.81443;96.73203
96.81438;96.65485
96.81432;96.53349
96.81427;97.52885
96.81412;97.45969
96.81401;96.65026
96.81396;96.73583
96.81396;97.50875
96.8139;96.73521
96.81385;97.53109
96.8138;96.86823
96.8137;96.71901
96.81364;96.7025
96.81359;96.74333
96.81359;96.53521
96.81349;96.6301
96.81339;97.45104
96.81333;96.64984
96.81328;96.7411
96.81328;97.44089
96.81328;97.52135
96.81318;96.51797
96.81318;97.46521
96.81307;97.53167
96.81302;96.74917
96.81302;97.52823
96.81287;96.66719
96.81281;96.97562
96.81271;96.78786
96.81255;97.53078
96.8125;96.65041
96.81239;97.47562
96.81229;96.72266
96.81229;96.53208
96.81229;97.44781
96.81219;96.63911
96.81213;96.64349
96.81203;96.70792
96.81193;97.5038
96.81187;96.73224
96.81187;96.94927
96.81177;96.74073
96.81171;96.64245
96.81167;96.52948
96.81167;96.98073
96.81161;96.99906
96.81156;96.64052
96.81136;96.52474
96.8113;97.52146
96.81114;96.65052
96.81099;96.73047
96.81089;96.65354
96.81078;96.93323
96.81016;96.70526
96.8101;96.64562
96.81;97.54063
96.8099;96.52193
96.80984;96.99651
96.80979;97.44386
96.80963;96.63844
96.80959;97.4762
96.80953;97.19057
96.80927;96.76187
96.80927;97.54083
96.80901;96.64224
96.80901;96.7187
96.80885;96.99203
96.80885;97.54422
96.8088;97.4749
96.8087;96.51859
96.80865;96.99755
96.80849;96.98516
96.80828;96.53047
96.80802;96.98244
96.80797;96.95776
96.80791;96.5536
96.80791;96.92849
96.80786;97.00224
96.80782;96.72771
96.80734;97.00427
96.80729;96.72292
96.80724;96.6388
96.80724;96.98172
96.80724;97.46625
96.80703;96.63922
96.80703;96.52698
96.80693;96.73417
96.80666;97.00042
96.80662;96.9287
96.80651;96.95062
96.80635;97.44531
96.8063;96.99
96.80609;96.94859
96.80605;97.50667
96.80605;96.98594
96.80583;97.44318
96.80578;96.63828
96.80578;97.49136
96.80578;97.49453
96.80568;97.18719
96.80563;97.50245
96.80557;97.44776
96.80552;96.70031
96.80552;97.43271
96.80526;96.98933
96.80526;96.94854
96.80521;96.65198
96.80489;96.95708
96.80484;97.44338
96.80463;96.98573
96.80458;96.92599
96.80453;96.95297
96.80448;97.04073
96.80448;96.94828
96.80443;96.9713
96.80437;96.98052
96.80432;97.50151
96.80427;96.72125
96.80422;96.64932
96.80396;96.66084
96.8038;97.44255
96.80375;97.49354
96.80375;96.67167
96.80375;96.68771
96.8037;96.98583
96.80344;96.6562
96.80344;97.00026
96.80338;97.18656
96.80318;96.98891
96.80302;96.99052
96.80292;97.44161
96.80286;97.54109
96.8026;96.71886
96.8025;96.75844
96.80244;97.49677
96.80244;96.66557
96.80235;96.71807
96.80224;97.01516
96.80224;96.66187
96.80219;96.70219
96.80219;97.0014
96.80209;97.50135
96.80209;97.43151
96.80183;96.77521
96.80183;97.1889
96.80183;96.70058
96.80182;97.43927
96.80161;97.43792
96.80146;97.49838
96.80141;96.67943
96.80135;96.92365
96.8012;97.49541
96.80109;97.18214
96.80109;97.00302
96.80099;96.6639
96.80099;96.98364
96.80078;96.53245
96.80067;96.77287
96.80063;96.95683
96.80058;97.49864
96.80058;96.53864
96.80058;97.00109
96.80016;97.49287
96.8001;96.71339
96.8;97.02573
96.8;97.04031
96.7999;96.97839
96.7999;97.42479
96.79984;96.96599
96.79984;96.96927
96.79974;96.5088
96.79974;96.97536
96.79974;96.97672
96.79974;97.43542
96.79969;96.66865
96.79964;97.00886
96.79932;96.75844
96.79932;97.43083
96.79927;96.76406
96.79911;97.48729
96.79896;96.71568
96.7989;96.67297
96.7989;96.93463
96.79885;96.71265
96.79875;96.96558
96.79865;96.53474
96.79865;96.68089
96.79859;96.53709
96.79859;96.72266
96.79855;96.66688
96.79854;96.71422
96.79849;96.96589
96.79844;96.96838
96.79839;96.96619
96.79833;96.96313
96.79833;97.42354
96.79828;96.71114
96.79813;96.7088
96.79802;96.96193
96.79792;96.71265
96.79787;96.71427
96.79781;96.76485
96.79781;97.4312
96.79776;96.71328
96.79776;96.71641
96.79755;96.77364
96.79755;97.44104
96.7975;97.49615
96.79745;97.42912
96.79734;96.75833
96.79734;96.66578
96.79734;96.9239
96.79729;97.44151
96.79724;96.9761
96.79713;96.76208
96.79708;96.77714
96.79708;96.96693
96.79708;97.4362
96.79703;96.71172
96.79688;96.98792
96.79682;97.04755
96.79677;97.1813
96.79662;97.18313
96.79662;96.66911
96.79662;96.96786
96.79656;97.4939
96.79641;97.43
96.7963;97.50807
96.79625;97.42333
96.7962;96.92328
96.7961;96.97927
96.79578;96.67239
96.79578;96.92448
96.79568;96.99849
96.79562;96.69365
96.79557;96.75672
96.79552;97.4362
96.79542;97.48552
96.7951;96.78479
96.7951;97.43047
96.795;96.72292
96.795;96.71531
96.7949;96.73979
96.7949;96.72599
96.79469;96.5014
96.79453;96.70615
96.79453;96.9974
96.79437;96.53208
96.79437;96.98844
96.79433;96.75339
96.79427;97.16386
96.79427;97.43625
96.79422;96.66531
96.79417;97.43797
96.79407;96.72308
96.79401;96.95104
96.79396;96.71114
96.79396;96.77026
96.79391;96.53802
96.79359;96.71812
96.79359;96.97516
96.79349;96.71625
96.79343;97.04875
96.79339;96.55
96.79339;96.72157
96.79328;96.77708
96.79328;97.4286
96.79297;97.06963
96.79286;97.09589
96.79286;97.43172
96.79266;96.52432
96.7926;96.52167
96.7926;96.70464
96.7926;96.72083
96.7926;96.74583
96.79255;96.96989
96.79255;97.43203
96.7925;96.53328
96.79245;96.78906
96.7924;96.70834
96.7924;96.78661
96.79224;96.74703
96.79203;96.72078
96.79198;96.94839
96.79198;97.17427
96.79198;97.44135
96.79198;97.4413
96.79177;96.79125
96.79177;96.53104
96.79166;96.73994
96.79156;96.73859
96.79156;97.06589
96.79156;96.89932
96.79151;96.71396
96.79146;96.74969
96.79146;96.96281
96.79131;97.4426
96.7912;96.85313
96.79115;96.91714
96.79109;96.70781
96.79099;96.53505
96.79094;97.48833
96.79083;96.54286
96.79078;96.73438
96.79068;96.79313
96.79047;96.71484
96.79037;97.05922
96.79021;96.48109
96.79011;96.73052
96.79005;96.70667
96.79005;96.73386
96.79005;96.77703
96.78995;96.54958
96.78989;97.06469
96.78985;96.72089
96.78984;97.43844
96.78979;96.71083
96.78974;96.53693
96.78969;96.72485
96.78969;96.72489
96.78969;96.96474
96.78958;96.53109
96.78938;96.91161
96.78932;96.89458
96.78927;96.71687
96.78922;96.51844
96.78922;96.72984
96.78906;96.7851
96.78901;96.53422
96.78896;96.51125
96.78891;96.74031
96.7889;96.73537
96.78886;96.85593
96.78886;96.91193
96.7888;96.52297
96.7888;96.83422
96.7888;97.0425
96.78875;96.90099
96.7887;96.49385
96.7887;96.75089
96.78864;96.9213
96.78854;96.70766
96.78854;97.16135
96.78854;97.43443
96.78849;96.48635
96.78849;97.49073
96.78849;97.42193
96.78844;96.7526
96.78844;97.16047
96.78833;96.52625
96.78833;96.90885
96.78833;96.92151
96.78833;96.89615
96.78828;96.89531
96.78828;97.43083
96.78823;97.49
96.78823;96.72198
96.78823;96.84547
96.78812;96.75172
96.78812;96.91312
96.78802;96.71854
96.78802;97.11073
96.78797;96.53776
96.78792;96.73985
96.78792;96.91854
96.78786;96.53484
96.78776;96.50995
96.78776;96.98146
96.78776;96.89917
96.78766;96.91927
96.78766;96.89906
96.78761;96.89354
96.78755;97.08026
96.7875;97.09583
96.78745;96.76719
96.7874;97.4925
96.7874;96.94234
96.78735;96.82271
96.78735;96.94104
96.78729;96.73729
96.78719;97.07041
96.78714;96.74417
96.78709;96.49182
96.78708;96.91708
96.78703;96.8148
96.78693;96.73417
96.78687;96.79411
96.78687;96.53073
96.78687;96.8988
96.78683;96.83927
96.78682;96.74943
96.78682;96.71901
96.78682;97.16286
96.78682;96.92057
96.78677;97.49448
96.78677;97.06979
96.78661;96.48401
96.78661;96.71912
96.78651;97.48963
96.78646;96.73521
96.78645;96.73776
96.78641;96.89651
96.78635;96.72974
96.78635;97.09521
96.7863;96.69818
96.7863;96.91932
96.78625;96.79906
96.7862;96.50854
96.7862;97.08885
96.78619;96.91432
96.78615;96.89099
96.78615;96.89792
96.78609;96.7048
96.78604;96.89297
96.78604;97.41734
96.78599;96.73224
96.78594;96.54131
96.78588;96.72578
96.78584;96.71354
96.78584;97.42021
96.78578;96.91875
96.78573;96.71526
96.78573;96.91453
96.78568;96.70974
96.78568;96.7374
96.78562;96.55422
96.78562;96.71156
96.78558;96.48631
96.78558;96.71677
96.78558;97.08312
96.78558;97.15881
96.78552;96.72115
96.78536;97.09448
96.78526;96.91693
96.7851;96.7425
96.7851;96.73656
96.7851;96.7512
96.7851;96.94089
96.78505;96.47448
96.785;96.79948
96.785;96.79776
96.785;96.9012
96.78495;96.91245
96.7849;96.91469
96.78479;96.4826
96.78479;96.92281
96.78464;96.75359
96.78464;96.73672
96.78458;97.06937
96.78453;96.90135
96.78453;96.8926
96.78448;96.73364
96.78448;97.39687
96.78432;97.08797
96.78427;96.72021
96.78422;96.54932
96.78422;96.72969
96.78416;96.47063
96.78416;96.72005
96.78416;96.73135
96.78416;96.90745
96.78407;96.72964
96.78406;96.55078
96.78375;97.12203
96.7837;96.81005
96.7837;96.49026
96.78365;96.50109
96.78365;96.75
96.78365;96.71958
96.78365;96.71536
96.78349;96.72703
96.78349;96.86401
96.78344;96.72292
96.78344;96.91854
96.78344;97.42526
96.78339;96.79328
96.78339;97.08458
96.78339;96.91422
96.78333;96.72041
96.78333;96.72411
96.78333;96.91489
96.78323;96.69588
96.78323;96.70521
96.78323;96.71391
96.78323;96.88078
96.78318;96.89761
96.78307;97.12521
96.78307;97.13792
96.78302;96.71495
96.78302;96.73156
96.78302;96.90907
96.78297;96.72854
96.78292;96.69953
96.78292;96.7961
96.78291;96.89578
96.78287;96.71453
96.78286;96.71042
96.78276;97.08562
96.78276;97.0913
96.78276;96.89375
96.78271;96.74922
96.78265;96.47089
96.78265;96.7187
96.78265;96.8401
96.78265;96.90588
96.7826;96.71625
96.78255;96.80229
96.78255;96.83167
96.7825;96.73021
96.7825;96.70692
96.78245;96.72302
96.78245;96.91276
96.78239;97.14927
96.78234;97.08573
96.7823;96.54896
96.7823;96.72588
96.78224;96.72302
96.78224;96.71735
96.78224;96.71932
96.78224;96.8888
96.78224;97.1011
96.78224;97.14693
96.78214;96.74984
96.78208;96.71406
96.78203;96.72511
96.78193;96.76688
96.78193;96.72234
96.78188;96.75078
96.78177;96.74193
96.78172;96.75433
96.78172;96.72365
96.78172;96.71755
96.78172;97.07896
96.78166;96.9314
96.78162;96.7886
96.78156;96.73062
96.78156;96.7187
96.78156;96.88187
96.78156;97.12021
96.78156;97.37234
96.78146;97.12312
96.78146;97.1199
96.78146;97.38349
96.78146;97.38667
96.7814;96.80021
96.7814;96.72083
96.78136;96.72807
96.78136;96.69865
96.78125;96.90292
96.78114;96.80573
96.78114;96.72771
96.78109;96.72005
96.78109;97.40942
96.78104;96.72146
96.78099;96.72177
96.78099;96.72656
96.78094;96.71698
96.78094;96.91557
96.78088;96.80953
96.78088;97.09084
96.78078;97.48672
96.78078;96.9399
96.78073;96.73703
96.78073;97.07547
96.78073;97.12578
96.78068;96.75588
96.78068;96.70323
96.78068;97.15338
96.78062;96.76192
96.78062;96.73573
96.78062;96.71781
96.78062;97.06541
96.78057;96.54047
96.78057;96.75177
96.78057;97.07427
96.78052;96.72453
96.78031;96.90708
96.78031;97.37328
96.78021;96.69907
96.7802;96.89787
96.78016;97.09193
96.78011;96.80745
96.78011;96.90916
96.78005;96.54448
96.78;96.54448
96.78;96.72969
96.78;96.70901
96.7799;97.06729
96.7799;97.11682
96.77989;97.41213
96.77985;96.70255
96.77979;96.77088
96.77979;97.49229
96.77979;97.48229
96.77979;96.71057
96.77974;97.08266
96.77974;97.14047
96.77963;96.72787
96.77958;96.7086
96.77953;97.08578
96.77948;97.07719
96.77948;97.08479
96.77943;96.85537
96.77927;96.73865
96.77927;97.13896
96.77922;96.72734
96.77917;96.54562
96.77911;96.69927
96.77906;96.7201
96.77901;96.78802
96.77901;96.75578
96.77896;96.73104
96.77891;96.69646
96.77891;96.8949
96.77891;96.90557
96.77885;96.71401
96.7788;96.73651
96.77875;97.41057
96.7787;96.74781
96.7787;96.92589
96.77869;97.14464
96.77865;96.92
96.77865;97.06995
96.77865;97.39453
96.77849;97.13136
96.77843;96.73479
96.77843;97.1576
96.77839;97.40083
96.77839;97.44234
96.77838;96.72594
96.77834;96.74895
96.77823;97.0775
96.77818;96.55229
96.77818;97.14651
96.77812;96.71922
96.77797;96.90734
96.77781;96.8074
96.77781;96.5614
96.77771;96.72636
96.77771;96.71297
96.77755;96.75114
96.7775;96.72573
96.7775;97.41047
96.7774;96.77526
96.77734;96.8087
96.77718;97.39864
96.77703;96.72588
96.77698;97.3725
96.77682;96.72922
96.77682;97.37817
96.77677;97.0725
96.77672;96.805
96.77661;96.72323
96.77661;97.37218
96.77657;96.80469
96.77657;97.4387
96.77656;97.07344
96.77651;97.42995
96.77646;96.55823
96.77641;96.72401
96.77641;96.71713
96.77635;96.72005
96.7763;96.70823
96.77625;97.12959
96.77615;96.71661
96.77615;96.71661
96.77609;96.55745
96.77583;96.71297
96.77578;96.72203
96.77573;96.4876
96.77573;97.12959
96.77563;96.71453
96.77557;96.7224
96.77521;96.56714
96.7751;97.37073
96.775;97.43724
96.77443;96.71172
96.77422;97.37266
96.77422;97.43791
96.77406;97.49412
96.77401;96.75162
96.77401;96.72859
96.77396;97.4337
96.7739;97.43542
96.7737;96.91708
96.7736;96.76937
96.77354;96.56078
96.77349;97.43661
96.77344;96.55901
96.77323;97.44453
96.77318;97.48662
96.77307;97.41333
96.77292;96.5575
96.77281;96.55151
96.77281;97.075
96.77276;97.44109
96.77261;96.71021
96.77261;97.07078
96.7725;96.55813
96.77235;97.44469
96.77229;97.48427
96.77213;97.4363
96.77193;97.07442
96.77177;97.43739
96.77172;97.41959
96.77161;97.07265
96.77156;96.76828
96.77156;96.70115
96.77151;97.43687
96.77146;97.36938
96.7713;96.55688
96.7713;96.91708
96.77125;97.36401
96.7712;96.71635
96.77088;96.91672
96.77084;97.43073
96.77052;97.48609
96.77036;96.72588
96.77031;97.42088
96.77031;97.43218
96.77021;97.44395
96.77016;96.56005
96.77005;97.42307
96.76994;97.40552
96.76984;97.40276
96.76984;97.37067
96.76969;97.3713
96.76964;96.69797
96.76942;96.55016
96.76901;97.42766
96.7687;97.42255
96.76854;97.4125
96.76849;97.37146
96.76833;96.56479
96.76823;96.69255
96.76823;97.43031
96.76797;97.40979
96.76792;97.35828
96.76791;96.56187
96.76761;97.40542
96.76756;96.4913
96.7675;96.69677
96.7674;96.4862
96.76682;96.70677
96.76662;97.44662
96.7661;96.57829
96.76594;97.40083
96.76579;96.57437
96.76552;97.36328
96.76531;97.34708
96.76516;96.91833
96.76511;96.48537
96.765;96.49734
96.765;97.40323
96.76485;97.48141
96.76474;97.4038
96.76474;97.35474
96.76469;96.70985
96.76463;96.91
96.76459;97.34948
96.76458;97.36146
96.76453;96.7038
96.76453;97.40312
96.76432;96.56042
96.76427;97.37302
96.76422;96.68599
96.76417;97.4064
96.76349;96.56599
96.76344;97.35344
96.76323;96.48922
96.76312;97.41193
96.76308;97.32094
96.76276;97.41583
96.76255;97.3476
96.7624;96.49136
96.7624;97.47729
96.76219;97.39464
96.76214;97.35073
96.76208;97.39802
96.76208;97.35693
96.76198;97.40573
96.76193;97.40932
96.76161;97.36172
96.76099;96.91599
96.76073;97.34677
96.76057;97.39521
96.76052;97.35213
96.76036;97.34088
96.76021;97.40474
96.7599;96.57547
96.75979;97.4088
96.75969;96.62511
96.75964;97.34698
96.75958;97.32156
96.75953;97.34563
96.75948;97.39964
96.75938;96.57052
96.75938;97.395
96.75938;97.41302
96.75932;96.65938
96.75922;96.48734
96.75922;97.35776
96.75917;97.36073
96.75912;96.5688
96.7589;96.48599
96.7587;97.48089
96.7587;97.49078
96.75864;96.62609
96.75859;97.41276
96.75859;97.32214
96.75854;97.40328
96.75854;97.39818
96.75849;96.48631
96.75833;97.33823
96.75833;97.36948
96.75813;96.58625
96.75813;97.39562
96.75776;96.64917
96.75761;97.4813
96.75755;96.62771
96.75755;97.39468
96.75739;97.31193
96.75729;96.62724
96.75719;96.58089
96.75719;96.6348
96.75719;97.4025
96.75713;96.63771
96.75703;97.3937
96.75698;97.40974
96.75687;97.31625
96.75661;97.39989
96.75661;97.3913
96.75661;97.30714
96.75636;97.40745
96.75636;97.41057
96.75615;97.40469
96.75588;97.34901
96.75578;96.63692
96.75578;97.39776
96.75558;96.64339
96.75547;97.32948
96.75542;96.57594
96.75531;97.41531
96.75526;96.65151
96.75516;97.39698
96.75505;97.32938
96.755;97.39969
96.7549;96.59432
96.75484;96.9225
96.75474;97.4061
96.75464;96.65089
96.75459;96.48323
96.75459;96.58688
96.75437;96.62927
96.75433;97.485
96.75427;97.41698
96.75417;96.61719
96.75417;96.63661
96.75417;96.63724
96.75406;97.41454
96.75396;96.92114
96.75391;97.3289
96.7538;96.67536
96.7538;97.40849
96.75365;97.31203
96.75359;97.39281
96.75359;97.41187
96.75354;97.3938
96.75339;96.67349
96.75333;97.33104
96.75323;97.39495
96.75297;96.46776
96.75297;97.3013
96.75286;96.57245
96.75286;96.67276
96.75282;97.39484
96.75271;97.33401
96.75261;97.33208
96.75245;97.33218
96.75188;97.33849
96.75166;97.40781
96.75162;96.67333
96.75156;97.30906
96.75151;97.33297
96.75125;96.63484
96.7512;96.47495
96.7512;97.38734
96.75114;97.31099
96.75109;96.6262
96.75109;97.39766
96.75105;97.30563
96.75094;96.60797
96.75089;97.40052
96.75072;97.29865
96.75063;97.41792
96.75057;96.6237
96.75005;97.3951
