K5PC5CH.OP;K5T5_2.PV;K5F3.PV
36.14208;692.639;2320.373
35.76255;692.6318;2340.194
40.65078;692.6198;2382.265
38.01104;692.5927;2351.501
37.97224;692.5667;2347.443
37.89255;692.5448;2342.713
37.95323;692.5411;2339.29
34.46401;692.5333;2307.724
36.95932;692.5271;2309.067
35.77453;692.5115;2328.854
36.94526;692.5115;2310.699
37.87135;692.501;2343.156
36.97823;692.4995;2309.432
37.90479;692.4958;2332.023
37.91505;692.4911;2350.74
37.86338;692.4911;2328.344
35.87266;692.4766;2321.929
34.52964;692.4734;2319.364
37.84583;692.4688;2340.894
37.8738;692.4641;2337.084
35.90927;692.4578;2332.961
36.20307;692.4568;2323.141
37.95807;692.4521;2347.813
35.65109;692.449;2322.127
37.0351;692.4385;2307.072
35.77958;692.4114;2332.158
34.93198;692.4026;2315.564
36.52281;692.3885;2312.037
37.81328;692.3823;2344.775
37.79224;692.376;2343.075
36.80448;692.3693;2313.488
37.88651;692.3666;2334.77
37.79318;692.3604;2334.358
37.8625;692.3573;2350.118
34.63562;692.3443;2322.861
35.85307;692.3287;2314.259
37.98552;692.3099;2343.77
35.80313;692.3099;2314.441
37.69062;692.3083;2350.149
35.79255;692.2974;2326.898
35.49583;692.2766;2324.124
37.83688;692.2469;2344.001
35.56833;692.2422;2319.837
35.81344;692.2375;2335.52
36.84385;692.237;2313.974
37.81495;692.2115;2348.578
35.37083;692.2042;2314.604
36.79219;692.1932;2321.68
36.01401;692.1818;2324.027
35.51729;692.1791;2320.179
37.77943;692.1745;2308.353
36.25037;692.1677;2315.588
34.39474;692.1677;2312.611
37.90437;692.1427;2361.529
37.77797;692.1328;2352.747
36.9775;692.1328;2302.442
36.5225;692.1042;2313.619
37.75636;692.101;2333.902
37.87109;692.0833;2345.101
37.82203;692.0823;2347.059
37.97458;692.076;2348.477
37.88636;692.0568;2341.229
35.89104;692.0474;2319.514
35.84531;692.0469;2335.469
37.93906;692.0463;2347.243
37.81745;692.0214;2326.748
36.09906;692.0182;2314.128
34.545;692.0156;2312.297
36.63385;691.9969;2320.931
38.02594;691.9948;2351.002
39.51036;691.9906;2380.533
37.1587;691.9823;2281.39
36.80427;691.9688;2318.805
37.88917;691.9656;2342.563
37.93104;691.9583;2340.356
37.07677;691.9515;2307.878
36.67094;691.9297;2362.32
37.99187;691.9291;2360.939
36.90089;691.9266;2309.204
37.80167;691.9245;2347.325
35.7563;691.9213;2319.556
36.81734;691.9057;2313.466
37.01193;691.8937;2313.427
36.71552;691.8495;2309.305
38.0686;691.8411;2342.551
37.93734;691.8375;2350.306
37.76703;691.7771;2347.63
37.90932;691.7698;2339.118
35.95031;691.7589;2331.38
34.7476;691.7432;2314.296
34.67693;691.737;2310.962
36.24417;691.737;2308.142
37.04365;691.7286;2302.293
37.09667;691.7276;2310.087
38.05344;691.7172;2344.435
37.92682;691.7125;2347.587
37.9374;691.7042;2343.822
34.85646;691.7037;2312.612
36.89859;691.6943;2314.724
37.76531;691.6891;2345.813
37.80406;691.6838;2330.687
36.07687;691.6557;2316.888
36.63646;691.6521;2355.816
36.84505;691.6484;2347.93
37.79505;691.6464;2345.948
36.8812;691.6334;2313.805
36.93427;691.6255;2308.581
37.99177;691.6224;2350.446
37.96938;691.6224;2344.725
37.96339;691.612;2352.762
36.86323;691.6088;2313.937
37.99198;691.6031;2344.142
37.8549;691.5989;2339.061
36.85953;691.5927;2313.223
37.13334;691.5729;2316.648
36.95016;691.5594;2320.037
38.40339;691.5568;2369.118
37.85109;691.5266;2340.675
37.95266;691.525;2328.185
37.7874;691.5162;2335.743
37.82703;691.5037;2347.423
38.02063;691.4927;2341.843
36.90662;691.4927;2309.225
35.5299;691.4828;2318.391
35.79453;691.4797;2314.73
38.03896;691.4714;2352.095
36.96932;691.4651;2315.398
37.89307;691.4641;2332.428
36.77443;691.4375;2319.608
36.8476;691.437;2308.157
37.90609;691.424;2350.952
36.66636;691.424;2321.355
38.10052;691.4021;2354.647
34.77615;691.399;2311.471
36.64141;691.3958;2366.269
36.37573;691.3641;2298.097
36.83875;691.3599;2306.415
36.16714;691.3573;2301.019
36.08557;691.3547;2319.178
37.73911;691.351;2351.732
34.76005;691.3312;2314.421
36.91625;691.3297;2296.68
36.28266;691.3292;2306.939
38.05682;691.3234;2346.447
36.82787;691.3214;2318.431
36.9263;691.3094;2315.559
37.79213;691.2859;2343.418
36.87703;691.2859;2319.49
37.90136;691.2813;2342.729
34.80787;691.2776;2310.852
36.08917;691.2724;2320.264
35.78005;691.2687;2322.284
36.20672;691.2573;2316.578
36.41844;691.2547;2321.752
36.85495;691.2526;2306.793
36.82214;691.2479;2313.141
36.3425;691.2385;2319.017
36.62614;691.2354;2313.698
36.10386;691.2349;2293.162
36.9163;691.2338;2313.939
36.65781;691.2219;2311.625
37.98057;691.2177;2349.829
36.48682;691.2156;2322.561
36.84891;691.2156;2318.607
37.75078;691.2146;2352.896
34.42135;691.212;2310.08
35.89771;691.2026;2325.469
36.91146;691.1959;2307.173
37.92245;691.1927;2346.228
39.19307;691.1917;2361.93
36.92667;691.187;2300.292
37.11917;691.1854;2317.552
36.29995;691.1854;2312.842
37.99458;691.1844;2347.244
36.9926;691.1172;2310.241
37.9299;691.1141;2327.38
37.63797;691.112;2332.051
36.80917;691.0995;2314.897
36.64005;691.087;2312.932
36.43271;691.0641;2303.621
35.79391;691.062;2315.06
36.33849;691.0505;2302.329
34.47755;691.0411;2317.162
37.15417;691.0172;2307.643
36.91365;691.012;2318.05
36.92901;691.0073;2311.672
38.02349;690.9974;2350.948
35.78328;690.9958;2320.93
36.08333;690.9953;2321.417
35.71688;690.988;2315.951
38.06187;690.9818;2346.875
37.82109;690.9771;2342.748
34.23891;690.9755;2277.37
34.37011;690.9636;2310.605
37.80255;690.9609;2345.937
36.96693;690.9459;2310.388
37.97042;690.9135;2346.334
35.86802;690.9099;2328.351
36.95411;690.9099;2317.438
34.79964;690.9068;2316.066
37.88667;690.874;2350.49
36.5388;690.8693;2315.877
37.79964;690.8656;2326.948
37.96286;690.8547;2329.1
37.90328;690.8474;2343.426
37.9463;690.8448;2331.28
36.5275;690.8391;2312.506
35.60333;690.8318;2322.659
40.33766;690.8209;2347.472
37.13219;690.8209;2317.383
36.74042;690.8167;2319.212
36.92068;690.8104;2326.445
36.46651;690.8047;2291.392
36.94031;690.8026;2320.308
36.6912;690.7901;2309.695
36.92958;690.7823;2311.966
37.79136;690.7667;2341.431
36.25646;690.762;2321.644
35.74542;690.7609;2313.297
37.86818;690.7531;2355.481
36.78516;690.7484;2311.515
34.54333;690.7239;2312.592
36.72547;690.712;2318.127
36.34266;690.7115;2313.227
37.86385;690.7099;2338.762
36.51375;690.701;2314.878
37.80839;690.6984;2333.995
35.96714;690.6984;2320.284
37.89437;690.6922;2340.619
37.01974;690.6891;2314.644
37.93469;690.6672;2341.625
37.95026;690.6667;2345.219
35.67062;690.6547;2336.096
36.94641;690.6547;2314.647
37.77984;690.6479;2311.024
37.74906;690.6443;2350.296
37.09208;690.6443;2306.075
38.09854;690.6412;2332.176
35.9963;690.638;2296.925
37.04229;690.6344;2319.051
39.00547;690.6266;2314.713
36.84516;690.6198;2307.102
36.74422;690.6172;2321.453
37.78109;690.613;2332.634
37.00354;690.613;2301.865
36.95515;690.5823;2301.812
37.97609;690.5771;2326.207
38.08052;690.5703;2339.223
36.24677;690.5656;2303.549
37.21755;690.5516;2311.121
36.86948;690.5344;2320.776
37.0374;690.5339;2311.41
35.79292;690.5313;2344.053
38.06573;690.5234;2338.722
37.81854;690.5187;2351.31
36.80401;690.5135;2315.605
36.82677;690.5135;2310.12
34.51495;690.5073;2318.881
37.86349;690.5016;2344.553
36.75797;690.4927;2318.427
36.74588;690.4916;2316.947
34.39021;690.4875;2313.073
34.61729;690.4703;2311.583
36.84484;690.4625;2307.051
35.96505;690.4604;2322.89
36.96286;690.4589;2297.47
36.93307;690.4573;2312.084
36.57005;690.451;2302.707
34.67094;690.4505;2310.091
36.37521;690.4406;2316.946
37.73771;690.4344;2343.06
37.82833;690.4302;2338.218
36.15302;690.4286;2306.197
36.95953;690.4266;2297.444
37.95698;690.424;2329.948
36.21656;690.4114;2290.2
37.00047;690.4104;2318.449
36.26302;690.389;2310.066
34.53313;690.3635;2314.226
37.08792;690.3625;2304.697
38.01708;690.3573;2322.892
36.73766;690.3489;2318.021
35.81635;690.3464;2313.72
37.85125;690.3135;2328.21
35.47313;690.3125;2321.115
36.83714;690.312;2317.65
37.01031;690.3052;2313.984
38.04016;690.2979;2328.226
36.98484;690.2958;2307.525
36.94938;690.2932;2301.753
38.02495;690.2906;2345.087
35.63802;690.2844;2321.561
36.89177;690.2792;2312.711
36.60088;690.2781;2301.692
37.02505;690.2698;2316.223
36.84979;690.2625;2307.009
36.96224;690.251;2308.048
36.3801;690.2375;2276.504
36.63224;690.2125;2302.46
36.75281;690.201;2308.979
36.87401;690.1979;2315.657
36.97203;690.1979;2295.493
37.77427;690.1969;2340.871
37.91781;690.1953;2338.397
38.00797;690.1937;2336.72
36.89823;690.1875;2317.153
37.72349;690.187;2328.688
36.93609;690.1797;2305.674
36.82583;690.1641;2321.113
36.24;690.1583;2287.226
36.82526;690.1469;2314.756
36.44245;690.1464;2297.514
36.78484;690.138;2311.497
36.97958;690.1354;2310.778
36.33136;690.1193;2317.625
37.84141;690.1135;2336.391
36.35245;690.1135;2306.234
37.67943;690.1021;2327.097
36.25359;690.0974;2297.648
38.00354;690.0953;2310.968
37.01641;690.0927;2293.277
35.80333;690.075;2327.627
36.7688;690.0734;2316.245
36.86505;690.0719;2320.555
35.9076;690.0615;2282.157
37.93964;690.0541;2343.672
36.92651;690.051;2314.101
36.26656;690.0438;2308.241
37.07891;690.0432;2300.743
36.39458;690.0427;2283.51
36.83583;690.0401;2315.373
36.81359;690.0375;2312.304
37.9538;690.0359;2341.974
37.02312;690.0354;2319.978
36.82453;690.0323;2305.986
35.87219;690.0297;2314.982
36.92833;690.0281;2314.144
35.66016;690.0261;2313.113
37.99729;690.0104;2327.527
36.99562;690.0057;2301.959
36.00729;690.0026;2335.752
34.43375;689.9901;2316.299
36.95422;689.9818;2307.901
36.66828;689.9729;2314.323
37.95745;689.9714;2336.295
35.33557;689.9661;2316.769
36.89203;689.9661;2308.992
37.79589;689.9609;2328.13
36.13724;689.9422;2324.958
37.00235;689.9422;2310.752
37.71932;689.9391;2333.039
37.89989;689.9365;2352.209
36.15932;689.9235;2294.777
37.80755;689.9224;2327.054
36.99115;689.9167;2305.985
36.7751;689.912;2316.667
35.92865;689.9109;2314.604
36.98734;689.9052;2315.357
35.65724;689.8958;2317.634
37.04526;689.8943;2310.884
36.7499;689.8828;2315.41
36.93542;689.8828;2292.629
36.24458;689.8797;2284.234
36.1101;689.863;2310.672
37.9425;689.8563;2335.113
36.86604;689.8536;2315.733
37.15177;689.8536;2306.49
37.06724;689.8521;2328.211
37.19068;689.8438;2315.003
36.91536;689.8438;2310.495
36.34073;689.8401;2300.246
36.37323;689.8339;2289.234
35.97417;689.8265;2318.63
37.96255;689.824;2339.528
34.5075;689.8193;2314.268
35.94531;689.8177;2354.175
36.09375;689.8052;2295.124
33.32594;689.8031;2295.086
36.36687;689.7864;2319.597
36.23797;689.7766;2285.705
37.96391;689.7719;2350.331
36.36568;689.7505;2305.927
37.90328;689.7453;2336.642
37.06479;689.7422;2309.484
36.21516;689.7354;2280.614
37.91661;689.7349;2281.693
36.90797;689.7323;2312.854
36.80281;689.7318;2315.086
36.89656;689.7281;2312.761
36.93255;689.7276;2305.318
36.91052;689.7219;2306.639
34.63526;689.7115;2312.651
35.95578;689.688;2318.584
36.91328;689.687;2309.04
36.83286;689.6854;2319.63
37.86547;689.6698;2335.428
36.11854;689.6667;2291.913
36.85776;689.6583;2311.366
35.92719;689.6578;2317.908
36.79276;689.6578;2308.419
36.07427;689.6536;2303.049
37.02583;689.6511;2316.258
36.87687;689.6406;2309.089
35.56026;689.6375;2318.009
36.95677;689.6312;2315.173
36.80276;689.5989;2311.177
33.6699;689.5943;2277.924
36.60568;689.587;2302.76
36.78781;689.5859;2317.221
36.45016;689.5802;2304.231
37.69823;689.576;2323.102
36.88438;689.5755;2312.733
37.9725;689.5719;2329.138
36.91323;689.5719;2311.764
36.77344;689.5667;2315.171
38.58167;689.5641;2345.026
36.16417;689.5604;2305.663
36.94484;689.5578;2316.344
36.93615;689.5578;2316.195
36.8189;689.5578;2308.749
36.7725;689.5573;2314.829
36.91307;689.5568;2318.17
36.32948;689.5568;2304.906
37.08594;689.5443;2313.01
36.80265;689.5406;2312.122
37.00338;689.5318;2286.987
36.43411;689.5224;2307.713
37.74307;689.5162;2331.277
35.32531;689.4995;2309.901
37.06349;689.4974;2294.368
37.03052;689.4938;2314.349
37.7201;689.487;2341.092
36.20755;689.4838;2316.05
38.0713;689.4729;2334.998
36.20375;689.4714;2295.05
34.37406;689.4703;2316.93
36.87735;689.4135;2307.074
36.96537;689.4063;2314.804
36.90562;689.3937;2314.197
34.5262;689.3901;2310.203
34.55265;689.3896;2311.967
36.75781;689.3854;2311.027
37.84828;689.3828;2347.838
36.66703;689.3724;2315.037
36.84438;689.3698;2310.314
36.31797;689.3516;2317.813
36.93042;689.3386;2291.176
36.95172;689.3365;2319.785
36.67739;689.3339;2315.389
36.13219;689.3271;2298.836
36.78104;689.3167;2308.105
36.77713;689.3094;2312.475
36.42068;689.299;2305.406
36.0476;689.2969;2314.369
34.68187;689.2911;2305.395
38.0188;689.2896;2343.322
37.52417;689.2766;2320.891
36.28989;689.275;2296.761
35.28896;689.2693;2311.097
37.83839;689.2656;2328.332
37.76682;689.2635;2324.604
36.95854;689.2599;2316.501
36.63932;689.2542;2316.432
36.94052;689.2516;2313.582
36.27485;689.2422;2282.192
35.89463;689.2276;2312.326
38.50052;689.2188;2369.472
34.56802;689.2073;2313.318
35.91068;689.2021;2323.807
35.39042;689.2015;2302.942
37.85703;689.201;2337.362
38.16474;689.1729;2340.728
37.11698;689.1688;2310.625
36.99182;689.1677;2305.95
35.3313;689.1547;2312.917
33.7312;689.1396;2273.389
39.52792;689.139;2309.802
36.9875;689.137;2307.714
37.13635;689.1339;2293.448
36.87563;689.1323;2316.039
36.37417;689.1307;2319.404
34.52792;689.1094;2306.547
36.94656;689.0958;2307.715
36.91875;689.0953;2310.055
36.8962;689.0922;2316.685
37.03901;689.0891;2313.427
36.7011;689.0833;2319.862
36.83735;689.0812;2312.501
35.9351;689.0802;2322.298
36.94781;689.0776;2316.428
36.90115;689.0583;2318.183
36.99625;689.0583;2308.34
36.90953;689.0536;2315.889
36.91563;689.0531;2309.931
36.38417;689.0448;2300.209
36.93297;689.038;2310.49
36.86818;689.0349;2317.577
36.32563;689.0344;2287.719
36.38;689.0339;2281.011
36.89761;689.0318;2310.815
35.81187;689.0266;2332.554
36.95063;689.0156;2314.33
36.74537;689.0115;2312.716
34.50146;689.0026;2308.834
37.02214;688.9984;2310.563
36.97703;688.9901;2291.967
36.55281;688.987;2312.985
36.84276;688.9865;2310.121
36.04854;688.9792;2295.406
36.96505;688.9693;2310.97
37.05312;688.9604;2312.673
34.59432;688.9604;2311.737
36.86318;688.9594;2310.526
36.78245;688.9505;2306.788
37.04198;688.9385;2307.777
36.86438;688.9333;2316.889
36.88708;688.9291;2317.086
36.10802;688.9245;2301.072
33.05526;688.9208;2270.234
36.94073;688.9089;2314.078
36.86187;688.9031;2311.707
37.1663;688.8932;2310.829
36.29682;688.8812;2272.048
37.62234;688.8771;2323.889
37.03833;688.8771;2310.475
35.91354;688.8599;2328.841
36.95516;688.8448;2308.622
36.10302;688.8438;2300.297
36.89714;688.837;2314.807
37.09172;688.837;2311.353
37.0274;688.8323;2314.025
36.98505;688.8005;2308.74
37.00927;688.7875;2312.12
36.73135;688.7807;2316.75
36.73677;688.7651;2313.844
36.03188;688.7646;2314.137
34.47599;688.7484;2312.86
36.77969;688.7313;2313.316
37.08735;688.7271;2314.469
36.98906;688.7203;2300.743
36.43063;688.7172;2302.484
38.03318;688.6818;2328.157
36.80859;688.6724;2310.832
36.9612;688.6672;2292.588
36.48463;688.6437;2282.253
36.99615;688.639;2313.361
36.88547;688.6359;2319.362
36.96589;688.6266;2316.115
36.20234;688.6224;2292.515
36.80177;688.6219;2303.063
37.20698;688.6125;2291.315
36.04495;688.6088;2290.563
36.86547;688.6036;2317.883
37.02713;688.5969;2308.425
37.00172;688.588;2295.19
36.78344;688.5792;2320.449
36.83333;688.5781;2315.61
35.99578;688.5719;2295.957
34.44224;688.5677;2310.111
36.87276;688.562;2309.646
36.26219;688.5568;2297.122
36.90276;688.5563;2309.029
37.845;688.5541;2330.247
36.52542;688.55;2304.547
36.04719;688.5495;2302.032
36.83078;688.5485;2312.089
37.02807;688.5469;2316.029
36.95547;688.5417;2309.184
36.23896;688.5401;2310.239
37.04922;688.5151;2299.257
36.98812;688.5;2312.758
36.92276;688.4958;2310.439
36.33594;688.4844;2281.652
36.88948;688.4745;2311.327
36.29453;688.4661;2274.993
36.75245;688.4562;2309.574
37.09625;688.45;2311.442
36.81859;688.4437;2309.436
37.06359;688.4255;2309.077
36.25229;688.4235;2320.158
36.0424;688.4094;2292.055
37.08583;688.4005;2311.765
37.00844;688.3896;2317.747
36.39088;688.389;2313.982
37.09536;688.3859;2311.921
36.25938;688.3854;2292.799
36.45203;688.3792;2305.519
35.36807;688.3656;2331.611
36.22698;688.3651;2273.814
36.80912;688.3474;2308.474
36.14661;688.3432;2303.572
34.56854;688.3422;2309.834
36.97458;688.3422;2307.287
36.88432;688.338;2316.713
33.56193;688.3307;2287.031
37.07583;688.3177;2328.553
36.86453;688.3141;2314.99
36.71599;688.3021;2307.18
37.2038;688.2938;2303.534
36.23995;688.2932;2281.768
34.36448;688.2906;2314.178
36.94969;688.2891;2310.655
35.55265;688.287;2320.76
35.99089;688.2823;2301.933
36.3074;688.2813;2273.616
37.04828;688.2578;2305.569
36.32458;688.2391;2282.248
36.99573;688.2375;2308.177
37.19052;688.2365;2302.256
36.32677;688.2167;2297.871
36.82474;688.2151;2309.233
36.53948;688.2151;2299.835
37.01995;688.2057;2290.949
37.05594;688.2021;2306.85
37.07495;688.2005;2309.077
37.7551;688.2;2329.328
34.70594;688.1943;2302.555
38.06813;688.1891;2350.356
36.85172;688.1735;2314.464
38.01667;688.1724;2328.583
37.03052;688.162;2304.687
36.31287;688.1547;2302.634
37.05011;688.1505;2314.166
36.47005;688.1469;2320.563
36.53635;688.138;2304.246
37.06156;688.1271;2306.037
36.13109;688.1208;2284.802
36.82505;688.1151;2311.234
36.77682;688.1031;2307.974
36.94255;688.1021;2304.553
36.76401;688.1;2318.856
36.45016;688.0906;2284.452
37.89859;688.074;2341.538
37.04287;688.0719;2278.773
36.6451;688.0609;2320.45
36.51927;688.0547;2302.368
37.66677;688.0411;2328.778
36.15026;688.0354;2292.047
36.0337;688.0261;2292.151
36.49766;688.0245;2273.748
36.87791;688.0177;2307.942
36.92042;687.9963;2315.685
37.05516;687.962;2311.879
34.51073;687.9562;2308.474
36.94026;687.9557;2312.945
36.21969;687.949;2280.319
36.34713;687.9396;2281.58
37.00297;687.9281;2298.469
36.89823;687.9266;2311.5
36.04193;687.926;2295.901
36.28401;687.9109;2271.672
36.71094;687.9021;2310.037
37.0025;687.9021;2293.85
35.58818;687.8969;2313.842
36.85375;687.8823;2306.303
37.9776;687.8787;2333.767
40.09089;687.8771;2316.517
36.94781;687.875;2294.186
36.99792;687.8698;2293.131
36.10432;687.8635;2297.293
35.02401;687.8557;2273.102
36.11036;687.8396;2292.914
36.96614;687.8354;2315.868
37.31115;687.8328;2327.516
37.1237;687.8318;2299.371
37.15276;687.8245;2300.6
37.91849;687.8224;2333.786
36.89552;687.8224;2313.033
36.21797;687.8078;2286.075
36.38417;687.8041;2282.513
36.11896;687.8005;2275.091
36.22344;687.7948;2283.36
36.92656;687.7911;2295.449
36.81886;687.7797;2310.459
37.0938;687.7745;2298.221
37.0624;687.7662;2304.369
36.96141;687.7526;2300.948
36.35807;687.7521;2305.729
36.99505;687.7427;2313.238
36.83042;687.7375;2314.579
35.94786;687.7375;2304.44
38.06099;687.7271;2305.24
36.25636;687.7156;2278.089
36.13578;687.712;2312.873
36.7287;687.7;2312.621
36.82849;687.6912;2308.301
36.38547;687.6859;2274.213
37.0325;687.6719;2295.764
36.30188;687.6557;2273.448
34.5499;687.6464;2309.283
37.00167;687.638;2308.6
36.74516;687.6271;2286.486
36.94667;687.624;2307.486
36.26906;687.6213;2295.27
36.03932;687.613;2296.854
36.91646;687.6063;2315.967
37.10464;687.5989;2266.508
37.02464;687.5974;2313.597
36.78568;687.5896;2292.125
36.74562;687.562;2301.637
36.99479;687.5594;2299.418
36.63057;687.55;2305.393
36.87896;687.5344;2251.935
36.30573;687.5318;2291.32
36.37625;687.5271;2288.585
36.09833;687.525;2283.554
37.15511;687.524;2299.35
36.77984;687.513;2306.236
36.16104;687.5125;2274.007
37.85276;687.4969;2329.811
36.77141;687.4891;2312.955
37.02636;687.4656;2308.392
37.05761;687.4604;2306.445
36.09599;687.4542;2276.232
39.76573;687.4474;2309.46
36.38615;687.4417;2305.236
37.06448;687.4401;2293.265
36.17172;687.4385;2278.309
36.09135;687.4313;2294.186
36.91255;687.4255;2299.285
36.32599;687.4052;2289.262
36.43636;687.3839;2305.107
36.1051;687.376;2277.059
37.02245;687.3724;2294.854
38.22854;687.3713;2280.462
36.9475;687.3688;2306.625
36.99115;687.3666;2305.872
37.15651;687.337;2307.838
36.84385;687.3359;2297.515
36.1826;687.3323;2287.729
36.04469;687.3318;2296.473
36.30167;687.3187;2281.583
35.88615;687.3088;2298.574
37.05854;687.3063;2306.657
36.08292;687.3021;2290.324
37.00807;687.2938;2309.336
36.3961;687.2864;2301.408
37.01917;687.2839;2302.172
36.85198;687.2818;2310.534
36.97526;687.274;2317.704
36.12589;687.2687;2283.084
36.51505;687.2635;2302.345
36.71714;687.2526;2315.813
36.28177;687.2432;2283.867
36.16964;687.2313;2292.625
36.38515;687.2286;2278.628
36.49943;687.2115;2275.03
37.19807;687.1995;2313.661
36.37833;687.1974;2276.499
36.38401;687.1969;2305.229
36.95302;687.1948;2307.821
36.85979;687.1885;2314.998
38.3601;687.1735;2283.751
36.83896;687.1703;2308.956
36.87198;687.1646;2312.882
36.21859;687.1589;2277.311
36.29547;687.1552;2279.819
36.92969;687.1469;2299.167
36.86683;687.1464;2311.792
37.03406;687.1453;2307.02
36.37219;687.1406;2275.231
36.43261;687.1354;2282.279
37.15677;687.1234;2299.293
36.18667;687.1088;2302.05
36.03031;687.1016;2293.218
36.8125;687.0896;2313.474
37.08151;687.0812;2291.015
36.34245;687.075;2284.14
36.27036;687.0709;2281.243
37.91599;687.0563;2332.544
36.78917;687.0552;2299.318
36.73463;687.0536;2314.11
36.84365;687.0479;2307.326
36.8726;687.0411;2316.118
37.01682;687.0323;2320.407
36.89698;687.0313;2302.924
36.96312;686.9984;2310.421
37.69344;686.9974;2310.92
36.88396;686.9943;2297.475
36.10495;686.9698;2286.968
36.98594;686.9641;2259.184
34.56328;686.9521;2314.545
36.98833;686.9484;2316.511
37.03594;686.9459;2305.591
34.04995;686.9453;2259.948
36.99688;686.9437;2293.342
37.03823;686.9291;2307.678
36.13338;686.9198;2287.937
37.08516;686.9156;2307.416
36.38927;686.9135;2298.292
36.28542;686.9021;2275.313
36.35401;686.8787;2280.235
36.02953;686.8734;2279.065
36.87547;686.8698;2306.084
37.55255;686.8666;2322.742
38.53036;686.8615;2311.465
36.9439;686.8578;2315.164
37.10396;686.8312;2309.456
36.1288;686.8307;2282.166
35.91365;686.8302;2300.32
32.39714;686.8276;2243.962
36.84172;686.8167;2290.941
36.66385;686.8162;2312.104
36.18323;686.8073;2284.181
36.21922;686.8068;2290.601
36.30771;686.8052;2282.474
37.78865;686.7995;2330.106
36.21526;686.7963;2288.998
36.87484;686.7953;2316.595
34.50109;686.7943;2304.678
34.48896;686.7833;2315.769
32.79443;686.7714;2243.259
36.46761;686.7526;2276.796
36.10922;686.7276;2282.588
36.26854;686.7161;2305.712
36.29479;686.7161;2280.325
36.3064;686.7089;2277.393
36.86411;686.7;2309.116
36.34849;686.7;2308.087
36.80979;686.6912;2316.557
33.67213;686.6703;2281.505
34.19938;686.6698;2259.744
36.26203;686.6563;2305.844
36.40406;686.6531;2287.534
37.02146;686.6521;2291.572
36.40448;686.6453;2274.387
37.11344;686.6141;2303.928
36.98526;686.613;2301.784
36.94011;686.6073;2292.002
35.9524;686.5719;2300.371
36.21328;686.5667;2272.604
36.9901;686.5656;2301.349
36.28693;686.5641;2285.71
36.58724;686.5541;2299.637
36.44641;686.5479;2300.013
36.91516;686.5422;2290.589
36.82641;686.5313;2308.201
36.37088;686.524;2280.67
36.9863;686.5162;2300.748
36.24208;686.5151;2274.929
37.03761;686.5062;2299.205
36.49333;686.5042;2271.305
37.00099;686.4995;2296.882
36.39807;686.4911;2276.711
37.01818;686.4854;2314.638
37.01083;686.4786;2308.84
35.87099;686.4688;2297.229
36.93526;686.4682;2298.956
36.93604;686.4661;2312.945
36.8964;686.4651;2309.967
36.1076;686.4641;2283.306
36.36557;686.4547;2303.079
36.95156;686.4505;2292.412
36.16042;686.4484;2278.234
36.3013;686.4459;2277.047
36.3526;686.4422;2283.167
36.18063;686.4412;2287.157
37.205;686.4281;2313.563
36.35912;686.4266;2282.323
36.16016;686.426;2274.362
37.11781;686.4208;2293.867
37.04677;686.4156;2292.975
36.96396;686.4141;2299.868
35.8126;686.4099;2309.473
36.06865;686.4026;2272.082
36.07734;686.375;2277.991
35.97818;686.362;2276.384
36.21495;686.3531;2282.392
36.34177;686.3448;2277.477
36.09656;686.338;2279.908
36.26011;686.337;2286.089
36.24495;686.3219;2281.002
34.41927;686.3125;2308.422
36.01735;686.3;2294.572
36.36323;686.2859;2286.536
35.84938;686.2771;2304.272
36.30479;686.2745;2279.435
38.14734;686.2672;2294.802
36.13625;686.2547;2282.323
37.07797;686.2333;2299.686
36.17344;686.2224;2304.541
37.14687;686.2172;2300.683
36.53875;686.213;2304.176
36.00656;686.201;2272.672
36.0912;686.1849;2280.897
36.93489;686.1791;2312.456
36.08932;686.1745;2279.639
36.93385;686.1641;2315.724
36.33901;686.1521;2280.561
38.28318;686.1453;2311.074
36.83271;686.1365;2304.508
36.93625;686.1266;2301.77
36.18703;686.0984;2275.811
36.47552;686.0911;2273.47
36.99521;686.0765;2294.712
36.98281;686.0745;2308.292
36.32318;686.0521;2282.383
36.46239;686.0516;2300.605
36.96828;686.0432;2299.41
36.35818;686.0276;2306.926
36.14323;686.0208;2277.664
37.08552;686.0182;2297.645
36.25911;686.0089;2279.346
36.29589;685.9995;2280.775
37.07771;685.9932;2294.716
37.06198;685.9906;2295.871
36.34026;685.9854;2273.063
37.97823;685.9771;2292.999
36.88016;685.9766;2309.363
37.43396;685.9703;2300.66
36.77604;685.9698;2311.675
36.06839;685.9651;2291.27
36.27485;685.9547;2289.4
36.06641;685.9495;2284.384
36.37828;685.9464;2279.28
36.46583;685.9459;2299.765
33.08932;685.9422;2285.142
36.2737;685.9338;2291.949
37.15245;685.9291;2296.509
36.98219;685.912;2299.429
36.99505;685.9089;2317.65
36.44552;685.9073;2297.469
36.33281;685.9073;2273.147
36.29974;685.9026;2282.777
36.98427;685.8854;2296.304
36.4463;685.8834;2289.772
37.15359;685.8422;2300.669
36.95125;685.8386;2290.577
37.06813;685.8312;2293.608
36.31083;685.8265;2288.835
32.04734;685.8229;2236.432
37.04979;685.8198;2300.82
35.06896;685.8198;2289.819
35.04026;685.8182;2274.246
36.00281;685.8135;2306.542
36.34932;685.7985;2276.545
35.83714;685.7885;2297.811
36.655;685.7646;2307.171
