K5PC5CH.OP;K5T5_2.PV;K5F3.PV
31.07828;664.1177;2111.003
31.97953;664.1166;2072.442
32.01229;664.1161;2092.747
30.35547;664.1135;2131.375
30.85724;664.1125;2077.429
31.7163;664.112;2103.202
30.29396;664.1115;2116.626
31.21271;664.1088;2085.748
31.24198;664.1068;2091.41
31.90271;664.1036;2099.424
31.46552;664.1031;2104.251
32.16265;664.1026;2104.276
31.75568;664.1016;2085.994
31.56536;664.1;2086.06
31.9312;664.0989;2086.528
30.95531;664.0984;2086.741
30.91875;664.0938;2080.786
31.77656;664.0932;2093.776
30.94203;664.088;2115.179
29.84557;664.0802;2072.66
31.47802;664.0765;2095.768
30.985;664.0734;2085.543
31.73802;664.0729;2102.76
30.76734;664.0719;2084.989
31.28677;664.0709;2100.944
31.39057;664.0709;2090.808
30.83339;664.0703;2100.435
31.88255;664.0693;2102.046
31.40193;664.0682;2090.434
31.42594;664.0667;2093.467
32.2775;664.0656;2103.985
32.00016;664.063;2093.328
31.23187;664.0615;2112.089
31.24599;664.0604;2098.732
31.84083;664.0599;2091.472
31.96328;664.0547;2058.252
31.7799;664.0526;2078.508
29.77229;664.0521;2078.145
29.76552;664.0516;2081.986
30.93115;664.05;2105.864
29.95526;664.0495;2075.848
31.34578;664.049;2112.498
32.66068;664.0463;2115.686
31.79161;664.0448;2119.92
30.51969;664.0406;2095.746
32.31709;664.0406;2090.254
31.76813;664.0391;2114.532
30.85193;664.0359;2092.027
31.91573;664.0349;2087.36
31.69417;664.0339;2116.981
30.32521;664.0333;2114.626
30.63109;664.0297;2105.393
29.47787;664.0297;2080.234
29.50385;664.0297;2075.328
31.72307;664.0271;2122.362
31.82714;664.0255;2107.306
31.93969;664.0255;2102.019
29.90875;664.0234;2102.844
30.38391;664.0214;2120.745
29.87458;664.0203;2073.234
31.33052;664.0172;2090.57
31.76568;664.0156;2087.385
31.51599;664.0146;2082.723
31.92333;664.013;2083.54
31.8276;664.0125;2081.492
29.91547;664.012;2077.346
31.26552;664.0115;2104.497
31.00443;664.0073;2084.823
30.8412;664.0047;2093.242
31.91693;664.0042;2102.808
31.50661;664.0026;2103.989
31.88833;664.0016;2095.492
30.61448;663.9995;2111.715
30.98651;663.9979;2096.443
31.75099;663.9963;2102.955
30.73474;663.9938;2114.914
32.12406;663.9916;2114.247
31.9499;663.9906;2092.522
30.64412;663.9854;2094.714
32.15062;663.9854;2090.095
32.16172;663.9844;2103.29
30.51958;663.9844;2099.579
31.7537;663.9838;2083.201
32.09245;663.9833;2089.479
31.55349;663.9661;2118.629
31.51677;663.962;2100.796
30.85682;663.9599;2104.509
32.16823;663.9589;2103.23
31.86917;663.9583;2091.254
32.05865;663.9583;2086.533
31.43349;663.9562;2094.066
31.25557;663.9521;2106.529
31.67714;663.95;2099.668
32.22224;663.949;2084.272
32.05838;663.9484;2099.752
30.90411;663.9479;2070.21
31.63052;663.9412;2108.09
30.47875;663.9391;2085.752
31.18521;663.9375;2092.392
29.99141;663.9354;2121.615
31.98396;663.9344;2092.715
30.21182;663.9338;2122.405
30.85635;663.9333;2104.792
31.9551;663.9328;2100.811
31.66953;663.9291;2092.09
31.50693;663.9291;2089.692
31.62729;663.9286;2081.408
31.61594;663.9255;2092.193
31.82828;663.9245;2089.43
31.17562;663.9224;2099.169
31.78662;663.9219;2088.761
31.16589;663.9219;2068.992
31.76557;663.9193;2105.013
31.95052;663.9182;2090.028
30.99229;663.9177;2078.563
31.08214;663.9172;2095.059
29.7874;663.9114;2079.005
31.70651;663.9078;2090.862
32.06271;663.9073;2083.145
32.42552;663.9021;2096.495
31.48349;663.8995;2095.728
32.55912;663.8964;2112.693
30.68411;663.8958;2100.402
31.01937;663.8943;2088.896
31.61531;663.8896;2108.939
32.13359;663.8896;2088.569
31.97979;663.8885;2090.92
30.37828;663.8875;2105.495
32.11599;663.8849;2099.602
30.63552;663.8839;2115.296
32.12568;663.8823;2097.685
33.05073;663.8823;2092.87
32.01427;663.8823;2085.326
30.79198;663.8812;2097.646
29.83698;663.8787;2069.056
31.83641;663.8781;2078.427
30.42156;663.876;2130.653
31.82156;663.8734;2087.693
30.90641;663.8724;2104.031
31.44484;663.8724;2096.139
31.59943;663.8719;2114.627
31.83427;663.8698;2088.657
31.43729;663.8661;2106.291
30.62495;663.8656;2106.48
30.6538;663.8656;2093.76
32.02599;663.8651;2108.222
31.39865;663.8646;2085.637
29.69406;663.8635;2082.789
31.63839;663.8604;2121.895
31.66448;663.8599;2112.922
32.2262;663.8568;2089.626
31.88797;663.8568;2082.773
32.26203;663.8563;2087.978
32.02818;663.8531;2082.4
30.17135;663.851;2068.65
30.39859;663.8495;2118.565
31.6301;663.8484;2085.085
31.56141;663.8474;2102.752
32.00677;663.8458;2115.64
31.00703;663.8443;2085.527
29.82776;663.8386;2095.504
31.49281;663.838;2097.673
31.36489;663.8365;2097.083
32.41583;663.8354;2105.951
29.95703;663.8354;2075.194
30.48682;663.8312;2088.608
31.47099;663.826;2109.74
30.87995;663.8245;2087.425
32.16828;663.8234;2087.877
30.65984;663.8219;2125.954
30.28573;663.8214;2118.751
30.87682;663.8214;2086.198
30.80771;663.8203;2105.567
31.2899;663.8146;2110.701
31.05271;663.8141;2088.267
32.83297;663.8115;2094.791
30.60953;663.8088;2123.601
31.98604;663.8063;2087.178
31.94375;663.8036;2113.302
29.99682;663.7985;2071.169
29.86948;663.7963;2075.858
32.225;663.7958;2085.716
31.99537;663.7943;2084.148
32.15568;663.7932;2101.512
31.96375;663.7932;2093.895
29.61401;663.7917;2074.78
31.61208;663.7906;2084.518
32.20641;663.7823;2090.151
30.32052;663.7797;2115.283
31.1188;663.7792;2106.304
31.87963;663.7776;2083.681
30.40047;663.7766;2095.493
31.39953;663.7761;2112.291
30.88932;663.7755;2109.812
31.03005;663.774;2065.781
31.85927;663.7724;2088.512
31.91474;663.7719;2087.608
31.65719;663.7698;2095.133
32.04682;663.7662;2090.184
31.37526;663.7651;2101.109
31.32307;663.7651;2098.504
31.98484;663.7557;2084.833
31.64693;663.7547;2095.701
31.71911;663.7542;2115.796
31.80547;663.7537;2123.019
30.97125;663.7526;2093.384
31.22719;663.75;2077.274
29.7249;663.75;2072.49
32.10625;663.7474;2091.701
31.67;663.7463;2106.266
29.9201;663.7458;2079.231
31.14412;663.7438;2090.493
31.91016;663.7427;2084.343
31.15703;663.7396;2104.258
31.05182;663.7391;2103.41
32.04385;663.7391;2089.901
31.83312;663.7385;2088.704
31.98234;663.738;2091.733
31.63412;663.7344;2121.602
31.6662;663.7333;2081.246
30.6837;663.7307;2103.509
29.96271;663.7292;2082.28
31.88854;663.7276;2084.351
31.84281;663.7271;2083.559
31.78766;663.7255;2106.746
30.52677;663.7245;2110.25
32.22026;663.7239;2092.894
31.92297;663.7234;2103.284
30.80516;663.7229;2088.585
30.65484;663.7203;2095.719
30.71557;663.7188;2101.622
32.10703;663.7161;2098.976
31.96292;663.7151;2095.101
30.75766;663.7146;2085.7
31.7412;663.7141;2109.128
32.08859;663.7099;2087.301
31.92344;663.7089;2099.103
31.50943;663.7068;2095.555
32.16896;663.7068;2089.263
32.09969;663.7062;2089.215
30.2526;663.7021;2114.594
29.57063;663.699;2076.427
31.93453;663.6969;2090.419
31.92797;663.6964;2094.72
31.7574;663.6948;2101.947
31.94318;663.6922;2093.386
31.3263;663.6917;2090.75
32.29099;663.6906;2102.785
32.24193;663.6906;2090.513
31.07562;663.6906;2077.482
31.89229;663.6885;2085.203
32.19745;663.6875;2098.565
31.95526;663.6875;2087.241
31.7462;663.6875;2084.038
31.54276;663.687;2080.908
30.37839;663.6865;2103.988
31.75359;663.6854;2088.962
31.37313;663.6818;2095.721
32.29208;663.6802;2110.913
31.86146;663.6797;2096.553
31.9412;663.6786;2084.876
31.49771;663.6781;2088.276
31.7538;663.6776;2113.672
31.20047;663.674;2096.714
31.3849;663.6729;2108.675
29.87531;663.6703;2076.791
29.39208;663.6698;2081.828
31.00479;663.6693;2095.939
30.81349;663.6688;2097.922
31.9426;663.6688;2090.848
31.83526;663.6661;2081.041
29.68536;663.6656;2077.369
31.38042;663.6635;2083.018
30.8713;663.6625;2105.178
30.78682;663.662;2073.033
30.89859;663.6609;2047.418
32.47865;663.6604;2107.075
31.81938;663.6604;2098.061
30.96964;663.6589;2070.76
31.73495;663.6578;2086.331
31.94344;663.6573;2088.624
31.38198;663.6568;2085.995
31.30021;663.6563;2093.285
30.51505;663.6557;2104.622
29.62307;663.6552;2090.555
31.94505;663.6547;2086.139
32.08385;663.6542;2078.811
31.05812;663.6505;2103.261
31.25609;663.65;2083.455
31.74068;663.6469;2090.174
31.83297;663.6464;2090.143
32.25828;663.6453;2093.552
29.83198;663.6365;2074.653
32.11615;663.6354;2100.674
29.80599;663.6334;2079.255
31.89859;663.6323;2098.222
31.00052;663.6302;2072.668
31.0124;663.6276;2080.426
31.90937;663.6203;2074.376
31.66068;663.6193;2095.183
31.3524;663.6156;2093.711
31.61073;663.6151;2093.976
30.37005;663.6141;2124.323
31.17172;663.6125;2081.784
32.17281;663.6104;2097.992
30.94182;663.6057;2087.799
29.84885;663.6031;2079.906
31.38375;663.6026;2101.015
31.06865;663.6016;2095.324
32.07265;663.6;2089.311
30.95953;663.5984;2084.656
31.83693;663.5958;2090.725
29.73125;663.5953;2113.253
32.13052;663.5948;2111.331
32.2538;663.5948;2093.466
31.69287;663.5948;2091.056
32.11052;663.5932;2075.385
31.79995;663.5911;2113.259
31.08292;663.5911;2077.383
29.61234;663.5865;2068.719
31.69917;663.5833;2076.048
30.30984;663.5823;2106.171
29.96167;663.5802;2114.227
32.08219;663.5802;2088.827
31.70943;663.5771;2098.847
30.4449;663.5745;2120.776
32.00016;663.574;2097.832
31.3349;663.5719;2099.79
29.76661;663.5714;2083.22
31.68687;663.5709;2105.047
29.62188;663.5709;2075.457
30.82521;663.5698;2118.675
31.50891;663.5672;2086.922
31.80125;663.5662;2088.834
31.85135;663.5656;2089.295
31.70177;663.5651;2106.423
31.29302;663.5646;2089.719
32.06292;663.5641;2106.158
31.56766;663.5635;2085.7
29.75896;663.5635;2071.517
31.59521;663.5625;2095.628
31.06036;663.5625;2069.998
31.60135;663.5615;2090.374
30.94859;663.5609;2107.99
31.74755;663.5599;2086.265
31.82844;663.5573;2121.46
31.25453;663.5563;2096.157
30.76021;663.5526;2121.526
30.54812;663.5505;2125.047
31.27219;663.5505;2103.176
31.54651;663.549;2094.212
31.26318;663.5463;2111.846
30.3287;663.5458;2120.903
30.47453;663.5438;2106.746
32.15688;663.5438;2103.55
30.72156;663.5427;2093.242
30.86859;663.5411;2089.21
31.76687;663.5406;2121.236
29.85563;663.5364;2118.933
31.11271;663.5344;2070.505
31.88328;663.5339;2094.618
31.03583;663.5339;2081.987
31.30412;663.5333;2093.244
31.92411;663.5255;2098.614
30.82427;663.5245;2091.906
31.12875;663.5245;2085.881
31.82823;663.5219;2090.793
31.06578;663.5151;2069.094
30.55948;663.514;2102.128
30.71563;663.514;2085.201
32.13979;663.5115;2097.884
32.00385;663.5052;2088.324
32.00646;663.5016;2081.355
29.71016;663.4995;2082.107
32.20198;663.499;2092.108
31.93719;663.4984;2091.824
31.51703;663.4963;2108.324
32.79833;663.4963;2097.789
31.84438;663.4958;2097.514
30.92776;663.4953;2076.248
31.88578;663.4948;2085.01
30.9987;663.4932;2092.674
32.0024;663.4896;2090.108
32.13271;663.486;2091.329
31.71109;663.4854;2088.442
30.88412;663.4854;2083.422
31.83182;663.4849;2083.254
31.67537;663.4844;2118.955
31.7624;663.4802;2090.948
31.46698;663.4792;2094.808
31.55849;663.4781;2095.764
31.97198;663.4771;2094.064
32.05844;663.4771;2090.375
29.69078;663.4734;2067.594
31.02557;663.4719;2082.359
31.27672;663.4693;2100.701
31.90693;663.4682;2097.895
31.33646;663.4651;2107.134
31.90026;663.4646;2085.302
31.91396;663.4594;2101.715
32.07224;663.4594;2093.167
31.70896;663.4568;2105.267
30.92969;663.4562;2087.889
30.83281;663.4557;2094.818
30.79688;663.4552;2084.701
30.42745;663.4469;2123.02
31.87797;663.4469;2083.399
32.18318;663.4453;2104.622
31.86974;663.4432;2087.794
29.91964;663.4432;2063.172
32.10578;663.4427;2099.085
31.12547;663.4422;2087.735
32.025;663.4391;2077.313
31.80016;663.438;2089.529
29.52849;663.4338;2075.532
31.93526;663.4328;2099.081
31.71208;663.4313;2086.48
31.58547;663.4302;2099.008
31.73292;663.426;2106.671
31.25672;663.426;2099.364
32.09338;663.4255;2100.993
31.76734;663.424;2082.89
30.27406;663.4213;2114.809
29.87427;663.4156;2070.017
31.02526;663.4141;2087.396
31.26208;663.4135;2108.175
31.34766;663.413;2097.396
31.39036;663.4114;2092.904
31.22484;663.4099;2098.147
31.5824;663.4099;2090.474
32.07656;663.4068;2083.17
30.88865;663.4068;2083
30.90214;663.4052;2107.102
31.50828;663.4031;2096.78
31.68906;663.4011;2097.421
31.00734;663.4;2086.819
31.28458;663.399;2093.367
30.33974;663.3979;2120.646
30.56854;663.3964;2096.204
30.91021;663.3958;2099.302
31.89943;663.3937;2091.993
31.21156;663.3917;2092.822
30.91266;663.3906;2091.274
31.85411;663.3906;2090.74
31.85312;663.3896;2106.418
31.73422;663.389;2091.028
31.39297;663.387;2103.088
31.78948;663.3865;2091.105
32.00865;663.3865;2084.21
29.88724;663.3859;2063.646
30.51287;663.3844;2124.829
30.92589;663.3828;2065.744
28.53115;663.3823;2066.8
31.94344;663.3807;2083.041
32.25151;663.3802;2080.214
31.55198;663.3745;2101.412
31.79349;663.3734;2097.719
29.73688;663.3724;2114.607
31.70411;663.3724;2095.34
30.65484;663.3625;2107.919
31.66734;663.362;2084.678
31.00687;663.362;2076.983
30.90573;663.3588;2114.479
30.78354;663.3583;2098.52
30.66234;663.3578;2120.619
31.78818;663.3563;2094.231
32.01208;663.3563;2079.819
29.73016;663.3552;2066.464
31.76609;663.3542;2087.816
31.2751;663.3536;2067.045
29.58573;663.3531;2075.177
32.34583;663.3526;2101.918
31.92073;663.3521;2094.179
30.85135;663.3495;2096.8
32.02953;663.3484;2087.675
30.70245;663.3458;2115.968
31.88552;663.3438;2113.755
31.59396;663.338;2101.073
31.87625;663.3318;2090.63
31.12563;663.3297;2086.981
30.88385;663.3234;2106.614
31.16875;663.3224;2092.434
31.99859;663.3224;2090.992
31.71239;663.3214;2086.262
31.04833;663.3172;2088.013
31.41948;663.3162;2095.567
30.75484;663.3146;2093.852
31.50417;663.312;2083.377
31.86745;663.3088;2089.669
31.21531;663.3063;2104.899
31.51911;663.3063;2081.515
31.12203;663.3057;2101.234
31.85287;663.3057;2095.71
30.79396;663.3021;2108.741
31.87781;663.3016;2098.867
31.26333;663.301;2093.42
29.45182;663.3;2074.921
32.10896;663.2995;2087.225
31.96083;663.299;2112.25
31.06958;663.2985;2074.784
32.16953;663.2974;2086.682
31.77745;663.2953;2097.882
31.6301;663.2938;2105.102
29.73693;663.2917;2071.664
31.97292;663.2906;2089.183
29.525;663.2896;2075.503
29.72083;663.2896;2069.323
32.50885;663.2891;2106.281
32.03016;663.288;2077.523
30.88313;663.2844;2099.275
31.75589;663.2839;2110.51
31.90562;663.2813;2093.637
31.04672;663.2786;2075.771
31.78083;663.2781;2096.714
31.88276;663.2781;2089.131
31.82594;663.2771;2093.173
31.4412;663.2755;2085.808
31.20995;663.2745;2097.441
31.15344;663.274;2098.731
31.6726;663.2719;2085.005
32.00906;663.2703;2083.792
31.6587;663.2672;2077.948
29.58813;663.2651;2075.67
29.88073;663.2651;2075.003
31.71568;663.2635;2105.592
31.79229;663.2625;2080.6
31.78177;663.262;2091.984
31.82057;663.2599;2099.529
31.34042;663.2589;2100.52
29.58766;663.2568;2075.999
29.86505;663.2547;2078.209
31.75838;663.2531;2082.741
31.93161;663.2516;2105.284
31.955;663.2479;2096.705
29.68443;663.2479;2060.216
31.96828;663.2474;2082.471
31.75557;663.2469;2098.104
31.59547;663.2453;2083.029
31.97125;663.2443;2113.459
31.39328;663.2443;2096.604
31.98391;663.2438;2090.765
31.3625;663.2427;2092.021
31.82042;663.2422;2084.793
30.69141;663.2401;2086.637
29.52125;663.2396;2075.977
29.48823;663.2375;2073.987
32.03812;663.237;2085.851
30.93865;663.236;2088.149
31.48135;663.2349;2094.325
31.54443;663.2333;2115.621
31.24162;663.2281;2094.207
32.43875;663.226;2094.216
31.94297;663.2255;2116.387
32.0163;663.2239;2084.146
30.22458;663.2229;2114.328
31.84844;663.2229;2099.081
32.19849;663.2224;2090.318
31.5774;663.2214;2086.384
31.07271;663.2208;2100.478
32.23385;663.2188;2093.579
31.17104;663.2177;2099.535
32.02354;663.2172;2099.776
31.01667;663.2156;2079.392
31.67479;663.2151;2097.46
32.04713;663.2141;2085.177
31.44172;663.2125;2092.117
30.74583;663.2125;2090.091
32.01984;663.212;2092.817
30.88094;663.212;2085.184
31.63266;663.2115;2090.761
30.90219;663.2094;2084.378
30.92375;663.2078;2084.135
31.96068;663.2068;2103.433
30.62365;663.2047;2100.685
31.89641;663.2042;2077.862
31.77198;663.2021;2102.994
31.7775;663.2015;2121.276
31.36729;663.2015;2094.621
31.86375;663.2005;2085.108
29.82844;663.2005;2076.338
31.18625;663.1974;2111.104
32.02708;663.1969;2091.48
29.88083;663.1927;2113.294
31.79026;663.1896;2103.07
32.01354;663.1896;2099.046
30.42167;663.1896;2092.612
29.83005;663.1896;2069.358
31.14682;663.1875;2092.25
31.70391;663.1865;2087.82
31.41719;663.1838;2102.197
32.15781;663.1838;2099.427
30.69036;663.1838;2077.349
31.22688;663.1807;2092.535
31.15802;663.1786;2076.854
31.83339;663.1776;2091.279
30.51953;663.1771;2095.834
31.61438;663.1771;2093.451
30.80599;663.1766;2072.315
32.13406;663.1745;2107.002
31.71807;663.1745;2085.022
32.00396;663.174;2090.714
31.23984;663.1735;2083.541
32.00026;663.1703;2090.662
31.20859;663.1693;2079.432
31.86823;663.1688;2085.892
31.97542;663.1677;2093.136
31.76563;663.1667;2083.617
31.73224;663.162;2112.095
31.86161;663.162;2105.87
31.21396;663.1594;2108.636
30.72406;663.1583;2093.138
31.86646;663.1573;2090.16
31.03172;663.1568;2092.126
31.47984;663.1521;2092.526
32.16505;663.1521;2082.601
31.21604;663.1505;2101.634
32.42594;663.1464;2061.355
31.17391;663.1422;2082.693
31.66838;663.139;2078.115
31.79526;663.1385;2084.191
32.77359;663.1354;2109.547
29.49411;663.1354;2080.82
31.90682;663.1339;2089.543
31.5637;663.1323;2082.957
30.79953;663.1318;2087.384
32.11948;663.1307;2087.48
31.22943;663.1307;2082.96
31.1937;663.1297;2105.909
30.69755;663.1234;2098.096
32.03062;663.1198;2078.542
31.69885;663.1182;2086.52
31.6075;663.1166;2098.916
31.67302;663.1161;2072.897
31.93062;663.1156;2112.186
31.85406;663.1156;2099.929
31.17089;663.1151;2071.231
30.59307;663.1141;2107.791
32.20172;663.112;2100.561
29.84958;663.1115;2077.84
31.93104;663.1104;2090.076
32.065;663.1099;2085.84
31.93714;663.1088;2083.827
31.05839;663.1068;2088.676
31.99958;663.1063;2082.397
32.0975;663.0995;2100.152
31.79661;663.0958;2099.765
30.64479;663.0911;2117.996
31.96344;663.0911;2085.321
32.19062;663.0901;2095.793
32.07828;663.0896;2081.933
29.92438;663.0865;2063.504
31.39255;663.0849;2098.772
31.78708;663.0844;2082.927
30.995;663.0833;2112.479
31.10328;663.0828;2072.316
31.83714;663.0818;2098.692
31.2549;663.0812;2088.474
31.25292;663.0802;2109.828
29.92229;663.076;2077.752
30.3875;663.0755;2126.252
30.5987;663.0734;2104.384
31.94203;663.0729;2092.911
29.97688;663.0724;2085.679
31.60073;663.0719;2098.064
30.28302;663.0714;2105.253
32.04515;663.0714;2104.354
31.44057;663.0604;2102.264
32.05917;663.0599;2103.071
31.52177;663.0599;2095.122
31.19104;663.0588;2097.789
32.0575;663.0578;2091.335
31.79177;663.0552;2084.324
32.10656;663.0547;2094.536
31.38672;663.0541;2089.345
32.04245;663.05;2080.848
31.69615;663.0495;2086.776
31.78172;663.0479;2078.717
31.91688;663.0448;2090.191
29.70969;663.0443;2079.23
31.94563;663.0432;2106.719
31.02646;663.0432;2069.474
31.85318;663.0391;2091.362
31.84031;663.0385;2098.591
32.10573;663.037;2100.32
32.55214;663.0354;2104.902
31.27875;663.0323;2104.073
30.77323;663.0307;2109.247
31.8775;663.0297;2104.071
31.35161;663.0297;2088.504
31.61958;663.0281;2090.191
31.20026;663.0266;2108.793
31.06271;663.0261;2082.829
31.38;663.0208;2099.412
31.13412;663.0182;2112.026
30.97302;663.0182;2107.771
29.81464;663.0167;2069.708
31.98651;663.0162;2082.228
31.0176;663.014;2070.02
31.19406;663.0109;2095.874
31.21365;663.0104;2108.16
29.74922;663.0084;2076.936
28.83776;663.0084;2068.585
31.11833;663.0078;2088.113
32.00063;663.0057;2091.169
30.46719;663.0031;2074.989
30.49172;663.0026;2094.605
31.84818;663.0021;2100.13
32.38636;663.0021;2095.192
31.9488;663.0005;2097.583
29.79797;662.9984;2079.912
30.40698;662.9927;2084.669
31.76979;662.9922;2120.924
31.86901;662.9911;2091.177
31.14463;662.9906;2107.63
30.99995;662.9901;2070.452
31.54443;662.9891;2096.451
28.77479;662.986;2065.984
32.16167;662.9849;2085.32
31.65688;662.9792;2083.969
31.23792;662.9771;2084.781
31.67349;662.976;2098.015
31.79323;662.9755;2081.689
30.7512;662.975;2099.254
31.25833;662.9745;2086.118
31.22656;662.9745;2079.548
31.1924;662.9739;2098.663
30.94687;662.9739;2069.611
31.98219;662.9714;2100.488
32.09594;662.9708;2105.995
29.59505;662.9698;2073.566
31.43714;662.9677;2104.886
30.52891;662.9661;2106.599
31.17604;662.9646;2065.02
30.28708;662.9636;2116.654
31.93422;662.9636;2093.118
31.85849;662.9615;2078.505
29.99229;662.9615;2063.884
32.07484;662.9578;2107.363
31.03615;662.9578;2067.769
31.94182;662.9573;2086.457
31.70646;662.9568;2097.789
31.75505;662.9542;2083.521
31.53948;662.9495;2090.435
29.7225;662.9495;2070.459
28.69719;662.9484;2068.413
31.1799;662.9469;2077.487
32.40875;662.9459;2088.243
30.47078;662.9453;2104.116
32.03016;662.9443;2095.321
31.38286;662.9422;2091.325
31.86026;662.9365;2089.538
29.73443;662.9365;2075.641
31.11682;662.9359;2095.79
30.36865;662.9344;2115.273
31.84135;662.9344;2101.777
31.58682;662.9328;2114.513
31.77797;662.9328;2093.207
30.45365;662.9313;2100.188
32.02489;662.9297;2081.058
31.00396;662.9286;2075.563
31.93724;662.9281;2096.326
31.16292;662.9255;2099.492
32.1213;662.925;2096.298
32.12037;662.9245;2104.232
32.05312;662.9208;2094.609
31.02766;662.9188;2086.557
31.85078;662.9188;2085.847
31.32198;662.9172;2100.378
31.95026;662.9172;2098.929
31.15516;662.9161;2089.371
30.50438;662.9141;2101.677
31.79422;662.9109;2075.958
32.02672;662.9078;2083.412
31.555;662.9073;2100.215
30.95745;662.9068;2107.405
29.9276;662.9057;2070.76
30.42104;662.9026;2099.499
31.48313;662.9026;2089.938
31.05807;662.9016;2070.864
31.08135;662.9011;2100.814
31.30328;662.8969;2093.848
31.75823;662.8932;2100.352
31.09339;662.8927;2088.631
29.5499;662.8922;2076.049
32.06208;662.8917;2098.171
31.96479;662.8901;2098.651
32.11656;662.8875;2081.596
31.45229;662.8859;2108.331
29.70359;662.8839;2077.779
31.32688;662.8834;2094.833
31.79245;662.8807;2092.371
31.2901;662.8792;2080.442
31.41672;662.8781;2097.647
31.47594;662.8745;2085.303
30.43307;662.8734;2104.121
29.95234;662.8734;2069.181
30.53885;662.8729;2122.037
32.04656;662.8729;2084.985
30.62682;662.8708;2103.891
30.91443;662.8677;2101.634
32.04417;662.8672;2108.501
30.30313;662.8661;2108.748
31.04896;662.8651;2067.661
29.82594;662.8646;2118.75
31.90521;662.8641;2093.082
32.13682;662.8625;2091.067
32.10792;662.8604;2096.164
31.64354;662.8594;2094.115
32.30479;662.8588;2089.313
32.04995;662.8531;2089.174
32.03495;662.8531;2087.329
31.04552;662.8526;2071.972
31.81656;662.8489;2090.836
31.66432;662.8479;2090.939
31.11953;662.8474;2091.209
30.72365;662.8443;2122.359
30.39255;662.8432;2108.671
29.74354;662.8432;2079.203
31.20411;662.8417;2101.47
32.03786;662.8344;2083.537
29.78396;662.8318;2103.634
31.68964;662.8318;2087.41
31.74438;662.8281;2079.872
30.98255;662.8281;2064.807
32.15656;662.8276;2087.081
31.09281;662.8265;2080.04
30.73797;662.8255;2077.161
30.58714;662.8224;2094.939
29.80594;662.8209;2070.94
32.3399;662.8198;2090.681
31.81953;662.8193;2097.598
31.84562;662.8187;2092.851
30.93656;662.8182;2084.886
32.10297;662.8167;2099.079
31.69302;662.8162;2080.156
29.51391;662.8151;2080.287
31.94521;662.8141;2098.476
31.74042;662.8141;2087.079
31.75594;662.8125;2076.174
29.88703;662.8109;2094.806
29.63974;662.8104;2074.228
33.05583;662.8088;2064.897
30.0401;662.8088;2063.425
30.94687;662.8036;2092.096
30.83604;662.8036;2070.915
30.74729;662.801;2098.583
32.02474;662.7985;2092.951
31.70708;662.7927;2083.859
30.93287;662.7917;2088.684
31.24786;662.788;2089.18
30.45995;662.7864;2111.761
31.47161;662.7828;2083.607
31.76641;662.7823;2084.14
31.8263;662.7802;2087.771
31.82948;662.7781;2082.871
30.54474;662.7766;2084.83
31.81802;662.7755;2088.33
31.9749;662.7734;2090.762
31.19281;662.7703;2090.077
32.05198;662.7667;2084.719
31.79849;662.7656;2084.442
30.26625;662.7651;2122.415
29.88807;662.764;2099.855
29.84771;662.764;2070.415
31.28776;662.762;2094.985
31.76505;662.762;2085.383
32.00911;662.7615;2081.064
31.74453;662.7589;2082.056
29.53469;662.7589;2067.677
31.09031;662.7584;2077.577
31.3101;662.7557;2111.74
30.74604;662.7547;2106.33
31.9675;662.7531;2088.749
31.37313;662.7521;2107.275
29.50745;662.7521;2075.585
31.09172;662.7505;2076.969
31.09453;662.7495;2067.206
29.91906;662.7474;2057.779
30.68203;662.7463;2088.186
31.70531;662.7463;2079.238
29.61312;662.7463;2076.155
30.50469;662.7453;2082.003
31.91635;662.7391;2097.323
30.37536;662.738;2119.757
30.79359;662.738;2092.955
31.76083;662.7375;2089.446
30.99135;662.736;2074.008
32.07557;662.7338;2103.058
31.86495;662.7333;2083.154
31.53089;662.7328;2105.667
30.99411;662.7297;2092.491
32.01239;662.7276;2088.912
31.8025;662.7271;2082.966
30.68792;662.7255;2115.786
31.165;662.7239;2080.146
29.96672;662.7224;2080.167
31.90943;662.7208;2088.977
31.88693;662.7208;2086.725
30.55005;662.7198;2074.839
32.5924;662.7161;2091.684
29.98073;662.7094;2104.292
29.75229;662.7042;2074.831
32.02979;662.7037;2107.219
30.49;662.7026;2110.334
31.98865;662.6964;2083.199
29.9263;662.6927;2091.829
32.02021;662.6922;2102.323
29.80901;662.6885;2083.99
29.77604;662.6849;2067.754
31.1363;662.6833;2083.323
29.79839;662.6813;2088.323
30.27073;662.676;2103.599
30.5651;662.6755;2100.996
31.07115;662.675;2092.376
32.1;662.6667;2101.132
30.27104;662.6661;2115.709
32.04724;662.6661;2094.043
31.7325;662.6651;2089.155
29.53963;662.6651;2073.7
30.90146;662.6589;2095.798
31.51943;662.6573;2087.464
31.20609;662.6568;2092.958
32.17963;662.6542;2084.464
32.14906;662.6531;2099.753
32.44604;662.6521;2103.317
31.90286;662.6516;2082.338
31.39292;662.6479;2091.934
31.18719;662.6479;2083.818
31.99297;662.6458;2093.243
31.43312;662.6443;2089.896
30.7438;662.6432;2095.844
30.79552;662.6432;2086.167
31.66463;662.6385;2101.813
31.52448;662.6365;2083.98
31.68432;662.6307;2085.267
32.03016;662.6229;2080.576
31.64453;662.6182;2079.296
