K5PC5CH.OP;K5PCV5I.PV;K5T4.PV;K5T18_2.PV;K5PC6CH.OP;K5T9_2.PV;K5PCV6I.PV;K5T10_1.PV;K5T10_2.PV
50.60625;96.90141;135.2038;91.8525;62.31495;28.06781;97.48042;101.8685;106.479
53.04693;97.01041;135.2006;86.66979;63.9525;23.3776;97.03505;43.60667;104.8146
50.56547;96.90828;135.1959;91.24479;62.29703;28.88094;97.47813;101.934;106.4425
53.13266;97.02161;135.1934;86.77292;63.93781;23.65927;97.02995;43.51875;104.4114
53.1126;97.01037;135.1933;86.66896;63.9826;23.45177;97.02651;43.58656;104.7133
50.47922;96.89198;135.1882;91.89854;62.32807;29.56479;97.48521;101.9613;106.6394
55.98208;96.99682;135.1818;86.7802;66.73917;23.79333;97.02187;43.39135;103.9915
53.15641;97.02323;135.1777;86.43354;63.94526;24.33302;97.03297;43.3274;104.3393
53.13208;97.00771;135.1754;86.62854;63.93854;24.21938;97.02604;43.56688;104.5511
53.13839;97.02276;135.1727;86.96396;63.92906;25.34021;97.03672;43.4451;104.3163
53.28;97.00864;135.1716;86.78291;63.98271;24.06271;97.03979;43.67688;104.5387
53.11948;97.03661;135.1679;86.45895;63.93026;24.50739;97.02526;43.37906;104.5086
52.84292;97.02969;135.1621;86.1225;63.57286;24.19604;97.02443;43.37667;104.7441
53.11505;97.02292;135.1609;86.49541;63.93224;23.62156;97.01765;43.55437;104.3702
52.8688;97.08214;135.1589;86.11584;63.51948;23.83198;97.1051;42.97573;104.6554
53.13391;97.0051;135.1566;86.81792;63.94333;23.76385;97.03245;43.66021;104.5381
52.51453;97.08453;135.1532;86.1375;63.48766;23.86969;97.10177;42.99552;104.6836
53.2187;97.01401;135.1499;86.92188;63.96083;23.61635;97.04224;43.63708;104.4567
52.60771;96.73662;135.1484;86.21438;63.53484;24.58083;97.14875;42.6376;104.6343
53.00979;97.01308;135.1481;86.52521;63.94724;23.72531;97.00906;43.59031;104.5225
53.05375;97.02333;135.1477;86.86417;63.93979;23.9001;97.02979;43.49375;104.4713
53.14766;97.00912;135.1475;86.61687;63.95917;24.20125;97.01849;43.60646;104.5332
53.17219;97.01063;135.1461;86.90104;63.96724;23.42281;97.03797;43.61521;104.4756
53.14375;97.01396;135.1428;87.02812;63.96245;24.00177;97.04427;43.43969;104.451
53.30776;97.92365;135.1404;89.50166;64.48125;26.92469;97.54583;103.6801;107.2153
52.73375;97.0838;135.1361;86.14021;63.50099;23.54938;97.09963;42.97886;104.6109
53.12062;97.02068;135.1353;86.95458;63.95755;25.29604;97.03318;43.49594;104.3789
52.76927;96.94885;135.1325;86.32813;63.53411;25.12802;97.14057;42.71417;104.7077
53.48057;97.92005;135.1297;89.85291;64.48021;26.48677;97.55193;103.9271;107.406
52.64458;97.08031;135.1281;86.18979;63.52885;24.37635;97.11521;42.88104;104.6212
53.14235;97.02287;135.1246;86.6627;63.94677;23.29885;97.03088;43.52281;104.3931
52.74875;96.66047;135.1244;86.45208;63.55146;24.99344;97.16177;42.2574;104.534
53.19297;97.00495;135.1236;87.1125;63.9375;24.42385;97.04745;43.59802;104.5952
51.11833;96.79177;135.1208;88.1175;62.26661;23.3299;96.79125;51.93094;104.8283
53.13375;97.01511;135.1174;86.65459;63.93135;24.04615;97.00886;43.57708;104.4969
53.6762;97.92573;135.109;89.69708;64.48146;27.10219;97.55531;103.7919;107.21
53.23859;97.01771;135.1066;86.94917;63.97854;24.22031;97.02146;43.4901;104.5352
53.25807;97.01813;135.1061;86.97166;63.93604;24.66344;97.04667;43.46167;104.3919
52.75338;97.02734;135.1048;86.07771;63.5462;23.37417;97.04057;43.34927;104.3417
53.06635;97.02068;135.1044;86.38479;63.92104;23.4799;97.02692;43.54802;104.4608
53.09193;97.01599;135.103;86.93833;63.95318;24.73469;97.03323;43.56042;104.4136
52.99287;97.02771;135.0971;86.22604;63.93734;23.08344;97.01583;43.50531;104.5515
53.21104;97.02843;135.0922;86.34875;63.93844;23.32333;97.01823;43.55938;104.4814
53.115;97.03719;135.0903;86.44417;63.94271;24.44177;97.02396;43.40083;104.5018
52.90479;97.02859;135.0858;86.11792;63.56448;23.75156;97.03838;43.335;104.6606
52.73672;96.65938;135.0835;86.42416;63.54745;24.96031;97.15573;42.21906;104.5301
52.66912;97.02531;135.082;86.13854;63.52287;23.52708;97.0325;43.30823;104.6211
50.65302;96.90697;135.0815;91.35146;62.28901;28.96437;97.4726;101.8945;106.3669
50.62427;96.90255;135.081;91.8825;62.30969;27.87365;97.48161;101.8585;106.4805
52.64854;97.08479;135.0788;86.22896;63.52365;24.17792;97.10755;42.78646;104.5425
54.03386;96.07646;135.0786;93.46645;65.56834;27.68312;97.01771;63.13917;105.0057
53.14391;97.01089;135.0751;86.60062;63.93823;24.27188;97.01094;43.58187;104.55
53.10271;97.03547;135.0707;86.45354;63.94203;24.19489;97.02089;43.26521;104.3794
52.76677;97.07599;135.067;86.18105;63.53255;24.56354;97.10938;42.83625;104.7146
52.54557;96.96037;135.0638;86.27292;63.53839;25.49813;97.14146;42.67833;104.7162
52.76292;97.02104;135.0548;86.11771;63.5612;23.85271;97.04229;43.39594;104.7094
53.01437;97.03291;135.0532;86.52187;63.94365;24.10073;97.02688;43.32771;104.4772
52.61094;96.65297;135.0475;86.45208;63.51547;25.11646;97.15505;42.32063;104.5384
53.06344;97.03584;135.0432;86.39812;63.89292;24.70396;97.03088;43.38313;104.4897
53.24505;97.03005;135.0428;86.29375;63.8637;23.59104;97.01443;43.37104;104.555
53.28224;97.00021;135.0382;86.32584;64.05417;24.05573;97.01677;43.55583;104.2562
50.57307;96.89594;135.0357;91.89896;62.31599;29.31198;97.49172;101.9145;106.5329
50.58208;96.89365;135.0347;91.62041;62.30516;28.55583;97.47354;101.8539;106.4353
53.34589;97.00604;135.0238;86.70438;63.93557;23.9675;97.04229;43.63969;104.5136
53.08562;97.00526;135.0229;86.41187;63.90453;23.83375;97.01318;43.6325;104.4504
53.14292;97.02974;135.0185;86.33625;63.925;24.46219;97.0326;43.31021;104.3795
52.74193;96.97297;135.0159;86.1725;63.5338;25.24448;97.13943;42.63646;104.6415
52.82885;97.02734;135.0145;86.52875;63.89885;24.22062;97.0276;43.3624;104.5259
54.97573;97;135.0079;86.44791;65.92807;24.1249;97.01771;43.47479;104.0998
52.72464;97.06953;134.9995;86.21708;63.53031;22.51604;97.07969;43.165;104.6832
52.80162;97.03354;134.9944;86.15021;63.52391;23.83844;97.02692;43.34875;104.3955
53.17573;97.00208;134.9937;86.33604;63.93802;23.78812;97.02182;43.6099;104.3707
52.8412;96.7226;134.9902;86.16583;63.55188;24.32708;97.15338;42.60031;104.5731
50.58234;96.8961;134.9864;91.31709;62.31469;29.34083;97.47912;101.8673;106.4435
54.09286;96.08245;134.9804;93.40104;65.54526;27.34979;97.01563;63.15156;104.9309
53.0638;97.02385;134.9779;86.33666;63.9176;24.01813;97.03589;43.31865;104.2997
52.7324;97.07958;134.9775;86.22708;63.53984;24.1776;97.11729;42.77021;104.4129
52.86469;97.02657;134.9768;86.06355;63.54;23.23698;97.03422;43.3251;104.387
50.41;96.91479;134.9733;91.29417;62.32286;29.12604;97.47162;101.7535;106.2217
52.63813;96.65849;134.9721;86.27146;63.52984;23.8324;97.14896;41.99469;104.4661
52.76052;97.08537;134.9678;86.07125;63.51547;24.14021;97.09865;42.96958;104.7243
53.19828;97.02771;134.9667;86.34292;63.91021;24.32448;97.01828;43.31604;104.3434
52.58187;97.01968;134.9664;86.08437;63.54214;23.83208;97.04464;43.35313;104.6818
52.90766;97.03151;134.9662;86.53604;63.92266;24.38938;97.02318;43.37386;104.5098
53.15964;97.03188;134.9642;86.42271;63.95813;24.31125;97.02838;43.35688;104.4179
50.50838;96.91297;134.9626;91.25896;62.30344;29.04812;97.46766;101.9542;106.2777
50.70042;96.88854;134.9612;91.69209;62.34406;28.93969;97.47865;101.7982;106.5557
52.67177;97.08203;134.9435;86.16187;63.52948;24.68198;97.10938;42.84854;104.7081
52.7387;97.06776;134.9433;86.17937;63.52656;24.21406;97.03558;43.06937;104.7179
52.63297;96.65677;134.9419;86.38667;63.5362;24.84427;97.15948;42.17052;104.4683
50.67349;96.92083;134.9401;90.81895;62.33193;28.89448;97.46693;101.662;106.2217
54.10792;96.08469;134.9384;93.19312;65.55146;27.1401;96.99979;63.05604;104.7805
52.76031;96.65495;134.9312;86.23792;63.5212;24.50344;97.15369;41.98989;104.4541
52.85568;96.66338;134.9271;86.25875;63.52505;24.51427;97.15552;42.30958;104.4605
54.10766;96.09323;134.9265;93.12479;65.5714;27.01125;97.00698;63.10281;104.8506
52.70432;96.66745;134.9185;86.17959;63.53214;24.89458;97.14359;42.39323;104.4518
52.74479;97.03125;134.9183;86.09563;63.53765;23.58323;97.02281;43.37542;104.3925
52.73703;97.05953;134.9153;86.13104;63.52859;23.88885;97.11396;42.73302;104.3821
52.61766;96.97844;134.9151;86.04146;63.53359;24.74385;97.13453;42.61948;104.5783
52.71906;97.07735;134.913;86.27646;63.5425;23.485;97.07667;43.10062;104.7402
52.72651;96.6687;134.9114;86.24958;63.53255;25.06323;97.1498;42.34333;104.4586
52.58906;96.6451;134.9113;86.2802;63.51651;23.98146;97.1412;41.88937;104.4326
52.78062;97.06875;134.9106;86.28125;63.54187;24.16729;97.06401;43.16667;104.7884
52.76479;96.66631;134.9075;86.23917;63.53922;24.78479;97.1501;42.37229;104.4788
53.19828;97.03203;134.9069;86.35375;63.94844;24.59115;97.02318;43.36438;104.4534
52.77594;96.66734;134.8976;86.23312;63.51547;25.01781;97.15942;42.35573;104.4282
52.78625;97.06687;134.8948;86.10229;63.50104;24.31781;97.03984;43.08479;104.6734
52.74771;96.66865;134.8881;86.10667;63.58302;23.93927;97.15354;42.45469;104.5399
52.9012;97.08281;134.8824;86.02125;63.53328;24.69375;97.09927;42.93302;104.6519
52.70995;96.66203;134.8818;86.39188;63.54313;24.81479;97.15802;42.3126;104.5173
52.65042;97.08688;134.8788;86.12;63.50484;22.97656;97.09552;43.04594;104.6183
52.72557;97.02386;134.8781;86.03188;63.55005;23.36188;97.03261;43.33448;104.7219
52.69635;97.01979;134.877;86.07584;63.52182;24.45604;97.12323;42.54698;104.4096
50.42229;96.8913;134.876;91.50584;62.31187;29.54646;97.47859;101.879;106.4069
52.91729;96.65907;134.8746;86.28125;63.51745;24.40438;97.15583;42.33594;104.4464
53.495;97.92359;134.8745;89.29979;64.49713;27.27594;97.54755;103.7177;107.1947
52.57422;96.67474;134.8702;86.1225;63.52677;24.15802;97.14552;42.51302;104.5501
50.51714;96.89401;134.8666;91.77146;62.34693;29.29719;97.47849;101.8092;106.4793
53.30354;97.02865;134.8636;86.29104;63.90776;24.09458;97.02125;43.28156;104.2387
52.84646;97.02948;134.8587;86.08271;63.51563;23.45208;97.03709;43.39667;104.4829
52.77438;96.64984;134.8553;86.22979;63.49807;24.62188;97.14468;41.70635;104.386
50.49328;96.91901;134.8506;91.07271;62.32401;29.21083;97.46656;101.6507;106.1648
52.7113;96.66953;134.85;86.13313;63.53917;23.84927;97.15677;42.53188;104.5157
52.81734;97.07932;134.85;86.01833;63.51432;23.28177;97.09531;43.03761;104.578
53.18411;97.03265;134.8497;86.28125;63.89052;24.5325;97.01667;43.39302;104.489
52.68943;97.05187;134.8445;85.82916;63.49641;23.81167;97.04;43.03115;104.43
52.8061;97.04651;134.8403;85.93792;63.49703;24.4326;97.02458;43.03688;104.3355
52.64412;97.02953;134.8349;86.06145;63.54297;23.08656;97.02391;43.36958;104.391
52.72932;96.66771;134.8273;86.11584;63.54542;24.49333;97.14552;42.37885;104.473
52.6;97.05688;134.826;85.96709;63.56943;23.81354;97.11177;42.69542;104.3307
52.90162;97.07573;134.8254;86.21625;63.53755;23.9849;97.03542;43.06792;104.6434
52.72458;97.0863;134.8228;86.08417;63.53594;24.79156;97.09985;42.91302;104.6798
50.58151;96.92703;134.8188;91.28521;62.29755;29.82438;97.44406;101.6948;106.1752
52.64672;96.6525;134.8159;86.21938;63.50438;24.79052;97.14442;42.02052;104.4807
53.14745;97.02922;134.8149;86.40125;63.92417;24.00813;97.02792;43.27292;104.3869
52.70229;97.0438;134.8148;86.06959;63.53682;24.80948;97.1076;42.71927;104.4665
52.53792;97.03036;134.8125;86.0975;63.51573;24.80656;97.11672;42.6251;104.4989
52.73469;96.65693;134.8024;86.32458;63.5512;24.44062;97.1526;42.06354;104.4316
52.64359;97.08031;134.8015;86.005;63.51807;23.62625;97.09042;43.00302;104.5471
52.86146;97.02354;134.8006;86.02813;63.53552;23.045;97.03365;43.28646;104.4863
50.54365;96.92302;134.7967;91.03438;62.33094;28.78167;97.47776;101.5888;106.1506
52.57469;97.07104;134.7937;86.24729;63.52583;24.58156;97.06224;43.13875;104.7615
50.43276;96.92766;134.7906;90.95104;62.33901;29.28583;97.46214;101.7804;106.3002
50.6226;96.9212;134.7882;91.03188;62.32505;28.005;97.45563;101.6298;106.4044
52.56276;96.66125;134.7869;86.36542;63.49417;25.20885;97.14016;40.87927;104.2506
52.62703;96.65354;134.7858;86.38563;63.5325;24.92281;97.15542;42.33396;104.4966
52.89115;97.025;134.7856;86.07479;63.51786;23.54198;97.02745;43.46146;104.5814
52.80208;97.07484;134.7828;86.14292;63.565;22.4776;97.08172;43.08239;104.5857
52.74313;97.02312;134.7806;86.17479;63.52234;24.73146;97.12443;42.59469;104.599
52.77666;96.65552;134.7762;86.25375;63.51641;25.09312;97.15198;41.9449;104.4671
54.11255;96.08573;134.7759;93.16688;65.52797;27.75625;96.99557;62.97313;104.718
52.72703;97.05422;134.7722;85.92979;63.51651;23.62802;97.03651;43.09177;104.6017
52.65286;96.65495;134.7706;86.23605;63.53276;24.61167;97.16609;42.33958;104.397
52.66818;96.65688;134.7674;86.27708;63.52859;24.37625;97.15542;42.3251;104.42
50.62495;96.89599;134.7671;91.73917;62.33021;29.49792;97.48266;101.7745;106.396
52.6513;97.04391;134.7656;85.85583;63.52964;24.41156;97.01537;43.03823;104.229
52.80031;97.06021;134.7634;85.99458;63.51115;23.65187;97.03593;43.0924;104.6783
52.66636;97.02531;134.7542;86.19209;63.52042;24.78146;97.12526;42.55677;104.5068
50.42073;96.92281;134.7509;90.91792;62.34229;29.46885;97.46265;101.8248;106.2977
50.36375;96.92188;134.7417;91.36625;62.28531;28.93698;97.44604;101.6956;106.2992
52.65339;97.07276;134.741;86.26479;63.55328;24.46833;97.04713;43.08802;104.6349
50.55766;96.92151;134.7397;91.19229;62.32463;29.63646;97.4387;101.7214;106.2031
53.10625;97.0337;134.7393;86.24479;63.95734;23.98896;97.03755;43.24677;104.2473
50.47313;96.92036;134.731;91.0725;62.33833;29.4749;97.46505;101.6736;106.0673
50.58234;96.91714;134.7299;90.98209;62.30802;28.21385;97.44958;101.6318;106.3556
52.6575;97.05984;134.7227;85.92729;63.54615;24.52969;97.11562;42.68177;104.3421
50.32073;96.7951;134.7172;87.67146;61.53312;23.22208;96.78479;51.96198;104.7584
50.44568;96.92229;134.7161;91.37271;62.28505;28.32635;97.4413;101.6821;106.3889
52.69938;96.66187;134.7155;86.30666;63.50432;25.57875;97.14083;40.87865;104.2635
52.86057;97.04557;134.7101;85.79417;63.5013;24.56042;97.0163;42.99531;104.236
50.51349;96.92234;134.7044;90.91646;62.33167;29.59333;97.46391;101.7232;106.216
52.80745;97.00339;134.7022;85.98646;63.51213;24.13188;97.13203;42.65083;104.4328
52.80495;96.97776;134.6971;86.04375;63.50666;24.3176;97.13828;42.62938;104.4947
52.57042;97.04578;134.6971;85.73167;63.53953;23.93708;97.0437;42.97115;104.3134
52.76062;97.04219;134.6829;85.94666;63.53568;24.21292;97.01006;43.10802;104.3601
52.66125;97.06802;134.6805;86.14396;63.53188;23.2599;97.08802;42.99812;104.4276
52.65297;97.07589;134.6784;86.18333;63.52489;24.6749;97.04761;43.08521;104.6441
52.68766;97.08078;134.6777;86.06521;63.51823;23.99833;97.09307;43.04688;104.4903
52.63927;97.04927;134.6722;86.01125;63.51948;24.6925;97.12016;42.66042;104.4234
50.58422;96.9262;134.6716;91.15021;62.30838;28.30198;97.4437;101.7087;106.1247
52.6337;97.03599;134.6703;86.06625;63.56344;23.50687;97.02287;43.30437;104.3829
52.82802;96.66213;134.6695;86.35333;63.50432;24.93344;97.13937;40.81854;104.2351
50.49943;96.91604;134.6684;91.08334;62.33693;29.20667;97.46912;101.6043;106.05
50.6037;96.92151;134.6617;91.15354;62.31922;29.80208;97.44115;101.7239;106.1346
52.88271;97.07682;134.6549;86.25562;63.56401;24.79042;97.04526;43.11469;104.6323
50.59156;96.91782;134.6497;90.97375;62.33286;28.675;97.46;101.6567;106.2825
52.60958;97.07177;134.6434;86.08938;63.51979;23.36188;97.10474;42.95104;104.4156
52.74198;97.07136;134.639;86.03896;63.53547;23.66958;97.09865;42.98792;104.4192
50.67047;96.92438;134.6387;91.24229;62.31167;29.24156;97.4436;101.6712;106.0654
52.69927;96.66615;134.6381;86.31208;63.48156;24.94271;97.13771;40.76219;104.2284
48.92719;96.92385;134.6334;91.02229;60.59271;28.28458;97.43459;101.7882;106.2651
52.83375;97.92396;134.6274;89.10875;63.96688;26.91656;97.55833;103.8011;107.2348
52.80359;97.04557;134.6208;85.81604;63.52458;23.93448;97.01734;43.06677;104.331
52.78427;96.65448;134.6138;86.25771;63.52651;24.30958;97.14833;41.52636;104.3397
52.71297;97.03958;134.6111;85.71584;63.53698;24.27396;97.03589;42.98448;104.2577
54.07667;96.0838;134.6071;93.13896;65.51198;27.49594;97.00214;62.96479;104.6223
52.73234;97.03828;134.6067;85.81854;63.51937;24.02552;97.0225;43.1274;104.3708
52.81995;97.03016;134.6044;85.94542;63.54156;23.1225;97.02422;43.24635;104.3477
52.66359;97.07385;134.6041;86.18167;63.52234;24.82552;97.04625;43.07813;104.6734
52.58334;96.66537;134.5966;86.18896;63.52052;25.49865;97.1362;41.04698;104.2387
52.67484;96.66183;134.585;86.25063;63.49516;24.17917;97.1512;41.41479;104.1868
51.95245;97.78474;134.5825;89.37875;62.94094;27.80323;97.54979;103.6947;107.161
50.58688;96.91583;134.5821;90.7;62.33234;29.65521;97.4713;101.6806;105.9825
52.88104;97.03479;134.5758;85.84729;63.53729;23.88198;97.0174;43.16906;104.2643
52.73193;97.04192;134.5749;85.84062;63.51422;24.10396;97.01651;43.08125;104.3153
50.60917;96.91557;134.567;90.81541;62.33344;29.11635;97.46416;101.6865;106.2349
51.98885;97.85703;134.5489;89.37104;62.96469;27.25687;97.5475;103.7529;107.2708
50.56104;96.92219;134.5477;90.93625;62.34828;29.68677;97.46208;101.5842;106.1365
52.22693;97.67927;134.5359;89.58312;62.89635;25.77167;97.54922;103.3107;107.4431
52.71011;96.65765;134.5265;86.19083;63.53927;24.04563;97.14542;41.18969;104.3099
52.75172;96.65859;134.5198;86.135;63.51557;24.26333;97.14047;41.10563;104.2649
53.26026;97.02922;134.5166;86.20187;63.93661;24.05594;97.03208;43.25146;104.2179
52.8413;96.66489;134.5068;86.23604;63.46427;24.53219;97.14256;40.71646;104.2555
52.02469;97.84839;134.4946;89.46875;62.89109;26.90344;97.55255;103.7529;107.4063
50.56411;96.91766;134.4882;91.10542;62.33562;29.47448;97.46448;101.6227;106.1797
51.93573;97.79833;134.4882;89.42875;62.95807;27.3499;97.5489;103.6986;107.2285
53.11943;97.03578;134.4849;86.085;63.96687;23.85104;97.01911;43.2325;104.2771
52.6899;96.6512;134.4831;86.2475;63.47547;24.12313;97.14391;41.30552;104.3731
51.58526;97.85349;134.4826;89.42083;62.91088;27.01011;97.54172;103.7553;107.3304
51.97104;97.66927;134.4744;89.72896;62.90865;25.74385;97.55594;103.3349;107.5026
52.70464;96.6612;134.4704;86.24438;63.46771;23.95104;97.15;40.4925;104.3261
52.89042;97.03088;134.4688;86.13292;63.96271;23.84854;97.025;43.19812;104.2409
51.945;97.86662;134.4471;89.46313;62.87245;27.4526;97.54969;103.8926;107.3378
52.75344;96.65157;134.4443;86.48937;63.47495;24.92198;97.16682;93.10979;104.2107
52.05114;97.67443;134.4397;89.74521;62.90969;26.17521;97.55651;103.4088;107.4987
54.16412;96.09297;134.4329;92.88812;65.53979;27.14792;97.00083;62.90927;104.5222
52.05807;97.71427;134.414;89.47625;62.95719;26.76281;97.55417;103.473;107.3451
52.80526;96.66146;134.409;86.35458;63.48615;24.58354;97.1588;45.31292;104.0585
52.22995;97.68224;134.3997;89.57542;62.9362;26.40917;97.57104;103.2175;107.3505
54.12594;96.08396;134.3928;92.82625;65.50859;27.62792;96.98708;62.79615;104.3556
52.73802;96.665;134.3883;86.1425;63.4938;24.91125;97.13515;41.11406;104.2645
53.99943;96.09021;134.3876;92.74979;65.51765;27.13365;96.98771;62.8275;104.4007
51.74156;97.80177;134.3821;89.50896;62.94135;27.73094;97.54568;103.729;107.3017
52.72719;96.65234;134.3782;86.42958;63.50255;24.93104;97.15823;89.88989;104.1475
52.10776;97.66937;134.3747;89.70104;62.95781;25.96667;97.55386;103.2809;107.4294
51.94245;97.69151;134.3702;89.62229;62.9087;25.93958;97.55646;103.3061;107.38
51.96088;97.67698;134.3691;89.67;62.92021;25.94188;97.54422;103.3542;107.4816
52.6599;96.65312;134.3592;86.45375;63.4924;24.92281;97.16412;93.99;104.1633
52.12219;97.6913;134.3579;89.71812;62.93636;26.93729;97.55666;103.398;107.3091
52.01156;97.8763;134.3568;89.42625;62.94755;28.14281;97.53719;103.8815;107.3068
51.81807;97.68797;134.3507;89.6575;62.93146;26.97573;97.55875;103.2991;107.3475
52.10588;97.88167;134.3503;89.41917;62.94839;27.95073;97.54547;103.8644;107.3025
52.02609;97.84401;134.3464;89.47979;62.92547;26.85271;97.54672;103.6991;107.4114
51.8876;97.89672;134.3453;89.28313;62.90552;27.6501;97.54875;103.8711;107.1091
52.14203;97.86166;134.3407;89.43417;62.96646;27.8249;97.5475;103.8033;107.2867
51.94584;97.67932;134.339;89.6575;62.9212;25.53281;97.5513;103.345;107.482
54.13276;96.08328;134.3382;93.01146;65.51078;27.88469;96.98849;62.73385;104.2116
47.82787;96.92709;134.3325;90.99438;59.63443;28.43833;97.44693;102.008;106.328
52.21;97.86922;134.3281;89.49667;62.88542;27.85771;97.54588;103.8504;107.3318
52.16198;97.71188;134.3261;89.55458;62.9501;26.4875;97.54849;103.4683;107.3183
52.12885;97.88349;134.3232;89.44396;62.94885;28.16833;97.54854;103.8251;107.2832
51.83682;97.905;134.3146;89.1975;62.95063;27.13427;97.54922;103.8431;107.1558
51.9674;97.88349;134.3072;89.44083;62.96589;28.14177;97.55594;103.8316;107.3275
51.88896;97.70552;134.3048;89.6423;62.94151;26.5649;97.55666;103.3993;107.4196
51.86031;97.70261;134.3037;89.60083;62.92448;26.5724;97.5487;103.4117;107.35
51.96292;97.69547;134.2944;89.69583;62.92005;26.45344;97.54807;103.4736;107.4727
51.91531;97.78635;134.2942;89.45084;62.93307;27.77583;97.55323;103.7081;107.1709
52.7099;96.66229;134.2816;86.30354;63.4724;23.84031;97.15234;40.5276;104.2744
51.97271;97.8088;134.2758;89.52375;62.92422;27.59896;97.54704;103.7443;107.249
51.82312;97.81604;134.2748;89.51896;62.90839;26.64625;97.54286;103.7364;107.3356
51.81672;97.77141;134.2681;89.41688;62.96188;27.49875;97.55109;103.5681;107.2396
51.95641;97.89281;134.2667;89.39625;62.93911;28.0449;97.55318;103.8553;107.3222
51.76932;97.70922;134.2664;89.4698;62.96917;27.31542;97.55156;103.4868;107.3605
51.93104;97.82224;134.2641;89.51041;62.9862;26.67823;97.55495;103.6865;107.3426
53.95505;96.08703;134.259;92.82521;65.49698;27.51063;96.97562;62.66813;104.1186
51.77099;97.90693;134.2557;89.13;62.99828;27.21417;97.55854;103.9505;107.1836
52.00828;97.82318;134.2519;89.52896;63.00271;27.50656;97.54547;103.6901;107.4231
51.9237;97.83688;134.2496;89.46542;62.92354;27.75635;97.5449;103.7068;107.3745
51.86464;97.8251;134.2489;89.49458;62.94005;28.21104;97.55151;103.7139;107.4217
51.96214;97.71682;134.2482;89.52333;62.9276;27.60583;97.55651;103.4708;107.3323
52.79438;96.66125;134.2471;86.27042;63.42937;24.13833;97.14229;40.67083;104.2194
52.05313;97.77052;134.2349;89.48083;62.89635;27.06292;97.54938;103.6523;107.2273
51.76578;97.82542;134.2345;89.55417;62.97677;28.19094;97.54828;103.6571;107.3935
51.94099;97.66531;134.2303;89.67812;62.9664;26.37635;97.54588;103.2375;107.398
52.21016;97.89287;134.2289;89.33271;62.95187;27.99771;97.55817;103.9064;107.2526
51.85375;97.65688;134.2222;89.65292;62.94594;26.63281;97.53667;103.2398;107.2066
52.46484;97.91625;134.2201;89.09229;63.47042;26.48844;97.55828;103.7977;107.2282
51.77016;97.71761;134.2196;89.50417;62.93536;27.64896;97.55537;103.5186;107.3181
52.18229;97.89542;134.2191;89.32083;62.91948;27.86906;97.54938;103.9356;107.2081
51.71073;97.20063;134.2113;89.9902;62.80115;25.87073;97.47115;101.3921;107.2609
51.89422;97.87067;134.21;89.38583;62.93859;27.5201;97.54459;103.8077;107.2944
54.11323;96.09266;134.193;92.51688;65.50385;27.42604;96.97094;62.55448;104.0102
51.97443;97.86781;134.1886;89.42667;62.9549;27.46031;97.54115;103.8433;107.3186
51.86964;97.66666;134.185;89.70583;62.92859;26.72146;97.5524;103.3;107.3573
52.15719;97.64099;134.1798;89.66917;62.89235;27.56948;97.54979;103.1248;107.1075
51.88578;97.63136;134.1707;89.68271;62.96151;26.71906;97.54588;102.9976;107.2495
52.51359;96.65901;134.168;86.39687;63.47167;24.51656;97.17;94.39125;104.1041
52.13917;97.72214;134.163;89.48646;62.89812;27.32781;97.55344;103.612;107.2838
51.84979;97.69193;134.1604;89.73854;62.89302;26.08281;97.54662;103.515;107.496
52.13515;97.69396;134.1576;89.73604;62.91495;26.20594;97.55141;103.5114;107.4098
51.72719;97.65063;134.151;89.61875;62.95266;26.28323;97.53422;103.2379;107.1799
51.99344;97.65886;134.1509;89.73875;62.90839;26.65844;97.55052;103.2448;107.338
51.93917;97.64203;134.1501;89.71104;62.97396;27.93062;97.54219;103.1038;107.1005
52.16578;97.76526;134.1421;89.55479;62.93984;27.19427;97.5602;103.5893;107.2072
52.10286;97.66203;134.1368;89.795;62.91896;27.63625;97.54156;103.3655;107.1933
51.89448;97.60896;134.1349;89.71646;62.94318;26.77167;97.54995;102.849;107.2165
52.14016;97.77917;134.1327;89.49687;62.92667;27.58198;97.54698;103.6215;107.1946
52.13266;97.65724;134.1295;89.7125;62.91911;27.23;97.53469;103.2284;107.2109
51.77031;97.92453;134.1267;89.05937;62.90854;27.08479;97.55125;103.7935;107.101
51.99146;97.91172;134.1258;89.12833;62.94599;27.30594;97.55151;103.9139;107.2367
52.84422;96.65437;134.1251;86.2802;63.48989;24.74917;97.16901;94.64927;103.9605
51.92219;97.75542;134.1214;89.55458;62.93833;27.18177;97.55594;103.5632;107.2055
51.90667;97.65015;134.1174;89.72479;62.94125;28.01667;97.54677;103.1079;107.0957
51.92099;97.62427;134.1013;89.67104;62.91286;26.6975;97.53995;102.9088;107.1965
51.935;97.91167;134.0963;89.1425;62.92786;27.43386;97.55443;103.7925;107.16
51.75276;97.12614;134.0898;90.80125;62.85932;27.11167;97.45766;102.5252;107.5106
52.08823;97.73578;134.0894;89.53896;62.91459;27.44208;97.55229;103.559;107.2214
51.92417;97.66391;134.0891;89.74416;62.93078;27.55667;97.53766;103.2829;107.224
51.71516;97.12933;134.0844;90.65375;62.87859;27.31969;97.4712;102.4847;107.4457
51.78167;97.16724;134.0786;89.96958;62.90063;25.10406;97.46781;102.1804;107.3506
51.67948;97.19828;134.076;90.07792;62.80833;25.055;97.4762;101.417;107.2417
