K5PC5CH.OP;K5PCV5I.PV;K5T4.PV;K5T18_2.PV;K5PC6CH.OP;K5T9_2.PV;K5PCV6I.PV;K5T10_1.PV;K5T10_2.PV
31.41255;97.18359;113.147;74.76729;44.14719;27.98385;97.25021;91.28771;94.61927
39.38958;94.17297;113.146;76.40854;49.93708;17.36417;94.56484;86.85635;91.64333
39.13515;94.15791;113.1455;76.14188;49.93323;18.57042;94.60558;87.00156;91.64781
34.78427;96.98979;113.1443;75.58625;46.6274;27.52156;96.885;89.21396;93.97063
38.76193;94.14984;113.1439;76.32604;49.7625;18.31614;94.63292;87.17917;91.64073
39.12448;94.16656;113.1421;76.35062;49.81958;17.65875;94.63073;87.26688;91.54916
39.26302;94.16552;113.1389;75.87292;50.07016;19.58833;94.66937;87.16594;91.41948
31.52646;97.02401;113.1375;74.55458;44.14698;25.51927;97.0412;90.93844;93.93083
28.41609;94.53584;113.1371;73.45875;41.12276;26.45219;94.23203;82.22177;94.43781
28.60927;94.53984;113.1369;73.57333;41.11485;27.12646;94.23469;82.19938;94.39479
31.81479;97.08443;113.1359;74.93146;44.23734;26.92156;97.18042;91.25938;94.22292
31.73505;97.18037;113.133;74.78375;44.17562;27.32156;97.26756;91.41917;94.81615
31.92891;97.09605;113.1293;74.69667;44.16985;26.48479;97.18156;91.42271;94.5925
31.61635;97.05172;113.1281;74.42042;44.21271;26.30333;97.13989;91.06979;94.14365
31.67078;97.05833;113.1266;74.32813;44.15427;26.51917;97.10969;91.11448;94.14635
27.93323;94.50193;113.1245;78.55187;40.96943;23.09906;94.95167;77.03239;94.71438
29.78042;97.21229;113.1244;74.21562;42.48115;28.10302;97.44432;90.53812;94.1549
31.56276;96.99355;113.1224;74.02125;44.15599;25.70771;96.96255;90.42531;93.76636
31.99047;96.82317;113.1221;73.29542;44.2325;25.02062;96.67354;45.15104;93.44344
32.13448;97.24646;113.12;74.69063;44.18281;27.93792;97.34016;90.37209;94.61146
29.80646;97.20844;113.1195;73.95416;42.47359;28.0076;97.40667;88.2224;94.17375
38.92437;94.15542;113.119;76.40188;49.78354;18.01781;94.63026;87.19791;91.53208
29.79474;97.19109;113.1178;73.80688;42.46302;27.70667;97.37391;49.23948;94.00886
28.62677;94.52307;113.1176;72.96729;41.04146;26.8999;94.18615;81.89458;94.06802
31.48615;97.02823;113.1171;74.44375;44.14875;25.63885;97.03053;90.93291;93.97771
29.76302;97.1826;113.1146;73.78812;42.4501;28.06865;97.34245;53.26958;93.77135
31.19823;97.11693;113.1145;74.25562;44.13156;27.81208;97.15229;90.87896;94.45563
29.75411;97.21344;113.1109;74.34187;42.45479;27.39125;97.43146;89.75448;94.13323
32.145;97.10578;113.1089;74.83771;44.21427;27.08448;97.16745;91.58511;94.53802
39.21589;94.17042;113.1083;76.15459;49.69505;16.75042;94.56599;86.88823;91.40938
31.75135;97.05469;113.1078;74.26813;44.19437;25.45062;97.1312;90.91281;94.00177
31.68964;97.18578;113.1052;74.35917;44.15922;27.71052;97.2439;91.15271;94.67604
31.59396;96.91531;113.1041;74.34521;44.13854;25.82792;96.87568;87.45927;93.72511
38.97932;94.17188;113.1028;76.07083;49.88573;18.64562;94.67287;87.21438;91.54094
29.0587;97.13849;113.1016;72.64771;41.87011;27.8324;97.26714;57.7051;93.52489
29.2812;97.12614;113.1002;72.9875;41.83156;28.47135;97.22365;62.60396;93.1
31.69641;96.91042;113.0977;74.25083;44.14812;26.32906;96.89479;87.66198;93.75521
31.79099;96.90911;113.0971;74.14771;44.14391;26.17229;96.90625;87.47104;93.69167
28.57573;94.53635;113.0945;73.28333;41.07838;26.59958;94.21203;82.24792;94.22292
29.71865;97.18359;113.0941;73.88604;42.45766;28.12927;97.34599;53.26323;93.74062
29.86563;97.21938;113.0918;74.32417;42.48427;28.1101;97.42385;89.56552;94.20615
33.11151;96.97739;113.0903;75.62187;45.53203;26.12812;96.93453;90.52292;93.85344
29.73021;97.22005;113.0895;74.27541;42.46917;27.02281;97.43031;89.63084;94.17719
29.91312;97.22713;113.0863;74.04916;42.48787;28.45313;97.44463;91.29916;94.31156
39.01917;94.17484;113.0845;75.98917;49.67224;18.12177;94.64901;87.30458;91.63552
29.20885;97.12453;113.0836;72.53792;41.87229;28.07365;97.24895;60.99886;93.09427
31.50016;96.90526;113.0807;74.22938;44.14198;24.52073;96.89479;88.92573;93.74031
38.70787;94.17156;113.0806;75.84583;49.69995;18.48656;94.65927;87.06937;91.38156
29.21917;97.10573;113.078;73.39042;41.86281;27.66438;97.21625;62.33979;93.40115
29.82755;97.21651;113.0777;74.21875;42.46052;27.31094;97.43333;89.83719;94.08229
31.70031;96.90198;113.0777;74.28354;44.15688;26.7049;96.89464;87.5374;93.83625
29.18026;97.12063;113.0741;72.85188;41.8499;27.42188;97.23766;62.66281;93.38187
31.99354;96.82099;113.0734;73.31042;44.16672;24.94583;96.67573;45.18948;93.33125
28.62146;94.54198;113.0733;73.4025;41.11641;27.22323;94.21615;82.21886;94.22063
39.07349;94.15927;113.073;75.8975;49.94203;17.53271;94.60078;86.92219;91.57166
29.84776;97.205;113.0711;73.60396;42.48188;28.17552;97.40568;87.16167;94.01646
28.60349;94.53062;113.0704;73.61792;41.07042;27.17083;94.2087;82.31635;94.40865
38.83088;94.16786;113.0703;75.91625;49.8274;18.57583;94.66714;87.09885;91.44125
29.77948;97.21255;113.0676;74.12146;42.47615;28.42594;97.42714;89.49615;94.24625
29.73797;97.19;113.0663;73.71875;42.45937;26.38927;97.35234;50.40541;94.32333
31.7163;96.94255;113.0654;74.39812;44.17109;26.61635;96.8439;87.43011;93.90281
38.49865;94.17213;113.065;76.39625;49.25995;18.57313;94.64433;87.09666;91.46188
30.25838;93.70834;113.0639;72.17709;42.39927;26.88167;94.99953;89.32802;92.75645
31.45604;96.91135;113.0631;74.22938;44.16156;26.01104;96.88245;88.19907;93.69146
29.84198;97.22005;113.0628;73.90063;42.47073;27.81729;97.42958;89.99615;93.89885
28.36823;94.4986;113.0621;72.59771;41.0063;26.5001;94.14615;81.48823;93.60146
38.67958;94.17724;113.0621;75.90625;49.51844;17.64448;94.65604;87.18114;91.29531
28.46536;94.54739;113.0617;73.48479;41.05781;26.98667;94.21958;82.32531;94.43333
29.76219;97.20979;113.0612;74.15021;42.47724;26.75771;97.43964;89.88385;94.09927
31.82146;97.09386;113.0605;75.02729;44.2013;27.17146;97.18636;91.32656;94.26448
39.23859;94.17344;113.0599;75.74104;49.79005;17.61115;94.65708;87.1725;91.51312
29.78578;97.17969;113.0591;73.72417;42.45662;27.93177;97.34156;53.15198;93.90854
32.0099;96.82442;113.059;73.285;44.20771;24.6824;96.67453;45.25114;93.27979
32.07687;96.81349;113.0584;73.51938;44.20542;26.39698;96.6301;46.50312;93.24886
31.98448;97.18964;113.0583;74.43854;44.16302;27.7301;97.23286;91.21781;94.6423
29.81125;97.17339;113.0578;73.96562;42.44698;28.51677;97.32917;54.90552;93.62156
29.15464;97.11401;113.0578;72.96896;41.85094;28.39583;97.21698;62.5951;93.13959
28.31583;94.52808;113.0565;73.36166;41.06021;26.69229;94.19542;82.22708;94.29271
28.55958;94.53948;113.053;73.43105;41.09745;26.29552;94.22953;82.17271;94.33969
29.69464;97.18776;113.0523;74.38979;42.45792;27.95719;97.32838;54.28719;93.75437
39.07063;94.16703;113.0518;76.04583;49.89703;16.78135;94.56604;86.81865;91.48625
28.40323;94.53667;113.051;73.57291;41.06792;27.36844;94.22;82.33604;94.4576
29.75786;97.22;113.0507;74.31333;42.47927;27.57781;97.43224;89.62573;94.21719
28.41286;94.53922;113.0504;73.5725;41.12906;27.33719;94.23666;82.20563;94.43636
31.58453;97.18188;113.0484;74.845;44.14516;27.78896;97.26463;91.21438;94.66833
29.17979;97.12766;113.0473;72.60917;41.85807;27.70573;97.22594;61.69542;93.13344
39.0276;94.17;113.045;76.51479;49.91037;19.64437;94.65115;86.92896;91.3401
28.53;94.54614;113.0448;73.55146;41.09734;27.02583;94.23489;82.27167;94.30469
28.49417;94.53771;113.0442;73.40833;41.06724;27.31614;94.20401;82.28552;94.39948
37.63344;94.17698;113.0432;76.21354;48.71536;18.13854;94.65614;87.22437;91.45313
29.78156;97.1962;113.0398;73.79875;42.45651;26.39146;97.34885;50.69833;94.40208
39.20156;94.16219;113.0397;75.31042;49.95557;18.51385;94.66875;87.05427;91.24448
30.31984;93.73515;113.0394;72.35792;42.41281;26.49219;95.17141;90.08448;93.00479
31.29677;94.47688;113.0378;74.70209;43.34734;30.40989;94.54463;92.02917;94.44323
35.9862;94.31557;113.0377;73.81438;47.37734;16.69219;94.13917;85.67136;91.00479
30.35213;93.7313;113.0367;72.07;42.44432;26.13396;95.16453;90.74156;93.18802
39.03672;94.16677;113.0352;75.69875;49.74464;18.5125;94.65422;87.26646;91.5526
28.22823;94.54005;113.0324;73.46229;41.09864;26.68583;94.23781;82.15614;94.335
31.77198;96.91213;113.0317;74.37083;44.13578;26.0051;96.89396;87.55354;93.58646
32.09813;96.82125;113.0294;73.24771;44.16521;24.3724;96.66625;45.31552;93.22865
39.0139;94.17672;113.029;76.58104;49.71088;19.36938;94.65031;87.04219;91.41729
29.14219;97.09276;113.0281;72.95563;41.86146;27.65396;97.15755;59.51677;93.23375
31.75099;97.0525;113.025;74.71271;44.18073;26.68885;97.1837;91.1926;94.01157
39.195;94.17875;113.0245;75.84771;49.88422;19.15917;94.66495;87.13802;91.46521
31.89724;96.89375;113.0223;74.7325;44.15927;26.70281;96.89016;87.32927;93.86312
28.6038;94.54042;113.0218;73.63812;41.09995;27.60448;94.21797;82.32906;94.4851
29.77906;97.21052;113.0201;74.41854;42.46614;27.045;97.43172;89.66479;94.13771
29.20365;97.14474;113.0192;72.63521;41.90948;27.87229;97.26662;57.55854;93.50073
39.29958;94.16417;113.0172;75.85687;49.91135;17.82135;94.56438;86.54656;91.34489
29.71896;97.21469;113.0165;74.24083;42.47807;28.5476;97.42313;89.3325;94.15604
37.01208;94.42802;113.0134;77.22021;48.55016;23.7126;94.78281;80.90865;93.30469
39.24766;94.16068;113.0132;75.515;49.81083;17.46281;94.56323;86.49333;91.37323
31.71911;97.09828;113.0109;74.53709;44.12833;26.99042;97.18771;91.27229;94.44032
31.89479;97.1338;113.0106;74.29;44.15099;27.93802;97.18818;91.3324;94.48167
31.88276;97.18755;113.0052;74.92375;44.1676;27.88021;97.26135;91.21698;94.58906
38.90344;94.17078;113.0044;75.87875;49.87912;18.77125;94.65646;87.09823;91.44093
33.05542;96.9827;113.0032;75.30479;45.52521;26.62865;96.92989;90.54385;93.72115
31.73349;97.04156;113.0022;74.39521;44.18677;26.47927;97.06448;91.09208;94.00823
29.04031;97.13416;113.0013;72.67729;41.86896;28.04385;97.27333;57.26198;93.49354
31.79469;96.9988;113.0002;74.49187;44.15193;26.14396;96.99099;90.63104;93.71416
38.43276;94.17323;112.9987;75.58229;49.51156;16.44687;94.655;87.07021;91.2475
31.84042;96.89214;112.9972;74.40916;44.15505;26.68937;96.89433;87.35906;93.83719
39.11458;94.17838;112.9967;76.13792;49.99229;19.40552;94.64323;86.80344;91.20125
29.7013;97.19073;112.9964;73.71479;42.46167;26.01073;97.34422;50.56458;94.38604
29.8638;97.1926;112.9949;73.7425;42.48599;27.96938;97.3925;86.7476;94.01625
29.12318;97.14162;112.9939;72.48104;41.85151;27.59698;97.25969;60.06458;93.29958
31.82922;97.06443;112.9921;74.92083;44.19922;26.05417;97.19006;91.17313;94.07771
33.17776;96.97797;112.9917;75.25063;45.52182;26.78281;96.94036;90.4976;93.77688
28.78583;94.53969;112.9912;73.6375;41.12458;27.65052;94.22734;82.26104;94.47781
31.67302;97.12094;112.9904;74.31541;44.13042;27.8524;97.17953;91.36615;94.53448
39.17422;94.16682;112.99;76.16521;49.76479;18.2774;94.65604;87.31406;91.5426
28.52854;94.53339;112.9894;73.51667;41.08271;26.94979;94.23635;82.20302;94.34208
31.66318;97.05167;112.9892;74.73333;44.1638;25.71125;97.16084;91.09854;94.17552
29.11641;97.13911;112.9886;72.97354;41.91427;27.89219;97.31786;56.59729;93.48531
29.74755;97.18729;112.9877;74.17834;42.45187;28.50854;97.32849;53.92531;93.70917
36.74047;94.42974;112.987;77.10375;48.67427;23.29094;94.78375;81.12605;93.35812
29.71625;97.18797;112.9857;74.32813;42.45089;27.98104;97.33052;54.25865;93.74291
29.70401;97.1899;112.9841;73.70084;42.45458;27.34656;97.34719;51.8176;94.31865
31.0162;97.00672;112.9797;74.00854;43.68432;27.91281;96.94521;90.09635;93.30021
29.77677;97.18641;112.979;73.94312;42.44505;28.31396;97.35271;53.16594;93.95219
39.22005;94.16959;112.9784;75.77375;49.89989;18.61229;94.65833;87.21291;91.46562
29.19755;97.13474;112.9784;72.50042;41.85339;27.90885;97.23297;61.66;93.19458
31.79193;96.89796;112.9777;74.21146;44.13063;26.02917;96.8926;88.83385;93.75521
39.09771;94.15995;112.9735;76.06812;49.92359;19.32104;94.58063;86.78062;91.47979
31.65104;96.90594;112.9722;74.26771;44.12729;26.39437;96.90469;87.53781;93.62041
31.33833;97.18089;112.9706;74.73209;44.14281;27.79875;97.26187;91.22459;94.65365
29.18365;97.12172;112.9693;73.16125;41.85849;27.15292;97.23959;62.57792;93.37729
32.40505;96.98922;112.968;74.58437;44.72333;27.09917;96.93453;90.47302;93.64031
31.55198;96.92052;112.9672;74.13021;44.14531;25.69698;96.87557;87.44229;93.70906
31.57167;97.05604;112.9666;74.21646;44.17708;26.03917;97.13031;90.90052;93.95386
31.85135;97.19266;112.9653;74.38125;44.15672;27.65792;97.24177;91.20646;94.5674
33.03969;96.98266;112.9649;75.46313;45.52641;26.31323;96.93005;90.4726;93.66396
35.81635;94.31292;112.9629;73.58187;47.53823;16.50635;94.13349;85.27885;90.80594
29.81135;97.21344;112.9618;73.90104;42.46786;27.93854;97.43245;90.09688;93.91479
28.35323;94.5312;112.9606;73.30875;41.09302;26.97833;94.19583;82.14615;94.28031
31.62302;97.02547;112.9606;74.65625;44.16255;26.3974;97.05089;91.02573;93.88834
39.23161;94.17219;112.9602;75.93645;49.91224;18.04198;94.65521;87.18042;91.5099
31.94083;96.97881;112.9591;74.57646;44.20479;26.75458;96.88401;89.29916;94.02417
31.77057;97.09896;112.9572;75.01146;44.22245;26.89625;97.17661;91.37448;94.29594
30.15818;93.75072;112.9531;71.95625;42.4551;26.86906;95.17693;90.26844;93.06125
32.14099;96.98198;112.9525;74.33562;44.19406;26.46302;96.88229;89.37833;94.08813
31.72234;96.90406;112.9501;74.55063;44.16198;27.05812;96.89943;87.57604;93.70906
28.48464;94.53042;112.9492;73.24563;41.04667;26.65094;94.20156;82.17156;94.22292
30.13568;93.72193;112.9483;73.27125;42.43412;26.82792;95.20198;90.50406;93.17604
28.33833;94.52589;112.9472;73.35917;41.05714;26.45062;94.18645;82.18739;94.29281
31.31948;94.48307;112.9465;74.32917;43.32911;29.63573;94.55666;91.92229;94.26917
28.3487;94.53984;112.9457;73.62187;41.09932;27.62615;94.22761;82.29604;94.51479
39.14359;94.17042;112.9416;75.60854;49.78448;18.09594;94.65708;86.97292;91.35886
28.39563;94.54083;112.9399;73.44271;41.06781;27.31594;94.20969;82.21156;94.35448
28.74859;94.53989;112.9377;73.36083;41.14323;27.27438;94.22276;82.21323;94.29188
32.16448;96.81156;112.9361;73.39021;44.21146;26.2001;96.64052;46.38146;93.00656
32.1451;96.81287;112.9357;73.14604;44.2062;24.12687;96.66719;45.29604;93.13062
31.68646;97.05979;112.9327;75.02979;44.18016;26.17115;97.18198;91.09531;94.09531
31.25557;94.48;112.9324;74.63125;43.24156;29.97062;94.54656;92.04323;94.31875
39.10588;94.15911;112.9313;75.77333;49.9101;18.6825;94.57635;86.66458;91.36792
29.75089;97.17792;112.931;73.98354;42.46188;27.68219;97.34599;52.96406;94.09125
33.13391;96.98067;112.9281;74.95375;45.5363;26.50333;96.92828;90.46938;93.62344
34.51115;96.99146;112.9275;75.50437;46.54969;27.5225;96.88406;89.18822;93.93083
29.12953;97.15557;112.9268;73.39104;41.90604;28.31906;97.32542;56.48135;93.70531
28.44026;94.52031;112.9242;73.04188;41.05755;26.99677;94.17615;81.93854;94.06854
29.17891;97.15609;112.923;73.36875;41.87766;28.04823;97.3261;56.4901;93.66583
30.36922;93.73635;112.9229;72.5725;42.45385;27.37469;95.18349;90.41854;93.08344
29.04708;97.13026;112.9215;72.29312;41.84776;27.45833;97.27657;58.73073;93.36927
29.15083;97.13568;112.9156;72.84417;41.89802;27.93208;97.30594;56.76573;93.46114
29.2463;97.12479;112.9142;73.03396;41.84729;28.33729;97.21427;62.61271;93.11063
31.68385;97.03265;112.9089;74.43896;44.16396;26.07146;97.06078;90.92896;93.99083
30.38781;93.72974;112.907;72.17396;42.45047;25.84906;95.16714;90.02146;93.01021
28.39391;94.52021;112.9065;72.95854;41.04099;26.36812;94.19656;81.90614;93.98083
39.11135;94.17208;112.9039;75.85;49.9499;18.82771;94.6601;87.06386;91.4851
39.14901;94.15916;112.9031;75.56583;49.69963;17.34969;94.56344;86.54979;91.25698
29.64693;97.18651;112.9009;74.06021;42.45839;28.33042;97.33651;53.49937;93.76531
38.90302;94.17328;112.9;75.33813;49.67901;17.84406;94.56187;86.5526;91.28042
28.6751;94.52682;112.8989;73.23417;41.04833;26.83427;94.20552;82.16771;94.25042
30.1601;93.73635;112.8985;72.07041;42.44969;26.19083;95.17339;90.69375;93.24104
31.44484;96.91443;112.8982;74.05271;44.09312;25.86823;96.89344;87.50719;93.4251
28.47302;94.5437;112.8967;73.62458;41.06839;27.85552;94.23125;82.31281;94.47511
29.18646;97.12786;112.8967;72.41937;41.85646;27.77469;97.27385;60.50375;93.04896
29.09932;97.12547;112.8953;72.39021;41.87849;27.46375;97.2663;58.84927;93.32396
31.84219;97.0649;112.8933;74.75479;44.19516;26.10208;97.19458;91.13167;94.03969
29.7362;97.18599;112.893;73.91875;42.47391;28.02552;97.35208;52.82104;94.01563
31.82948;97.05807;112.891;74.81937;44.18479;26.2401;97.1889;91.06563;94.02302
39.02125;94.17198;112.8904;75.50291;49.77005;17.96021;94.65359;86.95084;91.29302
29.7725;97.19177;112.8884;73.50166;42.47932;27.3575;97.37745;47.76302;93.94833
39.21026;94.17005;112.8883;75.57813;49.91281;17.87406;94.66016;86.90854;91.10719
29.81094;97.18932;112.8867;73.40334;42.46266;26.505;97.38687;47.45604;93.97573
39.15516;94.16334;112.885;75.62875;49.77161;17.53927;94.56844;86.55688;91.2325
32.25719;96.98631;112.8847;74.84917;44.7326;26.42125;96.93068;90.43885;93.67989
31.82448;97.05052;112.8841;74.20208;44.18927;26.44312;97.11021;91.15562;94.06198
38.65401;94.17687;112.8839;75.43208;49.79641;17.66542;94.54453;86.54729;91.28
30.2237;97.01281;112.8821;73.54813;42.63875;26.12115;96.93938;89.74448;93.43479
29.17391;97.08583;112.882;72.92583;41.84974;28.96833;97.18333;59.95864;93.03729
28.6438;94.51984;112.8807;73.05688;41.07354;26.76302;94.19109;81.92958;94.02698
29.10193;97.03849;112.8802;72.26646;41.82125;27.1775;96.9538;84.71396;93.27594
28.36563;94.49989;112.8798;72.64042;41.01823;26.62313;94.14088;81.39448;93.60604
31.24786;94.47797;112.8781;74.48583;43.30474;29.43354;94.55708;91.89719;94.25739
30.39042;93.72984;112.8774;72.64271;42.42745;26.38615;95.17291;90.50333;93.19563
38.78714;94.16948;112.8758;75.33979;49.75505;17.99438;94.55604;86.52677;91.25448
31.78708;97.05484;112.8756;74.28625;44.23453;25.49854;97.1311;90.99583;94.04948
29.67255;97.17068;112.8746;74.20062;42.45547;28.5074;97.32651;55.11542;93.59885
30.12292;97.01974;112.8733;73.6775;42.66135;26.59948;96.93073;89.63208;93.18604
30.26536;93.74136;112.8731;73.14938;42.39776;27.01854;95.20271;90.47781;93.13979
28.3899;94.47906;112.8724;72.76563;41.0213;26.81521;94.15073;81.62063;93.59782
31.84844;97.10302;112.872;75.01813;44.21495;26.96552;97.16994;91.36636;94.28083
30.46354;93.7312;112.8717;72.42542;42.42422;26.60104;95.17073;90.46021;93.19417
31.29302;94.47516;112.8715;74.36166;43.30286;30.15875;94.55156;91.96729;94.33271
29.71667;97.19234;112.8714;74.22292;42.44698;28.66167;97.32255;53.85521;93.69572
31.85375;96.81953;112.8711;73.12937;44.20193;24.34781;96.66068;45.33;93.12094
31.84083;96.91625;112.8705;74.33292;44.14042;26.52271;96.88385;87.74854;93.67563
31.39865;94.48209;112.8696;74.36437;43.2662;29.85854;94.55552;91.8626;94.30542
29.32281;97.13016;112.8695;72.78375;41.89016;28.15344;97.30437;56.8124;93.54958
28.34057;94.51802;112.8684;72.57958;41.02338;26.63979;94.17396;81.58907;93.55209
38.77281;94.17453;112.8668;75.40021;49.53495;15.53167;94.66219;86.87729;91.1851
30.2501;93.47849;112.8666;75.48125;42.42031;25.43646;95.23692;90.35635;92.99292
30.10339;93.75229;112.8666;72.11021;42.41484;26.81427;95.17354;90.3651;93.12875
29.14526;97.17094;112.861;73.77187;41.9174;28.03823;97.32495;55.63906;93.77208
28.38698;94.52635;112.8608;73.37375;41.02771;26.72229;94.20354;82.06979;94.25333
28.44479;94.52386;112.8604;73.61417;41.09245;27.16135;94.20526;82.28552;94.40948
38.47802;94.17094;112.858;75.31125;49.67719;17.98021;94.55307;86.47697;91.41021
31.7412;96.89584;112.8578;74.70375;44.14536;26.81698;96.895;87.29385;93.80791
39.06203;94.17833;112.8577;75.97813;49.94599;19.28667;94.63167;86.67344;91.09937
31.29484;94.48209;112.857;74.63208;43.27719;30.34594;94.54761;92.12813;94.42604
32.31875;96.99521;112.8558;74.51791;44.72297;26.61854;96.93307;90.51094;93.59594
29.18104;97.08719;112.853;73.04667;41.8538;27.85583;97.15219;59.49073;93.14969
28.5724;94.5302;112.8525;73.4827;41.06984;26.75521;94.20782;82.25323;94.37354
29.20083;97.09187;112.8524;73.05896;41.84677;27.27792;97.16229;59.50479;93.27469
38.60057;94.17333;112.851;75.61166;49.67448;18.16354;94.55338;86.48781;91.21136
31.43729;96.94286;112.8497;74.02646;44.16099;26.65927;96.94161;90.16708;93.6201
29.17583;97.09104;112.8493;72.94771;41.81859;29.04323;97.18443;60.09885;93.01948
31.63052;96.99537;112.8492;74.61833;44.18917;27.47177;96.85818;88.85573;93.93645
31.73542;96.99641;112.8453;74.6425;44.14052;26.24083;96.99792;90.63052;93.70094
28.17323;94.48391;112.8448;72.82667;41.00781;26.81063;94.15614;81.60313;93.63021
31.33984;94.47677;112.8443;74.705;43.3751;30.2101;94.54818;92.01115;94.38781
30.30412;93.73026;112.8439;72.63563;42.4511;25.74604;95.17625;90.48042;93.23511
31.20938;94.48146;112.8433;74.80042;43.32797;30.32344;94.56776;92.0351;94.33406
31.5;97.03385;112.8433;74.41917;44.15708;26.16802;97.06766;90.95156;93.91979
33.2374;96.98511;112.8417;74.99083;45.29354;26.90115;96.89162;89.24906;94.05323
31.38672;94.48042;112.838;74.50521;43.23521;29.6124;94.55338;91.91656;94.29584
29.12484;97.11041;112.8345;73.17333;41.85365;27.23521;97.22729;62.45385;93.10958
30.21979;93.73729;112.8342;72.22479;42.42802;26.86271;95.17458;90.42948;93.14094
39.18255;94.17172;112.8325;75.4;49.84906;17.19906;94.66609;86.80938;91.08271
34.03198;96.12625;112.8307;77.47083;46.12505;26.33823;97.11562;55.53708;92.61584
38.38917;94.18698;112.8295;75.44334;49.79901;17.76188;94.63641;86.58813;91.09261
31.7337;96.91167;112.8285;74.325;44.13672;26.48396;96.89651;87.5826;93.57396
31.50438;96.90047;112.8267;74.23438;44.13255;25.17708;96.89958;88.91187;93.72042
28.56865;94.53182;112.8265;73.33979;41.06755;26.54344;94.1976;82.05948;94.26833
31.84135;97.06068;112.8222;74.28958;44.1575;26.5625;97.11948;91.08031;94.16333
29.26911;97.08802;112.8203;72.36479;41.85698;28.40802;97.13922;59.55542;93.09719
38.84948;94.17984;112.82;75.47646;49.72203;17.9551;94.54995;86.60646;91.31615
29.16385;97.1013;112.8196;72.44292;41.82318;27.7525;97.17094;61.91417;93.08625
31.48135;94.4789;112.8186;74.66417;43.30521;30.20302;94.55813;92.05729;94.38604
29.47719;94.48802;112.8176;72.74875;41.3287;30.19906;94.73489;91.91677;94.08636
28.37;94.53818;112.8171;73.505;41.06682;27.22927;94.19537;82.19656;94.35906
29.1263;97.12943;112.8162;72.34417;41.88016;27.56167;97.27703;58.59927;93.41115
31.40193;94.48183;112.8151;74.61146;43.30651;29.83604;94.54536;91.87604;94.2825
30.29286;93.72682;112.8151;72.55771;42.42078;26.6301;95.06818;89.48063;92.80344
30.20208;93.70255;112.8147;72.0425;42.37417;26.67635;94.97739;89.14468;92.70573
29.79703;97.18026;112.8119;73.86271;42.45599;28.01417;97.33875;53.33729;93.74323
31.84729;96.90177;112.8117;74.88292;44.15167;27.13979;96.89057;87.54219;93.82823
31.78365;97.03339;112.8104;74.23375;44.18625;26.06073;97.06698;90.96198;93.98021
30.34906;93.68797;112.81;71.09583;42.37526;26.68083;94.85755;89.1075;92.77969
38.45229;94.17083;112.8099;75.59583;49.75245;18.53552;94.5463;86.5424;91.47334
30.35323;93.74182;112.809;72.47104;42.46016;27.03875;95.16766;90.54896;93.08458
28.46401;94.50406;112.8073;72.73312;41.05229;27.10927;94.14224;81.65063;93.72792
31.75823;97.05625;112.8066;74.84917;44.19484;26.53438;97.19323;91.1124;94.00406
31.15234;97.01037;112.8046;73.81917;43.70813;26.54531;96.95021;89.95156;93.06781
30.14453;93.73432;112.8032;72.03584;42.44151;26.53896;95.16521;90.64313;93.19448
31.94401;96.98286;112.8032;74.66688;44.18099;27.25656;96.84594;88.70458;93.88281
38.95646;94.18083;112.7991;75.47542;49.90464;18.88885;94.63042;86.65312;91.08531
38.54599;94.16917;112.7976;75.66021;49.57021;17.83833;94.64276;86.94511;91.26917
30.4287;93.73172;112.7957;72.64438;42.42521;25.98271;95.1837;90.51437;93.19781
31.53057;92.74265;112.7948;75.61583;43.6488;24.4025;94.56443;87.39104;92.9276
38.69255;94.18021;112.7947;75.32104;49.75135;17.78625;94.54536;86.57354;91.31302
31.9799;96.8101;112.7935;73.22104;44.20021;23.98719;96.64562;45.58406;92.94896
31.58547;96.93385;112.7923;74.44;44.15516;25.73812;96.88359;89.53479;93.69531
31.42521;94.47662;112.7917;74.61979;43.33635;29.94458;94.56828;91.83094;94.22344
29.08484;97.12688;112.7914;72.28062;41.87734;27.80521;97.2313;61.58781;93.17261
29.11344;97.05599;112.7914;72.27541;41.81313;27.07417;96.97255;84.78593;93.0049
38.40714;94.17365;112.7909;75.55854;49.83219;18.67729;94.55875;86.49635;91.43979
30.18672;93.73458;112.7906;72.44354;42.46416;27.61792;95.17683;90.66469;93.05542
39.12891;94.18494;112.7903;75.3998;49.71432;17.75021;94.63521;86.61583;91.09084
31.66792;97.02318;112.7897;74.35333;44.13505;26.45896;97.04693;91.01198;93.87844
30.31641;93.7451;112.7882;72.24042;42.4501;26.72979;95.17396;90.16261;93.03083
29.70859;97.18266;112.787;74.23771;42.45609;28.13198;97.34391;53.39573;93.73708
31.50568;97.01458;112.787;74.43813;44.15849;25.99531;97.01771;90.68656;93.75011
29.11625;97.08865;112.7861;72.60583;41.86115;27.9574;97.14563;59.47667;93.06344
32.05349;96.81171;112.7858;73.34979;44.20281;26.0126;96.64245;46.40406;92.91771
31.53365;96.96953;112.7847;74.20646;44.1412;25.8975;96.95412;90.23885;93.55636
31.78193;96.9761;112.7847;74.65146;44.18302;27.30688;96.84948;88.48375;93.7449
29.03807;97.14256;112.783;73.05688;41.90849;27.72239;97.31844;56.67219;93.51594
29.2825;97.08349;112.7829;72.14417;41.83859;27.45667;97.05479;59.57823;93.10031
