K5T14.PV;K5T3.PV;K5TCV2I.PV;K5F6X.PV;K5T15.PV;K5P8.PV
356.3637;195.5231;36.73599;25.51057;109.6108;3.917203
356.3634;195.2556;36.75203;25.7802;109.0231;3.944216
356.3634;195.1029;36.75042;25.69105;108.804;3.920522
356.3634;196.9381;28.55302;26.785;110.19;3.971138
356.3631;198.775;35.71083;27.07225;108.9613;3.996603
356.3619;195.5556;36.75349;25.81388;109.37;3.945662
356.3612;196.7358;28.56682;26.82322;108.5065;3.931884
356.3609;195.601;36.75026;25.99533;109.14;3.944694
356.3609;195.5225;36.74354;25.26315;110.0625;3.943519
356.3606;195.41;36.76026;25.8116;109.444;3.945125
356.3606;198.5625;35.71188;27.0457;108.5752;3.981397
356.3603;199.9031;17.25984;25.24587;107.176;3.996103
356.36;195.8362;36.75427;25.52421;110.3719;3.921406
356.3581;198.3763;35.69432;27.08146;108.949;3.969038
356.3569;196.334;28.54578;26.66393;109.6302;3.937619
356.3563;198.7556;35.69729;26.94708;108.8427;3.993691
356.3556;195.6775;36.74937;25.50842;110.3406;3.917706
356.3556;196.8983;28.55745;26.75326;109.614;3.952728
356.355;195.4202;36.75604;25.86352;109.1529;3.934491
356.355;195.5398;36.75177;25.70506;111.2952;3.928434
356.3547;198.3283;35.7012;26.85046;109.0313;3.975728
356.3531;196.5892;28.55594;26.85495;109.8748;3.952153
356.3528;198.4575;35.70958;26.90451;109.1215;3.976456
356.3513;195.4375;36.74979;25.66766;109.1477;3.938909
356.351;198.4681;35.69547;26.68899;109.1552;3.970775
356.3503;195.2583;36.75037;25.75616;109.2135;3.937369
356.35;195.4642;36.74771;25.82057;109.29;3.941363
356.3491;198.4854;35.7164;26.99003;108.5796;3.980069
356.3491;191.6775;23.62089;27.23627;113.3363;3.953613
356.3481;195.4398;36.74526;25.64039;110.93;3.945403
356.3478;195.5585;36.76385;25.68558;109.1556;3.939084
356.3472;195.3798;36.74906;25.83642;109.1696;3.937972
356.3472;198.2233;35.69386;26.63039;108.6958;3.974212
356.3469;194.9819;36.7512;25.77038;108.696;3.919156
356.3444;195.2281;36.75771;25.7164;109.0867;3.924138
356.3444;195.8554;27.56198;25.29997;109.0113;3.933388
356.3444;196.0717;27.56104;25.31384;109.5212;3.941141
356.3431;196.7781;28.54333;26.62708;110.1077;3.946466
356.3428;195.414;36.75911;25.83351;109.0496;3.943066
356.3428;198.7029;35.70193;26.83416;109.2292;3.989956
356.3425;194.9669;36.75193;25.57577;108.8256;3.924322
356.3422;196.7158;28.55698;26.94899;110.3815;3.942888
356.3403;198.6754;35.69672;26.99687;109.0094;3.987384
356.3397;198.0894;35.70667;26.48056;109.0635;3.972184
356.3384;196.5313;28.56448;26.56476;109.1015;3.939075
356.3381;199.5398;17.24859;25.6764;107.3658;3.930191
356.3378;195.4756;36.74089;25.49323;110.2075;3.944703
356.3375;195.2533;36.76688;25.63898;109.2929;3.940644
356.3372;196.605;28.54276;26.71998;109.851;3.955166
356.3362;198.7527;35.69469;26.74708;109.1819;3.9843
356.3359;198.5575;35.70495;26.88674;108.3796;3.990762
356.3356;195.6015;36.74318;25.66684;110.2829;3.915256
356.3347;196.6892;28.55755;26.8811;109.6123;3.950928
356.3341;195.4398;36.75219;25.67926;109.381;3.938047
356.3337;195.3496;36.74578;25.52075;111.3006;3.927022
356.3337;196.5685;28.5601;26.73085;109.91;3.934872
356.3337;199.5262;17.24505;26.0485;107.826;3.938209
356.3328;198.6404;35.7126;27.14719;108.6754;3.985609
356.3328;199.5542;17.25391;26.5581;107.645;3.93945
356.3306;194.794;20.63245;27.63906;112.4477;3.943334
356.33;196.7588;27.22219;26.64985;109.9417;3.931015
356.3297;195.6227;36.74662;25.50798;109.8556;3.921103
356.3297;196.5825;28.54786;26.51539;109.7642;3.940856
356.3287;195.2769;36.75687;25.77472;109.1254;3.940519
356.3284;195.1248;36.77198;25.78654;108.8529;3.927753
356.3284;196.7377;28.54651;26.44837;109.0467;3.93695
356.3281;196.7921;28.55839;26.45964;109.3085;3.960825
356.3275;196.9088;28.55182;26.77373;110.2358;3.970325
356.3272;195.7656;36.74537;26.02126;109.1946;3.940119
356.3259;196.7515;28.55271;26.69482;110.2275;3.957622
356.3259;196.5973;28.55651;26.56145;109.1004;3.937128
356.3253;198.6438;35.7075;26.93594;108.6117;3.960741
356.325;195.7523;36.74031;25.48038;109.7977;3.9183
356.325;199.4221;17.26188;25.53464;107.4529;3.927125
356.3247;198.4273;35.69599;26.74855;109.1629;3.974912
356.3247;198.5221;35.70495;26.97456;109.0467;3.990478
356.3247;196.9017;28.54443;26.44675;110.1021;3.946287
356.3228;197.2675;28.55979;27.43694;109.856;3.948784
356.3206;195.7831;36.74875;25.5271;110.3058;3.917794
356.3191;196.5063;28.55135;26.6832;110.5331;3.928094
356.3185;198.0373;35.6913;26.68108;108.6229;3.975356
356.3175;195.4675;36.75922;25.96313;108.7325;3.940469
356.3175;195.119;36.76437;25.68005;108.7969;3.923984
356.3172;195.3535;36.75391;25.52393;109.2821;3.936153
356.3172;196.4244;28.55141;26.55065;108.9906;3.906491
356.3163;191.5727;23.60266;26.98711;113.5546;3.952753
356.3159;194.12;20.33693;25.33606;112.7763;3.942456
356.3153;195.1602;36.7551;26.13663;108.8104;3.924206
356.3153;196.8394;28.55724;26.65836;109.1019;3.936944
356.315;195.3881;36.74917;25.50841;110.169;3.947631
356.3147;195.539;36.7487;25.67797;110.8775;3.927522
356.3147;196.7333;28.55594;25.95543;109.049;3.965053
356.3138;194.3194;20.34036;24.87494;112.1352;3.934297
356.3134;195.5398;36.75438;25.63393;108.8008;3.952234
356.3134;198.6842;35.69823;26.94315;109.0642;3.986191
356.3122;196.4285;28.54286;26.71942;109.2038;3.917356
356.3112;198.371;35.71016;27.12949;109.086;3.968844
356.3103;198.2012;35.68911;26.64827;108.5231;3.983581
356.3103;196.6171;28.55552;26.64579;109.8323;3.938806
356.3103;196.6494;28.545;26.83359;110.1285;3.930416
356.31;198.5979;35.70495;26.98396;108.6804;3.983862
356.3097;195.5369;36.76422;25.84565;109.3048;3.949819
356.3094;196.3908;28.56005;26.58753;109.0079;3.909772
356.3087;197.0096;35.71818;24.19423;107.9417;3.919259
356.3087;196.7342;28.54255;26.21971;109.8998;3.936872
356.3072;191.5877;23.60672;26.93902;113.444;3.9502
356.3062;196.7769;28.54875;26.6778;109.8052;3.952822
356.3059;196.8431;28.55375;26.93084;110.2754;3.946984
356.305;198.5998;35.7038;27.19829;108.7915;3.964444
356.3047;195.8502;36.74974;25.65591;110.3148;3.912944
356.3041;195.715;36.73151;25.50851;110.1563;3.932116
356.3037;199.534;17.2575;26.22621;107.3846;3.932259
356.3037;191.7021;23.61651;26.96825;113.6385;3.954897
356.3034;196.8121;28.54802;26.68214;109.7829;3.940737
356.3019;195.6067;36.75562;25.66068;108.7281;3.954247
356.3016;195.3569;36.75531;25.82092;109.3121;3.947134
356.2997;198.2117;35.69078;26.71385;108.4915;3.981709
356.2969;196.8629;28.55401;26.8101;109.665;3.951894
356.2959;194.6344;20.34036;25.1414;117.8696;3.922984
356.2941;197.0544;28.55151;26.80481;110.1365;3.969897
356.2938;198.1629;35.69427;26.60336;108.589;3.980028
356.2934;193.8731;20.63479;27.36973;115.6319;3.957941
356.2925;195.4977;36.76219;25.64974;108.5425;3.932969
356.2906;198.5708;35.7076;26.89036;108.8779;3.97815
356.2894;195.3502;36.75568;25.79662;109.0721;3.944644
356.2881;198.1854;35.68953;26.43095;108.5423;3.9886
356.2881;198.1021;35.6949;26.84872;109.3354;3.992022
356.2878;198.7383;35.71005;27.04998;108.8954;3.965294
356.2878;196.7521;28.55354;26.86927;110.0421;3.9602
356.2875;194.0979;20.64568;27.40071;113.7556;3.957122
356.2856;196.6423;28.54958;26.89111;109.5248;3.941197
356.285;195.5248;36.75604;25.75875;109.1558;3.932784
356.285;195.1533;36.75672;25.89287;108.7383;3.917722
356.285;198.2667;35.69068;26.62243;108.364;3.999156
356.285;198.6696;35.69948;26.87005;109.145;3.996844
356.2841;198.4515;35.70193;26.83863;109.0744;3.970084
356.2831;195.3983;36.76339;25.638;108.6298;3.941916
356.2825;196.8177;28.5551;26.78085;110.0133;3.958509
356.2825;196.4683;28.55854;26.38367;109.3023;3.933331
356.2803;198.4235;35.71542;27.16828;108.5579;3.977522
356.2797;195.6306;36.74068;25.52577;110.1913;3.911819
356.2781;196.426;28.55016;27.0271;109.3056;3.920378
356.2778;197.0694;28.5474;26.76265;110.0304;3.942847
356.2775;192.1888;23.61547;27.61011;113.2269;3.961694
356.2766;195.6796;36.73828;25.35553;110.1692;3.930084
356.2753;196.6725;28.55083;26.54169;108.9177;3.933753
356.274;195.4477;36.7375;25.87625;109.0931;3.938925
356.2737;195.6098;36.7599;25.97242;109.4319;3.949434
356.2737;195.8696;26.74891;25.6191;109.4206;3.914556
356.2734;195.4679;36.7612;26.02573;108.8317;3.940984
356.2731;195.3862;36.7388;25.29588;110.349;3.891853
356.2731;196.5529;28.55042;26.62951;109.2344;3.933816
356.2722;198.1008;35.70604;26.35291;108.8704;3.965425
356.2716;198.4898;35.70005;26.94795;108.8108;3.975675
356.2716;197.1015;28.54328;26.69872;109.9358;3.94265
356.2716;196.8446;28.5488;26.64853;109.9244;3.943225
356.2712;196.679;28.55927;26.78098;110.1421;3.943284
356.2697;196.364;28.54136;26.89437;109.2533;3.921937
356.2694;198.6288;35.7086;26.96057;108.884;3.986212
356.2687;195.471;36.76245;25.77346;109.4667;3.947097
356.2678;198.5611;35.71396;26.79891;108.9748;3.971969
356.2669;195.2723;36.74307;25.5294;110.9425;3.941647
356.2659;198.094;35.69953;26.603;108.7215;3.982381
356.2656;195.4627;36.75151;25.39436;110.1304;3.943797
356.2647;198.4362;35.69963;27.1463;108.524;3.971816
356.2641;195.6987;36.74547;25.45471;109.7771;3.923456
356.2634;198.391;35.70203;27.00991;108.7704;3.945347
356.2625;198.5104;35.70911;27.09168;108.9402;3.970553
356.2619;196.8037;28.55156;26.89848;110.2025;3.934675
356.2616;195.5227;36.74703;25.65967;108.8838;3.951809
356.2616;195.2019;36.75417;25.77733;109.1152;3.953309
356.2616;196.9006;27.2238;26.72416;109.9108;3.93745
356.2609;194.2796;20.63844;27.73383;114.5485;3.968216
356.2603;195.8485;36.76198;25.78206;109.3256;3.936687
356.26;195.1302;36.76073;26.02904;108.6904;3.915856
356.2594;195.3844;36.75489;26.07928;109.461;3.941787
356.2591;198.6504;35.70797;27.0501;108.7748;3.967638
356.2585;198.3271;35.70708;26.77389;109.1919;3.972997
356.2578;198.2183;35.70026;26.89999;108.5519;3.973781
356.2563;198.6277;35.70172;26.79276;109.0704;3.991953
356.2553;195.7483;36.73812;25.57557;110.3329;3.916106
356.255;195.1704;20.34411;25.81762;120.721;3.928856
356.2534;198.5248;35.70411;27.10307;108.7644;3.975909
356.2525;198.5938;35.69526;26.70138;108.4283;3.983638
356.2522;194.9679;36.76448;25.71929;108.7448;3.919156
356.2522;196.5575;28.54224;27.19385;108.8152;3.911409
356.2509;195.8369;36.73412;25.46483;110.2694;3.913694
356.2509;198.5931;35.70844;26.71143;108.9185;3.974
356.2506;196.5554;28.54255;26.45787;109.8863;3.953631
356.2503;195.1179;36.75261;25.73458;109.126;3.955078
356.2494;195.7208;36.76833;25.87462;109.4037;3.947372
356.2494;196.4229;27.55708;25.69188;109.3704;3.938416
356.2491;195.2508;36.75531;25.82851;108.75;3.920619
356.2478;195.035;36.75766;25.78054;108.7406;3.916231
356.2462;195.1592;36.75703;26.03793;108.9373;3.925013
356.2462;195.5265;36.73687;25.27427;110.0673;3.92965
356.2434;198.4006;35.69724;26.88851;108.8262;3.971619
356.2425;198.5469;35.70406;26.80897;109.265;3.985375
356.2425;198.7983;35.70609;27.03831;108.921;3.993144
356.2419;198.4077;35.71151;26.94844;108.8835;3.974828
356.2409;198.0723;35.7076;26.77193;109.3431;3.9898
356.2406;195.0867;36.76443;25.7286;108.8213;3.923862
356.2403;198.3663;35.70646;26.73937;108.4806;3.983909
356.2397;195.3625;36.75307;25.87107;109.2444;3.931484
356.2397;196.8733;28.54115;26.77676;109.7758;3.951909
356.2394;196.0723;26.75047;25.67111;109.4471;3.914241
356.239;198.301;35.7012;27.27467;108.6056;3.960222
356.2372;196.3794;28.54719;26.78999;109.1225;3.918106
356.2369;196.631;28.55573;26.80955;110.0756;3.930572
356.2356;196.8696;28.54703;26.79047;110.1229;3.954056
356.2353;195.1079;36.76078;25.68219;108.7692;3.9151
356.235;195.5581;36.74125;25.85035;110.0625;3.932919
356.2344;196.9;28.54547;26.73112;110.2979;3.931466
356.2341;198.4877;35.71594;26.84655;108.956;3.975069
356.2328;198.5377;35.71005;26.81566;108.8169;3.981313
356.2325;194.3215;20.33016;25.32355;112.7906;3.945487
356.2322;198.675;35.71641;27.00431;108.7529;3.983022
356.2322;196.394;28.54479;26.76478;109.1569;3.910028
356.2319;196.7356;28.54599;27.32893;110.1431;3.944047
356.2316;198.376;35.70302;26.54941;108.8848;3.972678
356.2316;196.7219;28.54714;26.6462;110.1838;3.95855
356.2316;196.2213;27.56781;25.79989;109.7008;3.945244
356.2313;195.3763;36.74495;25.94521;109.6429;3.931937
356.2294;196.8721;28.54781;26.32612;108.9925;3.970047
356.2275;197.0262;28.54547;26.74343;110.1698;3.943709
356.2266;198.939;35.70464;26.9916;109.0323;3.986856
356.2263;194.8412;36.76167;25.58807;108.6406;3.917869
356.2263;195.7063;36.75;25.5198;110.311;3.912462
356.225;196.2152;28.53682;26.68235;109.1954;3.922972
356.2247;195.4937;36.74422;25.78356;110.9356;3.922412
356.2244;196.4569;28.54484;26.63861;110.0233;3.935778
356.2238;196.599;28.55313;26.80265;109.2988;3.940347
356.2238;196.221;22.25672;25.74446;109.6196;3.954887
356.2225;195.291;36.75198;25.56188;109.1079;3.918275
356.2213;195.8423;36.72875;25.68693;110.25;3.933059
356.2213;196.7056;28.55823;26.69529;109.8992;3.954325
356.2209;195.3083;36.7513;25.80004;109.339;3.946903
356.2209;195.7617;36.75385;25.69773;109.9846;3.933606
356.2209;198.7906;35.70261;27.40445;108.7317;3.964041
356.2209;199.1544;17.24146;25.78089;107.635;3.916922
356.2206;198.4404;35.70099;26.65653;108.7827;3.9775
356.22;195.249;36.7488;25.40876;108.0527;3.930459
356.2197;198.3844;35.71005;26.77363;108.4252;4.000825
356.2197;198.5188;35.70479;27.01683;108.944;3.964366
356.2184;196.3571;28.54604;26.74706;109.4385;3.918762
356.2181;197.9717;35.70422;26.58539;109.0054;3.981141
356.2181;196.1994;28.54526;26.91081;109.1485;3.921441
356.2172;196.8635;28.56344;26.88273;110.0365;3.960156
356.2169;195.6367;36.75896;25.88423;109.1954;3.930784
356.2169;195.4715;36.74464;25.5661;111.0406;3.938809
356.2166;198.2779;35.6999;26.7075;108.7294;3.993116
356.2156;198.4346;35.71198;27.20793;108.5733;3.972778
356.2147;198.2046;35.70901;26.68724;108.7729;3.968231
356.2137;191.6754;35.15281;24.52637;114.084;3.944937
356.2134;195.3458;36.75312;25.58619;110.9819;3.939941
356.2134;191.7915;23.6213;26.90466;113.7292;3.955713
356.2134;192.0646;23.62615;27.76215;113.1952;3.964834
356.2131;195.1465;36.74318;25.52671;110.8373;3.929384
356.2128;198.1706;35.70911;27.07601;108.8515;3.9435
356.2125;195.7888;36.76396;25.87971;109.5281;3.941678
356.2119;198.605;35.69088;26.83384;108.5754;3.978544
356.2109;195.4763;36.76167;25.82097;108.8331;3.937031
356.2106;198.2821;35.70385;26.59229;108.5371;3.980606
356.2094;199.4892;17.26135;25.53988;107.7983;3.93025
356.2091;199.4856;17.24099;25.9752;107.7885;3.927481
356.2078;196.776;27.22469;26.80505;109.8533;3.938803
356.2075;198.5302;35.70682;27.04485;109.1644;3.975888
356.2062;198.1679;35.6899;26.51248;108.5181;3.984228
356.2056;195.4473;36.75427;25.54739;109.3571;3.939319
356.2056;196.8592;28.5537;26.90116;109.839;3.95215
356.2053;195.4958;36.75927;25.61511;109.1606;3.938006
356.205;195.569;36.75787;25.2957;110.5933;3.938472
356.2047;195.3865;36.77151;25.94366;108.5542;3.947937
356.2044;195.0152;36.76198;25.65073;108.8208;3.920878
356.2044;196.1812;28.54412;26.76708;109.211;3.917047
356.2031;198.489;35.70693;27.32748;108.8869;3.973603
356.2028;198.5423;35.70745;27.11554;108.7783;3.975622
356.2025;198.3188;35.69349;26.77478;109.1937;3.974053
356.2022;196.8946;28.54505;26.8031;109.78;3.939603
356.2019;196.3956;28.54422;26.90363;109.2073;3.906219
356.2006;195.21;36.76724;25.92632;109.1012;3.950187
356.1994;196.5646;28.55359;26.50166;108.7819;3.931272
356.1991;195.6675;36.76011;25.68153;108.9767;3.952662
356.1984;196.9879;28.54068;26.96377;110.3444;3.958856
356.1969;195.5192;36.7463;25.50651;110.8921;3.937184
356.1966;198.6906;35.71094;26.98146;108.8938;3.990606
356.196;195.0833;36.76365;25.69724;109.115;3.944919
356.1959;198.1738;35.69849;26.54096;109.1758;3.968759
356.1953;198.4194;35.70849;26.65228;109.1367;3.972906
356.1941;196.6537;28.54563;26.63586;109.9904;3.943428
356.1935;195.3752;36.75943;25.58263;108.7979;3.937394
356.1931;196.0169;26.75109;25.58101;109.8679;3.901072
356.1925;198.1217;35.68573;26.66541;108.501;3.981572
356.1919;195.58;36.7513;25.6744;109.3602;3.943038
356.1909;196.6288;28.54776;26.78715;110.0819;3.936509
356.1906;195.3802;36.76146;25.74333;109.2087;3.9477
356.1906;195.4571;36.76188;25.75798;108.9806;3.952025
356.1906;198.3085;35.70385;26.77952;109.2052;3.979553
356.1906;197.1662;28.53969;26.65565;110.6021;3.962862
356.1894;196.6302;28.55344;26.86264;109.9708;3.950113
356.1888;196.6829;28.54474;26.85991;110.309;3.937566
356.1884;197.9592;35.70807;26.61225;108.5;3.963975
356.1875;196.3398;26.75573;25.54737;110.0977;3.947216
356.1872;196.6948;28.54432;26.94459;109.5873;3.940141
356.1847;198.5688;35.70443;26.67199;109.1948;3.974866
356.1841;195.4423;36.75266;25.82236;109.239;3.929628
356.1841;196.419;28.55224;26.55087;109.0352;3.903784
356.1828;198.0883;35.69437;26.17342;108.9638;3.971119
356.1825;195.6115;36.7525;25.58723;109.6577;3.917831
356.1822;196.3306;28.54963;26.9488;109.3319;3.921069
356.1803;195.4271;36.74469;25.50237;110.7967;3.938031
356.1803;198.294;35.69912;27.11678;109.1519;3.972631
356.18;196.6233;28.56042;26.95817;109.694;3.927253
356.1787;196.5635;28.54807;26.62604;108.6092;3.929025
356.1778;198.6702;35.70287;26.85864;108.6125;3.957597
356.1778;196.6617;28.55453;26.9518;110.1583;3.943231
356.1775;198.4738;35.70406;27.19107;109.135;3.977656
356.1775;196.6542;28.55583;26.87359;108.8608;3.904931
356.1772;196.5175;28.5476;26.6065;108.9946;3.921322
356.1766;198.2125;35.69401;26.60606;108.4583;3.995281
356.1753;197.8921;35.69719;26.48286;108.8952;3.974747
356.175;195.1819;36.75307;25.44761;108.1177;3.931069
356.1747;199.2431;17.24458;25.59587;107.6462;3.918647
356.1744;195.4948;36.75005;25.53916;110.9165;3.941544
356.1744;194.3042;20.34349;25.42309;114.1181;3.936744
356.1741;195.4523;36.74437;25.60268;109.886;3.935013
356.1741;196.3692;28.54547;26.79418;109.0956;3.918363
356.1731;195.4858;36.74886;26.22554;109.5867;3.951975
356.1728;198.264;35.71281;26.98168;108.3115;3.975928
356.1722;196.8115;28.54255;27.01396;109.8296;3.942503
356.1713;195.7419;36.76297;25.86844;108.8363;3.942163
356.1697;195.5737;36.76104;25.28812;109.1273;3.942397
356.1697;198.6152;35.70672;27.13339;109.2479;3.980144
356.1694;195.4279;36.75068;25.48613;109.7377;3.915234
356.1694;198.1683;35.69011;26.65308;108.7425;3.964178
356.1694;196.1583;26.75844;25.66314;109.8444;3.905587
356.1691;196.5931;28.54672;26.83758;109.3823;3.943722
356.1688;195.5904;36.76094;25.73499;108.9606;3.948834
356.1688;195.4848;36.74104;25.28882;110.2119;3.927712
356.1684;195.9865;26.75818;25.62021;109.9033;3.903878
356.1656;195.4;36.75636;26.05891;109.154;3.931912
356.1656;196.7169;28.55578;26.76625;110.1525;3.950084
356.1656;196.4994;28.54474;26.50794;109.9356;3.950278
356.1653;198.7321;35.71146;26.97604;109.0065;3.994103
356.1638;195.2981;36.76328;25.84952;109.0198;3.941569
356.1638;195.6844;36.75646;25.76951;109.3087;3.939294
356.1631;198.6402;35.70177;27.21622;109.2696;3.978706
356.1625;198.616;35.71156;27.26481;108.7113;3.961769
356.1625;196.8881;28.54974;26.8604;109.8485;3.951941
356.1613;196.5548;28.53573;26.94931;109.2237;3.924587
356.1594;196.475;28.55089;26.87503;110.2131;3.947712
356.1584;195.1435;36.75521;25.73359;108.9177;3.925106
356.1581;198.5981;35.70245;27.02844;108.2102;3.980737
356.1578;195.7292;36.73964;25.52957;110.7021;3.918234
356.1563;196.7083;28.54365;26.97688;110.2456;3.936137
356.1559;197.8456;35.69604;26.55288;109.0283;3.979563
356.1556;196.4142;28.54365;27.00527;109.189;3.911781
356.1553;196.6144;28.54849;26.85952;109.5994;3.948647
356.1553;199.2473;17.24318;25.71299;107.621;3.91715
356.1547;198.2533;35.70292;26.51276;108.6477;3.981166
356.1544;195.1925;36.75474;25.74507;109.41;3.940091
356.1519;198.5612;35.69995;26.72029;108.5148;3.981775
356.1509;195.5446;36.76271;25.6106;109.2904;3.937084
356.1506;195.1469;36.76531;25.88606;109.1527;3.953894
356.1506;196.5073;28.52833;26.87514;109.1763;3.914919
356.1497;198.0602;35.70667;26.87848;108.4044;3.94185
356.1494;195.2729;36.75375;25.64607;108.8356;3.940766
356.1484;195.6931;36.75651;25.86594;109.2787;3.936659
356.1484;196.7644;28.5676;26.59462;109.0719;3.938244
356.1481;195.3481;36.75896;26.22997;108.5175;3.945041
356.1475;196.7479;28.55776;26.79596;109.8481;3.935494
356.1472;194.1396;20.34177;25.4421;112.8473;3.942375
356.1469;198.2827;35.70625;26.94135;108.8348;3.95975
356.1469;198.6073;35.70391;26.94553;109.0304;3.988822
356.1469;198.4113;35.70698;27.35945;108.88;3.979903
356.1462;195.2327;36.75563;25.62206;109.3887;3.938847
356.1456;198.3915;35.69844;26.63513;109.2435;3.969109
356.1447;195.1625;36.75859;25.95922;109.3565;3.930413
356.1447;196.5254;28.55745;26.14234;108.9017;3.947378
356.1431;195.5119;36.74792;25.95966;109.5429;3.950944
356.1431;196.6146;28.55818;26.75133;110.8988;3.931962
356.1416;198.5038;35.70063;26.80442;108.7819;3.96875
356.1412;196.8631;28.55464;26.747;109.596;3.946537
356.1406;195.1333;36.76917;25.64072;109.1177;3.949981
356.1406;197.0129;28.54557;26.67324;110.151;3.966963
356.14;196.7725;28.54609;26.91812;110.1627;3.949034
356.1397;198.471;35.70365;26.86539;108.7981;3.973334
356.1397;196.859;28.54422;26.72565;110.4721;3.961903
356.1391;195.6837;36.76099;25.63807;108.996;3.949175
356.1391;196.4271;28.55338;26.64606;109.1765;3.914644
356.1388;195.3369;36.74141;25.49418;109.9385;3.920178
356.1388;196.891;28.55547;26.60339;110.274;3.968459
356.1381;195.4883;36.74776;25.54228;110.8971;3.941506
356.1369;196.4388;26.76312;25.447;110.4956;3.946131
356.1366;198.2312;35.7049;26.65059;108.6585;3.978681
356.1353;196.2729;28.54375;26.87941;109.1067;3.913825
356.1353;196.4552;28.56078;26.78857;108.841;3.90495
356.135;195.714;36.75417;25.82875;109.01;3.946047
356.1347;198.6254;35.69443;26.67582;109.2175;3.983337
356.1334;196.2935;28.54437;26.98713;109.35;3.923059
356.1322;194.4248;20.33151;25.2135;112.8604;3.943944
356.1316;196.7188;28.56224;26.48729;109.0296;3.937622
356.1303;196.47;28.54443;26.50315;110.0556;3.929822
356.13;198.2306;35.70396;26.87485;108.9896;3.9772
356.1291;198.0092;35.69328;26.84422;108.5154;3.964028
356.1291;196.8229;28.55594;26.79306;110.6652;3.928703
356.1281;195.1812;36.75422;25.7125;109.1083;3.924616
356.1272;196.8835;28.55214;26.55781;110.6992;3.963309
356.1266;196.9167;28.54375;26.70168;109.8037;3.943159
356.1263;198.5077;35.71125;27.08812;109.1706;3.977006
356.1256;195.569;36.76984;25.89472;109.0042;3.947616
356.1247;194.3517;20.33802;25.12659;112.2083;3.941353
356.1231;195.0333;36.75156;25.6694;109.0423;3.919103
356.1228;196.6752;28.5538;26.76207;110.7467;3.930194
356.1222;196.5796;28.56245;26.72379;110.4408;3.937044
356.1216;194.3583;20.32964;24.83035;112.129;3.993944
356.1206;196.1798;28.53375;26.60345;109.1554;3.914247
356.1191;196.2;28.53948;26.65409;109.2004;3.921306
356.119;196.8333;28.55667;26.64773;110.2298;3.943213
356.1178;194.3106;20.63047;27.73364;114.4275;3.971816
356.1159;195.3704;36.74911;25.49501;110.9102;3.943975
356.1159;196.285;28.55083;26.64343;109.2269;3.899022
356.1156;198.1381;35.6963;26.54091;108.5265;3.981262
356.1153;195.4244;36.7551;25.62384;109.2513;3.945422
356.1153;199.4585;17.24057;26.05878;107.8967;3.936256
356.1153;194.0719;20.33318;25.13562;112.975;3.943831
356.1147;198.2704;35.70599;26.64976;108.5821;3.985622
356.1144;198.6794;35.71495;26.96786;108.6279;3.957984
356.1144;196.4831;28.55354;26.51508;109.0563;3.921575
356.1116;195.7133;36.75276;25.73953;108.5844;3.951075
356.1112;195.6485;36.7512;25.82112;111.3688;3.924709
356.1112;196.7935;28.54646;26.66027;110.3385;3.96395
356.1103;195.3712;36.75094;25.72185;108.9863;3.922169
356.1103;196.3865;28.5524;26.91543;109.1369;3.914022
356.1094;198.2792;35.71011;26.72515;109.2615;3.967556
356.1091;198.1273;35.7026;27.02398;108.8633;3.945787
356.1088;195.7035;36.75198;25.70842;108.9625;3.948128
356.1088;196.6323;28.54276;26.43523;109.9092;3.933806
356.1084;197.9965;35.69896;25.82632;108.2381;3.953903
356.1081;195.3338;36.76099;25.68307;109.2342;3.934294
356.1075;198.5254;35.69224;26.8832;109.2175;3.98515
356.1075;196.399;28.56156;26.27698;108.6902;3.934387
356.1069;198.0481;35.70036;27.10496;108.9692;3.9807
356.1063;195.441;36.75703;25.79344;110.1215;3.930834
356.105;198.3144;35.70187;26.59711;108.4627;3.982378
356.105;196.464;28.53443;27.03772;109.3721;3.923797
356.1044;198.4358;35.71417;26.90752;109.1929;3.968681
356.1041;196.5752;28.54188;26.89832;109.7046;3.937684
356.1031;195.601;36.7462;25.64942;110.2465;3.929809
356.1031;198.7352;35.69411;26.73363;109.1127;3.988869
356.1031;198.5096;35.70552;27.38332;108.8817;3.973931
356.1028;196.49;28.56458;26.54376;109.046;3.940947
356.1022;196.7808;28.5501;26.69788;110.1233;3.940463
356.1019;195.3383;36.76823;25.73185;108.7731;3.942772
356.1019;195.0004;36.75703;25.56899;109.0623;3.9145
356.1013;197.0915;28.54734;26.62384;109.995;3.972641
356.1006;197.9975;35.69104;27.00933;108.5721;3.979994
356.1006;196.4979;28.54068;26.62124;110.0031;3.934716
356.1003;196.8467;27.28953;26.9211;110.3246;3.943825
356.1;196.8044;28.55443;26.8921;110.5425;3.943563
356.1;196.925;28.54547;26.85984;109.9442;3.971172
356.0997;199.2542;17.24578;25.89376;107.8288;3.931628
356.0994;194.9592;36.75489;25.91868;108.9987;3.897728
356.0981;195.579;36.75063;25.70715;110.209;3.929816
356.0981;196.5106;28.54859;26.82651;109.1063;3.919172
356.0969;196.7106;28.54422;26.70349;110.2683;3.959788
356.0966;196.521;28.5499;26.71533;110.1167;3.932937
356.0966;196.8583;28.55297;27.46766;110.2233;3.946112
356.0959;191.8692;23.61328;27.31021;113.491;3.953703
356.0956;198.4588;35.70135;27.07301;108.6456;3.955884
