K5T14.PV;K5T3.PV;K5TCV2I.PV;K5F6X.PV;K5T15.PV;K5P8.PV
339.6459;195.774;14.76688;19.59929;102.3456;3.912053
339.6456;205.0308;10.36161;18.65099;95.69833;3.864916
339.6456;196.9471;13.25021;17.95212;100.9271;3.88285
339.6453;204.5194;10.35057;18.17349;94.60479;3.880369
339.6453;204.3344;10.35656;18.42575;95.02167;3.857641
339.6447;204.3319;10.35333;18.27625;94.98021;3.898491
339.6437;204.704;10.35938;18.6102;96.01146;3.881841
339.6431;204.766;10.35807;18.25111;95.22938;3.87446
339.6419;201.3967;14.00005;21.15604;97.11646;3.888613
339.6412;196.8919;13.25344;17.97316;101.8794;3.891809
339.6387;204.4396;10.34797;18.31351;94.92812;3.859766
339.6384;195.7612;14.7562;19.35085;102.2885;3.873809
339.6369;204.0046;10.3763;17.87959;95.65875;3.830794
339.6353;205.181;10.35214;18.5736;95.71625;3.901691
339.635;195.7023;14.77667;19.69822;101.8702;3.920591
339.635;197.126;13.23573;18.40667;100.536;3.89795
339.6341;196.4596;14.76182;21.53989;102.0979;3.908266
339.6341;196.7492;13.2413;18.35124;100.7956;3.881478
339.6335;195.9648;14.76833;19.58088;102.4315;3.913769
339.6328;201.535;11.43427;18.44545;99.58791;3.889916
339.6319;196.8877;13.27083;18.17147;100.6154;3.891091
339.6316;197.6875;13.2637;18.35879;99.9675;3.908828
339.631;197.1204;13.2799;17.82076;100.7525;3.8807
339.63;195.6113;14.77979;19.16663;103.2123;3.903881
339.6294;195.879;14.75708;19.87041;102.0338;3.897409
339.6291;195.7644;14.77724;19.79733;101.8119;3.921681
339.6288;197.664;13.27182;18.27887;100.9379;3.913416
339.6272;205.1725;10.35453;18.80158;95.43417;3.888863
339.6253;196.0042;14.76062;19.73578;101.9917;3.899541
339.625;195.8419;14.76411;19.79122;102.0165;3.917753
339.6247;197.5708;13.26641;18.47974;100.4083;3.914272
339.6237;201.7379;11.4101;18.62049;99.37271;3.891606
339.6234;197.7285;13.28589;18.12811;100.9652;3.9145
339.6219;204.6208;10.36531;18.47069;95.94542;3.882987
339.6203;199.2308;15.71375;19.0092;99.48959;3.892906
339.6203;201.5708;11.47953;18.08411;96.48937;3.895
339.62;195.8694;14.77078;19.62271;102.6017;3.917994
339.6197;197.0737;13.24797;18.26475;100.7423;3.896
339.6194;195.5894;14.77115;19.84198;102.6844;3.918978
339.6159;195.7756;14.77432;19.2665;103.3377;3.915775
339.6156;204.1231;10.35328;17.87398;94.87896;3.875394
339.6156;196.6758;13.22969;17.96265;101.0629;3.901756
339.615;195.8875;14.7663;19.65835;102.0171;3.892488
339.6144;195.5094;14.775;19.08018;102.8723;3.900053
339.6128;204.4873;10.34807;18.30992;94.97958;3.878912
339.6116;195.7238;14.77109;19.71773;102.5123;3.914684
339.61;199.6819;15.70281;19.1909;99.43896;3.916328
339.61;195.865;14.76406;19.6573;102.4075;3.911334
339.6097;199.4604;15.69448;19.69357;99.45834;3.893019
339.6072;195.8504;14.76688;19.92722;102.0869;3.891553
339.6066;195.9346;14.75771;19.62758;102.5767;3.9165
339.6063;195.6754;14.7687;19.41723;102.5102;3.905025
339.605;204.2321;10.35958;18.14386;94.84062;3.876809
339.6047;195.7827;14.76505;19.47989;102.2379;3.890397
339.6044;196.5638;13.25693;17.88364;100.6481;3.872037
339.6038;204.659;10.35844;18.80985;95.26979;3.822409
339.6034;195.9554;14.75766;19.89567;102.1029;3.898681
339.6028;204.4819;10.35828;18.67656;95.96584;3.876681
339.6025;205.2748;10.3549;18.46552;95.50021;3.891731
339.6019;204.8979;10.34734;18.20353;95.45583;3.860162
339.6019;195.7408;14.77531;19.52451;102.2296;3.911909
339.5994;204.4002;10.35599;17.76988;95.23167;3.862094
339.5988;204.9442;10.35229;18.29093;95.2075;3.879678
339.5981;203.9967;10.34807;18.0788;95.00875;3.857888
339.5969;196.9525;13.23245;18.13622;101.8346;3.891259
339.5947;195.651;14.75641;19.77257;102.1858;3.896506
339.5931;205.6456;10.35188;18.67209;95.61875;3.852544
339.5931;196.9306;13.24958;17.95647;100.8465;3.884969
339.5909;204.451;10.34641;18.06721;95.31834;3.884337
339.5909;197.0892;13.26083;18.15441;101.3321;3.886709
339.5878;197.2327;13.27708;18.40172;100.77;3.903919
339.5869;195.3015;14.7625;19.43042;102.7883;3.900181
339.585;204.5004;10.35297;18.32413;95.97104;3.876028
339.585;195.6629;14.77266;19.72489;102.655;3.9075
339.5844;204.3452;10.34656;18.2346;94.77271;3.888925
339.5844;204.1187;10.34901;17.79021;95.03646;3.885647
339.584;204.0565;10.35828;18.00078;95.03938;3.897238
339.584;196.0531;14.77266;20.04338;101.9819;3.904147
339.5831;204.579;10.3451;17.95071;94.97042;3.868506
339.5797;195.9535;14.75766;19.72405;102.2513;3.929997
339.5794;197.3562;13.27396;18.33343;100.7954;3.903059
339.5791;197.3881;13.28156;18.31272;100.3358;3.893594
339.5784;195.7937;14.78391;19.49695;103.3946;3.9172
339.5781;204.4523;10.35338;18.09928;94.64146;3.873303
339.5781;197.5237;13.2837;18.51598;101.4208;3.897712
339.5778;204.4252;10.34859;18.06344;95.00938;3.874656
339.5778;195.776;14.74891;19.60402;102.0352;3.885762
339.5766;197.4385;13.26297;18.41834;101.2608;3.897481
339.5763;195.9315;14.75802;19.46609;103.6098;3.927059
339.5753;204.8515;10.3551;18.47581;95.77583;3.868335
339.5734;204.2804;10.3537;18.20793;95.84062;3.868653
339.5722;204.4721;10.35391;18.13809;94.94459;3.868472
339.5722;205.0044;10.34599;18.63784;95.54271;3.863584
339.5694;204.2302;10.34859;18.58044;95.01459;3.858169
339.5694;202.0304;17.52083;19.25288;95.02812;3.854931
339.5685;196.6825;13.25203;18.26224;100.7265;3.883147
339.5675;202.3881;17.50432;18.15943;95.73729;3.887853
339.5672;195.6962;14.76776;19.45723;102.3167;3.909
339.5672;195.8829;14.77073;19.94316;101.6079;3.922212
339.5672;203.4015;17.5076;19.85634;95.34521;3.927434
339.5663;196.6729;14.76203;21.61849;102.2269;3.910272
339.5656;195.4896;14.77005;19.75516;101.6227;3.894103
339.5653;197.2965;13.2537;18.27814;100.9;3.909325
339.5644;204.201;10.35839;18.09946;94.90146;3.873891
339.5641;204.4525;10.35021;18.52305;94.41917;3.857397
339.5634;204.1237;10.35005;17.8933;94.94;3.891219
339.5628;195.7588;14.7638;19.67484;102.1408;3.906291
339.5625;195.7317;14.7549;19.37264;101.836;3.911497
339.5619;196.604;13.24563;17.666;100.765;3.884903
339.5606;202.8027;17.50162;19.45768;95.4825;3.909531
339.5597;197.274;13.27031;17.90825;100.2848;3.914272
339.5587;195.7019;14.77297;19.47068;102.6031;3.924434
339.5584;196.3842;13.25359;18.2418;100.6425;3.872447
339.5584;197.2406;13.25516;17.87505;101.0415;3.904463
339.5575;195.8752;14.7601;19.62588;102.5354;3.912087
339.5565;196.6183;13.26292;18.28712;100.3519;3.888881
339.555;196.6537;13.24615;18.20086;100.8667;3.883016
339.555;197.2294;13.25443;18.12905;101.1519;3.908066
339.5534;200.734;11.41964;18.34249;99.87375;3.888278
339.5522;197.0492;13.24943;18.03985;101.0448;3.896825
339.5519;204.3031;10.35161;18.02074;94.94521;3.869603
339.5519;195.7815;14.76521;19.57881;102.18;3.916128
339.5512;199.5642;15.71714;19.83083;99.45062;3.892637
339.5512;195.6002;14.76896;19.16599;103.1283;3.899397
339.5509;195.6056;14.76141;19.5612;102.56;3.905706
339.5503;195.5754;14.76516;19.72265;102.2294;3.900156
339.55;197.094;13.26266;17.78755;99.94167;3.893956
339.5484;195.6869;14.76812;19.48311;102.2596;3.904788
339.5469;201.6042;11.41385;18.38176;99.74958;3.888975
339.5466;204.3854;10.34297;18.22224;94.61667;3.880166
339.5466;195.6604;14.7574;19.93655;102.0931;3.906397
339.5453;204.4658;10.35391;18.08064;94.63271;3.880303
339.5447;197.1325;13.25208;18.50783;100.5744;3.902666
339.5444;204.5608;10.34729;18.55226;95.97459;3.87775
339.5441;204.1069;10.3551;17.95333;95.06187;3.889803
339.5441;196.6483;13.23677;18.44773;100.3138;3.885241
339.5428;195.4333;14.76255;20.05367;102.8996;3.905441
339.5422;201.8865;11.45484;18.12717;96.34021;3.895634
339.5416;195.9565;14.76208;19.63397;102.3873;3.917478
339.5409;204.0258;10.34495;17.68323;94.45812;3.850794
339.54;198.9175;15.69917;19.47362;99.50188;3.867669
339.5397;195.7171;14.76578;19.79395;102.346;3.903947
339.5372;204.3877;10.35167;18.21419;94.99229;3.900284
339.5372;197.3715;14.76818;21.94125;102.4752;3.923884
339.5341;204.27;10.34792;18.17379;94.95667;3.860634
339.5334;204.2102;10.34875;18.39888;95.13062;3.864428
339.5325;197.1704;13.28484;18.16373;100.895;3.902966
339.5278;204.6023;10.36161;18.48194;95.03062;3.876188
339.5278;195.6237;14.77484;19.3932;103.0819;3.901144
339.5278;197.2848;13.26589;18.10519;100.9673;3.901006
339.5272;204.5177;10.36083;18.17203;94.98583;3.876044
339.5241;195.7452;14.75703;19.74382;102.2302;3.881288
339.5237;195.6521;14.76875;19.62848;102.23;3.886694
339.5237;197.3748;13.28198;18.32421;100.7742;3.903078
339.5234;197.1683;14.76583;22.14597;102.4131;3.923812
339.5216;204.6102;10.3462;18.22121;95.05521;3.856284
339.5209;199.2808;15.70781;20.2391;99.46333;3.873253
339.5203;195.8587;14.76193;19.60585;102.2431;3.894306
339.5175;196.6667;13.25104;18.44894;100.5719;3.873412
339.5166;201.9971;17.51287;17.97316;95.66292;3.877837
339.5163;199.6567;15.6887;19.79737;98.67375;3.906325
339.515;195.4177;14.77276;19.18023;102.9019;3.901488
339.5137;204.3987;10.35677;18.44507;95.21416;3.888872
339.5125;195.3679;14.76385;19.58662;102.5437;3.910034
339.5122;196.7462;14.7674;21.76833;102.3156;3.913825
339.5119;195.6494;14.76927;19.56316;102.3823;3.910094
339.5119;195.6981;14.75703;19.80713;102.3027;3.90035
339.5116;196.8196;13.2537;18.50698;100.3785;3.875728
339.5075;204.5156;10.33677;18.08062;95.27708;3.887959
339.5063;195.5244;14.77047;19.60073;102.1008;3.890891
339.5041;195.75;14.7676;19.46638;101.9825;3.882572
339.5038;199.2446;15.69359;19.60724;99.43938;3.889372
339.5034;197.275;13.2438;18.00562;101.0029;3.898522
339.5019;204.2319;10.35625;18.32973;95.09438;3.861584
339.5013;204.3352;10.34969;18.16266;94.60604;3.867297
339.5009;196.6794;13.26422;17.63191;100.7637;3.894834
339.5006;197.2883;13.24719;18.0714;100.9483;3.901766
339.4994;197.465;13.26401;18.31692;101.0246;3.897862
339.4984;196.571;13.25401;17.6042;100.705;3.879509
339.4969;195.6421;14.77297;19.61045;102.1573;3.890434
339.4947;204.4935;10.35307;17.95159;94.95208;3.900613
339.4925;196.9527;13.255;17.28382;101.5256;3.877253
339.4925;197.2435;13.26062;18.27353;100.935;3.908853
339.4909;204.8598;10.35208;18.49745;95.10042;3.866478
339.4909;204.7208;10.35115;18.52718;94.92834;3.869656
339.4894;197.2917;13.25484;18.35527;101.036;3.894769
339.4891;195.7348;14.76286;19.66235;102.6413;3.907409
339.4884;197.1573;13.27917;17.96327;99.94312;3.893013
339.4875;201.595;11.46302;18.19841;96.23917;3.897956
339.4862;204.3375;10.34745;18.0457;95.385;3.882728
339.4853;201.4042;11.79896;21.31879;97.1525;3.873597
339.4853;195.8467;14.77036;19.6676;102.6108;3.912959
339.4847;203.9615;10.35396;17.86683;95.08;3.893837
339.4844;204.3485;10.35115;18.03898;94.6375;3.870056
339.4841;195.5225;14.77078;19.52001;102.4923;3.890269
339.4828;201.9296;11.42708;18.59776;99.11979;3.895781
339.4825;204.515;10.35615;18.18414;94.61229;3.873872
339.4822;197.4829;13.26521;18.3265;100.9065;3.909688
339.4819;204.3304;10.35662;18.49689;95.48;3.883925
339.4803;205.5827;10.34411;18.46935;95.85625;3.910388
339.4778;197.2227;13.25807;18.04132;101.0552;3.897197
339.4769;196.9337;13.24771;18.20331;100.4619;3.887109
339.4756;196.8635;13.23021;18.6468;100.5948;3.895134
339.4756;196.5929;13.24943;18.45933;100.2179;3.885456
339.4741;195.7656;14.77115;19.64593;101.8671;3.924034
339.4719;204.4944;10.34417;18.14925;95.26771;3.887891
339.4709;204.8456;10.35328;18.29451;95.21729;3.881941
339.47;204.5594;10.35589;18.41508;95.12833;3.875881
339.4662;199.2308;15.70026;19.48477;99.49375;3.895881
339.4662;197.4396;13.27453;17.84136;100.2204;3.910669
339.4659;199.2665;15.71151;19.46283;98.74375;3.899325
339.4659;195.5892;14.76266;19.56488;102.2085;3.886913
339.4653;197.3915;13.28234;18.15635;101.0398;3.915959
339.465;197.2017;13.25495;18.00644;100.9765;3.908638
339.4637;205.0996;10.35208;18.61731;95.64417;3.865159
339.4634;195.6644;14.76198;19.76486;101.5652;3.890709
339.4625;197.15;14.76802;22.00882;102.444;3.922197
339.4625;197.285;13.26672;18.26494;99.97854;3.894797
339.4622;195.5415;14.76766;19.41824;101.8658;3.921034
339.4622;197.2192;14.76583;22.2501;102.3071;3.922109
339.4597;195.5783;14.76865;19.72483;102.1523;3.901875
339.4591;199.3271;15.69979;19.73301;99.45187;3.893356
339.4575;204.7685;10.34016;18.60252;95.22146;3.889709
339.4569;204.1208;10.35068;18.00894;94.96438;3.888578
339.4562;204.3042;10.33917;18.42072;95.0525;3.860216
339.4547;204.4998;10.35068;18.35797;95.98063;3.877403
339.4547;199.1331;15.71625;19.64317;98.90938;3.881313
339.4547;195.6796;14.78609;19.69071;102.3129;3.903941
339.4541;197.4088;13.25682;18.27716;101.0387;3.909228
339.4538;204.2206;10.36073;18.17754;94.81541;3.880291
339.4522;197.2469;13.26339;18.10226;101.171;3.913459
339.4519;205.3948;10.34969;18.54736;95.93645;3.876956
339.4516;204.919;10.35745;18.59727;95.52563;3.863888
339.4503;196.7973;13.24953;18.33978;100.5338;3.887253
339.4497;204.1771;10.34599;18.23381;95.16021;3.859756
339.4491;204.5227;10.36146;18.26547;95.31062;3.825891
339.4491;204.2961;10.36255;18.09842;94.95646;3.872237
339.4444;195.6102;14.76625;20.02808;102.631;3.916472
339.4441;197.3448;14.76318;22.20152;102.2144;3.921584
339.4438;197.0371;13.27714;18.27129;101.2158;3.888778
339.4438;197.2317;13.27125;18.29403;100.415;3.891003
339.4428;202.1525;17.51417;18.02594;95.69479;3.883334
339.4378;196.9867;13.25802;17.95464;101.6706;3.896381
339.4366;196.1221;14.7638;19.87093;101.9088;3.920466
339.4356;205.2979;10.34891;18.02026;95.55833;3.893325
339.4356;196.7167;13.25521;17.73296;100.6756;3.881297
339.4337;195.5573;14.76375;19.9994;102.094;3.902234
339.4331;204.901;10.3588;17.98726;95.74812;3.869262
339.4322;201.5765;12.20141;19.85676;95.76437;3.871725
339.4306;204.1542;10.35396;17.9691;94.93709;3.887266
339.43;195.5873;14.76427;19.20759;102.0748;3.893694
339.4297;197.4283;13.24693;18.28811;100.9569;3.903441
339.4284;195.5142;14.76552;19.49824;102.3365;3.903853
339.4281;204.915;10.35557;18.46782;95.28812;3.8839
339.4272;204.2379;10.34922;18.11131;94.54896;3.8798
339.4262;204.916;10.36323;18.59456;95.61833;3.86265
339.4256;197.0448;13.25974;18.11881;101.425;3.887178
339.4256;201.7954;11.47802;18.36085;96.15688;3.897869
339.4191;196.9892;13.23792;18.04178;101.6694;3.894031
339.4188;204.6356;10.33875;18.20961;95.27604;3.889281
339.4184;205.2685;10.35984;18.23906;95.67229;3.898522
339.4178;204.4394;10.36146;18.24012;94.98479;3.898116
339.4159;204.6675;10.36328;18.50999;95.27084;3.821919
339.415;199.2335;15.69922;19.30463;99.37583;3.887647
339.4147;197.1421;13.27693;17.81231;100.7992;3.879719
339.4147;197.3898;13.2687;18.35231;100.7998;3.902797
339.4144;197.1167;13.24266;18.34061;100.7258;3.899809
339.4134;196.9585;13.24484;18.08062;101.594;3.896703
339.4131;195.6742;14.77839;19.47764;102.0798;3.903341
339.4116;195.5654;14.77443;19.81243;102.1848;3.924338
339.4116;200.0802;11.42115;18.17109;99.965;3.886497
339.4113;197.2531;13.28016;18.0989;100.9508;3.903056
339.4113;197.6133;13.27583;18.6947;100.6323;3.899584
339.4091;195.6969;14.75828;19.90698;101.5527;3.893197
339.4084;205.0125;10.3525;17.98614;95.95917;3.862019
339.4069;201.6775;11.36823;18.4742;96.37395;3.8848
339.4066;197.4579;13.25839;18.36925;101.0885;3.9089
339.4056;204.2946;10.35797;18.23519;94.51437;3.88335
339.4056;196.7365;14.76437;21.73673;102.4108;3.916566
339.4044;204.2727;10.34682;17.79066;95.36813;3.883525
339.4044;197.3458;13.27745;17.86096;100.7615;3.898544
339.4034;196.9983;13.24958;18.2704;100.3756;3.8761
339.4019;204.8294;10.3625;18.47696;95.37771;3.870359
339.4019;197.1831;13.2513;18.42117;101.219;3.882919
339.4016;195.7331;14.77589;19.55177;101.9225;3.882675
339.4012;196.9356;13.24562;17.91776;101.7715;3.890369
339.4009;201.4863;11.37594;18.14915;96.38062;3.887053
339.4006;197.2123;13.27375;18.15756;100.8277;3.901434
339.3994;195.8769;14.76885;19.81137;101.8323;3.881716
339.3953;195.6317;14.76141;19.54451;102.1062;3.919863
339.3947;205.0427;10.35313;17.93741;95.80042;3.877712
339.3944;204.0342;10.3626;18.08975;94.98854;3.863606
339.3934;195.2758;14.75703;18.77884;102.89;3.884362
339.3934;196.0704;14.76776;19.5121;102.0148;3.908975
339.3931;204.3048;10.35698;18.33925;94.92896;3.857337
339.3931;196.7902;13.24984;18.47994;100.506;3.887484
339.3931;201.7327;17.51323;19.09701;95.14167;3.851419
339.39;204.056;10.35005;17.95855;94.90958;3.8673
339.3894;197.125;13.25318;18.41256;100.3569;3.89475
339.3841;203.7967;10.35573;18.38189;95.64188;3.843375
339.3838;203.989;10.34854;18.16849;95.04646;3.856894
339.3816;204.0683;10.34891;18.11626;95.53146;3.873822
339.3813;195.4008;14.7637;19.79486;101.5621;3.8932
339.3813;197.235;13.26188;18.39263;101.289;3.897506
339.38;195.62;14.7662;19.53662;102.5808;3.904263
339.3794;195.7179;14.7599;19.3952;101.8992;3.909713
339.3772;195.8677;14.7699;19.34135;102.0342;3.904244
339.3772;203.0144;17.51917;17.63358;96.51542;3.925175
339.3756;205.0612;10.3487;18.11878;95.78604;3.850984
339.3753;197.0867;13.2663;18.1709;100.0465;3.895294
339.375;204.4637;10.34266;18.32401;94.94688;3.896991
339.3747;204.6146;10.35214;18.2072;95.40708;3.860859
339.3744;205.2275;10.35167;18.95165;95.41;3.887225
339.3741;195.6706;14.76005;19.78416;102.2073;3.879978
339.3725;204.2454;10.3563;18.09083;95.08292;3.869969
339.3709;197.261;13.26615;18.23996;100.77;3.900975
339.3706;204.1086;10.35198;18.05714;94.55542;3.866069
339.3703;199.265;15.71365;19.5206;99.4525;3.896075
339.3703;195.7238;14.7776;19.74807;102.0142;3.893278
339.3703;197.1862;13.25438;18.14287;101.5371;3.889178
339.37;205.0333;10.35458;18.34659;95.64604;3.888209
339.37;195.8315;14.77188;19.88619;101.7265;3.903359
339.3697;197.0123;13.24849;18.55053;100.5531;3.9033
339.369;204.2498;10.34927;18.06764;94.60271;3.882278
339.3687;205.1404;10.35021;18.51366;95.76833;3.865869
339.3687;199.4787;15.70526;19.54743;98.71375;3.899928
339.3684;196.876;13.24078;18.17159;101.5344;3.9017
339.3672;195.5523;14.77984;19.09571;103.4196;3.897784
339.3669;204.4137;10.36865;18.33925;95.87791;3.871488
339.3669;195.7277;14.76792;19.5807;102.6392;3.914453
339.3666;204.9765;10.35797;18.28679;95.87437;3.861816
339.3625;204.3671;10.35812;18.13223;94.57417;3.873209
339.3625;204.3804;10.34266;18.40429;94.99875;3.88075
339.36;195.6071;14.78531;19.85316;103.4483;3.905659
339.36;196.6362;13.23938;18.28746;100.6354;3.88795
339.3597;204.254;10.34172;17.84418;94.99917;3.887291
339.3597;204.4856;10.35594;18.16306;94.81604;3.861744
339.3588;197.0014;13.25781;18.02798;101.1677;3.908028
339.3587;195.5852;14.77786;19.53997;101.8642;3.921875
339.3578;204.3517;10.35281;18.47891;95.92104;3.872869
339.3578;204.5171;10.34292;18.29021;94.99292;3.886706
339.355;196.5085;13.24802;18.36405;100.06;3.880406
339.3544;195.914;14.76906;20.16656;102.0512;3.888578
339.3516;195.6842;14.7574;19.78582;102.2402;3.865794
339.3516;197.5265;13.28042;18.03215;101.1154;3.9123
339.351;204.4531;10.35698;18.66931;94.89396;3.879022
339.3463;203.475;17.50474;18.47874;96.49583;3.937147
339.3453;195.554;14.75906;19.68758;101.8965;3.881191
339.3444;196.9969;13.25167;17.90806;101.4502;3.887566
339.3441;197.3702;13.25781;18.10304;101.0219;3.911972
339.3438;195.4417;14.75745;19.30865;102.3225;3.872131
339.3434;204.2067;10.34641;17.94517;94.57729;3.883316
339.3434;204.4165;10.34557;18.36598;94.89042;3.868391
339.3434;195.7112;14.76516;19.77309;101.9506;3.91825
339.3419;205.0488;10.35;18.35766;95.63479;3.865125
339.3412;195.6769;14.76661;19.8517;102.3994;3.889694
339.3403;204.4735;10.34958;17.75891;94.88625;3.90225
339.3378;197.584;13.26745;18.32389;100.0113;3.908253
339.3365;196.731;13.25505;17.4452;100.7035;3.874131
339.3362;204.1106;10.3412;17.99547;95.00083;3.891625
339.3356;195.7435;14.75875;19.8093;102.18;3.895513
339.3347;201.064;11.37385;18.39862;95.7;3.888684
339.3344;204.2406;10.35338;18.07024;95.08583;3.865387
339.3334;197.4369;13.24911;18.25287;100.9508;3.903791
339.3334;197.2396;13.2588;18.08492;101.0404;3.907453
339.3334;198.995;11.41203;18.05473;100.0848;3.88645
339.3328;195.8092;14.77943;20.22437;102.074;3.907925
339.3309;195.4929;14.76078;19.78629;101.55;3.893719
339.3272;197.1508;13.27729;18.22855;100.9129;3.910281
339.3269;197.2606;13.25177;17.98842;101.0869;3.897041
339.3256;204.36;10.35417;18.25675;95.435;3.884959
339.3256;195.4835;14.76724;18.90438;102.0827;3.881406
339.3256;197.475;13.27641;18.29965;100.7583;3.904362
339.3219;197.3917;13.26328;18.02397;100.1394;3.912381
339.3197;195.6592;14.76161;19.77484;102.149;3.930266
339.3194;195.4444;14.76573;19.34484;102.1454;3.890075
339.3188;196.899;13.2551;18.19769;101.231;3.881322
339.3169;196.44;13.26255;18.1253;100.7008;3.869975
339.3166;203.8821;10.35891;17.84864;95.05791;3.854444
339.3131;204.0815;10.35354;18.00865;94.85;3.882666
339.3122;196.7883;13.2375;18.41387;100.4177;3.873116
339.3119;204.3296;10.35516;18.28057;94.92355;3.869853
339.3106;204.6592;10.35484;18.46531;94.77084;3.892125
339.31;205.3583;10.35167;18.60285;95.48229;3.888016
339.3097;196.059;14.76052;19.76945;102.0771;3.928369
339.3075;200.4212;11.805;19.96358;97.16854;3.859538
339.3075;197.2108;13.25495;18.48866;101.2529;3.880859
339.3069;204.4606;10.33844;18.60701;95.47166;3.876144
339.3062;201.6931;11.37896;18.3281;96.80791;3.917325
339.3059;204.9777;10.36042;18.47186;95.14521;3.864847
339.3059;204.1702;10.34568;18.33906;94.95646;3.861531
339.3056;205.1877;10.35328;18.00027;95.60833;3.896137
339.3044;204.1017;10.34917;17.92182;94.89083;3.884684
339.3037;197.0442;13.25396;17.94338;101.2375;3.891319
339.3028;197.3856;13.25557;18.23569;101.0079;3.910234
339.3003;195.5358;14.75974;19.26099;102.0844;3.890275
339.2991;205.1185;10.34245;18.54345;95.82313;3.910187
339.2991;196.6725;13.23938;17.93379;100.4373;3.886462
339.2972;195.3844;14.76974;19.47887;102.5483;3.913022
339.2963;204.4133;10.34823;18.25703;94.8475;3.867931
339.2959;205.2654;10.36063;18.20329;95.61333;3.900375
339.2947;200.6148;11.8013;18.58003;96.85667;3.869969
339.2944;196.465;13.24922;18.13361;99.98813;3.86939
339.2941;204.3323;10.34922;18.25348;94.93792;3.895994
339.2941;195.6802;14.76146;19.76;102.0733;3.896197
339.2919;196.4519;13.235;18.04784;100.8662;3.882322
339.2919;201.6519;11.41198;18.39469;96.13792;3.8979
339.2916;195.4817;14.76115;19.43622;101.949;3.903734
339.29;204.1671;10.34417;18.44625;95.13792;3.887425
339.2863;197.28;13.25542;18.28661;100.3146;3.893519
339.2853;197.3163;13.2638;18.25611;100.9362;3.910856
339.2847;204.15;10.36234;17.88651;94.84333;3.859409
339.2847;204.4192;10.34375;18.31098;94.85562;3.861294
339.2847;196.6304;13.25193;18.48199;100.2002;3.884256
339.2844;197.4977;13.25365;17.94864;101.5452;3.894903
339.2809;196.871;13.2426;18.07692;100.4681;3.885225
339.2794;197.0698;13.25469;18.52792;100.7294;3.903256
339.2791;204.0904;10.3387;17.60963;94.80583;3.873506
339.2787;204.6525;10.35896;18.31038;95.11208;3.863553
339.2787;195.6606;14.7538;19.4687;102.2908;3.869906
339.2784;205.2079;10.36115;18.37605;95.88937;3.876922
339.2766;203.9454;10.35708;17.90804;95.04;3.871075
339.275;196.5473;13.25005;18.36444;100.1958;3.881791
339.2747;204.0283;10.34781;17.82423;94.97729;3.891894
339.2747;197.1283;13.2513;18.11464;101.0146;3.897853
339.2744;204.0046;10.34781;18.13233;95.20187;3.857928
339.2722;204.4996;10.35234;18.31972;94.93063;3.877453
339.2703;204.4263;10.35042;18.32217;94.74416;3.891534
339.2703;196.9292;13.25911;18.24082;101.5869;3.890981
339.2694;204.1429;10.35719;18.271;94.80229;3.860572
339.2694;197.4315;13.26984;18.42535;100.7631;3.903569
339.2687;204.9415;10.34969;18.27278;95.075;3.860388
339.2672;204.4738;10.3524;18.10724;95.49792;3.883931
339.2662;195.6038;14.765;19.6631;102.7421;3.908891
339.2659;204.1381;10.34625;18.09753;95.56895;3.873891
339.2659;204.2894;10.35474;18.35855;94.90625;3.861466
339.265;195.8529;14.76068;19.61049;102.2344;3.898628
339.2647;205.0688;10.36052;18.29309;95.96521;3.859969
339.2638;204.2685;10.35359;18.06982;95.17917;3.866831
339.2631;201.4885;11.37906;18.56373;96.3275;3.881834
339.2613;204.0452;10.34448;17.92037;94.91;3.889175
339.2613;197.4371;13.25036;18.31508;101.0342;3.909494
339.2603;197.2785;13.27521;18.07973;100.1465;3.895494
339.2578;195.7792;14.7726;19.73401;102.2767;3.868625
339.2575;200.4698;11.80667;18.5629;96.87833;3.871581
339.255;195.664;14.77021;19.5105;102.466;3.907284
339.2538;195.7831;14.76458;19.53248;102.5948;3.913059
339.2506;203.9271;10.36266;18.19206;94.81208;3.858028
339.2506;195.9106;14.76948;19.74216;102.2017;3.930478
339.2506;197.379;13.25318;18.09409;100.8523;3.901519
339.2487;195.4438;14.76901;19.44373;102.0987;3.861356
339.2487;201.6354;11.37568;18.50013;96.6425;3.883687
339.2484;204.2819;10.34667;18.50808;94.93833;3.893797
339.2475;195.9588;14.76266;19.83843;101.9519;3.918612
339.2469;203.9144;10.35005;17.93262;94.99709;3.870103
339.2469;197.2096;13.28297;18.13294;100.9281;3.908772
339.2469;201.6425;11.37964;18.70274;96.9175;3.869534
339.2466;204.1046;10.35599;18.08803;95.22354;3.8662
339.2456;205.12;10.36328;18.23662;95.97125;3.859694
339.2428;204.8433;10.35651;18.54931;95.64125;3.859869
339.2419;195.8104;14.76391;19.75575;102.1642;3.878813
339.2419;201.5442;11.47052;17.83518;96.46188;3.89365
339.2412;197.2096;13.26078;18.33981;100.945;3.912884
339.2394;203.9212;10.35292;17.71908;94.91209;3.855206
339.2375;204.1142;10.34042;18.20635;95.16312;3.887819
339.2375;204.1746;10.34937;17.85565;95.39479;3.880909
339.2375;196.4252;13.24698;18.10531;99.94542;3.870759
339.2372;205.0579;10.35797;18.11606;95.71;3.866894
339.2359;201.4294;11.38823;18.07104;96.43916;3.887091
339.2353;204.1904;10.3526;18.29995;95.02604;3.851656
