K5T3.PV;K5TCV2I.PV;K5L2.PV
201.6967;11.38057;294.8151
202.1081;11.80234;294.8144
204.2402;11.18062;294.8138
202.0663;11.81219;294.8131
203.926;11.18792;294.8124
197.4396;13.27453;294.8121
198.0612;14.26479;294.8118
203.2352;13.21057;294.8111
203.6485;11.18896;294.8105
201.2929;11.38677;294.8105
201.7996;11.80839;294.8102
202.0531;11.8088;294.8098
204.6327;11.18422;294.8091
206.7413;16.70552;294.8091
198.0625;14.26094;294.8088
204.3296;10.35516;294.8082
203.9475;11.17969;294.8069
204.8069;11.18625;294.8062
204.3087;11.17859;294.8059
198.2056;14.26302;294.8059
201.2094;11.38328;294.8055
201.2335;11.37458;294.8055
204.4506;11.18849;294.8052
205.5067;10.34672;294.8046
204.239;10.34396;294.8046
203.236;11.1899;294.8042
204.3913;11.18458;294.8029
203.48;10.34172;294.8026
201.2004;11.38583;294.8026
204.4429;11.19521;294.8019
204.0283;10.34932;294.8019
204.4198;11.18339;294.801
204.174;11.18146;294.8003
204.2915;10.34323;294.7977
199.4481;14.25979;294.7973
204.4925;11.17182;294.7954
204.3819;11.17542;294.7954
204.0788;11.18641;294.7947
201.4717;11.38969;294.7947
197.9971;14.26026;294.7941
198.0427;14.2676;294.7931
206.9179;16.71245;294.7928
200.5213;15.7188;294.7928
204.4735;11.18443;294.7924
206.774;16.71932;294.7924
202.1131;11.79781;294.7921
201.324;11.37771;294.7921
204.1381;10.34625;294.7914
204.3265;11.17479;294.7908
204.5896;11.18266;294.7898
204.2933;10.34818;294.7892
201.6379;11.37427;294.7881
203.4171;11.19823;294.7875
204.1463;11.17562;294.7875
197.9948;14.26911;294.7868
204.5702;11.18104;294.7862
204.9996;10.35833;294.7862
203.7188;11.19172;294.7849
201.8883;11.81984;294.7845
203.7904;11.18714;294.7836
196.1044;14.77812;294.7826
197.8306;14.26203;294.7803
204.3496;11.18208;294.7799
203.9733;10.34792;294.7799
201.5144;11.37427;294.7783
204.6681;11.17552;294.778
203.9683;10.34688;294.778
198.0844;14.25839;294.7776
197.8781;14.25557;294.7773
203.8854;11.17068;294.777
204.3119;11.18854;294.7757
204.1019;11.1651;294.7757
199.3763;14.25557;294.7744
203.1798;13.19823;294.774
204.1711;11.18281;294.774
198.1533;14.26255;294.774
204.3742;10.34052;294.7737
201.9981;11.79349;294.7737
201.0262;11.3776;294.7737
203.1738;13.20266;294.7724
203.3225;11.1938;294.7721
204.0694;11.18865;294.7714
204.4665;11.19172;294.7714
204.6735;11.18156;294.7704
206.0644;10.34708;294.7701
204.33;11.18099;294.7698
204.3323;11.18234;294.7691
203.9656;10.35354;294.7691
202.1344;11.80891;294.7688
204.4946;11.1899;294.7685
206.7671;15.17745;294.7675
202.0177;11.80609;294.7662
201.3102;11.38042;294.7662
201.5771;11.37552;294.7645
202.2773;11.80255;294.7642
199.3346;14.25656;294.7642
206.6721;15.17677;294.7639
205.4446;10.35495;294.7629
204.8492;11.1825;294.7622
204.2681;11.18401;294.7619
204.3304;11.18875;294.7616
200.9727;11.37859;294.7609
204.6381;11.18599;294.7606
204.601;11.17818;294.7593
195.6402;14.77099;294.7586
202.2479;11.80307;294.7583
201.2792;11.37031;294.7583
201.106;11.38656;294.7576
202.5769;11.80719;294.757
204.3642;11.18505;294.756
204.3652;11.18302;294.7557
202.0758;11.8113;294.7557
203.1819;11.18995;294.7553
201.9544;11.80474;294.7553
197.4444;13.27005;294.7553
201.3981;11.38536;294.7547
204.2235;11.17536;294.7544
204.1558;11.18224;294.754
204.4427;11.17734;294.754
204.1163;11.16646;294.7537
203.9792;10.34479;294.7531
204.0342;10.3626;294.7524
204.1077;10.34495;294.7517
204.4192;10.34771;294.7514
204.7402;11.1826;294.7511
195.9533;14.76969;294.7504
204.4471;11.17099;294.7498
197.1704;13.28484;294.7478
205.6125;10.35615;294.7475
201.0125;11.38859;294.7471
203.2508;11.19047;294.7468
204.5594;10.35458;294.7465
204.2052;10.35188;294.7462
204.8902;10.35667;294.7452
197.6156;14.2662;294.7452
200.7681;14.25099;294.7448
204.4465;11.18141;294.7435
204.4025;11.18005;294.7429
204.4702;11.19286;294.7429
204.3658;11.18812;294.7426
201.195;11.3725;294.7416
204.5342;11.18083;294.7406
204.8013;10.35214;294.7403
205.1208;10.35547;294.7399
205.3269;10.3549;294.7396
204.1321;10.35271;294.7396
204.4221;10.34443;294.7393
201.1879;11.38172;294.7393
202.3777;11.80099;294.7386
204.2038;11.16818;294.7383
204.424;11.19255;294.7379
201.1527;11.37687;294.7373
204.555;11.17271;294.7366
204.2467;11.17708;294.7347
204.0506;11.18115;294.7347
201.2337;11.37661;294.7347
203.94;10.3399;294.734
204.5019;11.18484;294.7334
204.8181;11.18026;294.733
204.1958;11.18578;294.7327
204.4698;11.18286;294.7321
204.885;10.35229;294.7314
203.3385;11.18406;294.7311
203.7194;11.18625;294.731
199.701;14.25807;294.731
204.0829;10.34177;294.7307
201.9715;11.80698;294.7307
200.3969;14.25042;294.7307
201.1792;11.38417;294.7298
204.0271;11.1837;294.7297
204.001;11.18776;294.7297
198.3604;14.27255;294.7291
200.9448;11.37266;294.7291
204.3671;10.35812;294.7288
203.9052;10.34823;294.7285
201.8562;11.80203;294.7284
204.0083;11.18338;294.7281
204.4748;11.18812;294.7278
204.2527;10.34365;294.7278
196.9969;13.25167;294.7278
203.9892;11.1926;294.7274
204.0721;10.35417;294.7265
202.1208;11.80146;294.7245
204.0552;11.20177;294.7242
204.0802;10.34849;294.7242
204.681;11.17922;294.7238
201.9481;11.81563;294.7238
204.1792;11.18771;294.7229
204.0806;11.17318;294.7225
203.4167;11.19641;294.7219
205.6825;10.35474;294.7212
197.6842;14.28031;294.7212
204.069;11.18589;294.7206
195.5887;14.77094;294.7179
204.216;10.35339;294.7169
201.1604;11.37073;294.7166
202.285;11.80589;294.716
202.1285;11.80458;294.716
199.8265;15.70911;294.716
204.2898;11.17885;294.7156
203.2088;13.20578;294.7153
204.1165;11.1799;294.7147
204.4;11.18776;294.7143
201.1406;11.37875;294.7143
204.3804;10.34266;294.7133
203.9637;11.17495;294.7127
204.1308;10.3474;294.7127
202.1867;11.80828;294.7127
204.2433;11.17906;294.7124
200.4698;11.80667;294.7117
204.0425;11.18781;294.7111
203.9708;11.18479;294.7104
203.9696;11.17385;294.7104
201.4235;11.38068;294.7097
204.9075;10.35391;294.7087
201.3896;11.37958;294.7087
204.6383;11.18969;294.7081
199.1231;14.25979;294.7081
204.246;11.19115;294.7078
204.3202;11.17229;294.7065
203.8035;11.1826;294.7061
204.0119;11.18021;294.7051
204.0223;11.17927;294.7051
200.7792;11.80141;294.7051
198.2052;14.26297;294.7048
203.7769;11.17078;294.7042
201.484;11.38219;294.7035
204.1771;10.34573;294.7032
204.3435;10.34844;294.7029
198.0446;14.2838;294.7025
202.0465;11.79677;294.7015
201.7823;11.37578;294.7015
200.3173;15.71115;294.7012
204.031;11.18281;294.7002
202.1163;11.7987;294.7002
204.4494;10.33776;294.6996
204.3152;11.18995;294.6992
204.52;10.33953;294.6989
197.3925;13.27708;294.6986
199.4398;14.26328;294.6979
204.145;11.19281;294.6976
206.8429;11.0638;294.6969
201.8206;11.80542;294.6969
203.2306;11.18651;294.6966
204.3204;11.17245;294.6966
204.9415;10.34969;294.6966
204.6163;11.18255;294.6963
204.4738;10.3524;294.6956
207.8794;29.14021;294.6956
204.2204;11.18693;294.6953
204.1085;10.34844;294.6953
201.3802;11.37844;294.6953
205.0935;10.35906;294.6946
201.7946;11.79927;294.694
204.3181;11.18922;294.6937
204.6379;11.18448;294.693
204.8246;10.36;294.693
204.1442;11.19646;294.6927
200.8592;14.23849;294.6927
204.5956;11.1863;294.6924
196.0419;14.77849;294.6924
201.9235;11.80734;294.692
204.3615;11.17219;294.6913
204.0533;11.18276;294.691
204.3971;11.18057;294.691
203.3967;10.34432;294.6907
201.0102;11.37401;294.6904
204.5227;10.36146;294.6897
205.2654;10.36063;294.6897
205.7242;10.35365;294.6894
204.4598;10.35047;294.6894
203.914;10.3587;294.6884
203.7829;11.20172;294.6881
204.1585;11.18589;294.6874
204.0975;11.18172;294.6871
204.3785;11.1801;294.6871
202.2348;11.81615;294.6855
206.6954;15.18208;294.6851
204.2762;11.18432;294.6825
204.469;11.17479;294.6822
197.9881;14.27344;294.6815
201.2471;11.38099;294.6815
196.971;13.28177;294.6802
201.2504;11.37714;294.6792
204.1542;11.18651;294.6789
204.0219;11.17849;294.6786
204.0538;11.17698;294.6786
204.025;11.18526;294.6782
205.64;10.35323;294.6782
201.705;11.8037;294.6776
195.6444;14.79661;294.6776
205.2092;10.34807;294.6769
201.5179;11.37396;294.6753
200.9096;11.38604;294.6753
204.1931;10.34875;294.675
201.6415;11.80427;294.675
204.3865;11.18859;294.6746
201.459;11.37526;294.6743
204.3625;11.18083;294.674
201.2104;11.37583;294.6736
203.6073;10.35047;294.673
201.0769;11.38255;294.673
204.0798;11.18182;294.6703
204.0461;11.18109;294.6697
204.056;10.35005;294.6697
204.9288;10.35656;294.6694
200.6667;14.25479;294.6694
198.3917;14.26365;294.669
201.5583;11.38323;294.669
203.8898;10.34885;294.6671
204.2394;11.18307;294.6664
204.9375;10.35338;294.6661
205.0921;10.35641;294.6654
197.8813;14.25984;294.6638
204.5467;11.17865;294.6631
203.9725;11.18484;294.6631
199.7904;14.26969;294.6631
204.1173;11.18375;294.6625
205.1444;10.35141;294.6625
200.0235;15.71417;294.6615
204.1783;10.35411;294.6605
202.1013;11.80797;294.6605
204.226;11.1801;294.6602
204.059;11.18453;294.6602
205.169;10.35651;294.6602
201.6933;11.37016;294.6599
204.331;11.17552;294.6595
204.3994;11.18422;294.6595
204.1804;11.19411;294.6592
204.5558;11.18516;294.6592
205.2777;10.35385;294.6592
203.8706;11.18339;294.6585
204.1702;10.34891;294.6585
199.5796;14.2525;294.6572
197.4829;13.26521;294.6572
199.4846;14.25885;294.6569
203.8631;10.34615;294.6566
204.2346;11.17927;294.6563
204.0819;11.18854;294.6559
204.2646;10.35146;294.6559
204.1429;10.35719;294.6549
205.0167;10.35536;294.6546
201.599;11.80203;294.6523
204.2937;10.3549;294.652
201.3069;11.36427;294.6513
204.2744;10.35338;294.65
204.4113;11.18641;294.6494
205.2979;10.34891;294.6494
201.0446;11.37302;294.6487
204.421;10.34745;294.6484
204.0406;10.35073;294.6484
204.2598;11.18094;294.648
203.3652;11.18818;294.6477
196.8877;13.27083;294.6471
203.7121;10.34854;294.6458
199.3248;14.25542;294.6454
199.15;14.25771;294.6448
197.3917;13.26328;294.6448
204.6288;11.17453;294.6438
204.7783;11.17911;294.6438
204.031;10.34318;294.6438
204.36;10.35417;294.6435
204.8981;10.34906;294.6415
204.1013;11.17995;294.6411
204.7175;11.18437;294.6408
200.0762;15.70547;294.6405
204.2267;11.19031;294.6402
201.7283;11.37896;294.6398
204.2702;11.18396;294.6395
197.3881;13.26469;294.6395
204.2298;11.17417;294.6385
199.5102;14.24667;294.6369
204.8008;10.36161;294.6366
197.1094;13.26984;294.6366
204.1696;11.18625;294.6356
204.2323;11.18516;294.6356
204.2921;10.3501;294.6349
204.3625;11.1751;294.6346
203.9985;10.35203;294.6343
204.4686;11.18875;294.6336
204.2965;11.1824;294.6333
204.451;11.19563;294.633
204.2933;10.34344;294.6326
204.3023;10.35057;294.6313
204.1594;11.18641;294.631
203.8221;11.19125;294.631
204.6208;10.36531;294.631
204.2777;10.35516;294.6303
200.8129;11.38552;294.6303
202.0625;11.80177;294.629
203.8523;10.35474;294.6277
205.1581;10.34146;294.627
201.8127;11.8074;294.6254
201.476;11.38693;294.6248
204.1167;11.18474;294.6228
204.9715;10.35948;294.6224
204.1952;11.18151;294.6218
204.0323;10.34776;294.6218
204.2615;11.18583;294.6208
203.9302;11.19135;294.6192
201.5865;11.3851;294.6192
199.9156;15.71651;294.6188
201.5513;11.3863;294.6188
204.2946;10.35797;294.6185
197.285;13.26672;294.6185
205.4646;10.35411;294.6182
204.2808;10.35141;294.6182
204.6181;11.17682;294.6175
204.0294;11.1763;294.6175
204.2973;11.18036;294.6162
201.2994;11.37828;294.6159
204.0323;10.35365;294.6146
204.5783;10.34271;294.6139
205.0427;10.35313;294.6129
204.0725;10.34719;294.6126
205.066;10.34771;294.6119
200.0329;15.71516;294.6119
204.6902;11.18594;294.6116
204.7563;11.19078;294.6116
203.4077;13.20896;294.6113
204.3144;11.19047;294.6113
204.2769;10.35141;294.6103
203.3488;11.21052;294.61
201.4512;11.37661;294.6096
204.5396;11.18297;294.609
204.2635;11.18755;294.6083
202.0533;11.80219;294.6077
196.1679;14.77714;294.6077
198.1515;14.27651;294.6077
201.3654;14.23802;294.607
204.3625;11.18073;294.606
201.1306;11.37813;294.6051
204.33;10.3499;294.6047
197.1981;13.27885;294.6047
204.7196;11.17125;294.6038
201.3121;11.38062;294.6034
204.5733;11.18141;294.6024
204.8879;10.35338;294.6018
201.1717;11.38859;294.6011
204.0412;11.1725;294.6005
204.0271;11.19146;294.6005
204.3229;11.17359;294.6005
202.7415;11.81;294.5998
204.2354;11.18995;294.5972
204.0227;10.35594;294.5972
201.3481;11.38568;294.5969
204.3029;10.34594;294.5962
203.7398;10.34838;294.5962
197.7871;14.26318;294.5962
203.9877;11.19484;294.5956
204.386;11.15896;294.5956
205.5994;10.33917;294.5942
204.1352;10.3438;294.5936
204.3923;11.17214;294.5933
204.69;10.34578;294.5933
195.6233;14.77406;294.5929
203.7567;10.3451;294.5923
204.596;11.17281;294.5919
204.3796;11.17672;294.5913
205.056;10.34781;294.5906
200.5608;15.70786;294.59
203.9256;11.18672;294.5896
204.0046;10.34781;294.5896
201.6615;11.81594;294.5896
204.7935;10.35901;294.589
203.9969;11.18885;294.5887
202.0835;11.80594;294.5883
196.0092;14.77203;294.588
198.4477;14.26828;294.5877
204.6292;11.18245;294.5873
195.8554;14.76437;294.5873
202.1146;11.80641;294.587
202.0323;11.81271;294.5867
202.9921;13.19792;294.586
204.435;11.17724;294.586
204.1633;11.18974;294.5844
196.0396;14.77714;294.5841
198.8902;14.26526;294.584
204.4515;10.34401;294.5831
202.2171;11.81016;294.5831
204.2323;11.18422;294.5828
203.7194;10.34474;294.5828
204.1579;11.18964;294.5827
204.1702;10.34568;294.5818
204.3031;10.35161;294.5814
204.376;10.34396;294.5811
200.4754;14.26484;294.5811
203.9719;11.18521;294.5808
204.0742;10.3425;294.5804
204.4121;11.18406;294.5801
203.6925;10.35172;294.5801
202.081;11.80766;294.5801
201.3802;11.37828;294.5801
204.1187;10.34901;294.5798
204.2604;10.34562;294.5791
204.3965;11.18641;294.5788
204.0258;10.34495;294.5778
195.8575;14.78646;294.5772
204.1377;11.16906;294.5768
205.259;10.35391;294.5765
204.2063;11.16401;294.5762
205.3467;10.35453;294.5762
201.2708;11.38073;294.5762
204.2654;11.18125;294.5755
204.659;10.35844;294.5755
204.15;10.36234;294.5752
204.2569;11.1888;294.5742
204.3781;10.34911;294.5739
199.6406;14.30448;294.5735
197.56;13.28234;294.5729
205.009;10.35042;294.5726
203.9413;10.35318;294.5723
204.5508;11.18;294.5716
204.4888;11.17828;294.5713
204.4758;11.18193;294.5696
201.1315;11.37698;294.5696
204.7883;11.1824;294.5693
204.8731;10.35255;294.5693
204.3996;11.185;294.569
204.1658;11.18151;294.5686
205.4179;10.35;294.5683
201.79;11.38922;294.5677
204.9444;10.35385;294.567
204.36;10.35271;294.567
206.825;16.71521;294.567
205.6123;10.36583;294.5657
204.2542;10.34641;294.5657
204.5058;11.17802;294.5654
204.4212;10.3413;294.5654
201.3279;11.37224;294.5654
200.5677;11.81443;294.565
204.0585;10.34927;294.5641
204.4358;11.17953;294.5637
203.9981;11.18615;294.5624
204.9456;10.36349;294.5624
204.2075;10.36839;294.5621
202.2158;11.8026;294.5621
204.6094;11.1888;294.5617
204.7067;10.36328;294.5617
204.2317;11.1887;294.5611
204.3569;11.18146;294.5608
203.8656;11.18177;294.5608
203.73;11.19198;294.5608
198.7319;14.26281;294.5605
205.1092;10.35135;294.5601
204.2379;10.34922;294.5594
204.4538;11.17787;294.5591
205.3044;10.35125;294.5588
200.5592;15.71073;294.5588
204.4292;11.19844;294.5585
201.181;11.39089;294.5585
204.2758;11.18745;294.5575
201.2863;11.39464;294.5572
203.9031;11.18563;294.5568
197.0892;13.26083;294.5568
204.8469;10.37104;294.5565
204.3025;10.33646;294.5565
202.3533;11.80583;294.5565
197.0544;13.24203;294.5565
204.5317;11.17286;294.5562
204.1592;10.34828;294.5562
204.5442;11.17854;294.5558
204.2637;11.18568;294.5555
204.4781;11.19536;294.5552
207.6871;32.19584;294.5552
204.2067;10.34641;294.5549
204.3585;11.18406;294.5539
204.2912;11.18536;294.5539
204.3237;11.18;294.5536
204.4481;11.17375;294.5536
204.2769;10.35458;294.5536
201.3419;11.36589;294.5522
204.021;11.18812;294.5519
204.184;10.35479;294.5519
197.0223;13.25865;294.5519
204.61;10.35214;294.5516
201.5015;11.37365;294.5516
204.1146;11.18698;294.5509
204.344;10.34927;294.5499
204.0417;10.3501;294.5499
201.2971;11.37714;294.5496
204.5285;10.35401;294.5473
202.2713;11.81156;294.5473
201.4296;11.38135;294.546
204.0871;10.35662;294.5457
203.7025;10.35396;294.5457
204.0956;11.1851;294.545
204.6202;11.18198;294.545
200.2925;15.70823;294.545
205.1652;10.35958;294.5444
204.3481;11.17911;294.5434
204.0767;10.34458;294.5434
201.2612;11.37865;294.5431
204.8033;11.195;294.5427
204.3858;11.18344;294.5424
204.0365;11.18281;294.5421
204.4223;11.18781;294.5417
197.27;13.27703;294.5417
201.1198;11.36859;294.5417
204.0208;11.17547;294.5414
204.4421;11.17609;294.5414
204.2046;11.18516;294.5411
198.5523;14.26714;294.5411
197.939;14.2687;294.5407
204.4598;11.19068;294.5404
204.3485;10.35115;294.5404
195.9094;14.76359;294.5404
204.679;11.19172;294.5381
197.261;13.25505;294.5381
203.891;11.18625;294.5378
204.3387;11.18458;294.5375
201.7275;11.79969;294.5352
204.1248;10.34469;294.5335
201.126;14.2637;294.5335
204.0631;11.19089;294.5332
201.4987;11.81604;294.5332
203.9685;11.19031;294.5326
204.1006;11.18099;294.5326
204.316;11.18714;294.5322
204.6396;10.35807;294.5316
204.8744;10.35255;294.5312
204.6144;11.18896;294.5309
204.2704;11.17792;294.5302
204.4702;11.19005;294.5289
203.719;11.18234;294.5286
201.6852;11.37958;294.528
197.1138;13.27422;294.5276
197.6212;13.26661;294.5263
204.1533;10.34214;294.526
204.1669;10.35964;294.5257
200.9558;11.3812;294.5257
195.4958;14.78365;294.5247
205.201;10.35297;294.5244
204.2608;11.19833;294.524
204.5194;10.35057;294.5237
205.0315;10.34802;294.522
202.5721;11.81016;294.5214
197.3562;13.27396;294.5211
197.466;13.28187;294.5207
203.644;11.185;294.5204
200.7308;11.37776;294.5204
201.4921;11.39255;294.5204
201.471;11.37443;294.5201
203.7906;10.35146;294.5197
204.1652;11.1737;294.5188
204.3765;11.18969;294.5184
204.3158;11.18229;294.5184
202.0538;11.7949;294.5184
199.5398;14.26979;294.5184
203.8583;10.34729;294.5181
203.545;10.34625;294.5178
201.0639;11.37651;294.5178
204.3592;11.19646;294.5171
203.9967;10.34807;294.5171
204.3577;11.18672;294.5168
199.3746;14.2563;294.5168
200.9646;11.38495;294.5158
204.7931;10.35052;294.5155
198.196;14.25963;294.5152
201.3871;11.37125;294.5152
201.406;11.3787;294.5148
203.7992;10.34708;294.5139
204.6656;10.37;294.5135
204.1017;11.18203;294.5125
204.4969;11.18526;294.5122
204.4852;11.18068;294.5122
203.589;11.19068;294.5119
204.8981;11.18641;294.5102
204.3573;10.3388;294.5102
203.219;11.17526;294.5099
204.1256;11.18552;294.5096
204.4356;11.17995;294.5096
201.1854;11.38417;294.5092
204.379;11.17995;294.5086
203.8977;11.18708;294.5073
204.1081;10.35203;294.5073
202.2519;11.81193;294.5073
205.1094;10.34667;294.507
204.6481;11.1749;294.506
203.7967;10.35573;294.5053
204.6623;11.17677;294.505
201.4198;11.37724;294.505
203.2894;11.18375;294.5047
205.1;10.36557;294.5047
206.7388;15.19198;294.5047
204.3646;11.18729;294.5034
204.6467;10.36141;294.503
197.094;13.26266;294.503
203.8098;11.18495;294.5027
205.2748;10.3549;294.5023
204.0137;10.34026;294.5017
200.5146;14.25109;294.501
204.8175;10.35625;294.5007
201.6519;11.38115;294.5007
203.2723;13.20547;294.5001
204.115;10.34214;294.5001
207.2852;25.55078;294.5001
204.1308;11.17214;294.4994
198.6102;14.26177;294.4994
204.2808;11.17901;294.4987
204.1754;10.33958;294.4987
205.1827;10.36224;294.4984
204.1935;11.18219;294.4978
204.2713;11.18708;294.4978
201.8923;11.81557;294.4978
204.425;11.18292;294.4974
205.4369;10.35943;294.4974
200.5538;15.72526;294.4974
199.4198;14.27141;294.4974
203.6133;11.1976;294.4968
204.2048;11.16901;294.4965
205.0363;11.18714;294.4965
197.9738;14.27432;294.4961
204.1369;11.18281;294.4958
204.3033;11.17443;294.4948
198.139;14.25484;294.4948
200.8598;14.24995;294.4942
203.7787;11.19734;294.4935
204.7525;10.3625;294.4925
204.3988;11.18536;294.4912
201.471;11.80693;294.4912
201.7285;11.80307;294.4912
196.9565;13.2701;294.4912
204.3781;10.33786;294.4909
204.1327;10.33443;294.4905
204.1748;11.18005;294.4899
207.5354;27.27135;294.4899
204.3252;11.17667;294.4896
197.4533;13.25177;294.4896
198.2908;14.26391;294.4892
197.3283;13.26833;294.4892
203.0046;11.19583;294.4879
204.3165;11.17562;294.4879
204.8477;10.35708;294.4876
204.4396;10.34797;294.4876
205.4117;10.34682;294.4873
197.4073;13.25745;294.4869
204.4865;11.18068;294.4866
204.4552;11.17896;294.4853
203.886;11.19542;294.4846
204.3488;11.17766;294.4846
204.2215;11.19365;294.4843
204.4867;11.18625;294.4843
205.2685;10.35984;294.4843
204.2525;11.19458;294.483
204.3656;10.3513;294.4827
204.2121;10.35151;294.4823
197.1508;13.27729;294.4823
204.2323;11.18698;294.482
