K5PS14_1.PV;K5P10.PV
4.192666;4.322495
4.192116;4.301339
4.191703;4.355854
4.191338;4.307604
4.1913;4.31226
4.191288;4.342463
4.191272;4.367219
4.191231;4.336656
4.191062;4.326599
4.190988;4.355219
4.190441;4.325792
4.189906;4.325901
4.189853;4.3175
4.189681;4.339255
4.18965;4.356411
4.189625;4.359443
4.189578;4.330448
4.189506;4.332406
4.189422;4.353302
4.189288;4.321953
4.189194;4.336781
4.189181;4.331386
4.189006;4.331641
4.1889;4.336573
4.188875;4.32274
4.188825;4.333838
4.188819;4.375078
4.188334;4.331037
4.188281;4.333136
4.188203;4.352104
4.188053;4.331208
4.188044;4.299193
4.187981;4.345167
4.187981;4.305276
4.187938;4.323396
4.187922;4.330052
4.187556;4.330646
4.187519;4.354239
4.187503;4.327026
4.187488;4.336761
4.187459;4.308177
4.187412;4.328948
4.187363;4.331594
4.187331;4.34061
4.187253;4.341917
4.187241;4.328193
4.187153;4.337906
4.186969;4.339411
4.1868;4.355078
4.186744;4.314136
4.186719;4.315646
4.186678;4.313719
4.18651;4.356802
4.186462;4.338875
4.186397;4.350734
4.186337;4.340693
4.186325;4.337245
4.186241;4.325261
4.186169;4.33538
4.186156;4.329885
4.185987;4.305844
4.185963;4.319334
4.185947;4.333958
4.185613;4.333193
4.185569;4.324604
4.185547;4.33186
4.185428;4.340708
4.18535;4.319297
4.185253;4.330891
4.184978;4.320443
4.184972;4.370219
4.1848;4.34438
4.184728;4.334312
4.184725;4.340318
4.1847;4.308698
4.184634;4.318484
4.184603;4.327505
4.184491;4.312099
4.184478;4.326573
4.184419;4.333042
4.1844;4.321099
4.18436;4.303438
4.184356;4.327531
4.184338;4.34625
4.1843;4.334823
4.184203;4.331083
4.184128;4.319547
4.184075;4.319276
4.184016;4.331104
4.183619;4.345755
4.183541;4.343505
4.183491;4.347323
4.183366;4.334901
4.183222;4.335849
4.183131;4.336891
4.183122;4.310266
4.183113;4.304292
4.183063;4.346604
4.182813;4.298682
4.182584;4.331589
4.182575;4.324651
4.182528;4.337042
4.182503;4.347333
4.182415;4.323854
4.182363;4.322766
4.182328;4.325807
4.182316;4.324864
4.182294;4.324344
4.182175;4.348344
4.182069;4.316911
4.182063;4.318432
4.181941;4.331875
4.181938;4.310062
4.181819;4.325781
4.181819;4.322005
4.181756;4.328359
4.181719;4.306693
4.181706;4.296964
4.181684;4.327505
4.181619;4.310396
4.181569;4.369714
4.181516;4.328828
4.181475;4.327562
4.1814;4.308917
4.181287;4.353568
4.181266;4.300953
4.181225;4.329089
4.181219;4.321224
4.180963;4.321099
4.1809;4.320719
4.180569;4.300495
4.18056;4.32949
4.180553;4.296255
4.180538;4.329224
4.180503;4.317729
4.180462;4.296177
4.180431;4.351583
4.18014;4.305984
4.180066;4.313302
4.179981;4.334245
4.179975;4.321031
4.179969;4.322318
4.179963;4.311427
4.179919;4.318807
4.179894;4.317417
4.179869;4.327562
4.179856;4.289515
4.179803;4.329365
4.179716;4.325531
4.179709;4.314516
4.179669;4.331354
4.179581;4.326474
4.179565;4.288151
4.179484;4.343521
4.17946;4.324604
4.179331;4.316891
4.179319;4.296463
4.179281;4.318464
4.179209;4.327464
4.179197;4.301578
4.17909;4.333453
4.178988;4.319401
4.178985;4.325719
4.178981;4.324958
4.178975;4.322057
4.178963;4.35312
4.178922;4.318099
4.178853;4.315104
4.178734;4.296609
4.178728;4.293422
4.178703;4.311219
4.178616;4.326063
4.178522;4.331386
4.178453;4.361567
4.178341;4.296073
4.178297;4.318391
4.178231;4.318912
4.178187;4.330781
4.178165;4.343953
4.178044;4.301641
4.178031;4.319063
4.178003;4.31112
4.177919;4.320984
4.177903;4.317307
4.177875;4.297193
4.177844;4.308661
4.177753;4.288448
4.177747;4.291328
4.177744;4.308239
4.177537;4.332323
4.177516;4.327818
4.177506;4.295755
4.177503;4.321875
4.17735;4.340531
4.177297;4.327542
4.177294;4.299057
4.177266;4.338724
4.177256;4.317438
4.177181;4.339213
4.177056;4.314359
4.176978;4.323656
4.17696;4.323547
4.1769;4.328995
4.176841;4.312516
4.176825;4.32188
4.176741;4.329682
4.176719;4.306323
4.1767;4.321682
4.176697;4.291552
4.176566;4.328422
4.176516;4.306453
4.176466;4.320906
4.176137;4.337875
4.176053;4.315917
4.175919;4.320401
4.175875;4.3025
4.175622;4.325432
4.175506;4.315312
4.175497;4.32087
4.175484;4.323516
4.1753;4.330896
4.17521;4.312245
4.175094;4.323771
4.174975;4.327537
4.174922;4.290891
4.174906;4.365136
4.174822;4.312281
4.174812;4.318802
4.174812;4.317667
4.174609;4.313115
4.174606;4.312849
4.174597;4.320115
4.174575;4.300641
4.174572;4.303864
4.174503;4.322745
4.174394;4.333302
4.174294;4.295693
4.174291;4.323255
4.174147;4.322312
4.173978;4.287161
4.173959;4.321073
4.173916;4.293417
4.173769;4.299104
4.173766;4.285511
4.173516;4.312146
4.173397;4.32575
4.173388;4.324323
4.173291;4.317771
4.17325;4.317057
4.17325;4.324812
4.173234;4.312276
4.173172;4.283885
4.17309;4.31013
4.173081;4.325776
4.173016;4.319599
4.172978;4.309182
4.172887;4.295979
4.172847;4.31087
4.172791;4.318188
4.172772;4.286339
4.172766;4.324526
4.17275;4.312729
4.172747;4.321755
4.172719;4.293042
4.172647;4.32374
4.172631;4.321417
4.172569;4.323974
4.17255;4.325541
4.172515;4.314651
4.172488;4.31525
4.172447;4.326859
4.17241;4.30313
4.17239;4.291974
4.172372;4.314031
4.172372;4.309594
4.172347;4.318985
4.172231;4.300687
4.172213;4.310073
4.172191;4.320333
4.17211;4.316
4.172022;4.328109
4.172022;4.28663
4.171997;4.330047
4.171903;4.290776
4.171881;4.324234
4.171834;4.300209
4.171759;4.291162
4.171744;4.314339
4.171619;4.305438
4.171587;4.323297
4.171569;4.316354
4.171556;4.309677
4.171556;4.276859
4.171491;4.31451
4.171478;4.325078
4.171437;4.318865
4.171406;4.315146
4.171353;4.293479
4.171316;4.309036
4.171256;4.281625
4.171178;4.304563
4.171169;4.322458
4.171165;4.31574
4.171141;4.317333
4.171115;4.310948
4.17095;4.311714
4.170925;4.295531
4.170891;4.319323
4.170878;4.291026
4.170835;4.312891
4.170809;4.296177
4.170775;4.30738
4.170669;4.293417
4.170594;4.305286
4.170525;4.320234
4.170441;4.291864
4.170338;4.282276
4.170316;4.281703
4.170256;4.307333
4.170256;4.283083
4.170247;4.321469
4.170178;4.330151
4.170159;4.31263
4.170119;4.314
4.170109;4.312469
4.170053;4.301583
4.170015;4.271495
4.169994;4.308109
4.169972;4.297099
4.169931;4.318245
4.169916;4.317521
4.169916;4.288807
4.169866;4.31263
4.169866;4.321729
4.16985;4.324265
4.169825;4.311042
4.169791;4.320099
4.169734;4.281437
4.169709;4.31461
4.169656;4.306552
4.16961;4.294713
4.169566;4.308781
4.169538;4.307271
4.169485;4.300786
4.169428;4.314771
4.169384;4.316693
4.169331;4.281063
4.169322;4.293599
4.169212;4.328526
4.169166;4.280604
4.16915;4.347886
4.169144;4.319797
4.169006;4.302943
4.168938;4.323724
4.168828;4.301073
4.168766;4.287662
4.168759;4.286255
4.168747;4.315734
4.168737;4.361312
4.168656;4.315042
4.168653;4.292651
4.168631;4.312901
4.168566;4.329807
4.168453;4.292745
4.168313;4.313208
4.168309;4.273828
4.168303;4.312739
4.168297;4.285062
4.168278;4.291344
4.168181;4.324776
4.16814;4.289292
4.168131;4.307521
4.168128;4.29986
4.168078;4.315276
4.167931;4.301823
4.167916;4.320573
4.167869;4.305338
4.167853;4.318818
4.167828;4.310812
4.167816;4.297943
4.167794;4.313323
4.167763;4.316505
4.167753;4.296906
4.167681;4.299109
4.167512;4.287719
4.1675;4.304005
4.167335;4.293495
4.167272;4.317661
4.16725;4.288286
4.167231;4.273755
4.167122;4.276495
4.167109;4.313552
4.1671;4.280531
4.167044;4.29887
4.167025;4.317292
4.167006;4.313307
4.1669;4.276266
4.166875;4.276984
4.166856;4.286891
4.166844;4.283766
4.166775;4.294547
4.166644;4.311177
4.166637;4.267687
4.166503;4.283932
4.1665;4.280776
4.166444;4.294333
4.166372;4.322349
4.166337;4.288771
4.166241;4.296318
4.166209;4.267687
4.166187;4.309078
4.166153;4.3085
4.166144;4.313526
4.166134;4.307917
4.166109;4.306656
4.166081;4.298484
4.166034;4.302588
4.166;4.292265
4.165969;4.285281
4.165947;4.307437
4.165925;4.297302
4.165922;4.304427
4.165903;4.320917
4.165891;4.320635
4.165881;4.302886
4.165872;4.313401
4.165869;4.289083
4.165812;4.30512
4.165791;4.303005
4.165709;4.275063
4.165653;4.293406
4.165559;4.301302
4.165556;4.263646
4.165525;4.283198
4.165503;4.311333
4.165459;4.274224
4.165438;4.307594
4.165331;4.276422
4.165269;4.313057
4.165237;4.301115
4.165219;4.29476
4.165125;4.273979
4.165069;4.352578
4.165062;4.313562
4.165047;4.29664
4.165031;4.295969
4.164978;4.290828
4.164956;4.30662
4.164937;4.299333
4.164937;4.303354
4.164931;4.284693
4.164916;4.339203
4.164891;4.278052
4.164853;4.302995
4.164806;4.312672
4.1648;4.28363
4.164756;4.290453
4.16475;4.316474
4.164738;4.272073
4.16469;4.293115
4.16466;4.298932
4.164609;4.272156
4.164597;4.267521
4.164591;4.307828
4.164575;4.323812
4.164485;4.309156
4.164453;4.271224
4.164288;4.31886
4.164269;4.316208
4.164225;4.266099
4.164216;4.296193
4.164191;4.268995
4.164144;4.271338
4.164106;4.282052
4.1641;4.271833
4.163947;4.283578
4.163928;4.312198
4.163906;4.270755
4.163884;4.315786
4.163866;4.272739
4.163862;4.27162
4.163853;4.313963
4.163831;4.310172
4.163769;4.308391
4.163656;4.313589
4.163647;4.331505
4.163518;4.268765
4.163465;4.307505
4.163435;4.268823
4.163428;4.317573
4.163331;4.276062
4.163297;4.313818
4.163291;4.26887
4.163272;4.29538
4.163253;4.309916
4.163141;4.285703
4.163091;4.27126
4.163085;4.297849
4.163059;4.273203
4.163034;4.268896
4.163019;4.283266
4.16295;4.276542
4.162925;4.306755
4.162884;4.280292
4.162881;4.304411
4.162872;4.271547
4.162868;4.268677
4.162866;4.303016
4.162862;4.300927
4.162847;4.312099
4.162844;4.34864
4.162828;4.312323
4.162741;4.277182
4.162735;4.306823
4.162603;4.25376
4.162538;4.300859
4.162503;4.264151
4.162397;4.292094
4.162397;4.271791
4.16235;4.284958
4.162181;4.287198
4.162118;4.305995
4.162009;4.267188
4.162;4.312568
4.161969;4.278286
4.161941;4.273995
4.161878;4.2845
4.161853;4.267484
4.161806;4.307615
4.161794;4.311307
4.161753;4.282177
4.161747;4.280703
4.161737;4.311469
4.161731;4.289287
4.161691;4.29074
4.161681;4.294995
4.161678;4.286422
4.161584;4.276729
4.161578;4.288646
4.161572;4.316911
4.161556;4.306787
4.161516;4.311458
4.161469;4.288651
4.161459;4.300557
4.161356;4.26937
4.161294;4.295135
4.161272;4.306651
4.161244;4.306906
4.161191;4.27812
4.161144;4.261802
4.161131;4.274765
4.161009;4.284203
4.160994;4.272365
4.160975;4.275412
4.160953;4.275193
4.160937;4.277885
4.160913;4.309172
4.160909;4.312906
4.160812;4.279088
4.16081;4.312739
4.160794;4.289297
4.160663;4.317224
4.160556;4.250005
4.160512;4.295526
4.160503;4.271568
4.160481;4.307182
4.160403;4.274156
4.160388;4.286213
4.160378;4.300979
4.160222;4.295995
4.160209;4.3025
4.160184;4.297636
4.160159;4.252943
4.16015;4.277802
4.160056;4.270396
4.159887;4.270052
4.159841;4.276437
4.159806;4.306104
4.159791;4.301578
4.159734;4.259969
4.15955;4.267745
4.159544;4.304531
4.159509;4.300677
4.159491;4.300844
4.159388;4.273307
4.159366;4.27774
4.159359;4.302583
4.159341;4.307833
4.159325;4.311797
4.159266;4.267542
4.159156;4.300963
4.159144;4.274813
4.159122;4.265338
4.159078;4.288412
4.159047;4.290031
4.159044;4.272323
4.159044;4.302969
4.158956;4.293979
4.158953;4.264901
4.158947;4.273687
4.158916;4.305943
4.158791;4.263776
4.158772;4.297135
4.158741;4.305917
4.158725;4.275073
4.158722;4.283068
4.158719;4.298323
4.158716;4.257677
4.158688;4.307938
4.158681;4.266974
4.158675;4.29226
4.158662;4.275125
4.158537;4.297536
4.158412;4.310615
4.158394;4.259797
4.158362;4.293693
4.158303;4.270135
4.158297;4.311182
4.158278;4.293589
4.158231;4.288318
4.158225;4.270849
4.158213;4.273104
4.158203;4.275724
4.158106;4.276417
4.158053;4.271448
4.158028;4.267656
4.158;4.270932
4.157997;4.300802
4.15799;4.274807
4.157988;4.302922
4.157975;4.277859
4.157916;4.25374
4.157885;4.304208
4.15785;4.274927
4.157841;4.28799
4.157822;4.289068
4.157787;4.288036
4.157753;4.273334
4.157734;4.312667
4.157722;4.303208
4.157691;4.294734
4.157681;4.275578
4.157656;4.292662
4.15764;4.274276
4.157559;4.264833
4.157559;4.274526
4.157553;4.280984
4.157531;4.270427
4.157447;4.274224
4.157441;4.268557
4.157434;4.30562
4.157431;4.255901
4.157322;4.303323
4.15731;4.295542
4.157288;4.267448
4.157281;4.298245
4.157278;4.27875
4.157272;4.290588
4.157256;4.268901
4.15725;4.293365
4.157178;4.264849
4.157166;4.286203
4.157137;4.306213
4.157097;4.292068
4.157075;4.305599
4.157053;4.265203
4.157047;4.286521
4.157019;4.305219
4.157003;4.294167
4.156994;4.311271
4.156984;4.28212
4.156953;4.267422
4.156944;4.269552
4.156906;4.275385
4.156825;4.264578
4.156787;4.301208
4.156781;4.308932
4.156753;4.289573
4.156669;4.278146
4.156656;4.285141
4.156647;4.270636
4.15661;4.270922
4.156562;4.275542
4.156534;4.262927
4.156518;4.291729
4.156484;4.276557
4.156472;4.273005
4.156437;4.287339
4.156369;4.309755
4.156328;4.263484
4.156316;4.279562
4.156297;4.29375
4.156284;4.27474
4.156269;4.305104
4.15626;4.275031
4.156244;4.301016
4.156228;4.297729
4.156209;4.301375
4.156197;4.259661
4.156147;4.25937
4.156119;4.277646
4.156094;4.27563
4.156078;4.297469
4.156065;4.272885
4.156019;4.265693
4.156009;4.272693
4.155987;4.264709
4.155987;4.291162
4.15595;4.281557
4.155903;4.270786
4.1559;4.271146
4.1559;4.265208
4.155888;4.264406
4.155875;4.264891
4.155806;4.296229
4.155787;4.301427
4.155787;4.264989
4.155772;4.27139
4.155697;4.282495
4.155672;4.26401
4.155665;4.277344
4.155656;4.289485
4.155584;4.310469
4.155578;4.282245
4.155572;4.266026
4.155569;4.294526
4.155503;4.270031
4.155413;4.265719
4.155406;4.276505
4.155372;4.259229
4.15535;4.30724
4.155341;4.296479
4.155334;4.269724
4.155303;4.29862
4.155297;4.278656
4.155278;4.264547
4.155275;4.270646
4.155262;4.289515
4.155253;4.267172
4.155231;4.273958
4.155194;4.256891
4.155184;4.264917
4.155181;4.257776
4.15514;4.277245
4.155116;4.271349
4.155094;4.267844
4.155087;4.259812
4.155059;4.276567
4.155056;4.303818
4.155053;4.280188
4.15505;4.268047
4.154991;4.268692
4.154944;4.282104
4.154925;4.272708
4.154897;4.256958
4.154884;4.273724
4.154853;4.283698
4.154822;4.281042
4.154816;4.270026
4.15479;4.275688
4.154788;4.295984
4.154709;4.257057
4.154703;4.274188
4.154659;4.264214
4.154656;4.291584
4.154603;4.298
4.154593;4.278641
4.154587;4.255021
4.154562;4.280453
4.154538;4.260063
4.154538;4.277745
4.154522;4.288583
4.15449;4.287339
4.154475;4.299823
4.154475;4.271495
4.154469;4.268849
4.154363;4.270339
4.154313;4.259432
4.154303;4.269166
4.154287;4.292578
4.154281;4.268161
4.154256;4.291443
4.154241;4.28061
4.154222;4.264281
4.154184;4.267614
4.154138;4.266318
4.154131;4.27275
4.154006;4.259719
4.153987;4.27286
4.153953;4.271281
4.15395;4.292922
4.153941;4.279349
4.153922;4.259313
4.153909;4.281406
4.153853;4.281203
4.15385;4.267526
4.153844;4.298511
4.153828;4.263703
4.153806;4.263427
4.153806;4.267568
4.153794;4.26787
4.153772;4.298682
4.153766;4.277041
4.153753;4.272714
4.153744;4.263813
4.153725;4.267234
4.153687;4.275563
4.153675;4.267573
4.153653;4.271812
4.153644;4.292245
4.153631;4.25112
4.153631;4.271417
4.153622;4.298229
4.153594;4.287932
4.153559;4.291328
4.153544;4.264078
4.153534;4.294948
4.153531;4.260078
4.153469;4.275891
4.153431;4.289771
4.153403;4.267531
4.153328;4.263494
4.153316;4.255474
4.153309;4.26637
4.153291;4.289245
4.153256;4.274817
4.153206;4.276193
4.153131;4.302057
4.153128;4.271312
4.153128;4.277693
4.153112;4.276375
4.153097;4.259776
4.153041;4.262396
4.152972;4.260313
4.152947;4.278083
4.152935;4.255271
4.152891;4.262844
4.15285;4.267193
4.152838;4.298536
4.152781;4.267359
4.15276;4.284588
4.152747;4.296813
4.152716;4.259115
4.152628;4.27774
4.152609;4.295489
4.152572;4.257932
4.152559;4.279787
4.152447;4.286411
4.15241;4.266016
4.152356;4.272719
4.152328;4.280797
4.152281;4.288651
4.152269;4.28138
4.152256;4.299625
4.152253;4.303068
4.15225;4.268713
4.152237;4.271536
4.152228;4.298719
4.152219;4.256615
4.152203;4.291089
4.152187;4.279656
4.152138;4.264573
4.152119;4.262375
4.152084;4.289208
4.152066;4.267068
4.15204;4.292807
4.15199;4.26426
4.15199;4.288958
4.151956;4.26338
4.151956;4.278828
4.151903;4.266891
4.151891;4.289995
4.151878;4.267083
4.151878;4.273401
4.151837;4.283672
4.151825;4.2865
4.151813;4.268031
4.151791;4.258031
4.151784;4.26439
4.151784;4.273823
4.151769;4.266094
4.15176;4.258578
4.151744;4.269214
4.151728;4.261109
4.151681;4.295792
4.151678;4.284953
4.151581;4.2645
4.151553;4.257193
4.151541;4.252979
4.151541;4.27224
4.151525;4.27912
4.151509;4.272563
4.151503;4.252745
4.1515;4.287182
4.151438;4.24762
4.15141;4.271781
4.151409;4.29201
4.151331;4.284917
4.151328;4.271573
4.151303;4.286005
4.151284;4.265985
4.15125;4.298037
4.151241;4.249599
4.151241;4.294401
4.151209;4.260927
4.151209;4.276922
4.151178;4.263427
4.151131;4.298031
4.151106;4.260812
4.151103;4.255339
4.151056;4.28038
4.150997;4.290016
4.15099;4.256896
4.150956;4.283776
4.15095;4.255932
4.150947;4.258958
4.150941;4.288323
4.150938;4.259823
4.150928;4.258927
4.150928;4.255724
4.150909;4.274307
4.150906;4.257167
4.150891;4.263193
4.150887;4.264859
4.150797;4.294745
4.150778;4.292063
4.150765;4.255021
4.150763;4.260745
4.150706;4.260073
4.150697;4.256849
4.150631;4.264651
4.150619;4.265234
4.150584;4.249588
4.150566;4.264604
4.150509;4.286224
4.150494;4.261516
4.150413;4.274729
4.150381;4.256724
4.150375;4.290995
4.150325;4.285531
4.150322;4.250187
4.15024;4.286464
4.150225;4.276354
4.150209;4.266896
4.150175;4.284219
4.150172;4.30363
4.15015;4.254641
4.150106;4.262042
4.150072;4.265307
4.150065;4.252432
4.150041;4.276635
4.150022;4.262844
4.149984;4.296672
4.149972;4.286995
4.149922;4.269911
4.149919;4.255765
4.149884;4.262141
4.149847;4.288323
4.149844;4.266651
4.149844;4.290604
4.149841;4.265833
4.14984;4.28988
4.149778;4.291375
4.149725;4.304974
4.149687;4.266375
4.149684;4.266885
4.149666;4.255854
4.149656;4.261917
4.149653;4.259771
4.149634;4.240161
4.149588;4.263292
4.149506;4.258406
4.149506;4.271797
4.149481;4.290401
4.149463;4.26089
4.149444;4.26413
4.149409;4.260313
4.149394;4.256495
4.149394;4.250682
4.149391;4.260344
4.149375;4.267021
4.149372;4.265359
4.149359;4.255339
4.149347;4.261797
4.149347;4.262443
4.149347;4.282474
4.149325;4.261745
4.149322;4.255474
4.149262;4.269922
4.14926;4.282005
4.14926;4.278219
4.149244;4.278062
4.149178;4.262375
4.149175;4.264922
4.149147;4.264974
4.149147;4.287667
4.149135;4.282089
4.149131;4.272516
4.149119;4.296365
4.149109;4.265146
4.149072;4.257042
4.149041;4.25538
4.149003;4.26324
4.148956;4.265573
4.148941;4.257932
4.148938;4.255802
4.148922;4.254646
4.148916;4.268692
4.148912;4.247635
4.148912;4.272745
4.14889;4.272037
4.148888;4.260844
4.148884;4.260604
4.148872;4.254203
4.148856;4.266031
4.148844;4.267817
4.148838;4.257271
4.148753;4.251906
4.148728;4.249818
4.148719;4.255234
4.1487;4.258594
4.148691;4.26014
4.148687;4.269834
4.148625;4.254719
4.14856;4.255552
4.148556;4.265172
4.14854;4.278849
4.148534;4.267875
4.148525;4.257787
4.148522;4.264469
4.148522;4.288932
4.148488;4.27112
4.148456;4.246614
4.148447;4.253906
4.148438;4.262688
4.148435;4.256099
4.148406;4.260484
4.148394;4.24713
4.148375;4.292708
4.148372;4.297073
4.148369;4.262901
4.148335;4.267875
4.148303;4.280489
4.148275;4.290672
4.148256;4.26462
4.148253;4.258734
4.148238;4.268005
4.148234;4.256339
4.148225;4.26051
4.148197;4.261094
4.148197;4.261667
4.148184;4.285614
4.148178;4.281948
4.148175;4.27549
4.14815;4.262558
4.148131;4.262443
4.148122;4.258714
4.148122;4.251709
4.148022;4.261339
4.148013;4.266641
4.147943;4.255406
4.147928;4.24976
4.147888;4.266438
4.147881;4.250016
4.147875;4.264042
4.147872;4.255021
4.147856;4.265937
4.14781;4.247818
4.147794;4.257198
4.14779;4.253833
4.147781;4.253281
4.147772;4.263437
4.147766;4.258505
4.147756;4.2705
4.147675;4.302255
4.147628;4.258714
4.147584;4.247787
4.147578;4.264526
4.14755;4.253828
4.147547;4.283891
4.147522;4.256927
4.147475;4.257062
4.14746;4.252365
4.14744;4.28762
4.147431;4.252021
4.147422;4.266589
4.147422;4.303198
4.147419;4.285812
4.147406;4.264313
4.147391;4.254979
4.147388;4.292896
4.147369;4.256339
4.147331;4.278115
4.147322;4.26775
4.147306;4.265479
4.147203;4.289609
4.147169;4.293489
4.147147;4.265182
4.147141;4.265219
4.147138;4.260865
4.147128;4.262271
4.147125;4.253891
4.147125;4.276495
4.147119;4.257224
4.147081;4.254349
4.147069;4.258771
4.147059;4.257651
4.147003;4.238536
4.146972;4.254802
4.146953;4.255375
4.146931;4.279667
4.146919;4.25862
4.146909;4.25763
4.146897;4.256114
4.146847;4.261542
4.146806;4.255761
4.146766;4.287083
4.146756;4.264646
4.146753;4.253052
4.146738;4.290021
4.146725;4.261578
4.146722;4.258187
4.146709;4.294698
4.146694;4.256901
4.146688;4.263719
4.146609;4.276604
4.146591;4.258323
4.146581;4.264698
4.146581;4.292307
4.146581;4.258657
4.146572;4.266438
4.146556;4.257229
4.146553;4.255073
4.146547;4.264146
4.146544;4.271401
4.146544;4.262776
4.146513;4.265099
4.146444;4.259386
4.146441;4.253073
4.146438;4.278933
4.146428;4.279193
4.146425;4.258682
4.146419;4.290849
4.146416;4.253562
4.14641;4.288703
4.146403;4.293136
4.146397;4.267906
4.146356;4.260188
4.146303;4.275765
4.146303;4.26624
4.1463;4.257916
4.146291;4.288573
4.146266;4.246552
4.146263;4.251682
4.146259;4.26876
4.14625;4.304312
4.146219;4.251948
4.146215;4.262203
4.146206;4.261203
4.146194;4.253318
4.146159;4.252943
4.146144;4.259812
4.146141;4.290719
4.146125;4.249557
4.146119;4.291219
4.1461;4.298313
4.146097;4.258443
4.146084;4.278427
4.146078;4.255172
4.146075;4.261521
4.146066;4.266328
4.146053;4.268396
4.146047;4.281031
4.146034;4.253427
4.146003;4.264198
4.146003;4.287448
4.145978;4.260995
4.145966;4.251114
4.145963;4.260703
4.145962;4.247818
4.145953;4.247396
4.145937;4.248354
4.145887;4.256339
4.14585;4.26174
4.145816;4.302594
4.145775;4.261526
4.145775;4.264641
4.145728;4.292505
4.145712;4.257255
4.1457;4.263771
4.145678;4.269573
4.145666;4.266906
4.145656;4.268412
4.145619;4.287771
4.145575;4.257396
4.145572;4.262078
4.145566;4.300745
4.145544;4.258844
4.145509;4.293255
4.145465;4.253229
4.145463;4.252771
4.145453;4.269057
4.145434;4.254838
4.145422;4.280334
4.14541;4.244266
4.145403;4.247057
4.145375;4.288203
4.14535;4.254115
4.145347;4.250193
4.145331;4.268568
4.145309;4.276047
4.145306;4.260437
4.145288;4.289156
4.145278;4.280255
4.145259;4.247995
4.145256;4.27211
4.145225;4.248771
4.145194;4.266865
4.145178;4.244281
4.145169;4.250604
4.145165;4.260021
4.145163;4.245859
4.145156;4.260266
4.145134;4.288724
4.145128;4.248297
4.145115;4.26863
4.145115;4.288276
4.14511;4.262521
4.145097;4.256187
4.145075;4.268844
4.145056;4.262011
4.145038;4.266135
4.145034;4.26113
4.145031;4.254271
4.145022;4.25675
4.144966;4.264094
4.144922;4.252047
4.144869;4.260063
4.144831;4.243141
4.144809;4.276182
4.1448;4.256547
4.144734;4.27749
4.144728;4.257266
4.144719;4.256385
4.144691;4.290177
4.144675;4.279808
4.144669;4.253526
4.144666;4.287448
4.14464;4.265927
4.144616;4.256333
4.144612;4.250807
4.144581;4.288078
4.144556;4.242974
4.144544;4.257734
4.144503;4.256792
4.144481;4.274458
4.144441;4.249479
4.144441;4.251682
4.144437;4.253354
4.144431;4.251214
4.144422;4.253099
4.144413;4.250828
4.144362;4.275297
4.144338;4.26076
4.144325;4.256552
4.144322;4.262849
4.14431;4.252354
4.14431;4.258338
4.144303;4.251589
4.144297;4.244979
4.144284;4.266787
4.144278;4.286172
4.144278;4.261073
4.144275;4.275672
4.144266;4.249615
4.144256;4.275172
4.144235;4.287604
4.144169;4.278849
4.144166;4.282229
4.144128;4.2595
4.144122;4.265073
4.144094;4.251568
4.144078;4.257438
4.144075;4.265735
4.144022;4.251338
4.144019;4.261865
4.144003;4.238755
4.143997;4.22888
4.143962;4.24264
4.143962;4.256854
4.143956;4.251594
4.143956;4.278932
4.143947;4.240625
4.143934;4.251026
4.143922;4.244354
4.143912;4.250698
4.143906;4.244937
