K5PS14_2.PV;K5T6.PV;K5P10.PV;K5LCV1I.PV;K5F5.PV;K5T14.PV;K5TCV2I.PV;K5F6X.PV;K5T15.PV;K5P8.PV;K5T17.PV
4.248881;165.68;4.233188;47.12406;33.33552;352.2075;35.42625;27.41621;114.2712;3.968794;129.745
4.282875;164.905;4.266219;46.02031;32.60058;352.5581;35.42656;27.10069;114.4762;4.000875;129.7438
4.25625;165.2413;4.240969;44.64375;33.22624;352.7044;35.4175;27.06106;114.5188;3.974663;129.7437
4.281037;174.295;4.308594;50.58781;36.26775;363.7575;38.7975;30.47532;115.1062;4.007644;129.7437
4.24905;166.9375;4.227344;45.84375;32.06355;352.4756;35.45937;27.06376;113.99;3.967106;129.7431
4.2378;176.2975;4.249063;47.83562;35.04992;362.5388;38.81219;29.7011;117.0512;3.967406;129.7431
4.254506;165.4162;4.226344;43.62969;31.98405;352.8131;35.42594;26.68455;114.76;3.972844;129.7425
4.260169;165.5175;4.245687;45.51063;33.13526;351.8513;35.41719;27.25642;114.2388;3.983531;129.7425
4.275075;176.405;4.286812;49.56062;35.11505;362.7338;38.79219;29.38769;116.5675;3.997331;129.7425
4.230656;175.7787;4.231937;47.09687;34.18336;362.9831;38.82781;29.35677;116.6087;3.95235;129.7425
4.254506;165.53;4.230625;43.57125;31.79153;353.0006;35.43156;26.96157;114.6663;3.974363;129.7419
4.253531;164.5313;4.230406;43.92031;32.06333;353.0138;35.41094;27.21824;114.3175;3.970819;129.7419
4.280831;175.8013;4.2925;49.08031;35.24239;362.7881;38.80062;29.40979;116.7275;4.004344;129.7419
4.250494;166.96;4.231875;46.27844;32.22493;352.4306;35.45719;27.27637;113.99;3.976031;129.7413
4.250662;167.0262;4.232719;46.06625;32.41193;352.5656;35.4625;27.18516;113.9625;3.973238;129.7413
4.243781;165.5562;4.22875;44.58313;32.05147;352.6969;35.39437;26.85823;113.8313;3.965906;129.7413
4.254206;165.73;4.224219;42.23844;30.92374;352.9444;35.40937;27.06298;114.5287;3.9735;129.7413
4.26765;176.8562;4.287875;50.88406;36.62092;362.325;38.77594;29.73664;116.9925;3.993675;129.7413
4.237313;176.1387;4.252375;48.53656;35.46891;362.2594;38.80812;29.53438;116.9938;3.964256;129.7413
4.279519;175.8037;4.290375;49.07469;35.30633;362.8444;38.81281;29.31727;116.7663;4.000931;129.7413
4.286044;175.4075;4.299375;49.97406;36.49265;363.6075;38.8175;30.54868;116.9887;4.005713;129.7412
4.283981;174.62;4.307562;50.68156;36.39568;363.8081;38.79594;30.55587;115.3675;4.016269;129.7406
4.280231;176.45;4.291125;49.73781;35.03247;362.9081;38.78625;29.48125;116.6537;4.004118;129.7406
4.288556;175.3425;4.302063;50.57531;36.33966;363.5944;38.8025;30.76821;116.875;4.005413;129.7406
4.254675;165.5213;4.227188;43.755;31.16575;352.9237;35.39312;26.99737;114.0163;3.970762;129.74
4.239281;165.3438;4.216938;44.55969;32.11364;352.7475;35.4275;27.04048;114.365;3.958969;129.74
4.283906;174.4675;4.310219;50.68469;36.40224;363.7987;38.81937;30.64637;115.2388;4.013906;129.74
4.276257;176.38;4.289219;49.52969;35.07007;362.9212;38.81406;29.44146;116.6063;4.001044;129.7394
4.239319;176.2863;4.246031;47.805;35.06551;362.4113;38.79531;29.81116;117.0325;3.9654;129.7394
4.210706;175.9225;4.212719;47.45719;34.01699;362.8425;38.79531;30.10981;116.4463;3.935775;129.7394
4.259194;175.7575;4.269094;50.61656;35.86111;363.9262;38.78437;30.6884;116.87;3.982631;129.7394
4.264519;165.59;4.258625;46.25594;34.55564;352.9538;35.44188;27.27772;114.6787;3.979556;129.7388
4.245994;168.32;4.233844;44.28094;32.74905;357.8325;25.57063;27.55763;113.8187;3.965044;129.7388
4.243931;166.9225;4.231719;44.64531;32.18718;352.3987;35.44406;26.87032;114.285;3.966712;129.7381
4.2459;166.5938;4.240625;46.39125;33.83366;352.4475;35.4325;27.24014;114.4063;3.968344;129.7381
4.248844;165.4625;4.240031;45.19625;33.38326;351.9206;35.45594;27.05289;114.295;3.963544;129.7381
4.241737;168.2762;4.219375;43.18813;31.53043;355.6819;19.60375;26.65533;113.9413;3.965812;129.7381
4.257375;167.085;4.252781;46.23125;34.78119;358.02;36.47156;29.03842;114.5988;3.9753;129.7375
4.281338;174.2475;4.303125;50.58125;36.22601;363.5419;38.80281;30.28481;115.0025;4.009687;129.7375
4.286757;174.6237;4.316313;49.94375;36.71585;364.155;38.78438;30.46696;114.9662;4.0188;129.7375
4.27305;176.4475;4.285156;49.56406;35.22753;362.8275;38.83125;29.4389;116.5263;4.001494;129.7375
4.238513;176.1775;4.251531;48.54187;35.49333;362.3419;38.79656;29.45204;117.015;3.965775;129.7375
4.245356;165.5112;4.21925;45.80656;32.17835;352.6406;35.39719;26.8671;113.7337;3.964725;129.7369
4.290787;175.6325;4.313187;50.61094;36.68986;363.7406;38.79656;30.56411;116.9025;4.009331;129.7369
4.257187;166.1437;4.225313;44.92906;31.30056;352.725;35.40375;26.84294;114.0437;3.975375;129.7356
4.258537;166.1113;4.246063;46.58688;33.59916;352.6744;35.43094;26.80241;114.14;3.9714;129.7356
4.257394;166.2875;4.24325;45.82031;33.12208;351.9019;35.38656;26.881;114.5713;3.977306;129.7356
4.250887;164.43;4.232438;44.75844;33.21789;352.1006;35.44125;27.42259;114.47;3.966712;129.7356
4.259644;165.3575;4.239438;43.71344;32.39775;352.4419;35.43656;27.10223;114.21;3.98415;129.7356
4.235363;175.2525;4.241;48.15156;34.27496;362.7881;38.80656;29.48836;117.0475;3.963938;129.7356
4.254994;165.8;4.236063;45.52719;32.21473;352.725;35.42281;27.64611;114.155;3.975075;129.735
4.283344;174.55;4.313781;50.68031;36.41724;363.855;38.81;30.56338;115.2588;4.020581;129.735
4.281881;174.2312;4.309187;50.57281;36.21232;363.6169;38.79844;30.22783;114.9825;4.016175;129.735
4.254806;175.035;4.276531;52.68656;37.50013;363.4612;38.79688;31.43115;117.1375;3.976631;129.735
4.249069;166.415;4.232531;46.97813;32.77522;352.4063;35.425;26.87939;114.34;3.965662;129.7344
4.257787;166.1613;4.225031;44.90062;31.28504;352.5656;35.38187;26.82929;114.0288;3.976856;129.7344
4.258556;166.1763;4.239563;46.57;33.61928;352.4587;35.41531;26.77455;114.1;3.975375;129.7344
4.253119;165.6738;4.222687;42.23531;30.93644;353.0963;35.41344;27.05287;114.5275;3.975731;129.7344
4.260956;165.575;4.244344;46.43625;33.15435;352.0237;35.42844;27.24054;114.2625;3.983963;129.7344
4.287881;175.93;4.289719;48.56625;34.02957;363.0825;38.80437;29.65588;116.3;4.009987;129.7344
4.260544;165.2962;4.235906;44.60406;32.05537;352.395;35.43813;27.17081;114.205;3.978019;129.7337
4.263844;165.47;4.251;44.475;32.35577;352.3819;35.4225;27.21068;114.3587;3.981019;129.7337
4.253812;164.7587;4.245219;45.52438;33.07479;352.4531;35.41344;27.37981;114.0775;3.972713;129.7337
4.279613;176.4462;4.286313;49.74313;35.04891;363.1481;38.80781;29.48634;116.685;4.001812;129.7337
4.236581;175.275;4.236063;47.04187;34.41325;362.6212;38.81281;29.49934;117.0125;3.960619;129.7337
4.240575;176.015;4.256344;48.51625;35.40895;362.4356;38.79594;29.56709;117.0013;3.968119;129.7337
4.281562;175.865;4.290625;49.09594;35.329;362.8031;38.79469;29.54846;116.7562;4.002075;129.7337
4.266956;175.65;4.27675;49.04531;35.77401;363.3675;38.80969;30.73845;116.8213;3.985162;129.7337
4.238794;166.0775;4.199406;43.375;30.65743;353.2856;35.41844;27.19143;114.125;3.959606;129.7331
4.257506;166.3213;4.238094;45.81125;33.05899;351.9281;35.44344;27.02677;114.585;3.974531;129.7331
4.250531;167.2325;4.229375;44.46875;31.78214;352.7475;35.4425;27.17488;113.895;3.97155;129.7325
4.2486;166.8887;4.2265;45.84625;32.01065;352.71;35.44594;27.03382;113.9987;3.970387;129.7325
4.254562;165.475;4.232844;43.62906;31.96585;352.86;35.42875;26.8955;114.7125;3.971419;129.7325
4.251769;164.4775;4.244594;46.68875;34.03064;352.6744;35.42344;26.9623;114.3487;3.969375;129.7325
4.249219;176.2688;4.263218;49.41844;35.93326;361.9819;38.80156;29.7751;116.99;3.978056;129.7325
4.279856;176.4037;4.287313;49.15812;35.04741;363.0975;38.77875;29.40756;116.6438;4.005975;129.7319
4.22595;177.1138;4.243438;50.48125;36.44764;362.49;38.78563;30.5154;116.7775;3.960769;129.7319
4.264406;165.4637;4.243781;45.42812;32.33712;352.3725;35.40625;27.29335;114.4075;3.987956;129.7313
4.235906;175.1837;4.245406;46.58906;35.06731;362.8087;38.79375;29.30993;116.81;3.960956;129.7313
4.23915;164.9037;4.21875;43.54281;32.29139;352.875;35.42313;26.93295;113.9362;3.956719;129.7312
4.280812;165.3613;4.262343;45.06094;32.90546;352.5975;35.39063;27.08791;114.6425;3.997763;129.7312
4.233844;175.0813;4.243031;46.58437;35.05613;362.8575;38.79688;29.2223;116.8587;3.955087;129.7312
4.255087;165.405;4.230719;43.62344;31.91502;352.8319;35.40375;26.8231;114.7038;3.9726;129.7306
4.24725;176.205;4.266937;49.435;35.88708;362.1787;38.79719;29.58138;117;3.973463;129.7306
4.251263;167.03;4.230813;43.07094;31.29433;353.2612;35.4925;26.80336;113.82;3.9714;129.73
4.26975;175.235;4.279438;46.19938;34.66301;363.1425;38.8075;29.49398;115.97;4.000294;129.73
4.249706;164.5587;4.216469;44.68656;31.75077;352.9275;35.38688;27.07368;114.1787;3.967856;129.7294
4.29225;175.5963;4.305781;50.60781;36.64585;363.8756;38.78719;30.4916;116.8913;4.012856;129.7294
4.239319;165.26;4.215125;44.54906;32.04448;352.5525;35.41813;26.92365;114.405;3.961575;129.7287
4.285144;174.6812;4.311344;50.68438;36.39048;363.8438;38.7875;30.50768;115.295;4.013681;129.7281
4.282256;174.5087;4.312906;50.68906;36.46555;363.9488;38.81937;30.62157;115.2275;4.013025;129.7281
4.287;174.2175;4.310968;50.58656;36.15927;363.6544;38.8325;30.39132;114.9525;4.02135;129.7281
4.27875;176.4325;4.293531;48.58344;35.03292;362.835;38.76563;29.50632;116.5488;4.004888;129.7281
4.250269;166.9125;4.243937;46.80437;33.60912;352.0013;35.46812;26.73891;114.3688;3.976781;129.7275
4.24785;166.75;4.2285;45.84125;31.95516;352.8825;35.43781;26.88085;113.9238;3.971756;129.7275
4.2798;165.3512;4.260844;45.06469;32.94748;352.4419;35.45313;27.10942;114.6725;3.997537;129.7275
4.282575;174.5688;4.309844;50.68406;36.38828;363.885;38.79656;30.52782;115.2738;4.011806;129.7275
4.24605;176.1313;4.262219;49.36;35.88201;362.0306;38.79937;29.6086;116.9662;3.97185;129.7275
4.2357;175.3875;4.254094;48.68719;35.75734;362.4225;38.80531;29.55358;117.0113;3.964688;129.7275
4.236;175.2937;4.250156;48.01437;35.6095;362.55;38.80312;29.47355;117.0137;3.9561;129.7275
4.247531;165.9962;4.237156;45.09813;33.46182;352.7213;35.42188;26.90247;114.5588;3.963187;129.7269
4.25325;164.2312;4.233281;44.82406;32.55478;353.0531;35.40125;26.96933;114.2813;3.972563;129.7269
4.259644;165.355;4.241875;43.70844;32.40921;352.3706;35.41188;27.08574;114.23;3.980981;129.7269
4.259794;176.2462;4.278656;48.14719;36.03815;362.175;38.79187;29.67662;117.1;3.985556;129.7269
4.2387;176.03;4.251969;48.535;35.48595;362.3813;38.79375;29.54867;116.9388;3.964781;129.7269
4.244175;166.8387;4.220031;44.63656;32.26751;352.5431;35.43625;26.88286;114.2787;3.968963;129.7263
4.239056;164.8525;4.212812;43.54281;32.28444;353.025;35.43813;26.90296;113.9837;3.958219;129.7263
4.257281;175.895;4.283688;51.03219;36.79633;362.7656;38.79813;29.37063;117.1787;3.988781;129.7263
4.259194;175.24;4.255;45.40281;33.73592;363.2288;38.79937;29.28566;116.665;3.9864;129.7263
4.250494;167.1313;4.22775;44.6625;31.30338;352.7494;35.4575;26.9436;114.2125;3.972244;129.7256
4.233582;170.9925;4.226188;44.78344;32.96491;357.0862;20.78687;27.40923;115.5662;3.960844;129.7256
4.282257;174.4063;4.315812;50.66656;36.49527;363.9225;38.82;30.66199;115.2463;4.011019;129.7256
4.256813;175.3862;4.272219;50.50063;35.90491;364.1194;38.78469;30.57849;116.5875;3.982894;129.7256
4.236562;165.445;4.225125;44.65844;33.0968;352.605;35.40156;26.84851;114.4063;3.954356;129.725
4.265063;165.515;4.243062;45.42188;32.30944;352.3969;35.39531;27.34745;114.3925;3.983419;129.725
4.2654;165.54;4.249344;45.43594;32.27293;352.3575;35.43594;27.33475;114.315;3.986925;129.725
4.258125;167.1687;4.260625;46.53344;35.04231;357.8438;36.4625;28.98663;114.6812;3.976313;129.725
4.243388;168.2813;4.220719;43.19531;31.411;355.4944;19.59375;26.7269;113.9113;3.966788;129.725
4.281244;174.2413;4.306813;50.57687;36.14695;363.72;38.81187;30.18981;115.0625;4.013119;129.725
4.285894;174.6163;4.317344;49.9625;36.70392;363.9581;38.79625;30.46371;114.9275;4.008731;129.725
4.282425;174.835;4.292687;47.82531;35.8325;363.9169;38.81375;30.79318;116.8962;4.000988;129.725
4.258444;165.225;4.24775;44.57688;33.19622;352.4606;35.43875;27.05352;114.6075;3.978375;129.7244
4.2741;176.38;4.283906;49.20625;35.1229;362.4694;38.77969;29.56817;116.4437;4.000425;129.7244
4.248319;166.8087;4.227094;45.85313;31.95858;352.6537;35.46281;26.93229;113.9325;3.963731;129.7238
4.250944;167.0112;4.229187;46.45156;32.41794;352.4625;35.44625;27.12622;114.0163;3.967294;129.7238
4.249463;167.0875;4.231875;45.87687;32.4606;352.7625;35.44594;27.15061;114.0662;3.969694;129.7238
4.249144;165.805;4.224656;44.53313;31.66172;352.305;35.46812;27.03085;114.1725;3.9702;129.7238
4.243032;165.3013;4.219563;43.46688;31.95629;353.1375;35.41375;26.93251;114.2175;3.96075;129.7238
4.251187;164.355;4.238594;44.76688;33.25118;352.0313;35.41594;27.53905;114.4863;3.965081;129.7238
4.248075;168.4575;4.239812;47.53625;33.62828;352.8337;35.445;27.54694;113.84;3.9735;129.7237
4.25475;165.775;4.240781;45.52625;32.21202;352.7325;35.41719;27.55389;114.1488;3.974138;129.7231
4.233431;175.08;4.242813;46.58469;35.07899;362.7769;38.81875;29.3723;116.86;3.960394;129.7231
4.249837;166.4225;4.22925;47.065;32.89621;352.3894;35.44031;26.80731;114.3275;3.971531;129.7225
4.252406;164.1438;4.231875;44.91156;32.64963;352.8094;35.39844;27.00757;114.2438;3.967219;129.7225
4.273069;175.6875;4.279718;47.70562;34.21735;362.9831;38.82594;29.67344;116.24;3.99765;129.7225
4.248713;167.0488;4.233812;46.14625;32.47535;352.6856;35.46219;27.02263;114.0338;3.971306;129.7219
4.259569;175.8188;4.276531;51.68;36.42504;363.8306;38.79875;30.67505;116.9325;3.987206;129.7219
4.289419;175.3213;4.308032;50.57844;36.23341;363.675;38.80156;30.58311;116.8887;4.003856;129.7219
4.247569;166.7125;4.228844;45.84469;31.9513;352.7025;35.435;26.79634;113.9437;3.970519;129.7213
4.253025;165.5775;4.226188;43.57813;31.75237;352.98;35.42906;26.84802;114.595;3.973688;129.7213
4.284;174.455;4.31175;50.67594;36.40446;363.7425;38.81844;30.56258;115.2613;4.012743;129.7213
4.281544;174.31;4.314875;50.57813;36.34969;363.5906;38.81469;30.42597;115.1025;4.013775;129.7213
4.244438;166.8412;4.226531;44.6575;32.22598;352.4306;35.4675;26.87629;114.3125;3.964631;129.7206
4.240275;165.4012;4.216375;43.7525;31.17334;352.8037;35.41563;26.99031;114.3475;3.968962;129.7206
4.247625;165.47;4.234156;47.11906;33.42899;352.0875;35.44594;27.51555;114.3187;3.968269;129.7206
4.290056;176.3313;4.307312;48.95063;35.91524;362.7769;38.78875;29.41309;116.3262;4.012556;129.7206
4.242956;166.855;4.227781;44.65812;32.21384;352.2675;35.45844;26.70736;114.31;3.963694;129.72
4.238963;165.3512;4.212906;44.54719;32.09983;352.4531;35.42969;26.85798;114.3938;3.957375;129.72
4.252556;165.5163;4.230219;43.57406;31.74597;353.0625;35.4275;26.79705;114.6712;3.97035;129.72
4.259231;165.2762;4.237094;43.70469;32.45428;352.4306;35.42188;27.25971;114.22;3.97995;129.72
4.232269;175.8288;4.232031;46.83469;34.19316;362.9662;38.79719;29.37168;116.6387;3.957525;129.72
4.289681;175.61;4.303563;50.61281;36.66648;363.7162;38.78156;30.41045;116.8262;4.005975;129.72
4.283831;174.7825;4.298156;47.8225;35.83614;363.9262;38.78313;30.88553;116.9325;4.007719;129.72
4.292419;175.635;4.30825;50.67281;36.6496;363.885;38.8025;30.51196;116.8575;4.010512;129.7194
4.244119;165.5363;4.223094;44.36719;32.07396;352.7531;35.39375;26.87113;113.8737;3.964781;129.7188
4.241813;165.895;4.229625;46.45281;33.20324;352.7869;35.38969;26.85673;114.03;3.960431;129.7188
4.253569;164.755;4.233969;45.39031;33.10473;352.6669;35.41531;27.42921;114.1763;3.975525;129.7188
4.283438;174.425;4.313125;50.66594;36.47533;363.8925;38.775;30.49746;115.2113;4.014994;129.7188
4.279875;174.3512;4.306031;51.26875;36.25025;363.9713;38.79844;30.4644;115.1338;4.013719;129.7188
4.281263;174.2538;4.307312;50.57656;36.27597;363.6038;38.80469;30.37975;115.045;4.011206;129.7188
4.251544;165.0537;4.219094;42.4475;31.17817;353.3119;35.43406;26.64137;114.3675;3.9672;129.7181
4.2486;165.5188;4.238563;47.12062;33.38193;352.1288;35.42844;27.44331;114.3063;3.968231;129.7181
4.241813;176.01;4.251688;47.50188;34.83908;362.4806;38.79875;29.64145;117.005;3.964106;129.7181
4.242938;166.85;4.229875;44.64094;32.22106;352.5056;35.45531;26.74383;114.3087;3.960094;129.7175
4.251075;167.0625;4.227656;43.40469;31.37139;352.7475;35.47063;26.91152;114.1687;3.969131;129.7175
4.267425;176.8125;4.287562;50.66219;36.72275;362.3531;38.82063;29.54963;117.015;3.98955;129.7175
4.271531;176.5237;4.284406;48.98563;35.2925;362.6981;38.80094;29.46777;117.125;3.999863;129.7175
4.247925;167.1013;4.240812;47.96906;33.63594;352.9781;35.43875;26.83939;114.0713;3.970706;129.7169
4.246144;165.3463;4.236;47.11125;33.44875;351.9525;35.43781;27.43461;114.2725;3.9663;129.7169
4.227994;175.5988;4.230156;47.18312;34.18739;362.985;38.79375;29.16427;116.6725;3.954056;129.7169
4.2453;166.7287;4.221406;43.05938;31.41611;353.3062;35.44844;26.95979;113.7588;3.968681;129.7156
4.254956;168.035;4.254375;47.13906;33.58422;352.0013;35.44188;26.91364;114.4025;3.977363;129.7156
4.244831;166.8638;4.227562;44.63438;32.19033;352.4906;35.44313;26.87769;114.2725;3.967669;129.7156
4.259831;165.32;4.23925;43.72343;32.442;352.4437;35.42594;27.18528;114.2775;3.978863;129.7156
4.248825;165.5663;4.236594;47.12125;33.42198;352.2169;35.415;27.51639;114.2775;3.969413;129.7156
4.286175;173.57;4.311625;49.89125;36.21716;364.4794;38.80656;30.50262;113.2738;4.017787;129.7156
4.282144;174.215;4.30925;50.57937;36.2501;363.5719;38.79375;30.31332;115.08;4.008675;129.7156
4.290019;176.4175;4.307281;48.95906;35.94539;362.7206;38.79969;29.38732;116.3375;4.015481;129.7156
4.233337;175.105;4.242375;46.58719;35.05822;362.9588;38.79781;29.36164;116.8375;3.956794;129.7156
4.288275;174.715;4.291156;47.83437;35.7093;363.9994;38.80062;30.68495;116.995;4.0107;129.715
4.229288;175.7;4.230625;47.18625;34.11967;363.03;38.78188;29.27622;116.6462;3.959006;129.7144
4.249931;167.6387;4.240844;47.13313;32.91051;352.2188;35.46094;26.92401;114.4037;3.969375;129.7138
4.244062;176.0462;4.261094;49.17188;35.93929;361.9594;38.79094;29.71083;116.94;3.971194;129.7137
4.248506;167.1175;4.237281;47.70719;33.16526;352.6219;35.42313;26.9321;114.025;3.969225;129.7131
4.237294;165.3788;4.223125;44.6625;33.13872;352.665;35.43969;26.98535;114.4538;3.957337;129.7131
4.243331;165.4975;4.232187;45.32406;33.16269;352.5469;35.41594;27.06747;114.5587;3.959363;129.7131
4.263937;164.4063;4.243031;43.25;32.02584;352.2506;35.4225;26.95436;114.4625;3.983737;129.7131
4.259438;165.545;4.24925;45.65031;33.13;352.0969;35.39812;27.29834;114.1813;3.978825;129.7131
4.259288;164.5575;4.237625;46.01437;32.62979;352.2562;35.43594;27.04283;114.1275;3.973294;129.7131
4.243743;166.8675;4.222719;44.62656;32.37982;352.665;35.43125;26.96304;114.3013;3.970031;129.7125
4.264294;164.4662;4.239031;43.53844;31.85358;352.4812;35.42469;26.92694;114.42;3.9777;129.7125
4.279987;176.5237;4.288907;49.43344;35.00549;362.9925;38.79375;29.4345;116.7613;4.004756;129.7125
4.2321;175.9875;4.23275;46.77031;34.06997;362.835;38.80531;29.25953;116.6363;3.9585;129.7125
4.259363;175.8587;4.27925;51.91906;36.54378;363.9225;38.79281;30.69032;116.9313;3.979106;129.7125
4.245187;166.8213;4.228969;44.63125;32.21316;352.4194;35.43813;26.88392;114.2875;3.96645;129.7119
4.242469;166.3187;4.225937;44.74125;32.95123;352.6219;35.43375;26.82531;114.4688;3.960187;129.7119
4.2555;166.1763;4.237062;45.81281;33.15084;351.9731;35.45844;26.76432;114.5288;3.9732;129.7119
4.2837;164.9238;4.262687;46.01563;32.56372;352.5113;35.41563;27.04865;114.4712;4.000856;129.7119
4.291837;175.0425;4.321875;50.83656;36.32486;364.6294;38.8075;30.69285;114.4975;4.021744;129.7119
4.245244;166.8175;4.226844;44.63406;32.22874;352.4138;35.45187;26.96585;114.3075;3.967706;129.7113
4.252969;165.5488;4.226438;45.23781;32.28827;353.07;35.43781;26.85486;113.9762;3.971981;129.7113
4.257825;176.4138;4.263844;48.64563;34.44475;362.7094;38.79375;29.72299;116.8913;3.985444;129.7112
4.291781;175.6687;4.312969;51.76062;36.77258;363.8062;38.80125;30.39016;116.8375;4.004344;129.7112
4.247456;165.7875;4.213687;44.96219;31.03431;353.1581;35.43656;26.90345;114.0762;3.964219;129.7106
4.252687;164.4113;4.237813;44.70875;33.04567;352.71;35.39844;27.0478;114.3188;3.967969;129.7106
4.251937;164.2287;4.229563;44.92906;32.667;352.9856;35.42875;26.95576;114.2925;3.969469;129.7106
4.258462;165.4487;4.246718;47.48688;33.70487;352.095;35.41094;27.17819;114.2238;3.980325;129.7106
4.276163;176.3675;4.279281;49.0825;34.39272;363.1706;38.79875;29.74546;116.5625;4.0029;129.7106
4.283869;164.8837;4.261719;46.01;32.59433;352.6219;35.44281;26.89689;114.4525;4.004719;129.71
4.280138;176.5087;4.287906;49.73687;34.91686;363.0131;38.79906;29.35356;116.6875;4.001663;129.71
4.244156;167.9463;4.230312;44.45937;31.66406;353.655;35.46156;27.58436;113.415;3.966694;129.7094
4.243575;166.8513;4.221594;44.64375;32.22084;352.5394;35.44688;26.81625;114.3013;3.967181;129.7094
4.248375;165.4388;4.230719;44.81375;33.39219;352.0144;35.42;27.10021;114.3363;3.972169;129.7094
4.269187;176.6187;4.280781;48.99219;35.34222;362.2313;38.77344;29.52324;116.7188;3.99825;129.7094
4.277494;176.3325;4.295688;49.85719;36.2322;362.5163;38.77281;29.48199;116.4987;3.998494;129.7094
4.257487;176.42;4.267813;48.63313;34.46564;362.7056;38.79875;29.59283;116.8775;3.982763;129.7094
4.235175;175.5688;4.252844;48.69312;35.84206;362.2519;38.795;29.67654;116.9388;3.959419;129.7094
4.251544;165.6;4.230094;45.22406;32.35988;353.2594;35.42531;26.91547;113.9575;3.966919;129.7088
4.289119;176.2538;4.306406;48.95875;35.89191;363.015;38.80437;29.32377;116.3625;4.020394;129.7087
4.2531;164.1613;4.236719;44.90406;32.6075;353.0831;35.3975;27.05113;114.2688;3.974737;129.7081
4.281694;174.2663;4.313281;50.5825;36.31542;363.6356;38.81812;30.46669;115.0137;4.009256;129.7081
4.250231;165.0063;4.22625;43.43813;31.89675;353.3138;35.44375;26.72201;114.35;3.967613;129.7075
4.234481;170.93;4.229;44.77531;32.96998;357.1088;20.78281;27.33046;115.4887;3.961838;129.7075
4.28805;176.2363;4.308156;48.96313;35.88972;363.0206;38.81594;29.318;116.3662;4.015706;129.7075
4.289213;175.9588;4.295594;48.57094;34.16018;363.0262;38.82969;29.5141;116.3125;4.008675;129.7075
4.255237;175.3663;4.2705;50.57938;35.91666;363.9094;38.795;30.57148;116.555;3.978131;129.7075
4.252088;165.5788;4.232437;45.21594;32.30854;353.3419;35.45094;26.90814;113.9875;3.969938;129.7069
4.288144;175.61;4.300656;50.70656;36.71128;363.6956;38.79438;30.37844;116.74;4.013419;129.7069
4.279894;176.4688;4.292031;49.09063;35.02399;363.0619;38.76625;29.41932;116.6913;4.0101;129.7063
4.254956;175.8763;4.27625;52.09063;37.58634;364.3425;40.57094;32.07322;116.8162;3.983156;129.7063
4.252969;165.5513;4.224875;45.80938;32.27384;353.0831;35.40156;26.88941;113.9325;3.967912;129.7062
4.233319;175.9487;4.233687;46.78437;34.13482;363.1875;38.80156;29.39134;116.6675;3.95745;129.7062
4.261781;175.8712;4.280031;51.02719;36.69364;363.7538;38.81062;30.81452;116.96;3.985913;129.7062
4.231838;165.7675;4.223281;45.65875;33.74325;352.1756;35.42906;26.47071;114.485;3.950719;129.7056
4.253831;165.5875;4.231219;45.21875;32.31504;353.2762;35.41031;26.81796;113.8812;3.970444;129.7056
4.259681;164.5875;4.240156;46.05344;32.70749;352.2581;35.42062;27.00856;114.0238;3.978338;129.7056
4.225125;177.0925;4.245937;51.01281;36.63127;362.58;38.80719;30.50275;116.7675;3.949444;129.7056
4.247288;165.4462;4.235094;47.12469;33.44767;351.9919;35.44156;27.48795;114.3037;3.966431;129.7044
4.227844;175.5587;4.223875;47.18094;34.12306;362.9044;38.80125;29.33979;116.6787;3.948637;129.7044
4.280625;174.8613;4.287156;47.83094;35.83435;363.8944;38.78875;30.87045;116.9013;4.002056;129.7044
4.248938;168.4187;4.238594;46.13938;32.99295;352.8375;35.46906;27.50098;113.825;3.971531;129.7038
4.256719;168.0938;4.250625;46.66125;33.61775;352.1063;35.47063;26.95606;114.15;3.975844;129.7038
4.251769;164.3238;4.239156;44.7725;33.18367;351.8963;35.4175;27.33832;114.475;3.962756;129.7038
4.262681;164.4575;4.239875;43.79969;32.60638;352.2056;35.41656;26.94723;114.5275;3.9807;129.7038
4.259757;165.2587;4.238125;44.6;32.03358;352.3275;35.41969;27.09727;114.2425;3.978956;129.7038
4.261538;176.1313;4.26925;48.07719;34.59645;362.6381;38.78156;29.81621;116.8162;3.991631;129.7038
4.259025;176.1488;4.2765;48.14844;36.03031;362.205;38.81;29.66953;117.1387;3.9804;129.7038
4.233337;175.02;4.246375;46.58875;35.06301;363.0544;38.80719;29.44783;116.8637;3.958106;129.7038
4.242263;165.8238;4.22725;46.465;33.2678;352.875;35.41281;26.73476;114.1175;3.959738;129.7031
4.256513;166.2525;4.240906;45.80656;33.06383;352.0144;35.42406;26.95642;114.6137;3.973837;129.7025
4.240275;166.915;4.226531;46.66094;33.55008;354.4987;35.41156;28.61944;114.1787;3.963469;129.7025
4.236487;175.2563;4.239156;47.91312;35.50001;362.5181;38.82281;29.43285;116.9762;3.961275;129.7025
4.231181;175.0775;4.238531;46.58437;35.07481;362.9269;38.79844;29.44559;116.8538;3.959044;129.7025
4.226532;175.5412;4.225219;47.19719;34.11901;363.0638;38.77531;29.19189;116.7325;3.954019;129.7025
4.256137;165.2238;4.2365;45.95281;33.00547;352.2;35.40656;27.09708;114.725;3.978075;129.7019
4.269413;175.215;4.275813;46.18438;34.58173;363.0094;38.81344;29.2089;115.9025;3.996675;129.7019
4.236413;175.3387;4.258375;48.39031;35.72821;362.5256;38.79875;29.52167;116.9938;3.961819;129.7019
