K5PS14_2.PV;K5T6.PV;K5P10.PV;K5LCV1I.PV;K5F5.PV;K5T14.PV;K5TCV2I.PV;K5F6X.PV;K5T15.PV;K5P8.PV;K5T17.PV
4.330069;176.5513;4.339094;53.63344;36.69186;364.5544;41.66563;32.01906;121.9975;4.035713;132.8056
4.263262;175.275;4.276937;51.55719;37.09035;363.8494;41.68219;30.1822;122.4238;3.986063;132.8044
4.254806;177.0262;4.260344;50.19469;36.15395;365.2181;41.68844;30.85419;121.9938;3.972263;132.8038
4.191225;176.3188;4.20625;50.62437;37.09326;364.8188;41.68438;30.95651;122.3375;3.912319;132.8019
4.255519;177.0213;4.26325;50.00938;36.26774;365.1619;41.67375;31.02181;122;3.966488;132.8013
4.190437;176.3325;4.208719;50.62469;37.06563;364.6162;41.67469;30.82863;122.3337;3.9042;132.8006
4.270481;175.2875;4.278469;50.03781;36.94862;365.5537;41.68906;30.76073;122.5775;3.993769;132.8
4.254844;177.0475;4.26075;51.16156;36.19366;364.9875;41.6625;31.06651;121.9575;3.964125;132.7988
4.299937;176.58;4.308344;52.065;36.76435;365.0119;41.65063;31.2185;122.3825;4.014187;132.7981
4.255462;169.2413;4.232781;45.44875;32.12788;353.6606;24.46156;26.86935;117.4575;3.972825;132.7969
4.295981;175.835;4.299969;50.17219;35.79149;365.2856;41.66;30.91886;122.295;4.007569;132.7969
4.257263;169.1563;4.236031;44.00656;32.06944;353.8144;24.45969;27.02238;117.5338;3.973294;132.7956
4.283813;174.5737;4.286094;49.89469;36.04219;364.65;41.66406;30.78369;122.1538;3.999413;132.7956
4.209094;176.7612;4.214375;50.56437;36.11699;365.1994;41.66312;31.09129;122.0525;3.923512;132.7944
4.229831;175.9075;4.234625;48.57344;35.9808;365.8912;41.67969;31.00324;122.25;3.944869;132.7938
4.283887;174.5338;4.285844;49.91188;36.1025;364.5431;41.6775;30.67247;122.1062;3.997481;132.7938
4.231237;171.5938;4.223219;45.22906;34.26243;358.7531;37.58688;28.56405;122.4212;3.9474;132.7938
4.258425;169.3262;4.239969;45.44531;32.19841;353.5088;24.46563;26.96772;117.495;3.975919;132.7937
4.27125;175.895;4.274406;50.74375;36.28696;364.9331;41.66063;31.10817;122.75;3.985594;132.7925
4.289531;176.2162;4.305937;52.85719;37.23498;364.7756;41.67188;30.95005;122.5525;4.004756;132.7913
4.270144;175.945;4.275125;50.59844;36.2886;364.7419;41.67313;31.17838;122.7663;3.982406;132.7912
4.191825;176.1725;4.20025;49.66625;36.10426;364.7306;41.69781;31.12133;122.0788;3.917325;132.7894
4.271344;175.9;4.275312;50.61406;36.28979;364.9125;41.67313;31.23461;122.7438;3.983531;132.7894
4.257638;170.83;4.231;45.4625;32.21675;357.4837;35.52031;27.4252;117.2337;3.972356;132.7888
4.298569;176.47;4.304344;50.73969;36.42001;365.2931;41.67656;31.0199;122.3337;4.006275;132.7881
4.256362;170.79;4.226844;45.46875;32.19981;357.5269;35.49844;27.40383;117.2312;3.974306;132.7875
4.278919;175.88;4.292469;50.53875;37.13597;365.0325;41.68656;31.06418;122.83;3.995231;132.7875
4.273388;176.0213;4.292781;52.95313;37.62154;365.1563;41.68281;30.90461;122.8125;3.987225;132.7875
4.295719;175.7563;4.296344;50.16562;35.79433;365.4019;41.68281;30.76136;122.29;4.0068;132.7875
4.246987;176.6888;4.259281;50.43187;37.2346;365.3737;41.68875;31.02451;122.6787;3.9639;132.7869
4.257544;168.7487;4.237094;43.94938;32.1406;354.0206;24.47594;27.08038;117.3088;3.978262;132.7863
4.257525;176.9763;4.262312;49.59906;36.27637;365.1581;41.68187;31.04829;121.9912;3.976087;132.7856
4.255013;176.9337;4.270813;50.89406;37.45004;364.5769;41.68344;30.84868;122.0813;3.970162;132.7856
4.193475;169.5038;4.1675;44.35875;32.35983;354.5194;29.29344;26.85019;117.0475;3.914587;132.7844
4.256981;169.2825;4.234406;45.44687;32.14217;353.5331;24.46656;26.88843;117.4863;3.972112;132.7838
4.2591;170.8763;4.23175;45.46219;32.27903;357.4481;35.52375;27.5009;117.265;3.974006;132.7831
4.295156;175.5813;4.296406;50.17281;35.83997;365.4094;41.68188;30.6718;122.3063;4.008469;132.7831
4.258894;169.3237;4.245906;47.91281;33.70053;353.1825;28.42969;27.13039;117.1787;3.975131;132.7825
4.2102;175.7575;4.210844;49.74531;35.90173;365.1375;41.63375;30.93121;121.855;3.922931;132.7825
4.294781;175.6438;4.298187;50.18281;35.77218;365.5144;41.65219;30.63605;122.2738;4.008694;132.7825
4.25715;168.7937;4.225969;43.94094;32.1254;353.9306;24.48438;27.04193;117.34;3.977062;132.7819
4.299037;176.5212;4.31;51.50813;36.65804;364.9688;41.64781;31.23;122.2988;4.011338;132.7819
4.198163;177.295;4.239625;55.36562;40.36577;365.94;41.68594;33.22671;122.1525;3.922819;132.7813
4.282369;175.9675;4.285906;49.63906;35.90289;365.0569;41.68438;31.51104;122.4613;3.985612;132.7813
4.258144;170.955;4.235094;45.45438;32.24226;357.5681;35.53344;27.54795;117.2937;3.977137;132.7806
4.257225;168.8938;4.233844;43.95969;32.11794;353.8219;24.455;27.16793;117.45;3.978975;132.7806
4.257937;169.0575;4.229312;43.97844;32.05971;353.6869;24.46344;27.19297;117.4175;3.976987;132.7806
4.262907;176.9713;4.279469;50.85625;37.68586;364.71;41.68594;30.59476;122.5013;3.966563;132.7806
4.2192;176.915;4.23675;50.89031;38.01737;365.1206;41.65406;31.03833;122.2175;3.940181;132.7806
4.265794;169.2912;4.247281;46.7125;32.63313;353.3287;28.42219;27.06472;117.09;3.980756;132.7794
4.260844;169.275;4.245;47.89844;33.43838;353.1938;28.40469;27.18504;117.1;3.979312;132.7794
4.263431;179.0988;4.308844;55.54187;40.26021;366.465;41.6775;32.93587;122.6162;3.975844;132.7794
4.256625;170.725;4.231719;45.4675;32.14783;357.5719;35.51125;27.26289;117.2125;3.972281;132.7787
4.257075;168.8963;4.235844;43.95906;32.11272;353.9025;24.48781;27.11575;117.385;3.979256;132.7787
4.270144;175.2875;4.279469;49.94125;36.97387;365.7694;41.68031;30.74075;122.59;3.990394;132.7787
4.280644;175.9962;4.28475;49.64906;36.03795;365.1112;41.68125;31.30311;122.5275;3.999938;132.7787
4.259306;175.73;4.266594;49.85313;36.38786;365.5462;41.67969;30.63071;122.2975;3.970969;132.7781
4.270256;175.2625;4.284;49.37968;36.98094;365.7356;41.66563;30.85526;122.5762;3.984037;132.7781
4.257863;168.9375;4.230469;43.96719;32.07784;353.7938;24.45844;27.19459;117.3925;3.978075;132.7769
4.2798;175.93;4.282531;49.69844;36.07832;365.1619;41.67031;31.28468;122.485;4.003744;132.7769
4.287919;176.2175;4.303688;52.85094;37.3054;364.8844;41.67656;30.95988;122.4912;4.006725;132.7769
4.253944;177.885;4.2865;54.74906;38.4655;367.0969;41.68219;32.90621;120.265;3.968588;132.7763
4.257675;170.975;4.232563;45.46031;32.23821;357.5194;35.52187;27.49368;117.3175;3.975975;132.7762
4.194169;176.23;4.207031;50.27219;37.05479;364.7119;41.69563;30.87919;122.2988;3.9123;132.7762
4.258875;176.96;4.268437;49.94781;36.18921;365.3775;41.67656;31.08301;121.9425;3.97755;132.7756
4.256025;169.2825;4.237;45.44531;32.15235;353.6344;24.46563;26.79341;117.485;3.978356;132.775
4.253625;176.8725;4.270906;50.89844;37.4306;364.7475;41.6625;30.91771;122.155;3.976031;132.775
4.277906;175.8875;4.280313;49.48719;36.08072;364.9969;41.68438;31.23847;122.4875;3.989531;132.775
4.250625;173.6413;4.243062;46.48125;35.00466;362.0175;40.16156;29.62932;122.0225;3.97215;132.775
4.258612;169.2675;4.249531;47.88844;33.78762;353.4319;28.42219;27.15274;117.1063;3.978075;132.7737
4.263825;169.3075;4.249063;46.71;32.66497;353.2669;28.42406;27.08966;117.0837;3.980944;132.7731
4.190794;168.415;4.153313;41.78625;30.39221;354.5869;29.33781;26.44251;116.9475;3.912188;132.7719
4.260131;176.9325;4.2695;50.44969;36.19304;365.535;41.68875;31.17895;121.9825;3.97635;132.7719
4.257937;168.7063;4.235;44.31187;32.10934;353.9719;24.48469;27.00591;117.35;3.971063;132.7713
4.257487;169.0925;4.239875;44.00594;32.06492;353.8331;24.47094;27.07953;117.4125;3.977681;132.7712
4.259869;176.9725;4.267125;49.96281;36.21935;365.4844;41.67313;31.20093;122.0125;3.9708;132.7706
4.191881;176.2737;4.204312;50.62125;37.12582;364.8263;41.67312;30.91173;122.3162;3.910144;132.77
4.253812;176.925;4.272031;50.90344;37.42652;364.6875;41.66688;30.93653;122.075;3.977344;132.7694
4.258388;169.3513;4.239719;45.44906;32.15054;353.4563;24.47969;27.00232;117.52;3.977981;132.7675
4.257093;170.8375;4.2325;45.45594;32.25175;357.5906;35.5025;27.42747;117.225;3.969375;132.7669
4.25715;171.0737;4.236844;45.87125;32.98629;357.315;35.5325;27.3422;117.4375;3.976537;132.7663
4.271513;174.8325;4.275437;50.04344;35.97654;365.5144;41.66844;31.14662;122.1837;3.996544;132.7644
4.256663;171.0538;4.240906;46.165;32.85631;357.3244;35.53062;27.19416;117.3962;3.968287;132.7631
4.267313;169.2875;4.249063;46.71188;32.63282;353.5594;28.43;27.18477;117.0625;3.988875;132.7631
4.195632;176.4063;4.207625;50.07438;36.9154;364.6837;41.695;31.49928;122.3087;3.9189;132.7631
4.259156;175.7;4.265656;49.86312;36.41146;365.49;41.66625;30.61929;122.2838;3.973631;132.7631
4.247118;176.655;4.255563;50.43906;37.2053;365.3569;41.67656;30.94988;122.6775;3.963131;132.7625
4.299637;176.5762;4.30525;50.73812;36.80364;364.995;41.67656;31.21018;122.36;4.015069;132.7581
4.262887;175.2575;4.280469;51.05;37.06936;363.8494;41.68281;30.13863;122.4412;3.979856;132.7581
4.294931;175.5488;4.295031;49.83375;35.84832;365.3569;41.67375;30.86133;122.33;4.008937;132.7575
4.277213;175.8712;4.287969;50.31844;37.09974;365.1394;41.69125;30.90885;122.8625;3.994819;132.7563
4.258931;169.3363;4.239094;45.45406;32.1544;353.6512;24.46406;26.96957;117.49;3.978919;132.7556
4.1898;176.1387;4.198656;49.66719;36.05472;364.7456;41.67781;31.16755;122.0663;3.913031;132.7556
4.266956;169.315;4.244969;46.7125;32.6768;353.46;28.43781;27.08028;117.1012;3.986963;132.755
4.259494;169.3575;4.240063;45.45094;32.15689;353.6381;24.48125;26.98647;117.5563;3.976238;132.755
4.243931;176.8625;4.252812;49.09;36.14196;365.1375;41.68;31.10365;122.0762;3.959437;132.7538
4.258856;169.8025;4.226687;42.76406;30.33982;356.1394;30.95469;26.75916;116.9962;3.977063;132.7531
4.269825;175.2937;4.286438;49.37656;37.03549;365.8706;41.66656;30.87035;122.5687;3.978863;132.7531
4.255125;170.7113;4.232938;45.46812;32.17475;357.4819;35.50094;27.23434;117.1825;3.974962;132.7525
4.260506;176.9888;4.263937;50.09;36.21054;365.385;41.68625;31.13082;121.98;3.972319;132.7519
4.271194;176.35;4.295156;56.30469;38.98053;362.925;41.67969;31.72012;122.0563;3.981019;132.7513
4.2237;168.8463;4.208781;45.94156;33.88458;353.5069;30.96594;26.3175;117.5638;3.94155;132.7506
4.286719;176.1738;4.305656;53.15625;37.32765;365.0194;41.66188;30.81344;122.5413;4.004437;132.7506
4.258481;168.6875;4.237781;44.3375;32.115;353.8781;24.45938;27.04417;117.3037;3.973969;132.75
4.257094;169.24;4.2515;47.86719;33.84482;353.0737;28.42625;27.09188;117.1738;3.975975;132.7487
4.25835;169.45;4.237875;45.79969;32.90041;353.4356;24.49844;26.90272;117.5575;3.977025;132.7487
4.277287;175.8737;4.28125;49.10031;36.06078;365.01;41.68813;31.21942;122.4688;3.988125;132.7487
4.293431;175.3988;4.299281;49.41563;35.87148;365.34;41.66438;30.75626;122.3812;4.0023;132.7475
4.298062;176.5513;4.305656;51.59875;36.8667;364.8356;41.70031;31.15643;122.3087;4.006725;132.7475
4.256175;170.68;4.227781;45.47719;32.10548;357.5644;35.50656;27.30362;117.18;3.977306;132.7469
4.267856;169.3038;4.25425;46.59219;32.42567;353.55;28.41875;27.20935;117.0212;3.985312;132.7469
4.260113;175.685;4.255563;47.35437;35.00031;365.685;41.67437;31.03379;121.7275;3.976069;132.7469
4.295419;175.4962;4.294156;49.40844;35.86234;365.325;41.66531;30.8105;122.3775;4.008619;132.7469
4.333275;176.5362;4.342031;53.1325;36.56333;364.9912;41.69406;32.01595;122.0163;4.045275;132.7462
4.272563;175.925;4.280469;50.8125;36.33788;365.0438;41.68563;31.12103;122.6813;3.991688;132.7462
4.209638;176.71;4.217688;50.58844;36.23634;365.1206;41.67906;31.14653;122.0863;3.925744;132.7456
4.243069;176.8325;4.24825;49.15406;36.17841;365.0887;41.67375;31.18711;122.0887;3.959081;132.7444
4.192237;169.5213;4.167906;44.37281;32.31056;354.5569;29.32813;26.75081;117.0375;3.917194;132.7437
4.268437;169.2437;4.247188;46.24781;32.28219;353.7188;28.40781;27.17444;117.0063;3.988125;132.7431
4.286831;176.1425;4.303156;53.26313;37.47294;364.8863;41.68125;30.93513;122.575;4.00005;132.7425
4.197638;169.0375;4.176437;43.59906;32.97086;354.1219;29.27125;26.51016;117.0362;3.914944;132.7419
4.2096;175.6862;4.210219;49.69938;35.61483;365.1487;41.65031;30.98133;121.955;3.929831;132.7419
4.25685;171.0988;4.2385;45.7275;33.0198;357.3469;35.51469;27.31392;117.3925;3.974044;132.7413
4.274531;175.925;4.281094;50.82063;36.28779;364.9106;41.68312;31.06314;122.6788;3.994706;132.7406
4.261612;176.8475;4.278563;50.84188;37.68393;364.7813;41.68687;30.7029;122.4325;3.978319;132.74
4.254375;176.8188;4.273906;50.90781;37.49449;364.6969;41.69187;30.79519;122.1563;3.971625;132.74
4.256288;170.6463;4.22475;45.20594;32.15821;357.6225;35.53031;27.20769;117.095;3.974925;132.7381
4.192875;176.2575;4.203781;50.62313;37.06973;364.7194;41.67;30.99303;122.2838;3.914269;132.7375
4.203019;176.3425;4.217906;50.87594;37.51484;367.9088;41.69875;32.67649;121.7588;3.923756;132.7369
4.308075;177.4212;4.329594;53.56281;38.58936;367.5075;41.69125;32.65847;121.9175;4.029094;132.7369
4.245975;176.8675;4.248594;49.035;36.09909;365.2463;41.67688;31.17692;122.0588;3.962944;132.7369
4.256719;171.125;4.234062;45.72469;33.02509;357.4406;35.4975;27.37321;117.4125;3.977719;132.7363
4.259119;169.38;4.237563;45.95062;32.57159;353.6794;24.44719;26.98471;117.5563;3.978019;132.7363
4.249688;176.7162;4.256;49.50625;36.20567;365.4413;41.69063;30.95323;122.0675;3.970237;132.7344
4.247625;176.6212;4.259969;50.44031;37.19141;365.2838;41.68156;30.96999;122.6;3.964781;132.7344
4.282837;174.5163;4.288406;49.89312;36.07005;364.575;41.65562;30.57415;122.1837;3.999019;132.7344
4.277644;175.8025;4.283406;49.24562;36.00486;364.9444;41.68187;31.1883;122.465;3.990844;132.7337
4.249556;176.76;4.258656;49.50438;36.11881;365.535;41.68031;31.1743;122.07;3.963694;132.7331
4.276875;175.8563;4.288969;50.31562;37.11211;365.1281;41.65219;31.18858;122.8;3.995175;132.7331
4.250381;173.7075;4.244219;46.47438;35.02753;362.1694;41.15688;29.55465;122.0588;3.959006;132.7331
4.257113;169.2737;4.247375;47.43938;33.90173;353.3212;28.43406;27.07148;117.135;3.974906;132.7325
4.26825;175.2688;4.281563;49.38406;37.1172;365.7188;41.68625;30.77221;122.5563;3.981563;132.7325
4.278169;175.7688;4.285844;48.59844;36.04464;365.2125;41.6725;31.34609;122.5363;3.9966;132.7325
4.268456;169.21;4.245375;46.25781;32.20321;353.8406;28.42969;27.19995;117.0413;3.988762;132.7312
4.200356;169.035;4.184219;43.59344;32.99821;353.8463;29.29031;26.52427;117.0038;3.919163;132.7306
4.254356;177.7612;4.280781;54.76656;38.44614;366.825;41.70813;32.80355;120.2538;3.977025;132.73
4.296694;176.5425;4.313844;52.32875;37.16358;364.7644;41.66594;31.15356;122.3138;3.999938;132.73
4.258987;169.4025;4.242813;46.5925;32.92319;353.6906;24.47969;26.98298;117.5187;3.983475;132.7294
4.243575;176.875;4.252875;50.61719;36.46057;364.9838;41.66906;31.15836;122.04;3.961144;132.7294
4.288669;175.2287;4.294031;49.05656;35.96541;365.3981;41.65438;30.59206;122.3337;3.999544;132.7294
4.25055;176.68;4.257719;49.51219;36.06181;365.4356;41.69406;31.20091;122.0713;3.971156;132.7281
4.204256;169.075;4.181594;43.455;31.61486;353.8631;29.3125;26.5877;117.0075;3.926944;132.7275
4.308019;177.4713;4.341063;54.61125;38.81284;367.4325;41.67937;32.6404;121.93;4.020019;132.7275
4.202644;169.0775;4.176875;43.54719;31.6799;353.745;29.29;26.66984;117.0225;3.920456;132.7269
4.196681;177.2238;4.242125;55.37125;40.35172;365.7319;41.675;33.2346;122.1263;3.924113;132.7269
4.286456;176.0837;4.305125;53.25969;37.52314;364.9838;41.67437;30.97959;122.5563;4.004437;132.7263
4.2984;176.5813;4.308907;51.89719;36.88405;364.8225;41.68312;31.21469;122.3087;4.004512;132.7263
4.308469;177.38;4.335218;54.15344;38.68318;367.3238;41.68063;32.66278;121.8688;4.017881;132.7256
4.247606;176.7737;4.249562;49.4975;36.08537;365.2575;41.67844;31.21772;122.1038;3.96195;132.7256
4.243725;176.9462;4.244968;50.82969;36.33146;365.2744;41.6875;31.15564;122.03;3.965569;132.725
4.220081;176.8237;4.234;50.17906;37.67444;365.2069;41.66;30.99727;122.1813;3.939075;132.725
4.270762;174.7937;4.278375;50.04844;35.97936;365.4806;41.67031;31.15706;122.2562;3.980438;132.725
4.26345;175.2462;4.277094;51.04438;37.0872;363.9;41.65969;30.05441;122.4662;3.982856;132.725
4.259981;168.5788;4.235062;44.78344;31.97036;354.0712;24.46094;27.07003;117.3288;3.980569;132.7244
4.337419;176.4688;4.350031;52.61687;36.4368;365.0944;41.67781;32.09335;121.9925;4.046756;132.7244
4.190362;176.1087;4.196187;49.66781;35.98304;364.7869;41.68;31.1492;121.9287;3.909806;132.7244
4.277025;175.8712;4.291719;49.66438;37.01086;365.2294;41.67344;31.08084;122.8012;3.997219;132.7244
4.195275;169.0838;4.180531;43.59687;33.01034;354.06;29.31594;26.56326;117.055;3.91785;132.7238
4.24905;176.5562;4.263094;50.43906;37.17395;365.2838;41.67812;31.0696;122.575;3.966244;132.7238
4.2039;169.0688;4.176813;43.45625;31.55429;353.7244;29.30688;26.52364;116.94;3.927488;132.7225
4.291312;175.3062;4.294688;49.40313;35.84307;365.3531;41.66188;30.69115;122.4;4.014469;132.7213
4.307588;177.3038;4.332156;55.91188;38.62473;367.2263;41.68844;32.57548;121.8913;4.018331;132.7206
4.196137;176.455;4.20675;49.80844;36.98604;364.56;41.66844;31.49663;122.305;3.9087;132.7206
4.257544;171.1875;4.243375;45.69875;32.97837;357.285;35.49406;27.49165;117.4437;3.972206;132.7194
4.201838;169.06;4.181937;44.20281;33.18238;353.7562;29.29313;26.55651;116.96;3.926438;132.7188
4.253006;176.805;4.270875;50.91438;37.4879;364.7175;41.68625;30.80851;122.1613;3.973444;132.7188
4.22985;175.9312;4.235562;48.58156;35.98405;365.7375;41.65844;31.01426;122.1975;3.948319;132.7188
4.195444;177.1613;4.242563;55.36375;40.36234;365.8631;41.68219;33.27839;122.0875;3.916331;132.7181
4.196231;176.1913;4.209625;49.84687;37.0778;364.8056;41.67781;30.92133;122.4125;3.916594;132.7175
4.249594;176.775;4.255938;49.50406;36.08677;365.2406;41.68656;31.17036;122.0375;3.965719;132.7169
4.259044;175.73;4.267562;49.85344;36.41665;365.5162;41.6875;30.63479;122.2988;3.973031;132.7162
4.275694;175.81;4.281156;48.98812;36.28417;365.2706;41.67906;31.13584;122.7637;3.9921;132.7162
4.260394;176.9238;4.2675;49.62125;36.19544;365.5856;41.68719;31.13989;121.9762;3.979069;132.715
4.203975;169.09;4.176157;43.45406;31.63258;353.7056;29.28406;26.54792;116.9925;3.9255;132.7144
4.273519;175.9362;4.289813;52.59719;37.62328;364.9781;41.67875;30.81428;122.8087;3.980794;132.7144
4.246669;176.785;4.247656;49.43344;36.10993;365.25;41.68594;31.18145;122.0687;3.966844;132.7137
4.278862;175.705;4.2845;48.13969;36.0999;365.1994;41.68281;31.27631;122.495;3.991313;132.7137
4.256625;170.575;4.231563;45.06562;32.16683;357.7312;35.51406;27.05577;117.1287;3.972262;132.7125
4.256456;170.5712;4.228156;45.07375;32.12675;357.72;35.5;27.10097;117.0687;3.968513;132.7119
4.287112;175.1712;4.293219;49.00906;35.91775;365.2856;41.68875;30.64483;122.3525;4.002806;132.7119
4.254375;176.7688;4.275562;50.91187;37.57744;364.6219;41.68094;30.89247;122.1663;3.966206;132.7106
4.24965;176.6588;4.258219;49.49844;36.27617;365.565;41.67;30.96203;122.0875;3.965513;132.7106
4.307081;177.2825;4.324625;55.08406;38.02119;367.3838;41.67875;32.49242;121.8262;4.026619;132.7081
4.278094;175.8875;4.284375;48.86875;36.22456;365.1;41.69719;31.14064;122.725;3.99;132.7081
4.258406;169.45;4.245312;45.37563;32.95342;353.6906;24.46406;27.06447;117.575;3.974906;132.7075
4.266469;176.2075;4.297937;56.29563;38.98633;363.0919;41.66594;31.77569;122.0612;3.975338;132.7063
4.203206;169.0425;4.173906;43.45969;31.61;353.7844;29.31156;26.45067;117.04;3.931275;132.705
4.308656;177.38;4.33325;54.53625;38.77269;367.2825;41.67813;32.72675;121.9238;4.0227;132.705
4.269375;175.2937;4.280531;49.37219;37.04266;365.73;41.67781;30.9824;122.5488;3.986475;132.705
4.295212;176.555;4.310812;53.11219;37.62247;364.6144;41.67156;30.99918;122.375;4.009781;132.705
4.209431;175.665;4.20775;49.70063;35.75587;365.0831;41.66656;30.88316;121.8737;3.932794;132.7044
4.27755;175.6375;4.281813;48.13969;36.07992;365.1094;41.66687;31.37043;122.4887;4.000669;132.7044
4.194844;177.0788;4.239281;55.36188;40.55622;366.0525;41.67437;33.11037;122.0675;3.913294;132.7038
4.254919;176.7188;4.272;50.95781;37.53985;364.6725;41.67969;30.72075;122.1613;3.966806;132.7031
4.24065;168.345;4.227562;46.47344;32.84798;353.4619;23.67125;26.87931;116.8975;3.958125;132.7025
4.244344;176.975;4.249688;50.44219;36.35184;365.0906;41.67719;31.27461;122.05;3.963656;132.7025
4.210481;176.6288;4.213656;50.35344;36.00357;365.0663;41.68094;31.23446;122.085;3.927919;132.7025
4.191244;168.3625;4.154219;42.62281;30.27646;354.7894;29.31219;26.40853;116.9412;3.914719;132.7012
4.197638;176.1425;4.213469;49.84719;37.1366;364.8637;41.66344;30.84105;122.3063;3.914606;132.7012
4.275825;175.9075;4.282907;50.82344;36.27776;364.98;41.67469;31.18919;122.75;3.990019;132.7012
4.255987;169.16;4.250844;46.62531;33.88006;353.3419;28.42562;27.03185;117.2088;3.973219;132.7
4.276313;175.8262;4.284594;49.82844;36.32426;365.1263;41.6775;31.23301;122.7487;3.997087;132.7
4.194263;176.4263;4.206156;49.80375;36.99843;364.7662;41.67469;31.56031;122.3438;3.906806;132.6994
4.203187;169.0038;4.179281;43.46;31.61348;353.8125;29.32875;26.38385;117.0788;3.926794;132.6981
4.268831;175.2962;4.279938;49.37375;37.03628;365.7244;41.68406;30.81156;122.6275;3.976556;132.6969
4.262756;175.2125;4.273125;51.03219;37.00908;363.7481;41.67906;30.07769;122.4238;3.975844;132.6962
4.241343;168.31;4.229531;46.98281;33.44334;353.6831;23.66688;26.97517;116.8925;3.964313;132.6956
4.256813;170.5237;4.237156;45.07156;32.13197;357.5231;35.51031;27.11496;117.0713;3.972938;132.695
4.240575;168.2525;4.231156;45.9025;33.47399;353.7112;23.66219;26.99833;116.9325;3.95685;132.6944
4.260375;176.8638;4.265844;48.84281;36.21274;365.5912;41.7025;30.92909;122.0363;3.990094;132.6938
4.261556;176.8675;4.265125;48.84687;36.15845;365.4506;41.6875;31.07353;122.0512;3.9792;132.6938
4.249238;176.6;4.25675;49.49375;36.23277;365.3513;41.675;30.86885;122.0462;3.965381;132.6938
4.287844;176.1187;4.307594;53.25594;37.50996;365.1038;41.69031;31.05322;122.5587;3.993788;132.6931
4.25925;175.7575;4.267406;49.8675;36.41304;365.3831;41.69375;30.91499;122.29;3.977512;132.6919
4.2765;175.5813;4.283438;48.1375;36.04744;365.2219;41.66063;31.26774;122.4875;4.000594;132.6919
4.269056;169.1312;4.243312;46.25125;32.28489;353.955;28.43219;27.14552;117.0413;3.990525;132.6913
4.307156;177.45;4.334375;54.61063;38.83064;367.0687;41.69781;32.57644;121.925;4.021406;132.6913
4.230281;175.93;4.229656;48.58437;35.99314;365.9812;41.65969;30.99504;122.21;3.944269;132.6913
4.283362;174.4962;4.284156;49.89781;36.0412;364.7437;41.68875;30.531;122.1875;3.998812;132.6913
4.244156;177.0363;4.249125;50.38125;36.35266;364.9894;41.67031;31.30303;122.035;3.949594;132.6906
4.239937;168.345;4.227344;46.46594;32.80829;353.3981;23.65094;26.7548;116.8512;3.961481;132.69
4.249106;176.5612;4.250937;49.50875;36.20913;365.3887;41.68531;30.90842;122.055;3.964181;132.69
4.249988;173.6625;4.247906;46.83688;34.9697;362.0719;41.56094;29.57464;122.0788;3.962813;132.69
4.249031;176.55;4.250625;49.50344;36.23465;365.5125;41.69625;30.88978;122.0687;3.965531;132.6888
4.240031;168.3725;4.226969;46.46656;32.7569;353.325;23.67469;26.86222;116.8775;3.957412;132.6881
4.274194;175.8488;4.286531;52.56688;37.54485;365.1131;41.67438;31.03293;122.7538;3.985781;132.6881
4.221094;176.7575;4.234687;49.60625;37.39581;365.1394;41.67812;30.9577;122.2188;3.937725;132.6875
4.287938;176.0437;4.302032;53.26406;37.59815;365.0719;41.68125;31.05412;122.5062;4.002563;132.6875
4.296281;176.475;4.315;51.15375;37.535;364.5431;41.66781;31.14952;122.2825;4.002112;132.6869
4.269544;169.0788;4.246344;46.20656;32.19283;353.8275;28.44156;27.15879;116.9875;3.989156;132.685
4.195313;177.0063;4.243438;55.37844;40.6457;366.1294;41.69094;33.1899;122.0537;3.919744;132.6837
4.258294;171.18;4.239812;45.71812;32.9894;357.42;35.52125;27.33574;117.4263;3.97575;132.6831
4.260919;168.5275;4.231156;43.88937;31.55129;354.0694;24.45125;27.08562;117.3275;3.978487;132.6831
4.258594;175.7775;4.264344;49.86156;36.44599;365.2875;41.68125;30.77834;122.2487;3.971062;132.6831
4.19445;169.0513;4.178688;43.63438;33.08099;354.0113;29.29031;26.49608;117.005;3.914063;132.6825
4.251019;176.4825;4.260437;49.60281;36.91262;365.2894;41.66375;31.25774;122.57;3.965662;132.6819
4.277006;175.8613;4.280781;48.91594;36.28156;365.0513;41.65937;31.17819;122.7813;3.9909;132.6819
4.285706;175.1038;4.291875;48.93188;35.96804;365.2894;41.66344;30.67239;122.3112;4.001981;132.6819
4.241681;168.305;4.230156;46.9575;33.27538;353.5988;23.67156;27.03338;116.8838;3.963675;132.6812
4.262906;175.1225;4.274281;51.04688;37.06561;363.6206;41.68437;30.13695;122.4313;3.984637;132.6812
4.224675;168.7;4.218312;45.94219;33.82614;353.4619;30.94156;26.36869;117.545;3.946406;132.6806
4.273013;175.5137;4.2805;48.1175;36.20974;365.355;41.66781;31.1298;122.5188;3.984544;132.6806
4.209938;176.6037;4.20725;49.005;35.45724;365.2013;41.66531;31.11008;122.08;3.932194;132.6794
4.2471;176.27;4.255031;50.04219;36.9382;365.0531;41.69094;30.80254;122.1913;3.966075;132.6788
4.249519;176.4987;4.257594;49.53;36.13553;365.4937;41.66844;30.92448;122.0425;3.960225;132.6781
4.256362;177.7875;4.278438;53.60594;37.96948;366.93;41.68156;32.86618;120.23;3.973894;132.6775
4.295681;176.4625;4.312094;52.47594;37.60995;364.5319;41.66156;31.05746;122.2887;4.011544;132.6769
