K5PS14_1.PV;K5PS14_2.PV;K5P10.PV;K5F5.PV
4.153294;4.268325;4.298406;38.3433
4.150275;4.266037;4.298406;39.24058
4.1859;4.281638;4.298375;35.46171
4.178531;4.280944;4.298375;35.50991
4.1727;4.276388;4.298375;36.21637
4.175306;4.28385;4.298375;35.45882
4.150744;4.266487;4.298375;38.69022
4.158037;4.275056;4.298375;38.29683
4.167581;4.270856;4.298344;36.90436
4.1742;4.278506;4.298344;35.74674
4.176993;4.281075;4.298313;35.78069
4.173713;4.278188;4.298281;35.56312
4.178231;4.282444;4.298281;35.50254
4.178137;4.282032;4.298281;35.838
4.182581;4.288163;4.298281;34.67159
4.172006;4.280006;4.298219;36.34544
4.150163;4.265738;4.298219;39.12544
4.176544;4.280475;4.298188;35.74001
4.176994;4.280794;4.298188;35.80022
4.166138;4.288275;4.298188;36.68034
4.177481;4.286344;4.298187;35.2242
4.173581;4.294781;4.298187;35.77218
4.182413;4.285725;4.298156;35.1399
4.175475;4.282087;4.298156;35.47139
4.179543;4.284394;4.298156;35.77275
4.170918;4.283831;4.298156;35.83614
4.175288;4.271081;4.298125;35.57804
4.16865;4.273388;4.298125;36.37947
4.177725;4.285275;4.298125;35.14257
4.156781;4.269638;4.298125;37.22267
4.152281;4.266994;4.298125;38.43635
4.176319;4.281281;4.298094;35.26347
4.178156;4.28625;4.298094;35.34729
4.179206;4.287993;4.298094;35.16948
4.150069;4.266169;4.298094;39.14241
4.180256;4.283607;4.298063;35.15396
4.181269;4.285838;4.298063;34.98367
4.16235;4.275131;4.298063;37.17145
4.159612;4.280269;4.298063;37.57724
4.160456;4.279912;4.298063;37.56097
4.160438;4.282519;4.298063;37.67241
4.17765;4.280944;4.298062;35.52815
4.175381;4.281994;4.298062;35.49899
4.152694;4.267013;4.298062;38.5118
4.161637;4.283962;4.298062;37.48771
4.182019;4.2858;4.298031;34.85347
4.174875;4.283269;4.298;35.41958
4.179712;4.284206;4.297969;34.89414
4.173694;4.278112;4.297969;35.80531
4.173563;4.28775;4.297969;36.46875
4.161075;4.281581;4.297969;37.54604
4.174556;4.269225;4.297937;35.73779
4.152956;4.267069;4.297937;38.23829
4.150125;4.265812;4.297937;38.83963
4.144912;4.266469;4.297937;38.98633
4.174069;4.277231;4.297906;36.20667
4.160438;4.281;4.297906;37.82555
4.171913;4.293806;4.297875;35.75559
4.178475;4.283062;4.297875;35.33803
4.174875;4.281938;4.297875;35.92295
4.153031;4.267463;4.297844;38.29845
4.172869;4.27605;4.297812;35.97136
4.173319;4.277306;4.297812;35.62885
4.178419;4.282125;4.297812;35.63395
4.175269;4.282256;4.297812;35.58992
4.172156;4.276331;4.297781;35.48329
4.179206;4.2828;4.297781;35.09184
4.183744;4.289119;4.297781;34.70474
4.159388;4.2669;4.297781;36.70549
4.183519;4.282594;4.29775;35.2021
4.17705;4.281019;4.29775;35.56048
4.178531;4.291368;4.297719;35.11298
4.171556;4.274681;4.297719;36.24142
4.177218;4.281525;4.297719;35.60012
4.169456;4.275656;4.297719;35.78762
4.156275;4.27605;4.297719;38.30698
4.175138;4.278412;4.297688;35.68257
4.174988;4.281731;4.297688;35.61608
4.169981;4.283813;4.297688;36.45616
4.163869;4.28565;4.297688;36.76553
4.177163;4.281619;4.297657;35.24738
4.169044;4.274306;4.297657;36.35008
4.178419;4.282238;4.297656;35.66914
4.178831;4.281262;4.297594;35.86184
4.174931;4.27815;4.297594;36.235
4.169531;4.277062;4.297594;36.28455
4.179488;4.287862;4.297594;35.16713
4.176863;4.280512;4.297563;35.0713
4.18395;4.287769;4.297563;34.18457
4.178925;4.283325;4.297531;34.89434
4.180444;4.285462;4.297531;34.95577
4.174013;4.277175;4.2975;35.77168
4.179263;4.283025;4.2975;35.36496
4.142737;4.259306;4.2975;38.86845
4.178119;4.284675;4.297469;34.92852
4.166081;4.268794;4.297438;36.97436
4.182844;4.286606;4.297438;34.7592
4.185019;4.288725;4.297438;35.16428
4.177613;4.286081;4.297438;35.17795
4.173619;4.287656;4.297438;35.79975
4.1589;4.2786;4.297438;37.80111
4.181869;4.303613;4.297406;33.64631
4.179825;4.283962;4.297375;35.58779
4.150931;4.266937;4.297375;38.5501
4.13625;4.252369;4.297375;40.30084
4.17345;4.278187;4.297344;36.116
4.151662;4.267931;4.297344;38.49122
4.157981;4.277006;4.297344;37.8933
4.159894;4.281356;4.297313;37.63953
4.176281;4.271793;4.297312;35.62342
4.17795;4.282069;4.297281;34.86576
4.17675;4.282687;4.297281;35.53982
4.177369;4.285069;4.297281;34.91097
4.175156;4.278788;4.29725;35.98749
4.176469;4.285088;4.29725;35.18125
4.175419;4.278094;4.297219;35.38779
4.178437;4.283625;4.297219;35.11504
4.172194;4.276688;4.297188;36.14055
4.172812;4.2795;4.297188;36.14821
4.178381;4.284825;4.297187;35.16594
4.182619;4.28895;4.297187;34.15953
4.170375;4.283906;4.297187;36.30463
4.173131;4.277119;4.297156;35.82622
4.177369;4.283513;4.297156;35.52012
4.176956;4.285181;4.297156;35.13742
4.155806;4.272825;4.297156;38.26454
4.188544;4.291669;4.297125;34.11637
4.1727;4.277175;4.297125;35.73738
4.1757;4.280118;4.297125;35.77378
4.160887;4.283119;4.297125;37.58575
4.177425;4.273162;4.297094;35.64341
4.178963;4.283288;4.297094;35.10526
4.173563;4.276444;4.297094;35.39626
4.172344;4.280494;4.297094;35.50169
4.158262;4.277869;4.297094;37.90739
4.170862;4.2747;4.297062;35.93745
4.17705;4.283438;4.297062;35.59849
4.178475;4.282575;4.297031;34.95767
4.179563;4.28325;4.297031;35.07816
4.180707;4.284881;4.297031;34.67812
4.1814;4.286625;4.297031;34.90748
4.16955;4.276913;4.297031;36.21898
4.168969;4.282594;4.297031;36.27577
4.170262;4.274269;4.297;36.23321
4.172569;4.284581;4.297;36.0297
4.17285;4.285613;4.297;35.88062
4.17015;4.283963;4.297;36.30091
4.161788;4.283681;4.297;37.61884
4.165856;4.269844;4.296968;36.8274
4.139944;4.256137;4.296938;39.34974
4.181156;4.2837;4.296937;35.48983
4.176113;4.280663;4.296937;35.30696
4.175194;4.281881;4.296937;35.94481
4.176413;4.280813;4.296906;35.25788
4.178006;4.2819;4.296906;35.18982
4.17795;4.282556;4.296906;35.0489
4.169006;4.274662;4.296906;36.39228
4.174762;4.282331;4.296906;35.81547
4.166306;4.288725;4.296906;36.82764
4.172231;4.275;4.296875;36.24186
4.171631;4.274775;4.296875;35.91299
4.171257;4.275769;4.296875;35.74448
4.176638;4.282819;4.296875;35.71089
4.169381;4.277006;4.296875;35.79834
4.158675;4.277475;4.296875;37.64976
4.170825;4.276669;4.296844;35.986
4.17315;4.279894;4.296844;36.16388
4.161187;4.273612;4.296844;36.97918
4.152525;4.267519;4.296844;38.5424
4.142456;4.258388;4.296844;39.43658
4.173525;4.294144;4.296813;35.9274
4.176469;4.280325;4.296813;35.27295
4.182525;4.285781;4.296813;35.5707
4.175962;4.279875;4.296782;35.63445
4.180106;4.284;4.296781;35.11774
4.184681;4.287806;4.296781;34.2654
4.164131;4.284225;4.296781;37.64687
4.157231;4.277231;4.296781;37.76954
4.153725;4.268588;4.29675;38.46286
4.174744;4.270163;4.296719;35.52262
4.173806;4.276556;4.296719;35.53183
4.136363;4.252987;4.296719;40.22277
4.162781;4.283531;4.296719;36.73724
4.178044;4.275562;4.296688;35.82136
4.179619;4.285481;4.296656;34.91809
4.174294;4.278994;4.296625;35.16304
4.174481;4.283606;4.296625;35.11688
4.170038;4.282631;4.296594;35.94822
4.174031;4.278206;4.296563;35.38063
4.17;4.283719;4.296563;36.31182
4.169719;4.283437;4.296563;36.27677
4.161994;4.283587;4.296563;36.7378
4.175512;4.271006;4.296562;35.62609
4.155431;4.276706;4.296531;37.72652
4.176975;4.281225;4.2965;35.38475
4.175175;4.27935;4.2965;35.44903
4.173356;4.275656;4.296469;36.22798
4.168556;4.274625;4.296469;35.61893
4.172287;4.278319;4.296469;35.95796
4.179225;4.285556;4.296469;35.2139
4.136419;4.253269;4.296438;40.30984
4.177763;4.283831;4.296437;35.19283
4.151325;4.265569;4.296437;38.45905
4.180594;4.285313;4.296406;34.91375
4.172887;4.277681;4.296406;35.74288
4.17885;4.284094;4.296406;35.02915
4.1811;4.285406;4.296406;34.9435
4.175381;4.279387;4.296406;35.06696
4.176394;4.282706;4.296406;34.66236
4.173731;4.279894;4.296406;36.22075
4.174088;4.280363;4.296406;36.12667
4.156463;4.26885;4.296406;37.40785
4.157907;4.279969;4.296406;37.33597
4.172625;4.295156;4.296406;35.83997
4.179;4.283156;4.296375;35.08334
4.176938;4.279856;4.296375;35.02752
4.159069;4.280212;4.296375;37.17596
4.173938;4.2789;4.296344;35.71927
4.178081;4.282256;4.296344;35.54449
4.166812;4.27245;4.296344;36.31823
4.169981;4.283981;4.296344;36.22499
4.159781;4.279631;4.296344;37.52549
4.173956;4.295719;4.296344;35.79433
4.172212;4.27515;4.296312;35.67134
4.173038;4.27965;4.296312;35.70501
4.1739;4.296375;4.296312;35.81993
4.176638;4.279856;4.296281;35.71988
4.175175;4.280363;4.296281;35.2653
4.153425;4.275113;4.296281;37.81014
4.166906;4.280812;4.29625;35.96666
4.168969;4.282594;4.29625;36.24667
4.149094;4.265381;4.29625;39.13107
4.1514;4.2672;4.29625;38.37073
4.1766;4.281356;4.296219;35.49988
4.174875;4.278656;4.296219;35.72273
4.18215;4.286269;4.296219;34.34553
4.177744;4.283231;4.296219;35.48758
4.171669;4.2783;4.296219;35.61739
4.152094;4.266919;4.296219;38.5052
4.174088;4.283194;4.296187;35.49698
4.161937;4.281394;4.296187;37.56562
4.177782;4.281694;4.296156;34.88895
4.176544;4.282875;4.296156;35.53158
4.1727;4.280044;4.296156;36.12123
4.170918;4.278844;4.296156;35.53429
4.170206;4.283475;4.296156;36.16411
4.171275;4.274588;4.296125;36.15881
4.177669;4.28445;4.296094;35.24365
4.168181;4.282125;4.296094;35.72721
4.158;4.276875;4.296094;37.89338
4.155262;4.277287;4.296094;37.55245
4.169137;4.273144;4.296062;36.12123
4.175269;4.279613;4.296062;35.5171
4.1769;4.280944;4.296062;34.88914
4.180069;4.286831;4.296062;35.08665
4.171988;4.286175;4.296062;35.82222
4.1706;4.283756;4.296062;36.2332
4.148962;4.265306;4.296062;38.69054
4.182675;4.281394;4.296031;35.16348
4.179525;4.283006;4.296031;34.78994
4.181888;4.286362;4.296031;34.63111
4.178231;4.282369;4.296;34.90125
4.180369;4.283044;4.296;35.08207
4.176656;4.28085;4.296;35.29892
4.156819;4.268906;4.296;37.338
4.174369;4.278337;4.295969;35.43136
4.1793;4.283813;4.295969;35.1415
4.165237;4.270519;4.295969;36.38783
4.170037;4.276519;4.295969;35.37628
4.170206;4.277419;4.295969;35.73164
4.177575;4.286044;4.295969;34.52932
4.172887;4.285594;4.295969;36.30481
4.151813;4.267256;4.295969;38.40569
4.159631;4.280644;4.295969;37.53384
4.173862;4.282294;4.295938;35.33949
4.173075;4.285875;4.295938;35.71194
4.1673;4.281075;4.295938;36.37985
4.161187;4.282688;4.295938;37.08878
4.170825;4.277981;4.295907;35.73392
4.194225;4.30725;4.295906;33.1908
4.175419;4.28055;4.295906;35.22775
4.1763;4.284675;4.295906;35.31664
4.180069;4.288519;4.295906;35.14381
4.171688;4.285369;4.295875;36.35207
4.169475;4.283662;4.295875;35.80831
4.16865;4.271981;4.295844;35.97272
4.179;4.283438;4.295844;35.13098
4.171575;4.277269;4.295844;35.37735
4.168519;4.282312;4.295844;36.49406
4.175231;4.288725;4.295844;36.53706
4.1763;4.280831;4.295813;35.53545
4.17705;4.281169;4.295813;35.79196
4.17015;4.277756;4.295812;35.76059
4.173637;4.277531;4.295781;35.83333
4.172231;4.2789;4.295781;36.18802
4.176956;4.283869;4.295781;35.25125
4.1706;4.284525;4.295781;36.34827
4.151906;4.268344;4.295781;38.42564
4.15815;4.280588;4.295781;37.19043
4.168744;4.273219;4.29575;36.29741
4.174744;4.281487;4.29575;35.4716
4.177406;4.283981;4.29575;35.35843
4.167825;4.272694;4.295719;36.17977
4.177313;4.284975;4.295719;35.04309
4.171669;4.279856;4.295719;35.30529
4.172456;4.275863;4.295688;35.58886
4.176431;4.280456;4.295688;34.90707
4.171257;4.277494;4.295688;36.2322
4.17345;4.279406;4.295687;35.51583
4.182056;4.303556;4.295656;34.50868
4.171069;4.274588;4.295656;35.58379
4.178231;4.28265;4.295656;35.37855
4.176844;4.282106;4.295656;34.65234
4.178438;4.284038;4.295656;35.47488
4.14945;4.263619;4.295656;38.35466
4.16085;4.283119;4.295656;37.19581
4.169325;4.272862;4.295625;35.59298
4.176656;4.282031;4.295625;35.63358
4.174125;4.280437;4.295625;35.95351
4.179244;4.287281;4.295625;35.17297
4.172268;4.274962;4.295594;35.46852
4.173694;4.277606;4.295594;35.15932
4.18215;4.289213;4.295594;34.16018
4.175025;4.2816;4.295594;35.51094
4.176356;4.284956;4.295594;35.22363
4.177275;4.280944;4.295563;35.30408
4.176019;4.285275;4.2955;35.13802
4.155525;4.277025;4.2955;37.56369
4.173431;4.277231;4.295469;34.80235
4.178738;4.285462;4.295469;34.92163
4.171031;4.278094;4.295469;36.1179
4.176413;4.272319;4.295438;35.58153
4.167825;4.272375;4.295438;36.32266
4.175194;4.281338;4.295438;35.05513
4.179637;4.284244;4.295437;34.88036
4.178794;4.28415;4.295437;35.0459
4.174744;4.28325;4.295437;35.3979
4.151869;4.268756;4.295437;38.48268
4.177406;4.281507;4.295406;34.45527
4.160906;4.268325;4.295406;36.73523
4.14915;4.265269;4.295406;39.12323
4.175569;4.279987;4.295375;35.60934
4.177012;4.281;4.295375;35.55169
4.173469;4.277213;4.295375;35.09764
4.153913;4.269619;4.295344;37.5906
4.138969;4.256137;4.295344;39.4024
4.160887;4.2798;4.295344;37.72152
4.174969;4.279331;4.295343;35.09989
4.1793;4.285706;4.295343;35.13015
4.173112;4.277513;4.295312;35.75978
4.176563;4.280025;4.295281;34.87474
4.177913;4.283756;4.295281;35.05968
4.16865;4.273275;4.295281;36.32059
4.170338;4.275994;4.295281;35.98218
4.1541;4.272281;4.295281;38.31253
4.172344;4.27635;4.29525;35.61015
4.179882;4.288425;4.29525;35.1469
4.157869;4.280569;4.29525;37.16693
4.176562;4.280869;4.295187;35.45396
4.172587;4.275544;4.295156;35.4857
4.173656;4.276875;4.295156;35.20215
4.169868;4.275019;4.295156;35.33083
4.174387;4.2801;4.295156;35.24984
4.172812;4.281506;4.295156;35.40366
4.149188;4.271194;4.295156;38.98053
4.177669;4.28115;4.295125;35.17049
4.170244;4.284712;4.295125;35.81891
4.154925;4.276125;4.295125;37.5813
4.173469;4.280344;4.295094;36.14235
4.191487;4.304513;4.295063;32.48658
4.169437;4.272769;4.295063;35.65343
4.175588;4.279594;4.295063;35.08354
4.1817;4.286419;4.295063;34.6101
4.172944;4.278581;4.295063;35.983
4.178513;4.284581;4.295063;35.09926
4.172719;4.28055;4.295063;35.06986
4.155356;4.270743;4.295063;38.28386
4.149562;4.2648;4.295063;38.48271
4.164581;4.28715;4.295063;36.7689
4.167844;4.271887;4.295031;36.13912
4.180856;4.284994;4.295031;35.1502
4.173225;4.294931;4.295031;35.84832
4.175437;4.271062;4.295;35.4964
4.174556;4.279088;4.295;35.23994
4.172644;4.276744;4.294969;36.0672
4.175588;4.279031;4.294969;35.28159
4.170881;4.274737;4.294969;36.19786
4.172268;4.285706;4.294969;35.75141
4.148812;4.264688;4.294938;39.07322
4.175869;4.279088;4.294906;35.16797
4.175756;4.271231;4.294875;35.63283
4.1574;4.270575;4.294875;37.0887
4.176563;4.280063;4.294844;34.83971
4.178006;4.285613;4.294844;35.10156
4.156912;4.278206;4.294844;37.72889
4.156463;4.278487;4.294844;36.50389
4.1769;4.280306;4.294813;35.42376
4.161956;4.283156;4.294813;36.674
4.178794;4.281694;4.294781;34.71615
4.1751;4.27935;4.294781;35.49989
4.174444;4.278225;4.294781;35.44904
4.17555;4.280118;4.294781;35.15518
4.177763;4.282687;4.294781;34.95163
4.138012;4.255106;4.294781;40.36305
4.169494;4.273425;4.29475;36.25711
4.173675;4.2777;4.29475;35.23001
4.173769;4.277625;4.29475;35.798
4.183012;4.286006;4.29475;34.29721
4.182113;4.285537;4.29475;34.49876
4.147144;4.2456;4.294719;38.53856
4.175363;4.278281;4.294719;35.22195
4.169775;4.274606;4.294719;36.37229
4.178419;4.282163;4.294688;34.79682
4.182769;4.287694;4.294688;34.9352
4.168781;4.291312;4.294688;35.84307
4.178213;4.282425;4.294687;35.53778
4.173563;4.282594;4.294687;35.42051
4.162144;4.274756;4.294687;37.14326
4.152563;4.269187;4.294687;37.59233
4.168463;4.2714;4.294625;36.52291
4.170806;4.2927;4.294594;35.23586
4.170712;4.27395;4.294594;36.07463
4.171669;4.2798;4.294594;35.39376
4.178137;4.283306;4.294563;35.05615
4.177687;4.282144;4.294562;35.36293
4.176244;4.284169;4.294562;34.93997
4.1742;4.2804;4.294562;35.09741
4.154906;4.277287;4.294562;37.58266
4.175156;4.270406;4.294531;35.77707
4.174594;4.283438;4.294531;35.40098
4.173038;4.2828;4.2945;35.40919
4.169137;4.275712;4.294469;36.2266
4.1415;4.2576;4.294469;39.50862
4.188956;4.291462;4.294437;33.8285
4.173525;4.276275;4.294406;36.24669
4.178194;4.28175;4.294406;35.02805
4.177294;4.280888;4.294406;35.18206
4.169775;4.283887;4.294406;35.82194
4.168275;4.281581;4.294406;36.58679
4.181025;4.301737;4.294375;34.54891
4.167019;4.269487;4.294375;36.87202
4.169381;4.272882;4.294375;35.81485
4.176938;4.281188;4.294375;35.53531
4.177875;4.282181;4.294375;35.05824
4.175437;4.28175;4.294375;35.39044
4.170806;4.277719;4.294375;35.75997
4.177481;4.281656;4.294344;34.86329
4.176825;4.283362;4.294344;35.07274
4.158619;4.271475;4.294343;37.24613
4.154663;4.276762;4.294343;37.61303
4.173788;4.268382;4.294312;35.58545
4.176506;4.2798;4.294312;35.34657
4.180931;4.284431;4.294281;34.33073
4.18185;4.284956;4.294281;34.36871
4.175456;4.280025;4.294281;35.43279
4.171106;4.274494;4.29425;35.37664
4.173;4.277606;4.29425;35.86802
4.156087;4.277944;4.29425;37.55496
4.184662;4.287806;4.294219;34.24818
4.171275;4.278619;4.294219;35.65951
4.176169;4.284787;4.294219;35.11583
4.143056;4.258856;4.294219;38.99438
4.173956;4.276969;4.294188;35.41942
4.168575;4.274513;4.294188;35.95187
4.143619;4.260787;4.294188;38.85345
4.157944;4.279838;4.294188;37.27847
4.177162;4.280306;4.294156;34.83135
4.177481;4.281413;4.294156;34.47889
4.173656;4.295419;4.294156;35.86234
4.174425;4.276688;4.294125;35.20421
4.17315;4.277175;4.294125;35.664
4.174538;4.278169;4.294094;34.91573
4.173806;4.277494;4.294094;35.62299
4.172344;4.2771;4.294094;34.81002
4.170806;4.276069;4.294094;35.79149
4.177218;4.283813;4.294094;34.92373
4.171088;4.283963;4.294094;35.75488
4.17675;4.280681;4.294063;34.95955
4.173619;4.279256;4.294063;35.25974
4.1634;4.285481;4.294063;36.76118
4.170732;4.273706;4.294031;35.35636
4.173263;4.278337;4.294031;35.23579
4.169719;4.275394;4.294031;35.45888
4.166456;4.288669;4.294031;35.96541
4.172869;4.2765;4.294;35.9919
4.168781;4.273612;4.294;36.29561
4.154831;4.276144;4.294;37.55305
4.172456;4.276688;4.293969;35.36932
4.166588;4.280981;4.293969;36.28617
4.173112;4.286719;4.293969;35.66058
4.173206;4.269619;4.293938;35.56083
4.178043;4.282369;4.293938;34.94706
4.178981;4.283269;4.293906;34.78098
4.142681;4.258875;4.293906;39.54132
4.154812;4.2765;4.293906;37.59621
4.157813;4.279875;4.293906;37.18668
4.175062;4.279444;4.293875;35.39535
4.175606;4.281619;4.293875;35.83151
4.169813;4.276369;4.293875;35.82212
4.157175;4.27845;4.293875;37.58574
4.172325;4.277137;4.293844;35.33473
4.168444;4.271906;4.293813;35.94034
4.175663;4.281469;4.293812;35.20451
4.161169;4.283475;4.293812;36.75486
4.174725;4.270313;4.293781;35.67118
4.176919;4.282706;4.293781;35.23972
4.182844;4.287413;4.293781;34.2881
4.168912;4.2774;4.293781;35.57337
4.171781;4.285313;4.293781;35.75305
4.152112;4.274363;4.293781;37.74642
4.177369;4.281769;4.29375;35.03894
4.176825;4.280962;4.29375;35.06218
4.177294;4.284206;4.29375;35.32961
4.156594;4.277794;4.29375;37.52084
4.173244;4.275844;4.293719;35.62812
4.174744;4.2786;4.293719;35.43134
4.174406;4.27725;4.293719;35.40591
4.167394;4.272731;4.293719;36.30403
4.171744;4.293375;4.293688;35.59888
4.170956;4.283944;4.293688;36.03051
4.170131;4.276819;4.293687;36.2303
4.172137;4.281113;4.293687;35.23849
4.16865;4.271606;4.293625;36.14579
4.176375;4.282369;4.293625;34.66913
4.173938;4.280569;4.293625;35.063
4.178156;4.2852;4.293625;35.36378
4.176262;4.2849;4.293625;35.15169
4.150312;4.249012;4.293594;38.65698
4.173169;4.276463;4.293594;35.17191
4.175569;4.279725;4.293594;35.55699
4.176338;4.2801;4.293594;35.24076
4.171163;4.275094;4.293594;35.54438
4.177875;4.284657;4.293594;34.94493
4.157137;4.269131;4.293594;37.29899
4.1709;4.27875;4.293531;35.03292
4.159538;4.266544;4.293531;36.73167
4.153031;4.267406;4.293531;38.20575
4.1493;4.264219;4.293531;38.01909
4.176169;4.271925;4.2935;35.57397
4.169419;4.274681;4.2935;35.94157
4.180407;4.2846;4.293469;34.26433
4.174162;4.276237;4.293469;35.23016
4.170863;4.274513;4.293469;35.63526
4.173487;4.277644;4.293469;35.20624
4.170562;4.27785;4.293469;35.65976
4.171594;4.2759;4.293468;35.36974
4.1421;4.259419;4.293468;38.91258
4.176188;4.280156;4.293437;35.16076
4.173488;4.277644;4.293437;35.35039
4.16745;4.272713;4.293437;36.12559
4.175962;4.281206;4.293437;35.03391
4.168144;4.282106;4.293437;35.80429
4.171762;4.276388;4.293406;35.22649
4.15245;4.268888;4.293406;37.59716
4.139513;4.2558;4.293406;39.47142
4.1583;4.280081;4.293406;37.27342
4.180294;4.301662;4.293375;34.55859
4.173731;4.276894;4.293375;35.58113
4.18305;4.287262;4.293375;34.24118
4.173131;4.276988;4.293375;34.93103
4.168369;4.276894;4.293375;35.59156
4.181794;4.285481;4.293313;34.2621
4.177181;4.2852;4.293313;35.09429
4.171706;4.275469;4.293282;35.14314
4.174068;4.282369;4.293281;35.2552
4.157737;4.280737;4.293281;37.226
4.175569;4.288294;4.29325;35.11378
4.171312;4.276425;4.29325;35.39823
4.177162;4.284187;4.29325;34.89289
4.1778;4.284356;4.29325;35.33
4.171125;4.2792;4.29325;35.5152
4.192369;4.304925;4.293219;32.50024
4.1778;4.280663;4.293219;34.74576
4.171725;4.2756;4.293219;35.7331
4.173112;4.277156;4.293219;35.3158
4.165706;4.287112;4.293219;35.91775
4.166906;4.271325;4.293188;36.33588
4.168781;4.275375;4.293188;35.89822
4.172419;4.278788;4.293187;35.24056
4.155056;4.277475;4.293156;37.49835
4.170413;4.292569;4.293125;35.63279
4.175269;4.278206;4.293125;34.71021
4.174238;4.276312;4.293125;35.28902
4.174294;4.277925;4.293125;35.44792
4.1748;4.278844;4.293125;35.3958
4.178738;4.2828;4.293125;35.10858
4.172456;4.278937;4.293125;35.65976
4.160606;4.272956;4.293125;36.96656
4.162519;4.2744;4.293125;37.05849
4.152;4.2735;4.293125;37.57038
4.177575;4.281225;4.293094;35.37859
4.175719;4.279987;4.293094;34.91181
4.175081;4.281075;4.293094;34.47828
4.158019;4.279406;4.293094;37.72749
4.181231;4.302619;4.293063;34.25515
4.171575;4.277887;4.293063;35.04431
4.167263;4.280663;4.293062;36.27797
4.170919;4.273125;4.293031;35.42106
4.171012;4.275806;4.293031;35.01012
4.17195;4.27695;4.293031;35.28099
4.177425;4.283662;4.293031;34.98637
4.170469;4.283306;4.293031;36.22439
4.153031;4.267125;4.293031;38.34996
4.174106;4.276631;4.293;35.20639
4.168519;4.272112;4.293;35.6516
4.172981;4.2771;4.293;35.66888
4.177312;4.280494;4.293;35.17547
4.164844;4.259775;4.292969;36.71734
4.166775;4.270013;4.292969;36.08816
4.169419;4.276463;4.292969;34.91933
4.172175;4.278694;4.292969;35.75015
4.159781;4.281188;4.292969;37.19448
4.169306;4.27485;4.292938;35.91032
4.172213;4.275938;4.292906;35.52219
4.176806;4.282425;4.292906;34.69784
4.177218;4.28325;4.292906;34.90617
4.170262;4.283944;4.292906;35.81281
4.171106;4.275225;4.292875;35.42851
4.174894;4.280212;4.292875;35.09839
4.156294;4.27335;4.292875;38.22592
4.175212;4.278937;4.292844;35.45066
4.175269;4.279538;4.292844;35.04599
4.1733;4.278487;4.292844;35.2684
4.159969;4.281844;4.292844;37.11133
4.1403;4.25685;4.292813;38.98859
4.170638;4.273294;4.292812;35.94581
4.174444;4.278094;4.292812;35.39749
4.167319;4.272581;4.292812;36.35308
4.172025;4.2771;4.292812;35.39231
4.168425;4.282125;4.292812;35.98142
4.153481;4.275262;4.292812;37.77763
4.175475;4.278656;4.292781;34.96782
4.149169;4.262944;4.292781;38.35714
4.152788;4.273388;4.292781;37.62154
4.173281;4.276856;4.29275;34.85952
4.172569;4.276312;4.29275;35.59525
4.176;4.280288;4.29275;35.76018
4.170356;4.278638;4.29275;35.1707
4.174969;4.283156;4.29275;35.20958
4.155731;4.276837;4.29275;37.3576
4.178175;4.271287;4.292719;34.09771
4.174894;4.279519;4.292719;34.94122
4.174988;4.281037;4.292719;35.21247
4.168594;4.282706;4.292719;36.47094
4.177275;4.280775;4.292718;35.30446
4.1403;4.261387;4.292718;39.0406
4.169719;4.273912;4.292687;36.08135
4.168144;4.2741;4.292687;35.7117
4.175363;4.2813;4.292687;35.91869
4.172812;4.281075;4.292687;35.29666
4.1679;4.282425;4.292687;35.8325
4.177594;4.279969;4.292656;35.23826
4.170281;4.274306;4.292656;35.63526
4.177557;4.281188;4.292656;34.81631
4.175588;4.27995;4.292656;34.95372
4.171894;4.278225;4.292656;35.77114
4.180162;4.287281;4.292656;34.3163
4.175175;4.2789;4.292625;35.13243
4.17015;4.275675;4.292625;35.84753
4.169719;4.277119;4.292625;35.88223
4.173356;4.282369;4.292625;35.41188
4.173131;4.286081;4.292625;35.70562
4.171463;4.27455;4.292594;35.28442
4.160512;4.26315;4.292594;36.11436
4.171406;4.275787;4.292594;35.73739
4.173319;4.276875;4.292594;35.40485
4.165762;4.270725;4.292594;35.46134
4.153012;4.274962;4.292594;37.77781
4.169682;4.2729;4.292562;36.286
4.167525;4.270613;4.292562;35.99072
4.1784;4.282444;4.292562;35.01984
4.167319;4.271756;4.292562;36.33307
4.172906;4.276463;4.292531;35.54323
4.1784;4.282875;4.292531;35.11443
4.167412;4.271925;4.292531;35.18643
4.167562;4.27155;4.292531;36.0938
4.164487;4.268194;4.2925;35.65445
4.169737;4.273894;4.2925;36.27396
4.174106;4.278263;4.2925;35.17445
4.1721;4.280831;4.2925;35.24239
4.177181;4.280681;4.292469;34.80291
4.170207;4.278375;4.292469;35.35966
4.172756;4.286062;4.292469;36.21161
4.157719;4.278919;4.292469;37.13597
4.171894;4.275525;4.292438;35.27233
4.173956;4.2798;4.292438;35.02686
4.176638;4.28055;4.292407;34.86583
4.175719;4.2807;4.292407;34.42907
4.173862;4.281281;4.292406;34.98493
4.160344;4.272281;4.292406;37.08291
4.161;4.264706;4.292375;35.99234
4.171894;4.275131;4.292375;35.58727
4.17255;4.276988;4.292375;35.29518
4.17225;4.275506;4.292375;35.12622
4.171687;4.275487;4.292375;35.13096
4.174237;4.281;4.292375;35.01402
4.139456;4.254694;4.292375;38.56224
4.168462;4.271156;4.292344;35.48368
4.167956;4.271381;4.292344;35.2381
4.177125;4.281319;4.292344;35.0603
