K5PS14_1.PV;K5PS14_2.PV;K5P10.PV;K5F5.PV
4.070794;4.190925;4.206156;37.08348
4.11165;4.228332;4.206125;32.02974
4.118531;4.239525;4.206125;31.40919
4.110338;4.220587;4.206125;32.39305
4.115175;4.225987;4.206125;31.93057
4.103063;4.214062;4.206094;33.05039
4.102987;4.213294;4.206062;32.97126
4.072237;4.1925;4.206062;37.02649
4.107337;4.220194;4.206031;32.92274
4.1157;4.232288;4.206031;31.2569
4.113487;4.229887;4.206031;31.98907
4.109006;4.224113;4.206;32.20142
4.112681;4.229382;4.206;32.01789
4.122056;4.240932;4.205969;30.77871
4.097212;4.213144;4.205937;33.90558
4.11375;4.225875;4.205937;31.48252
4.0995;4.210125;4.205937;33.90754
4.1043;4.216163;4.205906;32.79323
4.115306;4.226944;4.205906;31.15364
4.10415;4.219275;4.205906;32.60322
4.111594;4.222819;4.205906;31.88289
4.105988;4.217344;4.205906;32.4887
4.10295;4.213444;4.205906;32.82603
4.111144;4.221638;4.205906;31.84068
4.103531;4.215375;4.205875;32.97329
4.113281;4.231594;4.205844;31.93148
4.105875;4.221094;4.205844;32.71972
4.103381;4.213669;4.205844;32.83956
4.104581;4.219687;4.205812;32.61371
4.10535;4.216988;4.205812;32.39622
4.098244;4.208756;4.205812;34.16464
4.106156;4.219313;4.205781;32.91146
4.113825;4.231388;4.205781;31.76433
4.108969;4.220906;4.205781;32.44175
4.10925;4.22025;4.205781;31.902
4.099069;4.220006;4.205781;33.7733
4.108687;4.220194;4.20575;31.86464
4.113131;4.230694;4.20575;31.1982
4.109981;4.221225;4.20575;31.85142
4.118175;4.230075;4.205719;31.20892
4.112756;4.223531;4.205719;31.62154
4.114425;4.231556;4.205688;31.58504
4.115269;4.227;4.205688;31.66587
4.106156;4.218431;4.205625;32.89643
4.113994;4.230506;4.205625;31.84957
4.119956;4.237725;4.205625;30.82643
4.103475;4.2144;4.205625;32.96534
4.10475;4.216406;4.205625;32.58352
4.102781;4.214063;4.205625;33.07242
4.096256;4.193869;4.205625;34.19508
4.064906;4.185281;4.205625;37.32629
4.110919;4.221825;4.205594;31.71178
4.118475;4.235194;4.205563;30.58455
4.113412;4.229775;4.205563;31.99656
4.10145;4.212994;4.205563;32.1055
4.121812;4.242375;4.205531;31.98272
4.080338;4.200206;4.205531;36.63786
4.109138;4.222556;4.2055;31.80594
4.110844;4.226344;4.205469;31.97542
4.100644;4.210837;4.205438;33.89767
4.104562;4.214719;4.205438;33.52676
4.111331;4.225219;4.205437;31.45869
4.11435;4.231594;4.205406;31.95012
4.11195;4.223362;4.205406;31.70304
4.093987;4.192294;4.205406;33.98887
4.094325;4.204743;4.205375;34.33641
4.107412;4.217737;4.205344;32.30399
4.116356;4.228219;4.205312;30.65459
4.10025;4.1985;4.205312;33.98679
4.104356;4.203994;4.205312;32.28534
4.110131;4.220363;4.205281;32.20208
4.108893;4.222125;4.20525;31.51046
4.101038;4.212919;4.20525;32.96769
4.114219;4.227019;4.20525;31.83495
4.104825;4.216837;4.20525;32.84397
4.112775;4.228163;4.205219;31.98065
4.069444;4.190531;4.205219;37.14562
4.11495;4.2264;4.205187;31.22827
4.099819;4.2159;4.205187;33.80076
4.106456;4.216312;4.205187;32.20029
4.100438;4.220156;4.205156;31.92669
4.109362;4.220269;4.205156;32.31617
4.107356;4.223662;4.205125;32.842
4.115644;4.230731;4.205094;31.25849
4.099669;4.211794;4.205094;33.10935
4.125019;4.235888;4.205062;30.82456
4.110638;4.222612;4.205062;31.42006
4.118606;4.231537;4.205062;30.85375
4.117519;4.229362;4.205;31.13215
4.110431;4.2204;4.205;32.17192
4.123575;4.239731;4.204969;30.66328
4.103737;4.219219;4.204937;32.60325
4.108125;4.220494;4.204906;32.38769
4.117294;4.234331;4.204875;30.61639
4.110225;4.225669;4.204844;31.96446
4.119338;4.235775;4.204844;30.58385
4.103288;4.214044;4.204844;33.07219
4.0965;4.194525;4.204844;34.06566
4.109287;4.220456;4.204782;32.10052
4.111894;4.222987;4.204782;31.40803
4.107469;4.218712;4.204782;32.51814
4.118513;4.235456;4.204781;31.58354
4.115625;4.232119;4.20475;31.88612
4.116881;4.228406;4.20475;31.71039
4.111481;4.222612;4.204688;32.07784
4.092656;4.208906;4.204688;33.96113
4.101094;4.222781;4.204688;32.74969
4.112531;4.223662;4.204625;31.4846
4.104;4.214625;4.204625;32.77543
4.103157;4.213631;4.204594;32.56555
4.109062;4.222312;4.204531;31.78599
4.114538;4.225331;4.204531;31.68977
4.114368;4.2258;4.204531;31.44598
4.112831;4.22985;4.2045;32.09573
4.103569;4.218581;4.2045;32.31461
4.101806;4.218338;4.2045;32.74595
4.107281;4.217456;4.2045;32.27534
4.11135;4.222912;4.204469;31.93217
4.090538;4.200413;4.204469;34.97347
4.114725;4.231838;4.204438;31.23665
4.096894;4.212862;4.204438;33.82699
4.120875;4.232925;4.204437;31.03526
4.105519;4.21935;4.204437;32.70306
4.110056;4.220475;4.204437;32.00785
4.107862;4.218281;4.204437;32.25559
4.095431;4.205456;4.204437;34.33115
4.117425;4.234331;4.204406;30.44154
4.111688;4.222031;4.204375;32.82292
4.107;4.217288;4.204375;32.60281
4.096219;4.193531;4.204375;34.1233
4.078257;4.198856;4.204344;36.65296
4.106944;4.219181;4.204312;32.86414
4.111162;4.222631;4.204312;31.85051
4.071;4.191881;4.204312;37.12582
4.098656;4.210106;4.20425;33.05042
4.099875;4.211344;4.204219;32.86945
4.070156;4.191937;4.204219;37.09848
4.0848;4.20555;4.204218;35.90937
4.102481;4.217644;4.204187;31.83882
4.118006;4.229775;4.204187;31.15807
4.110169;4.222181;4.204156;32.05241
4.110487;4.222575;4.204156;31.43509
4.114481;4.22535;4.204156;31.66016
4.113375;4.224394;4.204125;31.19821
4.115475;4.232044;4.204125;31.18793
4.098956;4.214363;4.204094;33.8061
4.102369;4.217644;4.204094;32.27741
4.070343;4.191712;4.204094;37.09676
4.108781;4.221188;4.204093;32.45591
4.110169;4.221431;4.204062;31.53486
4.109157;4.225781;4.204062;31.41196
4.097063;4.208437;4.204062;33.09461
4.110019;4.221431;4.204031;32.05222
4.112494;4.228875;4.204031;32.24943
4.073287;4.193532;4.204031;36.31495
4.103756;4.216331;4.204;32.66431
4.106194;4.218131;4.204;32.27289
4.110525;4.208231;4.204;31.78009
4.120838;4.241194;4.203969;31.59714
4.104338;4.215713;4.203906;32.39464
4.1046;4.215919;4.203875;32.37375
4.114744;4.226081;4.203844;31.21565
4.115757;4.227862;4.203781;30.57434
4.117444;4.233862;4.203781;31.60471
4.071638;4.192875;4.203781;37.06973
4.118175;4.234612;4.20375;30.52577
4.098356;4.213294;4.20375;33.96152
4.094231;4.21035;4.20375;33.93712
4.112513;4.223719;4.20375;31.60888
4.092319;4.202137;4.20375;33.49443
4.116094;4.228087;4.203719;30.62164
4.12185;4.239169;4.203719;30.84366
4.116037;4.227956;4.203719;31.59575
4.113994;4.231369;4.203688;31.25897
4.117556;4.234162;4.203656;30.55934
4.104769;4.219125;4.203656;32.32158
4.104975;4.216669;4.203625;32.16229
4.1121;4.227057;4.203594;31.99269
4.112137;4.226438;4.203563;31.4513
4.06965;4.190738;4.203563;37.06874
4.106737;4.22565;4.2035;31.55465
4.114406;4.2315;4.2035;31.2215
4.118531;4.230975;4.203469;31.06315
4.104244;4.214381;4.203469;32.71568
4.10175;4.213256;4.203469;32.92052
4.113994;4.225368;4.203437;31.18114
4.109813;4.221937;4.203437;31.65647
4.097044;4.206975;4.203375;32.53424
4.107881;4.220025;4.203344;32.45612
4.101975;4.215356;4.203281;32.85458
4.106494;4.217325;4.20325;32.11905
4.107056;4.219575;4.203187;32.86523
4.106662;4.217738;4.203187;32.55077
4.098225;4.209675;4.203187;33.05478
4.102444;4.213275;4.203187;33.35796
4.109531;4.221469;4.203156;31.49378
4.103606;4.218863;4.203125;32.5367
4.112213;4.222425;4.203094;31.8299
4.065581;4.185937;4.203094;37.00572
4.10745;4.224394;4.203063;31.52938
4.09485;4.205306;4.203031;34.21738
4.110994;4.221731;4.203;31.80869
4.093444;4.20345;4.203;34.20388
4.065244;4.185544;4.202969;36.88641
4.105463;4.220212;4.202906;32.25153
4.100213;4.212281;4.202844;32.78746
4.10295;4.214325;4.202844;32.38499
4.101131;4.222125;4.202844;33.6394
4.117331;4.234838;4.202813;30.59597
4.101563;4.217531;4.202813;32.53692
4.1091;4.224525;4.20275;32.12406
4.101319;4.215225;4.20275;31.99949
4.104113;4.214456;4.20275;32.30313
4.102181;4.223438;4.202719;33.24713
4.103869;4.218281;4.202625;32.62444
4.115494;4.22655;4.202594;31.19724
4.104413;4.219913;4.202562;31.60514
4.098769;4.209769;4.202562;32.43682
4.092469;4.202063;4.202562;34.32053
4.104619;4.215469;4.2025;32.65943
4.110975;4.223063;4.2025;31.45684
4.116;4.232344;4.2025;30.50261
4.108593;4.225556;4.2025;31.79436
4.10205;4.217681;4.2025;32.60475
4.100325;4.215188;4.2025;32.76261
4.112963;4.223719;4.2025;31.51947
4.118288;4.231069;4.202469;30.86204
4.103906;4.218581;4.202469;32.32744
4.094569;4.2042;4.202469;33.49181
4.064813;4.184681;4.202469;37.26077
4.107881;4.22415;4.202437;31.43858
4.105331;4.215806;4.202437;32.12949
4.0662;4.186819;4.202437;37.4533
4.107431;4.207256;4.202406;33.33809
4.101881;4.223325;4.202406;32.73391
4.105912;4.216969;4.202375;32.60636
4.064981;4.186088;4.202344;37.30388
4.102462;4.212881;4.202312;32.84382
4.104281;4.215094;4.202188;32.81185
4.111125;4.222837;4.202188;31.58171
4.1052;4.214888;4.202188;32.74995
4.067475;4.188844;4.202157;37.12975
4.109587;4.220794;4.202125;31.54
4.108575;4.2213;4.202094;31.77754
4.113994;4.225744;4.202094;31.68519
4.11195;4.2225;4.202094;31.53974
4.109888;4.224;4.202063;32.03085
4.102687;4.216819;4.202063;32.14286
4.112681;4.223662;4.202063;31.39785
4.115438;4.226438;4.202031;31.21568
4.102819;4.218806;4.202031;31.80637
4.100831;4.215487;4.202031;32.73729
4.100869;4.211119;4.202031;32.4523
4.09755;4.195763;4.201969;34.03387
4.065525;4.185788;4.201969;37.44945
4.111894;4.223775;4.201938;31.49981
4.064981;4.186237;4.201938;37.17417
4.109775;4.221881;4.201906;31.74872
4.0929;4.20285;4.201906;33.45705
4.098337;4.219425;4.201906;33.71263
4.107694;4.224731;4.201875;31.41467
4.103794;4.219894;4.201875;31.92169
4.104731;4.21515;4.201875;32.72773
4.066219;4.186781;4.201875;37.29999
4.1172;4.228106;4.201844;31.23034
4.095488;4.209487;4.201844;32.86411
4.065075;4.185525;4.201844;37.27909
4.114462;4.231819;4.201781;31.27901
4.109737;4.220231;4.201781;31.83818
4.091625;4.201406;4.201781;34.28364
4.107394;4.224056;4.20175;31.4358
4.101882;4.217006;4.20175;32.41325
4.096463;4.207575;4.20175;33.22994
4.071881;4.191769;4.20175;37.08113
4.11765;4.230094;4.201656;31.10657
4.116;4.228387;4.201656;31.64842
4.066744;4.18725;4.201594;37.21097
4.100906;4.213162;4.201562;32.80411
4.1007;4.22235;4.201562;32.69101
4.097625;4.219031;4.201562;32.82849
4.107638;4.21905;4.201531;32.55547
4.104581;4.218169;4.2015;32.4529
4.104338;4.21635;4.2015;31.9399
4.065281;4.187063;4.201468;37.20959
4.099575;4.2105;4.201437;33.12844
4.111725;4.210743;4.201437;31.8303
4.108763;4.220531;4.201406;32.44109
4.103437;4.212937;4.201406;32.8451
4.118269;4.230206;4.201375;30.77709
4.100475;4.215338;4.201375;32.7706
4.115963;4.227131;4.201375;31.71655
4.104244;4.219913;4.201282;32.29678
4.105388;4.216819;4.201281;30.62138
4.102444;4.211887;4.201281;32.81426
4.118719;4.235625;4.20125;30.50862
4.107281;4.218675;4.201219;32.00443
4.093875;4.203863;4.201188;33.46684
4.108125;4.219425;4.201156;31.45248
4.066631;4.187138;4.201156;36.84045
4.102425;4.21395;4.201125;32.76436
4.101844;4.217981;4.201125;32.49015
4.101263;4.212675;4.201125;32.9658
4.104281;4.218469;4.201094;32.34747
4.106044;4.205362;4.201094;32.15753
4.107862;4.219256;4.201063;31.86807
4.088681;4.198969;4.201062;33.51983
4.105613;4.216612;4.201;33.17564
4.108969;4.219969;4.200937;31.98787
4.112062;4.223813;4.200937;31.4328
4.109962;4.221019;4.200906;31.46334
4.104;4.2201;4.200906;32.33237
4.111688;4.222556;4.200875;32.07874
4.111912;4.2297;4.200875;31.82239
4.095544;4.209938;4.200875;32.82537
4.112869;4.229794;4.200844;31.82742
4.107731;4.219294;4.200812;31.49014
4.113244;4.223119;4.200781;31.85691
4.102725;4.214719;4.20075;33.0471
4.10265;4.213275;4.20075;32.05606
4.065675;4.185919;4.20075;37.27015
4.109456;4.223681;4.200719;31.52891
4.104732;4.2156;4.200719;32.15319
4.098431;4.213369;4.200656;32.78302
4.066781;4.187062;4.200625;37.21018
4.102181;4.217681;4.200594;32.61949
4.103962;4.21425;4.200593;31.6381
4.066144;4.186331;4.200531;37.17817
4.098056;4.208156;4.2005;31.90316
4.109981;4.20915;4.2005;31.69205
4.0914;4.201294;4.200469;33.50485
4.071375;4.1925;4.200469;36.99236
4.102369;4.216875;4.200438;32.80388
4.101806;4.212637;4.200407;32.37645
4.109812;4.222575;4.200375;31.38694
4.066988;4.188281;4.200375;37.16222
4.116;4.233225;4.200344;30.81224
4.104881;4.215375;4.200344;32.14692
4.115081;4.226156;4.200344;31.60013
4.099631;4.219819;4.200312;31.15593
4.111931;4.224281;4.200281;31.64085
4.067156;4.1877;4.200281;36.86134
4.070606;4.191825;4.20025;36.10426
4.091738;4.2024;4.200219;33.49854
4.111218;4.221656;4.200156;31.61395
4.092881;4.189875;4.200156;33.70657
4.065563;4.185469;4.200156;37.45761
4.094044;4.210425;4.200125;33.28392
4.104638;4.220081;4.200094;31.93619
4.102631;4.218131;4.200094;32.35486
4.0992;4.209525;4.200094;32.42989
4.099369;4.211119;4.200063;32.84087
4.102031;4.217569;4.200062;32.59835
4.108313;4.220138;4.199969;31.52754
4.098918;4.211025;4.199937;31.10246
4.096144;4.207219;4.199906;32.81714
4.113487;4.211531;4.199906;31.74321
4.094625;4.2054;4.199875;32.55927
4.09215;4.202119;4.199843;33.50375
4.102988;4.218206;4.199781;31.63071
4.110862;4.209207;4.199687;31.72097
4.108181;4.224675;4.199656;31.4469
4.107769;4.22385;4.199625;31.43349
4.100044;4.215113;4.199625;32.78113
4.110506;4.224113;4.199594;31.16728
4.09095;4.200431;4.199594;34.30274
4.068112;4.188431;4.199594;37.15833
4.110769;4.221881;4.199563;31.64084
4.110168;4.222631;4.199531;31.34956
4.064213;4.185319;4.199531;37.45858
4.065019;4.185637;4.199531;36.99469
4.0668;4.187456;4.1995;36.94887
4.064812;4.185956;4.1995;37.02792
4.108181;4.220212;4.199469;31.40263
4.092244;4.202606;4.199469;34.24034
4.120931;4.238794;4.199406;30.65743
4.091906;4.201969;4.199406;34.31419
4.104037;4.224356;4.199375;31.73588
4.099537;4.214063;4.199344;32.77992
4.104656;4.215675;4.199281;30.87655
4.103343;4.213294;4.19925;32.77193
4.094587;4.204856;4.19925;32.50829
4.101056;4.211325;4.19925;32.87254
4.102369;4.200806;4.19925;32.13063
4.097343;4.208025;4.199219;32.45971
4.099837;4.209956;4.199156;32.36972
4.096612;4.207031;4.199125;32.49304
4.103325;4.219875;4.199062;31.89684
4.099031;4.215056;4.199062;32.55481
4.092281;4.190288;4.199062;33.70614
4.098787;4.209825;4.199031;33.0959
4.098375;4.209319;4.199;33.09352
4.09185;4.201425;4.199;34.29808
4.10175;4.215638;4.198937;32.48254
4.088531;4.209337;4.198937;33.13057
4.108912;4.221562;4.198906;31.79907
4.1034;4.214475;4.198906;31.5805
4.093762;4.203844;4.198843;34.33241
4.106044;4.224169;4.198812;31.54988
4.106831;4.220869;4.198812;31.53072
4.0977;4.208119;4.198812;32.42809
4.099481;4.2108;4.198812;32.35174
4.108106;4.2273;4.198781;31.85736
4.099856;4.214625;4.198781;32.6293
4.072613;4.19325;4.198781;36.00567
4.1034;4.214812;4.19875;31.88702
4.102031;4.213687;4.19875;32.0901
4.099612;4.214625;4.198719;32.52059
4.099519;4.209638;4.198719;32.3798
4.10565;4.217325;4.198688;31.59075
4.109287;4.221319;4.198657;31.53073
4.069519;4.1898;4.198656;36.05472
4.104563;4.214231;4.198625;32.76816
4.102875;4.218187;4.198594;32.31372
4.097944;4.211662;4.198563;32.80278
4.103813;4.215262;4.1985;32.2817
4.105125;4.214888;4.198438;32.39735
4.109588;4.220963;4.198438;32.40947
4.099313;4.214588;4.198313;31.68425
4.101937;4.21785;4.198313;32.27405
4.103156;4.214062;4.198281;32.04926
4.064681;4.185994;4.198187;37.19199
4.103569;4.215113;4.198125;32.03374
4.071994;4.1922;4.198125;35.70388
4.099069;4.209375;4.198094;32.88514
4.097063;4.195538;4.198094;32.1025
4.115494;4.232381;4.198062;30.92925
4.065244;4.186294;4.198062;36.72009
4.099369;4.210463;4.198031;32.03655
4.090219;4.199906;4.197968;33.51593
4.108781;4.222594;4.197813;30.28842
4.101188;4.211362;4.197813;31.949
4.0935;4.209;4.19775;33.82276
4.0971;4.207538;4.197719;32.8924
4.103137;4.217156;4.197688;32.1243
4.102407;4.217606;4.197656;31.98786
4.114763;4.22625;4.197625;31.2031
4.104281;4.224169;4.197531;31.78693
4.099744;4.209544;4.1975;32.20097
4.071113;4.1922;4.1975;37.06404
4.062994;4.183894;4.197469;37.34987
4.101563;4.211493;4.197437;32.03882
4.106194;4.218356;4.197406;31.47858
4.087556;4.197131;4.197344;33.58615
4.092956;4.191712;4.197312;33.62223
4.101263;4.200206;4.197219;32.06809
4.071469;4.192444;4.197218;36.1176
4.103756;4.219256;4.197187;31.80343
4.098375;4.209;4.197187;32.41259
4.104487;4.2147;4.197187;31.82148
4.102313;4.20225;4.197187;32.17719
4.102107;4.216219;4.197156;31.98017
4.101937;4.212038;4.197125;31.85391
4.101;4.210875;4.197125;32.20142
4.102538;4.221787;4.197094;31.86535
4.101637;4.221731;4.197094;31.19004
4.099931;4.211081;4.196969;32.41099
4.094193;4.205269;4.196906;33.25204
4.102013;4.212694;4.196906;32.76767
4.102669;4.222369;4.196875;31.56618
4.102969;4.219031;4.196875;31.6404
4.095806;4.210106;4.196875;31.61623
4.095131;4.208306;4.196844;31.46388
4.103269;4.21395;4.196844;31.91142
4.100287;4.210763;4.196844;32.115
4.099762;4.219388;4.196813;31.17605
4.105856;4.216556;4.196813;30.94679
4.110938;4.222425;4.196813;31.88711
4.103662;4.219275;4.196812;31.6183
4.094719;4.209262;4.196781;32.00589
4.099012;4.209562;4.19675;32.39623
4.094306;4.209019;4.196719;33.96606
4.093781;4.208813;4.196719;32.96556
4.090256;4.200056;4.196688;33.5107
4.096387;4.207125;4.196656;32.5342
4.091887;4.202794;4.196656;32.94349
4.095544;4.21695;4.196656;32.82604
4.102763;4.215168;4.196594;31.96937
4.10175;4.2132;4.196594;30.96644
4.100381;4.199494;4.196594;32.1442
4.087913;4.2027;4.196563;33.0623
4.064644;4.185356;4.196562;37.06779
4.099725;4.215469;4.196531;31.83701
4.097662;4.2081;4.196531;32.39352
4.09785;4.209;4.196531;32.32608
4.101975;4.212994;4.1965;31.10242
4.089131;4.198969;4.196438;33.5335
4.106081;4.218731;4.196437;31.49982
4.101375;4.200656;4.196406;32.11613
4.099631;4.220006;4.196344;31.88658
4.096969;4.207069;4.196313;32.48222
4.085588;4.196662;4.196312;33.49332
4.107862;4.224263;4.196281;31.4034
4.102781;4.21845;4.196281;32.31325
4.111238;4.224806;4.196219;30.29589
4.095356;4.205625;4.196218;33.11413
4.100475;4.210912;4.196187;32.24632
4.0968;4.195875;4.196187;32.13471
4.069481;4.190362;4.196187;35.98304
4.10715;4.223588;4.196156;31.54848
4.104094;4.218806;4.196125;31.56145
4.093594;4.192256;4.196094;33.22407
4.097588;4.206825;4.196063;32.50247
4.071113;4.191919;4.196063;35.97189
4.100306;4.211025;4.196;32.3275
4.091231;4.201406;4.196;33.54108
4.100137;4.210087;4.195969;32.18921
4.115644;4.228106;4.195938;31.76989
4.096612;4.209244;4.195875;32.77074
4.097662;4.208925;4.195875;32.37151
4.1016;4.211325;4.195813;32.88779
4.100944;4.199906;4.195781;32.15303
4.103344;4.223213;4.195719;31.85368
4.099425;4.209675;4.195719;31.76358
4.085719;4.196288;4.195688;33.66209
4.085775;4.1952;4.195688;33.53804
4.097662;4.207912;4.195688;32.0574
4.094438;4.210875;4.195687;31.97903
4.091794;4.205213;4.195656;32.42055
4.118719;4.235531;4.195656;30.54102
4.085475;4.195106;4.195656;33.64521
4.101169;4.215506;4.195594;32.79412
4.099387;4.209413;4.195594;32.0261
4.100906;4.210463;4.195562;32.14806
4.09995;4.210575;4.195531;32.09933
4.098469;4.209206;4.1955;32.02223
4.105762;4.219556;4.195469;31.54022
4.100268;4.214719;4.195437;31.65947
4.0905;4.200844;4.195406;33.57098
4.100587;4.1988;4.195406;32.12157
4.096406;4.208044;4.195313;32.42226
4.104319;4.214719;4.19525;31.90545
4.092469;4.203394;4.195219;33.50633
4.067062;4.187138;4.195188;36.88521
4.106981;4.222725;4.195156;31.57827
4.099125;4.209281;4.195156;32.45407
4.113131;4.226006;4.195094;30.3036
4.097606;4.208138;4.195094;32.42091
4.093969;4.203769;4.195094;32.24091
4.096106;4.207125;4.195063;32.72396
4.102593;4.213725;4.195063;31.97154
4.090669;4.200769;4.195031;32.09078
4.110094;4.2231;4.195;30.30359
4.097194;4.194994;4.195;32.13445
4.096912;4.207069;4.194906;32.40453
4.092319;4.204275;4.194875;32.13086
4.09575;4.21725;4.194844;32.80964
4.089619;4.201125;4.194812;33.24437
4.086863;4.196438;4.19475;33.48764
4.0995;4.197581;4.19475;32.134
4.0965;4.217044;4.19475;32.77682
4.098656;4.208719;4.194688;32.20095
4.10385;4.224169;4.194625;31.81303
4.1022;4.213669;4.194594;31.14873
4.111875;4.224919;4.194562;30.40061
4.098019;4.21125;4.1945;31.92281
4.106212;4.216031;4.1945;30.76154
4.094419;4.205231;4.194468;32.48322
4.092544;4.204294;4.194407;33.2621
4.098975;4.211944;4.194375;32.01058
4.101694;4.217963;4.194344;31.6459
4.095206;4.193644;4.194344;32.20932
4.092525;4.203244;4.194313;32.05108
4.102781;4.223588;4.194281;32.09666
4.101187;4.221806;4.194281;31.861
4.095431;4.209113;4.194281;32.99468
4.098113;4.195819;4.194219;32.14127
4.0875;4.207725;4.194219;33.35252
4.103981;4.218975;4.194188;31.65316
4.105856;4.2177;4.194156;30.90276
4.103662;4.220119;4.194125;31.95441
4.101469;4.222538;4.194094;31.84251
4.0935;4.209825;4.194094;32.17881
4.1016;4.216725;4.194094;31.92691
4.095375;4.206319;4.194094;32.46442
4.098187;4.209056;4.194094;32.42335
4.069537;4.191093;4.194063;35.60662
4.09035;4.204237;4.194062;33.10032
4.102462;4.217831;4.194031;32.34995
4.107112;4.218206;4.193937;31.52245
4.089769;4.200506;4.193906;32.17723
4.097156;4.195688;4.193906;32.1252
4.0848;4.199438;4.193812;32.962
4.09455;4.206206;4.193812;32.1424
4.10085;4.220681;4.193781;31.86945
4.086225;4.196419;4.193781;33.64112
4.099744;4.2102;4.193625;32.19054
4.090481;4.199606;4.193625;32.17541
4.100231;4.2117;4.193625;32.11721
4.1004;4.215863;4.193594;31.6546
4.092619;4.190625;4.193563;33.6199
4.0926;4.203469;4.193532;32.52607
4.098938;4.210556;4.193531;32.83203
4.095825;4.193888;4.193531;32.14125
4.101469;4.2003;4.193531;32.16046
4.087031;4.19775;4.193438;32.93797
4.095225;4.193287;4.193438;32.27158
4.066913;4.187831;4.193406;35.65098
4.094569;4.209112;4.193375;32.92117
4.101487;4.213744;4.193344;31.14195
4.099087;4.209131;4.193312;32.37376
4.09275;4.20405;4.193312;32.14015
4.100306;4.213894;4.193281;31.99767
4.065487;4.185619;4.193281;37.0181
4.103137;4.218694;4.193219;31.88407
4.090969;4.204988;4.193219;33.07571
4.109363;4.220512;4.193188;31.55567
4.0992;4.218412;4.193187;31.23083
4.09275;4.206619;4.193156;33.00747
4.101656;4.22055;4.193125;31.60447
4.096594;4.212469;4.193125;31.93214
4.093144;4.191131;4.193125;33.65063
4.101094;4.199812;4.193125;32.12519
4.065769;4.186275;4.193094;35.87876
4.095394;4.205606;4.193062;32.05902
4.105613;4.216331;4.193031;30.91409
4.09605;4.207313;4.193031;32.33417
4.100062;4.209956;4.193031;31.79541
4.098338;4.209319;4.193;32.03767
4.114125;4.229269;4.192906;31.3932
4.103962;4.213819;4.192906;30.87194
4.067344;4.187325;4.192906;35.70866
4.094738;4.205719;4.192875;32.92649
4.083806;4.194169;4.192875;33.59765
4.085382;4.195162;4.192843;33.66728
4.108013;4.224319;4.192781;31.49082
4.097288;4.208306;4.192719;32.38544
4.093894;4.204613;4.192688;32.05036
4.101319;4.213613;4.192656;31.10855
4.0965;4.207162;4.192625;31.91257
4.094381;4.204425;4.192594;32.00725
4.066631;4.1874;4.192563;35.74424
4.099594;4.214062;4.1925;31.67254
4.094344;4.204125;4.192438;32.06717
4.105744;4.216612;4.192375;30.57719
4.086281;4.197825;4.192375;33.19576
4.092;4.201931;4.192312;33.49699
4.088081;4.198744;4.19225;32.17474
4.0992;4.219819;4.192219;31.93625
4.097775;4.211325;4.192156;31.63779
4.097306;4.207013;4.192156;32.75283
4.096575;4.194562;4.192125;32.13765
4.099088;4.213875;4.192031;31.85369
4.093087;4.203881;4.192031;32.22669
4.098187;4.209281;4.192031;32.00039
4.068;4.1886;4.192;35.57538
4.094062;4.20885;4.191969;31.98906
4.103063;4.213369;4.191969;31.91553
4.071525;4.191675;4.191937;35.5408
4.068169;4.189294;4.191875;35.65932
4.101263;4.221956;4.191782;31.21381
4.086375;4.196681;4.191782;33.47117
4.095768;4.205906;4.191781;32.41148
4.097063;4.195819;4.191781;32.11817
4.085625;4.196887;4.19175;32.46952
4.088156;4.198913;4.191719;33.21594
4.087219;4.1973;4.191719;33.64285
4.09065;4.211287;4.191688;32.82002
4.086244;4.197394;4.191656;32.68532
4.070381;4.1907;4.191656;35.96766
4.100644;4.215563;4.191563;31.80822
4.091719;4.201556;4.191563;33.39367
4.101169;4.213106;4.191531;31.16636
4.098281;4.21725;4.191531;31.30411
4.095713;4.215056;4.1915;31.64338
4.0836;4.193325;4.1915;33.60542
4.082925;4.204294;4.191469;33.30931
4.095825;4.204556;4.191438;32.10209
4.092563;4.207593;4.191375;33.01842
4.099912;4.210256;4.191375;32.25308
4.094944;4.205569;4.191344;32.46302
4.095094;4.205362;4.191312;32.59163
4.102969;4.213762;4.191281;31.63853
4.094794;4.205587;4.191281;32.46262
4.092019;4.201819;4.191281;32.27203
4.098187;4.196906;4.19125;32.11045
4.095075;4.210594;4.191187;31.93353
4.094344;4.210688;4.191094;32.0311
4.085194;4.195013;4.191;33.53987
4.083394;4.193831;4.190907;33.46942
4.099106;4.21425;4.190875;31.66911
4.093144;4.203619;4.190875;32.31528
4.084837;4.194919;4.190875;33.56165
4.067119;4.187944;4.190844;35.54922
4.10145;4.220831;4.190781;31.22593
4.094775;4.205325;4.190781;31.895
4.091025;4.202119;4.190781;32.11909
4.0917;4.202606;4.190781;33.21617
4.097325;4.216125;4.190688;31.39296
4.083975;4.193119;4.190656;33.55539
4.094794;4.2057;4.190594;32.03288
4.091775;4.201744;4.190594;32.15528
4.080637;4.191581;4.190594;33.6621
4.086712;4.197581;4.190562;33.17428
4.096875;4.206281;4.190562;32.8085
4.1082;4.223944;4.190531;31.52223
4.095131;4.210238;4.190531;32.02951
4.098262;4.21155;4.190375;31.63945
4.09845;4.218056;4.190312;31.30573
4.100213;4.212769;4.190312;32.06102
4.096969;4.206563;4.190312;32.08556
