K5T6.PV;K5P10.PV;K5LCV1I.PV;K5F5.PV;K5T14.PV;K5F6X.PV
174.2813;4.324532;52.77531;36.82896;363.5719;30.40401
177.3438;4.282125;52.41187;37.62636;364.4625;30.40336
173.9425;4.322969;50.71;36.57463;364.0969;30.40335
174.65;4.313937;51.91063;36.70395;364.3219;30.40273
175.5063;4.308906;50.51875;36.65478;363.9281;30.40249
173.9825;4.3155;50.17781;36.30711;362.775;30.40226
175.1075;4.318781;49.6625;36.21696;364.9912;30.4021
175.5813;4.287125;52.12062;36.52248;363.3919;30.40125
174.2813;4.314375;51.50969;36.71126;363.5344;30.4012
175.06;4.311156;50.7925;36.75777;363.9675;30.40054
174.815;4.308344;49.95969;36.87714;363.6731;30.3999
176.1212;4.31;48.375;35.01853;362.8594;30.39952
174.7887;4.305593;49.16219;36.38969;363.7106;30.39904
174.805;4.309719;48.94125;36.03191;364.1756;30.39881
173.6375;4.311219;50.83907;36.36208;364.3631;30.3986
175.3338;4.323125;52.83969;36.97446;363.3844;30.39854
174.1937;4.316406;51.15406;35.91502;363.1781;30.39825
173.89;4.314969;50.52594;36.53193;363.6862;30.39779
173.4075;4.322594;50.44125;36.49187;363.9713;30.39758
173.825;4.314375;51.2475;36.2507;363.7781;30.39712
175.1263;4.315562;51.87031;36.48761;364.0687;30.39703
176.3025;4.22125;47.50563;33.96924;362.8838;30.3969
173.7388;4.325594;50.90688;36.18156;364.2037;30.39619
174.3313;4.3185;53.16281;36.49124;363.3319;30.39607
173.925;4.316219;51.49438;36.79399;363.4688;30.39581
173.7838;4.318125;50.48094;36.48929;364.1812;30.39479
174.8412;4.306594;48.99969;35.99981;364.0556;30.39475
173.705;4.305969;50.88813;35.61281;364.2263;30.39466
173.3562;4.312969;50.2125;35.99172;364.3819;30.39453
172.8375;4.318312;51.105;36.01247;363.7481;30.39427
173.95;4.314;51.09375;36.35348;363.9675;30.39408
175.545;4.296062;51.46969;35.82222;363.6431;30.39404
173.6662;4.311844;50.32875;36.25311;363.8813;30.3932
175.6225;4.312594;51.74562;36.89095;363.6675;30.39302
174.9262;4.318594;50.32719;36.57323;363.9769;30.39254
174.8488;4.249844;48.51094;35.86594;363.4425;30.39211
177.6962;4.272219;52.64281;37.67391;364.5394;30.39176
176.1387;4.333282;52.13438;36.77699;363.5419;30.39171
174.2175;4.310968;50.58656;36.15927;363.6544;30.39132
174.58;4.316688;49.91;36.64472;364.1981;30.39129
173.5925;4.318313;49.55906;35.89701;364.5225;30.39111
175.2838;4.292313;51.83344;36.99197;363.6056;30.39081
175.6687;4.312969;51.76062;36.77258;363.8062;30.39016
174.9575;4.307375;49.94375;36.72198;363.8213;30.39003
174.575;4.325407;50.435;36.0644;364.1625;30.38993
176.2238;4.303782;48.37125;35.01379;362.9362;30.38973
171.8775;4.306719;49.43281;35.64813;363.5531;30.3887
176.825;4.2325;49.17344;35.18606;362.3625;30.38848
174.7975;4.316406;53.18656;38.00414;363.9375;30.38844
173.8375;4.3225;50.71531;37.07584;363.8812;30.38829
177.4425;4.282969;52.4125;37.68685;364.7587;30.38824
173.7525;4.320468;50.92031;36.14154;364.1063;30.38815
174.9512;4.320219;51.84625;36.81714;363.8325;30.38811
174.7363;4.309875;49.52531;35.83431;364.3312;30.38809
175.305;4.275094;51.69812;36.99177;364.0856;30.38805
175.18;4.295844;51.12156;36.49406;363.1875;30.38757
174.3125;4.31375;50.02438;35.01773;364.8563;30.38707
174.6775;4.323969;50.44531;36.40285;363.6712;30.38661
173.8275;4.317125;51.07438;36.32344;363.8287;30.3855
174.1975;4.321125;50.025;35.97292;364.0669;30.38531
172.3763;4.321719;51.98;37.30252;362.895;30.38481
174.1962;4.321813;51.85406;36.65436;363.3;30.38391
174.9925;4.32075;52.33625;36.85029;362.8463;30.38357
174.985;4.318531;50.42656;36.41606;363.555;30.38334
175.0275;4.318156;50.60437;36.52713;364.6237;30.38312
174.02;4.310469;49.03469;36.20491;364.5338;30.38299
174.1512;4.322187;50.03406;35.9828;364.1494;30.38249
175.44;4.311125;50.83094;36.56157;363.9862;30.38202
172.2825;4.323344;51.29781;37.10368;362.8425;30.382
173.1288;4.322125;52.59906;37.17868;362.9625;30.38186
174.13;4.317281;50.76812;35.95714;363.2306;30.38185
173.4238;4.312407;49.10375;35.68561;363.9581;30.38123
174.99;4.324031;51.76406;36.22917;363.3637;30.38121
173.695;4.307437;50.87968;35.63323;364.1344;30.38063
174.8825;4.30525;49.94812;36.72318;363.4519;30.38046
175.6025;4.307906;50.86906;36.93485;363.8025;30.38034
174.1113;4.325938;50.74094;36.99116;362.8838;30.38013
174.5388;4.289531;50.80344;36.37225;364.59;30.37987
174.2538;4.307312;50.57656;36.27597;363.6038;30.37975
174.5163;4.322937;50.46687;36.94878;363.8906;30.37929
174.5088;4.31625;49.90937;36.58134;364.4063;30.37907
174.7663;4.324719;51.67281;37.40691;363.3338;30.37906
174.7363;4.32175;52.86656;37.8981;363.9956;30.37892
174.5938;4.324969;50.48312;36.021;363.9244;30.37892
173.6375;4.326906;49.54406;36.4423;363.6919;30.37878
175.61;4.300656;50.70656;36.71128;363.6956;30.37844
175.09;4.301281;52.27531;38.05102;364.2937;30.3777
174.4913;4.323219;50.33875;36.08336;364.1494;30.37685
174.5075;4.302469;49.26688;35.83658;364.47;30.37629
174.1525;4.3115;51.68406;36.15585;363.3431;30.3761
174.0387;4.3105;50.09438;35.95125;363.2344;30.37599
174.175;4.322375;52.05656;36.60891;363.3431;30.37562
175.4875;4.299844;50.80375;36.79382;363.6469;30.3752
174.3587;4.319094;49.87844;35.85442;364.5825;30.37519
173.7;4.308125;50.44563;36.41087;364.2375;30.3747
176.2912;4.3085;48.99;35.23209;362.865;30.37454
173.495;4.320125;50.45375;36.45339;363.8756;30.37448
174.6187;4.316563;51.88813;36.73147;364.47;30.3743
174.1738;4.313344;51.48219;36.6994;363.4763;30.37429
174.5862;4.302156;49.25844;35.83395;364.4738;30.37373
174.5075;4.309;49.83219;34.89664;364.9444;30.37348
174.96;4.324375;51.74813;36.24327;363.3806;30.37213
172.4525;4.302938;49.27187;35.5658;363.885;30.37131
174.7713;4.251438;49.48406;35.86519;363.6581;30.37125
173.9362;4.309469;48.95937;36.15202;364.5713;30.37085
173.6625;4.309594;50.81344;36.37707;364.335;30.37062
173.4475;4.311781;50.4625;36.29321;364.0631;30.37025
173.87;4.318;51.44656;37.20744;363.7556;30.36944
175.3338;4.308375;48.80875;35.18807;363.9656;30.3693
175.3887;4.32175;50.26656;35.49574;364.74;30.36915
174.8988;4.307562;48.93656;35.73334;364.0875;30.36871
174.9875;4.324281;52.0725;36.6988;363.7969;30.36782
174.36;4.323625;52.35563;36.73227;363.6544;30.36744
174.5087;4.317313;52.85;37.16988;364.17;30.36718
174.4837;4.313844;51.26188;36.83057;363.4763;30.3668
174.15;4.324906;51.61344;36.72465;363.495;30.36654
173.7325;4.307562;50.81875;36.34769;364.2394;30.36549
174.9325;4.321469;51.36281;36.25507;364.0162;30.3653
175.1763;4.326313;50.04344;36.51982;363.6112;30.36523
173.4413;4.314813;50.45094;36.46032;363.9956;30.36513
172.1875;4.31875;50.35594;36.98065;363.1031;30.36478
174.8075;4.306719;48.97438;35.93751;364.1569;30.36478
172.875;4.316281;49.27344;34.96535;363.8006;30.36443
172.1225;4.297312;49.16281;35.62342;363.885;30.3644
171.8988;4.307156;49.42313;35.65157;363.7725;30.36419
174.765;4.31075;52.04844;36.8013;364.2188;30.36413
171.8763;4.299656;49.09719;35.65261;364.245;30.3641
175.2025;4.321437;51.88375;36.21677;363.6919;30.36399
175.2188;4.327125;52.97656;37.3446;363.6638;30.36371
174.8687;4.318438;50.25656;36.72119;363.9188;30.36326
175.0225;4.318875;52.02813;36.51552;363.4631;30.36295
175.3325;4.330375;49.70531;35.52037;364.9781;30.36251
174.8262;4.310031;51.25938;36.75505;364.1981;30.3623
174.375;4.318062;50.33688;35.60546;363.6487;30.36175
175.1812;4.310344;52.27281;38.00928;364.0912;30.36163
174.2025;4.313562;51.49719;36.6986;363.5081;30.3616
172.8238;4.313656;50.36187;35.75265;363.5475;30.36136
174.1225;4.326781;51.22969;36.82732;363.4706;30.36087
175.4562;4.306594;50.56938;36.5689;363.8456;30.36077
175.3988;4.324625;50.29688;35.48246;364.9125;30.36076
174.9525;4.29775;48.82969;35.2021;363.885;30.36072
174.27;4.326406;50.75375;36.97484;363.4294;30.36036
175.0912;4.308281;51.10156;37.36623;363.21;30.36006
174.5762;4.316406;49.91344;36.59957;364.3706;30.35998
172.0013;4.294875;49.16219;35.63283;363.9056;30.35964
173.9375;4.329156;50.51437;36.69701;364.1644;30.35954
175.24;4.326125;51.72;36.99039;363.6994;30.35832
173.8463;4.31025;51.58656;36.11148;363.3863;30.35831
174.4863;4.254594;48.50188;35.66154;363.5419;30.35791
175.0412;4.327063;51.12656;36.18158;363.3375;30.35734
173.7188;4.32625;52.57094;36.64604;363.1462;30.35727
172.8937;4.318156;50.66687;36.35129;363.7425;30.3571
173.6987;4.321688;51.48219;36.73539;363.54;30.35709
174.8625;4.305562;49.95281;36.73208;363.6319;30.35657
174.5537;4.253531;49.1725;35.59259;364.0669;30.35624
174.185;4.317438;48.68281;35.30139;364.0256;30.35559
175.445;4.323719;52.74875;36.95222;363.2437;30.35556
175.0287;4.311531;50.93031;37.33742;363.3788;30.3551
173.9137;4.310563;51.25219;36.17778;363.2137;30.35495
172.5313;4.303843;49.25937;35.61711;363.81;30.35471
174.1138;4.323875;51.98125;37.03088;363.7294;30.35469
174.94;4.319844;50.45594;36.36028;363.5719;30.35428
174.6475;4.314562;52.10313;36.70217;364.4194;30.35409
174.6913;4.302;49.53031;35.87391;364.3763;30.35338
173.9425;4.311656;51.28531;36.20753;363.1988;30.35231
174.1862;4.324937;50.76469;36.96069;363.6094;30.35209
176.3075;4.30175;49.51875;35.23746;362.8875;30.35203
175.5375;4.308406;50.71062;36.72791;363.4444;30.3519
173.8663;4.318438;51.07938;36.2535;363.7894;30.35178
174.18;4.322375;50.02438;36.0523;364.0275;30.35171
173.8075;4.321437;51.08219;36.29277;364.05;30.35149
175.275;4.314688;50.82906;36.43683;363.7725;30.35141
173.9438;4.317969;51.08187;36.35888;363.9562;30.35129
172.0375;4.298781;49.16375;35.63058;364.0331;30.35107
172.325;4.297094;49.2875;35.64341;364.2;30.35028
174.8275;4.325188;50.3375;35.55476;363.7312;30.35028
173.94;4.318;51.83156;37.23303;363.5925;30.35009
174.68;4.317438;51.34094;37.23497;363.9506;30.34996
174.985;4.321562;50.60188;36.73556;364.6313;30.34991
175.0938;4.309625;50.59687;36.55064;364.2694;30.34931
174.8587;4.320719;51.93375;36.39788;362.8463;30.34771
175.2337;4.306375;52.17094;36.52355;364.0762;30.34741
173.6313;4.317812;50.32563;36.38287;363.7781;30.3474
175.0437;4.31825;49.46062;35.61724;364.7419;30.34703
173.7612;4.312781;50.49375;36.50982;364.1081;30.34654
174.8238;4.307875;48.93375;36.05533;364.4231;30.34528
175.3013;4.273719;51.99844;36.95499;364.0969;30.34509
174.9;4.302031;47.84656;35.15479;364.2112;30.34504
174.855;4.324469;52.25687;35.99839;363.4763;30.3448
173.9275;4.308;51.26906;36.25672;363.1462;30.34474
173.14;4.326844;50.945;36.61764;363.1669;30.34466
175.45;4.32825;50.2925;35.5261;364.8619;30.34461
174.9137;4.320625;51.11875;36.15888;362.8575;30.34453
174.17;4.3155;50.09125;35.80326;363.3188;30.34387
175.1563;4.30275;52.42031;36.92853;363.045;30.34257
173.4512;4.314;50.50781;36.13834;364.3238;30.34256
174.4288;4.333719;52.41781;36.9841;363.5475;30.34214
174.1613;4.31525;50.57813;36.19061;363.9488;30.34179
173.8475;4.306281;48.88187;35.6671;363.3694;30.34085
173.6525;4.312812;50.33344;36.2563;363.8475;30.34046
177.5675;4.275375;52.41656;37.68974;364.6237;30.34019
173.0062;4.322031;49.27406;34.92811;363.8962;30.34007
173.9863;4.317437;51.07625;36.41684;363.8719;30.33964
173.925;4.319531;51.44812;37.26819;363.6563;30.33937
173.885;4.31175;50.16031;35.63179;363.7538;30.33873
175.0125;4.316844;50.60094;36.78291;364.7475;30.33862
172.3125;4.326938;50.58156;37.13678;362.8087;30.33824
174.17;4.314938;50.5825;36.17657;363.8531;30.33804
174.3575;4.313;48.80344;35.02582;364.8694;30.33757
175.6;4.285469;51.78594;36.47474;363.3656;30.33751
174.5125;4.316094;49.91187;36.47071;364.5525;30.33722
173.9738;4.319625;50.51;36.58937;363.9844;30.33652
173.8525;4.307688;48.88844;35.64853;363.51;30.33641
174.5025;4.326812;50.53281;36.84475;364.1269;30.33598
173.9675;4.312438;48.96875;36.16753;364.455;30.33566
174.7425;4.30325;49.16094;36.42226;363.78;30.33425
173.915;4.312875;51.24531;36.22858;363.2681;30.33367
173.5938;4.313125;49.52906;36.38708;363.7819;30.33355
175.0712;4.307688;51.09219;37.35261;363.3375;30.33336
174.83;4.310594;48.94;36.00262;364.2919;30.33319
172.9063;4.321063;49.2775;34.92453;363.9113;30.33226
174.1288;4.321938;50.74406;36.99137;362.8219;30.33189
173.9225;4.306531;51.24844;36.17897;363.33;30.33116
173.8788;4.307219;51.38438;36.4817;363.5925;30.33101
174.3913;4.312219;51.27063;36.873;363.4538;30.33028
175.615;4.207812;46.15937;34.01266;363.27;30.3298
174.2112;4.317688;51.53156;36.62992;363.3881;30.32972
174.3237;4.318781;53.09562;36.54268;363.3581;30.32909
174.5762;4.317531;50.33375;35.63548;363.8081;30.32898
175.0475;4.326469;51.17313;36.31861;364.35;30.32896
174.9837;4.325844;51.11906;36.16813;363.1219;30.32885
174.9688;4.319188;51.28469;36.71022;362.9156;30.32861
175.1075;4.319187;52.0625;36.57407;363.6675;30.32842
175.2725;4.293125;51.52125;36.96656;363.4875;30.32808
174.5813;4.31275;49.91531;36.58961;364.2563;30.32778
173.6313;4.321531;49.54375;36.4609;363.7125;30.32758
175.3512;4.320094;50;36.20786;364.4719;30.32754
173.7;4.308281;50.88625;35.58544;364.1906;30.32644
174.9312;4.318438;50.2475;36.65408;363.8719;30.32604
174.3938;4.324031;49.6025;35.87513;364.4569;30.32581
174.93;4.325281;51.12531;36.08679;363.105;30.32543
173.9563;4.321656;50.51656;36.71227;364.5075;30.32539
174.3825;4.320219;49.85969;36.29421;364.6313;30.3238
176.3112;4.299094;49.57375;35.24799;362.7412;30.32363
173.9438;4.320313;52.27187;36.38583;363.825;30.32295
173.6425;4.319875;49.53375;36.42385;363.7125;30.32273
175.0625;4.313062;50.60156;36.54525;364.2712;30.32259
174.4487;4.324219;49.6975;36.28217;364.5994;30.32238
174.9438;4.302813;49.94094;36.77857;363.4125;30.32219
171.8788;4.292063;49.85844;35.5015;364.3444;30.32174
174.3537;4.317344;50.06;34.9543;364.7062;30.32158
175.1187;4.3125;50.60781;36.5076;364.125;30.32108
174.3163;4.316781;50.8975;36.23054;363.9337;30.32107
173.6125;4.317375;49.47406;35.87492;364.4625;30.3189
173.8375;4.318187;51.44938;37.2449;363.9788;30.3189
174.96;4.315938;51.26219;36.67455;363.9037;30.31885
173.6462;4.319406;49.56281;36.10331;364.2469;30.3187
173.7188;4.325188;50.90875;36.21898;364.0781;30.31857
172.2975;4.295438;49.40937;35.58153;364.0462;30.31806
174.755;4.319625;52.23906;35.96241;363.4406;30.31763
173.9662;4.324187;50.51188;36.62656;364.0762;30.31757
174.64;4.312187;49.98125;36.72194;364.0688;30.31714
174.8388;4.307906;48.96407;35.99031;364.1438;30.317
175.1012;4.317875;52.045;36.55419;363.48;30.31652
174.9162;4.324156;51.36094;36.22898;363.9844;30.31528
175.2;4.309688;52.08594;36.53292;364.1419;30.31464
173.725;4.317187;47.97656;35.09862;364.4437;30.31447
174.5387;4.258219;48.06531;35.6624;363.6731;30.31355
173.7988;4.321125;51.07312;36.24624;363.8775;30.31343
174.215;4.30925;50.57937;36.2501;363.5719;30.31332
173.19;4.322687;52.61031;37.17498;362.9587;30.31309
175.345;4.330781;49.71437;35.48143;364.8488;30.31246
172.9063;4.327406;52.6025;37.21641;362.9063;30.31202
175.115;4.307781;48.80781;35.14505;363.84;30.31135
174.345;4.321563;49.86187;36.26313;364.6725;30.31068
173.9125;4.308969;48.96313;36.15264;364.4119;30.31017
176.125;4.325937;52.14812;36.69543;363.6187;30.30987
173.6938;4.309187;50.14656;36.41227;364.3031;30.30916
175.3125;4.328375;49.72125;35.55721;364.8169;30.30898
174.6;4.322719;51.865;36.67402;364.3125;30.30831
174.88;4.313937;50.25687;36.68493;364.0462;30.30824
173.335;4.325313;52.66188;37.18007;362.8838;30.30816
174.3188;4.317406;50.0375;35.92859;364.5413;30.3081
172.5112;4.320594;52.0375;37.3267;363.0113;30.30798
174.4487;4.313031;49.91687;36.36668;364.5994;30.3079
174.4187;4.317125;50.34125;35.62772;363.8606;30.30789
175.9063;4.329844;53.05781;36.66666;363.8625;30.30697
173.5562;4.316719;51.16156;36.50258;363.5344;30.30634
173.6212;4.317156;50.99125;35.90187;364.5113;30.30599
174.855;4.323438;50.3425;35.57951;363.525;30.30505
174.6812;4.319375;52.02406;37.36253;363.3525;30.30478
172.8625;4.313594;50.36062;35.72028;363.6806;30.30465
175.1413;4.323031;50.41625;36.61155;363.5156;30.30379
175.0562;4.315531;50.60406;36.51577;364.3331;30.30314
173.8675;4.308906;49.84156;35.66711;363.78;30.30293
171.825;4.310312;49.42531;35.63437;363.4163;30.30264
174.8663;4.323781;53.08031;37.46167;363.3581;30.30251
174.29;4.334844;51.335;37.05916;363.5494;30.30189
172.585;4.3035;49.29875;35.56355;363.96;30.3015
174.4312;4.321562;49.86781;36.18829;364.6313;30.3009
172.6225;4.321969;52.03156;37.28439;362.9231;30.30059
172.495;4.328656;52.04688;37.31572;363.1594;30.29984
175.6137;4.329563;52.63562;37.22773;364.0931;30.29931
173.6475;4.314188;49.46875;35.88602;364.5769;30.29926
172.045;4.32275;50.29219;37.00745;363.1856;30.29924
173.89;4.306594;50.15562;35.59973;363.5381;30.29923
174.3237;4.31525;50.05781;35.55126;363.4312;30.29866
176.1875;4.2175;47.32781;33.98871;362.8706;30.29824
172.1988;4.321906;50.29125;36.96048;363.0038;30.298
173.3388;4.312188;50.20687;36.00809;364.2188;30.29787
171.825;4.30875;49.41594;35.64363;363.5006;30.29654
174.72;4.303531;49.01719;35.8751;364.4306;30.2965
173.8825;4.318094;51.095;36.38909;363.8212;30.29648
173.8537;4.316594;51.95375;36.54618;363.6;30.29564
173.59;4.31075;50.58094;35.88646;364.3912;30.29514
174.8112;4.307875;48.97187;35.94925;364.0931;30.29455
173.85;4.316813;50.89719;36.66964;363.6694;30.29446
174.7125;4.315906;52.61344;36.73664;364.1906;30.29329
174.1938;4.31575;50.09875;35.8514;363.435;30.29298
175.23;4.317812;52.18625;36.81694;363.3469;30.29283
173.8563;4.314094;51.49406;36.84064;363.6338;30.29278
174.595;4.30925;49.91406;36.65039;364.1812;30.29214
172.95;4.326;52.6025;37.25077;362.985;30.29149
174.9625;4.25075;48.44406;36.27337;363.2719;30.29122
174.1712;4.315063;50.58094;36.20527;363.9431;30.29098
174.205;4.324;50.76625;37.02987;363.4481;30.29093
174.6925;4.301094;48.63;35.80409;364.3463;30.29055
172.3963;4.300375;49.28;35.61442;363.9844;30.29018
174.8963;4.322281;51.40187;36.19725;363.9094;30.28927
175.985;4.331625;53.05094;36.69622;363.855;30.28908
173.4812;4.320875;51.5475;36.59896;363.6469;30.2887
174.4238;4.322562;51.11844;36.0525;364.0181;30.28868
175.0313;4.322813;52.06594;36.71722;363.7594;30.28806
175.0038;4.319094;51.89469;36.43601;363.4388;30.28788
174.0087;4.329312;49.76687;36.57272;363.6844;30.28771
173.3775;4.315375;50.48438;36.10992;364.1588;30.2874
174.8987;4.306375;48.96;36.00645;364.2769;30.28639
173.9413;4.322062;50.515;36.5928;364.02;30.28632
173.655;4.324;49.55687;36.50921;363.5269;30.28586
172.0562;4.2935;49.16219;35.57397;364.0031;30.28546
174.2475;4.303125;50.58125;36.22601;363.5419;30.28481
175.3463;4.301813;53.07531;38.07129;364.0875;30.28462
173.56;4.320063;51.67406;36.5757;363.6469;30.28436
174.2437;4.313812;51.28375;36.93588;363.5756;30.2837
175.285;4.306094;48.8075;35.15044;363.8644;30.28317
171.8613;4.303125;49.42188;35.66608;363.3956;30.28311
174.3587;4.322563;50.75687;36.98604;363.5363;30.2831
171.9813;4.318906;50.29375;37.05248;363.1969;30.28252
171.8862;4.311375;49.77687;35.6463;363.2025;30.28243
174.8275;4.320125;51.11938;36.15605;362.7487;30.28216
174.0537;4.310375;50.22187;35.58542;363.5344;30.28182
173.7238;4.320875;49.56125;36.03959;364.3931;30.28176
173.53;4.318219;52.04281;36.58783;363.6188;30.28108
171.8875;4.295;50.32625;35.4964;364.2188;30.2798
174.425;4.311563;51.26875;36.89312;363.3844;30.2798
173.9975;4.311812;50.22656;35.60482;363.5306;30.27906
175.1875;4.303375;48.80812;35.1854;363.9094;30.27851
174.21;4.309281;50.57531;36.16809;363.69;30.27851
174.89;4.320656;53.19531;38.02099;364.1194;30.27834
173.6512;4.325875;49.56625;36.07086;364.2637;30.27819
175.2663;4.307844;51.75312;36.48769;363.885;30.27683
172.7375;4.325375;52.22094;37.29219;362.8219;30.27575
174.43;4.317156;49.91531;36.37165;364.5038;30.27569
174.8938;4.316093;50.88063;36.54345;364.0219;30.27532
173.7025;4.306781;50.13656;36.40427;364.2413;30.27505
174.86;4.3155;51.925;36.13609;362.7431;30.27487
174.2437;4.317031;50.91469;35.74171;364.05;30.27383
175.2413;4.30675;48.80219;35.16243;363.9356;30.27316
174.22;4.313687;51.30875;36.9719;363.525;30.27292
171.9738;4.293781;49.15781;35.67118;364.1119;30.27282
174.55;4.314375;49.91813;36.4771;364.3106;30.27222
173.62;4.323;50.29469;36.57563;363.825;30.27219
174.9425;4.323438;51.36;36.231;364.1419;30.27186
174.3125;4.309531;48.8075;35.02711;364.7531;30.27152
174.1438;4.312406;50.20687;35.58748;363.5925;30.27092
174.0775;4.320156;52.03125;37.0238;363.6694;30.2703
175.5238;4.327375;52.12594;37.14051;364.3144;30.26873
173.6813;4.321531;49.56781;36.07711;364.2206;30.26835
173.6313;4.320156;49.56844;36.0777;364.4813;30.26756
175.445;4.327375;51.78688;37.1207;364.4475;30.26749
175.235;4.302281;52.68969;38.05811;364.1006;30.26743
175.0462;4.301344;48.81375;35.13699;363.8813;30.2673
173.9175;4.309656;51.24844;36.21958;363.45;30.26723
175.4225;4.298063;53.17188;37.67241;363.8719;30.26707
175.1025;4.302907;48.80969;35.08498;363.8175;30.26687
175.5163;4.324938;52.51156;37.13151;364.2188;30.26527
174.925;4.32075;51.36906;36.2705;363.9113;30.26516
173.955;4.324844;50.51219;36.67698;364.1625;30.26514
174.8675;4.307343;48.94375;36.15342;364.1381;30.26472
175.0375;4.305469;49.94375;36.73481;363.3319;30.26429
173.5838;4.315469;49.46938;35.87188;364.4512;30.26377
173.61;4.310125;49.8475;35.89635;364.4287;30.2628
173.6387;4.316781;49.47;35.87979;364.5488;30.26222
173.6725;4.321094;48.40719;35.76954;363.7725;30.26211
174.5925;4.271844;49.41281;36.89169;363.7631;30.26144
172.1025;4.317688;50.29281;36.94612;363.0769;30.26016
176.0788;4.336812;52.61031;36.71386;363.5231;30.26008
173.5075;4.315656;51.67937;36.51917;363.6225;30.25977
173.5862;4.314;49.63469;35.9112;364.5769;30.25958
173.8788;4.309719;51.25;36.22299;363.5025;30.25912
173.5738;4.317563;51.67906;36.57849;363.6506;30.25897
174.2112;4.327219;50.99344;37.01196;363.4556;30.25869
174.5612;4.318532;51.81063;36.6615;364.5;30.25863
173.6225;4.322031;49.5425;36.42705;363.765;30.25861
171.8837;4.307719;49.44375;35.65079;363.3056;30.25856
173.5775;4.316781;50.33;36.48956;363.8475;30.2584
175.7;4.212375;46.14531;34.06442;363.2437;30.25832
176.0938;4.327937;53.05844;36.80883;363.6563;30.2583
173.6237;4.316813;50.92812;36.66327;363.3563;30.25806
174.7225;4.318375;52.19531;36.76514;364.23;30.25761
174.32;4.291844;48.64375;34.32307;363.3863;30.25737
175.9287;4.327281;53.04625;36.69048;363.6956;30.25602
173.785;4.314875;51.0725;36.30804;363.78;30.25583
175.68;4.339031;52.93656;37.62732;364.005;30.25522
174.7663;4.307469;49.53;35.77906;364.4569;30.25493
174.4812;4.317344;49.92;36.4577;364.4344;30.2543
177.2325;4.307938;49.88375;35.39809;362.3888;30.25412
173.8712;4.3095;51.25406;36.23043;363.5212;30.25387
174.395;4.322781;50.21281;36.04423;363.7369;30.25273
174.6275;4.319969;52.02657;37.42104;363.4537;30.25187
175.0762;4.315156;50.59875;36.48807;364.0406;30.25178
173.8625;4.311187;51.25594;36.21977;363.3019;30.25113
173.7238;4.318438;50.49844;36.06784;363.8231;30.25109
172.1938;4.296562;50.24594;35.62609;364.1025;30.25083
173.7375;4.320781;51.48969;36.80687;363.4519;30.24999
173.9388;4.316781;52.30875;36.37389;363.9262;30.24932
174.8375;4.307343;48.93687;36.12503;364.0969;30.24919
174.3788;4.322813;49.59406;35.84935;364.4794;30.24795
173.995;4.316062;49.56375;35.97796;363.1125;30.24764
174.255;4.315563;52.84344;37.19923;364.2581;30.24744
174.9088;4.311531;49.85094;36.44426;364.0762;30.24711
174.125;4.307375;50.22156;35.57562;363.6487;30.24699
173.8463;4.313063;50.32625;36.49227;364.4625;30.24671
175.0013;4.319313;49.46219;35.57542;364.5919;30.24633
174.6013;4.316563;49.9625;36.71801;364.0631;30.24626
173.72;4.313562;48.64938;35.81615;364.4325;30.24615
172.9637;4.316375;49.36031;34.91332;363.8081;30.24561
173.6288;4.321594;49.54688;36.52454;363.5944;30.24527
174.1437;4.320219;51.30344;36.96089;363.7613;30.2451
175.6288;4.299094;51.98281;36.64008;363.7219;30.24469
173.615;4.31925;49.51219;36.36227;363.69;30.24461
173.74;4.307469;50.43813;36.43583;364.4025;30.24377
172.1037;4.298125;49.92;35.57804;363.9056;30.24329
174.4037;4.294281;48.64875;34.36871;363.5138;30.24312
174.2838;4.311594;48.81562;35.04018;364.9987;30.23974
176.08;4.325656;53.05062;36.75977;363.6431;30.23807
175.1;4.296875;50.61875;36.24186;362.8519;30.23769
174.9738;4.323781;51.37594;36.35048;364.1925;30.23697
171.85;4.294531;49.16594;35.77707;364.3031;30.23683
174.215;4.316844;52.74656;37.07522;364.2169;30.23682
174.3638;4.318281;52.85156;37.19863;364.1381;30.23534
173.8425;4.314531;51.24688;36.26855;363.6263;30.23476
174.9538;4.300781;48.8275;35.16801;364.0556;30.23468
174.4275;4.321813;50.97813;36.67003;364.6069;30.23419
172.875;4.320719;49.30594;36.0569;363.7538;30.23374
172.905;4.316594;49.29594;36.16066;363.9244;30.23336
176.5187;4.301406;48.1325;35.13926;362.9194;30.23317
174.1787;4.314719;50.63375;36.14178;364.0106;30.2322
172.545;4.279469;50.59438;35.71011;363.615;30.23196
174.3412;4.324375;50.04594;35.94194;364.62;30.23179
172.6575;4.307875;49.30968;35.52713;363.9919;30.23013
174.8475;4.3075;48.95906;36.00304;364.2;30.23009
174.845;4.320344;51.81625;36.12401;362.5969;30.22792
174.2312;4.309187;50.57281;36.21232;363.6169;30.22783
173.6662;4.311125;50.5225;36.00284;364.6387;30.22738
174.3463;4.316625;51.26906;36.85444;363.6375;30.22698
174.58;4.3295;52.01844;37.43466;363.3469;30.22516
174.5137;4.319156;51.62062;36.72693;364.4719;30.22453
174.8788;4.321563;51.93281;36.29881;362.7;30.22385
173.9325;4.322906;51.64031;36.53571;364.1625;30.22278
174.4113;4.323688;51.28938;36.96049;363.4425;30.22277
171.8875;4.307813;50.12625;35.72206;363.2325;30.2227
