K5T6.PV;K5P10.PV;K5LCV1I.PV;K5F5.PV;K5T14.PV;K5F6X.PV
157.165;4.122156;36.18594;27.06477;344.9644;22.85487
157.8938;4.081969;37.06688;27.68677;343.2713;22.85454
156.45;4.112281;38.42188;28.74301;345.2794;22.85387
155.815;4.129719;39.32125;28.88867;344.475;22.85369
156.7437;4.133969;41.68687;30.22475;345.8325;22.85368
157.1637;4.070531;36.88531;26.44652;343.9181;22.85367
158.8288;4.100844;36.30969;27.38565;346.7306;22.85365
155.965;4.120656;39.90875;28.03922;344.91;22.85346
157.2275;4.121937;37.89719;27.1442;344.6306;22.85344
156.5088;4.12075;39.24156;28.22511;344.6588;22.85312
156.6175;4.10975;37.14406;26.03321;345.3712;22.8531
154.4475;4.1155;34.32625;26.11101;345.8756;22.85287
158.1175;4.126844;39.23469;29.06612;344.4225;22.85253
155.7587;4.118688;37.46;27.58541;345.0731;22.85227
155.3325;4.105469;37.06437;26.43359;345.7181;22.8522
155.1712;4.110406;38.82469;27.73457;345.2925;22.85199
158.0125;4.098437;40.82125;29.46922;343.0688;22.85177
158.8387;4.100969;36.29688;27.36599;346.7381;22.85114
155.3412;4.136281;37.31875;28.68619;344.7056;22.85109
155.7075;4.131469;37.79281;28.59227;344.505;22.85015
157.2288;4.06625;36.88531;26.39534;343.8544;22.8494
156.7838;4.107563;36.30688;25.72007;345.3937;22.84928
155.2275;4.077469;38.55;30.04892;344.3981;22.84925
160.785;4.090906;40.18563;28.13581;343.14;22.84903
154.785;4.104406;36.55344;27.98994;345.285;22.84863
156.8038;4.080656;38.99906;27.10988;344.4825;22.84827
155.32;4.102813;34.32063;26.08635;346.2563;22.84824
155.6438;4.124813;38.89875;29.15207;345.5231;22.84737
157.0575;4.118563;36.1925;27.05724;344.8087;22.84714
155.965;4.130469;39.35188;29.01227;345.4219;22.84624
157.7525;4.120156;38.99812;28.44693;345.4481;22.84598
156.1788;4.123156;39.90907;27.67363;345.825;22.84569
155.29;4.111;35.50781;26.01394;345.7912;22.84566
156.9388;4.114969;39.425;28.7293;345.2906;22.84518
154.7787;4.084312;36.30594;26.95191;345.2175;22.84483
155.2813;4.112844;35.50438;26.06784;345.9394;22.84453
155.405;4.109406;36.64188;25.68328;345.9619;22.844
160.5212;4.090531;40.18187;28.16036;342.9056;22.84385
157.3663;4.073625;37.08594;27.69886;343.7025;22.84369
156.4812;4.13875;39.01563;29.02658;345.375;22.84341
157.2562;4.115969;37.9275;27.14467;345.0562;22.84335
154.8;4.085813;37.09656;26.9414;345.2906;22.84312
155.9813;4.119844;39.4475;28.02547;345.1331;22.84303
157.085;4.124531;36.19125;27.12784;344.7412;22.84282
157.2925;4.076313;37.07719;27.71541;343.6894;22.84196
156.0363;4.126781;40.85094;28.46001;345.855;22.84195
155.8625;4.126719;39.75063;29.17979;345.5644;22.84168
156.8175;4.117875;39.41656;27.62499;345.6169;22.84142
156.1738;4.116625;38.24031;26.41407;345.6263;22.84083
157.1;4.083906;38.98969;27.09674;344.3531;22.84081
156.1975;4.136157;39.44563;28.55309;344.2331;22.84078
157.495;4.106031;37.975;25.8059;344.8931;22.84054
157.575;4.120031;39.36156;28.25029;345.48;22.8402
160.8988;4.086969;40.19781;28.15337;342.9581;22.84015
156.205;4.119469;39.02375;27.00745;344.1938;22.83965
156.39;4.121562;41.22156;29.10663;345.6225;22.83946
154.6563;4.118187;35.60625;27.06612;344.8519;22.83941
159.495;4.091406;37.90187;27.46045;346.5281;22.8394
154.9088;4.1195;37.26969;28.53032;344.3775;22.83913
154.655;4.120063;35.62563;27.05832;344.8312;22.8391
158.1687;4.070594;36.215;26.81664;342.6038;22.83884
156.6888;4.119906;39.4175;27.6718;345.6563;22.83881
158.7263;4.102969;39.35938;27.79168;346.6762;22.83827
158.3913;4.082656;36.83906;27.74375;342.7725;22.83818
156.5825;4.133969;40.13594;29.02577;344.8763;22.83813
156.38;4.120375;36.20625;27.2349;344.9325;22.83791
154.71;4.106062;35.83625;26.45535;345.8381;22.83788
155.4812;4.124375;36.91094;28.16682;345.375;22.83652
157.4625;4.159094;40.37625;28.28133;346.2075;22.8365
155.9825;4.114219;36.23063;27.70545;346.1025;22.83611
156.825;4.124218;39.41344;27.72037;346.1119;22.83591
156.7238;4.118594;39.41344;27.64157;345.8044;22.83477
155.7875;4.129906;39.82813;29.11466;345.7481;22.83473
154.9938;4.109812;39.37968;27.62177;345.3319;22.83454
155.055;4.121344;36.48281;27.00126;344.6588;22.83339
154.1837;4.1075;35.3925;26.96331;345.975;22.8328
154.3625;4.118406;35.44125;26.87029;346.2975;22.83253
154.6913;4.097;36.31031;26.66948;345.3169;22.83248
157.4925;4.106093;38.66344;26.7968;343.8563;22.83218
154.47;4.106;36.43187;26.47129;346.1775;22.83137
156.2325;4.139187;38.37656;29.11741;344.8838;22.83134
155.5688;4.102281;35.78563;25.97028;345;22.83122
155.7012;4.132281;39.82031;29.1446;345.9994;22.83104
156.1037;4.117969;38.19281;26.41489;345.5887;22.83099
156.5575;4.110594;36.85719;26.16506;346.1062;22.83098
155.6938;4.116719;38.83844;27.71777;345.075;22.82993
156.725;4.117844;38.92875;27.69696;346.0912;22.82936
155.8788;4.109125;37.48125;25.66612;345.8981;22.82935
154.79;4.084063;36.30844;26.96836;345.3206;22.82928
157.2188;4.121719;37.90625;27.14098;344.5594;22.8291
156.605;4.122344;39.70063;27.24903;344.4862;22.82905
157.0462;4.111375;39.43063;28.71948;345.4388;22.82894
158.29;4.072344;35.95562;26.80145;342.7106;22.82875
155.1025;4.080844;38.14063;29.19873;344.4937;22.82823
155.7737;4.100219;34.66344;26.33796;346.1888;22.82822
155.4638;4.114219;39.60656;27.0468;345.3656;22.82796
154.7538;4.113375;36.12125;26.28265;346.0725;22.82794
157.4888;4.133812;38.85094;28.86069;345.2287;22.82784
155.355;4.104469;34.84843;25.45025;346.2562;22.82759
158.3338;4.081781;36.83437;27.74714;342.9056;22.82705
157.1875;4.136344;37.15969;28.43976;344.6906;22.82677
156.2;4.124375;39.82469;29.16525;345.3656;22.8262
157.9913;4.080281;37.07031;27.7033;342.9281;22.82613
156.3813;4.122937;36.20719;27.217;344.8238;22.82606
160.7325;4.091063;40.18937;28.15857;342.8475;22.82588
156.5038;4.113969;38.41344;28.80618;345.3881;22.82581
156.9063;4.129063;38.78313;28.51841;345.4406;22.8256
156.4787;4.119563;38.43594;28.26787;344.9569;22.82535
155.7225;4.111719;37.26687;25.65068;345.7687;22.82529
156.6613;4.105844;36.31875;25.72912;345.3506;22.82479
156.8387;4.121844;39.94188;28.21533;344.5819;22.82479
157.3675;4.085688;39.74937;27.80234;344.0587;22.82335
155.555;4.112531;36.27562;26.63291;345.4894;22.82309
156.645;4.119688;36.1975;27.26606;344.6512;22.82307
157.1812;4.12325;36.18875;27.13751;344.8631;22.82304
158.2625;4.078813;37.07125;27.76627;342.7125;22.82276
155.8675;4.129219;40.64906;29.10838;345.9075;22.82273
154.82;4.113094;34.35594;26.16227;345.7706;22.82219
157.35;4.106156;37.41156;26.89898;344.0231;22.82217
157.3825;4.104531;37.98;26.8443;344.0269;22.82188
156.9263;4.131469;40.26875;28.54444;345.5194;22.82181
154.2125;4.111094;34.85375;26.52425;346.0781;22.82159
155.4975;4.116156;38.82687;27.6923;345.0938;22.82152
157.435;4.104625;38.66719;26.80062;343.8563;22.82135
157.3925;4.090625;40.08437;28.39061;344.0438;22.82128
158.6362;4.080625;36.55719;28.30823;342.3769;22.82106
156.275;4.127812;41.20656;29.11964;345.5531;22.82105
156.3488;4.128656;37.90375;29.16907;345.8306;22.82101
154.7563;4.113437;34.36031;26.09714;345.8719;22.82098
154.6987;4.1195;35.82438;27.21287;344.775;22.82097
158.0737;4.125156;39.01812;29.06338;344.5912;22.82086
155.09;4.113312;37.1875;26.14531;345.6994;22.8206
155.2063;4.116906;38.81781;27.77199;345.1913;22.82048
155.4688;4.10325;36.27312;25.39533;346.3537;22.82019
159.3887;4.091625;37.915;27.48716;346.7025;22.81993
155.005;4.112031;39.37594;27.64077;345.3731;22.81987
155.9688;4.119812;40.11344;27.94385;345.3412;22.81963
155.6037;4.125031;37.10469;28.27908;345.2681;22.81934
154.1325;4.111688;34.86938;26.47705;346.1344;22.81927
155.4575;4.102468;36.2775;25.39475;346.2731;22.81905
155.9138;4.114406;37.78906;25.92451;346.155;22.81901
156.5725;4.1235;39.76969;27.70807;345.7238;22.81821
156.0175;4.116938;38.20281;26.39091;345.69;22.81805
161.425;4.0935;40.25781;28.12283;343.1888;22.81772
157.1675;4.066594;36.8875;26.3821;343.8412;22.81761
158.7287;4.0995;39.35313;27.79325;346.5862;22.81733
155.865;4.116969;38.85469;27.63523;345.0394;22.81695
156.2275;4.107875;37.2925;26.09543;345.4125;22.81649
155.8025;4.1275;39.32969;28.89544;344.4881;22.81615
157.1712;4.1265;37.05719;27.10129;344.6588;22.81607
157.23;4.090719;39.79156;27.52032;344.3944;22.8158
156.2862;4.106094;36.68625;28.15103;345.5063;22.81562
156.0137;4.11975;39.59594;27.39652;345.4012;22.81559
155.4987;4.129938;37.47469;28.54927;344.4019;22.81555
155.87;4.077781;36.37875;26.81827;344.0606;22.81535
156.2012;4.138281;40.48281;28.16599;345.7162;22.81526
156.6125;4.087844;38.16906;28.39497;344.2819;22.815
162.625;4.093875;37.29438;28.70603;344.685;22.81457
158.8238;4.085625;38.36375;29.15182;342.3506;22.81357
157.54;4.112187;40.06031;27.94567;343.695;22.81349
155.9912;4.073188;35.40969;26.08988;344.3287;22.8133
157.0825;4.122219;39.80656;28.27046;344.5669;22.81322
155.565;4.118875;38.83531;27.66393;345.1781;22.81276
156.5262;4.124469;36.17688;27.26452;344.3719;22.81263
156.0625;4.073406;35.42313;26.07232;344.1768;22.81215
157.3975;4.08575;40.10875;28.40544;343.8525;22.81186
156.0375;4.118219;39.59438;27.4061;345.4763;22.81161
154.9187;4.112344;38.88125;27.59914;345.7031;22.81156
154.9713;4.115906;35.80125;27.26211;345.9169;22.81137
156.0838;4.123656;40.47969;28.37037;345.87;22.81095
155.925;4.111969;37.33719;26.7968;346.0669;22.81062
155.5963;4.103656;36.27375;25.42537;346.0069;22.81049
155.7263;4.102219;35.21156;26.96955;346.0969;22.80977
155.0462;4.109468;36.12406;26.29178;346.1194;22.80976
156.4987;4.120031;39.54688;27.2896;344.6344;22.80961
156.7887;4.119656;39.42375;27.76497;346.1644;22.80961
157.2775;4.103094;40.6;29.65843;341.5969;22.80931
155.9825;4.118438;39.79531;28.00392;345.2419;22.80907
154.465;4.114281;35.09844;26.79299;346.1269;22.80816
157.5375;4.082844;37.07969;27.72092;343.3144;22.80803
155.75;4.126594;39.28906;29.11463;345.5138;22.80788
156.3212;4.126125;39.76125;27.67152;346.0612;22.80763
156.0575;4.096656;36.20594;26.76151;344.9869;22.80755
156.0875;4.071406;35.48031;26.08875;344.2875;22.80725
154.6013;4.115;35.90937;27.17266;345.3244;22.80718
154.9825;4.11025;38.08187;25.86868;345.4069;22.8067
155.72;4.127656;37.28469;28.40858;345.9375;22.80664
158.5213;4.082375;37.22906;27.82281;342.7613;22.80638
155.9975;4.07725;36.68531;26.84077;344.2331;22.80584
156.7525;4.116063;39.4125;27.66866;345.7631;22.80503
156.5375;4.134219;39.36187;28.48343;345.2981;22.80474
156.4888;4.117469;36.19969;27.2725;344.7581;22.80469
158.5663;4.084688;37.24781;27.72694;342.6338;22.80462
156.4325;4.090969;36.74438;28.03826;344.0906;22.80411
156.1313;4.106844;36.65625;28.04805;345.6;22.80357
157.0725;4.119812;36.19938;27.06504;344.7956;22.80331
155.75;4.113438;39.60062;27.43792;345.3825;22.8033
156.565;4.128031;39.72937;28.42898;345.1969;22.80329
154.3575;4.112875;34.33031;26.09042;345.7256;22.80326
157.8575;4.0955;40.81281;29.35519;342.9056;22.80324
155.5612;4.110562;37.275;25.65379;345.8869;22.80322
156.6387;4.131156;40.20219;29.05661;344.9175;22.80299
156.9362;4.117875;36.20281;27.00395;344.5969;22.8029
156.025;4.094281;35.53969;26.77888;345.0844;22.80256
158.5638;4.083656;37.24656;27.71928;342.7331;22.80209
155.5562;4.131563;37.06625;28.35596;345.8719;22.80205
155.655;4.101438;35.79781;26.01003;345.0244;22.80203
158.7375;4.1;37.79031;27.75554;346.6744;22.80153
157.435;4.122406;37.92125;27.06773;345.2006;22.80151
154.9975;4.117562;35.80593;27.2936;346.0088;22.80125
159.1337;4.094375;38.36281;29.17536;342.6244;22.80108
155.8663;4.116594;38.84594;27.64999;344.9569;22.80065
157.0638;4.1125;37.38781;26.73159;345.0506;22.80062
156.525;4.118;36.19563;27.24503;344.7938;22.80043
156.1675;4.130156;40.51719;28.3162;345.885;22.79919
156.2487;4.136937;39.45406;28.54136;344.4019;22.79906
158.1625;4.133937;40.0325;30.48357;345.7219;22.79807
156.61;4.079156;37.72844;26.6383;344.1225;22.7979
157.4725;4.100094;39.34125;28.47963;344.1356;22.79722
156.0462;4.129344;39.44688;28.67522;344.4094;22.7972
157.3687;4.100688;39.1225;28.42723;344.5781;22.79686
155.5313;4.119688;39.61219;27.46203;345.45;22.79668
157.3288;4.100219;39.11406;28.43461;344.3344;22.79629
156.0287;4.076313;35.41563;26.02205;344.4113;22.79624
155.9588;4.116281;40.11406;27.9727;345.1856;22.79608
157.3237;4.085312;38.76406;28.41802;344.0681;22.79602
155.3862;4.103312;35.49313;25.40878;346.1869;22.7959
154.21;4.108188;35.02375;25.75314;345.5925;22.79577
156.7937;4.118312;39.41781;27.74347;345.9731;22.79555
157.0838;4.118719;36.18625;27.03761;344.8519;22.79526
156.3563;4.118813;36.18625;27.21244;344.985;22.79507
155.5;4.114656;38.79531;26.48831;345.5156;22.79493
157.4512;4.158625;39.27;26.73243;346.9987;22.79489
156.595;4.137719;40.79281;28.53066;344.2087;22.79488
154.9463;4.117031;36.47281;27.04648;344.7956;22.79486
157.4212;4.080906;37.07344;27.69992;343.5619;22.79468
154.65;4.112968;36.36844;26.28764;344.7188;22.79441
154.47;4.114031;35.45219;26.94244;345.6412;22.79412
155.4312;4.112375;36.68656;27.31809;346.0444;22.79409
158.0575;4.130125;38.51688;29.07036;345.69;22.79406
156.4688;4.116562;36.20625;27.28639;344.9287;22.79355
159.3463;4.092219;37.92625;27.44772;346.5675;22.79353
155.9063;4.136563;38.36656;29.01395;344.8406;22.79337
158.72;4.101219;38.50813;27.72826;346.485;22.79315
154.8975;4.113031;35.80219;27.29785;345.9188;22.79292
157.0375;4.117125;37.60188;26.36117;346.2787;22.79292
157.3925;4.102;40.04187;28.45357;344.4225;22.79278
157.51;4.135094;38.79813;28.81051;345.1013;22.7927
156.0938;4.108125;35.68625;26.20736;345.5663;22.79268
156.9263;4.117938;36.19406;27.11042;344.7019;22.79239
155.92;4.11175;36.23438;27.67023;345.9581;22.79239
156.3425;4.111344;35.75;26.24913;346.1044;22.79188
156.5125;4.125594;39.77094;27.67441;346.0444;22.79181
156.1525;4.109125;37.8475;26.7501;345.9506;22.79154
154.935;4.118625;36.47906;27.07201;344.6869;22.79149
156.4512;4.119469;36.18187;27.24957;344.6288;22.79125
154.52;4.109938;35.45469;26.92788;345.5831;22.79123
156.9925;4.120937;39.91688;28.18333;344.5013;22.79096
156.42;4.127313;39.76;27.73903;345.9675;22.79034
156.2;4.072625;37.38656;26.09267;344.5181;22.7901
157.4863;4.111343;40.03563;27.93838;343.8956;22.78997
157.2363;4.082313;38.94625;26.85023;343.8619;22.78992
157.1187;4.131938;37.16031;28.38959;344.5425;22.78979
155.4825;4.120344;35.96062;26.74139;345.5212;22.78978
157.2538;4.120125;37.89625;27.11172;344.7244;22.78973
156.9375;4.132438;39.35125;28.50337;345.5775;22.78937
155.6;4.11225;35.69375;26.64142;345.4444;22.78923
156.325;4.11725;36.18031;27.29146;344.955;22.78922
156.1613;4.062375;33.54531;25.51422;344.8969;22.78918
157.0437;4.118406;38.55781;26.81413;345.5419;22.78896
156.8313;4.128469;40.68438;28.54365;345.5681;22.7886
156.6037;4.110312;36.86781;26.19562;346.2881;22.78828
157.5063;4.132437;38.79625;28.84105;345.0262;22.78804
154.6663;4.116313;37.69312;26.24607;344.6738;22.7879
156.3375;4.116437;36.18156;27.29146;344.9325;22.78788
155.8763;4.110781;36.30906;27.92867;345.8081;22.78748
157.3687;4.077031;37.07188;27.6823;343.5394;22.78746
155.5237;4.117063;39.90813;28.03352;345.045;22.78743
155.8387;4.132187;38.135;28.96941;344.7581;22.78738
155.8288;4.113469;39.70156;27.72719;345.3431;22.78714
157.7462;4.119563;38.99532;28.44974;345.6244;22.78695
155.7412;4.097531;34.6625;26.31336;345.9713;22.78663
156.1588;4.075188;34.30188;26.83948;344.3062;22.78662
158.57;4.118656;38.66344;29.58478;345.8606;22.78659
158.755;4.116625;38.64437;29.57619;345.7331;22.78635
155.3987;4.113469;35.85969;27.25866;346.0163;22.78607
156.6987;4.128938;40.10531;27.90009;344.4562;22.78585
155.5663;4.1135;37.78969;26.03127;345.9225;22.78543
155.9638;4.12875;41.305;29.05463;345.9188;22.78462
157.1475;4.117782;38.99781;27.14314;345.1406;22.78433
156.7725;4.114375;38.85938;28.66523;345.3994;22.78427
155.3962;4.118344;39.90157;28.00209;345.2775;22.78387
156.1263;4.133344;39.45063;28.58823;344.2875;22.78336
155.1212;4.120062;36.48063;27.00073;344.9175;22.7832
155.4775;4.115844;35.65219;27.17473;345.3281;22.78297
155.4187;4.116875;35.65094;27.17367;345.3225;22.78292
157.2737;4.110281;36.97031;26.78379;344.1338;22.78263
157.1725;4.113438;37.3875;26.81872;344.9925;22.78257
155.4225;4.121094;39.90875;28.02987;345.2513;22.78144
156.3;4.128594;37.90812;29.20169;345.8494;22.78139
155.865;4.099094;35.64469;25.72798;345.9375;22.78083
154.67;4.117031;35.60406;27.07441;344.8987;22.78081
156.9037;4.130813;39.35688;28.48372;345.5231;22.78072
158.2487;4.077281;36.94656;27.77515;342.8231;22.78062
155.0863;4.107406;38.08313;25.92149;345.3694;22.78004
155.0412;4.118875;36.48156;27.02038;344.91;22.77973
155.8138;4.112969;37.36281;26.80035;346.0125;22.77965
156.2;4.130469;40.52438;28.30696;345.885;22.77957
156.1775;4.110344;36.22906;27.73099;345.8569;22.77884
156.755;4.120625;40.06344;27.55951;345.7406;22.77882
154.87;4.115;35.8;27.28107;345.8175;22.77861
155.9312;4.102469;35.70187;26.30976;346.1737;22.77843
156.7925;4.119125;39.41687;27.62551;345.75;22.77821
154.945;4.109063;37.30062;27.64682;345.7238;22.77771
157.2487;4.120781;37.90375;27.09161;344.7075;22.77764
155.45;4.115719;35.65;27.13616;345.3488;22.77715
155.5762;4.103;35.79969;26.02624;345.0694;22.77688
158.48;4.116562;38.66219;29.56265;345.9787;22.77679
155.0325;4.110125;38.08219;25.96581;345.2475;22.77676
156.7387;4.119657;39.40281;27.64786;345.8006;22.77661
155.2112;4.113469;35.50906;26.08177;345.7369;22.77601
154.9025;4.109562;38.08125;25.96071;345.3019;22.77598
156.6013;4.129812;39.99219;29.35172;345.7031;22.77593
157.3712;4.13075;39.65969;28.80496;345.0731;22.77427
156.2538;4.110594;35.66406;26.0871;345.45;22.77391
155.5262;4.118688;35.66156;27.13374;345.5006;22.77354
157.525;4.159906;39.26125;26.69647;347.0212;22.77332
156.1712;4.073469;36.75375;26.09825;344.5463;22.77316
154.3175;4.107469;36.20875;25.7455;345.5569;22.77316
157.15;4.123156;39.81781;28.30206;344.2387;22.7731
157.2188;4.11525;36.97094;26.81312;344.3606;22.77253
156.9;4.122781;39.93687;28.23879;344.5537;22.7723
156.3288;4.112062;37.85313;26.7161;345.9;22.77173
157.9725;4.112813;39.80344;27.68837;344.6569;22.77166
156.9187;4.130156;40.78844;28.53374;345.4969;22.77163
154.9438;4.108594;37.17375;26.11802;345.7969;22.7714
156.5525;4.121875;36.18282;27.22636;344.5256;22.77138
154.1413;4.1085;34.86281;26.47869;346.1494;22.77115
156.89;4.131187;39.34469;28.50208;345.4969;22.77085
157.5713;4.134062;38.78656;28.85061;345.1013;22.7707
155.6087;4.114594;36.28281;26.6086;345.2494;22.77056
154.4162;4.111562;36.38719;26.10908;345.7481;22.77054
157.7525;4.097188;40.81906;29.42183;342.9262;22.77029
156.4762;4.142281;40.18938;28.65782;344.2481;22.77023
156.7262;4.1315;40.09312;27.92848;344.3287;22.76995
155.78;4.104219;34.52687;26.10577;345.5738;22.76963
154.635;4.118093;35.60844;27.05725;344.9344;22.76957
155.01;4.113531;39.37031;27.66601;345.2625;22.76955
156.1212;4.129656;38.37281;29.11266;344.8387;22.76942
155.9588;4.094281;35.42688;26.79381;345.0244;22.76939
158.1362;4.070437;35.96156;26.82121;342.5644;22.76923
155.1425;4.124656;36.23438;27.51467;344.7675;22.76853
155.66;4.129687;37.06344;28.32391;345.8269;22.76799
155.7575;4.132094;39.82469;29.11341;345.93;22.76794
155.8013;4.105813;34.50656;26.1417;345.4594;22.7679
156.755;4.111875;38.41219;28.69768;345.2831;22.76754
155.6738;4.112281;35.77063;25.9142;345.5212;22.76709
155.8262;4.128313;38.46531;28.61008;345.7725;22.76703
156.3513;4.117719;36.17688;27.24851;344.7375;22.76694
155.08;4.114937;35.80281;27.26372;346.0744;22.76682
154.525;4.11125;35.12563;25.55495;347.0719;22.76667
155.64;4.11575;38.82156;27.69257;345.3394;22.76651
156.3788;4.084688;36.45687;28.04603;344.1525;22.7662
155.21;4.115625;38.82813;27.76758;345.3131;22.76599
154.1275;4.1125;34.86;26.5393;346.5862;22.76595
155.7213;4.099594;36.72625;26.00611;345.0881;22.76588
154.9375;4.113437;39.4;27.63257;345.2325;22.76579
157.1763;4.068875;37.59781;26.32468;343.7588;22.7654
156.3625;4.115937;36.20937;27.25972;344.7544;22.76509
155.765;4.113281;38.72969;26.59355;345.7987;22.76472
155.3675;4.107219;38.16063;25.91643;345.3975;22.76445
155.845;4.11475;38.47906;27.58175;345.105;22.76437
157.5638;4.109125;40.0625;27.99275;343.65;22.76389
155.7588;4.1165;37.78593;25.96581;346.0481;22.7636
157.0325;4.085625;39.00187;27.1037;344.6475;22.76346
155.6837;4.100438;35.78875;25.98594;345.2362;22.76339
155.8138;4.106344;34.59281;26.14137;345.4444;22.7631
156.1163;4.127219;40.50781;28.35086;345.8025;22.7631
155.1825;4.112375;38.79656;26.461;345.615;22.76282
156.7937;4.118844;39.41156;27.76209;346.0612;22.7628
156.0963;4.103469;37.4625;26.00471;345.0356;22.76267
156.8112;4.119219;39.41781;27.61418;345.7181;22.76189
154.8825;4.111969;37.18687;26.16838;345.8025;22.76023
155.35;4.114;38.82156;27.73693;345.3712;22.75993
156.9175;4.1315;37.16937;28.44974;344.6625;22.75992
154.9437;4.109844;37.30969;25.69122;345.7313;22.75974
155.0225;4.108656;39.3775;27.71198;345.27;22.75961
155.3937;4.127188;37.15875;28.35344;346.0031;22.75935
156.2513;4.114937;37.15781;28.35962;345.8588;22.75915
157.3562;4.083938;38.74906;28.39932;344.1019;22.75893
157.205;4.117719;37.52094;27.14983;344.7056;22.75877
156.6125;4.105563;36.30219;25.72572;345.3244;22.75803
154.21;4.107219;35.90438;26.42178;346.1175;22.75781
155.99;4.121875;39.59187;27.413;345.3919;22.75762
155.295;4.109313;38.80375;26.51325;345.5812;22.75761
155.8275;4.101812;36.27938;25.984;344.9194;22.7574
156.2538;4.076;37.38812;26.07031;344.4169;22.75733
154.7838;4.109219;36.7025;25.91213;345.435;22.75731
157.0413;4.08025;38.23156;26.70599;344.1544;22.75697
156.5325;4.090906;37.975;28.38087;344.3119;22.75678
156.7012;4.120344;39.40219;27.72164;345.63;22.75621
156.6675;4.1225;36.18375;27.29251;344.49;22.75614
154.4225;4.109813;36.42688;26.33491;344.5856;22.75574
155.0513;4.10925;39.27969;27.72329;345.2288;22.75553
155.2325;4.106937;38.08812;25.95373;345.4181;22.75551
155.99;4.115719;39.58656;27.38645;345.4369;22.75547
154.53;4.116594;35.44469;26.92841;345.4931;22.75476
155.505;4.112062;35.97063;26.01981;345.9075;22.75469
156.6738;4.1365;41.34125;30.23863;345.7444;22.75448
155.0963;4.1045;34.81281;26.07109;345.7613;22.75441
157.46;4.121531;37.59563;28.29358;345.7631;22.75436
156.0163;4.11025;35.69;26.15693;345.4987;22.7542
156.5975;4.135094;40.79156;28.5783;344.3325;22.75418
158.725;4.100937;37.86687;27.75789;346.6594;22.75359
156.3488;4.102687;37.51344;25.98023;345;22.75305
155.4625;4.121406;39.91406;28.02703;345.0619;22.75299
155.575;4.11325;37.42281;27.63865;345.3506;22.7529
154.8338;4.111563;35.81313;27.33989;345.7219;22.75248
157.1975;4.097969;40.60531;29.64301;341.58;22.75239
157.455;4.133219;38.86656;28.83397;345.2081;22.75235
156.3763;4.120781;36.18219;27.24772;344.6212;22.75202
154.67;4.105656;37.14906;25.74043;345.8156;22.7519
155.525;4.117031;37.05969;27.55829;345.2888;22.75159
154.5437;4.110562;36.38969;26.19145;345.8606;22.75129
156.96;4.117157;36.19688;27.13;344.6381;22.75118
155.8362;4.104344;34.48844;26.17115;345.4594;22.75058
156.7025;4.130781;40.10469;27.94048;344.4131;22.75038
155.485;4.111344;38.80625;26.43995;345.6975;22.74988
157.1512;4.121031;38.83125;28.85565;345.3244;22.74982
155.6937;4.113;37.77375;26.06245;346.0406;22.74956
156.86;4.123281;39.42188;27.7322;345.8513;22.74955
155.84;4.131063;40.18125;28.86827;344.49;22.74902
157.27;4.096875;39.87625;28.44333;344.3719;22.74893
157.655;4.083031;37.07656;27.67281;343.275;22.74889
156.5687;4.145469;40.04469;30.1814;345.5156;22.74874
156.42;4.132406;39.71969;28.39164;344.775;22.74871
155.4738;4.11575;35.65344;27.11712;345.2588;22.74786
157.545;4.156562;39.26062;26.75201;346.9706;22.74749
155.1962;4.1165;35.78812;27.22154;346.0388;22.74727
155.4538;4.123156;37.47688;28.59026;344.4319;22.74726
154.9875;4.112031;38.87375;27.62838;345.3281;22.74724
155.995;4.136625;38.37375;29.0844;344.7994;22.74694
154.8175;4.113344;38.26156;27.99712;345.2438;22.74671
157.7063;4.116969;38.99844;28.43977;345.5325;22.74609
154.8188;4.122156;36.90625;28.12054;344.4956;22.74603
155.5363;4.12125;38.89281;29.1835;345.5981;22.74558
157.6313;4.119937;38.99281;28.44999;345.7875;22.74537
154.64;4.114532;36.05375;27.71649;344.4713;22.7444
157.5525;4.162219;39.99469;27.35935;346.9894;22.7439
156.61;4.121906;39.42031;27.68101;345.78;22.74326
155.9162;4.114094;39.59344;27.43364;345.5681;22.74298
155.0025;4.112469;35.80719;27.33674;345.7762;22.74297
155.37;4.114563;35.71375;26.03657;345.9075;22.74271
158.0788;4.112969;40.94125;28.48281;344.6794;22.74266
157.1425;4.120031;38.53593;26.85375;345.2981;22.74211
156.645;4.119344;36.19906;27.27439;344.4975;22.74155
157.2162;4.122719;39.80281;28.30979;344.4788;22.74155
154.87;4.113937;35.79781;27.34842;345.6675;22.74155
156.2725;4.090281;36.93813;27.49619;344.2613;22.7415
155.1637;4.109656;36.05625;25.99767;345.6994;22.74139
156.2063;4.105;37.45813;25.982;344.7844;22.74114
155.85;4.098969;35.23469;25.76048;345.9562;22.74088
157.0112;4.132344;37.16531;28.46328;344.7431;22.73952
154.0338;4.069812;36.49125;27.93866;345.1331;22.73944
156.4012;4.07275;35.83813;26.29649;345.2362;22.73853
157.3788;4.102125;40.02844;28.47401;344.4544;22.73853
156.79;4.117;37.35375;26.75255;345.0956;22.73853
156.3525;4.130188;39.73906;28.44359;344.9513;22.7381
156.5612;4.108719;37.14313;26.04691;345.5025;22.73803
156.5862;4.120469;36.17219;27.26369;344.5294;22.738
157.4263;4.139375;38.87188;28.8385;345.2194;22.73765
155.03;4.1255;36.22313;27.54743;344.58;22.73715
