K5PC5CH.OP;K5P19_1.PV;K5PC6CH.OP
26.60813;-321.7092;38.96698
32.10656;-321.7087;44.12302
31.50661;-321.7086;44.12271
31.80094;-321.7077;44.19516
30.97646;-321.7073;42.88526
31.79469;-321.7046;44.15193
32.0999;-321.7039;44.18646
32.05573;-321.7039;44.22583
30.38437;-321.7036;43.26885
29.81844;-321.7036;42.24453
32.27656;-321.7017;44.59922
32.06276;-321.701;44.13969
30.71187;-321.7002;43.10245
25.97344;-321.6998;38.82412
31.7875;-321.6977;44.12625
26.7738;-321.6973;38.8588
30.10687;-321.6973;42.30896
30.16312;-321.6965;42.34583
30.82047;-321.696;43.19437
30.78354;-321.6927;43.29365
31.25453;-321.6923;43.2687
31.15516;-321.6921;42.56068
29.16578;-321.6908;41.71115
31.74187;-321.6902;44.32286
31.40448;-321.69;43.25063
26.4975;-321.6898;39.16615
30.40589;-321.6892;42.33656
31.46865;-321.6892;44.10167
31.81953;-321.6892;44.1926
31.67005;-321.6877;44.105
29.68005;-321.6871;41.8251
31.09339;-321.6871;42.49667
26.0438;-321.6865;38.32787
25.92115;-321.6858;39.26427
32.02984;-321.6846;44.19807
27.14302;-321.6844;39.1263
30.51807;-321.6842;43.29287
29.73995;-321.684;42.27958
30.9076;-321.6837;42.23495
30.37234;-321.6827;43.22594
29.44359;-321.6806;42.19568
31.84844;-321.6804;44.21495
31.91693;-321.6802;44.2063
31.01526;-321.68;42.51771
30.95953;-321.679;42.33156
32.2224;-321.6761;44.20781
29.9276;-321.6748;42.27458
30.89713;-321.6742;43.18521
30.97214;-321.6721;43.30406
31.85927;-321.6721;44.21948
28.8176;-321.6719;41.31531
31.19823;-321.6712;44.13156
31.07224;-321.6711;42.49224
31.58057;-321.6704;43.9625
29.48771;-321.6702;41.83333
31.03172;-321.6696;43.24219
31.52938;-321.6692;44.10516
31.01354;-321.6679;43.69354
32.09594;-321.6665;44.13651
26.48208;-321.6656;39.02083
31.00703;-321.6652;42.40917
31.33052;-321.6631;43.29813
30.61333;-321.6623;43.28271
31.20047;-321.6623;43.26458
30.95859;-321.6608;42.43026
31.54776;-321.6608;44.10609
29.72766;-321.6606;42.24
32.21412;-321.659;44.16172
25.9388;-321.6552;38.78885
31.43;-321.6544;43.37125
29.75286;-321.6537;42.26719
29.0863;-321.6529;41.8189
31.4725;-321.6517;44.23729
28.93891;-321.6512;41.67573
29.77151;-321.6496;42.28776
31.65458;-321.6477;44.13448
31.0463;-321.6475;42.42604
28.49318;-321.6458;41.3612
30.9449;-321.6452;42.46927
30.42104;-321.6425;43.23656
29.04833;-321.6408;41.26865
31.82594;-321.6406;44.19359
30.72479;-321.6394;43.35453
29.38635;-321.6394;42.01047
29.92807;-321.6383;42.24302
31.2276;-321.6383;42.63573
29.59078;-321.6369;42.24015
30.44526;-321.635;43.28594
29.46203;-321.635;42.22891
29.90875;-321.6344;42.65505
31.65901;-321.6339;44.13521
29.61786;-321.6323;42.25448
30.66109;-321.6308;43.26026
31.61188;-321.6304;44.09922
26.78932;-321.6298;39.43089
29.73859;-321.629;41.90286
30.85135;-321.6283;43.35172
31.70443;-321.6283;43.97083
32.0575;-321.6283;44.21703
31.01937;-321.6263;42.35735
29.78839;-321.6235;42.63625
31.64;-321.6198;44.15656
31.9312;-321.6177;44.21062
30.90339;-321.6161;42.3686
30.02667;-321.616;42.21901
31.93479;-321.6154;44.20677
35.11896;-321.6152;46.9287
30.81521;-321.6144;43.13802
31.66734;-321.6129;44.10651
31.99859;-321.6129;44.32599
31.86646;-321.6125;44.08599
30.38531;-321.6104;43.32417
30.55036;-321.61;43.28088
31.70391;-321.6087;44.23635
31.73281;-321.6071;43.99729
29.74521;-321.6048;41.92349
29.77823;-321.6048;41.93448
31.62302;-321.604;44.16255
30.42682;-321.6035;43.2874
31.47432;-321.6033;44.1487
32.09464;-321.6015;44.2349
31.50438;-321.6006;44.13255
30.47068;-321.5992;43.33802
28.87198;-321.599;41.7337
32.03115;-321.5979;44.1151
30.69312;-321.5969;43.32823
30.62182;-321.5969;43.28635
31.85651;-321.5944;43.97818
29.90823;-321.5931;42.23391
29.46338;-321.5919;42.20422
29.62849;-321.5912;42.2237
30.2812;-321.5908;42.40219
29.62021;-321.5902;42.25068
25.83964;-321.589;38.7501
31.98651;-321.5887;44.21208
29.69813;-321.5865;42.20974
31.75984;-321.585;43.99286
32.09813;-321.5848;44.16521
31.87875;-321.5842;44.19703
29.84583;-321.5831;42.25833
31.75104;-321.58;44.20708
31.9412;-321.5792;44.18125
31.39292;-321.5787;43.27
30.39562;-321.5767;43.25073
30.06906;-321.5763;42.36599
31.75578;-321.5763;44.18359
30.34859;-321.5758;43.24833
26.74495;-321.5756;39.51922
31.61115;-321.5756;44.12026
32.2437;-321.5754;44.17266
31.91687;-321.5746;44.17516
29.40844;-321.5744;42.21052
33.2374;-321.5727;45.29354
29.59078;-321.5721;41.8126
32.07083;-321.5719;44.09255
32.16151;-321.5702;44.1387
30.28677;-321.5692;43.2612
31.95703;-321.5663;44.14427
29.76813;-321.5635;42.21568
31.95219;-321.5621;44.19375
26.33562;-321.561;38.92203
29.90589;-321.5609;42.31255
26.13511;-321.5602;38.7613
31.43969;-321.5594;43.95193
31.61667;-321.559;43.98386
31.7187;-321.5573;43.96833
32.42552;-321.5565;44.59854
27.39172;-321.5556;39.59823
30.18615;-321.5554;42.43979
31.14589;-321.555;42.49812
30.94859;-321.5546;43.20432
26.23349;-321.5542;38.8149
32.04234;-321.554;44.16823
30.13078;-321.5523;42.35031
31.04833;-321.5494;42.45911
30.31099;-321.549;43.33437
29.72641;-321.5479;42.29531
25.89766;-321.5462;38.33828
25.44797;-321.5458;38.08578
31.06505;-321.5454;42.4812
28.79677;-321.5454;41.22156
26.86255;-321.545;39.52391
30.58745;-321.5435;43.34406
31.98318;-321.5431;44.08568
31.86495;-321.5429;44.14703
26.01672;-321.5423;38.89458
31.96511;-321.5402;44.07985
31.59734;-321.5396;43.98203
31.68844;-321.5396;44.13203
31.69026;-321.5383;44.09214
29.80594;-321.5381;42.27891
31.10578;-321.5381;42.32516
32.11719;-321.5371;44.20536
30.52677;-321.5369;43.35203
29.69042;-321.5369;42.22422
31.67349;-321.5367;44.28234
31.78917;-321.5358;43.98391
31.57443;-321.5356;44.18135
29.82245;-321.535;41.95349
31.68687;-321.5348;44.16995
31.22885;-321.5325;42.52839
31.69161;-321.5321;44.10812
29.34578;-321.53;41.78229
29.52641;-321.53;41.78115
31.9224;-321.5292;44.0176
29.42193;-321.5271;42.26245
32.17266;-321.5269;44.24625
32.10625;-321.5265;44.22193
29.51922;-321.5246;41.84412
31.96068;-321.5244;44.02797
25.84307;-321.5229;38.77891
31.65734;-321.5225;44.14719
31.90698;-321.5221;44.12437
32.04724;-321.5212;44.22109
32.01015;-321.521;44.20245
35.70531;-321.519;47.15547
30.30755;-321.5187;42.30349
29.80833;-321.5175;42.26198
30.05578;-321.5171;42.63474
31.84083;-321.5162;44.19745
29.58422;-321.516;41.82766
31.7688;-321.5142;44.12646
31.29104;-321.5129;43.40573
30.79849;-321.5106;43.33323
31.52974;-321.5083;44.11198
31.10474;-321.5081;43.27979
29.18427;-321.5079;41.80964
25.83;-321.5071;38.28463
31.99901;-321.5067;44.24203
31.87474;-321.506;44.17432
31.53417;-321.5052;44.15313
26.34687;-321.505;38.87271
29.82807;-321.504;42.22234
30.73979;-321.5035;43.29906
31.52714;-321.5035;44.08042
31.66078;-321.5035;44.1787
31.92443;-321.5025;44.1651
31.65271;-321.5023;44.10432
31.36318;-321.5019;43.38016
31.14917;-321.4994;42.47708
31.09641;-321.4992;42.44479
32.07265;-321.4971;44.26917
26.31614;-321.4969;38.78083
31.85287;-321.496;44.195
31.7325;-321.495;44.24974
25.7162;-321.4946;39.05906
31.60896;-321.4931;44.17385
30.91443;-321.4915;43.18609
25.54151;-321.4915;38.57531
30.10031;-321.489;42.37781
29.35479;-321.4881;41.76552
25.95198;-321.4875;38.19443
30.22724;-321.4861;42.43797
29.05276;-321.4854;41.68469
31.68432;-321.4854;44.10563
29.53255;-321.485;41.82656
30.94036;-321.4839;42.38094
33.04979;-321.4831;45.4851
31.92333;-321.4804;44.0961
29.57005;-321.48;41.82687
31.79245;-321.4798;44.26661
31.07271;-321.4796;43.70073
30.80792;-321.4788;43.345
29.84958;-321.4775;42.21292
29.20812;-321.4758;41.77526
29.97448;-321.4754;42.35104
31.84031;-321.4754;44.19177
31.61531;-321.4752;44.16245
26.97511;-321.4731;39.86641
30.32438;-321.4715;43.30537
30.55297;-321.4713;43.27422
31.83302;-321.4713;44.15078
26.42953;-321.4706;38.90641
29.88083;-321.4706;42.64687
30.17578;-321.4702;42.35292
30.74141;-321.47;43.29974
31.83339;-321.4696;44.21761
32.09776;-321.469;44.23526
29.72802;-321.4685;42.24224
31.90948;-321.4685;44.15865
29.13932;-321.4683;41.7937
32.09521;-321.4679;44.20474
32.08115;-321.4633;44.13536
29.00818;-321.461;41.76833
31.03786;-321.4604;42.32844
32.0163;-321.4602;44.16604
30.59224;-321.4596;43.34823
27.24557;-321.4594;39.59083
31.86682;-321.4592;44.09036
30.45807;-321.4581;43.3026
31.79323;-321.4575;44.20615
30.17427;-321.4554;42.38427
30.73885;-321.4546;43.34427
29.95703;-321.4536;42.21463
30.77323;-321.4525;43.36787
30.0175;-321.4523;42.38474
33.17188;-321.4519;45.50448
29.39037;-321.4517;42.22391
29.53469;-321.4485;42.21823
30.91875;-321.445;42.43604
32.51922;-321.4444;44.93802
29.84224;-321.444;42.28901
31.79521;-321.4433;43.9788
29.59672;-321.4421;42.23344
27.36469;-321.4417;39.69292
32.0087;-321.4408;44.18938
30.43146;-321.4406;43.24406
30.25505;-321.4404;42.4439
30.19906;-321.44;42.43266
30.47182;-321.4377;41.90984
31.76917;-321.4377;44.11922
30.34964;-321.4375;42.36271
31.95677;-321.4367;44.19614
31.73146;-321.4362;43.98922
27.60573;-321.4358;39.76365
30.73734;-321.4342;43.28635
27.08094;-321.4315;39.5899
30.47693;-321.4312;43.30198
29.44875;-321.4308;41.97979
29.08526;-321.4294;41.76271
31.87682;-321.4281;44.18474
29.99682;-321.4258;42.2262
29.53724;-321.4252;42.21375
28.35333;-321.425;41.23557
31.88516;-321.4248;44.25776
33.60109;-321.424;45.24375
30.51599;-321.4227;43.32781
31.58714;-321.4225;44.13411
30.20198;-321.4223;42.3751
30.17469;-321.4206;42.36187
29.91547;-321.4204;42.24323
30.39229;-321.4202;42.30708
32.00396;-321.42;44.17916
29.79042;-321.4188;42.22213
32.15927;-321.4185;44.16386
31.7963;-321.4181;44.14318
31.89333;-321.4171;44.18787
29.94672;-321.415;42.23682
31.95125;-321.414;44.25104
32.02464;-321.406;44.19406
29.0837;-321.4052;41.71687
30.11995;-321.4027;42.37578
31.79995;-321.4025;44.13063
31.60938;-321.3996;44.00052
31.82714;-321.3996;44.18651
32.16828;-321.3985;44.57214
31.76687;-321.3983;43.98724
30.82521;-321.3981;43.21792
31.0462;-321.3981;42.52568
31.99344;-321.3981;44.21547
29.86208;-321.3979;42.29338
31.75661;-321.3973;44.03901
27.22469;-321.3965;39.69208
31.70177;-321.3948;44.15479
31.90688;-321.3933;44.30198
30.9987;-321.3933;42.4724
30.55448;-321.3931;43.28391
30.3875;-321.3925;43.3437
28.42536;-321.3919;41.23151
29.70037;-321.3914;42.22792
30.79396;-321.3898;43.15167
31.00948;-321.3898;42.40505
29.48521;-321.3885;42.04094
30.76912;-321.3885;42.43406
29.71417;-321.3879;42.26719
32.02489;-321.386;44.2376
30.42594;-321.385;43.20417
26.16953;-321.3842;39.05448
31.91182;-321.3842;44.23646
27.36224;-321.3819;39.4825
30.28302;-321.3813;43.21198
29.65526;-321.3808;42.24437
31.54443;-321.3796;43.97594
30.03984;-321.3783;42.65682
30.29052;-321.3779;43.27083
31.56276;-321.3779;44.15599
30.4649;-321.3737;43.25974
29.56776;-321.3735;42.21896
25.81604;-321.3723;38.21786
32.07391;-321.3719;44.22958
26.18156;-321.371;38.88901
29.75448;-321.3708;42.28698
31.18333;-321.37;42.58526
30.23026;-321.3692;42.4162
31.19406;-321.3677;43.26901
31.92588;-321.3675;44.20844
30.31797;-321.3671;42.33625
31.42521;-321.3662;43.27016
30.88313;-321.366;43.18526
26.29662;-321.3642;39.00927
30.77135;-321.364;43.17792
29.70615;-321.3623;42.23427
30.81161;-321.3542;43.30974
32.08339;-321.3533;44.14854
31.73214;-321.3531;44.20094
31.59547;-321.3529;44.13604
30.61563;-321.3527;43.33458
32.13979;-321.3519;44.13063
31.3562;-321.3517;43.30891
32.03104;-321.3502;44.23807
32.13052;-321.3494;44.09698
30.22589;-321.3492;42.38875
31.76557;-321.3485;44.16927
31.68229;-321.3483;43.9825
26.5975;-321.3479;39.08651
25.37479;-321.3469;38.91823
29.39276;-321.3456;41.79885
31.70453;-321.3452;44.24307
29.745;-321.3442;42.22146
30.36875;-321.3438;42.43359
31.45229;-321.3438;44.14427
27.17562;-321.3433;39.58682
31.98922;-321.3429;44.21161
31.73354;-321.3427;44.19849
32.07292;-321.3425;44.18005
32.01735;-321.3421;44.27906
31.7287;-321.3396;43.99875
26.8499;-321.3394;39.0912
31.74042;-321.3394;44.20115
30.79479;-321.3387;43.34641
32.21437;-321.3337;44.16052
26.49537;-321.3337;39.10917
31.93885;-321.3319;44.01807
32.14734;-321.3311;44.12474
31.08292;-321.3277;42.56354
31.73224;-321.3267;44.24427
31.81766;-321.3267;44.1526
33.64646;-321.3264;45.25193
31.76563;-321.3264;44.10213
31.96479;-321.3264;44.27937
30.16693;-321.3248;43.23396
30.45057;-321.3239;43.3375
30.36198;-321.3223;42.43568
30.16661;-321.3223;42.63042
31.14463;-321.3194;43.27188
29.58573;-321.3185;42.23635
26.13724;-321.3179;38.99963
31.7538;-321.3158;43.97911
30.48547;-321.3156;43.29995
31.6901;-321.3156;44.15682
29.11875;-321.3144;41.78208
31.83167;-321.314;44.14312
29.21307;-321.3131;41.79156
29.70135;-321.311;42.29234
31.83063;-321.3108;44.18396
31.06292;-321.3102;42.49719
32.5837;-321.3092;45.09292
29.4624;-321.3085;42.04073
30.07625;-321.3065;41.94469
30.37828;-321.3056;43.22573
31.98688;-321.3056;44.11063
29.27359;-321.3054;41.71589
29.82589;-321.3044;42.21609
29.19135;-321.3035;41.85531
30.53885;-321.3029;43.32615
31.85339;-321.3029;44.21266
31.96839;-321.3025;44.35172
31.78651;-321.3025;44.15453
25.92026;-321.3023;38.40141
27.35745;-321.3017;39.61901
30.74828;-321.2979;43.32974
30.40698;-321.2962;42.3275
30.85464;-321.2954;43.16797
29.6776;-321.2954;41.91141
30.9299;-321.2946;43.69292
30.91276;-321.2938;43.29786
31.83641;-321.2935;44.16531
30.46344;-321.2933;43.32172
31.37661;-321.2931;43.31406
31.78479;-321.2931;44.30458
29.2088;-321.2925;41.77083
26.90245;-321.2913;39.51714
31.17969;-321.2904;43.20318
31.89724;-321.29;44.15927
31.19755;-321.2865;42.61047
31.96672;-321.286;44.20328
30.66234;-321.285;43.28167
31.99453;-321.285;44.20255
30.14953;-321.2842;42.39578
26.55437;-321.2831;39.26297
29.30234;-321.2823;41.77047
31.65063;-321.2819;43.95573
29.60693;-321.2819;42.21807
26.45401;-321.2808;39.18578
30.17036;-321.2804;42.29901
30.02849;-321.2804;42.36224
29.40943;-321.2802;42.04089
24.47349;-321.2794;38.91047
31.01844;-321.2794;42.46865
25.71094;-321.2787;38.35135
31.79552;-321.2787;44.30354
31.02766;-321.2777;42.41526
31.69609;-321.276;44.18552
30.88214;-321.2735;42.57125
31.13115;-321.2698;42.42297
29.2499;-321.2683;41.78198
33.63781;-321.2681;45.22932
33.75156;-321.2677;45.21714
30.76813;-321.2669;43.36849
31.37141;-321.2669;44.1463
32.11656;-321.2661;44.1749
30.94932;-321.2652;42.37641
29.36755;-321.2648;41.79693
31.94844;-321.2642;44.1186
32.08297;-321.2639;44.11365
31.945;-321.2633;44.17083
31.70958;-321.2604;44.24
29.66453;-321.26;42.25089
30.23385;-321.2589;42.30432
31.89359;-321.2583;44.24396
32.03724;-321.2583;44.22953
30.58479;-321.2556;43.38213
29.64703;-321.2546;42.22682
31.29677;-321.2538;43.34734
31.5701;-321.2533;43.96755
30.36958;-321.2517;43.28943
28.44917;-321.2502;40.2787
26.33088;-321.2485;38.91995
31.89531;-321.2433;44.16234
30.2776;-321.2429;42.3651
30.75661;-321.2408;43.39005
30.16417;-321.2398;42.43234
29.51776;-321.2396;41.8125
31.78719;-321.2392;44.14088
32.06521;-321.239;44.16766
31.76505;-321.2381;44.15495
29.30854;-321.2377;42.2087
29.02135;-321.2375;41.65271
26.8074;-321.2373;39.12021
30.30005;-321.2352;43.32354
29.74922;-321.2344;42.24255
29.78542;-321.2329;42.26437
31.0124;-321.2329;42.51771
31.81958;-321.2317;44.04438
31.67594;-321.2317;44.17865
30.79672;-321.2302;43.27948
29.74151;-321.2302;42.26089
30.94182;-321.2302;42.2788
31.74688;-321.2294;43.98229
31.6237;-321.2269;44.16505
26.30896;-321.2265;39.07052
26.2638;-321.226;39.38234
31.03021;-321.226;42.37448
32.07901;-321.226;44.16943
31.47542;-321.2254;43.94885
32.10604;-321.2254;44.20521
29.14042;-321.2248;41.8251
30.39531;-321.2244;43.24656
31.0424;-321.2229;42.39094
29.18125;-321.2229;41.85203
32.02422;-321.2229;44.26073
27.19062;-321.2192;39.6674
30.38333;-321.2183;43.24979
26.14604;-321.2165;38.78104
31.54526;-321.2137;44.11589
31.06844;-321.2127;42.38167
31.8651;-321.2112;44.03651
30.96276;-321.211;42.51401
26.9463;-321.2106;38.8824
29.71458;-321.2098;42.2351
31.41255;-321.2079;44.14719
32.08177;-321.2077;44.10313
29.70385;-321.2077;42.23099
32.0099;-321.2073;44.20771
32.21677;-321.2058;44.78875
29.59604;-321.2052;42.26719
25.44312;-321.2038;38.82844
33.55989;-321.2027;45.51953
30.5926;-321.2023;43.32667
27.95836;-321.1994;40.87026
30.41531;-321.1988;43.25536
30.93906;-321.1985;42.37021
31.58505;-321.1979;44.09448
31.82156;-321.1977;44.20323
29.79818;-321.1971;42.23875
31.0349;-321.1967;43.69542
32.08583;-321.196;44.20531
30.4449;-321.1954;43.30714
30.67901;-321.1929;43.26755
30.50438;-321.1929;43.27068
28.95094;-321.1917;41.68854
30.39255;-321.1915;43.23865
32.03912;-321.1902;44.45328
29.59995;-321.1873;42.26604
33.03688;-321.1848;44.93927
31.50943;-321.1833;44.10177
31.18682;-321.1821;43.30078
30.78563;-321.1808;43.23797
31.98219;-321.1804;44.1187
25.53635;-321.1802;38.77161
25.93125;-321.18;38.87307
32.79089;-321.18;45.32823
29.6176;-321.1794;42.19552
30.81672;-321.1769;43.28125
31.39328;-321.1767;43.33479
31.92307;-321.1723;44.17646
30.4351;-321.1717;43.28646
31.70172;-321.1708;44.13739
30.71724;-321.1702;43.29521
31.71953;-321.1681;43.97276
31.95167;-321.1677;43.98646
32.08406;-321.1665;44.19115
32.46068;-321.1664;45.1163
32.09406;-321.1664;44.19349
31.59865;-321.166;44.15865
29.52417;-321.1635;41.83198
31.6937;-321.1631;43.9749
25.99276;-321.1617;38.32234
31.14307;-321.1617;42.49656
29.40599;-321.1613;42.21901
30.99927;-321.161;43.17542
26.23328;-321.1602;38.72833
30.33088;-321.1579;42.38276
29.42531;-321.1575;41.80651
31.87854;-321.1542;44.01948
29.82271;-321.1542;42.2325
26.13688;-321.1523;38.43094
31.82948;-321.1519;44.18078
30.42979;-321.151;43.29698
29.10464;-321.1504;41.70656
30.27479;-321.1496;43.23583
30.70245;-321.1487;43.31588
25.86359;-321.1479;38.31698
31.90943;-321.1473;44.14156
26.68302;-321.1471;39.04646
31.505;-321.1471;44.13859
31.4713;-321.1458;43.33437
31.76083;-321.1448;44.19151
31.24354;-321.1437;43.41849
31.71646;-321.1427;44.16974
30.85854;-321.1396;43.29781
25.77927;-321.1394;38.31057
28.86177;-321.1389;40.86594
29.70151;-321.1381;42.20109
26.28271;-321.1369;39.04891
30.87214;-321.1369;43.16651
31.26229;-321.1367;43.28651
26.49057;-321.1367;38.76641
27.49875;-321.1363;39.73297
31.41719;-321.1358;43.30995
32.0462;-321.1358;44.18661
30.16537;-321.1356;43.23255
30.98339;-321.1354;43.20052
30.17745;-321.1354;42.35484
31.93062;-321.1346;44.01693
31.89016;-321.1346;44.17224
30.285;-321.1335;43.24729
31.94453;-321.1329;44.18594
32.64333;-321.1315;45.08016
29.84802;-321.1302;42.24172
32.1601;-321.13;44.1324
30.2776;-321.1294;42.34458
31.94521;-321.1279;44.17578
32.11948;-321.1273;44.16906
32.06208;-321.1271;44.11969
31.89016;-321.126;44.1951
26.14766;-321.1244;38.30891
32.06005;-321.1233;44.19854
29.82714;-321.1221;42.2774
30.72276;-321.1219;43.33719
26.56688;-321.1192;39.08437
32.10224;-321.1187;44.14667
27.6425;-321.1167;39.94141
30.5588;-321.1137;43.35563
29.62068;-321.1133;42.20052
31.77276;-321.1129;44.15115
32.73708;-321.1121;45.10505
29.34448;-321.1111;41.78885
30.88865;-321.1111;42.4512
26.57417;-321.1092;38.82292
29.54672;-321.1071;42.18802
31.3762;-321.1064;43.24297
30.95531;-321.1048;42.43083
29.03484;-321.1015;41.77422
31.74068;-321.1;44.1263
34.45026;-321.0998;45.99219
30.90573;-321.0996;43.23917
31.16589;-321.0988;42.28912
30.50411;-321.0983;43.33974
31.58943;-321.0956;43.97839
30.16641;-321.0917;42.41156
32.17963;-321.0904;44.18609
32.05323;-321.0885;44.2187
29.58766;-321.0875;42.23901
29.72896;-321.0873;41.83297
31.68573;-321.0871;43.94
31.58453;-321.0871;44.14516
25.65724;-321.0865;38.81422
31.88615;-321.084;44.18453
31.25766;-321.0837;43.40709
25.7499;-321.0837;39.07265
31.58667;-321.0833;43.93167
30.7113;-321.0823;43.33521
25.91078;-321.0806;38.32261
33.73797;-321.0777;45.15391
25.77521;-321.0769;39.11255
31.34396;-321.0758;43.14219
31.78161;-321.0756;44.00958
30.21276;-321.0738;42.34193
31.52057;-321.0721;44.1126
25.67906;-321.0719;38.79214
30.69708;-321.0719;42.38813
30.68526;-321.0702;43.3686
32.0438;-321.07;44.20229
32.16505;-321.0688;44.18656
27.00521;-321.0683;39.1051
31.73818;-321.0677;43.16724
31.44396;-321.0673;43.29406
32.26469;-321.0671;44.54625
28.10063;-321.0658;40.86495
26.08583;-321.0644;38.84917
30.49365;-321.0633;43.32536
29.98583;-321.0629;42.18365
31.89719;-321.0617;43.98229
29.30156;-321.0617;41.77453
29.71734;-321.06;42.34469
31.27219;-321.059;43.28479
31.39057;-321.0573;43.28797
31.71568;-321.0571;44.18687
31.89953;-321.0567;44.24307
25.84979;-321.0565;38.27557
32.05995;-321.0533;44.18323
32.05;-321.0525;44.10245
32.02214;-321.049;44.23854
31.77943;-321.0481;44.16651
32.16459;-321.0477;44.15417
26.32427;-321.0458;38.78875
31.30021;-321.0454;43.32615
29.28776;-321.0444;41.80583
32.68953;-321.0439;45.30917
29.87328;-321.0435;42.33073
29.28219;-321.0433;41.75562
31.99339;-321.0425;44.18781
31.87396;-321.0423;44.00489
29.81313;-321.0414;42.24375
31.57859;-321.039;44.12286
31.65307;-321.0388;43.95974
31.85312;-321.0388;44.20458
31.91182;-321.0358;44.16172
29.83203;-321.035;42.21177
31.25557;-321.0331;43.24156
31.94146;-321.0331;44.19229
31.5138;-321.0287;44.14719
29.85563;-321.0283;42.62526
26.97714;-321.0281;39.69844
32.19849;-321.0267;44.19958
30.19849;-321.024;42.30406
31.07115;-321.0231;42.37052
31.75297;-321.0229;44.2099
30.32016;-321.0225;43.23854
30.79099;-321.0221;43.29729
31.38766;-321.0217;43.95292
26.30865;-321.0206;38.82328
30.4774;-321.0204;43.25948
26.51583;-321.0162;39.41922
30.31589;-321.0142;43.22401
31.45401;-321.0127;43.92573
32.64974;-321.0123;44.95047
31.92995;-321.0119;44.20615
26.11182;-321.0106;38.92193
29.56594;-321.0104;42.23635
31.79474;-321.0102;44.18557
30.40745;-321.01;43.2401
29.20724;-321.01;41.78693
32.30224;-321.0096;44.22849
31.88578;-321.0083;44.15958
32.48938;-321.0069;45.12386
31.68901;-321.006;43.96667
26.14521;-321.0046;38.87646
30.27943;-321.0035;43.25729
29.37484;-321.0015;41.76729
29.08266;-321.0006;41.77167
31.86208;-320.9994;44.05719
30.37875;-320.9992;43.2488
31.90937;-320.999;44.09599
28.84464;-320.9985;40.88125
30.17271;-320.9973;42.37312
29.36807;-320.996;42.01995
29.80901;-320.994;42.25974
31.85318;-320.994;44.20156
31.26078;-320.994;44.13156
26.30677;-320.9937;38.84995
30.81349;-320.9937;43.14818
31.61224;-320.9937;44.14958
30.21182;-320.9929;43.2711
30.01682;-320.9923;42.37016
32.02266;-320.991;44.17406
29.90984;-320.9906;42.64198
30.61448;-320.9887;43.33859
29.23964;-320.9879;40.98458
31.68297;-320.9877;44.13885
31.59219;-320.9875;44.14
31.59167;-320.9871;43.98875
25.34823;-320.9871;38.78537
31.64844;-320.9861;44.13078
31.12651;-320.9846;42.42511
31.74297;-320.9846;44.14969
30.7562;-320.9844;43.30495
30.61448;-320.9842;43.30964
29.95807;-320.9837;42.34995
30.32906;-320.9821;43.30005
31.68573;-320.9814;44.14516
29.54677;-320.9804;42.18646
30.3324;-320.98;43.26099
30.36297;-320.9794;43.22531
31.35224;-320.9775;43.2687
31.8775;-320.9773;44.1737
29.82844;-320.976;42.20719
29.71448;-320.9758;42.21375
31.67776;-320.9756;43.97536
25.90354;-320.9748;38.78151
29.20609;-320.9748;41.7501
29.45729;-320.974;42.21416
30.62995;-320.9738;43.26786
30.50125;-320.9735;43.32161
31.88552;-320.9727;43.98833
31.64104;-320.9723;44.14896
32.04682;-320.9706;44.21312
29.80354;-320.9698;42.22849
30.90615;-320.9694;43.22943
31.68547;-320.9694;44.15187
31.59745;-320.9685;43.96172
26.2713;-320.9685;38.80563
25.55193;-320.9681;38.86219
30.33667;-320.9679;43.26224
25.69922;-320.9671;38.90729
27.14677;-320.9648;39.6951
30.12734;-320.9648;42.35547
31.84224;-320.9633;44.24896
25.82021;-320.9629;38.46959
30.44005;-320.9604;43.30088
31.82365;-320.9596;44.0274
31.82922;-320.9596;44.19922
30.61385;-320.959;43.34797
27.47333;-320.9552;39.59005
25.32995;-320.9542;38.70177
32.21052;-320.9512;44.63057
31.83943;-320.9496;44.12094
31.95557;-320.9489;44.07088
32.33453;-320.9483;44.89333
32.15656;-320.9479;44.21104
29.29839;-320.9456;41.79047
26.94203;-320.9442;39.10088
30.87682;-320.9433;42.45703
30.33193;-320.9431;43.25417
32.52542;-320.9425;44.88453
31.66432;-320.9413;44.07974
27.4338;-320.9404;39.61031
30.26297;-320.9396;43.25198
32.00854;-320.9392;44.19068
31.08448;-320.9388;43.30052
29.72359;-320.9388;42.21458
32.08401;-320.9379;44.24125
28.33052;-320.9375;40.28005
29.50729;-320.9367;42.20287
31.01021;-320.9337;42.42984
30.96667;-320.9317;42.35234
29.60406;-320.9296;42.21422
31.75094;-320.9294;43.97318
30.3287;-320.9292;43.22734
30.95635;-320.9286;42.25578
26.05266;-320.9281;38.94932
29.32208;-320.9273;41.75193
32.15062;-320.9271;44.21318
31.68964;-320.9269;44.15922
32.24281;-320.9261;44.18406
30.1601;-320.9252;42.44969
31.80547;-320.924;44.02542
30.52583;-320.9229;43.30812
31.68734;-320.9198;43.95953
29.8338;-320.9188;42.25781
26.69901;-320.9185;38.89099
28.96328;-320.9185;41.68401
26.71078;-320.9179;38.93255
30.91266;-320.9171;43.28453
32.11052;-320.9162;44.21026
31.08229;-320.9142;42.54063
28.9937;-320.9138;40.87255
30.74521;-320.9108;43.3725
30.02448;-320.9094;42.21833
