K5PC5CH.OP;K5P19_1.PV;K5PC6CH.OP
26.97984;-327.8215;39.68724
29.01042;-327.8185;40.95063
27.4488;-327.8185;40.20854
25.39198;-327.8179;38.55286
25.55359;-327.8165;38.17146
28.06932;-327.8146;40.96146
25.17432;-327.81;37.77224
22.06609;-327.8094;35.82563
29.12516;-327.8087;41.06266
25.23979;-327.8085;37.80083
29.78776;-327.8062;42.46266
27.62;-327.8042;39.67229
21.69344;-327.8025;36.07766
28.71495;-327.7998;41.27552
27.47797;-327.7998;39.97833
21.60594;-327.7977;36.0201
27.18349;-327.7973;39.25208
29.40708;-327.7952;41.00047
28.86932;-327.7948;41.27047
22.05568;-327.7921;36.11187
29.06302;-327.7921;41.83729
29.20359;-327.7917;41.92464
21.97323;-327.7914;35.81969
28.7901;-327.7883;41.2238
22.16964;-327.7869;35.84385
26.20641;-327.7867;39.38495
28.69766;-327.7827;41.26281
31.23365;-327.7827;43.31083
28.90521;-327.7817;41.31792
22.13958;-327.7796;35.37094
22.27047;-327.7796;35.54932
26.85922;-327.7796;39.38302
25.18302;-327.7767;37.78776
21.59682;-327.7762;36.04443
26.95604;-327.7746;39.65375
27.92734;-327.7742;40.09625
27.21349;-327.7737;39.6426
22.06656;-327.7727;35.49531
22.31562;-327.7727;35.61969
29.16917;-327.7719;41.82568
28.98682;-327.769;41.00302
28.03667;-327.7671;40.96469
21.96865;-327.7671;35.95375
28.67292;-327.7661;41.0862
28.00745;-327.7661;40.08995
27.27531;-327.7613;39.63323
29.14776;-327.7604;41.0414
22.19859;-327.7575;35.60349
25.57146;-327.7563;38.22375
29.04385;-327.7554;41.39911
21.82083;-327.7552;36.07693
26.03719;-327.7542;39.13958
22.10839;-327.7527;35.4162
22.04214;-327.7521;35.88703
21.99453;-327.7504;35.80687
27.39625;-327.7487;39.65688
26.04505;-327.7433;38.86864
27.10042;-327.741;39.41276
25.9513;-327.7396;38.84151
22.16135;-327.7375;35.49813
22.0226;-327.7371;36.01547
29.33953;-327.735;41.31396
22.16271;-327.7339;36.10047
22.31344;-327.7337;35.63818
27.88021;-327.7323;40.07365
25.57474;-327.7323;38.58927
25.41036;-327.7314;37.78198
27.10771;-327.7314;39.65984
29.19599;-327.7298;41.8475
26.99182;-327.7294;39.66265
26.07745;-327.729;38.94875
28.23443;-327.7277;41.04505
27.85974;-327.7271;39.94396
22.18828;-327.726;35.62437
30.39042;-327.7231;42.42745
27.80677;-327.7202;39.92219
29.17979;-327.7173;41.85807
29.2537;-327.7165;41.84078
28.97943;-327.7158;41.04521
27.23365;-327.7158;39.67724
29.09234;-327.715;41.02937
21.75526;-327.7146;36.01453
27.85333;-327.7129;40.08015
29.17615;-327.7106;41.86115
29.025;-327.7087;41.19437
29.41771;-327.7075;41.28234
27.86583;-327.7073;39.92469
25.4275;-327.7054;38.12625
29.20464;-327.7052;41.24812
21.93172;-327.7048;36.05375
28.98615;-327.7044;41.21989
29.10026;-327.7044;41.81609
27.38495;-327.7019;39.65625
28.53766;-327.7019;41.25078
27.00562;-327.7006;39.54625
29.54146;-327.7004;42.50568
28.42979;-327.7002;41.05188
22.36208;-327.6996;35.42115
22.17912;-327.6992;35.26208
22.51292;-327.6963;35.64495
27.75896;-327.6944;40.97172
28.85417;-327.6935;41.23
29.135;-327.6925;41.2851
29.0563;-327.6923;41.42901
27.02141;-327.6921;39.67703
29.29349;-327.6919;41.06948
27.26396;-327.6898;39.62375
21.73646;-327.6883;36.06036
27.77912;-327.6877;39.87786
27.30338;-327.6877;39.35088
27.99333;-327.6846;40.13198
29.13474;-327.6827;41.82885
29.09427;-327.6821;41.88792
22.10339;-327.679;35.84542
29.06646;-327.6777;41.42745
28.92573;-327.6769;41.3362
29.11578;-327.6761;41.38005
29.46276;-327.6752;41.30838
28.90261;-327.6742;41.21682
27.98792;-327.6708;40.1274
28.63125;-327.6671;41.09651
26.87344;-327.6671;39.91146
29.28896;-327.6664;41.2976
29.71839;-327.6658;42.47166
29.18036;-327.6631;41.03156
29.11005;-327.6581;41.40974
28.23203;-327.6581;40.95563
26.37161;-327.6575;38.94188
22.45573;-327.6569;35.59412
28.30031;-327.6558;41.17979
28.93521;-327.6548;41.31417
27.89214;-327.6529;39.8837
23.1037;-327.6529;36.15693
28.99344;-327.6512;41.31583
27.26526;-327.649;39.29432
28.50537;-327.6462;41.10297
29.80255;-327.6435;42.45875
29.34547;-327.6433;41.33792
22.03797;-327.6389;35.99089
22.45328;-327.636;35.33073
29.7824;-327.635;42.49594
27.25292;-327.6342;39.62391
28.49724;-327.6339;41.14745
26.43281;-327.6313;39.13693
28.92901;-327.6308;41.28224
29.02031;-327.6296;41.80989
27.75073;-327.6288;40.04125
22.41297;-327.625;35.67916
27.04979;-327.621;39.5738
27.08729;-327.6208;39.58693
22.00182;-327.6202;35.85933
29.86667;-327.62;42.31521
21.88401;-327.6162;36.02562
28.73292;-327.615;41.31276
29.06594;-327.614;41.05235
21.9426;-327.6111;35.84948
29.14953;-327.6102;41.84901
21.98198;-327.6073;36.0688
25.51339;-327.6073;38.09365
28.87474;-327.6063;41.32224
28.24172;-327.6063;40.99125
26.90182;-327.606;39.3037
28.81422;-327.6048;41.31573
27.22547;-327.6031;39.585
28.55422;-327.6025;41.17818
28.92276;-327.6013;41.35844
27.32463;-327.6;39.58859
28.33151;-327.5969;41.10396
22.17927;-327.5963;35.54
25.51005;-327.596;38.2989
29.58807;-327.5925;42.51755
30.39354;-327.5883;42.39693
27.22099;-327.585;39.6426
27.3425;-327.5821;39.64083
27.3963;-327.5821;39.66568
27.17537;-327.5786;39.64276
22.03115;-327.5775;35.67594
25.50875;-327.5767;38.13
28.16307;-327.575;40.96026
22.11073;-327.5729;35.64469
25.24698;-327.5727;38.24068
28.81349;-327.5713;41.31641
29.09276;-327.5708;41.0876
26.92177;-327.5671;39.64172
25.95646;-327.5663;38.8838
25.55943;-327.5663;38.24141
28.90891;-327.5658;41.32443
27.37354;-327.5658;39.70562
30.21797;-327.5652;42.30271
25.59833;-327.5627;38.16177
28.03458;-327.56;40.14505
22.39776;-327.56;35.4026
29.23568;-327.56;41.89479
21.88042;-327.5587;35.9512
28.84063;-327.5585;41.30193
23.8724;-327.5571;36.77229
22.27766;-327.555;35.39265
29.11635;-327.5535;41.10313
22.24594;-327.5535;35.67219
21.62662;-327.5535;36.04083
29.06625;-327.5519;41.80823
22.1287;-327.5502;35.83552
21.84505;-327.549;36.06453
27.94953;-327.5487;39.86489
25.40635;-327.5481;38.58932
28.35422;-327.5454;41.00771
28.75661;-327.5427;41.20932
25.99703;-327.5427;38.91208
28.30693;-327.5425;41.27953
27.15031;-327.5419;39.42599
26.08594;-327.5413;39.1461
22.39286;-327.5388;35.64875
29.10646;-327.5383;41.08432
27.37286;-327.5363;39.64932
28.77828;-327.5356;41.27151
22.33083;-327.5354;35.3601
28.10755;-327.5346;40.12344
28.75854;-327.534;41.2075
22.24974;-327.534;35.4062
22.28323;-327.5335;35.54698
25.40063;-327.5325;38.18193
22.42172;-327.5279;35.64208
28.42609;-327.5258;41.02505
22.32911;-327.5258;35.67963
26.32224;-327.5254;39.39068
25.52781;-327.524;38.15557
28.83537;-327.5237;41.25187
28.09651;-327.5227;40.98682
28.41964;-327.5212;41.02823
29.00354;-327.5202;41.26245
29.30458;-327.5198;41.33427
21.72516;-327.5196;36.07651
27.85771;-327.5194;40.07255
29.19287;-327.5186;41.09938
22.29068;-327.5179;35.66568
29.05797;-327.5177;41.87557
26.12625;-327.5175;39.37953
25.32984;-327.5167;38.24969
25.6199;-327.5161;37.80984
28.99677;-327.515;41.30614
27.17307;-327.5142;39.65849
29.61172;-327.5133;41.76307
28.54635;-327.5123;41.22729
21.81911;-327.5117;36.05959
28.73333;-327.5113;41.18536
21.75818;-327.5104;36.05964
27.89146;-327.5098;39.87922
28.73568;-327.5092;41.17224
25.48979;-327.5092;38.07026
29.32771;-327.5065;41.84651
29.03953;-327.504;41.20625
29.75734;-327.5021;42.45271
25.24583;-327.501;37.7724
26.17828;-327.4985;38.86547
29.08036;-327.4981;41.85396
26.22958;-327.4973;38.8912
25.62219;-327.4971;38.14599
26.3376;-327.4956;38.91229
28.00599;-327.4942;39.97547
28.15333;-327.4933;40.99203
28.98786;-327.4933;41.25495
27.99302;-327.4927;40.09958
28.8351;-327.4911;41.02875
23.32755;-327.4869;36.27969
28.77391;-327.4856;41.21906
28.92005;-327.4839;41.26693
29.07953;-327.4831;41.36927
27.85287;-327.4827;40.05625
26.41667;-327.481;39.04021
27.24255;-327.4773;39.62109
27.28349;-327.4738;39.62167
27.45786;-327.4733;39.4275
28.37698;-327.4733;41.29615
28.98412;-327.4729;41.25161
22.43234;-327.4708;35.57583
21.6813;-327.4706;36.05557
28.61448;-327.4704;41.16922
28.93078;-327.4694;41.05198
28.10078;-327.4679;40.01036
25.52203;-327.4671;38.26
21.92708;-327.4662;36.07198
28.5724;-327.4631;41.06984
28.78896;-327.4629;41.28906
26.40432;-327.4602;39.36958
27.10646;-327.4596;39.69714
29.05443;-327.4571;41.87177
28.78812;-327.4561;41.17208
30.17958;-327.4546;42.29214
27.785;-327.4531;40.06797
27.79698;-327.4502;40.08391
31.21193;-327.45;43.36536
22.00401;-327.4492;35.82151
27.12891;-327.4465;39.72
26.30338;-327.446;39.38146
25.09391;-327.4454;37.66052
28.24818;-327.4446;40.98135
21.93417;-327.444;35.97755
27.21385;-327.4435;39.42307
28.88682;-327.4427;41.21437
29.20396;-327.4406;41.82349
28.92786;-327.4402;41.26943
27.45938;-327.44;39.66453
29.82271;-327.44;42.46563
26.87229;-327.4394;39.6237
22.03521;-327.439;36.07573
29.4025;-327.4365;41.33187
22.14307;-327.4331;35.56839
22.31042;-327.4296;35.57818
25.61021;-327.4283;38.27781
28.97948;-327.4258;41.3574
26.85984;-327.4256;39.56937
26.395;-327.425;39.11557
25.32057;-327.425;37.70203
26.86151;-327.4233;39.5276
28.71641;-327.4211;41.09125
29.80849;-327.4179;42.44255
22.23932;-327.4158;35.61521
22.33958;-327.4152;35.46188
27.02031;-327.4152;39.64687
28.84161;-327.414;41.20833
29.28302;-327.4135;41.05458
28.92745;-327.4106;41.20099
27.92479;-327.41;40.10614
26.2613;-327.4096;39.16552
22.27953;-327.4088;35.50516
30.39042;-327.405;42.37021
28.68047;-327.4025;41.19
29.70859;-327.401;42.45609
30.03542;-327.4004;42.35755
26.44281;-327.3994;38.97156
25.44687;-327.3992;38.23141
26.32854;-327.3983;38.91526
29.18813;-327.3981;41.83505
24.77182;-327.3967;37.53302
28.81667;-327.3967;41.24136
28.95917;-327.3946;41.31396
25.52141;-327.3944;38.16271
26.42802;-327.3933;38.87761
29.7774;-327.3911;42.4538
26.19328;-327.3892;39.02354
28.37464;-327.3887;41.02786
29.23859;-327.3877;41.35073
29.20031;-327.3842;41.09755
22.30839;-327.3829;35.56021
28.70547;-327.3817;41.27662
29.26875;-327.3804;41.2624
21.79484;-327.3788;36.05901
26.24688;-327.3748;39.15073
28.92792;-327.3748;41.21823
28.97141;-327.3692;41.06906
26.31;-327.369;39.25724
27.02698;-327.3685;39.6389
28.72318;-327.3679;41.27271
28.83031;-327.3669;41.32901
21.85703;-327.3665;36.00885
25.89609;-327.3658;38.93573
22.16979;-327.3617;35.5676
29.06766;-327.3577;41.83203
29.81094;-327.3567;42.46266
28.77188;-327.3563;41.19786
32.15688;-327.3563;44.14453
21.9251;-327.3558;35.86312
29.0488;-327.3546;41.80062
27.21156;-327.3538;39.66182
29.08229;-327.3527;41.0024
29.33151;-327.351;41.81937
27.98917;-327.3452;40.12188
27.63693;-327.3427;40.02864
28.98255;-327.3408;41.34187
26.01453;-327.3406;39.25219
27.15594;-327.3385;39.37323
25.94896;-327.3381;38.85563
26.27068;-327.3371;39.16193
29.03281;-327.3367;41.88068
28.27089;-327.335;41.28474
27.0787;-327.334;39.67026
30.3187;-327.3333;42.27818
21.79594;-327.3317;36.0476
27.25354;-327.33;39.61297
27.86339;-327.3292;40.03724
29.0774;-327.3279;41.02906
27.72646;-327.3256;40.09422
29.01385;-327.3256;41.0537
28.31036;-327.325;41.00161
26.32948;-327.3235;39.04599
21.86745;-327.3227;35.98776
29.05896;-327.3208;41.40562
29.28974;-327.32;40.97422
28.8525;-327.319;41.30354
28.71969;-327.3181;41.19156
27.94552;-327.3177;40.97151
28.94401;-327.3135;41.3262
28.99354;-327.3135;41.85938
28.86297;-327.3129;41.07521
29.10521;-327.311;41.0176
28.8374;-327.3092;41.24911
28.96526;-327.3069;41.19927
29.08052;-327.3058;41.08568
29.47719;-327.3023;41.3287
27.29516;-327.2992;39.67417
27.19859;-327.2981;39.52719
29.31234;-327.2971;41.25344
25.6924;-327.2952;38.23167
29.75396;-327.2935;42.46542
25.46932;-327.2921;37.73021
28.29969;-327.2906;41.10958
29.01432;-327.2888;41.35062
26.97688;-327.2863;39.36016
28.58609;-327.2858;41.33427
25.04948;-327.285;37.71625
25.40307;-327.2842;38.17286
27.25687;-327.2842;39.64547
29.15812;-327.2813;41.8613
25.35901;-327.2804;37.78016
29.21703;-327.2794;41.83464
29.06344;-327.2779;41.3512
27.36911;-327.2767;39.62156
28.89797;-327.2723;41.27167
29.12318;-327.2715;41.85151
26.40088;-327.2694;39.40776
26.93661;-327.2661;39.65427
27.18568;-327.2602;39.47583
27.83646;-327.2598;39.92318
30.32745;-327.2571;42.39766
28.83036;-327.2554;41.255
25.36677;-327.2506;38.16318
26.4875;-327.2479;39.79005
29.11453;-327.2469;41.03437
27.08109;-327.2433;39.59052
29.17813;-327.2415;41.91849
25.51161;-327.2404;38.54214
25.61099;-327.24;37.84036
29.14422;-327.2398;41.82906
26.28099;-327.2369;39.25198
22.365;-327.2354;35.34292
25.52761;-327.231;38.20333
26.6962;-327.231;39.66057
28.01823;-327.2302;41.01104
28.91979;-327.2273;41.2138
28.49708;-327.226;41.13005
27.28406;-327.2258;39.61703
29.21854;-327.2248;41.83427
25.61974;-327.2244;38.16432
29.17802;-327.2244;41.89885
29.03151;-327.2242;41.05729
25.54271;-327.2208;38.24922
28.30693;-327.2177;40.98396
22.27094;-327.2169;35.42323
26.19047;-327.2158;39.35162
27.23901;-327.2137;39.66057
26.05682;-327.2123;39.14521
25.68661;-327.2123;38.1949
29.0788;-327.2106;41.43484
28.42724;-327.2085;41.02328
28.60432;-327.2075;41.23021
29.47307;-327.2069;41.29937
27.02854;-327.2069;39.30964
27.30354;-327.2056;39.63948
26.38026;-327.205;38.99813
28.92615;-327.2046;41.43167
26.13047;-327.2044;38.96776
26.26047;-327.2039;38.90937
26.4725;-327.2033;39.12714
28.79589;-327.2025;41.21943
28.91344;-327.2017;41.24854
25.31156;-327.1998;38.24109
28.76557;-327.1996;41.31886
22.57078;-327.1994;35.54604
25.49562;-327.1994;38.16052
26.05193;-327.1963;38.8926
27.16323;-327.1946;39.63813
22.32219;-327.1942;35.59828
29.03687;-327.1919;41.86906
25.48891;-327.1906;37.82188
29.26406;-327.1894;41.78995
27.96896;-327.1888;39.88797
28.8151;-327.1867;41.19823
28.04016;-327.1865;39.85542
28.33391;-327.1856;41.02333
28.92271;-327.184;41.29583
22.21807;-327.1833;36.11854
27.05958;-327.1833;39.61844
26.22437;-327.1821;39.26089
22.09328;-327.18;35.95364
27.7751;-327.1798;40.07797
29.10823;-327.179;41.0725
29.00068;-327.1756;41.32021
25.51969;-327.1756;38.17276
25.34859;-327.175;38.10089
31.29302;-327.1737;43.30286
28.16167;-327.1723;41.00557
28.92172;-327.1711;41.30463
29.28599;-327.1694;41.03313
31.18359;-327.1685;43.35396
21.90922;-327.1681;35.90547
26.8738;-327.1642;39.70422
28.53078;-327.1638;41.04167
25.93146;-327.1627;38.70662
27.94307;-327.1615;40.96885
31.28792;-327.1563;43.38193
21.73214;-327.1556;36.03943
25.3749;-327.1556;38.78557
22.31187;-327.1548;35.34302
27.06766;-327.1544;39.69203
29.69333;-327.1521;41.9688
28.96047;-327.1508;41.37234
29.92042;-327.1504;42.53172
28.09583;-327.1469;40.9838
27.09818;-327.1458;39.89958
29.805;-327.1429;42.48391
28.93453;-327.1423;41.20813
27.07948;-327.1421;39.61104
28.33255;-327.14;41.06875
29.11318;-327.1363;41.87068
27.37792;-327.1356;39.62651
29.12854;-327.135;41.1263
22.14708;-327.1338;35.62135
22.02104;-327.1273;35.84125
28.79427;-327.1248;41.19375
29.84615;-327.1242;42.32401
26.23667;-327.1237;39.34266
29.0787;-327.1206;41.04515
28.61005;-327.1185;41.25417
26.98547;-327.1165;39.22276
25.50672;-327.1165;37.75396
26.18229;-327.1162;38.9311
27.17516;-327.1125;39.67302
29.80552;-327.1121;42.3437
27.07792;-327.1117;39.71755
29.16927;-327.1117;41.85875
22.29458;-327.1111;35.43552
29.055;-327.1102;41.14042
29.18234;-327.1081;41.86427
28.76766;-327.1063;41.28203
29.75542;-327.1035;42.46927
27.01531;-327.1027;39.6437
21.7087;-327.1025;36.04214
22.29505;-327.1019;35.66255
29.74505;-327.1019;42.47573
25.43156;-327.0981;38.07849
27.18932;-327.0981;39.62333
25.3062;-327.0971;38.15364
29.12833;-327.0971;41.83552
29.01109;-327.0969;41.37313
26.20167;-327.0969;39.26828
29.82901;-327.096;42.48875
28.22823;-327.094;41.09864
28.18109;-327.0929;40.98875
28.02083;-327.0921;40.0662
26.28677;-327.0879;39.10213
29.12484;-327.0875;41.80995
27.22797;-327.0871;39.63917
29.13214;-327.0869;41.29849
22.34578;-327.0865;35.43406
27.35109;-327.0835;39.69156
21.94208;-327.0833;35.93703
29.63521;-327.0831;42.465
28.9776;-327.0825;41.05265
28.10339;-327.0817;40.01365
28.63844;-327.0808;41.24166
25.57651;-327.0808;38.18219
28.97964;-327.0792;41.31682
29.09537;-327.0786;41.05583
28.62104;-327.0781;41.1974
30.0899;-327.0779;42.39812
27.16234;-327.0769;39.62563
27.10104;-327.0767;39.32088
26.12469;-327.0764;39.37411
29.02245;-327.076;41.41776
26.24385;-327.076;39.02287
28.71167;-327.0748;41.2313
27.16354;-327.0746;39.73635
29.06573;-327.0746;41.8901
29.74229;-327.0742;42.4711
26.27521;-327.0729;38.86359
29.63047;-327.0688;42.58339
28.74167;-327.0675;41.18844
28.90135;-327.0675;41.31396
26.99088;-327.0675;39.69177
28.16646;-327.0667;40.99823
26.43;-327.0652;39.33578
28.49943;-327.0633;41.14255
28.6751;-327.0575;41.04833
29.65995;-327.056;42.45896
27.15167;-327.0537;39.69938
29.22724;-327.0527;41.82276
29.85208;-327.0519;42.48833
28.95698;-327.0515;41.07771
25.58906;-327.0496;38.22594
28.77714;-327.0492;41.31922
28.43182;-327.0483;40.5838
29.12594;-327.0473;41.81948
29.0738;-327.0458;41.85953
28.91589;-327.0456;41.34291
27.76906;-327.045;39.86937
27.13281;-327.045;40.06469
29.04437;-327.0444;41.36177
22.23354;-327.0408;35.43917
27.02625;-327.0404;39.66813
28.37609;-327.0394;41.15354
25.65984;-327.0385;38.23828
26.38094;-327.0383;39.22385
25.62818;-327.0375;38.1812
26.36;-327.0369;39.18953
25.47917;-327.0365;38.18875
27.86557;-327.0348;40.9787
27.89292;-327.034;40.05182
28.62073;-327.0338;41.19495
26.27823;-327.0327;39.39891
26.36177;-327.0327;39.21964
28.86193;-327.0319;41.30838
28.02719;-327.0281;40.11531
29.13995;-327.0271;41.84505
25.45089;-327.0265;38.54432
29.91042;-327.0248;42.37344
29.15906;-327.024;41.88646
31.28271;-327.0233;43.27005
28.735;-327.0221;41.27037
27.08391;-327.0208;39.63849
25.48307;-327.0171;38.19735
29.18516;-327.0169;41.90125
27.03995;-327.0121;39.71229
28.90849;-327.0104;41.20021
25.3849;-327.0098;38.07964
27.32396;-327.006;39.66948
28.95963;-327.0033;40.99438
26.39734;-327.0031;39.37484
26.38458;-327.0004;39.31786
29.1537;-327.0004;41.85708
29.12115;-327.0004;41.83771
25.35349;-326.9984;38.21812
22.48276;-326.996;36.13099
28.53557;-326.9954;41.27724
27.11703;-326.9944;39.71906
25.51188;-326.9917;38.51141
29.09813;-326.9902;41.06922
28.44693;-326.9892;41.04599
29.16109;-326.9887;41.83187
27.17927;-326.9886;39.67562
27.87979;-326.9883;40.07813
28.07146;-326.9881;40.11755
26.34161;-326.9869;39.35698
28.88526;-326.9862;41.29896
26.12484;-326.9844;38.95995
26.99083;-326.9844;39.19297
22.3724;-326.9831;35.39995
29.38844;-326.9817;41.37401
26.15198;-326.9796;39.26354
28.0463;-326.9794;39.95818
28.22573;-326.9788;41.00459
28.3587;-326.9765;41.0174
29.15734;-326.9754;41.85125
28.9337;-326.9752;41.20349
28.32031;-326.9721;40.97047
28.76484;-326.9708;41.32359
29.11625;-326.9706;41.86115
29.26995;-326.97;41.82281
26.23995;-326.9698;38.85922
27.9337;-326.9665;40.92557
29.08677;-326.9656;41.89011
27.67906;-326.9652;40.98188
28.96365;-326.9652;41.04828
30.1088;-326.9648;42.41943
27.09417;-326.9644;39.67802
30.29104;-326.9642;42.4362
29.14432;-326.9642;41.90948
29.245;-326.9642;41.83125
25.33286;-326.964;37.83245
27.14083;-326.964;39.61287
26.25099;-326.9637;38.8225
28.88344;-326.9623;41.26109
27.18912;-326.9619;39.65734
29.90786;-326.9612;42.49089
29.08958;-326.9602;41.83016
25.52385;-326.9571;37.64682
28.09573;-326.9565;41.00109
29.31594;-326.9561;41.81521
29.28255;-326.9529;40.98422
31.16276;-326.9517;43.96833
25.92807;-326.9514;38.74906
28.88641;-326.9502;41.31177
28.52302;-326.9494;41.15443
25.45453;-326.9485;38.23729
28.44135;-326.9463;41.05885
29.19307;-326.9456;41.88411
29.81437;-326.9433;42.45417
27.15276;-326.9425;39.27708
26.01672;-326.9396;38.93979
22.29281;-326.9373;35.63562
28.99854;-326.9358;41.27563
25.81609;-326.9354;38.81781
22.01536;-326.9321;35.95313
25.77917;-326.9321;38.7663
29.6926;-326.9306;42.4712
29.2824;-326.93;41.84911
22.24719;-326.9279;35.67266
30.24745;-326.9269;42.48359
28.94813;-326.9256;41.32589
21.75766;-326.9254;36.0613
26.2976;-326.9246;39.01406
26.06385;-326.9246;38.87047
25.65875;-326.9213;38.18318
27.02141;-326.9202;39.6249
29.12078;-326.9173;40.93089
29.10089;-326.9171;41.86552
25.63479;-326.9154;38.23375
25.81849;-326.915;38.21198
25.2913;-326.9135;38.59583
28.96578;-326.9123;41.33026
28.21854;-326.9115;41.01151
28.87281;-326.9104;41.26229
28.6587;-326.909;41.23302
29.84615;-326.9077;42.47781
25.24818;-326.9075;37.79036
29.1151;-326.9071;41.82589
22.92047;-326.905;36.14422
29.24776;-326.9042;41.86417
26.05479;-326.9004;39.19953
30.19714;-326.8952;42.42875
28.01193;-326.8925;40.08896
29.7688;-326.8925;42.48276
29.79615;-326.8923;42.46635
27.78208;-326.8902;40.96989
26.17526;-326.8902;39.12979
27.98198;-326.8881;40.11656
27.82839;-326.8873;40.06266
29.68625;-326.8863;42.47328
28.23901;-326.8833;41.03661
29.17083;-326.8827;41.83771
26.9824;-326.8825;39.36115
25.46109;-326.8796;38.25406
25.33469;-326.8783;38.00255
30.16005;-326.8783;42.44349
29.72505;-326.8783;42.47333
28.89297;-326.8777;41.24552
28.95927;-326.8775;41.0549
29.67255;-326.8766;42.45547
27.11984;-326.8765;39.60969
29.37963;-326.8765;41.09906
28.80771;-326.8765;41.22724
26.10224;-326.8763;39.27328
28.41364;-326.8748;40.99917
29.11521;-326.8737;41.79672
28.62656;-326.8727;41.06818
29.34115;-326.8727;41.23432
29.19318;-326.8727;41.85448
28.50604;-326.8723;41.20505
25.46234;-326.8712;38.59031
27.09198;-326.8706;39.59943
28.2337;-326.8698;41.15417
22.41672;-326.869;35.57672
26.11208;-326.8677;39.36474
29.28062;-326.8669;41.85109
26.29995;-326.8654;38.9249
28.87484;-326.8629;41.22646
21.89021;-326.8627;36.1026
27.25234;-326.8625;39.66755
27.35786;-326.8617;39.68682
28.9525;-326.8573;41.36104
29.04031;-326.856;41.86896
26.93703;-326.8552;39.24844
25.49646;-326.8542;38.1811
28.11536;-326.8523;40.97604
29.07172;-326.8521;41.8187
27.61557;-326.8481;39.85021
30.35349;-326.8463;42.34552
29.21792;-326.8423;41.82458
28.90708;-326.8406;41.21422
28.91682;-326.84;41.29224
30.76901;-326.8377;43.21932
27.79786;-326.8373;39.91479
29.79094;-326.8373;42.32563
28.84198;-326.8373;41.21495
25.50813;-326.836;38.24542
27.16974;-326.8358;39.72354
29.05812;-326.8354;41.34875
28.98229;-326.8331;41.24479
31.29516;-326.8296;43.36828
28.99036;-326.8289;41.27844
29.01854;-326.8287;41.35682
29.08292;-326.8273;41.24458
28.41609;-326.8254;41.12276
27.24984;-326.8239;39.6501
27.97656;-326.8238;40.09802
25.51375;-326.8227;38.52745
29.16521;-326.8196;41.86666
28.88375;-326.8194;41.03765
28.96698;-326.819;41.2713
28.34406;-326.8179;41.00531
28.60505;-326.815;41.22109
26.41672;-326.8135;39.08906
26.46703;-326.8127;39.14563
29.01865;-326.8119;41.36937
28.84203;-326.8108;41.19276
29.69786;-326.8065;42.5038
22.47016;-326.8058;35.66849
29.94641;-326.805;42.39474
28.07068;-326.8042;40.95297
28.75516;-326.8025;41.25745
28.82813;-326.8011;41.22104
22.05745;-326.8004;36.07906
29.77948;-326.7998;42.47615
26.37188;-326.799;39.0974
29.10167;-326.799;41.83797
26.98323;-326.7981;39.27312
29.00891;-326.7963;41.2911
26.08391;-326.7956;38.84099
29.03807;-326.7948;41.90849
29.37286;-326.7946;41.2562
28.71635;-326.7944;41.18875
27.12927;-326.7942;39.61177
28.29693;-326.7938;41.01307
28.59719;-326.7933;41.14828
27.3274;-326.7927;39.59323
28.99245;-326.7927;41.8701
28.38979;-326.7921;41.22016
28.72667;-326.7883;41.34818
30.13781;-326.7881;41.82021
28.80266;-326.7865;41.18839
21.71964;-326.7858;36.04214
25.645;-326.7858;38.25365
30.35047;-326.7838;42.34792
26.32854;-326.7831;38.97177
26.38948;-326.7798;38.90807
26.15833;-326.7785;39.37359
25.60151;-326.7779;38.21641
27.86266;-326.7756;40.96062
31.38412;-326.7754;43.33833
30.245;-326.7748;42.29385
28.12875;-326.7733;40.98286
28.55359;-326.7727;41.09422
27.99828;-326.7725;40.06849
25.48776;-326.7712;38.23083
26.37875;-326.7711;39.18177
27.71891;-326.7706;39.84859
22.07135;-326.7683;35.83364
29.15203;-326.7667;40.94203
28.84536;-326.7648;41.27349
27.14734;-326.7642;39.26693
28.68573;-326.7639;41.2613
27.79026;-326.7617;40.9586
28.33828;-326.7604;41.01417
28.84531;-326.7592;41.19479
26.41036;-326.7575;39.03479
26.99;-326.7552;39.57667
22.56063;-326.7529;35.70589
29.13453;-326.749;41.8124
28.77885;-326.7485;41.22187
30.28339;-326.7473;42.36958
29.11818;-326.7473;41.9012
28.93386;-326.7452;41.12292
27.26755;-326.7437;39.70427
28.82609;-326.7427;41.32349
27.71589;-326.7421;39.85734
28.38698;-326.7394;41.02771
25.61182;-326.7379;38.69172
25.50568;-326.7377;38.15521
27.2724;-326.7358;39.63156
28.98146;-326.7346;41.24594
26.88625;-326.7319;39.66146
21.80161;-326.7313;36.07203
27.43411;-326.7298;39.615
21.77917;-326.7288;36.05958
28.89557;-326.725;41.28693
29.13511;-326.7246;41.90604
23.32646;-326.7229;36.1938
25.82635;-326.7221;38.11208
27.2338;-326.7221;39.5962
27.03276;-326.7208;39.64859
27.11776;-326.72;39.85458
29.14068;-326.72;41.90943
27.20797;-326.7194;39.66037
29.71146;-326.7175;42.46745
25.46755;-326.7148;38.29969
26.20984;-326.714;39.34656
29.14443;-326.7127;41.82328
28.34302;-326.7121;41.03026
30.20818;-326.7112;42.40036
29.17818;-326.7108;41.05255
29.26208;-326.7106;41.01333
