K5PC5CH.OP;K5PC6CH.OP;K5F3.PV;K5P5_1.PV
51.51812;62.71542;2921.43;-40.12109
49.50214;61.2725;2912.642;-40.12109
48.88969;60.4275;2863.865;-40.12109
37.90932;49.12896;2339.118;-40.12109
31.51828;43.61401;2147.64;-40.12109
31.55333;43.63573;2144.148;-40.12109
31.73495;43.97036;2110.805;-40.12109
31.79333;44.18474;2091.794;-40.12109
32.29995;44.1951;2085.973;-40.12109
31.71031;44.12302;2079.784;-40.12109
28.95963;40.99438;1973.263;-40.12109
27.72453;40.06411;1908.021;-40.12109
22.59656;36.16604;1764.551;-40.12109
22.2524;35.87245;1758.844;-40.12109
17.58734;32.77818;1679.815;-40.12109
49.66771;61.35011;2929.464;-40.12031
47.39724;59.25948;2832.004;-40.12031
31.34188;43.22089;2243.159;-40.12031
31.30229;43.28365;2111.804;-40.12031
31.83844;44.22469;2098.053;-40.12031
23.2075;36.1661;1778.966;-40.12031
17.87333;32.7863;1672.274;-40.12031
18.3063;32.8087;1655.849;-40.12031
54.29615;65.72672;3021.549;-40.11953
31.1676;42.61172;2072.884;-40.11953
30.47177;42.40667;2055.252;-40.11953
26.13688;38.43094;1951.743;-40.11953
20.3337;33.74573;1671.735;-40.11953
38.01667;49.26047;2328.583;-40.11875
31.76687;43.98724;2121.236;-40.11875
31.32198;43.28557;2100.378;-40.11875
30.14323;42.27615;2059.306;-40.11797
30.39823;42.4049;2049.991;-40.11797
25.40635;38.58932;1897.451;-40.11797
22.05938;35.91438;1798;-40.11797
22.60703;36.13562;1756.963;-40.11797
36.17448;47.79693;2277.981;-40.11719
31.47385;43.32042;2096.216;-40.11719
30.14234;42.31047;2044.83;-40.11719
28.42552;40.9987;2006.102;-40.11719
29.32651;41.86266;2004.065;-40.11719
29.75964;42.46625;1990.553;-40.11719
29.09828;41.4425;1969.637;-40.11719
28.73292;41.31276;1968.827;-40.11719
20.29271;32.72573;1649.522;-40.11719
50.8475;62.49537;2928.515;-40.11641
31.36344;43.56339;2131.025;-40.11641
32.12651;44.13635;2102.145;-40.11641
26.76063;38.88182;1940.7;-40.11641
23.22719;36.35182;1749.732;-40.11641
43.82141;54.70474;2646.802;-40.11562
30.38781;42.45047;2040.829;-40.11562
28.60281;41.30182;2007.831;-40.11562
25.30401;37.73323;1847.497;-40.11562
21.9251;35.86312;1791.587;-40.11562
17.17312;32.72359;1681.86;-40.11562
51.13943;62.48083;2931.242;-40.11485
32.43958;45.04552;2078.673;-40.11485
19.81359;32.72208;1658.039;-40.11485
43.6151;54.59052;2617.794;-40.11406
36.96542;48.77198;2130.234;-40.11406
28.54062;41.29797;2005.391;-40.11406
22.08193;35.80349;1781.153;-40.11406
19.95286;33.70651;1672.462;-40.11406
19.65365;32.61891;1668.553;-40.11406
20.2074;33.75979;1668.481;-40.11406
18.51349;32.83198;1667.522;-40.11406
48.79515;60.40823;2857.023;-40.11328
40.69161;52.8537;2408.032;-40.11328
29.10333;41.90604;1985.852;-40.11328
22.7774;36.20427;1762.309;-40.11328
51.05167;62.54109;2957.017;-40.1125
31.89531;44.16234;2102.189;-40.1125
29.4499;42.21833;2077.583;-40.1125
29.05276;41.68469;2026.767;-40.1125
28.55807;41.3074;2012.788;-40.1125
28.63125;41.09651;2000.356;-40.1125
18.20151;32.75286;1675.515;-40.1125
31.7538;43.97911;2113.672;-40.11172
32.29979;44.89531;2107.546;-40.11172
31.09339;42.49667;2088.631;-40.11172
31.88594;44.10765;2065.248;-40.11172
51.64078;62.69349;2940.799;-40.11094
47.45677;59.27016;2838.643;-40.11094
47.06417;58.70198;2804.368;-40.11094
32.1225;44.14088;2094.672;-40.11094
30.74281;43.08719;2089.517;-40.11094
29.7763;42.19281;2070.334;-40.11094
30.08052;42.34469;2037.23;-40.11094
26.13354;38.8938;1911.2;-40.11094
26.00891;38.97958;1860.393;-40.11094
26.52234;38.68448;1851.745;-40.11094
23.40943;36.36656;1762.479;-40.11094
51.65755;62.78677;2918.419;-40.11016
49.46995;61.25068;2905.893;-40.11016
26.2788;39.03927;1865.327;-40.11016
20.49443;33.78786;1652.144;-40.11016
56.39078;67.67245;3089.193;-40.10938
55.58505;66.37062;3076.3;-40.10938
35.60333;47.28271;2322.659;-40.10938
35.81021;48.05198;2231.222;-40.10938
31.84917;44.01651;2121.063;-40.10938
31.89516;44.20156;2099.821;-40.10938
29.92891;42.22417;2002.484;-40.10938
29.11818;41.9012;1991.273;-40.10938
29.13068;41.83807;1978.155;-40.10938
22.21667;35.38719;1797.316;-40.10938
20.31911;32.74318;1609.966;-40.10938
55.72469;66.35521;3077.216;-40.10859
50.22703;61.69859;2920.947;-40.10859
36.25828;47.77479;2282.365;-40.10859
31.41474;43.95974;2115.243;-40.10859
21.7763;36.05068;1800.723;-40.10859
17.66432;32.75823;1678.484;-40.10859
37.03594;48.58537;2305.591;-40.10781
28.91682;41.29224;1986.883;-40.10781
19.23906;32.58297;1672.466;-40.10781
51.54193;62.63313;2928.092;-40.10703
39.45969;51.58078;2419.57;-40.10703
36.97203;48.27964;2295.493;-40.10703
20.0563;33.70594;1670.384;-40.10703
21.5476;34.04448;1653.337;-40.10703
56.60698;67.22906;3116.489;-40.10625
51.03062;62.53812;2930.889;-40.10625
25.35583;38.80156;2012.239;-40.10625
27.12625;39.68;1951.822;-40.10625
25.65797;38.30594;1886.809;-40.10625
22.12057;35.88334;1798.343;-40.10625
18.73807;32.87182;1654.293;-40.10625
37.01818;49.17828;2314.638;-40.10547
29.42094;40.91849;1988.577;-40.10547
26.6424;39.05406;1966.764;-40.10547
20.18537;33.71844;1670.898;-40.10547
51.21526;62.52287;2942.715;-40.10469
48.0687;59.93896;2841.944;-40.10469
31.98219;44.1187;2100.488;-40.10469
29.34656;41.35104;2004.393;-40.10469
25.51646;38.19375;1882.377;-40.10469
20.04568;33.70729;1674.205;-40.10469
44.82964;56.00693;2636.896;-40.1039
39.40875;49.97755;2448.962;-40.1039
37.80839;49.09161;2333.995;-40.1039
33.58162;45.5962;2210.922;-40.1039
34.11135;46.54615;2203.125;-40.1039
28.94963;41.19797;2017.947;-40.1039
25.54854;38.14104;1877.005;-40.1039
26.18667;38.88917;1859.796;-40.1039
20.39187;33.77479;1670.628;-40.1039
21.02948;33.88615;1667.053;-40.1039
18.15031;32.76375;1661.877;-40.1039
54.34838;65.61765;3020.465;-40.10313
34.59432;46.38;2311.737;-40.10313
31.16714;43.26677;2115.006;-40.10313
26.79578;39.20031;1963.103;-40.10313
27.26932;39.65187;1951.557;-40.10313
26.03198;38.76422;1903.602;-40.10313
22.70536;36.1712;1760.187;-40.10313
23.5262;36.2863;1757.437;-40.10313
55.58042;66.40625;3068.778;-40.10234
51.10443;62.47662;2940.21;-40.10234
51.03479;62.48714;2938.157;-40.10234
47.54156;58.41182;2781.92;-40.10234
31.26521;43.7063;2108.07;-40.10234
32.14687;44.62005;2093.255;-40.10234
26.19172;39.05016;1890.565;-40.10234
19.81536;32.74807;1646.972;-40.10234
48.14021;59.91474;2831.08;-40.10156
25.48776;38.23083;1882.933;-40.10156
26.1901;38.7312;1862.521;-40.10156
17.96948;32.80589;1669.21;-40.10156
19.96182;32.7639;1643.836;-40.10156
36.86323;48.23432;2313.937;-40.10078
30.25453;43.2374;2116.547;-40.10078
29.95625;42.37245;2064.2;-40.10078
32.41385;45.09589;2111.26;-40.1
31.84266;44.14339;2088.199;-40.1
31.12875;43.72849;2085.881;-40.1
29.81828;42.30161;2068.529;-40.1
19.70344;32.71146;1639.842;-40.1
48.38198;60.3488;2865.88;-40.09922
26.43948;39.15911;1904.364;-40.09922
21.88536;36.04365;1803.52;-40.09922
20.65458;32.7351;1628.999;-40.09922
47.88823;59.94807;2808.13;-40.09844
44.07104;54.86594;2655.573;-40.09844
39.20245;50.85167;2516.692;-40.09844
40.90323;52.30484;2509.047;-40.09844
37.82203;49.18953;2347.059;-40.09766
28.37573;41.03479;2005.039;-40.09766
26.37875;39.18177;1897.098;-40.09766
22.57344;36.15672;1744.381;-40.09766
18.02505;32.73432;1675.206;-40.09766
36.09375;47.72349;2295.124;-40.09687
27.1662;39.43636;1924.578;-40.09687
22.33359;35.85328;1781.184;-40.09687
43.67828;55.66636;2523.44;-40.09609
36.93521;48.11396;2182.082;-40.09609
30.37224;43.21672;2121.024;-40.09609
26.24641;39.11864;1897.071;-40.09609
22.8926;36.14344;1769.624;-40.09609
48.9161;60.36073;2859.052;-40.09531
38.24005;50.4088;2303.396;-40.09531
30.29042;43.26094;2115.061;-40.09531
29.65156;42.24609;2067.618;-40.09531
27.15187;39.59969;1918.223;-40.09531
25.58354;38.03547;1915.077;-40.09531
22.73474;36.13802;1753.138;-40.09531
17.76078;32.74453;1679.741;-40.09531
54.23057;65.74474;3022.53;-40.09453
29.17161;41.35349;1978.297;-40.09453
27.26661;39.61917;1950.069;-40.09453
21.22917;34.00578;1652.818;-40.09453
50.20739;61.66531;2936.11;-40.09375
35.89104;47.10885;2319.514;-40.09375
31.32349;43.33875;2092.348;-40.09375
29.65088;42.19609;2080.224;-40.09375
27.59693;39.99115;1942.225;-40.09375
21.98854;35.98958;1789.066;-40.09375
51.16714;62.51422;2930.037;-40.09297
30.59224;43.34823;2105.468;-40.09297
29.75495;42.25297;2068.911;-40.09297
29.18964;41.25505;1991.412;-40.09297
29.03807;41.90849;1936.094;-40.09297
21.13682;34.01557;1638.978;-40.09297
26.55635;39.03271;1965.941;-40.09219
56.39838;67.67969;3105.563;-40.09141
51.03099;62.40724;2944.431;-40.09141
51.51094;62.65698;2920.331;-40.09141
48.37162;60.23875;2874.22;-40.09141
37.0025;48.31672;2293.85;-40.09141
31.26078;44.13156;2104.316;-40.09141
29.05891;41.79161;1998.278;-40.09141
20.13661;32.74578;1653.284;-40.09141
54.24828;65.57584;3046.748;-40.09063
53.85239;64.42416;3008.942;-40.09063
51.58255;62.68995;2936.273;-40.09063
51.53797;62.81849;2913.066;-40.09063
48.62781;60.41146;2866.003;-40.09063
36.655;48.45792;2307.171;-40.09063
56.14766;67.56906;3087.978;-40.08984
39.76302;51.59203;2432.6;-40.08984
27.92573;40.09589;1928.671;-40.08984
17.49859;32.76474;1673.471;-40.08984
20.7549;34.01937;1629.546;-40.08984
51.00599;62.41568;2939.229;-40.08906
48.87484;60.42474;2864.695;-40.08906
47.43047;59.23265;2828.03;-40.08906
36.25636;47.76375;2278.089;-40.08906
36.34932;47.80849;2276.545;-40.08906
31.4374;43.29625;2104.245;-40.08906
30.62391;42.42823;2068.973;-40.08906
28.02719;40.11531;1925.68;-40.08906
56.61031;67.78995;3093.763;-40.08828
48.84359;60.42021;2903.415;-40.08828
36.22344;47.78714;2283.36;-40.08828
32.3613;44.50114;2159.594;-40.08828
31.83839;44.00141;2125.868;-40.08828
27.88026;40.05703;1928.52;-40.08828
20.47057;33.83036;1671.357;-40.08828
20.58937;32.92021;1633.601;-40.08828
31.29104;43.40573;2116.426;-40.0875
31.76568;44.0764;2087.385;-40.0875
31.15729;43.19891;2087.169;-40.0875
28.87849;41.18182;1995.056;-40.0875
21.58068;36.0588;1798.919;-40.0875
17.36125;32.72443;1678.97;-40.0875
39.57177;51.56797;2431.648;-40.08672
31.9526;44.09646;2114.09;-40.08672
26.82146;39.10177;1948.025;-40.08672
21.71552;36.06667;1773.138;-40.08672
20.57625;32.63906;1641.273;-40.08672
20.28375;32.78115;1619.944;-40.08672
30.5926;43.32667;2093.64;-40.08594
29.14068;41.90943;1992.496;-40.08594
29.04037;41.35146;1992.074;-40.08594
18.04198;32.77833;1662.369;-40.08594
55.43005;66.39526;3090.592;-40.08516
31.71214;43.96323;2116.811;-40.08516
29.13422;41.80266;1998.819;-40.08516
27.20839;39.49698;1906.149;-40.08516
20.85588;33.78109;1654.102;-40.08516
51.18385;62.43365;2945.605;-40.08437
51.65166;62.82656;2921.344;-40.08437
48.79578;60.48474;2866.517;-40.08437
40.93677;52.43589;2607.404;-40.08437
33.02609;45.34156;2203.969;-40.08437
28.81406;41.28386;1998.686;-40.08437
26.04344;39.14443;1895.615;-40.08437
47.48849;59.3387;2830.899;-40.0836
27.09417;39.67802;1956.729;-40.0836
27.17537;39.64276;1951.752;-40.0836
26.29662;39.00927;1893.901;-40.0836
18.58422;32.78833;1665.953;-40.0836
30.45948;42.44661;2039.786;-40.08281
29.61547;42.50682;1974.76;-40.08281
18.61911;32.79156;1665.482;-40.08281
21.34312;33.95693;1653.16;-40.08281
38.67755;49.67464;2433.853;-40.08203
30.36802;43.28167;2121.618;-40.08203
31.71583;44.1238;2081.441;-40.08203
22.43016;35.19453;1794.77;-40.08203
31.75755;43.97932;2116.161;-40.08125
29.58813;42.23021;2075.67;-40.08125
29.895;42.2987;2063.302;-40.08125
47.25661;58.86485;2752.201;-40.08047
40.94594;52.33109;2480.032;-40.08047
28.08838;40.97745;1998.195;-40.08047
28.79094;41.26234;1970.48;-40.08047
17.57516;32.77354;1676.576;-40.08047
55.16427;66.29771;3033.573;-40.07969
37.04198;48.52198;2307.777;-40.07969
36.46761;47.87458;2276.796;-40.07969
32.31875;44.72297;2208.405;-40.07969
31.50328;43.65021;2147.561;-40.07969
32.01344;44.19625;2094;-40.07891
55.21479;66.38167;3082.587;-40.07813
30.76057;43.08766;2159.572;-40.07813
31.76547;44.1887;2091.695;-40.07813
29.07896;41.03344;1990.069;-40.07813
24.63474;37.40875;1827.423;-40.07813
22.67771;36.16911;1795.321;-40.07813
23.32411;36.41214;1748.721;-40.07813
20.79526;33.88802;1665.74;-40.07813
55.70479;66.3689;3098.763;-40.07734
29.8963;42.31849;2056.025;-40.07734
28.67552;40.7813;1986.666;-40.07734
19.78958;32.73188;1653.186;-40.07734
32.31052;44.90896;2099.148;-40.07656
31.50661;44.09151;2084.943;-40.07656
28.93724;41.04542;1987.947;-40.07656
25.53417;37.78938;1864.935;-40.07656
21.8213;36.0999;1777.603;-40.07656
48.14729;59.02323;2834.425;-40.07578
37.75615;49.08411;2350.9;-40.07578
20.33083;33.7762;1669.615;-40.07578
43.90635;54.81865;2661.742;-40.075
31.83641;44.16531;2078.427;-40.075
17.39109;32.74411;1677.156;-40.075
17.19042;32.7312;1655.082;-40.075
51.23776;62.55151;2934.593;-40.07422
44.82198;56.01229;2634.75;-40.07422
32.42552;44.93063;2096.495;-40.07422
29.03146;41.26688;1960.523;-40.07422
25.25781;38.16427;1906.997;-40.07422
36.625;48.45161;2366.224;-40.07344
38.10052;49.23568;2354.647;-40.07344
37.76953;49.1913;2340.493;-40.07344
33.54036;45.61412;2204.906;-40.07344
32.15193;44.20229;2085.314;-40.07344
28.05833;40.09922;1936.068;-40.07344
19.83297;32.71703;1662.223;-40.07344
51.06557;62.48063;2933.569;-40.07265
29.0201;41.31187;1975.117;-40.07265
22.31672;35.63109;1784.352;-40.07265
51.52411;62.71844;2915.327;-40.07188
27.30464;39.65542;1944.685;-40.07188
20.59453;33.84636;1670.279;-40.07188
55.33755;66.43984;3071.83;-40.07109
30.34135;42.35786;2048.913;-40.07109
28.3737;41.03833;1988.641;-40.07109
20.51526;33.77438;1673.069;-40.07109
54.1713;65.73479;2999.381;-40.07031
51.17198;62.50958;2936.873;-40.07031
31.92411;44.20401;2098.614;-40.07031
29.16391;41.85213;1996.692;-40.07031
26.05911;38.71198;1964.788;-40.07031
25.63443;38.10989;1874.404;-40.07031
22.86016;36.18068;1771.714;-40.07031
27.18745;39.43464;1933.593;-40.06953
22.27521;35.40995;1799.208;-40.06953
17.91328;32.80464;1672.427;-40.06953
47.35302;59.2812;2834.472;-40.06875
34.60734;46.08537;2183.917;-40.06875
30.69141;43.08172;2086.637;-40.06875
30.23224;42.33714;2052.302;-40.06875
23.53401;36.3738;1762.971;-40.06875
50.91448;62.53011;2921.784;-40.06797
39.80745;51.52448;2434.361;-40.06797
30.7713;43.08026;2068.336;-40.06797
30.19943;42.37531;2059.776;-40.06797
28.3099;41.02557;1993.059;-40.06797
28.84063;41.30193;1978.073;-40.06797
26.94588;39.16094;1927.694;-40.06797
22.16964;35.84385;1788.562;-40.06797
22.34578;35.43406;1787.554;-40.06797
17.86625;32.7799;1679.246;-40.06797
51.37812;62.62135;2917.001;-40.06719
47.30286;58.93672;2754.788;-40.06719
32.11547;44.22792;2123.364;-40.06719
30.18354;42.365;2064.756;-40.06719
28.98031;41.30203;1989.878;-40.06719
26.34865;39.00312;1896.421;-40.06719
23.01937;36.17916;1770.553;-40.06719
52.86469;63.54;3070.272;-40.06641
51.27682;62.56146;2934.236;-40.06641
31.82911;44.28526;2091.493;-40.06641
31.81568;44.18146;2091.425;-40.06641
29.9663;42.24453;2067.625;-40.06641
28.01276;40.11734;1907.914;-40.06641
36.87547;48.47151;2306.084;-40.06562
29.75578;42.25089;2048.407;-40.06562
26.88062;38.9763;1951.231;-40.06562
22.18828;35.62437;1802.728;-40.06562
48.81391;60.40667;2861.179;-40.06484
31.82693;43.97964;2114.912;-40.06484
31.8012;44.00078;2114.379;-40.06484
51.05286;62.45724;2932.09;-40.06406
36.94641;48.48906;2314.647;-40.06406
31.10474;43.27979;2093.358;-40.06406
30.90219;42.37037;2084.378;-40.06406
28.11417;41.26224;2011.926;-40.06406
48.86401;60.54136;2856.724;-40.06328
43.58568;54.945;2521.271;-40.06328
30.74969;43.29219;2122.531;-40.06328
31.53089;44.14349;2105.667;-40.06328
32.10167;44.19552;2088.286;-40.06328
51.78979;62.79172;2911.976;-40.0625
42.8101;54.0163;2501.205;-40.0625
31.0024;43.22646;2142.257;-40.0625
31.34229;42.52177;2083.692;-40.0625
31.33427;43.36495;2079.666;-40.0625
29.13818;41.84849;1989.02;-40.0625
17.52469;32.7324;1679.409;-40.0625
20.06542;33.69557;1664.188;-40.0625
38.6349;49.71162;2419.183;-40.06172
30.98651;42.29693;2096.443;-40.06172
26.0851;39.00036;1898.877;-40.06172
26.3625;38.9362;1870.411;-40.06172
23.05922;36.18661;1769.994;-40.06172
17.18937;32.75047;1650.849;-40.06172
26.6962;39.66057;1922.054;-40.06094
36.06755;47.20422;2329.326;-40.06016
29.59141;41.34349;2121.553;-40.06016
23.32646;36.1938;1808.181;-40.06016
52.60771;63.53484;3077.161;-40.05938
44.77172;55.95958;2635.76;-40.05938
27.03776;39.22458;1961.601;-40.05938
26.90219;39.35062;1948.695;-40.05938
26.19474;39.01615;1871.05;-40.05938
25.69927;38.34495;1864.038;-40.05938
49.50021;61.27984;2906.168;-40.05859
38.78714;49.75505;2462.325;-40.05859
39.49927;51.645;2417.035;-40.05859
28.36078;41.25495;1989.151;-40.05859
28.95698;41.07771;1979.38;-40.05859
17.28953;32.73557;1670.011;-40.05859
19.62568;32.69844;1664.613;-40.05859
20.31745;32.75661;1614.707;-40.05859
55.33682;66.29308;3022.809;-40.05781
50.60625;62.31495;2809.321;-40.05781
31.23365;43.31083;2089.704;-40.05781
31.23984;43.32531;2083.541;-40.05781
27.79828;40.10219;1935.228;-40.05781
50.93453;62.47719;2939.036;-40.05703
49.02781;60.79302;2879.65;-40.05703
48.68547;60.40458;2860.896;-40.05703
29.16797;41.84292;2003.78;-40.05703
29.02083;41.24786;1977.025;-40.05703
27.25964;39.73849;1922.397;-40.05703
24.88365;37.32875;1831.912;-40.05703
21.32401;34.00682;1640.198;-40.05703
51.34417;62.72609;2926.45;-40.05625
47.41255;59.27859;2832.266;-40.05625
31.23516;42.51281;2087.152;-40.05625
29.785;42.21656;2078.213;-40.05625
29.62583;42.2276;2078.15;-40.05625
27.01375;39.14625;1952.472;-40.05625
17.71745;32.7626;1672.266;-40.05625
19.45229;32.64235;1664.238;-40.05625
36.78568;48.19453;2292.125;-40.05547
36.24187;47.74172;2283.993;-40.05547
29.81396;41.31234;2121.275;-40.05547
29.72932;42.20047;2077.642;-40.05547
29.58766;42.23901;2075.999;-40.05547
29.02042;41.87083;1990.338;-40.05547
27.29229;39.66943;1952.46;-40.05547
27.9837;39.93578;1936.866;-40.05547
23.25724;36.16891;1762.431;-40.05547
22.91307;36.17615;1751.888;-40.05547
48.91891;60.41859;2850.36;-40.05469
31.64484;44.17052;2099.802;-40.05469
32.20641;44.19755;2090.151;-40.05469
18.10786;32.76531;1669.995;-40.05469
48.93146;60.3925;2854.228;-40.05391
29.48318;42.20245;2081.488;-40.05391
29.87328;42.33073;2077.739;-40.05391
29.5026;42.23083;2075.891;-40.05391
25.29589;37.78912;1877.022;-40.05391
21.26865;33.99474;1639.236;-40.05391
19.65182;32.72828;1633.985;-40.05391
57.2813;67.74875;3270.609;-40.05312
40.7388;52.33781;2497.433;-40.05312
29.22724;41.82276;2010.856;-40.05312
28.95448;41.2312;2007.803;-40.05312
28.60536;41.24036;1953.792;-40.05312
26.29911;38.93781;1884.155;-40.05312
20.33937;33.81698;1673.458;-40.05312
29.44786;42.29021;2064.265;-40.05235
29.02167;41.06328;1989.076;-40.05235
22.48432;35.6175;1791.826;-40.05235
19.98135;32.73729;1658.162;-40.05235
31.14589;42.49812;2068.547;-40.05156
27.97432;40.1312;1926.334;-40.05156
17.3425;32.70969;1680.894;-40.05156
20.70875;33.78599;1649.272;-40.05156
47.45365;58.91203;2751.379;-40.05078
36.90662;48.46271;2309.225;-40.05078
31.68396;44.0074;2114.301;-40.05078
31.4738;43.37088;2097.145;-40.05078
30.38437;43.26885;2084.696;-40.05078
22.2849;36.14167;1771.594;-40.05078
55.48214;66.24567;3037.871;-40.05
33.00833;45.36151;2224.952;-40.05
32.55088;45.08943;2104.75;-40.05
31.77797;44.26417;2093.207;-40.05
31.07109;42.46109;2071.78;-40.05
55.2949;66.36604;3064.362;-40.04922
47.41396;59.28245;2843.313;-40.04922
31.50693;43.28401;2089.692;-40.04922
26.38427;38.87271;1863.331;-40.04922
43.88693;54.69141;2649.114;-40.04844
35.94318;47.90021;2338.658;-40.04844
31.35161;43.29484;2088.504;-40.04844
18.5538;32.71365;1612.026;-40.04844
48.86797;60.42068;2847.689;-40.04766
29.89724;42.31609;2046.073;-40.04766
26.73583;39.05479;1935.871;-40.04766
32.14339;44.2436;2118.417;-40.04688
28.96698;41.2713;2003.826;-40.04688
20.38969;33.85437;1664.615;-40.04688
20.03135;32.77432;1638.573;-40.04688
36.3801;47.67682;2276.504;-40.04609
23.22474;36.235;1765.237;-40.04609
23.5363;36.37578;1760.948;-40.04609
18.62307;32.7525;1671.282;-40.04609
51.10677;62.57219;2937.784;-40.04531
43.78625;54.83495;2651.026;-40.04531
39.68203;51.65364;2431.677;-40.04531
30.31531;43.24375;2127.158;-40.04531
28.62495;41.27078;1960.589;-40.04531
30.30297;42.41792;2049.198;-40.04453
30.16417;42.43234;2041.459;-40.04453
25.46427;38.74886;1964.916;-40.04453
19.88422;33.70255;1667.163;-40.04453
31.59833;44.11505;2176.092;-40.04375
25.92807;38.74906;1899.87;-40.04375
23.02932;36.20401;1766.266;-40.04375
23.59411;36.3637;1763.243;-40.04375
20.3638;33.81719;1663.296;-40.04375
57.45208;68.12193;3278.719;-40.04297
42.22146;53.40021;2605.291;-40.04297
31.3626;43.60026;2142.878;-40.04219
22.57609;35.9276;1754.395;-40.04219
17.76995;32.77208;1675.569;-40.04219
50.44568;62.28505;2817.863;-40.0414
20.80807;33.88734;1666.25;-40.0414
30.42068;43.29042;2110.269;-40.04063
29.80875;42.22328;2069.344;-40.04063
30.18943;42.34271;2058.849;-40.04063
28.76781;41.17479;1986.902;-40.04063
24.2875;36.99505;1813.007;-40.04063
20.62885;33.95854;1646.841;-40.04063
31.61208;44.11766;2084.518;-40.03984
18.16849;32.77901;1662.439;-40.03984
51.28078;62.45521;2938.689;-40.03906
49.06417;60.78568;2863.183;-40.03906
36.99193;48.43495;2363.266;-40.03906
31.78818;44.18219;2083.917;-40.03906
26.01724;38.80865;1983.845;-40.03906
22.93;36.16141;1768.94;-40.03906
22.89776;36.20469;1768.633;-40.03906
23.31604;36.23463;1762.887;-40.03906
29.80849;42.44255;1989.335;-40.03828
20.94005;33.79651;1645.927;-40.03828
39.27057;49.8601;2439.528;-40.0375
29.94839;42.33646;2063.095;-40.0375
30.18203;42.4513;2024.056;-40.0375
28.42849;41.3225;2012.294;-40.0375
29.11302;41.85156;1991.618;-40.0375
21.60958;36.04682;1801.746;-40.0375
21.99;35.95802;1795.958;-40.0375
48.98807;60.82687;2870.55;-40.03672
29.81901;41.40776;2130.523;-40.03672
20.31896;33.71307;1675.809;-40.03672
20.46349;33.82828;1671.998;-40.03672
57.29682;67.75349;3281.15;-40.03594
38.95177;49.94786;2412.673;-40.03594
34.97594;47.10052;2319.925;-40.03594
34.16135;46.55635;2193.406;-40.03594
18.00766;32.38802;1647.636;-40.03594
37.07495;48.57042;2309.077;-40.03516
31.89453;44.20531;2097.883;-40.03516
25.61156;38.31839;1914.253;-40.03516
23.29859;36.4026;1743.1;-40.03516
48.64292;60.4162;2848.906;-40.03437
39.54333;51.60839;2421.077;-40.03437
36.37354;47.74963;2273.458;-40.03437
31.82365;44.0274;2103.092;-40.03437
32.01516;44.18073;2093.413;-40.03437
30.24099;42.37839;2057.891;-40.03437
22.26177;35.62323;1785.305;-40.03437
22.7387;36.13776;1743.237;-40.03437
55.43489;66.36443;3087.3;-40.03359
47.245;58.91859;2759.366;-40.03359
31.04552;42.56057;2071.972;-40.03359
28.53057;40.66307;1955.919;-40.03359
29.08677;41.89011;1947.329;-40.03359
25.9151;38.79943;1898.119;-40.03359
22.93255;36.20729;1767.408;-40.03359
23.23234;36.29151;1754.158;-40.03359
31.55115;43.6324;2143.014;-40.03281
29.1475;41.74203;2006.603;-40.03281
28.97839;41.32432;1964.817;-40.03281
27.13385;39.62875;1950.594;-40.03281
18.11901;32.42646;1647.278;-40.03281
55.31948;66.23661;3057.895;-40.03203
30.17318;42.27854;2057.294;-40.03203
30.10594;42.33062;2035.131;-40.03203
29.18401;41.80318;1997.505;-40.03203
24.91396;38.63063;1962.364;-40.03203
22.67682;36.14932;1753.417;-40.03203
20.60443;33.93188;1663.592;-40.03203
20.53391;33.94844;1632.215;-40.03203
50.97375;62.42521;2947.93;-40.03125
27.09661;39.64985;1951.785;-40.03125
20.09099;33.69984;1666.762;-40.03125
33.43469;45.48375;2229.864;-40.03047
30.30005;43.32354;2112.69;-40.03047
20.58401;33.8462;1671.14;-40.03047
18.55677;32.76823;1667.088;-40.03047
38.87516;49.7001;2481.454;-40.02969
30.58276;43.34531;2110.053;-40.02969
28.44865;41.30578;2008.637;-40.02969
26.01776;38.62807;1861.901;-40.02969
21.84953;36.03214;1806.869;-40.02969
55.42693;66.23219;3028.028;-40.02891
50.90245;62.55797;2927.408;-40.02891
46.69745;58.42078;2781.86;-40.02891
37.05974;48.22104;2249.827;-40.02891
32.38083;45.09349;2113.733;-40.02891
27.8324;39.89427;1933.164;-40.02891
22.84021;36.16729;1768.646;-40.02891
51.53552;62.66109;2944.653;-40.02813
40.8237;52.30162;2503.47;-40.02813
30.33531;42.34589;2038.375;-40.02813
28.88229;41.27776;1982.531;-40.02813
31.21271;42.64057;2085.748;-40.02734
29.25906;41.90297;2009.304;-40.02734
29.7688;42.48276;1987.994;-40.02734
25.38932;37.74469;1759.724;-40.02734
17.77266;32.81047;1671.72;-40.02734
18.14182;32.75948;1670.949;-40.02734
47.35073;59.26276;2832.071;-40.02656
20.56005;34.06818;1728.114;-40.02656
20.90234;34.03354;1636.037;-40.02656
29.71828;42.27885;2035.608;-40.02578
29.23964;40.98458;1955.946;-40.02578
51.18906;62.49682;2946.86;-40.025
43.61625;54.62698;2655.883;-40.025
31.29375;43.34401;2087.763;-40.025
26.23964;39.15125;1900.964;-40.025
25.21542;37.87146;1763.022;-40.025
19.83797;32.71323;1692.421;-40.025
39.80625;51.61198;2429.796;-40.02422
55.48672;66.38541;3071.258;-40.02344
49.40932;61.22401;2906.064;-40.02344
