K5PC5CH.OP;K5PC6CH.OP;K5F3.PV;K5P5_1.PV
55.23667;66.62437;3057.232;-47.07813
51.20797;62.5326;2933.963;-47.03672
54.09286;65.54526;3047.12;-47.03203
49.14302;60.71354;2861.507;-46.89766
55.51667;66.38338;3078.211;-46.33672
31.02516;42.52255;2067.849;-46.22266
52.57448;63.46901;3043.667;-46.18203
56.57375;67.76604;3090.063;-46.075
36.36974;47.76526;2281.53;-46.00234
48.83641;60.40255;2860.983;-45.87891
31.98385;44.19812;2087.749;-45.81328
44.37859;55.82203;2502.107;-45.69609
50.25651;61.57286;2957.42;-45.68203
48.59792;60.39854;2871.394;-45.63984
39.49036;51.63958;2433.953;-45.59922
48.99422;60.83698;2875.961;-45.57969
31.86646;44.08599;2090.16;-45.46875
31.79026;44.18469;2103.07;-45.37188
31.01917;43.21912;2117.63;-45.34766
28.87;41.35135;1972.478;-45.32891
48.85234;60.42776;2860.073;-45.30391
53.28224;64.05417;3095.574;-45.22031
31.95667;44.08062;2116.274;-45.17812
31.63141;43.66745;2134.915;-45.16797
31.54563;44.16854;2106.851;-45.15078
31.85031;44.2049;2082.875;-45.13594
36.29547;47.80099;2279.819;-45.08828
50.04031;61.68318;2924.479;-45.07969
50.90224;62.50203;2927.572;-45.07109
31.02073;43.18114;2104.877;-45.03516
32.08193;44.16109;2101.701;-44.97656
30.34063;42.42464;2045.014;-44.96875
25.9513;38.84151;1888.669;-44.95703
46.92912;58.85891;2783.421;-44.925
31.39479;44.11656;2102.52;-44.92109
57.56224;68.09594;3277.369;-44.84219
55.57031;66.39265;3072.122;-44.82969
42.3512;53.7599;2498.512;-44.81953
25.96354;38.74844;1962.16;-44.81328
41.10833;52.42974;2607.84;-44.80781
27.87109;39.90911;1939.891;-44.80781
30.56161;43.34953;2110.669;-44.78047
48.43198;59.8124;2743.38;-44.75547
47.40359;59.25974;2833.507;-44.74766
27.03177;39.62875;1956.971;-44.74766
54.41896;65.37427;3023.738;-44.73516
47.4499;58.94255;2753.7;-44.7125
29.37437;41.77901;2001.76;-44.70547
37.96906;49.21104;2350.879;-44.70156
29.59833;41.84057;2008.373;-44.70078
55.31766;66.27292;3055.772;-44.69765
54.1162;65.61568;3037.399;-44.69062
30.96417;42.48989;2071.017;-44.68281
50.28714;61.69698;2932.154;-44.67188
39.64719;51.5761;2425.726;-44.67109
51.07261;62.46031;2941.873;-44.61562
55.29802;66.37698;3081.683;-44.60156
50.29313;61.50781;2941.066;-44.49922
50.19563;61.76656;2924.677;-44.49453
53.48057;64.48021;2970.485;-44.48438
50.24391;61.66828;2920.962;-44.47813
25.54875;38.16037;1888.208;-44.45
29.59198;42.20599;2076.435;-44.43516
47.4851;59.30964;2837.738;-44.43047
31.68573;43.94;2121.853;-44.39766
26.14474;38.8924;1896.155;-44.39375
29.73172;42.19896;2078.213;-44.38984
20.18417;33.69854;1658.075;-44.36719
51.14614;62.46386;2942.92;-44.36485
51.57182;62.75672;2908.931;-44.36016
51.29208;62.4451;2932.376;-44.35938
51.92099;62.91286;2894.029;-44.35859
28.73859;41.27677;1966.071;-44.34297
24.66604;37.36515;1821.835;-44.34297
46.80156;58.80344;2774.928;-44.34063
47.51234;59.32594;2834.316;-44.32891
50.90813;62.49833;2930.701;-44.32656
51.40703;62.59422;2930.649;-44.32109
38.86786;49.80078;2448.53;-44.31953
48.54562;60.06292;2859.865;-44.31875
29.51776;41.8125;2003.524;-44.31562
52.47016;63.64734;2943.043;-44.30078
55.47458;66.38125;3087.701;-44.28984
55.42427;66.37943;3084.558;-44.28125
46.82151;57.8262;2764.043;-44.28047
51.28375;62.51922;2938.477;-44.27344
51.35995;62.66661;2926.139;-44.27344
31.85859;44.02417;2112.279;-44.25234
24.86568;37.36766;1827.164;-44.23985
51.03417;62.46031;2937.79;-44.20469
30.34677;42.40979;2048.029;-44.19844
31.80766;44.13594;2083.763;-44.19141
30.47344;43.30875;2096.627;-44.18906
25.27714;38.69635;1965.042;-44.18594
31.00896;42.4662;2081.181;-44.18359
36.76635;48.5912;2415.774;-44.175
55.51891;66.4087;3080.043;-44.16953
28.40302;41.28047;2009.509;-44.1664
47.47115;59.25297;2839.562;-44.15781
29.6763;42.20802;2068.023;-44.15313
48.82703;60.41265;2879.945;-44.14453
39.00052;49.93526;2458.864;-44.1375
36.53948;48.16615;2299.835;-44.11485
51.43771;62.72771;2914.846;-44.11094
51.39068;62.74203;2910.148;-44.10547
51.6374;62.7501;2926.748;-44.10078
52.7113;63.53917;3078.777;-44.09141
36.75281;48.49891;2308.979;-44.09141
39.40885;51.40886;2425.782;-44.08984
38.84276;49.895;2443.17;-44.0875
18.68266;32.69109;1663.147;-44.0836
48.80823;60.44635;2863.424;-44.08203
37.74156;49.19177;2348.69;-44.07265
29.13406;41.81458;1998.121;-44.07109
51.71432;62.96057;2923.4;-44.06797
48.45292;60.22083;2877.793;-44.06797
56.50875;67.69891;3104.449;-44.06719
28.71635;41.18875;1977.304;-44.04688
27.50438;39.52943;1978.107;-44.04531
57.00151;67.71901;3218.168;-44.04297
51.48563;62.68026;2926.726;-44.04297
50.14943;61.72719;2913.336;-44.0414
52.00667;62.9674;2901.539;-44.03672
49.93547;61.5112;2929.362;-44.03203
51.38974;62.68609;2923.068;-44.02031
51.55005;62.72792;2910.269;-44.01563
48.82255;60.71771;2855.669;-44.01094
44.87042;55.94167;2661.647;-44.01094
32.33453;44.89333;2101.148;-44.00781
32.03016;44.19386;2095.321;-44.00703
48.70713;60.42005;2867.667;-43.9875
50.06224;61.5574;2927.303;-43.98281
36.81886;48.44354;2310.459;-43.97734
49.01755;60.77719;2868.597;-43.96953
47.35641;59.2651;2823.756;-43.96641
31.82448;44.18927;2096.541;-43.96563
30.36401;42.42193;2054.873;-43.96484
17.99484;32.73401;1668.893;-43.95547
31.63859;44.13979;2103.514;-43.95469
32.11984;44.21333;2086.711;-43.95391
31.93479;44.20677;2099.362;-43.94531
38.08396;49.21714;2348.906;-43.94062
51.48849;62.62948;2923.339;-43.93828
30.89713;43.18521;2099.769;-43.93281
47.30927;59.30854;2829.66;-43.92578
23.17354;36.17469;1760.444;-43.91797
30.30313;43.21609;2108.748;-43.91016
30.15818;42.4551;2047.242;-43.91016
40.71599;52.25349;2485.941;-43.90703
55.3713;66.31734;3031.566;-43.90391
28.59396;41.25687;2001.047;-43.90313
37.06448;48.29099;2293.265;-43.89219
25.4838;38.18849;1879.505;-43.88828
49.55661;61.2925;2909.921;-43.88515
39.78563;51.73088;2437.866;-43.88359
25.40854;38.60891;1899.16;-43.88125
38.83823;49.81307;2450.266;-43.87656
31.5912;43.62052;2147.143;-43.87656
51.72604;62.84563;2934.313;-43.86485
27.97583;40.95636;1886.121;-43.86328
48.85;60.40641;2866.916;-43.86094
22.79229;36.14495;1734.449;-43.85859
28.39323;41.01662;1995.906;-43.85469
44.44838;55.85188;2542.264;-43.85156
31.73542;44.14052;2100.914;-43.85
50.18;61.68333;2925.64;-43.83984
51.18719;62.43219;2942.571;-43.83828
29.13557;41.8326;1997.137;-43.8375
29.05198;41.84375;1985.246;-43.83672
50.13354;61.73474;2928.74;-43.8336
33.36323;45.45839;2223.37;-43.8336
20.75047;32.74364;1607.867;-43.83125
55.59536;66.31953;3040.034;-43.82813
36.95422;48.52114;2307.901;-43.82813
25.83245;38.6799;1900.235;-43.82109
48.41656;60.21708;2883.421;-43.81953
26.20594;38.5875;1887.395;-43.81562
29.76661;42.25438;2083.22;-43.8125
30.18099;42.44792;2027.384;-43.80078
51.52974;62.7975;2919.919;-43.79609
53.495;64.49713;2943.007;-43.7914
18.68734;32.74177;1653.633;-43.78437
48.83656;60.38594;2854.167;-43.78359
51.76677;62.75349;2918.122;-43.78203
32.00901;44.43104;2162.911;-43.77813
47.31588;59.25156;2823.278;-43.77578
36.5275;48.13083;2312.506;-43.7711
31.16276;43.96833;2006.153;-43.76719
51.23135;62.40771;2935.541;-43.75781
47.32057;59.30719;2828.83;-43.75781
47.34526;58.9399;2751.279;-43.75547
31.41297;43.56974;2129.779;-43.75234
47.30495;59.35922;2833.127;-43.75
46.94922;58.88234;2761.789;-43.74141
35.37083;47.25943;2314.604;-43.74141
19.94662;32.74182;1657.109;-43.7375
46.20354;57.36568;2737.331;-43.73125
51.46938;62.76511;2916.188;-43.7289
31.27906;43.30109;2104.586;-43.72734
30.39354;42.39693;2047.28;-43.72656
48.26917;60.17339;2874.153;-43.72578
43.90896;54.86312;2617.22;-43.72422
51.945;62.87245;2886.822;-43.71875
20.35401;33.89714;1664.254;-43.7125
56.5338;67.80448;3089.305;-43.70937
29.16474;41.14229;1962.812;-43.70937
43.68703;54.68214;2637.124;-43.70781
52.78062;63.54187;3056.113;-43.70234
51.05302;62.45354;2931.756;-43.69609
51.35365;62.47068;2937.121;-43.69297
51.81219;62.91984;2905.478;-43.69219
30.32026;42.32448;2041.45;-43.69141
50.67349;62.33193;2813.088;-43.68828
30.64766;43.23849;2096.719;-43.68359
31.83438;44.02974;2117.271;-43.68125
18.64745;32.80005;1661.921;-43.67812
47.01823;58.37953;2677.857;-43.675
57.04187;67.71068;3211.027;-43.66719
55.3913;66.38333;3078.218;-43.66172
26.31365;39.03094;1830.302;-43.66094
31.77667;44.31703;2107.008;-43.65859
20.4388;32.78995;1640.68;-43.65781
31.67594;44.17865;2101.058;-43.65625
55.39198;66.30334;3038.348;-43.65547
25.7175;39.08776;1958.629;-43.65313
27.13703;39.62083;1951.016;-43.65078
51.75375;62.85458;2897.584;-43.63984
24.51354;38.54292;1964.491;-43.62969
31.11833;42.46755;2088.113;-43.62891
29.00651;41.29464;1985.386;-43.62656
43.81901;54.66021;2639.062;-43.61797
51.35682;62.54521;2935.104;-43.61562
44.78547;55.98859;2649.575;-43.61172
31.90693;44.24313;2097.895;-43.61172
50.90672;62.43745;2939.242;-43.61016
51.8475;62.94276;2908.267;-43.60703
31.20609;43.29958;2092.958;-43.60703
22.09396;35.85875;1790.363;-43.60547
47.91286;59.93307;2828.492;-43.60469
29.40943;42.04089;2034.432;-43.60313
29.35479;41.76552;2007.599;-43.60078
20.0801;32.75651;1668.514;-43.59844
55.36958;66.35687;3081.501;-43.59453
22.89641;36.15844;1764.292;-43.59453
47.4549;59.27245;2866.542;-43.59375
37.03406;48.52937;2307.02;-43.59141
25.76349;38.30953;1915.748;-43.59141
19.8738;32.73438;1653.864;-43.59063
55.49729;66.35213;3083.691;-43.58828
29.65313;41.8387;2008.564;-43.58437
46.93964;58.71125;2785.275;-43.58203
29.69052;42.2512;2075.23;-43.58125
39.48214;51.54662;2425.226;-43.57813
28.02698;39.92057;1934.097;-43.57813
55.45406;66.25015;3027.727;-43.57422
26.55239;38.93802;1857.419;-43.57344
48.3075;59.70698;2825.398;-43.56562
33.44401;45.49672;2253.243;-43.5625
48.37234;60.30818;2861.722;-43.56172
51.8474;62.97807;2893.276;-43.56094
36.94094;48.17057;2298.069;-43.55938
33.21594;45.45364;2221.616;-43.55859
47.21412;58.93938;2754.521;-43.55625
55.43698;66.23776;3050.557;-43.55235
56.95026;67.68557;3210.313;-43.54922
51.43318;62.63615;2925.638;-43.54766
29.64307;41.34146;2134.748;-43.54766
30.3237;42.26854;2058.537;-43.53594
33.39302;45.45464;2214.531;-43.53516
20.1226;32.77625;1626.792;-43.53516
32.86224;44.35875;2075.692;-43.53203
31.25292;43.38109;2109.828;-43.52969
47.39953;58.94537;2754.59;-43.51953
51.50114;62.60588;2930.539;-43.51875
47.47323;58.93813;2754.552;-43.51797
26.06708;38.86156;1896.409;-43.51641
50.99906;62.43615;2935.714;-43.50859
38.46536;49.78604;2433.853;-43.50781
55.45833;66.27917;3021.905;-43.50703
31.54682;44.11708;2077.153;-43.50547
30.13594;42.3288;2054.097;-43.48828
40.66349;52.80625;2414.712;-43.48672
34.46401;46.35938;2307.724;-43.48594
51.95438;62.9163;2903.964;-43.48516
47.23391;58.94469;2753.458;-43.48359
55.25844;66.37745;3084.249;-43.48281
33.36276;45.48115;2250.304;-43.47969
31.91474;44.19146;2087.608;-43.47656
55.71365;66.36234;3084.814;-43.47266
39.73792;51.60651;2432.562;-43.47031
22.51953;36.13458;1787.173;-43.46953
40.86797;52.36271;2516.421;-43.46406
25.50828;38.52412;1860.67;-43.4625
36.10432;47.75063;2297.293;-43.46016
30.79396;43.15167;2108.741;-43.45625
43.5513;54.58458;2624.422;-43.45547
30.9126;43.17661;2101.8;-43.45547
27.14781;39.62286;1956.271;-43.45234
55.53667;66.41286;3084.147;-43.44922
51.69083;62.75693;2912.889;-43.44765
55.61438;66.37719;3079.958;-43.44453
29.01547;41.84703;1994.13;-43.43984
49.30458;60.24271;2907.002;-43.43906
48.83162;60.42474;2838.133;-43.43906
55.68193;66.39901;3074.295;-43.4375
20.61813;32.77;1631.796;-43.4375
48.53849;60.36802;2873.944;-43.43438
25.52761;38.20333;1882.145;-43.43281
32.02953;44.19349;2087.675;-43.43203
17.27016;32.75958;1668.503;-43.43125
25.35865;37.77208;1908.991;-43.42812
38.94688;49.76208;2448.97;-43.425
37.19052;48.50286;2302.256;-43.41719
23.00229;36.01557;1716.603;-43.41719
47.49151;59.2387;2839.249;-43.4125
36.91052;48.55703;2306.639;-43.41094
32.03203;44.1337;2101.681;-43.41094
30.01917;42.34114;2062.77;-43.41094
55.54911;66.27834;3074.583;-43.41016
51.38573;62.7187;2905.759;-43.40859
27.91266;40.97193;2002.169;-43.40703
47.54604;58.88943;2795.68;-43.4
26.08193;38.54203;1861.246;-43.39766
36.44641;48.12849;2300.013;-43.39453
39.60797;51.64463;2435.03;-43.39219
31.38198;43.31953;2085.995;-43.39141
55.80297;66.40208;3073.26;-43.39063
31.44385;43.94896;2121.15;-43.38047
32.05151;44.12661;2094.347;-43.37891
26.93818;39.65807;1954.72;-43.37812
40.74453;52.35141;2514.215;-43.37734
43.94474;54.80667;2636.753;-43.375
41.96761;53.31287;2603.98;-43.37344
33.39844;45.50984;2208.513;-43.37344
28.18969;41.03583;1997.328;-43.37344
29.31734;41.79771;2007.285;-43.37031
31.83943;44.12094;2108.595;-43.36797
31.99813;44.18287;2094.385;-43.36719
30.88781;43.18495;2109.553;-43.36406
31.91714;44.06042;2181.824;-43.36328
51.62088;62.72849;2937.237;-43.35703
26.11792;38.79354;1894.258;-43.35625
19.89203;32.71646;1657.266;-43.35313
51.35448;62.57328;2933.224;-43.34687
50.31344;61.70984;2924.283;-43.34375
56.28948;67.72516;3083.586;-43.34141
19.89078;32.67797;1665.807;-43.34063
51.33672;62.70703;2921.479;-43.33984
37.89437;49.17068;2340.619;-43.33594
36.20036;47.76068;2282.387;-43.33437
20.56052;32.70203;1630.416;-43.33437
25.59833;38.16177;1889.135;-43.33203
50.28229;61.69901;2930.776;-43.32891
31.61438;43.30318;2093.451;-43.32891
55.37177;66.26172;3036.292;-43.32813
51.08089;62.48406;2942.052;-43.32734
49.5963;61.24896;2910.02;-43.32734
46.84146;58.80589;2763.301;-43.32344
29.78432;42.2563;2113.892;-43.32031
53.28;63.98271;3071.241;-43.31641
39.12698;49.84885;2433.891;-43.31641
30.31099;43.33437;2110.641;-43.31562
51.76932;62.96917;2879.807;-43.31406
50.07573;61.69755;2918.302;-43.3125
46.28375;57.6876;2773.944;-43.31094
26.12469;39.37411;1870.369;-43.31094
50.93583;62.44021;2939.259;-43.31016
50.1074;61.4638;2919.485;-43.30859
32.27583;43.97583;2065.136;-43.30859
51.05208;62.41828;2932.257;-43.30781
30.17745;42.35484;2031.698;-43.30547
20.22234;33.75307;1668.236;-43.30547
42.88568;54.58849;2517.214;-43.30391
38.84948;49.72203;2452.286;-43.30391
36.32318;47.70713;2282.383;-43.30391
30.30974;42.43636;2040.412;-43.30391
55.59489;66.31937;3033.546;-43.30078
55.26031;66.34515;3029.719;-43.3
28.41364;40.99917;1999.356;-43.29766
29.11953;41.30734;1981.165;-43.29766
56.98219;67.71422;3211.58;-43.29688
48.37625;60.18276;2874.249;-43.29688
40.65281;52.28859;2502.421;-43.29688
31.91635;44.27984;2097.323;-43.29531
19.72412;32.64677;1653.662;-43.29453
53.07417;63.9826;3066.525;-43.29375
51.54073;62.635;2932.431;-43.29297
51.49448;62.64589;2919.794;-43.28984
27.72646;40.09422;1935.421;-43.28828
46.84063;58.88521;2768.877;-43.2875
48.79036;60.3788;2876.623;-43.28594
29.15578;41.80849;1999.667;-43.28203
27.16156;39.50823;1938.453;-43.28125
31.84729;44.15167;2103.685;-43.27734
55.4301;66.36636;3065.499;-43.27344
28.98141;41.33104;1970.603;-43.27344
26.05245;38.92963;1900.821;-43.27266
54.1199;65.58302;3053.208;-43.27187
31.62047;43.66094;2142.716;-43.26875
47.44302;59.305;2838.13;-43.26797
25.94896;38.85563;1900.141;-43.26641
41.91677;53.64099;2604.828;-43.26484
39.09276;49.88703;2431.294;-43.26406
31.81953;44.1926;2097.598;-43.2625
51.13682;62.55162;2937.367;-43.26172
38.55193;49.86411;2432.808;-43.26172
30.49354;42.40302;2054.853;-43.26172
29.99109;42.40156;2033.832;-43.26172
31.73422;44.18;2091.028;-43.25625
31.44828;43.61182;2136.347;-43.25391
32.08667;44.2626;2089.613;-43.25312
55.4513;66.30255;3041.175;-43.24922
49.12011;60.20031;2922.877;-43.24922
26.395;39.11557;1898.192;-43.24922
22.13198;36.11271;1794.832;-43.24844
50.12234;61.54338;2953.044;-43.24688
26.97511;39.86641;1974.732;-43.24688
35.76255;47.88521;2340.194;-43.24609
39.78604;51.57979;2432.488;-43.24531
29.39271;41.80391;2010.961;-43.24219
30.32969;43.20932;2091.635;-43.23906
51.03437;62.47588;2935.783;-43.23594
32.24052;44.21932;2086.172;-43.23594
20.24932;32.76771;1636.627;-43.23438
51.66838;62.82901;2915.39;-43.22969
51.76385;62.72682;2933.786;-43.22656
51.1076;62.49115;2928.917;-43.22578
47.20276;58.88177;2758.084;-43.22578
32.11599;44.1487;2099.602;-43.21875
47.13511;58.87599;2763.458;-43.21719
47.44083;58.90896;2753.671;-43.21172
29.61453;42.19172;2080.586;-43.20937
49.17766;60.07792;2840.347;-43.2086
55.50312;66.31469;3073.37;-43.20625
56.51849;67.21729;3178.725;-43.20391
50.26;61.47911;2926.458;-43.2
47.24464;58.89469;2764.249;-43.2
29.17583;41.81859;1975.865;-43.2
21.17021;34.05661;1636.983;-43.19922
32.05;44.10245;2111.493;-43.19844
43.15844;55.01933;2652.479;-43.19765
51.15854;62.52172;2924.507;-43.19609
32.19677;44.15354;2100.986;-43.19609
29.22526;41.85146;1995.086;-43.19609
31.27641;43.30016;2090.406;-43.19531
26.06719;38.85307;1902.094;-43.19531
30.69724;43.33391;2128.206;-43.19141
47.40922;59.27885;2841.659;-43.18906
49.54375;61.29307;2896.078;-43.1875
31.70391;44.23635;2087.82;-43.1875
48.93505;60.41568;2857.598;-43.18672
57.55724;68.1112;3282.482;-43.18047
49.42443;61.24797;2897.703;-43.17969
50.29245;61.69484;2928.486;-43.17735
31.9875;44.21297;2109.239;-43.17656
55.16354;66.37177;3079.689;-43.175
57.20542;67.70589;3242.482;-43.17109
51.6512;62.78026;2921.794;-43.17109
44.88474;55.98656;2647.627;-43.16953
47.37625;59.25547;2832.267;-43.16719
25.33068;38.11683;1894.299;-43.16406
55.48646;66.37302;3075.258;-43.16172
28.79338;41.32224;1974.72;-43.16016
40.87432;52.27479;2521.22;-43.15547
56.87708;67.87213;3210.419;-43.15391
22.07651;35.96396;1790.822;-43.15313
47.11984;58.88964;2795.589;-43.15156
41.62386;53.62125;2597.981;-43.15156
49.08526;60.77536;2858.203;-43.15078
20.53078;33.8388;1650.919;-43.15078
51.31703;62.53891;2936.293;-43.14922
53.13375;63.93135;3066.216;-43.14844
29.63974;42.20802;2074.228;-43.14844
47.3587;59.2825;2838.379;-43.14766
33.45485;45.46396;2234.933;-43.1461
18.13005;32.13911;1649.286;-43.14375
39.69177;51.54182;2430.346;-43.14219
29.22203;41.81698;1997.272;-43.14219
51.32474;62.61766;2930.551;-43.14141
48.36115;60.18359;2877.489;-43.14141
48.67651;60.46891;2854.758;-43.13906
55.24672;66.42599;3082.686;-43.13828
50.98016;62.45953;2909.428;-43.13828
30.5663;43.34052;2122.84;-43.13438
31.01125;43.30953;2105.294;-43.13438
51.61115;62.70979;2937.948;-43.13281
50.77885;62.50089;2934.798;-43.12891
24.68724;37.34781;1805.638;-43.12891
31.77896;44.03229;2115.26;-43.12656
51.08958;62.57073;2936.954;-43.12578
48.81401;60.42073;2856.379;-43.12188
51.69031;62.75114;2922.197;-43.12109
49.20057;60.2125;2897.042;-43.12109
20.47333;32.79656;1643.594;-43.12031
43.03943;54.4237;2635.69;-43.11953
30.1151;42.37708;2064.765;-43.11875
38.73135;49.74646;2448.49;-43.11797
29.66214;42.19755;2080.876;-43.11797
43.63146;54.59682;2629.033;-43.11562
55.47432;66.32516;3078.272;-43.10938
31.50385;43.96427;2117.74;-43.10938
48.33766;60.27714;2863.601;-43.10781
18.60594;32.82604;1661.103;-43.10781
19.93271;33.90021;1652.466;-43.10781
36.93615;48.27125;2316.195;-43.10625
55.51313;66.34937;3083.897;-43.10547
30.7126;43.36489;2118.194;-43.10547
51.23802;62.56073;2930.122;-43.1039
51.39094;62.50323;2937.528;-43.10313
26.175;38.90359;1928.154;-43.09922
48.93302;60.44812;2856.401;-43.09766
32.8826;44.60474;2127.026;-43.09375
43.68474;54.61995;2636.915;-43.08594
53.34068;64.4701;2986.19;-43.08437
51.5887;62.90198;2902.317;-43.08281
17.82406;32.76609;1681.102;-43.07891
39.53625;51.69401;2436.549;-43.075
55.52208;66.35823;3078.093;-43.07344
29.24635;41.39828;1968.86;-43.07265
18.48729;32.75953;1667.166;-43.07265
30.17583;41.7012;1998.644;-43.07109
29.5688;42.22422;2068.108;-43.06875
31.93234;44.20271;2086.747;-43.06797
26.45401;39.18578;1981.993;-43.06797
47.44698;59.30125;2850.896;-43.06719
36.46583;48.18287;2299.765;-43.06406
52.69635;63.52182;3042.904;-43.06328
30.78818;42.28865;2192.495;-43.05938
23.30359;36.31375;1776.435;-43.05859
48.83411;60.38266;2850.557;-43.05703
50.90057;62.55406;2930.077;-43.05625
37.90739;49.14443;2345.949;-43.05469
36.09833;47.75859;2283.554;-43.05312
51.2912;62.53995;2931.664;-43.05235
26.0388;38.87224;1860.672;-43.05156
18.65083;32.7849;1666.721;-43.05078
31.59385;43.3838;2089.568;-43.04922
48.76015;60.39927;2851.795;-43.04844
30.05125;42.3526;2095.299;-43.04766
28.24141;41.28609;2010.16;-43.04688
30.92411;43.21125;2105.261;-43.04531
36.06865;47.74943;2272.082;-43.04453
31.09063;42.33104;2098.141;-43.04453
26.00958;38.78172;1960.31;-43.04375
27.02984;39.58151;1954.85;-43.0414
54.28583;65.77203;3006.147;-43.04063
32.02489;44.2376;2081.058;-43.03828
40.80318;52.30151;2505.313;-43.0375
25.45864;38.52682;1914.827;-43.03672
31.85073;44.04198;2113.072;-43.03516
30.85193;43.33755;2092.027;-43.03437
51.31443;62.71239;2890.351;-43.03359
56.87156;67.7364;3205.25;-43.03203
31.45344;43.15438;2071.351;-43.03203
31.71922;44.17667;2086.347;-43.03047
30.83401;43.21073;2102.1;-43.02969
25.81604;38.21786;1905.555;-43.02891
36.51505;48.00198;2302.345;-43.025
20.49047;32.77958;1645.844;-43.025
42.47797;53.58443;2598.569;-43.02187
28.98214;41.30318;1992.851;-43.0211
31.34063;43.34932;2087.538;-43.01563
51.57771;62.75;2915.132;-43.0125
51.53094;62.64437;2928.42;-43.01094
31.56635;43.98047;2119.157;-43.01094
56.48109;67.74073;3094.23;-43.00781
51.19995;62.4924;2955.339;-43.00781
38.10885;49.22615;2343.795;-43.00781
55.55214;66.46438;3077.671;-43.00391
19.96948;32.88635;1650.477;-43.00312
20.45865;32.80255;1645.55;-43.00234
55.36042;66.36015;3067.072;-42.99766
51.42396;62.55568;2929.729;-42.99766
50.22698;61.7113;2928.507;-42.99766
57.0351;67.69734;3174.572;-42.99688
47.44912;59.29594;2859.985;-42.99453
31.66734;44.10651;2084.678;-42.99453
51.79078;62.76839;2920.09;-42.99375
38.60057;49.67448;2458.235;-42.99297
48.62635;60.3951;2849.667;-42.99219
36.19932;47.45313;2173.126;-42.98985
30.91276;43.29786;2102.53;-42.98516
56.89448;67.24792;3266.319;-42.98359
31.41568;43.25438;2096.788;-42.98359
21.37776;33.98104;1640.988;-42.98359
51.47474;62.61687;2926.205;-42.98203
19.88599;32.71151;1658.009;-42.97656
43.7663;54.64505;2645.837;-42.97344
55.53245;66.25089;3023.489;-42.97266
28.01604;40.86818;1903.544;-42.97266
31.58203;44.11036;2189.313;-42.97187
56.26313;67.75979;3051.872;-42.96719
26.41172;38.95203;1867.556;-42.96641
25.47078;38.17286;1887.232;-42.96563
21.93984;36.10307;1793.99;-42.96484
47.12531;58.85177;2772.894;-42.96016
31.89302;44.06958;2118.012;-42.95703
29.71417;42.26719;2083.943;-42.95469
55.47005;66.37312;3077.177;-42.95391
52.22693;62.89635;2913.285;-42.95156
48.95224;60.39646;2860.027;-42.94609
26.49057;38.93719;1887.402;-42.94609
33.50828;45.48578;2237.908;-42.94531
28.12078;40.97922;2002.133;-42.94453
49.52656;61.31786;2899.165;-42.94375
46.68833;58.76937;2771.84;-42.94375
27.3876;39.60458;1941.417;-42.94297
52.8688;63.51948;3060.919;-42.94219
48.03979;59.08776;2832.824;-42.94219
39.50339;51.6862;2447.9;-42.93594
26.43854;39.63698;1917.752;-42.93359
30.71286;43.33016;2136.142;-42.93125
26.34995;38.9824;1866.805;-42.93125
22.2751;35.59432;1784.92;-42.93047
51.08958;62.46203;2933.26;-42.92969
30.76813;43.36849;2154.862;-42.92969
48.61349;60.38474;2853.855;-42.92812
51.1538;62.48953;2933.661;-42.92735
36.54521;48.3813;2368.817;-42.92735
56.95005;67.7324;3201.529;-42.92578
51.56516;62.72474;2922.016;-42.92578
51.60724;62.74729;2920.341;-42.92578
51.12255;62.46125;2937.679;-42.92422
30.85464;43.16797;2098.866;-42.92031
50.1837;61.66057;2919.494;-42.91953
48.85453;60.42469;2852.558;-42.91875
18.23042;32.2374;1645.368;-42.91563
49.23625;60.72005;2865.924;-42.91484
25.58906;38.22594;1877.263;-42.91406
36.77604;48.47469;2311.675;-42.91328
22.00333;35.93338;1796.028;-42.91328
55.41026;66.37756;3077.024;-42.91094
31.08229;42.54063;2087.294;-42.90781
36.45016;47.77818;2284.452;-42.90391
50.27229;61.68318;2927.712;-42.90313
55.5837;66.36109;3078.847;-42.9
49.2324;60.2262;2888.885;-42.9
36.90276;48.45922;2309.029;-42.89844
36.94969;48.48677;2310.655;-42.89453
29.28583;41.8363;2006.393;-42.89453
24.98396;37.32703;1822.435;-42.89453
52.11672;62.95156;2905.935;-42.89297
51.62807;63.26015;2839.338;-42.89297
50.19302;61.74995;2920.542;-42.89219
49.91531;61.53328;2910.151;-42.89219
29.05609;41.34615;1967.216;-42.89141
41.5414;53.48672;2572.246;-42.89063
48.71416;60.44162;2847.742;-42.88906
32.00854;44.19068;2106.87;-42.88828
29.96271;42.33401;2082.28;-42.88828
48.82104;60.40776;2862.496;-42.88594
55.55969;66.39417;3092.23;-42.88515
29.83031;42.46974;1987.469;-42.88515
31.52974;44.11198;2090.475;-42.88203
21.75526;36.01453;1805.374;-42.88203
49.97495;61.49766;2923.942;-42.88125
30.99995;42.48489;2070.452;-42.88125
28.55958;41.09745;1998.993;-42.88125
28.93448;41.22651;2004.135;-42.88047
32.04713;44.16073;2085.177;-42.87969
25.09391;37.66052;1870.55;-42.87891
56.42297;67.86912;3066.841;-42.87812
36.38515;47.7914;2278.628;-42.87812
51.37828;62.69859;2912.8;-42.87734
51.70839;62.80073;2916.011;-42.87656
50.02552;61.54922;2942.05;-42.87578
