K5PC5CH.OP;K5PC6CH.OP;K5F3.PV;K5P5_1.PV;K5P5_2.PV
19.85188;32.71656;1663.316;-37.24219;-39.06641
18.28385;32.77208;1663.31;-39.04688;-39.97031
20.3638;33.81719;1663.296;-40.04375;-38.77656
19.87479;33.73083;1663.296;-39.42969;-39.64375
20.13208;33.70297;1663.29;-40.85156;-39.17109
18.21068;32.78365;1663.259;-40.90937;-40.13828
19.60625;32.68391;1663.209;-41.39844;-41.7711
19.68339;32.7037;1663.174;-40.29453;-40.19453
18.68266;32.69109;1663.147;-44.0836;-40.48672
18.7226;32.70161;1663.142;-38.64063;-39.62109
20.4963;33.91385;1663.141;-39.78125;-41.55469
20.03188;33.68734;1663.13;-42.04453;-40.51484
19.45401;32.68677;1663.129;-38.91172;-40.61953
19.35698;32.61615;1663.127;-40.51875;-40.93594
21.02761;33.89042;1663.113;-40.12656;-38.81328
19.46917;32.62229;1663.095;-38.63984;-39.96016
22.5825;35.67547;1663.09;-39.82344;-40.81172
18.16641;32.87146;1663.068;-40.30078;-38.63828
20.91234;33.87188;1663.054;-39.93906;-39.65937
18.05135;32.77515;1663.042;-39.89453;-40.40234
20.61422;33.90932;1663.042;-39.93203;-41.98125
21.01995;33.92562;1663.004;-41.26563;-39.44609
18.5688;32.77834;1662.99;-39.69375;-41.10078
19.41537;32.61557;1662.976;-39.82109;-42.51172
20.57578;33.90026;1662.975;-40.93125;-39.47266
18.16063;32.77604;1662.971;-40.60078;-41.00547
21.06958;33.94537;1662.96;-37.50859;-38.51328
20.99333;33.92089;1662.957;-40.16016;-40.03125
19.80234;32.73391;1662.919;-39.85469;-40.16797
19.77281;32.6887;1662.918;-39.66328;-40.30625
18.35047;32.82354;1662.908;-41.52734;-41.9164
17.99427;32.78115;1662.886;-40.3539;-43.05078
19.91198;32.68114;1662.884;-39.32031;-40.2125
20.0801;33.69719;1662.868;-39.28594;-36.93359
20.27464;33.70578;1662.834;-41.65703;-38.69531
18.28766;32.85922;1662.802;-40.73906;-41.24062
19.77375;32.73203;1662.771;-41.76953;-40.70156
18.69891;32.70542;1662.733;-40.24922;-39.41875
17.80557;32.8137;1662.724;-39.45937;-41.57969
20.13203;33.70729;1662.696;-38.96484;-39.575
19.75901;32.70927;1662.673;-38.15;-40.69062
18.65656;32.79724;1662.638;-41.11797;-38.96719
21.11083;33.9162;1662.617;-39.25625;-38.17109
21.12031;33.89953;1662.6;-41.15078;-38.82031
20.91115;33.90859;1662.579;-41.39844;-40.38984
18.27802;32.81896;1662.569;-39.53281;-39.74531
19.90818;32.75328;1662.565;-39.91875;-39.9625
20.64292;33.88677;1662.564;-40.40781;-41.56172
19.22599;32.59578;1662.562;-39.30312;-37.02891
18.29734;32.81213;1662.52;-38.36641;-39.16797
19.27417;32.62276;1662.516;-40.59453;-39.27266
18.39865;32.81182;1662.471;-37.80547;-40.97734
20.63797;32.80755;1662.471;-41.14219;-38.03672
18.16849;32.77901;1662.439;-40.03984;-40.02266
18.53979;32.75354;1662.429;-38.69141;-40.00469
20.67422;33.9151;1662.423;-39.38828;-39.55703
19.08755;32.67537;1662.42;-41.27187;-40.20156
17.9551;32.80396;1662.407;-39.89219;-38.32891
19.93698;33.68703;1662.404;-40.73828;-39.47578
19.42687;32.59953;1662.394;-37.86953;-40.26953
20.24063;33.72443;1662.385;-38.99297;-39.82578
19.35177;32.58891;1662.385;-38.40156;-38.52578
18.06052;32.80865;1662.383;-40.14531;-39.17422
19.71677;32.65958;1662.382;-40.56797;-39.53125
18.04198;32.77833;1662.369;-40.08594;-38.94922
21.02276;33.91693;1662.36;-41.31875;-42.82344
20.34255;33.69735;1662.343;-39.86094;-39.03437
19.76208;32.70562;1662.343;-39.19688;-40.0414
18.65828;32.6951;1662.328;-39.41953;-40.47187
20.70333;33.91594;1662.326;-39.74297;-39.50625
19.6674;32.70615;1662.317;-39.69453;-40.54297
18.2137;32.85917;1662.302;-39.97969;-39.48359
18.75807;32.71823;1662.295;-40.42969;-38.83906
19.7612;32.68604;1662.276;-39.8961;-39.41172
20.01573;32.71297;1662.274;-39.42188;-40.21719
20.00646;32.72641;1662.258;-40.48438;-39.94922
21.01838;33.89495;1662.25;-41.04297;-41.18906
20.03958;33.71047;1662.223;-39.96016;-39.32969
19.83297;32.71703;1662.223;-40.07344;-38.97656
19.94687;32.7211;1662.214;-37.51875;-38.775
18.40406;32.76437;1662.197;-39.88047;-40.29531
19.86141;32.65786;1662.19;-41.99219;-41.41172
20.60698;32.79964;1662.189;-40.72969;-40.51172
18.29667;32.79089;1662.184;-39.37969;-40.19375
19.5887;32.68453;1662.167;-38.79766;-39.29063
20.06073;33.70063;1662.155;-41.28516;-39.11719
19.72891;32.66245;1662.141;-40.93594;-39.30078
19.59021;32.70438;1662.119;-36.50078;-40.31797
18.29922;32.76885;1662.113;-39.38438;-40.23516
19.90344;32.72485;1662.104;-38.20234;-39.26328
21.3625;33.92568;1662.081;-40.95469;-40.87109
20.99313;33.91849;1662.08;-39.79922;-39.41719
18.69708;32.67615;1662.064;-40.49141;-41.01406
18.51651;32.76875;1662.062;-37.57422;-40.01953
20.97516;33.80047;1662.021;-39.82109;-39.6664
21.06328;33.9375;1662.02;-39.60234;-39.36797
20.74974;33.78963;1661.992;-38.87656;-39.17031
21.10698;33.96828;1661.986;-39.93906;-40.60625
19.82068;32.68646;1661.967;-38.99141;-41.67031
21.15557;33.91568;1661.956;-38.32109;-40.0836
18.11844;32.79255;1661.951;-39.46172;-41.775
18.76922;32.74537;1661.922;-40.9125;-39.43047
18.64745;32.80005;1661.921;-43.67812;-39.22656
19.75729;32.68604;1661.904;-42.15391;-40.38047
17.76932;32.80433;1661.887;-40.93359;-38.98047
17.29344;32.73661;1661.884;-41.32734;-41.95469
18.15031;32.76375;1661.877;-40.1039;-41.2086
21.18813;33.94437;1661.875;-40.00625;-40.42344
21.13818;34.01865;1661.87;-41.24844;-39.36797
18.14573;32.77234;1661.849;-40.88203;-38.8375
18.49052;32.79922;1661.841;-41.96875;-37.71328
18.39688;32.79089;1661.826;-39.84844;-39.76094
19.34797;32.6124;1661.795;-41.20156;-39.92578
18.83531;32.73354;1661.793;-39.30078;-38.42578
17.86234;32.83693;1661.783;-41.86875;-43.34063
20.72682;33.88875;1661.747;-41.34375;-40.38594
19.31953;32.5825;1661.713;-40.70703;-40.59844
20.16974;33.69963;1661.701;-39.69922;-40.42266
19.99073;32.72031;1661.677;-40.12344;-39.31172
20.80823;33.92307;1661.647;-39.32578;-41.35234
20.25536;33.71521;1661.604;-42.11172;-37.77344
20.92266;33.92714;1661.575;-39.71016;-39.82109
18.73547;32.69651;1661.552;-39.31016;-39.2711
20.88833;33.75969;1661.52;-39.58203;-40.07813
21.12286;33.94526;1661.516;-39.83594;-35.96328
20.07578;33.70578;1661.502;-40.90313;-41.58516
19.66969;32.72828;1661.494;-39.50781;-41.22266
19.67281;32.72083;1661.481;-37.81797;-41.14063
20.22609;33.74307;1661.461;-38.65547;-37.61562
19.33182;32.58693;1661.458;-39.49609;-40.67656
21.20031;33.90213;1661.429;-40.31719;-39.96641
18.57375;32.7037;1661.41;-41.23516;-39.82422
21.31078;33.9738;1661.404;-39.79688;-40.28828
21.14229;33.90974;1661.398;-41.2289;-39.825
20.0699;33.71807;1661.344;-40.28984;-39.30938
19.83521;32.7326;1661.298;-39.79219;-39.24688
19.50427;32.64995;1661.24;-37.59922;-39.09687
19.29125;32.62182;1661.231;-37.29844;-39.04609
19.81755;32.68208;1661.215;-41.55859;-38.54375
19.7537;32.69896;1661.214;-41.59375;-39.29297
18.28578;32.77245;1661.212;-40.30547;-39.02891
20.95031;33.99281;1661.207;-40.73281;-39.4125
20.62344;33.79562;1661.171;-39.19375;-38.73438
19.9462;33.70948;1661.149;-39.40781;-38.59141
19.79927;32.7086;1661.14;-41.68828;-38.99688
19.94557;32.6949;1661.133;-39.45703;-40.39297
19.80417;32.68516;1661.121;-40.26953;-41.5125
18.60594;32.82604;1661.103;-43.10781;-40.36953
19.75859;32.65833;1661.097;-39.76094;-41.30156
19.22953;32.63219;1661.09;-40.45;-40.14219
18.35114;32.83068;1661.087;-39.27344;-38.6875
19.88677;32.70432;1661.085;-39.96875;-40.77969
18.47333;32.84495;1661.082;-41.21953;-40.08281
19.68849;32.68536;1661.031;-38.57422;-39.22969
19.62396;32.72063;1661.031;-38.5875;-39.60469
19.695;32.68573;1661.023;-38.27187;-42.08281
19.99463;32.71807;1660.926;-40.46406;-42.77813
20.97344;33.91677;1660.862;-38.94297;-40.17891
20.93536;33.89281;1660.817;-39.54766;-39.67266
18.4912;32.79625;1660.769;-39.91406;-40.17422
20.42234;33.72953;1660.753;-37.78594;-39.85703
17.34427;32.72484;1660.732;-37.40703;-38.45078
20.03932;32.74276;1660.717;-38.85078;-39.50312
20.47016;33.72094;1660.689;-42.26172;-38.49062
18.8225;32.70417;1660.644;-40.94531;-40.30469
18.66604;32.74953;1660.643;-40.52969;-40.28828
17.99891;32.80474;1660.636;-40.41953;-38.70937
19.70146;32.66339;1660.609;-38.5375;-39.85156
19.93104;32.71932;1660.604;-41.2086;-39.59922
22.39198;35.62917;1660.599;-40.7625;-39.63672
20.28963;33.7013;1660.585;-39.20937;-39.07734
19.59026;32.7201;1660.551;-41.22813;-40.30156
17.90438;32.82938;1660.547;-38.57031;-40.55625
18.66323;32.69333;1660.529;-40.28047;-41.50703
18.86312;32.73771;1660.462;-39.93438;-40.80469
18.77979;32.64266;1660.437;-38.14141;-40.45313
19.46823;32.69818;1660.419;-40.50938;-39.84375
18.5162;32.77885;1660.363;-41.13281;-42.24375
19.66068;32.71443;1660.347;-38.72344;-40.91406
21.12667;33.97713;1660.29;-41.32969;-40.4375
19.8026;32.71818;1660.236;-40.23672;-39.89453
19.66162;32.73177;1660.194;-39.91484;-39.63281
19.97797;32.73427;1660.192;-39.99531;-40.12969
18.49443;32.69797;1660.184;-40.70391;-38.54609
19.80896;32.69099;1660.178;-40.69922;-40.90625
19.76906;32.6951;1660.178;-40.51563;-40.43047
18.31719;32.83984;1660.177;-40.3336;-41.35625
20.28953;33.70026;1660.173;-39.53672;-38.91484
18.50031;32.73495;1660.128;-37.59844;-38.68281
21.60703;33.96203;1660.114;-39.45703;-38.37578
20.26125;33.70745;1660.082;-40.21328;-39.73047
20.15088;33.72026;1660.071;-40.925;-38.50156
20.95854;32.86151;1660.07;-40.96484;-41.56719
21.37167;33.97849;1660.042;-39.09531;-38.93672
20.64271;33.87422;1660.037;-40.87109;-38.37031
19.87349;32.7076;1660;-39.48203;-39.57188
20.89068;33.9176;1659.983;-35.47031;-41.19844
20.22927;33.70443;1659.952;-38.34766;-40.73672
20.08578;33.68807;1659.928;-40.4875;-39.88125
20.06719;33.70719;1659.918;-39.39453;-39.70625
19.7649;32.71057;1659.91;-41.22422;-41.04844
19.84802;32.72708;1659.906;-41.99062;-38.84609
19.85922;32.71031;1659.889;-39.30859;-39.84297
19.74036;32.72505;1659.875;-40.19141;-41.67656
19.78016;32.71088;1659.865;-39.16719;-39.7625
21.32948;33.95307;1659.863;-38.89219;-39.66797
20.64734;33.90177;1659.845;-39.94844;-39.29688
20.97437;33.89047;1659.835;-39.7289;-39.91875
20.22661;33.71359;1659.817;-39.79531;-39.08984
18.96042;32.72886;1659.795;-38.86797;-41.14531
20.78536;33.91349;1659.783;-37.90547;-39.89219
19.57474;32.71354;1659.776;-40.21406;-38.77656
18.2438;32.79443;1659.769;-39.6875;-40.95313
17.82479;32.79854;1659.764;-41.42031;-41.20703
18.93917;32.67953;1659.754;-40.33047;-39.6
19.54401;32.69714;1659.747;-39.16797;-39.36797
21.22745;33.95615;1659.703;-40.43438;-38.93828
19.9301;32.7401;1659.687;-39.97734;-42.25391
20.90229;33.90156;1659.674;-39.75781;-40.5
18.41552;32.82708;1659.659;-39.32578;-42.0836
19.82307;32.68693;1659.64;-40.36875;-40.15
19.68125;32.69776;1659.585;-41.00312;-38.99062
21.0176;33.96698;1659.562;-42.43359;-39.86328
21.54849;33.99531;1659.553;-39.80312;-38.92109
18.17151;32.3513;1659.545;-39.47578;-39.53281
18.84823;32.6887;1659.545;-41.42188;-40.68438
20.0087;32.7301;1659.529;-39.96016;-40.70703
19.77073;32.70547;1659.525;-40.74531;-39.16328
19.61078;33.92974;1659.512;-39.81641;-39.22813
21.20953;33.95943;1659.481;-42.11953;-38.21406
17.24766;32.73922;1659.449;-38.58125;-39.76406
19.80443;32.72063;1659.439;-38.45391;-40.21328
20.44849;33.79672;1659.423;-42.25703;-40.04688
21.42234;34.03688;1659.415;-39.68516;-40.05859
18.20417;32.35625;1659.403;-38.45391;-39.41563
18.66016;32.69182;1659.326;-37.88594;-38.96406
19.77042;32.69765;1659.313;-39.32109;-40.63828
20.85172;33.90302;1659.31;-40.15859;-40.44765
20.97719;33.90807;1659.306;-39.09922;-37.87656
19.5962;32.71229;1659.294;-38.04219;-41.53672
19.72062;32.71651;1659.289;-42.16953;-39.67422
19.82162;32.72901;1659.283;-42.21953;-39.51719
18.63932;32.87386;1659.269;-39.69453;-40.12578
18.29724;32.34219;1659.267;-40.92578;-39.59766
21.09771;33.985;1659.26;-42.10859;-40.26875
18.6088;32.64604;1659.259;-38.17578;-40.82109
18.24969;32.33693;1659.203;-40.46797;-39.52344
17.90099;32.82682;1659.203;-38.18672;-39.83672
21.01005;33.97021;1659.2;-41.08047;-40.77422
19.70552;32.72021;1659.191;-36.77031;-40.68906
21.46516;33.98412;1659.164;-39.10156;-40.72031
20.32224;33.74286;1659.142;-39.42735;-38.86719
19.54089;33.90162;1659.13;-40.42266;-40.85938
18.36625;32.85239;1659.125;-39.26328;-38.83672
17.14589;32.74599;1659.109;-41.05469;-39.83594
19.80651;32.65146;1659.068;-41.53906;-41.27344
18.2737;32.35344;1659.062;-39.40703;-43.7125
18.22286;32.87604;1659.033;-37.69297;-39.48672
18.02755;32.81578;1659.032;-41.39766;-42.09453
18.07177;32.36234;1659.018;-40.71328;-40.05625
21.16703;33.97406;1659.006;-40.38672;-39.79063
18.8038;32.69786;1659.002;-41.19141;-42.29531
18.18297;32.35703;1658.988;-40.77734;-39.95781
20.84599;32.83688;1658.967;-37.87812;-40.41875
19.78719;33.89469;1658.936;-38.31797;-40.83828
20.38823;33.73479;1658.933;-42.20234;-40.0625
18.71526;32.60912;1658.906;-42.38438;-41.55781
19.89573;32.71302;1658.876;-39.17109;-39.97656
17.97214;32.30734;1658.849;-40.97656;-39.49922
19.83896;32.69823;1658.845;-37.90625;-39.48359
19.90016;32.72151;1658.795;-37.97813;-39.09219
19.77599;32.70557;1658.785;-39.96094;-40.23203
19.73245;32.72479;1658.776;-39.75625;-39.47734
18.0499;32.36573;1658.759;-38.19141;-40.34922
18.7301;32.69609;1658.751;-39.30391;-41.55703
18.57302;32.70708;1658.75;-40.38125;-39.75078
18.72146;32.84672;1658.74;-36.78437;-42.16797
19.72161;32.71989;1658.734;-39.44141;-40.60078
19.98969;32.74682;1658.729;-39.95391;-41.17812
18.18927;32.84193;1658.715;-39.39844;-37.77891
20.19813;33.70313;1658.692;-39.30703;-38.92891
19.59583;32.68391;1658.67;-40.20313;-41.87578
21.06802;33.95526;1658.652;-37.75781;-40.55938
21.20844;33.94437;1658.647;-40.33516;-40.96328
19.9113;32.74302;1658.628;-40.80078;-40.19141
17.93109;32.76823;1658.62;-40.36094;-41.03984
20.98578;33.9864;1658.585;-39.32969;-40.88828
20.50146;33.71974;1658.566;-39.23203;-40.35469
20.0799;32.72755;1658.565;-40.45;-39.52031
19.71083;32.68745;1658.5;-39.85938;-40.59531
19.82318;32.6913;1658.444;-41.27266;-39.03203
20.23411;33.69969;1658.412;-39.25625;-39.55469
18.60198;32.72005;1658.393;-41.37969;-40.49609
18.59161;32.71386;1658.325;-39.0375;-38.36094
21.33266;33.91958;1658.298;-38.79297;-39.04063
18.28333;32.8037;1658.293;-37.86016;-42.40391
19.59016;33.88771;1658.284;-40.65469;-38.71641
19.86786;33.80443;1658.244;-38.68047;-38.76172
19.94583;32.72937;1658.24;-40.78984;-40.62422
21.21984;33.97948;1658.23;-41.48906;-39.13438
19.64115;32.71396;1658.205;-39.59453;-40.93281
20.00943;33.88109;1658.195;-39.92891;-39.94375
20.03443;32.73417;1658.172;-41.74141;-39.83672
19.98135;32.73729;1658.162;-40.05235;-40.84609
21.43328;33.98844;1658.142;-37.54375;-40.25391
20.46552;33.74886;1658.139;-38.9164;-39.60234
18.64964;32.61599;1658.13;-40.3539;-41.20469
17.96432;32.35042;1658.126;-39.78125;-42.08437
19.95594;32.71682;1658.093;-39.42344;-39.625
20.18417;33.69854;1658.075;-44.36719;-38.59297
20.36432;33.73328;1658.041;-42.00391;-41.77344
20.16719;33.69719;1658.04;-41.30547;-39.9789
19.81359;32.72208;1658.039;-40.11485;-39.67812
18.8874;32.6799;1658.034;-40.35781;-40.03203
21.13375;34.03453;1658.012;-39.4375;-41.17891
19.88599;32.71151;1658.009;-42.97656;-37.975
21.24109;33.95214;1657.999;-41.14531;-38.95234
20.20641;33.71432;1657.992;-38.77422;-40.20078
18.75234;32.69417;1657.989;-40.85703;-38.25625
20.37083;33.7162;1657.988;-40.37031;-38.34063
19.81682;32.74526;1657.946;-39.32031;-40.32109
19.55187;32.71302;1657.917;-39.39844;-39.58984
20.37203;33.82312;1657.916;-39.73203;-40.33437
19.83912;33.8775;1657.908;-37.74766;-38.66719
21.09521;33.96776;1657.904;-41.90391;-39.78359
19.6425;32.71989;1657.866;-39.42735;-37.76797
21.11682;33.97708;1657.848;-38.0414;-40.90781
17.22156;32.72297;1657.841;-39.67812;-38.89141
18.72141;32.72729;1657.816;-38.53203;-37.88438
21.21443;33.93646;1657.775;-38.15469;-37.77031
18.16417;32.35328;1657.74;-38.62188;-40.71328
19.75359;32.72401;1657.734;-40.87578;-39.6664
18.40995;32.77552;1657.729;-40.34766;-42.53437
18.36141;32.81724;1657.711;-37.67188;-39.13047
19.80511;32.72557;1657.703;-40.19375;-38.81094
19.79391;32.72578;1657.701;-41.87734;-39.38125
18.79229;32.70156;1657.684;-39.04688;-42.29609
21.19646;33.91927;1657.676;-40.38281;-41.91484
18.18682;32.82438;1657.642;-42.48047;-40.32656
20.34953;33.72448;1657.628;-39.84141;-40.69688
19.83417;32.71599;1657.599;-41.80312;-40.73047
19.61177;32.66448;1657.581;-37.43203;-38.98047
18.19891;32.34906;1657.578;-39.91328;-37.24219
19.68958;32.73443;1657.557;-40.16406;-39.04688
18.67193;32.7238;1657.541;-39.72031;-40.04375
21.37104;33.99318;1657.526;-42.8625;-39.42969
19.68448;32.73656;1657.507;-36.44375;-40.85156
18.06464;32.22281;1657.498;-40.675;-40.90937
19.86672;32.70911;1657.496;-41.42578;-41.39844
21.53349;34.00583;1657.495;-39.9;-40.29453
20.50094;32.78588;1657.491;-38.48985;-44.0836
19.83776;32.71469;1657.484;-42.82734;-38.64063
21.26646;34.01172;1657.459;-37.60156;-39.78125
20.54156;33.92;1657.43;-38.87109;-42.04453
20.31094;33.71776;1657.429;-39.45234;-38.91172
20.41849;33.75328;1657.42;-39.74219;-40.51875
18.68339;32.73484;1657.417;-42.61328;-40.12656
18.27516;32.31781;1657.395;-40.67891;-38.63984
22.62276;35.66255;1657.388;-40.77969;-39.82344
18.25912;32.36187;1657.376;-40.69922;-40.30078
19.7912;32.7212;1657.374;-40.37422;-39.93906
18.07958;32.23635;1657.33;-40.17031;-39.89453
19.96672;32.74688;1657.323;-40.84609;-39.93203
18.77172;32.71031;1657.321;-37.19219;-41.26563
20.5987;33.85938;1657.308;-39.53516;-39.69375
19.74271;32.70177;1657.301;-41.78359;-39.82109
20.53193;32.71188;1657.292;-42.17812;-40.93125
21.24578;33.97047;1657.282;-42.45313;-40.60078
19.89203;32.71646;1657.266;-43.35313;-37.50859
20.81495;33.89896;1657.256;-42.08906;-40.16016
21.02599;33.99771;1657.249;-39.32344;-39.85469
20.43917;33.7762;1657.226;-41.66719;-39.66328
18.79849;32.67224;1657.21;-38.49375;-41.52734
20.05281;33.7049;1657.205;-40.46875;-40.3539
18.25391;32.83615;1657.189;-39.28281;-39.32031
19.05427;33.26646;1657.188;-39.08281;-39.28594
17.42922;32.73859;1657.185;-39.92812;-41.65703
19.89333;32.70854;1657.185;-40.47656;-40.73906
20.34172;33.74693;1657.165;-40.975;-41.76953
20.56354;33.85672;1657.122;-39.12188;-40.24922
20.73412;33.91604;1657.122;-40.62031;-39.45937
19.94662;32.74182;1657.109;-43.7375;-38.96484
20.47734;33.83182;1657.099;-40.725;-38.15
19.72552;32.7162;1657.078;-40.70547;-41.11797
17.8237;32.80484;1657.073;-40.73438;-39.25625
21.31484;33.97411;1657.049;-39.35469;-41.15078
19.9126;32.67833;1657.043;-39.04297;-41.39844
17.97016;32.81641;1657.021;-40.5625;-39.53281
19.74156;32.70948;1657;-38.81406;-39.91875
17.77229;32.23589;1656.997;-38.00547;-40.40781
17.91;32.84677;1656.974;-41.05078;-39.30312
19.84651;32.72224;1656.974;-40.50859;-38.36641
19.70125;32.63995;1656.941;-41.1461;-40.59453
19.60224;32.69068;1656.939;-40.33047;-37.80547
20.91255;33.79068;1656.932;-39.92266;-41.14219
21.29859;33.95276;1656.928;-39.53828;-40.03984
19.8725;32.71667;1656.915;-41.82344;-38.69141
17.96865;32.20156;1656.9;-39.45078;-39.38828
19.75974;32.67604;1656.871;-37.84687;-41.27187
19.98214;33.84266;1656.858;-37.25469;-39.89219
21.01901;33.96969;1656.827;-40.30938;-40.73828
20.04328;33.89802;1656.819;-40.65937;-37.86953
18.7;32.6926;1656.793;-39.20547;-38.99297
18.51745;32.85443;1656.76;-39.89063;-38.40156
20.8213;33.87995;1656.754;-42.25781;-40.14531
18.67391;32.69339;1656.715;-40.7914;-40.56797
20.61677;33.87531;1656.704;-39.77656;-40.08594
18.07281;32.23349;1656.701;-40.00625;-41.31875
18.7012;32.67089;1656.683;-40.35859;-39.86094
17.92255;32.28328;1656.668;-39.80391;-39.19688
19.95854;32.65786;1656.665;-40.51953;-39.41953
18.5476;32.82854;1656.638;-40.17656;-39.74297
21.25604;33.99651;1656.63;-42.57031;-39.69453
18.38932;32.27948;1656.62;-40.98438;-39.97969
19.87458;32.74172;1656.607;-39.51172;-40.42969
19.84474;32.72635;1656.604;-39.22266;-39.8961
18.79651;32.71969;1656.595;-39.96719;-39.42188
18.18661;32.27813;1656.594;-40.62969;-40.48438
19.99036;32.72917;1656.569;-40.66328;-41.04297
19.92417;32.7225;1656.563;-38.01484;-39.96016
18.42766;32.33167;1656.531;-40.26641;-40.07344
19.63349;32.61443;1656.501;-40.37812;-37.51875
19.59635;32.70901;1656.497;-39.75156;-39.88047
18;32.24792;1656.496;-38.75625;-41.99219
18.53104;32.86547;1656.496;-38.69844;-40.72969
19.90089;32.64875;1656.488;-40.95469;-39.37969
18.16115;32.31411;1656.486;-41.93594;-38.79766
18.03411;32.35849;1656.475;-40.3336;-41.28516
17.78734;32.79615;1656.455;-41.64375;-40.93594
20.42422;33.73958;1656.451;-41.43516;-36.50078
21.03542;33.99437;1656.448;-39.07969;-39.38438
19.89172;32.73073;1656.445;-38.39844;-38.20234
18.69417;32.68969;1656.416;-39.05312;-40.95469
20.45536;33.83156;1656.414;-39.22187;-39.79922
19.7999;32.69109;1656.402;-40.95703;-40.49141
18.14583;32.3788;1656.393;-39.43047;-37.57422
20.47823;32.7799;1656.393;-39.17656;-39.82109
18.06688;32.23286;1656.388;-38.91563;-39.60234
20.63135;33.85448;1656.377;-38.34766;-38.87656
19.83047;32.73068;1656.352;-38.14531;-39.93906
21.44771;33.96838;1656.264;-38.66875;-38.99141
19.72609;32.71146;1656.259;-40.64219;-38.32109
21.13651;33.93859;1656.199;-40.53594;-39.46172
21.0399;33.98349;1656.193;-39.7625;-40.9125
17.9513;32.81542;1656.113;-40.13906;-43.67812
18.25537;32.34552;1656.112;-40.97187;-42.15391
18.89911;32.65364;1656.104;-39.56328;-40.93359
20.03703;32.73854;1656.097;-36.5;-41.32734
19.80239;32.73505;1656.096;-40.74688;-40.1039
20.1724;32.74068;1656.094;-38.45547;-40.00625
17.86734;32.21307;1656.053;-39.54063;-41.24844
20.74036;33.87234;1656.045;-40.80078;-40.88203
20.03672;33.6988;1656.016;-40.56094;-41.96875
19.80177;32.72099;1656.015;-40.375;-39.84844
19.98927;32.67568;1656.011;-40.43203;-41.20156
18.14349;32.35213;1656.007;-38.8125;-39.30078
17.97031;32.17287;1655.984;-39.60469;-41.86875
18.2124;32.27854;1655.984;-40.23594;-41.34375
18.88412;32.66526;1655.975;-39.09375;-40.70703
21.35219;33.97792;1655.97;-39.88672;-39.69922
19.81104;32.70578;1655.946;-38.13594;-40.12344
18.2601;32.28474;1655.942;-39.50312;-39.32578
17.96557;32.33005;1655.938;-39.68203;-42.11172
17.79781;32.79839;1655.921;-41.56328;-39.71016
20.08391;32.73714;1655.858;-37.49141;-39.31016
18.05661;32.33625;1655.852;-39.97734;-39.58203
18.3063;32.8087;1655.849;-40.12031;-39.83594
20.3438;33.70662;1655.843;-40.31875;-40.90313
20.37292;33.74313;1655.836;-37.92031;-39.50781
19.64432;33.90047;1655.833;-39.76172;-37.81797
18.13667;32.84781;1655.807;-40.14531;-38.65547
19.77161;32.73021;1655.803;-38.01484;-39.49609
19.86588;32.66766;1655.789;-39.50234;-40.31719
20.15964;32.72594;1655.771;-40.84609;-41.23516
18.76589;32.74505;1655.757;-39.78281;-39.79688
19.8424;32.72031;1655.734;-37.48203;-41.2289
18.54203;32.83896;1655.732;-41.33203;-40.28984
20.16203;32.73823;1655.712;-38.24219;-39.79219
19.56995;32.64943;1655.688;-38.18359;-37.59922
17.63719;32.26719;1655.684;-38.55859;-37.29844
19.61354;32.69406;1655.644;-41.14453;-41.55859
21.32818;33.99802;1655.641;-40.14297;-41.59375
18.2712;32.30037;1655.634;-38.97578;-40.30547
17.8249;32.1363;1655.588;-39.71094;-40.73281
19.85932;33.83542;1655.588;-38.96719;-39.19375
20.18802;33.71823;1655.571;-42.20781;-39.40781
18.51724;32.89578;1655.557;-42.51015;-41.68828
17.90281;32.28838;1655.499;-38.17109;-39.45703
21.13661;33.97766;1655.499;-41.16484;-40.26953
18.36932;32.28239;1655.496;-42.58203;-43.10781
20.5699;33.74422;1655.495;-41.99609;-39.76094
21.17411;34.03573;1655.484;-38.99297;-40.45
18.83896;32.66781;1655.454;-38.43125;-39.27344
20.76937;33.85286;1655.422;-39.46563;-39.96875
18.70385;32.59771;1655.407;-39.6625;-41.21953
19.78052;32.73026;1655.354;-39.75547;-38.57422
21.09411;33.98927;1655.329;-39.04531;-38.5875
20.35078;33.82917;1655.3;-41.09063;-38.27187
20.09651;32.71073;1655.275;-41.20547;-40.46406
20.23427;32.85344;1655.263;-40.74609;-38.94297
20.40443;33.75114;1655.246;-40.79297;-39.54766
18.3374;32.31073;1655.217;-38.56172;-39.91406
20.95115;33.92932;1655.215;-40.1375;-37.78594
20.2038;32.73052;1655.199;-39.4875;-37.40703
18.46802;32.30365;1655.194;-37.375;-38.85078
19.81474;32.7174;1655.194;-39.2711;-42.26172
17.96792;32.14193;1655.193;-40.37344;-40.94531
18.19042;32.33562;1655.164;-39.46641;-40.52969
19.73422;32.72635;1655.14;-39.41797;-40.41953
19.76078;32.69885;1655.106;-41.22813;-38.5375
19.89682;32.73917;1655.104;-40.62109;-41.2086
17.19042;32.7312;1655.082;-40.075;-40.7625
18.16828;32.20287;1655.081;-39.54609;-39.20937
20.69781;33.91661;1655.076;-41.31641;-41.22813
21.40719;33.98667;1655.051;-41.74609;-38.57031
19.70417;33.86948;1655.037;-40.65313;-40.28047
17.57261;32.27828;1655.014;-38.76484;-39.93438
