K5PC5CH.OP;K5PC6CH.OP;K5F3.PV;K5P5_1.PV;K5P5_2.PV
36.02781;47.73896;2280.458;-41.09297;-39.36875
36.19708;47.78109;2280.424;-38.08281;-40.94844
36.4399;47.83313;2280.404;-38.45703;-40.75938
36.29479;47.83948;2280.325;-39.50234;-41.2914
36.14057;47.75412;2280.321;-40.84609;-39.27578
36.21969;47.72886;2280.319;-36.82891;-38.10547
36.35401;47.79089;2280.235;-41.28437;-40.06562
36.09656;47.79911;2279.908;-38.99531;-39.51094
36.29547;47.80099;2279.819;-45.08828;-42.17344
36.08932;47.76318;2279.639;-38.70781;-41.95547
35.98406;47.7938;2279.475;-39.55469;-40.39375
36.30479;47.78995;2279.435;-38.93359;-40.25703
37.08167;48.39828;2279.412;-40.32734;-39.23438
36.19115;47.76531;2279.381;-40.20469;-37.30547
36.25911;47.81562;2279.346;-41.15313;-39.98672
36.37828;47.80854;2279.28;-39.69844;-38.64219
36.27198;47.78104;2279.229;-39.02344;-42.36562
36.02953;47.75792;2279.065;-37.97813;-41.09063
35.98037;47.79359;2279.019;-38.77422;-42.40547
34.28693;46.5649;2278.807;-41.19609;-40.72813
37.04287;48.99021;2278.773;-41.72266;-38.96016
36.38515;47.7914;2278.628;-42.87812;-40.27422
36.26453;47.76448;2278.541;-42.3625;-38.06406
36.17172;47.79849;2278.309;-39.03437;-40.10781
36.16042;47.74739;2278.234;-40.50156;-40.80469
36.08537;47.74281;2278.207;-39.60547;-40.33203
36.29464;47.73708;2278.177;-41.34297;-37.20313
36.35177;47.8499;2278.153;-39.79375;-40.98985
36.25636;47.76375;2278.089;-40.08906;-38.96719
36.07734;47.78531;2277.991;-39.03359;-40.21875
36.17448;47.79693;2277.981;-40.11719;-41.29297
33.6699;45.76963;2277.924;-41.16484;-39.20078
36.14406;47.76568;2277.807;-38.52187;-35.56797
36.14323;47.85495;2277.664;-39.40234;-40.14844
33.7137;45.73214;2277.492;-39.68672;-42.01406
36.34177;47.80479;2277.477;-38.53047;-38.47187
36.14625;47.81739;2277.434;-40.50547;-40.55781
36.3064;47.83021;2277.393;-41.42031;-40.54063
34.23891;46.04078;2277.37;-39.32891;-37.89922
36.21859;47.73448;2277.311;-42.49922;-38.33984
36.37026;47.70672;2277.26;-40.75703;-40.45703
36.1051;47.77083;2277.059;-40.39531;-37.42266
36.3013;47.83505;2277.047;-38.18984;-38.83984
36.07859;47.79172;2276.997;-41.22344;-39.43828
36.46761;47.87458;2276.796;-40.07969;-41.30235
37.24057;48.42021;2276.782;-41.42344;-40.50469
36.39807;47.79771;2276.711;-37.78516;-39.21953
36.34932;47.80849;2276.545;-40.08906;-40.75078
36.3801;47.67682;2276.504;-40.04609;-41.49375
36.37833;47.82073;2276.499;-40.36875;-42.29219
36.08943;47.76552;2276.477;-41.98281;-35.82578
35.97818;47.79427;2276.384;-37.91328;-37.81953
36.4462;47.8188;2276.355;-35.78125;-41.49766
36.11573;47.82552;2276.295;-41.02422;-37.40234
36.09599;47.7013;2276.232;-40.84375;-40.09531
36.4162;47.85;2276.211;-40.33203;-39.36875
36.27057;47.75792;2275.999;-41.48047;-40.25312
36.18703;47.79547;2275.811;-38.69844;-40.19375
36.46151;47.8074;2275.5;-41.09375;-39.68516
36.34135;47.7875;2275.376;-41.23047;-37.20391
36.28542;47.78708;2275.313;-40.14922;-39.75547
36.37219;47.78667;2275.231;-37.87031;-39.87812
36.11896;47.79521;2275.091;-41.07188;-42.34375
36.13927;47.96016;2275.088;-39.03672;-38.7
36.49943;47.85349;2275.03;-38.25938;-39.45781
36.45068;47.91625;2275.01;-36.59297;-38.49609
36.29453;47.78969;2274.993;-39.43906;-40.99766
36.24208;47.83469;2274.929;-38.87031;-41.04609
36.15229;47.76547;2274.667;-42.47969;-40.32109
37.17229;48.44547;2274.66;-39.86797;-39.01172
36.39995;47.81984;2274.544;-40.29609;-39.57734
36.40448;47.82797;2274.387;-38.51641;-43.025
36.16016;47.75578;2274.362;-38.07265;-38.7914
35.04026;46.31229;2274.246;-42.24375;-37.59687
36.38547;47.82896;2274.213;-38.33672;-43.41719
36.21734;47.84068;2274.18;-41.02734;-40.41719
36.16104;47.77432;2274.007;-38.25391;-37.79688
36.06641;47.71021;2273.977;-37.30547;-39.83281
34.69609;46.67766;2273.929;-41.725;-38.97813
36.32161;47.7651;2273.849;-39.57656;-41.66563
36.22698;47.82182;2273.814;-42.15234;-41.72578
36.49766;47.79266;2273.748;-38.38672;-35.82031
36.19958;47.87885;2273.729;-39.30781;-40.38515
36.3074;47.80104;2273.616;-39.63672;-42.52422
36.47552;47.82422;2273.47;-42.25078;-37.075
36.37354;47.74963;2273.458;-40.03437;-39.78437
36.30188;47.80719;2273.448;-41.21406;-41.88281
33.7312;45.75693;2273.389;-40.2625;-41.92109
37.14885;48.42479;2273.308;-41.21484;-38.87891
36.39432;47.82766;2273.222;-38.87578;-41.20078
36.29599;47.87547;2273.198;-39.07109;-42.12266
36.96995;48.37245;2273.181;-39.46328;-38.16875
36.33281;47.80271;2273.147;-39.55703;-37.48281
35.02401;46.16802;2273.102;-39.83125;-41.67578
36.34026;47.81484;2273.063;-39.37266;-39.40859
37.10203;48.41896;2272.955;-40.61641;-40.50469
36.35365;47.85266;2272.906;-37.80078;-39.80859
36.00656;47.75063;2272.672;-39.14844;-41.04844
36.21328;47.80974;2272.604;-40.54297;-40
36.32969;47.74313;2272.323;-40.74609;-39.90937
36.19188;47.8037;2272.29;-42.57578;-39.44375
36.06865;47.74943;2272.082;-43.04453;-39.32891
36.29682;47.8251;2272.048;-39.7375;-38.78984
36.28401;47.83505;2271.672;-40.38438;-40.77656
36.38745;47.83339;2271.635;-41.79063;-40.18672
36.42156;47.85349;2271.609;-40.725;-38.72422
36.29156;47.80188;2271.389;-40.60313;-40.48516
36.49333;47.79198;2271.305;-40.85625;-38.07891
36.51078;47.78614;2270.662;-41.57969;-38.60547
33.05526;44.73542;2270.234;-41.8336;-39.64766
35.81156;47.92057;2270.127;-41.47422;-43.39453
37.09469;48.41354;2269.764;-40.98906;-39.45234
37.10464;48.43412;2266.508;-39.17891;-44.11485
34.04995;46.07307;2259.948;-40.99141;-43.06406
34.19938;46.24568;2259.744;-39.68281;-39.53125
34.15073;46.13484;2259.683;-42.53125;-38.08516
34.21667;46.19661;2259.448;-41.53828;-41.05391
36.98594;48.1625;2259.184;-39.6125;-40.44922
32.42307;44.45401;2257.817;-39.875;-40.75156
33.91526;46.05109;2257.021;-42.22578;-42.37188
33.12594;45.52089;2256.149;-38.63984;-39.44141
33.88203;46.06854;2255.914;-39.10938;-39.59219
33.81688;46.09208;2255.873;-41.65469;-40.30703
33.33984;45.48708;2253.346;-39.58828;-41.83437
33.44401;45.49672;2253.243;-43.5625;-41.01641
32.5349;44.86781;2252.895;-39.0414;-40.23047
33.19812;45.52068;2252.347;-37.89922;-39.79531
34.62531;46.65406;2252.224;-40.37266;-40.50938
36.87896;48.2175;2251.935;-40.74375;-35.87891
36.90911;49.19953;2251.795;-37.78594;-39.36094
33.49844;44.6363;2251.617;-41.87266;-38.71953
33.36276;45.48115;2250.304;-43.47969;-39.42031
33.36312;45.49833;2250.271;-38.70156;-38.08437
37.05974;48.22104;2249.827;-40.02891;-35.71406
33.33245;45.49;2249.532;-40.30547;-40.4
33.18182;45.53464;2249.229;-40.67735;-41.09219
33.16542;45.51859;2248.447;-40.80703;-39.87422
33.35661;45.48687;2247.757;-40.74609;-43.55938
32.60948;44.87589;2246.574;-39.91719;-38.90156
33.17188;45.50448;2246.541;-42.11172;-41.63672
32.6676;44.95729;2245.914;-39.63672;-41.19765
32.44526;43.97359;2244.564;-38.60547;-39.7711
32.0899;43.79635;2244.53;-40.85156;-41.33047
33.67703;45.78823;2244.211;-40.78828;-39.40234
37.83875;49.45031;2244.132;-37.79297;-36.15234
32.39714;44.0224;2243.962;-37.68828;-40.78906
32.79443;44.16432;2243.259;-39.79063;-39.18516
31.34188;43.22089;2243.159;-40.12031;-35.86172
32.38656;44.09969;2241.658;-42.31875;-40.78828
32.86896;44.12115;2240.912;-39.21797;-43.46016
32.7325;44.03932;2240.619;-39.66719;-39.85781
32.59708;44.7175;2239.961;-41.275;-40.12266
32.16;43.86432;2239.705;-37.37891;-38.81094
33.44047;45.49219;2239.601;-40.44062;-40.44844
33.93338;46.08828;2239.428;-40.70234;-39.53125
37.7912;49.16948;2239.26;-41.42656;-41.76797
36.87203;48.4439;2239.143;-38.06953;-39.43359
35.67068;47.83036;2238.975;-40.40391;-39.66719
33.3376;45.47026;2238.673;-38.67109;-42.86406
33.28271;45.49448;2238.038;-39.15156;-39.65313
33.50828;45.48578;2237.908;-42.94531;-38.24922
33.25224;45.49552;2237.772;-41.15078;-37.4164
32.85068;43.85328;2237.721;-38.8125;-39.51328
33.55479;45.49547;2237.624;-39.35781;-40.46016
33.28365;45.47646;2237.387;-42.03437;-38.275
32.97766;45.34641;2237.266;-40.01094;-39.88125
34.19922;46.19568;2236.691;-39.51406;-42.18203
32.04734;43.71104;2236.432;-39.43672;-40.45937
33.46224;45.48328;2236.216;-41.72656;-41.89141
33.15693;45.53068;2235.862;-41.12422;-40.10703
33.29828;45.46995;2235.468;-40.45547;-36.16563
33.37948;45.48724;2235.465;-40.15469;-38.82969
33.41297;45.49062;2235.427;-39.51875;-39.28828
33.28078;45.46437;2235.34;-40.51172;-38.72734
33.45485;45.46396;2234.933;-43.1461;-41.50781
33.31667;45.50104;2234.772;-40.46172;-40.09687
33.27885;45.48583;2234.743;-36.97422;-38.23906
34.10359;46.14729;2234.474;-37.00547;-39.68672
33.28234;45.49495;2234.177;-38.65703;-39.76875
36.88531;48.45974;2234.167;-42.03281;-41.25234
33.31255;45.46849;2234.038;-41.43828;-40.12422
30.15578;42.74662;2234.031;-41.59453;-40.60859
33.18833;45.47005;2233.868;-39;-38.325
32.67162;43.94349;2233.758;-39.21484;-37.35156
33.36365;45.46297;2233.668;-39.09063;-40.15859
33.46339;45.4924;2233.611;-39.68281;-41.6664
33.40948;45.47385;2233.609;-38.31641;-39.94609
33.24229;45.47375;2233.299;-39.92422;-41.02187
33.88953;46.08937;2233.076;-38.22109;-40.09141
33.9124;46.13688;2233.02;-38.64766;-39.51563
33.26948;45.47875;2232.651;-40.75391;-38.06328
33.20349;45.37391;2232.508;-41.5414;-41.48906
33.82896;46.0901;2232.395;-39.91484;-39.98438
33.38849;45.4799;2232.357;-42.15078;-40.65547
33.46083;45.46755;2232.278;-39.88984;-43.89219
32.46818;43.71771;2232.034;-39.87344;-39.38359
33.33031;45.47208;2231.813;-39.775;-39.5125
32.69927;44.06495;2231.628;-41.41797;-41.00781
33.80276;46.1175;2231.609;-40.26953;-38.14063
35.81021;48.05198;2231.222;-40.10938;-38.69141
33.85588;46.12578;2231.01;-39.60625;-42.17969
34.49682;46.14787;2230.955;-37.48359;-39.68359
33.78172;45.80396;2230.899;-39.25312;-39.75781
33.41265;45.50203;2230.854;-39.53281;-39.54453
32.97151;45.36864;2230.838;-38.71094;-40.51953
33.20802;45.35099;2230.815;-39.82969;-37.86953
33.01115;45.35036;2230.687;-41.30156;-41.32891
33.90156;46.11474;2230.68;-38.28437;-38.8875
34.05979;46.13464;2230.646;-38.07813;-39.47031
32.9487;45.3687;2230.594;-37.97578;-38.26641
33.77438;46.10797;2230.505;-38.41328;-40.86016
33.45813;45.49281;2230.276;-39.40469;-39.5875
33.01292;45.37578;2230.212;-41.4586;-40.05547
33.13344;45.36526;2230.187;-40.65313;-41.79531
33.43469;45.48375;2229.864;-40.03047;-41.10625
33.35188;45.49688;2229.776;-42.38281;-40.65781
33.27365;45.49057;2229.764;-38.97109;-41.69609
33.25255;45.47271;2229.744;-40.76406;-41.52344
33.21599;45.33307;2229.652;-38.32422;-36.44297
33.25354;45.45078;2229.64;-39.80703;-39.09922
33.1937;45.49828;2229.384;-40.34609;-41.2125
33.85031;46.12797;2229.369;-38.29844;-39.56562
33.31531;45.33813;2229.313;-40.45;-39.46641
32.89922;45.36104;2229.219;-40.17188;-38.49219
32.31526;44.72276;2229.197;-38.29453;-41.16563
33.23323;45.53047;2229.153;-38.45703;-40.60156
32.4701;44.00896;2229.08;-41.64922;-39.16875
33.38693;45.48557;2229.017;-39.21719;-40.54063
33.27297;45.47307;2228.865;-37.79375;-39.27422
33.46083;45.47094;2228.786;-39.57422;-39.91016
33.21927;45.45885;2228.786;-41.01953;-39.26875
32.96786;45.35297;2228.498;-41.15156;-35.91484
32.40745;44.73135;2228.459;-38.72187;-41.56406
31.90016;43.82052;2228.383;-38.13672;-42.09063
33.34292;45.51755;2228.309;-41;-41.25234
33.7537;45.83516;2228.022;-37.77187;-41.14453
33.425;45.48484;2227.81;-38.4625;-40.21875
33.2512;45.33437;2227.739;-41.83437;-42.35156
33.9026;46.12984;2227.716;-40.68672;-40.70937
33.23412;45.47036;2227.61;-39.14922;-39.52266
36.11354;47.95078;2227.473;-39.6664;-40.54375
33.38187;45.46849;2227.415;-37.15234;-39.74844
33.35042;45.45797;2227.383;-40.725;-39.21953
33.32583;45.45885;2227.357;-37.84375;-36.16094
33.38849;45.48854;2227.175;-40.28906;-41.73672
33.33719;45.46172;2227.012;-37.60938;-38.21094
33.99886;46.12885;2226.841;-40.88203;-40.53047
34.04609;46.13776;2226.814;-38.67812;-39.86406
32.76443;43.94922;2226.8;-38.78359;-38.24922
33.27714;45.49588;2226.648;-41.47734;-37.88515
33.35437;45.4826;2226.348;-41.71875;-42.66563
33.24151;45.54708;2225.994;-37.93516;-40.1375
33.43187;45.45854;2225.939;-40.55938;-40.45937
33.21583;45.55761;2225.844;-38.55938;-38.99766
33.2763;45.48875;2225.469;-36.34687;-42.43203
32.97719;45.4937;2225.336;-36.35234;-38.42344
32.43338;43.825;2225.303;-38.98438;-41.56406
33.48365;45.50656;2225.184;-37.73047;-40.61016
33.33057;45.4687;2225.105;-40.6625;-39.46953
33.40901;45.44693;2225.042;-41.28672;-42.02266
33.95734;46.12203;2224.985;-40.49766;-37.99609
34.35839;45.8963;2224.968;-37.98828;-37.40156
33.00833;45.36151;2224.952;-40.05;-39.66797
33.42286;45.47807;2224.855;-41.59063;-40.6461
33.11625;45.54755;2224.796;-39.28125;-39.33203
34.04807;46.10599;2224.685;-39.93203;-40.51015
33.02193;45.5538;2224.531;-40.88828;-40.63047
33.18849;45.53958;2224.457;-42.22656;-39.26015
34.9963;46.24672;2224.312;-39.66406;-39.89141
33.22656;45.53386;2224.252;-39.99688;-39.40937
33.49021;45.45958;2224.182;-39.59375;-39.05312
33.82844;46.11037;2224.139;-41.24141;-42.90391
33.38984;45.45922;2223.97;-40.29453;-39.81328
33.48677;45.47557;2223.917;-39.19062;-40.44062
33.02651;45.56339;2223.861;-41.62656;-41.94844
33.91823;46.12354;2223.713;-39.15625;-42.28906
33.18542;45.55448;2223.644;-41.80078;-40.15
33.49104;45.47703;2223.479;-40.92266;-40.05547
33.36323;45.45839;2223.37;-43.8336;-40.51719
33.32964;45.46026;2223.339;-42.61641;-42.52344
33.27177;45.54672;2223.233;-40.75;-43.05312
33.97224;46.14203;2223.067;-40.46797;-37.82344
33.93135;46.12255;2222.904;-39.98203;-41.90625
32.42672;44.8526;2222.894;-40.41719;-39.00938
33.87901;46.12479;2222.727;-37.05391;-40.08828
33.88406;46.12745;2222.714;-39.12969;-38.26563
32.34161;44.72937;2222.524;-40.79219;-39.38672
33.2126;45.54021;2222.378;-40.94844;-41.07188
33.28094;45.48838;2222.347;-38.91563;-40.01563
33.35568;45.46266;2222.282;-38.21094;-38.48125
33.22354;45.48448;2222.162;-40.89141;-38.21797
33.49062;45.48489;2222.149;-41.07578;-40.9125
33.37521;45.48922;2221.812;-40.50234;-40.68203
33.10724;45.54896;2221.805;-40.47109;-41.07422
33.04885;45.53031;2221.758;-41.04844;-38.39687
33.16927;45.54911;2221.683;-41.61719;-39.9164
33.21594;45.45364;2221.616;-43.55859;-41.33047
33.11422;45.54875;2221.241;-39.58906;-40.47187
33.16787;45.55005;2221.069;-40.30078;-37.84531
33.39552;45.45766;2220.904;-41.71563;-39.10781
33.94089;46.11651;2220.635;-40.01875;-43.33437
33.14635;45.55495;2220.496;-41.97266;-43.30391
33.41224;45.46989;2220.33;-40.6;-40.10859
33.09286;45.54359;2220.216;-40.65313;-40.57969
33.15542;45.53828;2220.038;-42.14219;-40.28594
33.31823;45.46948;2219.958;-39.39141;-40.80078
34.51349;46.13786;2219.933;-41.88047;-41.3539
33.20937;45.47604;2219.9;-39.23594;-38.46484
33.20578;45.555;2219.752;-42.35703;-40.48828
33.31974;45.49901;2219.747;-42.19453;-40.4625
33.16219;45.48141;2219.706;-40.41016;-37.54453
33.09042;45.52443;2219.652;-39.54375;-41.2914
33.26162;45.51146;2219.648;-40.975;-39.16953
33.06693;45.53547;2219.643;-40.66172;-38.03594
33.14505;45.515;2219.6;-38.2375;-39.25391
35.35036;47.6037;2219.572;-41.70391;-40.25703
33.24375;45.45187;2219.481;-37.85781;-41.66875
33.32646;45.47802;2219.371;-40.62891;-41.99766
33.13453;45.49271;2219.344;-38.42891;-41.35313
32.8963;44.44797;2219.328;-39.41563;-38.49922
33.49599;44.9514;2219.316;-40.94453;-40.74844
33.24516;45.47932;2219.161;-41.51015;-46.00234
33.16911;45.55927;2219.147;-40.2711;-42.44609
33.44115;45.47776;2218.52;-40.48828;-40.62969
32.95167;45.5526;2218.458;-38.92969;-38.69531
33.14177;45.55672;2218.027;-42.28516;-38.95547
33.34755;45.47083;2217.911;-39.19062;-39.41094
33.10661;45.54542;2217.785;-41.56484;-39.30469
33.23422;45.52177;2217.669;-41.48985;-40.79297
33.20083;45.52573;2217.584;-39.86094;-40.86485
36.94005;48.20594;2217.517;-41.34687;-41.79531
33.08036;45.54651;2217.5;-39.01641;-38.54766
33.2825;45.52042;2217.425;-39.40234;-39.40781
33.29031;45.5051;2217.387;-40.99844;-42.48594
33.1512;45.48073;2217.221;-39.67344;-41.57031
32.23589;44.73031;2217.2;-39.22109;-39.75312
33.27448;45.52161;2217.145;-39.70078;-38.50781
33.09;45.56167;2217.116;-41.66875;-40.44765
33.06224;45.55359;2216.973;-39.43594;-40.64219
33.41864;45.45687;2216.968;-39.17656;-39.17188
33.04073;45.55339;2216.827;-39.55703;-37.02031
33.33281;45.49271;2216.806;-39.25469;-40.53594
33.37833;45.45948;2216.762;-39.0836;-41.09297
33.03734;45.5501;2216.705;-40.93906;-38.08281
33.4587;45.4788;2216.629;-40.19688;-38.45703
33.14589;45.54229;2216.626;-39.42188;-39.50234
33.23235;45.49937;2216.612;-40.90625;-40.84609
33.18609;45.5437;2216.61;-39.31797;-36.82891
32.27713;44.71344;2216.551;-41.68984;-41.28437
33.41406;45.44557;2216.5;-42.30156;-38.99531
33.42672;45.4861;2216.492;-39.89766;-45.08828
33.2837;45.50911;2216.479;-41.63594;-38.70781
33.4239;45.49448;2216.417;-41.29688;-39.55469
33.44896;45.45948;2216.396;-39.96641;-38.93359
33.38719;45.46297;2216.329;-38.16797;-40.32734
32.02682;44.48917;2216.321;-38.18672;-40.20469
32.25719;44.7326;2216.193;-37.88984;-41.15313
33.17776;45.52182;2216.153;-41.20313;-39.69844
33.32042;45.50141;2215.749;-41.40469;-39.02344
33.25109;45.48224;2215.209;-39.23672;-37.97813
32.40505;44.72333;2215.208;-38.29609;-38.77422
33.44552;45.51213;2214.978;-40.86406;-41.19609
37.13844;49.23385;2214.927;-39.28672;-41.72266
33.21786;45.49125;2214.875;-42.21406;-42.87812
33.39302;45.45464;2214.531;-43.53516;-42.3625
33.35875;45.48443;2214.515;-40.25391;-39.03437
33.21016;45.49406;2214.502;-40.86016;-40.50156
31.835;43.98286;2214.501;-39.74766;-39.60547
33.10958;45.49755;2214.33;-38.98906;-41.34297
33.03969;45.52641;2214.211;-39.31484;-39.79375
32.90068;45.26182;2214.031;-42.62422;-40.08906
34.53474;45.99984;2213.953;-40.90703;-39.03359
33.18807;45.50219;2213.744;-38.15156;-40.11719
33.09375;45.52854;2213.704;-38.70313;-41.16484
32.2313;44.73193;2213.452;-40.72422;-38.52187
36.97182;48.46188;2212.956;-39.48047;-39.40234
33.30307;45.51141;2212.856;-39.27656;-39.68672
33.11151;45.53203;2212.542;-38.69141;-38.53047
33.19193;45.51406;2212.531;-39.55391;-40.50547
33.21641;45.46984;2212.434;-40.88359;-41.42031
36.94453;48.44229;2212.425;-40.50391;-39.32891
32.33375;44.42672;2212.387;-38.07109;-42.49922
33.2914;45.48557;2212.33;-39.67656;-40.75703
32.58604;44.75604;2212.216;-40.44062;-40.39531
34.78661;46.60448;2212.103;-41.55391;-38.18984
33.15979;45.48182;2212.042;-40.34375;-41.22344
36.85932;48.45818;2211.731;-40.77422;-40.07969
32.5187;44.75714;2211.268;-39.16875;-41.42344
33.24198;45.51177;2211.259;-41.08672;-37.78516
36.98443;48.4488;2211.176;-42.66328;-40.08906
32.39625;44.59114;2211.066;-41.10547;-40.04609
33.14391;45.5262;2211.037;-41.18047;-40.36875
33.58162;45.5962;2210.922;-40.1039;-41.98281
33.89156;46.10839;2210.844;-39.78906;-37.91328
33.5538;45.65359;2210.662;-40.71172;-35.78125
33.51557;45.64099;2210.532;-39.00156;-41.02422
33.63349;45.64776;2210.5;-40.24609;-40.84375
33.27911;45.50656;2210.417;-39.54531;-40.33203
36.82635;48.38026;2210.285;-39.1461;-41.48047
36.92615;48.46151;2209.699;-39.51406;-38.69844
34.51115;46.54969;2209.545;-38.82422;-41.09375
33.32953;45.52906;2209.284;-37.88359;-41.23047
32.42682;44.45438;2209.056;-40.5211;-40.14922
33.01188;45.13995;2208.524;-42.09297;-37.87031
33.39844;45.50984;2208.513;-43.37344;-41.07188
32.31875;44.72297;2208.405;-40.07969;-39.03672
34.53349;45.87755;2208.383;-38.69609;-38.25938
34.7626;46.5975;2208.298;-41.74062;-36.59297
32.24187;44.73297;2208.077;-41.23438;-39.43906
35.36089;47.57865;2207.788;-40.97969;-38.87031
32.37912;44.72755;2207.674;-40.49688;-42.47969
32.28901;44.73208;2207.669;-38.84609;-39.86797
34.58432;45.98885;2207.661;-38.74688;-40.29609
34.53021;45.89635;2207.645;-41.01719;-38.51641
33.60156;45.67969;2207.418;-39.76172;-38.07265
33.66042;45.67464;2207.373;-40.70234;-42.24375
33.05542;45.52521;2207.344;-39.55391;-38.33672
34.78427;46.6274;2207.318;-42.37188;-41.02734
33.47323;45.68182;2206.887;-39.16172;-38.25391
33.94229;46.11974;2206.854;-42.49453;-37.30547
33.13391;45.5363;2206.612;-40.94297;-41.725
34.57797;46.03021;2206.566;-41.21719;-39.57656
34.03198;46.12505;2206.469;-39.39844;-42.15234
34.8749;46.60052;2206.271;-40.87969;-38.38672
32.26437;44.76146;2206.019;-40.74609;-39.30781
34.11864;45.65536;2205.9;-39.95156;-39.63672
33.07125;45.52713;2205.853;-39.78516;-42.25078
32.5437;44.74193;2205.797;-40.2914;-40.03437
33.12375;45.54635;2205.787;-38.42578;-41.21406
33.54719;45.62208;2205.394;-35.76015;-40.2625
33.20068;45.55703;2205.387;-39.00469;-41.21484
32.22511;44.74344;2205.382;-40.22578;-38.87578
33.14599;45.56479;2205.353;-42.53516;-39.07109
33.20016;45.56364;2205.326;-37.80469;-39.46328
33.2724;45.56823;2204.99;-41.11875;-39.55703
33.71729;45.26802;2204.921;-38.55235;-39.83125
33.54036;45.61412;2204.906;-40.07344;-39.37266
36.92026;48.4263;2204.867;-41.35547;-40.61641
33.14531;45.55229;2204.755;-37.91563;-37.80078
33.69234;45.26563;2204.697;-39.44375;-39.14844
34.45026;45.99219;2204.352;-40.26563;-40.54297
33.60109;45.24375;2204.162;-41.15937;-40.74609
34.57156;45.91459;2204.106;-38.14453;-42.57578
36.9001;48.43198;2204.066;-39.74141;-43.04453
33.68245;45.77995;2204;-38.51015;-39.7375
33.02609;45.34156;2203.969;-40.08437;-40.38438
36.85984;48.4724;2203.626;-39.99453;-41.79063
34.87203;46.15823;2203.584;-39.43672;-40.725
33.73797;45.15391;2203.506;-39.90781;-40.60313
33.64646;45.25193;2203.419;-39.63515;-40.85625
31.68844;44.00938;2203.405;-39.77969;-41.57969
34.11135;46.54615;2203.125;-40.1039;-41.8336
36.9812;48.44234;2203.077;-35.86562;-41.47422
34.13833;46.55557;2202.684;-41.11953;-40.98906
34.12729;46.54604;2202.651;-42.13047;-39.17891
33.74729;45.23922;2202.634;-40.39922;-40.99141
32.41948;44.72089;2202.12;-40.21172;-39.68281
33.04672;44.63292;2202.061;-36.47969;-42.53125
34.12422;46.52229;2201.959;-41.30312;-41.53828
34.63276;45.9725;2201.707;-38.19375;-39.6125
36.88042;48.45328;2201.564;-38.18516;-39.875
33.73745;45.29515;2201.344;-37.49219;-42.22578
33.75156;45.21714;2201.261;-38.33594;-38.63984
32.12;44.44339;2201.026;-39.05781;-39.10938
34.13167;46.55766;2200.76;-38.51172;-41.65469
33.63781;45.22932;2200.483;-40.28672;-39.58828
36.90109;48.49245;2200.238;-41.19688;-43.5625
33.4524;45.59833;2200.207;-41.68047;-39.0414
34.31709;45.99219;2200.171;-41.66016;-37.89922
32.59099;44.50401;2199.994;-37.07813;-40.37266
35.39172;46.44125;2199.817;-39.6625;-40.74375
33.86193;45.24443;2199.788;-40.15703;-37.78594
34.46125;45.90714;2199.787;-39.2625;-41.87266
34.61172;45.96563;2199.317;-37.88047;-43.47969
33.07818;45.14573;2199.149;-39.575;-38.70156
34.55182;45.99406;2198.911;-39.00312;-40.02891
33.67557;45.21016;2198.885;-40.43984;-40.30547
34.56198;45.99245;2198.569;-42.46719;-40.67735
34.58401;46.16604;2198.504;-39.57578;-40.80703
33.60594;45.21177;2198.291;-38.91563;-40.74609
33.58797;45.1838;2196.869;-41.7625;-39.91719
37.28625;49.24062;2196.186;-40.12344;-42.11172
32.20984;44.45266;2195.869;-38.41094;-39.63672
32.48188;44.72646;2195.507;-39.13672;-38.60547
34.11391;46.52021;2194.398;-41.33281;-40.85156
34.17073;46.5525;2194.242;-37.98906;-40.78828
35.41047;47.59219;2194.019;-41.27891;-37.79297
34.03328;46.51781;2193.859;-42.01875;-37.68828
33.76047;45.25047;2193.711;-38.65937;-39.79063
34.16135;46.55635;2193.406;-40.03594;-40.12031
34.48536;45.96943;2193.296;-38.31484;-42.31875
32.25245;44.4513;2193.275;-38.38828;-39.21797
34.20214;46.5775;2193.251;-40.85234;-39.66719
34.50307;45.92922;2193.211;-40.62422;-41.275
33.1876;44.99557;2193.113;-39.19765;-37.37891
34.56474;46.0837;2192.907;-41.64219;-40.44062
34.46667;46.02969;2192.889;-38.76563;-40.70234
34.38146;46.06146;2192.609;-41.95;-41.42656
34.27864;45.99943;2192.583;-38.24062;-38.06953
30.78818;42.28865;2192.495;-43.05938;-40.40391
32.30406;44.4786;2191.86;-39.37578;-38.67109
34.68474;46.06109;2191.597;-38.40859;-39.15156
34.52287;45.89932;2191.558;-40.90078;-42.94531
34.60068;46.03115;2191.499;-42.61719;-41.15078
32.15448;44.45328;2190.637;-39.85313;-38.8125
34.43307;45.97937;2189.94;-39.77734;-39.35781
31.58203;44.11036;2189.313;-42.97187;-42.03437
31.67203;44.07875;2189.3;-38.51797;-40.01094
37.01104;49.23396;2189.257;-38.92422;-39.51406
34.3812;46.06615;2188.794;-38.11719;-39.43672
34.50755;46.07161;2188.422;-40.85859;-41.72656
32.94386;45.11703;2188.267;-40.73985;-41.12422
31.76896;44.10901;2188.224;-37.99141;-40.45547
32.80984;45.11068;2188.207;-39.3625;-40.15469
34.64917;46.07813;2188.016;-40.70469;-39.51875
34.35844;46.57047;2187.963;-42.67344;-40.51172
31.73057;44.06662;2187.804;-38.47422;-43.1461
36.79672;48.94932;2187.225;-39.89766;-40.46172
