K5T3.PV;K5T2_1.PV
267.0663;422.4937
268.0625;422.4919
266.9413;422.4919
268.1187;422.49
268.3987;422.49
267.4913;422.49
268.8763;422.4881
267.2712;422.4881
267.6975;422.4881
268.3013;422.4863
266.8212;422.4863
267.9912;422.4862
268.1263;422.4844
267.6;422.4844
267.0825;422.4844
267.4313;422.4825
267.7612;422.4825
268.2888;422.4806
267.7888;422.4806
267.0675;422.4806
269.9288;422.4788
267.4388;422.4788
271.7125;422.4769
268.5725;422.4769
268.5;422.4769
267.2538;422.4769
268.3763;422.475
268.1787;422.4731
267.6637;422.4713
268.4438;422.4694
268.1387;422.4694
267.89;422.4694
267.6687;422.4694
268.2612;422.4675
266.905;422.4656
267.785;422.4637
268.4275;422.4619
267.4025;422.4619
267.7225;422.4619
268.1163;422.46
267.9475;422.46
267.325;422.46
268.4325;422.4562
268.0875;422.4562
268.5813;422.4562
267.99;422.4562
268.3575;422.4544
268.1662;422.4544
267.7888;422.4544
268.3087;422.4544
267.0475;422.4544
268.2813;422.4525
268.29;422.4469
268.62;422.4469
266.9688;422.4469
267.87;422.4431
268.1288;422.4431
267.3013;422.4431
267.7113;422.4431
267.895;422.4431
268.395;422.4413
267.78;422.4413
268.1588;422.4394
268.26;422.4394
267.54;422.4375
271.4575;422.4356
267.8863;422.4356
268.3913;422.4337
268.295;422.4337
270.6475;422.4319
266.2137;422.4319
267.0975;422.4319
267.7625;422.4319
268.12;422.43
268.6425;422.43
266.4375;422.43
267.3712;422.43
271.6925;422.4281
268.5188;422.4281
268.4037;422.4281
267.1313;422.4281
267.94;422.4262
267.8775;422.4262
266.845;422.4262
270.6362;422.4244
268.1075;422.4244
268.1813;422.4244
267.5975;422.4225
268.7162;422.4206
267.4187;422.4206
267.575;422.4206
268.0475;422.4188
268.5925;422.4188
266.76;422.4188
267.7625;422.4169
267.5387;422.4131
267.5513;422.4113
267.3712;422.4113
268.0313;422.4094
267.01;422.4075
267.85;422.4
267.3188;422.4
268;422.4
268.7875;422.3981
267.9212;422.3981
270.8412;422.3925
270.6862;422.3906
267.9637;422.3906
267.8;422.3906
267.3325;422.3887
267.2188;422.3887
267.6;422.3869
267.7525;422.3869
267.7813;422.3831
267.6387;422.3813
268.0562;422.3812
270.355;422.3794
270.0838;422.3794
268.4475;422.3775
268.0612;422.3775
267.69;422.3775
268.0213;422.3775
268.04;422.3756
268.82;422.3756
267.435;422.3756
270.6775;422.3737
267.1487;422.3737
268.6313;422.3719
268.17;422.3719
268.5712;422.3719
267.5737;422.3719
267.6612;422.3719
267.7088;422.3719
270.36;422.3681
267.8938;422.3681
268.0537;422.3662
267.6875;422.3644
266.74;422.3644
267.1613;422.3643
267.38;422.3625
270.6588;422.3606
268.33;422.3606
267.6475;422.3587
268.1288;422.3569
267.3587;422.3569
268.2813;422.3531
267.5375;422.3531
267.7063;422.3531
267.7838;422.3531
268.6525;422.3513
270.5813;422.3512
268.2688;422.3494
268.0587;422.3494
267.5925;422.3494
270.745;422.3475
267.96;422.3475
267.5325;422.3475
267.4238;422.3475
269.81;422.3456
268.4913;422.3456
268.1638;422.3456
268.3062;422.3438
267.3438;422.3438
267.7312;422.3438
267.7663;422.3438
268.0813;422.3419
270.3087;422.34
268.5762;422.34
268.0175;422.34
267.6438;422.34
267.5475;422.34
267.7663;422.34
267.8038;422.34
267.7525;422.34
267.6537;422.3381
268.07;422.3381
268.1187;422.3381
268.6075;422.3344
267.9887;422.3344
267.295;422.3344
267.3537;422.3325
267.5013;422.3325
267.2962;422.3306
267.8262;422.3306
271.2575;422.3287
270.63;422.3287
268.0475;422.3287
267.73;422.3269
267.7962;422.3269
268.3138;422.3269
270.1413;422.325
268.0125;422.325
267.4275;422.325
267.83;422.325
268.1875;422.325
267.8813;422.3232
267.9463;422.3232
268.6913;422.3232
267.53;422.3232
270.0525;422.3231
267.5925;422.3231
267.2725;422.3231
267.7962;422.3213
267.8938;422.3213
271.59;422.3194
267.525;422.3194
271.2137;422.3175
267.2325;422.3175
267.84;422.3175
267.5525;422.3156
267.8412;422.3156
267.8087;422.3119
268.0638;422.3119
267.3313;422.3119
267.91;422.31
270.2337;422.3081
268.0525;422.3081
267.965;422.3081
268.2413;422.3081
267.5125;422.3081
267.44;422.3081
267.3463;422.3063
267.655;422.3062
268.2412;422.3044
267.8637;422.3044
267.315;422.3025
267.655;422.3025
267.9775;422.3006
267.0938;422.3006
267.3675;422.3006
267.2787;422.3006
270.2688;422.2969
267.6163;422.2969
267.0938;422.2969
267.7063;422.2969
268.1675;422.295
267.9225;422.2931
268;422.2931
268.0087;422.2913
268.0237;422.2913
267.835;422.2913
267.5813;422.2913
267.5663;422.2913
270.5612;422.2894
268.13;422.2894
267.42;422.2894
267.8288;422.2894
268.5137;422.2875
267.6188;422.2875
267.2125;422.2875
267.9762;422.2875
267.4175;422.2875
267.9475;422.2856
267.5912;422.2856
268.0712;422.2856
267.9362;422.2856
268.275;422.2838
268.1537;422.2838
267.415;422.2838
267.8675;422.2838
268.5675;422.2819
267.5037;422.2819
267.9212;422.2819
268.145;422.2819
268.7725;422.2819
267.83;422.2819
267.225;422.2781
267.6;422.2781
267.7025;422.2781
267.98;422.2762
267.6725;422.2762
267.67;422.2762
268.5213;422.2744
267.8175;422.2725
270.105;422.2706
270.0562;422.2706
267.175;422.2687
267.8338;422.2669
267.5713;422.265
267.0163;422.265
267.7813;422.2631
268.3313;422.2631
267.5063;422.2631
267.7012;422.2631
267.9613;422.2631
267.8025;422.2613
267.8712;422.2613
268.0062;422.2575
268.2925;422.2575
267.3162;422.2575
270.2063;422.2556
267.5612;422.2556
267.73;422.2538
267.6075;422.2538
267.7813;422.2538
267.955;422.2519
267.4975;422.2519
267.435;422.2519
269.8813;422.25
268.05;422.25
267.8963;422.25
266.9875;422.25
267.4812;422.25
267.7375;422.25
267.89;422.2481
267.9588;422.2481
268.2063;422.2462
267.7775;422.2462
267.8325;422.2462
267.8813;422.2462
267.9012;422.2462
267.5938;422.2462
267.6062;422.2462
267.2888;422.2444
267.9125;422.2444
267.8987;422.2444
267.1125;422.2425
267.8938;422.2406
268.295;422.2406
266.7312;422.2406
267.7975;422.2406
267.6237;422.2387
268.115;422.2387
267.7138;422.2369
267.8525;422.2369
266.93;422.2369
267.7038;422.235
267.5713;422.2331
268.045;422.2313
267.7375;422.2313
267.6938;422.2313
267.97;422.2313
268.3;422.2313
268.1075;422.2313
267.615;422.2313
267.5488;422.2313
267.8675;422.2294
267.6188;422.2275
270.525;422.2256
267.8825;422.2256
267.2988;422.2256
269.8763;422.2238
268.2513;422.2238
268.075;422.2238
267.6712;422.2219
268.03;422.2219
267.8712;422.2219
266.8875;422.2219
267.3375;422.2219
267.8663;422.2219
267.7388;422.2219
271.1013;422.22
267.3975;422.22
267.8188;422.22
267.9375;422.22
267.545;422.22
271.5875;422.2181
266.9937;422.2162
267.505;422.2144
270.3875;422.2125
267.8163;422.2125
268.005;422.2125
267.7713;422.2106
271.28;422.2069
267.695;422.205
267.34;422.205
268.0188;422.2031
267.7962;422.2031
270.12;422.2012
268.7913;422.1994
270.3938;422.1994
267.56;422.1994
267.5462;422.1994
267.805;422.1994
268.2363;422.1975
267.8163;422.1975
267.53;422.1975
270.9238;422.1956
267.4238;422.1956
267.2675;422.1956
267.8188;422.1956
267.5725;422.1938
267.8925;422.1937
268.2087;422.1919
267.435;422.1919
267.9788;422.1919
267.4913;422.1919
267.685;422.19
267.7675;422.19
267.6588;422.19
267.7438;422.1881
267.3737;422.1881
268.045;422.1862
267.0837;422.1862
267.7075;422.1844
267.85;422.1844
268.3925;422.1806
267.605;422.1806
267.3788;422.1787
267.2713;422.175
267.8962;422.175
267.5638;422.175
267.6625;422.175
268.3325;422.1731
267.6212;422.1731
268.6212;422.1731
267.3013;422.1731
268.11;422.1713
267.8887;422.1713
267.5225;422.1712
268.235;422.1712
267.2838;422.1712
267.5688;422.1694
268.0712;422.1694
266.955;422.1694
267.555;422.1694
267.81;422.1694
267.6475;422.1675
267.92;422.1675
271.2775;422.1656
267.7125;422.1656
267.7737;422.1656
270.2513;422.1638
267.7825;422.1638
268.0363;422.1638
267.2675;422.1638
268.0063;422.1619
268.2;422.1619
267.7463;422.1619
267.8575;422.1619
267.4962;422.1619
267.3463;422.1619
268.41;422.16
267.5788;422.16
268.1925;422.16
268.0375;422.16
267.5375;422.16
267.99;422.1581
268.2712;422.1581
267.895;422.1581
267.6725;422.1581
267.615;422.1581
271.4475;422.1563
267.8163;422.1563
268.1563;422.1563
266.6062;422.1563
267.8575;422.1544
267.35;422.1544
267.8112;422.1525
267.7825;422.1525
267.9825;422.1525
268.0412;422.1506
267.9863;422.1506
267.1288;422.1506
267.5687;422.1506
267.8838;422.1487
267.6038;422.1487
267.62;422.1487
267.5287;422.1469
267.9538;422.1469
267.9;422.1469
267.2312;422.1469
267.18;422.1469
267.01;422.1469
267.6913;422.145
267.9962;422.145
267.7863;422.1431
267.9637;422.1431
267.1588;422.1431
267.6037;422.1431
268.0813;422.1413
267.8675;422.1413
270.265;422.1394
268.0838;422.1394
268.0188;422.1375
267.3638;422.1375
267.7125;422.1375
267.6788;422.1375
267.6362;422.1375
267.7175;422.1356
267.6012;422.1338
270.115;422.1319
268.3125;422.1319
267.2238;422.1319
267.8475;422.1319
267.7625;422.13
268;422.13
270.2875;422.1281
267.6787;422.1281
267.6875;422.1281
267.5112;422.1281
267.63;422.1281
267.5412;422.1263
270.4825;422.1244
267.6313;422.1244
267.8987;422.1244
268.2688;422.1244
268.105;422.1244
267.9837;422.1244
268.0038;422.1244
267.0938;422.1244
267.785;422.1225
267.9512;422.1225
267.4525;422.1206
267.2413;422.1206
267.7137;422.1206
267.9937;422.1188
268.4688;422.1188
268.08;422.1188
267.9563;422.1188
270.6975;422.1187
267.5125;422.1187
268.1575;422.1187
267.7875;422.1169
267.6675;422.1169
268.0762;422.1169
268.1525;422.1169
267.7275;422.1169
268.185;422.115
268.0363;422.115
268.4037;422.115
270.4938;422.1131
267.7525;422.1131
267.8987;422.1131
267.9937;422.1131
267.6675;422.1131
270.3375;422.1113
268.5225;422.1113
266.65;422.1113
267.875;422.1094
267.5462;422.1094
267.5625;422.1094
268.1462;422.1075
267.8438;422.1075
267.5;422.1075
270.6537;422.1056
267.9925;422.1056
267.6488;422.1038
268.26;422.1038
268.1438;422.1038
267.8662;422.1038
267.6487;422.1038
267.1463;422.1038
270.1463;422.1019
267.8925;422.1019
267.7063;422.1019
267.1263;422.1019
267.3575;422.1019
268.1413;422.1
267.71;422.1
267.885;422.1
267.075;422.1
270.575;422.0981
267.5625;422.0981
267.5687;422.0981
268.2175;422.0981
267.345;422.0981
267.7375;422.0963
268.135;422.0963
267.7625;422.0963
267.5525;422.0963
267.8025;422.0963
267.4175;422.0963
267.5013;422.0963
268.255;422.0944
268.275;422.0944
267.6087;422.0944
267.7213;422.0944
268.1175;422.0925
267.8925;422.0906
267.2962;422.0906
267.6413;422.0906
268.16;422.0887
267.4225;422.0869
268.005;422.0869
268.21;422.0869
267.7838;422.0869
268.27;422.085
267.86;422.085
267.2762;422.085
267.6625;422.085
269.8262;422.0831
268.2813;422.0831
267.9787;422.0831
268.3087;422.0831
267.885;422.0812
267.5938;422.0812
267.6237;422.0812
267.365;422.0812
267.725;422.0812
268.1288;422.0794
267.2038;422.0794
268.2775;422.0775
267.8112;422.0756
267.7562;422.0756
268.19;422.0756
271.5362;422.0738
270.3275;422.0738
270.0088;422.0719
268.2975;422.0719
267.7425;422.0719
267.8512;422.0719
267.3913;422.0719
267.3112;422.0663
267.5912;422.0663
267.47;422.0663
267.39;422.0663
270.6925;422.0644
267.6113;422.0644
267.9713;422.0625
267.9762;422.0625
267.53;422.0625
267.5013;422.0625
267.7287;422.0625
267.8613;422.0606
268.0862;422.0606
267.6875;422.0606
268.3075;422.0606
267.585;422.0606
267.5025;422.0606
267.9325;422.0587
268.3025;422.0587
267.6037;422.0587
267.215;422.0587
267.9662;422.0569
267.2988;422.0569
267.845;422.0569
267.6775;422.0569
267.235;422.055
