K0P102_1.PV;K5T16.PV
4.03966;95.33448
4.043534;95.33469
4.103747;95.33479
4.077141;95.33489
4.126038;95.33489
4.067847;95.33511
4.034985;95.33511
4.027406;95.33521
4.027269;95.33521
4.043681;95.33542
4.074722;95.33542
4.120591;95.33562
4.11341;95.33573
4.110197;95.33573
4.048703;95.33583
4.022931;95.33594
4.128603;95.33604
4.057359;95.33614
4.109278;95.33646
4.086731;95.33646
4.078091;95.33667
4.035872;95.33677
4.123019;95.33677
4.038813;95.33688
4.0274;95.33688
4.064785;95.33688
4.078566;95.33688
4.079141;95.33698
4.096831;95.33698
4.053381;95.33698
4.091253;95.33708
4.034603;95.33719
4.028762;95.33729
4.101444;95.33739
4.027703;95.33739
4.018787;95.33739
4.03525;95.33739
4.042634;95.33781
4.041416;95.33813
4.095722;95.33813
4.111847;95.33833
4.048375;95.33844
4.148325;95.33854
4.109306;95.33865
4.059459;95.33875
4.10884;95.33875
4.094847;95.33885
4.071728;95.33896
4.1122;95.33916
4.055453;95.33916
4.098597;95.33937
4.049269;95.33958
4.042438;95.3399
4.075834;95.34
4.095378;95.34
4.11435;95.3401
4.089372;95.3401
4.057837;95.34031
4.080231;95.34031
4.079556;95.34052
4.084575;95.34062
4.040281;95.34073
4.058813;95.34073
4.026041;95.34084
4.091513;95.34093
4.091581;95.34093
4.099581;95.34093
4.063256;95.34104
4.045709;95.34167
4.048291;95.34208
4.041881;95.34209
4.102856;95.34209
4.091031;95.34209
4.109897;95.34219
4.002141;95.34229
4.061153;95.34239
4.073675;95.3425
3.997913;95.34261
4.045909;95.3427
4.035362;95.34281
4.103041;95.34281
4.125544;95.34312
4.058784;95.34323
4.117334;95.34323
4.073778;95.34344
4.078866;95.34344
4.080328;95.34344
4.098234;95.34364
4.097169;95.34364
4.049156;95.34375
4.097047;95.34386
4.086134;95.34396
4.09955;95.34417
4.045497;95.34438
4.039694;95.34448
4.046522;95.34458
4.046003;95.34458
4.054215;95.34458
4.122009;95.34469
4.040003;95.34479
4.031369;95.34489
4.007838;95.345
4.097419;95.345
4.064325;95.3451
4.103066;95.3451
4.041225;95.34521
4.10261;95.34531
4.093666;95.34541
4.089028;95.34563
4.081491;95.34563
4.039972;95.34573
4.034425;95.34583
4.07136;95.34594
4.108744;95.34625
4.04186;95.34625
4.049384;95.34657
4.072447;95.34657
4.092419;95.34666
4.103147;95.34666
4.085175;95.34677
4.114062;95.34688
4.026147;95.34708
4.073513;95.34729
4.053122;95.34729
4.094316;95.3474
4.055;95.3475
4.121909;95.3476
4.086062;95.3476
4.060325;95.34771
4.063078;95.34792
4.082641;95.34802
4.034269;95.34802
4.109425;95.34812
4.098688;95.34843
4.047275;95.34843
3.998375;95.34854
4.043697;95.34875
4.085825;95.34895
4.055597;95.34906
4.129284;95.34906
4.101019;95.34927
4.0455;95.34937
4.057934;95.34948
4.106606;95.34948
4.039872;95.35011
4.100031;95.3502
4.104819;95.35031
4.097813;95.35042
4.069184;95.35042
4.104303;95.35042
4.075694;95.35052
4.098228;95.35062
4.040906;95.35136
4.115322;95.35146
4.053822;95.35156
4.027013;95.35156
4.034287;95.35177
4.005234;95.35188
4.052606;95.35197
4.081034;95.35208
4.107397;95.35219
4.119891;95.35219
4.101991;95.35291
4.021416;95.35291
4.011662;95.35291
4.008466;95.35292
4.027959;95.35302
4.046384;95.35313
4.088488;95.35323
4.038009;95.35323
4.052806;95.35323
4.038588;95.35333
4.040928;95.35333
4.095369;95.35344
4.097809;95.35344
4.040438;95.35354
4.077569;95.35365
4.047803;95.35365
4.0512;95.35396
4.074853;95.35396
4.12576;95.35406
4.038681;95.35416
4.087353;95.35427
4.050594;95.35427
4.088697;95.35448
4.065837;95.35448
4.023791;95.35458
4.116588;95.355
4.133997;95.3551
4.037466;95.35531
4.076365;95.35532
4.060347;95.35552
4.03405;95.35562
4.110978;95.35573
4.054684;95.35573
4.084734;95.35604
4.097972;95.35604
4.042728;95.35615
4.107675;95.35615
4.034081;95.35625
4.118578;95.35635
4.056406;95.35646
4.110509;95.35656
4.042862;95.35667
4.056303;95.35667
4.067541;95.35667
4.097562;95.35687
4.107469;95.35698
4.054575;95.35719
4.097734;95.35719
4.052887;95.35729
4.035484;95.35729
4.033537;95.35739
4.037219;95.3575
4.099266;95.3575
4.032253;95.35792
4.11005;95.35812
4.017097;95.35823
4.060915;95.35823
4.093547;95.35844
4.039022;95.35854
4.124988;95.35854
4.046028;95.35875
4.112412;95.35875
4.039268;95.35896
4.101503;95.35896
4.097828;95.35906
4.066753;95.35917
4.049337;95.35927
4.092219;95.35927
4.013372;95.35938
4.038041;95.35979
4.047959;95.35979
4.086406;95.35979
4.000937;95.35989
4.018809;95.3601
4.038538;95.36011
4.040659;95.36031
4.101488;95.36031
4.094556;95.36031
4.081569;95.36041
4.071469;95.36052
4.060653;95.36063
4.079131;95.36073
4.089019;95.36094
4.0435;95.36115
4.027781;95.36125
4.038162;95.36146
4.026447;95.36177
4.035006;95.36208
4.044469;95.36219
4.112747;95.36219
4.09835;95.36229
4.037359;95.36281
4.04105;95.36281
4.040975;95.36302
4.033741;95.36302
4.060609;95.36312
4.14641;95.36333
4.043659;95.36365
4.092784;95.36417
4.070419;95.36427
4.038759;95.36427
4.070035;95.36427
4.035713;95.36437
4.016653;95.36469
4.096637;95.36469
4.092403;95.36479
4.039881;95.36489
4.044447;95.36489
4.076694;95.3649
4.044;95.365
4.124772;95.3651
4.044278;95.36531
4.081456;95.36552
4.028013;95.36552
4.001669;95.36562
4.091115;95.36594
4.102753;95.36594
4.073313;95.36604
4.040762;95.36625
4.002056;95.36656
4.035944;95.36656
4.076656;95.36708
4.047669;95.36729
4.076625;95.36739
4.118887;95.3675
4.022519;95.36792
4.105572;95.36802
4.038837;95.36844
4.056497;95.36844
4.07805;95.36854
4.0869;95.36864
4.081456;95.36864
4.051997;95.36875
4.048975;95.36885
4.081119;95.36896
4.098465;95.36896
4.044325;95.36906
4.090662;95.36906
4.113338;95.36927
4.049066;95.36948
4.096834;95.3699
4.139222;95.37
4.092541;95.37032
4.101616;95.37041
4.014762;95.37052
4.096881;95.37063
4.120719;95.37073
4.047425;95.37083
4.069419;95.37115
4.041412;95.37115
4.100153;95.37146
4.039078;95.37167
4.048903;95.37177
4.121553;95.37187
4.0717;95.37187
4.077775;95.37198
4.065253;95.37209
4.116107;95.37209
4.03271;95.37218
4.071113;95.37218
4.018991;95.3724
4.029416;95.3726
4.039303;95.3726
4.041981;95.3727
4.080544;95.37281
4.098431;95.37281
4.070269;95.37292
4.092903;95.37292
4.036772;95.37323
4.073975;95.37333
4.045419;95.37333
4.097631;95.37354
4.095578;95.37375
4.119331;95.37406
4.111319;95.37427
4.084262;95.37437
4.071563;95.37448
4.061497;95.37458
4.113756;95.37458
4.104409;95.37458
4.043594;95.375
4.092119;95.375
4.033;95.37511
4.084743;95.37511
4.061709;95.37563
4.116803;95.37614
4.01435;95.37614
4.05905;95.37614
4.099741;95.37646
4.046153;95.37646
4.044853;95.37646
4.129328;95.37646
4.071535;95.37656
4.062094;95.37666
4.10315;95.37677
4.033275;95.37677
4.036478;95.37677
4.036609;95.37698
4.014419;95.37729
4.080253;95.37729
4.025603;95.3774
4.088225;95.3775
4.08919;95.3775
4.099731;95.3775
4.078409;95.37771
4.028644;95.37791
4.050394;95.37812
4.098712;95.37812
4.076272;95.37843
4.095665;95.37844
4.114303;95.37854
4.050681;95.37865
4.0944;95.37885
4.088556;95.37885
4.082075;95.37896
4.054422;95.37906
4.066472;95.37906
4.02886;95.37927
4.055506;95.37959
4.100241;95.37968
4.097028;95.37979
4.030941;95.37979
4.048156;95.3801
4.125219;95.3801
4.107478;95.38083
4.092028;95.38084
4.054591;95.38094
4.028881;95.38094
4.057203;95.38114
4.101241;95.38136
4.084156;95.38136
4.033769;95.38145
4.034091;95.38145
4.110809;95.38145
4.150672;95.38156
4.069756;95.38177
4.021475;95.38187
4.078434;95.38187
4.105272;95.38198
4.086175;95.38208
4.069431;95.38219
4.045059;95.38229
4.048541;95.38239
4.106922;95.3825
4.060935;95.38261
4.107191;95.38261
4.104906;95.38281
4.049031;95.38302
4.068953;95.38313
4.098459;95.38313
4.04111;95.38322
4.114131;95.38323
4.054019;95.38323
4.069138;95.38333
4.120963;95.38344
4.026581;95.38344
4.057009;95.38344
4.010831;95.38354
4.064791;95.38354
4.109512;95.38364
4.040706;95.38375
4.037847;95.38385
4.100915;95.38406
4.11551;95.38406
4.040978;95.38417
4.051019;95.38427
4.102234;95.38448
4.118038;95.38469
4.065806;95.3849
4.099453;95.3849
4.038606;95.3849
4.039506;95.3849
4.095188;95.385
4.029375;95.3851
4.075678;95.3851
4.061347;95.38521
4.029244;95.38531
4.032544;95.38541
4.097709;95.38563
4.104919;95.38604
4.066719;95.38625
4.111485;95.38635
4.104485;95.38635
4.01135;95.38646
4.041997;95.38646
4.053394;95.38656
4.098097;95.38656
4.123622;95.38657
4.056709;95.38667
4.09259;95.38677
4.091765;95.38677
4.1017;95.38687
4.075322;95.38708
4.0809;95.38718
4.029672;95.38718
4.039475;95.3876
4.097519;95.38771
4.047556;95.38771
4.043591;95.38792
4.043719;95.38802
4.110753;95.38802
4.086259;95.38802
4.022438;95.38812
4.028141;95.38823
4.042584;95.38823
4.039856;95.38834
4.075266;95.38844
4.045206;95.38844
4.0063;95.38854
4.106678;95.38854
4.038363;95.38875
4.054866;95.38885
4.040278;95.38906
4.091609;95.38937
4.079434;95.38948
4.076019;95.38948
4.093375;95.38958
4.127972;95.38989
3.994084;95.39011
4.052647;95.39011
4.064169;95.39021
4.064091;95.39063
4.069669;95.39073
4.110559;95.39073
4.012881;95.39083
4.114691;95.39094
4.129741;95.39104
4.053556;95.39104
4.070841;95.39125
4.043178;95.39135
4.018625;95.39136
4.122131;95.39146
4.102066;95.39198
4.073878;95.3924
4.021775;95.3925
4.016459;95.3925
4.1023;95.3926
4.066622;95.39271
4.085384;95.39271
4.100137;95.39281
4.083822;95.39281
4.092378;95.39281
4.081019;95.39281
4.062534;95.39281
4.099259;95.39281
4.073356;95.39313
4.09155;95.39323
4.098053;95.39323
4.060088;95.39365
4.095534;95.39365
4.064459;95.39375
4.042131;95.39375
4.130765;95.39375
4.080647;95.39385
4.028931;95.39417
4.105331;95.39438
4.092672;95.39458
4.058262;95.39458
4.080616;95.39468
4.09685;95.395
4.100634;95.3951
4.012944;95.3951
4.068138;95.39531
4.040878;95.39542
4.094953;95.39542
4.096969;95.39562
4.071609;95.39573
4.048313;95.39594
4.0442;95.39594
4.028622;95.39604
4.0145;95.39615
4.071413;95.39656
4.042844;95.39677
4.100163;95.39687
4.0979;95.39698
4.080272;95.39708
4.027138;95.39708
4.107253;95.39708
4.055691;95.39719
4.096188;95.39719
4.105631;95.3975
4.045578;95.3975
4.041297;95.39823
4.045172;95.39833
4.042972;95.39844
4.103503;95.39844
4.092962;95.39864
4.094278;95.39875
4.088659;95.39875
4.020525;95.39875
4.086034;95.39896
4.076309;95.39906
4.100641;95.39906
4.045341;95.39916
4.046591;95.39916
4.055397;95.39927
4.047425;95.39927
4.133681;95.39927
4.105187;95.39938
4.091113;95.39938
4.069103;95.39948
4.106269;95.39969
4.041325;95.39979
4.0399;95.39979
4.043494;95.39989
4.037056;95.39989
4.050993;95.4001
4.034575;95.4001
4.049906;95.40031
4.01224;95.40041
4.042934;95.40063
4.105175;95.40063
4.077791;95.40073
4.000491;95.40094
4.133141;95.40104
4.104537;95.40135
4.07024;95.40146
4.045922;95.40156
4.067115;95.40157
4.054888;95.40187
4.102778;95.40188
4.044656;95.40198
4.025719;95.40198
4.050381;95.40218
4.127285;95.40219
4.099441;95.40229
4.106819;95.4025
4.033994;95.4026
4.023747;95.40271
4.092319;95.40271
4.059544;95.40292
4.044203;95.40312
4.096015;95.40312
4.113991;95.40323
4.038106;95.40334
4.056756;95.40343
4.042506;95.40365
4.126762;95.40385
4.038109;95.40406
4.0543;95.40417
4.030375;95.40417
4.083134;95.40417
4.061462;95.40427
4.139285;95.40437
4.035831;95.40448
4.038928;95.40448
4.006787;95.40459
4.040084;95.40459
4.115069;95.40479
4.047788;95.40489
4.049816;95.405
4.097816;95.405
4.134587;95.40511
4.115162;95.40531
4.102528;95.40531
4.072734;95.40531
4.105094;95.40542
4.083525;95.40542
3.977909;95.40542
4.040291;95.40562
4.042466;95.40573
4.083181;95.40594
4.091485;95.40614
4.118897;95.40625
4.044172;95.40625
4.088441;95.40646
4.024078;95.40646
4.098463;95.40656
4.036981;95.40656
4.051934;95.40677
4.054647;95.40688
4.031809;95.40698
4.076241;95.40708
4.070991;95.40719
4.049856;95.4073
4.054603;95.4073
4.038731;95.40739
4.076956;95.40761
4.043591;95.40771
4.074806;95.40771
4.115006;95.40791
4.064763;95.40802
4.063978;95.40813
4.095947;95.40813
4.080434;95.40813
4.028778;95.40833
4.055197;95.40844
4.040856;95.40854
4.091744;95.40865
4.039109;95.40885
4.022806;95.40896
4.051491;95.40916
4.047106;95.40916
4.067966;95.40948
4.05229;95.40968
4.067947;95.40968
4.079328;95.40969
4.087125;95.40969
4.061231;95.40979
4.029597;95.40979
4.115503;95.4099
4.066531;95.41
4.041153;95.41
4.044472;95.41
4.039063;95.41
4.078016;95.4101
4.084944;95.41021
4.138919;95.41031
4.058897;95.41073
4.017591;95.41073
4.026316;95.41084
4.075613;95.41093
4.055287;95.41093
4.095847;95.41115
4.093294;95.41135
4.07375;95.41156
4.071997;95.41167
4.093384;95.41187
4.106784;95.41209
4.082759;95.41219
4.142275;95.41229
4.107744;95.41239
4.056234;95.41239
4.026062;95.4124
4.090681;95.41312
4.031469;95.41312
4.044781;95.41312
4.04805;95.41312
4.120016;95.41323
4.028994;95.41323
4.037159;95.41333
4.068231;95.41344
4.029685;95.41364
4.050078;95.41364
4.026484;95.41375
4.053928;95.41386
4.133819;95.41396
4.091938;95.41396
4.118988;95.41406
4.027156;95.41438
4.145081;95.41438
4.041156;95.41447
4.105487;95.41447
3.997822;95.41469
4.028775;95.41511
4.120712;95.41521
4.077522;95.41531
4.046528;95.41531
4.032806;95.41531
4.0412;95.41531
4.098253;95.41573
4.054362;95.41583
4.075606;95.41583
4.090847;95.41594
4.035731;95.41604
4.080187;95.41604
4.063047;95.41604
4.083838;95.41615
3.989409;95.41615
4.108419;95.41646
4.086163;95.41656
4.082978;95.41666
4.104334;95.41666
4.124072;95.41688
4.091453;95.41708
4.032019;95.41708
4.096313;95.41718
4.055756;95.41719
4.059412;95.4174
4.090009;95.4174
4.02495;95.4174
4.029766;95.4175
4.094853;95.41771
4.124065;95.41792
4.1023;95.41792
4.038815;95.41812
4.104441;95.41812
4.045962;95.41823
4.091122;95.41833
4.033903;95.41843
4.123544;95.41843
4.042256;95.41854
4.063269;95.41875
4.138506;95.41875
4.132288;95.41875
4.109419;95.41895
4.026216;95.41896
4.019647;95.41906
4.020547;95.41906
4.031737;95.41937
4.092356;95.41948
4.129035;95.41948
4.041028;95.41969
4.048419;95.4199
4.107359;95.4201
3.999769;95.42031
4.009856;95.42073
4.044903;95.42073
4.049944;95.42073
4.095281;95.42104
4.100784;95.42114
4.078044;95.42125
4.034772;95.42125
4.044356;95.42166
4.035381;95.42198
4.0533;95.42219
4.070309;95.42219
4.069516;95.42229
4.041334;95.42229
4.029603;95.42229
4.045544;95.42229
4.092491;95.4225
4.051775;95.4225
3.994609;95.42281
4.022566;95.42281
4.030616;95.42291
4.100066;95.42292
4.134731;95.42302
4.094631;95.42333
4.033834;95.42354
4.030325;95.42396
4.125712;95.42396
4.112825;95.42416
4.017603;95.42438
4.008056;95.42448
4.100794;95.42458
4.052288;95.42469
4.089291;95.4249
4.037531;95.4249
4.046394;95.4249
4.027734;95.425
4.052406;95.425
4.102031;95.42521
4.102663;95.42542
4.028528;95.42552
4.056472;95.42552
4.040203;95.42563
4.082928;95.42563
4.085591;95.42573
4.043203;95.42573
4.06671;95.42604
4.098781;95.42635
4.095613;95.42635
4.077391;95.42635
4.041684;95.42646
4.033535;95.42656
4.040572;95.42667
4.053716;95.42677
4.095806;95.42677
4.055741;95.42709
4.061944;95.42719
4.071463;95.42719
4.139478;95.42739
4.071797;95.4274
4.084534;95.4276
4.069575;95.42781
4.09035;95.42792
4.096475;95.42792
4.057725;95.42792
4.023291;95.42823
4.108669;95.42844
4.044516;95.42864
4.098634;95.42864
4.073669;95.42864
4.085003;95.42896
4.041316;95.42896
4.102069;95.42896
4.059569;95.42896
4.028587;95.42906
4.101281;95.42917
4.10545;95.42937
4.043047;95.42958
4.102719;95.42958
4.102409;95.42958
4.096025;95.42969
4.011206;95.42979
4.01285;95.43021
4.081478;95.43031
4.090547;95.43083
4.016847;95.43114
4.067772;95.43156
4.034572;95.43166
4.097453;95.43167
4.020459;95.43177
4.103891;95.43177
4.076272;95.43198
4.040016;95.43198
4.098144;95.43198
4.073322;95.43208
4.107006;95.43208
4.09635;95.43208
3.967475;95.43208
4.077715;95.43208
4.094781;95.43208
4.095731;95.43229
4.040088;95.4324
4.035169;95.43291
4.098647;95.43291
4.090606;95.43302
4.079728;95.43312
4.102035;95.43313
4.067569;95.43323
4.052547;95.43323
4.092909;95.43354
4.133291;95.43365
4.1201;95.43375
4.114547;95.43396
4.110753;95.43406
4.123188;95.43406
4.030315;95.43427
4.039303;95.43437
4.055122;95.43448
4.021709;95.43468
4.088528;95.43479
4.065031;95.435
4.037706;95.435
4.101484;95.435
4.135691;95.4351
4.146747;95.43542
4.059688;95.43594
4.067847;95.43594
4.121234;95.43615
4.041994;95.43615
4.1041;95.43615
4.059781;95.43656
4.139119;95.43667
4.088937;95.43677
4.111272;95.43687
4.084306;95.43698
4.090475;95.43708
4.108678;95.43719
4.042888;95.4375
4.119719;95.4375
4.005753;95.43781
4.037372;95.43792
4.048184;95.43813
4.061397;95.43823
4.12555;95.43823
4.053113;95.43833
4.054209;95.43844
4.027541;95.43844
4.081565;95.43855
4.076003;95.43855
4.105575;95.43875
4.098681;95.43875
4.038894;95.43875
4.022978;95.43885
4.09794;95.43886
4.04405;95.43896
4.097584;95.43917
4.040156;95.43958
4.042219;95.43979
4.036609;95.44
4.097922;95.44
4.050522;95.4401
4.098063;95.44021
4.096481;95.44041
4.072585;95.44052
4.088844;95.44052
4.058297;95.44063
4.087112;95.44073
4.102138;95.44073
4.121559;95.44083
4.060141;95.44093
4.046766;95.44104
4.014719;95.44157
3.996169;95.44177
4.136616;95.44177
4.034044;95.44187
4.050381;95.44209
4.123781;95.44209
4.102582;95.44209
4.142619;95.44218
4.082194;95.4424
4.082178;95.4424
4.073438;95.4424
4.078222;95.4425
4.0852;95.4426
4.13615;95.44292
3.998578;95.44302
4.018091;95.44302
4.1284;95.44312
4.053591;95.44344
4.033656;95.44344
4.083481;95.44344
4.030691;95.44365
4.071541;95.44375
4.046959;95.44375
4.072137;95.44375
4.087969;95.44386
4.08569;95.44396
4.024422;95.44396
4.13906;95.44406
4.054431;95.44417
4.104403;95.44417
4.042197;95.44437
4.071222;95.44437
4.084384;95.44437
4.0344;95.44448
4.056866;95.44458
4.043763;95.44469
4.083944;95.44489
4.097962;95.44521
4.133112;95.44531
4.080291;95.44531
4.07725;95.44531
4.109113;95.44542
4.119591;95.44542
4.100669;95.44573
4.058213;95.44594
4.083978;95.44614
4.095972;95.44614
4.055331;95.44636
4.087881;95.44646
4.030509;95.44656
4.073419;95.44666
4.09689;95.44667
4.009687;95.44677
4.03824;95.44688
3.962472;95.44698
4.101453;95.44698
4.067947;95.44708
4.087584;95.44719
4.117716;95.44719
4.065359;95.4474
4.084294;95.4474
4.096697;95.4475
4.041853;95.4476
4.097822;95.44771
4.039019;95.44781
4.070212;95.44791
4.043588;95.44791
4.087078;95.44791
4.105153;95.44791
4.057778;95.44833
4.107175;95.44865
4.057137;95.44875
4.04735;95.44896
4.099935;95.44907
4.112616;95.44917
4.083037;95.44927
4.090431;95.44937
4.047472;95.44938
4.081134;95.44938
4.045331;95.44948
4.090437;95.44979
4.092178;95.44979
4.051316;95.4499
4.0776;95.4501
4.023872;95.45021
4.047616;95.45021
4.086816;95.45073
4.1493;95.45073
4.036088;95.45094
4.093666;95.45104
4.02281;95.45115
4.088472;95.45125
4.114784;95.45135
4.083547;95.45145
4.031869;95.45145
4.090372;95.45146
4.042972;95.45156
4.093863;95.45167
4.10746;95.45177
4.089609;95.45177
4.091069;95.45198
4.093294;95.45219
4.052119;95.45219
4.0759;95.45229
4.050644;95.45239
4.115525;95.4525
4.022162;95.45261
4.040262;95.45261
4.107794;95.45281
4.068591;95.45292
4.040137;95.45292
4.046181;95.45344
4.009637;95.45344
4.044637;95.45344
4.077678;95.45354
4.105525;95.45354
4.0971;95.45364
4.034738;95.45364
4.037822;95.45385
4.096331;95.45406
4.023194;95.45416
4.101838;95.45448
4.061691;95.45479
4.091819;95.4549
4.074234;95.455
4.072366;95.45511
4.07605;95.45521
4.131653;95.45541
4.084015;95.45552
4.04039;95.45583
4.062934;95.45604
4.022028;95.45604
4.130363;95.45615
4.077631;95.45615
4.045575;95.45635
4.06405;95.45646
4.035919;95.45646
4.013875;95.45646
4.050813;95.45657
4.043225;95.45657
4.0469;95.45657
4.105525;95.45657
4.074375;95.45657
4.074775;95.45657
4.053725;95.45667
4.068788;95.45667
4.083831;95.45677
4.102365;95.45677
4.106625;95.45687
4.099256;95.45688
4.139837;95.45718
4.097003;95.45718
4.056356;95.45729
4.129959;95.45729
4.104781;95.4574
4.085885;95.4574
4.132325;95.4575
4.026066;95.4576
4.023719;95.4576
4.123897;95.4576
4.10074;95.4576
4.069063;95.45792
4.093585;95.45812
4.139572;95.45812
4.044765;95.45834
4.087191;95.45865
4.090966;95.45865
4.096303;95.45875
4.0588;95.45875
4.115306;95.45875
4.075075;95.45885
4.073644;95.45885
4.045791;95.45885
4.026062;95.45896
4.045769;95.45906
4.032638;95.45906
4.07796;95.45906
4.035719;95.45927
4.05555;95.45937
4.088347;95.45948
4.147409;95.45969
4.081781;95.45979
4.138109;95.45989
4.096463;95.4599
4.013156;95.46011
4.094881;95.46011
4.060169;95.46021
4.041953;95.46021
4.044909;95.46021
4.079384;95.46031
4.090122;95.46031
4.146328;95.46031
4.032328;95.46062
4.099575;95.46062
4.081694;95.46073
4.024409;95.46073
4.011997;95.46073
4.0441;95.46073
4.113428;95.46073
4.047528;95.46083
4.070056;95.46083
4.077494;95.46083
4.121494;95.46094
4.051444;95.46125
4.078513;95.46136
4.064125;95.46156
4.034191;95.46177
4.042775;95.46198
4.092091;95.46219
4.069866;95.46219
4.082259;95.4623
4.037862;95.46239
4.075606;95.4625
4.093637;95.4625
4.041244;95.4626
4.14681;95.4626
4.040016;95.46302
4.092675;95.46302
4.049278;95.46333
4.047722;95.46333
4.120625;95.46354
4.036188;95.46365
4.107725;95.46365
4.087538;95.46375
4.035231;95.46375
4.052753;95.46385
4.09794;95.46385
4.039834;95.46416
4.095572;95.46427
4.083519;95.46427
4.054428;95.46427
4.008331;95.46427
4.095484;95.46438
4.096631;95.46448
4.082932;95.46448
4.055119;95.46458
4.069238;95.46458
4.054256;95.46458
4.002219;95.46469
4.021456;95.46469
4.130437;95.465
4.103175;95.4651
4.046441;95.4651
4.033728;95.46531
4.077338;95.46531
4.102022;95.46542
4.107244;95.46542
4.116106;95.46552
4.105591;95.46552
4.102956;95.46552
4.059997;95.46584
4.038375;95.46584
4.106235;95.46593
4.051387;95.46593
4.132119;95.46593
4.073728;95.46604
4.09685;95.46625
4.049366;95.46625
4.023884;95.46625
4.107031;95.46635
4.092437;95.46635
4.117047;95.46635
4.088594;95.46646
4.088784;95.46646
4.021309;95.46646
4.047384;95.46656
4.108287;95.46687
4.042472;95.46687
4.084709;95.46687
4.062547;95.46687
4.03626;95.46687
4.055372;95.46698
4.1339;95.46719
4.042506;95.46739
4.094203;95.4675
4.127447;95.4675
4.111203;95.4675
4.027359;95.46792
4.097588;95.46802
4.050303;95.46823
4.104072;95.46823
4.068072;95.46833
4.0642;95.46844
4.080619;95.46844
4.108169;95.46844
4.032575;95.46864
4.119812;95.46864
4.044334;95.46875
4.040666;95.46875
4.128184;95.46886
4.102259;95.46886
4.133375;95.46896
4.018541;95.46906
4.081328;95.46927
4.119913;95.46938
4.087422;95.46938
4.026784;95.46947
4.088428;95.46948
4.1032;95.46958
4.147472;95.46958
4.095481;95.46979
4.102175;95.4698
4.040694;95.47
4.077065;95.4701
4.097225;95.47031
4.1073;95.47031
4.037556;95.47031
4.073469;95.47041
4.088685;95.47052
4.087066;95.47052
4.0964;95.47052
4.093994;95.47063
4.047622;95.47073
4.033922;95.47083
4.067475;95.47083
4.091616;95.47094
4.030594;95.47115
4.050763;95.47125
4.068578;95.47125
4.055685;95.47125
4.042812;95.47146
4.041784;95.47157
4.06575;95.47177
4.090888;95.47188
4.134731;95.47188
4.007031;95.47198
4.11486;95.47219
4.091672;95.47229
4.074516;95.4725
4.0526;95.4725
4.058234;95.47281
4.050197;95.47292
4.064728;95.47302
4.093503;95.47312
4.06065;95.47344
4.095891;95.47365
4.025506;95.47375
4.069881;95.47396
4.022337;95.47406
4.037369;95.47406
4.121759;95.47406
4.079591;95.47417
4.035488;95.47427
4.060203;95.47437
4.093294;95.47459
4.093247;95.47459
4.103019;95.47459
4.039338;95.4752
4.077184;95.47521
4.046903;95.47531
4.049722;95.47531
4.097881;95.47531
4.051125;95.47542
4.085209;95.47552
4.042572;95.47552
4.068888;95.47573
4.034394;95.47614
4.088997;95.47625
4.093159;95.47625
4.043969;95.47625
4.052184;95.47636
4.029722;95.47636
4.098256;95.47646
4.075344;95.47677
4.03085;95.47677
4.054259;95.47688
4.107563;95.47688
4.134891;95.47698
4.06295;95.47708
4.090813;95.47719
4.094372;95.47729
4.091325;95.47739
4.130481;95.47739
4.147656;95.4775
4.034431;95.47781
4.0436;95.47781
4.072322;95.47791
4.053384;95.47792
4.091459;95.47802
4.071157;95.47833
4.084534;95.47865
4.0419;95.47865
4.050203;95.47885
4.058662;95.47896
4.097306;95.47896
4.021322;95.47906
4.05325;95.47906
4.034203;95.47916
4.053675;95.47927
4.027537;95.47927
4.037144;95.47969
4.101388;95.47979
4.056478;95.4799
4.074556;95.4801
4.121637;95.48031
4.094987;95.48032
4.057228;95.48042
4.056772;95.48042
4.10319;95.48062
4.132738;95.48093
4.101128;95.48094
4.005194;95.48104
4.05465;95.48115
4.046109;95.48135
4.052472;95.48156
4.0357;95.48167
4.053619;95.48177
4.032863;95.48187
4.135769;95.48198
4.028931;95.48219
4.073753;95.48229
4.018853;95.48229
4.056494;95.4824
4.032022;95.48292
4.138728;95.48292
4.073959;95.48312
4.080635;95.48312
4.105897;95.48334
4.030212;95.48354
4.127622;95.48375
4.072947;95.48375
4.110253;95.48386
4.130588;95.48396
4.086306;95.48396
4.051422;95.48417
4.057197;95.48427
4.023575;95.48427
4.106644;95.48438
4.056356;95.48469
4.079128;95.48469
4.096419;95.48469
4.039791;95.48479
4.03985;95.48479
4.046334;95.48489
4.145175;95.485
4.054703;95.48511
3.992691;95.48521
3.996903;95.48542
4.070919;95.48552
4.036309;95.48552
4.104209;95.48552
4.077356;95.48563
4.030538;95.48573
4.106531;95.48594
4.046813;95.48594
4.051741;95.48594
4.083612;95.48594
4.071706;95.48615
4.018206;95.48625
4.104856;95.48625
4.138741;95.48636
4.051547;95.48646
4.100872;95.48646
4.122888;95.48646
4.10485;95.48646
4.096119;95.48666
4.1141;95.48677
4.044;95.48698
4.055259;95.48698
4.052513;95.48718
4.098897;95.48719
4.043881;95.48729
4.132222;95.4876
4.077169;95.4876
4.030488;95.48771
4.0113;95.48771
4.048975;95.48771
4.038491;95.48782
4.060406;95.48792
4.038256;95.48802
4.048875;95.48802
4.106444;95.48813
4.098122;95.48833
4.052156;95.48833
