K0P102_1.PV;K5T16.PV
4.074203;96.18781
4.048169;96.18781
4.115009;96.18792
4.09015;96.18802
4.051387;96.18802
4.089731;96.18813
4.077113;96.18833
4.108062;96.18833
4.062541;96.18833
4.070785;96.18844
4.107959;96.18875
4.12435;96.18875
4.097194;96.18886
4.116569;96.18886
4.099369;96.18896
4.136922;96.18896
4.101819;96.18906
4.056744;96.18906
4.069353;96.18917
4.112647;96.18938
4.049106;96.18938
4.089138;96.18938
4.070278;96.18948
4.116859;96.18969
4.110716;96.18969
4.078972;96.18979
4.104909;96.18979
4.105244;96.1899
4.068375;96.1899
4.113263;96.19
4.107788;96.19021
4.074881;96.19021
4.124775;96.19021
4.116181;96.19021
4.060222;96.19032
4.087419;96.19032
4.120875;96.19032
4.078875;96.19052
4.086738;96.19052
4.048675;96.19063
4.081944;96.19063
4.119513;96.19063
4.086053;96.19073
4.070516;96.19083
4.110013;96.19094
4.06955;96.19104
4.081431;96.19115
4.090897;96.19115
4.074391;96.19125
4.10459;96.19146
4.144634;96.19146
4.089459;96.19167
4.126222;96.19187
4.087669;96.19187
4.104559;96.19187
4.103037;96.19198
4.107478;96.19198
4.103056;96.19209
4.084431;96.19218
4.078494;96.19229
4.123262;96.1924
4.095047;96.1925
4.081084;96.1926
4.075131;96.1926
4.106431;96.1926
4.094203;96.19271
4.081191;96.19271
4.096697;96.19292
4.111684;96.19302
4.098278;96.19323
4.108035;96.19323
4.100094;96.19323
4.073244;96.19334
4.104503;96.19334
4.126416;96.19334
4.114591;96.19334
4.077128;96.19354
4.118047;96.19354
4.103962;96.19365
4.072962;96.19375
4.044837;96.19375
4.117316;96.19386
4.097275;96.19395
4.047397;96.19396
4.11696;96.19396
4.071272;96.19406
4.087484;96.19406
4.059719;96.19406
4.085903;96.19406
4.104653;96.19417
4.061478;96.19427
4.106438;96.19458
4.051834;96.19459
4.079778;96.19469
4.06;96.19479
4.0268;96.19479
4.068112;96.19479
4.103988;96.19489
4.018753;96.19521
4.078475;96.19521
4.047069;96.19542
4.099375;96.19542
4.096625;96.19563
4.093797;96.19563
4.087822;96.19573
4.053978;96.19594
4.093431;96.19594
4.095013;96.19604
4.088997;96.19614
4.085469;96.19625
4.126534;96.19636
4.097781;96.19656
4.064222;96.19677
4.090456;96.19698
4.072978;96.19708
4.073747;96.19708
4.127428;96.19708
4.03826;96.19729
4.129078;96.1974
4.0836;96.1975
4.055138;96.1976
4.088756;96.19761
4.094778;96.19771
4.068353;96.19771
4.091231;96.19791
4.129069;96.19802
4.097065;96.19802
4.080859;96.19813
4.106285;96.19813
4.090463;96.19813
4.070397;96.19823
4.125712;96.19823
4.077534;96.19854
4.094762;96.19865
4.087525;96.19865
4.085016;96.19875
4.052191;96.19885
4.100794;96.19885
4.11764;96.19896
4.067719;96.19906
4.096916;96.19906
4.080887;96.19907
4.108078;96.19907
4.123672;96.19917
4.057041;96.19917
4.043425;96.19917
4.077122;96.19917
4.126475;96.19938
4.053968;96.19958
4.109081;96.19958
4.052081;96.19968
4.06879;96.19969
4.051256;96.19979
4.074566;96.1999
4.087359;96.1999
4.120384;96.2
4.066156;96.2001
4.09661;96.2001
4.103756;96.2001
4.1064;96.2001
4.10464;96.20021
4.086985;96.20021
4.090337;96.20062
4.106628;96.20062
4.102319;96.20062
4.091928;96.20073
4.111653;96.20084
4.090763;96.20084
4.118819;96.20084
4.1087;96.20094
4.044803;96.20094
4.105947;96.20094
4.105753;96.20104
4.027228;96.20104
4.128156;96.20115
4.080428;96.20146
4.088919;96.20167
4.113488;96.20177
4.070641;96.20187
4.0987;96.20187
4.096684;96.20198
4.054368;96.20208
4.04765;96.20219
4.038428;96.20219
4.109819;96.20239
4.1017;96.2024
4.093997;96.2024
4.067591;96.2025
4.076347;96.20261
4.114306;96.20281
4.060134;96.20292
4.058716;96.20292
4.073434;96.20302
4.100931;96.20302
4.077369;96.20313
4.061291;96.20313
4.131485;96.20313
4.087556;96.20323
4.109759;96.20323
4.107615;96.20344
4.078209;96.20344
4.079675;96.20344
4.093591;96.20354
4.009544;96.20364
4.092366;96.20406
4.096469;96.20438
4.100869;96.20438
4.092556;96.20458
4.090525;96.20458
4.101331;96.20458
4.092097;96.2049
4.094812;96.205
4.073069;96.20521
4.064022;96.20531
4.086022;96.20552
4.095194;96.20552
4.066;96.20563
4.096675;96.20583
4.067738;96.20583
4.111606;96.20583
4.106375;96.20604
4.037547;96.20604
4.100662;96.20625
4.066109;96.20635
4.116147;96.20635
4.108094;96.20646
4.103487;96.20667
4.057991;96.20677
4.103925;96.20677
4.097037;96.20719
4.088953;96.20719
4.042747;96.2075
4.113322;96.2075
4.108725;96.2076
4.106556;96.2076
4.077891;96.20771
4.092169;96.20771
4.104222;96.20781
4.12879;96.20792
4.126128;96.20792
4.055844;96.20802
4.106381;96.20812
4.104856;96.20813
4.068803;96.20823
4.080181;96.20823
4.062794;96.20823
4.125463;96.20833
4.074597;96.20834
4.045722;96.20844
4.082544;96.20854
4.100275;96.20854
4.04991;96.20875
4.095138;96.20885
4.090262;96.20896
4.100644;96.20896
4.087956;96.20906
4.082594;96.20917
4.06385;96.20917
4.10076;96.20927
4.064884;96.20937
4.061591;96.20948
4.105575;96.20948
4.078181;96.20948
4.113488;96.20958
4.127397;96.20959
4.106097;96.20969
4.061013;96.20979
4.11905;96.20989
4.077175;96.21
4.058;96.21011
4.090678;96.21021
4.028084;96.21031
4.064256;96.21031
4.039172;96.21031
4.1104;96.21031
4.105872;96.21042
4.080422;96.21042
4.031525;96.21042
4.101175;96.21052
4.050359;96.21083
4.134631;96.21083
4.107106;96.21094
4.096447;96.21104
4.011662;96.21114
4.106609;96.21114
4.087472;96.21125
4.116663;96.21136
4.074956;96.21156
4.119909;96.21156
4.109025;96.21156
4.087825;96.21167
4.077822;96.21167
4.105131;96.21167
4.123728;96.21177
4.120856;96.21177
4.097588;96.21177
4.093009;96.21188
4.028381;96.21188
4.119985;96.2123
4.0783;96.2123
4.087491;96.2123
4.10195;96.2125
4.07495;96.2125
4.123753;96.2125
4.128194;96.2126
4.092081;96.2126
4.103538;96.21271
4.081325;96.21271
4.143772;96.21271
4.076322;96.21281
4.104366;96.21281
4.081997;96.21291
4.110372;96.21302
4.108609;96.21302
4.072075;96.21323
4.082653;96.21323
4.070037;96.21333
4.090772;96.21333
4.074044;96.21344
4.079128;96.21344
4.059738;96.21354
4.05885;96.21365
4.14284;96.21375
4.090622;96.21375
4.083053;96.21385
4.110756;96.21385
4.072672;96.21385
4.132469;96.21396
4.077097;96.21396
4.115447;96.21396
4.065241;96.21407
4.099531;96.21427
4.105434;96.21427
4.067928;96.21427
4.098206;96.21469
4.119309;96.21479
4.113922;96.21479
4.117481;96.2149
4.08225;96.215
4.134478;96.215
4.060034;96.2151
4.075284;96.2151
4.101009;96.21521
4.100366;96.21521
4.093563;96.21521
4.052047;96.21542
4.094287;96.21552
4.070134;96.21552
4.114309;96.21552
4.120969;96.21552
4.089969;96.21573
4.032131;96.21573
4.028275;96.21573
4.077003;96.21584
4.093913;96.21584
4.082903;96.21593
4.107734;96.21593
4.065066;96.21615
4.096291;96.21625
4.091113;96.21625
4.117037;96.21635
4.097616;96.21635
4.096025;96.21646
4.066894;96.21646
4.064572;96.21656
4.094444;96.21656
4.064769;96.21687
4.092106;96.21687
4.065959;96.21719
4.11416;96.21729
4.069775;96.2174
4.122819;96.2174
4.089719;96.2175
4.0817;96.2175
4.125303;96.2175
4.099022;96.2175
4.079913;96.21761
4.094894;96.21761
4.079913;96.21781
4.084156;96.21792
4.127394;96.21792
4.132237;96.21802
4.104966;96.21802
4.095494;96.21812
4.093894;96.21823
4.036709;96.21833
4.098519;96.21844
4.118275;96.21854
4.100469;96.21864
4.091481;96.21875
4.091043;96.21875
4.071612;96.21875
4.102284;96.21875
4.098394;96.21896
4.064328;96.21906
4.147963;96.21906
4.079559;96.21917
4.07591;96.21938
4.093678;96.21938
4.11675;96.21958
4.054994;96.21958
4.084047;96.21969
4.106997;96.21989
4.079585;96.22011
4.10146;96.22011
4.107922;96.22021
4.114728;96.22021
4.103841;96.22021
4.092465;96.22031
4.078953;96.22031
4.095075;96.22041
4.129394;96.22042
4.081169;96.22042
4.100319;96.22052
4.092885;96.22063
4.093316;96.22063
4.089612;96.22063
4.056228;96.22073
4.083831;96.22083
4.058022;96.22083
4.084391;96.22083
4.091862;96.22115
4.080794;96.22125
4.065875;96.22125
4.056997;96.22135
4.058919;96.22135
4.07056;96.22146
4.110706;96.22146
4.119719;96.22166
4.115538;96.22166
4.071316;96.22198
4.095053;96.22208
4.105394;96.22208
4.081016;96.22208
4.072819;96.22208
4.083944;96.22208
4.086206;96.22219
4.108297;96.22219
4.118535;96.22219
4.092984;96.22229
4.092137;96.2224
4.100187;96.2226
4.053437;96.22302
4.125931;96.22302
4.137284;96.22302
4.110013;96.22313
4.0573;96.22313
4.098069;96.22323
4.053619;96.22343
4.071419;96.22365
4.057147;96.22385
4.101372;96.22385
4.060291;96.22385
4.116606;96.22396
4.124284;96.22396
4.101822;96.22407
4.129997;96.22417
4.062506;96.22427
4.122856;96.22427
4.077597;96.22437
4.088256;96.22459
4.0592;96.22469
4.062275;96.22469
4.07005;96.22469
4.112569;96.22479
4.116713;96.22479
4.145047;96.22479
4.078391;96.225
4.078262;96.22511
4.081937;96.22521
4.128119;96.22521
4.1425;96.22552
4.089125;96.22562
4.087897;96.22562
4.070988;96.22573
4.129181;96.22583
4.097844;96.22604
4.089981;96.22604
4.086781;96.22625
4.08244;96.22625
4.100915;96.22656
4.080375;96.22667
4.109866;96.22677
4.09264;96.22698
4.101716;96.22698
4.08765;96.22708
4.093078;96.22708
4.091638;96.22729
4.08349;96.22739
4.057675;96.22739
4.055762;96.2275
4.090228;96.2275
4.099235;96.2276
4.100003;96.2276
4.051606;96.2276
4.097684;96.22761
4.050766;96.22761
4.090666;96.22771
4.092241;96.22781
4.086244;96.22791
4.075056;96.22792
4.077741;96.22792
4.101422;96.22792
4.081553;96.22802
4.053684;96.22823
4.077419;96.22823
4.080722;96.22823
4.092572;96.22844
4.107153;96.22875
4.12396;96.22875
4.1182;96.22885
4.056162;96.22917
4.089206;96.22927
4.072697;96.22938
4.110844;96.22938
4.102522;96.22948
4.106366;96.22948
4.115031;96.22969
4.024922;96.2299
4.112753;96.2299
4.126937;96.23
4.143594;96.2301
4.077666;96.23031
4.088335;96.23042
4.092931;96.23042
4.054862;96.23063
4.028531;96.23083
4.115856;96.23083
4.056912;96.23093
4.138219;96.23093
4.057806;96.23093
4.106144;96.23093
4.118619;96.23104
4.109638;96.23135
4.096672;96.23135
4.118609;96.23156
4.111763;96.23167
4.094325;96.23167
4.112609;96.23177
4.127047;96.23177
4.101462;96.23187
4.083385;96.23198
4.103059;96.23198
4.124019;96.23198
4.095772;96.23209
4.083006;96.23219
4.051747;96.23219
4.082;96.23219
4.105803;96.23229
4.098059;96.23239
4.109591;96.2325
4.077813;96.2326
4.107222;96.23271
4.077159;96.23271
4.11775;96.23271
4.091731;96.23271
4.121125;96.23281
4.088134;96.23302
4.079994;96.23312
4.104141;96.23312
4.090072;96.23323
4.060816;96.23323
4.090578;96.23323
4.095013;96.23344
4.094991;96.23344
4.083941;96.23354
4.040865;96.23354
4.072734;96.23354
4.107391;96.23354
4.060334;96.23364
4.019209;96.23365
4.114913;96.23427
4.107013;96.23448
4.104216;96.23448
4.081156;96.23448
4.069685;96.23448
4.128078;96.23448
4.04155;96.23458
4.107975;96.23458
4.1044;96.23489
4.073119;96.235
4.116753;96.235
4.063897;96.2351
4.064397;96.23511
4.050878;96.23531
4.089862;96.23531
4.090575;96.23541
4.078547;96.23542
4.03325;96.23542
4.125366;96.23542
4.125491;96.23563
4.106094;96.23563
4.103684;96.23604
4.082031;96.23605
4.096722;96.23615
4.075234;96.23615
4.092966;96.23615
4.057731;96.23625
4.097391;96.23625
4.057247;96.23635
4.068156;96.23646
4.125156;96.23646
4.075965;96.23646
4.083531;96.23646
4.118897;96.23646
4.118331;96.23677
4.089778;96.23688
4.071997;96.23688
4.079531;96.23698
4.10954;96.23698
4.118544;96.23698
4.104428;96.23708
4.055762;96.23719
4.106859;96.2374
4.08039;96.2375
4.072347;96.2376
4.111425;96.23771
4.112206;96.23771
4.105616;96.23792
4.071716;96.23792
4.085837;96.23833
4.03015;96.23833
4.090588;96.23843
4.0881;96.23843
4.055228;96.23865
4.087653;96.23865
4.081497;96.23865
4.108112;96.23875
4.096665;96.23875
4.085513;96.23885
4.101697;96.23885
4.035778;96.23885
4.119353;96.23885
4.099256;96.23896
4.05759;96.23896
4.105659;96.23896
4.064928;96.23917
4.096544;96.23937
4.094297;96.23937
4.1037;96.23948
4.108194;96.23959
4.074803;96.23959
4.0742;96.23959
4.112813;96.23959
4.084922;96.23969
4.091881;96.23979
4.102078;96.2399
4.069812;96.24
4.112688;96.24
4.089569;96.2401
4.10151;96.24021
4.098153;96.24021
4.101166;96.24031
4.077369;96.24042
4.117669;96.24052
4.061138;96.24062
4.08676;96.24073
4.115184;96.24073
4.075075;96.24073
4.099925;96.24083
4.120903;96.24084
4.111903;96.24094
4.076912;96.24104
4.045519;96.24104
4.027909;96.24104
4.097756;96.24125
4.111041;96.24136
4.045331;96.24156
4.112869;96.24156
4.040812;96.24156
4.109278;96.24156
4.098584;96.24167
4.079487;96.24167
4.117206;96.24177
4.086419;96.24187
4.072288;96.24187
4.056166;96.24208
4.116141;96.24219
4.066185;96.24219
4.084969;96.24219
4.072678;96.24229
4.103272;96.24229
4.081706;96.24239
4.101869;96.2425
4.079859;96.2426
4.127925;96.24261
4.104669;96.24261
4.115713;96.24281
4.068241;96.24292
4.103853;96.24302
4.033334;96.24313
4.096888;96.24333
4.0694;96.24355
4.085634;96.24355
4.099587;96.24355
4.102637;96.24375
4.07549;96.24385
4.026228;96.24386
4.103653;96.24396
4.096112;96.24396
4.095081;96.24406
4.089894;96.24406
4.066122;96.24416
4.062728;96.24416
4.131163;96.24427
4.068341;96.24438
4.074884;96.24458
4.093325;96.24458
4.099134;96.24458
4.097897;96.24479
4.1148;96.24479
4.072753;96.245
4.119903;96.245
4.076884;96.24521
4.113025;96.24521
4.102081;96.24531
4.107394;96.24532
4.129656;96.24532
4.087922;96.24573
4.056025;96.24573
4.113125;96.24604
4.087081;96.24604
4.118672;96.24604
4.084075;96.24615
4.1198;96.24625
4.09066;96.24635
4.090884;96.24635
4.121397;96.24646
4.116294;96.24656
4.111719;96.24667
4.076569;96.24667
4.090109;96.24677
4.079475;96.24677
4.077875;96.24677
4.069622;96.24687
4.088347;96.24718
4.101728;96.24729
4.087047;96.24729
4.077787;96.2474
4.09015;96.2475
4.111703;96.2476
4.124903;96.24771
4.117778;96.24781
4.081337;96.24812
4.116262;96.24812
4.116175;96.24812
4.106309;96.24812
4.082919;96.24833
4.115897;96.24833
4.036244;96.24844
4.080325;96.24844
4.107128;96.24844
4.114728;96.24854
4.12475;96.24854
4.119097;96.24864
4.075506;96.24875
4.100403;96.24875
4.097047;96.24875
4.086147;96.24886
4.096406;96.24895
4.07265;96.24896
4.052737;96.24896
4.088169;96.24906
4.0952;96.24917
4.029006;96.24917
4.092897;96.24927
4.057053;96.24937
4.108928;96.24937
4.074394;96.24948
4.107009;96.24948
4.114088;96.24958
4.122206;96.24959
4.063294;96.24969
4.031059;96.24969
4.134856;96.24969
4.122828;96.24979
4.052756;96.24989
4.070316;96.25
4.074084;96.25
4.013012;96.25021
4.13561;96.25031
4.067275;96.25042
4.077528;96.25063
4.094534;96.25063
4.0776;96.25083
4.096238;96.25104
4.107038;96.25105
4.11416;96.25105
4.070478;96.25114
4.121963;96.25114
4.117022;96.25114
4.075072;96.25125
4.09985;96.25125
4.112881;96.25125
4.101819;96.25135
4.086091;96.25136
4.082825;96.25136
4.109075;96.25146
4.098262;96.25146
4.104772;96.25146
4.085865;96.25156
4.0777;96.25166
4.037866;96.25167
4.095347;96.25177
4.089109;96.25177
4.071863;96.25188
4.067581;96.25198
4.048397;96.25198
4.092219;96.25198
4.11374;96.25198
4.125738;96.25219
4.098284;96.25219
4.109631;96.25229
4.090422;96.2524
4.071075;96.2525
4.045294;96.2526
4.061944;96.2526
4.074162;96.2526
4.100009;96.25271
4.087059;96.25271
4.106009;96.25282
4.070512;96.25282
4.074306;96.25313
4.113922;96.25313
4.074681;96.25313
4.103756;96.25323
4.094162;96.25333
4.091163;96.25343
4.067156;96.25344
4.104128;96.25344
4.1256;96.25354
4.122266;96.25354
4.12186;96.25365
4.050906;96.25375
4.086159;96.25385
4.058316;96.25396
4.08004;96.25396
4.057803;96.25396
4.098984;96.25406
4.080356;96.25406
4.096134;96.25406
4.122372;96.25406
4.079559;96.25417
4.086006;96.25417
4.067631;96.25427
4.100531;96.25427
4.077938;96.25448
4.024894;96.25448
4.106247;96.25459
4.093581;96.25459
4.114438;96.25468
4.111535;96.25468
4.045106;96.25469
4.114438;96.25479
4.0862;96.25479
4.056106;96.2549
4.040641;96.2549
4.080594;96.2549
4.078688;96.2549
4.08015;96.255
4.072937;96.255
4.083838;96.25521
4.110244;96.25521
4.103681;96.25531
4.113044;96.25531
4.108741;96.25552
4.090837;96.25552
4.091719;96.25552
4.080906;96.25552
4.113887;96.25562
4.084612;96.25583
4.084925;96.25594
4.118859;96.25604
4.094375;96.25604
4.110303;96.25625
4.068762;96.25645
4.086235;96.25645
4.050288;96.25646
4.090919;96.25656
4.118453;96.25667
4.10534;96.25667
4.098756;96.25677
4.092706;96.25677
4.067431;96.25687
4.115794;96.25687
4.09509;96.25698
4.098544;96.25698
4.094425;96.25698
4.111097;96.25709
4.119906;96.25719
4.079756;96.25719
4.099366;96.25719
4.101866;96.25729
4.110991;96.25729
4.105441;96.25739
4.097128;96.25761
4.077597;96.25761
4.124284;96.25761
4.060653;96.25761
4.082272;96.25771
4.108166;96.25771
4.065406;96.25792
4.105165;96.25813
4.099459;96.25823
4.062331;96.25833
4.090381;96.25833
4.079569;96.25833
4.065087;96.25844
4.106416;96.25844
4.107253;96.25854
4.081669;96.25854
4.101275;96.25854
4.084625;96.25864
4.05925;96.25885
4.104597;96.25886
4.07825;96.25886
4.065634;96.25896
4.064169;96.25896
4.061088;96.25896
4.091312;96.25906
4.092837;96.25906
4.075444;96.25927
4.072216;96.25938
4.087291;96.25938
4.072619;96.25938
4.109359;96.25958
4.085522;96.25958
4.141469;96.25969
4.092578;96.25979
4.116144;96.25979
4.0578;96.26
4.069325;96.26
4.101428;96.26
4.11325;96.26011
4.117653;96.26021
4.083172;96.26031
4.071022;96.26031
4.111256;96.26052
4.10645;96.26052
4.081666;96.26052
4.076528;96.26063
4.078672;96.26073
4.111203;96.26073
4.073937;96.26073
4.102791;96.26083
4.08995;96.26094
4.114619;96.26094
4.119328;96.26115
4.100494;96.26198
4.105075;96.26208
4.113803;96.26208
4.102675;96.26218
4.099275;96.26229
4.113928;96.2624
4.082613;96.2625
4.066463;96.26271
4.116219;96.26292
4.080731;96.26302
4.099988;96.26323
4.064281;96.26334
4.034575;96.26334
4.0834;96.26344
4.098822;96.26354
4.079447;96.26385
4.123478;96.26385
4.062278;96.26395
4.083775;96.26406
4.068141;96.26406
4.063731;96.26406
4.101584;96.26417
4.104241;96.26427
4.075347;96.26437
4.101041;96.26448
4.117163;96.26448
4.098978;96.26458
4.052131;96.26458
4.117425;96.26459
4.114169;96.26479
4.074122;96.26489
4.098625;96.265
4.044031;96.265
4.107369;96.265
4.112644;96.26521
4.130422;96.26531
4.076097;96.26531
4.089806;96.26542
4.128041;96.26542
4.066266;96.26542
4.065241;96.26552
4.122466;96.26573
4.061369;96.26604
4.125309;96.26604
4.087469;96.26614
4.114719;96.26625
4.121969;96.26625
4.089144;96.26625
4.107309;96.26635
4.129675;96.26635
4.058113;96.26636
4.115716;96.26636
4.110697;96.26646
4.061753;96.26656
4.105487;96.26667
4.078969;96.26677
4.103272;96.26677
4.098453;96.26719
4.085863;96.2674
4.094859;96.2674
4.071063;96.2675
4.098012;96.2675
4.102037;96.26761
4.100222;96.26761
4.086872;96.26771
4.08115;96.26771
4.062238;96.26781
4.057719;96.26781
4.122216;96.26781
4.105828;96.26781
4.072638;96.26802
4.117137;96.26813
4.088006;96.26823
4.096672;96.26833
4.061781;96.26833
4.050459;96.26833
4.104444;96.26844
4.115097;96.26854
4.069978;96.26865
4.075434;96.26875
4.095444;96.26875
4.115078;96.26875
4.072356;96.26885
4.141069;96.26885
4.091428;96.26917
4.116238;96.26927
4.124572;96.26938
4.080491;96.26948
4.118409;96.26948
4.123431;96.26958
4.118794;96.26958
4.09405;96.26979
4.037866;96.2699
4.105634;96.2699
4.107256;96.27
4.075284;96.2701
4.105447;96.27021
4.112062;96.27021
4.106769;96.27031
4.105872;96.27042
4.127431;96.27063
4.115084;96.27073
4.097731;96.27073
4.113381;96.27094
4.117619;96.27094
4.125165;96.27094
4.092294;96.27115
4.05515;96.27115
4.092415;96.27125
4.073753;96.27125
4.107206;96.27125
4.0907;96.27125
4.048906;96.27135
4.087116;96.27146
4.122709;96.27146
4.053447;96.27156
4.083862;96.27177
4.085328;96.27177
4.084056;96.27177
4.118456;96.27177
4.096128;96.27187
4.051669;96.27187
4.083897;96.27187
4.074685;96.27187
4.070753;96.27198
4.035909;96.27198
4.124872;96.2724
4.050272;96.2724
4.104547;96.2725
4.103003;96.27261
4.078887;96.27261
4.074925;96.27271
4.089884;96.27312
4.075881;96.27323
4.090409;96.27323
4.087725;96.27344
4.097234;96.27354
4.107819;96.27354
4.124725;96.27364
4.079375;96.27364
4.056538;96.27375
4.107544;96.27375
4.099556;96.27385
4.092503;96.27386
4.11619;96.27386
4.026613;96.27396
4.114397;96.27396
4.084881;96.27406
4.050569;96.27406
4.108984;96.27417
4.049475;96.27417
4.07745;96.27448
4.117669;96.27458
4.108306;96.27458
4.076703;96.27469
4.072631;96.27479
4.11479;96.275
4.117272;96.2751
4.120603;96.2751
4.054431;96.27521
4.138437;96.27521
4.082109;96.27531
4.127031;96.27552
4.077813;96.27563
4.089562;96.27563
4.097856;96.27573
4.110191;96.27573
4.128637;96.27583
4.086991;96.27594
4.104362;96.27604
4.120556;96.27604
4.071922;96.27635
4.080828;96.27646
4.107247;96.27646
4.128403;96.27646
4.045394;96.27657
4.103441;96.27657
4.126206;96.27677
4.082203;96.27687
4.095681;96.27688
4.103231;96.27698
4.111491;96.27698
4.085837;96.27698
4.03441;96.27708
4.1132;96.27708
4.057172;96.27718
4.106972;96.27729
4.083684;96.27729
4.075987;96.2774
4.043206;96.2775
4.106025;96.27781
4.133028;96.27782
4.054706;96.27802
4.085887;96.27802
4.10765;96.27812
4.057435;96.27812
4.1274;96.27823
4.073706;96.27834
4.119869;96.27834
4.093712;96.27834
4.059741;96.27843
4.116866;96.27854
4.099388;96.27875
4.072137;96.27875
4.080434;96.27885
4.047537;96.27885
4.098137;96.27896
4.100441;96.27906
4.106556;96.27917
4.0807;96.27917
4.081544;96.27937
4.090747;96.27937
4.093509;96.27937
4.137553;96.27937
4.038703;96.27948
4.093038;96.27948
4.040125;96.27959
4.056409;96.27959
4.09171;96.27979
4.111213;96.27979
4.092559;96.27979
4.141512;96.27979
4.118963;96.27979
4.092012;96.27989
4.073863;96.27989
4.024191;96.2799
4.129769;96.28011
4.0401;96.2802
4.087175;96.2802
4.092047;96.28031
4.119678;96.28042
4.091672;96.28052
4.028559;96.28062
4.116385;96.28062
4.088244;96.28073
4.100334;96.28073
4.093028;96.28073
4.09755;96.28083
4.055263;96.28083
4.053362;96.28094
4.10751;96.28094
4.068631;96.28114
4.072375;96.28114
4.126703;96.28114
4.070509;96.28125
4.050025;96.28136
4.103744;96.28136
4.101247;96.28156
4.06055;96.28156
4.070691;96.28166
4.083406;96.28167
4.126066;96.28167
4.085638;96.28177
4.098772;96.28177
4.079897;96.28188
4.069828;96.28198
4.079362;96.28198
4.118115;96.28198
4.083303;96.28239
4.12464;96.28239
4.12305;96.2825
4.048816;96.2826
4.076697;96.28271
4.067097;96.28281
4.061725;96.28281
4.109787;96.28291
4.077903;96.28292
4.113563;96.28313
4.099553;96.28365
4.087375;96.28365
4.067431;96.28375
4.083791;96.28375
4.097575;96.28385
4.05445;96.28385
4.094819;96.28396
4.070272;96.28396
4.12536;96.28396
4.058272;96.28407
4.101703;96.28416
4.102706;96.28427
4.080709;96.28427
4.096506;96.28438
4.077203;96.28438
4.056928;96.28448
4.107591;96.28468
4.12991;96.28469
4.102247;96.28479
4.094209;96.28479
4.0832;96.28479
4.113622;96.28552
4.111031;96.28552
4.123391;96.28563
4.019044;96.28573
4.066206;96.28584
4.105531;96.28584
4.104022;96.28584
4.105475;96.28594
4.10135;96.28635
4.088891;96.28646
4.097072;96.28656
4.13465;96.28656
4.109956;96.28656
4.052362;96.28667
4.146972;96.28667
4.11586;96.28667
4.096363;96.28667
4.107319;96.28677
4.099975;96.28687
4.112362;96.28687
4.128075;96.28698
4.106766;96.28698
4.070303;96.28698
4.120328;96.28698
4.103;96.28709
4.132175;96.28709
4.107872;96.28709
4.089966;96.28729
4.059213;96.28729
4.123472;96.28729
4.049069;96.2874
4.092937;96.2875
4.114637;96.28761
4.069587;96.28761
4.074069;96.2877
4.113672;96.2877
4.092562;96.2877
4.098053;96.2877
4.120028;96.28771
4.055122;96.28781
4.126819;96.28781
4.077437;96.28812
4.098437;96.28812
4.109972;96.28812
4.086228;96.28823
4.068516;96.28823
4.112944;96.28823
4.11614;96.28854
4.086438;96.28864
4.072966;96.28864
4.106075;96.28864
4.125762;96.28875
4.079344;96.28886
4.105969;96.28886
4.025038;96.28886
4.125022;96.28896
4.061147;96.28906
4.118165;96.28917
4.089315;96.28917
4.054834;96.28927
4.106497;96.28938
4.10545;96.28958
4.102844;96.28969
4.081985;96.28969
4.069056;96.28989
4.080397;96.29011
4.118125;96.29031
4.074097;96.29031
4.122691;96.29031
4.070281;96.29063
4.099641;96.29073
4.075453;96.29083
4.133703;96.29083
4.090984;96.29094
4.075019;96.29094
4.065087;96.29094
4.102831;96.29094
4.098678;96.29104
4.076081;96.29115
4.118237;96.29125
4.097353;96.29135
4.067644;96.29156
4.093915;96.29177
4.111522;96.29177
4.045513;96.29177
4.074428;96.29177
4.042081;96.29188
4.092288;96.29198
4.035672;96.29198
4.068909;96.29219
4.027328;96.29229
4.089122;96.2924
4.107278;96.2924
4.096291;96.2925
4.026241;96.2926
4.145741;96.2926
4.067497;96.29271
4.104009;96.29292
4.123725;96.29292
4.116878;96.29302
4.087684;96.29323
4.095219;96.29333
4.113603;96.29343
4.104406;96.29343
4.118134;96.29354
4.083225;96.29354
4.099025;96.29365
4.08365;96.29385
4.109365;96.29385
4.067635;96.29396
4.054388;96.29396
4.118556;96.29396
4.078638;96.29406
4.087819;96.29406
4.084744;96.29406
4.089428;96.29417
4.087153;96.29417
4.082315;96.29417
4.139947;96.29417
4.100272;96.29417
4.093125;96.29427
4.122763;96.29427
4.11596;96.29437
4.065956;96.29448
4.087084;96.29448
4.112903;96.29459
4.121575;96.29459
4.084763;96.29469
4.091738;96.29479
4.118959;96.29479
4.079716;96.295
4.087597;96.295
4.096987;96.2951
4.112753;96.2951
4.131706;96.2951
4.039316;96.29521
4.065691;96.29542
4.083188;96.29562
4.084281;96.29562
4.08949;96.29594
4.090588;96.29594
4.110516;96.29594
4.102212;96.29594
4.071403;96.29604
4.106309;96.29625
4.082894;96.29625
4.087519;96.29646
4.089503;96.29646
4.039712;96.29656
4.062856;96.29656
4.020647;96.29667
4.062697;96.29677
4.070509;96.29677
4.026966;96.29677
4.072144;96.29698
4.073609;96.29719
4.066747;96.2975
4.128412;96.29761
4.075472;96.29771
4.096966;96.29781
4.041875;96.29802
4.122037;96.29802
4.059778;96.29813
4.041028;96.29844
