K5PC5CH.OP;K5PC6CH.OP;K5F3.PV;K5P5_2.PV
51.64078;62.69349;2940.799;-40.24844
51.17651;62.46479;2940.706;-38.76484
51.01443;62.51318;2940.703;-40.71797
51.12135;62.45693;2940.698;-40.86562
51.14141;62.49182;2940.696;-39.85234
51.11125;62.45068;2940.646;-39.82891
50.85922;62.56505;2940.632;-41.78906
51.0812;62.43917;2940.631;-40.73594
51.21531;62.47469;2940.62;-40.16406
51.17557;62.39787;2940.614;-42.7125
51.3187;62.45438;2940.607;-39.6664
50.98521;62.54016;2940.589;-39.75469
50.73885;62.5474;2940.523;-37.80469
51.18651;62.43135;2940.497;-40.33516
51.04385;62.47328;2940.496;-39.91406
51.2776;62.44021;2940.469;-41.14141
51.25266;62.45266;2940.438;-39.04844
50.39302;61.70937;2940.43;-40.45313
50.91521;62.49932;2940.405;-39.04844
51.06344;62.45937;2940.397;-40.83906
51.31307;62.63338;2940.393;-44.73516
51.14802;62.49213;2940.388;-39.17969
51.20083;62.37604;2940.387;-41.45078
51.18563;62.45609;2940.299;-42.97266
51.02344;62.44833;2940.293;-38.975
51.29438;62.61276;2940.275;-38.40313
51.10443;62.47662;2940.21;-42.65625
51.23714;62.47536;2940.2;-40.60938
51.13875;62.39359;2940.136;-40.05781
51.5013;62.70323;2940.136;-38.62656
51.88464;62.89037;2940.123;-40.60859
51.02474;62.47729;2940.122;-40.09453
51.56552;62.67479;2940.115;-40.37266
50.2737;61.68422;2940.094;-39.32969
50.90099;62.49385;2940.063;-37.31562
50.73828;62.54255;2940.024;-36.26719
50.76167;62.47594;2939.997;-39.77344
51.20313;62.50807;2939.948;-39.92891
51.3726;62.66052;2939.937;-43.50703
51.26;62.39708;2939.902;-40.66016
51.03729;62.3913;2939.849;-36.65313
51.34813;62.50599;2939.817;-38.87109
50.97109;62.56662;2939.816;-40.11953
51.21037;62.50885;2939.792;-39.55391
51.28219;62.53089;2939.791;-40.49062
50.92812;62.53516;2939.775;-38.24297
51.05412;62.47896;2939.754;-39.96875
50.02151;61.43917;2939.747;-40.98125
51.24026;62.55167;2939.708;-40.10313
49.97552;61.56187;2939.616;-41.40078
51.03578;62.46037;2939.58;-40.94297
51.18459;62.46;2939.543;-42.20937
51.2137;62.51089;2939.543;-39.26406
51.44068;62.45844;2939.489;-39.89063
51.13896;62.51776;2939.476;-38.9
51.18641;62.49516;2939.467;-37.30235
51.02641;62.41459;2939.449;-41.27734
51.27583;62.52255;2939.417;-41.4789
50.9549;62.5663;2939.385;-40.86719
51.22406;62.5187;2939.382;-36.90703
51.20401;62.4164;2939.281;-42.40937
51.35318;62.54729;2939.28;-39.82734
51.08115;62.41412;2939.278;-41.16016
50.88677;62.45396;2939.26;-42.0836
50.93583;62.44021;2939.259;-39.29297
51.04891;62.42042;2939.256;-42.85
50.90672;62.43745;2939.242;-38.90156
51.00599;62.41568;2939.229;-39.50312
50.99547;62.55938;2939.227;-38.525
50.91734;62.50589;2939.221;-42.67969
51.39109;62.56422;2939.119;-42.08594
51.10885;62.44406;2939.116;-40.575
49.9511;61.59479;2939.115;-37.59922
50.73323;62.58797;2939.112;-40.23985
51.08735;62.51286;2939.091;-42.22734
51.32354;62.53188;2939.083;-39.64453
50.96708;62.5087;2939.081;-37.13984
51.18864;62.45411;2939.073;-35.86875
51.20151;62.39557;2939.038;-39.81016
50.93453;62.47719;2939.036;-38.31641
50.96073;62.4475;2938.993;-40.73125
50.9874;62.52755;2938.985;-42.07813
51.0425;62.37224;2938.966;-39.84531
50.18104;61.67547;2938.924;-37.21094
50.93474;62.46193;2938.924;-39.32969
51.24073;62.53162;2938.911;-41.15547
51.14042;62.44714;2938.891;-39.17656
51.32656;62.43359;2938.886;-39.79922
51.04927;62.52568;2938.876;-35.27734
50.94839;62.54813;2938.871;-38.16875
51.00865;62.43026;2938.853;-40.28516
51.20734;62.5287;2938.853;-39.21172
51.27;62.44484;2938.838;-39.77344
50.96083;62.58213;2938.813;-42.09219
51.39417;62.52412;2938.75;-40.09063
51.42963;62.49166;2938.734;-39.55859
50.98719;62.4612;2938.727;-39.86172
51.21786;62.53151;2938.705;-43.04063
51.28078;62.45521;2938.689;-41.18516
51.24417;62.41282;2938.677;-38.96953
51.3814;62.42682;2938.667;-39.45547
51.00844;62.47922;2938.619;-41.23203
50.23427;61.48797;2938.59;-41.08906
51.36672;62.55984;2938.588;-40.78437
51.3224;62.54656;2938.584;-39.41797
51.25469;62.46761;2938.536;-40.17656
51.28375;62.51922;2938.477;-40.07031
51.26401;62.53411;2938.459;-41.70313
51.01448;62.42495;2938.428;-39.49141
51.00281;62.5876;2938.384;-39.46094
50.84818;62.44537;2938.355;-35.37188
51.16589;62.44943;2938.338;-40.14375
50.2175;61.7026;2938.306;-41.37734
51.56229;62.75729;2938.26;-41.27344
51.24516;62.5262;2938.259;-39.24766
50.7126;62.46453;2938.215;-43.08437
51.14844;62.5012;2938.172;-41.2
51.4125;62.62005;2938.158;-39.9375
51.03479;62.48714;2938.157;-41.63047
51.03557;62.48021;2938.097;-39.52969
50.87037;62.42943;2938.075;-40.76563
50.97969;62.39161;2938.068;-39.24375
51.15911;62.46214;2938.063;-37.03203
50.39599;61.70036;2938.044;-41.14453
51.23443;62.46849;2938.024;-38.31953
51.64838;62.74292;2938.019;-39.64766
51.07359;62.46458;2938;-39.8125
50.99984;62.50865;2937.986;-39.39687
50.98839;62.44292;2937.979;-42.38672
51.10552;62.50182;2937.958;-41.48125
51.61115;62.70979;2937.948;-44.48438
51.04453;62.54396;2937.94;-40.63828
51.3038;62.56688;2937.927;-38.9789
51.20615;62.55073;2937.821;-37.90547
51.03417;62.46031;2937.79;-37.45313
51.10677;62.57219;2937.784;-39.79609
51.09969;62.44594;2937.784;-42.30703
51.31802;62.55698;2937.765;-39.12969
51.02026;62.47276;2937.727;-41.03437
51.08552;62.45562;2937.725;-39.19609
51.0626;62.48474;2937.722;-42.30156
51.77656;62.80167;2937.71;-37.59844
51.20833;62.53625;2937.702;-39.10859
51.12255;62.46125;2937.679;-35.99688
50.86068;62.52708;2937.675;-40.84141
51.14807;62.4626;2937.672;-41.01172
51.08469;62.56677;2937.669;-40.41563
51.16135;62.52099;2937.662;-38.80235
50.92588;62.47911;2937.601;-39.33203
50.20802;61.68953;2937.589;-37.80625
51.57599;62.69609;2937.56;-42.79297
51.05031;62.52464;2937.534;-38.62891
51.39094;62.50323;2937.528;-38.61172
51.05281;62.50682;2937.508;-45.68203
51.23063;62.49266;2937.507;-40.1125
51.01401;62.47911;2937.492;-41
50.83359;62.4462;2937.487;-39.07813
51.60859;62.67807;2937.486;-42.13828
51.16297;62.44547;2937.471;-38.98516
51.09792;62.43906;2937.462;-42.05938
51.09583;62.5351;2937.452;-43.00781
51.28245;62.56906;2937.441;-37.35078
51.56349;62.83339;2937.429;-38.25234
51.27823;62.45745;2937.399;-41.23906
51.23359;62.57042;2937.382;-35.92578
51.13682;62.55162;2937.367;-41.97031
51.03437;62.50099;2937.363;-38.41875
51.17271;62.46229;2937.321;-40.77187
51.2676;62.46052;2937.291;-39.99688
51.39109;62.52521;2937.271;-39.30156
51.62088;62.72849;2937.237;-39.53672
51.06411;62.48328;2937.18;-36.49688
49.8913;61.46396;2937.173;-40.84297
51.35365;62.47068;2937.121;-41.14844
50.03682;61.45786;2937.053;-39.79844
51.14484;62.47266;2937.053;-39.49766
51.29474;62.55437;2937.037;-36.56562
51.11203;62.4076;2937.036;-43.24688
51.1186;62.5274;2937.014;-38.4586
51.21828;62.49156;2937.001;-38.96797
51.27828;62.5613;2936.972;-37.78828
51.08958;62.57073;2936.954;-40.97813
51.26427;62.45219;2936.95;-37.44765
49.96125;61.51729;2936.93;-39.82422
51.40823;62.57146;2936.92;-40.95625
51.23344;62.40443;2936.917;-40.95313
51.17198;62.50958;2936.873;-39.2711
50.82813;62.41724;2936.865;-41.19531
51.18531;62.49349;2936.856;-41.3875
51.14563;62.46432;2936.827;-40.95781
51.22937;62.52156;2936.808;-42.20781
51.06318;62.54531;2936.799;-37.81406
50.02682;61.54302;2936.785;-39.85234
51.45656;62.63427;2936.785;-39.13438
51.20839;62.44557;2936.775;-41.11016
51.78062;62.82042;2936.771;-40.3539
51.20078;62.43854;2936.717;-40.03125
50.73859;62.51349;2936.698;-40.63047
51.2187;62.51776;2936.668;-36.55
50.86656;62.51781;2936.643;-40.64922
51.32073;62.56302;2936.64;-40.54688
51.29734;62.54974;2936.607;-41.79063
51.29755;62.50286;2936.556;-42.125
51.35036;62.56287;2936.548;-36.09531
51.23458;62.5224;2936.545;-40.95703
50.75375;62.49464;2936.541;-38.61406
51.20125;62.43474;2936.421;-40.54063
51.01188;62.49437;2936.409;-38.75234
51.14719;62.41677;2936.379;-41.73125
51.09084;62.41193;2936.365;-39.44062
51.23078;62.41401;2936.353;-40.025
51.10177;62.40693;2936.352;-41.41016
50.97594;62.46458;2936.348;-37.39141
51.10443;62.53036;2936.341;-41.03047
51.41432;62.56057;2936.324;-42.82031
50.89625;62.52042;2936.323;-42.03203
51.1524;62.48583;2936.322;-38.08125
51.05432;62.38474;2936.298;-41.63906
51.31703;62.53891;2936.293;-39.91328
51.05708;62.51052;2936.279;-39.775
51.58255;62.68995;2936.273;-39.71797
51.44234;62.66906;2936.215;-38.48203
50.96891;62.50547;2936.21;-40.40469
51.02906;62.49906;2936.201;-39.77734
51.79713;62.78073;2936.184;-41.7625
51.02401;62.47583;2936.177;-41.02344
51.37021;62.65797;2936.159;-40.22266
50.14417;61.69755;2936.157;-37.67344
51.26401;62.38828;2936.146;-38.59063
51.1526;62.46677;2936.131;-39.56875
50.99932;62.44844;2936.125;-40.08437
50.20739;61.66531;2936.11;-39.97813
51.42797;62.52172;2936.099;-40.27266
51.25214;62.5175;2936.08;-39.77266
51.04266;62.47219;2936.059;-38.27187
51.33099;62.47432;2936.054;-40.79063
51.32745;62.52687;2936.034;-36.65234
51.0638;62.45677;2936.031;-38.09063
50.9738;62.50745;2936.029;-39.31094
50.94193;62.39964;2936.018;-40.64063
50.93578;62.54573;2936.008;-40.02813
51.35537;62.545;2935.985;-41.19922
51.12797;62.49057;2935.955;-39.9875
51.10771;62.48432;2935.945;-39.63594
50.94703;62.55787;2935.937;-41.96797
51.2138;62.57656;2935.879;-39.80781
51.13349;62.4012;2935.874;-40.09141
51.39745;62.57552;2935.87;-40.55938
51.51365;62.65693;2935.856;-40.725
51.08245;62.40526;2935.8;-41.33516
51.09568;62.4249;2935.799;-41.63672
51.37021;62.42052;2935.799;-39.42266
51.03437;62.47588;2935.783;-41.78047
51.02636;62.49146;2935.777;-38.56797
51.38338;62.41656;2935.774;-36.73985
51.26495;62.57682;2935.764;-39.25
51.28479;62.56958;2935.722;-38.29844
50.99906;62.43615;2935.714;-41.90469
51.63625;62.73985;2935.697;-38.68203
51.33349;62.52667;2935.694;-40.97656
51.31531;62.52864;2935.675;-38.55859
51.09167;62.54057;2935.648;-39.29531
51.40115;62.48875;2935.628;-40.76719
51.10781;62.49224;2935.603;-38.37031
51.14677;62.38547;2935.545;-41.42656
51.23135;62.40771;2935.541;-39.50781
51.61578;62.72542;2935.52;-37.50781
50.98896;62.44995;2935.438;-39.85156
51.39989;62.58849;2935.431;-40.14766
51.45802;62.62323;2935.412;-37.57891
51.07714;62.3949;2935.386;-41.96875
51.34672;62.55219;2935.374;-40.25859
51.68755;62.83963;2935.365;-37.34766
51.32625;62.58307;2935.356;-44.30078
51.105;62.56516;2935.283;-43.7914
51.31943;62.60661;2935.278;-38.18047
51.02885;62.51781;2935.253;-38.63359
50.25068;61.69292;2935.23;-40.88672
50.94901;62.46729;2935.211;-40.41016
51.2738;62.57761;2935.186;-44.36485
51.25599;62.42969;2935.171;-41.33125
50.20594;61.69271;2935.125;-36.91875
51.35682;62.54521;2935.104;-39.00938
51.6188;62.78896;2935.052;-39.18672
51.16599;62.37812;2935.02;-41.97109
50.2188;61.69479;2934.957;-40.10469
51.02229;62.51073;2934.935;-37.39063
51.40672;62.60995;2934.927;-39.01563
51.82276;62.88338;2934.914;-39.55703
51.33042;62.52474;2934.907;-38.52969
51.24516;62.52641;2934.891;-41.48281
51.06818;62.45287;2934.827;-43.83828
51.5426;62.70089;2934.808;-38.83203
50.77885;62.50089;2934.798;-41.12969
51.26422;62.59813;2934.795;-39.78516
51.38338;62.58015;2934.716;-41.43906
51.47776;62.75401;2934.692;-39.68828
50.11932;61.53797;2934.666;-41.33672
51.1675;62.52063;2934.647;-41.09766
51.08255;62.40844;2934.646;-38.81953
51.32797;62.51807;2934.646;-41.90547
51.66828;62.71714;2934.618;-40.31328
51.23776;62.55151;2934.593;-43.32734
51.31245;62.52984;2934.559;-42.87578
51.41177;62.58125;2934.558;-37.50703
50.9113;62.48792;2934.521;-38.02187
51.06469;62.50521;2934.519;-44.61562
51.10578;62.45214;2934.509;-41.8336
51.16547;62.54219;2934.469;-41.45313
51.25828;62.49141;2934.449;-38.04453
51.13589;62.50948;2934.437;-38.23359
50.97823;62.4514;2934.435;-40.15937
51.43813;62.55729;2934.433;-41.2914
51.16932;62.4613;2934.428;-39.58281
51.64614;62.84156;2934.424;-38.98672
51.13776;62.44708;2934.372;-38.91406
51.21516;62.43646;2934.366;-38.46797
51.72604;62.84563;2934.313;-37.72578
51.57198;62.7074;2934.285;-41.33516
51.29818;62.54297;2934.271;-42.21563
51.19786;62.54708;2934.268;-40.68281
51.27682;62.56146;2934.236;-38.76484
51.51505;62.60625;2934.221;-39.55078
49.54865;61.25896;2934.219;-39.35156
50.8974;62.55088;2934.217;-40.54297
51.15052;62.54807;2934.166;-39.57656
51.57807;62.65182;2934.135;-39.52969
51.16521;62.51802;2934.125;-38.22422
50.28641;61.69911;2934.122;-39.44922
51.04688;62.53328;2934.111;-40.17969
50.45651;61.55057;2934.074;-41.11485
51.07104;62.39484;2934.074;-39.5
51.3637;62.54328;2934.065;-42.61953
51.25557;62.44734;2934.043;-40.91406
51.32599;62.56234;2934.013;-44.49922
50.93224;62.39521;2934.004;-38.50938
51.14526;62.48489;2933.97;-36.26953
51.20797;62.5326;2933.963;-40.20391
51.12406;62.43536;2933.942;-37.71484
51.19219;62.4162;2933.929;-41.99609
51.28667;62.54776;2933.889;-39.42969
51.18547;62.45292;2933.813;-41.74453
50.40141;61.71406;2933.807;-40.11094
50.40875;61.74484;2933.791;-39.61328
51.76385;62.72682;2933.786;-39.74766
50.34328;61.71162;2933.776;-39.19688
51.41323;62.57182;2933.767;-40.37812
51.34474;62.5887;2933.753;-39.62031
51.39516;62.57604;2933.742;-41.38359
51.30458;62.51625;2933.713;-38.49219
51.17521;62.55912;2933.697;-39.58984
51.04203;62.51042;2933.696;-41.45781
50.08891;61.45662;2933.682;-37.76094
50.95213;62.5374;2933.673;-35.93438
51.25729;62.48219;2933.672;-41.84922
51.14286;62.51469;2933.664;-38.31641
51.1538;62.48953;2933.661;-39.68516
51.18021;62.445;2933.641;-35.73359
51.01849;62.41265;2933.612;-42.81016
51.07109;62.49693;2933.598;-40.48594
51.06557;62.48063;2933.569;-40.5625
51.16412;62.54745;2933.567;-41.66328
51.04615;62.47349;2933.558;-36.31719
51.34948;62.52557;2933.555;-37.75
50.99089;62.57776;2933.533;-42.53516
50.9375;62.50672;2933.469;-42.79922
51.26292;62.57828;2933.463;-38.25547
50.37797;61.70562;2933.448;-41.58594
51.34604;62.56016;2933.411;-40.10234
50.36766;61.71281;2933.386;-41.84063
50.87458;62.49937;2933.372;-40.92656
51.43698;62.5738;2933.36;-39.09766
51.11312;62.46172;2933.344;-40.41797
50.85042;62.54422;2933.333;-38.45156
51.34365;62.56375;2933.291;-38.10234
51.17776;62.46677;2933.275;-39.66953
51.08958;62.46203;2933.26;-41.60547
51.53948;62.60906;2933.247;-35.93047
50.97495;62.5687;2933.24;-41.82188
51.35448;62.57328;2933.224;-41.59375
50.79099;62.5175;2933.168;-39.98672
51.78021;62.84474;2933.163;-36.21016
50.13682;61.6951;2933.153;-39.64453
50.32594;61.70724;2933.134;-39.96875
51.15281;62.54479;2933.09;-37.71641
51.4651;62.56536;2933.081;-41.20391
51.05412;62.4451;2933.063;-40.3125
50.30604;61.68745;2933.053;-37.61875
51.03932;62.50396;2933.052;-40.92031
51.53333;62.6688;2932.999;-39.09375
51.47349;62.63411;2932.989;-38.21094
50.95677;62.45187;2932.985;-41.20547
51.10599;62.4912;2932.966;-41.70313
51.02792;62.47437;2932.964;-37.10156
51.00828;62.49516;2932.953;-36.47734
51.14229;62.56688;2932.918;-39.64844
50.33516;61.69188;2932.906;-38.89063
51.16865;62.50948;2932.901;-41.19688
51.31865;62.55838;2932.887;-38.90469
51.17344;62.4512;2932.822;-39.39297
51.23208;62.50042;2932.817;-37.55703
50.99797;62.52526;2932.803;-38.27813
51.14349;62.45833;2932.779;-38.54453
51.26052;62.5349;2932.776;-39.07109
51.57755;62.74521;2932.775;-42.49844
51.51802;62.61672;2932.766;-38.625
51.06953;62.41484;2932.722;-43.31016
51.2574;62.42656;2932.703;-39.47109
50.86354;62.53703;2932.699;-43.61016
51.3113;62.54609;2932.696;-40.08906
51.65969;62.83099;2932.695;-38.72734
50.35656;61.71188;2932.684;-41.79766
51.3199;62.6386;2932.663;-34.43984
50.84391;62.53557;2932.659;-42.11328
50.13948;61.69792;2932.627;-40.28125
50.8801;62.45219;2932.625;-37.31328
51.30594;62.52713;2932.62;-40.7875
49.60078;61.25125;2932.563;-40.91563
51.31896;62.56224;2932.549;-38.69375
51.13359;62.46453;2932.523;-41.28906
50.78859;62.55682;2932.501;-36.64219
51.10667;62.45057;2932.451;-40.05703
51.48161;62.5637;2932.442;-39.4875
50.93521;62.42995;2932.431;-40.39219
51.54073;62.635;2932.431;-38.32109
50.97911;62.40505;2932.383;-38.38515
51.29208;62.4451;2932.376;-39.05
50.20589;61.67599;2932.311;-38.68281
51.48724;62.81307;2932.305;-39.07422
51.00266;62.49432;2932.301;-41.87891
51.55188;62.73125;2932.294;-38.24453
50.39844;61.69714;2932.269;-38.72813
51.05208;62.41828;2932.257;-42.00312
51.33219;62.55271;2932.248;-37.7125
50.7849;62.4474;2932.247;-39.18672
51.36833;62.57187;2932.243;-38.99375
51.21885;62.55495;2932.236;-40.57969
51.09266;62.51958;2932.171;-41.47187
51.50104;62.63391;2932.168;-39.13828
51.21021;62.47276;2932.16;-40.31641
50.28714;61.69698;2932.154;-40.03906
50.91661;62.43917;2932.138;-39.12578
51.34338;62.53667;2932.136;-38.3125
51.1074;62.41797;2932.135;-41.10625
48.91276;60.2086;2932.113;-41.9375
51.05286;62.45724;2932.09;-39.02734
51.12568;62.46599;2932.089;-37.6039
50.2538;61.69271;2932.075;-35.52813
50.36531;61.70641;2932.066;-44.27344
51.33901;62.51224;2932.065;-39.71875
51.355;62.58213;2932.038;-42.25234
51.05614;62.46703;2932.005;-41.56328
51.49651;62.53761;2931.956;-40.825
51.22937;62.41307;2931.947;-41.82969
50.89578;62.49354;2931.94;-39.71641
51.24948;62.4512;2931.909;-37.79766
51.14042;62.47927;2931.886;-39.72578
50.98037;62.56016;2931.871;-39.825
50.91276;62.45568;2931.865;-41.75391
51.15578;62.40458;2931.864;-40.00469
51.35213;62.54;2931.863;-40.10234
51.24609;62.53917;2931.844;-40.32656
51.78318;62.8201;2931.84;-40.71797
50.9775;62.45807;2931.825;-38.45937
51.42844;62.57312;2931.804;-42.46719
51.05302;62.45354;2931.756;-40.54609
50.22875;61.68578;2931.747;-40.21016
50.70448;62.56208;2931.736;-41.26094
51.19677;62.50792;2931.723;-39.875
51.36485;62.55;2931.717;-39.16563
51.05953;62.54599;2931.684;-41.19531
51.2912;62.53995;2931.664;-36.42266
50.97932;62.43417;2931.641;-43.13281
51.90495;62.87245;2931.615;-41.53047
51.42318;62.61406;2931.597;-39.4875
51.10229;62.37854;2931.593;-36.28906
51.15776;62.49266;2931.539;-44.20469
51.35099;62.67526;2931.531;-40.04531
51.84411;62.83417;2931.468;-41.47031
51.45187;62.65166;2931.434;-40.35781
51.35224;62.57792;2931.387;-39.90391
49.62896;61.31906;2931.383;-40.80391
50.98422;62.41042;2931.379;-40.41953
51.25438;62.61547;2931.356;-37.93672
50.24739;61.69828;2931.344;-42.45547
50.03771;61.68255;2931.329;-42.92422
51.09682;62.52245;2931.294;-38.08594
50.28052;61.6988;2931.286;-37.29063
51.13943;62.48083;2931.242;-37.19765
50.96323;62.53167;2931.214;-39.33828
51.25823;62.52625;2931.205;-39.16484
50.39797;61.71235;2931.198;-40.3125
51.35875;62.64177;2931.177;-42.11562
50.01594;61.45984;2931.121;-41.49219
51.25443;62.50891;2931.102;-43.10313
50.02703;61.47062;2931.001;-42.58672
51.31234;62.56828;2930.986;-40.48281
51.55677;62.65026;2930.974;-39.00781
50.15771;61.5276;2930.953;-38.275
50.98604;62.44333;2930.938;-39.24531
50.9562;62.53417;2930.897;-37.76484
51.03062;62.53812;2930.889;-40.56016
51.16864;62.6101;2930.858;-39.67891
51.40406;62.59536;2930.857;-39.24688
51.12156;62.53583;2930.852;-37.02813
50.17437;61.47823;2930.832;-38.49844
51.28443;62.53818;2930.809;-34.70391
51.41208;62.57646;2930.805;-43.26172
50.20677;61.6812;2930.778;-38.64063
50.28229;61.69901;2930.776;-38.27656
50.91828;62.56625;2930.758;-37.44141
51.0012;62.44865;2930.755;-41.3336
50.19109;61.48141;2930.746;-43.35703
51.34208;62.50219;2930.736;-40.33984
50.90813;62.49833;2930.701;-39.35938
51.19297;62.55995;2930.69;-43.69297
51.02;62.585;2930.656;-38.96719
51.40703;62.59422;2930.649;-37.74766
50.10932;61.46021;2930.607;-41.95781
49.29943;60.10963;2930.586;-40.58984
50.22187;61.70313;2930.585;-41.075
51.29667;62.62578;2930.552;-35.81797
51.32474;62.61766;2930.551;-41.02344
51.16052;62.51292;2930.543;-43.12578
51.50114;62.60588;2930.539;-39.2086
51.54422;62.70901;2930.516;-40.77187
51.55516;62.60062;2930.507;-39.95547
51.26396;62.55922;2930.437;-38.30781
51.38562;62.57615;2930.427;-40.07031
51.86568;62.80912;2930.417;-37.0625
51.52813;62.72083;2930.395;-40.15078
51.32745;62.56432;2930.39;-41.23203
50.99401;62.58411;2930.387;-41.82109
50.27469;61.68766;2930.355;-39.60859
50.67089;62.49573;2930.278;-40.86406
51.12255;62.44568;2930.262;-40.90469
51.62135;62.71115;2930.243;-34.19688
51.37146;62.58578;2930.237;-39.90313
51.41687;62.55495;2930.224;-41.91484
51.61599;62.67807;2930.204;-39.91094
50.64406;62.46531;2930.181;-39.28828
51.05161;62.56297;2930.181;-39.19297
50.17839;61.44104;2930.156;-38.65547
51.01953;62.41875;2930.148;-38.78203
51.23802;62.56073;2930.122;-39.67812
51.12302;62.53484;2930.112;-41.26641
50.99667;62.55042;2930.107;-39.57109
51.28906;62.42839;2930.1;-38.41719
51.05922;62.50578;2930.084;-41.02656
50.90057;62.55406;2930.077;-40.47813
51.21516;62.54406;2930.055;-42.05938
51.1225;62.54307;2930.052;-34.70937
51.16714;62.51422;2930.037;-39.83828
50.29651;61.69135;2930.015;-40.31328
49.55427;61.28182;2929.998;-38.47813
51.17823;62.56297;2929.996;-41.01328
51.15875;62.5163;2929.99;-38.70391
51.40656;62.64729;2929.977;-39.55391
51.21312;62.48672;2929.969;-40.37891
51.45745;62.66729;2929.962;-41.475
51.37797;62.65578;2929.951;-43.14922
49.59625;61.27031;2929.942;-41.29844
51.41438;62.67735;2929.941;-40.09063
51.36469;62.57625;2929.929;-38.87266
50.89385;62.54547;2929.913;-39.8125
51.02245;62.53755;2929.905;-41.21172
51.23714;62.52297;2929.902;-37.75
51.23489;62.56937;2929.85;-40.5875
49.30516;60.07292;2929.832;-40.31719
51.22911;62.62599;2929.811;-37.95703
51.8337;62.81573;2929.809;-39.23281
50.41547;61.72281;2929.804;-40.76484
51.50547;62.69386;2929.8;-38.31875
51.21526;62.48672;2929.789;-40.09375
51.23792;62.47568;2929.789;-40.67422
51.02187;62.43797;2929.775;-37.05078
50.30661;61.71802;2929.766;-40.34063
51.44016;62.72307;2929.752;-40.61485
50.19745;61.69401;2929.729;-37.6625
51.42396;62.55568;2929.729;-38.98438
49.52813;61.26568;2929.708;-41.33984
50.68656;62.41042;2929.703;-37.62578
50.14812;61.68771;2929.672;-40.42812
51.03995;62.48542;2929.651;-37.37891
51.3288;62.57573;2929.643;-37.42891
50.9263;62.57297;2929.634;-37.17344
51.80396;62.81979;2929.623;-38.03359
51.45573;62.57385;2929.616;-42.49375
50.81594;62.41953;2929.604;-41.53281
51.6213;62.71235;2929.576;-36.61953
50.2074;61.47797;2929.549;-40.16797
51.50651;62.6524;2929.509;-40.85547
49.66771;61.35011;2929.464;-41.68047
51.07177;62.51068;2929.458;-40.23594
51.36651;62.56136;2929.455;-43.23594
51.24552;62.54297;2929.429;-40.83281
51.23599;62.53568;2929.409;-39.44844
49.97963;61.43599;2929.399;-37.19765
50.3212;61.72729;2929.39;-40.79531
50.96031;62.52042;2929.38;-43.50859
51.26344;62.51448;2929.367;-39.56875
49.93547;61.5112;2929.362;-37.32969
51.57557;62.71427;2929.361;-41.19531
51.24266;62.51286;2929.356;-37.30391
51.58963;62.69458;2929.333;-40.49375
51.10729;62.5225;2929.293;-39.04688
50.71516;62.50474;2929.285;-37.95234
51.59849;62.82453;2929.265;-43.75781
51.39547;62.82609;2929.262;-38.98906
50.28578;61.69765;2929.25;-39.68125
49.96417;61.54792;2929.229;-37.76953
51.25943;62.46333;2929.219;-40.56406
50.92797;62.52255;2929.212;-40.64219
51.33735;62.59219;2929.188;-39.22734
51.14938;62.50255;2929.166;-40.12188
51.2051;62.53417;2929.133;-39.09297
51.7289;62.8212;2929.108;-39.73516
50.3437;61.69714;2929.046;-39.04453
49.66766;61.27995;2929.03;-38.86562
50.20354;61.47177;2929.029;-40.93906
51.29854;62.57422;2929.023;-40.79063
51.11385;62.5437;2929.013;-42.11641
51.88521;62.81349;2929.01;-37.56094
51.03375;62.48208;2929.008;-39.61953
51.53422;62.68526;2928.987;-43.61562
50.28745;61.69614;2928.967;-39.62734
51.31849;62.60781;2928.943;-38.34219
50.0688;61.45573;2928.936;-42.55156
51.32932;62.55026;2928.934;-41.29219
51.1076;62.49115;2928.917;-38.0414
51.33292;62.56646;2928.913;-41.25078
51.19255;62.5676;2928.913;-36.44688
51.15849;62.49318;2928.892;-37.93359
50.07417;61.73391;2928.88;-39.44688
51.26786;62.59193;2928.85;-39.09375
51.25818;62.50854;2928.834;-43.12891
50.28682;61.70125;2928.826;-38.93359
50.28406;61.7;2928.813;-39.51641
50.17812;61.68583;2928.813;-37.89453
50.82125;62.48912;2928.798;-42.01953
51.06844;62.54151;2928.77;-39.77734
51.29276;62.57146;2928.769;-38.64219
51.21854;62.5438;2928.76;-42.7289
51.43724;62.69031;2928.757;-39.71953
50.97203;62.53646;2928.746;-40.07422
50.13354;61.73474;2928.74;-41.58125
51.61531;62.70729;2928.718;-41.725
51.20964;62.5001;2928.715;-40.39687
50.40656;61.71719;2928.697;-37.34297
50.2088;61.68859;2928.673;-41.85078
50.11083;61.55208;2928.654;-40.89453
50.98969;62.5061;2928.612;-39.825
49.30661;60.21276;2928.599;-39.54844
50.91068;62.52755;2928.586;-38.31562
51.04698;62.51521;2928.579;-39.23516
51.28443;62.5688;2928.561;-41.93438
51.32958;62.51516;2928.561;-40.15547
50.24604;61.68063;2928.558;-41.89453
50.38042;61.69989;2928.552;-40.66719
51.73948;62.71156;2928.552;-43.86485
50.17729;61.46557;2928.538;-37.52422
50.8475;62.49537;2928.515;-38.25625
50.22698;61.7113;2928.507;-40.22187
51.48412;62.72068;2928.507;-40.06641
50.22344;61.68542;2928.506;-41.42188
50.29245;61.69484;2928.486;-42.57265
