K5PS14_2.PV;K5P10.PV
4.215253;4.221719
4.21525;4.207766
4.21524;4.201334
4.215234;4.173891
4.215231;4.206828
4.215228;4.184786
4.215228;4.21187
4.215225;4.217688
4.215225;4.208313
4.215222;4.178401
4.215222;4.210625
4.215222;4.153646
4.215219;4.206213
4.215212;4.185922
4.215209;4.184625
4.215206;4.20963
4.215197;4.199896
4.215197;4.164766
4.215197;4.160401
4.215194;4.163729
4.21519;4.21551
4.215188;4.201115
4.215188;4.159338
4.215184;4.165104
4.215181;4.213511
4.215178;4.178396
4.215175;4.222995
4.215175;4.22351
4.215169;4.212807
4.215168;4.156495
4.215166;4.216485
4.215159;4.150583
4.21515;4.170302
4.21515;4.219542
4.215147;4.171109
4.215137;4.16775
4.215128;4.225797
4.215116;4.208807
4.215109;4.146516
4.215103;4.168578
4.2151;4.210625
4.2151;4.19813
4.215097;4.206005
4.215091;4.161334
4.215091;4.165235
4.215078;4.213344
4.215078;4.152042
4.215069;4.213797
4.215069;4.177813
4.215069;4.214464
4.215056;4.209526
4.21505;4.218047
4.21505;4.230234
4.215047;4.208276
4.215044;4.210412
4.215041;4.196318
4.215037;4.214984
4.215034;4.177958
4.215034;4.165463
4.215031;4.168802
4.215028;4.172547
4.215028;4.143729
4.215019;4.144588
4.215006;4.218089
4.215006;4.231292
4.215006;4.213161
4.214987;4.206614
4.214984;4.203089
4.214981;4.223026
4.214978;4.178229
4.214978;4.216047
4.214975;4.202906
4.214972;4.157969
4.214972;4.155109
4.21496;4.228
4.21496;4.208953
4.214959;4.21813
4.21495;4.210156
4.214947;4.190234
4.214944;4.171755
4.214944;4.156911
4.214938;4.150844
4.214934;4.215364
4.214928;4.233739
4.214925;4.160912
4.214925;4.205536
4.214912;4.22724
4.21491;4.232286
4.214903;4.230797
4.214903;4.198526
4.21489;4.145365
4.214884;4.154677
4.214878;4.148635
4.214872;4.221542
4.214862;4.198588
4.214859;4.17212
4.214856;4.214974
4.21485;4.176599
4.21485;4.147641
4.214847;4.217427
4.214844;4.219187
4.214831;4.231792
4.214828;4.155031
4.214828;4.145859
4.214825;4.216969
4.214825;4.208537
4.214825;4.143011
4.214822;4.220021
4.214822;4.149297
4.214819;4.155453
4.214816;4.217135
4.214816;4.217932
4.214812;4.210547
4.214806;4.220807
4.214803;4.227505
4.2148;4.176432
4.2148;4.152037
4.214794;4.194136
4.214794;4.222792
4.214784;4.218985
4.214781;4.215011
4.214775;4.181406
4.214775;4.220213
4.214772;4.220188
4.214772;4.220625
4.214759;4.209015
4.214756;4.1455
4.214753;4.180755
4.21475;4.202859
4.214747;4.212141
4.214737;4.189484
4.214735;4.222406
4.214731;4.211141
4.214728;4.16889
4.214725;4.176896
4.214725;4.21489
4.214722;4.160714
4.214722;4.223156
4.214719;4.201844
4.214715;4.157781
4.214715;4.215823
4.214715;4.202938
4.214713;4.174875
4.214713;4.158599
4.214709;4.14663
4.214706;4.22624
4.214703;4.22151
4.214684;4.210797
4.214684;4.22189
4.214681;4.223364
4.214669;4.220203
4.214665;4.180672
4.214663;4.142703
4.214659;4.217182
4.214659;4.217505
4.214656;4.20374
4.214653;4.210474
4.214653;4.220578
4.214653;4.205281
4.214647;4.215724
4.214647;4.197865
4.214641;4.180979
4.214641;4.177417
4.214638;4.209208
4.214637;4.164849
4.214631;4.144989
4.214625;4.220026
4.214625;4.162182
4.214616;4.172812
4.214615;4.208005
4.214606;4.211125
4.2146;4.1575
4.214597;4.187177
4.214597;4.166573
4.214588;4.212417
4.214584;4.153333
4.214581;4.153411
4.214581;4.211427
4.214581;4.164635
4.214578;4.218521
4.214578;4.22249
4.214578;4.218214
4.214572;4.166979
4.214572;4.202073
4.214569;4.220037
4.214562;4.224839
4.214553;4.182755
4.214547;4.212906
4.214547;4.205979
4.214547;4.163156
4.214544;4.215208
4.214544;4.200537
4.214538;4.141516
4.214531;4.212396
4.214525;4.186599
4.214525;4.167573
4.214525;4.165187
4.214525;4.206365
4.214522;4.208245
4.214516;4.210552
4.214512;4.217682
4.214512;4.20539
4.214509;4.224057
4.214506;4.228708
4.214484;4.143209
4.214481;4.226188
4.214481;4.177021
4.214475;4.225995
4.214472;4.211818
4.214472;4.209661
4.214469;4.221901
4.214466;4.156052
4.214466;4.21288
4.214459;4.14475
4.214456;4.173422
4.21445;4.21163
4.214447;4.218724
4.214437;4.168083
4.214437;4.206985
4.214431;4.176661
4.214431;4.18438
4.214431;4.213646
4.214428;4.219307
4.214425;4.216698
4.214413;4.213849
4.214412;4.218365
4.214409;4.197588
4.214394;4.169599
4.214387;4.213682
4.214385;4.206552
4.214381;4.210276
4.214378;4.204041
4.214378;4.14024
4.214372;4.205114
4.214365;4.209656
4.214365;4.222
4.214359;4.209583
4.214356;4.19937
4.214353;4.144802
4.21435;4.147037
4.214347;4.172651
4.214344;4.226682
4.214344;4.158224
4.214337;4.157537
4.214325;4.21386
4.214322;4.152823
4.214319;4.151208
4.214313;4.199474
4.214309;4.173787
4.214309;4.20788
4.214309;4.140984
4.214294;4.215047
4.214287;4.211333
4.214287;4.202391
4.214287;4.178432
4.214281;4.198729
4.214281;4.161937
4.214278;4.170823
4.214272;4.217755
4.214266;4.237041
4.214266;4.216807
4.214265;4.210328
4.214262;4.215057
4.214256;4.175615
4.214253;4.169776
4.21425;4.207443
4.214231;4.175781
4.214228;4.216734
4.214228;4.222073
4.214225;4.215703
4.214222;4.224037
4.214222;4.210026
4.214216;4.221917
4.21421;4.218656
4.214206;4.154484
4.214206;4.158219
4.214206;4.177693
4.214203;4.164761
4.214194;4.159198
4.214175;4.165193
4.214172;4.166901
4.214172;4.21337
4.214169;4.180729
4.214169;4.161896
4.214162;4.142583
4.214159;4.216604
4.214153;4.224005
4.214153;4.199047
4.214144;4.231323
4.214138;4.221448
4.214131;4.159615
4.214128;4.221208
4.214125;4.225167
4.214125;4.230713
4.214116;4.223724
4.214112;4.156906
4.214109;4.190229
4.214091;4.213286
4.214084;4.176214
4.214084;4.147083
4.214078;4.213037
4.214075;4.207942
4.214069;4.155432
4.214069;4.205432
4.214066;4.159162
4.214063;4.221261
4.214059;4.201708
4.214059;4.196026
4.21405;4.162042
4.214047;4.213922
4.214044;4.227938
4.214044;4.206458
4.214044;4.200828
4.214041;4.224396
4.214041;4.173177
4.214037;4.18375
4.214028;4.211505
4.214022;4.160354
4.214022;4.147469
4.214019;4.232438
4.214019;4.205432
4.214019;4.204661
4.214015;4.167599
4.214006;4.202677
4.214003;4.212979
4.214003;4.20326
4.214;4.222464
4.214;4.203141
4.213997;4.160427
4.213994;4.166609
4.213984;4.208489
4.213978;4.207953
4.213978;4.209307
4.213972;4.162297
4.213963;4.144886
4.213959;4.226729
4.213947;4.153854
4.213941;4.173932
4.213941;4.211365
4.213934;4.214562
4.213931;4.174323
4.213931;4.249031
4.213925;4.207604
4.213922;4.168963
4.213916;4.213568
4.213903;4.159812
4.213897;4.216
4.213897;4.220797
4.213894;4.143692
4.213891;4.214651
4.213888;4.215938
4.213884;4.21112
4.213881;4.217953
4.213869;4.16713
4.213869;4.14886
4.213866;4.151281
4.213862;4.221302
4.21386;4.225031
4.213853;4.20026
4.213847;4.216526
4.21384;4.218156
4.213834;4.153964
4.213828;4.215495
4.213825;4.155901
4.213822;4.219739
4.213816;4.178901
4.213816;4.229005
4.213816;4.208766
4.213812;4.157917
4.213806;4.144734
4.213806;4.153458
4.213803;4.214234
4.213803;4.217636
4.213788;4.216677
4.213788;4.209125
4.213788;4.152323
4.213788;4.157198
4.213784;4.159578
4.213784;4.211875
4.213784;4.15812
4.213784;4.173641
4.213778;4.163021
4.213778;4.159193
4.213766;4.225141
4.213762;4.214177
4.213759;4.198818
4.213759;4.205281
4.213756;4.222823
4.213753;4.227521
4.21375;4.202625
4.213747;4.13788
4.213734;4.203875
4.213734;4.218854
4.213728;4.219104
4.213728;4.208938
4.213725;4.163073
4.213722;4.151172
4.213719;4.152688
4.213706;4.158307
4.213703;4.218099
4.2137;4.154094
4.213697;4.221234
4.213694;4.213646
4.213691;4.172656
4.213687;4.1625
4.213681;4.214261
4.213681;4.211214
4.213681;4.203896
4.213678;4.158166
4.213675;4.216469
4.213669;4.159469
4.213665;4.153463
4.213663;4.163599
4.213663;4.222057
4.213663;4.15414
4.213659;4.215688
4.213647;4.213505
4.213641;4.201781
4.213631;4.217567
4.213628;4.167646
4.213625;4.183927
4.213613;4.213474
4.213609;4.205948
4.2136;4.218682
4.2136;4.208859
4.213594;4.221562
4.213593;4.163224
4.213588;4.215401
4.213572;4.206588
4.213569;4.2245
4.213569;4.168234
4.213569;4.223542
4.213559;4.215172
4.213556;4.206964
4.213553;4.219448
4.213544;4.170203
4.213541;4.206234
4.213531;4.211328
4.213531;4.164135
4.213528;4.219641
4.213522;4.211437
4.213516;4.163859
4.213516;4.228854
4.21351;4.222458
4.213509;4.219453
4.213509;4.204661
4.213503;4.221646
4.213503;4.205406
4.213503;4.217432
4.2135;4.217104
4.21349;4.218609
4.213484;4.158604
4.213484;4.145922
4.213484;4.210552
4.213478;4.144114
4.213478;4.202797
4.213472;4.220401
4.213469;4.167672
4.21345;4.212724
4.213447;4.204114
4.213447;4.212839
4.213444;4.229021
4.213438;4.208755
4.213438;4.159526
4.213434;4.16987
4.213425;4.217484
4.213422;4.19187
4.213419;4.216959
4.213416;4.17937
4.213416;4.215229
4.213416;4.161021
4.213412;4.19638
4.213409;4.167464
4.213397;4.144844
4.213397;4.217078
4.213391;4.175432
4.213391;4.207854
4.213391;4.140245
4.213387;4.212328
4.213366;4.166208
4.213359;4.21513
4.213359;4.173839
4.21335;4.220839
4.21335;4.210578
4.21335;4.206037
4.213347;4.158823
4.213347;4.208656
4.213335;4.211385
4.213328;4.169521
4.213328;4.161599
4.213325;4.231641
4.213322;4.220297
4.213319;4.151906
4.213315;4.210344
4.213309;4.152969
4.213303;4.205297
4.213303;4.158536
4.213297;4.152755
4.213297;4.218047
4.213291;4.154797
4.213291;4.15239
4.213287;4.155036
4.213281;4.217094
4.213278;4.173443
4.213278;4.168151
4.213278;4.16374
4.213269;4.220896
4.213269;4.216552
4.213265;4.152365
4.213265;4.192068
4.213253;4.21049
4.21325;4.165526
4.213247;4.178891
4.213241;4.208349
4.213238;4.141146
4.213237;4.167359
4.213225;4.16862
4.213222;4.226417
4.213222;4.150385
4.213219;4.214969
4.213219;4.213844
4.213216;4.22151
4.213216;4.20475
4.213212;4.169938
4.213212;4.159323
4.213212;4.196063
4.213209;4.217229
4.2132;4.162209
4.2132;4.211411
4.2132;4.142787
4.213197;4.205547
4.213194;4.211511
4.213188;4.181151
4.213188;4.187135
4.213184;4.174
4.213181;4.221135
4.213181;4.217578
4.213181;4.219635
4.213178;4.159141
4.213172;4.166474
4.213166;4.177708
4.213166;4.207036
4.213162;4.171937
4.21316;4.218791
4.213156;4.202333
4.21315;4.215083
4.21315;4.212698
4.213147;4.146078
4.21314;4.176969
4.21314;4.172458
4.213138;4.21026
4.213138;4.217469
4.213125;4.163755
4.213125;4.149771
4.213125;4.214261
4.213119;4.17313
4.2131;4.157151
4.2131;4.206708
4.2131;4.222516
4.213097;4.154766
4.213097;4.130552
4.213094;4.151005
4.213094;4.212073
4.21309;4.136266
4.213075;4.222734
4.213075;4.165745
4.213069;4.172912
4.213062;4.168844
4.213059;4.145667
4.213056;4.147182
4.213053;4.151609
4.213037;4.218312
4.213037;4.225203
4.213025;4.220953
4.213025;4.224187
4.213019;4.17101
4.213016;4.171693
4.213013;4.205839
4.213009;4.219615
4.213003;4.162385
4.213003;4.21924
4.213;4.16338
4.212997;4.222594
4.212997;4.157682
4.212994;4.222115
4.212984;4.209708
4.212975;4.199802
4.212972;4.21088
4.212972;4.143151
4.212969;4.16375
4.212969;4.203797
4.212965;4.160641
4.212959;4.224807
4.212953;4.198328
4.212953;4.144068
4.212953;4.164521
4.212947;4.170943
4.212941;4.216859
4.212937;4.147094
4.212922;4.207917
4.212919;4.214953
4.212919;4.156656
4.212913;4.223552
4.212909;4.205177
4.212909;4.204172
4.212906;4.152588
4.212903;4.217349
4.2129;4.230583
4.2129;4.211594
4.212893;4.156364
4.212891;4.202687
4.212884;4.211609
4.212884;4.218099
4.212875;4.224682
4.212866;4.174474
4.212862;4.208838
4.212853;4.212307
4.21285;4.215312
4.21285;4.210495
4.21285;4.149026
4.212825;4.214735
4.212825;4.162656
4.212816;4.216833
4.212816;4.224323
4.212816;4.20463
4.212812;4.148323
4.21281;4.218057
4.212806;4.210437
4.212803;4.211021
4.21279;4.141818
4.212781;4.166219
4.212778;4.214349
4.212778;4.145031
4.212778;4.148344
4.212775;4.205677
4.212772;4.162276
4.212772;4.232
4.212772;4.146125
4.212769;4.213953
4.212769;4.198625
4.212769;4.1505
4.212762;4.213896
4.212762;4.15163
4.212759;4.215312
4.212756;4.16474
4.212756;4.180484
4.212753;4.210239
4.21275;4.208828
4.212744;4.165047
4.212744;4.213854
4.212744;4.157151
4.21274;4.220062
4.212731;4.21588
4.212728;4.226052
4.212728;4.216245
4.212728;4.212729
4.212725;4.230943
4.212712;4.223901
4.212712;4.20974
4.212709;4.2035
4.212706;4.217995
4.2127;4.161313
4.2127;4.222651
4.212697;4.19863
4.212697;4.216234
4.212694;4.216984
4.212694;4.162714
4.212675;4.141562
4.212672;4.168495
4.212672;4.216901
4.212666;4.230203
4.212663;4.167245
4.212663;4.206734
4.212663;4.212739
4.212659;4.178703
4.212659;4.179974
4.212659;4.221385
4.212656;4.207005
4.212653;4.162703
4.212647;4.155151
4.212641;4.208817
4.212635;4.166162
4.212635;4.157813
4.212628;4.212625
4.212628;4.169719
4.212628;4.212104
4.212615;4.163479
4.212609;4.158214
4.212609;4.162552
4.212606;4.167885
4.212603;4.163136
4.212603;4.211698
4.212597;4.220401
4.212591;4.213531
4.212584;4.219693
4.212584;4.197036
4.212572;4.222161
4.212569;4.213
4.212569;4.217766
4.212563;4.193057
4.212559;4.141443
4.212559;4.139578
4.212553;4.195667
4.212547;4.217937
4.212547;4.219052
4.212547;4.143698
4.212543;4.20724
4.212541;4.164437
4.212541;4.157224
4.212537;4.137328
4.212534;4.186484
4.212534;4.215974
4.212528;4.219557
4.212525;4.173542
4.212522;4.170844
4.212522;4.217625
4.212522;4.19463
4.212519;4.217646
4.212516;4.160568
4.212512;4.214797
4.212512;4.204578
4.212509;4.203651
4.212509;4.215156
4.212506;4.174021
4.212506;4.174484
4.212506;4.195547
4.2125;4.20786
4.212497;4.177781
4.212494;4.212787
4.212488;4.166964
4.212488;4.159584
4.212478;4.202537
4.212472;4.209234
4.212462;4.163385
4.212462;4.226849
4.212456;4.214484
4.212456;4.174271
4.212444;4.15612
4.212434;4.214036
4.212416;4.217536
4.212416;4.217469
4.212416;4.171693
4.212409;4.14924
4.212403;4.138594
4.212394;4.158604
4.212394;4.212797
4.21239;4.229406
4.212388;4.22163
4.212388;4.209146
4.212388;4.207536
4.212381;4.212755
4.212378;4.202917
4.212378;4.208094
4.212375;4.219333
4.212375;4.201766
4.212375;4.206901
4.212372;4.226177
4.212372;4.211588
4.212366;4.158583
4.212366;4.167208
4.212362;4.204937
4.212362;4.150547
4.212359;4.190672
4.21235;4.222865
4.212347;4.218719
4.212344;4.216344
4.212341;4.215437
4.212334;4.170115
4.212331;4.146276
4.212328;4.164968
4.212325;4.213766
4.212319;4.216917
4.212316;4.203802
4.212313;4.215458
4.212306;4.213021
4.212303;4.155833
4.212297;4.206188
4.212287;4.229485
4.212287;4.204875
4.212272;4.15151
4.212263;4.216604
4.212263;4.181516
4.212263;4.214047
4.212259;4.229479
4.212259;4.216136
4.212244;4.218047
4.212244;4.187906
4.212244;4.223901
4.212234;4.211932
4.212231;4.143505
4.212219;4.227167
4.212213;4.216557
4.212213;4.194932
4.212203;4.205167
4.2122;4.203568
4.2122;4.224484
4.212197;4.210896
4.212197;4.220787
4.212197;4.215583
4.212193;4.213521
4.212193;4.158391
4.212187;4.160229
4.212181;4.164536
4.212181;4.209354
4.212175;4.20751
4.212172;4.212401
4.212169;4.223485
4.212169;4.151719
4.212166;4.211041
4.212156;4.217854
4.212156;4.161078
4.212144;4.214797
4.212144;4.214828
4.212141;4.196401
4.212141;4.23025
4.212141;4.217557
4.212137;4.219609
4.212134;4.203828
4.212128;4.158187
4.21211;4.14262
4.212106;4.205396
4.212103;4.159719
4.21209;4.169385
4.21209;4.224208
4.212088;4.204588
4.212084;4.204125
4.212081;4.208995
4.212075;4.153037
4.212072;4.166864
4.212072;4.210443
4.212072;4.209198
4.212069;4.153891
4.212066;4.161729
4.212066;4.201562
4.212062;4.167182
4.212059;4.164214
4.212059;4.199422
4.21205;4.163396
4.21205;4.219771
4.212044;4.209573
4.212038;4.157156
4.212038;4.207026
4.212034;4.214328
4.212031;4.21363
4.212028;4.185193
4.212025;4.203495
4.212022;4.224021
4.212022;4.190016
4.212018;4.150089
4.212018;4.217588
4.212018;4.197302
4.212018;4.143188
4.212016;4.164588
4.212016;4.223583
4.212016;4.204604
4.212009;4.214766
4.211987;4.183078
4.211987;4.213906
4.211984;4.17451
4.211984;4.209136
4.211981;4.213646
4.211978;4.164401
4.211975;4.159849
4.211969;4.199906
4.211969;4.198974
4.211966;4.207328
4.211962;4.209979
4.211956;4.218511
4.211953;4.164349
4.211947;4.212313
4.211947;4.163177
4.211928;4.214656
4.211928;4.139031
4.211925;4.16612
4.211925;4.223349
4.211909;4.212104
4.211909;4.204932
4.211909;4.208562
4.211894;4.223578
4.211891;4.225646
4.211887;4.164573
4.211887;4.214489
4.211884;4.229682
4.211884;4.210588
4.211881;4.194448
4.211881;4.210266
4.211881;4.155818
4.211878;4.161932
4.211875;4.204526
4.211872;4.149505
4.211869;4.215156
4.211869;4.137661
4.211863;4.140578
4.211863;4.148042
4.211863;4.142552
4.211856;4.214443
4.211853;4.144417
4.21185;4.201641
4.211847;4.141693
4.211843;4.178505
4.211843;4.191099
4.211834;4.210989
4.211831;4.21263
4.211831;4.205458
4.211825;4.157911
4.211825;4.206604
4.211819;4.207682
4.211816;4.199453
4.211816;4.210114
4.211815;4.198229
4.211812;4.221786
4.211812;4.230333
4.211806;4.185984
4.211806;4.203651
4.211806;4.162854
4.211803;4.222734
4.211803;4.147661
4.211797;4.160104
4.211788;4.217245
4.211778;4.166807
4.211778;4.202328
4.211772;4.223172
4.211769;4.171229
4.211769;4.20312
4.211766;4.200995
4.211766;4.211422
4.21176;4.158156
4.21176;4.202312
4.211725;4.206578
4.211722;4.169974
4.211722;4.218338
4.211716;4.171463
4.211712;4.213099
4.211709;4.222333
4.211709;4.223135
4.211703;4.167068
4.2117;4.20938
4.2117;4.152937
4.2117;4.215318
4.211697;4.215052
4.21169;4.207906
4.21169;4.143047
4.211688;4.205203
4.211684;4.199016
4.211681;4.149797
4.211681;4.212672
4.211675;4.167427
4.211672;4.213016
4.211672;4.196266
4.211659;4.199964
4.211656;4.169052
4.211656;4.188609
4.211653;4.217406
4.211653;4.156474
4.211634;4.204578
4.211634;4.209203
4.211631;4.216042
4.211628;4.226432
4.211625;4.210036
4.211619;4.222562
4.211619;4.217255
4.211616;4.22112
4.211603;4.213536
4.2116;4.211922
4.211597;4.214667
4.211594;4.205948
4.211591;4.214448
4.211591;4.141719
4.211581;4.204235
4.211563;4.214391
4.211563;4.158312
4.211553;4.147318
4.21155;4.215302
4.21155;4.151729
4.211547;4.17414
4.211547;4.183807
4.211547;4.217208
4.211544;4.157042
4.211537;4.137698
4.211535;4.223063
4.211534;4.219042
4.211528;4.217453
4.211525;4.165583
4.211515;4.203224
4.211515;4.157063
4.211513;4.20137
4.211509;4.218411
4.211506;4.165271
4.211503;4.203396
4.211493;4.153937
4.211493;4.228662
4.211493;4.202886
4.211491;4.199245
4.211484;4.160375
4.211481;4.212068
4.211472;4.209547
4.211472;4.140198
4.211462;4.162375
4.211462;4.159844
4.211456;4.169698
4.211453;4.226302
4.21145;4.198636
4.21145;4.209594
4.21145;4.138511
4.211441;4.228198
4.211438;4.198667
4.211438;4.143948
4.211434;4.169297
4.21141;4.235193
4.211406;4.223266
4.211403;4.191615
4.2114;4.203615
4.211388;4.210719
4.211384;4.176688
4.211381;4.218438
4.211381;4.218688
4.211378;4.22013
4.211378;4.153547
4.211375;4.162313
4.211372;4.208604
4.211366;4.159828
4.211362;4.166536
4.211362;4.154797
4.21136;4.159317
4.211356;4.18436
4.211356;4.152724
4.21135;4.184
4.21135;4.206729
4.211347;4.214599
4.211347;4.140807
4.211344;4.150719
4.211338;4.214839
4.211338;4.211016
4.211334;4.202505
4.211328;4.176776
4.211328;4.168286
4.211328;4.147286
4.211325;4.198146
4.211319;4.146771
4.211316;4.218432
4.211312;4.224052
4.211309;4.213208
4.211306;4.228151
4.211303;4.156651
4.211297;4.150818
4.211294;4.149662
4.21129;4.209354
4.211284;4.20951
4.211281;4.143537
4.211278;4.188573
4.211278;4.163271
4.211278;4.205463
4.211278;4.20951
4.211278;4.214932
4.211278;4.213641
4.211278;4.159344
4.211272;4.213542
4.211272;4.140307
4.211269;4.213964
4.211269;4.16188
4.211266;4.215797
4.211266;4.213666
4.211262;4.152682
4.211259;4.163088
4.211259;4.160818
4.211259;4.215323
4.211259;4.203068
4.211256;4.173422
4.211256;4.207661
4.211253;4.159588
4.211247;4.166234
4.211244;4.158849
4.211241;4.229057
4.21124;4.197396
4.211237;4.140068
4.211231;4.151
4.211228;4.215698
4.211225;4.215776
4.211222;4.172037
4.211219;4.203844
4.211209;4.139979
4.211206;4.155109
4.2112;4.143526
4.2112;4.167687
4.2112;4.16
4.211191;4.205031
4.211191;4.218896
4.211191;4.139588
4.211178;4.205979
4.211178;4.218109
4.211172;4.142229
4.211172;4.203177
4.211172;4.205245
4.211169;4.177141
4.211169;4.156828
4.211163;4.165984
4.211159;4.212589
4.211156;4.201198
4.211156;4.160531
4.211156;4.213
4.211156;4.20501
4.211153;4.203021
4.211153;4.208859
4.211153;4.206766
4.211143;4.218609
4.211141;4.21986
4.211141;4.204989
4.211141;4.215541
4.211141;4.211891
4.211134;4.227641
4.211134;4.1675
4.211131;4.201865
4.211131;4.155453
4.211128;4.199432
4.211125;4.151016
4.211122;4.209906
4.211122;4.21101
4.211122;4.210063
4.211122;4.201245
4.211116;4.155974
4.211115;4.198235
4.211109;4.215719
4.211103;4.206901
4.211091;4.213875
4.211091;4.212953
4.211091;4.150031
4.211084;4.222646
4.211078;4.195969
4.211075;4.218255
4.211075;4.209484
4.211072;4.151458
4.211072;4.215011
4.211069;4.188547
4.211066;4.175323
4.211066;4.18212
4.211062;4.21312
4.211053;4.156344
4.211053;4.20588
4.211044;4.148797
4.211044;4.203115
4.21104;4.168334
4.211038;4.144771
4.211025;4.214875
4.21101;4.157214
4.211006;4.216026
4.211003;4.168714
4.211003;4.209057
4.210994;4.175573
4.21099;4.219578
4.210984;4.164661
4.210981;4.208714
4.210975;4.172297
4.210968;4.205859
4.210966;4.147338
4.210962;4.235302
4.210959;4.213047
4.21095;4.223307
4.210947;4.142677
4.210944;4.189193
4.210938;4.170135
4.210938;4.140823
4.210931;4.211708
4.210928;4.157193
4.210925;4.202833
4.210922;4.170417
4.210922;4.214417
4.210919;4.207042
4.210919;4.207953
4.210912;4.217469
4.210909;4.165151
4.210909;4.135083
4.210906;4.156453
4.210903;4.205552
4.210897;4.143115
4.210894;4.154219
4.210894;4.208948
4.210891;4.212224
4.210887;4.225
4.210884;4.220802
4.210884;4.169859
4.210878;4.140677
4.210869;4.212234
4.210869;4.164703
4.210865;4.1845
4.210865;4.213484
4.210863;4.220771
4.210859;4.20401
4.210856;4.226557
4.210853;4.182891
4.21085;4.205281
4.210847;4.211443
4.210844;4.200438
4.210841;4.205875
4.210841;4.16488
4.210835;4.217453
4.210828;4.214261
4.210813;4.214334
4.210806;4.215677
4.210803;4.148917
4.2108;4.169146
4.2108;4.22611
4.2108;4.217406
4.210797;4.217604
4.210793;4.221906
4.210784;4.204906
4.210778;4.168281
4.210778;4.202662
4.210775;4.20625
4.210775;4.207604
4.210772;4.220541
4.210769;4.195333
4.210765;4.183417
4.210765;4.179386
4.210763;4.213901
4.210759;4.215219
4.210759;4.17425
4.210759;4.162932
4.210759;4.186625
4.210753;4.215177
4.210753;4.156198
4.210747;4.217786
4.210747;4.194646
4.210747;4.138646
4.210741;4.168979
4.210741;4.155479
4.210741;4.211958
4.210741;4.207099
4.210738;4.206068
4.210734;4.197542
4.210722;4.206891
4.210719;4.151339
4.210716;4.206807
4.210716;4.201625
4.210715;4.173698
4.210712;4.212328
4.210712;4.16838
4.21071;4.175583
4.210709;4.137734
4.2107;4.164245
4.210688;4.213208
4.210688;4.204417
4.210684;4.211641
4.210684;4.140062
4.210672;4.180599
4.210669;4.204901
4.210666;4.206859
4.210662;4.176995
4.21066;4.205375
4.21066;4.171328
4.210656;4.16501
4.210656;4.209901
4.210656;4.197135
4.210656;4.1955
4.210656;4.161344
4.21065;4.205547
4.210647;4.225505
4.21064;4.136844
4.210634;4.211578
4.210631;4.149557
4.210628;4.211229
4.210625;4.144974
4.210619;4.211302
4.210618;4.161338
4.210616;4.214958
4.210616;4.212021
4.210603;4.159755
4.2106;4.162474
4.2106;4.157161
4.2106;4.141953
4.210597;4.207057
4.210597;4.206698
4.210591;4.19962
4.21059;4.22051
4.210588;4.145922
4.210584;4.154172
4.210578;4.137854
4.210575;4.216094
4.210569;4.169635
4.210566;4.217891
4.210559;4.166484
4.210556;4.155063
4.21055;4.202036
4.21055;4.200807
4.210544;4.166937
4.210541;4.160172
4.210541;4.16676
4.210534;4.2085
4.210525;4.217005
4.210522;4.223688
4.210522;4.211005
4.210519;4.198578
4.210513;4.177182
4.210509;4.209474
4.210506;4.166401
4.210487;4.146302
4.210487;4.153854
4.210487;4.149339
4.210485;4.18525
4.210485;4.199328
4.210481;4.216349
4.210478;4.209448
4.210478;4.155802
4.210475;4.180589
4.210475;4.20788
4.210469;4.206766
4.210465;4.205906
4.210463;4.149948
4.210463;4.233334
4.210456;4.201662
4.210447;4.150927
4.210447;4.170198
4.210443;4.205583
4.210431;4.179474
4.210431;4.154703
4.210428;4.218333
4.210428;4.211797
4.210428;4.201427
4.210422;4.2035
4.210419;4.212026
4.210419;4.207411
4.210419;4.20387
4.210416;4.222615
4.210413;4.206724
4.210409;4.209203
4.210406;4.211615
4.210397;4.21136
4.210397;4.20725
4.210397;4.153615
4.210394;4.168344
4.210394;4.143312
4.210384;4.200474
4.210378;4.168714
4.210375;4.168808
4.210375;4.144719
4.210369;4.215781
4.210362;4.157198
4.210356;4.168193
4.210356;4.203141
4.210356;4.156047
4.21035;4.203172
4.21035;4.152042
4.210347;4.2095
4.210347;4.133646
4.21034;4.16075
4.210338;4.161844
4.210338;4.139292
4.210334;4.136901
4.210322;4.21424
4.210319;4.200474
4.210319;4.158953
4.21031;4.202417
4.21031;4.208255
4.210306;4.173615
4.210306;4.164005
4.210306;4.172375
4.210306;4.144448
4.210303;4.167781
4.21029;4.149375
4.21029;4.222406
4.210288;4.20875
4.210288;4.195651
4.210278;4.22876
4.210275;4.22687
4.210272;4.159641
4.210268;4.213912
4.210266;4.204052
4.210262;4.170412
4.210262;4.168031
4.210256;4.169656
4.210253;4.203109
4.210247;4.154422
4.21024;4.156417
4.210238;4.165713
4.210234;4.162672
4.210234;4.164958
4.210234;4.205937
4.210222;4.169281
4.210222;4.20037
4.210216;4.217896
4.210216;4.147125
4.210209;4.216224
4.210206;4.197583
4.2102;4.155667
4.210197;4.166214
4.210194;4.202198
4.210191;4.223047
4.210181;4.154735
4.210178;4.198542
4.210175;4.210187
4.210169;4.212484
4.210169;4.148807
4.210169;4.162969
4.210159;4.212422
4.210159;4.160797
4.210156;4.211375
4.210141;4.161224
4.210141;4.204958
4.210141;4.149698
4.210128;4.202224
