K5P17_2.PV;K5P4_1.PV
11.52828;22.16063
11.52828;22.26031
11.52828;22.16031
11.52813;22.155
11.52812;22.13
11.52812;22.22187
11.52812;22.23969
11.52805;22.26062
11.52805;22.19844
11.52797;22.10188
11.52797;22.16594
11.52797;22.21344
11.52789;22.20469
11.52789;22.19938
11.52781;22.22219
11.52781;22.23937
11.52773;22.125
11.52773;22.09625
11.52773;22.15313
11.52773;22.26094
11.52773;22.21719
11.52773;22.19312
11.52766;22.19656
11.52758;22.12844
11.52758;22.15281
11.52758;22.21281
11.52742;22.13031
11.52742;22.15625
11.52734;22.07719
11.52734;22.2425
11.52734;22.26719
11.52727;22.19875
11.52719;22.09781
11.52711;22.11094
11.52711;22.13625
11.52711;22.24813
11.52703;22.1275
11.52703;22.22313
11.52695;22.2725
11.52695;22.23344
11.52687;22.27406
11.52687;22.17562
11.52672;22.14969
11.52672;22.21906
11.52672;22.18906
11.52664;22.09156
11.52656;22.12062
11.52656;22.26781
11.52641;22.25531
11.52641;22.29156
11.52633;22.21656
11.52625;22.12719
11.52617;22.19344
11.52602;22.20875
11.52594;22.24219
11.52594;22.21437
11.52578;22.20156
11.52578;22.19844
11.52555;22.20281
11.52555;22.3025
11.52555;22.19469
11.52547;22.11906
11.52539;22.20719
11.52539;22.23562
11.52531;22.105
11.52531;22.20625
11.52523;22.1175
11.52523;22.23844
11.52508;22.09281
11.52508;22.19531
11.525;22.15438
11.525;22.26687
11.525;22.18125
11.52492;22.12281
11.52492;22.175
11.52477;22.15969
11.52477;22.18312
11.52477;22.17625
11.52469;22.19563
11.52469;22.22094
11.52469;22.22969
11.52469;22.15344
11.52461;22.24562
11.52453;22.18937
11.52453;22.26125
11.52445;22.08969
11.52437;22.18719
11.52437;22.18719
11.52437;22.22594
11.52437;22.17219
11.52437;22.21531
11.52422;22.21625
11.52422;22.19938
11.52422;22.20687
11.52414;22.22469
11.52414;22.17906
11.52398;22.06594
11.52398;22.24781
11.52398;22.23125
11.52398;22.16156
11.52391;22.15906
11.52383;22.0925
11.52383;22.28281
11.52375;22.09281
11.52375;22.16219
11.52359;22.11062
11.52336;22.2275
11.52312;22.12219
11.52312;22.17656
11.52297;22.24656
11.52289;22.07187
11.52289;22.09219
11.52289;22.21906
11.52289;22.16187
11.52281;22.11312
11.52281;22.24625
11.52281;22.15625
11.52273;22.10062
11.52273;22.11531
11.52266;22.21219
11.52266;22.19656
11.52258;22.16594
11.52258;22.20125
11.52258;22.20125
11.52242;22.23312
11.52242;22.11406
11.52242;22.13563
11.52234;22.16844
11.52227;22.14406
11.52219;22.07281
11.52219;22.20625
11.52211;22.17625
11.52203;22.21844
11.52203;22.23031
11.52195;22.10781
11.52195;22.18094
11.52188;22.16094
11.52187;22.09844
11.52187;22.25469
11.52164;22.26813
11.52164;22.16594
11.52156;22.14719
11.52148;22.18188
11.52148;22.21906
11.52133;22.23344
11.52133;22.165
11.52125;22.13531
11.52117;22.20844
11.52117;22.15656
11.52109;22.06344
11.52109;22.2625
11.52109;22.12969
11.52102;22.24781
11.52102;22.24219
11.52102;22.19437
11.52094;22.14125
11.52094;22.21187
11.52094;22.16844
11.52094;22.22812
11.52094;22.15594
11.52086;22.17156
11.52086;22.13625
11.52078;22.0675
11.52078;22.09188
11.52078;22.20125
11.52078;22.22781
11.52078;22.22062
11.52078;22.21313
11.52063;22.11156
11.52063;22.26344
11.52063;22.20125
11.52055;22.21875
11.52047;22.14313
11.52039;22.20687
11.52031;22.19031
11.52023;22.23187
11.52016;22.27938
11.52016;22.19375
11.52016;22.15438
11.51992;22.15125
11.51992;22.23937
11.51984;22.10625
11.51984;22.21125
11.51984;22.11563
11.51969;22.0925
11.51969;22.17875
11.51961;22.26687
11.51953;22.15063
11.51937;22.08656
11.51937;22.05313
11.51937;22.0775
11.51937;22.23125
11.51922;22.21906
11.51922;22.27813
11.51914;22.1275
11.51914;22.17188
11.51914;22.13469
11.51914;22.20938
11.51914;22.14188
11.51906;22.105
11.51898;22.09188
11.51898;22.24344
11.51898;22.21406
11.51898;22.19969
11.51891;22.21156
11.51891;22.15937
11.51883;22.11219
11.51875;22.21938
11.51867;22.12906
11.51852;22.08625
11.51844;22.13406
11.51844;22.06344
11.51836;22.14437
11.51828;22.11125
11.51828;22.21437
11.51812;22.12375
11.51805;22.07781
11.51805;22.05875
11.51805;22.15688
11.51797;22.1275
11.51797;22.24063
11.51797;22.275
11.51797;22.14937
11.51789;22.15313
11.51789;22.05406
11.51789;22.1425
11.51773;22.20656
11.51773;22.26438
11.51766;22.24531
11.51734;22.15875
11.51734;22.11969
11.51727;22.14781
11.51719;22.09656
11.51719;22.08438
11.51719;22.09312
11.51711;22.20906
11.51711;22.20375
11.51703;22.19312
11.51703;22.20687
11.51672;22.22469
11.51664;22.15812
11.51648;22.18406
11.51641;22.23531
11.51633;22.16063
11.51625;22.06656
11.51617;22.15187
11.51609;22.20344
11.51609;22.21906
11.51609;22.215
11.51602;22.06906
11.51594;22.10281
11.51594;22.13406
11.51586;22.07312
11.51586;22.08219
11.51586;22.25125
11.51586;22.15625
11.51578;22.08313
11.51578;22.20094
11.51578;22.21781
11.51578;22.15844
11.51563;22.12219
11.51563;22.05531
11.51563;22.23187
11.51563;22.13125
11.51555;22.185
11.51547;22.07094
11.51547;22.215
11.51547;22.17375
11.51539;22.07688
11.51523;22.18594
11.51523;22.16813
11.51523;22.16125
11.51523;22.15719
11.51516;22.14
11.515;22.19656
11.51492;22.18312
11.51484;22.25156
11.51477;22.08656
11.51477;22.10938
11.51477;22.18594
11.51477;22.15531
11.51461;22.185
11.51453;22.08625
11.51453;22.23969
11.51445;22.10969
11.51445;22.21719
11.51445;22.23906
11.51445;22.19469
11.51445;22.13
11.51437;22.18719
11.51422;22.12094
11.51422;22.21437
11.51422;22.1875
11.51414;22.14656
11.51414;22.13156
11.51406;22.11094
11.51406;22.16813
11.51406;22.2475
11.51406;22.19344
11.51406;22.24063
11.51398;22.2625
11.51391;22.19031
11.51391;22.21125
11.51391;22.15469
11.51383;22.11281
11.51383;22.09875
11.51383;22.22812
11.51375;22.10469
11.51375;22.12437
11.51367;22.26469
11.51367;22.18594
11.51359;22.11656
11.51359;22.15719
11.51359;22.19719
11.51352;22.20375
11.51352;22.14875
11.51344;22.21062
11.51336;22.05437
11.51336;22.10844
11.51328;22.16687
11.51328;22.22219
11.51328;22.14437
11.51313;22.16594
11.51312;22.21781
11.51305;22.15438
11.51297;22.12969
11.51297;22.11281
11.51289;22.06313
11.51289;22.09594
11.51289;22.20313
11.51273;22.23375
11.51273;22.225
11.51266;22.04594
11.51266;22.2525
11.51266;22.20094
11.51266;22.135
11.51242;22.08688
11.51242;22.21625
11.51234;22.2225
11.51227;22.08219
11.51227;22.18937
11.51219;22.06688
11.51219;22.15937
11.51219;22.21969
11.51211;22.22813
11.51203;22.065
11.51195;22.11687
11.51188;22.15688
11.51172;22.11094
11.51156;22.095
11.51156;22.08531
11.51156;22.06375
11.51156;22.27406
11.51148;22.2375
11.51133;22.05594
11.51133;22.13469
11.51133;22.12188
11.51125;22.15187
11.51117;22.21313
11.51109;22.20375
11.51094;22.10062
11.51094;22.19281
11.51094;22.13406
11.51086;22.04625
11.51086;22.18875
11.51078;22.24469
11.51078;22.17562
11.51062;22.11969
11.51062;22.18656
11.51062;22.12531
11.51047;22.06625
11.51039;22.15594
11.51039;22.22531
11.51039;22.06969
11.51023;22.06375
11.51016;22.07031
11.51016;22.04062
11.51016;22.17656
11.51008;22.0475
11.51008;22.22156
11.51008;22.1675
11.50992;22.16281
11.50984;22.19094
11.50977;22.07813
11.50977;22.13375
11.50969;22.17937
11.50961;22.21563
11.50961;22.21906
11.50953;22.06812
11.50953;22.20031
11.50953;22.14844
11.50945;22.13688
11.50945;22.13344
11.50945;22.24094
11.50945;22.19469
11.50945;22.13062
11.50938;22.05219
11.50937;22.12875
11.50937;22.08063
11.50937;22.22062
11.50922;22.05969
11.50922;22.06875
11.50922;22.09813
11.50922;22.17063
11.50914;22.06781
11.50914;22.1625
11.50914;22.16125
11.50914;22.11469
11.50906;22.03375
11.50906;22.1375
11.50906;22.2225
11.50906;22.22719
11.50906;22.18625
11.50898;22.07969
11.50898;22.06406
11.50898;22.20187
11.50891;22.24
11.50891;22.27188
11.50883;22.12469
11.50867;22.14
11.50867;22.12313
11.50859;22.07125
11.50852;22.1825
11.50844;22.18844
11.50836;22.15531
11.50836;22.20938
11.50836;22.13938
11.50797;22.07063
11.50789;22.15656
11.50781;22.07562
11.50781;22.15719
11.50781;22.12594
11.50781;22.09562
11.50773;22.04125
11.50766;22.09406
11.50766;22.21031
11.50766;22.19438
11.50758;22.18
11.50758;22.14313
11.50727;22.01656
11.50727;22.22688
11.50727;22.17219
11.50711;22.09188
11.50711;22.20031
11.50711;22.1425
11.50711;22.11031
11.50703;22.03125
11.50703;22.13594
11.50703;22.15156
11.50688;22.04813
11.50672;22.12188
11.50672;22.21969
11.50664;22.16406
11.50656;22.09406
11.50656;22.08688
11.50641;22.13469
11.50641;22.25125
11.50633;22.10719
11.50633;22.08594
11.50633;22.22688
11.50633;22.2125
11.50625;22.21563
11.50625;22.17781
11.50609;22.12563
11.50609;22.14969
11.50602;22.11906
11.50602;22.1875
11.50578;22.14781
11.50562;22.16562
11.50555;22.22437
11.50547;22.0625
11.50539;22.16781
11.50531;22.05469
11.50516;22.06656
11.50516;22.14219
11.50516;22.24937
11.50508;22.06375
11.50508;22.07187
11.50508;22.15313
11.505;22.08781
11.505;22.09406
11.505;22.15
11.505;22.12156
11.50492;22.11687
11.50492;22.16875
11.50492;22.17406
11.50492;22.22812
11.50484;22.02781
11.50477;22.09063
11.50477;22.1875
11.50469;22.18531
11.50469;22.12687
11.50461;22.10938
11.50453;22.23
11.50453;22.10656
11.50445;22.235
11.50445;22.16375
11.50438;22.03344
11.50422;22.15219
11.50414;22.09344
11.50414;22.05531
11.50414;22.07719
11.50406;22.05312
11.50406;22.10062
11.50406;22.15187
11.50398;22.23219
11.50398;22.16844
11.50391;22.15187
11.50383;22.12906
11.50383;22.14969
11.50367;22.07937
11.50367;22.13187
11.50359;22.155
11.50359;22.17344
11.50352;22.06094
11.50344;22.10938
11.50336;22.07656
11.50328;22.10438
11.50328;22.12875
11.50313;22.07063
11.50313;22.12531
11.50313;22.19938
11.50297;22.19563
11.50297;22.17531
11.50289;22.22094
11.50289;22.12563
11.50289;22.07344
11.50281;22.11219
11.50281;22.21844
11.50281;22.14063
11.50273;22.03156
11.50273;22.05281
11.50273;22.06562
11.50273;22.12156
11.50273;22.14625
11.50273;22.20156
11.50258;22.07594
11.50258;22.2075
11.50258;22.22781
11.50258;22.15094
11.50242;22.06031
11.50242;22.04563
11.50234;22.11438
11.50234;22.07844
11.50234;22.18906
11.50234;22.16406
11.50227;22.07063
11.50227;22.03812
11.50227;22.24625
11.50219;22.13656
11.50219;22.14531
11.50219;22.18625
11.50203;22.06344
11.50203;22.19719
11.50195;22.20406
11.50195;22.20719
11.50195;22.15125
11.50172;22.17625
11.50164;22.20188
11.50164;22.12594
11.50156;22.12656
11.50156;22.10938
11.50148;22.09781
11.50148;22.20156
11.50133;22.18125
11.50133;22.19375
11.50125;22.19344
11.50117;22.16156
11.50109;22.04469
11.50109;22.02219
11.50109;22.16219
11.50109;22.14094
11.50102;22.08187
11.50102;22.15063
11.50102;22.15937
11.50094;22.17281
11.50094;22.15031
11.50094;22.17188
11.50094;22.08562
11.50078;22.26687
11.50078;22.18219
11.50078;22.10781
11.50055;22.15344
11.50055;22.17219
11.50055;22.14812
11.50047;22.03563
11.50047;22.12562
11.50039;22.13625
11.50039;22.13
11.50031;22.22406
11.50031;22.14781
11.50031;22.13563
11.50023;22.06844
11.50023;22.18969
11.50016;22.09625
11.50016;22.17031
11.50008;22.15125
11.49992;22.05875
11.49992;22.05969
11.49992;22.14
11.49992;22.19312
11.49984;22.13688
11.49977;22.0425
11.49977;22.16937
11.49969;22.15969
11.49969;22.13969
11.49961;22.05094
11.49961;22.16281
11.49961;22.15781
11.49953;22.05437
11.49953;22.05375
11.49945;22.00687
11.49945;22.24281
11.49938;22.11969
11.49938;22.19375
11.49938;22.175
11.49937;22.15406
11.49922;22.08594
11.49922;22.14781
11.49922;22.15688
11.49922;22.21875
11.49922;22.22188
11.49906;22.12781
11.49898;22.06469
11.49898;22.08687
11.49898;22.18531
11.49898;22.15375
11.49891;22.23219
11.49891;22.13437
11.49891;22.18
11.49883;22.01719
11.49875;22.18156
11.49875;22.145
11.49867;22.05812
11.49867;22.18438
11.49859;22.17531
11.49859;22.20344
11.49859;22.17
11.49852;22.11906
11.49852;22.17906
11.49852;22.16969
11.49844;22.18781
11.49844;22.20313
11.49844;22.11531
11.49813;22.16687
11.49805;22.01656
11.49797;22.15031
11.49789;22.1675
11.49781;22.16063
11.49773;22.04187
11.49766;22.0225
11.49766;22.21563
11.49758;22.04375
11.49758;22.07687
11.49758;22.1725
11.49758;22.15875
11.49742;22.0575
11.49742;22.14406
11.49734;22.18031
11.49734;22.14156
11.49734;22.13844
11.49727;22.21875
11.49727;22.1775
11.49727;22.13281
11.49719;22.18875
11.49695;22.12781
11.49695;22.10812
11.49672;22.18469
11.49664;22.10687
11.49664;22.065
11.49656;22.19938
11.49641;22.08906
11.49633;22.17937
11.49625;22.03781
11.49617;22.11875
11.49609;22.18125
11.49602;22.16094
11.49602;22.19594
11.49594;22.03469
11.49594;22.12375
11.49594;22.19188
11.49586;22.12594
11.49578;22.20875
11.49547;22.06156
11.49547;22.06219
11.49547;22.12656
11.49539;22.21094
11.49539;22.155
11.49539;22.17875
11.49531;22.19375
11.49531;22.14281
11.49523;22.08625
11.49516;22.20969
11.49516;22.14094
11.49516;22.1075
11.49508;22.02375
11.49508;22.17063
11.49508;22.13625
11.49508;22.08688
11.495;22.11063
11.49492;22.07031
11.49484;22.15469
11.49484;22.13625
11.49484;22.10438
11.49461;22.05812
11.49461;22.13
11.49453;22.175
11.49453;22.22031
11.49453;22.14375
11.49445;22.21406
11.49445;22.16063
11.49438;22.13625
11.49414;22.035
11.49414;22.13875
11.49406;22.19719
11.49406;22.15094
11.49398;22.10812
11.49398;22.15969
11.49398;22.16156
11.49391;22.20188
11.49383;22.02406
11.49383;22.21219
11.49383;22.18969
11.49375;22.04938
11.49375;22.07625
11.49375;22.07344
11.49367;22.12969
11.49367;22.17687
11.49367;22.10531
11.49367;22.11687
11.49367;22.10031
11.49344;22.01531
11.49344;22.21563
11.49344;22.13187
11.49336;22.12313
11.49336;22.15906
11.49336;22.10875
11.49336;22.125
11.49336;22.11219
11.49328;22.03719
11.49328;22.16313
11.49312;22.11969
11.49312;22.16125
11.49305;22.06094
11.49297;22.0475
11.49297;22.00875
11.49297;22.18281
11.49281;22.04875
11.49281;22.16406
11.49281;22.18438
11.49273;22.07031
11.49273;22.17813
11.49258;22.03063
11.49258;22.07187
11.49258;22.12813
11.49242;22.04563
11.49242;22.04563
11.49242;22.1625
11.49242;22.13219
11.49219;22.05625
11.49219;22.25063
11.49219;22.14156
11.49211;22.22031
11.49211;22.15
11.49203;22.07937
11.49203;22.08531
11.49195;22.15281
11.49195;22.10219
11.49195;22.09844
11.49172;22.17344
11.49164;22.05469
11.49164;22.18875
11.49164;22.17
11.49164;22.10906
11.49156;22.07906
11.49156;22.14469
11.49156;22.23906
11.49156;22.14094
11.49148;22.16281
11.49148;22.15531
11.49141;22.0925
11.49133;22.04313
11.49133;22.1875
11.49125;22.13125
11.49117;22.07906
11.49117;22.07063
11.49117;22.15531
11.49117;22.105
11.49109;22.03344
11.49109;22.20281
11.49109;22.18469
11.49102;22.11656
11.49102;22.17219
11.49102;22.115
11.49094;22.17625
11.49086;22.10813
11.49078;22.15812
11.49063;22.05625
11.49063;22.10563
11.49063;22.13563
11.49062;22.24219
11.49047;22.1775
11.49047;22.12687
11.49031;22.17344
11.49023;22.17188
11.49023;22.13437
11.49023;22.14531
11.49016;22.21531
11.49016;22.1275
11.49008;22.24656
11.49008;22.11875
11.48992;22.01687
11.48992;22.13
11.48992;22.14687
11.48984;22.03594
11.48984;22.25469
11.48984;22.13125
11.48984;22.09969
11.48977;22.13437
11.48969;22.09406
11.48961;22.05406
11.48961;22.03062
11.48961;22.04844
11.48961;22.19844
11.48961;22.12906
11.48953;22.03094
11.48953;22.15281
11.48953;22.10438
11.48953;22.12062
11.48938;22.06531
11.48938;22.18813
11.48938;22.16844
11.48922;22.19688
11.48922;22.20781
11.48922;22.15156
11.48914;22.08469
11.48914;22.1625
11.48883;22.14719
11.48883;22.10188
11.48875;22.13781
11.48859;22.06625
11.48844;22.06187
11.48844;22.11344
11.48836;22.05844
11.48836;22.17031
11.48812;22.14719
11.48805;22.15594
11.48797;22.10062
11.48797;22.17906
11.48797;22.11156
11.48789;22.09969
11.48789;22.09969
11.48789;22.18437
11.48789;22.18625
11.48789;22.09594
11.48773;22.20219
11.48773;22.115
11.48766;22.20625
11.48766;22.13969
11.48758;22.02906
11.48758;22.17125
11.48742;22.155
11.48742;22.08562
11.48734;22.04437
11.48734;22.14938
11.48727;22.05938
11.48727;22.09813
11.48719;22.12437
11.48711;22.01937
11.48711;22.11969
11.48703;22.19719
11.48695;22.01969
11.48695;22.08438
11.48688;22.17313
11.48688;22.20937
11.48688;22.16406
11.48687;22.06313
11.48687;22.15
11.48672;22.14594
11.48672;22.08906
11.48672;22.135
11.48672;22.11156
11.48664;22.02125
11.48664;22.16625
11.48664;22.14906
11.48648;22.15969
11.48648;22.13938
11.48633;22.15312
11.48633;22.09625
11.48625;22.00031
11.48625;22.15156
11.48625;22.12313
11.48625;22.12844
11.48617;22.10437
11.48609;22.09094
11.48609;22.08063
11.48602;21.99063
11.48594;22.21094
11.48586;22.0725
11.48586;22.18469
11.48586;22.10875
11.48586;22.13594
11.48578;22.06719
11.48563;22.07187
11.48562;22.15937
11.48555;22.12938
11.48555;22.13156
11.48547;22.00344
11.48547;22.13812
11.48547;22.21531
11.48547;22.14656
11.48539;22.05437
11.48539;22.19719
11.48539;22.14906
11.48539;22.11594
11.48539;22.12719
11.48531;22.07125
11.48508;22.02844
11.48508;22.125
11.485;22.00406
11.48492;22.03125
11.48492;22.19938
11.48492;22.10906
11.48484;22.12781
11.48477;22.05875
11.48469;22.05094
11.48469;22.21437
11.48469;22.1775
11.48461;22.02531
11.48453;22.065
11.48453;22.20813
11.48445;22.17594
11.48438;22.05656
11.48438;22.01281
11.48438;22.10344
11.48422;22.17375
11.48414;22.02188
11.48414;22.09719
11.48414;22.13
11.48414;22.11031
11.48406;21.98594
11.48406;22.09125
11.48406;22.12094
11.48398;22.13313
11.48391;22.06063
11.48391;22.12219
11.48391;22.11531
11.48391;22.0775
11.48383;22.01375
11.48383;22.03219
11.48383;22.00813
11.48383;22.05469
11.48383;22.02469
11.48383;22.18094
11.48383;22.16625
11.48383;22.13062
11.48375;22.12719
11.48367;22.04406
11.48367;22.17562
11.48359;22.09063
11.48359;22.1425
11.48359;22.11219
11.48352;22.03875
11.48344;22.12687
11.48336;22.07531
11.48336;22.01188
11.48336;22.10469
11.48328;22.09094
11.48328;22.1075
11.48312;22.01219
11.48312;22.05937
11.48312;22.09438
11.48312;22.17156
11.48312;22.0975
11.48305;22.02938
11.48297;22.145
11.48289;22.03375
11.48289;22.08594
11.48281;22.00656
11.48281;22.01563
11.48281;22.13563
11.48281;22.19844
11.48273;22.04969
11.48273;22.09156
11.48266;22.13313
11.48258;22.09656
11.48258;22.14125
11.48258;22.09094
11.48242;22.04125
11.48242;22.11156
11.48242;22.12188
11.48234;22.19813
11.48234;22.10656
11.48227;22.06969
11.48211;22.06719
11.48195;22.1625
11.48195;22.16469
11.48188;22.15219
11.48187;22.02656
11.48172;22.11781
11.48172;22.13625
11.48172;22.13844
11.48164;22.03031
11.48164;22.00875
11.48156;22.13375
11.48141;22.12469
11.48125;22.00687
11.48117;22.15281
11.48117;22.18094
11.48102;22.0375
11.48094;22.12687
11.48094;22.15438
11.48086;22.05656
11.48078;22.10375
11.48055;22.06406
11.48047;22.03687
11.48047;22.13781
11.48031;22.015
11.48031;22.12938
11.48023;22.03531
11.48023;22.14562
11.48023;22.09156
11.48016;22.16906
11.48016;22.16813
11.48016;22.135
11.48016;22.1075
11.48008;22.13781
11.48008;22.0975
11.48008;22.08906
11.47992;22.16438
11.47984;22.02156
11.47984;22.09656
11.47969;22.02188
11.47969;22.10938
11.47961;21.9925
11.47961;22.04219
11.47953;21.99844
11.47953;22.10906
11.47953;22.11437
11.47945;22.03094
11.47945;22.0025
11.47937;21.98875
11.47937;22.05906
11.47937;22.09906
11.47914;22.00844
11.47914;22.15906
11.47906;22.16875
11.47898;22.15344
11.47898;22.12531
11.47891;22.03406
11.47891;22.08406
11.47891;22.0875
11.47883;22.12219
11.47883;22.13437
11.47875;22.02156
11.47867;22.18344
11.47867;22.14094
11.47852;21.99281
11.47844;22.04125
11.47844;22.12875
11.47844;22.20156
11.47844;22.14563
11.47844;22.15688
11.47844;22.14125
11.47836;22.11406
11.47836;22.07687
11.47828;22.01687
11.47828;22.07719
11.47813;22.06594
11.47805;22.02281
11.47805;22.1325
11.47805;22.06969
11.47797;22.05344
11.47797;22.11687
11.47797;22.02656
11.47781;22.1275
11.47781;22.10438
11.47773;22.03281
11.47773;22.09438
11.47773;22.08562
11.47773;22.105
11.47766;22.09594
11.47758;22.1475
11.47742;21.99625
11.47742;22.09813
11.47734;22.15563
11.47734;22.10156
11.47727;22.11875
11.47727;22.16187
11.47719;22.16813
11.47711;22.11531
11.47711;22.08031
11.47703;22.19438
11.47703;22.14406
11.47695;22.03531
11.47695;22.1625
11.47695;22.1175
11.47688;22.16187
11.47688;22.08625
11.47688;22.11031
11.47672;22.02094
11.47664;22.09906
11.47656;22.00844
11.47648;22.035
11.47648;22.08313
11.47641;22.03938
11.47641;22.10312
11.47633;22.05156
11.47633;22.15625
11.47633;22.12969
11.47633;22.10156
11.47625;22.03031
11.47617;22.17844
11.47617;22.15937
11.47617;22.13437
11.47609;22.01531
11.47609;22.17656
11.47609;22.11125
11.47609;22.07156
11.47602;22.16813
11.47602;22.11906
11.47602;22.15344
11.47594;22.02625
11.47594;22.15344
11.47594;22.18937
11.47586;22.16125
11.47578;22.00469
11.47578;22.07031
11.47563;22.15219
11.47555;22.04938
11.47555;22.15969
11.47547;22.01031
11.47547;22.11375
11.47539;22.00156
11.47539;22.12344
11.47508;22.1225
11.47508;22.07562
11.475;21.99187
11.475;22.15906
11.475;22.12031
11.475;22.145
11.475;22.06406
11.47492;22.04594
11.47492;22.16219
11.47492;22.21594
11.47492;22.10312
11.47484;21.97594
11.47484;22.025
11.47484;22.0225
11.47484;22.12062
11.47484;22.06937
11.47484;22.07375
11.47477;22.06781
11.47469;22.1925
11.47461;22.18594
11.47461;22.13281
11.47461;22.10625
11.47453;22.03031
11.47437;22.00375
11.47437;22.07469
11.47437;22.09031
11.47422;21.95313
11.47414;21.98562
11.47414;22.10469
11.47414;22.10344
11.47398;22.09125
11.47391;22.00125
11.47391;22.05313
11.47391;22.1925
11.47391;22.10594
11.47383;22.0525
11.47375;22.14375
11.47375;22.09719
11.47375;22.13969
11.47367;22.05969
11.47359;22.12656
11.47352;22.15375
11.47344;22.08719
11.47344;22.17375
11.47344;22.20938
11.47344;22.14188
11.47344;22.09937
11.47336;22.03156
11.47328;21.99937
11.47328;22.1175
11.47312;22.10094
11.47312;22.11719
11.47305;22.12906
11.47305;22.17375
11.47297;22.13219
11.47297;22.09344
11.47297;22.03875
11.47289;22.10531
11.47266;22.01563
11.47266;22.16281
11.47258;22.01438
11.47242;22.10469
11.47234;22.03625
11.47234;22.15156
11.47227;21.9625
11.47219;22.125
11.47219;22.11875
11.47211;22.13625
11.47211;22.09312
11.47203;22.00969
11.47203;22.17813
11.47203;22.09156
11.47203;22.13625
11.47203;22.08344
11.47195;22.08844
11.47188;22.04062
11.47188;21.98031
11.47188;22.16031
11.47172;21.98094
11.47172;22.14719
11.47172;22.14219
11.47172;22.11656
11.47172;22.14562
11.47172;22.08031
11.47148;22.01094
11.47141;22.04187
11.47133;22.06031
11.47133;22.05125
11.47117;22.16906
11.47109;22.10781
11.47109;22.08813
11.47109;22.14969
11.47102;22.13844
11.47102;22.13969
11.47102;22.09094
11.47102;22.05125
11.47094;22.10312
11.47086;22.12938
11.47078;22.09687
11.47078;22.12563
11.47062;21.98187
11.47055;22.01156
11.47055;21.98625
11.47055;22.00844
11.47055;22.0875
11.47055;22.05469
11.47047;21.98156
11.47047;22.135
11.47047;22.10938
11.47039;22.08187
11.47039;22.07625
11.47031;22.09438
11.47031;22.09562
11.47016;22.11156
11.47016;22.08719
11.47016;22.09062
11.47016;22.12375
11.47016;22.08437
11.46992;22.02344
11.46992;22.08906
11.46984;22.145
11.46969;21.95125
11.46969;22.04625
11.46961;22.05406
11.46961;22.08625
11.46953;22.0125
11.46953;22.15812
11.46953;22.13281
11.46953;22.07031
11.46945;22.02125
11.46945;22.02781
11.46945;22.08438
11.46945;22.07125
11.46937;22.09469
11.46937;22.06031
11.46922;22.03437
11.46914;21.98812
11.46914;21.98875
11.46914;22.01156
11.46914;22.165
11.46898;21.97031
11.46898;22.11875
11.46891;22.14094
11.46883;22.07969
11.46883;22.1375
11.46883;22.08406
11.46883;22.07594
11.46875;22.11719
11.46867;21.96281
11.46859;22.10406
11.46859;22.06906
11.46852;22.03563
11.46852;22.02469
11.46852;22.18563
11.46844;22.01094
11.46844;22.16531
11.46836;21.98906
11.46836;22.14531
11.46836;22.16656
11.46828;22.03469
11.46813;21.98844
11.46813;22.10438
11.46812;22.08969
11.46805;22.05281
11.46797;21.98125
11.46781;22.16594
11.46773;22.10469
11.46773;22.05562
11.46766;22.02625
11.46766;22.12844
11.46758;22.11406
11.46758;22.08937
11.46742;22.06688
11.46742;22.03281
11.46742;22.11594
11.46734;22.12656
11.46727;22.11656
11.46727;22.16375
11.46727;22.12812
11.46727;22.07187
11.46719;22.15937
11.46719;22.07813
11.46711;22.11969
11.46711;22.15313
11.46703;22.05313
11.46703;22.08438
11.46695;22.09906
11.46695;22.11906
11.46688;22.01469
11.46688;22.0425
11.46688;22.07594
11.46672;22.17375
11.46672;22.09281
11.46672;22.08813
11.46672;22.08281
11.46656;21.97625
11.46649;22.105
11.46648;22.12156
11.46641;21.98031
11.46633;22.17219
11.46617;22.20156
11.46609;22.07156
11.46602;22.00187
11.46586;22.14031
11.46586;22.17687
11.46586;22.13313
11.46578;22.04406
11.46578;22.08281
11.46562;22.12313
11.46555;22.09312
11.46555;22.11469
11.46555;22.06344
11.46547;21.9975
11.46531;22.02375
11.46523;22.05406
11.46523;22.09531
11.46516;22.04031
11.46516;22.11813
11.46516;22.08906
11.46508;22.11156
11.465;22.12281
11.465;22.08594
11.465;22.09063
11.465;22.095
11.46492;22.14875
11.46484;22.19219
11.46484;22.11344
11.46484;22.06875
11.46477;22.02219
11.46477;21.97781
11.46477;22.13156
11.46477;22.07406
11.46469;21.97344
11.46469;22.15938
11.46469;22.12875
11.46469;22.09406
11.46461;22.16125
11.46453;22.015
11.46445;21.92375
11.46445;22.09687
11.46438;22.03656
11.46437;21.97313
11.46437;21.96812
11.46437;22.10344
11.46422;22.01563
11.46422;22.05219
11.46422;22.10875
11.46422;22.07344
11.46414;21.98469
11.46406;22.14531
11.46406;22.09219
11.46398;22.14656
11.46398;22.09531
11.46391;22.13375
11.46375;22.13031
11.46375;22.09406
11.46375;22.12875
11.46375;22.07906
11.46367;22.08469
11.46367;22.10281
11.46359;22.00969
11.46352;21.98562
11.46352;22.04594
11.46336;22.06937
11.46328;21.99531
11.46328;22.13563
11.46313;22.10188
11.46313;22.09469
11.46312;21.97656
11.46305;22.14
11.46297;21.95687
