K5T2_1.PV;K0T104_2.PV
420.2363;408.3188
420.4819;408.315
418.2562;408.315
420.9394;408.3112
418.3106;408.3112
417.8812;408.3112
419.8238;408.3094
418.1269;408.3094
419.97;408.3019
421.0875;408.3019
418.0406;408.3
420.6544;408.2981
420.315;408.2981
419.085;408.2981
418.1944;408.2963
420.1762;408.2944
420.7856;408.2944
418.0556;408.2925
420.7106;408.2906
421.8094;408.2906
419.9156;408.2888
420.1762;408.2869
421.425;408.285
419.7581;408.2831
420.0281;408.2831
420.6694;408.2813
419.5463;408.2813
420.3169;408.2794
419.9569;408.2775
419.3513;408.2775
420.7012;408.2756
419.8744;408.2756
420.5719;408.2737
417.3712;408.2719
420.4088;408.27
420.9169;408.27
420.6338;408.2681
420.7238;408.2662
422.4562;408.2662
420.0375;408.2644
420.945;408.2606
420.6994;408.2606
419.5875;408.2588
418.4438;408.2588
417.1744;408.2588
420.165;408.2569
418.9219;408.255
419.7731;408.2531
419.3625;408.2531
420.1575;408.2513
420.615;408.2456
420.7931;408.2437
417.5175;408.2419
420.1556;408.24
420.1106;408.24
417.9225;408.24
416.9981;408.24
419.7938;408.2381
420.6937;408.2363
420.7313;408.2362
416.9944;408.2362
420.5719;408.2344
420.3694;408.2344
421.4194;408.2306
419.7656;408.2288
420.3881;408.2287
420.855;408.2269
420.5625;408.2269
418.6144;408.2269
418.0219;408.2269
416.2219;408.225
420.66;408.225
420.0694;408.2213
417.675;408.2213
421.0687;408.2194
420.0488;408.2175
418.9181;408.21
420.1988;408.2081
416.1413;408.2062
420.2288;408.2062
421.395;408.2062
420.2381;408.2025
419.0625;408.2025
415.11;408.2006
418.0556;408.1988
420.0187;408.195
420.5756;408.1913
413.1619;408.1913
420.5006;408.1875
418.5469;408.1837
420.4575;408.1819
419.7169;408.1762
421.3875;408.1762
420.2363;408.1762
421.1738;408.1725
420.7687;408.1688
420.5119;408.1688
420.5794;408.1688
417.7275;408.1669
420.6638;408.165
420.585;408.165
418.3875;408.165
417.8006;408.165
416.1525;408.1631
419.3625;408.1631
421.0856;408.1631
415.0069;408.1613
418.3594;408.1613
419.6906;408.1594
422.6081;408.1594
414.9637;408.1575
420.0225;408.1575
418.3463;408.1575
418.0837;408.1575
419.9231;408.1556
419.2331;408.1556
418.1025;408.1556
421.4194;408.1537
418.8975;408.1537
417.9656;408.1519
420.9844;408.15
420.615;408.1481
420.4256;408.1481
412.7437;408.1481
422.4206;408.1463
420.3281;408.1462
420.6169;408.1462
418.6481;408.1462
421.0631;408.1444
420.1837;408.1444
420.1894;408.1444
418.38;408.1444
420.5625;408.1425
420.4238;408.1406
418.4025;408.1406
420.8962;408.1388
418.9444;408.1387
419.5463;408.135
416.9906;408.1331
420.21;408.1313
418.05;408.1294
414.915;408.1275
419.5481;408.1237
421.4494;408.1219
419.6906;408.1219
418.02;408.12
420.1313;408.1181
418.3706;408.1181
416.175;408.1162
420.1894;408.1106
421.1944;408.1069
416.1581;408.105
420.4556;408.105
420.3694;408.105
420.3825;408.105
420.4669;408.0994
419.9381;408.0975
420.5119;408.0956
419.76;408.0956
420.0862;408.0919
420.165;408.0919
418.0594;408.0919
417.0563;408.0919
420.3375;408.0881
418.185;408.0881
419.3419;408.0862
419.25;408.0844
420.405;408.0825
420.6563;408.0806
420.2419;408.0806
413.1113;408.0806
420.8719;408.0788
419.6738;408.0788
420.3337;408.0787
420.7931;408.075
417.0975;408.0731
419.775;408.0694
418.9069;408.0694
423.0638;408.0638
421.245;408.06
420.9488;408.06
418.2244;408.06
420.2588;408.0581
420.3619;408.0562
420.4856;408.0525
420.7219;408.0506
420.3094;408.0506
420.2006;408.045
420.4912;408.0431
419.7188;408.0413
420.8475;408.0413
420.4069;408.0394
420.165;408.0356
418.395;408.0338
417.5625;408.0338
418.0219;408.0262
418.0819;408.0262
420.5119;408.0225
420.2906;408.0187
418.32;408.0187
414.915;408.015
420.615;408.0131
420.0544;408.0094
412.8506;408.0094
420.5306;408.0075
420.7144;408.0056
420.8138;408.0019
421.0069;408.0019
420.6787;408.0019
418.2431;408
420.5812;407.9981
420.6338;407.9944
420.4313;407.9944
420.4031;407.9944
420.3018;407.9944
416.2069;407.9906
412.7081;407.9887
418.1869;407.9831
420.6619;407.9813
418.3875;407.9813
414.9188;407.9794
420.435;407.9775
420.63;407.9775
420.45;407.9738
419.6437;407.9719
421.2844;407.9719
417.9094;407.9719
418.3687;407.9681
414.9844;407.9662
420.6862;407.9644
419.5688;407.9644
418.425;407.9644
420.5831;407.9625
418.41;407.9625
420.5869;407.9606
414.9863;407.9588
420.9169;407.9587
420.0732;407.9587
418.3631;407.9587
420.1594;407.9569
420.5044;407.9569
414.975;407.955
420.0938;407.955
420.6694;407.9531
417.4819;407.9531
420.6694;407.9512
420.66;407.9475
420.6769;407.9438
420.1143;407.9419
420.7762;407.9381
415.0031;407.9344
419.7487;407.9344
422.805;407.9344
419.7919;407.9325
420.6413;407.925
419.4994;407.925
418.395;407.9231
420.6937;407.9213
419.0831;407.9194
412.9612;407.9194
420.2906;407.9175
420.6131;407.9175
420.7125;407.9138
420.7856;407.9138
416.1413;407.9119
414.9469;407.9119
419.4244;407.9119
420.2531;407.91
416.2819;407.9081
420.1969;407.9081
420.5831;407.9063
418.4119;407.9006
419.94;407.8987
419.9644;407.8987
419.835;407.8987
416.1244;407.8969
420.2306;407.8969
418.2319;407.8969
414.9956;407.895
418.1363;407.895
420.7181;407.8894
421.0406;407.8875
418.8975;407.8875
420.5063;407.8856
418.9237;407.8838
419.8031;407.8819
420.465;407.8763
420.1031;407.8744
420.6319;407.8744
419.7769;407.8706
421.035;407.8687
420.6844;407.8669
420.4763;407.8669
417.3281;407.865
419.955;407.8631
420.2888;407.8631
419.775;407.8612
414.9431;407.8594
416.9625;407.8538
420.6712;407.85
421.0163;407.8481
421.0444;407.8444
412.53;407.8387
420.7162;407.8369
420.1312;407.8369
420.6506;407.8369
419.7919;407.8312
420.5963;407.8294
419.775;407.8294
420.8662;407.8294
420.6;407.8238
420.0732;407.8238
420.2906;407.8181
420.8944;407.8163
420.6131;407.8144
420.2213;407.8125
419.4956;407.8125
420.9544;407.805
420.3262;407.8031
414.9731;407.7994
416.3438;407.7975
420.6319;407.7975
420.3844;407.7956
419.8631;407.7938
414.9862;407.7881
419.7919;407.7863
419.8069;407.7863
418.875;407.7844
419.9719;407.7825
421.0125;407.7787
417.4388;407.7769
420.0769;407.775
412.6256;407.7731
420.345;407.7694
420.7144;407.7675
419.9962;407.7638
421.0425;407.76
419.0625;407.76
420.7875;407.7581
421.2244;407.7581
420.9975;407.7563
421.2337;407.7563
419.8312;407.7525
420.7481;407.7525
420.4444;407.7525
419.7844;407.7506
417.4537;407.7469
421.3519;407.7412
414.4519;407.7375
420.2156;407.7356
418.3688;407.7356
418.0931;407.73
420.2962;407.7281
420.4575;407.7244
419.2613;407.7206
420.57;407.7188
420.5738;407.715
421.1344;407.715
418.8188;407.715
418.9219;407.715
420.6919;407.7131
420.4369;407.7094
418.0688;407.7094
420.9394;407.7038
420.5531;407.7037
417.0619;407.7037
421.2975;407.7
420.405;407.7
416.9756;407.7
417.8044;407.6963
420.7031;407.6925
419.0719;407.6906
417.8906;407.6869
414.975;407.685
420.7238;407.6831
422.4244;407.6831
420.405;407.6756
420.6675;407.6756
417.5381;407.6756
419.7938;407.6738
420.7669;407.6738
420.51;407.67
420.2569;407.6606
420.4763;407.6606
422.43;407.6588
418.7494;407.6588
420.6619;407.6569
421.0688;407.655
421.2375;407.655
420.075;407.6531
420.6787;407.6512
419.4919;407.6512
421.0425;407.6494
419.4488;407.6437
418.3387;407.6419
420.2906;407.64
420.5831;407.64
419.4581;407.64
416.2969;407.6306
420.1894;407.6306
421.0181;407.6306
419.8294;407.6288
420.0544;407.6269
421.9219;407.6212
420.36;407.6119
419.6437;407.6119
418.9088;407.6119
418.0031;407.6119
419.4713;407.61
421.1044;407.6081
420.615;407.6044
419.8387;407.6025
412.4044;407.6025
418.3087;407.6025
414.435;407.5988
417.2044;407.5988
419.9006;407.5969
420.6544;407.5969
419.0625;407.5819
419.8163;407.58
418.035;407.5763
420.7538;407.5762
420.225;407.5744
418.8581;407.5744
420.6056;407.5725
419.94;407.5706
420.5044;407.5706
421.0425;407.5706
418.1869;407.5706
421.0219;407.5688
419.7938;407.5669
422.0606;407.5669
418.935;407.5669
414.6375;407.565
420.3994;407.565
420.525;407.565
416.49;407.5631
420.0731;407.5631
420.24;407.5594
420.6169;407.5594
417.8794;407.5594
419.8031;407.5575
420.2737;407.5575
420.6638;407.55
420.27;407.55
420.5156;407.5481
421.0781;407.5462
416.4544;407.5444
420.5269;407.5425
418.3087;407.5406
420.4781;407.5388
419.7338;407.5388
412.2787;407.535
420.6356;407.5331
417.8906;407.5275
417.12;407.5275
420.5025;407.5237
418.1906;407.5237
417.4763;407.52
420.45;407.5181
419.6756;407.5125
419.4844;407.5106
420.9056;407.5106
422.3494;407.5013
420.1256;407.4956
418.1119;407.4937
415.0125;407.4881
419.1113;407.4881
418.26;407.4881
418.0163;407.4844
420.3375;407.475
421.0294;407.475
420.54;407.475
416.4094;407.4731
415.0181;407.4713
414.9994;407.4694
421.0612;407.4694
420.3356;407.4675
419.7787;407.4656
414.6488;407.46
420.9431;407.46
420.6038;407.4581
419.9138;407.4562
415.2394;407.4525
419.4431;407.4469
420.8269;407.4469
420.6712;407.4469
418.29;407.4469
417.8794;407.4431
420.7444;407.4413
420.3169;407.4394
417.4912;407.4356
419.7188;407.4337
418.1288;407.4281
420.5044;407.4225
412.1944;407.4225
420.6656;407.4188
420.2344;407.4169
417.2025;407.4169
419.4806;407.4113
419.6888;407.4094
420.66;407.4075
420.7125;407.4075
418.4531;407.4075
420.9863;407.4056
422.7938;407.4019
419.7975;407.4
420.7125;407.3962
420.63;407.3962
417.8812;407.3962
412.125;407.3944
420.8419;407.3925
419.8875;407.3906
420.3694;407.3906
417.5344;407.3906
418.8037;407.3888
421.0556;407.385
420.4781;407.3813
418.5019;407.3813
420.525;407.3775
417.8025;407.3775
420.7706;407.3756
420.2625;407.3719
422.9869;407.37
420.5438;407.3662
420.765;407.3644
420.3694;407.3625
414.915;407.3606
420.2625;407.3606
420.6113;407.3606
419.3756;407.3587
420.2981;407.3587
421.0631;407.3587
420.315;407.3569
414.75;407.3531
419.2575;407.3513
419.7975;407.3494
414.5044;407.3475
417.9094;407.3475
419.1768;407.3438
420.465;407.3438
417.615;407.3419
420.7387;407.34
419.9625;407.3381
420.2531;407.3381
420.2944;407.3381
418.1419;407.3344
414.4425;407.3325
420.6675;407.3306
411.7069;407.3306
420.825;407.3287
420.4031;407.3231
420.5625;407.3213
420.3206;407.3213
420.4594;407.3138
420.4519;407.3119
420.7369;407.3119
417.8269;407.31
416.625;407.3081
420.1369;407.3081
420.315;407.3081
420.2962;407.3062
419.2106;407.3062
419.1919;407.3044
420.7594;407.3044
421.0988;407.3044
420.4912;407.3006
414.4819;407.2969
420.2813;407.2969
411.8325;407.295
417.2794;407.295
420.0694;407.2913
420.2925;407.2913
414.4856;407.2894
420.9431;407.2894
420.3712;407.2894
417.2381;407.2894
414.45;407.2838
420.3563;407.2838
417.8981;407.2819
414.9656;407.28
420.7819;407.28
414.48;407.2781
420.2062;407.2725
414.5719;407.2706
419.28;407.2706
420.5344;407.2688
414.4631;407.2669
414.4837;407.265
420.3412;407.265
415.05;407.2613
414.8662;407.2613
414.4406;407.2613
417.825;407.2612
414.4538;407.2594
420.5775;407.2538
421.1175;407.25
418.7137;407.2444
414.9413;407.2406
420.0113;407.2387
420.5512;407.2387
420.6;407.2387
420.2531;407.2331
417.4631;407.2331
415.1081;407.2313
414.9994;407.2312
414.525;407.2312
419.7938;407.2275
416.6437;407.2219
419.8538;407.22
421.2806;407.22
417.8381;407.2181
414.4781;407.2125
419.9887;407.2125
419.9775;407.2125
420.5812;407.2106
421.0744;407.2087
417.5269;407.2087
419.7469;407.2069
416.5388;407.205
417.8119;407.205
420.3244;407.2013
418.1813;407.1994
417.8794;407.1994
419.8425;407.1938
421.0481;407.1938
419.0475;407.1919
417.8812;407.1919
416.7225;407.19
419.5313;407.1881
418.1156;407.1862
420.7313;407.1844
414.93;407.1825
417.3244;407.1825
414.5344;407.1806
417.9806;407.1806
415.2337;407.1769
420.1556;407.1769
417.8063;407.1769
416.5537;407.175
414.7256;407.175
420.2962;407.175
421.05;407.175
411.9937;407.1731
417.75;407.1731
419.925;407.1694
414.4594;407.1675
419.9813;407.1656
417.4631;407.1656
415.0013;407.1638
420.8513;407.1581
419.5575;407.1544
414.45;407.1525
419.1525;407.1525
414.8006;407.1506
417.4031;407.1506
414.585;407.1487
418.3238;407.1487
420.0038;407.1469
420.2213;407.1469
420.3244;407.1469
414.9694;407.1431
420.2062;407.1431
414.4219;407.1356
420.1706;407.1356
420.2025;407.1356
420.915;407.1356
420.6375;407.1338
417.8625;407.1319
420.4987;407.13
415.2056;407.1281
417.9769;407.1281
414.8063;407.1263
414.4556;407.1263
419.5669;407.1263
420.9506;407.1263
420.3262;407.1244
422.1544;407.1244
415.1025;407.1225
420.7894;407.1225
418.1456;407.1225
417.6919;407.1206
419.8875;407.115
420.1294;407.1131
420.615;407.1094
420.6413;407.1094
415.1719;407.1075
415.1906;407.1075
420.6075;407.1056
420.4406;407.1056
420.0413;407.1038
422.9719;407.1038
419.4525;407.1019
420.8831;407.1
420.15;407.0963
414.4294;407.0944
418.215;407.0944
414.5944;407.0906
420.375;407.0906
420.2813;407.0887
420.3788;407.0887
414.66;407.0869
414.4725;407.085
420.1894;407.085
420.7856;407.085
417.8494;407.085
420.495;407.0812
420.7838;407.0812
415.2806;407.0794
420.2681;407.0775
420.6844;407.0738
415.1869;407.0663
420.51;407.0663
420;407.0663
420.4706;407.0663
420.15;407.0644
419.8031;407.0644
420.4125;407.0625
419.6606;407.0625
421.065;407.0606
420.0019;407.0587
420.6881;407.0587
414.5812;407.055
420.3169;407.0531
417.825;407.0494
415.2037;407.0475
420.4931;407.0475
419.8931;407.0456
417.8906;407.0456
420.0469;407.0419
420.1856;407.04
419.175;407.04
420.2962;407.04
417.9488;407.04
417.8662;407.0381
420.1969;407.0363
419.7281;407.0363
419.6794;407.0344
420.4163;407.0344
420.0206;407.0287
420.4312;407.0287
420.8438;407.025
418.0462;407.025
415.0912;407.0212
420.7988;407.0175
414.4331;407.0156
420.885;407.0138
420.1894;407.0063
420.3206;407.0044
419.0156;407.0044
414.8044;406.9987
417.9806;406.9931
420.5794;406.9912
416.8256;406.9894
414.75;406.9894
415.1269;406.9894
422.1413;406.9894
420.7556;406.9894
418.1756;406.9894
417.9206;406.9894
420.5512;406.9875
420.5512;406.9875
419.8256;406.9875
417.615;406.9875
420.3731;406.9856
420.1875;406.9856
418.1813;406.9856
420.3881;406.9838
415.2319;406.9819
418.1194;406.9819
417.8756;406.98
417.8288;406.98
420.585;406.9744
420.8288;406.9688
422.8069;406.9688
417.7631;406.9688
420.9037;406.9669
418.0331;406.965
417.8175;406.9631
421.0781;406.9612
419.5144;406.9612
414.525;406.9594
420.6225;406.9594
416.8294;406.9556
420.2137;406.95
420.3356;406.9481
415.0631;406.9463
419.8987;406.9444
418.3181;406.9444
420.6169;406.9406
419.5219;406.9388
418.2863;406.9388
411.5512;406.9369
415.2;406.935
420.0244;406.935
417.8737;406.935
418.0406;406.9331
418.0013;406.9312
420.6937;406.9294
420.7744;406.9256
420.5756;406.9256
420.0281;406.9238
419.4431;406.9238
419.7994;406.9237
417.8175;406.9237
420.0244;406.9219
419.7337;406.9181
418.0706;406.9181
418.0631;406.9181
420.3262;406.9163
415.17;406.9125
414.5531;406.9125
420.3525;406.9106
420.2737;406.9106
420.5381;406.9088
420.2175;406.9069
420.3731;406.905
420.2438;406.905
419.5669;406.905
417.7387;406.905
418.2975;406.905
419.8819;406.9031
419.9531;406.9012
415.125;406.8994
415.1944;406.8975
420.5344;406.8975
420.8081;406.8956
418.5375;406.8956
420.0713;406.8937
416.865;406.8919
420.6075;406.8919
419.6644;406.8919
420.6263;406.8881
419.6212;406.8881
415.1944;406.8825
420.3469;406.8825
419.2481;406.8825
418.1156;406.8825
420.4481;406.8788
414.6394;406.8769
420.6281;406.8769
417.8513;406.8769
420.0675;406.875
420.3375;406.8712
418.3481;406.8712
420.0019;406.8656
415.0875;406.8619
420.3225;406.86
420.5306;406.8562
420.4256;406.8544
420.6206;406.8544
422.205;406.8544
419.8875;406.8525
420.06;406.8525
417.6712;406.8506
420.8588;406.8469
421.035;406.8469
420.1631;406.8412
415.125;406.8394
420.495;406.8394
418.0594;406.8394
418.1212;406.8394
414.6188;406.8356
415.0744;406.8356
415.2281;406.8356
420.1237;406.8356
414.8569;406.8337
418.9463;406.8319
415.1212;406.83
417.825;406.83
414.5306;406.8281
414.7125;406.8263
414.3506;406.8263
420.1894;406.8262
414.435;406.8225
419.6831;406.8225
418.9275;406.8225
415.2431;406.8206
421.05;406.8206
414.4744;406.8188
420.2588;406.8188
420.5494;406.8169
418.1381;406.8169
419.1506;406.8131
420.75;406.8131
414.9075;406.8112
415.1606;406.8112
415.1475;406.8094
419.235;406.8094
420.7762;406.8094
421.0013;406.8094
415.0088;406.8075
420.6263;406.8075
419.9887;406.8056
419.0062;406.8056
414.6487;406.8037
420.0638;406.8019
420.7031;406.8019
420.1781;406.8019
415.2469;406.8
420.1575;406.8
418.0594;406.8
417.9713;406.8
420.1875;406.7981
418.185;406.7962
411.3844;406.7925
420.6188;406.7906
417.885;406.7906
418.8769;406.7888
417.9169;406.7869
414.5625;406.7831
420.8625;406.7775
419.385;406.7775
414.5794;406.7737
421.0219;406.7719
420.4594;406.7663
420.7613;406.7662
410.9738;406.7662
420.06;406.7644
420.5775;406.7644
420.27;406.7606
420.2081;406.7588
420.9562;406.7569
421.0237;406.7569
418.1231;406.7569
414.4312;406.755
417.6188;406.755
415.02;406.7513
420.4031;406.7475
420.915;406.7475
420.8494;406.7456
417.1875;406.7456
420.57;406.7437
421.035;406.7437
420.3863;406.7419
420.6094;406.74
417.4612;406.7363
420.5963;406.7344
420.9544;406.7344
418.3556;406.7306
411.18;406.7269
417.9131;406.7269
417.075;406.725
417.9;406.725
421.3163;406.7231
420.0956;406.7213
420.5381;406.7213
417.6131;406.7194
416.6531;406.7175
414.7575;406.7175
414.5344;406.7119
414.39;406.7063
420.5625;406.7062
414.3375;406.7044
420.5887;406.7044
417.9469;406.7044
418.1437;406.7006
420.0656;406.6988
419.9231;406.6988
418.1456;406.6969
418.0912;406.6969
414.3881;406.6931
415.2844;406.6931
420.5194;406.6931
418.1381;406.6931
420.285;406.6913
418.8844;406.6913
419.625;406.6894
419.0137;406.6894
418.0875;406.6894
420.0619;406.6875
420.3281;406.6837
418.6762;406.6819
414.9938;406.68
420.6975;406.6725
420.1444;406.6725
420.6075;406.6725
420.1575;406.6688
414.525;406.6631
419.8725;406.6613
417.3694;406.6613
421.9856;406.6594
420.5831;406.6575
418.9744;406.6575
418.8581;406.6575
414.5381;406.6556
420.5719;406.6556
420.4594;406.6556
418.2656;406.6537
414.5119;406.6519
420.1519;406.6519
414.6844;406.65
420.585;406.6481
420.5344;406.6481
422.9287;406.6481
418.2487;406.6481
414.4125;406.6462
419.8294;406.6462
418.1963;406.6462
420.2569;406.6444
418.62;406.6444
414.3506;406.6425
414.315;406.6425
421.0125;406.6425
420.9244;406.6425
415.1794;406.6406
414.3844;406.6406
414.7856;406.6406
418.0781;406.6406
415.2281;406.6388
418.3219;406.6388
420.255;406.6387
418.1156;406.6369
417.9356;406.635
415.3163;406.6331
415.185;406.6331
420.345;406.6313
417.93;406.6294
414.8156;406.6275
419.8163;406.6275
417.3187;406.6256
420.2044;406.6237
420.3563;406.6219
418.8037;406.6181
414.0862;406.6125
417.87;406.6125
417.8962;406.6125
422.8181;406.6106
414.9488;406.6069
414.375;406.6069
414.5775;406.605
414.7387;406.605
416.8744;406.6031
414.3206;406.6013
420.0975;406.6013
417.9131;406.6013
419.61;406.5994
419.2144;406.5994
417.2081;406.5975
417.1162;406.5956
420.0881;406.5938
420.2363;406.5938
421.0781;406.59
418.2562;406.5862
419.8744;406.5844
420.4219;406.5844
418.275;406.5825
414.705;406.5806
420.4875;406.5806
421.2975;406.5806
417.9769;406.5806
419.8538;406.5788
420.4631;406.5769
420.9094;406.5769
418.7306;406.575
418.4625;406.5694
415.2;406.5656
415.05;406.5656
420.72;406.5656
418.3613;406.5638
418.2056;406.5638
417.9;406.5619
418.7081;406.56
420.5794;406.5562
414.9094;406.5544
420.0638;406.5544
420.3919;406.5544
417.6937;406.5525
420.4125;406.5488
417.5953;406.5488
419.0775;406.5469
421.0256;406.545
417.6394;406.545
414.1369;406.5431
420.6206;406.5413
414.6919;406.5394
419.3025;406.5375
420.6094;406.5375
410.8031;406.5356
420.4163;406.5338
414.9113;406.53
420.1125;406.53
417.15;406.5281
417.9413;406.5281
414.525;406.5262
418.2525;406.5262
420.5756;406.5244
414.7969;406.5206
414.9413;406.5187
414.72;406.5169
420.0244;406.5169
414.3244;406.515
420.915;406.515
420.6281;406.515
421.0031;406.515
419.235;406.515
417.6506;406.515
414.3881;406.5131
418.8412;406.5113
414.0919;406.5094
422.3906;406.5094
417.1181;406.5094
417.2531;406.5094
414.3225;406.5075
420.1875;406.5075
417.1387;406.5075
419.7131;406.5056
418.3444;406.5056
414.7087;406.5038
420.4556;406.5019
419.7487;406.5019
420.6131;406.5019
414.6506;406.4981
421.86;406.4981
420.9094;406.4981
420.4256;406.4962
419.8781;406.4962
415.0181;406.4925
420.3788;406.4925
417.8625;406.4925
418.1681;406.4925
420.6956;406.4887
414.7313;406.4869
420.4275;406.4869
420.6844;406.485
418.2619;406.485
414.5025;406.4813
414.7706;406.4775
420.6244;406.4775
417.6563;406.4775
418.2356;406.4775
416.7563;406.4756
420.6131;406.4756
417.5681;406.4756
414.09;406.4738
417.5906;406.4738
420.5869;406.4719
416.5444;406.47
420.7875;406.47
418.0669;406.47
416.865;406.4681
416.9906;406.4662
421.7044;406.4625
417.2213;406.4625
414.9037;406.4606
419.2669;406.4587
419.1356;406.4587
418.2375;406.4569
416.5088;406.455
420.4163;406.455
418.8619;406.4531
418.5938;406.4513
418.1625;406.4494
420.5869;406.4475
420.5344;406.4475
414.3;406.4456
419.5575;406.4456
420.6225;406.4456
416.8312;406.4438
420.6563;406.4438
420.4294;406.4419
420.4969;406.4419
416.4562;406.44
418.1606;406.4362
417.8025;406.4325
420.9394;406.4306
418.2094;406.4306
414.66;406.4287
410.6231;406.4287
414.5044;406.4269
415.1794;406.4269
421.005;406.4269
415.2919;406.425
414.4969;406.425
417.6938;406.425
417.6375;406.4231
414.7669;406.4213
420.0488;406.4194
420;406.4175
414.6619;406.4138
421.02;406.4119
415.2375;406.41
415.1325;406.41
420.15;406.41
420.3244;406.4081
420.5063;406.4081
417.4762;406.4081
414.1013;406.4044
418.1475;406.4044
414.4763;406.4025
415.0219;406.4006
414.1462;406.4006
418.1738;406.395
420.6694;406.3931
414.8287;406.3894
420.5494;406.3894
418.0669;406.3875
415.1531;406.3819
414.9825;406.38
421.005;406.38
415.3369;406.3781
418.1681;406.3781
414.6469;406.3744
420.1875;406.3725
410.4675;406.3725
417.6563;406.3725
418.1625;406.3706
420.15;406.3687
422.8687;406.3687
420.495;406.3613
419.8987;406.3594
419.1413;406.3575
420.1013;406.3538
415.35;406.35
415.1925;406.35
420.5438;406.3481
420.9019;406.3481
417.3694;406.3481
418.1944;406.3481
419.2256;406.3463
418.2637;406.3463
419.7375;406.3444
417.2775;406.3425
414.8962;406.3425
414.6731;406.3425
420.5306;406.3425
418.185;406.3425
414.1969;406.3406
414.8062;406.3406
420.8081;406.3406
419.9344;406.3387
419.6888;406.3387
414.7462;406.3369
415.2225;406.3369
418.0031;406.3369
419.7019;406.335
420.5269;406.335
417.3018;406.335
419.6794;406.3331
420.5569;406.3313
418.6181;406.3312
417.885;406.3312
415.2487;406.3275
417.9;406.3238
417.9281;406.3238
414.2062;406.3219
417.5137;406.3219
417.7275;406.3181
418.1738;406.3181
416.2969;406.3163
418.3331;406.3163
418.7381;406.3144
419.205;406.3144
418.1588;406.3144
415.2244;406.3125
414.8288;406.3125
415.0819;406.3106
417.8887;406.3106
421.5075;406.3088
420.8156;406.3069
418.4362;406.3069
415.0313;406.3031
419.7038;406.3031
417.1181;406.3031
414.2831;406.3013
420.4594;406.3012
414.5287;406.2956
415.1344;406.2956
420.2288;406.2956
419.2069;406.2956
418.4644;406.2956
421.0837;406.2938
420.1669;406.2938
420.4631;406.2919
415.1606;406.29
418.3631;406.29
417.5719;406.29
420.3919;406.2863
415.1363;406.2825
414.1143;406.2825
414.8269;406.2825
417.45;406.2825
417.1669;406.2806
419.8688;406.2806
414.8475;406.2787
420.6319;406.2787
420.5381;406.275
420.5363;406.2731
422.8238;406.2694
417.6422;406.2694
422.4281;406.2656
420.3769;406.2638
417.9131;406.2638
416.835;406.2619
414.7275;406.2619
414.7913;406.2619
420.6094;406.2619
417.4875;406.2619
414.9694;406.26
420.5719;406.26
420.09;406.2581
420.99;406.2581
420.51;406.2581
419.85;406.2563
420.8644;406.2544
420.6206;406.2544
418.1963;406.2544
419.7562;406.2506
414.5325;406.2487
415.2225;406.2469
414.3619;406.2469
414.2569;406.245
420.7931;406.245
420.7444;406.245
420.615;406.245
414.9019;406.2431
415.0687;406.2394
420.1819;406.2394
420.1275;406.2375
415.1212;406.2338
419.3138;406.2338
420.6731;406.2337
418.1569;406.2337
422.2856;406.2281
420.0881;406.2263
415.0725;406.2244
414.1125;406.2244
419.9831;406.2244
415.1644;406.2225
415.3613;406.2206
420.4856;406.2206
421.0931;406.2188
419.1619;406.2188
414.75;406.2169
420.15;406.2169
418.2056;406.2169
419.175;406.215
420.7762;406.2112
414.6581;406.2094
420.9056;406.2094
421.05;406.2075
422.775;406.2056
417.9244;406.2056
420.9262;406.2037
420.7238;406.2037
420.7875;406.2019
415.1756;406.2
420.1444;406.1963
420.1219;406.1963
418.215;406.1963
417.4219;406.1944
417.7875;406.1925
420.2962;406.1906
418.1925;406.1906
414.4313;406.1869
414.7687;406.1831
414.8625;406.1831
414.6225;406.1831
420.9056;406.1831
419.7844;406.1812
420.1162;406.1812
418.2844;406.1812
414.9;406.1794
420.9788;406.1794
420.8475;406.1775
417.975;406.1756
418.1794;406.1737
418.0931;406.17
414.5738;406.1663
420.3975;406.1644
415.275;406.1625
417.5625;406.1625
414.2325;406.1588
418.3312;406.1588
414.7162;406.1569
419.2125;406.155
414.8812;406.1531
420.7256;406.1531
418.5525;406.1531
418.5131;406.1531
414.1631;406.1494
415.0931;406.1475
419.9644;406.1475
418.2206;406.1475
418.3312;406.1456
410.1375;406.14
419.61;406.1362
415.275;406.1344
414.4519;406.1344
418.5281;406.1325
418.3144;406.1288
420.9225;406.1269
414.8362;406.125
415.2112;406.1231
419.7094;406.1231
420;406.1231
418.1494;406.1231
417.9394;406.1231
418.2188;406.1212
417.2381;406.1175
418.2169;406.1175
414.6469;406.1156
415.185;406.1137
421.0331;406.1137
417.3937;406.1137
420.6956;406.1119
414.1537;406.1081
418.0219;406.1081
418.1475;406.1081
414.2869;406.1025
417.75;406.1006
419.9925;406.0988
419.6738;406.0969
420.0619;406.0931
414.4088;406.0912
414.3056;406.0912
414.6169;406.0912
414.8306;406.0894
420.8344;406.0894
418.2375;406.0875
420.4781;406.0838
417.4163;406.0837
418.3125;406.0837
420.9975;406.0819
417.3225;406.0819
417.5906;406.08
421.1137;406.0762
415.2075;406.0744
421.1475;406.0744
420.4969;406.0744
414.6525;406.0725
417.975;406.0725
418.2244;406.0706
414.7781;406.0669
419.9344;406.0669
417.7838;406.0669
417.8475;406.065
418.3331;406.0594
414.5363;406.0519
