K5T2_1.PV;K0T104_2.PV
410.4619;287.6194
414.5062;287.6081
410.4206;287.6081
410.7206;287.6063
415.8506;287.6006
411.0206;287.5988
411.4219;287.595
415.8;287.5931
411.645;287.5931
415.2731;287.5912
411.5625;287.5894
410.4656;287.5838
415.4625;287.5819
412.1831;287.5819
415.4362;287.58
414.5587;287.5781
415.3144;287.5706
411.6038;287.5706
410.8331;287.5706
410.64;287.5706
411.4669;287.5688
414.5831;287.565
411.1162;287.5612
415.8694;287.5594
410.5969;287.5594
408.1894;287.5575
414.7856;287.5556
415.0781;287.5537
414.8063;287.55
414.6225;287.55
409.6988;287.535
415.3744;287.5219
415.4344;287.5163
409.7156;287.5125
415.8431;287.5106
412.1831;287.5013
415.4287;287.4919
415.4006;287.4881
411.5119;287.4825
415.6931;287.4731
408.8062;287.4694
411.7875;287.4675
415.2956;287.4656
415.4925;287.46
410.1619;287.4562
415.2506;287.4544
411.4069;287.4544
411.6431;287.4469
415.0069;287.4431
410.55;287.4394
411.0506;287.4375
410.3812;287.4356
415.1981;287.4319
409.7044;287.4319
409.3219;287.43
416.1638;287.4244
411.6056;287.4225
415.5656;287.4188
415.2881;287.4075
408.9394;287.4075
410.6719;287.4056
408.7912;287.3981
415.7794;287.3944
415.62;287.3925
411.0375;287.3869
415.4512;287.385
415.3312;287.3737
415.3781;287.3737
415.2863;287.37
414.7387;287.37
408.8831;287.3681
408.945;287.3644
409.7269;287.3644
411.6956;287.3475
415.2375;287.3456
410.8012;287.3456
414.45;287.3419
410.3138;287.34
410.2687;287.3381
412.0744;287.3362
411.0431;287.325
411.5719;287.3119
410.2744;287.31
415.8112;287.3006
415.0519;287.2988
409.68;287.295
410.3362;287.295
415.4381;287.2838
415.2581;287.2838
415.56;287.2819
415.4044;287.2762
411.75;287.2762
415.4869;287.2725
408.9956;287.2612
411.4012;287.2556
411.0131;287.2556
414.7744;287.2538
414.9113;287.25
414.8813;287.2425
410.6456;287.2425
409.1681;287.2369
410.235;287.2369
412.1888;287.2312
408.7256;287.2275
410.0063;287.2256
414.4519;287.2238
415.26;287.2238
414.9281;287.22
410.6419;287.2144
415.2694;287.2125
409.7662;287.2106
415.485;287.2087
409.1306;287.2087
416.1394;287.205
411.315;287.205
415.4981;287.2013
410.4131;287.2013
415.6219;287.1994
415.2656;287.1881
410.55;287.1862
410.64;287.1806
415.2656;287.1787
410.7656;287.1787
415.7888;287.1769
415.9125;287.1731
410.5556;287.1713
414.825;287.1694
410.3306;287.1694
411.2925;287.16
414.7144;287.1581
411.1519;287.1544
409.3369;287.1487
415.5375;287.1469
414.9281;287.145
415.0275;287.1431
411.8625;287.1431
415.7025;287.1375
415.3444;287.1356
411.5625;287.1338
410.9775;287.1319
411.6919;287.1187
415.4512;287.1169
409.0762;287.115
415.4344;287.1056
411.7687;287.0944
410.7975;287.0906
409.3669;287.0906
414.5044;287.0869
415.7213;287.0869
414.6038;287.085
415.2506;287.0831
410.985;287.0813
412.005;287.0812
409.0331;287.0756
415.2019;287.0737
415.2169;287.07
415.2337;287.0663
408.225;287.0663
410.2219;287.0644
409.545;287.0587
411.6094;287.055
415.1944;287.0531
409.7475;287.0512
410.4319;287.0475
414.6038;287.0456
409.4494;287.0456
410.7769;287.0438
414.7819;287.0363
409.395;287.0344
415.065;287.0287
409.1963;287.0287
415.4775;287.0269
415.8018;287.0269
414.2381;287.0231
409.9556;287.0194
410.85;287.0156
411.7144;287.0063
416.1413;286.9987
414.7031;286.9931
411.15;286.9931
414.675;286.9912
411.4313;286.9894
409.3012;286.9875
411.6187;286.9856
415.275;286.9838
414.9337;286.9819
410.8969;286.9819
415.7625;286.9781
410.7975;286.9744
415.6688;286.9725
411.1256;286.9725
411.6431;286.9669
414.9394;286.965
411.3825;286.965
410.0381;286.965
410.1375;286.9631
411.6731;286.9612
414.6506;286.9594
415.5094;286.9575
415.245;286.95
411.6338;286.9481
411.84;286.9463
409.2375;286.9425
414.7012;286.9388
414.5569;286.9388
409.5;286.9388
414.9431;286.9312
410.1731;286.9294
410.3719;286.9275
410.7375;286.9256
414.8719;286.9237
415.9706;286.9219
410.3494;286.9219
415.4006;286.9144
410.7938;286.9144
411.1875;286.9125
410.3569;286.9125
410.6982;286.9012
410.5518;286.8956
415.2469;286.89
411.57;286.8881
415.7025;286.8825
409.7175;286.8806
415.4925;286.8769
415.6631;286.8694
410.6888;286.8694
411.3694;286.8675
411.4781;286.8675
414.9937;286.8637
411.6994;286.8637
411.15;286.8619
412.0687;286.86
414.4444;286.8544
409.4981;286.8544
415.215;286.845
414.9694;286.8431
410.6569;286.8412
415.29;286.8375
414.2569;286.8356
410.7038;286.8356
415.1494;286.8319
411.8962;286.8319
409.7456;286.8225
409.2056;286.8206
415.1681;286.8169
411.63;286.8056
408.9469;286.8019
415.1719;286.8
408.2625;286.8
415.6125;286.7981
414.9637;286.7944
415.0462;286.7906
411.6281;286.7906
414.3788;286.7888
414.7856;286.785
410.625;286.7813
409.6087;286.7794
414.9075;286.7756
410.7563;286.7719
415.6762;286.77
415.0275;286.7662
415.6969;286.7644
410.1787;286.7625
415.3763;286.7606
414.4987;286.7588
414.7106;286.7569
414.5869;286.7531
415.6856;286.7513
415.7231;286.7494
414.6525;286.7475
415.485;286.7437
409.6556;286.7437
415.4194;286.74
415.6331;286.7381
411.7031;286.7381
415.0275;286.7344
415.6744;286.7344
415.1306;286.7306
415.725;286.7288
416.1656;286.7213
410.7863;286.7213
410.5819;286.7137
415.4438;286.7119
409.1738;286.71
414.3131;286.7062
410.5856;286.7062
415.5525;286.7044
414.6394;286.7025
415.5038;286.7006
415.6162;286.6988
415.3425;286.6969
410.385;286.6894
411.3731;286.6875
411.2962;286.6819
415.3688;286.6781
408.9356;286.6762
409.3444;286.6744
415.4813;286.6725
411.8269;286.6725
414.525;286.6631
415.0556;286.6594
415.2281;286.6594
409.6294;286.6594
415.5319;286.6537
414.6375;286.6537
414.5044;286.6462
410.7375;286.6313
411.7631;286.6275
415.4794;286.6237
408.2569;286.6237
411.5569;286.6219
410.7225;286.62
416.1056;286.6144
414.2869;286.6144
411.1669;286.6144
414.6525;286.6088
415.1756;286.6069
415.3631;286.6013
415.0275;286.5975
411.7125;286.5975
414.5981;286.5956
415.4719;286.5938
414.9431;286.59
414.5606;286.5881
414.51;286.5862
410.7375;286.5862
415.5806;286.5844
411.0806;286.5844
409.7156;286.5844
410.2125;286.5844
411.5438;286.5825
415.2263;286.5787
414.6225;286.575
410.2294;286.5731
414.3131;286.5656
415.305;286.5525
415.0406;286.5469
410.2125;286.5469
411.6581;286.53
414.4781;286.5263
411.4669;286.5262
410.1994;286.5244
415.0294;286.5169
415.2806;286.5094
415.0631;286.5038
415.3087;286.4981
408.345;286.4981
415.9125;286.4962
411.4725;286.4869
414.525;286.4775
410.4281;286.4719
415.4606;286.4662
415.665;286.4644
414.7238;286.4644
415.4494;286.4644
411.5944;286.4644
411.405;286.4644
415.6913;286.4569
416.1188;286.455
415.0294;286.4531
415.0294;286.4456
415.2769;286.4344
414.2681;286.4306
415.485;286.4269
415.5019;286.425
414.6225;286.4231
414.285;286.4231
411.7744;286.4213
411.1069;286.4175
411.7106;286.4119
414.27;286.4063
414.6656;286.4025
415.0931;286.4025
415.1363;286.3987
408.3375;286.3969
415.4831;286.395
411.6806;286.395
414.9713;286.3875
411.6713;286.3856
415.7475;286.3819
414.885;286.38
415.47;286.3781
411.9225;286.3763
408.9375;286.3744
412.0481;286.3706
409.14;286.3631
414.7575;286.3612
414.57;286.3612
411.6506;286.3594
414.8156;286.3538
409.1363;286.3444
415.9875;286.3294
414.2962;286.3256
414.525;286.3219
416.1375;286.3087
415.6069;286.3087
415.2975;286.3031
415.0313;286.2938
415.035;286.2938
410.6888;286.2937
415.3857;286.2881
415.65;286.2881
414.27;286.2881
415.0444;286.2863
414.5475;286.2863
414.9938;286.2806
414.6525;286.2769
415.4625;286.275
410.5706;286.275
415.3069;286.2694
415.215;286.2656
414.5062;286.2619
415.4006;286.2619
414.4613;286.2563
410.6288;286.2544
416.1712;286.2525
415.6556;286.2525
415.2806;286.2506
411.195;286.2506
414.9244;286.2487
415.0013;286.2487
411.4838;286.2487
415.1288;286.2469
414.705;286.2431
415.7231;286.2375
415.4981;286.2375
414.8887;286.2319
415.4006;286.2263
408.8906;286.2244
410.6456;286.2225
410.6063;286.2225
414.8062;286.2206
411.6131;286.2094
409.9875;286.2094
414.4463;286.2075
414.8681;286.2075
415.4625;286.2019
411.5025;286.2
414.9713;286.1888
415.3894;286.1869
415.0781;286.1794
414.4819;286.1794
414.7781;286.1794
415.3312;286.1775
415.6106;286.1738
415.2094;286.1681
414.9956;286.1644
415.4794;286.1625
410.6888;286.1625
415.185;286.1606
415.8656;286.1606
414.6769;286.1606
415.0219;286.1588
414.5831;286.1512
415.4625;286.1475
415.4175;286.1456
410.5575;286.1456
415.785;286.14
411.8812;286.14
414.7875;286.1344
415.0237;286.1325
414.3225;286.1325
411.3056;286.1269
411.69;286.1212
414.9375;286.1194
411.5569;286.1194
414.5456;286.1175
415.6856;286.1156
415.5563;286.1137
409.3894;286.1063
414.7875;286.1044
415.6725;286.1025
415.4138;286.1025
411.675;286.1006
409.4063;286.1006
415.14;286.0988
411.4781;286.0988
414.3394;286.0969
414.8944;286.0969
408.36;286.095
410.625;286.0912
412.0256;286.0894
414.7913;286.0856
415.6256;286.0763
414.7256;286.0762
408.8475;286.0725
411.6431;286.0688
415.0219;286.0594
414.7144;286.0594
410.5856;286.0556
414.7969;286.0537
408.3975;286.0537
409.9556;286.0537
414.8906;286.0519
415.3987;286.0425
414.4088;286.035
414.8531;286.035
414.3525;286.0294
414.9525;286.0275
414.9281;286.0106
411.66;286.0088
414.525;286.0069
410.5275;286.0069
415.3312;286.005
414.9656;286.005
415.2225;286.0013
414.3863;286.0013
414.6319;285.9937
415.0481;285.9937
415.3238;285.99
411.4106;285.9881
414.8438;285.9863
410.8481;285.9862
411.1125;285.9844
415.5488;285.9825
414.3037;285.9825
410.7881;285.9806
414.7031;285.9769
411.0844;285.9769
414.9225;285.9731
411.9788;285.9731
415.3312;285.9713
414.6919;285.9656
414.7425;285.9619
411.69;285.9581
411.3094;285.945
416.0925;285.9319
415.5994;285.9319
414.4875;285.9281
415.2337;285.9262
415.425;285.9244
411.7875;285.9206
414.7781;285.9188
414.9375;285.9131
415.7831;285.9094
415.1006;285.9056
411.6675;285.9037
415.1194;285.8981
415.4569;285.8944
410.5125;285.8944
411.0394;285.8925
415.6125;285.8813
409.3931;285.8813
415.4438;285.8737
414.6694;285.8737
415.0069;285.87
411.8962;285.8681
415.4381;285.8662
414.7575;285.8625
415.3312;285.8625
415.5375;285.8587
410.0269;285.8587
415.3012;285.8531
411.375;285.8531
410.7281;285.8494
410.8744;285.8494
411.3469;285.8419
415.44;285.8344
412.0294;285.8306
414.8232;285.8269
415.4625;285.825
411.5944;285.8231
411.585;285.8156
414.675;285.8119
415.3969;285.8119
415.4381;285.81
412.0163;285.8081
414.6731;285.8025
408.8662;285.8025
415.3763;285.795
415.1906;285.7931
411.3919;285.7913
415.0369;285.7894
415.2356;285.7744
411.6806;285.7725
415.6144;285.7706
415.2431;285.7594
415.2337;285.7538
415.1625;285.7519
415.2;285.75
415.1831;285.7462
415.2487;285.7444
415.6837;285.7406
410.5988;285.7387
414.8438;285.7313
415.2;285.7294
415.4813;285.7275
415.0912;285.7275
414.9769;285.7219
416.1937;285.72
414.885;285.72
410.5107;285.72
414.7219;285.7162
414.9225;285.7144
414.9488;285.7087
415.2975;285.705
411.7556;285.7031
410.7712;285.7013
411.7894;285.6994
408.6281;285.6938
408.5794;285.6938
414.7331;285.6919
414.7762;285.69
411.8044;285.6881
409.1063;285.6881
411.0919;285.6862
409.1306;285.6806
415.3519;285.675
408.8531;285.675
410.3869;285.675
415.9856;285.6731
411.7275;285.6731
411.2775;285.6713
415.0031;285.6694
408.4781;285.6675
410.7938;285.6656
410.325;285.6638
411.585;285.6619
408.8344;285.6563
410.9025;285.6487
415.0875;285.6469
411.5925;285.6469
411.9337;285.6431
415.1719;285.6356
414.8812;285.6338
414.6638;285.6319
408.8606;285.6319
415.125;285.6244
414.8156;285.6225
414.6638;285.6206
415.2;285.6187
411.6469;285.6187
415.0744;285.6113
414.9656;285.6038
415.6069;285.5906
410.6625;285.5906
415.5806;285.5887
408.4425;285.5887
415.4625;285.5869
415.1775;285.585
412.0031;285.585
414.7519;285.5813
415.8731;285.5812
408.84;285.5812
415.3556;285.5794
411.8625;285.5794
408.8456;285.5719
408.4463;285.5719
415.65;285.5663
415.2806;285.5663
411.6919;285.5663
408.4612;285.5663
410.9006;285.5663
414.9713;285.5625
415.2169;285.5587
415.1175;285.5512
415.545;285.5512
415.9612;285.5494
411.255;285.5494
409.3687;285.5475
415.9875;285.5438
415.0988;285.5438
415.5619;285.5438
410.5819;285.5419
415.3163;285.5325
410.3006;285.5325
410.6588;285.5306
414.7519;285.5287
410.4731;285.525
410.6212;285.5156
415.2656;285.5138
415.2562;285.5137
415.9875;285.5119
415.8544;285.5119
414.7575;285.5119
411.6056;285.5119
410.79;285.5119
408.825;285.5081
415.23;285.5063
411.6469;285.5025
415.0388;285.5006
411.7556;285.5006
410.6756;285.5006
414.9469;285.4969
411.6694;285.4969
408.4819;285.4875
410.4637;285.4875
415.0725;285.4856
410.4319;285.4856
415.6125;285.4838
408.8494;285.4819
408.7125;285.48
415.2487;285.4669
411.7594;285.465
410.6981;285.465
415.0875;285.4612
410.835;285.4575
415.6331;285.4556
415.14;285.4556
410.4863;285.4556
415.5187;285.45
411.6394;285.45
412.0256;285.4463
415.9838;285.4425
411.7069;285.4406
408.7406;285.4406
408.8044;285.4388
408.7931;285.4388
410.6512;285.435
414.7256;285.4256
415.1381;285.4256
411.8156;285.4238
415.7625;285.42
414.7275;285.42
408.6844;285.42
408.5906;285.4181
416.0081;285.4163
415.2169;285.4163
415.7813;285.4069
409.92;285.405
408.7687;285.4031
415.1344;285.3994
414.7687;285.3975
408.6844;285.3956
410.8125;285.3919
416.0625;285.3844
415.5413;285.3825
414.7162;285.3825
415.6631;285.3769
415.3688;285.375
411.6619;285.375
408.6244;285.3731
414.7594;285.3712
410.2519;285.3694
415.0575;285.3656
415.5169;285.36
408.6563;285.3581
408.6244;285.3563
415.8244;285.3544
412.035;285.3544
409.3688;285.345
414.7725;285.3431
410.8669;285.3431
411.9037;285.3356
408.7706;285.3263
410.7094;285.3263
415.4681;285.3225
415.0125;285.3188
411.5944;285.315
415.2038;285.3131
414.7406;285.3094
412.0575;285.3094
411.0713;285.3094
415.1006;285.3075
416.2762;285.3037
415.9069;285.2981
415.0219;285.2944
415.4587;285.2925
414.7069;285.2925
410.4188;285.2925
414.7125;285.2869
410.8481;285.2869
409.9275;285.2869
411.9056;285.2775
408.6787;285.2775
408.5137;285.2756
411.1988;285.2737
415.1794;285.2719
415.8844;285.2663
416.28;285.2644
416.3213;285.2625
415.5469;285.2569
415.8281;285.255
415.485;285.255
416.175;285.2513
412.0144;285.2513
415.0687;285.24
416.1094;285.2325
411.555;285.2213
411.9562;285.2213
411.9637;285.2175
411.3019;285.2175
411.93;285.2156
408.6731;285.2156
408.5775;285.2119
415.4569;285.21
411.5869;285.2025
416.3569;285.195
411.7425;285.1894
408.5025;285.1856
415.2806;285.1837
415.0519;285.1837
415.2506;285.1762
415.2919;285.1725
408.8119;285.1706
415.575;285.1688
410.0344;285.1688
415.9031;285.1556
414.825;285.1556
412.0219;285.1537
409.8994;285.1537
416.3775;285.1519
409.3688;285.1462
411.9975;285.1425
411.9469;285.1275
412.0781;285.1275
408.5062;285.1275
415.56;285.1219
411.9994;285.1162
411.2569;285.1144
415.6462;285.1125
415.6931;285.1125
414.6431;285.1125
411.9188;285.1125
414.915;285.1088
416.1225;285.1069
415.4625;285.0994
415.3556;285.0975
411.1444;285.0975
412.0631;285.0938
408.7012;285.09
410.7244;285.09
415.125;285.0844
411.2888;285.0825
410.3925;285.0825
414.7725;285.0787
416.0025;285.0769
411.4519;285.075
410.6044;285.075
414.6188;285.0731
415.4175;285.0694
415.7231;285.0694
415.3875;285.0694
410.5725;285.0694
414.9225;285.0656
410.55;285.0638
415.0894;285.0619
411.2531;285.0619
410.655;285.0581
410.8969;285.0506
416.1769;285.0488
410.805;285.0488
416.2781;285.0487
411.7519;285.0487
410.6081;285.0469
416.3906;285.045
411.6169;285.045
415.1663;285.0394
414.4781;285.0375
414.8737;285.0375
416.3381;285.0338
410.8894;285.0338
416.3156;285.0281
412.0331;285.0281
415.1756;285.0225
415.2863;285.0187
415.4775;285.015
415.8206;285.0113
415.2787;285.0113
411.135;285.0094
415.9781;285.0075
410.3438;285.0056
415.9519;284.9981
415.8825;284.9981
410.6494;284.9962
415.575;284.9925
416.3606;284.9925
411.3506;284.9925
411.1875;284.9925
408.4856;284.9906
414.7144;284.9887
416.2406;284.985
410.0325;284.985
416.4;284.9794
415.1025;284.9775
415.1681;284.9775
410.6175;284.9775
411.0225;284.9756
409.8994;284.9738
410.4994;284.9719
415.7419;284.9681
410.6231;284.9662
411.6881;284.9644
415.5281;284.9587
410.6119;284.9587
411.8344;284.9569
410.0944;284.955
408.7125;284.9513
410.5519;284.9475
411.6731;284.9438
416.325;284.9437
411.1125;284.9381
414.7838;284.9344
414.7387;284.9325
415.7794;284.9306
416.37;284.9306
411.1819;284.9306
411.2494;284.9287
415.7213;284.9269
414.9337;284.9213
415.3819;284.9156
412.035;284.9138
415.8056;284.9119
415.6219;284.9063
415.1756;284.9063
410.37;284.9063
411.0638;284.9025
415.8937;284.8987
414.6975;284.895
411.6188;284.8912
414.7294;284.8781
408.4875;284.8781
410.6512;284.8687
415.8712;284.8669
410.9981;284.8669
411.0731;284.865
410.5294;284.8613
411.7069;284.8612
411.7462;284.8575
409.125;284.8519
410.625;284.8519
411.2531;284.8481
415.7456;284.8463
415.7419;284.8444
416.3643;284.8425
411.7875;284.8369
415.6913;284.8256
415.2787;284.82
410.6888;284.82
415.7775;284.8163
411.6563;284.8144
415.7625;284.8106
415.7869;284.8031
415.1944;284.8012
408.4987;284.8012
415.8712;284.7994
411.7631;284.7994
411.3806;284.7975
410.4019;284.7975
410.6756;284.7881
410.7094;284.7881
411.3169;284.7863
415.8431;284.7825
415.1137;284.775
411.8643;284.7731
412.0781;284.7731
408.4688;284.7712
411.0206;284.7712
415.4719;284.7675
410.3119;284.7656
410.5706;284.7637
415.0612;284.76
409.8544;284.76
414.7481;284.7581
410.6475;284.7581
411.4012;284.7563
410.7956;284.7563
414.8213;284.7525
411.66;284.7525
410.3625;284.7487
414.7744;284.73
410.6288;284.73
409.3519;284.7281
415.8825;284.7244
415.5169;284.7225
410.5725;284.7206
414.7575;284.7188
414.7725;284.7112
410.6437;284.7112
411.7238;284.7094
409.9125;284.7075
415.9612;284.7056
411.8194;284.7056
411.3169;284.7056
415.2769;284.7037
411.2925;284.7037
415.8319;284.7
414.9619;284.6925
410.6156;284.6888
415.2412;284.6869
410.775;284.685
410.3044;284.6831
411.6169;284.67
408.4969;284.67
410.9906;284.6663
414.9113;284.6625
410.6194;284.6625
410.8875;284.6588
415.3238;284.655
411.78;284.655
410.82;284.655
414.6281;284.6494
411.3094;284.6475
411.615;284.6438
410.7712;284.6437
415.7588;284.64
411.3018;284.6362
415.8131;284.6325
415.875;284.625
409.2806;284.625
415.815;284.6194
410.6419;284.6175
415.515;284.6156
409.3275;284.6137
415.0894;284.6119
410.4;284.6044
415.8262;284.6006
410.3531;284.6006
410.6419;284.595
415.725;284.5931
415.485;284.5931
411.1125;284.5931
415.8206;284.5856
411.2081;284.5837
415.1175;284.5781
411.5831;284.5631
410.9531;284.5631
411.9375;284.5612
415.8656;284.5575
415.56;284.5575
415.1963;284.5537
411.0056;284.5537
410.7356;284.5519
415.9256;284.5481
415.8131;284.5462
410.5744;284.5313
415.695;284.5294
415.7756;284.5294
409.1475;284.5275
410.6569;284.5275
415.8;284.5256
410.8256;284.5237
411.6225;284.5162
410.8575;284.5162
415.7194;284.5144
415.7456;284.5125
415.9369;284.5031
415.8037;284.5013
410.7319;284.5013
415.9125;284.49
415.0406;284.49
414.7725;284.4881
411.7744;284.4881
415.7344;284.4862
415.53;284.4825
410.5537;284.4788
415.5656;284.475
414.7706;284.4731
415.1663;284.4731
408.555;284.4731
409.9744;284.4694
411.1744;284.4694
411.7275;284.4656
410.6588;284.4581
411.5025;284.4562
411.9619;284.4544
415.4738;284.4488
411.7856;284.4356
415.7756;284.43
410.8181;284.4281
408.6938;284.4244
415.8506;284.4206
415.725;284.4169
408.4744;284.4131
411.5831;284.4113
415.5019;284.4075
410.3006;284.4075
414.9188;284.3981
409.9893;284.3981
410.7188;284.3944
415.4475;284.3888
415.6744;284.3869
410.67;284.3869
414.6263;284.3813
411.1875;284.3813
411.6731;284.3794
408.5606;284.3794
410.6175;284.3775
411.3412;284.3719
415.7025;284.3681
414.6244;284.3681
415.845;284.3625
414.7894;284.3588
410.4788;284.3569
415.8806;284.3494
411.3881;284.3494
408.795;284.3456
411.12;284.3438
409.74;284.3438
415.7456;284.3381
415.92;284.3362
409.8281;284.3344
415.7606;284.3306
414.7462;284.3306
409.2881;284.3269
414.6806;284.325
408.5512;284.3213
415.7062;284.3175
410.4413;284.3175
408.7331;284.3119
410.9456;284.31
408.8063;284.3081
415.8825;284.3062
415.6988;284.3062
414.4969;284.3025
412.005;284.3025
410.5481;284.3006
415.6594;284.2987
410.6156;284.2969
410.3232;284.295
410.7375;284.2931
415.7062;284.2913
415.11;284.2875
415.8563;284.2838
415.8337;284.2819
411.9019;284.28
415.4606;284.2744
415.725;284.2669
411.8756;284.2538
415.9125;284.2519
411.1856;284.25
415.7531;284.2462
408.855;284.2462
415.6781;284.2444
415.9425;284.2444
411.1556;284.2444
409.9875;284.2406
410.55;284.2406
415.6856;284.2256
410.1563;284.2219
409.5638;284.2219
410.6137;284.22
415.9106;284.2144
414.765;284.2144
415.9144;284.2125
415.935;284.2106
415.8694;284.2106
409.9444;284.205
415.7625;284.2012
411.6206;284.1975
411.6975;284.1975
415.5844;284.1956
410.5444;284.19
408.5981;284.1881
415.6519;284.1862
408.7762;284.1825
415.6969;284.1806
411.4125;284.1769
408.6487;284.1713
410.2387;284.1713
414.8662;284.1675
411.5512;284.1656
408.6;284.1656
408.5512;284.1619
414.8194;284.1581
411.8044;284.1563
410.3456;284.1544
408.5569;284.1525
410.6137;284.1525
415.1419;284.1506
414.7725;284.1506
411.5587;284.1506
415.8169;284.1487
416.2162;284.1487
414.8812;284.1431
410.9044;284.1431
415.8375;284.1412
415.6031;284.1375
411.6375;284.1375
415.8844;284.13
408.8737;284.13
410.5369;284.1281
410.5969;284.1281
415.5094;284.1244
411.7144;284.1244
409.6894;284.1225
415.9331;284.1206
410.9231;284.1206
415.4906;284.1187
410.6194;284.1187
410.8575;284.115
414.9131;284.1113
411.84;284.1113
415.5094;284.1094
411.6731;284.1094
415.5281;284.1056
414.6338;284.1019
411.3394;284.1
415.7306;284.0944
410.625;284.0944
408.6056;284.0925
410.3887;284.0925
415.5;284.0812
411.1556;284.0794
415.9125;284.0775
415.2319;284.0775
411;284.0756
411.06;284.0738
414.6281;284.0719
414.615;284.07
415.5225;284.0644
414.8213;284.0644
411.6357;284.0644
411.1256;284.0625
411.8775;284.0587
410.595;284.0531
411.9562;284.0512
415.6725;284.0494
415.0069;284.0438
408.9262;284.04
409.2225;284.0344
411.7913;284.0325
410.8688;284.0306
414.7687;284.0287
408.9656;284.0212
411.8362;284.0194
411.1894;284.0138
409.9706;284.0119
410.4863;284.0044
409.1288;284.0006
410.9494;283.995
415.8694;283.9913
411.6637;283.9894
415.74;283.9875
410.1769;283.9875
415.5169;283.9856
408.6656;283.9781
414.9188;283.9763
409.0875;283.9763
411.3881;283.9725
415.4756;283.9706
415.3669;283.9688
414.63;283.9688
410.2031;283.9631
415.0031;283.9594
408.6281;283.9594
409.6331;283.9594
409.98;283.9575
410.0831;283.9575
408.99;283.9556
409.8281;283.9556
415.8187;283.9537
410.6063;283.9537
414.9656;283.9481
409.1738;283.9406
410.2838;283.9388
409.1475;283.9331
415.2938;283.9312
411.7687;283.9312
415.8225;283.9294
409.395;283.9256
411.8587;283.9219
411.9;283.9144
410.0006;283.9144
410.3456;283.9144
414.84;283.9106
409.2731;283.9069
415.65;283.905
414.9262;283.905
414.9375;283.9031
411.6656;283.9012
415.905;283.89
411.3337;283.89
411.8063;283.89
411.3769;283.8881
410.0719;283.8881
410.0044;283.8881
408.9656;283.8806
410.5706;283.8712
415.3369;283.8675
415.1137;283.8675
408.7275;283.8563
414.6113;283.8469
409.2188;283.8469
411.6544;283.8431
411.6394;283.8412
415.2769;283.8394
409.6931;283.8394
415.4831;283.8375
410.9437;283.8356
415.9031;283.8319
410.9944;283.8319
408.6563;283.8281
415.3125;283.8244
411.1856;283.8225
410.2594;283.8206
415.0688;283.8188
408.9544;283.815
410.0812;283.8131
409.5806;283.8112
415.4512;283.8094
415.515;283.8094
415.8937;283.8075
415.2994;283.8075
414.9094;283.8075
408.8381;283.8056
410.9063;283.8037
415.5375;283.8019
411.6694;283.8019
415.5563;283.8
411.2869;283.7925
410.8331;283.7906
414.9469;283.7888
409.9725;283.7831
410.2181;283.7831
415.3106;283.7813
408.6;283.7775
411.615;283.7737
408.6469;283.77
408.8588;283.77
415.6125;283.7681
408.7687;283.7681
411.4031;283.7606
410.175;283.7569
410.325;283.7531
411.9544;283.7513
409.1794;283.7513
411.7781;283.7494
411.6506;283.7475
409.0275;283.7475
411.0094;283.7475
411.6019;283.7437
415.5187;283.74
410.3231;283.7363
410.3756;283.7363
415.3857;283.7344
408.6375;283.7325
415.05;283.7306
414.9;283.7306
410.2988;283.7306
415.5225;283.7288
409.1475;283.7288
415.3594;283.7269
415.5881;283.7269
415.5;283.7269
415.2619;283.7231
415.5319;283.7213
409.0594;283.7213
410.2987;283.7194
416.0587;283.7175
414.6675;283.7062
414.9206;283.7044
411.9356;283.7044
408.6544;283.7044
410.5875;283.6987
411.6487;283.6969
410.76;283.6969
415.5544;283.695
410.0344;283.695
415.2694;283.6894
415.5731;283.6819
414.6731;283.68
410.5762;283.68
414.63;283.6781
415.5525;283.6763
414.9637;283.6706
409.7756;283.6669
414.9713;283.665
411.7031;283.665
410.6456;283.6594
410.1506;283.6556
415.2637;283.65
411.675;283.65
411.015;283.65
415.0856;283.6444
411.7669;283.6444
415.56;283.6425
411.93;283.6388
415.5169;283.635
411.2831;283.6294
414.9413;283.6275
408.7125;283.6275
410.2181;283.6256
410.2181;283.6237
410.6569;283.6237
414.6994;283.62
408.6375;283.6162
410.31;283.6106
411.9863;283.6088
410.1188;283.6069
409.5206;283.6031
410.325;283.5994
409.1869;283.5975
411.8475;283.5938
409.9912;283.5938
415.1944;283.59
411.8981;283.59
410.6419;283.59
415.5281;283.5881
411.9188;283.5844
410.9512;283.5844
415.5075;283.5825
415.4475;283.575
409.1475;283.5638
410.2762;283.5638
415.4981;283.5619
415.6744;283.5581
409.0331;283.5581
415.1588;283.5562
415.3238;283.5544
410.0194;283.5525
411.6694;283.5488
409.3331;283.5487
409.3275;283.5469
414.9619;283.545
414.6469;283.545
415.5956;283.5394
415.665;283.5394
414.6994;283.5338
411.6638;283.5338
409.0594;283.5338
415.275;283.5319
410.2894;283.53
409.1156;283.5281
410.2481;283.5244
415.1775;283.5187
410.175;283.5131
415.62;283.5094
415.2169;283.5
411.3731;283.5
410.2894;283.4981
408.5775;283.4944
410.4188;283.4925
415.0181;283.4869
415.6256;283.485
409.3275;283.485
409.305;283.4831
410.175;283.4794
409.4625;283.4794
411.8231;283.4738
411.615;283.4662
415.5525;283.4606
410.5444;283.4606
411.4369;283.4587
