K5PC5CH.OP;K5T5_2.PV;K5T18_1.PV;K5F3.PV
36.82474;688.2151;217.0883;2309.233
36.88432;688.338;217.0873;2316.713
34.50964;677.2963;217.0854;2183.828
36.37417;689.1307;217.0846;2319.404
36.09906;692.0182;217.0842;2314.128
36.84911;693.799;217.0833;2311.63
36.96807;684.9281;217.0819;2305.907
36.91052;689.7219;217.0762;2306.639
36.94641;690.6547;217.0729;2314.647
36.86318;688.9594;217.0715;2310.526
36.41844;691.2547;217.0694;2321.752
37.09172;688.837;217.0683;2311.353
37.03406;687.1453;217.0675;2307.02
36.5225;692.1042;217.0631;2313.619
36.99573;688.2375;217.0617;2308.177
34.48536;674.7974;217.0612;2193.296
34.63276;676.2458;217.0569;2201.707
36.80912;688.3474;217.0567;2308.474
36.29995;691.1854;217.0521;2312.842
34.60068;676.3162;217.0513;2191.499
35.94943;692.7734;217.0498;2324.607
36.74042;690.8167;217.0492;2319.212
36.87687;689.6406;217.0485;2309.089
36.9163;691.2338;217.0469;2313.939
37.01031;690.3052;217.0379;2313.984
34.53021;675.9677;217.035;2207.645
36.86438;688.9333;217.0233;2316.889
36.63932;689.2542;217.0227;2316.432
36.51375;690.701;217.0215;2314.878
36.92833;690.0281;217.0173;2314.144
37.14781;694.0818;217.0142;2356.289
36.97958;690.1354;217.0117;2310.778
36.96505;688.9693;217.01;2310.97
35.91354;688.8599;217.006;2328.841
35.9351;689.0802;217.0006;2322.298
36.80401;690.5135;216.9977;2315.605
36.86187;688.9031;216.9929;2311.707
34.61172;677.6448;216.9873;2199.317
36.92651;690.051;216.975;2314.101
36.71599;688.3021;216.9746;2307.18
36.13578;687.712;216.9735;2312.873
34.46125;675.9365;216.9715;2199.787
36.77682;688.1031;216.9704;2307.974
36.95677;689.6312;216.9631;2315.173
36.95411;690.9099;216.9613;2317.438
37.13219;690.8209;216.9588;2317.383
37.02636;687.4656;216.9548;2308.392
36.89823;690.1875;216.95;2317.153
33.09891;661.313;216.9492;2090.055
36.72547;690.712;216.9479;2318.127
36.92042;687.9963;216.9477;2315.685
36.93609;690.1797;216.9452;2305.674
36.91307;689.5568;216.9392;2318.17
36.87401;690.1979;216.9377;2315.657
34.55182;677.0557;216.9375;2198.911
36.95547;688.5417;216.9263;2309.184
36.77969;688.7313;216.9256;2313.316
37.04198;688.9385;216.9177;2307.777
36.83735;689.0812;216.9131;2312.501
36.77984;687.513;216.9127;2306.236
37.02505;690.2698;216.9104;2316.223
36.6912;690.7901;216.9104;2309.695
37.09667;691.7276;216.9081;2310.087
33.60594;674.0485;216.9071;2198.291
37.0351;692.4385;216.9015;2307.072
35.89463;689.2276;216.9012;2312.326
35.92865;689.9109;216.8985;2314.604
36.74588;690.4916;216.8983;2316.947
34.57156;679.3203;216.8979;2204.106
32.83297;663.8115;216.8931;2094.791
34.53349;677.3031;216.8908;2208.383
36.82641;686.5313;216.8892;2308.201
34.57797;679.3344;216.889;2206.566
32.17359;664.6604;216.8731;2082.978
37.19052;688.2365;216.8729;2302.256
35.88885;699.3578;216.8667;2388.386
36.95516;688.8448;216.866;2308.622
36.84891;691.2156;216.8569;2318.607
35.91068;689.2021;216.8558;2323.807
36.94969;688.2891;216.8542;2310.655
36.0476;689.2969;216.8537;2314.369
36.75281;690.201;216.8485;2308.979
34.58432;678.9708;216.8458;2207.661
36.67739;689.3339;216.8456;2315.389
36.77344;689.5667;216.8446;2315.171
33.0126;665.5844;216.8435;2089.984
34.53474;676.701;216.8404;2213.953
36.98833;686.9484;216.84;2316.511
35.96714;690.6984;216.8138;2320.284
36.90953;689.0536;216.8121;2315.889
35.97417;689.8265;216.8046;2318.63
36.89714;688.837;216.8013;2314.807
36.90089;691.9266;216.8008;2309.204
35.02401;687.8557;216.7948;2273.102
36.81859;688.4437;216.79;2309.436
36.97505;691;216.7865;2316.456
36.84365;687.0479;216.7787;2307.326
34.31709;676.0021;216.7685;2200.171
36.73677;688.7651;216.7496;2313.844
36.96614;687.8354;216.7471;2315.868
34.45026;676.1969;216.7431;2204.352
36.80917;691.0995;216.7379;2314.897
37.11917;691.1854;216.7375;2317.552
36.93427;691.6255;216.7312;2308.581
36.95422;689.9818;216.7281;2307.901
36.83714;690.312;216.725;2317.65
35.04026;685.8182;216.7169;2274.246
37.03833;688.8771;216.71;2310.475
35.66016;690.0261;216.7067;2313.113
36.86547;688.6036;216.7048;2317.883
34.23438;695.7276;216.6996;2346.826
36.75797;690.4927;216.6987;2318.427
36.74047;701.6213;216.6835;2418.805
35.56026;689.6375;216.6785;2318.009
33.73797;674.6;216.6071;2203.506
32.13302;665.4172;216.6042;2095.153
35.53057;694.3041;216.5946;2391.12
36.51505;687.2635;216.5875;2302.345
36.00281;685.8135;216.5777;2306.542
33.04672;677.1776;216.5704;2202.061
36.53948;688.2151;216.5375;2299.835
36.51927;688.0547;216.5329;2302.368
32.68953;669.4266;216.5221;2118.135
36.33849;691.0505;216.5129;2302.329
34.87203;684.363;216.5046;2203.584
36.46583;685.9459;216.5019;2299.765
36.42068;689.299;216.4894;2305.406
34.56198;677.5094;216.489;2198.569
36.38401;687.1969;216.485;2305.229
36.38615;687.4417;216.484;2305.236
32.24281;665.5297;216.4831;2087.102
36.57005;690.451;216.4548;2302.707
36.35807;687.7521;216.4538;2305.729
36.28802;685.0062;216.4337;2303.241
36.53635;688.138;216.4185;2304.246
36.36552;685.6417;216.4181;2297.166
36.26854;686.7161;216.4163;2305.712
36.3961;687.2864;216.4131;2301.408
36.26203;686.6563;216.4017;2305.844
36.33641;685.2026;216.3944;2303.203
37.04365;691.7286;216.3871;2302.293
35.58818;687.8969;216.3727;2313.842
37.41917;692.6646;216.3648;2351.252
36.26219;688.5568;216.3648;2297.122
31.17599;665.8583;216.3623;2119.388
35.3313;689.1547;216.345;2312.917
36.74562;687.562;216.345;2301.637
36.24219;684.8391;216.3279;2297.293
36.45203;688.3792;216.3192;2305.519
36.36557;686.4547;216.2833;2303.079
36.43411;689.5224;216.2785;2307.713
36.24417;691.737;216.274;2308.142
33.63781;676.5724;216.2625;2200.483
31.32469;665.437;216.2623;2115.438
36.33547;693.2255;216.2588;2306.246
36.46239;686.0516;216.255;2300.605
36.34073;689.8401;216.2508;2300.246
36.52542;688.55;216.2498;2304.547
34.58401;679.7635;216.2408;2198.504
36.31287;688.1547;216.2258;2302.634
36.17344;686.2224;216.2225;2304.541
36.35245;690.1135;216.2023;2306.234
29.98302;655.387;216.2008;1932.791
31.32552;666.6922;216.1962;2113.952
36.28266;691.3292;216.1756;2306.939
36.44552;685.9073;216.1742;2297.469
36.43636;687.3839;216.1598;2305.107
34.4151;698.0292;216.1546;2348.931
36.37573;691.3641;216.1508;2298.097
34.63526;689.7115;216.1442;2312.651
36.71552;691.8495;216.1433;2309.305
36.44641;686.5479;216.1344;2300.013
36.43063;688.7172;216.1296;2302.484
36.38927;686.9135;216.1275;2298.292
34.11864;672.2797;216.1254;2205.9
34.69344;694.1599;216.1115;2313.06
36.04469;687.3318;216.0944;2296.473
36.35818;686.0276;216.0904;2306.926
36.32677;688.2167;216.0867;2297.871
34.51073;687.9562;216.085;2308.474
35.39042;689.2015;216.0835;2302.942
36.53875;686.213;216.0829;2304.176
35.32531;689.4995;216.071;2309.901
34.74052;693.1844;216.0687;2307.814
37.01208;706.626;216.066;2427.047
34.85646;691.7037;216.064;2312.612
36.32948;689.5568;216.055;2304.906
34.9963;681.2271;216.0383;2224.312
36.63224;690.2125;216.0287;2302.46
36.44245;690.1464;216.0258;2297.514
32.66151;668.0604;216.0188;2125.865
31.77656;664.0932;216.0046;2093.776
34.46401;692.5333;215.9929;2307.724
32.1913;662.1219;215.9925;2084.557
36.25359;690.0974;215.9921;2297.648
33.67557;675.899;215.9875;2198.885
33.74729;674.2328;215.9808;2202.634
36.43271;691.0641;215.9769;2303.621
34.35839;682.7266;215.9758;2224.968
31.48589;667.4484;215.9727;2127.183
34.5499;687.6464;215.9719;2309.283
36.63057;687.55;215.9602;2305.393
34.71026;693.637;215.9583;2312.934
36.24677;690.5656;215.955;2303.549
36.28989;689.275;215.9444;2296.761
36.38417;689.0448;215.9438;2300.209
34.61729;690.4703;215.9304;2311.583
34.60266;693.0271;215.9263;2305.997
31.71953;656.0255;215.9233;1986.608
36.45016;689.5802;215.9192;2304.231
34.77615;691.399;215.8483;2311.471
34.545;692.0156;215.8433;2312.297
37.69344;686.9974;215.8398;2310.92
34.69865;693.3026;215.8315;2313.242
34.39474;692.1677;215.8277;2312.611
33.71729;678.2531;215.8177;2204.921
34.37011;690.9636;215.8169;2310.605
34.43375;689.9901;215.8163;2316.299
34.76005;691.3312;215.8144;2314.421
34.37406;689.4703;215.8142;2316.93
32.76047;672.9771;215.8142;2173.255
35.28896;689.2693;215.7975;2311.097
36.60088;690.2781;215.7942;2301.692
34.53313;690.3635;215.7821;2314.226
34.68187;689.2911;215.7808;2305.395
34.39021;690.4875;215.7779;2313.073
34.47755;691.0411;215.7688;2317.162
35.86802;690.9099;215.7658;2328.351
31.34646;665.1266;215.754;2109.498
33.73745;675.0573;215.7465;2201.344
34.42135;691.212;215.7185;2310.08
34.7476;691.7432;215.7167;2314.296
35.94406;694.6833;215.7058;2335.182
33.64646;677.0047;215.6867;2203.419
34.47599;688.7484;215.6771;2312.86
34.59432;688.9604;215.676;2311.737
33.75156;674.9479;215.6712;2201.261
33.86193;675.251;215.6667;2199.788
32.66068;664.0463;215.6592;2115.686
34.50109;686.7943;215.6556;2304.678
34.51495;690.5073;215.6298;2318.881
34.5075;689.8193;215.6298;2314.268
34.55265;689.3896;215.6294;2311.967
35.67062;690.6547;215.624;2336.096
32.29995;661.1271;215.6156;2085.973
34.36448;688.2906;215.6121;2314.178
35.06896;685.8198;215.6058;2289.819
35.95625;692.6604;215.605;2334.971
34.50146;689.0026;215.6048;2308.834
33.49599;682.5656;215.594;2219.316
36.60568;689.587;215.574;2302.76
31.43792;669.8349;215.5688;2154.095
33.54615;695.412;215.5575;2346.786
34.48896;686.7833;215.5558;2315.769
34.70594;688.1943;215.5477;2302.555
34.52792;689.1094;215.536;2306.547
32.225;663.7958;215.5077;2085.716
35.81187;689.0266;215.5075;2332.554
35.81865;697.6563;215.5071;2406.986
34.43891;697.4916;215.5027;2350.208
33.33287;695.8172;215.4854;2337.375
34.44224;688.5677;215.4748;2310.111
34.80787;691.2776;215.4689;2310.852
35.9849;693.0323;215.415;2327.937
33.47417;698.8057;215.394;2346.165
32.56886;665.6891;215.3879;2122.265
36.25229;688.4235;215.3823;2320.158
33.13021;693.9063;215.3771;2339.853
34.54333;690.7239;215.3694;2312.592
34.56328;686.9521;215.3673;2314.545
35.36807;688.3656;215.3583;2331.611
34.56802;689.2073;215.3562;2313.318
34.56854;688.3422;215.3508;2309.834
34.83104;693.3818;215.336;2312.481
31.90688;666.0286;215.3319;2094.144
37.43396;685.9703;215.3025;2300.66
34.67094;690.4505;215.2994;2310.091
32.19062;663.0901;215.2696;2095.793
33.41885;695.2864;215.2554;2343.886
36.03635;695.6328;215.2437;2364.445
35.87099;686.4688;215.2435;2297.229
35.8126;686.4099;215.2331;2309.473
32.63724;666.2234;215.2173;2104.674
32.91161;670.7542;215.1929;2124.698
34.69609;683.3255;215.1913;2273.929
36.58724;686.5541;215.1892;2299.637
31.9225;671.6927;215.1835;2156.335
33.31089;697.8406;215.181;2354.521
32.59099;680.451;215.1298;2199.994
31.37781;664.3661;215.1202;2097.829
32.16823;663.9589;215.08;2103.23
36.13927;684.0505;215.0773;2275.088
33.49104;681.8209;215.075;2223.479
33.56193;688.3307;215.0406;2287.031
33.63427;697.6511;215.0375;2346.375
32.77182;660.5062;215.0329;2081.922
32.5924;662.7161;215.029;2091.684
33.4587;680.2182;215.0119;2216.629
33.44896;682.5823;215.0025;2216.396
32.63219;660.1573;214.996;2083.308
34.19521;699.3901;214.9856;2345.696
32.23349;658.7161;214.9615;2105.696
35.94531;689.8177;214.9377;2354.175
34.5262;689.3901;214.9348;2310.203
32.10703;663.7161;214.9246;2098.976
35.91365;686.8302;214.9221;2300.32
32.21156;661.1213;214.9202;2099.769
33.62234;695.3432;214.9173;2354.035
32.53688;661.937;214.9135;2079.747
32.79089;662.3682;214.904;2082.458
32.19745;663.6875;214.8915;2098.565
31.77667;664.8979;214.8731;2107.008
33.2825;681.0084;214.8652;2217.425
33.35661;680.1151;214.8585;2247.757
33.32964;679.774;214.8577;2223.339
33.39844;679.7948;214.8079;2208.513
33.9124;683.1891;214.7977;2233.02
35.81156;680.5;214.7881;2270.127
33.87901;678.862;214.7817;2222.727
33.36323;682.9141;214.7702;2223.37
33.38849;682.3047;214.7692;2227.175
32.14037;662.2479;214.7671;2106.454
33.80276;681.8328;214.7637;2231.609
33.24198;677.1651;214.7565;2211.259
32.13604;660.8661;214.7563;2097.853
33.55479;685.7313;214.7558;2237.624
34.28693;683.6531;214.754;2278.807
33.32953;679.476;214.7514;2209.284
33.9026;680.4589;214.7502;2227.716
33.30307;678.3823;214.7392;2212.856
32.15927;662.1453;214.7379;2106.064
33.36276;682.0177;214.7331;2250.304
32.14568;662.024;214.7327;2102.481
33.40948;680.7156;214.7308;2233.609
33.85588;680.7005;214.73;2231.01
33.37948;680.7052;214.726;2235.465
27.51156;651.9005;214.7242;1925.228
31.83813;669.7542;214.7233;2158.096
33.02609;675.1802;214.7223;2203.969
33.05526;688.9208;214.7131;2270.234
33.33245;677.8396;214.7125;2249.532
33.85031;677.9667;214.7098;2229.369
33.36312;678.6703;214.7044;2250.271
33.44401;680.7755;214.7021;2253.243
33.24516;679.5943;214.6908;2219.161
33.97224;681.0568;214.6902;2223.067
33.33031;676.6359;214.6881;2231.813
34.62531;680.6599;214.6862;2252.224
33.35437;680.6953;214.6804;2226.348
33.35042;677.576;214.6773;2227.383
32.8826;666.6359;214.67;2127.026
33.27911;679.5162;214.6671;2210.417
33.33984;679.1245;214.6613;2253.346
33.29031;677.6859;214.6558;2217.387
31.30219;657.249;214.6492;2078.834
33.41864;682.05;214.6356;2216.968
33.93135;680.0776;214.6317;2222.904
34.04609;680.0865;214.6294;2226.814
33.25354;681.4745;214.6242;2229.64
33.27448;678.4531;214.624;2217.145
33.82896;680.7542;214.6183;2232.395
33.35568;680.1781;214.614;2222.282
33.90156;680.5901;214.6106;2230.68
33.425;681.6328;214.6077;2227.81
36.03734;684.8677;214.5938;2297.145
33.32583;679.7526;214.5931;2227.357
34.05979;679.4484;214.5873;2230.646
34.04807;680.7552;214.5865;2224.685
33.43187;681.6813;214.5802;2225.939
32.68568;671.126;214.5777;2135.793
33.3376;681.476;214.5752;2238.673
33.28078;679.4714;214.5725;2235.34
33.2914;680.0229;214.5719;2212.33
33.38849;680.3156;214.5638;2232.357
33.31667;681.788;214.5627;2234.772
33.38187;679.6078;214.5583;2227.415
32.36813;675.5224;214.5504;2130.342
33.27714;680.0719;214.5335;2226.648
33.33719;677.8797;214.5308;2227.012
33.99886;680.5474;214.5294;2226.841
32.27583;660.9776;214.5281;2065.136
33.82844;677.613;214.5223;2224.139
33.45485;677.8255;214.5202;2234.933
33.39302;677.4599;214.5169;2214.531
33.1937;683.338;214.5156;2229.384
33.46083;679.9338;214.5096;2232.278
33.77438;676.2099;214.5083;2230.505
33.37521;678.9698;214.5058;2221.812
33.23412;677.2687;214.5027;2227.61
31.83953;666.8834;214.5019;2104.932
33.91823;679.1766;214.5008;2223.713
33.27885;680.0323;214.5004;2234.743
33.49062;682.3135;214.5002;2222.149
33.28271;682.4172;214.4848;2238.038
30.74448;649.1302;214.474;1936.273
33.32646;677.8594;214.4627;2219.371
33.7137;685.0568;214.4625;2277.492
33.6699;689.5943;214.4617;2277.924
33.4239;680.8489;214.4579;2216.417
32.21412;664.3386;214.4527;2101.475
34.41927;686.3125;214.45;2308.422
33.36365;677.0411;214.4498;2233.668
33.31255;677.3771;214.4473;2234.038
33.15979;680.4875;214.4463;2212.042
33.19193;680.8588;214.4371;2212.531
33.2837;680.4636;214.4215;2216.479
33.02338;667.8745;214.414;2121.676
33.46224;681.9932;214.4123;2236.216
33.44552;678.3276;214.4054;2214.978
33.27365;680.1984;214.3973;2229.764
33.46083;680.7662;214.3842;2228.786
33.44115;676.6198;214.3831;2218.52
35.84891;693.2229;214.3823;2348.633
33.67213;686.6703;214.3498;2281.505
33.05583;662.8088;214.3448;2064.897
33.49021;680.2849;214.3446;2224.182
33.7312;689.1396;214.3392;2273.389
33.35875;679.0573;214.3392;2214.515
33.46339;682.5167;214.3338;2233.611
33.13453;674.5026;214.3298;2219.344
33.24375;680.7505;214.3267;2219.481
33.41224;680.1802;214.3242;2220.33
33.31823;678.9177;214.3227;2219.958
33.16219;676.2416;214.3192;2219.706
33.21786;679.8734;214.3152;2214.875
36.11354;677.788;214.3106;2227.473
33.25224;681.9802;214.3094;2237.772
32.19677;664.876;214.3054;2100.986
33.21016;678.639;214.3017;2214.502
33.88406;677.389;214.2967;2222.714
33.34292;680.4307;214.2954;2228.309
33.48677;677.8625;214.2937;2223.917
33.21641;680.9437;214.2852;2212.434
33.28365;678.8297;214.2838;2237.387
31.80969;672.0969;214.2558;2154.741
32.96177;664.7823;214.2542;2075.753
33.45813;679.5286;214.2496;2230.276
33.42672;681.6526;214.2425;2216.492
33.44047;685.0021;214.2398;2239.601
33.23235;676.2057;214.2385;2216.612
33.22354;676.3265;214.2358;2222.162
33.23422;679.1406;214.2333;2217.669
33.27297;680.2646;214.2329;2228.865
33.2212;660.361;214.2321;2059.209
33.18807;677.6583;214.2244;2213.744
34.19922;680.0359;214.2213;2236.691
33.1512;678.8651;214.219;2217.221
32.31724;671.1099;214.2183;2144.713
33.21594;678.8552;214.2135;2221.616
33.26162;681.1172;214.2127;2219.648
33.67703;684.1651;214.2108;2244.211
33.42286;675.8625;214.2108;2224.855
32.2775;664.0656;214.2067;2103.985
33.33281;678.3354;214.19;2216.806
32.2437;664.5109;214.1881;2099.562
33.21927;675.1437;214.1781;2228.786
33.49844;683.4417;214.1731;2251.617
31.33922;659.7635;214.1715;2065.616
31.32641;662.463;214.1712;2086.101
31.87927;664.299;214.169;2107.935
33.32594;689.8031;214.1665;2295.086
33.43469;682.6234;214.1569;2229.864
33.39552;678.801;214.1519;2220.904
33.29828;684.3078;214.1471;2235.468
32.19584;665.1953;214.134;2105.326
33.28234;678.6401;214.1333;2234.177
33.33057;679.6735;214.1323;2225.105
33.32042;678.4052;214.1244;2215.749
33.20937;683.8198;214.1012;2219.9
33.2763;676.9427;214.0994;2225.469
33.25109;680.3641;214.0946;2215.209
33.18833;680.8307;214.0923;2233.868
33.41406;680.7057;214.09;2216.5
33.35188;681.5625;214.0883;2229.776
33.28094;677.8276;214.0856;2222.347
33.31974;679.4359;214.0854;2219.747
34.78661;677.938;214.084;2212.103
33.25255;679.0005;214.0773;2229.744
33.38693;679.6625;214.0706;2229.017
33.34755;675.8953;214.0706;2217.911
34.7626;678.1901;214.0696;2208.298
35.83714;685.7885;214.0485;2297.811
31.15109;658.9682;214.0473;2084.109
33.38719;677.6802;214.0448;2216.329
31.92297;663.7234;214.039;2103.284
33.10958;679.9151;214.0304;2214.33
33.7537;679.2771;214.0258;2228.022
33.50828;679.4505;214.0223;2237.908
33.68245;676.1557;214.0165;2204
32.11599;663.8849;214.0133;2099.602
32.17271;664.7818;214.0071;2099.982
33.38984;676.9646;214.005;2223.97
33.48365;678.2985;213.9992;2225.184
32.14906;662.6531;213.9919;2099.753
33.41265;682.8984;213.985;2230.854
32.47068;669.9651;213.9825;2148.323
33.40901;678.4865;213.9765;2225.042
32.10578;663.4427;213.9758;2099.085
34.67693;691.737;213.974;2310.962
34.21667;679.9333;213.9688;2259.448
33.37833;676.4745;213.9642;2216.762
33.24229;680.0271;213.9548;2233.299
32.16151;665.5922;213.9502;2101.373
31.73224;663.162;213.9373;2112.095
32.2538;663.5948;213.9344;2093.466
32.02864;666.7823;213.9231;2097.795
33.26948;681.2495;213.9133;2232.651
33.5538;678.2734;213.9127;2210.662
32.04328;662.2026;213.9035;2099.796
32.08193;665.9146;213.9023;2101.701
32.90344;673.6927;213.9017;2181.727
33.54036;677.8995;213.9;2204.906
31.55969;662.5682;213.8998;2076.592
33.78172;678.1974;213.8887;2230.899
32.10297;662.8167;213.8858;2099.079
33.95734;681.3547;213.884;2224.985
31.4875;666.6417;213.8837;2142.969
31.8849;673.9177;213.8627;2161.088
31.47594;662.8745;213.8619;2085.303
31.67219;665.6979;213.8537;2141.501
32.94386;675.6344;213.834;2188.267
32.21437;665.1786;213.8277;2098.249
31.18432;660.5938;213.8265;2091.17
33.63349;678.5271;213.814;2210.5
34.52964;692.4734;213.8106;2319.364
32.17443;664.5422;213.7994;2099.414
32.80984;674.4792;213.7956;2188.207
32.8963;681.5797;213.7881;2219.328
32.06906;670.2318;213.7877;2126.157
33.51557;679.4708;213.7858;2210.532
32.06646;660.7328;213.7831;2099.677
32.07385;662.4906;213.7787;2108.146
33.54719;678.0651;213.776;2205.394
32.04755;666.4661;213.776;2109.952
32.35568;667.8859;213.7729;2156.582
31.52234;664.8677;213.7542;2123.386
32.08177;670.6672;213.7452;2142.57
33.07818;675.5052;213.7367;2199.149
32.13432;665.2188;213.7352;2104.943
31.82099;665.014;213.731;2110.899
31.94375;663.8036;213.7308;2113.302
32.08219;662.5427;213.7273;2103.689
33.08932;685.9422;213.7263;2285.142
36.02318;682.5187;213.7248;2287.752
32.4701;683.2083;213.7129;2229.08
33.66042;679.3526;213.7071;2207.373
32.08297;668.0016;213.6998;2125.712
31.91063;665.3776;213.6998;2107.16
33.58162;676.6813;213.6994;2210.922
32.15688;663.5438;213.6956;2103.55
34.78427;676.5677;213.691;2207.318
33.60156;677.3349;213.6837;2207.418
32.10682;671.8172;213.6817;2163.21
32.4863;666.3615;213.6417;2148.986
31.94208;666.1401;213.6321;2129.656
30.88958;669.1896;213.6294;2112.043
33.94089;675.2734;213.6087;2220.635
32.43338;681.1266;213.5981;2225.303
32.20547;665.8177;213.5981;2143.643
31.10016;660.8209;213.5929;2082.684
33.47323;677.5709;213.5885;2206.887
33.01188;678.0219;213.5727;2208.524
31.86662;672.9729;213.571;2154.447
32.08115;664.9177;213.57;2100.565
32.50135;671.2229;213.5665;2157.646
32.12172;664.5307;213.5658;2101.847
32.17266;666.4464;213.5617;2115.552
32.10969;664.6354;213.5608;2070.681
32.18318;663.4453;213.5525;2104.622
32.07583;664.4068;213.5517;2097.613
32.08745;665.7833;213.5385;2103.698
33.11937;676.462;213.5367;2174.412
32.07505;664.3411;213.534;2098.801
32.17281;663.6104;213.5304;2097.992
32.04766;667.6932;213.515;2102.738
32.03115;669.4833;213.5112;2122.552
32.0975;663.0995;213.5031;2100.152
32.18021;661.6818;213.494;2096.712
32.1601;664.6531;213.4733;2103.683
32.06771;668.7;213.4681;2106.655
32.69927;682.4177;213.4675;2231.628
31.98;659.7953;213.4675;2070.39
32.06875;667.4146;213.4646;2101.631
31.98688;662.2443;213.4471;2077.506
32.08583;665.0062;213.434;2103.419
32.1213;662.925;213.4308;2096.298
32.25734;665.3115;213.411;2096.918
31.45542;665.2807;213.4073;2102.055
32.51802;672.374;213.4063;2150.161
32.19031;665.1469;213.4063;2105.282
32.02979;662.7037;213.4058;2107.219
31.21901;661.0292;213.3954;2087.373
32.04515;663.0714;213.3942;2104.354
32.10333;661.8214;213.394;2099.489
33.94229;676.5485;213.3914;2206.854
32.14734;662.5172;213.3704;2098.994
31.57047;664.8937;213.3673;2074.067
34.79964;690.9068;213.3629;2316.066
32.00604;667.763;213.3554;2122.694
32.33729;672.2828;213.3508;2161.293
33.04885;680.2146;213.3456;2221.758
33.10661;679.7922;213.3438;2217.785
32.09667;662.5214;213.3427;2103.377
32.18536;677.0485;213.3375;2172.408
32.12;677.9583;213.3283;2201.026
32.30406;676.7037;213.3281;2191.86
32.05323;661.1443;213.3192;2068.086
32.42307;676.9682;213.3152;2257.817
31.92589;670.5641;213.3121;2159.698
31.2574;666.3526;213.3119;2109.911
31.21365;663.0104;213.3096;2108.16
31.98318;666.8287;213.2917;2116.74
32.0825;665.5979;213.2912;2114.552
31.22688;663.1807;213.2848;2092.535
31.37359;668.9083;213.2779;2140.956
33.11422;678.3287;213.2746;2221.241
33.16927;677.2589;213.2735;2221.683
33.06224;679.0333;213.2729;2216.973
32.00755;667.4906;213.2648;2124.805
32.15448;675.5958;213.2596;2190.637
31.36266;661.6271;213.2552;2097.806
32.10411;665.0495;213.2546;2101.952
31.65922;673.4224;213.2435;2151.912
31.47385;664.8427;213.2419;2096.216
32.28;665.6;213.2325;2100.223
31.18833;660.9031;213.2321;2078.78
32.08541;666.1802;213.2287;2108.744
31.4713;661.6651;213.225;2102.025
32.09234;662.1583;213.2242;2086.419
32.16552;659.9609;213.2227;2100.978
32.76443;684.0349;213.2223;2226.8
31.25849;664.6146;213.2206;2095.406
32.01995;667.6646;213.2181;2125.875
31.38338;667.6297;213.2146;2096.117
34.03198;678.5568;213.2031;2206.469
31.54338;674.8745;213.2027;2164.548
31.86708;671.2693;213.1985;2137.962
31.62953;673.4073;213.1965;2165.779
31.32688;662.8834;213.1956;2094.833
31.14932;660.7458;213.1898;2063.64
33.41297;679.0901;213.1896;2235.427
31.36687;670.3479;213.1888;2130.916
32.98333;672.3812;213.186;2166.344
31.67818;671.425;213.1854;2145.535
32.13979;663.5115;213.1812;2097.884
32.00495;665.4885;213.181;2129.568
33.03734;676.7615;213.1806;2216.705
31.3474;661.2849;213.1785;2098.086
32.12365;673.2948;213.1783;2154.573
33.18542;681.8057;213.1779;2223.644
31.39297;663.387;213.1777;2103.088
31.75797;667.6932;213.1758;2119.626
32.22609;667.4427;213.1704;2108.266
32.10078;672.2969;213.1685;2164.605
33.02651;677.675;213.1667;2223.861
32.16568;661.8578;213.1656;2097.29
31.32703;660.4141;213.165;2099.707
31.46214;661.3844;213.1646;2098.084
31.78141;666.6224;213.1631;2139.062
31.48479;661.4776;213.1625;2091.587
32.10031;669.8271;213.1613;2152.618
34.51115;678.4396;213.1604;2209.545
31.27672;663.4693;213.1602;2100.701
31.47802;664.0765;213.159;2095.768
32.53156;667.6208;213.1585;2099.037
32.04417;662.8672;213.1583;2108.501
30.99651;666.4313;213.1575;2092.102
31.62682;670.2156;213.1563;2145.412
32.66172;667.1984;213.1544;2113.181
32.09594;662.9708;213.1531;2105.995
32.06208;662.8917;213.1525;2098.171
31.24349;661.0609;213.1498;2128.353
32.0424;661.0135;213.1446;2103.066
32.07083;668.7693;213.1438;2146.184
33.16787;680.6536;213.141;2221.069
31.95167;668.0443;213.1406;2115.543
32.57167;667.138;213.1396;2105.923
31.50104;661.9573;213.1381;2101.421
31.80214;670.7026;213.1327;2133.243
33.09;679.3094;213.1321;2217.116
31.83891;664.9208;213.13;2110.898
31.5476;672.3943;213.1269;2159.58
31.35094;660.4151;213.1244;2090.763
32.00542;662.0948;213.1236;2087.521
31.38083;661.639;213.1235;2102.908
33.21583;680.0427;213.1227;2225.844
31.63115;665.5974;213.1198;2130.467
32.20984;676.3573;213.1196;2195.869
31.39036;663.4114;213.1121;2092.904
32.69698;667.0062;213.1069;2105.655
32.11068;666.7037;213.1065;2100.844
32.06542;666.6193;213.1008;2145.153
31.32349;661.9156;213.0983;2092.348
31.3849;660.6401;213.0967;2094.705
33.14177;678.5698;213.0942;2218.027
31.11682;662.9359;213.0935;2095.79
31.58156;670.0646;213.0923;2150.44
32.18302;671.7141;213.0912;2162.827
32.12547;670.5422;213.089;2153.715
32.58812;665.9838;213.0887;2104.068
32.00443;664.5448;213.0862;2121.081
31.28792;668.3713;213.0846;2119.062
35.9524;686.5719;213.0821;2300.371
32.07687;667.2687;213.081;2117.53
31.9875;665.4693;213.0804;2109.239
32.38083;662.5443;213.0802;2113.733
