K5PC5CH.OP;K5PC6CH.OP;K5T10_2.PV;K5T5_1.PV;K5T18_1.PV;K5T8_4.PV;K5T12.PV
28.46536;41.05781;94.43333;560.5203;207.6581;99.93011;151.1576
31.84531;44.16094;94.60583;571.3552;210.2265;99.92917;151.5329
35.9524;47.53448;95.36875;583.7286;213.0821;99.92646;152.2821
43.48151;54.6113;98.58302;598.3724;231.2525;99.92635;160.1284
32.04828;44.1812;94.59875;569.8865;210.3494;99.92073;151.5507
33.07974;44.9601;95.51511;575.0641;211.7042;99.92052;152.2357
33.1876;44.99557;95.54166;575.2172;211.5752;99.91885;152.3519
43.03859;54.4275;96.53448;598.7995;229.591;99.91719;157.7782
32.00651;44.18891;94.56573;570.363;210.309;99.91615;151.5324
39.5549;51.45906;96.40698;585.3948;224.2152;99.91479;155.7369
35.83714;47.61604;95.34052;583.9661;214.0485;99.91469;152.3285
29.1899;41.89849;93.6825;562.0391;206.3608;99.91396;149.7996
32.44604;45.0975;94.79833;573.4338;212.5023;99.91344;152.8247
37.01682;48.31932;93.77677;582.0031;217.3629;99.9124;154.1399
32.60318;45.13927;94.76979;574.1396;212.5623;99.91219;152.7747
36.78417;48.4663;94.81593;591.1063;218.8925;99.91198;154.7956
42.2838;53.62208;97.8325;596.9979;229.2944;99.91125;159.1674
29.11318;41.87068;93.7177;564.0135;205.9802;99.91084;149.8059
40.83167;52.29187;97.35438;588.863;227.3298;99.9101;158.5874
29.09427;41.88792;93.68906;562.7864;206.0083;99.90896;149.7258
32.05917;44.18354;94.51135;572.4984;210.34;99.90469;151.4868
28.32932;41.06281;94.3576;561.0604;207.706;99.90458;151.1095
31.88833;44.20687;94.46573;574.0406;210.39;99.90448;151.4478
29.14313;41.89693;93.63406;561.9547;206.3169;99.90312;149.7689
29.11818;41.9012;93.65781;562.5401;206.4004;99.90208;149.9917
32.47484;45.1162;94.80614;574.7239;212.6746;99.90198;152.8201
29.21406;41.90677;93.68208;560.6589;206.4325;99.90052;149.8529
32.95271;44.98729;95.41937;575.8354;211.6506;99.89833;152.0858
31.85312;44.20458;94.43479;572.2802;210.4117;99.89729;151.4665
29.25646;41.89823;93.60219;562.7443;206.1344;99.89687;149.727
31.96875;44.21286;94.56281;572.4125;210.8131;99.89604;151.6175
36.8549;48.32193;93.90813;582.0214;217.5608;99.89542;154.1016
33.03688;44.93927;95.48073;572.3047;211.4794;99.89542;152.0369
31.94521;44.17578;94.50459;569.9979;210.3623;99.89188;151.7472
29.17167;41.9212;93.6573;563.8141;206.4579;99.89166;149.9708
29.23568;41.89479;93.67875;564.0406;206.4092;99.89125;150.0658
29.18516;41.90125;93.68135;563.8469;206.5819;99.89125;150.0036
39.48182;51.41021;96.42729;586.3604;223.8963;99.89114;155.5743
29.22807;41.89057;93.67937;562.4838;206.105;99.89094;149.9778
31.8276;44.18922;94.73271;570.2099;210.2642;99.89073;151.7125
31.82057;44.20557;94.43979;571.6735;210.1369;99.89011;151.6425
33.13604;44.9875;95.46313;571.1953;211.1669;99.88906;151.9623
31.72203;44.18193;94.65531;573.5771;210.8721;99.88896;151.682
40.88417;52.2637;97.23042;592.5526;227.3875;99.88875;158.6138
29.11464;41.88443;93.63917;564.1833;206.2952;99.8876;150.018
32.04385;44.21437;94.65542;571.2411;210.1858;99.88657;151.5966
32.0136;44.19307;94.47719;570.3917;210.5471;99.88594;151.666
31.94839;44.21292;94.73292;572.4963;210.4727;99.88531;151.7084
32.74396;45.17531;94.72677;575.4104;212.6635;99.88416;152.7808
29.22531;41.91375;93.66406;562.5359;206.4275;99.88406;150.0291
31.50828;44.22068;94.49687;572.7021;210.5548;99.88281;151.6189
43.5513;54.58458;98.4974;599.399;231.4833;99.88239;160.0811
31.86375;44.18666;94.37521;571.3943;210.2804;99.88239;151.5754
36.77167;48.40021;94.85156;593.3052;218.7267;99.88229;154.6504
31.75838;44.20021;94.59302;572.5318;210.2627;99.88229;151.6743
32.145;44.21427;94.53802;571.4469;210.416;99.88219;151.6799
42.37604;53.62453;97.84312;597.9552;229.2606;99.88208;159.2859
31.79349;44.20901;94.40218;570.2365;210.316;99.88198;151.5075
31.73047;44.19375;94.91062;573.2635;210.9423;99.88156;151.7566
33.05073;44.91864;95.51698;571.0224;210.7698;99.88136;151.9969
31.82052;44.22495;94.86781;572.9198;210.7742;99.88094;151.8039
31.85031;44.2049;94.79459;572.5906;210.5992;99.88062;151.7621
31.85287;44.195;94.76844;572.8844;210.8492;99.88042;151.7359
31.9874;44.21927;94.88656;571.7963;210.9192;99.87968;151.8782
31.89859;44.19729;94.43105;572.9818;210.4019;99.87959;151.5092
32.03724;44.22953;94.45635;571.1078;210.7019;99.87927;151.6532
32.01573;44.19333;94.37395;571.3312;210.196;99.87907;151.4751
29.21599;41.9124;93.715;562.7172;206.4929;99.87906;150.0017
31.83937;44.1813;94.36271;570.575;210.2871;99.87708;151.5817
32.55088;45.08943;94.76281;575.2234;212.684;99.87604;152.7949
31.90286;44.18073;94.36542;571.6437;210.2992;99.87563;151.5396
31.75885;44.19953;94.50385;573.0463;210.7015;99.87531;151.5826
32.54115;44.53859;95.5876;568.8432;210.2925;99.87406;151.9978
31.97318;44.18964;94.45864;572.238;210.5302;99.87406;151.5852
31.98026;44.21193;94.44865;568.7958;210.6779;99.87375;151.7396
29.12953;41.90604;93.70531;563.1422;206.5033;99.87375;149.9643
31.93526;44.18365;94.49354;572.6932;210.2675;99.87187;151.6433
32.19646;44.17557;95.59042;569.7057;210.1781;99.87156;152.0733
31.80693;44.19938;94.46021;572.7234;210.4067;99.87156;151.5462
31.87781;44.22234;94.48146;570.9172;210.5096;99.87135;151.7841
29.17891;41.87766;93.66583;562.2766;206.4898;99.87093;149.9215
31.89453;44.20531;94.41552;571.2786;210.0858;99.87052;151.5019
31.98922;44.21161;94.42833;570.0526;210.7379;99.87041;151.7511
31.81953;44.1926;94.39833;570.7031;210.6944;99.86927;151.6927
28.52427;41.04693;94.29031;561.4958;207.8313;99.86802;151.1207
32.77359;45.12427;94.73365;572.4714;212.6848;99.86771;152.7347
31.74708;44.20078;94.4201;570.3016;210.3169;99.86771;151.5313
32.00266;44.20885;94.48854;571.7646;210.136;99.86459;151.6621
31.83526;44.19557;94.39604;573.7823;210.6987;99.86343;151.6267
29.14068;41.90943;93.63021;562.2963;206.0938;99.86271;149.9997
36.94031;48.23552;93.9925;582.6052;217.6631;99.86218;154.1927
29.13511;41.90604;93.68052;562.8583;206.129;99.86135;149.9829
29.23802;41.90745;93.63583;560.8141;206.1008;99.86115;149.9326
32.16037;44.21943;92.93678;574.3766;212.4067;99.86073;152.6295
32.05323;44.2187;94.46458;570.9901;210.5865;99.85875;151.5597
31.86365;44.19735;94.48438;571.7589;210.6248;99.85833;151.6071
39.39375;51.37938;96.4726;586.7859;223.2375;99.85812;155.6058
40.49115;52.2851;97.24875;592.0094;227.4;99.85709;158.5902
32.61047;45.14885;94.7126;572.8865;212.5446;99.85458;152.6764
32.07667;44.22464;95.52427;571.0396;210.2308;99.85313;152.0584
32.47865;45.13542;94.6749;571.5125;212.6246;99.85291;152.7556
31.82156;44.20323;94.48406;571.7609;210.5033;99.85281;151.5168
42.63771;53.62667;97.81896;597.8505;229.2683;99.85198;159.1999
31.83693;44.20557;94.51552;571.1417;210.7835;99.85062;151.6514
32.03786;44.20797;94.52125;570.6349;210.3685;99.84843;151.534
29.16521;41.86666;93.62802;562.0765;206.069;99.8474;149.981
38.63781;50.74401;96.66209;585.1885;222.5633;99.84666;155.6243
29.2076;41.8886;93.65417;562.9724;206.0685;99.84563;149.8447
31.92588;44.20844;94.47667;570.5646;210.2885;99.84552;151.584
31.66463;44.21573;94.34261;570.7734;210.3304;99.84541;151.681
31.69698;44.2149;94.46938;569.5682;210.3029;99.84531;151.6199
31.91693;44.2063;94.44552;569.9235;210.5519;99.8448;151.7493
32.16459;44.15417;95.52125;570.3036;210.3881;99.84396;152.0274
31.9426;44.1838;94.41344;567.7755;210.4304;99.84344;151.5007
32.1062;44.17719;95.46479;571.4911;210.2606;99.84302;152.087
31.79323;44.20615;94.44563;569.2365;210.3794;99.84177;151.5392
28.57573;41.07838;94.22292;560.1432;207.8775;99.84031;151.1331
32.59802;45.1376;94.73552;572.5938;212.4517;99.84;152.6205
31.75818;44.19865;94.42969;569.5729;210.7977;99.83813;151.5909
31.72703;44.19448;94.35438;571.3354;210.435;99.83656;151.638
32.05948;44.15156;95.50656;570.4016;210.1902;99.835;152.0507
32.19979;44.22511;95.51395;569.4854;210.3073;99.83375;152.0826
36.75083;48.29406;94.02375;584.0771;217.6969;99.83365;154.251
31.86026;44.22089;94.46698;569.3068;210.3552;99.83354;151.5804
28.99245;41.8701;93.66469;563.338;205.9798;99.83292;149.8232
40.54651;52.27485;97.20802;592.562;227.4783;99.83167;158.5774
32.15464;44.15406;95.52948;569.9219;210.4533;99.83115;152.0452
36.68401;48.43167;94.85886;592.5177;218.5898;99.82969;154.6457
29.03542;41.89703;93.59594;560.9005;205.8862;99.82875;149.8667
31.67594;44.17865;94.33187;571.8411;210.1621;99.82844;151.577
32.00557;44.20297;94.43114;570.8307;210.6817;99.82813;151.5852
31.6662;44.19437;94.40427;571.5182;210.6413;99.82729;151.5493
29.10359;41.89172;93.56313;560.4073;205.8033;99.82542;149.896
36.95172;48.28474;94.06896;583.1026;217.5442;99.82407;154.3
31.95609;44.19792;94.34209;571.137;210.1623;99.82407;151.6559
31.80698;44.18573;94.27125;572.4557;210.1669;99.82229;151.5828
28.29969;41.10958;94.15125;562.3588;207.8573;99.82177;151.0984
32.70636;45.15287;94.74364;572.0641;212.4192;99.82156;152.6986
31.82146;44.2013;94.26448;572.0333;210.2713;99.81834;151.5907
43.63146;54.59682;98.40312;601.163;231.7069;99.81802;160.0632
31.72776;44.18338;94.52177;571.6385;210.6044;99.81802;151.7486
42.28464;53.63713;97.86135;597.4818;229.3975;99.8175;159.1722
29.06604;41.88901;93.57021;562.9515;205.771;99.815;149.7981
32.71802;45.12641;94.73479;573.0193;212.3717;99.81479;152.7168
32.21979;44.21922;92.96562;575.949;212.5692;99.81114;152.5779
40.81662;52.28661;97.17677;592.3318;227.5654;99.8099;158.5266
43.01427;54.40511;96.22791;598.5047;229.3725;99.80948;157.3234
29.02042;41.87083;93.57656;561.1213;205.6492;99.80552;149.8603
32.66417;45.135;94.70073;572.1677;212.5229;99.80209;152.798
36.82505;48.27;94.1051;583.976;217.5213;99.80167;154.3121
32.10604;44.20521;95.51188;571.0672;210.4219;99.79781;151.9913
29.1588;41.88219;93.52115;563.2448;205.8058;99.79708;149.8216
31.77057;44.22245;94.29594;571.7276;210.2756;99.79614;151.6349
38.38318;50.21516;96.7374;585.6198;222.3935;99.79542;155.5741
28.67292;41.0862;94.22271;563.3557;207.8338;99.7949;151.0545
32.15781;44.19526;95.42937;572.1088;210.3444;99.79292;151.8993
36.88547;48.33036;94.14407;585.6354;217.475;99.7925;154.3032
31.89156;44.18453;94.31031;571.8906;210.2277;99.7924;151.554
36.99193;48.43495;94.7325;592.537;218.3629;99.79052;154.4384
36.91547;48.42307;94.78104;592.7844;218.4523;99.7901;154.4785
31.84844;44.21495;94.28083;572.3375;210.3027;99.78781;151.6131
36.61167;48.39448;94.74448;592.1297;218.2446;99.78542;154.3362
32.4112;45.10511;94.65833;574.9495;212.5552;99.78458;152.8217
29.05797;41.87557;93.47531;561.2234;205.8963;99.78385;149.7998
42.3274;53.63745;97.87791;596.612;229.4569;99.78354;159.1906
37.02583;48.29203;94.1674;583.1479;217.3704;99.77989;154.2628
36.83583;48.2513;94.20688;583.3906;217.1952;99.77823;154.3422
43.66052;54.57271;98.25073;601.3656;231.864;99.77781;159.9465
36.79177;48.23318;94.17583;584.6193;217.3615;99.77729;154.3274
28.62656;41.06818;94.21646;562.1359;207.871;99.77635;151.0209
36.93604;48.31943;94.16854;584.2552;217.4777;99.7751;154.2688
36.83042;48.32489;94.15385;582.4537;217.4863;99.77489;154.2933
31.89016;44.1951;94.33604;573.3411;210.1669;99.77489;151.552
31.84818;44.18911;94.28114;572.1844;210.2148;99.77386;151.605
31.93104;44.23057;95.3951;569.7307;210.2231;99.77292;151.914
36.7688;48.27927;94.21833;583.8115;217.129;99.77177;154.3116
32.12963;44.2237;93.05063;576.3526;212.7919;99.76802;152.4817
36.68641;48.40604;94.74;591.6208;218.0194;99.76771;154.1323
32.12406;44.15042;95.37854;569.9688;210.0894;99.76771;151.9145
36.9163;48.32073;94.19875;583.0328;217.0469;99.76719;154.2779
37.00844;48.30828;94.16177;580.9562;217.4169;99.76698;154.2855
40.63932;52.27823;97.20802;589.3151;227.7431;99.76552;158.4364
31.98026;44.19297;94.36406;573.3063;210.181;99.76458;151.5846
31.94677;44.18854;94.32042;572.4412;210.0013;99.76437;151.5321
29.10682;41.89365;93.4649;561.2234;205.9242;99.76083;149.856
36.72547;48.22203;94.14886;583.9911;216.9479;99.75833;154.2493
32.55912;45.12568;94.65865;571.9521;212.7912;99.75792;152.8928
32.57776;45.11438;94.62791;574.9281;212.6642;99.75708;152.9342
35.88885;47.40688;94.79885;593.8656;216.8667;99.75562;154.0325
38.03901;50.24146;96.81709;584.0443;222.2225;99.75531;155.4212
32.01354;44.2125;94.32427;570.9464;210.0098;99.75188;151.5193
32.55214;45.16516;94.61011;571.837;212.9392;99.75166;152.9354
40.3862;52.30125;97.21344;589.236;228.0029;99.75156;158.4444
35.39042;47.18864;94.61594;592.0521;216.0835;99.75011;153.8501
27.90344;40.91693;93.17208;552.5406;207.2017;99.75011;151.1751
36.735;48.40104;94.83865;594.1271;217.4233;99.74958;154.0663
32.13271;44.17016;95.36385;573.1453;210.0285;99.74875;151.8949
28.5687;41.06875;94.21416;561.6912;207.9181;99.7474;151.0235
41.98542;53.685;97.86282;597.2729;229.521;99.74552;159.1861
28.62146;41.11641;94.22063;562.399;207.8933;99.74416;151.0681
35.53057;47.11943;94.69177;589.6318;216.5946;99.74261;153.9629
36.84365;48.23625;94.11938;585.8651;216.7787;99.74167;154.154
35.28896;47.19292;94.54302;590.5135;215.7975;99.74062;153.8621
32.38083;45.09349;94.57188;572.4969;213.0802;99.74031;152.8866
29.07583;41.87239;93.47667;563.2005;206.0581;99.73937;149.8338
36.77344;48.20406;94.10552;586.5964;216.8446;99.73541;154.0581
31.73802;44.17755;94.285;570.7901;210.1206;99.73323;151.478
28.92766;41.88937;93.54115;561.2271;206.0102;99.73219;149.7585
32.16234;44.16589;95.42125;572.1281;210.0921;99.72844;151.8869
32.57167;45.14088;94.53313;573.4224;213.1396;99.72833;152.7792
35.3313;47.18193;94.67062;591.6875;216.345;99.72511;153.9455
28.74859;41.14323;94.29188;562.3531;208.0783;99.72281;151.0851
31.60073;44.20609;94.29083;571.3964;210.2988;99.72166;151.4442
40.74057;52.29078;97.2074;591.3859;228.2883;99.72125;158.5445
34.70594;46.61203;94.61938;590.6755;215.5477;99.72073;154.012
29.07682;41.86542;93.48927;563.2844;206.0475;99.71792;149.7755
40.68151;52.26792;97.17521;592.2297;228.4652;99.71531;158.5883
36.6912;48.1674;94.04802;584.7099;216.9104;99.71385;154.0646
32.02135;44.18135;93.08437;574.0745;212.9192;99.70927;152.4529
43.03943;54.4237;95.96136;599.5526;228.9942;99.70896;156.91
43.91328;54.76948;98.10323;601.0375;231.8792;99.70802;159.8894
38.13375;50.23661;96.88458;587.1912;222.2827;99.70771;155.2085
28.39563;41.06781;94.35448;561.5729;208.0475;99.7075;151.0762
29.03807;41.90849;93.51594;558.6849;205.9673;99.70583;149.706
40.7574;52.31167;97.17677;589.713;228.3585;99.70552;158.5723
31.79026;44.18469;94.32271;573.0485;210.4629;99.70458;151.4531
32.12578;44.18063;95.43427;571.7083;210.2462;99.70302;151.9343
34.52792;46.4138;94.60323;589.9365;215.536;99.70084;153.9141
32.66172;45.09896;94.45823;574.0031;213.1544;99.7;152.6616
31.91245;44.21177;94.30719;571.399;210.5483;99.7;151.4633
42.30125;53.65536;97.76531;597.8255;229.525;99.69802;159.1035
40.39365;52.28042;97.28042;588.5177;228.2502;99.6974;158.6575
28.50229;41.07151;94.41062;560.5375;208.1704;99.69594;151.1129
31.90344;44.18625;94.21584;575.1844;210.7998;99.69573;151.4888
31.7174;44.17916;94.27812;573.7422;210.7219;99.69531;151.4339
28.49417;41.06724;94.39948;560.7422;208.2519;99.69489;151.1175
40.32312;52.30203;97.23937;587.1531;227.956;99.6924;158.7022
36.92651;48.24865;93.95667;586.5787;216.975;99.69229;154.0235
28.37;41.06682;94.35906;560.4974;208.0992;99.68979;151.0988
28.49901;41.05761;94.30833;564.3896;208.3748;99.68822;151.1071
29.11641;41.91427;93.48531;559.4932;205.8467;99.68813;149.6621
31.94109;44.20443;94.21593;572.0833;210.6625;99.6875;151.5731
28.39328;41.05594;94.34334;562.2083;208.2931;99.67969;151.044
34.50146;46.37682;94.56344;591.0792;215.6048;99.67886;153.9404
31.92146;44.2087;94.20386;572.9427;210.5412;99.67427;151.5514
32.20911;44.22094;95.39604;571.8198;210.4342;99.67396;151.9891
32.58812;45.09698;94.46906;575.775;213.0887;99.67375;152.6277
31.81479;44.23734;94.22292;573.4255;210.4148;99.67281;151.638
36.73463;48.22922;93.95593;586.3135;217.1687;99.67261;154.0176
28.50537;41.10297;94.42229;559.5266;207.9183;99.67261;151.1352
28.33151;41.10396;94.35062;562.0078;208.1604;99.67219;151.1356
32.46609;45.08948;94.58667;573.0765;212.0838;99.66812;152.2531
28.6675;41.09453;94.40604;561.6359;207.8748;99.66635;151.1523
43.92594;54.8061;98.01688;600.4036;231.8342;99.66615;159.7982
40.56349;52.30989;97.20261;587.4531;227.5887;99.66531;158.6676
32.66265;45.08182;94.5274;572.4474;212.1992;99.66469;152.2398
32.09464;44.2349;93.12479;574.9073;212.9677;99.66458;152.4227
28.44479;41.09245;94.40948;562.4896;207.7735;99.66406;150.9837
32.84859;45.125;94.48521;572.963;212.3031;99.66156;152.2379
32.59573;45.11036;94.50614;574.1755;212.9958;99.66115;152.4249
29.17802;41.89885;93.48198;560.3917;205.7981;99.66073;149.6967
32.65339;45.10052;94.58406;572.1115;212.0575;99.66032;152.2446
28.47219;41.07208;94.35146;562.0313;207.7671;99.65969;151.0169
32.59604;45.13313;94.56875;570.175;212.0681;99.65896;152.1504
34.50109;46.3837;94.51511;588.8677;215.6556;99.65875;153.929
29.27969;41.88208;93.44823;561.5495;205.9094;99.6575;149.7526
38.03698;50.25516;96.90604;585.9031;222.1817;99.65739;155.198
31.68531;44.18536;94.24458;572.4844;209.8769;99.65469;151.6234
42.12573;53.63328;97.7074;596.4828;229.4777;99.65427;159.0909
32.07922;44.17724;95.38313;571.3516;210.5083;99.65052;151.9526
32.50943;45.08541;94.58469;570.2463;212.1302;99.64958;152.0781
31.87818;44.19885;94.23032;571.2385;210.1227;99.64906;151.6267
29.28307;41.87203;93.48708;562.6781;205.94;99.64698;149.7902
28.60349;41.07042;94.40865;561.862;207.7275;99.64594;150.9591
36.8125;48.20995;93.89802;582.2167;217.2315;99.64584;154.0001
32.40833;45.07291;94.45541;573.4604;212.6817;99.64385;152.2768
28.33255;41.06875;94.24292;563.3932;208.1033;99.64375;151.06
29.15422;41.89568;93.48427;563.263;206.014;99.64365;149.8124
40.53177;52.26224;97.13261;587.8088;227.4577;99.64291;158.5399
32.50307;45.10542;94.63177;572.4521;212.2075;99.64208;152.2506
28.5724;41.06984;94.37354;560.0344;207.7256;99.63771;151.0139
31.86417;44.19219;94.24844;572.1234;209.7804;99.63718;151.4948
32.56713;45.07781;94.565;572.7068;212.1327;99.63657;152.2173
32.05359;44.20344;94.25291;570.8339;209.8212;99.63583;151.5566
32.38599;45.06479;94.5125;570.3656;212.5796;99.63573;152.3264
29.25906;41.90297;93.46969;561.6443;205.8673;99.63573;149.7227
32.4976;45.09177;94.63948;573.937;212.2302;99.63427;152.2246
32.73708;45.10505;94.4975;570.764;212.3417;99.63313;152.2408
32.79557;45.11547;94.52135;574.7615;212.7698;99.63292;152.3568
28.42979;41.05188;94.29406;562.7885;207.915;99.63156;151.028
31.84438;44.1962;94.22958;571.5891;209.9944;99.63125;151.4327
34.53313;46.38161;94.45261;587.6791;215.7821;99.62865;153.9438
31.68687;44.16995;94.2125;571.8677;210.0848;99.6274;151.3575
36.80281;48.1637;93.91375;582.8787;217.429;99.62688;154.0414
32.58297;45.10557;94.73177;571.1135;212.4588;99.62688;152.1135
29.15083;41.89802;93.46114;563.351;205.6704;99.62614;149.7568
32.60344;45.12339;94.63771;572.3063;212.2713;99.62563;152.1272
28.56865;41.06755;94.26833;562.7531;208.4881;99.625;151.1161
44.02833;54.79771;98.02042;602.0057;231.7175;99.62479;159.711
28.34073;41.08104;94.24271;562.5177;208.2619;99.62448;151.1091
28.38698;41.02771;94.25333;562.7922;208.414;99.62364;151.1187
32.45922;45.09094;94.70281;570.0073;212.3956;99.62032;152.1395
31.79495;44.20516;94.21677;570.7062;209.8469;99.62;151.4923
40.59307;52.2975;97.19521;589.1161;227.5085;99.61938;158.48
32.41385;45.09589;94.76083;571.3438;212.4875;99.61927;152.1817
28.48464;41.04667;94.22292;561.5734;208.4254;99.61625;151.119
40.75651;52.30396;97.14646;587.987;227.3308;99.61552;158.4612
32.07687;44.20542;93.24886;574.7948;213.081;99.61333;152.499
32.20198;44.2162;95.38448;569.3766;210.5373;99.61302;151.9105
36.7287;48.20385;93.8074;584.3083;217.4548;99.6125;154.0024
32.67375;45.0999;94.78167;572.1161;212.6275;99.61094;152.1356
32.71724;45.10979;94.84927;573.7443;212.7246;99.61031;152.1727
32.53531;45.07969;94.87437;572.95;212.8817;99.60979;152.3275
42.94422;54.39729;95.75636;599.1729;228.0846;99.60958;156.4426
42.37672;53.62495;97.70333;596.9844;229.5146;99.60875;159.0692
29.32281;41.89016;93.54958;564.7031;205.6046;99.60656;149.778
32.30057;45.06464;94.61313;571.9854;211.7121;99.60573;152.1148
32.79833;45.14875;94.65907;571.8677;212.8379;99.60406;152.0705
32.44104;45.11594;94.73594;570.7537;212.9083;99.60177;152.1768
32.84135;45.17969;94.89594;569.7245;211.7538;99.60156;152.2996
