K5PC5CH.OP;K5PC6CH.OP;K5T10_2.PV;K5T5_1.PV;K5T18_1.PV;K5T8_5.PV;K5T12.PV
22.72516;35.25276;86.69948;538.9646;192.9371;92.9501;138.3101
19.71974;32.65208;87.01062;529.8245;189.0108;92.94958;137.8941
19.5375;32.65526;87.16135;529.2854;189.8719;92.94927;137.9903
19.49182;32.64969;87.13261;529.0625;189.824;92.94896;138.16
20.23859;33.76833;87.74354;531.4099;191.0644;92.94823;139.1739
19.95854;32.65786;87.18146;529.736;189.1833;92.94813;137.9187
20.12109;33.74406;87.72896;530.6359;190.9627;92.94812;139.1043
19.91964;32.66604;87.15083;528.7495;189.1837;92.94708;137.8907
19.8563;32.64656;87.1601;529.6505;189.3494;92.94635;137.968
20.12578;33.73927;87.84417;531.4156;191.7675;92.94614;139.1116
20.23156;33.76177;87.76791;532.5521;191.5821;92.94563;139.2723
19.86109;32.64099;87.17656;529.7599;189.4506;92.94489;138.0253
22.82115;35.25021;86.81969;533.6896;191.6715;92.94365;138.0107
19.80651;32.65146;87.19135;527.6823;189.0665;92.94365;137.8644
19.82375;32.6739;87.19063;529.5823;189.3777;92.94281;137.8832
20.14203;33.7361;87.86437;530.8578;191.5727;92.9426;139.1144
19.67036;32.62365;87.19635;530.514;189.4088;92.94209;138.0365
19.57;32.60411;87.24917;527.1542;189.94;92.94187;138.1429
20.33297;33.77214;87.76187;531.3187;191.2831;92.94177;139.2158
19.9126;32.67833;87.12594;531.6302;189.5535;92.94177;137.9544
19.75802;32.65354;87.21166;527.2042;189.6235;92.93938;137.9811
19.88104;32.65016;87.19083;533.1511;189.3779;92.93864;137.9941
22.84755;35.27031;86.72552;538.4651;192.4565;92.93855;138.1424
19.34594;32.62761;87.16708;532.9401;189.8046;92.9375;138.1847
20.40443;33.75114;87.79385;531.8792;191.1467;92.93708;139.143
19.48812;32.60922;87.22417;529.549;189.9821;92.93698;138.1463
25.51969;38.17276;86.23104;551.1339;201.3615;92.93656;141.2007
25.52761;38.20333;86.14584;553.963;201.7821;92.93625;141.032
19.85323;32.66312;87.15323;531.7745;189.7233;92.93625;137.9608
25.78323;38.09125;86.15135;553.3479;201.3513;92.93542;141.1552
20.05849;33.72849;87.70917;533.8901;191.0546;92.93521;139.0456
38.36672;49.70464;88.735;592.9901;223.2231;92.93479;147.7803
19.68172;32.68484;87.06718;530.2781;189.6077;92.93479;137.7882
19.51552;32.66849;87.15552;530.9167;189.479;92.93437;138.1665
20.05787;32.66609;87.15896;530.4823;189.646;92.93417;138.0357
25.83135;38.1926;86.10375;551.3677;201.3796;92.93407;141.0672
19.53437;32.58333;87.20167;529.5047;190.0858;92.93344;138.2045
25.7425;38.25234;86.31406;549.7625;201.846;92.93343;141.2727
25.60068;38.16974;86.24084;552.3125;201.4465;92.93282;141.2877
22.09307;35.92219;88.01312;545.0364;195.566;92.9326;140.5427
25.55453;38.1775;86.2874;551.7656;201.9896;92.93219;141.2005
19.45281;32.59719;87.21;528.2292;189.7431;92.93156;138.1166
20.27963;33.7524;87.73979;531.5709;190.8958;92.93135;139.0877
26.92099;39.25417;84.5524;561.9349;201.9833;92.93125;140.2301
19.58948;32.60255;87.22396;529.7755;189.8235;92.93094;138.1085
20.32115;33.75698;87.77427;531.0765;191.4377;92.93083;139.143
22.63661;35.25953;87.0325;530.6349;190.6171;92.93063;138.0319
25.96625;38.74703;85.89146;552.5469;201.7487;92.93011;141.2895
19.90089;32.64875;87.09719;528.7703;189.775;92.93;137.8533
25.41417;38.20443;86.34552;549.3698;201.6821;92.92917;141.3445
21.89172;35.90662;87.98156;543.3698;195.9125;92.92917;140.574
21.89141;35.86802;88.02104;544.4328;196.2781;92.92864;140.483
19.86698;32.62573;87.15833;533.3568;189.5423;92.92854;138.0766
25.46713;38.10646;86.28823;551.2693;201.551;92.92792;141.2829
19.82073;32.64021;87.21354;532.6516;190.2587;92.92677;138.183
19.72458;32.61672;87.13354;531.3417;189.6423;92.92604;138.172
26.03432;38.76411;86.37833;553.2307;202.5783;92.9249;141.9714
19.60906;32.62328;87.20031;530.2646;189.7821;92.92469;138.0629
20.04859;32.65786;87.24156;533.8766;189.3585;92.92427;138.0073
20.31943;33.73677;87.6875;532.3713;191.1181;92.92365;139.051
20.24771;33.72531;87.70989;531.0932;190.9671;92.92344;139.0858
21.75932;35.89031;87.97042;543.1786;196.1404;92.92323;140.5481
19.7437;32.66417;87.15604;531.2682;189.5879;92.92302;138.1043
25.56187;38.19807;86.18739;550.8198;201.546;92.92291;141.0882
25.22354;38.2437;86.14385;550.7537;201.4729;92.92188;141.0933
26.00214;38.73807;86.3574;554.2724;203.0335;92.92094;141.9947
19.65365;32.61891;87.21042;531.6703;189.8154;92.92042;137.9652
19.3862;32.62031;87.18073;533.0276;189.7129;92.92042;138.1894
19.87776;32.61505;87.17593;528.9203;189.7654;92.91979;137.9808
20.45849;33.59401;87.21083;526.8536;189.8981;92.91969;138.0901
19.61734;32.66219;87.16333;528.4901;189.8602;92.91896;138.2172
25.8924;38.7625;85.79031;555.1719;202.2131;92.91802;141.1783
19.50208;32.71349;87.14687;529.8365;189.7331;92.91729;138.2224
20.42594;33.75911;87.79916;530.6307;191.5262;92.91666;139.1662
26.24083;38.86802;86.36312;554.1432;202.4869;92.91531;141.9728
19.67516;32.62276;87.16208;530.0427;189.8073;92.91531;138.0347
22.75734;36.22953;89;545.3828;194.1167;92.91438;139.8295
19.67896;32.61932;87.1924;529.812;190.2769;92.91438;138.1322
19.87479;33.73083;87.77292;531.2823;190.7652;92.91406;139.0614
19.62693;32.6463;87.15187;532.2344;189.5656;92.9125;138.1818
26.17344;38.83015;86.30677;553.1854;203.4492;92.91229;141.8116
25.95161;38.6862;86.27729;553.7708;203.4235;92.91219;141.7897
26.01328;38.59901;86.29667;554.3167;202.7392;92.91167;141.9031
26.03406;38.76865;85.82552;557.7484;202.4277;92.91125;141.1984
25.62818;38.1812;86.30093;550.5438;202.0998;92.91115;141.1499
19.75974;32.64328;87.15907;530.1182;190.0567;92.91104;138.0851
26.00802;38.9137;86.30594;554.1526;203.2446;92.91073;141.9541
25.97062;38.83495;86.30292;555.0953;203.4279;92.91073;141.8541
26.04057;38.7449;85.79552;555.2255;201.9779;92.90875;141.2231
25.60151;38.21641;86.26313;552.1448;201.9731;92.90781;141.0947
26.13807;38.79964;86.31854;553.0875;202.83;92.9076;141.9846
19.69536;32.64594;87.18291;532.2672;189.566;92.90697;137.9991
20.1012;33.74229;87.65854;533.7224;191.3002;92.90667;139.0563
25.88026;38.76292;86.21844;554.1005;202.9598;92.90614;141.9238
26.13365;38.88677;86.31594;553.6063;203.024;92.9049;141.7723
26.14052;38.82828;86.29646;554.5667;203.2608;92.90417;141.7608
26.09203;38.81984;85.86448;556.8615;202.5823;92.90354;141.2456
20.17807;33.74672;87.66573;533.3594;191.3956;92.90354;139.135
25.82688;38.71781;86.20062;554.3818;202.951;92.90031;141.8716
20.3624;33.7499;87.75896;533.5115;191.2271;92.89948;138.9577
26.01984;38.79979;86.13386;551.6151;202.9987;92.89938;141.9477
20.26073;33.77594;87.76052;530.3828;190.9177;92.89938;139.095
20.04625;33.73985;87.69917;531.0156;191.396;92.89781;139.1597
20.21484;33.73896;87.72448;531.6083;190.7658;92.89719;139.035
20.34573;33.7413;87.7875;533.3458;191.7154;92.89698;139.139
25.98396;38.7951;86.30323;554.7594;202.9308;92.89667;141.757
26.1876;38.73479;86.32584;553.2448;203.4042;92.89625;141.815
22.12057;35.88334;88.00302;545.9646;196.0569;92.89594;140.5066
25.88875;38.19219;86.30896;552.3146;202.0567;92.89552;141.1229
26.03979;38.81104;86.3624;552.4349;202.4677;92.89344;141.9936
20.42422;33.73958;87.77823;532.9849;191.4496;92.89271;139.0324
21.85427;35.85474;87.98271;546.1125;195.934;92.89114;140.518
25.92807;38.74906;86.41719;554.101;202.7717;92.89083;141.7761
20.23885;33.73479;87.73104;529.3526;191.2325;92.89;139.1045
25.96719;38.87948;86.42802;554.3292;202.6438;92.88833;141.7853
25.94135;38.79338;86.33104;553.6563;202.6377;92.88771;141.994
20.25745;33.73974;87.70583;531.7146;190.9833;92.88344;138.974
25.91349;38.72937;86.17698;553.0432;202.6729;92.88313;141.563
26.19339;38.83891;86.15948;555.824;202.6879;92.88281;141.4667
20.31781;33.74271;87.79625;531.9729;191.6625;92.88229;139.0991
25.97432;38.67255;86.26594;555.6838;202.6215;92.87854;141.6414
25.9525;38.80083;85.95104;556.3078;202.5398;92.87677;141.1828
25.60615;38.12464;86.29;553.2073;201.9246;92.87666;140.9871
20.5699;33.74422;87.73156;533.3187;191.0006;92.875;138.963
25.88255;38.79771;86.38386;554.2037;202.4888;92.87489;141.8672
26.02349;38.87677;85.91156;552.937;202.1217;92.87229;141.2909
25.5924;38.22917;86.24615;550.7854;201.5398;92.87187;140.864
26.13917;38.84792;86.20448;553.0932;202.6404;92.87083;141.8346
25.92375;38.69547;86.12344;555.8177;202.7448;92.8701;141.4002
25.96661;38.87646;86.13281;552.3818;202.8415;92.87;141.9161
25.97037;38.76396;86.12073;551.4307;202.886;92.86969;142.0063
26.20906;38.81776;86.2775;558.0526;202.6271;92.86885;141.6924
22.12464;35.90208;87.93677;546.0807;195.4646;92.865;140.4672
21.9426;35.84948;87.95448;546.111;195.6583;92.86313;140.4394
25.54995;38.17266;86.25521;552.4271;201.7038;92.86271;140.9551
20.71208;34.03021;85.57427;532.6818;192.3517;92.86166;138.2604
26.90245;39.51714;85.26708;559.5932;204.9212;92.85531;140.5877
23.13078;36.15672;88.94781;544.8912;194.1144;92.855;139.7514
20.11719;33.73818;87.63292;531.637;191.0688;92.85458;139.0599
25.3376;38.28109;86.20396;552.2338;201.4025;92.85427;140.8543
20.41849;33.75328;87.65958;532.5797;191.0248;92.85188;139.0407
20.24479;33.74375;87.65177;533.9688;191.2594;92.85073;138.9831
25.34687;38.22656;86.16479;551.9016;201.2663;92.85011;140.7961
19.97812;33.7301;87.62771;532.5807;191.1408;92.8499;139.073
20.29448;33.73495;87.65708;534.8422;191.7098;92.84959;139.1335
25.98615;38.88583;86.23312;555.6729;202.5404;92.84948;141.734
25.83964;38.7501;85.93677;556.3349;202.4019;92.84896;141.2323
25.81526;38.74052;86.09906;555.499;202.7758;92.84896;141.4415
20.30526;33.74943;87.71719;531.6406;190.9777;92.84865;139.0082
20.48172;33.78339;87.69375;531.9589;191.0004;92.84698;138.9892
25.84562;38.78521;85.90677;554.8209;201.7992;92.84656;141.263
25.82547;38.80271;85.92969;555.3328;201.7737;92.84604;141.2664
22.11943;35.90818;87.88677;543.513;195.4769;92.84521;140.5108
20.38713;33.74573;87.59771;537.4505;191.174;92.84458;139.0493
26.13651;38.84432;86.12021;553.6474;202.8062;92.84177;141.4493
25.9674;38.79786;85.94406;555.2786;201.9565;92.84156;141.1695
25.81849;38.21198;86.12479;552.6656;201.3481;92.84104;140.8123
20.23802;33.73583;87.64739;534.962;191.4529;92.84031;139.0634
26.07281;38.78995;85.92031;555.4302;202.4121;92.83813;141.3048
25.93146;38.82302;86.41021;554.1422;202.4808;92.83813;141.8529
20.42766;33.72786;87.60594;534.3526;191.0494;92.83646;139.0474
25.84708;38.81724;85.87791;554.3021;202.1277;92.83614;141.1725
25.735;38.23271;86.16688;554.0234;201.4706;92.83489;140.7983
20.17328;33.7274;87.50938;534.4875;190.8046;92.83385;138.9335
20.09714;33.73115;87.61448;531.3932;191.0331;92.83229;139.0827
26.07771;38.78875;85.93885;554.6281;202.4717;92.83177;141.3602
25.92255;38.80219;85.85865;554.5667;201.9538;92.83177;141.2694
25.9376;38.74255;85.90218;556.6651;202.5004;92.83115;141.2881
21.89349;35.87786;87.87354;544.5109;195.489;92.82615;140.5345
20.04099;33.74042;87.63583;534.7594;191.5798;92.82615;138.9764
20.19943;33.72;87.58334;534.8651;191.1138;92.82479;139.047
26.06729;38.85109;85.91948;555.4193;202.3219;92.82448;141.3117
22.97042;36.19958;88.84979;545.6641;194.2794;92.82448;139.536
20.29896;33.74073;87.62729;535.538;191.781;92.82448;139.0324
20.21885;33.7564;87.61938;532.8964;191.8698;92.82313;139.0737
25.84297;38.64964;85.85385;556.937;202.4673;92.82302;141.2935
26.14604;38.78104;86.44594;554.7714;202.6506;92.82114;141.9019
20.34172;33.74693;87.61938;533.2854;191.3788;92.82073;139.005
20.22781;33.74115;87.57333;533.7505;191.0898;92.82073;139.064
26.08391;38.84099;86.14469;554.3156;202.9115;92.81844;141.4956
26.13688;38.65573;85.97218;556.9745;202.3235;92.8176;141.2666
25.62219;38.14599;86.13385;552.05;201.7696;92.81563;140.7756
26.87;39.26724;84.43114;563.5714;201.8463;92.81479;140.1466
26.09828;38.79578;86.12437;554.1719;202.8392;92.81386;141.5373
26.27052;38.61708;86.08625;554.4094;202.4858;92.81281;141.3768
20.0412;33.7213;87.51364;531.9656;190.9756;92.81177;138.945
20.13292;33.73115;87.51698;533.1;191.1917;92.81156;139.0407
20.42094;33.74281;87.64875;533.5818;191.471;92.81104;138.9639
25.47917;38.18875;86.16708;552.238;201.6154;92.81073;140.797
25.82344;38.61906;86.05354;554.8818;202.4581;92.81042;141.3359
25.69208;38.10432;86.11739;553.8224;201.1119;92.81042;141.0579
20.00167;33.7226;87.48875;530.9193;191.1175;92.81;138.9756
25.80693;38.80818;86.46094;556.4385;202.9117;92.80896;141.9301
22.06276;35.95099;87.88125;545.0333;195.3873;92.80802;140.5436
20.42516;33.73552;87.66052;533.2526;191.335;92.8076;138.8431
19.99109;33.7288;87.50886;531.8167;190.8846;92.8074;138.9144
26.0388;38.88208;86.44386;558.8307;203.101;92.80666;141.9104
25.4838;38.18849;85.91969;552.2901;201.3658;92.80542;140.841
25.63443;38.10989;86.14989;552.701;201.8923;92.80531;140.8596
25.45453;38.23729;86.08052;553.1953;201.1719;92.80489;141.0034
25.96651;38.76807;85.8574;555.2453;202.2481;92.80406;141.2283
25.76011;38.1151;86.17583;553.0485;201.2456;92.80354;141.1048
25.33469;38.00255;85.9899;551.5323;201.2825;92.80312;140.8819
21.98953;35.86901;87.88271;545.0078;195.3348;92.80271;140.5269
26.14083;38.76015;85.82761;555.2911;202.099;92.80167;141.1687
25.51339;38.09365;86.13084;553.4083;201.4377;92.80135;141.0184
21.90557;35.84547;87.89781;544.0724;195.2646;92.80094;140.5127
20.18537;33.71844;87.51927;532.3573;191.2448;92.79948;139.021
20.30469;33.74156;87.49114;530.3281;190.9785;92.79906;138.8765
25.4162;38.18964;86.04906;550.4094;201.5235;92.79896;140.8537
25.56234;38.24089;85.97885;550.3588;201.5679;92.79865;140.8636
26.11792;38.79354;86.15511;556.2401;202.5052;92.79844;141.3453
20.37083;33.7162;87.61073;532.6339;191.089;92.79688;138.8495
25.52458;38.12854;85.97761;552.4333;201.3156;92.79656;140.832
25.57646;38.18828;86.0099;550.9448;201.571;92.79636;140.8401
25.55875;38.19469;86.08083;552.9161;201.2656;92.79615;140.9816
25.15609;38.14224;86.00094;551.6198;201.501;92.79604;140.8545
38.30651;49.68161;88.66511;594.8599;223.5104;92.79594;147.6642
26.06104;38.82182;86.13052;554.8625;202.5504;92.7951;141.3823
25.45745;38.1324;86.1049;551.5765;201.3177;92.795;140.9137
25.4537;38.23646;86.04885;551.0792;201.3135;92.79479;140.8785
25.48979;38.07026;86.09885;551.274;201.25;92.79302;140.8375
25.50813;38.19255;86.04083;550.4875;201.114;92.79282;140.8942
20.12432;33.74073;87.49271;531.4021;191.1662;92.7926;138.8911
25.87359;38.77854;85.82927;555.3422;202.1138;92.79198;141.1225
25.61974;38.16432;86.02469;550.7985;201.5338;92.79156;140.9766
20.505;33.97349;85.42896;534.6083;192.3779;92.79104;138.0075
26.17349;38.78099;85.94032;555.6964;202.3435;92.79073;141.3795
25.87167;38.68224;86.05281;554.6609;202.7085;92.79031;141.481
25.96005;38.80104;86.14958;555.6693;202.5519;92.78979;141.3978
25.65875;38.18318;86.11594;549.5391;201.7762;92.78812;140.8369
26.2376;38.7437;85.89125;554.0911;202.4146;92.78761;141.2284
26.26958;38.74411;85.91333;555.1526;202.4146;92.78719;141.2298
20.36479;33.75141;87.49344;532.5208;191.6438;92.78687;138.9884
20.42203;33.73286;87.56375;528.7693;190.8567;92.78656;138.8547
25.34859;38.10089;86.22459;552.4854;201.3831;92.78615;141.1578
25.86662;38.72573;85.85917;555.1005;202.2221;92.78563;141.1134
25.43156;38.07849;86.12157;552.7938;201.4448;92.78542;141.0347
25.93302;38.9149;86.23688;557.1786;203.1644;92.78416;141.8547
20.27536;33.7325;87.5426;532.5453;191.5944;92.78146;139.0334
25.9299;38.79849;86.0375;552.7615;202.6404;92.78125;141.4319
25.98781;38.84458;86.10646;552.5266;202.5635;92.78104;141.3446
20.26297;33.71891;87.45094;529.749;191.2469;92.78011;138.9546
25.34568;38.20755;86.15552;552.6917;201.2952;92.7799;140.8837
25.52141;38.16271;86.0199;552.3287;201.0798;92.77969;140.8891
20.11839;33.74166;87.50282;532.3411;191.7102;92.77917;139.0488
24.77182;37.53302;88.80563;545.2703;194.1004;92.77896;139.4348
21.9251;35.86312;87.91782;542.2151;195.2529;92.77885;140.5277
25.49901;38.18568;85.93135;554.2453;201.4242;92.7774;140.8136
25.89094;38.8212;85.805;555.5521;202.2904;92.77646;141.0612
25.5676;38.15422;86.00792;552.1193;201.0177;92.77615;140.8182
26.20594;38.5875;85.81261;553.8937;202.4446;92.77552;141.2057
25.58396;38.17912;86.1175;551.3063;201.3;92.775;140.9314
26.27219;38.75031;85.88448;557.5646;202.195;92.77146;141.0655
25.96333;38.86995;86.12334;556.7589;203.286;92.77;141.8195
25.40526;38.24755;86.04855;549.0958;201.6792;92.76979;140.8302
20.46552;33.74886;87.57969;531.1516;190.6456;92.76917;138.8714
25.51542;38.2313;86.01521;552.9734;201.4227;92.76885;140.8469
25.5026;38.17448;86.12229;549.8656;201.2906;92.76875;140.9331
25.52911;38.22161;85.99969;550.8604;201.5094;92.76823;140.8128
20.06458;33.70969;87.43886;531.1833;191.2265;92.76813;138.9485
21.9213;35.85625;87.95115;546.6318;195.3042;92.76708;140.5737
20.22464;33.73016;87.49812;532.5943;191.521;92.76688;138.9404
26.06234;38.85484;86.04729;555.1854;203.196;92.76636;141.8001
24.73984;37.82021;88.89385;544.6484;193.559;92.76636;139.4734
25.38922;38.20927;86.25396;552.5505;201.5179;92.76625;141.1588
26.12161;38.6776;85.73719;553.4182;202.4962;92.765;141.1057
25.40083;38.17797;86.09229;551.5906;201.2838;92.76208;140.804
20.15057;33.73292;87.57906;531.3344;191.0442;92.76208;139.0177
20.02495;33.73536;87.58406;532.3995;191.449;92.76125;139.0425
19.92656;33.73245;87.62021;532;191.2038;92.76104;139.01
25.68661;38.1949;86.00698;551.3495;201.3348;92.76093;140.801
26.10526;38.82141;85.78156;553.1219;202.4858;92.75969;141.147
25.55359;38.17146;86.01979;552.9094;201.0856;92.75906;140.7863
25.68151;38.11172;85.97198;552.0359;201.5525;92.75886;140.7682
25.57651;38.18219;86.27104;552.3844;201.5202;92.75886;141.1993
25.67182;38.18656;86.15698;552.1203;201.1423;92.75698;141.0363
25.45667;38.14724;85.95073;551.5943;201.8025;92.75614;140.7841
26.04021;38.75636;85.90708;558.9755;202.2806;92.7551;140.9649
20.25333;33.73;87.58739;532.5734;190.5677;92.75375;138.8737
25.68755;38.1238;86.13969;551.6427;201.2273;92.75365;141.0059
20.1299;33.73307;87.56125;530.9573;191.0719;92.75282;138.9786
19.95469;33.72703;87.53291;530.7005;191.0669;92.75208;138.9278
25.7963;38.81474;86.0948;553.076;202.5458;92.75114;141.7717
25.49906;38.21141;86.07385;550.5891;201.3469;92.75073;140.8291
20.23042;33.72635;87.51229;531.1146;191.1565;92.75011;138.9226
26.0551;38.83703;86.12365;554.4625;202.4373;92.74989;141.7752
27.39172;39.59823;85.17677;560.4932;204.9733;92.74958;140.4921
25.4275;38.12625;86.04281;549.6802;201.161;92.74948;140.8005
22.0012;35.87109;87.95084;545.2276;195.2483;92.74875;140.5625
25.62859;38.2113;86.17563;552.4349;201.2433;92.74865;141.0404
25.45542;38.23521;85.99042;550.4838;201.8635;92.74834;140.8445
25.91906;38.84026;85.86292;553.7958;202.7021;92.74709;141.1332
25.35625;38.24786;86.1375;553.0604;201.415;92.74709;141.0357
25.6437;38.1162;86.04979;550.0193;201.439;92.74625;140.8005
25.90026;38.81667;86.0176;554.3818;202.905;92.74583;141.7203
20.06047;33.72709;87.48937;533.1677;191.2265;92.74573;138.927
20.10281;33.70823;87.52718;531.2229;190.9637;92.74563;138.9538
25.6924;38.23167;86.08948;550.3906;201.8785;92.74541;140.8725
20.15948;33.72609;87.51312;532.7245;191.174;92.7449;138.9759
25.62448;38.19323;85.99219;553.2953;201.5523;92.74458;140.8256
26.04599;38.78427;86.04135;552.0911;202.7504;92.74406;141.7318
25.495;38.22901;86.01791;553.8349;201.6098;92.74396;140.9555
25.54854;38.14104;86.15041;550.3599;201.7675;92.74292;140.8747
25.52781;38.15557;86.08375;553.7182;201.19;92.74292;140.8011
25.63464;38.25469;86.10396;551.2422;201.354;92.74084;140.8704
26.05729;38.8112;85.89291;554.0765;202.7696;92.74052;141.2035
20.37292;33.74313;87.60604;532.2177;190.5798;92.74042;138.9308
25.57146;38.22375;85.99625;555.1865;201.4048;92.73854;140.7541
25.56943;38.2099;85.98531;550.9349;201.6925;92.73802;140.8755
25.74073;38.17979;86.01229;551.6302;201.4575;92.73688;140.7356
25.27677;38.17385;86.05489;552.85;201.1767;92.73656;140.9053
25.60292;38.26531;86.26375;553.075;201.5163;92.73604;141.1781
20.50146;33.71974;87.6299;533.3073;190.709;92.73583;138.973
26.07776;38.7838;85.79844;555.5984;202.4833;92.73541;140.8898
25.65911;38.22125;85.97646;551.5714;201.6858;92.73229;140.9066
25.55448;38.12011;86.08583;553.1912;201.5421;92.73073;140.9974
25.72776;38.10349;86.11323;550.9943;201.6079;92.73062;140.8558
25.81146;38.85526;86.13156;554.3297;203.0556;92.73042;141.529
20.27276;33.73792;87.62406;531.4161;191.0075;92.72958;139.0172
26.06719;38.8662;85.80875;555.9011;202.7294;92.72916;141.143
25.38615;38.12833;86.10969;555.7042;201.3331;92.7275;140.957
21.95089;35.87239;87.90677;543.7427;195.3394;92.7275;140.5751
25.55307;38.17833;86.06583;552.3141;201.595;92.72562;141.0177
25.6088;38.17833;86.11875;551.112;201.4756;92.7249;140.9003
25.96667;38.79062;85.74333;554.1151;202.5277;92.72458;140.9803
22.99146;36.4586;88.9525;544.0964;193.3854;92.72427;139.5192
25.81609;38.81781;86.19875;553.3411;202.9648;92.72396;141.6378
25.93365;38.84281;86.06927;555.6922;202.9227;92.72302;141.3869
25.89917;38.83187;86.17219;554.8912;202.429;92.72219;141.7285
26.08537;38.76688;85.93448;554.9172;202.7731;92.72198;141.3578
25.76719;38.80208;86.04115;555.0526;202.7596;92.72073;141.7066
25.95563;38.76797;86.21667;552.824;202.7975;92.71886;141.6547
25.54583;38.1513;86.07188;550.8292;201.6058;92.71864;140.8003
25.70083;38.18276;86.07114;550.9969;201.6377;92.71834;140.9202
20.27031;33.73;87.49771;529.8713;191.0135;92.71792;139.0209
26.08474;38.79495;85.90583;556.1614;202.806;92.71719;141.2262
25.90573;38.82265;85.94489;554.25;202.8569;92.71687;141.2928
26.12531;38.83135;85.98438;553.425;202.8373;92.71677;141.3111
22.1287;35.83552;87.87365;545.226;195.5698;92.71677;140.6662
25.47078;38.17286;86.08146;550.4437;201.7238;92.71615;140.8585
25.64203;38.18891;86.06031;554.751;201.6192;92.71531;140.9807
20.17526;33.7224;87.50011;530.3531;190.8854;92.71427;138.9759
25.50875;38.13;86.10239;553.5344;201.4863;92.71281;141.0204
25.61021;38.27781;86.19688;552.851;201.5508;92.71239;141.1901
20.20047;33.73265;87.49854;530.6297;191.111;92.71239;139.0204
26.09016;38.69948;85.97802;552.7776;202.8235;92.71208;141.2951
22.00578;35.88615;87.88927;544.2969;195.4623;92.71011;140.6579
26.06896;38.70266;85.91854;556.6115;202.7096;92.71;141.3685
25.45802;38.15307;86.04958;551.3521;201.6463;92.70781;140.9644
25.96729;38.85422;85.96958;554.6458;202.9252;92.70593;141.3087
26.08693;38.7974;86.18177;554.0594;202.5146;92.70583;141.6782
20.0563;33.70594;87.51427;534.0568;190.8231;92.70573;138.845
20.36432;33.73328;87.5948;530.0568;191.5615;92.705;138.9495
27.08167;39.33688;84.31886;562.6505;201.7435;92.70167;139.9926
20.42234;33.72953;87.65739;531.5224;191.2135;92.70167;139.0033
20.45864;33.72729;87.65198;531.0865;191.39;92.70156;138.95
25.58776;38.20193;86.16719;553.7911;201.5298;92.69854;141.1902
20.2288;33.73125;87.51719;534.0479;190.7025;92.69604;138.807
21.94318;35.86005;87.86333;545.8849;195.5748;92.69198;140.6795
20.13115;33.72083;87.52364;532.174;190.7777;92.69146;138.8182
23.22323;36.18807;88.91906;544.6901;193.5517;92.68979;139.4422
20.63948;34.07156;85.27084;536.1713;192.4706;92.68969;137.818
20.1813;33.72146;87.51708;533.6375;190.9342;92.68969;138.789
26.21219;38.74588;85.96552;553.8417;202.49;92.68855;141.3801
20.1124;33.70786;87.52583;532.6458;191;92.68365;138.7539
20.32224;33.74286;87.54636;530.1083;191.5196;92.68094;138.9604
25.695;38.23734;86.12177;554.6708;201.5102;92.68031;141.192
20.24474;33.71661;87.53875;534.0828;190.705;92.68031;138.814
26.19578;38.71516;85.97906;554.1635;202.4375;92.6775;141.3441
26.19292;38.64912;85.95323;555.4109;202.5892;92.67573;141.3264
27.25724;39.6113;85.18219;560.0016;204.961;92.67386;140.4052
26.26161;38.78672;85.89188;553.4661;202.884;92.6701;141.2294
21.93422;35.88432;87.83636;544.8568;195.7225;92.66646;140.6366
26.16099;38.74693;85.8951;553.486;202.751;92.66427;141.2645
22.06469;35.83453;87.79739;543.7318;195.8373;92.66167;140.6141
20.25958;33.74786;87.52333;531.7484;191.3687;92.66073;138.9519
20.21464;33.73854;87.50708;534.1609;191.1452;92.66052;138.8001
20.26068;33.73781;87.47479;533.6078;191.2723;92.65896;138.7343
26.13203;38.74891;85.97781;556.725;202.891;92.65855;141.3184
20.23172;33.7337;87.47833;531.9427;191.1527;92.65823;138.785
21.97323;35.85177;87.81084;543.7052;195.8242;92.65656;140.5159
20.22609;33.74307;87.48979;534.0771;191.1781;92.65646;138.9041
25.50417;38.23245;86.16229;554.0364;201.4415;92.65521;141.225
23.10734;36.20396;88.93459;544.6578;193.5196;92.65417;139.3252
21.99167;35.85594;87.77323;543.9203;195.8842;92.65094;140.5094
38.27255;49.81469;88.5826;593.7094;223.6031;92.64864;147.5403
20.27724;33.71672;87.54688;533.7333;190.9646;92.64833;138.7578
25.34969;38.23776;86.10563;554.6828;201.5633;92.64698;141.1121
20.37542;33.72073;87.48177;531.8156;190.5238;92.64646;138.7352
20.47016;33.72094;87.53136;533.6807;190.7169;92.64584;138.8776
20.18802;33.71823;87.49042;535.2552;190.9135;92.6451;138.9028
26.14432;38.80177;86.01177;555.037;202.8592;92.64458;141.3412
20.3438;33.70662;87.55406;531.9391;190.7319;92.64417;138.9396
20.38823;33.73479;87.49729;534.1776;190.7698;92.64281;138.8444
20.19115;33.73604;87.47552;533.4661;190.65;92.64229;138.739
26.33193;38.78443;86.02708;555.876;202.8127;92.6348;141.37
22.08927;35.86245;87.73479;542.3828;196.0002;92.63198;140.4629
20.24063;33.72443;87.55063;532.6875;190.8823;92.62646;138.9493
20.31896;33.7436;87.49021;532.0052;190.816;92.62406;138.7335
25.33068;38.11683;86.01979;551.512;202.2848;92.62187;141.21
26.11318;38.61609;86.01198;554.0208;202.6667;92.62094;141.3742
22.10339;35.84542;87.68531;542.1865;195.9583;92.61958;140.3668
