K5LCV1I.PV;K5F5.PV
37.03344;27.06061
37.66724;27.06124
39.23667;27.06124
37.23073;27.0629
39.40542;27.063
37.20687;27.06367
36.95287;27.06373
40.62037;27.06446
37.15094;27.0647
40.56021;27.06565
41.49719;27.06569
40.18719;27.06596
37.10151;27.06604
37.66844;27.06694
37.02021;27.06703
39.98901;27.06717
39.4399;27.06731
38.62437;27.06732
37.27068;27.06804
40.89521;27.06807
38.94958;27.06809
40.08781;27.06835
38.94052;27.06873
40.64156;27.06992
40.83245;27.07043
40.67739;27.07049
39.66328;27.07092
38.29406;27.07097
38.56745;27.07106
36.77182;27.0716
40.43229;27.07198
38.15062;27.07206
39.38511;27.07209
37.01599;27.0723
40.19062;27.07243
38.23734;27.07296
40.06151;27.07299
41.13781;27.07375
39.35552;27.0745
40.89401;27.07483
39.65323;27.07501
40.12;27.07504
38.7775;27.07506
40.75354;27.0752
39.02552;27.07537
39.43292;27.07546
39.79229;27.07546
38.3175;27.07577
38.30239;27.07632
38.75412;27.07642
40.19224;27.07659
37.96714;27.07757
40.41531;27.07826
38.93188;27.07854
40.37745;27.0788
39.65313;27.07904
39.38438;27.07908
39.49323;27.08056
40.46266;27.08112
38.37448;27.08208
38.83948;27.08223
38.0112;27.08279
37.44448;27.08298
39.5876;27.08312
40.84021;27.08344
40.35833;27.08373
38.80354;27.08388
37.35875;27.08464
40.23745;27.08515
37.42015;27.08575
39.21568;27.08594
40.59359;27.08598
39.02526;27.08653
38.75729;27.0873
38.01609;27.08802
38.55667;27.08813
37.80943;27.08837
41.1314;27.08846
36.86375;27.08853
39.63505;27.0887
40.36432;27.08881
38.52802;27.08902
39.32417;27.08957
38.82495;27.09031
39.07063;27.09072
39.03036;27.09104
41.13662;27.09148
37.69401;27.09165
38.55292;27.09208
38.95115;27.09228
38.1975;27.09243
39.22245;27.09426
39.74578;27.09463
38.06516;27.09494
39.98135;27.09503
38.07807;27.09543
37.73922;27.0957
37.32234;27.09643
40.55682;27.09657
40.60932;27.09682
38.11703;27.0969
37.29615;27.09822
37.13786;27.09828
37.30761;27.09867
39.31432;27.09897
38.19239;27.09908
38.77073;27.0993
39.17901;27.0996
38.33031;27.10006
38.68568;27.10021
40.73276;27.10047
38.57292;27.10116
36.90937;27.10201
39.80354;27.10266
40.46235;27.10332
37.15287;27.1036
40.34984;27.10371
38.97802;27.1045
38.19021;27.10458
40.89985;27.10548
36.875;27.10565
38.54839;27.10608
39.10115;27.1062
39.80755;27.10646
39.48526;27.10703
40.15427;27.10791
37.4262;27.10849
38.5888;27.10851
38.44765;27.10897
38.73958;27.10917
38.32443;27.10934
39.92943;27.1096
37.92839;27.11008
39.60078;27.11086
39.72391;27.11103
38.57479;27.11107
40.35068;27.11193
38.33588;27.11227
37.90625;27.11265
38.38438;27.1127
38.3974;27.1127
39.12286;27.11328
38.07338;27.11369
37.12979;27.11435
39.47672;27.11481
40.83599;27.11492
40.74776;27.11534
41.13932;27.11625
38.21797;27.11677
38.3287;27.11687
38.6963;27.11762
40.76766;27.11803
39.46672;27.11832
39.21698;27.11962
38.11906;27.11979
40.93287;27.12035
37.44213;27.12035
39.38693;27.12123
38.82099;27.12144
39.67516;27.1216
38.71198;27.12225
39.78234;27.12239
37.75745;27.12243
38.66531;27.12311
38.46859;27.12328
39.32713;27.12337
40.04219;27.12379
39.04552;27.12382
40.9076;27.12406
38.4674;27.12457
37.69584;27.12465
39.02438;27.12525
39.48344;27.12621
38.85807;27.12628
37.80354;27.12686
39.81474;27.12707
37.27646;27.1271
41.15792;27.12721
38.47953;27.12847
40.18224;27.12878
37.90943;27.12897
37.54026;27.12957
39.33182;27.12975
37.04604;27.12988
38.25823;27.13014
37.56849;27.13031
38.76984;27.13097
38.49661;27.13114
37.80505;27.13133
38.70583;27.13169
39.28365;27.13183
38.74792;27.13255
37.53729;27.13276
38.14297;27.13284
37.75323;27.13343
38.58474;27.13344
40.06547;27.13424
38.99651;27.13593
38.03901;27.13601
40.87255;27.13603
39.33609;27.13701
37.38338;27.13703
38.21708;27.13711
39.50719;27.13727
38.57026;27.13809
38.49292;27.13837
38.2188;27.13852
37.37354;27.13867
39.37714;27.13883
38.19609;27.13887
40.96651;27.1391
37.79536;27.13917
40.38823;27.1392
38.79984;27.1398
38.77875;27.14009
37.19698;27.14045
40.30776;27.14054
39.75338;27.14093
39.64542;27.14114
38.04515;27.14261
37.25083;27.14271
37.91161;27.14275
40.28693;27.14284
40.53219;27.14453
39.01531;27.14473
38.77526;27.14491
40.66094;27.14562
38.18698;27.14593
40.76661;27.14727
39.38823;27.1475
41.01375;27.14765
38.07589;27.148
39.83995;27.14815
37.40224;27.14836
38.6176;27.14876
37.48656;27.14958
39.02063;27.15071
38.36615;27.1508
37.24042;27.15134
39.30349;27.15215
37.88172;27.15278
38.55088;27.15313
37.54651;27.15339
40.83568;27.15446
38.05307;27.1548
39.75797;27.15561
39.41141;27.15583
40.39161;27.15642
40.01167;27.15659
37.25286;27.15686
37.51213;27.15701
40.31396;27.15739
39.34745;27.15745
39.61609;27.15761
38.12203;27.15803
39.96849;27.1583
39.97245;27.15878
40.59531;27.15911
37.45729;27.15939
39.76656;27.15961
38.26458;27.15978
38.11417;27.16005
39.17677;27.16061
39.80927;27.16101
39.06026;27.16106
39.15807;27.16107
38.27333;27.16144
38.08599;27.1615
36.86864;27.16153
38.33599;27.16196
37.61802;27.162
37.92385;27.16212
40.0512;27.16252
39.3812;27.16312
37.29453;27.16345
38.53969;27.16366
37.12646;27.16381
40.85943;27.16385
38.38401;27.16405
38.62344;27.16409
40.19505;27.16412
37.85568;27.16414
40.95234;27.16426
39.02719;27.16433
38.7361;27.16438
37.64068;27.16505
39.38813;27.16509
39.03568;27.16538
37.67406;27.16595
40.39172;27.16607
38.32828;27.1676
40.29604;27.16775
39.11234;27.16798
38.70219;27.16896
37.58193;27.16961
38.35099;27.1708
36.795;27.17089
37.36135;27.17153
38.0688;27.17156
40.62963;27.1716
39.30599;27.17212
36.91849;27.17216
38.22531;27.1725
37.76516;27.17266
40.55495;27.1728
38.26427;27.17418
38.89958;27.1743
41.03797;27.17467
39.86255;27.17469
40.23406;27.17475
38.08953;27.17621
38.97021;27.17653
38.73651;27.17685
37.91125;27.17689
40.91109;27.17712
40.91094;27.17725
38.08479;27.17744
39.5749;27.17789
37.46745;27.17792
39.64109;27.17806
40.79073;27.17846
38.61937;27.17857
38.22016;27.17874
38.65245;27.17912
40.81599;27.17917
39.93125;27.17918
40.14505;27.17999
37.66453;27.18015
39.0437;27.1804
41.1275;27.18051
39.66297;27.1806
37.16344;27.18071
40.32021;27.18084
38.8539;27.18102
38.77724;27.18139
37.9112;27.18209
37.45719;27.18268
39.7361;27.18285
40.5375;27.18365
40.44771;27.18397
39.21302;27.18421
39.77698;27.18423
39.44271;27.18436
38.59443;27.18497
40.68802;27.18509
40.32281;27.18546
39.67203;27.18554
38.33765;27.18625
40.13422;27.18645
38.5712;27.18698
38.4675;27.18753
39.99073;27.18766
37.59672;27.18788
38.36552;27.18851
38.00229;27.19112
38.10203;27.19156
36.78797;27.19189
37.53209;27.1919
37.1424;27.19259
37.55896;27.19263
40.09573;27.19269
37.85599;27.19269
38.9311;27.19291
37.26172;27.19301
38.97089;27.19309
38.8987;27.19316
38.29063;27.19382
38.22573;27.19396
38.34068;27.19401
39.32323;27.19405
38.7438;27.19426
37.61969;27.19439
39.68802;27.19462
37.25516;27.19506
39.52854;27.1955
39.75948;27.19554
37.21792;27.19573
38.49557;27.19616
38.51427;27.19689
40.62406;27.19694
40.1549;27.19773
40.08594;27.1988
40.405;27.19885
38.32693;27.19904
40.2725;27.19904
37.37516;27.19916
38.06505;27.1996
38.70536;27.19986
39.42646;27.19988
37.69875;27.1999
37.84651;27.19992
40.75375;27.20023
38.23781;27.20025
37.96484;27.20065
40.95266;27.20089
39.75104;27.20121
38.53391;27.20151
38.03469;27.20177
38.13641;27.20267
37.1713;27.20354
40.59484;27.20424
37.15078;27.20469
37.02802;27.20512
40.77636;27.20536
39.67963;27.20543
38.28573;27.2057
41.23479;27.20581
38.76094;27.20611
39.49042;27.20643
38.89047;27.20645
40.6461;27.2067
39.12011;27.20704
38.94365;27.2082
39.11922;27.20821
39.795;27.20868
41.12276;27.20883
37.25787;27.20946
40.17167;27.21048
39.52635;27.21054
37.06698;27.21062
39.25661;27.21064
40.46922;27.21085
39.9224;27.21146
38.82771;27.21163
38.94792;27.21175
38.16734;27.21178
38.40464;27.21194
38.30443;27.2124
39.91557;27.21257
39.49057;27.21267
38.44885;27.21312
37.63766;27.21545
37.49745;27.21616
39.7625;27.21725
36.83719;27.21729
40.33958;27.21788
37.6962;27.21797
37.6512;27.21819
37.77042;27.21929
40.17505;27.22016
38.40516;27.22042
37.66536;27.22071
40.99151;27.22072
37.54479;27.22097
38.35583;27.22115
40.17297;27.22193
39.42974;27.22196
37.15958;27.2221
37.77849;27.22275
39.64146;27.22342
38.65287;27.22346
38.01526;27.22416
39.16583;27.22435
37.71177;27.22451
40.41265;27.22457
41.02677;27.22505
38.48792;27.22536
39.26661;27.22539
38.89068;27.2259
39.2937;27.22615
37.94953;27.22866
40.73859;27.22891
39.43208;27.22904
39.67443;27.22913
38.75177;27.22977
38.14547;27.23058
38.91703;27.23079
38.23448;27.23151
40.80463;27.23152
38.62932;27.23154
40.29151;27.23162
37.62104;27.23253
38.38703;27.23346
40.29484;27.23427
37.85922;27.23434
40.67703;27.23457
38.81609;27.2347
39.82412;27.23471
38.6888;27.23476
37.33469;27.23542
40.09604;27.23578
38.34651;27.23593
39.49151;27.23596
38.03172;27.23642
39.1189;27.23691
38.01531;27.23735
37.66245;27.2378
40.82656;27.23793
39.23047;27.238
40.15156;27.2382
40.33479;27.23832
36.70828;27.23833
39.82484;27.23848
40.6174;27.23853
39.9149;27.23874
40.0887;27.23987
37.39031;27.24002
39.7238;27.24043
38.61083;27.24079
40.1675;27.24137
38.20266;27.24162
39.76297;27.24177
38.75104;27.24187
38.00552;27.24207
40.60313;27.24222
41.14042;27.2425
37.22344;27.24292
37.43995;27.24292
38.21104;27.24294
37.67448;27.24443
41.05318;27.2449
40.60083;27.24557
41.04807;27.24587
37.96182;27.24774
41.12563;27.24791
40.60162;27.24837
41.15818;27.24868
38.53141;27.24938
38.96802;27.24954
38.12109;27.24977
40.25589;27.24988
38.08802;27.25027
37.17948;27.2505
39.61677;27.25065
38.08698;27.25082
37.25516;27.25101
40.11547;27.25116
37.62578;27.25136
40.56203;27.25204
39.66542;27.2522
37.47656;27.25243
40.08729;27.25289
39.74016;27.25317
39.53943;27.25351
38.76344;27.25563
40.94234;27.25589
39.49406;27.25661
38.35734;27.25697
40.49109;27.25788
41.17089;27.2584
39.43344;27.259
36.96859;27.25949
37.8801;27.26002
37.70109;27.26191
40.6949;27.26225
38.7913;27.26284
38.75208;27.26291
40.78224;27.26298
37.83427;27.26332
38.25459;27.26355
38.3724;27.26358
37.33963;27.26385
40.36984;27.26415
40.21172;27.26479
37.29213;27.26508
41.24307;27.26517
40.09625;27.26527
40.32906;27.2655
41.1213;27.26561
37.96927;27.26582
39.54156;27.26598
37.24786;27.26644
40.71401;27.26674
38.19984;27.26689
38.57781;27.26778
40.08547;27.2678
41.04672;27.26901
40.70547;27.26903
40.71146;27.26905
38.08464;27.26961
39.77823;27.26977
40.46484;27.27004
41.48068;27.27013
37.80557;27.27035
40.53943;27.27037
39.33531;27.2705
41.01292;27.2707
38.70891;27.27104
38.02708;27.27119
39.96807;27.27137
41.02401;27.2714
39.86161;27.27162
38.10833;27.27166
41.03703;27.27201
39.93766;27.27232
40.77964;27.27325
38.57583;27.27347
39.0526;27.27364
39.36052;27.27439
38.50979;27.27485
40.90364;27.27495
38.31213;27.275
39.24166;27.27532
38.56213;27.27587
38.5487;27.2761
37.87292;27.27644
36.85198;27.27645
38.63724;27.27646
38.55037;27.27665
37.0849;27.2772
40.71776;27.27746
40.8189;27.2775
37.9813;27.27767
37.96255;27.27841
40.8301;27.27866
39.97958;27.27867
38.46672;27.27913
40.3101;27.27919
37.32375;27.27972
37.99141;27.28001
37.33156;27.28018
37.58974;27.28058
37.15302;27.28108
39.15406;27.2819
39.66328;27.28206
38.05057;27.28214
37.7176;27.28216
40.0825;27.28261
39.9101;27.28265
39.43677;27.28304
38.44588;27.28351
38.26781;27.28374
38.15709;27.28423
38.35896;27.2846
40.22021;27.28488
40.77469;27.28506
39.78661;27.28553
37.15839;27.28554
41.1238;27.28598
39.59047;27.28655
39.21203;27.28882
38.96901;27.28917
39.75396;27.28957
40.18781;27.29013
40.01765;27.29153
39.52813;27.292
38.33661;27.29265
38.65886;27.29284
37.47094;27.29336
37.87266;27.29384
37.88515;27.29395
39.16161;27.29464
39.05594;27.29485
40.73719;27.29525
41.12714;27.2954
38.84255;27.29548
40.47464;27.29564
38.47026;27.29574
40.31609;27.29619
38.09667;27.29654
39.4962;27.29689
38.37963;27.29695
39.76937;27.29791
40.9162;27.29802
38.11589;27.2983
38.88734;27.29839
38.57885;27.29966
39.10276;27.29968
38.35011;27.3001
39.03339;27.30059
40.95969;27.3006
37.41484;27.30063
38.15948;27.30111
40.60995;27.30119
39.22854;27.30225
40.60255;27.30236
40.97813;27.30264
37.71917;27.30319
40.41787;27.30324
38.54036;27.30439
38.30422;27.30475
39.3287;27.30508
38.90943;27.3057
38.1912;27.30593
39.02208;27.3066
40.86917;27.3069
37.47099;27.30702
37.65896;27.30796
36.92558;27.30857
37.21521;27.30862
38.97776;27.30867
40.87724;27.30904
40.62989;27.30958
39.44135;27.30975
39.21058;27.31031
40.00922;27.31063
38.33073;27.3111
39.47229;27.31174
37.67562;27.31202
39.66521;27.31216
37.21969;27.31239
38.64755;27.31275
38.45864;27.31345
38.8088;27.31378
37.54354;27.31466
37.32833;27.31581
37.54026;27.31584
37.84792;27.31703
39.27047;27.31723
39.07234;27.31725
38.65745;27.31787
37.87349;27.31807
38.32448;27.31845
39.32682;27.31865
38.49255;27.31874
37.59156;27.31979
37.5549;27.31985
37.20823;27.31997
38.9462;27.32011
39.25182;27.32015
39.03609;27.32044
37.62422;27.3205
38.82224;27.32209
38.27776;27.32249
41.80177;27.32255
37.37958;27.32257
40.68917;27.3228
38.11813;27.32281
40.19771;27.32283
41.06609;27.3232
39.61911;27.32395
37.38443;27.32404
41.09813;27.32479
40.97396;27.32486
38.85151;27.32511
40.52828;27.3252
38.81906;27.32525
37.74411;27.32566
40.80312;27.3257
39.59755;27.32592
41.30677;27.32609
38.81526;27.3267
37.28239;27.32673
39.70187;27.32692
38.82214;27.32694
38.79161;27.32773
37.88115;27.32789
38.62307;27.32872
37.12792;27.32988
37.65781;27.33097
39.00245;27.33168
40.08667;27.33238
37.04406;27.33255
40.6374;27.33268
38.34797;27.33302
39.59578;27.33348
38.41901;27.33352
38.36813;27.33466
40.26714;27.33484
39.32354;27.3357
37.39995;27.33635
38.69823;27.33707
37.93995;27.33714
41.04656;27.33757
41.20396;27.33898
38.75448;27.33925
39.32406;27.33961
38.17693;27.33968
40.35307;27.34076
37.2149;27.34096
40.89542;27.34111
40.60089;27.34145
41.3401;27.34181
40.81609;27.34245
40.95896;27.34264
37.50672;27.34303
39.67833;27.3437
41.16412;27.34381
39.64359;27.34404
39.0688;27.34436
38.13485;27.3453
37.95375;27.34538
41.12339;27.34597
40.39906;27.34601
40.50516;27.34617
41.12078;27.34635
41.06839;27.34642
37.7363;27.34661
37.87011;27.34664
39.91344;27.34715
40.9524;27.34727
39.33521;27.34812
39.87443;27.34826
37.9487;27.34909
40.26568;27.34928
39.79875;27.34941
41.01812;27.34945
39.36187;27.34949
38.01344;27.35015
40.43141;27.35027
36.96276;27.35073
37.06193;27.35081
38.52276;27.35099
37.50198;27.35108
40.29542;27.3513
41.3826;27.35154
39.68443;27.35239
39.60661;27.35244
39.95349;27.35261
36.82714;27.35275
39.21151;27.35299
41.34599;27.35326
38.7913;27.35382
39.77104;27.35411
38.53755;27.35413
39.73875;27.35486
38.52666;27.35519
41.30964;27.35627
41.05948;27.35635
37.17385;27.35643
41.79224;27.35675
39.08865;27.3574
38.91391;27.35815
40.24479;27.35867
39.92177;27.35878
38.11802;27.35924
40.36896;27.35962
37.7551;27.36007
39.66964;27.36027
39.14927;27.36048
38.23031;27.36064
40.86479;27.36078
40.44;27.36102
37.04625;27.36123
38.0463;27.36152
40.13375;27.36153
38.16849;27.3616
40.72677;27.36248
39.24839;27.36287
39.86411;27.36287
38.91922;27.36291
40.06531;27.363
41.15406;27.36356
39.22547;27.36474
37.67531;27.36486
38.07729;27.3651
37.5074;27.36514
38.3862;27.36567
40.40719;27.36598
40.33745;27.36668
40.90568;27.36717
38.11224;27.36747
40.76375;27.36749
39.92094;27.36749
38.13297;27.36774
39.24677;27.36781
37.24979;27.36803
40.29313;27.36896
37.71312;27.36901
38.71453;27.37002
39.50604;27.37047
38.43125;27.37052
39.65745;27.37089
37.88349;27.37114
39.87542;27.37142
37.37953;27.3715
40.56458;27.37207
38.22594;27.37228
37.94224;27.37269
40.39614;27.37271
39.18636;27.37292
39.18636;27.37351
40.07745;27.3736
37.70287;27.37422
38.01667;27.37443
37.86776;27.37463
40.91844;27.37472
39.04906;27.37523
39.67844;27.37544
38.8388;27.37584
37.59172;27.37615
40.7575;27.37662
39.49099;27.3768
38.8037;27.3769
37.81417;27.37693
39.67375;27.37808
38.38719;27.37898
39.81651;27.37936
40.85594;27.38021
37.53078;27.38023
37.61713;27.38129
39.96865;27.38166
40.62339;27.38178
37.22828;27.38251
39.15797;27.38251
38.85479;27.38268
39.55906;27.38298
38.56068;27.38299
37.16198;27.38304
37.52948;27.3833
37.2638;27.38336
40.60531;27.38408
38.22724;27.38574
37.71677;27.38638
41.17776;27.38662
41.08036;27.38684
37.8987;27.38759
39.25615;27.38769
38.33151;27.38804
40.75661;27.38834
37.9537;27.38834
38.25849;27.38867
39.09776;27.38875
38.57724;27.38884
38.02766;27.38967
40.48484;27.38985
40.31594;27.38993
38.44167;27.39005
39.37844;27.39018
39.81125;27.39034
41.14901;27.39084
38.66156;27.39102
40.3775;27.39114
38.07235;27.39147
39.0025;27.39168
40.9511;27.39252
38.66948;27.39258
37.31464;27.39271
38.30719;27.39289
39.47391;27.39349
41.02255;27.39356
38.22151;27.39408
38.03703;27.39439
39.30802;27.39638
40.41854;27.39676
39.20964;27.39678
38.38693;27.39683
39.56036;27.39706
38.66526;27.3979
37.21516;27.39798
37.86745;27.39869
37.65125;27.39913
37.77536;27.40036
40.43703;27.40053
39.0863;27.40057
41.08667;27.40119
40.33849;27.40133
39.30625;27.40239
39.34745;27.40358
39.10146;27.40373
39.50396;27.40437
38.99844;27.40454
38.64901;27.40474
41.3074;27.40518
40.04662;27.40533
40.82438;27.4055
41.19453;27.40601
37.41547;27.40674
41.21573;27.40714
39.82724;27.40731
37.84261;27.40748
37.69849;27.40832
40.35203;27.4085
37.90542;27.40856
40.86604;27.4086
38.76511;27.4088
41.34391;27.4089
40.48833;27.40907
38.16708;27.40914
37.54682;27.40962
37.62495;27.41033
37.03959;27.41113
40.3125;27.41129
39.66026;27.41149
39.50599;27.41186
38.87292;27.41244
39.54438;27.4125
40.94083;27.4137
39.82406;27.41388
40.91146;27.41391
40.60432;27.41414
39.77;27.4143
41.23656;27.41443
36.88995;27.41468
41.2361;27.41474
40.21989;27.41483
39.90177;27.41549
39.68927;27.4155
39.83219;27.41634
38.61557;27.41675
38.50084;27.41698
38.37688;27.41732
38.05078;27.41807
37.88839;27.41853
41.12604;27.41868
38.05;27.41869
40.88901;27.41914
40.28568;27.41928
40.19198;27.42099
41.03865;27.42118
39.74349;27.42119
40.90417;27.42152
39.50536;27.42304
39.66771;27.42326
37.25109;27.42407
37.44115;27.42418
38.38068;27.42422
37.40167;27.42461
37.24292;27.42479
40.37312;27.42484
39.89125;27.4254
40.22464;27.42553
38.75625;27.42574
38.59458;27.42598
40.31698;27.42643
39.60245;27.42679
37.91719;27.42714
37.64828;27.42822
39.66161;27.42868
39.5425;27.42885
40.41182;27.42976
38.73172;27.4299
40.72052;27.43029
38.34401;27.43036
37.45521;27.43058
39.21802;27.43096
37.04276;27.43122
37.87989;27.43194
38.61375;27.43276
37.80912;27.43313
40.75318;27.4334
38.00125;27.43419
41.37656;27.43455
40.98708;27.43464
38.80448;27.4355
40.70047;27.43607
37.68359;27.43666
38.67422;27.43706
41.30307;27.43721
38.47318;27.4377
37.83812;27.43776
37.74833;27.43838
41.3038;27.43841
39.56781;27.43861
38.02302;27.43876
40.64;27.44018
38.27974;27.44022
39.84854;27.44027
40.25338;27.44037
40.77687;27.4407
40.00063;27.44147
38.10172;27.44184
38.01765;27.44212
37.40458;27.44242
41.24417;27.44264
38.01568;27.44282
40.37542;27.44286
40.78266;27.44343
40.08339;27.44381
38.60812;27.44453
37.77839;27.44518
40.93641;27.44521
39.68719;27.44535
38.19089;27.4459
38.13865;27.44595
37.04287;27.44613
40.59552;27.44615
39.10156;27.44761
37.76036;27.44835
39.16037;27.44868
40.39865;27.44869
39.79307;27.44883
39.28328;27.44908
37.67995;27.44956
38.22682;27.44958
38.8663;27.4519
41.0801;27.4519
41.6501;27.45295
39.20287;27.45628
37.72771;27.45638
41.27182;27.4585
40.41938;27.45882
40.04354;27.45938
38.50365;27.45946
40.7649;27.45966
41.20833;27.46034
38.45927;27.46056
40.2675;27.46131
39.23703;27.46215
41.23302;27.46226
39.36208;27.46337
40.49141;27.46378
40.89135;27.46389
37.85693;27.46414
39.03588;27.46436
38.5012;27.46455
38.64594;27.46486
37.82396;27.46494
38.44011;27.46521
37.92213;27.46525
38.5412;27.46528
38.87026;27.46634
38.13859;27.46635
41.10224;27.46684
38.02516;27.46708
38.8012;27.46717
38.71724;27.46736
38.74729;27.46796
37.71239;27.46801
37.48927;27.4682
40.50708;27.46858
39.4587;27.46865
40.76297;27.4692
39.91114;27.46921
41.04578;27.46928
37.21917;27.46968
40.90724;27.47009
38.94609;27.47024
37.58578;27.47122
37.86089;27.47123
39.19302;27.47166
38.56511;27.47167
39.77479;27.4728
40.60135;27.47324
40.51281;27.47401
41.44688;27.47433
39.48708;27.47441
40.92125;27.47447
38.5588;27.4745
38.28239;27.47479
38.06922;27.47491
38.89292;27.4755
39.87552;27.47582
41.24245;27.47609
38.21021;27.47675
38.52489;27.47706
37.65406;27.47766
38.79297;27.47812
37.66729;27.47825
40.53365;27.47865
37.87719;27.47884
38.78677;27.47903
38.92208;27.47904
38.70135;27.47943
37.62552;27.47963
39.32453;27.48072
38.52521;27.48139
38.75849;27.48146
38.22917;27.48161
40.47396;27.48215
39.22338;27.4822
39.14182;27.48228
39.96734;27.48266
38.23714;27.48285
39.26141;27.48315
39.50167;27.48327
37.84078;27.48367
38.49786;27.48452
40.91109;27.48459
39.85224;27.48467
37.61839;27.4847
39.07255;27.48533
40.13151;27.48593
38.61995;27.48666
39.62458;27.48699
40.94193;27.48727
39.45745;27.48729
38.69047;27.48804
38.87266;27.4883
40.54536;27.48838
38.55583;27.4889
38.8301;27.4891
38.66198;27.48928
39.73818;27.49024
38.81594;27.49067
38.9188;27.49112
37.65162;27.49145
38.75516;27.4915
39.01724;27.49185
39.27615;27.49278
38.3051;27.49284
39.1875;27.49361
37.76781;27.49379
41.34896;27.49413
37.1;27.49481
38.12391;27.49521
39.65396;27.49559
37.93401;27.49561
39.50083;27.49567
40.08578;27.49595
38.12875;27.49605
39.10698;27.49659
38.88542;27.49663
38.8175;27.49673
40.31802;27.49685
39.76015;27.49711
38.19792;27.49735
41.1326;27.49736
37.08396;27.49757
39.95344;27.49781
39.33656;27.49811
40.29781;27.49874
41.34469;27.49964
38.00656;27.49966
38.00396;27.50038
38.565;27.501
39.66932;27.50101
38.50838;27.50134
41.01406;27.50152
37.39099;27.50168
41.09589;27.50196
37.64114;27.502
39.63422;27.50214
40.42427;27.50224
41.02703;27.50265
39.9726;27.50286
39.03318;27.50302
39.9538;27.50312
39.76599;27.50318
40.11828;27.50332
38.82474;27.5037
40.45964;27.50424
38.82286;27.50438
40.09063;27.5053
39.76318;27.50534
41.12125;27.50558
40.44141;27.50599
37.88703;27.5064
38.06031;27.50641
38.14302;27.50667
39.64885;27.50671
38.27969;27.50675
39.54214;27.50861
38.56526;27.50861
38.53;27.50861
39.73219;27.50902
40.80766;27.51022
38.45708;27.51056
38.31063;27.51082
38.19484;27.51138
38.51292;27.51167
41.37641;27.51195
38.51786;27.51214
39.56125;27.51221
39.63542;27.51227
39.32297;27.51259
38.72198;27.51269
38.88917;27.51287
40.67755;27.51359
37.76563;27.51441
39.5099;27.51468
40.12708;27.5149
41.15656;27.51577
41.4088;27.51579
39.49203;27.51595
39.49828;27.51598
40.06005;27.51652
41.1287;27.51707
40.54885;27.51909
40.26505;27.51926
37.46901;27.51959
40.4862;27.51963
37.86234;27.51965
39.07182;27.52052
40.25146;27.52069
37.62917;27.5208
39.7826;27.52117
40.48594;27.52209
39.92635;27.52252
38.7688;27.52254
39.77354;27.52326
38.13974;27.52367
38.41667;27.52429
40.72;27.52445
38.47255;27.5245
39.1375;27.52456
37.6862;27.52464
40.00276;27.5247
39.12333;27.525
40.08198;27.52515
39.63161;27.52555
41.03828;27.52576
39.11911;27.52583
38.44307;27.52585
39.61443;27.52719
38.14557;27.52736
39.89234;27.52755
40.39505;27.52764
39.24698;27.52766
40.78484;27.52779
38.3387;27.52804
39.52161;27.52816
39.2812;27.52821
38.54729;27.52837
39.14714;27.52864
39.24693;27.52872
40.23797;27.5289
40.42807;27.52916
38.14427;27.52928
37.36083;27.53013
39.77656;27.5302
41.12474;27.53045
37.53563;27.53084
37.73672;27.53111
38.90083;27.53116
40.98219;27.53152
37.15047;27.53195
38.25224;27.53201
41.2475;27.53257
38.37208;27.53341
39.93526;27.53366
40.5564;27.53398
38.23703;27.53415
38.5676;27.53418
39.15943;27.53436
40.33073;27.53449
39.75849;27.53486
37.80182;27.53526
41.36177;27.53547
38.12068;27.53571
38.9225;27.53574
41.11635;27.53705
40.30833;27.53726
40.61662;27.53734
39.5775;27.53741
38.62239;27.53767
37.84214;27.53851
38.85635;27.53855
39.69302;27.53893
39.01588;27.54058
39.99385;27.54105
39.20958;27.5415
40.13016;27.54179
38.35765;27.54273
37.77547;27.54282
39.87031;27.54302
40.46339;27.54351
38.47297;27.54381
40.25687;27.54413
41.08401;27.54432
37.8961;27.54444
39.57687;27.54476
41.54505;27.54501
38.21057;27.54523
39.51391;27.54538
40.48167;27.54548
39.40979;27.54564
40.60896;27.54573
40.17167;27.54614
37.3887;27.54632
38.20651;27.54699
40.01484;27.54763
39.86349;27.54782
40.35464;27.548
40.99958;27.54875
39.11719;27.54901
38.84985;27.54903
38.35411;27.5491
38.6688;27.54926
38.28245;27.54966
40.75719;27.54993
38.97432;27.55001
40.20234;27.55006
37.88318;27.55013
39.87432;27.55017
39.09021;27.55051
39.87141;27.55066
40.66318;27.55204
40.65167;27.55205
38.79089;27.55313
40.69213;27.55328
38.43839;27.55334
41.02515;27.55356
38.99;27.55383
41.24588;27.554
39.6687;27.55445
37.85594;27.55541
40.63766;27.55587
37.56839;27.55622
40.19162;27.55637
38.95177;27.55677
38.44318;27.55704
40.60896;27.55713
40.94974;27.55867
38.84432;27.55915
37.72599;27.55939
39.21479;27.56023
38.76276;27.56026
38.64328;27.56035
38.60969;27.56098
38.37698;27.56101
39.56833;27.56121
38.46307;27.56264
38.19745;27.56278
40.90594;27.56283
37.28229;27.56315
37.97901;27.56433
38.94693;27.56455
39.97896;27.56512
38.13739;27.56529
40.44584;27.56565
38.19292;27.56569
41.1386;27.56597
39.13677;27.56601
40.76844;27.56601
38.54208;27.56602
40.23677;27.56604
39.53906;27.56639
37.87396;27.5666
40.19567;27.56761
