K5PC5CH.OP;K5T4.PV;K5T18_2.PV;K5PC6CH.OP;K5T8_3.PV;K5T10_2.PV
20.45073;103.5497;68.51458;32.78984;101.3056;88.75042
21.77922;102.6194;69.30605;36.06427;99.09396;88.75031
21.10714;103.9174;68.62083;34.00906;100.8508;88.75031
21.33438;103.7882;68.93396;33.99422;101.1477;88.75011
20.50203;103.5285;67.41583;33.96005;100.3351;88.74937
20.97318;103.8059;68.68729;34.0024;100.9321;88.74834
20.4674;103.5321;67.28042;33.8688;100.372;88.74823
21.41198;103.0804;68.51437;33.96239;100.9258;88.7474
27.00802;105.7566;69.76104;39.64135;101.1921;88.74594
26.03031;106.098;69.11063;38.44667;102.7838;88.74563
20.41313;103.5738;67.32292;33.88229;100.3046;88.7449
21.16703;103.7849;68.25771;33.97406;100.9233;88.74479
21.56786;103.6699;68.61104;33.92771;100.9068;88.74458
21.31469;104.0476;68.61312;33.95089;100.8463;88.74448
20.46479;103.8715;68.75979;32.81802;101.4332;88.74271
21.82531;102.4619;69.38208;36.01401;99.07177;88.74261
21.10359;103.3581;68.33688;33.99016;100.6804;88.7425
20.47234;103.457;68.04;32.84609;101.5212;88.74094
20.67312;102.84;67.165;33.93693;100.285;88.7401
20.55729;103.2186;68.06541;32.74896;101.5248;88.74
21.16255;103.4432;68.37896;34.00609;100.8726;88.73959
20.8088;103.5739;67.41125;33.92786;100.3241;88.73917
31.13807;107.3949;72.04708;42.46698;101.0719;88.73844
20.02927;103.1493;68.85938;32.83745;101.3221;88.73823
20.50813;103.398;66.87791;33.8988;100.2617;88.7374
21.27531;103.9778;68.98563;33.97422;100.9163;88.73729
20.36979;103.8991;68.81583;32.76661;101.4376;88.73719
21.36969;104.0448;68.85083;34.00333;101.0385;88.73708
20.50005;103.6297;68.48917;32.73995;101.812;88.73708
20.71708;103.1324;66.99667;33.94198;100.3438;88.73635
21.15599;103.9928;68.81375;33.91724;100.9254;88.73552
38.36672;109.7568;73.67771;49.70464;96.43729;88.735
20.20453;103.2134;68.26312;32.85198;101.5118;88.73469
30.87802;108.8474;71.6775;42.35167;101.1672;88.73448
20.7199;103.5355;67.13104;33.89865;100.3167;88.73292
21.09422;103.4212;68.2225;33.9663;100.7295;88.73135
20.98443;103.3632;68.40938;33.97177;100.671;88.73135
27.4338;104.3808;69.79729;39.61031;101.325;88.73083
35.93937;110.5714;71.43208;47.23042;101.7896;88.73042
20.45797;103.1089;67.61333;33.89255;100.4245;88.73021
21.42;103.899;68.82708;33.97964;100.929;88.72979
21.19646;103.5273;68.39562;33.91927;100.8363;88.72916
20.45865;103.849;68.68979;32.80255;101.4441;88.72875
20.68422;103.7028;66.94563;33.89875;100.2433;88.72791
20.98875;102.9187;68.355;33.98885;100.7202;88.72771
25.32057;104.3883;71.29396;37.70203;99.83041;88.72604
20.66125;103.1403;66.94479;33.90172;100.2643;88.72552
20.58052;103.0059;67.17354;33.94516;100.3354;88.72552
20.39937;103.6148;67.30209;33.91344;100.3208;88.72469
31.03146;107.6948;71.8448;42.48677;101.5092;88.72427
21.07099;102.9815;68.3375;34.00969;100.6946;88.72427
20.50708;103.1497;67.23187;33.92135;100.2925;88.72271
25.43391;103.9776;71.30062;37.69807;99.85177;88.72219
20.55677;103.3529;68.25813;32.80401;101.5021;88.72135
21.75526;102.335;69.47792;36.01453;99.05625;88.72104
20.37724;103.363;67.65437;33.87521;100.4399;88.72104
31.0713;107.4264;71.8425;42.4501;101.064;88.72094
26.07766;105.6355;70.55104;39.32896;101.0852;88.7198
30.99755;107.1409;71.96729;42.53365;101.307;88.71969
23.2075;103.4153;70.53958;36.1661;99.76167;88.71969
20.50432;103.0672;68.90375;32.87989;101.3066;88.71969
35.7651;110.4764;72.16854;47.21182;101.0285;88.71938
21.29172;103.7809;68.73688;33.92906;100.9647;88.71917
31.20859;107.3647;72.17604;42.50016;100.7756;88.71886
21.74885;102.4365;69.30833;36.03802;99.0751;88.71812
21.59979;103.5142;68.61896;33.96307;100.8889;88.71812
20.63948;102.766;66.88062;33.93338;100.2275;88.71677
21.49094;104.0152;68.97542;33.99021;101.0806;88.71646
20.41729;103.5282;67.08271;33.91979;100.2905;88.71562
21.24844;103.9069;68.74687;33.97896;100.9224;88.7151
21.37005;103.9771;68.66854;34.02948;100.8381;88.7149
21.8274;102.8764;69.01229;36.0688;99.1025;88.71438
20.76646;102.3968;67.37563;33.93854;100.2777;88.71416
21.89422;103.1712;69.10604;36.06729;99.08791;88.71385
23.22432;103.4408;70.23167;36.13167;99.69885;88.71375
21.66443;102.6791;69.18854;36.06818;99.10687;88.71365
20.52818;103.4359;66.92812;33.92234;100.2392;88.71354
21.02385;103.2199;68.44104;34.00073;100.7202;88.7126
20.44849;103.8878;68.51458;32.7776;101.4491;88.71156
20.4388;103.6335;68.73167;32.78995;101.4552;88.71114
20.52073;103.2505;67.2575;33.86979;100.3718;88.71094
21.12286;103.0808;68.30396;33.94526;100.8295;88.71083
20.62714;103.2391;67.09062;33.90052;100.3327;88.71021
20.56052;103.3261;66.98875;33.90234;100.3195;88.71021
20.68078;103.4226;66.94667;33.95078;100.3242;88.70948
20.75182;103.5818;66.98937;33.90297;100.3173;88.70927
20.99333;103.7391;66.92333;33.92089;100.2343;88.70844
20.36292;103.822;69.01187;32.77114;101.4309;88.70823
20.32307;103.619;68.84021;32.79151;101.4689;88.70792
21.39385;103.9641;68.86479;33.97354;100.9153;88.70771
20.35401;103.4401;67.0648;33.89714;100.2715;88.7076
23.20719;103.2697;70.75375;36.14437;99.76646;88.7074
20.80859;103.3644;67.39979;33.88588;100.3193;88.70479
21.20292;102.4332;68.25;33.93823;100.574;88.70458
21.32818;103.7114;68.37625;33.99802;100.926;88.70406
20.38318;103.4863;66.54896;33.93807;100.2529;88.70375
21.26661;103.7698;68.68645;34.00114;100.8827;88.70229
20.68469;102.6793;67.26312;33.91578;100.2691;88.70125
20.78005;103.1044;67.02062;33.93911;100.2654;88.70114
20.49094;103.2834;68.82417;32.76943;101.3228;88.70104
21.38604;103.9956;68.48937;34.00177;100.9303;88.70084
20.55713;103.5485;67.1975;33.91885;100.3121;88.7001
20.57943;102.8331;67.20521;33.91776;100.2465;88.69979
20.7151;103.332;67.00333;33.9412;100.3049;88.69968
21.36984;103.798;68.49125;33.95375;100.8865;88.69885
21.19786;103.9806;68.32604;33.92667;100.9423;88.69791
20.42739;103.4261;67.46375;33.86177;100.427;88.69708
20.28521;103.4515;68.63375;32.78141;101.3356;88.69698
21.15526;103.1481;68.36729;33.97818;100.7369;88.69688
21.43078;104.0131;68.9825;34.00016;101.0404;88.69646
20.99979;102.8064;68.43645;33.96062;100.5711;88.69552
20.36599;103.6641;68.83562;32.77864;101.4492;88.69395
21.2926;103.9851;68.61459;33.98776;100.9353;88.69364
20.46323;103.1624;66.80104;33.87995;100.207;88.69354
21.82448;102.4508;69.23625;36.07557;99.0901;88.69312
20.49297;102.3121;67.82313;32.73146;101.654;88.69177
20.31911;103.512;68.30917;32.82344;101.562;88.69177
21.45094;103.9821;68.82188;33.99385;101.0549;88.69146
21.31484;103.7824;68.5825;33.97411;100.92;88.69146
20.64016;103.2441;67.04667;33.90078;100.22;88.69115
22.96927;103.6425;70.1475;36.16323;99.69875;88.69083
21.60958;102.612;68.98729;36.04682;99.06729;88.68917
21.70646;102.7595;69.38604;36.06709;99.0975;88.68875
21.61234;103.1707;68.84;36.00323;99.40771;88.68771
20.56682;103.0864;67.13854;33.91401;100.2233;88.68771
22.89672;103.4783;70.39479;36.22255;98.82021;88.68594
23.39057;103.3055;70.68312;36.18859;99.75656;88.68552
21.32911;103.8757;68.47625;33.99406;100.9135;88.6849
21.83714;102.4835;69.49958;36.02703;99.08885;88.68396
21.31078;103.7774;68.22792;33.9738;100.9068;88.68396
20.4963;102.882;66.92333;33.91385;100.2666;88.68302
21.22745;103.3522;68.36396;33.95615;100.9241;88.6824
20.79938;103.6048;66.90708;33.92708;100.2204;88.68146
21.21443;103.6606;68.04542;33.93646;100.8122;88.68114
20.76047;103.3296;67.06;33.90693;100.3633;88.68073
20.70333;102.823;66.86459;33.91594;100.2019;88.68042
21.18813;103.126;68.17313;33.94437;100.7999;88.68011
21.67224;102.7482;69.03104;36.04005;99.03656;88.67927
20.47854;103.4236;68.9225;32.72958;101.4572;88.67812
20.70271;103.5803;67.06104;33.94573;100.2319;88.67802
20.87172;103.5895;68.53396;32.8738;100.9408;88.6775
21.40245;103.9746;68.70021;33.9988;101.0476;88.67719
20.89505;103.5171;66.87812;33.92239;100.226;88.67687
21.86292;102.5111;69.42333;36.07865;99.08521;88.67521
23.5338;103.2914;70.83396;36.11318;99.75531;88.67416
20.49224;103.4212;66.755;33.93734;100.2329;88.67354
21.40417;103.9321;68.53521;33.9512;100.928;88.67302
20.48953;103.6886;68.95541;32.78224;101.4003;88.67271
20.66734;103.5249;67.2177;33.89687;100.3213;88.67239
20.99255;102.4658;68.54625;33.97552;100.5843;88.67219
21.02599;102.8887;68.39458;33.99771;100.8399;88.67177
20.41792;103.0851;67.24541;33.84771;100.4064;88.67125
20.82708;103.4769;66.72542;33.90474;100.2318;88.67062
20.60599;102.9103;66.67271;33.91484;100.1726;88.67042
35.25974;110.4444;71.95354;46.96807;101.0018;88.67031
30.86859;107.2359;71.59084;42.48375;101.0767;88.6699
20.40057;103.7032;68.87417;32.75245;101.4405;88.66948
21.11651;102.5484;68.01521;33.95755;100.5753;88.66937
21.09771;103.638;68.23312;33.985;100.9214;88.66833
23.01151;103.7103;70.03042;36.13974;99.69344;88.66802
20.76365;103.4649;66.94354;33.89229;100.2259;88.66698
20.36833;103.6982;68.8825;32.73958;101.2818;88.66615
20.84385;103.2439;66.72146;33.9439;100.2152;88.66521
38.30651;109.6276;73.64875;49.68161;96.37458;88.66511
20.63807;103.2004;67.01375;33.90995;100.2068;88.66511
23.22953;103.572;70.45729;36.16198;99.75854;88.66469
20.35552;103.3781;67.34646;33.88422;100.4228;88.66333
21.36448;103.9482;68.48125;33.97937;100.925;88.66312
21.78021;102.5893;69.10083;36.05791;99.08479;88.66219
25.6863;104.0551;71.29354;37.69865;99.86229;88.66094
21.82375;102.3577;69.57875;36.00745;99.0525;88.65916
20.07667;103.0234;66.82291;32.82599;100.4866;88.65916
21.09521;103.1123;68.34062;33.96776;100.8501;88.65896
21.71693;102.8871;69.00208;36.01031;99.39823;88.65854
30.98651;108.2706;71.44521;42.29693;101.1761;88.65813
21.11609;102.671;68.335;33.92344;100.5679;88.65739
20.36276;103.7389;68.96812;32.77531;101.3014;88.65719
20.49573;102.8203;66.86292;33.89073;100.2113;88.65708
26.0324;105.7783;69.97229;38.73271;101.7141;88.65697
20.51724;103.7143;68.53542;32.79677;101.3696;88.65614
20.72193;103.272;66.64896;33.9249;100.1636;88.65573
22.03797;102.372;69.33187;35.99089;99.06375;88.65479
26.12719;105.6234;70.48375;39.32521;101.0166;88.65385
20.52354;103.071;66.80437;33.86187;100.2315;88.65218
26.20391;105.5634;70.47771;39.29672;101.0461;88.64958
21.13375;103.1724;68.36125;34.03453;100.766;88.64938
21.75266;102.7583;69.34042;35.94167;98.98802;88.64812
21.72083;102.7247;69.18063;35.98156;99.08229;88.64812
22.98969;103.5073;70.225;36.18568;99.71521;88.64698
20.4549;102.1751;67.67604;32.73219;101.6275;88.64698
21.73828;102.7751;68.50604;36.02609;99.37625;88.64687
21.86901;102.4524;69.36146;36.02302;99.04333;88.64667
21.77359;102.4324;69.29063;36.02906;99.09594;88.64667
20.38646;103.4281;68.13771;32.81526;101.5478;88.64667
20.35984;102.4827;67.45937;33.86469;100.4115;88.64635
20.33458;103.8004;68.7225;32.7901;101.2494;88.6451
31.08505;107.5452;71.96896;42.50297;100.7615;88.64427
20.23135;103.7583;68.83896;32.75057;101.3016;88.64323
21.61078;103.0142;68.92709;36.03495;99.03011;88.64302
20.60714;103.4094;67.035;33.90255;100.2075;88.64302
20.68182;103.4783;66.92792;33.87828;100.1898;88.64281
20.67573;103.5294;68.74604;32.73458;101.4452;88.6426
22.9362;103.3823;70.39375;36.16109;99.71802;88.64177
20.09073;103.6832;68.98146;32.75646;101.3056;88.64146
20.31911;103.5478;68.73333;32.74318;101.3176;88.64136
21.11682;103.5127;68.43125;33.97708;100.7429;88.64052
23.09354;103.563;70.23917;36.14208;99.70906;88.64021
20.52453;103.494;69.14584;32.80458;101.3972;88.63979
20.38141;103.0918;66.92958;32.84859;100.4571;88.63917
21.67672;102.3318;69.305;36.03188;99.0925;88.63771
21.21984;103.477;68.37896;33.97948;100.7577;88.6375
31.04833;107.1477;71.52812;42.45911;101.1085;88.63708
20.34188;103.4152;68.70771;32.82188;101.3842;88.63667
20.21802;103.3422;66.86771;33.90802;100.217;88.63594
20.8213;103.4958;67.16125;33.87995;100.3015;88.63396
31.10578;107.1994;71.50375;42.32516;101.1108;88.63386
25.46932;103.7679;70.33583;37.73021;99.98375;88.63313
21.63338;102.6094;69.08125;36.0526;99.0674;88.63177
21.86542;102.4582;69.47313;36.00885;99.04344;88.63125
20.74526;103.1449;68.84229;32.84474;101.3159;88.63042
21.0176;103.2267;68.37646;33.96698;100.9092;88.6301
20.43177;103.1407;66.68375;33.90833;100.222;88.62959
20.54052;103.3481;67.11979;33.92937;100.1873;88.62948
31.3063;106.9243;71.57958;42.52828;101.1256;88.62937
35.61156;110.4057;71.40813;47.10015;100.974;88.62885
20.61422;103.34;66.58916;33.90932;100.2237;88.62865
26.22161;105.5091;70.65958;39.26104;100.988;88.62823
20.98578;103.6875;68.34666;33.9864;100.7465;88.62771
20.44161;103.716;68.49854;32.86703;100.9264;88.62437
20.48047;103.4408;67.04958;33.87448;100.2058;88.62302
21.13818;103.5972;68.21667;34.01865;100.7414;88.6226
21.71714;102.7436;68.78313;36.02745;99.35052;88.62177
20.59677;103.3008;68.5575;32.65635;101.7967;88.62156
21.25604;103.11;68.32083;33.99651;100.8844;88.62146
21.84531;102.4807;68.88458;36.05958;99.0925;88.62083
20.34927;103.2217;67.855;32.78089;101.5704;88.62052
20.63552;103.3977;66.82833;33.86672;100.2968;88.61979
23.33354;103.3292;70.26417;36.16734;99.73448;88.61948
20.95031;103.4471;68.24125;33.99281;100.8647;88.61938
31.05271;107.1573;71.50313;42.36172;101.1032;88.61886
20.58016;103.1991;67.10291;33.85839;100.2178;88.61708
20.64292;103.4691;67.02125;33.88677;100.1901;88.61636
31.14099;107.323;71.72688;42.50432;100.7422;88.61531
21.84953;102.7246;69.24354;36.03214;99.07677;88.61479
21.66469;103.1405;69.25896;36.03036;99.01875;88.61407
20.46854;102.65;67.80979;32.74229;101.6119;88.61385
20.43386;103.4116;69.15354;32.77974;101.387;88.61282
21.75141;102.6064;69.06229;36.0486;99.08063;88.61177
19.50609;103.0212;66.92438;32.72688;99.92156;88.61166
21.75182;102.5273;69.38583;36.02583;99.08063;88.60979
20.4888;103.5134;68.4775;32.77036;101.3858;88.60906
28.85854;106.9711;72.42021;40.86198;99.02896;88.60864
20.98198;103.1823;68.03667;33.93844;100.5605;88.60802
25.94292;105.7835;69.20104;38.56125;102.7433;88.60698
21.62167;102.3982;68.95729;36.05214;99.02958;88.60552
21.90724;102.4993;69.25938;35.99672;98.97552;88.60521
35.77453;110.1804;72.60355;47.0061;99.98083;88.60438
35.76635;109.9839;72.54229;47.10047;100.0032;88.60271
21.73214;102.9753;69.23479;36.03943;99.02521;88.6026
21.62094;103.1399;68.92937;36.04755;99.0499;88.60198
20.4012;102.9864;67.21208;33.87125;100.3848;88.6
20.4337;103.3978;68.96896;32.80062;101.3846;88.59979
20.69781;103.3749;67.27333;33.91661;100.2038;88.59969
22.98271;103.4775;70.17563;36.25854;98.78593;88.59906
27.18745;106.1914;70.27354;39.43464;101.1581;88.59792
21.68724;103.077;69.05146;36.05052;99.05125;88.59541
20.00193;103.0495;66.86771;32.80068;100.4337;88.5948
36.15458;110.0015;72.70521;47.17359;99.99375;88.59438
25.30401;104.0229;71.03146;37.73323;99.89979;88.59364
20.57615;103.0765;67.09604;33.8651;100.2751;88.59323
21.97594;102.9902;69.36813;35.98188;98.99396;88.59281
20.57578;103.3443;66.54813;33.90026;100.164;88.58979
26.10234;105.5176;70.73625;39.29396;100.9599;88.58938
30.83661;106.9381;71.685;42.39531;101.1368;88.58854
21.14271;103.5473;68.17084;33.93505;100.5673;88.58823
21.62662;102.549;69.06458;36.04083;99.01907;88.58802
25.37302;103.8412;71.07958;37.67349;99.93114;88.58656
20.5737;102.5103;67.34104;33.87812;100.4049;88.58625
20.43099;103.383;68.92146;32.74656;101.3149;88.58427
20.54156;103.2966;66.95042;33.92;100.1992;88.58365
38.27255;109.4854;73.62417;49.81469;96.31979;88.5826
20.35885;103.2286;67.35812;33.88026;100.3616;88.5826
21.62932;103.5998;68.99167;36.05437;99.07646;88.5825
20.49083;103.2758;67.21312;33.86458;100.3416;88.58198
30.96667;107.1543;71.47896;42.35234;101.1148;88.57979
21.80078;102.4718;69.25792;36.07615;99.0873;88.57906
21.73646;103.0478;69.16792;36.06036;99.08271;88.57906
20.50838;103.3202;66.97312;33.86854;100.3211;88.57906
20.9637;103.8626;67.16646;33.89677;100.4644;88.57875
20.05437;102.869;66.37604;32.75594;100.3382;88.57813
20.4688;103.3872;68.57521;32.82458;101.3754;88.57781
30.9076;107.4394;71.32313;42.23495;101.181;88.5775
25.24583;103.833;70.45292;37.7724;99.96854;88.57739
21.77427;102.3795;69.05;36.05719;99.07042;88.57719
21.00953;103.8044;67.93417;33.92557;100.5952;88.57542
20.97719;103.8334;67.47042;33.90807;100.4583;88.57542
19.90573;102.6486;66.47792;32.77281;100.3303;88.57479
36.06755;109.95;72.55833;47.20422;100.0048;88.57407
20.40417;102.7469;67.26375;33.87766;100.3925;88.57354
19.77474;103.1406;66.83146;32.73703;99.94833;88.57261
20.32063;103.8835;68.64229;32.80552;101.2444;88.56917
21.5626;103.814;69.01479;36.04802;99.09167;88.56886
21.55875;102.5914;68.9202;36.00745;99.35448;88.56854
30.97927;107.0829;72.00687;42.37594;100.6492;88.56844
20.4937;103.0438;66.76813;32.76677;100.4233;88.56834
21.10245;103.7396;67.465;33.91896;100.4825;88.56635
21.0799;103.7277;67.95146;33.93505;100.5848;88.56625
20.59156;103.1913;68.56541;32.87833;101.2979;88.56552
21.71688;102.491;69.34375;36.06068;99.03781;88.56458
20.02651;102.6137;66.43437;32.76708;100.3068;88.56458
20.46198;103.0927;67.6275;32.78896;101.5751;88.56364
30.88865;107.6628;71.93792;42.4512;100.7159;88.56313
31.03646;107.1544;72.24292;42.42365;100.6055;88.56281
20.2899;102.9704;67.46416;32.74724;101.6017;88.5625
20.99042;103.7143;68.00979;33.90781;100.5898;88.56219
30.96651;106.8747;71.63333;42.46635;101.1323;88.56208
21.11083;103.6634;67.46792;33.9162;100.4962;88.56187
30.95953;107.3293;71.59979;42.33156;101.1029;88.56156
20.55042;103.481;68.35896;32.77625;101.292;88.56083
26.12005;105.6179;69.63979;38.69286;101.7216;88.56
20.44948;103.1584;68.61896;32.76271;101.3893;88.56
34.23891;109.6821;72.76667;46.04078;99.93417;88.55979
21.73859;103.7414;69.02062;36.07047;99.08562;88.55968
20.61755;103.6996;68.58083;32.78969;101.3676;88.55729
30.76912;106.8773;72.02959;42.43406;100.6991;88.55594
31.18719;107.4493;71.87229;42.50261;100.7322;88.555
21.93937;102.457;69.40833;36.01453;98.98104;88.55458
36.06042;109.9033;72.57458;47.19797;99.99989;88.55396
30.95115;106.9902;72.135;42.48135;100.5901;88.55386
20.39359;103.5601;68.85563;32.72552;101.4596;88.55344
26.20167;105.8304;70.94646;39.26828;100.9303;88.55281
20.35151;103.727;68.31458;32.82141;100.9105;88.55198
30.95859;108.2045;71.97646;42.43026;100.7153;88.55135
30.81026;107.0005;71.20625;42.40635;101.1283;88.55125
20.59672;103.6936;68.57458;32.81073;101.3633;88.5499
20.49406;103.2751;67.00896;33.85688;100.2828;88.54958
35.73536;110.2047;72.46;46.94432;99.98042;88.54833
20.62719;103.0891;68.5377;32.78563;101.3917;88.54719
20.5988;103.3059;66.58688;33.93141;100.1406;88.54615
21.74193;102.4328;68.9675;36.03078;99.02094;88.54594
20.27156;103.1077;66.56271;32.77636;100.4163;88.54479
20.60755;103.2464;68.45937;32.6314;101.7744;88.54396
21.89391;102.4982;69.52708;35.94437;98.98386;88.54031
20.13917;103.0067;66.31812;32.81771;100.4241;88.54011
21.69682;102.2903;68.98959;36.04417;98.99718;88.53896
20.72682;103.1268;66.58708;33.88875;100.116;88.53844
21.71552;102.4728;69.14584;36.06667;99.10281;88.53823
21.58198;102.3768;69.02771;36.04786;98.96188;88.53812
21.98932;102.3017;69.4;36.00349;98.95541;88.53593
21.57844;102.0702;69.11104;36.00073;98.97938;88.53552
20.06505;102.8698;66.7525;32.7724;99.89041;88.53375
20.5987;102.5781;67.07687;33.85938;100.2797;88.53313
30.56208;108.2382;71.65792;42.48552;99.99125;88.53302
29.25693;108.0819;71.18021;41.83245;100.0022;88.53239
20.72734;103.3708;66.88937;33.89516;100.1672;88.53136
20.83375;102.8377;66.49875;33.9075;100.1042;88.52812
19.98302;102.6511;66.81541;32.74401;99.97063;88.52729
27.26927;104.3074;69.39167;39.71505;101.2458;88.52646
21.60594;102.5459;68.99792;36.0201;99.32792;88.52646
21.08615;103.9825;67.18708;33.92328;100.4804;88.52604
20.79526;102.3535;66.77604;33.88802;100.1089;88.52604
27.09213;105.9109;70.13917;39.39989;101.1718;88.52489
30.9188;106.8264;72.05688;42.41276;100.5668;88.5248
21.77125;102.408;69.18813;36.05891;99.09084;88.52406
20.13469;102.7153;66.56208;32.75156;100.3901;88.52396
27.3274;105.636;70.01396;39.59323;101.1479;88.52292
21.92708;102.4179;69.15146;36.07198;99.1076;88.52261
20.50937;103.2568;67.01083;33.8837;100.2732;88.52167
21.63745;102.3321;68.80688;36.05146;98.95812;88.52156
21.57219;102.2511;68.96396;36.02365;98.98979;88.52146
21.74688;103.5895;68.9625;36.07406;99.07448;88.52104
21.61875;102.226;68.98312;36.04385;98.99438;88.51979
35.86344;109.9345;72.75459;47.09932;99.995;88.51948
20.28078;102.7773;66.71313;32.77906;100.4059;88.51917
35.02401;109.5673;72.42208;46.16802;99.94417;88.51907
21.65927;102.1754;69.07542;36.02698;99.13094;88.51802
20.79969;103.3397;66.58896;33.89635;100.1591;88.51802
31.02104;107.4854;71.45375;42.4237;101.1179;88.5176
20.66755;103.1237;66.76104;33.90245;100.2079;88.51656
20.83828;103.2687;66.47875;33.87807;100.1289;88.51646
20.47203;103.1413;66.79542;33.85667;99.98396;88.51646
29.37531;107.5915;71.25667;41.58578;100.042;88.51511
20.15786;102.2723;66.50375;32.75292;100.3995;88.51479
30.78781;107.6245;71.78729;42.52864;100.591;88.51406
20.3625;103.274;68.92062;32.74162;101.3165;88.51396
20.35292;102.5581;66.68375;32.75214;100.3884;88.51396
31.03328;108.0855;71.95521;42.36089;100.7433;88.51365
21.77917;102.5311;69.10416;36.05958;99.025;88.51354
25.9425;106.0727;69.15187;38.59255;102.6581;88.51218
21.06958;103.7057;67.44937;33.94537;100.4977;88.5101
21.86234;102.1446;70.48625;35.87521;98.88802;88.50979
35.83552;110.3398;71.63834;47.07333;100.9525;88.50854
31.16818;107.3723;71.66333;42.44948;100.6986;88.50761
20.93745;103.8856;67.11792;33.93271;100.4566;88.50761
21.51917;102.5133;69.12;36.04136;98.97719;88.50719
31.00734;107.2065;72.25146;42.50161;100.6004;88.50604
22.72677;102.984;70.45479;36.24318;98.73792;88.50573
21.60213;102.4531;68.75125;36.00771;99.31208;88.505
20.44276;103.0903;66.5475;33.8563;99.99323;88.50313
21.06328;103.8307;67.77854;33.9375;100.4669;88.50302
20.56614;102.7999;66.89833;33.8687;100.2729;88.5025
20.77302;103.2746;66.45625;33.90615;100.1385;88.50219
20.98167;103.6106;68.15375;33.90802;100.5726;88.50188
30.87995;107.1342;71.87542;42.37448;100.569;88.50156
20.18255;102.6583;66.45771;32.75167;100.3492;88.50114
20.52198;102.7646;66.91;33.86521;99.99667;88.49928
21.73964;102.3984;69.025;36.02078;99.30417;88.49802
19.6488;102.6508;66.70625;32.75359;99.87417;88.49781
21.7399;102.3863;68.79292;36.06979;98.96396;88.49771
20.49385;103.8829;68.85;32.80531;101.2375;88.4974
20.24063;102.8049;66.32458;32.75292;100.3403;88.49718
20.03135;102.7819;66.50625;32.77432;100.3;88.49718
30.9449;107.2057;71.79833;42.46927;100.7672;88.49709
35.04026;109.4524;72.82042;46.31229;99.96604;88.49625
21.98135;102.1068;70.51521;35.9426;98.85542;88.49552
29.29839;107.2203;70.93271;41.52005;100.0789;88.49541
20.43635;102.4873;66.48104;32.74958;100.3678;88.495
20.1562;102.5754;66.68542;32.7788;100.3975;88.4949
30.97125;106.9871;71.12896;42.31287;101.2029;88.49364
26.31;105.9114;70.55396;39.25724;100.9109;88.49229
20.31651;103.0068;66.68854;33.87917;100.0069;88.49219
20.7251;102.5872;66.57521;33.90422;100.1044;88.49115
21.99615;102.4622;69.30563;36.02552;99.02104;88.49084
20.80823;102.3683;66.3725;33.92307;100.1033;88.49031
30.80021;108.274;71.92709;42.48615;100.5902;88.4875
20.59453;102.8973;66.76729;33.84636;100.0089;88.48698
21.7488;102.5556;69.22208;36.05698;98.9701;88.48688
30.99516;107.4831;71.18146;42.39781;101.0537;88.48635
21.88401;102.1931;68.80167;36.02562;99.13885;88.48635
21.60724;102.2717;69.24604;36.06156;98.94958;88.48552
20.28042;102.6895;66.52959;32.7737;100.3913;88.48531
20.99505;103.6924;67.87688;33.90052;100.5536;88.48448
21.92219;102.1708;70.59541;35.93766;98.84625;88.48365
21.70203;102.552;69.21458;36.06083;99.09843;88.48365
20.07469;102.3892;66.33542;32.76615;100.414;88.48364
21.94208;102.4789;69.37854;35.93703;98.97896;88.4826
20.37391;103.3494;67.06438;33.86443;100.2454;88.4825
31.0424;107.3457;71.09292;42.39094;101.0543;88.48219
20.70719;103.0391;66.96271;33.90729;100.22;88.48187
20.65088;102.4594;66.54958;33.88115;99.9975;88.48187
20.04099;102.5964;66.50104;32.75599;100.3493;88.48187
21.64964;102.4927;69.18021;36.0325;98.96375;88.48177
20.74896;103.2045;66.46542;33.89495;100.1266;88.48146
21.63167;102.4722;68.59729;36.00964;99.27083;88.48083
20.32203;103.1254;68.36396;32.67078;101.7329;88.48083
21.70552;102.2381;68.61813;36.04901;99.13271;88.47979
21.15557;103.8662;67.10188;33.91568;100.4761;88.47938
20.24417;103.582;68.93833;32.75198;101.3118;88.47938
34.35932;109.7708;72.57792;46.03604;99.90208;88.47771
20.37833;103.5082;68.85958;32.7025;101.4618;88.47625
27.00562;105.4534;70.03687;39.54625;101.1656;88.47615
31.00443;108.1199;71.67625;42.45932;100.5722;88.4749
21.83297;102.4901;69.29792;36.02458;98.99657;88.47313
21.55787;102.343;68.85729;36.0475;98.94573;88.47229
20.69698;103.5782;68.39;32.83172;100.9144;88.47104
21.68031;102.1789;68.94791;36.04219;99.13062;88.47042
20.91688;102.9622;66.86229;33.87354;100.2573;88.47
21.64812;102.9406;69.14521;36.06193;99.07011;88.46948
21.59453;102.7304;69.005;36.04781;99.08135;88.46896
20.29271;103.4613;68.85479;32.72573;101.2871;88.46896
30.95635;107.0395;71.11146;42.25578;101.1975;88.46875
22.11156;102.1564;70.40667;35.94651;98.81646;88.46667
20.21542;103.4193;68.79375;32.71016;101.2703;88.46604
21.47865;102.4978;68.59187;36.01104;99.25208;88.46562
20.67422;103.2256;66.43521;33.9151;100.1223;88.4649
26.06635;106.1888;70.71042;39.29958;100.8824;88.46407
21.48599;102.6263;68.95667;36.01682;98.96781;88.46407
20.82896;103.4741;66.5675;33.90677;100.3189;88.46365
