K5PC5CH.OP;K5T4.PV;K5T18_2.PV;K5PC6CH.OP;K5T8_3.PV;K5T10_2.PV
31.34781;114.9148;74.88812;43.38745;107.8072;94.75687
32.05312;113.407;75.05708;44.23214;106.5813;94.75656
31.80297;113.8678;74.64687;44.19755;106.602;94.75625
32.17198;115.0286;75.01813;44.87938;106.3121;94.75594
31.99901;114.4433;74.18542;44.14589;106.5871;94.75562
31.56083;113.5141;75.13167;44.10386;106.7356;94.75531
30.98339;114.7855;75.29125;43.20052;107.4775;94.75521
31.26552;115.0912;74.71062;43.31969;107.5695;94.7549
31.91474;113.3561;74.68021;44.19146;106.5835;94.75344
31.97255;113.5797;74.63417;44.16469;106.586;94.75323
31.31557;113.5043;74.70958;43.35776;106.3016;94.75323
39.4338;117.2614;80.41146;51.03984;105.4214;94.75271
32.0163;113.4704;74.58771;44.16604;106.5624;94.75073
31.135;114.7402;74.36916;43.33776;107.4947;94.75073
31.65615;113.4243;74.73458;44.16818;106.5545;94.75042
32.04208;115.021;74.85583;44.19495;106.5065;94.75011
32.47818;113.885;75.28792;45.1251;106.1093;94.74906
32.23047;113.6819;74.85625;44.19208;106.6616;94.74906
31.34766;115.1634;74.70812;43.37479;107.8428;94.74834
31.94318;113.9011;74.575;44.2062;106.7913;94.74812
31.14823;114.7529;74.90979;43.29354;107.5555;94.7475
31.45911;114.9053;74.72125;43.33094;107.8359;94.74709
31.27875;114.6885;74.25646;43.35156;107.4881;94.74698
31.29516;114.8225;74.88646;43.36828;107.8099;94.74635
32.29979;114.1525;75.24792;44.89531;106.4693;94.74552
31.25557;114.812;74.58;43.38698;107.8028;94.7449
36.61167;116.4732;75.11896;48.39448;106.329;94.74448
32.50927;114.1787;75.08896;44.91354;106.7592;94.74416
32.70636;114.2425;75.16917;45.15287;106.0709;94.74364
30.28354;114.3468;74.63896;43.26234;107.3705;94.74354
32.03073;114.582;74.65229;44.21016;106.5947;94.74344
31.83641;114.6792;74.51396;44.16531;106.5764;94.74313
31.98484;113.5782;74.56958;44.22526;106.59;94.74261
32.10646;113.7588;74.66396;44.19948;106.5969;94.74187
31.36318;115.3064;74.68333;43.38016;107.8105;94.74136
31.98088;114.0176;74.33229;44.18484;106.7058;94.74104
32.54682;113.8801;75.16084;45.14193;106.1222;94.7401
36.68641;116.377;75.14604;48.40604;106.3172;94.74
32.24193;113.4962;75.085;44.21245;106.4039;94.7399
32.02375;114.5915;74.36792;44.19531;106.6053;94.73948
31.78818;115.2304;74.73729;44.21677;106.504;94.73948
32.08385;113.477;74.37041;44.15156;106.5588;94.73927
31.93271;115.1378;74.20375;44.16354;106.5939;94.73927
31.66432;113.4429;75.05542;44.07974;106.6839;94.73927
30.28302;114.6413;74.82313;43.21198;107.4411;94.73917
31.67219;115.7045;75.87542;43.39224;108.8086;94.73802
31.21365;115.6079;74.76292;43.39354;107.7127;94.73782
31.71208;114.8481;75.00125;44.23125;106.4509;94.73698
31.3625;114.5099;74.21313;43.30672;107.5697;94.73688
31.19005;114.701;74.24604;43.24057;107.5707;94.73677
30.35875;114.5541;74.80458;43.21922;107.4604;94.73677
31.34578;114.5992;74.2252;43.34057;107.5092;94.73615
32.44104;113.8224;75.55167;45.11594;105.9551;94.73594
32.59802;114.7896;75.10271;45.1376;106.0769;94.73552
31.28469;114.6041;74.20125;43.34807;107.5139;94.73531
32.71802;113.9273;75.37875;45.12641;106.078;94.73479
36.9926;116.6239;77.63083;48.32948;107.3816;94.73438
32.77359;114.2856;74.94417;45.12427;106.1004;94.73365
32.04656;114.6089;74.80583;44.20354;106.5958;94.73354
31.94839;114.0968;74.80021;44.21292;106.4725;94.73292
31.20995;114.7937;74.29916;43.33927;107.5217;94.73292
31.8276;113.834;74.79813;44.18922;106.478;94.73271
36.99193;116.4568;75.37375;48.43495;106.3445;94.7325
31.98984;113.8658;74.68396;44.19625;106.6247;94.73187
32.58297;113.8516;75.37292;45.10557;106.0623;94.73177
32.27583;115.8784;75.92208;43.97583;108.9445;94.73167
29.58318;113.4124;74.12937;42.49245;109.4564;94.73083
33.09;114.1482;75.65937;45.56167;105.8554;94.73062
31.59245;113.3895;74.70104;44.155;106.613;94.73
32.02354;113.4536;74.57938;44.17099;106.5915;94.72958
31.8537;113.5728;74.48063;44.16271;106.5671;94.72958
36.83286;116.6455;77.69312;48.25255;107.3623;94.72948
31.37661;114.6467;74.44729;43.31406;107.5933;94.72948
31.71646;113.1554;74.58854;44.16974;106.6204;94.72896
31.86495;115.383;74.34917;44.14703;106.573;94.72844
31.9962;113.316;74.62854;44.18448;106.5803;94.72781
31.30266;114.5415;74.26334;43.31422;107.5598;94.7275
32.74396;114.589;75.17583;45.17531;106.0986;94.72677
31.89641;113.3374;74.54979;44.17167;106.5903;94.72594
32.09521;114.3379;74.34979;44.20474;106.5807;94.72573
31.76307;113.5541;74.72021;44.1724;106.601;94.72573
30.2825;114.662;74.80417;43.21333;107.6035;94.72562
31.90521;114.073;74.82833;44.1837;106.889;94.72521
31.13776;114.8288;74.29354;43.37891;107.5086;94.725
30.37828;114.5771;74.73396;43.22573;107.4293;94.72437
31.71443;114.5874;75.18063;44.19453;106.4514;94.72396
31.30021;114.8394;75.32396;43.32615;107.5697;94.72396
31.70245;113.5287;75.03354;44.07984;106.721;94.72375
31.42594;115.1512;74.53979;43.36161;107.8306;94.72365
32.17396;114.1193;74.51271;44.19729;106.5414;94.72343
31.7462;113.1913;74.33896;44.09615;106.4641;94.72313
31.9299;114.4649;74.61521;44.15896;106.619;94.72177
31.24354;115.2435;75.13187;43.41849;107.5625;94.72177
31.2749;114.6417;75.26083;43.37141;107.5687;94.72083
33.06693;114.1108;75.37708;45.53547;105.6855;94.72063
31.82948;114.077;74.73146;44.18078;106.5419;94.71948
31.75578;113.855;74.52417;44.18359;106.6251;94.71948
32.05677;114.2369;74.7775;44.19661;106.6339;94.71875
31.99537;113.9951;74.56313;44.16474;106.6095;94.71875
31.36489;114.6285;74.08083;43.2638;107.6206;94.71844
31.93719;114.7158;75.19417;44.23307;106.4289;94.71823
32.01276;113.4053;74.69334;44.16349;106.5735;94.71802
31.81547;114.224;74.37813;44.17969;106.5886;94.71761
31.55885;113.3683;74.34646;44.14917;106.667;94.71761
31.3474;115.5976;74.86396;43.36089;107.8596;94.71646
31.23187;114.785;74.25188;43.34135;107.4769;94.71625
31.98479;114.9523;74.68166;44.18005;106.5858;94.71615
35.81344;115.7786;79.48042;47.90156;105.1747;94.71531
32.14469;114.5434;74.69021;44.20677;106.6233;94.71448
32.18859;114.1955;74.61583;44.20151;106.6405;94.71438
27.93323;113.1245;78.55187;40.96943;108.1014;94.71438
32.10573;113.5409;74.57396;44.14891;106.5719;94.71385
30.26297;114.3091;74.875;43.25198;107.64;94.71354
31.82896;113.3247;74.61771;44.16984;106.6005;94.71313
31.28792;115.2415;75.02812;43.38193;107.5507;94.71261
32.61047;114.3858;75.21958;45.14885;106.0782;94.7126
31.34677;113.5252;74.75333;43.40979;105.8789;94.71239
31.23234;114.8458;74.19479;43.34141;107.5389;94.71219
31.25912;115.2886;74.87605;43.36609;107.7072;94.71188
31.9401;113.9248;74.38292;44.1525;106.4748;94.71167
32.01094;113.3454;74.56438;44.16078;106.6048;94.71146
31.97234;114.8958;74.24313;44.16708;106.594;94.71083
30.3562;114.7045;74.79166;43.27156;107.6211;94.71011
31.78042;113.3185;74.44917;44.15255;106.6686;94.70959
31.78984;113.3752;74.89271;44.20385;106.3892;94.70896
31.98865;114.8974;74.50584;44.18979;106.6177;94.70875
32.02672;114.3201;74.42021;44.16568;106.6199;94.70834
31.12203;114.833;75.47334;43.32958;107.5147;94.70813
35.36807;114.5253;76.55813;47.96521;105.0296;94.7074
31.90865;114.4634;74.97083;44.17057;106.5206;94.70677
31.55969;116.0297;75.77625;43.36057;108.863;94.70625
31.8838;113.4134;74.92625;44.18016;106.5498;94.70615
31.96167;115.0211;74.65271;44.19411;106.647;94.70594
36.87703;116.5685;77.71125;48.31015;107.4344;94.70583
32.07828;113.4491;74.55646;44.24911;106.6449;94.70573
31.445;115.6117;75.86083;43.38458;108.7181;94.70563
28.55313;113.7364;73.63854;41.05416;108.162;94.70552
31.79526;113.7349;74.24292;44.20177;106.6366;94.70541
31.25292;115.3128;75.19938;43.38109;107.7376;94.70521
31.40411;115.2424;74.84;43.37484;107.8236;94.70511
31.90141;113.6818;74.87417;44.20036;106.5416;94.70427
31.84031;113.8095;74.62771;44.19177;106.7404;94.70354
31.34042;114.728;75.24583;43.31042;107.5669;94.70354
32.17266;114.4602;74.23771;44.24625;111.4706;94.70344
31.97984;114.2561;74.32979;44.19359;106.614;94.70323
32.01229;114.0385;75.33208;44.21229;106.427;94.70302
32.45922;113.6191;75.49416;45.09094;106.0603;94.70281
31.85349;113.4327;74.24895;44.17698;106.5325;94.70209
32.05838;114.7489;74.44542;44.20411;106.8628;94.70167
31.90948;113.6176;74.20771;44.15865;106.5183;94.70115
31.87963;114.6549;74.38146;44.13073;106.603;94.70094
31.23604;115.1081;75.1525;43.40438;107.6841;94.70094
32.66417;113.8222;75.21188;45.135;106.0618;94.70073
31.98187;113.6661;74.42521;44.14599;106.5815;94.6999
32.0575;113.6871;75.00645;44.21703;106.4334;94.69937
32.04411;113.8553;74.64291;44.16104;106.5834;94.6976
31.23995;113.4286;74.84542;43.33109;106.2596;94.6975
31.94182;113.4833;74.83375;44.23771;106.5628;94.69698
31.89469;113.4069;74.6573;44.1263;106.6528;94.69656
31.91927;114.1113;75.10062;44.18901;106.4002;94.69636
36.78104;116.5559;77.45333;48.31974;107.4384;94.69614
31.8551;115.0152;74.16021;44.17948;106.5955;94.69614
31.94755;113.7279;74.49479;44.18958;106.6084;94.69552
31.29104;115.381;75.185;43.40573;107.5825;94.69511
31.2074;114.7551;74.27917;43.31943;107.5832;94.69479
32.05198;113.4161;74.73666;44.20609;106.5918;94.69448
31.15339;114.7699;75.17396;43.3474;107.5401;94.69427
31.29313;115.321;74.95354;43.41109;107.7542;94.69365
31.96938;114.3654;74.36916;44.1788;106.5439;94.69334
31.72734;113.5003;74.81541;44.12635;106.6472;94.69334
31.21844;115.4855;74.99125;43.37354;107.6021;94.69281
30.40339;114.3101;74.68729;43.2574;107.3849;94.6926
31.99813;114.4497;74.86625;44.18287;106.7642;94.6925
35.53057;115.8596;74.78416;47.11943;106.2476;94.69177
31.98818;113.5745;74.36521;44.19948;106.7298;94.69167
30.37729;114.3749;74.74146;43.285;107.4652;94.69135
31.94495;114.1243;75.20084;44.21995;106.4285;94.6899
31.9412;114.3633;74.55688;44.18125;106.617;94.68969
31.79719;113.8307;74.07958;44.14109;106.4696;94.68916
31.20026;115.0743;74.91604;43.39812;107.7694;94.68844
32.16896;113.516;74.91563;44.22172;106.3885;94.68781
31.22484;114.6536;75.17313;43.30885;107.4713;94.68781
32.03057;114.6961;75.09167;44.21948;106.3866;94.68761
32.53182;113.8205;75.37813;45.08104;106.1062;94.6875
31.88854;114.2613;74.43501;44.18943;106.5815;94.68729
31.29688;114.965;74.87625;43.37849;107.7915;94.68729
31.16271;114.7531;75.27583;43.34636;107.5584;94.68729
31.87995;113.696;74.47313;44.14589;106.3751;94.68678
32.17333;115.0391;74.65;44.22833;106.6588;94.68677
32.34953;113.5535;74.57645;44.16875;106.5984;94.68604
31.76755;113.4084;74.74104;44.12239;106.636;94.68604
31.90026;114.5093;74.43479;44.14865;106.64;94.68584
31.47594;115.867;75.85375;43.38245;108.843;94.68584
31.82042;113.2694;74.79459;44.14292;106.663;94.68552
32.00396;113.8897;74.4025;44.17916;106.6256;94.68542
31.27755;113.2063;74.68604;43.34636;106.2307;94.6849
31.89562;114.1802;74.21146;44.1501;106.5559;94.68427
31.29437;114.5837;74.24104;43.25536;107.5749;94.68407
31.7762;114.0064;75.11333;44.22427;106.4262;94.68396
31.90286;114.0775;74.52167;44.2287;106.5653;94.68385
32.26203;113.6541;74.67062;44.21057;106.6365;94.68365
31.94078;114.0175;74.61833;44.19708;106.6464;94.68333
31.29448;114.6192;75.05396;43.34234;107.56;94.68333
31.20057;115.1717;74.15229;43.27875;107.5755;94.68282
36.89761;116.6153;77.71646;48.2926;107.3111;94.68271
31.67615;113.6443;75.07979;44.07833;106.6784;94.6826
31.64318;113.6726;74.33125;44.14896;106.5595;94.6824
31.32276;115.1732;75.05959;43.42385;107.6578;94.68188
31.18193;115.1028;74.9525;43.42333;107.6263;94.68167
31.27948;114.5622;74.95646;43.35354;107.4987;94.68105
30.85464;114.6028;74.97229;43.16797;107.382;94.68063
33.27177;113.858;75.41312;45.54672;105.7706;94.68031
31.21604;115.1627;75.12063;43.39755;107.6181;94.68031
32.15062;114.0445;75.09979;44.21318;106.3756;94.67917
31.36687;115.2042;75.05959;43.31396;107.5536;94.67834
31.69287;113.9695;74.60771;44.1487;106.6561;94.6776
32.02687;114.0474;74.46958;44.21609;106.5131;94.6775
31.945;113.2233;74.49125;44.17083;106.5671;94.67615
31.68964;113.1052;74.35917;44.15922;106.5472;94.67604
31.95052;113.4668;74.98063;44.18703;106.4047;94.67583
31.52714;113.4174;74.87521;44.08042;106.7093;94.67563
32.08583;113.3971;74.595;44.20531;106.6627;94.67532
31.885;114.6786;74.64938;44.20729;106.5186;94.67532
31.85927;113.714;75.18479;44.21948;106.3984;94.6751
32.47865;114.455;75.13521;45.13542;106.0868;94.6749
31.25786;114.6848;75.43146;43.31911;107.5199;94.67479
33.22656;113.9878;75.47813;45.53386;105.7244;94.67438
31.22583;114.7745;74.20479;43.34208;107.565;94.67438
30.17339;114.359;74.82458;43.28703;107.6302;94.67406
31.90943;113.2562;74.46062;44.14156;106.555;94.67375
31.73412;114.0018;74.405;44.16958;106.6125;94.67313
32.11609;113.9439;74.92646;44.18823;106.5811;94.67281
33.18542;114.1139;75.82521;45.55448;105.8268;94.67188
31.26229;113.2459;74.77792;43.28651;106.1261;94.67125
28.43365;113.9247;73.49771;41.0962;108.1361;94.67125
31.74016;113.5898;75.11021;44.09854;106.703;94.67115
31.30187;114.5707;75.29708;43.34828;107.5623;94.67114
32.01198;114.5648;74.50625;44.15339;106.5791;94.67104
31.3801;115.4563;74.12563;43.3012;107.6012;94.67104
31.83359;113.2768;74.63167;44.1437;106.5783;94.67094
35.3313;115.6733;74.61105;47.18193;106.219;94.67062
32.02266;113.4057;74.59417;44.17406;106.5788;94.66948
32.19849;113.6041;75.11833;44.19958;106.3949;94.66927
32.06521;114.4495;74.21438;44.16766;106.5395;94.66875
31.58453;113.0484;74.845;44.14516;106.4725;94.66833
31.99339;114.8335;74.66229;44.18781;106.6671;94.66813
31.32135;113.187;74.66688;43.39573;106.1877;94.6675
31.95677;113.7118;74.28188;44.19614;106.6754;94.6674
38.19495;116.0746;79.57458;49.8951;105.2831;94.66604
32.10167;114.242;75.11333;44.19552;106.4235;94.66583
32.15193;114.7018;74.56521;44.20229;106.594;94.66521
31.61568;113.3508;75.095;44.08552;106.7291;94.66521
32.03016;114.0961;74.42375;44.16708;106.5495;94.66417
31.91687;114.1235;74.73167;44.17516;106.808;94.66406
32.09406;114.2466;75.1627;44.19349;106.3831;94.66323
31.91615;113.9768;74.47;44.15391;106.5532;94.66312
31.97375;114.7594;74.59229;44.20667;106.6317;94.66292
31.57859;113.4514;74.96896;44.12286;106.6207;94.66271
31.96958;113.3742;74.55229;44.15323;106.569;94.66219
31.7963;113.687;74.48;44.14318;106.6512;94.66198
31.55713;114.3983;74.88271;44.12266;106.5813;94.66187
31.75359;114.1141;74.35416;44.16589;106.5631;94.66146
31.76917;113.2592;74.48104;44.11922;106.3673;94.66115
31.78719;114.514;74.63521;44.14088;106.3896;94.66104
33.14635;113.9595;75.56042;45.55495;105.7486;94.66062
31.16635;114.7842;74.17416;43.3063;107.5694;94.66021
32.79833;113.7331;75.3373;45.14875;105.9135;94.65907
32.01563;113.4488;74.95583;44.19182;106.5804;94.65885
31.89333;114.2711;74.69979;44.18787;106.3869;94.65885
31.88578;113.6339;74.41375;44.15958;106.6343;94.65885
32.03422;113.547;74.63438;44.20328;106.6553;94.65875
32.55912;113.8484;75.28667;45.12568;106.0432;94.65865
31.86354;114.6523;74.16854;44.11839;106.5373;94.65865
32.04724;113.8376;75.02146;44.22109;106.5458;94.65844
32.4112;113.8302;75.4698;45.10511;106.0699;94.65833
36.86818;116.7681;77.53979;48.31886;107.5128;94.65802
31.75838;114.9014;74.74438;44.19656;106.3793;94.6575
31.32349;115.5247;74.84604;43.33875;107.8343;94.65739
32.0537;114.8795;74.61875;44.19219;106.7854;94.65604
32.04385;113.5028;74.87292;44.21437;106.4794;94.65542
31.1801;114.684;75.25729;43.3376;107.5553;94.65542
31.72203;113.202;74.83938;44.18193;106.3483;94.65531
31.5774;114.1484;74.83292;44.10151;106.7113;94.65531
31.81083;113.9121;74.64687;44.14214;106.6391;94.65521
31.93719;114.3798;74.57313;44.19651;106.8361;94.6549
31.51047;113.9651;74.61271;44.09693;106.617;94.65469
30.83401;114.6747;75.29583;43.21073;107.4718;94.65417
31.33833;112.9706;74.73209;44.14281;106.4732;94.65365
32.16953;114.032;74.51729;44.21979;106.632;94.65343
38.48088;116.6433;79.94521;50.41422;105.3341;94.65302
30.8713;114.6939;75.12729;43.18839;107.3957;94.65292
32.00172;113.4817;74.59146;44.17417;106.5491;94.65271
31.3963;114.5692;74.17583;43.25974;107.5556;94.65208
30.82047;114.5287;74.95146;43.19437;107.4571;94.65188
31.86281;113.7591;74.78375;44.16068;106.8239;94.65146
31.92333;113.7452;74.51625;44.18891;106.5486;94.65094
31.72042;113.2907;74.96375;44.08297;106.685;94.65094
31.1937;114.6712;74.33896;43.27891;107.5836;94.65052
31.83063;113.671;74.42937;44.18396;106.6456;94.65041
31.74755;113.8483;75.00584;44.13776;106.5518;94.64854
31.96672;113.1871;74.37542;44.20328;106.5912;94.64844
31.63214;115.5858;75.69354;43.27417;108.683;94.64812
31.83438;113.49;74.36459;44.13641;106.4166;94.64792
31.83651;114.6043;74.33292;44.15844;106.5435;94.64771
32.04854;113.8459;74.24375;44.18193;106.5306;94.64729
31.94146;113.6509;75.04542;44.19229;106.4171;94.64729
31.88573;114.2019;74.42313;44.17344;106.6148;94.64709
31.57297;113.7784;74.87875;44.09677;106.7202;94.64709
33.11625;114.3467;75.50771;45.54755;105.6363;94.64656
32.04682;113.7797;74.34104;44.21312;106.6044;94.64635
31.34844;114.5557;75.35709;43.35172;107.5543;94.64573
30.32016;114.3747;74.78375;43.23854;107.4556;94.64542
32.01427;114.693;74.40104;44.20042;106.6293;94.64521
30.16396;114.4885;74.75604;43.25057;107.4708;94.6451
32.05766;114.5755;74.65479;44.20063;106.6075;94.64417
32.02464;113.5481;75.06438;44.19406;106.5815;94.64407
31.93625;113.5505;74.74958;44.19365;106.5941;94.64396
30.39859;114.4909;74.72271;43.22365;107.4229;94.64333
31.85234;113.7241;74.37125;44.15141;106.5458;94.64281
31.78172;113.7353;74.46208;44.15364;106.4231;94.6426
31.98448;113.0583;74.43854;44.16302;106.5355;94.6423
32.00031;113.3375;74.78062;44.17755;106.7065;94.64208
31.88693;114.2643;74.19583;44.16057;106.5217;94.64198
39.26333;116.9863;80.08875;51.03406;105.3754;94.64177
31.66;113.7735;74.86771;44.15208;106.5128;94.64073
31.93464;114.2412;74.95708;44.17089;106.3845;94.64042
32.4976;114.2696;75.19688;45.09177;106.0567;94.63948
31.20417;114.646;75.33459;43.21563;107.4406;94.63895
31.73495;113.4317;74.31;44.1338;106.5263;94.63823
32.60344;114.2223;75.28313;45.12339;106.071;94.63771
31.98604;114.7256;74.85542;44.18734;106.5117;94.63719
31.64125;113.9577;75.13729;44.10708;106.7032;94.63698
31.98385;114.0385;74.73583;44.19812;106.5477;94.63656
33.16927;114.5981;75.67083;45.54911;105.8163;94.63646
30.95745;114.5082;74.7325;43.1899;107.4693;94.63541
31.83005;114.9927;74.75396;44.19661;106.3613;94.63531
31.27641;115.1969;75.04396;43.30016;107.8825;94.63521
31.87542;113.7718;74.76875;44.13885;106.5934;94.63448
31.41568;114.8658;73.97916;43.25438;107.6211;94.63386
31.76505;113.1597;74.4525;44.15495;106.5589;94.63385
31.35687;114.521;75.36354;43.35318;107.571;94.63313
32.03495;113.2827;74.41229;44.15865;106.5722;94.63239
30.91443;114.6669;75.0525;43.18609;107.3843;94.63208
32.50307;114.1157;75.01833;45.10542;106.056;94.63177
31.74297;114.6683;74.13;44.14969;106.3915;94.63156
31.81969;114.3635;75.16354;44.17937;106.4143;94.63094
31.79849;114.614;74.49792;44.1713;106.5151;94.62979
32.57776;113.9398;75.64396;45.11438;106.0581;94.62791
41.84208;116.7268;79.67146;53.30458;102.8542;94.62782
31.93708;114.6002;74.60354;44.22187;106.58;94.62729
32.2224;114.5823;74.47229;44.20781;106.5834;94.62656
31.83302;113.7099;74.35667;44.15078;106.549;94.62656
33.06224;114.1769;75.86354;45.55359;105.8262;94.62625
31.8324;114.7202;74.45208;44.17833;106.4995;94.62625
31.88458;114.7663;74.39646;44.12912;106.5823;94.62583
31.27219;114.7532;74.28875;43.28479;107.5873;94.62583
29.62599;113.432;74.23396;42.46578;109.3964;94.62573
31.89969;114.9211;74.12229;44.18063;106.6061;94.62563
36.80979;116.6614;77.47708;48.30693;107.4709;94.62552
31.87625;113.3592;75.26708;44.17484;106.4149;94.62511
31.68547;114.213;74.82021;44.15187;106.5973;94.62479
31.96818;113.3199;74.87417;44.18583;106.3779;94.62437
31.68521;114.4683;74.38417;44.13833;106.4172;94.62437
31.30229;114.8236;74.25333;43.28365;107.5835;94.62428
36.87791;116.843;77.46854;48.27261;107.4837;94.62364
31.9675;114.2335;74.66771;44.1974;106.5905;94.62354
31.79698;114.4964;74.43771;44.14276;106.5642;94.62344
31.22458;114.9542;74.26188;43.29766;107.5938;94.62344
32.01276;113.4681;74.28354;44.20495;106.6731;94.62323
32.04245;113.741;74.37417;44.20161;106.5511;94.62302
31.84698;114.4347;74.58041;44.20349;106.6117;94.62281
31.90604;113.3745;74.44521;44.19417;106.5219;94.62209
32.00911;113.8402;74.48292;44.15974;106.5371;94.62167
36.94026;116.5;78.18188;48.33776;107.1624;94.62156
31.89146;114.2514;74.23583;44.15802;106.5806;94.62125
31.93896;114.3092;74.56062;44.1874;106.5635;94.62104
35.84531;115.6721;79.54916;47.92797;105.1258;94.62063
33.10661;115.4343;75.22979;45.54542;105.8219;94.62063
31.66927;113.3515;74.52084;44.13328;106.3501;94.62021
34.70594;115.4368;74.29708;46.61203;106.1066;94.61938
30.85635;114.4199;74.84292;43.14849;107.4258;94.61938
31.41255;113.147;74.76729;44.14719;106.4665;94.61927
30.25818;114.4516;74.73563;43.23849;107.6019;94.61906
31.98151;113.4903;74.17125;44.18453;106.5953;94.61875
31.96115;114.148;74.74416;44.16292;106.3495;94.61864
31.83526;113.3996;74.75354;44.19021;106.6071;94.6175
31.7799;113.5209;74.96958;44.14943;106.5421;94.61739
31.96057;114.3841;74.89083;44.17531;106.3799;94.61708
33.20578;113.8131;75.46562;45.555;105.7864;94.61698
32.13359;114.4619;74.46271;44.19323;106.5481;94.61698
32.14182;113.8644;75.05771;44.1949;106.4127;94.61677
32.16172;114.336;74.38895;44.20068;106.6073;94.61615
35.39042;115.6693;74.70229;47.18864;106.178;94.61594
32.0761;114.0228;74.84771;44.20677;106.5978;94.61583
31.40406;115.104;75.12104;43.32484;107.8632;94.61552
31.6587;113.7254;74.86667;44.11609;106.6044;94.61521
32.11984;113.3997;74.64021;44.21333;106.5596;94.615
31.11682;114.5994;75.62167;43.29432;107.4409;94.6149
31.88812;113.3361;74.49313;44.15328;106.5488;94.61479
32.04995;113.9717;75.19937;44.18583;106.4467;94.61469
32.0774;113.9531;74.45354;44.16094;106.5834;94.61406
32.30057;113.5797;75.32958;45.06464;106.0945;94.61313
36.90115;116.715;78.00521;48.34906;107.1993;94.61292
31.87875;114.2007;74.37791;44.19703;106.5653;94.61292
31.28776;114.5512;75.22396;43.29469;107.4952;94.61282
32.12771;113.3289;75.04229;44.17448;106.4183;94.61198
31.2899;114.921;74.28313;43.27453;107.6058;94.61156
32.13448;113.12;74.69063;44.18281;106.5658;94.61146
32.10625;114.0514;75.10104;44.22193;106.3984;94.61136
32.55214;113.9061;75.09625;45.16516;106.0269;94.61011
31.78948;114.0365;74.71167;44.13276;106.4922;94.60989
31.8512;113.4769;74.34021;44.17594;106.5446;94.60927
31.63208;113.1841;74.6375;44.12359;106.3758;94.60917
32.03062;114.3016;74.70438;44.1751;106.531;94.60844
32.03989;113.7276;74.48458;44.17453;106.6121;94.60802
31.8476;113.2597;74.46354;44.15213;106.5782;94.60802
37.12099;116.9591;77.73542;48.32182;107.2709;94.60719
31.96344;114.129;74.53854;44.145;106.5623;94.60719
31.9962;113.4352;74.76458;44.21563;106.6122;94.60667
31.76641;114.0551;74.42958;44.16417;106.6229;94.60615
31.84531;113.6655;74.93896;44.16094;106.3719;94.60583
30.26547;114.5192;74.94833;43.27089;107.6319;94.60469
31.97661;113.6905;74.81834;44.18458;106.6261;94.60438
31.86229;114.0477;74.38937;44.15453;106.4068;94.60333
34.52792;115.47;74.58354;46.4138;106.0584;94.60323
33.16911;114.07;75.36625;45.55927;105.5713;94.60281
31.95026;113.4481;74.70646;44.15844;106.5586;94.60281
30.88313;114.5658;75.04166;43.18526;107.4722;94.60052
32.09266;113.5579;74.65041;44.18792;106.6213;94.59885
32.04828;113.5459;74.98563;44.1812;106.3707;94.59875
31.19104;114.481;74.07813;43.275;107.5383;94.59843
30.82135;114.6988;74.61875;43.18864;107.457;94.59834
32.12286;113.3944;74.54958;44.22281;106.5315;94.59771
31.69453;114.3246;75.00875;44.09651;106.6085;94.59729
31.90995;113.4296;74.88375;44.2037;106.5886;94.59688
31.4038;114.6159;74.91375;43.34281;107.8527;94.59635
33.16787;113.6686;75.54021;45.55005;105.7908;94.59625
31.90271;114.7884;74.69646;44.19927;106.3932;94.59604
32.0462;114.1052;75.10792;44.18661;106.4051;94.59563
30.33667;114.345;74.59917;43.26224;107.3971;94.595
30.90422;114.7738;74.89417;43.20693;107.4386;94.59489
31.54276;114.1169;75.05187;44.11349;106.6171;94.59427
32.03011;113.2392;74.86229;44.16985;106.489;94.59406
36.65781;117.0249;77.78125;48.31958;107.2391;94.59364
32.10792;113.2024;74.57208;44.19047;106.7038;94.59344
31.63427;113.5636;75.03563;44.1887;106.3596;94.59344
31.75838;113.3403;74.84563;44.20021;106.4782;94.59302
31.92891;113.1293;74.69667;44.16985;106.6872;94.5925
32.02489;113.8865;74.59042;44.2376;106.5122;94.59052
32.07536;113.4319;74.64083;44.16974;106.6179;94.59031
32.11948;113.5436;74.975;44.16906;106.5282;94.58979
32.13396;113.8829;74.60667;44.18187;106.5194;94.58969
32.00536;113.3947;74.79229;44.19255;106.6119;94.58969
31.79609;113.7525;74.63458;44.14906;106.4636;94.58968
31.88276;113.0052;74.92375;44.1676;106.4692;94.58906
36.93615;116.7418;77.89542;48.27125;107.1613;94.58885
35.76255;115.7742;79.31187;47.88521;105.0741;94.58865
31.91573;113.4618;74.94688;44.17901;106.4433;94.58844
31.82339;113.5521;74.15667;44.17573;106.5374;94.58739
31.93714;113.9947;74.255;44.1739;106.5805;94.58719
31.98177;113.6581;74.97667;44.16823;106.5125;94.58708
30.81901;114.5496;74.75354;43.17615;107.4054;94.58688
30.21318;114.3831;74.87563;43.29281;107.6282;94.58688
32.46609;113.8759;75.21854;45.08948;106.022;94.58667
31.91083;113.7999;74.44667;44.16224;106.5933;94.58604
31.89286;113.4834;74.37646;44.14193;106.5523;94.58594
31.90854;113.5617;74.735;44.20547;106.506;94.58562
32.50943;113.5934;75.11417;45.08541;106.0494;94.58469
32.65339;114.3136;74.93271;45.10052;106.0192;94.58406
