K5PC5CH.OP;K5T4.PV;K5T7.PV;K5PC6CH.OP;K5T8_3.PV
29.52328;109.8801;42.89458;42.21849;102.7734
29.58969;110.1352;42.91063;42.22766;102.7561
29.51698;110.0659;42.87708;42.20828;102.738
29.45182;109.9837;42.74573;42.23161;102.7265
29.48573;110.0416;42.61573;42.21245;102.7425
29.55427;109.9591;42.6651;42.23703;102.7515
29.48016;109.9208;42.68312;42.23198;102.7374
29.51396;110.3349;42.61312;42.22125;102.7483
29.56594;110.163;42.60031;42.23635;102.7551
29.48823;110.0659;42.63281;42.20536;102.753
29.53469;109.9869;42.58635;42.21823;102.7915
29.58292;110.0462;42.59583;42.21245;102.7979
29.47568;110.0799;42.63063;42.24333;102.7969
29.66537;110.0927;42.65521;42.23656;102.8182
29.36943;110.0634;42.73229;42.23536;102.8301
29.6038;110.3581;42.75156;42.22266;102.8397
29.5224;110.6298;42.74865;42.22005;102.8206
29.59552;110.5925;42.7776;42.23964;102.8321
29.51089;110.7801;42.83823;42.24245;102.8286
29.58323;110.516;42.83281;42.25094;102.8281
29.6613;110.1367;42.82687;42.2362;102.8447
29.45328;110.039;42.85656;42.23318;102.8489
29.59078;110.0827;42.85177;42.24015;102.8457
29.59672;110.0107;42.7976;42.23344;102.834
29.61083;109.8145;42.78979;42.22511;102.8147
29.54172;109.8075;42.82917;42.23188;102.8014
29.52031;110.4681;42.8675;42.24776;102.797
29.61349;110.4098;42.86979;42.25276;102.7814
29.4649;110.2677;42.88875;42.26302;102.7778
29.54115;110.1228;42.94437;42.24859;102.7824
29.68156;110.1588;42.94344;42.24151;102.7805
29.68443;110.4131;42.95198;42.26156;102.7744
29.50943;110.2955;42.97573;42.25276;102.7684
29.52042;110.1853;42.95948;42.24886;102.7689
29.51052;110.133;42.95948;42.25005;102.7973
29.66266;110.002;43.02885;42.26302;102.8135
29.62823;109.8422;43.0924;42.23406;102.8273
29.64703;109.8964;43.09906;42.22682;102.8319
29.58885;109.8751;43.1151;42.24094;102.8328
29.65156;109.8913;43.14865;42.24609;102.8483
29.74849;109.8027;43.16031;42.24537;102.8558
29.72802;109.8843;43.19594;42.24224;102.8534
29.73052;109.9075;43.25844;42.24417;102.8325
29.75495;109.9497;43.30677;42.25297;102.8232
29.67;110.4482;43.36729;42.24495;102.8099
29.72703;110.3503;43.35386;42.25312;102.8179
29.73167;110.1764;43.23927;42.24625;102.8174
29.70615;110.105;43.22187;42.23427;102.8065
29.71458;110.0623;43.24208;42.2351;102.8031
29.55464;110.0981;43.21271;42.26;102.8121
29.65115;110.4707;43.22781;42.25995;102.8228
29.7013;110.4622;43.23771;42.27125;102.8276
29.80958;110.2044;43.22115;42.26281;102.8389
29.63412;110.2694;43.24281;42.25776;102.8626
29.62417;110.0241;43.24166;42.2301;102.8819
29.55406;109.9032;43.24916;42.25177;102.8938
29.77151;109.9938;43.32479;42.2799;102.9378
29.82594;110.0831;43.35875;42.25458;102.9311
29.78432;110.1548;43.39354;42.2563;102.9325
29.78396;110.1342;43.37302;42.25344;102.9459
29.71375;110.188;43.3825;42.25766;102.9882
29.77151;110.5293;43.34615;42.28776;103.0065
29.73995;110.421;43.3101;42.27958;103.0258
29.83891;110.1535;43.31396;42.26995;103.0582
29.60786;109.9958;43.33854;42.26068;103.0577
29.73458;109.9613;43.37833;42.26104;103.0575
29.74943;110.0521;43.4201;42.26729;103.0518
29.8924;110.147;43.47948;42.27828;103.067
29.71417;110.1886;43.53167;42.26719;103.0806
29.62307;110.3889;43.53635;42.25729;103.0831
29.97688;110.4405;43.55542;42.29255;103.0878
29.9263;110.506;43.57573;42.27266;103.1052
29.70135;110.5231;43.60531;42.29234;103.1279
29.95526;110.5148;43.65677;42.29125;103.141
29.9024;110.4304;43.67562;42.27906;103.1501
29.83463;110.6319;43.68302;42.28041;103.1559
29.72641;110.857;43.69688;42.29531;103.1504
29.74792;110.6794;43.71583;42.27146;103.1813
29.76604;110.5932;43.72;42.27651;103.1947
30.19021;110.6279;43.75917;42.8474;103.213
30.75729;110.6139;43.76313;43.11432;103.2299
30.7713;110.5544;43.76625;43.08026;103.2334
30.69141;110.5593;43.76708;43.08172;103.238
30.72406;110.9753;43.79667;43.10802;103.234
30.74281;111.0993;43.80802;43.08719;103.2122
30.62854;111.1114;43.82687;43.10448;103.1965
30.77906;111.0273;43.86562;43.08255;103.1932
30.76057;111.1732;43.9024;43.08766;103.187
30.72229;111.2314;43.94365;43.10328;103.1988
30.77604;111.1285;43.98552;43.10458;103.22
30.79229;111.1355;43.98719;43.12333;103.2394
30.77281;111.0957;43.98729;43.1288;103.2439
30.76406;111.2239;43.99781;43.12031;103.2611
30.59479;111.2184;44.04344;43.09562;103.3071
30.68312;111.3388;44.10844;43.10302;103.344
30.70078;111.3883;44.11073;43.11687;103.3725
30.88875;111.4133;44.07292;43.14333;103.3969
30.74505;111.4805;44.02375;43.09161;103.4267
30.80401;111.4477;44.03906;43.11479;103.4779
30.71828;111.794;44.03135;43.15943;103.5019
30.76531;111.5717;43.98761;43.16172;103.5259
30.87214;111.4365;44.02208;43.16651;103.5646
30.8175;111.3997;44.05469;43.10167;103.6017
30.67104;111.3068;44.07635;43.11448;103.6402
30.75094;111.3184;44.08833;43.12302;103.6591
30.78297;111.367;44.0675;43.1601;103.6678
30.62495;111.4727;44.06927;43.14297;103.6835
30.71021;111.734;44.11156;43.16661;103.7168
30.74604;111.589;44.13136;43.13229;103.7266
30.7512;111.5071;44.12614;43.14896;103.7274
30.7225;111.6649;44.11677;43.15115;103.729
30.81349;111.6482;44.12656;43.14818;103.7344
30.77552;111.5765;44.08313;43.15797;103.7521
30.74156;111.6581;44.05896;43.19469;103.7645
30.82359;111.721;44.06615;43.16672;103.7815
30.87557;111.7284;44.02125;43.13958;103.7919
30.89234;112.2304;44.04438;43.15511;103.8005
30.79844;112.129;44.09281;43.15578;103.8177
30.83875;111.8484;44.13083;43.1662;103.8448
30.8126;111.7505;44.11594;43.15474;103.8907
30.76964;111.6418;44.12687;43.17005;103.9086
30.80656;111.5584;44.14625;43.15464;103.924
30.90839;111.6299;44.15146;43.17135;103.9525
30.81203;111.6717;44.15594;43.15917;103.9587
30.71187;111.7674;44.15635;43.10245;103.9632
30.79396;111.6588;44.18927;43.15167;103.9678
30.78068;111.5832;44.14761;43.2126;103.9816
30.88781;111.6431;44.18167;43.18495;104.0052
30.77135;111.6652;44.26958;43.17792;104.0164
30.80229;111.7435;44.30896;43.15604;104.0324
30.85229;111.7944;44.35052;43.11385;104.0328
30.7149;112.1524;44.39521;43.10651;104.0478
30.86792;112.574;44.39656;43.1412;104.0533
30.81521;112.1261;44.41656;43.13802;104.0715
30.90276;111.9207;44.45208;43.15521;104.0929
30.89135;111.9709;44.49094;43.18708;104.1117
30.88047;111.8478;44.48812;43.16031;104.112
30.78573;111.7893;44.52646;43.11083;104.1234
31.26521;111.9745;44.56438;43.7063;104.1574
31.73026;112.0231;44.5401;43.95016;104.1462
31.77859;112.1285;44.56292;43.92531;104.1501
32.01828;112.116;44.61489;44.06958;104.115
32.42682;112.1365;44.65625;44.45438;104.1355
32.33375;112.2345;44.71635;44.42672;104.1417
32.42307;112.4503;44.73833;44.45401;104.1682
33.08932;112.6046;44.72323;45.16146;104.165
33.32594;113.2544;44.72364;45.22208;104.1879
33.67213;113.546;44.72344;45.58625;104.2133
33.7137;113.4855;44.64979;45.73214;104.2391
33.6699;113.4934;44.62208;45.76963;104.2683
33.7312;113.4816;44.64396;45.75693;104.2909
33.67703;113.4313;44.6575;45.78823;104.335
33.7537;113.4016;44.72906;45.83516;104.3266
33.78172;113.3994;44.70604;45.80396;104.3582
34.21667;113.5104;44.70406;46.19661;104.3758
34.41927;113.7146;44.70948;46.2901;104.3936
34.5262;113.9156;44.69833;46.27656;104.4169
34.54333;114.1147;44.72615;46.30812;104.4594
34.51495;114.3355;44.82687;46.30526;104.4573
34.77615;114.4382;44.80906;46.31318;104.4883
34.76005;114.4434;44.82979;46.305;104.5128
34.545;114.4732;44.85812;46.32552;104.5442
34.7476;114.5297;44.88334;46.32594;104.5744
34.47599;114.5192;44.94448;46.32474;104.6168
34.36448;114.5814;44.88636;46.31474;104.6614
34.55265;114.6374;44.9176;46.32677;104.7066
34.5075;114.6573;44.93438;46.34995;104.7533
34.39474;114.7754;44.95125;46.3401;104.7882
34.37406;114.7562;45.02073;46.34646;104.8309
34.39021;114.82;45.0425;46.33786;104.8822
34.47755;114.8602;44.98365;46.33557;104.9501
34.37011;115.0545;44.99583;46.34261;105.0119
34.43375;115.1379;44.97136;46.35333;105.0695
34.42135;115.0872;44.98104;46.35912;105.1382
34.48896;115.0161;45.01125;46.3663;105.1921
34.44224;115.1303;45.04063;46.3324;105.2398
34.56328;115.1047;45.04146;46.35526;105.2873
34.56854;115.1573;45.03312;46.36682;105.328
34.56802;115.0272;45.06511;46.3737;105.397
34.67094;115.0791;45.13865;46.38417;105.436
34.83104;115.3298;45.23167;46.38042;105.4782
34.80787;115.3906;45.2901;46.39661;105.4908
34.59432;115.549;45.33625;46.38;105.5384
34.61729;115.5882;45.32802;46.38115;105.5783
34.5499;115.6034;45.32979;46.3787;105.6398
34.63526;115.5304;45.33562;46.33474;105.6693
34.51073;115.6776;45.31021;46.35213;105.7021
34.85646;115.881;45.30219;46.3849;105.7551
34.74052;115.626;45.27417;46.35797;105.802
34.69344;115.6748;45.21552;46.37849;105.8382
34.46401;115.6875;45.17906;46.35938;105.8633
34.71026;115.6453;45.16813;46.37224;105.8923
34.60266;115.6725;45.15417;46.34359;105.9037
34.69865;115.3921;45.09489;46.36432;105.9131
34.68187;115.3309;45.07448;46.39167;105.9328
34.53313;115.3854;45.09896;46.38161;105.9522
34.50109;115.3351;45.0725;46.3837;106.0034
34.50146;115.4189;45.04323;46.37682;106.0393
34.52792;115.47;45.01156;46.4138;106.0584
34.70594;115.4368;45.04927;46.61203;106.1066
35.28896;115.5886;45.09281;47.19292;106.1369
35.39042;115.6693;45.13802;47.18864;106.178
35.3313;115.6733;45.14146;47.18193;106.219
35.53057;115.8596;45.18125;47.11943;106.2476
35.88885;115.9255;45.15396;47.40688;106.2892
36.735;116.2125;45.19938;48.40104;106.307
36.68641;116.377;45.21833;48.40604;106.3172
36.61167;116.4732;45.25448;48.39448;106.329
36.99193;116.4568;45.26062;48.43495;106.3445
36.91547;116.4839;45.2349;48.42307;106.3587
36.68401;116.6324;45.24271;48.43167;106.4009
36.77167;116.6724;45.28437;48.40021;106.4199
36.78417;116.7223;45.34114;48.4663;106.4266
37.01224;116.8739;45.35656;48.41479;106.4354
37.05083;116.9651;45.35802;48.41552;106.4503
36.9963;116.9922;45.33615;48.40474;106.4781
36.85792;116.9095;45.38177;48.38203;106.5091
36.7375;117.0298;45.39781;48.42963;106.5021
36.51099;117.0399;45.42031;48.39875;106.5396
36.65198;117.1309;45.48386;48.38906;106.542
36.59536;117.2867;45.49125;48.40031;106.5495
36.60854;117.2482;45.50489;48.38052;106.5918
36.62891;117.2766;45.49125;48.40203;106.6249
36.64083;117.3295;45.49271;48.39005;106.6266
36.70344;117.3742;45.47323;48.44614;106.6589
36.66734;117.4951;45.44812;48.41422;106.7053
36.70364;117.5549;45.4474;48.4238;106.7425
36.92896;117.6126;45.45396;48.44073;106.7636
36.76943;117.6278;45.5175;48.4299;106.7979
36.66943;117.745;45.5325;48.42781;106.8123
36.71297;117.7591;45.53062;48.45531;106.8433
36.54521;117.8408;45.52604;48.3813;106.8949
36.62162;117.8328;45.52302;48.47099;106.9405
36.43469;117.9117;45.53219;48.42547;106.9695
36.50667;118.0909;45.59114;48.40245;107.0177
36.72807;118.0993;45.63969;48.43932;107.0692
36.63385;118.1569;45.67875;48.49963;107.1047
37.08792;118.1542;45.72646;48.51141;107.125
36.73766;118.0261;45.74448;48.51995;107.1664
36.92068;117.9733;45.80135;48.48182;107.226
36.84505;118.0516;45.8525;48.46292;107.2574
36.60401;118.0625;45.78312;48.45776;107.3033
36.64641;118.2768;45.72229;48.49151;107.3635
36.68552;118.3866;45.73667;48.46276;107.4279
36.79979;118.3709;45.79427;48.47958;107.5002
36.42401;118.4241;45.81979;48.44011;107.5824
36.77969;118.5424;45.80792;48.50261;107.657
36.68182;118.5156;45.73917;48.47016;107.7224
36.625;118.4626;45.74166;48.45161;107.7929
36.54755;118.8631;45.81052;48.46037;107.8685
36.75245;118.7395;45.84927;48.40443;107.892
36.87073;118.6513;45.81594;48.46162;107.9329
36.67094;118.5029;45.825;48.46927;107.9524
36.64141;118.3926;45.81927;48.47089;108
36.63646;118.4809;45.88729;48.47515;108.0273
37.46865;118.4882;45.9;49.16438;108.0458
37.48495;118.5681;45.87344;49.21422;108.048
37.455;118.6444;45.85854;49.23938;108.0846
37.56391;118.763;45.84156;49.14927;108.1181
37.48906;118.8453;45.84261;49.20516;108.1518
37.25865;119.0096;45.81656;49.15615;108.1836
37.21463;119.3069;45.8626;49.12141;108.2005
37.74807;119.2896;45.87667;49.61042;108.2223
38.70625;119.5671;45.88438;50.28349;108.2696
38.64297;119.6279;45.85906;50.4362;108.3192
39.64635;119.8148;45.84542;50.84104;108.372
39.21573;120.012;45.85417;50.85854;108.3998
39.39953;120.251;45.88896;50.8663;108.4402
39.20245;120.2576;45.90906;50.85167;108.4966
39.24776;120.3781;45.89302;50.87828;108.5372
39.10646;120.2033;45.9325;50.84203;108.5926
39.4662;120.3395;45.97334;50.85604;108.6181
39.26823;120.4728;46.01844;50.89;108.6689
39.36479;120.3932;46.00834;50.8687;108.6978
39.175;120.3471;45.96375;50.85609;108.7573
39.45229;120.4797;45.94073;50.89682;108.8372
39.2513;120.5778;45.91698;50.87359;108.9239
39.28979;120.7816;45.98979;50.87307;109.0072
39.27609;120.9579;45.98677;50.84042;109.0423
39.32391;121.1297;45.98979;50.89344;109.0782
39.27995;120.8293;46.07583;50.86469;109.128
39.31672;120.6324;46.08886;50.86948;109.1807
39.4436;120.6725;46.08073;50.92026;109.2162
39.37099;120.7675;46.10209;50.9062;109.2422
39.56005;120.7675;46.11833;51.32026;109.2664
40.43068;120.8112;46.1325;52.03276;109.2808
40.89349;121.0607;46.09375;52.1026;109.2952
41.16177;121.2558;46.09177;52.45651;109.3058
41.17839;121.5262;46.09583;52.41917;109.3112
41.44521;121.6038;46.05167;52.43917;109.3063
41.34292;121.6012;46.08802;52.44297;109.3095
41.10833;121.6779;46.10209;52.42974;109.3352
40.93677;121.7721;46.08979;52.43589;109.3666
41.18766;121.9003;46.06031;52.45464;109.3909
41.46589;122.0081;46.06531;52.46391;109.4457
41.05005;122.0668;46.13698;52.42146;109.4675
41.64224;122.1544;46.24354;52.85729;109.5105
41.97646;122.25;46.31219;53.14302;109.553
41.7863;122.4867;46.38417;53.12568;109.575
41.7275;122.5754;46.38042;53.16776;109.6145
41.88177;122.6164;46.42739;53.11713;109.6403
42.05339;122.5529;46.44896;53.10526;109.6641
41.85735;122.4294;46.48125;53.13354;109.7002
41.84375;122.3933;46.53479;53.13802;109.7102
41.77662;122.3604;46.57771;53.15437;109.7345
41.78885;122.3525;46.61125;53.11073;109.7544
41.82484;122.473;46.54531;53.11312;109.7906
41.79526;122.5654;46.505;53.17516;109.8207
42.1087;122.5981;46.47063;53.60401;109.8565
42.90646;122.5426;46.4651;54.26292;109.8715
42.82687;122.6948;46.47656;54.3213;109.8825
42.92411;122.7758;46.47771;54.4976;109.9192
43.6249;122.9677;46.46437;54.95453;109.9568
43.95187;123.2556;46.43802;55.35109;109.9819
44.74682;123.4938;46.52562;56.20521;110.0093
45.1038;123.7057;46.55812;56.43516;110.0406
45.15786;124.0656;46.54417;56.43516;110.0472
45.15599;124.291;46.50823;56.41141;110.0748
45.90187;124.6698;46.4726;57.07766;110.1239
46.14224;125.0616;46.49635;57.48557;110.1431
46.25318;125.356;46.52281;57.47443;110.1725
46.38963;125.5692;46.48156;57.45328;110.2136
46.75599;125.7816;46.46146;58.08432;110.2633
47.51469;125.9338;46.45948;58.40734;110.2996
47.54156;126.2905;46.34948;58.41182;110.3447
47.40609;126.6285;46.28375;58.41844;110.4029
47.37583;126.6783;46.25114;58.42646;110.4527
47.57276;126.6973;46.24604;58.42969;110.5065
47.53969;126.8469;46.22979;58.45453;110.5839
47.54937;126.964;46.29344;58.43599;110.6352
47.55912;127.309;46.37219;58.48838;110.701
48.14729;127.557;46.35823;59.02323;110.8145
48.06552;127.7239;46.37802;58.98891;110.8714
48.16385;127.9814;46.33219;59.045;110.9566
48.33104;128.1984;46.28989;59.05672;111.0114
48.16938;128.4998;46.30854;59.07365;111.1054
48.03979;128.7388;46.29177;59.08776;111.1918
47.805;128.9067;46.28854;59.10641;111.315
47.95203;129.0422;46.29063;59.12583;111.4356
47.90005;129.1792;46.26594;59.10167;111.5403
48.19464;129.2502;46.29167;59.13136;111.658
48.13203;129.2961;46.35667;59.11089;111.7648
48.21641;129.3716;46.40052;59.10146;111.8725
47.90651;129.4179;46.42875;59.10271;111.9707
48.0675;129.419;46.4275;59.07151;112.0795
47.90849;129.5024;46.4249;59.09885;112.189
47.80568;129.6457;46.39312;59.10526;112.2926
48.26026;129.6749;46.3325;59.32088;112.3986
48.69891;129.6423;46.26156;59.55453;112.4892
49.17766;129.6148;46.26812;60.07792;112.5954
49.09927;129.7404;46.23667;60.04141;112.6641
49.06521;129.9741;46.24396;60.08349;112.7223
49.17729;129.8974;46.19469;60.10818;112.7823
49.30516;129.9794;46.18927;60.07292;112.8579
49.29943;130.2717;46.20375;60.10963;112.9371
49.12479;130.54;46.22708;60.11656;113.0099
49.08735;130.5278;46.23042;60.15526;113.0628
49.09745;130.6706;46.23833;60.19068;113.1541
49.08729;130.9309;46.29604;60.1788;113.244
49.03182;130.9948;46.32885;60.21088;113.351
49.17505;131.0005;46.3601;60.26765;113.455
49.06917;131.0811;46.38917;60.19365;113.5553
49.16995;131.3977;46.37865;60.18599;113.6499
49.19432;131.526;46.35614;60.19651;113.7641
49.18417;131.5819;46.39417;60.22547;113.8622
49.12563;131.4667;46.42031;60.2163;113.9485
49.2324;131.3871;46.43677;60.2262;114.0289
49.10266;131.3712;46.49698;60.26115;114.1026
49.13792;131.4787;46.57271;60.22026;114.1773
49.20234;131.4351;46.6775;60.21823;114.2455
49.07151;131.4451;46.70177;60.18464;114.3295
49.06385;131.6319;46.75583;60.21177;114.4014
49.23037;131.5939;46.78042;60.19688;114.4703
49.12537;131.4713;46.79302;60.25844;114.5365
49.10896;131.3789;46.82146;60.20224;114.584
49.22364;131.2856;46.88125;60.18417;114.6299
49.12271;131.3925;46.96917;60.21677;114.6893
49.05911;131.6024;46.97354;60.21661;114.7328
49.15464;131.7419;46.96635;60.20792;114.8055
49.13047;131.7982;47.02646;60.18854;114.8327
49.26193;131.8853;47.07583;60.18495;114.8868
49.31276;131.7861;47.0876;60.17146;114.9211
49.27792;131.7706;47.10021;60.20708;114.974
49.14646;131.8636;47.06083;60.20974;115.0368
49.37151;131.8922;47.04094;60.1814;115.0586
49.4563;131.8476;47.04906;60.19859;115.0981
49.37854;131.9053;47.13094;60.20338;115.141
49.12011;131.9604;47.19083;60.20031;115.1462
49.36547;131.9183;47.19729;60.15469;115.1916
49.21974;131.7415;47.20719;60.18135;115.2416
49.26495;131.7775;47.16229;60.20766;115.2717
49.27797;131.7496;47.16489;60.29828;115.3193
49.30661;131.9526;47.21219;60.21276;115.3629
48.91276;131.9976;47.17313;60.2086;115.4058
49.09083;132.0309;47.17333;60.27359;115.4541
49.25693;132.1709;47.19573;60.19224;115.4868
49.28698;132.0083;47.18542;60.18964;115.5479
49.29057;132.0108;47.19344;60.21047;115.5808
49.21729;132.0635;47.16719;60.21823;115.6076
49.33245;131.901;47.14979;60.18604;115.625
49.20057;131.8828;47.15271;60.2125;115.6639
49.25896;131.8879;47.14687;60.28797;115.6954
49.21818;131.8173;47.12239;60.28791;115.7056
49.16385;132.0673;47.13781;60.25708;115.7564
49.26276;132.136;47.21458;60.24547;115.7695
49.35224;132.0995;47.24604;60.24297;115.7639
49.15844;132.1417;47.34656;60.25448;115.7763
49.31521;132.032;47.41135;60.22099;115.7794
49.19672;132.017;47.42156;60.25927;115.7804
49.29818;131.8956;47.51656;60.22161;115.7847
49.30458;131.9224;47.56906;60.24271;115.8219
49.23417;131.8764;47.59521;60.25771;115.8195
49.16729;131.9695;47.60729;60.24922;115.8399
49.19026;132.0079;47.60812;60.24562;115.8598
49.16526;131.8395;47.60969;60.20917;115.8505
49.10943;131.7511;47.57438;60.26104;115.8633
49.87667;131.7499;47.57479;60.99151;115.8693
49.91151;131.9816;47.47364;61.01036;115.8833
50.57505;132.1958;47.46771;61.4311;115.8969
50.82672;132.241;47.42802;61.8824;115.9088
51.51089;132.291;47.38063;62.45578;115.925
52.28302;132.505;47.3126;63.24693;115.8993
52.63542;132.8546;47.2875;63.49349;115.9049
52.72062;133.2383;47.34563;63.44641;115.8961
52.8049;133.6672;47.37448;63.47495;115.909
52.72792;133.8706;47.35354;63.46099;115.9208
52.70521;133.7677;47.27583;63.46188;115.9479
52.80651;133.9615;47.22042;63.44833;115.9723
52.54344;133.9807;47.19386;63.46208;115.9902
52.71599;133.9296;47.16667;63.46984;115.9953
52.74552;134.0292;47.20948;63.45234;116.0421
52.6687;134.0677;47.18198;63.45917;116.0642
52.62906;133.9344;47.16063;63.47797;116.0955
52.49162;134.0205;47.09229;63.47906;116.1401
52.57448;134.068;47.12865;63.46901;116.1721
52.84422;134.1251;47.20479;63.48989;116.2196
52.51359;134.168;47.14135;63.47167;116.277
52.6599;134.3592;47.18219;63.4924;116.3251
52.75344;134.4443;47.18573;63.47495;116.3625
52.72719;134.3782;47.17208;63.50255;116.4076
52.80526;134.409;47.16292;63.48615;116.4559
52.67484;134.585;47.14146;63.49516;116.5134
52.70464;134.4704;47.15875;63.46771;116.5731
52.7099;134.2816;47.16583;63.4724;116.6249
52.79438;134.2471;47.19167;63.42937;116.6577
52.8413;134.5068;47.15854;63.46427;116.6871
52.69927;134.6381;47.1449;63.48156;116.7179
52.82802;134.6695;47.16792;63.50432;116.7434
52.56276;134.7869;47.17;63.49417;116.7843
52.69938;134.7155;47.24354;63.50432;116.8017
52.58334;134.5966;47.27281;63.52052;116.8352
52.73802;134.3883;47.34406;63.4938;116.8831
52.75172;134.5198;47.28844;63.51557;116.9142
52.71011;134.5265;47.2375;63.53927;116.9547
52.6899;134.4831;47.2249;63.47547;117.0055
52.78427;134.6138;47.20042;63.52651;117.0348
52.77438;134.8553;47.1575;63.49807;117.0508
52.58906;134.9113;47.15688;63.51651;117.0923
52.63813;134.9721;47.15125;63.52984;117.1304
52.76031;134.9312;47.23469;63.5212;117.1552
52.77666;134.7762;47.33948;63.51641;117.1913
52.64672;134.8159;47.3549;63.50438;117.2377
52.73469;134.8024;47.33541;63.5512;117.2591
52.63297;134.9419;47.36885;63.5362;117.289
52.73672;135.0835;47.39281;63.54745;117.3193
52.74875;135.1244;47.40375;63.55146;117.3331
52.61094;135.0475;47.4075;63.51547;117.3512
52.70995;134.8818;47.38187;63.54313;117.3618
52.62703;134.7858;47.46073;63.5325;117.3732
52.65286;134.7706;47.48812;63.53276;117.3823
52.66818;134.7674;47.5351;63.52859;117.4051
52.91729;134.8746;47.49917;63.51745;117.4346
52.85568;134.9271;47.55302;63.52505;117.4648
52.76479;134.9075;47.57865;63.53922;117.4701
52.72651;134.9114;47.57521;63.53255;117.4858
52.77594;134.8976;47.61666;63.51547;117.5184
52.70432;134.9185;47.61917;63.53214;117.5353
52.72932;134.8273;47.68;63.54542;117.5475
52.74771;134.8881;47.71667;63.58302;117.5606
52.7113;134.85;47.6926;63.53917;117.5657
52.57422;134.8702;47.65458;63.52677;117.573
52.8412;134.9902;47.65146;63.55188;117.5458
52.60771;135.1484;47.74469;63.53484;117.5585
52.82495;135.2466;47.84312;63.52573;117.5818
52.76927;135.1325;47.90396;63.53411;117.588
52.54557;135.0638;48.02261;63.53839;117.6104
52.74193;135.0159;48.07854;63.5338;117.6361
52.61766;134.9151;48.07042;63.53359;117.6358
52.80495;134.6971;48.02969;63.50666;117.631
52.80745;134.7022;47.97625;63.51213;117.6312
52.69635;134.877;47.93594;63.52182;117.6284
52.66636;134.7542;47.92385;63.52042;117.6383
52.74313;134.7806;47.99958;63.52234;117.6427
52.53792;134.8125;48.01604;63.51573;117.6723
52.70229;134.8148;47.99198;63.53682;117.6715
52.63927;134.6722;47.94198;63.51948;117.6825
52.6575;134.7227;47.85229;63.54615;117.6585
52.6;134.826;47.77406;63.56943;117.6815
52.73703;134.9153;47.75229;63.52859;117.6849
52.7324;134.9775;47.81562;63.53984;117.6831
52.64854;135.0788;47.88771;63.52365;117.7069
52.64458;135.1281;47.95094;63.52885;117.7148
52.76677;135.067;47.97208;63.53255;117.7247
52.67177;134.9435;48.04396;63.52948;117.7426
52.72458;134.8228;48.11969;63.53594;117.7445
52.9012;134.8824;48.18834;63.53328;117.7402
52.76052;134.9678;48.1674;63.51547;117.7339
52.51453;135.1532;48.16354;63.48766;117.7547
52.8688;135.1589;48.12177;63.51948;117.7812
52.73375;135.1361;48.08948;63.50099;117.7709
52.65042;134.8788;48.01229;63.50484;117.7867
52.81734;134.85;47.97781;63.51432;117.7862
52.64359;134.8015;47.98552;63.51807;117.7769
52.68766;134.6777;47.99875;63.51823;117.7874
52.74198;134.639;47.95958;63.53547;117.7859
52.60958;134.6434;47.96812;63.51979;117.7988
52.66125;134.6805;47.99323;63.53188;117.7994
52.80208;134.7828;48.04208;63.565;117.8204
52.72464;134.9995;48.03323;63.53031;117.8443
52.71906;134.913;48.10135;63.5425;117.8696
52.78062;134.9106;48.17656;63.54187;117.8896
52.57469;134.7937;48.19386;63.52583;117.8999
52.65297;134.6784;48.30406;63.52489;117.9094
52.66359;134.6041;48.31219;63.52234;117.8826
52.88271;134.6549;48.30416;63.56401;117.8715
52.65339;134.741;48.30292;63.55328;117.8855
52.90162;134.8254;48.26781;63.53755;117.9001
52.7387;134.9433;48.3026;63.52656;117.8757
52.78625;134.8948;48.36438;63.50104;117.8811
52.80031;134.7634;48.25771;63.51115;117.8735
52.72703;134.7722;48.22052;63.51651;117.8673
52.68943;134.8445;48.21792;63.49641;117.8459
52.57042;134.6971;48.20208;63.53953;117.8408
52.71297;134.6111;48.16063;63.53698;117.8186
52.86057;134.7101;48.21416;63.5013;117.7795
52.6513;134.7656;48.21365;63.52964;117.7598
52.8061;134.8403;48.19052;63.49703;117.7639
52.76062;134.6829;48.05021;63.53568;117.736
52.73193;134.5749;47.95687;63.51422;117.7313
52.80359;134.6208;47.94573;63.52458;117.7159
52.73234;134.6067;47.84771;63.51937;117.6783
52.88104;134.5758;47.86229;63.53729;117.6535
52.81995;134.6044;47.85417;63.54156;117.6552
52.86146;134.8006;47.9151;63.53552;117.6586
52.66912;135.082;47.97;63.52287;117.6818
52.90479;135.0858;47.97229;63.56448;117.6886
52.84292;135.1621;47.93636;63.57286;117.7109
52.76292;135.0548;47.87521;63.5612;117.7298
52.58187;134.9664;47.86323;63.54214;117.7257
52.72557;134.8781;47.88875;63.55005;117.7367
52.89115;134.7856;47.88083;63.51786;117.7463
52.84646;134.8587;47.87573;63.51563;117.7508
52.86469;134.9768;47.81;63.54;117.7589
52.75338;135.1048;47.75177;63.5462;117.7768
52.80162;134.9944;47.66938;63.52391;117.7685
52.74479;134.9183;47.62031;63.53765;117.7656
52.64412;134.8349;47.62146;63.54297;117.7774
52.6337;134.6703;47.64948;63.56344;117.7758
53.11943;134.4849;47.68948;63.96687;117.7568
52.89042;134.4688;47.74667;63.96271;117.7596
53.26026;134.5166;47.80239;63.93661;117.775
53.10625;134.7393;47.82667;63.95734;117.7471
53.0638;134.9779;47.80396;63.9176;117.7283
