K5PC5CH.OP;K5T4.PV;K5T7.PV;K5PC6CH.OP;K5T8_3.PV
35.05354;123.7758;54.48917;46.89479;116.4753
35.20021;123.5157;54.51011;46.93656;116.3872
35.25693;123.0906;54.51979;46.94922;116.2834
35.3199;122.8083;54.53458;46.95578;116.1674
35.24516;122.6522;54.55292;46.92698;116.0686
35.24932;122.4815;54.53031;46.92557;115.9297
35.2999;122.3143;54.52656;46.94573;115.8112
35.2201;122.1956;54.51844;46.92177;115.6853
35.21297;122.3388;54.55312;46.91854;115.5851
35.28807;122.3075;54.59698;46.95255;115.4656
35.20724;122.2454;54.6251;46.91578;115.3618
35.30302;122.1778;54.58094;46.93302;115.2557
35.31161;122.1528;54.62208;46.92313;115.1424
35.12;122.1135;54.59417;46.93505;115.0305
35.11896;121.9641;54.53552;46.9287;114.9601
35.23651;121.8293;54.48542;46.9225;114.8802
34.61708;121.7033;54.44292;46.11864;114.7718
32.43182;121.5625;54.39125;44.3676;114.7114
32.2099;121.3574;54.35542;44.18172;114.6715
32.17359;120.9879;54.36125;44.18026;114.6264
32.24281;120.7652;54.355;44.18406;114.5757
32.1913;120.7949;54.32479;44.16687;114.5344
32.29995;120.6039;54.22854;44.1951;114.4847
32.225;120.5057;54.14792;44.1763;114.4555
32.19062;120.2646;54.16677;44.16214;114.386
32.16823;120.0159;54.1975;44.17177;114.3265
32.19745;119.8632;54.2225;44.16714;114.2656
32.14037;119.7467;54.19313;44.14838;114.1843
32.13604;119.8398;54.20479;44.16995;114.1343
32.15927;119.7831;54.22292;44.16386;114.0727
32.10703;119.5682;54.2026;44.15437;113.9839
32.23349;119.4542;54.18979;44.16037;113.8947
32.21156;119.4665;54.1549;44.15573;113.8176
32.14568;119.3158;54.14219;44.15266;113.763
32.21412;119.3775;54.06739;44.16172;113.71
32.19677;119.6481;53.98386;44.15354;113.6442
32.2775;119.3646;53.97385;44.15042;113.5802
32.2437;119.1068;53.96854;44.17266;113.5081
32.19584;119.0006;53.9901;44.16146;113.4236
32.2538;118.9423;54.00729;44.15511;113.3556
32.21437;118.9649;53.97562;44.16052;113.2634
32.17443;118.9227;53.96115;44.14891;113.1752
32.06646;118.808;53.89052;44.15485;113.0708
32.10578;118.7134;53.88771;44.1461;113.0001
32.11599;118.6203;53.89344;44.1487;112.9723
32.14906;119.0912;53.86583;44.16943;112.9158
32.17271;119.2882;53.89969;44.16865;112.8406
32.08193;118.9893;53.89208;44.16109;112.786
32.07385;118.8743;53.83604;44.14755;112.6966
32.15688;118.7978;53.81031;44.14453;112.6308
32.08745;118.5532;53.75135;44.15349;112.5501
32.02979;118.3385;53.66625;44.13969;112.4829
32.16552;118.5145;53.60365;44.16333;112.4201
32.18401;118.4377;53.58167;44.13974;112.3396
32.20906;118.3578;53.56875;44.16385;112.2798
32.07484;118.3008;53.55125;44.15995;112.2061
32.10573;118.3406;53.51219;44.15245;112.123
32.15136;118.1165;53.48063;44.15271;112.0818
32.03885;118.0661;53.42865;44.14208;112.0372
32.03875;118.1577;53.43219;44.12479;111.9889
32.02583;118.0539;53.40906;44.15505;111.9428
32.1938;118.1104;53.44458;44.13344;111.8923
32.12219;118.1423;53.47156;44.13562;111.8586
32.02599;118.1536;53.50552;44.11911;111.8009
32.0413;118.0647;53.48396;44.12365;111.738
32.07573;118.1941;53.41208;44.13089;111.6904
32.03203;117.9286;53.3525;44.1337;111.6343
32.05021;117.8432;53.32573;44.1113;111.6079
32.16172;117.737;53.33979;44.13089;111.541
32.16573;117.732;53.36104;44.11401;111.4886
32.16265;117.6634;53.37219;44.15573;111.4334
32.08797;117.7055;53.35885;44.11161;111.3773
32.15818;117.7461;53.34771;44.13427;111.3401
32.1749;117.7041;53.35698;44.13318;111.2892
32.2012;117.848;53.36552;44.12849;111.2295
32.11068;117.8657;53.35542;44.1274;111.1807
32.22609;117.8572;53.35354;44.14286;111.1475
32.28;117.7994;53.26146;44.13693;111.1478
32.04417;117.8673;53.25073;44.11485;111.1784
32.0424;118.0039;53.23427;44.12594;111.1468
32.13406;118.0843;53.21177;44.12667;111.1343
32.11729;117.8527;53.17292;44.13063;111.1
32.13334;117.9311;53.10094;44.12625;111.0639
32.12448;118.0307;53.0601;44.13349;111.0339
32.03984;118.4023;53.01021;44.12984;111.0147
32.09338;118.7072;52.97156;44.13833;111.0292
32.19437;118.228;52.94677;44.14927;111.0208
32.15568;117.9957;52.92604;44.14985;111.0032
32.14021;117.9037;52.89771;44.15776;110.969
32.05698;117.8587;52.83688;44.14516;110.9325
32.16703;117.8742;52.76365;44.14229;110.9406
32.12651;117.9949;52.76531;44.13635;110.9167
32.25828;117.793;52.77187;44.17073;110.8791
32.1137;117.69;52.74729;44.14432;110.8229
32.07557;117.5875;52.72594;44.13635;110.783
32.24234;117.4198;52.72833;44.15115;110.7607
32.08068;117.2355;52.68625;44.13485;110.7202
32.09573;117.2672;52.685;44.14412;110.6851
32.20172;117.3756;52.71011;44.14177;110.6453
32.12766;117.532;52.71;44.12411;110.6298
32.13109;117.6699;52.71844;44.1424;110.5788
32.1612;118.4246;52.75146;44.12734;110.5653
32.15375;118.0377;52.69239;44.1412;110.5449
32.1225;117.6984;52.63115;44.14088;110.5259
32.01984;117.6793;52.58021;44.12969;110.5154
32.08458;117.4894;52.52677;44.14125;110.4781
32.12568;117.3306;52.53209;44.14495;110.467
32.05151;117.3441;52.49958;44.12661;110.4442
31.98219;117.4578;52.49541;44.1187;110.4273
32.06464;117.4857;52.49208;44.14078;110.3947
32.10224;117.359;52.46135;44.14667;110.3674
32.16766;117.2881;52.44646;44.14912;110.3249
32.10011;117.3647;52.44906;44.15333;110.3279
32.07354;117.7333;52.44885;44.14135;110.3259
32.04458;117.9435;52.43312;44.11823;110.3219
32.02203;117.7139;52.42062;44.13406;110.3291
32.10719;117.5446;52.4;44.13755;110.3201
32.03745;117.5313;52.36969;44.12703;110.3127
32.13615;117.5869;52.30677;44.11969;110.2995
32.13979;117.2809;52.27865;44.13063;110.2794
32.10411;117.2932;52.28156;44.1114;110.2729
32.14734;117.3055;52.28656;44.12474;110.286
32.10333;117.2904;52.2951;44.13057;110.2764
32.06875;117.31;52.30313;44.1187;110.2824
32.17281;117.6398;52.28531;44.11984;110.3261
32.08583;117.6239;52.3001;44.11115;110.3423
32.18021;117.9442;52.32844;44.13406;110.331
32.18318;117.8704;52.30896;44.13099;110.3233
32.1213;117.8171;52.31667;44.12448;110.3215
32.04515;117.7026;52.3325;44.11557;110.3067
32.25734;117.684;52.35896;44.12255;110.2921
32.1601;117.8019;52.30781;44.1324;110.3124
32.07505;117.797;52.28313;44.12463;110.3054
32.12172;117.7644;52.25219;44.12109;110.2849
32.08115;118.0341;52.22271;44.13536;110.2676
32.0975;117.9086;52.15646;44.13599;110.2728
32.09667;117.7203;52.18104;44.1199;110.2715
32.06208;117.5142;52.23563;44.11969;110.2909
32.12037;117.4577;52.26583;44.11646;110.2829
32.16568;117.5447;52.25448;44.12656;110.2683
32.19031;117.4372;52.21417;44.13568;110.2495
32.07583;117.4498;52.16084;44.12011;110.2518
32.13432;117.5364;52.11177;44.12297;110.2429
32.02864;118.273;52.0575;44.13005;110.2315
32.16151;118.02;52.00636;44.1387;110.2318
32.04328;117.838;51.98042;44.12354;110.2553
32.10297;117.7697;51.92844;44.1326;110.276
32.08219;117.8097;51.88313;44.14031;110.3
32.20547;117.8371;51.81406;44.11932;110.3383
32.10682;117.7722;51.77729;44.11266;110.3725
32.08177;117.8069;51.76865;44.10313;110.4193
32.06906;117.688;51.7751;44.11167;110.4313
32.08297;117.7107;51.76062;44.11365;110.4402
31.94208;118.0758;51.74385;44.09943;110.4553
32.03115;118.6276;51.76781;44.1151;110.4521
32.00604;118.8155;51.74385;44.10969;110.4529
32.06396;118.296;51.72792;44.12542;110.4133
32.12406;117.8527;51.65656;44.11609;110.3918
32.06292;117.5324;51.6051;44.1237;110.3786
31.97125;117.5168;51.58062;44.11172;110.3757
32.09594;117.9325;51.58896;44.13651;110.3671
32.0825;118.1789;51.56;44.11177;110.325
32.06771;118.1873;51.55938;44.1138;110.2856
32.04766;118.596;51.60635;44.09984;110.2658
32.10969;118.5946;51.58313;44.13787;110.2341
31.98;118.6276;51.51656;44.11495;110.2066
31.98688;117.9987;51.46698;44.11063;110.1956
32.05323;117.5433;51.45635;44.11937;110.1733
32.09234;117.4191;51.44563;44.12667;110.1386
32.00542;117.3092;51.47083;44.13068;110.1205
31.955;117.167;51.40219;44.10635;110.1161
32.065;117.1884;51.40115;44.11964;110.1083
32.00016;117.5222;51.34406;44.12406;110.1095
31.93453;117.6336;51.32875;44.09891;110.1107
32.04208;117.5108;51.32427;44.10797;110.0902
32.00443;117.3717;51.28875;44.0863;110.0741
32.07083;117.3366;51.25021;44.09255;110.051
32.06542;117.2833;51.2225;44.09927;110.0188
32.00495;117.2908;51.22458;44.11479;110.0225
31.94844;117.388;51.2376;44.1186;110.0134
32.01239;117.1224;51.24844;44.11646;109.9986
31.96505;117.0365;51.2376;44.1138;109.9929
31.93011;117.0045;51.24115;44.08844;109.9795
32.00604;116.8616;51.24521;44.09656;109.9729
31.98391;116.9748;51.25167;44.1013;109.9517
31.96292;117.1235;51.25719;44.08125;109.9456
32.02021;117.1614;51.26271;44.10026;109.9199
32.0501;116.9632;51.24823;44.05354;109.8954
32.08375;116.8373;51.27948;44.07589;109.8715
32.06859;117.0702;51.26802;44.09261;109.8645
32.09104;117.0815;51.25969;44.07859;109.8435
32.13052;116.8967;51.24344;44.09698;109.8024
32.02266;116.7962;51.23312;44.07229;109.762
32.05;116.7365;51.21375;44.10245;109.7345
32.07802;117.3024;51.22677;44.08541;109.7122
32.06797;117.5912;51.2049;44.09005;109.6805
32.11599;117.089;51.22635;44.10578;109.653
32.08995;116.9331;51.26469;44.09;109.6232
32.095;116.9102;51.25979;44.09964;109.6104
32.02599;116.8999;51.21563;44.09844;109.5989
32.03614;116.8921;51.21771;44.11016;109.5822
31.94312;116.967;51.205;44.09661;109.5927
32.0988;116.9405;51.17729;44.10104;109.5948
31.9526;116.7994;51.1449;44.09646;109.5944
31.97609;116.7273;51.13083;44.10594;109.5882
31.8912;116.8131;51.10719;44.12531;109.5782
31.90698;116.694;51.07646;44.12437;109.579
31.92333;116.7986;51.03792;44.0961;109.5805
31.96458;117.3224;50.96219;44.09885;109.6061
31.86682;117.1558;50.95656;44.09036;109.621
31.96281;117.2674;50.90208;44.10354;109.6592
31.96511;116.9736;50.89791;44.07985;109.6511
31.96328;116.8256;50.90625;44.13406;109.6607
31.88594;116.7454;50.91458;44.10765;109.6694
31.88599;116.8126;50.95052;44.10011;109.6552
32.10656;116.6161;50.90187;44.12302;109.6433
31.95667;116.5475;50.81208;44.08062;109.6641
32.02338;116.546;50.83323;44.0938;109.632
32.05286;116.5665;50.83854;44.10833;109.6111
32.00755;116.728;50.80948;44.07958;109.6225
31.98318;116.8269;50.79906;44.08568;109.5999
32.01995;116.7643;50.75438;44.08755;109.5776
31.86536;116.6108;50.74739;44.06458;109.5609
31.89156;116.6939;50.71833;44.07635;109.5314
31.89302;116.9238;50.69094;44.06958;109.4953
31.90026;116.8699;50.68125;44.06302;109.4799
31.85109;116.7101;50.69542;44.07203;109.4771
31.96083;116.6351;50.73531;44.08531;109.4622
31.87906;116.8677;50.73375;44.06453;109.4319
31.99958;117.6023;50.71219;44.0839;109.4006
31.86646;117.5971;50.65573;44.08599;109.3996
31.90937;117.0675;50.61562;44.09599;109.4136
31.82531;116.8333;50.58948;44.05781;109.3902
32.01521;116.5902;50.55854;44.10661;109.3718
31.95547;116.4424;50.51302;44.08927;109.3646
31.90562;116.3511;50.49541;44.06432;109.3874
31.94505;116.5365;50.46104;44.08641;109.3883
31.92823;116.5027;50.44594;44.05344;109.3754
31.94651;116.4785;50.41312;44.07292;109.3445
31.95557;116.4242;50.37229;44.07088;109.3296
31.94563;116.3928;50.32208;44.08005;109.3472
32.00677;116.5878;50.2751;44.03156;109.3316
31.91234;116.9875;50.24375;44.07286;109.3233
32.08245;116.6353;50.24771;44.07469;109.3077
32.0774;116.6223;50.26229;44.08016;109.2814
31.41333;116.5918;50.27177;43.4688;109.2463
29.95661;116.3309;50.2674;42.44932;109.2398
31.96057;116.1818;50.30062;44.08005;109.2397
31.99297;116.1354;50.31875;44.08724;109.2131
31.8988;116.1577;50.3324;44.01015;109.1765
32.02422;116.7867;50.35854;44.05203;109.1483
31.92182;116.7233;50.36833;44.05932;109.1269
32.0024;116.5074;50.35031;44.03818;109.1106
31.96068;116.4134;50.34135;44.02797;109.0726
31.93385;116.2515;50.29854;44.02818;109.0529
31.89375;116.3145;50.29906;44.01677;109.0323
31.83839;116.4255;50.32802;44.00141;109.0143
32.00261;116.2835;50.32938;44.01885;108.989
31.94552;116.375;50.29958;44.03641;108.9819
31.93885;116.4179;50.27396;44.01807;108.9704
31.85651;116.457;50.29083;43.97818;108.9355
31.91016;116.281;50.28917;43.99662;108.9184
31.9224;116.2702;50.27489;44.0176;108.9053
31.81146;116.3048;50.24375;43.98714;108.8932
31.97953;116.2623;50.26417;44.01021;108.8569
31.87708;116.2033;50.285;44.01735;108.8582
31.87396;116.1134;50.28115;44.00489;108.8671
31.78057;116.1223;50.25261;44.00245;108.8625
31.80932;116.3335;50.22344;43.99661;108.8635
31.9474;116.3016;50.23167;43.9951;108.8657
31.95313;116.0782;50.28146;43.98474;108.8448
31.9188;116.0573;50.34458;43.98495;108.835
31.86104;116.0971;50.37823;44.00344;108.8032
31.89719;116.0335;50.37292;43.98229;108.7989
31.91411;116.0267;50.36781;43.98104;108.791
31.92276;116.3352;50.28198;44.03047;108.7851
31.88255;116.1698;50.33417;44.01271;108.7585
31.94073;116.0729;50.27802;43.99984;108.739
31.88412;116.0152;50.21083;44.05208;108.7215
31.93844;116.3708;50.17188;44.01266;108.7198
31.92214;116.8649;50.13385;44.02245;108.6996
31.82365;117.1395;50.09135;44.0274;108.6876
31.75589;117.1028;50.08604;43.98547;108.6656
31.84922;116.6185;50.13771;44.02135;108.6423
31.8312;116.8124;50.15719;43.99625;108.651
31.81958;116.6794;50.18104;44.04438;108.6165
31.83245;116.2815;50.21625;44.0474;108.6119
31.77776;116.2808;50.2275;44.04656;108.5658
31.84693;116.7356;50.23208;44.01818;108.5479
31.77438;116.7485;50.22313;43.98167;108.5377
31.79573;116.4282;50.2475;44.0375;108.5073
31.75703;116.2365;50.25291;43.99854;108.4934
31.87854;116.1268;50.28167;44.01948;108.4764
31.85073;116.0599;50.27302;44.04198;108.4556
31.8662;116.2457;50.2099;43.99958;108.4409
31.82463;116.1429;50.18667;44.01641;108.4311
31.73927;115.9757;50.2076;44.00109;108.443
31.80344;115.9743;50.22;44.02953;108.4166
31.87932;116.267;50.21531;44.0213;108.4166
31.76813;116.7012;50.16458;44.00229;108.399
31.78161;116.5749;50.15552;44.00958;108.3809
31.79958;116.4778;50.1824;44.00667;108.3927
31.77708;116.9096;50.16667;44.02625;108.3843
31.80688;116.752;50.11385;44.00385;108.3752
31.85708;116.5205;50.12375;44.00552;108.3784
31.79854;116.3608;50.15646;44.00188;108.359
31.77813;116.1383;50.14344;43.98302;108.3635
31.815;116.0221;50.17375;44.0088;108.3621
31.78078;115.939;50.18958;44.02219;108.3343
31.86208;115.8806;50.15677;44.05719;108.3398
31.80516;115.9865;50.09281;44.03672;108.3527
31.83807;116.09;50.04438;44.02797;108.3929
31.73412;116.2441;50.04083;44.02458;108.4477
31.74656;116.4942;49.97208;44.01588;108.4898
31.8213;116.528;49.92031;44.01963;108.4919
31.89536;116.3459;49.93229;44.02469;108.5239
31.80328;116.2129;49.93719;44.01073;108.5322
31.79766;116.1927;49.9024;44.0412;108.5307
31.84917;116.8422;49.90208;44.01651;108.5546
31.7825;116.6897;49.9176;44.05208;108.5633
31.87385;116.3694;49.90552;44.02052;108.5747
31.76979;116.1404;49.89614;43.96589;108.5861
31.85391;116.1293;49.90562;43.99172;108.5595
31.86104;116.1321;49.89188;44.00323;108.5559
31.76156;116.0401;49.83979;43.99854;108.543
31.80547;115.9623;49.82125;44.02542;108.5202
31.72156;115.8457;49.84261;43.99672;108.5184
31.70188;115.8668;49.80323;43.98484;108.5172
31.68969;115.8898;49.78021;44.01115;108.5195
31.75661;115.9101;49.75573;44.03901;108.4994
31.78109;115.9127;49.76188;43.99125;108.4931
31.72297;115.7925;49.81094;43.98448;108.4674
31.73052;115.8331;49.79792;43.98583;108.4408
31.84089;115.9142;49.82979;43.98156;108.412
31.94297;116.0287;49.9499;44.01396;108.3632
31.775;115.9798;50.00146;43.98922;108.3543
31.95167;115.9539;50.01062;43.98646;108.3496
31.83891;115.9124;50.00636;43.99771;108.3169
31.88552;116.0853;50.02979;43.98833;108.3075
31.82313;116.1019;50.05229;44.00505;108.3039
31.93062;116.1897;50.04062;44.01693;108.2862
31.83984;116.6425;50.05719;44.0251;108.2852
31.77583;116.5433;49.99771;43.99031;108.2736
31.89349;116.2325;49.98229;44.01469;108.277
31.77781;116.1752;50.00427;43.98948;108.2843
31.83865;116.139;49.98708;43.98693;108.289
31.80078;116.0878;50.00615;44.02917;108.2893
31.75984;116.0842;49.97063;43.99286;108.3141
31.80172;116.4287;49.96041;43.98729;108.3283
31.8488;116.2346;49.93198;44.00255;108.3461
31.78698;116.1559;49.90052;44.00151;108.3585
31.81865;116.1525;49.93979;43.97349;108.348
31.75245;116.0166;49.94792;43.96375;108.3444
31.75458;115.909;49.96656;43.99578;108.3431
31.78432;115.8318;49.8901;43.96479;108.3444
31.85859;115.7929;49.89594;44.02417;108.3118
31.81547;115.8881;49.89156;43.9824;108.3284
31.70443;115.9884;49.88583;43.97083;108.3199
31.71911;116.1051;49.92281;44.00521;108.3026
31.69417;115.9589;49.95698;43.9799;108.3268
31.73417;116.0436;49.93521;44.00922;108.3348
31.70786;115.918;49.92979;44.00557;108.3595
31.74688;115.8554;49.90823;43.98229;108.3642
31.79161;116.0026;49.86937;43.98453;108.341
31.73495;116.0864;49.83219;43.97036;108.3445
31.66573;115.8613;49.80875;43.9725;108.3314
31.81505;115.927;49.79833;43.97911;108.326
31.73162;115.964;49.82938;43.98823;108.3132
31.7413;115.8572;49.86771;43.96578;108.2939
31.70818;115.7629;49.83;43.98646;108.287
31.83417;115.814;49.8201;44.02161;108.2844
31.69469;115.8997;49.85583;43.98917;108.2633
31.69635;115.7382;49.86864;43.99766;108.2474
31.75615;115.7262;49.8601;43.97797;108.2352
31.82042;116.1718;49.85698;43.98615;108.2259
31.79948;116.2196;49.80667;44.02666;108.2268
31.75792;115.9778;49.78969;44.00396;108.2379
31.75063;115.8472;49.80229;43.9936;108.234
31.81693;115.8082;49.74594;43.98474;108.2521
31.78437;115.9079;49.7724;43.98427;108.2316
31.77656;115.8474;49.75208;44.00328;108.2234
31.67537;115.9922;49.67635;43.95479;108.2191
31.8625;116.1436;49.64989;44.01833;108.2154
31.66406;115.8586;49.62011;43.9813;108.2162
31.81661;115.8367;49.62542;43.98589;108.2116
31.77495;115.8208;49.66667;43.9726;108.226
31.8651;116.0004;49.66135;44.03651;108.2023
31.76448;115.9318;49.65094;43.95297;108.2145
31.74141;115.8315;49.62552;43.97542;108.2274
31.76161;115.9204;49.61562;43.96349;108.2503
31.82693;115.9432;49.62667;43.97964;108.2548
31.91375;115.7377;49.63958;44.00755;108.2441
31.75146;115.6575;49.6474;43.99453;108.2343
31.7287;115.7031;49.69042;43.99875;108.2121
31.65833;115.6878;49.7301;43.98333;108.2043
31.79651;115.6521;49.7325;44.00594;108.1621
31.73281;115.6269;49.68781;43.99729;108.1666
31.78656;115.6299;49.62906;44.02042;108.1444
31.78036;115.6623;49.58562;43.98266;108.1716
31.83438;115.7817;49.5449;44.02974;108.1919
31.90172;115.8493;49.51573;44.0025;108.196
31.73443;115.7709;49.50865;43.98885;108.1933
31.75964;115.8388;49.47219;44.0224;108.1976
31.7775;115.8936;49.39938;44.0088;108.2128
31.71172;115.8023;49.37031;43.98761;108.2117
31.74922;115.7652;49.40688;43.97203;108.1947
31.71953;115.6285;49.44875;43.97276;108.1856
31.63412;115.791;49.46719;43.97713;108.1586
31.72062;115.8726;49.46635;43.99714;108.1465
31.77594;115.751;49.46042;43.98521;108.1408
31.71214;116.0741;49.43969;43.96323;108.1264
31.82948;116.0844;49.44188;43.97287;108.1057
31.79521;115.8276;49.47562;43.9788;108.1055
31.70406;115.5502;49.48833;43.96932;108.0875
31.68734;115.6922;49.48167;43.95953;108.0781
31.75094;115.5536;49.48354;43.97318;108.0599
31.76469;115.5146;49.52594;43.96203;108.0477
31.79995;115.6405;49.55333;43.99662;108.0196
31.76687;115.5732;49.52583;43.98724;108.0403
31.59406;115.4832;49.54917;43.94677;108.0639
31.82573;115.3992;49.56698;43.99588;108.0606
31.81484;115.4023;49.53927;43.98703;108.0495
31.75755;115.5073;49.46677;43.97932;108.0765
31.7699;115.5242;49.45042;43.98125;108.1144
31.68901;115.8917;49.41781;43.96667;108.1145
31.81094;116.1405;49.37083;43.98417;108.1284
31.7538;115.8051;49.39344;43.97911;108.1235
31.82844;115.5324;49.45729;43.96839;108.1267
31.82984;115.51;49.43927;43.96177;108.1194
31.89318;115.562;49.39938;43.97922;108.1159
31.72677;115.5386;49.35667;43.98495;108.1076
31.7275;115.4914;49.30635;43.97484;108.0802
31.78917;115.6907;49.22573;43.98391;108.0591
31.74359;115.6925;49.23646;43.96828;108.0314
31.7187;115.5192;49.27344;43.96833;108.0113
31.8012;115.4091;49.26281;44.00078;107.9873
31.65307;115.2654;49.28594;43.95974;107.9626
31.74484;115.1305;49.27719;43.98167;107.949
31.69698;115.288;49.26719;43.9563;107.9212
31.66448;115.499;49.26469;43.97094;107.9081
31.71719;115.5855;49.22521;43.96922;107.8973
31.83406;115.5805;49.21354;43.97182;107.8879
31.6937;115.4993;49.20469;43.9749;107.8779
31.58057;115.5644;49.22739;43.9625;107.8674
31.69995;115.549;49.17886;44.00271;107.8541
31.67776;115.5641;49.15406;43.97536;107.8575
31.60807;115.6264;49.15198;43.9862;107.859
31.65469;115.6157;49.105;43.96214;107.8678
31.59745;115.5027;49.12177;43.96172;107.8927
31.72807;115.5065;49.17156;43.98875;107.8842
31.72703;115.5029;49.14958;43.96589;107.8841
31.62656;115.3851;49.14771;43.95964;107.8843
31.61547;115.3178;49.16771;43.9613;107.8851
31.72578;115.3425;49.20458;43.99469;107.8901
31.81073;115.4531;49.21052;44.01526;107.872
31.58682;115.5019;49.21083;43.96359;107.8348
31.73146;115.4704;49.22479;43.98922;107.8381
31.68396;115.3891;49.21094;44.0074;107.834
31.68641;115.3558;49.23042;43.97953;107.8229
31.72297;115.3702;49.21708;43.98365;107.8026
31.75927;115.5986;49.20875;43.97802;107.771
31.63542;115.598;49.22042;43.96255;107.7633
31.66677;115.5235;49.24344;43.98985;107.7404
31.6701;115.5117;49.22125;43.96526;107.7355
31.66755;115.6722;49.21156;43.9599;107.704
31.70995;115.7167;49.20864;43.96255;107.6857
31.70667;116.0092;49.16552;43.98901;107.6827
31.69479;116.1845;49.17375;43.98609;107.6895
31.59943;115.9402;49.17865;44.00391;107.7009
31.63839;115.6306;49.15083;43.96521;107.6946
31.65974;116.2448;49.07344;43.95562;107.6876
31.7287;116.1006;49.05239;43.95979;107.697
31.63604;115.7224;49.0424;43.98557;107.6955
31.61667;115.727;49.01125;43.98386;107.69
31.60938;115.5656;48.95844;44.00052;107.6747
31.77896;115.5593;48.94979;44.03229;107.6964
31.70276;115.4696;48.91719;43.9888;107.7058
31.68229;115.3582;48.89219;43.9825;107.7084
31.63734;115.3967;48.86333;44.0024;107.6906
31.59734;115.3593;48.81677;43.98203;107.6857
31.58943;115.3574;48.80761;43.97839;107.685
31.6175;115.3798;48.855;43.98224;107.7075
31.53427;115.2993;48.89917;43.98938;107.7077
31.57792;115.4222;48.90521;43.95927;107.7026
31.54443;115.6155;48.93844;43.97594;107.7015
31.43193;115.3884;48.92427;43.96786;107.6882
31.52969;115.4305;48.95271;43.96682;107.6799
31.65766;115.8144;48.92635;43.97917;107.6633
31.55422;115.5632;48.98042;44.00651;107.6498
31.53901;115.434;48.9925;43.9612;107.6277
31.5701;115.3642;49.00312;43.96755;107.6235
31.48734;115.4014;48.95698;43.97588;107.6005
31.59167;115.374;48.90667;43.98875;107.6104
31.48141;115.6204;48.91417;43.97667;107.595
31.49734;115.4322;48.92854;43.9512;107.5824
31.5274;115.2981;48.94604;43.97547;107.5739
31.54344;115.533;48.945;43.9626;107.5923
31.5776;115.3776;48.9649;43.97115;107.5673
31.45177;115.393;49.04615;43.95672;107.5668
31.50385;115.1413;49.07938;43.96427;107.5582
31.5149;115.1364;49.07896;43.95151;107.5493
31.44385;115.2235;49.04198;43.94896;107.5672
31.52724;115.138;49.01104;43.94354;107.5924
31.47542;115.1452;48.98281;43.94885;107.5916
31.55641;115.1508;48.91719;43.95474;107.5959
31.55214;115.0671;48.89271;43.96229;107.6134
31.50865;115.1159;48.85031;43.96177;107.6114
31.43427;115.1086;48.85698;43.94448;107.6038
31.5762;115.1032;48.85302;43.96;107.5979
31.63729;115.1741;48.8576;43.93344;107.5901
31.46958;115.3829;48.83792;43.93901;107.5827
31.47125;115.5588;48.81448;43.96323;107.5758
31.46526;115.4183;48.79458;43.93729;107.5646
31.54802;115.2586;48.77979;43.97635;107.5544
31.57125;115.2902;48.78365;43.95662;107.542
31.46292;115.289;48.77167;43.95713;107.5563
31.61141;115.3481;48.73833;43.95807;107.5396
31.51682;115.4916;48.67479;43.95266;107.5238
31.3224;115.4293;48.66854;43.95583;107.5105
31.51724;115.2854;48.67792;43.97594;107.5325
31.55557;115.2305;48.70958;43.95474;107.5377
31.47016;115.2372;48.72406;43.94479;107.5515
31.53365;115.2747;48.71646;43.99708;107.5467
31.52786;115.3281;48.72886;43.97979;107.5625
31.5476;115.4709;48.71969;43.98104;107.5731
31.54115;115.3553;48.71792;43.98589;107.5777
31.43604;115.8171;48.73114;43.96078;107.5865
31.49625;115.8536;48.74333;43.97578;107.5992
31.43641;115.7775;48.72511;43.98167;107.6202
31.46641;115.5294;48.70771;43.99213;107.6302
31.56635;115.4393;48.7049;43.98047;107.6341
31.56927;115.6366;48.73792;43.96427;107.6469
31.51479;115.3432;48.7901;43.9799;107.6424
31.46172;115.2048;48.82156;43.95385;107.6365
31.55177;115.2317;48.82896;43.96276;107.6373
31.54552;115.3489;48.83958;43.96156;107.6149
31.50948;115.4251;48.85354;43.95495;107.6091
31.44005;115.354;48.86021;43.92932;107.6243
31.55646;115.3605;48.85823;43.96812;107.6082
31.58349;115.5093;48.87917;43.94125;107.6109
31.445;115.4505;48.8924;43.95958;107.6075
31.5925;115.4284;48.87958;43.95245;107.6265
31.54193;115.5075;48.83688;43.97833;107.6759
31.5049;115.7484;48.81062;43.94271;107.7069
31.47146;115.5177;48.72844;43.94557;107.725
31.38453;115.3363;48.67916;43.95557;107.7244
31.57401;115.1855;48.62135;43.9749;107.7383
31.45365;115.445;48.48615;43.95167;107.8282
31.51792;115.225;48.51406;43.9725;107.8384
31.40583;115.4195;48.53083;43.93807;107.83
31.4663;115.4382;48.49115;43.91745;107.8286
31.38323;115.4775;48.47979;43.92849;107.8125
31.53385;115.4248;48.50187;43.93063;107.7763
31.48031;115.3091;48.49521;43.96396;107.7597
31.41474;115.2318;48.51469;43.95974;107.7442
31.43969;115.3106;48.5125;43.95193;107.7176
31.48958;115.1808;48.51469;43.96401;107.6804
31.3625;115.0917;48.57114;43.99375;107.649
31.50807;115.1839;48.58083;43.99042;107.6674
31.405;115.1971;48.5975;43.95927;107.685
31.52281;115.2504;48.5399;43.99057;107.722
31.38766;115.5319;48.5025;43.95292;107.7671
31.51156;115.5791;48.48989;43.95927;107.7814
