K5P5_2.PV;K5BSB_2.PV;K5Q3.PV
-38.69375;56.35521;1.359245
-38.42292;56.04146;1.359286
-39.54167;56.84453;1.35937
-39.45274;55.18979;1.359417
-39.22826;56.10417;1.359458
-39.30547;56.74505;1.35949
-40.05599;56.13323;1.359521
-38.97031;56.06109;1.359552
-38.65599;56.31526;1.359557
-38.26693;55.59286;1.359589
-39.39909;55.85563;1.359594
-39.52982;56.24979;1.359594
-39.29688;56.35328;1.359635
-39.00781;55.81541;1.359641
-40.56237;56.61818;1.359641
-39.00521;56.01328;1.359677
-40.35013;56.33015;1.359682
-40.47253;56.52214;1.359682
-38.84284;56.06031;1.359693
-38.60573;56.13662;1.359719
-40.70143;56.73901;1.359792
-40.2914;56.28375;1.359797
-39.19219;55.65943;1.359797
-40.94245;56.33255;1.359807
-38.97747;55.97443;1.359828
-39.34661;56.23755;1.359849
-39.31654;56.04417;1.35987
-40.12774;55.8862;1.359885
-38.54063;56.99792;1.359885
-40.43958;55.99396;1.359927
-38.9082;55.42484;1.359932
-40.94232;56.67401;1.359948
-39.60899;57.02114;1.359995
-39.73151;56.24568;1.359995
-39.55469;56.43943;1.360005
-39.21445;56.33453;1.360036
-38.16172;56.0174;1.360073
-39.66901;56.05375;1.360115
-39.09375;55.70562;1.36012
-39.34127;55.62479;1.36013
-38.92344;56.57255;1.360141
-40.19987;56.32875;1.360172
-39.89674;55.69614;1.360255
-38.9;55.58635;1.360302
-40.97396;56.06807;1.360365
-39.12578;56.75568;1.36037
-37.84896;55.84838;1.360396
-38.65833;54.87458;1.360401
-40.55573;56.02365;1.360406
-39.43906;55.76312;1.360411
-38.93008;56.23693;1.360448
-39.22682;55.78823;1.360448
-36.65599;56.6912;1.360469
-38.42682;56.15125;1.360474
-38.74166;56.86786;1.360479
-39.75117;56.7788;1.36049
-40.24974;56.90089;1.360505
-40.25104;56.07005;1.360505
-40.51588;55.72667;1.360599
-41.34167;56.51656;1.360609
-39.62109;57.48432;1.36062
-38.59935;56.56318;1.36063
-39.40287;56.15297;1.360651
-40.12318;56.3237;1.360713
-40.10508;55.95995;1.360719
-38.77591;56.63562;1.360745
-40.19596;56.41823;1.360755
-39.23724;56.2725;1.360797
-40.13503;55.93698;1.360901
-39.8293;56.42724;1.360901
-39.74596;56.66713;1.360927
-39.0974;56.76401;1.360932
-39.36055;56.52672;1.361
-38.73463;56.56729;1.36101
-40.81081;55.68745;1.361016
-38.99792;55.91625;1.361031
-39.25625;56.79417;1.361031
-37.35729;56.20453;1.361031
-38.47253;56.06005;1.361036
-38.33008;56.09005;1.361047
-39.23255;56.34271;1.361068
-40.18398;56.32578;1.361104
-41.10039;55.17792;1.361182
-39.69258;56.08016;1.361214
-40.20052;56.5062;1.361214
-39.72826;56.57958;1.361219
-39.84596;56.33354;1.361234
-40.21211;56.09583;1.36125
-39.31927;56.8249;1.361266
-38.4944;56.96292;1.361271
-39.30391;56.80057;1.361286
-37.90391;56.91224;1.361359
-40.30391;55.75359;1.361359
-40.57969;56.08844;1.361375
-39.65664;56.40167;1.361385
-41.06263;56.51531;1.361391
-39.39518;55.87344;1.361396
-39.89896;56.47588;1.361479
-38.45742;55.87109;1.3615
-38.94453;56.27906;1.361521
-40.42474;55.9738;1.361557
-39.3832;55.70161;1.361568
-38.49726;55.72797;1.361583
-39.74662;56.53672;1.361588
-39.79336;56.74734;1.361589
-39.97552;56.17464;1.361615
-39.39805;55.70911;1.361646
-39.63008;56.06719;1.361646
-39.98711;56.76422;1.361656
-38.9625;55.99541;1.361661
-39.67305;56.49234;1.361661
-38.922;56.15151;1.361667
-39.78919;55.28365;1.361708
-39.35742;56.24422;1.361714
-38.27448;56.26912;1.361714
-38.52135;56.28891;1.361734
-40.6595;55.89115;1.361755
-39.175;56.13328;1.361771
-38.81849;55.98542;1.361776
-39.46315;55.97031;1.361781
-39.57552;55.89323;1.361797
-39.40781;56.5638;1.361807
-37.26601;55.96427;1.361807
-40.88008;56.44307;1.361828
-39.19584;55.31662;1.361859
-40.44375;55.31979;1.36188
-39.57005;55.66776;1.361896
-40.52904;57.17;1.361922
-38.77917;56.44245;1.361938
-38.3457;56.6474;1.361964
-39.76003;56.17062;1.361969
-40.45065;56.84026;1.361984
-39.59297;55.1925;1.36199
-39.06562;55.85234;1.362005
-40.9457;56.58057;1.362052
-39.29531;56.69208;1.362057
-39.8332;56.51771;1.362094
-37.63229;56.21073;1.36213
-39.36536;55.69365;1.362151
-38.71172;56.84849;1.362161
-40.07774;56.92979;1.362167
-38.8513;56.07578;1.362172
-41.31445;55.84849;1.362203
-39.53945;57.25031;1.362245
-40.31849;56.82792;1.36226
-40.23412;56.70594;1.36226
-41.41823;56.77787;1.362281
-40.87474;56.32427;1.362312
-39.30547;56.60542;1.362344
-39.29675;55.88021;1.36237
-40.71393;55.7887;1.362375
-40.0944;55.31521;1.362396
-41.00729;56.22703;1.362401
-38.65833;56.81125;1.362417
-38.88438;56.03583;1.362422
-36.82591;56.10339;1.362453
-39.81719;55.4375;1.362474
-40.83346;56.24677;1.362552
-39.63568;56.38297;1.362552
-39.05898;56.63896;1.362594
-39.1457;56.47287;1.362609
-39.39414;56.67115;1.362615
-39.63164;56.12271;1.36262
-38.11471;56.47167;1.36262
-39.91029;56.2113;1.362625
-40.18034;56.87901;1.362635
-39.88828;56.56823;1.362651
-37.79805;56.31432;1.362651
-40.36771;56.26094;1.362677
-39.62565;56.32438;1.362682
-39.42747;56.60333;1.362687
-40.2388;55.52844;1.362771
-38.40859;55.83937;1.362807
-38.84271;55.45016;1.362818
-39.3862;55.4311;1.362833
-41.24284;55.67568;1.362849
-38.50039;55.96052;1.362859
-40.09219;55.67151;1.36288
-40.1418;56.20448;1.36288
-39.34336;55.82333;1.362937
-39.69401;56.29375;1.36299
-40.66237;55.7175;1.36299
-39.01953;56.62448;1.363026
-40.17344;55.53526;1.363042
-39.08763;56.49662;1.363057
-38.41341;56.23589;1.363078
-40.39075;56.06354;1.363088
-40.04961;56.00057;1.363088
-40.19505;55.45151;1.363094
-36.79115;56.04469;1.36313
-38.62409;56.38031;1.363146
-39.7737;55.46109;1.363167
-38.48463;55.96906;1.363193
-37.32682;56.43896;1.363193
-39.42135;56.18037;1.363224
-40.32265;56.32703;1.363255
-39.74961;56.36411;1.363266
-38.76914;55.96792;1.363359
-39.34245;56.53641;1.363365
-38.97448;55.97792;1.363365
-38.50417;56.22594;1.363391
-39.86016;56.22026;1.363406
-39.62057;56.16333;1.363458
-39.15182;55.86932;1.363484
-40.27773;55.50948;1.363484
-38.85807;54.97146;1.363495
-39.47044;56.18526;1.363505
-38.85195;55.84328;1.363552
-39.19584;56.04172;1.363552
-40.67852;55.88958;1.363557
-38.84909;56.74479;1.363625
-40.72513;56.28989;1.363635
-40.90143;56.00021;1.363641
-38.44974;55.7364;1.363677
-39.28945;57.15339;1.363703
-40.31471;57.18964;1.363719
-38.97331;55.4949;1.363792
-39.72813;55.91891;1.363807
-38.03529;56.79224;1.363833
-37.88164;56.31417;1.363844
-40.74792;54.91714;1.363875
-39.88515;55.67901;1.36388
-40.17995;56.13693;1.363927
-38.48229;56.3812;1.363932
-40.39232;56.63292;1.363969
-40.4082;55.71349;1.36399
-38.67969;56.36151;1.364005
-39.07851;55.98854;1.364005
-39.92812;56.35021;1.364036
-39.39727;56.20687;1.364052
-40.0763;56.27031;1.364104
-39.1707;55.07401;1.364109
-39.91445;56.63917;1.364203
-38.38659;56.0237;1.364224
-39.67891;56.59578;1.364281
-40.875;56.33062;1.364318
-38.46693;57.01708;1.364318
-37.30989;56.28505;1.364333
-40.38372;56.43266;1.364354
-39.3375;56.24625;1.36437
-41.35755;55.27312;1.36438
-39.7724;56.19151;1.364385
-40.43307;56.76698;1.364385
-37.77708;55.82719;1.364458
-39.09779;56.27849;1.364474
-40.31016;56.4625;1.36451
-39.95456;56.20635;1.364516
-38.58268;56.57063;1.364531
-39.89831;55.37641;1.364573
-38.83451;55.7374;1.364583
-39.51445;56.16078;1.364583
-41.09583;56.55109;1.364599
-38.53854;56.39719;1.364625
-40.9306;55.46172;1.364651
-38.97161;55.7374;1.364677
-40.80664;56.16094;1.364703
-38.58268;56.48734;1.36475
-39.47409;56.21463;1.364776
-40.01888;56.27448;1.364781
-38.34987;55.79807;1.364787
-40.20338;56.21786;1.364807
-40.04284;57.0001;1.364818
-39.23724;55.69135;1.364823
-40.75299;56.35979;1.364833
-39.29688;55.79281;1.364838
-39.21276;55.75583;1.364865
-40.34661;56.36401;1.36488
-40.91029;56.59214;1.364943
-39.15937;56.07849;1.364953
-39.03359;56.12151;1.364995
-39.54258;55.71349;1.36501
-40.23086;56.56364;1.365016
-38.67096;55.62828;1.365031
-38.40339;55.93589;1.365036
-38.24883;56.1937;1.365036
-37.9638;56.06516;1.365062
-38.85833;55.91255;1.365068
-38.87135;55.86953;1.365073
-40.05482;56.00823;1.365073
-40.06406;56.21906;1.36513
-39.81198;55.72656;1.365135
-40.58268;55.44047;1.365141
-39.06641;55.94614;1.365156
-40.25078;55.03495;1.365182
-41.54531;56.3087;1.365188
-39.28386;55.28479;1.365214
-39.17357;55.94568;1.365219
-39.09101;56.05135;1.36525
-39.74284;56.41526;1.365255
-38.75404;55.84401;1.365292
-38.8612;55.50958;1.365302
-39.12096;56.20651;1.365307
-39.21276;56.91911;1.365359
-39.50299;55.37422;1.365547
-38.24766;56.29167;1.365594
-38.75026;55.25021;1.365604
-39.37734;56.05416;1.365615
-39.12148;56.8101;1.365625
-39.95378;56.45479;1.365687
-39.14258;55.96646;1.365708
-38.99323;56.69005;1.365766
-38.63385;56.00463;1.365807
-38.68412;56.66526;1.365807
-38.12774;55.68922;1.365813
-39.95274;55.7787;1.365823
-38.23607;56.08568;1.365823
-40.06198;56.3888;1.365859
-40.67292;55.78146;1.365875
-38.6388;57.05761;1.365891
-39.27917;56.52271;1.365891
-39.45573;56.77146;1.365901
-39.6043;56.13953;1.365974
-38.9043;56.85167;1.365984
-39.29688;56.23151;1.36601
-38.80299;56.1851;1.366021
-38.65859;56.47193;1.366026
-39.4056;55.54453;1.366036
-39.71758;55.99578;1.366052
-41.61953;56.34906;1.366083
-39.84219;55.99125;1.366089
-40.03542;56.25604;1.366089
-38.83125;56.01219;1.36613
-39.6056;56.23729;1.366141
-38.39284;55.3462;1.366297
-39.1931;55.99162;1.36637
-40.95729;56.49682;1.36638
-39.2026;55.34266;1.366417
-39.98412;56.11057;1.366453
-38.77813;56.18026;1.366464
-38.32057;56.14495;1.366469
-40.32409;55.83255;1.366505
-39.12435;56.58776;1.366505
-37.51836;55.93911;1.366516
-40.81823;55.14599;1.366568
-39.11666;56.0562;1.366578
-38.95638;56.19729;1.366578
-39.68633;56.4788;1.366615
-37.09258;56.18974;1.366656
-39.43125;56.62135;1.366688
-39.31328;55.90807;1.366698
-39.74583;56.59672;1.366703
-38.69011;55.75396;1.36675
-40.40911;56.43703;1.36675
-40.23997;56.62948;1.36676
-39.1582;56.53672;1.36676
-41.65625;56.74464;1.366818
-39.24036;56.40146;1.366823
-39.06979;55.90875;1.366854
-39.89896;57.03297;1.366917
-39.04362;55.73661;1.366932
-38.65547;55.37661;1.366932
-38.99323;56.09261;1.366953
-40.0836;55.97739;1.366964
-38.52174;55.24557;1.366964
-38.53893;56.18193;1.366979
-40.64024;56.23432;1.367026
-40.42995;56.86771;1.367031
-38.60469;57.02464;1.367031
-38.77214;56.17198;1.367047
-39.37982;56.38682;1.367078
-40.26419;56.43615;1.367099
-39.3;56.13969;1.36712
-40.04818;55.48906;1.367146
-40.67578;55.58406;1.367151
-40.08984;56.02188;1.367167
-39.91797;55.89167;1.367167
-39.04974;55.45385;1.367177
-40.44909;56.11609;1.367188
-39.58047;56.19859;1.367198
-40.28359;56.18161;1.367229
-40.78281;55.73854;1.36726
-40.13229;55.56943;1.367271
-38.35;55.56542;1.367292
-37.30273;55.6974;1.367292
-39.39193;56.06516;1.367354
-38.53581;56.04635;1.367375
-40.37252;56.16047;1.367385
-39.19688;56.97781;1.367401
-39.41263;56.27974;1.367437
-39.6306;55.90568;1.367437
-40.71003;56.12989;1.367469
-40.68151;56.39151;1.367495
-40.47813;56.38469;1.3675
-39.3694;56.90213;1.367563
-39.00742;57.17307;1.367583
-40.1681;56.32375;1.367599
-38.56081;56.16766;1.367615
-40.11992;56.1601;1.367615
-38.62435;56.10307;1.36763
-39.79883;55.39156;1.367635
-40.62226;56.42594;1.367651
-40.04883;55.85203;1.367661
-38.79622;56.33703;1.367677
-40.05378;56.33151;1.367682
-39.39805;56.51614;1.367734
-39.66172;55.79219;1.367786
-39.51211;56.5176;1.367802
-39.2513;56.10568;1.367802
-40.18412;56.29578;1.367828
-39.08307;56.31662;1.367854
-39.62461;56.46745;1.367891
-39.80781;56.25922;1.367901
-40.70169;55.44339;1.367901
-36.43268;56.44047;1.367943
-39.5513;55.85401;1.368021
-39.47878;56.09651;1.368026
-37.37917;56.1712;1.368062
-37.78906;56.70026;1.368109
-40.05768;55.56771;1.368109
-39.0638;55.6399;1.36812
-40.4694;57.39953;1.368141
-39.94271;55.95214;1.368151
-41.78529;56.43557;1.368198
-38.29779;56.33052;1.368245
-39.61523;56.35089;1.368255
-40.27904;56.69078;1.368302
-39.46992;55.92135;1.368302
-41.19622;56.93448;1.368391
-39.31862;56.08016;1.368417
-38.14727;56.29844;1.368458
-39.32044;55.79797;1.368464
-39.22734;55.5299;1.368474
-40.11693;56.28188;1.368521
-39.32383;56.23526;1.368562
-39.70964;56.93068;1.368594
-38.8707;56.44594;1.368635
-39.8595;55.37333;1.368662
-40.2349;56.21812;1.368677
-39.91081;55.23505;1.368693
-39.69062;55.27042;1.368698
-39.57917;56.17188;1.36874
-38.87643;56.0813;1.36876
-39.21927;56.01766;1.368776
-39.69336;56.09766;1.368786
-40.02565;56.25328;1.368833
-40.05612;56.06734;1.368839
-40.51888;56.31151;1.368849
-40.56094;56.86875;1.36887
-39.19011;56.62792;1.368885
-40.67044;56.30521;1.368896
-39.98945;56.3474;1.368896
-39.06693;56.32974;1.368901
-40.29844;56.2924;1.368906
-40.53984;55.89948;1.368912
-40.63372;56.25667;1.368932
-39.37383;55.93307;1.368974
-39.77331;56.54099;1.369021
-38.71029;55.75057;1.369078
-40.60352;56.36287;1.369083
-39.73646;55.72198;1.369104
-41.78164;56.56984;1.369135
-40.79023;55.51198;1.369146
-38.59753;56.46714;1.369177
-39.18099;56.87099;1.369177
-40.11107;56.33187;1.369208
-40.70625;55.27578;1.369234
-40.92526;56.55495;1.369245
-40.05755;56.1438;1.369297
-39.17383;56.38911;1.369307
-39.91263;56.14208;1.369313
-39.09414;55.88547;1.369323
-40.69284;56.60984;1.369339
-40.59219;56.82177;1.369354
-38.56953;56.64276;1.369365
-37.74622;55.80219;1.369375
-39.13151;56.46568;1.369391
-38.49622;56.12286;1.369401
-39.17226;56.22688;1.369401
-38.34245;56.00677;1.369406
-39.72487;56.22401;1.369432
-38.73099;56.56099;1.369448
-40.00182;55.96989;1.369453
-40.28997;55.21115;1.369469
-39.56758;56.68037;1.36949
-35.79128;56.28239;1.3695
-39.11341;56.31984;1.369542
-40.11276;56.54052;1.369568
-39.74271;56.56844;1.369568
-41.2026;56.47709;1.369573
-40.48802;56.49115;1.369609
-40.11094;55.75854;1.36963
-40.82344;56.15625;1.369635
-39.5569;56.36636;1.369656
-37.93776;56.38583;1.369656
-39.87175;56.7049;1.369661
-38.20664;56.80453;1.369672
-40.0349;56.50047;1.369693
-40.26172;56.51484;1.369719
-40.38203;55.98068;1.369724
-38.86979;55.35042;1.369724
-39.23529;56.1937;1.369745
-38.85899;55.98995;1.369766
-40.68763;56.40203;1.369776
-40.27214;57.09354;1.369802
-39.33568;56.09938;1.369802
-40.35286;55.23276;1.369812
-39.29596;55.52646;1.369844
-39.18242;56.24724;1.369849
-40.01849;56.00219;1.369901
-40.57448;56.15083;1.369995
-36.597;55.94203;1.370016
-38.23216;55.30573;1.370031
-39.50117;55.95698;1.370047
-39.1332;56.75542;1.370062
-40.14687;55.70396;1.370073
-40.04649;56.05;1.370083
-38.17826;56.85573;1.370099
-40.01927;56.43234;1.370099
-38.53672;56.69729;1.37012
-40.00404;55.90411;1.370146
-36.82435;56.70229;1.370151
-40.25508;56.19776;1.370219
-39.26732;56.04068;1.370229
-38.48385;56.72338;1.37026
-39.06276;56.67958;1.370266
-39.62774;56.37953;1.370286
-38.91966;55.98682;1.370312
-40.30729;55.8863;1.370318
-40.16771;55.97187;1.370323
-40.79401;56.09016;1.370401
-38.90195;56.46391;1.370411
-40.98607;56.40292;1.370438
-39.49909;56.65755;1.370443
-39.07357;56.18125;1.370448
-40.32227;56.46849;1.370552
-40.15456;56.01568;1.370589
-40.05885;56.25787;1.37063
-40.06289;56.04937;1.37063
-38.20052;56.85823;1.370641
-40.65534;55.75636;1.370661
-38.38698;56.63636;1.370703
-36.47435;55.98484;1.370714
-39.65456;56.31568;1.370719
-39.97005;56.0699;1.370734
-40.21263;55.89526;1.37075
-40.21979;55.915;1.37075
-39.32461;56.25667;1.370755
-38.39909;56.30687;1.370766
-38.9569;56.4588;1.370776
-39.21953;56.19614;1.370792
-39.02474;56.59661;1.370828
-40.1819;56.37552;1.37088
-39.88346;56.06609;1.370896
-39.02122;56.31547;1.370906
-38.33229;55.96406;1.370927
-39.41797;55.96245;1.370969
-39.66042;55.64161;1.371021
-40.56419;55.92015;1.371047
-40.91888;55.97662;1.371068
-39.65065;55.51844;1.371115
-38.63854;56.35557;1.371151
-40.03073;55.71719;1.371151
-38.62539;55.78875;1.371193
-39.38346;56.07005;1.371208
-39.97786;56.15344;1.37124
-39.65377;55.88089;1.371292
-39.49089;55.71401;1.371307
-37.83672;56.24906;1.371312
-39.38971;55.94349;1.371318
-36.81276;56.04318;1.371396
-39.15794;55.76328;1.371401
-39.74349;55.70328;1.371443
-39.25274;56.16365;1.371484
-38.19245;56.50068;1.37149
-39.4707;55.49146;1.371495
-40.26914;56.5588;1.371505
-38.1957;56.02604;1.371521
-38.50924;56.72573;1.371526
-40.25638;56.99104;1.371656
-39.79505;56.11536;1.371745
-40.16549;55.69141;1.371745
-40.21341;56.3262;1.371807
-39.10755;56.63375;1.371833
-38.47149;56.42198;1.371854
-39.25898;56.3113;1.371859
-39.47878;56.71099;1.371865
-39.57539;56.24542;1.371906
-40.34987;56.27047;1.371927
-40.92175;56.84464;1.371953
-39.8;55.97172;1.371964
-40.14206;57.1326;1.371964
-38.86159;56.29073;1.371984
-39.61784;55.61578;1.371995
-39.1474;56.48724;1.372005
-37.75625;56.17;1.372021
-39.74284;56.01057;1.372036
-39.33867;56.16885;1.372036
-40.12448;57.18375;1.372047
-38.97266;56.0475;1.372052
-38.81068;56.72932;1.372057
-40.60729;56.17698;1.372062
-40.46784;56.62386;1.372062
-40.23919;55.75068;1.372073
-39.94427;56.36489;1.372083
-41.8431;56.79224;1.372099
-41.53919;57.18047;1.372109
-39.44427;56.05146;1.372135
-38.51094;56.56266;1.372156
-40.04662;55.98495;1.372161
-39.93958;56.29099;1.372177
-39.77813;56.43646;1.372182
-41.32878;55.84937;1.372193
-41.42344;56.09505;1.372208
-35.84661;55.70187;1.372208
-39.46445;55.6776;1.372245
-38.98828;56.38276;1.372245
-40.68333;56.71792;1.37225
-40.50091;56.04578;1.372271
-40.59687;56.16807;1.372354
-39.72266;56.48385;1.372385
-39.18984;56.15662;1.372396
-38.53294;56.23599;1.372406
-40.2155;55.43052;1.372479
-38.7375;56.30969;1.372526
-38.99193;56.33359;1.372578
-39.00599;56.81766;1.372594
-40.56471;56.11505;1.372604
-40.4099;55.92162;1.372604
-39.17747;56.68932;1.37262
-40.36536;55.05641;1.372667
-39.57448;56.15927;1.372672
-37.21823;56.03099;1.372724
-40.65404;56.0125;1.37274
-39.64401;56.55802;1.372781
-41.11628;55.54057;1.372818
-39.05143;56.82271;1.372823
-40.26484;56.56896;1.372833
-38.7207;56.88625;1.372838
-39.46393;55.47464;1.372844
-37.28424;55.82505;1.372859
-39.55573;56.43161;1.372896
-38.28125;56.82438;1.372901
-38.56498;55.61021;1.372906
-39.06068;55.7051;1.372917
-39.27305;56.90349;1.372937
-40.48268;56.28698;1.372943
-39.31185;56.81432;1.372958
-40.61992;55.70422;1.372974
-38.61211;56.84984;1.37301
-38.39362;56.58057;1.373021
-38.39557;55.37896;1.37312
-39.42891;55.85578;1.373141
-39.66146;56.04323;1.373146
-40.21289;55.88958;1.373161
-39.69609;55.88161;1.373177
-40.78867;56.14156;1.373219
-39.51015;56.16849;1.373219
-41.69622;56.4399;1.373224
-37.40899;55.84854;1.373276
-38.86836;55.80865;1.373323
-40.27461;56.71578;1.373344
-39.80651;56.25979;1.37337
-40.26875;56.46437;1.37338
-38.97747;56.66703;1.373391
-39.36901;55.68036;1.373396
-39.44701;56.69396;1.373432
-38.3043;56.11875;1.373432
-38.6681;55.67453;1.373458
-40.86589;56.27557;1.373479
-38.81771;56.30489;1.373479
-41.31511;56.17484;1.373531
-39.40208;56.44495;1.373557
-39.91237;57.48854;1.373589
-39.94557;56.53938;1.373599
-40.87995;56.24833;1.373641
-37.53542;55.66151;1.373646
-38.53581;56.56182;1.373656
-40.43412;55.9224;1.373677
-39.84583;55.92417;1.373688
-39.04479;56.09495;1.373713
-38.04596;56.75927;1.373734
-40.15156;55.33391;1.373776
-40.99375;55.58318;1.373781
-40.26901;56.3937;1.373786
-39.71771;56.61297;1.373807
-39.57109;55.70328;1.373807
-38.88555;55.79016;1.373828
-40.11901;56.37552;1.373828
-40.04935;55.74984;1.373833
-40.0832;56.79198;1.373865
-39.62656;55.59208;1.373875
-36.35846;56.7901;1.373891
-39.42982;56.10047;1.373906
-40.19844;56.06364;1.373906
-40.0569;56.23682;1.373937
-38.80729;55.56693;1.37399
-38.99675;56.45948;1.373995
-40.61536;56.41198;1.374078
-38.95742;55.78255;1.374089
-38.72344;56.49052;1.374094
-40.55169;56.20812;1.374099
-38.73073;55.66443;1.374104
-39.94831;56.29984;1.374109
-40.15091;55.48677;1.37412
-39.18867;56.8062;1.37412
-39.7707;56.09927;1.374125
-39.87122;55.95828;1.374151
-40.04987;56.09234;1.374193
-37.11901;55.90682;1.374198
-40.20898;55.51937;1.374229
-41.45664;55.79636;1.37425
-40.64284;55.80646;1.374344
-39.72357;56.31583;1.374391
-38.82891;55.9375;1.374391
-37.92656;56.04083;1.374391
-40.39596;56.75906;1.374411
-38.96601;56.40969;1.374484
-40.11589;56.30698;1.3745
-39.1668;56.00422;1.374516
-40.18385;55.70063;1.374526
-38.57851;57.01172;1.374578
-37.17083;56.23484;1.374599
-37.79961;55.34687;1.37462
-39.47318;56.6763;1.374646
-38.2112;55.56016;1.374651
-40.02266;56.48719;1.374698
-38.31211;55.25484;1.374714
-39.92812;55.41557;1.374724
-39.5944;56.55427;1.37474
-39.98138;56.10651;1.374766
-38.40143;56.84682;1.374771
-38.26849;57.02932;1.374786
-39.21198;55.20302;1.374865
-39.56914;55.42828;1.374875
-40.32201;56.21328;1.374932
-40.61927;55.5687;1.374938
-39.96784;56.76912;1.374943
-39.2612;56.71776;1.374984
-40.84753;56.12011;1.374995
-39.1974;56.23625;1.375026
-40.62682;56.7364;1.375031
-40.24688;56.47536;1.375031
-40.50898;56.34438;1.375042
-39.52435;56.66948;1.375047
-40.56016;56.72068;1.375052
-40.27044;55.91349;1.375052
-38.15;55.60735;1.375052
-38.26458;56.05182;1.375078
-39.48724;56.0176;1.375094
-38.70573;56.55755;1.375094
-38.06732;55.40604;1.375104
-38.72721;56.0876;1.375135
-37.97917;55.25156;1.375172
-39.3793;56.05099;1.375177
-39.50169;56.87307;1.375198
-36.34167;56.3112;1.375224
-38.58411;56.48526;1.375318
-40.03477;56.77438;1.375401
-39.99779;56.02287;1.375427
-37.44844;56.72406;1.375427
-40.9763;55.49464;1.375437
-41.01367;56.97495;1.375443
-39.8043;56.12037;1.375479
-39.74635;56.17469;1.375484
-40.27187;57.19292;1.375531
-38.61198;55.81828;1.375547
-39.9819;55.8088;1.375547
-38.37292;56.15411;1.375552
-39.58516;55.97568;1.375578
-38.47813;56.03963;1.375609
-40.17266;57.22625;1.375625
-38.14505;56.62005;1.37563
-39.86862;56.14833;1.375687
-39.25885;56.17109;1.375687
-40.34076;55.84838;1.37574
-40.5332;55.55906;1.37574
-39.34766;56.43432;1.375792
-39.95482;57.07932;1.375844
-40.72695;56.63073;1.375849
-39.69727;56.78505;1.375865
-39.63385;55.97557;1.375958
-39.44102;55.55281;1.375974
-39.68854;56.12641;1.375984
-39.76159;56.45802;1.375995
-38.28034;55.70604;1.376005
-39.66589;55.76547;1.376016
-38.79805;55.8187;1.376099
-41.36055;56.43464;1.376146
-38.50885;56.77359;1.376198
-40.36159;56.31161;1.376203
-41.09284;55.84797;1.376203
-40.56042;56.5262;1.376219
-39.61732;55.71677;1.37624
-39.53229;57.21068;1.37626
-39.73841;56.18214;1.376266
-39.45234;55.50667;1.376297
-41.18438;56.93411;1.376312
-38.46094;55.59708;1.376318
-40.88607;55.89135;1.37637
-39.15221;56.73286;1.376385
-38.87982;56.21156;1.376417
-40.2388;56.7313;1.376438
-39.29948;56.20302;1.376495
-38.93333;56.80286;1.376521
-40.33893;55.53531;1.376526
-39.69388;56.19109;1.376531
-39.89987;56.72823;1.37663
-39.61146;55.88521;1.376729
-39.91315;57.20458;1.376734
-38.81588;56.75677;1.37676
-40.19492;55.69;1.376828
-38.51849;56.2299;1.376849
-37.37396;55.84703;1.376854
-39.59206;57.21838;1.376891
-40.21068;55.81167;1.376927
-40.07265;55.62625;1.376948
-40.8474;57.31109;1.376979
-41.03854;56.08839;1.376979
-39.09557;55.65958;1.376984
-36.64206;55.50458;1.37699
-37.96706;56.50365;1.377005
-39.68672;56.39964;1.377042
-39.70937;55.77573;1.377047
-39.90117;56.97651;1.377068
-39.62591;56.41401;1.377115
-40.69414;55.4338;1.37712
-37.55065;55.88651;1.377141
-39.59674;56.52104;1.377146
-41.28724;55.38818;1.377151
-39.96862;56.77422;1.377187
-39.39622;55.94615;1.377203
-38.68802;56.18219;1.377234
-40.11224;56.13547;1.37724
-39.46563;55.58886;1.377276
-38.7224;55.99995;1.377281
-38.91419;55.81766;1.377281
-39.87852;56.23312;1.377297
-38.51263;56.7424;1.377307
-40.27422;56.53344;1.377313
-39.38372;56.7824;1.377318
-39.20274;56.26781;1.377323
-38.02422;56.29479;1.37737
-40.31849;55.81552;1.37738
-38.66719;56.04385;1.377385
-39.13633;56.0851;1.377396
-40.94948;55.21943;1.377396
-40.21667;56.69797;1.377437
-39.58516;55.12031;1.377443
-41.33034;56.85427;1.377453
-40.4164;55.78182;1.377458
-39.44011;56.19912;1.377469
-38.51198;56.30984;1.37749
-39.27122;56.08115;1.377495
-38.86497;56.3475;1.377568
-39.50026;56.03281;1.377568
-38.62031;56.88182;1.377604
-38.85182;56.17427;1.377609
-41.04961;56.22026;1.377667
-39.52813;56.73844;1.377667
-39.22174;56.1787;1.377667
-39.40482;56.13599;1.377672
-38.51862;56.22886;1.377724
-39.21849;56.23078;1.377734
-38.45234;56.5262;1.377781
-39.81406;56.47813;1.377792
-39.66302;55.37766;1.377807
-38.54713;55.41745;1.377823
-41.42747;56.15339;1.377838
-40.34219;56.0737;1.377854
-40.42188;56.36052;1.377859
-40.28399;56.9199;1.377865
-40.28411;57.01828;1.377875
-39.43919;55.6587;1.377875
-39.52435;56.47656;1.377896
-39.95404;55.90667;1.377927
-38.79544;55.91141;1.377943
-41.29675;56.25813;1.377979
-39.05195;56.70036;1.378021
-38.48529;55.79161;1.378078
-40.86927;56.45698;1.378109
-37.72552;56.76458;1.378125
-39.86146;56.02901;1.378198
-38.52357;57.23063;1.378208
-38.45351;56.26886;1.378214
