K5P5_2.PV;K5BSB_2.PV;K5Q3.PV
-39.96133;54.83073;1.207271
-39.28294;56.2837;1.207281
-38.31055;57.16713;1.207302
-40.45443;56.09781;1.207302
-39.47643;56.76464;1.207312
-41.38672;56.20917;1.207318
-38.94414;55.51948;1.207333
-38.59935;56.14917;1.207339
-39.31667;56.99573;1.207401
-39.41055;56.45713;1.207427
-38.74714;55.63057;1.207453
-39.90742;56.46552;1.20749
-38.96745;55.80057;1.207521
-38.80638;55.83266;1.207563
-39.13815;55.76922;1.207573
-39.60195;55.71781;1.207594
-39.48763;56.20906;1.207635
-39.20313;56.56896;1.207651
-38.3832;56.5176;1.207662
-38.93568;56.03469;1.207672
-39.42057;56.32312;1.207677
-37.99401;56.27708;1.207693
-40.71497;56.29109;1.207745
-38.28399;56.1425;1.207755
-39.28555;55.88401;1.207771
-39.14727;55.73927;1.207865
-38.91055;55.20713;1.207865
-40.47852;56.0212;1.207865
-40.74115;56.41261;1.207875
-39.30443;56.9324;1.207922
-38.26445;56.01297;1.207937
-39.00299;56.86052;1.207958
-40.60195;56.21312;1.207964
-39.35768;56.01375;1.208
-39.67149;55.58667;1.208005
-38.95573;56.30406;1.208031
-38.59193;56.46542;1.208047
-39.01224;57.22344;1.208057
-40.14844;55.96833;1.208089
-38.85573;57.12557;1.208115
-38.63945;55.66354;1.208125
-38.1293;55.85557;1.208141
-39.85912;56.94458;1.208156
-38.62708;57.17271;1.208182
-39.74909;55.63182;1.208193
-38.81745;56.27031;1.208229
-39.49036;56.09604;1.208266
-39.26575;56.38786;1.208276
-38.61107;56.71901;1.208286
-38.12799;56.96188;1.208323
-38.97018;55.62011;1.208328
-38.81615;56.28464;1.208406
-39.27813;56.43203;1.208422
-39.31432;56.18901;1.208427
-40.0375;56.09917;1.208437
-38.80885;56.40432;1.208448
-39.3806;55.81432;1.208474
-40.29635;56.6076;1.208531
-40.17916;56.26526;1.208542
-38.44792;55.61276;1.208547
-38.87122;56.59146;1.208552
-39.98203;56.54313;1.208568
-39.57448;56.23729;1.208573
-39.33411;56.2051;1.208604
-38.88464;56.60255;1.20863
-38.65287;55.63479;1.208635
-39.0345;57.07448;1.208661
-40.03477;56.60901;1.208693
-39.47826;55.63156;1.208708
-40.05235;56.50521;1.208797
-39.8026;56.31474;1.208802
-38.92773;55.74739;1.208828
-39.96016;56.44979;1.208875
-38.95221;56.27104;1.20888
-38.67526;56.3238;1.208927
-37.62474;56.27031;1.208958
-40.43685;56.46349;1.20899
-38.56224;56.34734;1.209052
-40.02318;56.10417;1.209057
-41.36367;55.52552;1.20912
-40.71315;56.9024;1.209151
-38.79388;55.60297;1.209156
-39.53529;56.32182;1.209182
-39.46458;55.7612;1.209224
-38.96745;55.32787;1.209286
-39.23333;56.7375;1.209286
-39.325;56.40797;1.209313
-41.17305;56.1349;1.209318
-39.62721;56.12443;1.209349
-40.27331;57.36328;1.209359
-38.56654;56.19625;1.209385
-39.63828;57.28;1.209417
-39.9526;56.52828;1.209427
-39.73698;56.07599;1.209474
-39.54596;55.43859;1.209474
-39.22279;55.94828;1.209484
-40.01406;55.80589;1.20949
-39.49792;55.92203;1.2095
-40.92175;56.70458;1.209531
-39.66758;56.75078;1.209552
-39.88906;56.60062;1.209573
-38.23216;55.76307;1.209625
-39.6556;55.35833;1.209625
-37.55416;55.86021;1.20963
-40.76641;56.2938;1.209641
-39.5957;56.41172;1.209672
-38.32214;57.02323;1.209703
-40.22096;55.38021;1.209729
-37.80677;55.97161;1.209755
-38.92969;56.23125;1.209802
-38.88385;55.98995;1.209828
-40.18333;55.72547;1.209859
-39.35013;56.05146;1.20987
-39.72695;56.31729;1.209875
-38.01445;55.63078;1.209937
-39.74049;55.7912;1.209979
-38.81602;56.1612;1.20999
-40.74453;55.95745;1.21
-39.50378;55.55557;1.21
-38.99987;56.08281;1.210016
-38.25234;55.74052;1.210021
-40.51406;55.9212;1.210036
-40.17096;56.92339;1.210037
-37.21159;56.00708;1.210104
-38.15377;55.91448;1.21012
-39.27135;56.23167;1.210146
-39.42891;55.91114;1.210167
-39.73776;56.61562;1.210172
-39.67135;55.74136;1.210219
-39.8556;56.02453;1.210229
-40.13906;55.93073;1.21026
-39.70052;55.84464;1.210266
-40.26719;55.73865;1.210266
-39.58776;56.40937;1.210266
-38.12083;55.68755;1.210276
-38.4888;55.71365;1.210281
-39.61549;55.39719;1.210286
-38.19714;55.82052;1.210359
-40.39206;55.3087;1.21037
-39.6582;56.18047;1.210375
-39.73216;56.11583;1.210396
-39.55182;55.59328;1.210438
-41.06849;56.43266;1.210453
-39.37656;55.94031;1.210453
-39.01198;56.80104;1.21049
-39.22956;55.82698;1.2105
-40.06654;56.49958;1.210521
-38.00859;56.27818;1.210552
-40.21784;55.37323;1.210599
-38.61666;55.98448;1.210599
-39.1388;56.66745;1.210604
-41.38958;55.84219;1.210615
-39.40234;56.39375;1.210625
-39.21992;56.49672;1.210635
-39.84623;55.47948;1.210641
-39.02266;56.24495;1.210672
-41.06419;56.68984;1.210682
-41.01289;56.42375;1.210682
-40.3599;56.27208;1.210693
-39.74492;56.09641;1.210729
-40.58958;56.61297;1.210755
-38.86536;55.95906;1.210807
-39.56992;55.9825;1.210812
-38.91797;56.89812;1.210833
-39.95716;56.07838;1.210844
-39.29909;55.97313;1.21088
-38.79049;55.80286;1.210885
-38.89805;56.04021;1.210969
-39.222;55.74927;1.210969
-40.2418;55.81792;1.211
-40.00938;55.82261;1.211021
-39.53906;55.75724;1.211036
-38.33229;56.38911;1.211063
-38.96667;55.65115;1.211068
-38.64531;56.30307;1.211068
-40.45664;56.3824;1.211073
-40.44727;55.93026;1.211094
-37.47018;55.94;1.211125
-38.91459;56.33562;1.211146
-39.55221;56.6314;1.211167
-39.30534;56.33474;1.211187
-39.38034;56.95505;1.211214
-39.8388;55.52995;1.21125
-39.5276;55.42948;1.21125
-40.25586;56.87995;1.211313
-40.62201;56.19568;1.211318
-39.12761;56.46307;1.211323
-40.0082;56.64391;1.211333
-39.48307;55.53974;1.211396
-39.84753;56.5438;1.211411
-38.48854;56.94307;1.211417
-41.28373;56.1951;1.211432
-39.48281;56.06886;1.211437
-40.4431;56.695;1.211464
-40.25924;55.67036;1.211526
-41.37812;56.70406;1.211563
-39.61432;56.78552;1.211583
-40.60703;55.48552;1.211625
-40.0944;56.32849;1.211635
-39.22826;55.91656;1.211677
-39.69674;56.34781;1.211703
-41.5155;56.33521;1.211708
-39.49336;56.12276;1.211708
-38.4737;56.37797;1.211724
-38.71237;56.035;1.211792
-39.89271;55.89307;1.211807
-38.1776;55.39125;1.211828
-39.3668;55.9637;1.211859
-39.88854;56.28552;1.211875
-39.17448;55.97052;1.211885
-39.44831;56.98891;1.211901
-38.36784;56.92005;1.211922
-38.32539;56.11724;1.211938
-39.84245;56.09698;1.211938
-40.50469;56.47615;1.211943
-40.58854;56.68864;1.211953
-40.25846;56.09089;1.211958
-40.02422;55.82693;1.211958
-38.37904;55.88057;1.211995
-40.55638;55.64141;1.212
-39.37435;55.60797;1.212026
-40.04544;55.88781;1.212036
-39.37552;56.45615;1.212042
-39.65247;56.21239;1.212062
-38.6987;56.16958;1.212109
-40.36458;56.31708;1.21212
-39.30312;56.53203;1.212167
-39.00482;56.53062;1.212177
-39.77773;56.44979;1.212229
-39.26367;56.09333;1.212234
-40.59141;56.42547;1.212281
-39.19258;55.64948;1.212286
-37.59466;56.08943;1.212297
-40.11628;55.79562;1.212312
-39.36888;55.53979;1.212323
-39.38411;56.48469;1.212354
-38.3918;56.52094;1.212354
-40.86094;55.49844;1.21237
-38.83594;56.04495;1.21238
-39.81758;55.9001;1.212391
-39.84623;55.67;1.212412
-40.89063;56.15724;1.212417
-39.6862;56.40432;1.212422
-38.68216;57.47515;1.212427
-39.48841;56.62573;1.212432
-40.78828;55.30005;1.212484
-40.58451;56.02875;1.212495
-39.88685;56.00703;1.212495
-40.41536;56.52703;1.2125
-39.78685;56.39339;1.212505
-40.52383;56.24015;1.212505
-40.67969;56.57573;1.212531
-39.77096;56.43771;1.212573
-40.58815;56.01755;1.212578
-39.25898;56.6887;1.212646
-38.94648;56.32427;1.212646
-38.68438;55.6076;1.212682
-38.77734;55.91099;1.21275
-39.89648;55.45365;1.21275
-41.45287;56.76797;1.212766
-38.73932;56.95755;1.212781
-39.46198;56.37542;1.212786
-39.71041;55.38187;1.212813
-39.44792;56.16177;1.212859
-40.07643;56.27266;1.212906
-38.93698;55.78302;1.212969
-38.74349;56.10458;1.212984
-38.26914;56.6124;1.213005
-39.11029;56.71146;1.213016
-41.26914;57.07276;1.213031
-39.1293;56.32714;1.213031
-39.39075;56.34448;1.213099
-39.31823;55.50536;1.213109
-40.36589;55.34193;1.21313
-39.00495;55.89755;1.213141
-40.04466;56.85969;1.213156
-39.66745;55.89989;1.213203
-40.76588;56.41479;1.213208
-38.90781;55.8025;1.213208
-36.81432;56.26865;1.21324
-39.1151;55.50885;1.213245
-39.98242;55.97364;1.21326
-39.43451;57.27172;1.213328
-40.58906;56.68297;1.213359
-40.13112;56.06271;1.21338
-38.90937;56.38599;1.213401
-39.37799;55.70677;1.213422
-39.47174;56.41599;1.213474
-38.52826;55.54026;1.21349
-38.18177;56.30672;1.21349
-39.42526;56.56854;1.213495
-39.43633;55.44427;1.21351
-39.29987;55.94245;1.213521
-39.13438;55.84797;1.213521
-40.91497;55.56896;1.213521
-38.81836;56.35015;1.213542
-39.64037;56.48531;1.213542
-38.50521;56.03765;1.213557
-39.29557;56.15287;1.213698
-39.33971;56.43854;1.213719
-40.64336;56.20703;1.213729
-38.41419;56.15026;1.21376
-39.88997;57.08875;1.213792
-40.91419;57.24255;1.213812
-39.67487;56.32891;1.213823
-38.54466;56.76453;1.213849
-39.12057;56.24573;1.213859
-38.66328;56.53146;1.21388
-39.46055;56.0151;1.213885
-40.91042;56.24583;1.213953
-38.75781;56.07906;1.213979
-38.97305;56.14198;1.213979
-39.56771;56.63099;1.214005
-39.44818;55.60328;1.214016
-39.01628;56.05146;1.214031
-38.7918;56.55672;1.214089
-38.66341;56.22161;1.214099
-39.6664;56.69411;1.214109
-40.8569;55.49984;1.214109
-39.67253;55.51318;1.214141
-38.89687;55.51792;1.214182
-38.93489;56.68354;1.214188
-39.29974;55.66755;1.21424
-39.43529;55.57235;1.214245
-39.61185;55.9475;1.21437
-39.02943;56.29813;1.214375
-40.19674;55.6475;1.214391
-40.32474;57.05672;1.214411
-40.19219;56.13969;1.214437
-39.26146;56.42333;1.214448
-39.19701;56.79766;1.214484
-38.52031;56.21188;1.21451
-40.30781;56.78573;1.214531
-41.70573;56.7613;1.214557
-40.69596;56.25406;1.214563
-39.40221;56.75729;1.214583
-38.95338;56.93469;1.214594
-39.9681;55.70849;1.214594
-38.38945;56.19016;1.214615
-38.27435;56.89255;1.214703
-38.84466;56.66459;1.21476
-39.97669;56.50354;1.214771
-39.41732;56.27219;1.214776
-39.31055;56.55297;1.214781
-39.02487;55.02385;1.214797
-41.48802;55.69406;1.214802
-38.547;55.83198;1.214844
-39.15768;56.26396;1.214865
-39.26068;56.30386;1.214865
-40.01471;55.37641;1.214865
-38.40924;56.37776;1.214885
-38.56524;55.91589;1.214911
-40.22656;56.10755;1.214911
-40.81914;55.94188;1.214927
-39.25104;56.0649;1.214969
-39.8181;56.6187;1.214969
-40.09336;56.5774;1.214979
-39.21003;56.36401;1.214995
-38.31888;55.87958;1.215016
-39.18581;56.06516;1.215016
-41.19661;55.81292;1.215016
-40.04818;56.72588;1.215021
-38.52721;56.50297;1.215031
-39.40156;56.32516;1.215057
-39.23229;57.46948;1.215068
-40.01575;56.51115;1.215094
-39.41927;56.49693;1.215135
-39.6806;57.15307;1.215151
-38.60247;56.44765;1.215177
-38.89141;56.22323;1.215193
-39.10417;56.2013;1.21524
-39.84284;54.76656;1.21525
-39.53529;56.42172;1.215271
-39.76406;55.46859;1.215276
-39.51328;56.1951;1.215281
-39.85612;56.21563;1.215286
-39.49128;55.08677;1.215302
-39.61185;56.19932;1.215302
-39.93268;56.75151;1.21537
-39.32057;56.21047;1.215406
-40.03073;55.84271;1.215427
-41.04167;56.12219;1.215443
-40.29128;56.71385;1.215443
-38.64557;56.49916;1.215469
-39.08229;55.99886;1.21549
-40.04375;55.93307;1.21551
-39.8;56.03521;1.215547
-39.09076;56.68833;1.215562
-39.61302;56.85896;1.215599
-38.71211;56.43891;1.21563
-39.56758;56.57687;1.215656
-38.8681;56.58401;1.215661
-40.22474;56.25838;1.215667
-39.39375;56.15021;1.215688
-39.1349;56.24615;1.215729
-39.41563;56.49323;1.215729
-38.11016;57.04943;1.215771
-38.27096;56.59516;1.215823
-39.56875;55.70422;1.215844
-39.31133;56.40099;1.215859
-38.42448;56.41318;1.21587
-40.38711;55.83823;1.21588
-38.81693;55.51818;1.215901
-40.14297;56.36573;1.215917
-40.49714;55.58573;1.215922
-39.7569;55.63104;1.215932
-39.06588;55.4475;1.215937
-39.47604;55.75953;1.215948
-40.48529;57.02385;1.215984
-39.5013;55.98063;1.216
-41.16914;56.28526;1.216021
-38.68255;55.65792;1.216057
-40.04362;56.76349;1.216104
-39.47266;56.13208;1.216125
-38.47865;55.91463;1.216146
-40.14844;55.6799;1.216177
-41.36432;56.09453;1.216234
-39.46992;56.21088;1.216245
-40.13411;56.31594;1.216245
-38.56237;56.1988;1.216302
-39.41289;55.83005;1.216328
-38.62448;56.45604;1.216437
-39.20534;56.47182;1.216474
-39.21185;56.65036;1.21651
-37.88424;55.82604;1.216521
-38.75;56.34896;1.216594
-39.94935;56.14792;1.21663
-39.19974;56.05474;1.216646
-39.29844;56.37943;1.216677
-40.72044;55.89188;1.216703
-40.4556;56.55016;1.216708
-39.94219;56.83;1.216745
-40.1319;55.52953;1.216776
-39.86823;56.18755;1.216776
-39.28724;56.34521;1.21688
-39.7306;56.91135;1.216885
-39.10521;56.43677;1.216891
-39.32383;57.09307;1.216938
-39.93529;56.24807;1.216948
-38.53568;56.56922;1.21699
-40.78893;56.28234;1.216995
-38.16302;56.19901;1.217
-40.86471;56.66687;1.21701
-40.88255;56.24417;1.217031
-39.84141;56.33974;1.217031
-40.16992;56.04287;1.217078
-38.98789;56.83969;1.217104
-40.70573;56.33891;1.217109
-39.2612;56.87182;1.217109
-40.02122;56.36729;1.21712
-39.4931;56.15734;1.217125
-39.27969;56.97662;1.217146
-38.36458;56.27573;1.217182
-39.825;55.38698;1.217193
-39.46185;56.86531;1.217203
-39.75234;55.61156;1.217208
-39.1944;56.36943;1.21724
-39.19818;56.34422;1.21726
-39.85156;55.53219;1.217281
-38.75013;56.53026;1.217333
-40.22943;56.11063;1.217339
-39.14219;55.85682;1.217365
-39.87201;56.29526;1.21737
-39.76471;55.97979;1.21737
-39.57539;56.33719;1.21738
-38.49714;55.72328;1.217385
-39.19245;55.49198;1.217406
-39.78503;57.05109;1.217427
-39.5487;56.02542;1.217443
-40.74089;55.5963;1.217448
-38.91549;56.6949;1.217469
-38.39505;56.39203;1.217469
-38.13398;56.22375;1.2175
-40.98008;56.14802;1.217505
-37.9306;56.2388;1.217521
-38.27018;56.36349;1.217542
-39.04909;56.18573;1.217563
-38.9043;56.60495;1.217568
-40.4845;56.51505;1.217573
-38.56367;55.86969;1.217599
-39.69388;56.56802;1.217615
-40.7418;56.11771;1.217661
-40.01198;55.59578;1.217698
-38.63698;56.99662;1.21776
-39.35234;56.11713;1.217781
-40;55.30037;1.217802
-39.38034;55.71828;1.217823
-39.86068;56.00448;1.217823
-39.95208;57.12495;1.217849
-38.97396;55.88542;1.217849
-39.09544;56.12011;1.21787
-38.76276;56.0451;1.217875
-39.05534;56.21589;1.217875
-39.84492;55.91234;1.217891
-39.08867;55.59932;1.217948
-41.32943;56.16849;1.217953
-39.13945;56.43849;1.217958
-39.78685;56.45896;1.217964
-39.43737;56.00667;1.218031
-38.27617;56.46219;1.218057
-39.79479;57.38844;1.218073
-38.57057;57.15651;1.218083
-39.21693;56.51;1.218083
-39.84909;56.12938;1.218089
-38.4763;57.4789;1.21812
-39.04466;56.88115;1.218125
-39.43073;55.95172;1.218151
-38.87891;57.66479;1.218167
-38.30925;56.49781;1.218188
-39.39883;56.50573;1.218193
-38.85013;55.275;1.218234
-40.3651;56.84609;1.218287
-40.04779;55.21761;1.218292
-39.05365;56.41396;1.218297
-38.83555;55.89703;1.218307
-41.00469;56.38266;1.218307
-39.81002;56.91844;1.218313
-38.6444;55.74901;1.218328
-38.50391;56.38125;1.218338
-38.57591;56.26005;1.218349
-40.34453;55.95953;1.218349
-40.32448;56.50219;1.21838
-39.09453;56.08255;1.218432
-38.77813;56.36125;1.218438
-40.20404;56.51151;1.218448
-39.78034;56.21318;1.218474
-40.07201;56.14979;1.218505
-39.45117;55.76943;1.218516
-39.01276;56.20667;1.218536
-39.34661;56.15344;1.218562
-39.44075;55.78271;1.218568
-40.04102;56.00094;1.218578
-39.96237;55.85765;1.21863
-38.79063;55.82604;1.218646
-40.24466;55.68484;1.218672
-38.88542;56.0162;1.218677
-40.51575;56.42583;1.218714
-39.40886;56.21307;1.218745
-39.01823;57.16828;1.218776
-40.15547;56.34026;1.218786
-38.15937;56.08141;1.218792
-40.84492;56.05235;1.218839
-39.97149;55.48828;1.218839
-39.78151;54.44302;1.218854
-39.00768;55.14875;1.218854
-39.08047;56.29823;1.21887
-39.41849;57.21245;1.218891
-38.92604;55.68698;1.218901
-39.30964;56.52964;1.218927
-38.35794;55.9675;1.218984
-38.96614;55.80177;1.219016
-40.03177;55.89594;1.219036
-40.89323;56.07255;1.219068
-39.52435;56.58541;1.219109
-39.06602;56.38432;1.21912
-40.47057;56.86562;1.219162
-38.77435;56.53906;1.219177
-39.05391;55.97823;1.219198
-39.49076;55.50302;1.219208
-38.7289;55.57021;1.219224
-39.63503;56.24688;1.219234
-40.57917;56.22151;1.219245
-38.19479;56.36583;1.21926
-38.73906;55.52729;1.219302
-39.17018;55.90917;1.219318
-38.85209;56.18911;1.219328
-39.31927;55.96531;1.219333
-39.69714;56.73224;1.219354
-38.29036;55.95745;1.219359
-39.92279;56.03005;1.21937
-39.32747;56.87833;1.219391
-40.2569;56.54338;1.219432
-40.08659;55.97937;1.219437
-39.75156;56.93042;1.219443
-39.05768;56.48453;1.219474
-38.97005;56.18755;1.219474
-37.37148;55.99703;1.219484
-37.90521;56.0388;1.219495
-39.16706;56.22136;1.219495
-39.35052;55.62016;1.219505
-40.64701;56.6851;1.219526
-40.57734;56.01318;1.219531
-38.72904;56.83234;1.219552
-40.36003;56.07068;1.219563
-39.65859;55.8624;1.219563
-40.73581;56.25891;1.219594
-38.93464;56.335;1.219594
-39.23412;56.09422;1.219599
-38.20091;56.22464;1.21963
-39.20143;55.8375;1.219641
-38.86693;56.0624;1.219646
-42.11133;55.71766;1.219677
-39.43828;56.48849;1.219698
-38.13151;56.7638;1.219703
-39.07995;56.8813;1.219729
-40.25338;55.2312;1.21974
-40.19011;56.62573;1.219771
-40.97344;56.44667;1.219771
-38.7556;55.96005;1.219781
-39.02135;56.06271;1.219792
-39.40351;56.13099;1.219833
-41.25325;55.69401;1.219833
-40.3457;56.94432;1.219844
-38.35846;56.1938;1.219854
-38.78229;56.25042;1.21987
-40.11211;55.62427;1.219875
-39.08398;56.00489;1.219875
-40.00534;56.06615;1.219891
-39.84349;57.28698;1.219922
-40.90313;56.52807;1.219922
-40.16693;56.23771;1.219922
-39.11029;55.84307;1.219948
-40.1082;55.79932;1.219958
-39.38737;55.8524;1.219964
-39.42266;55.57349;1.220042
-41.06732;56.07203;1.220047
-39.88542;56.24208;1.220052
-39.1;56.33766;1.220083
-39.16146;56.52656;1.220104
-39.6944;56.60083;1.22012
-38.547;56.06427;1.22013
-38.71875;56.62005;1.220151
-39.2013;56.22167;1.220156
-38.42253;56.59365;1.220182
-38.75091;56.17141;1.220182
-39.87617;56.14339;1.220203
-39.55846;56.35245;1.220203
-39.20586;55.11224;1.220219
-38.29635;55.88042;1.220229
-39.32084;56.48375;1.220229
-40.48138;56.56589;1.220266
-37.60768;56.40464;1.220271
-38.32943;55.62912;1.220276
-39.63424;56.68771;1.220286
-39.29909;56.0887;1.220302
-38.3905;56.07224;1.220312
-40.40443;56.23453;1.220328
-39.84297;55.49417;1.220328
-39.50469;55.66349;1.220349
-39.4237;56.20297;1.22037
-40.7681;55.99812;1.220385
-40.54128;56.66516;1.220396
-39.80221;55.71573;1.220417
-38.42995;55.96422;1.22049
-39.61198;56.34698;1.220505
-39.27956;56.18594;1.220516
-39.29987;56.80823;1.220542
-38.48242;56.03484;1.220542
-40.91823;56.01359;1.220625
-40.02851;56.25573;1.22063
-38.77409;55.90969;1.220646
-39.43932;56.18464;1.220662
-39.96159;55.51474;1.220672
-39.50846;56.19302;1.220693
-39.08385;56.61906;1.220693
-41.14766;55.82526;1.220719
-40.18555;56.1163;1.220797
-39.49714;55.68052;1.220812
-38.89844;56.07891;1.220818
-39.22305;57.13026;1.220818
-39.20599;56.1312;1.220849
-38.98177;55.78396;1.220854
-38.99401;56.22766;1.220891
-39.0418;56.02052;1.220906
-39.53294;56.39922;1.220964
-39.13841;56.22156;1.220969
-39.43685;55.79542;1.221094
-39.48685;56.24734;1.221104
-40.15638;56.60989;1.22113
-39.14297;55.56495;1.221151
-39.24166;56.08203;1.221161
-38.96224;55.73141;1.221177
-39.63503;56.0226;1.221187
-40.41198;55.86693;1.221198
-39.84479;56.33135;1.221198
-38.83411;56.64552;1.221255
-39.68021;55.62906;1.221286
-38.77057;55.73281;1.221302
-38.68516;56.25135;1.221333
-38.58607;55.9687;1.221349
-40.50143;55.98432;1.221359
-39.23542;56.29698;1.22137
-39.11589;56.15411;1.221385
-38.90547;56.10641;1.221411
-37.59779;56.52;1.221427
-38.74245;56.41281;1.221437
-40.81862;56.00708;1.221437
-41.17695;55.86021;1.221458
-38.94245;56.24781;1.221464
-39.15599;56.32193;1.221464
-39.44935;56.74146;1.221552
-39.81029;56.17885;1.221552
-39.43125;55.75854;1.221588
-39.04154;56.63958;1.221651
-38.78255;55.6488;1.221693
-38.00338;56.77396;1.221703
-37.1707;55.98698;1.221729
-38.42969;56.2963;1.22174
-39.69297;55.58724;1.221818
-39.94062;56.03974;1.221839
-39.59362;55.85844;1.221875
-40.03086;56;1.221891
-40.00768;56.22589;1.221896
-37.0263;56.03359;1.221932
-38.75338;55.91495;1.221948
-40.04753;55.71235;1.221979
-40.66211;55.69219;1.22201
-39.23893;55.9724;1.222073
-39.27787;55.95229;1.222078
-39.36341;55.82891;1.222083
-40.16797;56.19938;1.222104
-39.15807;55.26281;1.222125
-40.20755;55.84562;1.22213
-39.99049;56.55281;1.222156
-39.13672;55.57156;1.222167
-40.19818;55.9926;1.222224
-39.90039;55.29635;1.222245
-39.33932;56.14375;1.222245
-40.30989;56.23021;1.222255
-39.67149;56.28245;1.222255
-40.30677;55.80708;1.222297
-38.49128;56.52302;1.222391
-39.33815;55.4312;1.222401
-39.44896;56.44396;1.222417
-38.62266;56.83786;1.222427
-39.32214;56.24729;1.222448
-38.95755;56.61875;1.222474
-39.3625;56.27161;1.222474
-38.1625;56.69172;1.222479
-38.64037;57.28229;1.222495
-39.06393;56.21807;1.2225
-39.84687;55.80333;1.222531
-39.99076;56.48589;1.222542
-39.33503;56.97036;1.222594
-39.00456;56.20844;1.222599
-39.09479;56.89714;1.222615
-39.09779;55.7711;1.222615
-40.75417;56.60104;1.222646
-38.53724;55.44781;1.222646
-39.32357;56.30188;1.222672
-38.23854;56.45979;1.222682
-41.30794;56.41552;1.222687
-38.90234;57.02656;1.222703
-40.07148;55.66448;1.22276
-39.93516;55.69359;1.222839
-39.24323;56.70786;1.222854
-38.61029;56.53312;1.222911
-40.13047;54.93245;1.222922
-38.9901;55.65495;1.222948
-39.64258;56.56318;1.222958
-38.38854;55.73891;1.222984
-40.29063;56.72635;1.223026
-39.31016;56.05141;1.223078
-39.18112;56.37958;1.223083
-41.74193;55.88208;1.223094
-40.8944;56.2564;1.223094
-39.36419;55.5901;1.223109
-38.85586;55.6736;1.223146
-41.2845;56.31828;1.223177
-38.51484;55.6949;1.223177
-38.9125;55.98615;1.223219
-39.86602;56.37224;1.223224
-39.8513;55.84172;1.223234
-37.69297;55.86354;1.223302
-40.32044;56.49;1.223312
-39.72995;56.53172;1.223323
-39.84596;56.33739;1.223328
-40.28698;56.1338;1.223344
-39.52695;55.91172;1.223422
-39.62669;55.76776;1.223432
-40.28112;56.38109;1.223469
-40.07292;55.74531;1.223505
-38.57461;56.74042;1.223562
-38.17396;56.31359;1.223568
-40.03411;55.64661;1.223568
-38.26146;56.00771;1.223573
-39.08477;56.18682;1.223573
-39.5474;56.03214;1.223578
-40.58125;56.50359;1.223589
-38.68229;55.90287;1.223641
-39.50261;55.93406;1.223656
-40.30416;56.59047;1.223661
-38.79362;56.66615;1.223698
-39.71641;56.18552;1.223729
-39.81771;56.03073;1.223729
-39.97174;55.94839;1.223745
-37.83164;55.68406;1.223807
-41.14466;56.20766;1.223823
-39.07878;56.18292;1.223839
-40.05781;56.11047;1.223901
-39.48359;56.62057;1.223912
-40.36276;55.78635;1.223963
-40.64531;55.83937;1.223995
-40.20495;55.15922;1.224016
-39.15169;56.65688;1.224021
-41.4776;56.46698;1.224031
-40.08607;55.95901;1.224052
-39.38958;56.11656;1.224083
-40.0388;56.74854;1.224099
-40.29349;55.68422;1.224109
-40.03125;55.51182;1.224135
-39.86914;55.96073;1.224161
-38.55208;55.57063;1.224167
-39.93203;56.0013;1.224172
-40.64948;55.20708;1.224198
-38.9655;55.96239;1.224208
-39.56979;55.46625;1.224213
-38.85299;55.89406;1.224224
-38.21797;56.06859;1.224234
-39.97161;56.03958;1.22426
-38.63802;55.91583;1.224266
-39.90377;56.59177;1.224281
-39.75338;57.05724;1.224307
-39.19584;56.82463;1.224307
-40.93008;55.65583;1.224349
-39.53672;56.34776;1.224359
-39.21953;55.6963;1.224365
-37.61016;55.93261;1.22437
-39.37005;56.19188;1.224375
-39.39375;55.72094;1.224396
-39.49349;56.51333;1.224401
-40.26823;56.22641;1.224401
-38.81901;56.66281;1.224411
-39.35885;55.39396;1.224411
-38.43177;56.0676;1.224422
-39.66094;56.05635;1.224427
-40.39857;55.44776;1.224437
-39.40456;55.99755;1.224448
-39.4112;56.49526;1.224479
-39.00872;56.26573;1.224484
-38.00039;56.65969;1.22449
-39.83242;56.52708;1.224495
-38.95443;56.29042;1.224516
-39.80612;55.51667;1.224547
-39.52851;55.58542;1.224563
-39.39583;56.23953;1.224568
-40.2556;54.97474;1.224578
-40.21992;56.11646;1.224599
-39.78607;56.12281;1.224609
-38.525;56.0838;1.224708
-39.46836;56.08755;1.22476
-39.44219;55.86307;1.22476
-39.34127;57.14265;1.224766
-40.63372;56.70438;1.224802
-39.03594;56.43839;1.224802
-40.36485;56.42537;1.224813
-39.77917;56.20547;1.224823
-39.19857;56.14338;1.224891
-39.88242;56.03719;1.224901
-40.68502;56.52552;1.224901
-39.91003;55.86438;1.224906
-40.20807;55.47474;1.224943
-40.4918;56.26891;1.224958
-39.92539;55.71;1.224979
-39.32487;56.15411;1.224984
-38.8905;56.09859;1.225042
-39.68125;56.59787;1.225073
-40.85169;56.11542;1.225073
-39.01445;55.61542;1.225078
-40.92409;56.42391;1.225083
-38.19596;55.5712;1.225083
-39.27253;56.14958;1.225094
-40.0306;55.6413;1.225198
-37.95534;56.52089;1.225208
-39.83203;55.88724;1.225219
-37.74062;55.03776;1.225276
-40.80326;55.2813;1.225276
-37.69727;56.00766;1.225333
-39.80416;56.09521;1.225339
-39.80703;55.83599;1.225339
-40.49336;56.06755;1.225359
-39.75534;55.69599;1.22538
-39.57747;56.40688;1.225401
-39.50508;56.40677;1.225432
-39.05365;55.93542;1.225458
