K5PC5CH.OP;K5PC6CH.OP;K5F3.PV
29.01776;41.26021;1984.938
29.01766;41.22349;2010.721
29.01724;41.35115;1965.856
29.01661;41.43089;1965.556
29.01547;41.84703;1994.13
29.01479;41.25745;1993.689
29.01474;41.04979;1982.104
29.01432;41.35062;1972.075
29.01385;41.0537;1981.44
29.0113;41.36927;1977.581
29.01115;41.09208;1986.563
29.01109;41.37313;1985.063
29.01083;41.38693;1965.376
29.01063;41.82432;1995.46
29.01042;40.95063;2008.473
29.01031;41.10661;1979.82
29.01031;41.07536;1996.918
29.01031;41.24104;2024.349
29.00984;41.0476;1985.468
29.00979;41.79583;1996.023
29.00974;41.35786;1974.669
29.00969;41.82026;1994.514
29.00943;41.21531;1976.18
29.00922;41.30333;1992.309
29.00891;41.2911;1986.025
29.0088;41.80203;2012.933
29.00823;41.06865;1988.479
29.00818;41.76833;2007.722
29.00807;41.32599;1962.178
29.00781;41.81146;1994.935
29.00724;41.33318;1974.225
29.00672;41.31266;1974.092
29.00651;41.29464;1985.386
29.00646;41.30427;1993.637
29.00615;41.31542;1973.983
29.00604;41.24156;2011.097
29.00599;41.2574;1955.2
29.00583;41.23557;2004.465
29.00568;41.35156;1960.218
29.00557;41.3889;1975.082
29.00557;41.2488;2011.671
29.00385;41.055;1985.426
29.00359;41.3225;1972.537
29.00354;41.26245;1993.036
29.00349;41.38052;1979.331
29.00344;41.82458;1983.831
29.00099;41.24479;1996.956
29.00068;41.32021;1974.852
29.00052;41.80479;2019.528
29.0001;41.24526;2009.831
28.99984;41.22818;2017.167
28.99937;41.21833;1999.89
28.99859;41.12318;1988.484
28.99854;41.29354;1965.11
28.99854;41.27563;2007.958
28.99771;41.0538;1985.982
28.9976;41.26614;1985.191
28.99724;41.18474;2010.092
28.99698;41.30781;1954.572
28.99677;41.30614;1973.398
28.99672;41.02089;1979.313
28.99656;41.4113;1974.363
28.99641;41.81963;1994.031
28.99636;41.31594;1969.7
28.99625;41.37365;1973.94
28.99578;41.36974;1963.961
28.9951;41.05719;1987.21
28.99463;41.22005;2011.585
28.99427;41.03599;1982.961
28.9937;40.87255;2042.885
28.99354;41.85938;1982.017
28.99344;41.31583;1955.287
28.99307;41.82964;1994.099
28.99245;41.8701;1990.821
28.99224;41.28974;1982.75
28.99088;41.19437;2002.992
28.99068;41.31844;1970.106
28.99052;41.35146;1975.928
28.99036;41.27844;1966.802
28.99;41.20547;2009.718
28.98984;41.80307;2002.594
28.98896;41.39552;1975.511
28.98885;41.80594;1985.592
28.9888;41.43281;1974.386
28.9888;41.71984;2031.808
28.98844;41.3162;1962.211
28.98786;41.25495;2008.447
28.98766;41.04229;1952.057
28.98745;41.18666;2002.3
28.98682;41.00302;1984.805
28.98615;41.21989;1986.488
28.98583;41.18167;2018.72
28.98479;40.98114;1982.034
28.98412;41.25161;1992.084
28.98375;41.30427;1996.869
28.98255;41.34187;1963.451
28.98229;41.24479;2003.499
28.98214;41.30318;1992.851
28.98182;41.14755;1987.861
28.98151;41.19323;2035.957
28.98146;41.24594;2005.091
28.98141;41.33104;1970.603
28.98135;41.37437;1955.424
28.98099;41.22531;1963.097
28.98078;41.0836;1979.957
28.98031;41.30203;1989.878
28.98;41.69266;2000.675
28.9799;41.7962;1997.227
28.97964;41.31682;1974.592
28.97948;41.30891;1968.391
28.97948;41.3574;1971.894
28.97943;41.04521;1980.098
28.9787;41.8126;1992.936
28.97839;41.32432;1964.817
28.97807;41.21333;1979.306
28.97797;41.12323;1979.74
28.9776;41.05265;1983.083
28.97708;41.68677;2033.406
28.97703;41.29651;2004.586
28.97698;41.2989;1971.843
28.97609;41.32687;1962.82
28.97568;41.3575;1964.103
28.97516;41.21323;1983.087
28.97469;41.73656;2005.851
28.9738;41.34161;1970.869
28.97349;41.32589;1967.079
28.97313;41.25802;1987.297
28.97276;41.54734;1993.13
28.9725;40.9801;1956.382
28.97141;41.06906;1979.032
28.97125;41.80745;2000.698
28.97083;41.71922;2013.508
28.97;41.31901;1997.939
28.96964;41.02338;1984.952
28.96891;41.36713;1965.992
28.96875;41.17167;2024.519
28.96865;41.23245;1985.646
28.96818;41.08427;1988.575
28.9676;41.2012;2008.287
28.96734;41.22307;1993.755
28.96698;41.2713;2003.826
28.96646;41.34703;1990.515
28.96578;41.33026;1969.227
28.96557;41.25838;2003.584
28.96526;41.19927;1988.149
28.96521;41.22688;2004.25
28.96427;41.20885;1934.419
28.96417;41.21896;2006.914
28.9637;41.81438;1988.612
28.96365;41.04828;1933.422
28.96354;41.2963;1991.999
28.96328;41.68401;2034.113
28.96302;41.32714;1976.513
28.96286;41.3199;1971.52
28.96219;41.2712;1988.467
28.96198;41.2101;2017.675
28.96193;41.26042;1965.676
28.96141;41.8137;2001.432
28.96115;41.2025;2009.782
28.96047;41.37234;1964.978
28.96042;41.21167;2002.776
28.96042;41.80906;1995.914
28.9599;41.43333;1970.634
28.95963;40.99438;1973.263
28.95927;41.0549;1974.698
28.95917;41.31396;1967.121
28.95864;41.82042;1999.962
28.95818;41.21854;1993.709
28.95813;41.10458;1945.111
28.95719;41.23854;1998.503
28.95698;41.07771;1979.38
28.9549;41.32969;1977.156
28.9549;41.79625;1999.17
28.95448;41.2312;2007.803
28.95318;41.22016;2003.782
28.9525;41.36104;1976.243
28.95208;41.29667;1982.143
28.9513;41.30474;1980.123
28.95104;41.28354;1974.152
28.95094;41.68854;2006.597
28.9501;41.21416;2003.928
28.94963;41.19797;2017.947
28.94911;41.85651;1960.554
28.94864;41.41167;1971.406
28.94813;41.32589;1996.97
28.9475;41.20724;2001.872
28.9463;41.24417;1985.689
28.94604;41.03359;1984.255
28.94547;41.44307;1974.632
28.94542;41.05776;1978.995
28.94521;41.2911;1997.384
28.94484;41.70281;2033.337
28.94438;41.21344;2005.613
28.94427;41.21047;1999.912
28.94401;41.3262;1935.663
28.94167;41.29708;2010.444
28.94052;41.21932;2004.289
28.94026;41.20083;2010.371
28.93943;41.26995;1984.913
28.93906;41.22521;1997.625
28.93896;41.83281;1997.664
28.93891;41.67573;2003.199
28.93839;41.28349;1976.808
28.93792;41.37177;1972.947
28.93724;41.04542;1987.947
28.93661;41.37963;1967.023
28.93521;41.31417;1972.281
28.93521;41.22297;1975.782
28.9351;41.24781;1984.446
28.93464;41.32979;1969.281
28.93464;41.32037;1992.412
28.93453;41.20813;2001.601
28.93448;41.22651;2004.135
28.93432;41.18849;2002.268
28.93386;41.12292;1946.012
28.93375;41.23349;2003.12
28.93375;41.19786;2013.822
28.9337;41.20349;2003.031
28.93318;41.27864;1990.375
28.93287;41.21484;2017.913
28.9324;41.30755;1969.136
28.93234;41.06016;1988.453
28.93182;40.62635;2108.521
28.93161;41.20552;2009.103
28.93156;41.06187;2002.463
28.93156;41.27542;1991.07
28.93094;41.28526;1954.555
28.93078;41.05198;1979.906
28.93057;41.03912;1981.776
28.93021;41.2574;1982.829
28.93016;41.24792;1974.957
28.92979;41.00188;1994.657
28.92948;41.29745;1992.859
28.92943;41.30401;1984.994
28.92937;41.31713;1996.292
28.92937;41.8124;1984.444
28.92922;41.30057;1994.432
28.92901;41.28224;1974.229
28.9287;41.29536;1998.754
28.92792;41.21823;2006.744
28.92786;41.26943;1985.817
28.92786;41.17708;2022.645
28.92771;41.18302;2010.963
28.92766;41.88937;1933.707
28.92745;41.20099;1960.163
28.92714;41.19073;1994.833
28.92635;41.23417;2001.136
28.92625;41.32823;1964.501
28.92615;41.43167;1970.244
28.92583;40.86338;2042.491
28.92573;41.3362;1965.86
28.9251;41.33615;1961.627
28.925;41.30167;1991.776
28.92484;41.30885;1997.013
28.92401;41.2375;2003.443
28.92276;41.35844;1974.236
28.92271;41.29583;1980.875
28.92172;41.30463;1960.669
28.9212;41.0826;1936.919
28.92073;41.26422;1995.08
28.92005;41.26693;1959.421
28.91984;41.31359;1978.435
28.91979;41.2138;2002.268
28.91906;41.32078;1980.117
28.91885;41.30307;1996.94
28.91818;41.32448;1969.579
28.91745;41.31995;1968.952
28.91708;41.2987;1960.261
28.91708;41.19995;2009.715
28.91682;41.06146;1983.691
28.91682;41.29224;1986.883
28.91672;41.31208;1989.789
28.91589;41.34291;1961.902
28.91589;41.30479;1998.831
28.91568;41.21484;1962.141
28.91547;41.24916;1958.12
28.9149;40.87791;2036.539
28.91391;41.25016;1978.839
28.9138;41.2025;1980.8
28.9137;41.2013;2005.677
28.91349;41.19656;2009.787
28.91344;41.24854;1975.277
28.91115;41.19989;2017.527
28.91036;41.25573;1982.119
28.90974;41.31109;1954.297
28.90964;41.4499;1973.504
28.90953;41.22729;2009.363
28.90911;41.30088;1961.968
28.90901;41.25698;1987.243
28.90891;41.32443;1981.426
28.90849;41.20021;1996.551
28.90812;41.66828;2004.032
28.90812;41.21771;2005.535
28.90755;41.28755;1996.988
28.90708;41.21422;2003.834
28.90703;41.3199;1962.897
28.90672;41.35125;1960.59
28.90667;41.18146;2050.064
28.90615;41.33432;1965.304
28.90521;41.31792;2002.479
28.90505;40.71114;2145.176
28.90469;41.80865;1989.474
28.90453;41.40354;1984.64
28.90286;41.24714;1967.443
28.90261;41.21682;2025.356
28.90234;41.33469;1977.341
28.90203;41.30734;1977.989
28.90162;41.25333;1944.856
28.90135;41.31396;1981.075
28.90135;41.32396;1990.97
28.90094;41.30109;1954.462
28.90078;40.76213;1991.235
28.90052;41.35354;1959.582
28.89911;41.81677;1988.4
28.89859;41.30687;2007.326
28.89833;41.29057;1965.765
28.89807;41.31182;1960.169
28.89807;41.30094;1962.737
28.89807;41.21646;1984.312
28.89797;41.27167;1990.024
28.89651;41.28078;2005.492
28.89641;41.21307;2003.557
28.89578;41.34349;2069.896
28.89557;41.28693;1963.591
28.8951;41.31651;2001.636
28.89495;41.1724;2032.548
28.89427;41.28328;1987.711
28.89391;41.18901;2017.014
28.89307;41.29729;1992.124
28.89297;41.24552;2005.119
28.8926;41.31557;1997.631
28.89214;41.1926;2010.004
28.89047;41.29922;1954.112
28.88984;41.28026;1981.868
28.88948;41.19328;2009.063
28.88865;41.10938;1982.817
28.8875;41.28151;1983.791
28.88688;41.29365;1959.739
28.88682;41.21437;2015.951
28.88656;41.20615;2007.734
28.88641;41.31177;1971.473
28.8863;41.29984;1943.622
28.8862;40.86641;2044.494
28.88583;41.16781;2022.033
28.88526;41.29896;1995.636
28.88458;41.3026;1961.317
28.88437;41.22271;2005.778
28.88412;41.25042;1981.859
28.88396;41.22136;2026.263
28.88375;41.03765;1978.151
28.88365;41.18542;1995.889
28.88344;41.26109;1989.369
28.88255;41.18698;1966.869
28.88229;41.27776;1982.531
28.88214;41.17297;2057.604
28.88208;41.28349;2005.458
28.88187;40.7626;1988.255
28.88172;41.33912;1956.3
28.88083;41.28979;1983.131
28.88042;41.22401;1998.184
28.87958;41.19182;2017.244
28.87849;41.18182;1995.056
28.87823;41.19239;1994.85
28.87812;41.23172;2004.955
28.87786;41.34187;1957.339
28.87786;41.2387;1990.474
28.87714;41.27562;1975.623
28.87682;41.19542;2010.158
28.87672;41.21583;2003.464
28.87656;41.19729;2007.607
28.87536;41.19781;2017.444
28.87484;41.22646;2010.54
28.87474;41.32224;1972.908
28.87443;41.21115;2011.273
28.87396;41.3574;1971.641
28.87302;41.34568;1979.304
28.87281;41.26229;1966.444
28.87219;41.34536;1962.044
28.87198;41.7337;2028.391
28.87156;41.25349;1999.19
28.87089;41.31839;1986.49
28.87057;41.18885;2002.74
28.87;41.35135;1972.478
28.86984;41.30922;1987.907
28.86932;41.27047;1993.316
28.86932;41.18021;2002.011
28.86896;41.19209;2010.081
28.8675;41.24151;1999.243
28.86604;41.23833;1978.377
28.86557;41.33354;1960.056
28.86536;41.03318;1981.256
28.86401;41.32385;1971.136
28.8638;41.31458;1953.992
28.86297;41.07521;1986.133
28.86245;41.20182;2005.997
28.86198;41.27948;1978.367
28.86193;41.30838;1953.765
28.86177;40.86594;2049.01
28.86161;40.70943;1988.788
28.86135;41.2001;2002.512
28.86115;41.34813;1955.304
28.86104;41.28224;1966.852
28.86036;41.18375;2021.538
28.85854;40.86198;2101.176
28.85844;41.3249;1916.081
28.85781;41.33667;1966.325
28.85635;41.32412;1970.034
28.85578;41.195;2028.372
28.85437;40.76943;1988.472
28.85417;41.23;1972.065
28.85386;41.22255;2003.288
28.8526;41.21839;1978.835
28.8525;41.30354;1956.914
28.85182;41.1949;2008.592
28.85115;40.84422;2122.049
28.85109;41.3737;1968.923
28.84984;41.32339;1996.182
28.84932;41.20828;2010.316
28.84906;41.25766;1951.944
28.84849;41.29485;2039.826
28.84823;41.33213;1962.639
28.84771;40.87219;2047.117
28.84536;41.27349;1962.55
28.84531;41.19479;1976.187
28.8451;41.24891;1986.88
28.84464;40.88125;2048.274
28.84453;41.29172;1989.657
28.84385;41.22203;1969.724
28.8438;41.20198;1988.043
28.84203;41.19276;2009.165
28.84198;41.21495;2001.18
28.84167;41.19859;1987.321
28.84161;41.20833;1988.041
28.84151;41.23037;2004.702
28.84094;41.20427;1986.513
28.84063;41.30193;1978.073
28.83922;41.22839;2006.127
28.83776;41.71412;2068.585
28.8374;41.24911;1958.561
28.83698;41.24948;1966.732
28.8362;41.17724;1993.145
28.83562;41.19047;2002.74
28.83537;41.25187;1977.027
28.83516;41.24146;1998.972
28.8351;41.02875;1943.367
28.83354;41.27287;2010.719
28.83344;41.26406;1961.9
28.83312;41.28896;1961.992
28.83167;41.3288;2069.794
28.83099;41.27849;2124.194
28.83063;41.28245;1960.347
28.83036;41.255;1974.704
28.83031;41.32901;1962.931
28.82943;41.21229;2004.863
28.82891;41.25609;1980.084
28.8287;41.17807;1987.794
28.82813;41.22104;1976.909
28.82786;41.19677;2009.18
28.8276;41.17557;1999.752
28.82703;41.29391;1953.937
28.8262;41.31703;1964.048
28.82609;41.32349;1968.593
28.82526;41.08458;2123.685
28.82438;41.28594;2069.37
28.82349;41.23859;2006.283
28.82229;41.21458;2004.712
28.82187;41.29792;1966.579
28.81917;41.30755;1993.954
28.8176;41.31531;2069.905
28.81667;41.24136;2005.779
28.81667;41.62912;2018.629
28.8163;41.28755;1959.336
28.81583;41.27693;1935.101
28.81542;41.33667;1955.109
28.8151;41.19823;2016.796
28.81505;41.29417;1967.566
28.81505;41.36391;2063.619
28.81422;41.31573;1955.548
28.81406;41.28386;1998.686
28.81349;41.31641;1964.663
28.81307;41.19974;1970.409
28.81281;41.2701;1965.285
28.81266;40.79641;1991.974
28.81229;41.22766;2004.777
28.81224;41.30265;1962.024
28.81219;41.22646;2000.366
28.81172;41.19349;1981.132
28.81005;41.29906;1984.413
28.80964;41.28432;1968.239
28.80854;41.27526;1954.351
28.80844;41.23792;1994.187
28.80771;41.22724;2004.918
28.80688;41.26807;1987.917
28.80682;41.33328;1964.073
28.8062;41.29083;1965.362
28.80573;41.17844;1986.38
28.80531;41.28349;1954.594
28.80526;41.30047;1960.771
28.8051;41.18234;2002.633
28.8049;41.19537;2009.755
28.80318;41.30755;1986.994
28.80313;41.26193;1959.875
28.80292;41.31396;2009.08
28.80266;41.18839;1975.884
28.80239;41.31427;1968.663
28.80208;41.21052;1962.851
28.80099;41.25807;1972.438
28.79963;41.22484;2005.924
28.79833;41.21349;1998.786
28.79766;41.21458;1999.263
28.79677;41.22156;2005.427
28.79604;41.23276;1971.831
28.79604;41.33766;1972.733
28.79589;41.21943;1999.023
28.7949;41.37922;1986.192
28.79427;41.19375;2002.341
28.79401;41.29083;1993.035
28.79338;41.32224;1974.72
28.79245;41.36042;1955.903
28.79094;41.26234;1970.48
28.7901;41.2238;1983.881
28.78984;41.2638;1996.706
28.78963;41.23094;1999.731
28.78896;41.28906;2003.328
28.78812;41.17208;1999.408
28.78807;40.86328;2041.007
28.78677;41.22104;2006.537
28.78583;41.12458;1996.615
28.78547;41.31495;1954.786
28.78406;41.2737;1964.071
28.78318;40.76432;1982.849
28.78214;41.25828;2001.285
28.78042;41.19474;1967.366
28.77958;41.28271;1957.759
28.77885;41.22187;1983.544
28.77828;41.27151;2010.99
28.77714;41.31922;1968.856
28.77615;41.2089;1965.254
28.77578;41.31245;1953.027
28.77521;41.22208;1962.274
28.77479;41.32265;2065.984
28.77464;41.23068;1962.937
28.77391;41.21906;1962.337
28.77193;41.2187;1999.532
28.77188;41.19786;1986.167
28.77182;41.27396;1952.054
28.77125;41.28182;1960.845
28.76958;41.18531;1976.047
28.76927;41.19761;2016.863
28.76833;41.33187;2068.773
28.76781;41.17479;1986.902
28.76766;41.28203;2003.976
28.76687;41.24495;1969.009
28.76594;41.26203;1961.454
28.76557;41.31886;1966.907
28.76557;41.31078;1957.145
28.76484;41.32359;1963.085
28.76099;41.20479;1969.375
28.75964;41.18573;1967.248
28.75875;41.02443;1988.847
28.75865;41.18609;1979.06
28.75854;41.2075;1978.189
28.75677;41.32552;1959.457
28.75661;41.20932;1965.773
28.75656;41.2038;1985.295
28.75646;41.23323;1960.881
28.75635;41.29427;1966.81
28.75615;41.30989;1978.425
28.75562;41.20458;1985.706
28.75537;41.29724;1962.123
28.75516;41.25745;1955.795
28.75505;41.23406;2000.298
28.75458;40.86583;2044.642
28.7538;41.19094;1947.713
28.75162;41.18875;1976.24
28.74911;41.18844;1987.622
28.74859;41.14323;2003.236
28.7451;40.84578;2049.645
28.74422;41.18818;1975.46
28.74229;41.32385;2067.47
28.74167;41.18844;1972.177
28.74141;41.20734;1978.307
28.73859;41.27677;1966.071
28.73854;41.27;1968.78
28.73568;41.17224;1982.525
28.735;41.27037;1964.211
28.73479;41.20672;1959.785
28.73333;41.18536;1968.074
28.73313;41.22234;1969.287
28.73292;41.31276;1968.827
28.73057;41.2263;1968.362
28.7299;40.71521;2178.663
28.72938;41.20177;1966.73
28.72849;40.78531;1990.449
28.72713;41.37172;2067.775
28.72688;41.19469;1968.858
28.72677;41.19036;2122.246
28.72667;41.34818;2011.106
28.7262;41.30391;2009.73
28.72318;41.27271;1965.18
28.72234;41.24932;1982.325
28.72115;41.19177;2009.701
28.72036;41.18687;1981.712
28.7201;41.22334;1957.044
28.71969;41.19156;1984.562
28.71677;41.3726;1943.762
28.71641;41.09125;1980.111
28.71635;41.18875;1977.304
28.71495;41.27552;1961.328
28.71464;41.18698;1983.574
28.71313;41.21505;1970.029
28.71266;41.21766;2005.902
28.71167;41.2313;1961.066
28.71125;41.21349;1999.814
28.71068;41.33354;2058.89
28.71;41.24823;1952.729
28.70776;40.77245;1983.766
28.70745;41.24057;2001.78
28.70682;41.2238;2001.719
28.70547;41.27662;1966.466
28.70115;41.26151;2005.205
28.70094;41.22073;1971.041
28.70089;41.20792;1967.124
28.69812;41.22203;1999.943
28.69766;41.26281;1961.883
28.69724;41.33667;2004.003
28.69719;41.29901;2068.413
28.69609;41.16276;1977.263
28.69578;41.37172;2067.442
28.69578;41.25401;2002.092
28.69568;41.23312;2006.758
28.6949;41.29167;2010.421
28.69318;41.20213;1979.322
28.6926;41.22854;1959.069
28.6926;41.23432;2001.258
28.69109;41.22005;2005.727
28.69073;41.23703;2006.568
28.6901;41.36;2068.304
28.68943;41.19578;1968.582
28.68833;41.27906;2003.389
28.68573;41.2613;2008.772
28.68422;41.22578;1964.373
28.68333;41.25693;2001.809
28.68328;41.24047;2002.309
28.68047;41.19;1964.821
28.67849;41.23292;2001.226
28.67776;41.2626;1969.993
28.6762;41.25562;2002.113
28.67552;40.7813;1986.666
28.67552;40.64885;1986.349
28.6751;41.04833;2000.218
28.67391;41.24568;2006.587
28.67375;41.28036;1964.103
28.67375;40.69088;1989.704
28.67292;41.0862;2002.251
28.6675;41.09453;2004.202
28.66677;41.24313;2002.73
28.66615;41.21974;2000.945
28.66573;41.16401;1981.09
28.66448;41.30838;2069.618
28.66078;41.22656;2001.402
28.66026;41.22484;2000.041
28.6587;41.23302;1968.91
28.65635;41.26015;2006.715
28.6562;41.22969;2006.484
28.6551;40.63;2124.413
28.65417;41.20583;1968.6
28.65115;41.24667;2001.973
28.65078;41.16261;1982.923
28.64974;41.2286;2006.099
28.64828;41.31646;2010.232
28.64703;41.26573;1954.993
28.6449;41.11151;2131.535
28.6438;41.07354;2008.912
28.64208;41.25385;2009.261
28.6412;41.22922;1984.84
28.63943;41.29979;2012.312
28.63844;41.24166;1968.82
28.63359;41.32578;2009.966
28.63125;41.09651;2000.356
28.62906;40.60906;2122.681
28.62896;41.29641;1965.74
28.62677;41.04146;2007.854
28.62656;41.06818;1997.271
28.62495;41.27078;1960.589
28.62146;41.11641;1995.738
28.62104;41.1974;1981.082
28.62073;41.19495;1914.73
28.61922;41.18943;1972.31
28.61693;41.25781;2008.579
28.61583;40.62542;2107.015
28.61526;41.35141;2071.841
28.61448;41.16922;1976.049
28.61417;41.22875;1986.872
28.61292;41.30589;2012.137
28.61016;41.2812;2001.558
28.61005;41.25417;2007.017
28.60927;41.11485;2003.592
28.60672;41.0901;2010.796
28.60536;41.24036;1953.792
28.60505;41.22109;1966.345
28.60432;41.23021;2009.713
28.60391;41.33677;2002.877
28.6038;41.09995;2003.381
28.60349;41.07042;2004.931
28.60281;41.30182;2007.831
28.60276;41.33541;2010.492
28.60224;41.34885;2068.04
28.60156;41.19838;1985.272
28.60104;41.24078;1969.946
28.59995;41.30578;2003.469
28.59719;41.14828;2002.092
28.59547;41.29526;2011.705
28.59396;41.25687;2001.047
28.5938;41.10453;1999.45
28.59271;41.23021;1958.262
28.59245;41.06156;1997.086
28.59229;41.21109;1980.36
28.59125;41.23734;2001.51
28.58813;41.20172;1942.579
28.58771;40.59984;2104.812
28.58609;41.33427;2010.23
28.5851;41.03734;2013.237
28.58224;41.03229;2010.604
28.57573;41.07838;1999.372
28.5724;41.06984;2004.109
28.57187;41.31063;2011.611
28.57109;41.28094;2001.988
28.57057;41.25198;1971.742
28.56964;40.62109;1944.328
28.56943;41.30797;2010.135
28.56885;41.25161;2008.393
28.5687;41.06875;2002.632
28.56865;41.06755;2006.016
28.56854;41.18229;1995.142
28.56776;41.24802;2009.41
28.56661;41.22115;1978.986
28.56474;41.19219;1977.606
28.56412;40.60011;2130.804
28.56234;41.18787;1980.363
28.56219;41.35537;2041.789
28.55958;41.09745;1998.993
28.55958;41.2599;2009.645
28.55943;41.34542;2002.928
28.55807;41.3074;2012.788
28.5575;40.87755;1952.672
28.55422;41.17818;1979.843
28.55359;41.09422;1992.928
28.55333;41.13568;1974.029
28.55313;41.05416;2000.066
28.55234;41.1563;1994.815
28.55167;41.17703;1983.825
28.54698;41.19463;1978.392
28.54635;41.22729;2005.469
28.54583;41.18328;1937.412
28.54313;41.25776;1964.856
28.54302;41.11646;1995.485
28.54089;41.13984;1984.739
28.54062;41.29797;2005.391
28.53927;41.23771;2006.442
28.53906;41.32099;2045.909
28.53766;41.25078;2009.903
28.53745;41.31479;2006.122
28.53714;41.23365;2001.449
28.53687;41.18906;1964.655
28.53682;41.30484;2008.872
28.5362;41.25125;2018.077
28.53557;41.27724;1955.221
28.5337;41.31672;2003.056
28.53349;41.28885;2003.856
28.53276;41.36412;2065.151
28.53245;40.78979;1914.552
28.53219;41.30495;2009.233
28.53115;41.31594;2066.8
28.53078;41.04167;2016.097
28.53057;40.66307;1955.919
28.53;41.09734;2003.123
28.52854;41.08271;1997.47
28.52823;41.18287;1984.337
28.52797;41.02854;1989.738
28.52719;41.15792;1975.638
28.52641;41.28516;2012.421
28.52573;41.24057;1999.293
28.52531;41.21823;2002.182
28.52531;41.34125;2001.793
28.52484;41.23974;2009.101
28.52427;41.04693;2000.109
28.5237;41.03088;2014.179
28.52302;41.15443;1979.502
28.52266;41.30552;2005.331
28.52114;41.23557;2008.536
28.52109;41.02609;2009.972
28.52104;41.32099;2011.972
28.51911;41.24177;2007.049
28.51813;41.30375;2009.893
28.51635;41.19661;1980.31
28.5162;41.14651;2122.285
28.51516;41.28761;2003.443
28.51484;41.18792;1949.176
28.51297;41.01745;1992.534
28.51292;41.29839;2012.476
28.51281;41.25172;2018.293
28.51213;41.23177;1953.536
28.51135;41.1739;1986.345
28.50901;41.02745;1995.947
28.50849;41.04781;2002.396
28.50807;41.19276;2117.098
28.50776;41.25781;2019.295
28.50698;41.17073;1981.405
28.50656;41.27594;2036.973
28.50604;41.20505;1953.212
28.50537;41.10297;1998.089
28.50443;41.29349;2012.432
28.50339;41.29422;2004.558
28.50286;41.31375;2049.086
28.50229;41.07151;1996.758
28.50125;41.08849;1996.781
28.50042;41.24531;2010.007
28.50016;41.23724;1956.464
28.49984;41.28375;2004.804
28.49974;41.27604;2005.538
28.49943;41.14255;1999.107
28.49901;41.05761;2001.269
28.49724;41.14745;1995.81
28.49708;41.13005;1992.898
28.49552;41.30797;2006.526
28.49417;41.06724;2001.914
28.49339;41.3188;2003.589
28.49318;41.3612;2062.253
28.49266;41.28583;2005.306
28.49167;40.6851;1983.504
28.49094;41.06255;2002.625
28.49031;41.17125;1982.068
28.48958;41.0351;2002.052
28.4876;41.30682;2009.253
28.48724;41.22635;2113.166
28.48703;41.32198;2009.698
28.48578;41.06245;1996.525
28.48464;41.04667;1996.397
28.48354;41.0463;2002.569
28.48344;41.16901;1977.229
28.48224;41.24588;2021.451
28.48094;41.31511;2011.485
28.47854;40.65688;2100.61
28.47839;41.30016;2004.363
28.47734;41.16099;1981.232
28.47698;41.27432;2123.905
28.47677;41.32448;2046.641
28.47667;41.30453;2008.075
28.47563;41.01797;2011.032
28.47412;41.23234;2016.705
28.47333;41.28844;2007.388
28.47302;41.06839;1999.961
28.47292;41.30516;2004.434
28.47266;41.08599;1995.048
28.47224;41.31833;2067.517
28.47219;41.07208;1996.886
28.47115;41.29411;2008.799
28.4699;41.2862;2004.844
28.46849;41.31511;2005.449
28.46776;41.14844;1990.066
28.46589;41.2513;2014.878
28.46536;41.05781;2001.672
28.46427;41.32307;2042.391
28.46401;41.05229;2009.504
28.46156;41.24125;2013.091
28.46047;41.00792;1991.658
28.45995;41.29042;2011.05
28.45922;41.29063;2005.309
28.45875;41.2476;2013.373
28.45812;41.29615;2005.244
28.45802;41.00135;1994.848
28.45724;41.30427;2004.003
28.45594;41.23292;1924.287
28.45437;41.30437;2012.355
28.45391;41.30974;2004.125
28.4513;41.31411;2012.267
28.44917;40.2787;2059.896
28.44865;41.30578;2008.637
28.44693;41.04599;1955.803
28.44547;41.23589;2019.706
28.44479;41.09245;1998.04
28.44464;41.01516;2007.306
28.4437;41.16146;1985.18
28.44135;41.05885;1990.056
28.44026;41.05755;1991.272
28.43969;41.23172;2017.022
28.43906;41.20557;1982.945
28.43875;41.13552;1975.357
28.43839;41.02911;1994.522
28.43599;41.26917;2015.138
28.43417;40.55885;2060.76
28.43365;41.0962;1995.114
28.43307;41.30979;2045.724
28.43255;41.17875;1982.07
28.43182;40.5838;1986.014
28.42979;41.05188;2002.127
28.42912;41.01146;2013.498
28.4288;41.02547;2012.873
28.42849;41.3225;2012.294
28.42724;41.02328;2015.435
28.42714;41.14682;1981.908
28.42609;41.02505;1996.841
28.42609;41.30037;2012.793
28.42552;40.9987;2006.102
28.42537;41.24219;2015.771
28.42536;41.23151;2019.064
28.42307;41.30292;2012.009
28.42276;41.28786;2010.945
28.42213;41.03167;2012.028
28.41964;41.02823;1961.595
28.41719;41.27198;2006.276
28.41609;41.12276;1997.674
28.41505;41.32349;2005.096
28.41438;41.29844;2005.382
28.41364;40.99917;1999.356
28.41302;41.05573;1996.97
28.41286;41.12906;1995.871
28.41208;41.27766;2012.286
28.41068;41.01979;1996.66
28.40849;41.22766;1977.71
28.40594;41.28891;2012.624
28.40422;41.24583;2015.863
28.40323;41.06792;1994.557
28.40302;41.28047;2009.509
28.40286;41.25;2012.358
28.40234;41.04245;1989.755
28.40203;40.63995;2086.797
28.40151;41.24635;2014.39
28.39938;41.20385;1977.123
28.39891;41.035;1992.814
28.3988;41.03463;1998.015
