K5PC5CH.OP;K5PC6CH.OP;K5T10_2.PV;K5T5_1.PV;K5T18_1.PV;K5T8_6.PV;K5T12.PV
56.52734;67.81922;108.1161;623.3578;254.3604;172.2169;176.9692
56.44302;67.81709;108.1646;624.2281;254.0094;172.2139;176.881
51.62807;63.26015;107.8693;609.2422;248.4221;172.2134;175.9321
56.51948;67.80677;108.26;623.9453;254.3829;172.2122;176.9867
56.48479;67.78875;108.092;622.9219;254.371;172.2105;176.9151
56.46604;67.81615;108.174;623.1495;254.4235;172.2081;177.0425
56.52964;67.80266;108.1105;622.5016;254.2515;172.2051;176.9065
56.41146;67.81359;108.0626;623.8885;254.4448;172.2043;177.0505
56.43542;67.8026;108.0546;623.7391;254.5094;172.1853;177.0148
56.51349;67.81443;107.9935;625.1828;254.5844;172.1779;176.9074
56.56354;67.81167;108.0547;627.0802;254.5983;172.1667;176.9913
56.53432;67.8013;108.0502;626.7224;254.5923;172.1576;176.9818
56.59187;67.83802;108.0574;626.7495;254.5213;172.1509;177.0639
56.58906;67.84161;108.1241;626.4167;254.3121;172.1475;176.932
56.56651;67.81828;108.1939;622.9604;253.9885;172.1448;176.8167
56.2924;67.79912;108.2594;622.2302;253.9337;172.142;176.6321
56.60927;67.81219;108.1031;627.3375;254.4258;172.1399;176.956
50.73484;62.41677;107.8394;611.0146;248.3279;172.13;175.697
56.50964;67.79583;108.255;624.6334;253.8592;172.129;176.6664
56.52396;67.82307;108.1745;622.9875;253.8752;172.1163;176.695
56.49771;67.81;108.1347;622.8417;254.041;172.1101;176.7164
56.3937;67.79833;108.0564;622.3651;254.1167;172.1068;176.727
56.41198;67.79641;108.1674;623.0839;254.005;172.1054;176.6637
56.38432;67.80089;108.0224;623.6036;254.3098;172.0878;176.7863
56.5338;67.80448;108.0072;622.3661;254.4558;172.062;176.877
50.57401;62.34458;107.7475;608.986;247.8992;172.0602;175.4974
56.4238;67.7975;107.959;621.3937;254.7256;172.0527;176.7073
56.27489;67.79302;108.044;621.6698;254.714;172.0492;176.7644
56.49656;67.7937;107.9307;620.7015;254.7262;172.0485;176.6277
56.44021;67.79516;107.8857;623.712;254.4765;172.0384;176.5556
56.52151;67.78578;107.9028;623.5594;254.3925;172.0282;176.5442
56.31036;67.79369;107.8844;620.6531;254.5931;172.0273;176.6235
56.39505;67.79422;107.9061;623.7292;253.8729;172.0261;176.535
56.5064;67.79224;107.8352;623.1266;253.874;172.026;176.4306
56.69255;67.80698;107.8238;625.5974;253.975;172.0247;176.4416
56.65359;67.78167;107.8959;623.1505;253.9127;172.0196;176.5229
56.31662;67.76688;107.8457;623.8068;253.9892;172.0191;176.5334
56.38656;67.76896;108.0824;625.3021;254.1138;172.0165;176.5722
56.52047;67.79745;107.8589;626.0927;254.2587;172.0164;176.5359
56.27687;67.76703;107.9697;624.7406;254.0883;172.0148;176.5118
56.37599;67.77812;108.1494;624.014;254.2113;172.0094;176.5915
56.60307;67.78995;108.1787;623.0745;254.19;172.0026;176.6816
56.54515;67.78864;108.055;626.5641;254.3021;171.9946;176.4794
56.27536;67.77782;108.162;622.7864;254.3225;171.9866;176.5938
50.67849;62.35099;107.6036;606.5349;247.6619;171.9799;175.3087
56.53635;67.78323;108.0483;623.3906;254.3725;171.9784;176.5423
56.45531;67.7776;108.0441;624.7062;254.389;171.9748;176.5221
56.53849;67.77974;108.0676;624.014;254.3954;171.9733;176.4797
56.37823;67.7587;108.0723;624.8713;254.509;171.9545;176.7003
56.40172;67.77771;108.0161;622.9703;254.549;171.9342;176.6683
56.53349;67.77808;107.9336;623.8078;254.5683;171.9242;176.6913
56.56615;67.79594;107.9714;624.5062;254.4267;171.9052;176.5435
56.40292;67.80682;107.9305;625.1953;254.5054;171.9036;176.552
56.41484;67.7687;107.9944;624.5667;254.52;171.892;176.4449
56.6237;67.79245;107.8485;625.7813;254.5721;171.8916;176.5698
56.61031;67.78995;107.6982;623.2557;254.1906;171.8876;176.6241
56.64161;67.77032;107.7671;624.9589;254.4679;171.8871;176.6222
56.57375;67.76604;107.6854;623.2854;253.8902;171.8823;176.3772
56.3201;67.73422;108.1001;619.9833;253.3694;171.8794;176.5093
56.45078;67.74083;108.0916;623.826;253.9496;171.8753;176.732
56.44333;67.75667;108.0665;623.675;253.8363;171.8751;176.7165
56.38724;67.75562;107.609;622.0911;254.1331;171.8746;176.512
56.26313;67.75979;108.0329;623.0333;253.6662;171.8714;176.6145
56.35156;67.76146;107.7061;624.8641;253.9019;171.871;176.4293
56.2013;67.7299;107.8883;623.1594;253.9083;171.8672;176.6851
56.50281;67.76214;107.7082;623.7406;253.8025;171.867;176.4134
56.36224;67.74271;107.5987;623.1047;254.1206;171.8669;176.4784
56.35552;67.76844;107.6603;624.6917;253.8808;171.8667;176.5015
50.59568;62.35963;107.389;608.1708;247.5887;171.8657;175.1125
56.55959;67.76765;107.6778;623.9729;253.8419;171.8641;176.4232
56.52089;67.76521;107.8334;621.6042;253.7535;171.8635;176.5505
56.35417;67.74766;108.1109;622.9469;253.9975;171.8635;176.8507
56.44057;67.7711;107.9518;622.0687;253.6481;171.8631;176.6475
56.30938;67.7476;107.7944;623.8021;253.8219;171.861;176.3432
56.31385;67.76339;107.821;622.5333;253.9588;171.8608;176.7191
56.38922;67.74073;108.0579;622.9542;253.5331;171.8597;176.4318
56.36864;67.75739;107.7372;622.6547;253.7619;171.8583;176.4553
56.5113;67.78047;107.9751;622.9021;254.1394;171.8575;176.8832
56.29875;67.7664;107.8173;623.4052;254.1617;171.8486;176.6249
56.18542;67.73933;107.9216;622.4172;253.7256;171.8456;176.5043
56.49083;67.74245;107.9232;623.862;254.3594;171.8421;176.8745
56.36656;67.75703;107.8102;624.1068;254.4085;171.8372;176.7193
56.34917;67.7486;107.9252;623.9719;254.3292;171.8332;176.8569
56.47823;67.76151;107.7792;622.3458;254.475;171.8325;176.6461
56.37734;67.73599;107.7795;623.7198;254.5437;171.8315;176.6263
56.44761;67.75661;107.8562;626.2875;254.4885;171.8239;176.6279
56.59443;67.7612;107.8809;622.0031;253.9594;171.8212;176.5405
56.5412;67.77266;107.8614;623.2734;254.256;171.8185;176.568
56.44224;67.76614;107.9558;625.6287;254.4177;171.8139;176.8486
56.58458;67.76708;108.0115;625.9609;254.3477;171.8016;176.7711
56.33464;67.765;108.0685;624.8094;254.4079;171.7892;176.7639
56.31839;67.76037;108.0225;625.8073;254.5423;171.7806;176.7304
50.62802;62.38172;107.2674;606.751;247.5269;171.7579;175.0456
56.51234;67.75203;107.8696;624.5354;254.4871;171.7499;176.6764
56.54698;67.77177;107.7764;622.9396;254.2842;171.7332;176.7608
56.48109;67.74073;107.7589;623.2422;254.321;171.73;176.809
56.49682;67.73438;107.7517;625.6323;254.4662;171.7231;176.635
56.46448;67.72942;107.7834;625.6115;254.4627;171.7183;176.6499
56.41521;67.74552;107.7433;624.2859;254.4042;171.7178;176.7213
56.42719;67.73646;107.7265;624.7401;254.4475;171.7041;176.634
56.26062;67.69885;107.6661;621.5568;253.9773;171.7031;176.5786
56.51011;67.73156;107.6492;623.6339;253.869;171.7025;176.541
56.3362;67.72292;107.6742;624.6203;253.9348;171.6997;176.6796
56.27057;67.73161;107.7131;623.4505;254.4417;171.6943;176.6354
56.36255;67.7225;107.5521;622.8682;254.0298;171.6913;176.5084
56.23859;67.71193;107.756;622.0417;254.1904;171.6893;176.7068
56.30797;67.72938;107.7155;621.5286;253.979;171.6878;176.7143
56.28948;67.72516;107.5243;623.5297;254.1408;171.6857;176.4652
56.32203;67.71125;107.6529;624.2885;254.4113;171.6834;176.5074
56.3424;67.70557;107.8463;624.013;254.3725;171.6766;176.7059
56.53912;67.71464;107.609;625.5818;254.23;171.6758;176.4524
56.25463;67.71021;107.87;625.1312;254.6748;171.6525;176.7478
50.62557;62.35005;107.1705;608.9797;247.5165;171.6402;174.9021
56.3726;67.72276;107.8809;624.3391;254.7952;171.6397;176.7343
56.34489;67.71453;107.8392;624.1932;255.1185;171.6219;176.7781
56.49437;67.73682;107.822;624.263;255.0385;171.6001;176.6607
56.36599;67.69458;107.7142;624.6927;254.6919;171.5895;176.4926
56.50677;67.73766;107.7464;623.2292;254.831;171.5872;176.5968
56.49672;67.70896;107.7627;623.3859;254.5877;171.5685;176.5471
56.25693;67.68229;107.8011;625.7349;254.59;171.5663;176.4582
56.41245;67.70099;107.8414;624.2948;254.4581;171.5439;176.3735
56.38911;67.71052;107.8136;623.7411;254.2446;171.5369;176.3852
56.4363;67.72761;107.5694;624.3083;254.1815;171.5316;176.3387
56.29099;67.7299;107.747;625.3708;254.1575;171.5287;176.3509
50.61349;62.34016;107.0753;607.6943;247.4127;171.5231;174.7836
56.24458;67.69511;107.5095;625.0641;254.1435;171.5161;176.489
56.35948;67.70781;107.5395;624.9833;254.154;171.5127;176.4305
56.44078;67.69135;107.5785;625.8489;254.219;171.5085;176.3862
56.43495;67.70807;107.6651;623.2651;254.1904;171.4907;176.3721
56.39182;67.72;107.71;624.4375;254.3492;171.4714;176.5519
56.33318;67.6976;107.7425;625.5854;254.4294;171.4577;176.6763
56.37979;67.21938;105.7446;625.1;253.4127;171.4464;176.2806
56.42406;67.69865;107.8207;625.9578;254.5177;171.4329;176.587
56.44584;67.22734;105.6513;624.6724;253.0546;171.4321;175.9763
56.48104;67.21276;105.871;627.2922;254.1408;171.4318;176.5298
56.47583;67.22938;105.9915;627.1406;255.0629;171.4261;176.6347
50.57797;62.31594;106.9689;607.5646;247.2792;171.4258;174.5579
56.37672;67.69646;107.9084;624.9354;254.6223;171.4172;176.6212
56.30656;67.21344;105.5272;625.3307;252.8938;171.4167;175.7758
56.44255;67.24532;106.0486;627.9459;255.7615;171.4085;176.6855
56.47302;67.69807;108.0182;626.389;254.6704;171.403;176.5663
56.29662;67.21573;105.3976;624.963;252.8323;171.3877;175.6803
56.44011;67.67656;108.0972;626.0787;254.7394;171.3765;176.5198
56.49469;67.20156;106.0391;628.4229;256.0233;171.3668;176.6965
56.46042;67.22859;105.3737;624.9099;253.5208;171.3531;175.5673
56.51849;67.21729;105.9933;630.5406;256.0979;171.3454;176.6429
56.42823;67.67042;108.1021;626.3734;254.624;171.3386;176.4878
56.71667;67.25203;105.9831;632.7547;255.7394;171.329;176.5115
50.61625;62.34661;106.8954;607.501;247.1177;171.3192;174.4372
56.48604;67.71552;108.0548;626.8349;254.6104;171.3062;176.4782
56.55214;67.13755;105.4095;626.637;254.3473;171.3054;175.5627
56.68417;67.2451;105.9426;631.6703;255.4215;171.283;176.4456
55.7576;66.97662;106.0351;623.6151;254.06;171.2735;176.0038
55.90531;67.02901;106.1148;624.9609;254.3412;171.2709;176.1834
56.62771;67.70745;108.0782;625.9828;254.5923;171.2684;176.43
56.00323;67.0263;106.0944;626.7646;254.5542;171.2629;176.2851
56.13302;66.85833;105.4743;627.5729;254.9327;171.2609;175.7033
56.65698;67.25219;106.0016;636.1406;255.5;171.2546;176.4312
55.74635;66.99297;106.2151;625.0385;254.866;171.2443;176.377
57.06078;67.63776;105.1934;630.9562;255.5967;171.2437;176.0741
57.06562;67.70104;105.263;630.6791;255.7171;171.2403;176.1766
55.82203;66.97583;105.8759;619.8386;253.6354;171.2391;175.8992
55.48906;66.49412;108.9293;625.4005;250.9969;171.2382;176.1285
55.51609;66.46609;108.8989;624.587;250.9015;171.2365;176.035
57.07302;67.65614;105.1275;631.8151;255.4925;171.2359;176.0668
55.33755;66.43984;108.8735;623.2974;250.9342;171.2358;176.0854
55.78458;66.56453;105.549;627.5021;255.125;171.2355;175.8252
56.42906;67.70058;108.1341;624.0156;254.716;171.2316;176.399
57.19026;67.65907;105.068;632.9036;255.594;171.2291;175.9514
56.89448;67.24792;105.992;634.5516;255.4569;171.2267;176.3317
55.63448;66.48933;108.9934;625.8812;250.7998;171.2267;176.0842
56.12734;67.19443;106.1889;627.8875;255.4015;171.226;176.3918
57.23667;67.75026;105.3575;633.1458;255.9435;171.2226;176.2259
55.54047;66.47859;108.9504;624.5604;250.7235;171.2223;176.0089
57.09229;67.70583;105.319;632.2766;255.846;171.2191;176.2574
57.03349;67.67078;105.0661;630.3411;255.7004;171.219;175.87
55.72313;66.46948;108.9833;625.8906;250.8233;171.2169;176.1526
57.11672;67.69568;105.4071;632.6307;256.0992;171.2154;176.2581
56.36;67.2912;106.1927;628.1213;255.4115;171.2154;176.4066
55.50167;66.45557;108.9497;624.2656;251.0358;171.2129;176.1301
55.28844;66.31136;105.6943;620.5187;253.4331;171.211;175.7906
55.39396;66.32088;105.6373;625.2052;254.7863;171.2049;176.0283
55.79703;66.45724;108.9699;622.8953;251.2252;171.2039;176.0865
56.39838;67.67969;108.1068;625;254.9417;171.192;176.4263
57.0387;67.69771;105.1235;630.0031;255.6015;171.1915;175.8523
55.43636;66.35234;105.6265;622.9156;254.2048;171.1911;176.1143
55.21922;66.35932;108.9652;622.5229;250.4235;171.1877;175.8925
57.55604;68.08646;105.8573;633.5667;255.4754;171.1846;176.2894
56.22896;67.3139;106.2222;627.55;255.3908;171.1839;176.3556
55.51474;66.46906;108.9921;622.0292;251.3033;171.1832;176.1729
57.04187;67.71068;105.0661;631.0646;255.7994;171.1827;175.8006
54.87766;66.0625;105.702;620.2703;253.3623;171.1817;175.7878
55.30047;66.32964;108.9347;620.4047;250.4142;171.1773;175.7772
55.68943;66.37448;109.1239;625.1229;251.006;171.1739;176.0373
56.33698;67.33318;106.2439;629.2938;255.5833;171.1719;176.321
55.49729;66.35213;108.9897;623.9073;250.7814;171.1687;175.9994
55.49599;66.36729;109.009;624.1448;250.5692;171.1687;175.9148
56.9789;67.72369;105.4678;630.6682;256.2679;171.1685;176.3237
55.41026;66.37756;109.0299;624.8672;250.9544;171.1684;175.9778
55.24635;66.3038;105.4855;620.8021;253.4123;171.1666;175.9621
50.73359;62.34094;106.8933;606.4916;246.9577;171.1649;174.3653
55.65818;66.38167;109.2372;624.4031;251.1565;171.1606;175.9895
55.12365;66.365;109.3066;624.6599;251.1035;171.1569;176.1874
56.28568;67.2875;106.3063;629.5333;255.7625;171.1567;176.3576
55.64526;66.44662;109.0047;620.8297;251.4215;171.1551;176.1126
57.51568;68.11614;105.8577;633.0833;255.4496;171.1546;176.3207
55.34698;66.33172;105.4519;618.6406;252.7902;171.1536;175.7473
57.0388;67.70338;105.1383;629.7687;255.9735;171.1525;175.8902
56.97521;67.73489;105.5933;631.424;256.2883;171.1509;176.3554
56.37963;67.30266;106.4795;628.9927;255.8106;171.1483;176.3735
55.49792;66.30865;108.8701;620.5485;250.4404;171.1482;175.6815
55.52141;66.39792;109.0519;624.551;250.7012;171.1467;175.9904
54.59073;65.59026;105.6678;621.8141;253.5327;171.1466;175.6637
55.625;66.40463;109.0611;622.5146;250.7467;171.1415;175.9569
55.33167;66.3975;109.3632;626.2208;251.056;171.1405;176.1657
57.23396;67.68495;105.08;629.3234;256.0794;171.1403;175.8516
56.47177;67.69334;108.0184;626.7584;254.9606;171.1399;176.4632
55.49005;66.33953;108.8043;622.8448;250.5904;171.1382;175.5973
55.54688;66.47;108.9797;623.149;251.52;171.1367;175.9996
55.46958;66.35114;105.3658;620.7917;252.474;171.1355;175.5867
57.0563;67.71172;105.5752;629.1974;256.3658;171.1349;176.3223
55.79708;66.39313;108.9678;622.6521;250.6263;171.1321;175.9824
57.14422;67.66682;105.0805;631.6281;256.096;171.1315;175.9654
55.77422;66.38078;108.9097;623.9104;250.6588;171.1304;175.8653
55.43932;66.40729;109.0117;622.9714;250.7317;171.1298;175.9756
55.73938;66.46047;108.9443;621.4604;251.3998;171.1292;176.0295
57.04713;67.69255;105.0664;632.001;256.1083;171.1285;176.0202
55.24505;66.39505;109.4568;625.7771;251.1019;171.1278;176.1888
56.37932;67.29229;106.4982;629.5745;255.9021;171.1269;176.283
57.4949;68.13239;105.8218;634.3542;255.3958;171.1264;176.2681
55.68193;66.39901;109.1604;624.8339;250.9229;171.1248;175.9931
55.56292;66.41032;109.1244;623.3807;250.8142;171.1246;176.0384
55.4663;66.37589;109.5743;624.7708;251.1431;171.1246;176.0629
55.16354;66.37177;108.8029;623.2172;250.7637;171.1246;175.5271
55.80297;66.40208;109.1274;622.1198;250.7073;171.1228;175.9322
56.90792;67.69334;105.0424;630.3187;256.0623;171.1212;175.9782
53.67005;64.73396;105.6124;618.8088;253.186;171.1196;175.6405
55.56953;66.39619;109.1571;623.513;250.7821;171.1189;175.9824
56.95026;67.68557;105.1064;629.4833;255.8819;171.1168;175.913
55.54401;66.48427;108.9741;623.4739;251.3338;171.1167;176.0401
55.64974;66.42552;109.0217;622.4401;250.6521;171.116;175.7307
55.63307;66.38536;109.0176;623.2901;250.745;171.1158;175.8338
55.38562;66.38427;109.0583;621.5349;250.6512;171.1158;175.8881
57.51542;68.12859;105.8501;633.8979;255.4292;171.1147;176.2563
55.4164;66.42146;109.1446;623.813;250.7652;171.1147;175.9256
55.58505;66.37062;109.272;622.7146;250.7752;171.1136;175.8087
55.7249;66.37432;109.1423;624.4708;250.8033;171.1135;175.838
56.83771;67.72688;106.3277;631.3912;256.0429;171.1096;176.228
55.5299;66.45922;108.9565;622.1172;251.2725;171.1096;175.9049
56.94969;67.69791;105.5568;630.0578;256.5502;171.1091;176.3619
55.57755;66.3951;109.1805;623.6229;250.6319;171.1091;175.8523
56.50875;67.69891;107.9576;626.6594;254.8946;171.1075;176.3602
55.40536;66.40765;109.1335;621.9068;250.5483;171.1074;175.9913
55.79109;66.37474;109.0564;623.0104;250.7781;171.107;175.937
55.52964;66.41911;109.2959;624.6959;250.9806;171.1059;175.7789
55.49177;66.3888;109.1963;623.1917;250.5998;171.1058;175.9803
55.46443;66.3951;109.1383;623.1901;251.0617;171.1037;175.9424
55.58042;66.40625;109.0299;623.0844;250.9238;171.1032;175.7853
57.00099;67.72094;105.0392;631.0156;256.0758;171.1028;175.9428
55.52375;66.4575;108.9942;621.0979;251.1908;171.1024;175.8561
55.34167;66.36896;108.9218;623.8588;250.8994;171.1022;175.6194
56.98219;67.71422;105.055;630.588;255.969;171.102;175.9224
55.43495;66.43156;109.1396;621.7177;250.6727;171.1019;175.9904
55.59005;66.39417;109.2001;623.6937;250.6285;171.1015;175.8744
55.52245;66.39354;109.1051;623.125;250.7346;171.1012;175.9085
55.67719;66.40833;109.2228;623.5724;250.7342;171.1004;175.8631
55.3913;66.38333;109.213;625.639;251.0367;171.1003;175.7703
55.33974;66.37599;109.1332;624.2172;251.211;171.0997;175.8244
55.46542;66.4151;109.0682;626.4531;250.6477;171.0991;175.949
55.70026;66.3938;109.2404;624.5422;251.1604;171.0988;175.74
55.20969;66.32281;109.5564;626.9604;251.0702;171.0984;176.1352
55.50672;66.46484;109.0309;620.9344;251.1356;171.098;175.8808
55.93177;66.42359;109.203;624.5667;251.3204;171.0979;175.8004
57.13844;67.70036;105.1747;630.4901;256.1994;171.0973;176.0204
55.52;66.42411;109.186;624.9714;250.6785;171.0971;175.8463
56.87708;67.87213;106.0899;630.3771;255.8735;171.0951;176.101
55.6912;66.40938;109.2284;623.7755;250.5317;171.095;175.9071
57.06786;67.6612;105.118;628.3594;256.0821;171.0943;176.0396
55.38515;66.42667;108.9917;621.3307;250.8454;171.0939;175.8532
55.44224;66.44677;109.0788;622.8141;250.6973;171.0938;175.8898
55.6;66.42146;109.1516;624.5047;250.6487;171.0928;175.9216
55.51286;66.38042;109.1699;624.4646;251.1794;171.0927;176.0243
55.42422;66.36052;108.9045;626.0495;251.0065;171.0923;175.6919
55.64099;66.40818;109.065;623.2927;250.6554;171.0921;175.9777
55.49688;66.3362;105.2168;620.1516;252.5369;171.092;175.4654
56.79641;67.8263;105.9126;629.4432;255.7515;171.0918;176.0755
57.08891;67.66552;105.267;628.9016;255.6877;171.0911;175.9123
55.53005;66.40208;108.9447;625.1943;250.7192;171.0889;175.8743
57.47073;68.11583;105.825;631.0901;255.3533;171.0885;176.268
55.65615;66.36614;109.1817;624.9432;251.0833;171.0882;176.0623
55.27146;66.42328;108.9508;622.8287;250.794;171.0881;175.8592
55.50964;66.4525;108.9965;623.0646;251.1852;171.0878;175.8805
55.46917;66.42151;109.1958;624.0719;251.0023;171.0873;175.9465
55.46401;66.41146;109.0625;623.2495;250.5625;171.087;175.9379
55.53125;66.41151;108.9957;623.9469;250.7967;171.0862;175.9623
55.54521;66.38261;108.9861;623.0089;250.8852;171.0857;175.7565
57.13255;67.64896;105.214;628.7537;256.0844;171.0856;176.0583
52.84484;63.93755;105.5338;615.7297;252.38;171.0852;175.6183
55.55198;66.39031;109.4522;625.5849;251.0542;171.0838;176.2035
55.48115;66.41255;109.0978;623.0646;250.9019;171.0835;175.7754
55.43292;66.42552;108.9453;623.5979;250.7744;171.0835;175.9239
57.08839;67.69828;105.2092;629.2672;256.2781;171.0834;176.0359
55.6375;66.40948;109.1921;625.3182;250.6344;171.083;175.9023
55.39682;66.425;109.1925;623.7818;250.6029;171.0827;175.9137
55.60386;66.40995;108.9691;621.1896;251.0229;171.0818;175.9545
55.55995;66.40911;109.0338;623.2714;250.5579;171.0811;175.8599
55.71011;66.43958;109.0555;624.0932;250.7302;171.0806;175.9639
55.61021;66.41318;108.8594;621.7953;250.7306;171.0805;175.8927
55.55969;66.39417;109.0148;622.9537;250.9142;171.0805;175.9925
55.755;66.40797;108.923;623.075;250.3779;171.0797;175.7759
55.51963;66.36068;108.9381;625.5709;251.1392;171.0797;175.8356
57.0238;67.70182;105.0496;631.924;256.0754;171.0796;176.0416
57.08807;67.73943;105.531;633.1995;256.51;171.0788;176.2344
57.11693;67.67213;105.2714;629.7985;255.9965;171.0776;175.9835
55.26578;66.33292;109.0303;623.6896;251.2531;171.0771;175.9107
55.5913;66.38255;109.0775;623.9505;250.8285;171.0768;175.7314
55.50865;66.41239;108.8919;623.264;251.0052;171.076;176.0468
55.50693;66.38099;108.8555;624.7083;251.0983;171.0755;175.7764
57.00828;67.69833;105.1534;630.1641;255.3171;171.0747;175.8822
56.84609;67.84849;105.8452;630.5177;255.5802;171.0742;176.1317
55.37135;66.37714;108.901;621.7037;250.2746;171.0739;175.7106
55.5825;66.41698;108.9625;622.6776;250.8198;171.0729;175.9555
55.51891;66.4087;109.139;623.9515;251.2048;171.0728;176.0155
57.06083;67.63203;105.2725;629.2828;255.3892;171.072;175.9421
55.44896;66.36026;109.082;623.5458;250.9565;171.0718;175.8959
55.58151;66.47385;109.0155;625.051;251.0477;171.0712;175.9121
55.57031;66.39265;108.903;623.5198;250.656;171.0699;175.7495
57.13844;67.66453;105.2194;629.1271;256.316;171.0694;176.0532
55.62693;66.39787;109.2107;623.7453;251.0725;171.0688;176.0672
55.56229;66.39313;108.9822;624.2292;250.9904;171.0687;175.8811
55.20687;66.36739;109.0807;622.8682;251.1013;171.0682;175.9265
55.4737;66.42177;109.0684;624.2026;251.2708;171.0658;175.9617
55.5175;66.35042;109.428;623.4724;251.2;171.0654;176.1757
55.4387;66.42234;109.047;623.1828;251.3406;171.0652;176.0353
55.4588;66.46052;109.1039;625.2328;250.9835;171.0647;176.0259
56.55198;67.69203;107.874;627.2432;254.8906;171.0645;176.3459
55.6163;66.38229;108.9339;623.6932;250.5939;171.0644;175.7543
55.59464;66.49818;109.0905;624.4412;251.1623;171.0642;175.8966
55.15349;66.37292;109.0542;621.0906;251.3408;171.064;175.9325
55.59557;66.43271;109.1315;623.5687;250.9762;171.0629;176.0201
55.7599;66.40599;108.8407;622.525;250.2188;171.0626;175.843
55.5901;66.37573;109.4287;625.487;251.206;171.0626;176.1721
57.48505;68.14011;105.816;632.1099;255.4008;171.0612;176.2056
55.57125;66.48058;109.123;624.6115;251.0762;171.0579;176.012
57.13365;67.6837;105.1464;632.7047;255.4483;171.0577;175.8332
55.40526;66.34213;109.0498;622.4391;251.2017;171.0573;175.9367
56.86666;67.82708;105.7095;630.1735;255.5673;171.0558;176.0887
57.10328;67.66776;105.1059;634.4537;255.6058;171.0549;175.8066
56.80484;67.81469;105.6796;629.7542;255.6033;171.0514;176.0624
55.61625;66.39162;108.986;622.0687;250.2937;171.0507;175.775
55.39;66.39339;109.0703;624.8792;250.991;171.0506;175.8832
55.40635;66.435;109.0054;624.176;251.3015;171.0503;175.9525
56.83844;67.8012;105.5894;631.6791;255.7404;171.0496;176.1734
50.51833;62.33974;106.8512;607.8729;246.7723;171.0492;174.2635
55.43636;66.40797;108.9986;625.7073;250.9219;171.0484;175.7947
57.12979;67.7599;105.6061;630.6578;256.3875;171.0478;176.1814
56.82615;67.80557;105.6691;631.5698;255.7281;171.0477;176.1826
55.38245;66.38271;108.9824;624.6656;250.846;171.0476;175.7258
55.59104;66.32818;105.1094;621.2901;253.0115;171.046;175.4242
55.39995;66.41036;108.9945;622.5406;250.7038;171.0454;175.8699
55.1186;66.40135;109.394;623.4297;251.2148;171.0447;176.0876
52.47016;63.64734;105.5222;613.7229;251.2287;171.0443;175.4505
55.47458;66.38125;109.0062;623.6224;250.8062;171.042;175.7692
55.6326;66.37854;109.0132;622.649;250.7242;171.0417;175.9659
55.23104;66.40594;109.0051;621.0776;250.7208;171.0412;175.9001
56.56224;67.68672;107.7917;625.2584;254.6665;171.0408;176.3188
55.37073;66.4064;109.0088;621.8422;250.7385;171.0396;175.9214
55.69011;66.40323;108.9315;624.0594;251.1304;171.0387;175.9128
