K5PC5CH.OP;K5PC6CH.OP;K5T10_2.PV;K5T5_1.PV;K5T18_1.PV;K5T8_6.PV;K5T12.PV
51.07177;62.51068;105.498;613.687;246.4831;166.6982;171.8663
51.31969;62.7775;106.1646;611.8083;245.1523;166.6977;171.8945
51.04385;62.47328;105.4947;615.1088;246.2215;166.6974;171.8064
51.39011;62.7275;106.174;613.5709;244.9596;166.6965;171.7762
50.91661;62.43917;105.9075;615.5807;245.7575;166.6962;171.6021
51.28422;62.51557;105.8473;615.424;246.2448;166.6959;171.6057
51.02636;62.49146;105.6378;615.8245;246.3665;166.6953;171.7083
51.64078;62.69349;106.1236;614.9385;245.2023;166.6951;171.6429
51.67583;62.84412;106.4745;614.8323;245.48;166.6941;171.8324
51.05708;62.51052;105.4307;615.1578;246.3196;166.6936;171.8521
51.61255;62.74891;106.219;615.0349;244.8292;166.6924;171.5396
50.71516;62.50474;105.5908;616.2599;245.2369;166.6921;171.8804
51.70515;62.81323;106.4032;612.4089;245.5817;166.692;171.8486
51.02229;62.51073;105.5803;616.1412;246.366;166.692;171.7587
50.85698;62.4787;105.816;616.2271;246.1788;166.6916;171.6624
51.57271;62.82969;106.2916;613.4479;245.4167;166.6908;171.7792
51.57208;62.70703;106.2898;614.712;245.3369;166.6907;171.4955
51.38083;62.74187;106.1883;613.488;245.2102;166.6905;171.785
52.82802;63.50432;104.2351;627.3588;249.3038;166.69;172.5451
50.91276;62.45568;105.7552;616.0042;246.0602;166.6899;171.5988
51.58912;62.70187;106.0915;616.2104;245.401;166.6897;171.6776
51.47234;62.74177;106.0642;612.9625;244.7925;166.6897;171.5424
51.59636;62.8163;106.4956;612.1099;245.3712;166.6896;171.7582
51.0076;62.45604;105.8485;615.2099;245.89;166.6889;171.6084
51.44812;62.72562;106.2108;614.013;245.4531;166.6885;171.859
51.53797;62.81849;106.2984;614.2344;245.3298;166.6882;171.7542
51.61172;62.7551;106.2055;613.4;245.2706;166.688;171.8575
51.11292;62.5049;105.8575;615.9281;246.0983;166.6871;171.7246
51.57911;62.76151;106.1509;613.775;245.301;166.6869;171.7063
51.40896;62.77568;106.201;613.5485;245.356;166.6866;171.837
51.5564;62.74328;106.066;612.6417;245.0756;166.6855;171.7188
51.53109;62.73406;106.2029;613.1354;245.386;166.6855;171.893
50.81615;62.49406;105.7622;615.2021;246.2844;166.6855;171.696
51.66484;62.8287;106.329;614.7443;245.0269;166.6854;171.5309
51.51458;62.69333;106.2826;613.9974;245.3781;166.6851;171.7421
51.5626;62.75729;106.1505;612.587;245.1608;166.6842;171.8519
49.79125;61.53156;105.476;613.0787;245.8242;166.6827;171.6757
51.78;62.82073;106.3776;613.1516;245.154;166.6825;171.7251
50.87573;62.48484;105.7813;614.3146;246.1725;166.6821;171.6999
51.38896;62.75234;106.074;613.4114;244.8867;166.682;171.6964
51.6574;62.81771;106.4648;613.0797;245.5381;166.6805;171.7816
49.85854;61.54161;105.441;612.8323;245.9506;166.6803;171.6032
51.6876;62.79734;106.5253;613.5672;245.2538;166.6802;171.7024
51.63323;62.70948;106.2043;615.2229;245.3942;166.6802;171.6707
51.51396;62.80964;106.3401;614.0594;245.1669;166.6796;171.7677
51.73734;62.78542;106.5006;614.0953;245.2531;166.6794;171.8241
50.82813;62.41724;105.5047;615.2958;246.1379;166.6788;171.6989
51.6987;62.70068;106.1009;615.1771;245.6073;166.6785;171.7103
51.75698;62.83213;106.3664;613.2385;245.4306;166.6782;171.6466
50.09417;61.59261;105.5624;617.1948;246.264;166.6781;171.9998
51.65755;62.78677;106.3114;614.1735;245.1044;166.678;171.5083
51.42792;62.72604;106.1476;612.1791;245.0963;166.6775;171.9032
51.63036;62.81062;106.3312;615.1203;245.2281;166.6769;171.5303
51.12781;62.48068;105.716;614.0854;246.2108;166.6769;171.763
50.91734;62.50589;105.5245;616.0026;245.2;166.6768;171.7988
51.58172;62.75047;106.1439;615.3443;245.3129;166.6765;171.9101
51.57599;62.69609;106.0808;617.5;245.7952;166.676;171.7614
51.48833;62.76891;106.1779;614.449;245.3354;166.6758;171.7281
50.12234;61.54338;105.4548;614.7219;246.1175;166.6748;171.668
50.90813;62.49833;105.3885;614.9734;245.5725;166.6743;171.7933
40.58932;52.8326;103.6784;583.4219;230.7827;166.6742;168.3345
51.27901;62.725;106.184;615.0297;245.1942;166.6738;171.8079
51.58891;62.82234;106.4774;614.2182;245.2008;166.6731;171.6613
50.94901;62.46729;105.3666;615.7651;245.925;166.673;171.7652
51.49662;62.70073;106.2822;613.5615;245.4069;166.6721;171.7521
51.74833;62.8199;106.4362;614.6771;245.4092;166.6719;171.795
50.99984;62.50865;105.6289;614.6885;245.5006;166.6705;171.9769
50.83359;62.4462;105.5133;616.8823;246.4315;166.6704;171.768
51.1074;62.41797;105.4367;615.1318;245.9021;166.6696;171.6357
51.71844;62.79203;106.2942;615.8162;245.3383;166.6693;171.7133
51.44115;62.67646;106.0139;614.0255;245.265;166.669;171.4859
51.46521;62.66349;106.1276;613.6661;245.3698;166.6684;171.5603
51.80104;62.80386;106.3572;613.0135;245.1765;166.6683;171.5248
50.1074;61.85156;105.4901;614.9063;246.1806;166.6683;171.6657
51.66776;62.80964;106.3796;615.0229;245.2277;166.6682;171.6502
51.51812;62.71542;105.9331;612.3484;245.1788;166.6682;171.4017
51.65927;62.70146;106.068;614.5787;245.1833;166.6668;171.5769
51.69203;62.80656;106.5186;615.0162;245.2831;166.6646;171.7243
51.54958;62.7187;105.9805;614.0406;244.8631;166.6644;171.5873
50.68453;62.11964;105.6169;614.2307;246.2096;166.6635;171.7121
51.03479;62.48714;105.6281;614.4656;246.2388;166.6633;171.5528
50.93583;62.44021;105.3941;614.7719;245.8062;166.6631;171.5973
50.49969;62.1474;105.5545;616.9271;245.1581;166.6624;171.6632
51.5624;62.71235;105.972;616.3557;245.2554;166.6623;171.4477
51.68542;62.7024;105.8719;612.7786;245.1669;166.662;171.4217
51.08552;62.45562;105.6199;615.1224;246.2765;166.662;171.5582
51.61115;62.70979;106.1542;613.9938;245.9906;166.6605;171.6598
51.48094;62.80156;106.3261;616.1953;245.0829;166.6603;171.8123
51.49766;62.71375;106.0715;615.8635;244.9665;166.6598;171.5351
51.76677;62.75349;106.1001;614.513;245.6023;166.6597;171.9458
51.0812;62.43917;105.5724;617.3229;246.5979;166.6585;171.8355
51.53307;62.74588;106.1499;614.2594;245.4969;166.6579;171.8707
51.69745;62.80641;106.4127;614.3615;245.0246;166.6576;171.7282
50.50307;62.14068;105.5918;615.5776;246.0333;166.6576;171.7536
50.70338;62.13115;105.5509;616.3776;245.495;166.6575;171.657
51.83333;62.78198;106.5156;613.2896;245.1167;166.6569;171.7893
51.29208;62.4451;105.5002;615.525;246.5923;166.6561;171.7598
51.03995;62.48542;105.6381;616.5084;245.2069;166.6554;171.5724
50.02552;61.54922;105.527;616.1344;246.2744;166.6552;171.8947
51.57901;62.71495;106.0873;614.8427;245.7879;166.655;171.699
51.5;62.72448;105.8765;613.775;245.2113;166.6539;171.4209
51.44839;62.74094;106.2655;613.6896;244.595;166.6534;171.678
51.37292;62.70609;106.2073;615.0839;245.5427;166.6524;171.76
51.17344;62.4512;105.4878;614.0162;246.3885;166.6519;171.5365
50.68656;62.41042;105.3392;615.0089;245.6588;166.6512;171.5104
51.54365;62.77662;106.3279;614.6953;245.3731;166.6501;171.6057
51.5013;62.70323;106.1043;614.9547;245.8023;166.65;171.5569
51.82208;62.83662;106.3708;615.649;245.0275;166.6492;171.7695
51.48328;62.84005;106.3736;614.2005;245.2337;166.6488;171.7658
50.8801;62.45219;105.6099;614.4542;246.6058;166.6487;171.7615
51.65266;62.82214;106.5338;615.049;245.2296;166.6482;171.6122
51.6674;62.77489;106.4069;615.2432;245.3163;166.648;171.6905
51.91188;62.79745;106.5086;613.0151;245.3165;166.6478;171.6904
51.56364;62.70198;106.0161;612.0745;245.0344;166.6467;171.5749
51.18813;62.41265;105.4049;615.9932;246.3623;166.6466;171.5676
51.67969;62.85083;106.4284;613.0057;245.0873;166.6461;171.8076
51.52328;62.68813;106.0334;615.4995;245.3438;166.6461;171.5145
50.96073;62.4475;105.2584;615.6125;245.4037;166.6458;171.4519
51.46938;62.76511;106.242;615.0401;244.6792;166.6455;171.6131
51.56984;62.74963;106.1089;613.9599;245.4767;166.6451;171.774
50.10011;61.53401;105.6242;615.5271;246.2898;166.6443;171.8731
51.6825;62.80156;106.5468;614.3688;245.0465;166.6441;171.6457
51.59333;62.71771;105.9812;615.8276;245.5306;166.6432;171.5216
51.59323;62.71646;105.8633;615.8104;245.1694;166.6416;171.432
51.5401;62.7575;106.0859;613.2177;245.5663;166.6414;171.8799
51.09448;62.44172;105.5475;616.8885;246.5715;166.6408;171.7569
51.15578;62.40458;105.3117;615.9828;246.3977;166.6404;171.5981
50.87458;62.49937;105.6751;614.0812;246.1163;166.64;172.0793
51.6775;62.7913;106.4167;614.3495;244.9167;166.6396;171.6428
50.9113;62.48792;105.6808;615.6781;245.6898;166.6392;171.4609
51.69505;62.87479;106.2969;616.6208;245.3408;166.6389;171.7574
51.45318;62.72115;106.0853;612.9255;244.934;166.6386;171.5526
51.76896;62.8587;106.2592;616.726;245.4;166.6385;171.718
51.72604;62.84563;106.1302;613.6094;245.1877;166.6383;171.7137
51.50552;62.68828;106.1773;614.7729;245.7102;166.6379;171.7805
51.51031;62.70297;106.0417;616.8922;245.6346;166.6349;171.5154
51.66099;62.75026;106.1728;612.8432;244.8392;166.6344;171.4869
50.00417;61.55437;105.6414;615.5307;246.1233;166.6342;171.8859
51.62068;62.72859;105.9965;614.899;245.5115;166.634;171.4619
51.88521;62.81349;106.1531;617.15;245.3148;166.6337;171.6929
51.66828;62.71714;105.9736;617.0302;245.2506;166.6337;171.653
51.30922;62.74646;106.2392;613.1995;244.6606;166.6335;171.579
51.57661;62.69802;106.2537;613.8708;245.634;166.6329;171.7383
49.98271;61.58182;105.6471;614.5354;245.9883;166.6328;171.771
51.59193;62.715;106.0626;611.9344;244.951;166.6327;171.572
51.58036;62.74583;106.0939;614.9734;245.5608;166.632;171.7022
51.79713;62.78073;106.1674;613.2193;245.0227;166.6318;171.5838
51.00828;62.49516;105.6724;613.6552;246.5963;166.6317;172.0666
52.69927;63.48156;104.2284;624.6177;249.2796;166.6316;172.3975
51.7289;62.8212;106.2206;615.5938;245.1502;166.6313;171.5238
50.8475;62.49537;105.6311;615.4953;246.3385;166.6308;171.6327
50.75375;62.49464;105.5656;614.3099;245.0477;166.6299;171.7318
50.7126;62.46453;105.324;613.7833;246.7769;166.6299;171.6201
51.66656;62.81073;106.2822;615.0823;245.0483;166.6298;171.5767
51.03729;62.3913;105.4303;614.4432;246.5017;166.6294;171.6479
51.42015;62.75719;106.3344;614.1052;244.755;166.6293;171.6883
50.77885;62.50089;105.6132;616.3802;246.0829;166.628;171.5527
51.6188;62.78896;106.151;615.2771;245.3206;166.6278;171.7437
51.57557;62.71427;106.0678;614.1495;244.6917;166.6277;171.6445
51.54109;62.82474;106.2718;615.774;245.3833;166.6276;171.7602
51.76385;62.72682;105.9638;617.0167;245.1175;166.6271;171.6889
51.50453;62.69922;106.0511;615.1677;245.7915;166.6271;171.7547
50.90224;62.50203;105.5039;613.299;245.08;166.6267;171.6221
51.07104;62.39484;105.6384;613.6427;246.6785;166.6265;171.768
51.0638;62.45677;105.155;615.4776;245.4273;166.6265;171.3031
50.97823;62.4514;105.1576;614.1458;246.6827;166.6261;171.6057
51.26;62.39708;105.1605;615.2141;246.3423;166.6259;171.5554
51.69531;62.72349;105.9559;615.575;245.2117;166.6254;171.6662
51.23344;62.40443;105.1143;614.0084;246.3846;166.6252;171.5678
51.57536;62.73526;106.1795;613.4443;245.0017;166.6251;171.4523
51.61531;62.70729;106.1221;613.4979;244.521;166.6248;171.5931
51.02026;62.47276;105.6801;614.3948;246.4927;166.6248;171.7008
51.52937;62.70891;105.9905;616.2266;244.9506;166.6247;171.6888
51.67604;62.80115;106.2085;614.3625;245.2956;166.6242;171.6431
51.62661;62.6812;105.9982;615.1979;245.6715;166.6241;171.7063
50.11344;61.51036;105.6513;615.0339;246.2342;166.623;171.9201
51.10229;62.37854;105.4635;614.2948;246.3958;166.6228;171.7032
51.60209;62.75078;106.0707;615.4083;245.2802;166.6219;171.6168
51.00599;62.41568;105.3924;614.9542;246.316;166.6211;171.6665
50.02255;61.54083;105.6193;611.5328;245.7787;166.6208;171.7698
54.05771;65.5388;105.1609;622.6901;251.3229;166.6207;173.1475
51.06344;62.45937;105.03;618.3964;246.6146;166.6202;171.5036
51.02187;62.43797;105.0179;615.7745;246.7098;166.6197;171.5692
51.62766;62.81932;106.1239;613.875;245.1127;166.6196;171.6982
50.84818;62.44537;105.3313;614.288;246.236;166.6193;171.5829
51.55188;62.73125;106.0408;613.4515;245.0125;166.6192;171.6637
50.93224;62.39521;105.0692;615.6922;246.465;166.6192;171.5116
51.64599;62.74292;106.104;613.9354;245.2029;166.6184;171.5983
51.78062;62.82042;106.1764;615.4177;245.4233;166.6183;171.6814
51.08958;62.46203;105.2935;614.187;246.6269;166.618;171.657
51.48724;62.81307;106.1911;613.6047;245.1212;166.6178;171.6464
51.03062;62.53812;105.7315;616.9739;245.9915;166.6177;171.7984
51.58474;62.70662;105.9693;615.7463;245.1444;166.6171;171.6604
50.9874;62.52755;105.701;613.1213;246.7625;166.6168;171.9794
50.95313;62.48042;105.6723;613.562;246.3629;166.6165;171.7671
51.45208;62.70401;105.9851;613.7177;245.6158;166.6157;171.6355
50.89578;62.49354;105.6633;616.6849;245.5777;166.6149;171.7795
51.06953;62.41484;105.0954;617.9448;245.4919;166.6141;171.2592
51.48234;62.68495;105.99;615.2516;245.2942;166.6138;171.6099
50.92588;62.47911;105.5805;614.6573;245.3723;166.6123;171.541
50.88255;62.4113;105.1721;614.0682;246.111;166.6117;171.4624
51.86568;62.80912;106.1695;617.5125;245.2794;166.6116;171.7369
50.93521;62.42995;105.3514;612.7864;246.5577;166.6107;171.6343
51.49229;62.76776;106.2368;612.0073;244.9792;166.6106;171.8627
51.10578;62.45214;105.2228;613.3156;246.1065;166.6102;171.5055
50.82125;62.48912;105.6533;612.6693;246.7985;166.6093;171.7866
49.99943;61.57135;105.6607;611.2995;245.8712;166.6091;171.824
50.89625;62.52042;105.6869;614.1974;246.1962;166.6071;171.7216
51.6038;62.67583;105.9742;615.7985;245.5621;166.605;171.7859
51.33672;62.70703;106.0592;614.2844;244.3402;166.6049;171.5046
51.55776;62.69255;105.9715;614.4313;245.6392;166.6045;171.6893
51.50094;62.69323;106.0142;614.1234;245.2058;166.6042;171.5954
51.46687;62.73708;106.4109;612.3615;244.84;166.6033;171.758
51.62172;62.74688;106.3444;611.0401;244.8704;166.6029;171.8468
50.89729;62.47036;105.5932;613.7943;246.8198;166.6024;171.8049
51.44016;62.72307;106.0317;616.3536;244.351;166.6009;171.5171
50.73859;62.51349;105.659;614.7307;246.691;166.6001;171.7159
51.25338;62.72755;105.9716;614.4469;244.3548;166.5996;171.4344
49.92797;61.54167;105.7003;611.7885;245.7773;166.5995;171.7066
51.02245;62.53755;105.5939;615.0536;245.841;166.5973;171.5932
51.41037;62.69781;106.0515;613.3234;245.1594;166.5965;171.5428
51.47839;62.76198;106.2034;613.0687;244.9358;166.5944;171.7688
51.50109;62.76192;106.2527;613.3896;245.0808;166.5939;171.7967
51.13359;62.46453;105.237;615.1885;246.2648;166.5918;171.527
51.58068;62.69313;106.1372;615.3104;245.2183;166.5917;171.4979
51.21021;62.47276;105.4096;614.9693;246.8067;166.5917;171.7541
50.93453;62.47719;105.4866;615.7547;246.8894;166.5901;171.786
51.01401;62.47911;105.2015;614.8339;246.231;166.5886;171.5022
50.9375;62.50672;105.6453;614.7026;246.3525;166.587;171.6987
50.02208;61.52193;105.6746;614.3948;245.7621;166.5859;171.6532
51.10771;62.48432;105.4107;614.2656;246.8783;166.5857;171.6926
51.51385;62.76625;106.2904;615.8912;245.0854;166.584;171.7294
51.55802;62.71037;106.1124;613.799;245.2165;166.5836;171.4571
51.21526;62.48672;105.2844;616.2115;246.9169;166.5825;171.6085
50.01313;61.50958;105.5955;614.1906;245.6342;166.5822;171.6669
51.54375;62.72177;105.8774;612.6547;244.474;166.582;171.4185
51.55844;62.71286;105.8668;614.1396;244.8252;166.5818;171.3795
50.0562;61.55724;105.6118;615.1885;245.7771;166.5802;171.6241
49.84823;61.55224;105.5822;614.6432;245.7654;166.5798;171.6501
51.03578;62.46037;105.1152;618.3234;245.6056;166.5795;171.1791
49.92078;61.54531;105.6178;613.9495;245.6837;166.5788;171.6723
51.15911;62.46214;105.2077;614.1964;246.3315;166.5765;171.5926
51.58313;62.74177;106.4026;614.4412;245.0308;166.5742;171.7064
49.71974;61.57453;105.6306;615.6844;245.8021;166.573;171.6571
51.42083;62.70203;106.1162;614.4828;245.2427;166.5724;171.5606
51.18563;62.45609;105.1808;615.3698;246.7235;166.5723;171.5758
51.16589;62.44943;105.3575;615.3443;246.9429;166.5712;171.6143
52.8413;63.46427;104.2555;623.0182;249.2181;166.5697;172.2747
51.05286;62.45724;105.2469;613.5016;246.4396;166.5671;171.6034
51.485;62.69125;106.0867;614.4203;245.1765;166.5645;171.5748
51.57412;62.71641;105.8683;613.2833;244.6244;166.5632;171.3274
51.61807;62.7226;106.094;614.0182;245.1121;166.5631;171.6913
51.54068;62.73995;105.9079;614.2416;244.8819;166.5625;171.4566
51.55646;62.75214;106.4604;613.8063;245.2271;166.5615;171.6928
51.63078;62.72229;105.9689;614.3094;244.4998;166.559;171.5229
51.38573;62.7187;105.9534;614.5943;244.7067;166.5578;171.5366
50.98604;62.44333;105.16;617.0448;245.6746;166.5566;171.1814
51.53984;62.73703;105.923;613.9714;244.9456;166.5565;171.542
51.54573;62.76849;106.4359;613.7198;245.1783;166.5564;171.6843
51.39068;62.74203;105.9629;612.3682;244.5998;166.5516;171.5245
51.56755;62.7588;106.4305;613.4755;245.1494;166.5472;171.6488
51.03417;62.46031;105.1813;615.7672;245.7375;166.5472;171.1866
51.51146;62.7351;106.1588;615.4229;245.0415;166.5445;171.4036
51.6374;62.7501;106.1614;615.8557;245.1431;166.5433;171.7305
51.51484;62.72224;105.9141;615.4656;245.0267;166.5433;171.4885
51.36901;62.72245;105.9483;613.8396;244.6398;166.5431;171.5246
51.50448;62.73365;106.0231;613.6609;244.3987;166.5424;171.5108
51.42735;62.73563;106.123;614.3922;245.1721;166.5418;171.5587
50.25651;61.57286;105.6574;615.7802;245.8685;166.5416;171.686
51.58766;62.74068;106.4331;614.5271;245.2483;166.5412;171.5924
51.55312;62.75531;106.3916;613.6208;245.1844;166.5403;171.622
51.64838;62.74292;106.3814;615.799;245.2344;166.5388;171.5605
51.51823;62.75781;106.1071;616.4797;244.7998;166.5378;171.4202
51.45323;62.72547;105.8064;613.8354;244.9515;166.5373;171.5597
51.32766;62.72146;105.8412;615.1052;244.8815;166.5371;171.5857
51.40115;62.48875;105.171;616.0667;245.9394;166.5366;171.2669
51.52234;62.7201;105.9264;616.7146;245.0548;166.5365;171.6064
51.52411;62.71844;105.856;615.2411;245.126;166.5363;171.5631
51.52562;62.74349;106.3639;614.8469;245.331;166.5357;171.5942
51.62088;62.72849;106.2625;616.0662;245.2563;166.5355;171.4984
51.46479;62.72307;105.9749;614.0385;244.9352;166.5355;171.6477
51.64823;62.71625;105.8275;613.8401;244.9829;166.5341;171.5751
51.48021;62.72474;105.9411;616.8016;244.9954;166.5322;171.5109
51.43771;62.72771;105.9431;615.5917;244.9258;166.5321;171.4362
51.56485;62.72911;106.0146;614.5609;245.2733;166.5306;171.4465
51.36219;62.72479;105.9711;614.2635;244.4198;166.5279;171.4552
49.94276;61.5649;105.6685;614.9182;246.0046;166.5276;171.7346
51.55005;62.72792;105.891;615.6578;245.0944;166.5262;171.6062
54.16073;65.56036;105.1178;622.1245;251.1394;166.5177;173.0919
52.79438;63.42937;104.2194;622.0995;248.8685;166.5114;172.1723
51.715;62.72177;105.9898;615.938;245.3385;166.5053;171.4366
51.35875;62.64177;105.8649;614.3823;245.0029;166.5032;171.1465
51.70135;62.6762;105.9812;616.2594;245.5102;166.4969;171.353
51.53276;62.60677;105.765;617.4328;245.2181;166.4937;171.0797
51.47745;62.61927;105.9392;614.9042;245.3885;166.4933;171.4547
51.0012;62.44865;105.2359;615.1161;245.9885;166.4933;171.3394
51.46724;62.62667;105.7716;614.8651;245.164;166.4923;171.2347
51.50875;62.66661;105.6543;613.0662;245.0333;166.4913;171.281
51.51484;62.66714;106.0006;612.2849;245.5056;166.4911;171.3429
51.54193;62.63313;105.9695;614.3125;245.4227;166.4905;171.4685
51.43807;62.62271;105.8296;613.0531;245.0702;166.4895;171.4083
51.53552;62.66109;105.7847;614.8583;244.9808;166.4884;171.1044
51.32474;62.61766;105.8309;613.9531;245.1771;166.4884;171.1138
51.38776;62.6362;105.9682;616.1531;245.2815;166.4882;171.3033
51.405;62.63464;105.8843;613.3698;245.1358;166.4874;171.1336
51.59302;62.64208;105.6479;613.1589;245.0427;166.4867;171.3014
51.64625;62.64932;105.7953;615.6932;245.101;166.4861;171.0674
51.53094;62.64437;105.8424;615.1334;244.9923;166.486;171.095
50.06224;61.5574;105.6199;614.2313;246.2031;166.4858;171.814
51.4926;62.61953;105.9792;616.1219;245.361;166.4857;171.1715
51.43021;62.61666;105.7193;613.6099;245.0802;166.4856;171.2602
51.54073;62.635;105.9261;613.9797;245.1002;166.4849;171.12
51.69057;62.68151;105.7517;615.9515;245.151;166.4844;171.1932
51.45719;62.61792;105.9079;615.2911;245.1456;166.4842;171.094
51.34422;62.64849;106.1523;613.5458;244.7794;166.4837;171.2449
51.45224;62.61974;105.9338;614.0042;245.3338;166.4834;171.5095
51.38208;62.63865;105.7817;616.2365;245.2594;166.4825;171.1569
51.56349;62.7326;105.9819;617.0568;245.4763;166.4815;171.445
51.42781;62.66761;106.062;614.9677;244.7787;166.4811;171.3605
51.5274;62.68927;106.1137;614.2802;244.8087;166.4807;171.3409
51.47182;62.61146;105.9471;613.0167;245.0977;166.4794;171.2118
51.45974;62.62396;105.8623;615.4229;245.1058;166.4753;171.501
51.68365;62.63932;105.9857;615.1838;244.6648;166.4738;171.368
51.55589;62.67662;105.8554;616.387;245.5038;166.4735;171.3753
51.39885;62.70724;106.0905;613.775;244.9681;166.4728;171.4263
51.64469;62.68802;105.9608;614.4688;245.5473;166.472;171.3898
51.48563;62.68026;106.1652;615.0552;244.8;166.4715;171.3574
51.25438;62.61547;105.9061;614.8578;245.2546;166.47;171.1675
51.50547;62.69386;106.0903;613.1708;244.8146;166.4688;171.1785
51.53422;62.68526;105.9694;616.1422;244.8067;166.4683;171.3684
50.15771;61.5276;105.5051;615.9771;246.2617;166.468;171.8197
51.44172;62.64037;105.9584;614.0333;245.2931;166.4675;171.2971
51.27417;62.62578;105.9353;614.676;245.2242;166.4654;171.1782
51.55984;62.63776;105.9192;614.4089;245.376;166.4648;171.3961
51.49448;62.64589;105.9795;615.1135;244.9081;166.4644;171.3161
51.47495;62.63078;105.6853;614.263;245.1044;166.4641;171.2386
51.53948;62.60906;105.8507;615.5635;245.4329;166.4637;171.1606
51.28016;62.6651;106.0943;612.8865;245.1542;166.4632;171.4394
51.57974;62.63745;105.7673;614.437;245.2381;166.4631;171.2011
51.12255;62.46125;105.2623;615.6385;246.1237;166.4625;171.3557
51.58963;62.69458;105.8633;615.2995;245.1127;166.4617;171.4429
51.51094;62.65698;105.9114;615.9797;245.2731;166.4616;171.4886
51.72922;62.66005;106.0381;615.575;245.1008;166.4601;171.3133
51.48536;62.66021;105.8425;613.9437;245.3456;166.4601;171.3133
51.54833;62.68125;105.8951;614.5245;245.2756;166.4595;171.2625
51.39078;62.67719;106.0298;613.9537;245.0025;166.459;171.4777
51.61604;62.71265;105.9946;615.8151;244.9025;166.4582;171.272
51.43411;62.6601;105.9748;613.2005;245.0677;166.458;171.3229
51.37411;62.6362;106.0618;612.1224;245.3198;166.458;171.549
38.28318;50.14833;101.1699;577.2307;228.5944;166.4579;166.872
51.35995;62.66661;105.7761;615.0469;245.2444;166.4575;171.4993
51.27489;62.63568;105.9283;613.1401;245.3331;166.456;171.2851
51.37021;62.65797;106.1391;614.2052;244.8642;166.4559;171.3343
51.49464;62.67823;105.8327;614.0526;245.0477;166.4558;171.4807
51.28969;62.67057;106.0234;614.5328;244.8594;166.4554;171.2716
51.50302;62.68464;105.8558;615.0094;245.0646;166.4549;171.3746
51.54948;62.65276;105.881;615.6771;245.2856;166.4547;171.4518
51.57589;62.68177;105.8795;616.5417;245.4654;166.4546;171.3488
51.50651;62.6524;105.9069;613.4469;244.875;166.4545;171.3353
50.1824;61.47182;105.0398;613.4646;244.9521;166.4543;171.5766
51.25385;62.60297;105.8307;614.0948;245.411;166.4533;171.249
51.6125;62.655;106.0402;615.9953;245.0575;166.4522;171.3259
51.34432;62.6663;106.0205;614.4109;244.995;166.4519;171.2634
51.60854;62.65287;105.8872;614.7635;244.9088;166.4497;171.3512
51.66021;62.65656;105.8916;614.9057;245.0635;166.4495;171.3672
51.3726;62.66052;106.0839;615.0391;244.8169;166.4492;171.3881
50.10307;61.47599;105.0788;614.7214;244.7767;166.4483;171.4553
51.55516;62.60062;105.8559;615.7584;245.5056;166.4482;171.2318
51.6151;62.64557;105.8164;613.7589;245.3731;166.4469;171.4256
51.41047;62.66656;105.8864;614.9515;245.3577;166.4468;171.4787
50.14114;61.4988;105.0523;614.1458;244.8948;166.4468;171.5203
51.38974;62.68609;105.9822;613.2552;245.439;166.4462;171.5133
51.05614;62.46703;105.3042;612.9396;246.1196;166.446;171.3368
51.55677;62.65026;106.0247;614.7906;244.8402;166.4454;171.307
51.44537;62.67781;105.8482;614.7584;245.3071;166.4447;171.4169
51.37797;62.65578;105.964;613.301;245.1729;166.4447;171.3717
51.49667;62.61807;105.8231;615.2427;245.4294;166.4438;171.2292
51.55563;62.6637;105.809;613.1818;245.3177;166.4437;171.2772
51.40724;62.65526;105.9909;615.2318;245.2419;166.4437;171.3651
50.23203;61.50026;105.0198;615.2958;244.8475;166.4432;171.2851
51.39985;62.67927;105.8939;614.7344;245.3237;166.4427;171.3218
51.45745;62.66729;105.9596;613.9333;245.0392;166.4419;171.3178
51.46563;62.65349;105.792;613.549;245.2935;166.4418;171.3785
51.41438;62.67735;106.0676;616.2276;245.0073;166.4417;171.2887
51.61599;62.67807;105.824;615.9797;245.4104;166.4408;171.2975
51.40802;62.65672;105.957;613.6125;245.5277;166.4406;171.3916
51.37812;62.62135;105.8134;613.4818;245.2125;166.4405;171.2869
51.48849;62.62948;105.9026;614.5698;244.9592;166.4401;171.3837
51.51365;62.65693;106.1107;616.6432;245.049;166.439;171.3586
51.49771;62.6549;105.8551;614.014;245.1104;166.4386;171.3075
51.48938;62.65156;105.8811;613.5417;244.9798;166.4386;171.3969
51.35099;62.67526;105.9157;615.3146;244.8533;166.4379;171.2083
51.31307;62.63338;106.0225;615.7599;245.3094;166.4372;171.3178
51.48412;62.63328;105.8564;615.863;245.1346;166.4364;171.376
51.56552;62.67479;105.9005;616.7526;245.0223;166.4359;171.2751
51.45656;62.63427;105.9317;615.4245;245.1965;166.4359;171.3369
50.13364;61.4786;105.0663;614.8141;244.8773;166.4351;171.4174
51.50104;62.63391;106.0316;615.4672;245.1738;166.4342;171.3539
52.7099;63.4724;104.2744;622.0901;248.4546;166.4341;172.1704
51.42411;62.6274;105.8979;614.274;245.3471;166.434;171.4193
51.57807;62.65182;105.8381;615.2078;245.1583;166.4339;171.3374
51.56328;62.66969;106.0011;615.1875;244.9567;166.4333;171.3651
51.53333;62.6688;106.043;614.7568;245.1948;166.4328;171.2951
51.45068;62.69781;105.9884;614.9286;245.546;166.4328;171.4593
