K5PC5CH.OP;K5T4.PV;K5T18_2.PV;K5PC6CH.OP;K5T8_3.PV;K5T10_1.PV
51.05219;131.7874;88.99355;62.39891;116.3099;97.36385
51.14677;131.8829;89.02875;62.38547;116.3372;97.3576
51.07714;131.7955;88.87708;62.3949;116.3456;97.35438
51.10667;131.7841;89.23354;62.45057;116.3885;97.34958
51.23443;131.5543;89.21958;62.46849;116.3717;97.3475
51.38109;131.4214;89.10833;62.38401;116.3602;97.34021
50.98203;131.8613;88.88458;62.38682;116.3284;97.33656
39.52792;124.4331;82.85229;51.49286;115.7894;97.33552
51.20083;131.669;88.98646;62.37604;116.346;97.33542
50.99932;131.5101;88.9677;62.44844;116.186;97.33375
50.97375;131.4718;88.94479;62.42521;116.3286;97.33177
51.25604;131.9051;89.28687;62.42828;116.4529;97.33073
50.87037;131.4333;89.09333;62.42943;116.3215;97.32948
51.03099;131.6907;88.95521;62.40724;116.3495;97.32823
37.21526;122.4814;82.13729;49.21948;115.1134;97.32813
50.96802;131.3391;89.14375;62.44417;116.3196;97.32011
50.96021;131.6212;88.8125;62.41297;116.339;97.31937
56.69255;139.2483;95.11958;67.80698;121.0824;97.31917
50.96386;131.6608;88.77854;62.39583;116.3119;97.31031
48.94865;131.2499;87.12021;60.39078;118.5259;97.30573
51.06818;131.7504;89.14917;62.45287;116.3741;97.30511
51.02641;131.9525;88.97188;62.41459;116.3706;97.29781
51.0937;131.8503;88.98167;62.39755;116.3573;97.28906
50.97583;131.6505;88.94542;62.40969;116.3597;97.2874
51.0425;131.4096;89.155;62.37224;116.3771;97.28635
51.18719;131.7781;89.14417;62.43219;116.4241;97.28416
51.18547;131.7964;88.80437;62.45292;116.3847;97.27729
40.60432;124.6129;83.06416;52.72823;115.8866;97.27198
51.20151;131.8501;88.95375;62.39557;116.4536;97.27115
51.18864;131.446;88.82604;62.45411;116.3624;97.27104
51.23135;132.0902;89.29916;62.40771;116.418;97.26708
51.26401;131.6405;89.00208;62.38828;116.3171;97.25958
47.17557;127.1075;84.88458;58.59609;112.1199;97.25792
51.01849;131.6824;88.94688;62.41265;116.3464;97.2551
51.22937;131.9746;89.36916;62.41307;116.425;97.24656
51.13125;131.6003;88.91438;62.37766;116.3283;97.22938
51.00865;131.9784;89.33791;62.43026;116.4052;97.20834
50.98365;131.3586;88.82417;62.43281;116.345;97.20812
51.21416;131.356;88.90021;62.43135;116.3819;97.20323
51.09084;132.008;89.3125;62.41193;116.3558;97.18271
37.05761;122.3465;82.085;49.16787;115.0443;97.18198
51.13349;131.7713;89.08604;62.4012;116.4536;97.15323
49.2812;131.4449;87.27708;60.76198;118.4657;97.14417
50.8925;131.4593;88.92084;62.41401;116.4785;97.13802
49.5387;131.3419;87.20583;61.23042;116.4098;97.12021
51.0888;131.935;89.55396;62.39989;116.2598;97.09115
46.88651;126.9255;84.86938;58.64323;112.0648;97.09052
51.08115;131.9642;89.50083;62.41412;116.3172;97.08688
37.08516;122.2083;81.7;49.18021;114.9785;97.06094
51.08255;131.4362;88.9775;62.40844;116.4584;97.0275
37.15651;122.0224;81.65979;49.18979;114.9192;97.01125
51.10177;131.4636;89.18459;62.40693;116.3361;96.98782
51.24932;131.545;89.15334;62.44208;116.4294;96.98271
51.1538;131.8321;89.23083;62.48953;116.2513;96.97906
51.17557;131.5948;88.96125;62.39787;116.4481;96.96208
49.23849;131.6432;87.41583;60.80396;118.3832;96.95625
51.37021;131.5549;89.245;62.42052;116.3961;96.92979
37.08151;122.0322;81.63792;49.16625;114.8336;96.92667
56.5064;139.183;95.25771;67.79224;121.0896;96.92385
46.92521;126.682;84.81292;58.62573;112.027;96.92042
50.97969;131.5727;89.08979;62.39161;116.2996;96.9127
51.06104;131.4406;89.08021;62.42365;116.3585;96.90979
49.15974;131.8246;87.70583;60.77708;118.3145;96.8699
49.26094;131.7045;87.58667;60.77557;118.3438;96.86437
51.02693;131.695;89.3;62.4525;116.2679;96.85323
49.09573;132.1719;87.86667;60.76875;118.278;96.82042
46.54167;126.4182;84.72667;58.53745;111.9621;96.81062
49.37542;132.0611;87.93105;60.80568;118.28;96.79583
49.29042;131.9664;87.88729;60.78521;118.2988;96.78989
49.06932;132.2782;87.79229;60.78151;118.2874;96.78667
49.35573;131.2671;87.21188;61.21349;116.4086;96.78562
36.90911;121.8792;81.60208;49.19953;114.7559;96.7601
49.28828;131.8297;87.84084;60.76005;118.3058;96.75219
46.47729;126.3117;84.26063;58.24599;111.9078;96.74677
56.31662;139.2914;95.38208;67.76688;121.1166;96.64073
37.13844;121.755;81.09834;49.23385;114.6595;96.6074
46.66167;126.0326;84.19979;58.17255;111.8781;96.57854
37.01104;121.5924;81.28709;49.23396;114.5376;96.46469
49.11255;132.407;87.68771;60.75531;118.2835;96.40927
46.35078;125.7505;84.03167;58.19719;111.8504;96.40334
49.55318;131.0115;87.23688;61.23359;116.4282;96.37209
56.65359;139.134;95.05125;67.78167;121.1083;96.33614
37.06583;121.5419;81.12479;49.18948;114.4447;96.32792
45.45839;125.3708;83.58334;57.07672;111.7694;96.29125
46.24208;125.5029;83.70146;58.11333;111.812;96.28104
45.17739;125.0716;83.64625;56.85922;111.7448;96.27333
44.87057;124.8119;83.37875;56.66589;111.7084;96.26
36.79672;121.4361;81.05083;48.94932;114.3233;96.22979
35.83541;120.8763;80.96521;47.93057;114.1229;96.22969
35.77771;120.6835;80.61167;47.9726;114.0482;96.22125
35.65354;121.3323;80.85042;47.94417;114.2183;96.21291
35.60073;120.5658;80.63771;47.9512;113.9843;96.18958
49.07828;132.5666;87.60396;60.77412;118.2685;96.1851
35.6213;120.4796;80.64208;47.90255;113.926;96.18417
44.31115;124.7422;83.23666;56.18745;111.6639;96.17802
49.14229;132.2952;87.73271;60.76917;118.2426;96.14271
44.14724;124.7007;82.96;56.06339;111.6309;96.08552
34.20078;120.1259;80.03125;46.56484;113.7099;96.06125
34.11344;120.3262;80.22146;46.54781;113.7567;96.03896
35.65937;120.4924;80.56792;47.95474;113.872;96.02688
43.67943;124.6853;82.96521;55.26724;111.5956;95.99625
34.12656;119.8404;79.52937;46.55401;113.6427;95.97323
56.39505;139.0569;95.08583;67.79422;121.1251;95.93344
34.35844;119.6933;79.59167;46.57047;113.5788;95.93229
49.16167;131.9088;87.77917;60.79057;118.2306;95.92917
35.26771;120.4171;80.04333;47.46016;113.8182;95.91448
49.07135;132.025;87.92042;60.75406;118.1454;95.87614
49.12646;131.8321;87.84834;60.76213;118.1453;95.87177
48.90807;131.8613;87.86979;60.76203;118.1433;95.85062
49.47313;131.0331;87.25021;61.19844;116.4442;95.82219
49.31588;132.2052;87.93584;60.76917;118.1501;95.81667
34.13167;119.4166;79.34417;46.55766;113.4975;95.81604
34.20214;119.4681;79.21083;46.5775;113.4294;95.80021
43.33411;124.7497;82.70834;54.97485;111.5642;95.785
34.11135;119.3119;79.10729;46.54615;113.3411;95.72448
49.16552;131.8434;87.88417;60.78932;118.1798;95.72396
49.09489;132.2132;87.94791;60.82198;118.1668;95.71291
49.17724;131.8331;87.84417;60.76729;118.2121;95.70677
56.27687;139.1328;95.00125;67.76703;121.1213;95.67917
34.03328;119.2266;79.35687;46.51781;113.2731;95.61896
43.12026;124.1272;82.88125;54.99526;111.545;95.61604
34.12729;119.2156;79.25833;46.54604;113.2011;95.5826
43.15844;123.8793;82.56917;55.01933;111.5503;95.53188
34.17073;119.151;79.16604;46.5525;113.1331;95.51104
43.31136;123.5946;82.33208;54.9775;111.5342;95.49688
34.13833;119.3178;79.05625;46.55557;113.0365;95.49302
43.36406;123.2132;82.45834;54.95167;111.528;95.48406
49.87667;131.7499;85.61583;60.99151;115.8693;95.47875
49.1362;132.1613;87.92875;60.80901;118.1772;95.47459
39.54187;121.9077;81.30167;51.6525;111.6468;95.44146
49.23417;131.8764;85.69083;60.25771;115.8195;95.43938
32.68953;119.0323;78.75771;45.30917;112.6618;95.42906
49.10479;132.3707;87.8875;60.79703;118.1605;95.42771
49.10943;131.7511;85.40625;60.26104;115.8633;95.41093
49.16729;131.9695;85.35625;60.24922;115.8399;95.40875
49.91151;131.9816;85.63792;61.01036;115.8833;95.40844
34.12422;119.0654;79.04771;46.52229;112.9084;95.40115
34.11391;119.1561;79.16917;46.52021;112.9691;95.39687
39.46276;122.5631;81.11708;51.5513;111.6617;95.39156
32.66151;119.3567;78.79188;45.28193;112.5902;95.39125
39.63338;121.5941;81.97896;51.59583;111.2072;95.3775
39.40662;121.5293;82.19312;51.63688;111.1906;95.37677
39.50797;121.6577;81.61854;51.61651;111.4023;95.37334
49.30458;131.9224;85.54855;60.24271;115.8219;95.37209
49.16526;131.8395;85.44646;60.20917;115.8505;95.36906
39.48802;121.728;81.45979;51.61401;111.7183;95.36354
49.19026;132.0079;85.71729;60.24562;115.8598;95.35052
49.49458;130.9619;87.3025;61.18328;116.4192;95.3475
39.59562;121.5754;81.74583;51.6462;111.415;95.34698
41.5414;122.4892;81.75375;53.48672;111.496;95.33916
39.54359;121.7255;81.90833;51.60115;111.2423;95.33791
39.49557;121.6854;81.29229;51.55896;111.4112;95.33761
39.51036;121.5768;81.48104;51.63411;111.4197;95.33698
39.53255;121.7487;81.4675;51.63703;111.6547;95.33375
39.71297;121.5916;81.20625;51.59771;111.4331;95.33292
39.53229;121.5837;81.68354;51.59042;111.417;95.33271
39.56141;121.7614;81.23292;51.65531;111.709;95.33135
49.30307;132.3434;87.9075;60.82985;118.1675;95.33104
32.66068;118.7558;78.51542;45.27906;112.513;95.33
42.74057;122.9591;82.39792;54.38323;111.5141;95.32938
39.63;121.7684;81.10771;51.59729;111.4073;95.32719
39.45636;121.8116;81.15479;51.57854;111.4044;95.32448
49.29818;131.8956;85.94229;60.22161;115.7847;95.32375
39.33255;121.6319;81.08791;51.56464;111.4344;95.3223
39.48016;121.7443;81.03125;51.61448;111.397;95.32104
39.64938;121.9398;81.09375;51.56745;111.4057;95.31615
42.24125;122.6151;82.11813;54.17208;111.5189;95.31552
39.63302;121.6359;81.17688;51.62057;111.4448;95.31364
39.50339;121.6635;81.96125;51.6862;111.3349;95.30729
39.31839;121.6267;81.18958;51.5863;111.4504;95.30605
39.51339;121.5604;81.56604;51.62188;111.4383;95.30458
39.5626;121.6447;81.00896;51.55349;111.4198;95.30063
39.38203;121.5804;81.89729;51.62167;111.4258;95.30062
39.6824;121.6046;81.91479;51.60011;111.3445;95.29865
34.16135;118.9128;79.28709;46.55635;112.806;95.29771
39.79078;121.6799;81.20125;52.32349;111.4814;95.29396
39.50719;121.5355;81.85604;51.72411;111.1667;95.29063
39.57177;121.5825;81.68958;51.71021;111.3046;95.28802
33.46375;118.7802;79.2123;45.69526;112.7222;95.27969
39.7149;121.7228;81.85833;51.65578;111.256;95.27875
39.6263;121.7206;81.325;51.60797;111.7106;95.27771
39.53625;121.6453;81.78;51.69401;111.3559;95.27625
39.49552;121.5796;81.89854;51.68287;111.2591;95.27042
41.17516;122.4257;81.62125;53.17115;111.4955;95.26979
39.63786;121.6718;81.2775;51.64349;111.4405;95.2674
39.57141;121.6338;81.72646;51.63;111.3858;95.26157
39.46281;121.6629;81.30646;51.61531;111.7161;95.25864
39.45969;122.2501;81.19209;51.58078;111.6488;95.25833
39.45443;121.7237;81.61271;51.65339;111.4407;95.25667
39.65792;121.7022;81.83187;51.64266;111.4596;95.25438
50.57505;132.1958;85.68542;61.4311;115.8969;95.25302
40.01932;121.9294;81.20792;52.31271;111.5074;95.25229
39.54313;121.8694;81.51271;51.64698;111.4673;95.2475
32.56886;118.3828;78.57167;45.25261;112.4174;95.24406
39.41156;121.8972;81.31667;51.70182;111.6202;95.23771
49.03984;132.3363;87.93958;60.7976;118.1712;95.23167
39.63849;121.94;81.55896;51.54261;111.4877;95.21792
56.38656;139.3803;95.21083;67.76896;121.1133;95.21479
39.62828;121.834;81.13438;51.67604;111.7062;95.21114
40.67542;122.1237;81.41854;52.74766;111.4724;95.20937
41.11057;122.3101;81.77354;53.1638;111.4773;95.20427
39.25937;121.6312;81.26542;51.67844;111.5973;95.19458
39.54625;121.7515;81.55312;51.58906;111.4625;95.19386
50.82672;132.241;85.70292;61.8824;115.9088;95.19041
39.56057;121.5606;81.12167;51.62896;111.7448;95.1898
32.63724;118.2378;78.43166;45.27266;112.3629;95.17406
39.53573;121.7028;81.48062;51.58375;111.503;95.17271
39.5687;121.4466;81.05042;51.55641;111.6966;95.16677
39.54885;121.6097;81.63667;51.57146;111.5134;95.16677
39.37698;121.4064;81.24854;51.58865;111.5786;95.16438
39.38333;121.6582;81.04146;51.57182;111.6703;95.16031
39.55687;121.5766;81.16812;51.60578;111.4401;95.15562
39.33922;121.3596;81.31396;51.58735;111.578;95.15063
32.5924;118.1399;78.49333;45.29;112.3325;95.14948
52.8049;133.6672;86.46042;63.47495;115.909;95.14729
40.46761;122.0733;81.19292;52.58698;111.4825;95.14604
49.19672;132.017;85.69813;60.25927;115.7804;95.14468
39.45161;121.5807;81.40041;51.61005;111.5576;95.14427
39.61896;121.6925;81.24687;51.58776;111.5305;95.14198
52.74552;134.0292;86.46208;63.45234;116.0421;95.13812
39.63271;121.4729;81.32916;51.70964;111.7466;95.13646
39.65213;121.776;81.0375;51.60042;111.6601;95.13062
39.52365;121.7614;81.13667;51.65078;111.6834;95.12843
52.80651;133.9615;86.56917;63.44833;115.9723;95.12437
39.54896;121.5124;81.41312;51.56083;111.713;95.12395
39.51141;122.4628;80.64313;51.5437;111.5408;95.11781
52.72792;133.8706;86.50521;63.46099;115.9208;95.11365
52.72062;133.2383;86.36437;63.44641;115.8961;95.11052
52.71599;133.9296;86.48417;63.46984;115.9953;95.1076
52.6687;134.0677;86.43208;63.45917;116.0642;95.10635
39.51464;121.6871;81.14063;51.65859;111.69;95.105
52.70521;133.7677;86.59959;63.46188;115.9479;95.10302
49.31521;132.032;85.68083;60.22099;115.7794;95.10062
39.63552;121.6534;81.19312;51.58568;111.4375;95.10021
39.57542;121.5716;81.77896;51.66114;111.0152;95.09885
39.3987;121.4958;82.06687;51.70542;111.1338;95.09688
32.63219;118.0079;78.42583;45.3062;112.3067;95.09646
39.42578;121.8477;80.86542;51.55818;111.6193;95.09594
51.51089;132.291;85.77604;62.45578;115.925;95.09447
39.66453;121.3539;81.95375;51.64552;111.0176;95.09208
39.80359;121.7114;80.87458;51.60698;111.6521;95.08437
52.62906;133.9344;86.3825;63.47797;116.0955;95.07886
52.54344;133.9807;86.56416;63.46208;115.9902;95.07542
39.46088;123.01;80.65146;51.50193;111.5423;95.07417
39.45146;121.5111;80.98666;51.65073;111.6493;95.07031
39.38828;121.618;81.08208;51.59047;111.6655;95.04802
39.75052;122.2806;81.13979;51.49203;111.6097;95.04562
39.5749;121.5626;80.96396;51.60656;111.6567;95.03646
39.48807;121.621;81.1425;51.61583;111.4306;95.02823
39.5974;121.259;81.75792;51.63521;111.0446;95.02375
39.58547;122.2807;81.03188;51.53802;111.5491;95.02177
52.63542;132.8546;86.20062;63.49349;115.9049;94.99261
52.28302;132.505;85.96709;63.24693;115.8993;94.98875
39.40505;121.6295;81.945;51.70703;110.9837;94.98677
32.77182;118.5606;78.49438;45.3687;112.285;94.98583
39.49927;121.5208;81.10854;51.645;111.6464;94.98209
39.46235;121.8266;80.94563;51.51693;111.54;94.9677
39.86713;121.4642;82.20812;51.65656;110.9444;94.95625
39.60135;121.6198;81.03812;51.56422;111.4418;94.95135
52.49162;134.0205;86.32083;63.47906;116.1401;94.94334
39.62037;121.4415;82.33521;51.67495;110.9265;94.93542
39.5424;121.4657;80.85333;51.59646;111.6459;94.9324
39.41557;121.3527;81.87813;51.58437;111.0467;94.93125
39.57344;121.7073;82.04833;51.60906;110.9611;94.92989
39.73214;121.3902;82.34854;51.61109;110.8806;94.92844
39.72021;121.4295;82.46354;51.64484;110.7023;94.92239
39.33651;121.6598;81.79146;51.67588;111.1097;94.92208
39.64162;121.1554;81.87062;51.60297;111.0804;94.91917
39.68203;121.3751;82.16;51.65364;110.8994;94.91854
39.5625;121.5742;80.90166;51.54026;111.5218;94.91635
39.54531;121.2865;81.58896;51.63104;111.0583;94.90552
39.6549;121.9701;81.8275;51.59224;110.9654;94.90406
39.33896;121.4232;80.92292;51.52219;111.4824;94.90188
39.63958;121.4041;82.5475;51.64989;110.6517;94.90094
39.46146;121.8427;80.87292;51.59547;111.611;94.89917
39.60042;121.4705;81.66542;51.59297;111.1699;94.89823
49.15844;132.1417;85.81541;60.25448;115.7763;94.89792
39.47042;121.6299;81.20854;51.55094;111.4491;94.89781
39.545;121.4815;80.81375;51.61724;111.6079;94.89761
39.70375;121.4342;82.595;51.67568;110.8424;94.8975
31.15109;118.387;77.71854;43.90469;112.108;94.89584
39.48214;121.49;80.75813;51.54662;111.5875;94.88438
39.655;121.382;81.5625;51.58958;111.1663;94.87292
39.63698;122.1032;81.67083;51.57031;111.197;94.87292
39.34609;121.4095;81.31021;51.61417;111.4446;94.86885
39.39458;121.6901;81.67188;51.56224;111.1969;94.86521
39.49797;121.869;81.41792;51.60578;111.1972;94.86469
39.40854;121.7897;81.51271;51.57021;111.192;94.86437
31.18432;117.7627;78.04333;43.93396;112.0754;94.86417
39.53229;121.3011;81.16563;51.56958;111.463;94.86323
39.40557;121.89;81.58791;51.66302;111.1145;94.86281
39.54474;121.595;81.57875;51.61297;111.1959;94.85844
39.42667;121.7763;81.55042;51.59589;111.2833;94.85812
39.58797;121.2071;81.64812;51.59167;111.1551;94.85687
32.79089;118.8234;78.0425;45.32823;112.2288;94.8549
39.49036;121.4467;81.9698;51.63958;110.8089;94.85396
39.6088;121.9214;81.72104;51.67229;111.1958;94.84979
49.31724;132.3431;88.00083;60.80235;118.1629;94.84657
39.40068;121.3857;81.54229;51.60948;111.1769;94.84552
31.30219;118.5648;78.12959;44.00938;112.1479;94.84062
39.78563;121.4503;82.33292;51.73088;110.6378;94.83157
52.57448;134.068;86.28271;63.46901;116.1721;94.82916
31.18833;117.1732;77.55375;43.91375;111.9366;94.82042
49.52427;131.0252;87.27021;61.21276;116.4001;94.815
31.10016;117.3887;77.72938;43.92109;112.0252;94.81302
32.53688;118.3775;78.12396;45.2662;112.2043;94.80729
39.3774;121.6002;81.59125;51.56292;111.275;94.80417
39.69807;121.5455;82.135;51.72583;110.7604;94.80135
39.57177;121.2511;81.84917;51.56797;111.1016;94.8001
39.54245;121.2637;81.68396;51.58239;111.1276;94.78906
39.63271;121.9883;82.29166;51.61745;110.743;94.78302
39.58464;121.5439;81.91771;51.6301;111.2028;94.78271
31.21901;117.3082;77.82354;43.91625;111.9713;94.78271
39.49162;121.3319;81.61375;51.53943;111.2933;94.78053
39.73088;121.3784;82.21896;51.63885;110.6167;94.77917
39.49823;122.2604;81.89063;51.54328;111.2451;94.77417
39.50125;121.4938;81.6475;51.60068;111.0945;94.76823
39.44584;121.2303;81.45834;51.61583;111.1154;94.7674
39.58708;121.1798;81.69542;51.5862;111.2814;94.76406
39.47109;121.5405;81.69437;51.54302;111.261;94.76385
39.70068;121.1425;81.62959;51.62865;111.2763;94.75875
39.56172;121.8423;81.62563;51.61485;111.2;94.75645
39.46239;121.3228;81.83542;51.60531;111.11;94.75531
39.61057;121.1263;81.58625;51.57031;111.1448;94.7475
39.52182;121.2917;81.79813;51.5626;111.2067;94.74406
49.35224;132.0995;85.92084;60.24297;115.7639;94.74271
39.6426;121.311;81.77458;51.63604;111.1855;94.73844
39.27;121.1147;81.41333;51.55896;111.1129;94.73563
39.68938;121.203;82.32417;51.70359;110.5859;94.72771
39.55344;121.9035;81.66625;51.56609;111.1203;94.71886
39.39005;121.4515;81.82291;51.61615;111.2244;94.70875
39.48349;122.5144;81.42313;51.61036;111.2138;94.69958
39.68;121.3913;81.68771;51.61349;111.1903;94.69802
39.74979;121.2591;82.30146;51.70969;110.5956;94.69115
39.32312;122.4568;81.54083;51.58151;111.1075;94.68813
39.62;121.1742;81.52333;51.5513;111.2485;94.68708
39.66422;121.2378;81.90625;51.66193;111.2523;94.68573
31.06911;117.5779;77.40916;43.94484;111.899;94.68354
49.26276;132.136;85.8998;60.24547;115.7695;94.67709
39.38328;121.7394;81.65334;51.56932;111.0994;94.67469
52.84422;134.1251;86.2802;63.48989;116.2196;94.64927
31.16276;117.8309;77.29354;43.96833;111.85;94.63698
39.64083;121.121;81.67625;51.59161;111.245;94.6349
39.46614;121.0974;81.70667;51.6238;111.2265;94.62386
39.82375;121.1745;82.16396;51.70781;110.5596;94.61739
39.45526;121.4841;81.52979;51.61323;111.1513;94.61729
39.80984;121.1617;82.48542;51.70943;110.5141;94.60406
39.44963;121.0141;81.97625;51.64437;111.218;94.58625
56.37599;139.3546;95.3325;67.77812;121.0895;94.58552
49.16385;132.0673;85.93188;60.25708;115.7564;94.5825
39.60552;120.9688;81.84438;51.60479;111.2236;94.56604
39.77922;121.0477;82.59458;51.66265;110.4352;94.53011
49.12932;132.286;88.06416;60.79708;118.1397;94.51771
49.20057;131.8828;85.9475;60.2125;115.6639;94.51698
39.60797;121.0067;82.6973;51.64463;110.455;94.51469
39.66339;121.08;82.56895;51.65818;110.4731;94.50584
31.21068;117.8703;77.0675;43.98802;111.7771;94.50396
49.25896;131.8879;85.95521;60.28797;115.6954;94.49864
49.21818;131.8173;85.91937;60.28791;115.7056;94.4976
39.72604;121.0161;82.51604;51.66;110.4146;94.49532
39.76776;121.0959;82.55583;51.61052;110.43;94.48479
29.58807;116.4946;76.89521;42.51755;111.5823;94.47282
39.68505;120.7889;83.03687;51.55463;110.395;94.45062
39.71276;121.0072;82.92146;51.55333;110.3911;94.44917
29.59729;116.2089;76.66541;42.51365;111.5338;94.44334
39.84359;120.9659;82.89521;51.57479;110.3925;94.44
49.33245;131.901;85.97437;60.18604;115.625;94.42719
29.61542;116.9794;76.97041;42.51745;111.6395;94.42719
49.21729;132.0635;85.96125;60.21823;115.6076;94.42031
49.29057;132.0108;86.00166;60.21047;115.5808;94.40885
39.61536;120.9334;82.51292;51.6788;110.4014;94.40719
39.62995;120.9378;83.29542;51.54151;110.398;94.40406
39.50516;120.9967;82.59896;51.60635;110.4084;94.40166
31.20891;117.457;76.80833;43.90104;111.7038;94.39333
52.51359;134.168;86.39687;63.47167;116.277;94.39125
49.28698;132.0083;86.02959;60.18964;115.5479;94.38583
39.59208;121.0294;82.94521;51.58735;110.3958;94.38479
49.40104;130.9361;87.22417;61.21026;116.3893;94.37614
39.64542;120.8923;83.225;51.57479;110.3867;94.35802
39.80625;121.24;83.23646;51.61198;110.3981;94.35427
39.54333;120.9947;82.74563;51.60839;110.4111;94.34834
39.63406;121.0331;83.21687;51.55578;110.4053;94.34344
39.64719;120.8517;83.1475;51.5761;110.3901;94.33229
49.25693;132.1709;86.01167;60.19224;115.4868;94.33021
39.60906;121.098;82.86854;51.59198;110.374;94.32614
29.56906;116.0509;76.38396;42.51948;111.4954;94.32156
39.73792;120.8325;83.1125;51.60651;110.3965;94.31781
39.73037;120.7628;82.84625;51.61026;110.3638;94.30312
39.67198;121.0399;83.33021;51.57281;110.398;94.3025
39.74786;120.6134;82.8725;51.60526;110.2006;94.29281
39.83859;120.7297;82.9325;51.59219;110.3772;94.27906
39.71375;120.6676;83.41625;51.55594;110.3916;94.275
29.57875;116.1059;76.35917;42.52427;111.4259;94.275
39.63167;120.7188;83.02583;51.56511;110.3704;94.27364
39.55609;121.8358;82.73875;51.57802;110.3776;94.26958
39.70833;120.7311;83.21646;51.60583;110.3904;94.25667
39.7799;120.7001;82.76854;51.57656;110.1958;94.25052
39.63292;121.3054;82.73583;51.575;110.4209;94.24792
39.70026;120.7142;83.40479;51.56849;110.0313;94.24427
39.60464;120.7254;82.85333;51.63854;110.2009;94.22562
49.09083;132.0309;86.06958;60.27359;115.4541;94.20979
39.76828;120.815;82.94417;51.58854;110.3622;94.20937
39.86214;120.7908;82.62354;51.58432;110.2943;94.20073
39.86323;120.6298;82.95438;51.55;110.3789;94.18948
39.73443;120.6151;83.50146;51.61964;109.9869;94.1851
39.63151;120.7565;82.84375;51.60797;110.3451;94.17937
39.73833;121.0925;83.315;51.57557;109.8339;94.17781
39.77474;120.9795;83.09771;51.55599;110.3777;94.17593
39.84146;120.997;82.79313;51.60672;110.2727;94.16469
39.73281;120.7562;82.87583;51.60698;110.3747;94.16427
39.78604;120.6968;83.16708;51.57979;110.0615;94.15739
39.66958;121.2177;82.84;51.57453;110.2289;94.15573
29.63047;115.8978;76.17271;42.58339;111.3686;94.15
39.57161;120.6574;82.89167;51.62068;110.1791;94.14136
39.71838;120.6281;83.19583;51.55432;110.1068;94.13834
39.65573;120.5713;83.05625;51.5976;110.1649;94.13677
39.73042;121.42;82.70458;51.5625;110.2424;94.12636
39.69948;120.7167;82.90104;51.60516;110.1608;94.12573
39.7301;120.81;83.10979;51.5612;110.1733;94.11459
39.86333;120.9837;83.35062;51.57292;109.8203;94.11166
39.74015;120.5783;83.32958;51.57563;110.1361;94.11052
39.52901;120.5543;83.1175;51.56495;110.154;94.1075
39.9374;120.7919;83.17521;51.58016;110.3722;94.10271
39.62302;120.7568;83.51417;51.58401;109.8393;94.10052
39.64745;120.743;82.50105;51.54307;110.3669;94.09323
39.80687;120.7764;83.52271;51.55386;109.7414;94.0899
39.64188;120.8046;82.79437;51.55412;110.3094;94.07333
39.74641;120.7787;82.84042;51.58078;110.3318;94.06718
39.81297;120.6649;83.3975;51.57084;109.8616;94.06521
39.66037;120.7227;82.62187;51.57135;110.331;94.0649
39.6662;120.5311;83.32604;51.58354;109.9447;94.06208
29.64766;116.1848;75.99146;42.51354;111.2966;94.06146
39.87531;121.2698;83.57354;51.58797;109.7759;94.05614
39.77703;121.1549;83.65875;51.55912;109.8121;94.05427
39.66224;120.6192;83.43833;51.57932;109.8855;94.02635
39.63063;120.6501;83.41292;51.6114;109.9105;94.02386
49.23547;132.1236;88.07375;60.80391;118.1261;94.01968
39.92323;120.8367;83.56875;51.55641;109.7173;94.00719
52.6599;134.3592;86.45375;63.4924;116.3251;93.99
48.91276;131.9976;86.04542;60.2086;115.4058;93.96979
56.60307;139.2437;95.19625;67.78995;121.0607;93.9475
29.54146;116.64;75.795;42.50568;111.2282;93.9426
39.80239;120.7186;83.68729;51.56297;109.691;93.91782
49.4651;131.017;87.21292;61.21073;116.3876;93.88927
39.7738;120.5339;83.46396;51.55875;109.6542;93.84073
39.76302;120.2542;83.60291;51.59203;109.6389;93.80406
29.5801;116.6344;75.66333;42.50359;111.1505;93.79343
39.6426;120.0823;83.71604;51.60068;109.6311;93.70292
39.6863;120.9805;83.415;51.50135;109.5054;93.69823
29.68552;115.8597;75.58958;42.53026;111.0457;93.69583
49.30661;131.9526;85.98666;60.21276;115.3629;93.69302
39.64141;120.1691;83.62896;51.55021;109.4902;93.68229
29.65552;115.4491;75.79729;42.50125;110.9751;93.64208
39.59229;120.3184;83.80521;51.54224;109.4069;93.64073
39.71078;120.7782;83.29271;51.5151;109.524;93.63834
39.66078;120.469;83.04292;51.54984;109.6159;93.60562
39.55271;120.236;83.37646;51.54573;109.463;93.60344
39.59964;120.1641;83.54875;51.56688;109.3395;93.59344
39.65479;120.613;83.17667;51.58234;109.5948;93.5901
39.57286;120.0643;83.42125;51.57307;109.6219;93.58958
39.7462;120.4417;83.36667;51.49135;109.5467;93.5801
39.60396;120.3365;83.60979;51.58682;109.3621;93.56875
39.51578;120.2643;83.52438;51.57432;109.6215;93.5675
36.44641;117.5295;77.97791;48.12849;107.8379;93.55458
29.61547;115.1982;75.57938;42.50682;110.8949;93.54906
39.6037;120.3703;83.79063;51.51521;109.2803;93.54781
39.56568;120.2206;83.81979;51.55958;109.3084;93.54646
39.6;120.3615;83.52646;51.55245;109.4294;93.53886
39.87734;120.3456;83.4623;51.55292;109.447;93.53385
