K5T3.PV;K5T2_2.PV
259.1583;418.6953
263.3188;418.6947
263.2919;418.6944
259.1244;418.6938
259.134;418.6935
259.1467;418.6931
259.2713;418.6928
259.1662;418.6925
259.1029;418.6909
259.471;418.6909
259.3104;418.6906
259.361;418.6906
259.2231;418.6903
256.2385;418.6903
259.1142;418.6872
259.2446;418.6859
257.0115;418.6856
259.0671;418.6837
259.2506;418.6831
259.1725;418.6803
263.4565;418.68
259.3215;418.6797
261.2083;418.6784
256.4148;418.6781
259.0835;418.6772
259.3052;418.6772
259.4904;418.6766
259.3613;418.6753
257.6235;418.675
259.2213;418.6697
259.2671;418.6681
261.1879;418.6675
259.1823;418.6675
257.3904;418.6672
259.3381;418.6669
259.4127;418.6669
261.4273;418.6659
257.516;418.6659
259.3269;418.6656
257.0771;418.6647
263.1067;418.6619
259.3246;418.6619
263.3008;418.6597
256.4042;418.6572
259.4342;418.6566
256.0825;418.6563
259.2056;418.6541
258.8815;418.6537
259.2135;418.6522
257.1825;418.6522
259.346;418.6512
259.3485;418.6509
259.0644;418.65
259.0831;418.6494
259.1156;418.6494
259.3463;418.6487
258.9977;418.6487
259.1304;418.6447
259.471;418.6434
259.0808;418.6431
259.0398;418.6409
261.256;418.6406
257.3556;418.6394
259.1152;418.6391
257.5065;418.6391
259.1719;418.6388
259.2977;418.6372
257.2179;418.6372
259.0619;418.6353
257.1017;418.6341
259.2796;418.6334
257.1517;418.6325
263.4238;418.6316
259.2623;418.6297
257.2867;418.6294
259.0611;418.6291
257.3092;418.6281
261.0083;418.6278
259.2596;418.6272
259.2113;418.6266
259.0906;418.625
256.3796;418.625
259.2585;418.6234
259.3067;418.6222
257.6163;418.6219
259.224;418.6216
256.7544;418.6184
259.385;418.6175
259.1406;418.6172
259.0023;418.6162
263.2352;418.6153
259.3394;418.6131
259.2456;418.6119
259.3038;418.6119
256.2602;418.6119
265.7369;418.6112
259.1735;418.6094
259.4187;418.6088
259.0071;418.6078
258.9723;418.6069
259.22;418.6066
259.0585;418.6066
256.2527;418.6035
259.2877;418.6003
259.2475;418.5969
258.9746;418.5966
259.115;418.5963
259.405;418.5959
263.2787;418.5953
257.069;418.595
257.4556;418.5941
263.3127;418.5912
259.166;418.59
259.1367;418.5897
257.4544;418.5894
259.215;418.5844
259.4577;418.5837
259.1544;418.5831
261.2538;418.5816
259.3146;418.5813
259.1798;418.5809
259.1169;418.58
259.1252;418.58
259.4467;418.5797
259.2229;418.5794
259.3583;418.5787
259.179;418.5766
256.8435;418.5766
259.0863;418.576
257.2802;418.5756
259.1735;418.5747
259.1383;418.5741
259.0317;418.5741
257.1435;418.5728
259.1102;418.5719
261.4475;418.5716
259.0985;418.5703
259.1125;418.5703
257.2771;418.5703
258.9888;418.57
257.2567;418.5681
259.2431;418.5666
259.5508;418.5663
261.3098;418.5647
259.2779;418.5634
259.1842;418.5606
259.285;418.5603
259.3092;418.5597
259.4485;418.5569
257.2312;418.5566
259.4221;418.5562
259.1371;418.5556
256.054;418.555
259.2552;418.5547
257.3342;418.5544
256.8744;418.5537
259.0235;418.5525
257.2092;418.5525
264.8469;418.5516
259.2762;418.5506
259.3744;418.5491
257.1998;418.5484
259.2831;418.5481
258.9352;418.5481
256.929;418.5481
257.2548;418.5472
260.8017;418.5444
259.3481;418.5441
259.2642;418.5428
257.4708;418.5428
259.0696;418.5422
259.4198;418.5419
259.1783;418.5419
259.3146;418.5416
256.3229;418.5413
259.1769;418.5406
256.4952;418.5394
257.5508;418.5375
258.7108;418.5353
259.2621;418.5347
257.1933;418.5341
257.171;418.5334
259.1169;418.5328
257.3492;418.5322
257.4738;418.5313
259.2454;418.5309
257.2854;418.53
259.055;418.5272
257.2765;418.5269
266.3079;418.5247
261.2417;418.524
259.2052;418.5234
257.471;418.5231
259.2556;418.5222
260.8181;418.5209
258.9973;418.5206
257.2046;418.5194
257.2421;418.5178
259.2904;418.5172
258.9952;418.5172
259.0335;418.5172
263.4835;418.5166
258.9952;418.5162
259.074;418.5156
259.3467;418.5156
259.3123;418.5141
259.2008;418.5134
259.0825;418.5131
264.61;418.51
259.4858;418.5075
259.2648;418.5072
259.2302;418.5069
263.6177;418.5056
259.0894;418.5056
259.22;418.5053
258.6498;418.505
257.4446;418.505
256.8908;418.5044
259.1121;418.5034
259.2954;418.5019
263.9975;418.5019
264.326;418.4997
259.2446;418.4991
259.1983;418.4987
264.5681;418.4984
259.1335;418.4975
259.3756;418.4975
259.1463;418.4972
259.2469;418.4966
259.2581;418.4931
259.4288;418.4931
259.3156;418.4915
265.1827;418.4903
259.1729;418.4891
261.095;418.4866
256.689;418.4862
263.1744;418.4853
259.0808;418.485
263.1015;418.4841
256.424;418.4828
258.9881;418.4825
257.2017;418.4822
261.006;418.4809
259.4819;418.4809
264.5392;418.4788
259.2883;418.4784
259.3217;418.4778
259.2219;418.4778
258.9954;418.4766
264.1463;418.4766
259.1071;418.4741
261.1221;418.4738
259.0698;418.4734
257.36;418.4734
259.1642;418.4719
257.015;418.4719
259.175;418.4703
259.3502;418.4672
259.3956;418.4672
259.3356;418.4672
259.3121;418.4653
265.0023;418.4647
259.0198;418.4647
259.0617;418.4644
259.204;418.4641
259.3083;418.4609
256.6308;418.4609
259.0977;418.4606
259.1925;418.46
259.3285;418.459
257.235;418.459
258.9379;418.4587
257.2244;418.4584
263.1798;418.4569
259.0544;418.4565
259.1621;418.4559
259.0454;418.4553
263.3435;418.4547
259.2896;418.4544
259.2646;418.4522
258.9935;418.4519
258.9962;418.4516
259.2996;418.4509
259.2256;418.45
259.5285;418.4484
257.255;418.4481
259.3194;418.4463
256.8746;418.4459
258.9521;418.4447
259.2577;418.4428
258.9802;418.4425
257.0231;418.4422
259.2129;418.4409
259.2921;418.4403
261.1567;418.44
263.4446;418.4378
259.1671;418.4378
259.3694;418.4372
259.0871;418.4366
259.321;418.4356
259.2956;418.4353
259.364;418.435
264.6852;418.4341
259.2752;418.4325
256.9769;418.4322
259.0442;418.43
257.2098;418.43
259.3244;418.4284
259.0771;418.4278
259.129;418.4266
263.2723;418.4256
259.3283;418.4237
259.1944;418.4228
259.1187;418.4228
259.0258;418.4225
259.2417;418.4194
259.15;418.4163
259.1502;418.415
259.2671;418.4135
259.0348;418.4125
259.1392;418.4119
259.0615;418.4106
260.5192;418.4103
263.2058;418.4103
259.1829;418.4094
257.2683;418.4091
259.2808;418.4088
259.2565;418.4078
256.7596;418.4075
259.3412;418.4069
263.6181;418.4056
258.8952;418.4053
259.0998;418.405
259.16;418.4031
264.8675;418.4028
257.3821;418.4028
259.0135;418.4025
259.109;418.4025
257.4773;418.4022
256.4398;418.4009
259.2287;418.4
258.8819;418.3994
259.0665;418.3953
259.0583;418.3947
259.2529;418.3931
263.1635;418.3928
256.0844;418.3925
263.1458;418.3922
264.7435;418.3922
257.1873;418.3912
264.8371;418.3903
266.1198;418.3891
259.1142;418.3884
258.7833;418.3866
257.2181;418.3866
259.0798;418.3844
259.2546;418.3838
259.5002;418.3828
257.3085;418.3825
256.8017;418.3822
257.41;418.3813
258.8062;418.3803
260.9602;418.3797
263.351;418.3766
259.044;418.3763
257.1146;418.3747
259.2302;418.3741
259.28;418.3725
257.3279;418.3703
259.0031;418.3694
263.3396;418.3684
256.9252;418.3678
259.1264;418.3675
259.0256;418.3653
257.2217;418.3647
259.3315;418.3644
259.2623;418.3634
259.1785;418.3631
259.2175;418.3628
257.0873;418.3622
256.789;418.3616
257.0375;418.3616
258.5102;418.3612
256.7235;418.36
259.0852;418.3594
256.9435;418.3594
257.2152;418.3569
257.385;418.356
256.9708;418.355
261.0117;418.3538
257.2727;418.3531
259.3158;418.3494
259.3077;418.3484
259.3077;418.3478
257.1373;418.3438
259.2142;418.3428
259.3387;418.3412
259.214;418.3397
259.0585;418.3397
256.7173;418.3397
259.1346;418.3391
257.4823;418.3387
257.0815;418.3387
257.4423;418.3375
258.9896;418.3369
259.2077;418.3359
259.404;418.335
258.9185;418.334
259.3435;418.3303
258.9446;418.3297
257.365;418.3281
259.0446;418.3272
260.789;418.3269
259.0533;418.3253
256.4542;418.325
259.2398;418.3238
257.2273;418.3185
264.0565;418.3185
260.5327;418.3172
258.8983;418.3172
259.1104;418.3169
259.0308;418.3163
259.0488;418.3134
259.0611;418.3134
258.9825;418.3119
260.7254;418.3106
259.099;418.3103
264.8139;418.31
259.3665;418.3094
258.8352;418.3087
264.6921;418.3081
259.1944;418.3078
259.1163;418.3069
261.2723;418.3059
264.169;418.3047
258.9658;418.3044
264.2923;418.3044
259.1115;418.3037
259.3531;418.3034
258.9904;418.3031
258.8002;418.3028
259.3548;418.3019
