K5PC5CH.OP;K5T5_1.PV;K5F3.PV
37.80755;586.4083;2327.054
38.04203;586.3984;2337.151
36.95677;586.3958;2315.173
35.81187;586.3937;2332.554
37.82109;586.3922;2342.748
36.00969;586.3849;2325.156
38.31031;586.3807;2430.761
36.17172;586.3781;2278.309
39.46235;586.3755;2420.576
36.78104;586.3734;2308.105
36.28542;586.3682;2275.313
39.48182;586.3604;2422.602
39.6662;586.3583;2437.298
36.86323;586.3479;2313.937
37.99198;586.3438;2344.142
39.75729;586.3386;2436.589
36.82214;586.3312;2313.141
36.27198;586.3297;2279.229
36.35401;586.3271;2280.235
39.54359;586.3265;2454.139
37.80167;586.3255;2347.325
36.94781;586.3214;2294.186
37.96255;586.3187;2339.528
36.73463;586.3135;2314.11
36.75682;586.3094;2318.292
37.84604;586.3016;2342.576
36.96828;586.2943;2299.41
39.00479;586.2896;2422.688
35.67062;586.287;2336.096
35.99089;586.2802;2301.933
39.55552;586.2714;2428.39
39.73037;586.2625;2421.374
37.80839;586.2615;2333.995
38.95354;586.2578;2409.682
36.37026;586.2531;2277.26
36.10495;586.2505;2286.968
36.36568;586.2495;2305.927
36.02781;586.2495;2280.458
39.6426;586.249;2430.573
39.59562;586.2463;2438.018
36.14057;586.2463;2280.321
36.28761;586.2458;2321.002
36.29479;586.2448;2280.325
39.45161;586.2406;2432.104
39.63849;586.2333;2424.941
36.39807;586.2323;2276.711
39.6863;586.2255;2422.432
38.45948;586.2224;2424.21
36.33594;586.2224;2281.652
39.5749;586.2198;2418.239
36.45203;586.2099;2305.519
39.5626;586.2052;2423.018
39.01693;586.1995;2439.145
36.85495;586.1984;2306.793
39.74979;586.1927;2432.387
36.96286;586.187;2297.47
37.91781;586.1791;2338.397
37.96339;586.1786;2352.762
37.82203;586.1786;2347.059
39.46146;586.176;2419.128
36.11036;586.1755;2292.914
39.58708;586.1735;2422.675
39.61896;586.1708;2431.839
35.80313;586.1516;2314.441
36.95125;586.1505;2290.577
36.3425;586.15;2319.017
39.38203;586.1448;2378.514
37.00807;586.1437;2309.336
42.82672;586.1422;2508.288
39.24766;586.1406;2462.78
37.79505;586.1349;2345.948
37.86338;586.1339;2328.344
38.93271;586.1255;2435.677
35.71688;586.1255;2315.951
39.53229;586.1224;2425.893
42.90734;586.1219;2472.516
36.31713;586.1213;2286.326
36.25646;586.1135;2321.644
37.00297;586.1099;2298.469
39.71078;586.1094;2427.219
39.54245;586.1083;2414.726
36.74516;586.1068;2286.486
36.21516;586.1031;2280.614
37.66677;586.1;2328.778
36.11854;586.0979;2291.913
37.87135;586.0964;2343.156
38.41104;586.0958;2442.863
36.85239;586.0911;2312.512
35.91354;586.0891;2328.841
35.25974;586.088;2320.597
38.75552;586.0812;2439.502
39.71375;586.0807;2427.71
37.94948;586.0797;2343.999
39.55271;586.0776;2426.184
36.01735;586.0719;2294.572
36.84505;586.0698;2347.93
38.91427;586.062;2442.502
37.78;586.0609;2427.815
37.01031;586.05;2313.984
36.92901;586.0453;2311.672
36.21495;586.0364;2282.392
39.38958;586.0349;2448.926
39.66453;586.0323;2430.039
39.46088;586.0261;2427.336
38.71818;586.0255;2416.202
36.00729;586.0229;2335.752
39.81297;586.0224;2438.019
31.34188;586.0193;2243.159
36.0912;586.0172;2280.897
36.3801;586.0156;2276.504
36.15026;586.012;2292.047
36.64005;586.0109;2312.932
37.00338;586.0094;2286.987
35.96505;586.0037;2322.89
39.33896;586.0021;2417.1
39.21589;586.0005;2450.504
36.81359;585.999;2312.304
37.8738;585.9969;2337.084
36.31083;585.9938;2288.835
36.34974;585.9854;2287.392
42.78724;585.9792;2516.975
38.77063;585.9734;2433.113
36.32563;585.9729;2287.719
38.75943;585.9708;2442.003
36.87703;585.9708;2319.49
37.84583;585.9682;2340.894
39.18849;585.9667;2450.967
38.53068;585.9667;2409.199
37.67943;585.9656;2327.097
36.80427;585.963;2318.805
36.18063;585.9562;2287.157
33.19812;585.9552;2252.347
39.45636;585.9531;2413.752
37.0374;585.9484;2311.41
39.34609;585.9469;2419.54
35.95224;585.9453;2323.975
39.83859;585.9443;2421.006
37.03823;585.9396;2307.678
37.86385;585.938;2338.762
36.98734;585.9359;2315.357
35.79391;585.9359;2315.06
37.80406;585.9349;2330.687
36.91875;585.9349;2310.055
39.50797;585.9276;2429.008
41.9275;585.9219;2470.865
36.31797;585.9151;2317.813
39.73088;585.9114;2434.149
39.49557;585.9073;2423.417
38.03698;585.9031;2433.353
39.57141;585.8927;2432.11
36.28401;585.8885;2271.672
36.08292;585.8839;2290.324
36.37354;585.8828;2273.458
39.70833;585.875;2422.603
39.33922;585.8745;2434.188
39.75823;585.8719;2433.249
37.63344;585.8719;2359.802
39.73443;585.8656;2435.504
36.84365;585.8651;2307.326
36.27849;585.8635;2288.835
39.76844;585.8464;2429.165
39.70448;585.8458;2432.352
36.89859;585.8458;2314.724
36.99479;585.8411;2299.418
33.33984;585.8411;2253.346
33.05526;585.8359;2270.234
40.74021;585.8297;2451.307
37.73229;585.8287;2360.146
36.79219;585.826;2321.68
36.9901;585.8255;2301.349
35.94943;585.8234;2324.607
36.30479;585.8203;2279.435
36.35818;585.8151;2306.926
35.65109;585.813;2322.127
36.96614;585.8109;2315.868
37.02901;585.8104;2311.747
39.74641;585.7891;2419.588
37.79224;585.7766;2343.075
40.71422;585.7729;2411.69
36.94641;585.7724;2314.647
38.71427;585.7698;2445.284
36.37625;585.7693;2288.585
39.84359;585.7651;2427.176
36.25359;585.7646;2297.648
37.0351;585.7521;2307.072
42.73156;585.75;2490.664
35.98037;585.7469;2279.019
36.7011;585.7438;2319.862
38.3101;585.7396;2427.092
36.26844;585.7391;2284.475
36.16104;585.7391;2274.007
36.39088;585.7323;2313.982
36.28693;585.7266;2285.71
37.07677;585.7182;2307.878
37.92245;585.7177;2346.228
33.67703;585.7167;2244.211
36.16974;585.7156;2293.547
39.40662;585.7146;2425.82
38.71614;585.7136;2432.94
38.74172;585.7047;2421.329
36.09375;585.7031;2295.124
36.91516;585.7031;2290.589
38.63531;585.7015;2439.106
36.27485;585.699;2282.192
39.79255;585.6974;2433.499
38.715;585.6959;2418.665
39.70026;585.6932;2425.602
36.24187;585.6927;2283.993
39.44963;585.6844;2428.008
37.63797;585.6833;2332.051
36.35365;585.6807;2272.906
42.89807;585.6791;2542.897
37.96906;585.6755;2350.879
39.79078;585.6688;2419.804
39.71073;585.6625;2432.407
36.7725;585.6547;2314.829
36.95953;585.6531;2297.444
36.21859;585.6448;2277.311
40.82615;585.6406;2417.354
39.63271;585.6406;2416.722
37.11833;585.6406;2292.145
41.10042;585.637;2426.077
37.81328;585.6365;2344.775
36.88547;585.6354;2319.362
41.90797;585.6344;2472.719
35.65724;585.6344;2317.634
36.42068;585.6312;2305.406
37.11349;585.626;2298.81
38.38318;585.6198;2428.897
38.89489;585.6141;2435.88
36.98505;585.6115;2308.74
36.43261;585.6094;2282.279
39.57177;585.6078;2457.429
39.46239;585.6063;2424.669
39.54896;585.6047;2425.317
35.33557;585.5896;2316.769
34.79964;585.5886;2316.066
37.93823;585.5865;2347.671
39.68938;585.5745;2436.222
37.84141;585.5703;2336.391
36.80912;585.5578;2308.474
39.07063;585.5547;2443.7
39.54187;585.5541;2418.79
35.99047;585.5536;2321.415
37.74307;585.5505;2331.277
36.39432;585.5485;2273.222
36.95063;585.5463;2314.33
33.6699;585.5438;2277.924
35.93937;585.5427;2315.281
39.53229;585.5401;2431.739
36.06594;585.5401;2321.867
39.86214;585.5364;2430.12
36.19115;585.5323;2279.381
37.77984;585.5302;2311.024
33.09286;585.5297;2220.216
36.14323;585.524;2277.664
39.73281;585.5193;2428.962
36.78484;585.5151;2311.497
37.0938;585.512;2298.221
36.83735;585.5115;2312.501
39.70375;585.5094;2434.947
39.57161;585.5068;2423.106
39.41557;585.5026;2430.696
37.85125;585.5021;2328.21
37.55255;585.5021;2322.742
36.19708;585.5016;2280.424
33.29828;585.4995;2235.468
36.09833;585.499;2283.554
36.0337;585.4984;2292.151
39.76302;585.4979;2432.6
36.91536;585.4943;2310.495
39.7449;585.4932;2434.344
37.96391;585.4922;2350.331
33.35188;585.4896;2229.776
36.94484;585.4802;2316.344
39.68203;585.4771;2431.677
36.82453;585.4766;2305.986
39.5974;585.4729;2439.877
36.38;585.4682;2281.011
37.9425;585.4646;2335.113
36.05037;585.463;2320.898
39.81578;585.4625;2435.11
36.06865;585.4604;2272.082
39.79984;585.4578;2439.651
36.22698;585.4542;2273.814
38.06187;585.4417;2346.875
36.8476;585.4406;2308.157
36.28989;585.4396;2296.761
36.80448;585.4349;2313.488
39.47958;585.4338;2428.31
37.02505;585.4313;2316.223
35.96776;585.4286;2316.686
36.52901;585.4276;2287.979
39.63302;585.4213;2427.577
38.81464;585.4208;2418.72
36.88396;585.4203;2297.475
36.41844;585.4182;2321.752
39.78604;585.4156;2432.488
39.9374;585.4146;2424.34
37.88636;585.4125;2341.229
34.63562;585.412;2322.861
36.26656;585.412;2308.241
39.75651;585.4109;2436.003
39.64083;585.4109;2419.033
36.94526;585.4109;2310.699
36.2737;585.4104;2291.949
36.44245;585.4083;2297.514
36.13724;585.4016;2324.958
39.5549;585.3948;2428.346
36.46151;585.3849;2275.5
35.36807;585.3703;2331.611
39.72677;585.3693;2428.568
35.63802;585.3677;2321.561
33.7312;585.3661;2273.389
36.16016;585.3646;2274.362
39.8037;585.363;2436.454
36.95515;585.3625;2301.812
39.69323;585.3588;2432.331
38.97844;585.3573;2452.074
36.80265;585.3568;2312.122
36.8189;585.3568;2308.749
36.20755;585.3505;2316.05
39.57542;585.3495;2437.72
36.08917;585.3484;2320.264
38.09854;585.3469;2332.176
39.59208;585.3438;2423.38
34.21667;585.3438;2259.448
40.46761;585.3427;2463.294
37.83688;585.3417;2344.001
35.9849;585.3417;2327.937
38.56464;585.3328;2419.688
39.63151;585.3302;2426.241
38.83562;585.3287;2446.71
39.68849;585.3255;2428.27
37.99187;585.3209;2360.939
39.61536;585.3156;2419.668
36.84911;585.3115;2311.63
42.77682;585.3104;2512.126
36.80979;585.3104;2316.557
39.78563;585.3063;2437.866
39.73214;585.301;2438.303
38.68406;585.3;2413.263
39.545;585.2979;2422.452
39.86323;585.2974;2420.393
42.80375;585.2948;2488.159
36.97823;585.2901;2309.432
39.60552;585.2875;2418.957
36.37594;585.2714;2282.172
36.92667;585.2703;2300.292
41.74417;585.2651;2465.156
38.03318;585.263;2328.157
36.32542;585.2615;2280.887
36.95411;585.2552;2317.438
37.15276;585.2547;2300.6
36.24208;585.2526;2274.929
36.92089;585.2479;2306.363
39.38328;585.2427;2430.682
39.56141;585.2427;2418.385
39.3987;585.2422;2421.894
36.51078;585.2401;2270.662
36.93625;585.2391;2301.77
38.50052;585.2354;2369.472
37.04677;585.2344;2292.975
36.14208;585.2266;2320.373
39.76828;585.2224;2424.161
37.09667;585.2203;2310.087
43.10422;585.2151;2504.225
39.87734;585.2151;2417.719
38.00797;585.2146;2336.72
37.7874;585.212;2335.743
36.92042;585.2109;2315.685
36.93297;585.2083;2310.49
37.02807;585.2068;2316.029
38.95771;585.2047;2444.947
39.65479;585.2021;2420.738
36.27057;585.201;2275.999
39.6824;585.2005;2441.263
36.14406;585.1948;2277.807
36.49766;585.1896;2273.748
38.63781;585.1885;2422.414
36.88948;585.1875;2311.327
36.95422;585.1813;2307.901
36.60568;585.1781;2302.76
33.17188;585.1781;2246.541
39.8963;585.1755;2436.877
36.66703;585.1745;2315.037
36.09656;585.1719;2279.908
39.86713;585.1698;2430.729
36.38417;585.1682;2282.513
39.62037;585.1667;2439.979
37.9514;585.1609;2348.91
33.16542;585.1609;2248.447
36.17448;585.1557;2277.981
39.68505;585.1511;2419.464
33.23412;585.149;2227.61
39.63958;585.1484;2432.768
38.51323;585.1453;2446.19
35.95578;585.1453;2318.584
36.15865;585.1401;2280.492
36.38515;585.1375;2278.628
36.25438;585.1318;2280.696
36.00656;585.1292;2272.672
33.44896;585.1219;2216.396
37.76682;585.1208;2324.604
36.38401;585.1208;2305.229
37.04922;585.1166;2299.257
36.71599;585.1125;2307.18
39.31839;585.1115;2419.056
37.78865;585.1115;2330.106
37.03833;585.1042;2310.475
35.87219;585.1026;2314.982
37.81745;585.1021;2326.748
36.84979;585.0989;2307.009
39.53625;585.0979;2436.549
39.56057;585.0979;2425.599
39.61057;585.0969;2415.607
39.83406;585.0891;2434.395
39.64542;585.0875;2431.695
35.51729;585.0818;2320.179
37.09536;585.0687;2311.921
36.98526;585.0687;2301.784
39.82526;585.0677;2432.534
34.19938;585.0635;2259.744
34.93198;585.063;2315.564
39.72781;585.0536;2430.347
39.92531;585.049;2429.534
36.93042;585.0485;2291.176
39.66037;585.0479;2431.294
39.45969;585.0458;2419.57
37.7551;585.0453;2329.328
37.11917;585.0443;2317.552
39.71812;585.0364;2435.419
36.60088;585.0364;2301.692
39.09276;585.0359;2431.294
39.7301;585.0339;2431.053
36.81886;585.0292;2310.459
36.0124;585.0286;2328.292
39.64719;585.0266;2425.726
39.60906;585.0255;2422.36
39.48214;585.0234;2425.226
39.82073;585.0224;2442.365
36.78344;585.0151;2320.449
36.04495;585.0042;2290.563
36.55281;585.0026;2312.985
36.89823;585.001;2317.153
36.25828;584.9958;2282.365
37.83839;584.9948;2328.332
36.33641;584.9948;2303.203
36.19188;584.9927;2272.29
39.38828;584.9911;2424.355
36.34266;584.9865;2313.227
36.82787;584.9818;2318.431
36.89552;584.9786;2313.033
36.73677;584.9672;2313.844
36.46761;584.9646;2276.796
33.31667;584.9641;2234.772
38.0713;584.9636;2334.998
36.39458;584.9552;2283.51
32.79443;584.9531;2243.259
36.37833;584.9495;2276.499
36.1826;584.9412;2287.729
36.98219;584.9391;2299.429
39.27;584.9375;2420.672
36.14625;584.9338;2277.434
37.9299;584.9271;2327.38
35.79453;584.9167;2314.73
36.7751;584.9161;2316.667
36.85953;584.9146;2313.223
33.28234;584.9125;2234.177
36.74562;584.9114;2301.637
36.28458;584.9109;2284.341
36.29974;584.9021;2282.777
36.93526;584.8943;2298.956
36.40406;584.8927;2287.534
36.95016;584.8912;2320.037
37.00099;584.8834;2296.882
42.74802;584.8812;2502.218
37.07771;584.8771;2294.716
36.24495;584.875;2281.002
36.85979;584.8745;2314.998
39.52901;584.8724;2429.459
36.32948;584.8708;2304.906
32.89922;584.8682;2229.219
37.05516;584.8651;2311.879
33.1937;584.8604;2229.384
39.7901;584.8599;2432.683
33.15693;584.8578;2235.862
35.92719;584.8531;2317.908
36.02953;584.8484;2279.065
36.86453;584.8438;2314.99
36.07859;584.838;2276.997
36.1076;584.8339;2283.306
39.28547;584.8229;2426.003
39.38333;584.8219;2420.771
36.26203;584.8068;2305.844
39.7799;584.8047;2428.832
39.73125;584.8047;2426.063
38.78432;584.8047;2404.406
36.81922;584.7938;2315.781
39.94839;584.7911;2349.943
37.86005;584.7906;2362.786
35.84891;584.7906;2348.633
39.51578;584.7839;2428.052
36.48463;584.7786;2282.253
39.25937;584.7714;2421.585
39.49797;584.7703;2427.135
37.06198;584.7687;2295.871
36.15229;584.7687;2274.667
39.65776;584.7682;2430.146
39.58797;584.7682;2423.147
39.54531;584.7677;2435.083
38.0188;584.7667;2343.322
36.94781;584.7635;2316.428
39.33255;584.7609;2418.872
37.02146;584.7609;2291.572
39.83828;584.7594;2430.055
39.76776;584.7578;2425.019
35.87099;584.7516;2297.229
36.38927;584.75;2298.292
36.93542;584.75;2292.629
36.45016;584.7484;2304.231
39.69948;584.7432;2421.567
36.74042;584.7411;2319.212
37.91661;584.737;2281.693
39.69177;584.7354;2430.346
39.74828;584.7328;2427.814
36.33901;584.7323;2280.561
36.95156;584.7297;2292.412
36.4162;584.7271;2276.211
36.9926;584.7245;2310.241
42.75261;584.7203;2500.893
39.65792;584.7203;2435.866
42.04797;584.7188;2517.115
40.79505;584.7182;2407.479
39.62828;584.7151;2427.488
35.7563;584.7099;2319.556
36.6912;584.7099;2309.695
36.96589;584.7083;2316.115
38.04016;584.7062;2328.226
36.08537;584.7057;2278.207
36.04193;584.7031;2295.901
39.84859;584.701;2433.647
39.64745;584.6995;2425.839
36.30188;584.6979;2273.448
39.73042;584.6948;2426.75
36.95302;584.6943;2307.821
36.40786;584.6932;2283.329
36.86438;584.6891;2316.889
36.84276;584.6807;2310.121
33.7537;584.6791;2228.022
39.64188;584.6781;2424.196
39.73833;584.6688;2429.919
39.47042;584.6614;2417.895
33.36312;584.6604;2250.271
39.7462;584.6578;2419.431
36.39995;584.6578;2274.544
36.89177;584.6547;2312.711
36.26906;584.6531;2295.27
36.47552;584.6495;2273.47
37.0025;584.6484;2293.85
36.84385;584.6406;2313.974
39.72604;584.6401;2426.41
37.13219;584.6287;2317.383
36.94011;584.626;2292.002
39.62;584.6255;2425.564
39.84146;584.6234;2428.936
36.83286;584.6229;2319.63
36.83443;584.6198;2305.969
36.79177;584.6193;2315.752
36.30771;584.6177;2282.474
39.53255;584.6166;2427.436
39.45526;584.6166;2424.339
36.88016;584.6161;2309.363
36.37219;584.611;2275.231
34.62531;584.5958;2252.224
39.71276;584.5922;2424.071
37.91849;584.5922;2333.786
36.77682;584.5906;2307.974
39.65573;584.5854;2426.86
36.35537;584.5828;2318.337
39.37698;584.5807;2428.17
39.82885;584.5771;2426.919
39.46276;584.574;2427.127
39.66422;584.5714;2424.146
36.92656;584.5651;2295.449
39.71125;584.5646;2428.696
39.70786;584.5547;2437.728
36.71094;584.5536;2310.037
34.69609;584.5531;2273.929
37.845;584.551;2330.247
39.79474;584.55;2438.3
36.90562;584.5474;2314.197
40.82276;584.5438;2408.438
39.77922;584.5427;2429.763
36.33281;584.5427;2273.147
36.30573;584.5417;2291.32
36.84385;584.5349;2297.515
36.05583;584.5318;2322.149
36.29464;584.5318;2278.177
40.61646;584.5307;2400.108
39.5263;584.5271;2431.501
40.67198;584.525;2407.187
39.59964;584.525;2398.165
36.82677;584.524;2310.12
36.95547;584.5219;2309.184
36.20052;584.5151;2282.116
39.70068;584.513;2421.156
36.97958;584.512;2310.778
36.35245;584.512;2306.234
32.43338;584.5062;2225.303
36.90089;584.4995;2309.204
37.1237;584.499;2299.371
40.72646;584.4922;2406.195
36.26219;584.4901;2297.122
36.84438;584.4885;2310.314
36.43636;584.4849;2305.107
39.71146;584.4838;2428.73
37.95885;584.4813;2335.223
37.02214;584.4776;2310.563
39.51464;584.476;2419.247
36.36974;584.4734;2281.53
37.07797;584.4719;2299.686
39.40885;584.4672;2425.782
32.16;584.4661;2239.705
36.98906;584.4656;2300.743
36.91255;584.4651;2299.285
38.95177;584.463;2412.673
36.87563;584.4609;2316.039
36.31287;584.4547;2302.634
39.63338;584.451;2425.857
36.86187;584.4484;2311.707
36.38417;584.4437;2300.209
39.73792;584.4432;2432.562
39.48802;584.4417;2424.75
36.25255;584.4391;2283.487
36.51505;584.437;2302.345
37.07891;584.437;2300.743
40.01932;584.4333;2425.585
37.15177;584.4323;2306.49
37.03406;584.4297;2307.02
36.91146;584.424;2307.173
33.20937;584.424;2219.9
39.58427;584.4219;2426.593
36.80276;584.4182;2311.177
36.36552;584.4177;2297.166
36.99688;584.4161;2293.342
39.55687;584.4052;2423.688
33.46339;584.4042;2233.611
36.58724;584.4005;2299.637
37.15511;584.3927;2299.35
39.81141;584.3917;2435.255
36.86318;584.3912;2310.526
36.27485;584.3912;2289.4
38.40714;584.3859;2387.014
37.04198;584.3771;2307.777
42.85088;584.3755;2511.31
35.85307;584.375;2314.259
33.35042;584.3745;2227.383
37.15359;584.3672;2300.669
36.84516;584.3661;2307.102
36.98812;584.3635;2312.758
36.44641;584.362;2300.013
35.81635;584.3542;2313.72
39.42578;584.3464;2417.702
39.65859;584.3438;2433.34
39.60016;584.3427;2425.913
39.7462;584.3354;2432.409
39.64995;584.3323;2426.014
32.69927;584.3292;2231.628
38.62313;584.3229;2391.479
36.7287;584.3083;2312.621
33.35661;584.3078;2247.757
36.83896;584.3063;2308.956
37.10115;584.3047;2303.969
36.77604;584.2927;2311.675
39.64141;584.2917;2423.584
33.15542;584.2906;2220.038
36.88438;584.2896;2312.733
39.49823;584.2687;2421.271
37.41917;584.2672;2351.252
36.27036;584.2672;2281.243
37.77427;584.2651;2340.871
33.36365;584.2578;2233.668
33.50828;584.2568;2237.908
36.86948;584.2557;2320.776
36.93604;584.2552;2312.945
36.95932;584.2406;2309.067
36.29547;584.237;2279.819
37.15568;584.2344;2283.42
39.50719;584.2292;2417.184
36.14755;584.2245;2282.899
39.62995;584.2234;2430.869
39.54474;584.2234;2419.024
36.24703;584.2198;2282.509
36.91646;584.2161;2315.967
39.77474;584.212;2429.391
36.97203;584.2078;2295.493
37.13334;584.2031;2316.648
40.71505;584.2026;2412.757
39.58901;584.2021;2428.573
33.20802;584.2;2230.815
36.86683;584.1964;2311.792
36.99115;584.1959;2305.985
36.63057;584.1896;2305.393
32.76443;584.188;2226.8
38.83932;584.1859;2419.926
42.8101;584.1833;2501.205
36.78917;584.1818;2299.318
39.6;584.1791;2423.031
39.80625;584.174;2429.796
36.9863;584.1724;2300.748
42.7376;584.1698;2509.186
39.655;584.1693;2415.952
37.19068;584.1672;2315.003
36.79276;584.1667;2308.419
36.92068;584.1656;2326.445
39.76604;584.1594;2427.099
36.66636;584.1578;2321.355
39.45146;584.1552;2422.978
39.40557;584.1474;2417.749
36.86547;584.1432;2317.883
36.92958;584.1396;2311.966
37.01974;584.139;2314.644
37.09208;584.1302;2306.075
38.46;584.1281;2457.73
36.51375;584.1281;2314.878
36.9612;584.125;2292.588
37.04526;584.1166;2310.884
36.36323;584.1073;2286.536
36.42156;584.1063;2271.609
36.80177;584.1057;2303.063
36.16042;584.1005;2278.234
37.1663;584.0974;2310.829
37.12099;584.0896;2318.482
39.53573;584.0776;2427.281
36.75083;584.0771;2311.593
36.93609;584.0719;2305.674
39.64443;584.0677;2430.704
39.33651;584.0662;2421.83
39.52182;584.0646;2427.63
36.66385;584.0625;2312.104
33.09042;584.0563;2219.652
39.65406;584.0516;2440.167
36.90797;584.049;2312.854
39.63552;584.0479;2423.648
38.03901;584.0443;2424.018
36.96932;584.0349;2315.398
36.82849;584.0323;2308.301
39.40505;584.025;2433.583
34.15073;584.0198;2259.683
36.86505;584.0187;2320.555
36.4462;584.0182;2276.355
36.4463;584.0177;2289.772
39.6037;584.0172;2394.246
33.20349;584.0026;2232.508
33.28271;584.0021;2238.038
36.97505;584.0016;2316.456
36.15984;584.0016;2281.333
39.54333;583.9974;2421.077
36.72547;583.9911;2318.127
36.98594;583.9901;2259.184
39.47109;583.9776;2422.911
36.82505;583.976;2311.234
36.98427;583.976;2296.304
36.82641;583.9745;2308.201
37.09172;583.9698;2311.353
35.83714;583.9661;2297.811
36.82526;583.9464;2314.756
36.84891;583.9453;2318.607
36.7499;583.9412;2315.41
36.66828;583.9406;2314.323
36.88432;583.9385;2316.713
33.36323;583.938;2223.37
37.11781;583.9375;2293.867
37.68099;583.9318;2357.89
36.81734;583.9318;2313.466
36.33849;583.9307;2302.329
39.32312;583.9276;2438.514
39.60464;583.9271;2424.21
33.27885;583.9271;2234.743
39.46614;583.9266;2423.543
34.28693;583.9208;2278.807
37.71932;583.9193;2333.039
37.02636;583.9188;2308.392
36.85198;583.912;2310.534
36.02318;583.9109;2287.752
33.78172;583.9089;2230.899
38.06813;583.9042;2350.356
36.36557;583.9031;2303.079
36.78516;583.9026;2311.515
33.93338;583.9016;2239.428
37.02464;583.8995;2313.597
32.4701;583.8979;2229.08
37.0325;583.8958;2295.764
36.57005;583.8943;2302.707
39.40068;583.8912;2421.022
33.32583;583.8906;2227.357
40.74859;583.8885;2409.79
36.99792;583.8839;2293.131
36.87276;583.8792;2309.646
36.9263;583.8666;2315.559
37.01083;583.862;2308.84
39.57286;583.8594;2424.794
36.53948;583.8547;2299.835
36.9875;583.8542;2307.714
36.34849;583.8484;2308.087
39.58464;583.8448;2418.769
37.20698;583.8411;2291.315
39.3774;583.8406;2418.289
37.02713;583.8401;2308.425
36.91563;583.8391;2309.931
36.93193;583.837;2298.694
37.00172;583.837;2295.19
39.67198;583.8323;2426.464
39.63786;583.8281;2419.466
36.18703;583.825;2275.811
36.9775;583.8214;2302.442
36.9475;583.8198;2306.625
33.34292;583.8141;2228.309
36.7688;583.8115;2316.245
39.74177;583.8109;2437.773
36.94052;583.8094;2313.582
37.01641;583.8036;2293.277
36.99573;583.7963;2308.177
36.16964;583.7875;2292.625
37.02312;583.7802;2319.978
36.24219;583.7792;2297.293
39.44584;583.7745;2421.67
33.24229;583.7745;2233.299
36.30167;583.774;2281.583
33.4239;583.7734;2216.417
39.6088;583.7609;2418.594
36.29156;583.7604;2271.389
39.50516;583.7573;2429.062
36.49354;583.7562;2282.145
36.96141;583.7531;2300.948
36.80401;583.7474;2315.605
37.0051;583.7411;2299.285
33.28365;583.737;2237.387
37.9725;583.7349;2329.138
36.94255;583.7318;2304.553
35.9524;583.7286;2300.371
36.38745;583.7281;2271.635
39.49162;583.725;2427.265
36.98484;583.7245;2307.525
36.86604;583.7234;2315.733
39.65213;583.7214;2422.561
37.79589;583.7198;2328.13
36.95854;583.7161;2316.501
39.55609;583.7047;2425.765
36.93255;583.701;2305.318
36.37521;583.6974;2316.946
36.89714;583.6974;2314.807
39.56172;583.6906;2427.712
39.75672;583.688;2427.868
36.80917;583.6865;2314.897
36.5275;583.6854;2312.506
36.32969;583.6813;2272.323
39.55344;583.675;2421.218
36.20672;583.6735;2316.578
32.46818;583.6614;2232.034
39.77312;583.6583;2428.707
37.03052;583.6526;2304.687
36.26854;583.6521;2305.712
36.71714;583.6505;2315.813
39.84401;583.6479;2436.682
39.80745;583.6474;2434.361
39.48349;583.6474;2427.642
32.6676;583.6453;2245.914
33.27297;583.6453;2228.865
33.2512;583.6323;2227.739
36.67739;583.6318;2315.389
36.84484;583.624;2307.051
40.80906;583.6229;2409.158
36.62614;583.6088;2313.698
33.25255;583.6078;2229.744
33.31255;583.6063;2234.038
39.58891;583.5969;2432.491
37.04979;583.5906;2300.82
36.50896;583.587;2314.16
37.02245;583.5823;2294.854
41.61458;583.5677;2448.262
36.52542;583.5677;2304.547
39.63698;583.5667;2425.557
35.9862;583.5615;2321.194
39.74015;583.5609;2423.691
36.40448;583.5599;2274.387
37.69307;583.5583;2352.374
36.89761;583.5568;2310.815
36.36687;583.5536;2319.597
38.01667;583.5505;2328.583
36.96312;583.55;2310.421
36.29599;583.5458;2273.198
37.08594;583.5427;2313.01
36.95516;583.5422;2308.622
39.71734;583.5411;2428.926
33.31531;583.5411;2229.313
36.93615;583.5391;2316.195
36.01401;583.5385;2324.027
36.28802;583.5354;2303.241
39.45443;583.5323;2427.648
39.49927;583.5266;2417.035
36.23891;583.5219;2281.096
33.20083;583.5187;2217.584
38.47802;583.5151;2408.197
37.06349;583.5146;2294.368
36.94969;583.5125;2310.655
36.96396;583.5062;2299.868
33.4587;583.501;2216.629
37.64412;583.4979;2356.17
33.26162;583.4943;2219.648
39.75052;583.4906;2426.401
39.5487;583.4906;2424.223
36.29995;583.4906;2312.842
39.66338;583.4891;2436.639
39.59229;583.4875;2423.74
37.0274;583.4844;2314.025
33.33719;583.4807;2227.012
39.46281;583.4802;2419.621
36.85776;583.4771;2311.366
33.48365;583.4651;2225.184
37.03193;583.4594;2286.659
36.74537;583.4568;2312.716
39.54885;583.4515;2434.156
36.9439;583.4453;2315.164
39.60396;583.4417;2400.696
36.03734;583.4396;2297.145
33.37948;583.4375;2235.465
36.43411;583.4266;2307.713
40.58932;583.4219;2412.481
36.4825;583.4151;2282.438
36.47005;583.4083;2320.563
36.96693;583.4016;2310.388
36.83583;583.3906;2315.373
36.90662;583.388;2309.225
37.06448;583.3818;2293.265
37.00167;583.3792;2308.6
40.77073;583.3755;2411.75
