K5PC5CH.OP;K5T5_1.PV;K5F3.PV
56.29802;624.5849;3094.52
53.13042;624.5812;3065.866
55.37959;624.5745;3073.082
52.7113;624.5714;3078.777
53.15641;624.5709;3070.91
56.41484;624.5667;3083.405
55.93177;624.5667;3083.282
53.14235;624.5635;3066.064
55.54047;624.5604;3076.028
55.52417;624.5552;3088.925
55.48167;624.5552;3086.275
52.82495;624.5526;3066.393
52.6687;624.5516;3046.454
55.52141;624.551;3080.16
55.66193;624.5505;3087.381
55.70026;624.5422;3076.523
55.55677;624.5375;3085.918
56.51234;624.5354;3095.749
55.47432;624.5286;3078.272
55.72469;624.5271;3077.216
55.51771;624.524;3070.326
52.99854;624.5229;3071.071
52.90162;624.5177;3064.963
56.47792;624.514;3083.623
55.41964;624.512;3080.265
56.56615;624.5062;3090.728
55.6;624.5047;3077.371
53.25807;624.4891;3067.527
55.80698;624.4838;3086.8
53.23859;624.4813;3070.174
55.58172;624.4771;3085.941
52.70995;624.4739;3051.592
55.7249;624.4708;3078.545
55.51286;624.4646;3080.988
52.63927;624.4636;3052.065
55.59464;624.4412;3080.774
56.39182;624.4375;3107.834
55.73875;624.4208;3076.225
53.2026;624.4104;3062.413
55.48781;624.4047;3085.13
55.65818;624.4031;3080.7
56.44292;624.3943;3086.368
55.39495;624.3875;3079.43
56.39078;624.3807;3089.193
55.60812;624.3745;3080.53
52.90766;624.3489;3064.762
55.54719;624.3453;3090.631
53.11964;624.3401;3067.858
56.3726;624.3391;3081.534
52.86469;624.3328;3070.272
56.5337;624.3229;3091.22
56.4363;624.3083;3090.847
53.24505;624.2953;3073.004
56.41245;624.2948;3090.552
56.32203;624.2885;3110.157
55.44917;624.287;3080.773
56.41521;624.2859;3093.671
55.55729;624.2828;3080.988
55.4862;624.2802;3077.884
55.55792;624.2719;3086.185
52.81995;624.2714;3068.638
55.33417;624.2698;3089.734
55.58302;624.2682;3085.264
55.38672;624.2677;3073.874
55.50167;624.2656;3073.681
56.49437;624.263;3089.16
55.3676;624.25;3067.745
56.37547;624.2463;3070.075
55.48265;624.238;3087.704
55.73037;624.2297;3085.371
55.56229;624.2292;3090.6
56.44302;624.2281;3096.859
53.26932;624.2193;3069.632
55.33974;624.2172;3075.587
55.57724;624.2167;3074.267
53.20479;624.2057;3065.602
55.55536;624.2042;3074.882
55.4737;624.2026;3074.881
52.72651;624.1979;3045.895
53.05375;624.1953;3065.998
56.34489;624.1932;3082.769
56.31984;624.1927;3088.804
55.61438;624.1781;3079.958
55.49229;624.176;3080.609
55.40635;624.176;3077.315
55.40229;624.1651;3061.999
55.63547;624.1557;3079.977
56.53323;624.1458;3088.084
53.14766;624.1453;3074.114
55.49599;624.1448;3081.155
55.57578;624.1385;3081.848
55.60552;624.1339;3079.485
53.06635;624.1271;3072.694
55.5574;624.1219;3080.108
54.66828;624.1193;3077.696
52.67177;624.1099;3058.643
56.36656;624.1068;3079.549
55.50911;624.0989;3083.968
55.71011;624.0932;3090.205
52.76062;624.0833;3064.072
55.62047;624.0797;3080.079
53.10958;624.0765;3071.051
54.58531;624.0734;3090.089
55.46917;624.0719;3075.901
55.13906;624.0646;3074.434
55.475;624.0635;3075.375
55.69011;624.0594;3076.554
52.70521;624.0541;3041.234
52.56276;624.0526;3065.542
55.15583;624.0432;3105.018
53.15906;624.0422;3057.633
52.99026;624.0219;3059.276
56.42906;624.0156;3100.268
56.53849;624.014;3088.26
56.37599;624.014;3080.928
56.3424;624.013;3077.517
55.20406;624.0099;3087.323
55.14755;624.0026;3076.414
52.69938;624;3054.873
55.35266;623.9974;3077.607
52.77666;623.9958;3048.83
52.58187;623.9948;3061.272
53.18771;623.9916;3062.334
55.41047;623.9896;3078.899
52.66912;623.9891;3064.262
55.46786;623.9875;3083.148
56.44708;623.9776;3086.973
56.55959;623.9729;3092.184
56.34917;623.9719;3093.412
56.21953;623.9698;3100.304
55.66563;623.9693;3081.47
55.43568;623.9656;3074.072
55.50089;623.9589;3087.439
55.51891;623.9515;3080.043
55.5913;623.9505;3074.615
55.53125;623.9469;3086.137
56.51948;623.9453;3094.656
55.28495;623.9406;3071.738
52.54557;623.9375;3039.816
55.73453;623.9302;3086.844
55.45839;623.9276;3087.174
53.01437;623.9224;3069.86
53.18411;623.9135;3063.941
55.77422;623.9104;3078.622
55.49729;623.9073;3083.691
55.32589;623.9036;3074.827
55.72562;623.8995;3082.092
55.4574;623.899;3080.699
53.1974;623.8958;3069.982
52.82885;623.8932;3068.019
56.41146;623.8885;3095.221
55.52141;623.8885;3080.558
55.55906;623.8776;3064.31
52.9687;623.8693;3056.98
55.38792;623.8646;3083.727
56.49083;623.862;3093.839
55.34167;623.8588;3086.318
53.19141;623.8563;3061.732
55.47276;623.8557;3090.473
53.19828;623.851;3071.318
55.71479;623.8464;3087.141
53.06213;623.8464;3069.1
55.49089;623.8443;3084.617
55.52156;623.8406;3079.069
55.43005;623.8401;3090.592
54.44802;623.8391;3049.76
52.74875;623.837;3052.43
55.44453;623.8281;3085.834
56.45078;623.826;3091.809
56.66297;623.8255;3084.675
55.33672;623.8255;3078.975
52.62703;623.8255;3054.347
55.37318;623.8151;3091.555
53.08385;623.8151;3065.633
55.40469;623.8135;3079.364
55.4164;623.813;3077.862
53.13391;623.8099;3073.469
56.53349;623.8078;3090.469
56.31662;623.8068;3092
56.30938;623.8021;3080.55
55.54083;623.7911;3081.509
55.35417;623.7896;3084.425
55.65182;623.7864;3075.124
52.80208;623.7849;3052.609
55.66646;623.7828;3100.632
55.39682;623.7818;3090.876
55.39057;623.7771;3090.189
55.6912;623.7755;3091.085
55.46271;623.775;3083.676
52.74198;623.762;3055.702
53.2438;623.7599;3066.34
55.55734;623.7573;3079.694
55.50547;623.7537;3078.769
52.74479;623.7537;3070.442
53.14745;623.7531;3072.274
55.57953;623.7474;3087.743
55.62693;623.7453;3080.25
55.2949;623.7416;3064.362
56.38911;623.7411;3082.73
56.50281;623.7406;3085.984
56.43542;623.7391;3092.631
55.53838;623.7354;3082.279
55.34729;623.7302;3084.073
56.39505;623.7292;3081.652
55.57802;623.7245;3090.88
56.37734;623.7198;3084.898
53.00979;623.7198;3064.288
55.57255;623.7188;3080.649
56.47203;623.7172;3099.532
56.44021;623.712;3091.756
55.57729;623.7089;3080.766
53.3137;623.7089;3073.951
55.70479;623.7052;3098.763
55.5724;623.7037;3075.166
55.59005;623.6937;3084.212
55.6163;623.6932;3068.295
55.3539;623.6922;3070.759
55.26578;623.6896;3082.078
52.62906;623.6875;3046.198
55.35495;623.676;3071.012
56.44333;623.675;3084.603
55.62912;623.6672;3078.245
55.54713;623.6661;3086.927
53.34589;623.6661;3064.161
55.62943;623.6651;3080.118
55.4301;623.6641;3065.499
56.48297;623.662;3082.382
55.54818;623.6573;3082.495
55.3887;623.6531;3089.915
55.52271;623.6396;3078.227
53.10271;623.639;3062.665
52.75338;623.6385;3065.216
52.71906;623.6375;3057.012
55.50182;623.6354;3088.528
56.53667;623.6349;3090.941
55.50198;623.6349;3074.375
52.67484;623.6344;3048.209
56.51011;623.6339;3086.181
55.74703;623.6271;3082.865
55.69427;623.6266;3077.313
55.57755;623.6229;3092.728
55.47458;623.6224;3087.701
55.56443;623.6193;3101.577
55.7576;623.6151;3080.948
52.84646;623.6141;3058.853
55.73635;623.613;3084.549
52.64854;623.611;3055.945
52.86057;623.6047;3064.614
53.13839;623.6047;3058.94
56.38432;623.6036;3086.68
55.21349;623.6036;3083.129
53.12927;623.6;3062.968
55.43292;623.5979;3072.648
55.18172;623.5932;3077.317
56.22203;623.5922;3099.032
55.42239;623.5891;3046.097
56.34542;623.587;3058.063
53.18349;623.5802;3069.383
55.47953;623.5734;3085.309
55.67719;623.5724;3083.295
53.14162;623.5714;3067.67
55.59557;623.5687;3082.862
56.52151;623.5594;3083.994
55.60365;623.5568;3082.38
55.45401;623.5552;3090.002
55.91302;623.5552;3082.029
55.44896;623.5458;3082.438
56.16833;623.5443;3102.761
55.49339;623.5391;3076.014
55.25172;623.5364;3068.769
55.36656;623.5359;3077.486
56.28948;623.5297;3083.586
55.31958;623.5219;3086.305
55.57031;623.5198;3072.122
54.97573;623.5162;3138.477
55.56953;623.513;3079.222
53.0899;623.5109;3072.154
52.57042;623.501;3058.235
55.23964;623.4891;3087.698
55.72818;623.475;3078.629
55.30693;623.4745;3083.656
55.54401;623.4739;3072.368
55.5175;623.4724;3084.235
55.47479;623.4661;3076.625
55.22354;623.4641;3080.302
55.40531;623.4641;3075.573
53.10313;623.4609;3066.996
54.43255;623.4609;3060.721
53.21104;623.4562;3063.861
53.10005;623.4562;3061.801
55.36302;623.4521;3070.267
55.55443;623.4515;3078.66
56.27057;623.4505;3093.427
55.43328;623.4474;3076.71
52.85568;623.4401;3048.858
53.07714;623.438;3070.256
55.37078;623.4333;3078.925
55.55969;623.4313;3105.5
55.1186;623.4297;3076.104
55.41359;623.4291;3090.325
52.68766;623.4281;3061.411
55.48828;623.426;3043.903
55.45458;623.4255;3082.315
53.11943;623.4255;3068.397
52.72792;623.4177;3048.785
55.63443;623.4109;3060.906
56.43422;623.4104;3064.203
55.55214;623.4073;3077.671
56.29875;623.4052;3090.112
55.43323;623.4;3063.896
55.35005;623.3912;3064.505
56.53635;623.3906;3091.711
52.95557;623.3885;3061.102
52.75172;623.3875;3047.99
56.49672;623.3859;3084.999
55.56292;623.3807;3081.204
55.32964;623.3781;3073.842
52.66359;623.3745;3061.472
54.0912;623.3724;3042.19
55.64797;623.3656;3082.338
56.52734;623.3578;3097.781
55.42193;623.3568;3067.971
52.89042;623.3526;3061.133
53.11474;623.351;3066.155
55.40719;623.351;3064.037
55.31104;623.3438;3061.215
54.00297;623.3391;3031.461
53.96568;623.3333;3032.437
53.2287;623.3323;3072.302
52.65042;623.3312;3054.989
55.61422;623.325;3081.986
54.04057;623.3245;3049.47
55.69307;623.3203;3075.815
55.20083;623.3198;3081.447
53.05219;623.3198;3069.52
55.46375;623.3115;3076.912
55.39781;623.3073;3079.014
55.56036;623.3068;3081.537
52.73375;623.3063;3054.802
53.10625;623.3026;3065.633
55.33755;623.2974;3071.83
52.74193;623.2953;3041.427
55.64099;623.2927;3041.516
55.63307;623.2901;3074.958
55.35844;623.2901;3070.349
56.57375;623.2854;3090.063
55.69021;623.2818;3095.583
56.5412;623.2734;3089.031
52.63297;623.2719;3044.693
55.55995;623.2714;3078.413
56.43495;623.2651;3099.365
55.50865;623.264;3077.945
55.29802;623.263;3081.683
53.07463;623.2625;3029.316
56.61031;623.2557;3093.763
52.64412;623.2552;3061.826
56.24755;623.2516;3065.541
55.46401;623.2495;3072.98
52.89115;623.2438;3067.937
56.48109;623.2422;3094.23
55.36958;623.2416;3081.501
55.51406;623.2406;3078.858
55.64552;623.2401;3082.931
55.22255;623.2375;3075.078
55.67026;623.2292;3079.16
56.50677;623.2292;3078.183
55.34094;623.2281;3067.03
54.90458;623.2203;3066.976
55.16354;623.2172;3079.689
54.42995;623.2125;3059.511
55.57057;623.1943;3079.387
55.49177;623.1917;3088.25
55.50005;623.1917;3082.008
55.46443;623.1901;3078.57
52.80651;623.1859;3046.174
55.59459;623.1838;3042.183
55.42807;623.1833;3080.629
55.4387;623.1828;3083.26
54.54104;623.176;3060.168
55.48271;623.174;3035.04
53.2187;623.1729;3072.147
55.71365;623.1708;3084.814
55.20031;623.1641;3044.663
55.43177;623.1599;3072.103
56.2013;623.1594;3081.828
55.57125;623.1573;3043.888
56.47193;623.1568;3095.311
55.09875;623.1563;3070.181
55.81604;623.1542;3084.619
52.49162;623.1531;3051.551
55.07443;623.1526;3077.75
56.65359;623.1505;3089.604
56.46604;623.1495;3086.093
55.54688;623.149;3078.697
55.30927;623.1385;3083.55
55.57005;623.138;3082.597
55.45151;623.1328;3054.07
55.30953;623.1318;3074.659
55.63005;623.1302;3079.902
56.19719;623.1266;3090.021
56.5064;623.1266;3083.801
55.52245;623.125;3084.456
55.33511;623.1172;3080.802
54.23859;623.1166;3037.633
52.8412;623.1161;3077.895
55.14672;623.113;3088.572
55.49432;623.1104;3082.883
56.36224;623.1047;3091.06
55.58042;623.0844;3068.778
56.41198;623.0839;3083.32
52.6513;623.0828;3057.055
55.4076;623.0781;3079.636
54.055;623.0776;3038.743
55.41677;623.0765;3075.421
55.755;623.075;3076.112
56.60307;623.0745;3088.559
55.4439;623.0745;3087.784
55.39333;623.0734;3081.961
55.51948;623.0709;3069.359
54.09286;623.0677;3047.12
55.50964;623.0646;3084.163
55.48115;623.0646;3069.168
52.61094;623.0615;3043.832
55.37057;623.0578;3085.461
55.34328;623.0557;3071.135
55.46328;623.0536;3077.848
55.42427;623.0531;3084.558
53.30354;623.0463;3065.583
53.14391;623.0448;3064.834
52.78625;623.0417;3061.461
56.27505;623.038;3080.71
55.57677;623.0375;3082.76
54.65297;623.0375;3060.812
54.98755;623.0354;3054.268
52.58906;623.0354;3053.193
56.26313;623.0333;3051.872
55.31688;623.0323;3065.074
52.8413;623.0182;3079.613
55.27172;623.0115;3071.278
55.79109;623.0104;3068.479
55.54521;623.0089;3075.279
55.4164;623.0057;3039.28
54.65302;623.0037;3060.306
53.14292;623.0031;3071.809
55.5837;623.0021;3078.847
55.55964;622.9984;3072.787
56.52396;622.9875;3079.507
55.50625;622.9813;3050.948
55.46953;622.9807;3068.629
55.10245;622.9786;3076.747
55.43932;622.9714;3073.821
56.40172;622.9703;3084.023
55.6013;622.9703;3075.877
55.32078;622.9667;3033.324
56.56651;622.9604;3097.188
55.52375;622.9557;3035.914
56.38922;622.9542;3086.429
52.88104;622.9542;3063.21
55.55969;622.9537;3092.23
56.35417;622.9469;3096.917
55.57677;622.9469;3080.197
56.54698;622.9396;3086.194
55.32484;622.9391;3078.376
55.6112;622.9255;3077.709
55.34771;622.924;3079.744
56.48479;622.9219;3106.709
55.32245;622.9198;3079.423
53.17453;622.9188;3070.998
56.60698;622.9177;3116.489
55.55823;622.9156;3103.512
55.43636;622.9156;3051.235
55.34114;622.9135;3067.454
52.73193;622.9068;3060.771
56.5113;622.9021;3087.992
55.35797;622.9016;3036.828
55.35781;622.9005;3078.516
55.79703;622.8953;3076.7
52.91729;622.8834;3050.614
55.51667;622.8802;3078.211
52.80745;622.8802;3049.16
55.54281;622.875;3032.64
52.72458;622.8703;3051.018
55.46526;622.8688;3082.363
56.36255;622.8682;3080.416
55.20687;622.8682;3077.961
52.70229;622.8646;3049.819
52.72464;622.8641;3061.299
55.52589;622.8615;3056.836
52.7324;622.8583;3053.055
52.63813;622.8484;3048.51
55.49005;622.8448;3075.828
55.42943;622.8443;3078.583
56.49771;622.8417;3087.38
52.72703;622.838;3056.153
52.66818;622.8349;3055.658
55.27146;622.8287;3068.242
55.37099;622.8245;3063.088
55.6186;622.8224;3079.162
56.27656;622.8187;3063.954
53.04036;622.8187;3061.05
56.39849;622.8182;3073.653
55.44224;622.8141;3074.303
55.56266;622.7995;3080.794
53.18469;622.7963;3073.384
52.73469;622.7927;3050.891
54.42339;622.787;3066.835
56.27536;622.7864;3089.591
55.51729;622.7849;3078.075
55.45245;622.7776;3081.553
55.27417;622.7766;3072.093
55.65115;622.7682;3079.241
55.54063;622.7635;3081.579
54.14766;622.763;3042.507
52.90479;622.7599;3063.047
56.24031;622.7542;3092.486
55.45667;622.7537;3041.525
55.26458;622.7463;3061.282
53.07417;622.7458;3066.525
55.47443;622.7198;3076.992
55.58505;622.7146;3076.3
53.00042;622.7062;3065.405
55.52636;622.7057;3076.525
52.57422;622.6984;3070.107
55.15662;622.6984;3069.342
55.39104;622.6906;3057.236
54.05771;622.6901;3040.169
