K0P125.PV;K5Q2_2.PV;K5FCV4_2I.PV;K5P6.PV;K5PCV6I.PV;K5PCV17_1I.PV;K5P17_1.PV;K5PCV17_2I.PV;K5P17_2.PV;K5F3.PV;K5T20.PV;K5P110.PV;K5PCV4I.PV;K5T12.PV;K5P13.PV;K5HCV60I.PV;K5P16_1.PV;K5GKAL.PV;K5HCV61I.PV;K5P16_2.PV;K5FCV4_1I.PV;K5Q2_1.PV;K5P4_1.PV
65.5085;211.2813;5.026875;1.849109;97.94813;80.24438;11.92883;99.38438;11.51414;3062.424;20.05219;63.751;44.22031;166.0519;4.018312;97.95969;1.254688;21.82504;97.74531;1.368516;100;568.6875;22.14656
65.318;156.375;5.083125;1.847633;97.95656;80.25531;11.92242;99.39687;11.49695;3058.906;20.07438;63.679;44.22437;166.0681;4.027481;97.92687;1.173766;21.85674;97.70344;1.365164;100;571.9063;22.12781
64.9215;97.40625;5.018437;1.850428;97.9575;80.24406;11.84609;99.38219;11.41367;3046.371;20.08594;63.255;44.21688;166.0375;4.029938;97.96687;1.227383;21.84204;97.77094;1.370742;100;578.5625;21.97656
64.619;161.75;5.09625;1.847318;97.96625;80.30719;11.76906;99.38875;11.33867;3036.949;20.095;62.92;44.2225;166.0556;4.024556;97.97;1.265039;21.87266;97.79562;1.371023;100;562.9375;21.8375
64.3955;169.25;5.098437;1.85157;97.95125;80.29906;11.71906;99.37218;11.30352;3029.867;20.10312;62.6875;44.22094;166.0444;4.024538;97.96687;1.240836;21.8329;97.70469;1.382344;100;566.2188;21.765
64.283;127.7813;5.1225;1.849621;97.98563;80.26437;11.67695;99.38375;11.2682;3024.547;20.11938;62.5375;44.23469;166.0188;4.0224;97.98843;1.258875;21.92718;97.66625;1.384781;100;553.7813;21.68156
64.58649;131.3438;5.075313;1.851176;97.95594;80.25906;11.73539;99.39156;11.32453;3033.321;20.13344;62.7875;44.22625;165.9819;4.023169;97.95094;1.236766;21.84934;97.79594;1.383024;100;562.4688;21.81656
65.0065;209.9688;4.969063;1.849286;97.94531;80.27625;11.82461;99.39313;11.41125;3044.422;20.13219;63.2065;44.21688;165.9762;4.019081;97.94844;1.23382;21.85357;97.8275;1.386242;100;561.4375;21.92813
65.2685;179.6563;5.069375;1.849168;97.96532;80.22562;11.89016;99.39781;11.46125;3053.747;20.14344;63.5575;44.22219;165.9575;4.019437;97.96438;1.249945;21.91185;97.7375;1.379125;100;559.8125;22.06375
65.5495;123.3438;5.07375;1.848381;97.95219;80.30594;11.9518;99.38406;11.52148;3060.619;20.19188;63.781;44.22375;165.9738;4.016531;97.90907;1.25768;21.89798;97.67406;1.372367;100;567.2813;22.18188
65.541;156.2188;5.067187;1.85283;97.94281;80.29094;11.96617;99.37563;11.53727;3063.689;20.19437;63.8405;44.22656;165.9981;4.021462;97.94219;1.238789;21.89913;97.77344;1.379508;100;558.4688;22.20094
65.057;153.625;5.055937;1.848223;97.95969;80.30656;11.88828;99.3975;11.445;3050.708;20.18969;63.4595;44.21812;166.0031;4.022869;97.94968;1.237961;22.01155;97.78094;1.387969;100;554.625;22.0575
64.7765;155.25;5.1125;1.851216;97.93781;80.29906;11.81437;99.39313;11.38313;3042.361;20.21094;63.0845;44.22594;165.9906;4.027968;98.01844;1.283258;21.88148;97.78844;1.390953;100;567.1563;21.91562
64.562;174.75;5.015625;1.847199;97.97281;80.25875;11.75102;99.38594;11.32195;3034.661;20.21938;62.8405;44.21563;165.9519;4.022925;97.97656;1.263102;21.89024;97.85781;1.375789;100;565.7188;21.81187
64.3765;188.9688;5.0875;1.851432;97.96531;80.22688;11.70859;99.40531;11.28969;3027.758;20.24656;62.692;44.22375;165.9706;4.024912;97.94938;1.296172;21.86218;97.805;1.37268;100;563.875;21.73875
64.467;174.8438;5.114062;1.850546;97.94531;80.25;11.69375;99.37968;11.28531;3029.062;20.25844;62.6855;44.22031;165.9925;4.016175;97.95781;1.295734;21.80391;97.73281;1.375914;100;566.25;21.7425
64.8765;80.9375;4.996562;1.849897;97.95625;80.23406;11.79531;99.38625;11.37797;3040.575;20.23719;63.101;44.22719;165.9756;4.018519;97.94625;1.28025;21.71315;97.75562;1.396937;100;569.8125;21.89688
65.182;143.5938;5.051562;1.847751;97.96407;80.28281;11.8843;99.39687;11.44656;3051.044;20.25344;63.4365;44.21406;165.9894;4.020638;97.91719;1.24107;21.88107;97.73281;1.378102;100;570.3125;22.00344
65.4685;151.75;5.062812;1.849227;97.94032;80.27125;11.92414;99.39687;11.49336;3059.789;20.26281;63.6985;44.22313;165.9556;4.017638;97.98625;1.172305;21.8783;97.75031;1.386289;100;565.5313;22.12313
65.578;100.625;5.0875;1.851708;97.98281;80.28438;11.95852;99.38281;11.53977;3063.379;20.29;63.8435;44.21719;165.9894;4.025756;97.99687;1.226281;21.87626;97.74062;1.380445;100;576.4063;22.18125
65.21;185.2813;5.032187;1.850231;97.9475;80.265;11.90227;99.37968;11.48312;3054.061;20.29938;63.5685;44.22375;165.9656;4.026937;98.04594;1.211859;21.96328;97.74219;1.382758;100;569.2813;22.09438
64.9175;166.5313;5.106875;1.849877;97.95156;80.29469;11.81078;99.37843;11.37656;3042;20.30656;63.166;44.22531;165.9744;4.016381;97.97531;1.227453;21.86518;97.74219;1.377992;100;568.4688;21.94844
64.6035;147.0313;5.077188;1.849208;97.9525;80.23469;11.7432;99.38406;11.31992;3033.639;20.31531;62.8675;44.22156;165.9794;4.016231;97.94406;1.241523;21.97302;97.78;1.382477;100;561.5938;21.82156
64.3245;135.125;5.020937;1.8497;97.97343;80.28812;11.71258;99.38875;11.27555;3027.182;20.30875;62.6575;44.21844;165.9581;4.020356;97.91875;1.237805;21.98097;97.74219;1.383438;100;573.4375;21.72937
64.2805;187.0313;5.0725;1.848893;97.955;80.30219;11.7;99.38969;11.25742;3024.702;20.32344;62.57;44.2325;166.0019;4.019644;97.88937;1.294828;21.9916;97.73969;1.368898;100;569.0938;21.69094
64.7275;125.0938;5.152187;1.84968;97.95469;80.2875;11.76117;99.40031;11.34758;3033.341;20.34094;62.9015;44.22343;165.9975;4.015744;97.92031;1.335383;21.96864;97.67657;1.390969;100;565.9375;21.82625
65.038;123.375;5.138438;1.847731;97.96281;80.25406;11.83063;99.40844;11.39359;3045.835;20.34687;63.2885;44.22937;166.0031;4.0134;97.95969;1.309781;21.87055;97.79375;1.373391;100;566.875;21.99
65.275;145.0625;5.077188;1.848676;97.96656;80.27312;11.90594;99.38375;11.47344;3054.494;20.35875;63.533;44.22313;165.9731;4.014525;97.99344;1.193602;21.88912;97.83625;1.37493;100;569.625;22.08719
65.53;151.0938;5.100625;1.849463;97.95937;80.30251;11.93664;99.38375;11.51375;3058.893;20.37719;63.731;44.23219;165.9612;4.017637;97.94563;1.243516;21.89571;97.82562;1.383641;100;572.5625;22.12437
65.464;147.6563;5.064063;1.849759;97.94594;80.30437;11.94672;99.38937;11.51219;3060.214;20.38969;63.737;44.21656;165.9306;4.018819;97.91656;1.252305;21.96317;97.73344;1.377719;100;571.2813;22.15937
65.0415;144.2188;5.156563;1.84903;97.97188;80.28844;11.85602;99.40312;11.4225;3048.982;20.41375;63.334;44.22719;165.8862;4.017375;97.96563;1.293195;21.89999;97.82875;1.386516;100;563.9688;21.95594
64.717;165.6875;4.991562;1.849227;97.96812;80.25813;11.76609;99.38625;11.34586;3037.287;20.41469;62.964;44.21688;165.8587;4.020075;97.97969;1.255242;21.91114;97.74062;1.373828;100;567.6563;21.885
64.4605;190.7813;5.008438;1.848853;97.96656;80.29594;11.71742;99.39094;11.29352;3028.49;20.40688;62.75;44.2225;165.8425;4.0179;97.98312;1.215242;21.87677;97.7525;1.379797;100;562.4688;21.75906
64.249;172.2188;5.007187;1.851629;97.95969;80.29906;11.66719;99.38094;11.2482;3023.527;20.42469;62.5515;44.215;165.8294;4.011693;97.99344;1.219555;21.79536;97.80813;1.380469;100;567.5625;21.70156
64.4115;181.5938;5.027187;1.851649;97.96656;80.29531;11.70125;99.39125;11.27484;3026.302;20.42094;62.6355;44.21469;165.8512;4.019625;97.99125;1.244406;21.84311;97.92156;1.377266;100;566.625;21.70719
64.82;107.1563;5.008125;1.848715;97.94344;80.31;11.79023;99.38438;11.35945;3038.943;20.41625;63.044;44.21531;165.8656;4.018481;97.9625;1.24507;21.80215;97.79656;1.36468;100;575.3125;21.85094
65.1815;137.4063;5.065938;1.847731;97.97813;80.28468;11.86297;99.39063;11.42305;3047.67;20.43969;63.38;44.22937;165.8237;4.015125;97.97406;1.321023;21.82223;97.77875;1.3725;100;569.6875;22.02469
65.4195;147.7813;4.995937;1.851491;97.95937;80.27718;11.91055;99.38937;11.50016;3055.101;20.4625;63.648;44.21062;165.8394;4.018631;97.99406;1.225914;21.88544;97.77281;1.388805;100;571.9688;22.09625
65.5155;147.7813;5.087188;1.849975;97.97688;80.295;11.94773;99.39938;11.52375;3060.223;20.46594;63.7805;44.23125;165.8794;4.015238;97.90969;1.235773;22.00627;97.81219;1.376148;100;560.9688;22.16219
65.2255;141.5313;5.038437;1.850369;97.94844;80.29188;11.90344;99.38062;11.47078;3053.319;20.47719;63.534;44.22125;165.8887;4.008131;97.86687;1.220633;22.0185;97.78563;1.389141;100;562.75;22.09687
64.776;153.75;5.02125;1.847829;97.97313;80.29063;11.79617;99.40781;11.38313;3041.692;20.50219;63.1185;44.2225;165.8731;4.014919;97.99438;1.252109;21.88123;97.70938;1.390836;100;559.1875;21.92031
64.5125;167.5625;5.040312;1.850448;97.97218;80.31688;11.74875;99.38969;11.31898;3031.831;20.51375;62.8155;44.22031;165.89;4.022193;97.985;1.197703;21.85905;97.82906;1.385039;100;565.3125;21.79437
64.3365;155.25;5.004687;1.849641;97.98844;80.315;11.69898;99.39468;11.27297;3024.528;20.51344;62.64;44.21094;165.8619;4.018181;97.98406;1.209289;21.79187;97.81281;1.381594;100;567.8438;21.69687
64.2675;177.2813;5.008125;1.8484;97.96844;80.31281;11.67516;99.3925;11.24898;3021.857;20.51937;62.546;44.21781;165.8881;4.015913;97.93156;1.235258;21.6896;97.80406;1.368336;100;570.3438;21.65469
64.593;161.875;5.11875;1.849582;97.95781;80.30625;11.74945;99.38281;11.31477;3033.196;20.5375;62.8745;44.22344;165.9319;4.018275;97.97031;1.25082;21.73378;97.69063;1.368016;100;570.625;21.78844
65.0495;163.3125;5.025625;1.850645;97.96593;80.28188;11.82047;99.38781;11.39555;3043.305;20.53;63.2515;44.23031;165.9056;4.016325;97.96938;1.24025;21.73321;97.7025;1.37832;100;569.1875;21.98188
65.234;206.5625;5.047812;1.849129;97.9875;80.26094;11.87992;99.39531;11.46211;3051.447;20.56031;63.521;44.21781;165.9425;4.01715;97.97063;1.283062;21.81045;97.79031;1.379344;100;562;22.04688
65.435;158.625;5.074687;1.850605;97.97406;80.29625;11.93664;99.38438;11.5032;3058.19;20.56906;63.7235;44.22937;165.915;4.017806;97.89;1.231961;21.75056;97.67156;1.389109;100;574.8125;22.14094
65.4155;153.875;5.043437;1.850763;97.96812;80.23563;11.92812;99.39156;11.5082;3057.357;20.58312;63.7055;44.2125;165.9806;4.015069;97.95718;1.20875;21.82266;97.78532;1.383695;100;575.625;22.13875
64.97;151;5.038125;1.850684;97.96938;80.22781;11.85445;99.40188;11.43133;3045.85;20.59813;63.3245;44.22906;165.9756;4.016681;97.95594;1.247656;21.80686;97.72343;1.385805;100;575.8438;21.98875
64.6245;166.7188;4.965625;1.848538;97.96562;80.26719;11.76375;99.39375;11.33406;3035.418;20.61;62.942;44.20937;166.0112;4.022587;98.01875;1.274133;21.81097;97.76875;1.377258;100;572.9688;21.85906
64.3695;140.125;5.03375;1.850034;97.97906;80.295;11.7168;99.39313;11.28398;3027.776;20.64562;62.7295;44.21594;165.9519;4.017769;97.99281;1.237859;21.84343;97.72688;1.377281;100;561.6563;21.75406
64.2515;174.2188;5.085938;1.851452;97.97343;80.2875;11.6732;99.40157;11.26141;3022.079;20.62812;62.5075;44.21875;165.9456;4.022963;97.99532;1.259289;21.747;97.79531;1.379883;100;568.125;21.67313
64.401;78.4375;4.977813;1.849975;97.95156;80.28563;11.70148;99.40125;11.29414;3025.991;20.615;62.673;44.20375;165.9563;4.022625;97.98969;1.250055;21.72843;97.82343;1.390555;100;573.25;21.71906
64.843;205.0313;5.015312;1.850999;97.95156;80.30125;11.80422;99.3925;11.38445;3038.815;20.64469;63.0905;44.2225;165.9662;4.0164;97.94688;1.273391;21.80914;97.77844;1.368117;100;560.3438;21.88125
65.2045;140.3438;5.047188;1.848046;97.98062;80.32281;11.87172;99.39;11.44797;3047.817;20.65469;63.4105;44.2175;165.9506;4.018106;97.97813;1.246281;21.82906;97.68719;1.366398;100;570;22.00875
65.432;154.5;5.065;1.849621;97.96938;80.24125;11.91461;99.39875;11.48875;3055.159;20.67656;63.6295;44.22344;165.9937;4.016906;97.97906;1.229375;21.81726;97.7825;1.371078;100;564;22.13781
65.544;105.0313;5.029687;1.850842;97.985;80.29594;11.94852;99.405;11.52453;3058.677;20.68812;63.793;44.21969;165.9975;4.022588;97.96343;1.211336;21.94052;97.82249;1.376367;100;558.5313;22.18937
65.2675;107.9063;5.028125;1.8497;97.96969;80.28438;11.89437;99.39719;11.47109;3051.886;20.69063;63.5335;44.21281;166.0219;4.019887;97.95844;1.280961;21.93167;97.75969;1.376875;100;566.0938;22.08813
64.877;186.9375;5.03125;1.84907;97.9825;80.27281;11.8118;99.41625;11.3818;3040.361;20.70062;63.1605;44.21844;166.0275;4.022869;97.96156;1.197281;21.89089;97.70281;1.378797;100;562.4375;21.9175
64.5535;208.4063;5.034062;1.849385;97.95562;80.29063;11.74273;99.40063;11.31312;3030.134;20.70531;62.848;44.20906;166.0175;4.024144;97.96406;1.258125;21.71675;97.75125;1.383508;100;561.4063;21.79656
64.259;208.25;5.081563;1.852161;97.95688;80.285;11.67828;99.38906;11.27406;3022.459;20.715;62.6045;44.22469;166.0106;4.01835;97.94531;1.276859;21.83582;97.65844;1.386828;100;565;21.69438
64.085;116.1563;5.094375;1.849483;97.98;80.29656;11.6525;99.40437;11.21625;3017.833;20.71125;62.4175;44.22594;166.04;4.020525;97.9675;1.251391;21.77402;97.71344;1.378813;100;564.9375;21.66094
64.487;131.4063;5.057813;1.849463;97.97312;80.30187;11.73094;99.39219;11.30133;3030.086;20.72219;62.724;44.21844;165.9925;4.018087;97.96031;1.220711;21.69958;97.72281;1.377781;100;567.2813;21.74594
64.875;187.2188;5.070938;1.848085;97.94406;80.29125;11.79594;99.41625;11.37781;3040.992;20.71688;63.117;44.21969;165.9962;4.021987;97.99937;1.225383;21.66391;97.79625;1.375937;100;559.5625;21.89781
65.101;171.75;5.095938;1.849424;97.97031;80.32844;11.84594;99.41312;11.42148;3046.877;20.72812;63.348;44.22656;166.0363;4.017806;97.9725;1.311391;21.67359;97.67625;1.357555;100;556.6563;21.99063
65.287;91.0625;5.071562;1.849365;97.99844;80.25938;11.90859;99.40625;11.47773;3051.405;20.75906;63.5615;44.22469;166.0269;4.024912;97.97781;1.298477;21.78062;97.64313;1.376;100;561.0313;22.09438
65.345;100.1563;5.010938;1.848518;97.94687;80.29688;11.91367;99.41406;11.47766;3054.461;20.76656;63.6685;44.20313;165.9925;4.025531;97.9625;1.23693;21.79758;97.8625;1.386984;100;571.0938;22.09594
65.067;126.4063;5.0275;1.851787;97.97094;80.31438;11.85172;99.41312;11.42039;3044.706;20.77281;63.3385;44.22125;166.0269;4.0296;97.94156;1.254344;21.84065;97.80875;1.394398;100;567.1563;21.99562
64.6315;120.1563;5.076875;1.850507;97.97938;80.25625;11.76992;99.41843;11.34375;3033.994;20.82219;62.9865;44.22406;166.0462;4.029225;97.97469;1.210453;21.81865;97.76094;1.394898;100;557.3438;21.87531
64.4055;201.875;5.082188;1.850724;97.98219;80.25218;11.69883;99.41062;11.28586;3025.868;20.80531;62.7;44.22844;166.0638;4.020806;97.9625;1.245961;21.93742;97.76781;1.384688;100;553.9688;21.75063
64.1615;211.0938;5.040313;1.848597;97.99063;80.27812;11.66383;99.40968;11.24813;3022.182;20.81656;62.5005;44.22313;166.0631;4.0203;98.02813;1.263836;21.90085;97.82656;1.378328;100;557.9063;21.68781
64.1715;146.8438;5.060312;1.850743;97.96687;80.30531;11.86828;99.41187;11.44164;3050.458;20.84906;62.437;44.69625;166.0756;4.025231;98.01094;1.22868;21.91048;97.86813;1.371297;100;557.4375;22.05187
64.584;153.5625;5.077188;1.849995;97.96281;80.30968;11.95375;99.4075;11.53281;3063.246;20.82906;62.826;44.73125;166.1194;4.021706;97.92156;1.234149;21.92481;97.78313;1.363828;100;560.4063;22.18687
64.895;145.1875;4.997812;1.850034;97.98125;80.30375;12.02664;99.40437;11.61125;3070.08;20.83375;63.1285;44.72688;166.1131;4.027144;97.94781;1.260016;21.99345;97.68719;1.374656;100;561.8438;22.33906
65.1115;215.25;5.032813;1.848243;97.97437;80.27937;12.08148;99.41312;11.64719;3077.77;20.8475;63.341;44.72875;166.1006;4.025794;97.92688;1.239289;22.03411;97.72188;1.376148;100;572.0625;22.415
65.2845;185.6875;5.139375;1.851865;97.96031;80.28469;12.1043;99.40813;11.68188;3081.213;20.87531;63.5085;44.72906;166.1525;4.021312;97.99969;1.273266;22.08838;97.80719;1.37718;100;558.8125;22.46625
65.345;120.4375;5.125;1.850093;97.97156;80.33344;12.11938;99.415;11.69742;3085.764;20.89437;63.605;44.73531;166.1588;4.027575;97.95656;1.302703;22.05997;97.70438;1.368875;100;569.75;22.49219
65.003;133.6875;5.078125;1.848873;97.96875;80.28593;12.07336;99.39906;11.64906;3077.743;20.87594;63.3525;44.73938;166.1631;4.024969;98.01125;1.249375;22.12069;97.75437;1.366094;100;563.8125;22.39969
64.6895;171.25;5.064063;1.851176;97.96875;80.32969;12.00016;99.39844;11.57016;3066.231;20.90625;62.955;44.72813;166.15;4.024406;97.925;1.230125;22.17043;97.84375;1.391555;100;560.9375;22.27781
64.429;155.1563;5.0575;1.851354;97.98406;80.30469;11.91609;99.41687;11.49078;3057.782;20.90219;62.684;44.72969;166.1825;4.024837;97.96313;1.272172;22.04405;97.84938;1.385781;100;566.4375;22.15812
64.1965;147.9688;5.157812;1.850448;97.97469;80.26563;11.89109;99.41281;11.45703;3052.407;20.91187;62.5045;44.72719;166.1575;4.030031;97.98843;1.237516;22.14113;97.72531;1.395328;100;574.0313;22.05187
64.293;150.6875;5.0675;1.849168;97.97343;80.31938;11.89289;99.415;11.4575;3051.868;20.91125;62.532;44.72937;166.2088;4.027462;97.96875;1.292406;21.96846;97.81594;1.383188;100;564.875;22.07656
64.7835;120.9375;5.133438;1.849641;97.96375;80.30843;11.97422;99.41656;11.53125;3065.738;20.91313;62.908;44.73188;166.1794;4.019025;97.94656;1.25193;21.94261;97.80344;1.372602;100;563.2188;22.21375
65.116;119.625;5.035625;1.851629;97.95937;80.29844;12.055;99.42031;11.62914;3074.57;20.9325;63.2985;44.7175;166.1269;4.02405;97.97282;1.230328;22.07142;97.89812;1.374063;100;565.5313;22.36125
65.3415;174.2813;5.073125;1.850251;97.98469;80.25813;12.11047;99.41281;11.67414;3083.962;20.93781;63.5565;44.72219;166.0612;4.020975;97.95094;1.238937;22.13664;97.7775;1.367063;100;562.1875;22.46656
65.4175;139.3125;4.980625;1.848814;97.95406;80.29188;12.15969;99.40625;11.7143;3090.307;20.98313;63.73;44.72344;166.0775;4.022906;97.96062;1.231164;22.15672;97.82375;1.369031;100;560.75;22.5375
65.3045;140.625;5.136562;1.848952;97.95657;80.34062;12.12;99.40594;11.70102;3085.358;20.96375;63.631;44.73406;166.0406;4.027837;97.96906;1.260797;22.22762;97.72531;1.380984;100;559.0625;22.53156
64.838;150.4063;5.0725;1.849897;97.97844;80.29469;12.02883;99.40406;11.6125;3072.657;20.98719;63.185;44.73312;166.0044;4.026375;97.95563;1.327344;22.30642;97.68969;1.382039;100;562.4063;22.35156
64.553;152.875;5.0925;1.847554;97.97594;80.27438;11.95969;99.42156;11.53555;3061.182;20.98875;62.872;44.72343;165.9869;4.024875;97.9275;1.218641;22.30001;97.83344;1.392445;100;561.3125;22.24656
64.3445;98.21875;5.048125;1.851255;97.9875;80.2525;11.92055;99.39906;11.48258;3055.438;20.99969;62.628;44.7225;166.0644;4.025194;97.97813;1.261133;22.26936;97.76938;1.384336;100;558.75;22.09656
64.237;165.0625;5.074375;1.850448;97.97875;80.32219;11.88281;99.41062;11.45875;3052.111;21.02938;62.517;44.74219;166.065;4.026563;97.99094;1.233422;22.19968;97.68875;1.386195;100;566;22.06281
64.687;164.2813;4.956875;1.849523;97.97875;80.27937;11.96531;99.40312;11.54008;3062.153;21.01781;62.8575;44.72594;166.075;4.025625;97.97188;1.284586;22.07924;97.74656;1.380687;100;566.4688;22.21313
65.1175;104.5313;5.091875;1.848223;97.97562;80.29469;12.00805;99.4125;11.5768;3068.077;21.01063;63.222;44.69406;166.0956;4.020206;97.95969;1.2555;22.13313;97.81374;1.367805;100;562.6563;22.29875
65.3415;159.2188;5.035625;1.850271;97.98375;80.33094;12.01195;99.41562;11.60133;3072.309;21.05094;63.5665;44.58156;166.1187;4.029056;97.98219;1.288531;22.15443;97.87156;1.383273;100;567.8125;22.31937
65.6515;124.875;5.038438;1.850783;97.99687;80.31594;11.77125;99.40688;11.35039;3030.267;21.06313;63.91;43.44375;166.1175;4.024107;97.94312;1.252031;22.13599;97.83063;1.396024;100;572.9375;21.87281
65.706;193.25;5.033125;1.849306;98.00219;80.27781;11.75938;99.41375;11.33898;3033.369;21.08562;64.0755;43.44531;166.1575;4.024519;97.99844;1.297273;21.92245;97.79875;1.366594;100;565;21.85125
65.3905;85.65625;5.005625;1.849345;97.95937;80.32906;11.70719;99.41562;11.26375;3022.683;21.11;63.733;43.45094;166.1512;4.02795;97.95688;1.279008;21.93642;97.75938;1.365836;100;554.3438;21.71125
65.0965;191.0625;5.093438;1.849582;97.9825;80.26688;11.64453;99.41438;11.22195;3014.619;21.09906;63.4175;43.45344;166.1687;4.02015;97.955;1.232242;21.88924;97.74406;1.403742;100;566.8125;21.62875
64.891;146.5625;5.12625;1.850015;97.99781;80.30969;11.69289;99.42;11.27086;3020.422;21.09969;63.157;43.45594;166.1706;4.016588;97.96594;1.289531;21.91477;97.725;1.374922;100;564.0625;21.69281
64.66451;189.3125;5.065938;1.850664;97.97531;80.26938;11.66898;99.42031;11.24492;3020.815;21.12437;62.9835;43.48438;166.1281;4.018106;97.9775;1.261773;21.91899;97.77843;1.3785;100;564.375;21.64875
64.504;152.3125;5.1325;1.848184;97.97375;80.30813;11.78094;99.41531;11.35812;3033.058;21.10531;62.779;44.06625;166.1531;4.010081;97.96875;1.225703;22.0057;97.78938;1.381508;100;554.8438;21.82125
64.4795;194.75;5.024063;1.849345;97.97562;80.32313;11.76953;99.40594;11.33484;3033.682;21.14156;62.7575;44.06187;166.1506;4.016737;97.96781;1.239875;21.96145;97.79656;1.391172;100;568.0625;21.86219
64.908;89.84375;5.085;1.849838;98.00531;80.33218;11.84414;99.41469;11.42148;3044.125;21.12469;63.1075;44.07937;166.1762;4.021031;97.9825;1.275539;21.8776;97.63031;1.36493;100;571.4688;21.99625
65.1775;146.4375;5.045312;1.849208;97.98781;80.32781;11.91148;99.42531;11.49852;3052.768;21.155;63.4365;44.08219;166.1131;4.016025;98.01656;1.262039;21.95159;97.88125;1.38407;100;564.1875;22.11906
65.3585;104.4063;4.995313;1.850271;97.99438;80.25938;11.96797;99.41438;11.52828;3061.32;21.16656;63.6665;44.07687;166.1319;4.010306;98.00375;1.25;21.9154;97.82063;1.368055;100;571.5938;22.16063
65.5655;205.1563;5.059375;1.847613;97.97781;80.31156;12.01984;99.43125;11.5832;3065.961;21.18188;63.826;44.06937;166.0719;4.013044;97.96437;1.235219;21.85757;97.81219;1.38618;100;558.75;22.27563
65.307;187.4375;5.075;1.850408;97.97219;80.27937;11.96742;99.41843;11.53852;3059.04;21.18875;63.6355;44.07781;166.0981;4.01745;97.96875;1.221883;21.80835;97.9;1.390687;100;568;22.18312
64.825;142.3125;5.090312;1.85157;97.96469;80.27843;11.87281;99.40094;11.44586;3046.836;21.20844;63.238;44.07656;166.1569;4.015969;98.00156;1.213789;21.84175;97.80594;1.399984;100;560.75;22.01906
64.57899;144.6875;5.022188;1.848085;97.97719;80.31718;11.80688;99.41687;11.36938;3037.146;21.22688;62.9045;44.0725;166.1419;4.019756;97.98344;1.310484;21.76563;97.77593;1.37225;100;565.625;21.86875
64.341;160.8125;5.129063;1.849326;97.98688;80.2775;11.74547;99.41625;11.31797;3030.228;21.19812;62.6765;44.08094;166.1288;4.014581;97.93531;1.212914;21.74811;97.78969;1.380969;100;566.9688;21.83531
64.268;110.8438;5.015937;1.849424;97.9675;80.33063;11.71625;99.4075;11.2982;3026.822;21.21562;62.5335;44.06969;166.1212;4.010944;97.92813;1.294742;21.72672;97.80093;1.363188;100;560.5313;21.75875
64.687;160.5938;5.083437;1.850448;97.99406;80.29094;11.78711;99.41843;11.37273;3036.573;21.215;62.866;44.07938;166.11;4.015481;97.99031;1.260766;21.67479;97.79375;1.379664;100;556.5313;21.87969
65.0055;179.2188;5.019375;1.850625;97.98;80.29438;11.86563;99.41937;11.43594;3047.92;21.26406;63.225;44.06532;166.0781;4.011562;97.9825;1.223281;21.7185;97.87906;1.379375;100;561.8438;21.99844
65.2965;100.5938;5.112813;1.848223;97.995;80.31469;11.93961;99.41782;11.50977;3055.95;21.25;63.499;44.07969;166.0475;4.010981;97.98563;1.223641;21.7995;97.74125;1.387336;100;563.5625;22.13375
65.508;150.6875;5.003438;1.847692;97.97781;80.3325;11.97391;99.39781;11.54688;3062.983;21.29125;63.707;44.07312;165.9969;4.013513;97.97688;1.296492;21.86251;97.77562;1.368813;100;561.0313;22.24281
65.472;174.2813;5.09;1.850251;97.98063;80.28875;11.98625;99.41375;11.55516;3062.963;21.28156;63.7455;44.07625;165.9719;4.016494;97.9525;1.298703;22.0195;97.76187;1.381484;100;564.6563;22.24313
64.9945;156.7188;5.028438;1.848912;97.98719;80.31125;11.90727;99.41937;11.4732;3051.513;21.30219;63.366;44.07031;165.9912;4.01265;97.9625;1.295914;22.00094;97.80281;1.378992;100;571.0313;22.09375
64.652;177.5938;5.130938;1.851767;97.98969;80.35781;11.8257;99.42781;11.41102;3041.244;21.27719;62.992;44.07187;165.9694;4.01355;97.99001;1.211313;21.97226;97.77281;1.378516;100;568.625;21.98219
64.4365;186.0938;5.135313;1.850231;97.99687;80.31562;11.76836;99.41969;11.3332;3033.181;21.29219;62.7375;44.07281;165.9781;4.0095;97.95344;1.224141;21.93174;97.81594;1.378008;100;569.8125;21.86563
64.179;127.7813;5.081563;1.849562;97.99344;80.32313;11.70492;99.42906;11.3;3026.972;21.31125;62.5545;44.0725;165.9525;4.008543;97.92094;1.217344;21.85703;97.73625;1.365469;100;557.1563;21.78281
64.3895;184.75;4.988438;1.850192;98.00188;80.30531;11.72508;99.41406;11.30469;3027.264;21.29531;62.59;44.07281;165.9881;4.008581;98.00438;1.25643;21.85728;97.79875;1.370711;100;560.9688;21.805
64.7485;174.3125;5.062813;1.850133;98.0025;80.34281;11.82156;99.41187;11.40984;3041.375;21.31406;63.033;44.07406;165.9812;4.010381;98.00188;1.215438;21.80993;97.74781;1.381391;100;560.375;21.96313
65.107;166.5313;5.069063;1.847396;97.98;80.26125;11.895;99.4275;11.4682;3050.435;21.32438;63.3825;44.08063;165.9419;4.010981;97.99187;1.288898;21.77452;97.72125;1.378188;100;566.8438;22.12156
65.3615;203.8438;5.055313;1.849897;97.99937;80.29531;11.94617;99.42719;11.5332;3059.417;21.35906;63.586;44.07219;165.9738;4.010512;97.95313;1.214875;21.81325;97.77812;1.361641;100;564.0938;22.19219
