K0P125.PV;K5Q2_2.PV;K5FCV4_2I.PV;K5P6.PV;K5PCV6I.PV;K5PCV17_1I.PV;K5P17_1.PV;K5PCV17_2I.PV;K5P17_2.PV;K5F3.PV;K5T20.PV;K5P110.PV;K5PCV4I.PV;K5T12.PV;K5P13.PV;K5HCV60I.PV;K5P16_1.PV;K5GKAL.PV;K5HCV61I.PV;K5P16_2.PV;K5FCV4_1I.PV;K5Q2_1.PV;K5P4_1.PV
64.548;95.9375;5.085938;1.84844;98.25313;80.58907;11.80437;99.62344;11.38023;3013.427;27.23156;62.958;44.18438;166.185;4.002937;98.04844;1.267078;21.714;97.83437;1.380273;100;586.25;21.91781
64.37;145.125;5.029062;1.851531;98.23656;80.56031;11.74094;99.62906;11.3132;3004.282;27.23219;62.666;44.18781;166.2256;4.002094;97.98344;1.233203;21.73614;97.81906;1.398055;100;594.2188;21.83469
64.156;151.9688;5.02125;1.848991;98.245;80.54656;11.68023;99.6275;11.27445;2999.829;27.22656;62.503;44.16813;166.1962;3.9999;97.98656;1.230648;21.68562;97.74;1.390406;100;593.25;21.75031
64.3885;134.9688;5.142188;1.852161;98.26157;80.54094;11.73633;99.63625;11.30422;3005.02;27.22219;62.64;44.19031;166.1394;3.999;97.98937;1.316016;21.71704;97.7025;1.381492;100;587.0625;21.83031
64.866;156.2813;5.134687;1.848696;98.24219;80.53844;11.82883;99.63594;11.38773;3017.683;27.23438;63.0925;44.20031;166.0794;3.995962;97.975;1.260664;21.8106;97.695;1.387227;100;586.1875;22.01875
65.169;121.8438;5.066563;1.848302;98.23656;80.57781;11.89;99.63;11.44742;3027.364;27.22281;63.422;44.17812;166.125;4.000443;98.04875;1.24325;21.75811;97.66312;1.371953;100;585.0313;22.13469
65.4325;124.5625;5.096562;1.849129;98.24812;80.54875;11.9457;99.63625;11.51445;3032.912;27.23219;63.633;44.15594;166.1581;4.000988;98.00094;1.229758;21.76713;97.68562;1.384203;100;594.5938;22.21719
65.5185;173.2813;5.06375;1.850034;98.27281;80.56532;11.91594;99.63219;11.48375;3027.798;27.26438;63.7695;44.12687;166.1719;4.001662;97.98;1.275352;21.82552;97.66093;1.376656;100;579.5625;22.12719
65.1095;138.3125;5.11;1.846806;98.26093;80.53;11.80867;99.62782;11.39156;3016.06;27.26344;63.45;44.14469;166.1419;3.994425;98.04156;1.216141;21.7919;97.61938;1.36132;100;588.375;22.00125
64.67;138.0625;5.011562;1.848223;98.25813;80.565;11.7443;99.63032;11.31695;3004.078;27.2625;63.0525;44.12844;166.15;3.996112;98.04063;1.258539;21.73533;97.65625;1.372008;100;591.3125;21.80625
64.4105;75.09375;5.116562;1.850192;98.25906;80.57657;11.66617;99.63219;11.24109;2995.17;27.28594;62.751;44.11938;166.12;3.997406;97.94032;1.31968;21.64464;97.66782;1.386352;100;589.8438;21.72219
64.2445;194.6875;5.092187;1.852239;98.24594;80.58437;11.64227;99.64219;11.20844;2990.167;27.285;62.5505;44.12437;166.1162;3.993337;98.00844;1.312063;21.68114;97.62968;1.386383;100;584.8125;21.67312
64.284;124.7188;5.105625;1.849365;98.26031;80.56469;11.62187;99.64562;11.19578;2990.01;27.28094;62.5365;44.12281;166.1069;3.994369;97.94375;1.260961;21.66211;97.74406;1.382008;100;588.5938;21.62375
64.738;134.9688;5.167188;1.850546;98.25719;80.55031;11.70938;99.65437;11.28633;3002.575;27.27844;62.98;44.12812;166.0813;3.989662;97.99031;1.246586;21.532;97.80187;1.379773;100;586.1563;21.81937
65.068;175.4688;5.114063;1.850487;98.25;80.54125;11.79016;99.64406;11.37219;3012.835;27.31156;63.3455;44.14313;166.0912;3.993281;97.96062;1.248062;21.68448;97.60313;1.383406;100;588.0938;21.95563
65.352;186.125;5.057813;1.848833;98.25438;80.58656;11.85727;99.63499;11.42391;3021.107;27.3075;63.6175;44.14031;166.0663;4.001812;98.01063;1.287922;21.67842;97.75031;1.380672;100;591.5938;22.06656
65.556;157.0938;5.197187;1.848755;98.24875;80.52531;11.8975;99.64343;11.46437;3026.744;27.31594;63.7935;44.14437;166.0488;3.999862;97.99187;1.294641;21.73795;97.70187;1.377305;100;593.5938;22.10344
65.311;166.6875;5.120937;1.850015;98.24062;80.55781;11.86289;99.64469;11.43039;3022.444;27.32656;63.6205;44.14;166.0813;3.995175;98.01937;1.240914;21.77853;97.70937;1.370805;100;574.1875;22.05156
64.8865;147.625;5.07625;1.850231;98.23156;80.54969;11.76922;99.6275;11.33422;3008.017;27.33719;63.2025;44.13063;166.1281;3.99765;97.99468;1.218578;21.6666;97.69032;1.380891;100;583.8438;21.89531
64.5075;182.375;5.179688;1.849109;98.245;80.5875;11.69102;99.64375;11.27234;2998.315;27.34531;62.8455;44.13094;166.1763;3.999844;97.97656;1.243117;21.64673;97.85156;1.380297;100;598.5313;21.76219
64.29;61.34375;5.104375;1.848676;98.25063;80.59531;11.64922;99.63844;11.23188;2990.821;27.33094;62.636;44.13031;166.1919;3.995925;98.01937;1.294914;21.57029;97.75844;1.361219;100;589.375;21.67344
64.2425;114;5.183437;1.84966;98.26813;80.58907;11.60148;99.64656;11.18555;2987.706;27.35875;62.5035;44.14;166.1775;3.99705;97.93562;1.286922;21.56612;97.72157;1.379601;100;587.6563;21.63156
64.5565;98.9375;5.064375;1.849385;98.2575;80.6175;11.66664;99.62375;11.25141;2996.668;27.33562;62.8255;44.13594;166.1687;3.996094;97.97063;1.224445;21.50793;97.75468;1.365164;100;592.2188;21.73219
64.9355;168.875;5.02375;1.848361;98.24156;80.58031;11.76289;99.63406;11.34344;3009.909;27.34687;63.2465;44.12094;166.1756;3.999525;97.97688;1.269438;21.56216;97.78719;1.370758;100;586.2813;21.90469
65.297;126.75;5.0825;1.849956;98.25156;80.56906;11.83305;99.62187;11.41492;3018.809;27.33906;63.522;44.12938;166.1544;3.994069;97.96844;1.259094;21.56504;97.80375;1.379039;100;584.1875;22.04531
65.5055;151.125;5.003438;1.849936;98.26781;80.58844;11.87578;99.63062;11.44578;3024.264;27.37281;63.7415;44.11406;166.1481;4.001606;97.98344;1.199852;21.6704;97.74969;1.381352;100;580.5313;22.12781
65.366;127.1875;5.169375;1.852633;98.23563;80.52125;11.89234;99.63719;11.45508;3021.717;27.37969;63.687;44.13719;166.0819;3.99675;98.00781;1.231219;21.67568;97.845;1.384805;100;579.7188;22.07469
64.932;182.0625;5.120625;1.851137;98.25438;80.49656;11.77617;99.64844;11.34234;3008.652;27.38719;63.2345;44.14094;166.09;3.9978;97.97781;1.248969;21.7266;97.72781;1.388383;100;589.2188;21.90844
64.5645;116.1875;5.153125;1.849582;98.24062;80.59937;11.68047;99.64781;11.26844;2998.57;27.36719;62.893;44.13313;166.1294;4.000144;97.98594;1.302711;21.55729;97.74687;1.391336;100;575.6563;21.7675
64.3175;142.9688;5.05875;1.85092;98.25063;80.62281;11.64836;99.63469;11.21656;2989.812;27.38938;62.631;44.13625;166.1675;3.998062;98.0425;1.297492;21.65187;97.75;1.387383;100;590;21.69938
64.19;179.875;5.0375;1.847869;98.22063;80.63781;11.59852;99.6175;11.18117;2985.767;27.38938;62.4595;44.1475;166.1906;4.002637;97.94437;1.28218;21.58997;97.69719;1.385914;100;586.7188;21.62594
64.435;158.8125;5.170938;1.850369;98.25656;80.57625;11.65805;99.65375;11.22516;2994.274;27.37812;62.6855;44.1225;166.2137;3.999225;98.02406;1.311875;21.56329;97.71313;1.386445;100;589.7813;21.68437
64.874;184.875;5.08375;1.847948;98.24469;80.59187;11.74641;99.62688;11.31078;3007.646;27.39594;63.088;44.13531;166.2144;3.993712;97.97219;1.283039;21.62539;97.69937;1.394187;100;586.1563;21.80594
65.241;145.3438;5.09125;1.850802;98.25687;80.57281;11.81297;99.63438;11.39398;3015.787;27.38812;63.449;44.11187;166.16;3.998025;98.0225;1.287219;21.61905;97.76437;1.375719;100;585.75;21.98375
65.411;140.3125;5.182813;1.849089;98.26094;80.5775;11.86609;99.63438;11.43508;3021.581;27.40625;63.6555;44.13719;166.1581;3.999094;98.01;1.267406;21.75199;97.71313;1.369063;100;596.6875;22.06594
65.4925;193.375;5.238438;1.851038;98.26625;80.55813;11.89578;99.64219;11.45211;3025.35;27.41094;63.749;44.14125;166.1719;4.002319;98.05406;1.169195;21.67681;97.76625;1.377586;100;584.25;22.09406
65.0905;126.75;5.05875;1.849129;98.23094;80.56062;11.83477;99.6375;11.4;3015.307;27.43969;63.416;44.12188;166.1819;4.007813;97.99469;1.194523;21.7026;97.76719;1.381984;100;583.4688;21.92937
64.7275;107.5313;5.123437;1.849621;98.25156;80.63;11.71836;99.63844;11.30766;3002.689;27.42344;63.004;44.135;166.25;3.995906;98.02906;1.277492;21.68068;97.85562;1.370547;100;584.6875;21.79812
64.3805;115.2813;5.188437;1.847948;98.25594;80.51594;11.66203;99.64594;11.24086;2993.45;27.43375;62.745;44.13781;166.2625;4.003275;97.97094;1.240789;21.6206;97.72375;1.375578;100;586.9688;21.7025
64.2295;153.6875;5.266562;1.851314;98.22188;80.57313;11.60969;99.655;11.19102;2987.098;27.42125;62.49;44.14;166.2663;3.995663;98.03938;1.313703;21.64254;97.645;1.384274;100;592.3438;21.595
64.314;169.875;5.142813;1.848932;98.28062;80.515;11.60602;99.63625;11.1982;2987.583;27.4275;62.533;44.11563;166.2437;4.000425;97.99656;1.282672;21.57705;97.79344;1.374766;100;593.4688;21.64938
64.7415;161.25;5.05125;1.850664;98.2625;80.56844;11.72883;99.63718;11.2925;3001.896;27.42594;62.9775;44.11656;166.2213;3.996488;97.98438;1.286203;21.5492;97.80875;1.377086;100;586;21.81594
65.084;138.7188;5.005625;1.850113;98.26281;80.57063;11.79961;99.6325;11.36422;3011.872;27.45156;63.329;44.10406;166.2813;4.001606;98.03469;1.231477;21.59782;97.90188;1.370359;100;593.3125;21.925
65.3775;107.375;5.057813;1.851747;98.25156;80.57219;11.84898;99.63875;11.4168;3018.803;27.44;63.5835;44.12188;166.1669;4.007813;97.98625;1.239242;21.74946;97.73656;1.390313;100;587.0313;22.04469
65.5035;73.75;5.0925;1.848144;98.245;80.61281;11.88164;99.64219;11.44906;3023.628;27.46062;63.724;44.14375;166.15;3.996769;97.98938;1.296305;21.75671;97.77031;1.377031;100;581.875;22.09406
65.218;140.75;5.0375;1.849719;98.23531;80.60062;11.84492;99.62594;11.41531;3016.459;27.46125;63.5235;44.12938;166.175;4.001362;98.06718;1.292328;21.63099;97.73187;1.381297;100;585.0313;22.01563
64.744;182.9063;5.055313;1.850684;98.2475;80.57938;11.73563;99.65;11.32102;3004.982;27.48531;63.095;44.11656;166.2387;3.996544;98.015;1.257828;21.64223;97.77594;1.367625;100;594.4688;21.81844
64.4345;129.375;5.014062;1.847908;98.25;80.59875;11.6607;99.63344;11.23563;2994.672;27.46563;62.7635;44.12906;166.2544;4.000012;97.90031;1.277172;21.65249;97.82813;1.37457;100;590.5313;21.7025
64.2155;139.1875;5.144063;1.851511;98.27688;80.50938;11.6293;99.63531;11.20195;2987.351;27.4625;62.525;44.12906;166.2156;3.998531;98.04875;1.277812;21.77725;97.78562;1.374023;100;596.4688;21.64063
64.1605;187.7188;5.154687;1.849306;98.26594;80.55937;11.61016;99.62968;11.18422;2984.184;27.48469;62.441;44.13406;166.2244;3.993019;98.01;1.285953;21.75495;97.78375;1.362898;100;591.9063;21.59937
64.536;192.875;5.16125;1.849857;98.27438;80.57125;11.68648;99.64313;11.25226;2996.573;27.45531;62.7975;44.13125;166.205;3.993656;98.07438;1.282727;21.62536;97.74563;1.370148;100;583.0313;21.70313
64.848;162.4688;5.16375;1.84905;98.24718;80.56438;11.75203;99.64063;11.32078;3004.743;27.47812;63.1185;44.14406;166.2388;3.995888;97.98718;1.275094;21.6354;97.82594;1.383664;100;590.5625;21.85844
65.05;117.4688;5.075625;1.849444;98.25344;80.58531;11.78719;99.63219;11.3643;3012.839;27.49375;63.349;44.1475;166.2206;3.996225;98.01594;1.263633;21.63255;97.70438;1.382742;100;593.7813;21.93188
65.28;185.5313;5.150312;1.849109;98.24094;80.51375;11.83398;99.64344;11.40742;3017.306;27.47844;63.5215;44.12531;166.1819;4.001662;97.94781;1.268547;21.58692;97.73219;1.388641;100;593.75;22.04031
65.3315;176.7813;5.1875;1.849286;98.2625;80.59938;11.86148;99.64625;11.44766;3020.484;27.49594;63.603;44.1225;166.1631;4.004269;97.90938;1.292;21.66052;97.72968;1.368273;100;595.0938;22.07219
64.9695;193.2188;5.076875;1.850172;98.2575;80.50656;11.81461;99.64875;11.37891;3012.338;27.5;63.352;44.13094;166.1569;3.995869;98.0225;1.261219;21.55508;97.80625;1.381688;100;591.125;21.93844
64.6085;150.0625;5.063437;1.848952;98.23531;80.55219;11.70156;99.63844;11.27656;2999.579;27.51406;62.9325;44.13531;166.1719;4.005656;97.98844;1.277734;21.63837;97.75625;1.368281;100;589.8125;21.80156
64.312;156.4688;5.100937;1.848833;98.26437;80.60562;11.62984;99.6425;11.20219;2990.727;27.50219;62.6455;44.14906;166.2175;4.003481;98.07;1.292039;21.57328;97.725;1.364461;100;595.7188;21.675
64.109;140.6563;5.228125;1.850664;98.27937;80.58406;11.60352;99.65781;11.17047;2985.695;27.4975;62.4435;44.14719;166.2363;3.998569;98.03062;1.273305;21.49165;97.66093;1.379117;100;595.8438;21.58156
64.267;134.6563;5.155938;1.849345;98.27656;80.56062;11.59984;99.64875;11.19719;2987.213;27.51406;62.492;44.13063;166.1913;4.000069;98.01906;1.249625;21.46748;97.77843;1.376047;100;587;21.61875
64.6715;93.0625;5.082812;1.848558;98.26656;80.58125;11.7043;99.63499;11.28086;2999.768;27.5125;62.9325;44.125;166.1594;4.004063;98.00719;1.238359;21.43152;97.82063;1.37332;100;593.4375;21.77656
65.086;159.125;5.150312;1.850448;98.2625;80.63313;11.78906;99.65188;11.36477;3010.748;27.50531;63.3165;44.11813;166.0988;3.996994;97.96906;1.259961;21.45156;97.87312;1.371516;100;586.75;21.92969
65.3295;70.59375;5.12125;1.84905;98.26063;80.61375;11.83398;99.64781;11.40703;3018.422;27.50781;63.565;44.1275;166.1125;4.005188;98.00813;1.269766;21.56986;97.83562;1.366719;100;587.2813;22.02656
65.519;156;5.075313;1.84968;98.26375;80.53375;11.89609;99.64094;11.46375;3023.459;27.51969;63.7435;44.11906;166.0838;3.998888;97.97813;1.27293;21.65407;97.75531;1.376305;100;577;22.09406
65.1825;134.875;5.07;1.848223;98.26688;80.53281;11.83055;99.63594;11.40164;3015.388;27.55031;63.5005;44.12094;166.125;4.001681;97.96938;1.303484;21.63633;97.8375;1.370672;100;585.0313;22.00406
64.772;139.2813;4.9925;1.851098;98.26625;80.58562;11.72375;99.64156;11.31164;3002.444;27.54688;63.046;44.12281;166.145;4.003519;98.01031;1.311602;21.66978;97.76531;1.391039;100;585.2188;21.83344
64.4065;140.6563;5.031563;1.84718;98.27063;80.56;11.66523;99.6425;11.23203;2993.062;27.55156;62.745;44.145;166.1344;4.008375;98.00875;1.259414;21.56097;97.82406;1.365352;100;588.375;21.72031
64.181;189.5938;5.181562;1.851413;98.28125;80.53906;11.62047;99.65531;11.185;2986.299;27.54812;62.501;44.14063;166.1431;4.005938;98.00562;1.244828;21.51217;97.71062;1.368641;100;591.8438;21.62344
64.235;193.4375;5.026563;1.851806;98.25438;80.60312;11.62539;99.62782;11.18594;2985.396;27.54219;62.48;44.115;166.1656;4.004625;97.91843;1.183633;21.45125;97.82469;1.382149;100;588;21.58906
64.72;138;5.0375;1.849227;98.2675;80.57343;11.7132;99.65;11.27805;2999.998;27.53125;62.959;44.12312;166.21;3.998513;97.97031;1.28257;21.58885;97.725;1.383062;100;584.875;21.77812
65.0945;140.1875;5.031875;1.847928;98.24625;80.55906;11.77133;99.63344;11.3568;3010.435;27.5375;63.3;44.12;166.2244;3.998756;97.92531;1.343508;21.58292;97.8075;1.369375;100;582.5938;21.92969
65.345;140.1875;5.136563;1.851668;98.26156;80.54594;11.85273;99.64719;11.42594;3018.375;27.54219;63.576;44.13031;166.2319;4.005281;98.01688;1.239828;21.63317;97.69969;1.382648;100;589.75;22.06719
65.4765;142.2813;5.132813;1.850389;98.25282;80.6;11.89188;99.65375;11.45727;3023.071;27.54562;63.7525;44.12625;166.1825;4.004212;98.01937;1.202203;21.60608;97.78094;1.384227;100;590.2813;22.12094
65.2095;158.1563;5.112813;1.848577;98.2575;80.5825;11.85672;99.63969;11.41594;3017.657;27.5675;63.58;44.11937;166.2075;4.006837;97.96562;1.246648;21.63059;97.75781;1.389414;100;581.0625;22.04125
64.7795;172.75;5.086563;1.849385;98.26375;80.55688;11.73906;99.64781;11.31906;3004.379;27.56906;63.1265;44.13313;166.1769;4.001719;97.98281;1.315547;21.67946;97.78656;1.391242;100;582.625;21.86938
64.431;149.5938;5.0825;1.850605;98.285;80.58469;11.67437;99.6425;11.25008;2993.744;27.56812;62.7705;44.12938;166.1381;4.004025;98.00219;1.298414;21.59476;97.76813;1.38732;100;581.6875;21.73562
64.218;145.3438;5.151875;1.851038;98.26406;80.54031;11.62883;99.64844;11.19984;2985.973;27.55062;62.5335;44.12875;166.1156;4.005262;98.01968;1.229609;21.53162;97.70625;1.388781;100;584.1563;21.66531
64.2255;143.625;5.160625;1.849168;98.26125;80.5725;11.61641;99.65094;11.18141;2984.935;27.55594;62.443;44.1275;166.1012;4.001381;97.99469;1.277695;21.56051;97.77781;1.386227;100;591.2188;21.61281
64.608;189.2188;5.037188;1.852476;98.29063;80.53125;11.68953;99.64063;11.25578;2996.504;27.56781;62.8515;44.13375;166.1431;4.000837;98.02062;1.271563;21.54172;97.75156;1.397211;100;588;21.72656
64.996;142.7813;5.120625;1.846313;98.27406;80.54969;11.75703;99.6475;11.33656;3007.091;27.555;63.2355;44.12469;166.1831;4.006219;98.02782;1.28882;21.62833;97.73563;1.390992;100;584.6563;21.915
65.2365;145.6563;5.065938;1.850093;98.23719;80.61219;11.83391;99.65312;11.40508;3014.885;27.57;63.4745;44.14063;166.195;4.003669;98.0575;1.297516;21.58229;97.70657;1.372289;100;584.625;21.98594
65.4045;190.5;5.102812;1.850034;98.28;80.60875;11.86734;99.65125;11.44242;3020.767;27.57281;63.679;44.13063;166.16;4.0047;98.00531;1.238312;21.59405;97.70032;1.376422;100;584.9375;22.12563
65.345;141.4688;5.06375;1.851019;98.26031;80.59188;11.87539;99.63875;11.4418;3019.565;27.59062;63.6475;44.13031;166.1406;4.009969;98.00813;1.2575;21.65737;97.72031;1.395;100;588.9375;22.10625
64.8515;114.0313;5.114062;1.850507;98.25781;80.54844;11.76391;99.65312;11.33469;3007.122;27.595;63.1835;44.13688;166.1531;4.012537;98.00562;1.228352;21.58157;97.66906;1.382016;100;593.8438;21.89469
64.521;133.9688;5.149063;1.850822;98.28593;80.54282;11.70078;99.64719;11.26273;2996.772;27.58281;62.8245;44.1225;166.1331;4.007213;98.05625;1.234625;21.52729;97.68468;1.383078;100;590.7813;21.77687
64.2795;146.5;5.067187;1.849168;98.27718;80.52844;11.63555;99.64438;11.19977;2988.292;27.5975;62.555;44.11781;166.1694;3.998925;98.045;1.244523;21.49883;97.71625;1.376219;100;587.25;21.67375
64.13;150.8438;5.064687;1.849542;98.27969;80.58344;11.58875;99.645;11.17031;2983.956;27.5825;62.4065;44.13313;166.18;4.004288;97.99375;1.224914;21.44264;97.81187;1.374727;100;583.75;21.57937
64.5185;141.0625;5.220625;1.851176;98.27406;80.62063;11.68031;99.66;11.23789;2993.86;27.58531;62.741;44.13031;166.1056;4.005281;97.89875;1.290422;21.40068;97.6625;1.380164;100;579.8438;21.71594
64.9245;113.8125;5.079062;1.85029;98.28281;80.53593;11.74891;99.64812;11.3275;3006.406;27.59438;63.1485;44.12688;166.1394;4.0161;98.01187;1.283625;21.37599;97.77188;1.369031;100;592.4063;21.87875
65.3095;155.5;5.179062;1.848597;98.265;80.55968;11.82016;99.64906;11.39617;3015.712;27.58156;63.456;44.12406;166.1881;4.007344;97.9825;1.265344;21.39156;97.74156;1.375461;100;588.4375;21.9825
65.518;110.7188;5.160938;1.85029;98.29312;80.59563;11.87961;99.66344;11.44711;3023.597;27.59031;63.7445;44.14656;166.2169;4.010381;98.01563;1.309312;21.39949;97.78532;1.376273;100;583.5;22.0875
65.5165;154.0938;5.079062;1.848204;98.27937;80.58062;11.90117;99.65938;11.45203;3025.894;27.60688;63.7775;44.13656;166.1981;4.008469;98.0175;1.273687;21.46182;97.77187;1.378492;100;579.5938;22.13938
65.098;136.0938;5.163125;1.850783;98.28812;80.54187;11.80867;99.64969;11.37539;3012.058;27.63188;63.412;44.12844;166.1844;4.014169;98.01594;1.245484;21.53516;97.83344;1.376734;100;589.5313;22.00406
64.7355;141.9063;5.02375;1.850212;98.31125;80.56;11.72125;99.64063;11.29039;3001.969;27.60969;63.042;44.13625;166.2244;4.017694;97.95375;1.292828;21.49899;97.85;1.385211;100;582.1875;21.79875
64.4665;175.1875;5.098437;1.850605;98.2725;80.55594;11.66227;99.64438;11.24508;2992.714;27.60875;62.7505;44.13125;166.1769;4.017281;98.0225;1.275195;21.46538;97.78;1.375906;100;580.2813;21.69219
64.2485;147.8438;5.141875;1.848676;98.27312;80.61906;11.70281;99.65968;11.26461;3004.492;27.61219;62.5385;44.52062;166.1338;4.013513;98.01968;1.316391;21.50709;97.68938;1.37743;100;582.375;21.76188
64.3035;168.25;5.11125;1.847258;98.30063;80.53844;12.00547;99.63594;11.58391;3044.211;27.61906;62.516;45.27625;166.1381;4.018594;98.09;1.315141;21.50181;97.78375;1.370813;100;581.3125;22.36781
64.6635;162.9688;5.05;1.847613;98.28125;80.57656;12.09047;99.62968;11.65258;3055.348;27.59531;62.822;45.28437;166.1181;4.013831;98.04844;1.31843;21.63268;97.73281;1.376438;100;587.5;22.50531
64.85049;122.75;4.995;1.850783;98.29719;80.59688;12.07188;99.65343;11.63531;3053.4;27.61781;63.1;45.17406;166.1419;4.015425;97.98781;1.245734;21.66815;97.75219;1.380563;100;590.0625;22.46969
65.142;178.75;5.010938;1.852023;98.28281;80.54375;12.05195;99.65157;11.6168;3048.866;27.61375;63.3295;44.96875;166.1338;4.01325;98.02969;1.304805;21.69641;97.85;1.378234;100;580.4688;22.40156
65.3885;141;5.0125;1.846471;98.2975;80.56313;11.9625;99.64406;11.54313;3036.405;27.6225;63.5515;44.39844;166.1913;4.022925;98.01344;1.293672;21.67819;97.70094;1.380188;100;587.7813;22.26563
65.506;146.9063;5.081875;1.85159;98.28906;80.58094;11.99844;99.64938;11.57383;3039.98;27.62156;63.7445;44.41594;166.2388;4.016719;98.04063;1.266875;21.70494;97.82656;1.387273;100;591.9063;22.36031
65.1485;143;5.155625;1.850704;98.29719;80.55312;11.96352;99.65375;11.52594;3033.658;27.61094;63.4795;44.42562;166.2269;4.021594;97.97469;1.294383;21.64824;97.81094;1.3735;100;591.75;22.24219
64.783;183.875;5.06;1.849739;98.25969;80.58688;11.87344;99.64625;11.43406;3020.588;27.6175;63.0615;44.41813;166.2306;4.02105;97.96125;1.274133;21.62485;97.78593;1.388273;100;579.1875;22.04688
64.454;122.25;5.037188;1.848361;98.28062;80.55312;11.78992;99.65469;11.36438;3010.994;27.62844;62.764;44.42313;166.2594;4.023094;98.00375;1.242305;21.59793;97.81688;1.386695;100;586.2188;21.95812
64.265;121.0625;5.090938;1.851117;98.29312;80.63656;11.73547;99.64125;11.30977;3003.257;27.62156;62.521;44.42375;166.2838;4.022194;98.01781;1.234648;21.54392;97.7625;1.370234;100;587.125;21.85844
64.341;162.9688;5.059688;1.852279;98.29125;80.55063;11.73344;99.64407;11.30375;3002.984;27.63;62.5445;44.43156;166.2856;4.023825;97.98782;1.21657;21.48783;97.835;1.383195;100;591.7188;21.8825
64.778;112.5;5.06;1.847967;98.29562;80.6125;11.83719;99.65;11.405;3016.052;27.61594;62.993;44.4125;166.2819;4.021163;97.98687;1.227742;21.50387;97.86531;1.382016;100;589.0938;22.04969
65.129;167.0313;5.06625;1.852161;98.27937;80.62969;11.92617;99.64656;11.49539;3029.412;27.62219;63.3725;44.415;166.3056;4.0254;98.02625;1.293359;21.51553;97.75938;1.388312;100;584.0313;22.21094
65.3775;159.8125;5.018437;1.8484;98.29813;80.56813;11.97867;99.63906;11.5518;3036.256;27.62875;63.6505;44.40688;166.3112;4.025231;97.97813;1.233406;21.62247;97.74125;1.384344;100;591.3438;22.27188
65.575;122.9063;5.121562;1.84777;98.28156;80.52813;12.00391;99.6575;11.5793;3041.738;27.64063;63.7975;44.40781;166.2781;4.026469;98.06062;1.238906;21.68921;97.76187;1.376094;100;590.5;22.35781
65.241;99.625;5.117813;1.851314;98.28625;80.57969;11.95211;99.65656;11.52953;3033.817;27.6525;63.528;44.40688;166.265;4.028812;98.01094;1.225383;21.79601;97.79906;1.382813;100;581.6563;22.24344
64.8;188.625;5.164063;1.849227;98.26563;80.57407;11.87359;99.65031;11.44219;3021.506;27.64906;63.0815;44.44062;166.31;4.025831;98.04;1.303383;21.74659;97.64687;1.382414;100;582.3438;22.04031
64.4445;138.5938;5.065938;1.852692;98.29062;80.55344;11.8032;99.64969;11.36273;3010.816;27.65875;62.743;44.42344;166.325;4.023956;98.01031;1.24607;21.69382;97.75469;1.395375;100;583.6875;21.935
64.258;143.5938;5.048125;1.848676;98.2875;80.60656;11.73273;99.64812;11.31453;3004.802;27.65219;62.547;44.40969;166.2969;4.028213;97.995;1.247305;21.68616;97.78594;1.381406;100;579.1563;21.85031
64.2525;178.5938;5.064063;1.850074;98.29063;80.56875;11.74672;99.65312;11.30008;3004.329;27.64094;62.51;44.41563;166.2988;4.022981;98.075;1.205844;21.67317;97.71875;1.380992;100;582.5;21.82875
64.6995;106.3438;5.111562;1.850428;98.26938;80.60531;11.81367;99.65781;11.39063;3016.009;27.67188;62.9125;44.4325;166.2813;4.021031;98.02438;1.250117;21.64072;97.65437;1.360547;100;580.2813;21.99219
65.0435;141.3438;5.1425;1.850074;98.27782;80.57594;11.90352;99.65437;11.48445;3027.168;27.63906;63.3265;44.41094;166.3237;4.022438;98.02312;1.283578;21.65973;97.79188;1.375234;100;586.6563;22.17594
65.337;134.0625;5.12875;1.85033;98.305;80.52781;11.96156;99.64437;11.53563;3035.528;27.65156;63.5975;44.42875;166.2756;4.023525;98.04094;1.241711;21.73367;97.88937;1.383047;100;583.0938;22.26219
65.5615;136.0313;5.097813;1.848617;98.30813;80.57938;12.01219;99.6525;11.57516;3040.665;27.66562;63.77;44.43156;166.2612;4.023057;97.99937;1.253578;21.78411;97.74969;1.374289;100;584.3438;22.35
65.23299;141.2813;5.048125;1.852338;98.29531;80.55187;11.96531;99.65125;11.54297;3036.147;27.67;63.579;44.42469;166.2606;4.032375;97.92563;1.27143;21.81291;97.78875;1.386859;100;581.3125;22.31031
64.8375;67.53125;5.115313;1.852318;98.29562;80.56281;11.88156;99.64938;11.45484;3023.671;27.6625;63.1495;44.44;166.3038;4.030106;97.97;1.294977;21.86794;97.64125;1.402578;100;589.375;22.09281
64.4835;110.7188;5.0425;1.849188;98.28875;80.56406;11.81094;99.64531;11.36828;3012.961;27.68063;62.8135;44.42594;166.3019;4.021819;98.02907;1.232844;21.78752;97.78812;1.383578;100;584.75;21.94563
64.3365;142.7813;5.141875;1.850842;98.30156;80.58781;11.74617;99.66062;11.31141;3004.625;27.665;62.545;44.41156;166.3087;4.028025;97.97562;1.281062;21.66264;97.76157;1.369539;100;581.0938;21.86563
64.2165;134.625;5.136562;1.848085;98.29938;80.57656;11.71766;99.65844;11.2957;3002.292;27.66125;62.46;44.41625;166.2925;4.023243;97.985;1.295563;21.64055;97.7125;1.369969;100;584.8438;21.83719
