K5P17_1.PV;K5P4_1.PV
12.06703;22.41406
12.06578;22.49813
12.0657;22.34813
12.06484;22.37875
12.06477;22.35281
12.06445;22.34219
12.06414;22.33281
12.06406;22.38688
12.06305;22.40906
12.06289;22.34531
12.06281;22.41531
12.06266;22.40844
12.06242;22.35406
12.06234;22.31344
12.0618;22.35781
12.06133;22.37344
12.06094;22.37656
12.06094;22.36594
12.06063;22.40031
12.06047;22.42469
12.06039;22.30688
12.05992;22.41125
12.05922;22.41031
12.05898;22.32469
12.05891;22.37938
12.05891;22.37938
12.05836;22.3875
12.0582;22.33
12.05805;22.24031
12.05781;22.41156
12.05773;22.37188
12.0575;22.33406
12.05742;22.35656
12.05672;22.41562
12.05672;22.4175
12.05594;22.34469
12.05586;22.43281
12.05555;22.2775
12.055;22.36125
12.05469;22.31875
12.05437;22.33688
12.05367;22.39344
12.05344;22.39281
12.05344;22.35969
12.0532;22.29719
12.05313;22.33281
12.05273;22.36375
12.0525;22.38844
12.05234;22.4
12.05227;22.24344
12.05195;22.40156
12.05133;22.2625
12.05102;22.31219
12.05086;22.39031
12.05086;22.43656
12.05078;22.27406
12.05078;22.39875
12.05;22.36594
12.04984;22.26156
12.04977;22.22688
12.04969;22.39437
12.04961;22.32344
12.04953;22.29125
12.04953;22.31281
12.0493;22.38219
12.0493;22.37563
12.0493;22.33469
12.04922;22.39437
12.04883;22.26937
12.04852;22.34219
12.0482;22.27031
12.04797;22.31937
12.04789;22.30531
12.04734;22.32875
12.04711;22.41875
12.04703;22.26312
12.04703;22.29719
12.04625;22.34562
12.04594;22.36938
12.04531;22.4075
12.045;22.35844
12.04477;22.33875
12.04461;22.28344
12.04445;22.29781
12.04414;22.37469
12.04406;22.34687
12.04375;22.39094
12.04367;22.31531
12.04328;22.3575
12.04289;22.36687
12.04273;22.38094
12.04273;22.38
12.0425;22.29781
12.04172;22.24281
12.04148;22.32469
12.04148;22.33094
12.04078;22.32781
12.04062;22.29906
12.04047;22.32688
12.04023;22.29062
12.04008;22.36125
12.03992;22.38688
12.03992;22.34281
12.03984;22.25625
12.03984;22.36094
12.03977;22.39687
12.03914;22.44563
12.03906;22.35031
12.03898;22.2875
12.03875;22.39156
12.03875;22.28094
12.0382;22.33531
12.03813;22.34031
12.03773;22.38125
12.03766;22.33406
12.03758;22.22219
12.0375;22.31281
12.03734;22.28219
12.03727;22.21656
12.03703;22.315
12.03695;22.23094
12.03672;22.30156
12.03641;22.44719
12.03578;22.32094
12.03563;22.21375
12.03547;22.31875
12.03539;22.37906
12.03523;22.36969
12.03516;22.39406
12.03516;22.38563
12.03516;22.34375
12.03484;22.23875
12.03445;22.23187
12.03445;22.37656
12.0343;22.36594
12.03422;22.265
12.03422;22.32531
12.03422;22.3125
12.03414;22.31469
12.03391;22.30437
12.03383;22.41219
12.03367;22.36719
12.03359;22.34406
12.03359;22.28094
12.03344;22.32781
12.03336;22.25656
12.03328;22.34937
12.03297;22.25438
12.03281;22.29062
12.03273;22.31375
12.03219;22.39094
12.03219;22.36
12.03219;22.27563
12.03211;22.34312
12.03211;22.36594
12.03195;22.36
12.0318;22.25
12.03125;22.22
12.03063;22.305
12.03;22.275
12.02969;22.27031
12.02969;22.28188
12.02969;22.25281
12.02945;22.27875
12.02906;22.27063
12.02891;22.30531
12.02883;22.35156
12.02852;22.24
12.02836;22.2375
12.02781;22.26344
12.02766;22.35813
12.02766;22.39187
12.02758;22.26656
12.02727;22.33219
12.0268;22.35094
12.02672;22.34781
12.02664;22.33906
12.02641;22.38344
12.02633;22.3
12.02625;22.28719
12.02609;22.24063
12.02609;22.34156
12.02555;22.16656
12.02539;22.22781
12.02531;22.29938
12.02508;22.26656
12.02445;22.29281
12.02406;22.19125
12.02398;22.37125
12.02344;22.29031
12.02258;22.27437
12.02258;22.31
12.02234;22.345
12.02234;22.33969
12.02172;22.27687
12.02164;22.37844
12.02133;22.24656
12.02086;22.26188
12.02078;22.26406
12.0207;22.325
12.02063;22.295
12.02055;22.34062
12.02047;22.25
12.02047;22.33687
12.02016;22.32469
12.02016;22.30406
12.02008;22.26406
12.02;22.28188
12.01992;22.29688
12.01984;22.22
12.01984;22.27563
12.01969;22.29219
12.01961;22.23187
12.01961;22.30469
12.01953;22.29969
12.01945;22.25219
12.01937;22.35656
12.0193;22.33906
12.01922;22.29938
12.01914;22.21406
12.01914;22.36875
12.01914;22.33125
12.01898;22.32313
12.01891;22.22031
12.01891;22.35906
12.01875;22.27813
12.01859;22.24469
12.0182;22.27312
12.01812;22.21656
12.01773;22.28188
12.01758;22.34344
12.0175;22.31344
12.01734;22.20188
12.01719;22.20938
12.01719;22.28906
12.01719;22.33937
12.01703;22.25406
12.01695;22.28281
12.01688;22.30531
12.0168;22.26406
12.01664;22.22812
12.01648;22.33875
12.01641;22.21437
12.01641;22.18594
12.01602;22.23156
12.01602;22.215
12.01594;22.22469
12.0157;22.32813
12.01563;22.25938
12.01547;22.16125
12.01539;22.19469
12.01539;22.23406
12.01508;22.19188
12.015;22.22531
12.01477;22.21094
12.01445;22.30656
12.01422;22.28563
12.01414;22.19781
12.01414;22.26688
12.01406;22.21906
12.01406;22.3025
12.01406;22.29
12.01367;22.17031
12.01367;22.29406
12.01359;22.17313
12.01336;22.30969
12.01305;22.18438
12.01297;22.18719
12.01289;22.23438
12.01281;22.3125
12.01273;22.30406
12.01266;22.17781
12.01242;22.24125
12.01242;22.22
12.01234;22.28531
12.01219;22.35
12.01211;22.22156
12.01195;22.31937
12.0118;22.36531
12.01172;22.21406
12.01172;22.34188
12.01156;22.27375
12.01156;22.19
12.01156;22.28437
12.01141;22.28719
12.01133;22.21031
12.01125;22.33562
12.01117;22.25687
12.01109;22.25219
12.01101;22.27719
12.01086;22.36094
12.01062;22.17688
12.01055;22.40406
12.01008;22.34094
12.00992;22.26469
12.00984;22.32187
12.00961;22.29125
12.00945;22.20469
12.00945;22.20344
12.00937;22.19
12.0093;22.37313
12.00891;22.35125
12.00875;22.25813
12.00867;22.185
12.00867;22.17531
12.00859;22.3
12.00844;22.26062
12.00836;22.22188
12.0082;22.31875
12.0082;22.30906
12.00805;22.29875
12.00805;22.27344
12.00797;22.21531
12.00789;22.25219
12.00781;22.22156
12.00781;22.27062
12.00766;22.18
12.00758;22.34031
12.0075;22.30844
12.00742;22.30469
12.00734;22.29094
12.00734;22.26969
12.00734;22.25594
12.00727;22.20219
12.00719;22.19344
12.00719;22.21781
12.00719;22.2
12.00719;22.27719
12.00711;22.27469
12.00703;22.22094
12.00703;22.15438
12.00695;22.36656
12.00695;22.32
12.00688;22.25156
12.00688;22.18375
12.0068;22.23219
12.0068;22.345
12.00672;22.30875
12.00641;22.19594
12.00641;22.22219
12.00633;22.23438
12.00633;22.21531
12.00625;22.27812
12.00625;22.30469
12.00609;22.19625
12.00578;22.3275
12.0057;22.19813
12.00562;22.27938
12.00555;22.28406
12.00555;22.29688
12.00547;22.36781
12.00547;22.40094
12.00539;22.33531
12.00539;22.31437
12.00531;22.21156
12.00492;22.1925
12.00492;22.32781
12.00477;22.17188
12.00477;22.28719
12.00477;22.35312
12.00461;22.20469
12.00461;22.32656
12.00453;22.34312
12.00453;22.23781
12.00445;22.2075
12.00422;22.19594
12.00406;22.30781
12.00406;22.33438
12.00391;22.35781
12.00383;22.18156
12.00367;22.19656
12.00367;22.24969
12.00367;22.3125
12.00367;22.28156
12.00367;22.20281
12.00359;22.31
12.00313;22.17344
12.00313;22.26844
12.00313;22.31875
12.00297;22.37125
12.00297;22.25875
12.00289;22.335
12.00281;22.28031
12.00274;22.29688
12.00258;22.31469
12.00258;22.3125
12.0025;22.23938
12.0025;22.2825
12.00234;22.21906
12.00219;22.35844
12.00211;22.31219
12.00195;22.30594
12.00195;22.19531
12.0018;22.28906
12.00172;22.26563
12.00164;22.20156
12.00156;22.19844
12.00133;22.21219
12.00133;22.15219
12.00117;22.30437
12.00117;22.32813
12.00109;22.2125
12.00109;22.23219
12.00102;22.265
12.00086;22.30031
12.00078;22.21563
12.00078;22.21094
12.0007;22.31219
12.00062;22.16594
12.00055;22.27
12.00039;22.21625
12.00031;22.17094
12.00016;22.27781
12.00008;22.21344
12;22.17062
12;22.295
12;22.30938
12;22.29844
12;22.28813
11.99977;22.31625
11.99977;22.27938
11.99969;22.2025
11.99969;22.21031
11.99969;22.25844
11.99969;22.25562
11.99961;22.17313
11.99961;22.30437
11.99953;22.19625
11.99953;22.14
11.99945;22.16219
11.99938;22.19125
11.99922;22.21031
11.99922;22.16937
11.99922;22.25938
11.99906;22.23094
11.99906;22.16813
11.99906;22.31125
11.99867;22.28969
11.99859;22.16688
11.99859;22.2925
11.99852;22.31219
11.99844;22.36031
11.99844;22.27687
11.9982;22.30031
11.99813;22.22125
11.99805;22.26094
11.99797;22.27125
11.99789;22.30875
11.99781;22.19563
11.99781;22.18
11.99781;22.19969
11.99774;22.26563
11.99773;22.20906
11.99773;22.2725
11.99773;22.19969
11.99766;22.31063
11.99766;22.26906
11.99758;22.17969
11.9975;22.23938
11.99734;22.225
11.99734;22.19563
11.99727;22.27
11.99719;22.27219
11.99719;22.30219
11.99711;22.18937
11.99687;22.17937
11.99687;22.16219
11.9968;22.2325
11.99664;22.33937
11.99664;22.29688
11.99664;22.26156
11.99648;22.15406
11.99648;22.18219
11.99648;22.18281
11.99648;22.25312
11.99641;22.17844
11.99633;22.19594
11.99625;22.25719
11.99625;22.27063
11.99609;22.13906
11.99609;22.25187
11.99602;22.1725
11.99602;22.28063
11.99578;22.21219
11.9957;22.19375
11.9957;22.31938
11.9957;22.28125
11.9957;22.25625
11.99562;22.28219
11.99547;22.29281
11.99539;22.16281
11.99531;22.22937
11.99531;22.22344
11.99523;22.21594
11.99523;22.23219
11.99492;22.24562
11.99492;22.29844
11.99492;22.23438
11.99484;22.16063
11.99484;22.30563
11.99469;22.16438
11.99461;22.22469
11.99453;22.19094
11.99453;22.25312
11.99453;22.32344
11.99445;22.24375
11.9943;22.16438
11.99422;22.28
11.99422;22.19938
11.99414;22.31344
11.99414;22.21281
11.99367;22.23156
11.99359;22.225
11.99352;22.18156
11.99352;22.17281
11.99352;22.22187
11.99344;22.20438
11.9932;22.23063
11.9932;22.1175
11.99312;22.17969
11.99312;22.145
11.99305;22.19
11.99289;22.32094
11.99281;22.1325
11.99242;22.27625
11.99227;22.16781
11.99219;22.27656
11.99211;22.18875
11.99211;22.18281
11.9918;22.20156
11.9918;22.30531
11.9918;22.2775
11.99172;22.19
11.99172;22.23875
11.99156;22.18937
11.99148;22.16656
11.99148;22.25937
11.99141;22.28906
11.99133;22.19
11.99133;22.27563
11.99125;22.21187
11.99125;22.23781
11.99125;22.20375
11.99109;22.33438
11.99094;22.28063
11.99094;22.2275
11.9907;22.31688
11.99055;22.15844
11.99055;22.22437
11.99055;22.15656
11.99031;22.20063
11.99016;22.25406
11.99008;22.14375
11.99;22.24969
11.98992;22.225
11.98984;22.20594
11.98977;22.19469
11.98969;22.15094
11.98961;22.18906
11.98961;22.23031
11.98953;22.24031
11.98945;22.30656
11.98945;22.25
11.98945;22.25344
11.98914;22.26594
11.98914;22.28563
11.98906;22.14719
11.98906;22.32063
11.98906;22.28125
11.98899;22.15063
11.98891;22.18031
11.98891;22.26969
11.98891;22.2425
11.98891;22.27312
11.98891;22.25562
11.98875;22.24344
11.98859;22.15688
11.98859;22.20281
11.98859;22.28
11.98859;22.19406
11.98859;22.22375
11.98844;22.18531
11.98844;22.16656
11.98844;22.17906
11.98844;22.17906
11.98836;22.26156
11.98836;22.29937
11.9882;22.28312
11.9882;22.18031
11.98812;22.23219
11.98797;22.25406
11.98789;22.26125
11.98781;22.23594
11.98773;22.20375
11.98758;22.25281
11.9875;22.15625
11.9875;22.25688
11.98734;22.14531
11.98734;22.29
11.98727;22.12969
11.98719;22.27375
11.98703;22.24969
11.98703;22.24
11.98687;22.15281
11.9868;22.2625
11.98672;22.23125
11.98664;22.12812
11.98664;22.29313
11.98664;22.22406
11.98664;22.1825
11.98656;22.30406
11.98648;22.31406
11.98648;22.21969
11.98641;22.13688
11.98633;22.3125
11.98625;22.19594
11.98625;22.17188
11.98625;22.24313
11.98625;22.23719
11.98617;22.29062
11.98617;22.23438
11.98609;22.20687
11.98609;22.20875
11.98602;22.17344
11.98602;22.14938
11.98594;22.15781
11.98594;22.24875
11.98586;22.18438
11.98586;22.26406
11.98578;22.2575
11.9857;22.14625
11.98555;22.24688
11.98555;22.20719
11.98547;22.28156
11.98547;22.2725
11.98539;22.21656
11.98531;22.24719
11.98523;22.29188
11.98516;22.18219
11.98516;22.31563
11.98508;22.23906
11.985;22.15531
11.98484;22.30437
11.98469;22.24688
11.98469;22.23812
11.98461;22.13813
11.98461;22.195
11.98453;22.17656
11.98453;22.20344
11.98445;22.17031
11.98438;22.21406
11.98438;22.15156
11.98438;22.23531
11.98438;22.23
11.9843;22.17594
11.9843;22.29031
11.98398;22.22719
11.98391;22.20563
11.98391;22.26
11.98391;22.20344
11.98383;22.32625
11.98375;22.21938
11.98375;22.25969
11.98367;22.145
11.98367;22.14313
11.98359;22.17438
11.98359;22.18781
11.98352;22.26031
11.98344;22.28563
11.98336;22.20625
11.98336;22.22375
11.98336;22.20125
11.98328;22.21094
11.9832;22.17781
11.9832;22.22437
11.98312;22.33031
11.98312;22.24469
11.98305;22.2425
11.98305;22.19875
11.98281;22.26
11.98273;22.18688
11.98273;22.28531
11.98266;22.25531
11.98266;22.30312
11.98258;22.13281
11.9825;22.16094
11.98242;22.21813
11.98234;22.12187
11.98227;22.28062
11.98227;22.28
11.98219;22.16281
11.98219;22.19812
11.98211;22.22313
11.98211;22.23187
11.98211;22.22094
11.98203;22.26687
11.98203;22.23656
11.98188;22.17344
11.98187;22.1875
11.9818;22.21656
11.9818;22.20812
11.98172;22.22062
11.98172;22.17719
11.98172;22.14063
11.98172;22.25281
11.98164;22.15781
11.98164;22.25562
11.98164;22.21313
11.98156;22.29344
11.98156;22.25594
11.98148;22.16531
11.98148;22.22
11.98148;22.19344
11.98148;22.27438
11.98141;22.215
11.98133;22.26875
11.98133;22.24906
11.98133;22.23938
11.98125;22.22719
11.98125;22.12281
11.98125;22.15969
11.98117;22.18344
11.98117;22.25531
11.98117;22.23313
11.98109;22.17438
11.98102;22.20125
11.98094;22.14906
11.98078;22.24594
11.98078;22.2325
11.98078;22.16719
11.9807;22.23625
11.98047;22.14812
11.98047;22.18875
11.98039;22.12125
11.98039;22.24875
11.98031;22.15406
11.98023;22.16156
11.98023;22.30969
11.98023;22.24187
11.98023;22.17844
11.98016;22.21594
11.98008;22.24625
11.98008;22.21719
11.98008;22.26844
11.98008;22.28125
11.97992;22.26313
11.97992;22.34906
11.97984;22.23438
11.97977;22.12687
11.97977;22.17969
11.97977;22.24281
11.97977;22.21031
11.97961;22.27437
11.97961;22.27344
11.97961;22.25
11.97953;22.15875
11.97953;22.23094
11.97953;22.22
11.97945;22.25562
11.97937;22.15594
11.97937;22.24219
11.9793;22.19531
11.97922;22.18531
11.97922;22.13937
11.97922;22.28094
11.97914;22.17687
11.97914;22.32562
11.97914;22.22156
11.97906;22.15688
11.97898;22.16344
11.97898;22.11969
11.97898;22.27094
11.97891;22.28281
11.97891;22.23875
11.97875;22.15688
11.97875;22.195
11.97875;22.20031
11.97875;22.24969
11.97875;22.24156
11.97867;22.16063
11.97867;22.27188
11.97859;22.16937
11.97859;22.17469
11.97859;22.25813
11.97836;22.18281
11.97836;22.12375
11.97836;22.11938
11.97836;22.24531
11.97836;22.30375
11.97836;22.245
11.97828;22.16
11.97828;22.23344
11.9782;22.17562
11.97812;22.26781
11.97812;22.26406
11.97812;22.24937
11.97805;22.10281
11.97805;22.22094
11.97797;22.25969
11.97781;22.15469
11.97773;22.20156
11.97773;22.18844
11.97773;22.27469
11.97773;22.23438
11.97773;22.27875
11.97773;22.25
11.97766;22.21781
11.97758;22.19281
11.9775;22.14219
11.9775;22.25375
11.97742;22.26625
11.97727;22.25562
11.97719;22.23656
11.97711;22.18438
11.97711;22.17625
11.97703;22.275
11.97695;22.14344
11.97695;22.28188
11.97695;22.1975
11.97688;22.14875
11.97688;22.12938
11.97688;22.22625
11.9768;22.25813
11.9768;22.28344
11.9768;22.21594
11.97672;22.18312
11.97672;22.24594
11.97664;22.17969
11.97656;22.29344
11.97656;22.21969
11.97656;22.23531
11.97641;22.13
11.97641;22.13125
11.97641;22.19125
11.97641;22.23
11.97633;22.30531
11.97633;22.24375
11.97625;22.18844
11.97617;22.30719
11.97602;22.17188
11.97602;22.10188
11.97586;22.23469
11.97578;22.14594
11.97578;22.14781
11.97578;22.22187
11.97563;22.1825
11.97555;22.17625
11.97547;22.24187
11.97547;22.32469
11.97539;22.225
11.97539;22.20687
11.97531;22.09781
11.97523;22.225
11.97523;22.2775
11.97523;22.25844
11.97508;22.13406
11.975;22.17219
11.975;22.26969
11.975;22.24531
11.975;22.20719
11.97492;22.17062
11.97484;22.15156
11.97484;22.26937
11.97477;22.25187
11.97477;22.21781
11.97469;22.16469
11.97469;22.24281
11.97453;22.15625
11.97453;22.26656
11.97445;22.215
11.97437;22.26437
11.9743;22.10906
11.9743;22.20875
11.97422;22.21375
11.97414;22.16719
11.97398;22.26
11.97398;22.21406
11.97391;22.24281
11.97383;22.2325
11.97383;22.26563
11.97383;22.21938
11.97375;22.21187
11.97367;22.26469
11.97352;22.23313
11.97344;22.17219
11.97336;22.13812
11.97336;22.25344
11.97336;22.2275
11.97328;22.16125
11.97328;22.20969
11.97305;22.13094
11.97305;22.23906
11.97305;22.24375
11.97305;22.27531
11.97289;22.19719
11.97289;22.25344
11.97258;22.32906
11.97258;22.20125
11.97258;22.18625
11.9725;22.10781
11.9725;22.1375
11.97242;22.17687
11.97242;22.28406
11.97242;22.23125
11.97234;22.25187
11.97234;22.25937
11.97219;22.1325
11.97219;22.29094
11.97219;22.21219
11.97219;22.20344
11.97211;22.15406
11.97203;22.18813
11.97203;22.18719
11.97188;22.14781
11.97188;22.2125
11.9718;22.11094
11.9718;22.25469
11.97172;22.13719
11.97172;22.12781
11.97164;22.25844
11.97156;22.11875
11.97148;22.13812
11.97148;22.2425
11.97148;22.25875
11.97133;22.24281
11.97125;22.15531
11.97125;22.1725
11.97125;22.26719
11.97125;22.26125
11.97125;22.23313
11.97117;22.17781
11.97117;22.23594
11.97109;22.11
11.97109;22.24563
11.97109;22.19125
11.97102;22.1975
11.97102;22.28469
11.97102;22.21688
11.97102;22.21156
11.97094;22.19406
11.97094;22.19938
11.97086;22.16562
11.97078;22.1875
11.97078;22.23031
11.9707;22.12781
11.9707;22.13969
11.9707;22.31156
11.9707;22.27094
11.9707;22.2
11.97062;22.12719
11.97062;22.16781
11.97055;22.28281
11.97055;22.25
11.97047;22.26875
11.97039;22.15469
11.97031;22.28469
11.97023;22.21437
11.97016;22.23719
11.97016;22.21688
11.97008;22.27875
11.97008;22.24156
11.97;22.145
11.97;22.14344
11.97;22.22406
11.96992;22.20687
11.96992;22.20437
11.96984;22.26
11.96984;22.24031
11.96969;22.21094
11.96961;22.175
11.96953;22.10938
11.96953;22.21719
11.96953;22.19219
11.96945;22.23937
11.9693;22.15375
11.9693;22.11094
11.9693;22.19938
11.9693;22.17969
11.9693;22.24562
11.9693;22.22719
11.9693;22.24625
11.9693;22.25625
11.96922;22.25344
11.96922;22.24125
11.96914;22.18844
11.96914;22.26063
11.96914;22.28031
11.96914;22.17687
11.96906;22.16094
11.96906;22.07844
11.96906;22.20188
11.96898;22.10063
11.96898;22.26094
11.96898;22.23812
11.96891;22.15625
11.96883;22.13844
11.96883;22.23344
11.96883;22.17562
11.96875;22.185
11.96867;22.25187
11.96859;22.2075
11.96852;22.29
11.96852;22.24906
11.96844;22.10813
11.96844;22.25094
11.96844;22.18625
11.96844;22.19687
11.96836;22.29219
11.96828;22.24562
11.96805;22.12781
11.96805;22.24688
11.96805;22.19344
11.96797;22.16063
11.96797;22.25312
11.96797;22.26312
11.96781;22.26
11.96773;22.12344
11.96773;22.29938
11.96773;22.22469
11.96773;22.17
11.96766;22.12687
11.96766;22.14969
11.96766;22.20531
11.96766;22.22313
11.9675;22.12437
11.9675;22.24813
11.96742;22.19438
11.96742;22.16938
11.96742;22.18312
11.96734;22.22125
11.96734;22.24688
11.96727;22.24688
11.96719;22.25094
11.96711;22.11844
11.96711;22.10969
11.96711;22.14125
11.96711;22.13781
11.96711;22.25906
11.96703;22.11125
11.96703;22.25094
11.96703;22.19375
11.96688;22.2675
11.96688;22.29156
11.96688;22.18844
11.9668;22.28281
11.9668;22.29531
11.9668;22.24813
11.9668;22.18375
11.96672;22.23938
11.96664;22.15656
11.96656;22.11062
11.96656;22.19469
11.96656;22.20625
11.96656;22.2075
11.96649;22.1675
11.96648;22.12844
11.96633;22.22656
11.96625;22.11375
11.96625;22.24656
11.96617;22.20094
11.96609;22.11031
11.96609;22.25063
11.96609;22.18906
11.96602;22.15344
11.96602;22.18406
11.96602;22.20719
11.96594;22.17594
11.96594;22.20125
11.96586;22.16094
11.96586;22.19656
11.96578;22.13531
11.96578;22.14406
11.96578;22.19344
11.96578;22.18687
11.96562;22.26375
11.96555;22.24281
11.96555;22.25875
11.96555;22.2125
11.96547;22.15656
11.96539;22.20687
11.96531;22.21313
11.96531;22.31031
11.96531;22.24469
11.96523;22.15219
11.96508;22.13156
11.96508;22.26719
11.965;22.12281
11.965;22.19875
11.965;22.23125
11.965;22.23344
11.96492;22.22
11.96484;22.20438
11.96469;22.23562
11.96469;22.19844
11.96469;22.18906
11.96461;22.15625
11.96461;22.15
11.96461;22.19813
11.96453;22.22406
11.96453;22.19531
11.96445;22.24969
11.96445;22.19406
11.96437;22.12406
11.96437;22.20906
11.9643;22.2275
11.96422;22.11062
11.96414;22.17656
11.96414;22.26094
11.96414;22.26344
11.96414;22.255
11.96414;22.24406
11.96414;22.24813
11.96406;22.25625
11.96406;22.26031
11.96398;22.09469
11.96398;22.21656
11.96391;22.16687
11.96391;22.15937
11.96383;22.21437
11.96375;22.29469
11.96375;22.18937
11.96375;22.18656
11.96367;22.19531
11.96367;22.25125
11.96367;22.27219
11.96352;22.27
11.96352;22.24219
11.96352;22.20219
11.96344;22.16344
11.96328;22.11906
11.9632;22.27
11.9632;22.17906
11.9632;22.19219
11.96313;22.19687
11.96305;22.15625
11.96305;22.23344
11.96305;22.22375
11.96305;22.23844
11.96305;22.22062
11.96297;22.1575
11.96289;22.19312
11.96289;22.18125
11.96281;22.23
11.96281;22.16844
11.96273;22.21875
11.96273;22.22
11.96266;22.15844
11.96266;22.22594
11.96266;22.23969
11.9625;22.12812
11.9625;22.26563
11.9625;22.27031
11.96242;22.15844
11.96242;22.13313
11.96227;22.24156
11.96227;22.24813
11.96211;22.23187
11.96211;22.18969
11.96203;22.21
11.96203;22.13719
11.96195;22.24344
11.96195;22.17438
11.96187;22.11
11.96187;22.26375
11.9618;22.08625
11.96172;22.11031
11.96172;22.19687
11.96172;22.24063
11.96172;22.2125
11.96172;22.16031
11.96172;22.21531
11.96164;22.22812
11.96156;22.26219
11.96156;22.15875
11.96133;22.29
11.96133;22.22219
11.96133;22.24375
11.96133;22.19813
11.96117;22.11719
11.96117;22.18312
11.96109;22.19875
11.96102;22.17594
11.96102;22.175
11.96094;22.15469
11.96094;22.14281
11.96094;22.12781
11.96086;22.15094
11.96078;22.14469
11.96078;22.17531
11.96078;22.23313
11.96062;22.12844
11.96062;22.16156
11.96055;22.22219
11.96055;22.23438
11.96055;22.17188
11.96047;22.26031
11.96047;22.23219
11.96039;22.16469
11.96039;22.23594
11.96023;22.20625
11.96016;22.09906
11.96008;22.13344
11.96008;22.27813
11.96008;22.22031
11.96;22.13094
11.96;22.16313
11.95992;22.1
11.95992;22.14937
11.95984;22.2425
11.95984;22.19844
11.95977;22.23156
