K5P17_1.PV;K5P4_1.PV
11.95977;22.24844
11.95977;22.21406
11.95969;22.17219
11.95969;22.18469
11.95969;22.16594
11.95969;22.24656
11.95969;22.21031
11.95969;22.21219
11.95961;22.07719
11.95961;22.21844
11.95961;22.20125
11.95961;22.22469
11.95945;22.26656
11.9593;22.20406
11.95922;22.10531
11.95922;22.105
11.95922;22.15844
11.95914;22.23125
11.95906;22.09687
11.95898;22.09656
11.95898;22.19469
11.95891;22.18031
11.95891;22.19656
11.95891;22.15781
11.95883;22.28125
11.95875;22.22781
11.95867;22.08562
11.95852;22.12938
11.95852;22.18125
11.95844;22.12156
11.95844;22.12969
11.95828;22.12031
11.95828;22.17656
11.95828;22.24844
11.9582;22.08906
11.9582;22.20125
11.9582;22.19938
11.95813;22.25125
11.95805;22.15875
11.95805;22.26687
11.95781;22.11094
11.95781;22.21375
11.95781;22.17125
11.95773;22.21156
11.95766;22.13375
11.95766;22.09531
11.95766;22.20687
11.9575;22.10094
11.9575;22.0925
11.95742;22.11094
11.95742;22.26875
11.95742;22.20156
11.95742;22.195
11.95719;22.18125
11.95719;22.20625
11.95719;22.15719
11.95711;22.18
11.95711;22.20844
11.95703;22.24594
11.95703;22.21219
11.95703;22.14437
11.95703;22.19031
11.95695;22.17
11.95695;22.21906
11.95687;22.17438
11.9568;22.11437
11.9568;22.23406
11.9568;22.2075
11.95672;22.13406
11.95672;22.09844
11.95672;22.20844
11.95672;22.20125
11.95672;22.24031
11.95664;22.17188
11.95664;22.2
11.95664;22.14688
11.95648;22.14313
11.95648;22.17312
11.95648;22.18969
11.95648;22.18344
11.95641;22.09156
11.95625;22.24125
11.95625;22.26687
11.95617;22.07844
11.95617;22.19406
11.95602;22.16063
11.95602;22.2625
11.95602;22.15531
11.95594;22.26469
11.95594;22.26375
11.95594;22.1875
11.95594;22.27312
11.95586;22.22844
11.95586;22.26813
11.95586;22.27406
11.95586;22.275
11.95578;22.25625
11.95578;22.17312
11.95563;22.09937
11.95563;22.21906
11.95555;22.14688
11.95547;22.255
11.95547;22.23969
11.95547;22.22094
11.95539;22.3025
11.95523;22.09312
11.95516;22.23531
11.95508;22.12125
11.95508;22.06688
11.95508;22.0925
11.95508;22.16406
11.955;22.08438
11.955;22.25969
11.955;22.145
11.955;22.15344
11.95492;22.08687
11.95477;22.13406
11.95477;22.24438
11.95477;22.2325
11.95477;22.19062
11.95469;22.07969
11.95469;22.22469
11.95445;22.15063
11.95445;22.10781
11.95445;22.1825
11.95438;22.19625
11.95438;22.28344
11.95438;22.10844
11.9543;22.14719
11.9543;22.09281
11.9543;22.125
11.9543;22.15313
11.9543;22.22656
11.9543;22.20687
11.95422;22.22688
11.95414;22.0925
11.95406;22.23344
11.95406;22.22156
11.95406;22.22969
11.95398;22.10656
11.95398;22.11969
11.95391;22.17438
11.95383;22.14188
11.95375;22.18687
11.95375;22.1975
11.95375;22.23312
11.95375;22.20875
11.95375;22.16969
11.95367;22.19875
11.95359;22.27938
11.95352;22.13
11.95352;22.11406
11.95352;22.12844
11.95352;22.25469
11.95352;22.23937
11.95352;22.2
11.95344;22.1275
11.95328;22.10062
11.95328;22.14406
11.95313;22.10062
11.95313;22.2625
11.95313;22.20313
11.95305;22.11625
11.95305;22.18719
11.95297;22.14562
11.95297;22.26563
11.95289;22.13469
11.95289;22.25625
11.95289;22.22156
11.95281;22.11312
11.95273;22.08625
11.95273;22.11
11.95266;22.11469
11.95266;22.16063
11.95266;22.20094
11.95258;22.15375
11.95258;22.11906
11.9525;22.05531
11.9525;22.18375
11.9525;22.20594
11.9525;22.21625
11.9525;22.16281
11.95242;22.19969
11.95234;22.15219
11.95234;22.20281
11.95219;22.21313
11.95219;22.22156
11.95211;22.24344
11.95211;22.24281
11.95211;22.15594
11.95203;22.20187
11.95203;22.20469
11.95195;22.11438
11.95195;22.23844
11.95195;22.16562
11.9518;22.18188
11.9518;22.22688
11.9518;22.15438
11.95172;22.14781
11.95172;22.22094
11.95164;22.08375
11.95164;22.08625
11.95148;22.11125
11.95148;22.20094
11.95141;22.12219
11.95125;22.1325
11.95125;22.215
11.95125;22.09562
11.95117;22.22875
11.95109;22.26781
11.95109;22.18094
11.95102;22.06344
11.95102;22.1725
11.95102;22.16187
11.95094;22.11031
11.95094;22.21781
11.95094;22.18594
11.95086;22.135
11.95078;22.04062
11.95078;22.12656
11.9507;22.25594
11.95063;22.26375
11.95062;22.19938
11.95055;22.26094
11.95055;22.23031
11.95047;22.23344
11.95047;22.16594
11.95039;22.12219
11.95039;22.20938
11.95039;22.2
11.95031;22.17875
11.95031;22.21656
11.95023;22.24625
11.95016;22.26438
11.95016;22.24781
11.95016;22.2525
11.95008;22.2375
11.94992;22.0775
11.94992;22.27031
11.94992;22.22375
11.94992;22.19938
11.94984;22.0675
11.94984;22.15187
11.94984;22.16687
11.94984;22.22469
11.94984;22.24531
11.94977;22.26687
11.94977;22.13062
11.94977;22.15313
11.94969;22.14406
11.94969;22.09281
11.94969;22.24219
11.94961;22.17375
11.94961;22.10438
11.94938;22.09875
11.94938;22.2725
11.9493;22.09156
11.94914;22.21844
11.94906;22.23656
11.94898;22.21313
11.94898;22.20563
11.94898;22.09312
11.94891;22.105
11.94891;22.06594
11.94891;22.07281
11.94891;22.24
11.94891;22.185
11.94883;22.16094
11.94875;22.06812
11.94875;22.235
11.94875;22.19438
11.94867;22.23344
11.94859;22.25687
11.94859;22.19969
11.94852;22.18937
11.94852;22.22187
11.94852;22.27188
11.94844;22.08969
11.94844;22.13125
11.94836;22.11687
11.94836;22.13625
11.94828;22.21437
11.94828;22.20125
11.9482;22.26062
11.9482;22.15937
11.9482;22.165
11.9482;22.17656
11.94812;22.12281
11.94805;22.11625
11.94805;22.21563
11.94805;22.155
11.94805;22.11969
11.94797;22.04594
11.94789;22.16656
11.94781;22.08156
11.94781;22.13
11.94773;22.12219
11.94773;22.16219
11.94766;22.16406
11.94758;22.20906
11.94758;22.18312
11.9475;22.185
11.9475;22.2625
11.9475;22.22094
11.94742;22.15531
11.94742;22.21875
11.94742;22.17063
11.94734;22.23969
11.94727;22.23906
11.94727;22.20875
11.94727;22.19312
11.94719;22.21781
11.94719;22.2475
11.94711;22.12969
11.94695;22.15281
11.94688;22.2125
11.94687;22.06625
11.9468;22.07125
11.9468;22.20375
11.94672;22.15937
11.94672;22.24
11.94672;22.20719
11.94664;22.21906
11.94664;22.18719
11.94664;22.15187
11.94656;22.2225
11.94656;22.21906
11.94656;22.13563
11.94648;22.2
11.94648;22.15937
11.94641;22.195
11.94633;22.10156
11.94633;22.22313
11.94633;22.25125
11.94633;22.13156
11.94617;22.19219
11.94617;22.14437
11.94609;22.13406
11.94609;22.18
11.94609;22.21125
11.94609;22.20375
11.94594;22.20719
11.94594;22.15625
11.94586;22.18719
11.94586;22.18469
11.94578;22.13625
11.94578;22.235
11.9457;22.21719
11.9457;22.26125
11.9457;22.2225
11.9457;22.20031
11.9457;22.18219
11.94563;22.10281
11.94563;22.05219
11.94563;22.12313
11.94555;22.23187
11.94555;22.15969
11.94547;22.24781
11.94531;22.10188
11.94531;22.19656
11.94531;22.19531
11.94523;22.09094
11.94516;22.13469
11.94516;22.23375
11.94516;22.20687
11.94516;22.22719
11.94508;22.05313
11.945;22.09406
11.945;22.20344
11.945;22.16187
11.94492;22.16594
11.94484;22.11406
11.94477;22.09937
11.94477;22.14625
11.94477;22.22062
11.94461;22.16813
11.94453;22.14875
11.94453;22.16156
11.94445;22.09625
11.94445;22.15969
11.94445;22.21625
11.94438;22.08688
11.94438;22.21437
11.9443;22.11531
11.9443;22.18594
11.94422;22.14844
11.94414;22.1875
11.94406;22.21281
11.94398;22.12313
11.94398;22.19375
11.94391;22.13031
11.94391;22.18094
11.94383;22.16125
11.94375;22.06375
11.94375;22.18594
11.94375;22.14
11.94367;22.2425
11.94367;22.22594
11.94367;22.15812
11.94359;22.15719
11.94336;22.18656
11.94336;22.2425
11.9432;22.08219
11.9432;22.14719
11.9432;22.25969
11.94312;22.26687
11.94312;22.2
11.94305;22.17625
11.94297;22.08656
11.94289;22.17531
11.94281;22.18406
11.94273;22.17031
11.94273;22.22812
11.94258;22.17406
11.94258;22.06969
11.9425;22.16875
11.9425;22.215
11.9425;22.17562
11.94242;22.15125
11.94242;22.13
11.94242;22.16844
11.94234;22.12156
11.94234;22.21906
11.94227;22.16594
11.94219;22.07531
11.94219;22.07063
11.94219;22.19469
11.94219;22.15156
11.94211;22.09781
11.94211;22.13531
11.94211;22.15625
11.94203;22.11969
11.94203;22.16688
11.94188;22.175
11.9418;22.10969
11.9418;22.08594
11.94164;22.19563
11.94156;22.21938
11.94156;22.19312
11.94156;22.15
11.94148;22.11156
11.94148;22.15031
11.94141;22.18125
11.94125;22.08219
11.94125;22.2525
11.94125;22.21281
11.94117;22.21875
11.94117;22.23781
11.94109;22.20375
11.94109;22.15469
11.94094;22.19656
11.94094;22.15094
11.94086;22.15438
11.94086;22.15219
11.94078;22.15094
11.94078;22.16781
11.94063;22.095
11.94063;22.20687
11.94063;22.21344
11.94055;22.20188
11.94047;22.15063
11.94039;22.19719
11.94031;22.11219
11.94031;22.09656
11.94031;22.06719
11.94031;22.1075
11.94031;22.13406
11.94031;22.13938
11.94023;22.11094
11.94023;22.22812
11.94016;22.12906
11.94016;22.06562
11.94016;22.14781
11.94008;22.08906
11.94008;22.07187
11.94008;22.16594
11.94008;22.16688
11.93992;22.22688
11.93992;22.12531
11.93984;22.07781
11.93984;22.12687
11.93977;22.14094
11.93977;22.24469
11.93977;22.25156
11.93969;22.12094
11.93969;22.17156
11.93969;22.18
11.93961;22.13375
11.93961;22.19281
11.93953;22.11625
11.93953;22.1
11.93945;22.17219
11.93945;22.12594
11.93945;22.12188
11.93937;22.035
11.9393;22.04469
11.9393;22.0925
11.9393;22.12156
11.93922;22.12375
11.93922;22.08281
11.93922;22.06344
11.93914;22.17156
11.93906;22.13594
11.93906;22.13
11.93891;22.21156
11.93891;22.19375
11.93891;22.11656
11.93883;22.15313
11.93883;22.1275
11.93883;22.22812
11.93875;22.10469
11.93875;22.13969
11.93867;22.15438
11.93867;22.155
11.93852;22.09219
11.93852;22.19188
11.93844;22.07969
11.93844;22.0475
11.93844;22.225
11.93844;22.14719
11.93836;22.24281
11.93828;22.06906
11.93828;22.12469
11.93828;22.15969
11.93828;22.15719
11.9382;22.09406
11.9382;22.11563
11.93812;22.1275
11.93805;22.08781
11.93805;22.1625
11.93805;22.15625
11.93797;22.11281
11.93797;22.12188
11.93789;22.085
11.93789;22.19312
11.93789;22.13437
11.93789;22.15375
11.93789;22.14937
11.93781;22.05781
11.93781;22.16813
11.93781;22.14969
11.93773;22.10938
11.93773;22.06781
11.93773;22.09844
11.93773;22.22688
11.93773;22.22813
11.93766;22.05875
11.93766;22.20406
11.9375;22.13281
11.9375;22.06406
11.93742;22.07312
11.93742;22.19437
11.93734;22.22219
11.93734;22.19719
11.93727;22.065
11.93727;22.08063
11.93719;22.07063
11.93711;22.05531
11.93711;22.14063
11.93703;22.05969
11.93703;22.27406
11.93703;22.17
11.93703;22.14313
11.93703;22.16406
11.93703;22.10031
11.93695;22.22531
11.93688;22.14969
11.93687;22.13563
11.9368;22.07562
11.9368;22.13656
11.9368;22.21125
11.9368;22.21781
11.9368;22.15187
11.93672;22.10531
11.93672;22.07344
11.93672;22.04125
11.93672;22.24063
11.93664;22.09188
11.93664;22.12437
11.93664;22.14094
11.93656;22.13469
11.93656;22.23906
11.93648;22.19969
11.93641;22.07688
11.93641;22.11844
11.93641;22.21031
11.93641;22.09094
11.93633;22.06375
11.93633;22.06344
11.93633;22.07125
11.93625;22.16813
11.93625;22.24219
11.93625;22.14781
11.93625;22.1675
11.93625;22.10531
11.93617;22.12062
11.93617;22.16937
11.93617;22.18844
11.93609;22.14812
11.93586;22.14
11.93586;22.14094
11.93578;22.13625
11.9357;22.19563
11.93563;22.20031
11.93563;22.13437
11.93555;22.1
11.93555;22.18875
11.93547;22.19594
11.93547;22.17594
11.93547;22.13938
11.93539;22.11687
11.93531;22.15875
11.93531;22.17219
11.93531;22.19563
11.93531;22.24625
11.93531;22.15125
11.93523;22.14125
11.93523;22.08063
11.93508;22.20219
11.935;22.24937
11.93492;22.07094
11.93492;22.13125
11.93477;22.15688
11.93469;22.10625
11.93469;22.20938
11.93469;22.15688
11.93469;22.12906
11.93461;22.22062
11.93461;22.155
11.93445;22.20656
11.93445;22.21906
11.93445;22.2125
11.93445;22.1675
11.93445;22.11687
11.93437;22.12594
11.93437;22.14781
11.9343;22.095
11.9343;22.1925
11.9343;22.215
11.9343;22.17344
11.93422;22.14906
11.93414;22.06375
11.93414;22.1425
11.93398;22.06094
11.93391;22.07594
11.93391;22.11188
11.93391;22.15125
11.93383;22.06656
11.93383;22.0625
11.93383;22.21969
11.93383;22.14156
11.93375;22.05469
11.93375;22.12563
11.93359;22.23219
11.93352;22.09781
11.93352;22.07187
11.93352;22.21062
11.93352;22.18625
11.93336;22.17219
11.93336;22.2175
11.9332;22.08125
11.9332;22.18906
11.9332;22.15
11.9332;22.10781
11.93313;22.01656
11.93313;22.16063
11.93313;22.10656
11.93312;22.05281
11.93312;22.15781
11.93305;22.10687
11.93305;22.01656
11.93305;22.13187
11.93289;22.05437
11.93281;22.14094
11.93266;22.16375
11.93258;22.21563
11.93258;22.10812
11.9325;22.20188
11.9325;22.12594
11.93242;22.125
11.93242;22.08313
11.93242;22.03781
11.93234;22.15906
11.93227;22.07031
11.93227;22.03
11.93227;22.17781
11.93227;22.13563
11.93219;22.20969
11.93211;22.1175
11.93211;22.18531
11.93203;22.07625
11.93203;22.22031
11.93203;22.15187
11.93195;22.1875
11.93188;22.06313
11.93188;22.04187
11.9318;22.05312
11.93172;22.18937
11.93164;22.03125
11.93156;22.06719
11.93148;22.15594
11.93148;22.14094
11.93141;22.09594
11.93125;22.06906
11.93125;22.06219
11.93125;22.11875
11.93117;22.03719
11.93117;22.17
11.93117;22.17937
11.93117;22.16844
11.93109;22.06031
11.93102;22.13906
11.93094;22.24094
11.93086;22.06313
11.93086;22.12469
11.93086;22.13281
11.93086;22.16406
11.93086;22.15156
11.93086;22.15719
11.93078;22.1725
11.93078;22.16125
11.9307;22.05469
11.9307;22.11656
11.9307;22.11219
11.9307;22.25063
11.9307;22.16687
11.93062;22.04563
11.93062;22.16562
11.93055;22.05594
11.93055;22.18156
11.93047;22.11687
11.93047;22.27656
11.93047;22.2125
11.93047;22.12
11.93039;22.08656
11.93039;22.06312
11.93039;22.11063
11.93039;22.15094
11.93031;22.16219
11.93031;22.18438
11.93031;22.17531
11.93023;22.09188
11.93023;22.09406
11.93016;22.13625
11.93016;22.19938
11.93008;22.1275
11.93008;22.11094
11.93008;22.20156
11.93008;22.18531
11.93008;22.22781
11.93008;22.19469
11.93;22.03156
11.93;22.20781
11.93;22.15125
11.92992;22.06156
11.92992;22.23
11.92992;22.14406
11.92992;22.1425
11.92984;22.10938
11.92984;22.17875
11.92977;22.18594
11.92977;22.18156
11.92969;22.21844
11.92969;22.14719
11.92961;22.065
11.92953;22.0575
11.92953;22.16156
11.92953;22.1275
11.92953;22.08688
11.92945;22.19375
11.92945;22.15656
11.92945;22.14125
11.92945;22.12687
11.92938;22.17188
11.92937;22.02125
11.92937;22.08687
11.92937;22.19094
11.9293;22.19031
11.92922;22.19688
11.92922;22.11219
11.92906;22.05437
11.92906;22.18875
11.92891;22.15281
11.92883;22.06469
11.92883;22.05375
11.92883;22.07813
11.92883;22.14656
11.92883;22.15187
11.92883;22.15344
11.92883;22.14531
11.92883;22.16469
11.92883;22.13875
11.92883;22.09625
11.92875;22.22437
11.92867;22.17625
11.92867;22.13125
11.92867;22.15375
11.92859;22.09937
11.92859;22.17625
11.92852;22.08594
11.92852;22.18469
11.92852;22.125
11.92844;22.03375
11.92844;22.13844
11.92836;22.05406
11.92828;22.06875
11.92828;22.07063
11.92812;22.03
11.92812;22.05969
11.92812;22.13875
11.92812;22.17937
11.92805;22.02969
11.92797;22.08469
11.92797;22.11906
11.92797;22.21563
11.92797;22.18969
11.92789;22.12562
11.92781;22.20281
11.92781;22.22188
11.92781;22.11031
11.92773;22.21969
11.92773;22.12813
11.92766;22.14219
11.9275;22.22406
11.92742;22.12563
11.92742;22.1075
11.92734;22.04625
11.92734;22.09188
11.92734;22.19375
11.92727;22.04
11.92727;22.07719
11.92727;22.1375
11.92727;22.11344
11.92719;22.03469
11.92719;22.07844
11.92711;22.12844
11.92703;22.08906
11.92695;22.06094
11.92695;22.08906
11.92688;22.13688
11.92688;22.18219
11.92688;22.17063
11.9268;22.175
11.9268;22.15469
11.92672;22.11656
11.92664;22.01687
11.92664;22.12781
11.92648;22.11281
11.92641;22.16469
11.92633;22.18469
11.92625;22.17313
11.92617;22.21094
11.92609;22.16063
11.92609;22.18875
11.92609;22.14906
11.92602;22.07937
11.92594;22.15875
11.92586;22.07906
11.92586;22.11
11.92586;22.11969
11.92586;22.15688
11.92578;22.17656
11.92578;22.10813
11.9257;22.05
11.9257;22.08406
11.9257;22.2075
11.92562;22.11531
11.92555;22.18469
11.92547;22.06625
11.92531;22.02219
11.92523;22.10062
11.92523;22.10219
11.92516;22.08688
11.92508;22.14781
11.925;22.15281
11.925;22.18125
11.92492;22.09531
11.92492;22.11156
11.92492;22.14687
11.92492;22.15406
11.92484;22.15281
11.92477;22.05
11.92477;22.09813
11.92477;22.23219
11.92477;22.19844
11.92469;22.08719
11.92461;22.04969
11.92461;22.17906
11.92461;22.16844
11.92453;22.14375
11.92445;22.09406
11.92445;22.04813
11.9243;22.03563
11.9243;22.16156
11.9243;22.16406
11.92414;22.12313
11.92414;22.16281
11.92406;22.21531
11.92406;22.12219
11.92406;22.15031
11.92406;22.12656
11.92398;22.015
11.92398;22.16969
11.92398;22.18625
11.92383;22.01937
11.92383;22.04375
11.92383;22.07031
11.92383;22.20313
11.92367;22.00875
11.92367;22.13688
11.92367;22.10156
11.92359;22.16063
11.92359;22.17344
11.92359;22.09844
11.92352;22.12875
11.92352;22.04875
11.92352;22.17906
11.92344;22.06531
11.92344;22.09
11.92344;22.03812
11.92344;22.14
11.92344;22.18281
11.92344;22.1775
11.92336;22.17125
11.92328;22.11219
11.9232;22.12969
11.9232;22.08562
11.92313;22.09063
11.92313;22.20156
11.92305;22.02375
11.92305;22.07
11.92305;22.02188
11.92289;22.10813
11.92289;22.10344
11.92273;22.01375
11.92273;22.17031
11.92266;22.13625
11.92266;22.12375
11.92266;22.17844
11.92266;22.10375
11.92258;22.06656
11.92258;22.19719
11.92258;22.11687
11.9225;22.16094
11.9225;22.25469
11.9225;22.21437
11.9225;22.11469
11.92242;22.09594
11.92242;22.12781
11.92242;22.18125
11.92242;22.19719
11.92234;22.13062
11.92234;22.12469
11.92234;22.115
11.92227;22.15312
11.92219;22.14281
11.92219;22.13219
11.92211;22.13313
11.92188;22.17188
11.92188;22.08906
11.9218;21.99063
11.92172;22.15
11.92172;22.15688
11.92148;22.07687
11.92141;22.20344
11.92133;22.14938
11.92125;22.16844
11.92125;22.17156
11.92117;22.03344
11.92117;22.115
11.92117;22.13156
11.92117;22.11531
11.92117;22.12875
11.92094;22.08531
11.92086;22.03094
11.92086;22.10469
11.92078;22.11438
11.92078;22.18969
11.9207;22.18781
11.9207;22.19438
11.9207;22.21563
11.9207;22.21094
11.9207;22.13969
11.9207;22.0875
11.92062;22.10563
11.92062;22.09656
11.92055;22.0225
11.92055;22.08187
11.92055;22.09656
11.92055;22.13031
11.92055;22.0925
11.92047;22.15656
11.92039;22.17281
11.92039;22.16906
11.92039;22.13812
11.92039;22.07187
11.92016;22.11594
11.92008;22.20625
11.91992;22.1625
11.91992;22.09969
11.91984;22.03875
11.91984;22.12062
11.91977;22.065
11.91977;22.12219
11.91977;22.15531
11.91969;22.24656
11.91969;22.10344
11.91969;22.14562
11.91961;22.03063
11.91961;22.16281
11.91961;22.13844
11.91953;22.02406
11.91953;22.17063
11.91945;22.0375
11.91945;22.01281
11.91945;22.20813
11.91938;22.15375
11.9193;22.06594
11.91922;22.15969
11.91914;22.21594
11.91914;22.13375
11.91906;22.15219
11.91898;22.00844
11.91898;22.05094
11.91898;22.21531
11.91891;22.07063
11.91891;22.15156
11.91883;22.18031
11.91883;22.14094
11.91875;22.00875
11.91875;22.14469
11.91875;22.18563
11.91875;22.16313
11.91859;22.05812
11.91859;22.125
11.91859;22.10875
11.91852;22.08531
11.91852;22.01188
11.91852;22.21219
11.91844;22.13
11.91836;22.00125
11.91836;22.01719
11.91828;22.03
11.9182;22.01031
11.9182;22.00687
11.9182;22.12563
11.9182;22.13187
11.91813;22.19344
11.91813;22.18437
11.91805;22.10062
11.91805;22.15094
11.91805;22.22031
11.91805;22.14125
11.91805;22.145
11.91797;21.99281
11.91797;22.12437
11.91797;22.12906
11.91789;22.05656
11.91789;22.17344
11.91789;22.17562
11.91789;22.10906
11.91789;22.09937
11.91781;21.98875
11.91773;22.0475
11.91773;22.08562
11.91766;22.01563
11.91766;22.04125
11.91766;22.105
11.91758;22.15937
11.91758;22.18594
11.91758;22.06969
11.9175;22.01969
11.9175;22.02781
11.9175;22.16625
11.9175;22.09813
11.9175;22.10438
11.91734;22.105
11.91727;22.08688
11.91727;22.11156
11.91719;22.16875
11.91719;22.11719
11.91719;22.13281
11.91711;22.16625
11.91711;22.17375
11.91711;22.18094
11.91703;22.05812
11.91703;22.07937
11.91703;22.03563
11.91695;22.03062
11.91695;22.21406
11.91695;22.18438
11.91695;22.0975
11.91687;22.06937
11.91672;22.13594
11.91664;22.18625
11.91656;22.08688
11.91656;22.18094
11.91656;22.09906
11.91656;22.10188
11.91648;22.04563
11.91648;22.1
11.91641;22.05406
11.91641;22.03344
11.91641;22.12531
11.91641;22.13625
11.91641;22.11906
11.91641;22.10906
11.91633;22.09969
11.91633;22.12687
11.91617;22.13625
11.91609;22.07
11.91609;22.15812
11.91602;22.05875
11.91602;22.05656
11.91602;22.11031
11.91602;22.08031
11.91594;22.01531
11.91594;22.07656
11.91594;22.12719
11.91594;22.18094
11.91586;22.07187
11.9157;22.03094
11.9157;22.19938
11.9157;22.16125
11.91563;22.0475
11.91563;22.145
11.91562;22.07375
11.91555;22.04406
11.91547;22.1225
11.91539;22.16281
11.91539;22.1775
11.91539;22.15531
11.91539;22.13625
11.91531;22.06063
11.91531;22.06844
11.91531;22.14562
11.91531;22.17375
11.91523;22.12
11.91508;22.14594
11.91508;22.0975
11.915;22.15313
11.915;22.1775
11.915;22.09031
11.91492;22.01563
11.91484;22.12875
11.91484;22.19844
11.91484;22.15438
11.91484;22.10938
11.91484;22.0775
11.91477;22.1625
11.91469;22.04938
11.91469;22.15688
11.91469;22.18813
11.91469;22.15594
11.91461;22.13781
11.91461;22.11687
11.91445;22.10938
11.91445;22.15344
11.91445;22.10875
11.91438;22.12313
11.9143;22.14719
11.91422;22.10938
11.91414;22.155
11.91414;22.12781
11.91406;22.10438
11.91406;22.1625
11.91406;22.09531
11.91406;22.10469
11.91398;22.05875
11.91398;22.20937
11.91398;22.135
11.91383;22.09094
11.91383;22.09969
11.91383;22.18344
11.91383;22.09562
11.91383;22.16031
11.91383;22.09094
11.91375;22.08625
11.91375;22.17813
11.91367;22.10719
11.91367;22.09594
11.91367;22.10312
11.91359;22.13344
11.91359;22.10938
11.91359;22.10656
11.91352;22.17687
11.91352;22.11437
11.91352;22.07344
11.91344;22.15156
11.91336;22.1875
11.91336;22.12812
11.91336;22.06906
11.91328;22.0425
11.9132;22.05437
11.9132;22.13437
11.9132;22.13969
11.91313;22.02
11.91313;22.19719
11.91313;22.16813
11.91313;22.12031
11.91305;22.15469
11.91297;22.06187
11.91297;22.01656
11.91297;22.00656
11.91297;22.14031
11.91297;22.1325
11.91289;22.04844
11.91289;22.14531
11.91289;22.11719
11.91258;22.02156
11.91258;22.04563
11.91242;22.10812
11.91227;22.01156
11.91227;22.05844
11.91227;22.15937
11.91219;22.07906
11.91219;22.14656
11.91211;22.07531
11.91211;22.09125
11.91211;22.11406
11.91211;22.16406
11.91211;22.12844
11.91211;22.12406
11.91211;22.10625
11.91203;22.00813
11.91203;22.14094
11.91195;22.14563
11.91195;22.12156
11.91187;22.0725
11.91187;22.09156
11.91187;22.10437
11.91172;22.14375
11.91172;22.1
11.91172;22.13281
11.91164;22.04437
11.91164;22.15969
11.91164;22.16813
11.91164;22.1425
11.91156;22.12531
11.91148;21.98594
11.91148;22.11906
11.91141;22.14063
11.91141;22.12375
11.91133;22.05625
11.91117;22.16219
11.91109;21.9925
11.91109;22.02625
11.91109;22.16125
11.91109;22.145
11.91102;22.13625
11.91102;22.11719
11.91094;22.0025
11.91094;22.09125
11.91094;22.14531
11.91094;22.07187
11.91086;22.14906
11.91078;22.09906
11.91078;22.13375
11.91078;22.08906
11.91078;22.11156
11.91078;22.14219
11.9107;22.05313
11.91063;22.04938
11.91062;22.05469
11.91062;22.03375
11.91055;22.09344
11.91055;22.09625
11.91055;22.11375
11.91055;22.12188
11.91055;22.14844
11.91047;22.13
11.91039;22.01094
11.91023;21.98781
11.91023;22.06688
11.91016;22.0225
11.91016;21.98562
11.91016;22.16656
11.91016;22.12656
11.91008;22.12062
11.91;22.03687
11.91;22.21594
11.91;22.10406
11.91;22.08719
11.90992;22.09438
11.90992;22.03875
11.90984;22.02531
11.90984;22.12094
11.90984;22.04
11.90984;22.02656
11.90977;22.05625
11.90977;22.1625
11.90977;22.1225
11.90969;22.08438
11.90961;22.17813
11.90961;22.16438
11.90953;22.12938
11.90945;22.05937
11.90938;22.19438
11.9093;22.10906
11.90922;22.03156
11.90922;22.12719
11.90914;22.07
11.90914;22.135
11.90906;22.02375
11.90906;22.06406
11.90898;22.11031
11.90898;22.07031
11.90898;22.06719
11.90891;22.03531
11.90891;22.15563
11.90891;22.14156
11.90867;22.05281
11.90867;22.04125
11.90867;22.1925
11.90859;22.03281
11.90859;22.09438
11.90859;22.09094
11.90852;22.12687
11.90852;22.1175
11.90852;22.08344
11.90844;22.06906
11.90836;22.08469
11.90828;22.02125
11.90828;22.04313
11.90828;22.12906
11.90828;22.1175
11.90828;22.08438
11.9082;22.13437
11.90812;22.13156
11.90812;22.09
11.90805;22.11969
11.90805;22.1525
11.90797;22.02938
11.90789;22.11
11.90789;22.17625
11.90766;22.04406
11.90766;22.02906
11.90766;22.13313
11.90758;22.12875
11.90758;22.07719
11.9075;22.11594
11.9075;22.14969
11.9075;22.05125
11.9075;22.04625
11.9075;22.07
11.90742;22.02156
11.90742;22.02344
11.90742;22.05094
11.90742;22.02281
11.90742;22.10469
11.90727;22.02719
11.90727;21.98844
11.90727;22.09375
11.90727;22.07281
11.90719;21.98156
11.90711;22.00125
11.90711;22.00031
11.90703;22.01438
11.90703;22.11125
11.90703;22.06406
11.90695;22.08594
11.90687;21.98031
11.90687;22.13563
11.90687;22.15625
11.90687;22.09719
11.90687;22.07625
11.9068;22.04219
11.90672;22.035
11.90672;22.12094
11.90672;22.07031
11.90664;22.02188
11.90664;22.15906
11.90664;22.13969
11.90656;22.03125
11.90656;22.0525
11.90656;22.16187
11.90656;22.09344
11.90656;22.10281
11.90648;22.05344
11.90648;22.03938
11.90648;22.1325
11.90648;22.10438
11.90641;21.99187
11.90633;22.05938
11.90633;22.095
11.90633;22.05125
11.90625;22.05156
11.90625;22.01531
11.90617;22.13812
11.90609;22.05969
11.90609;22.10531
11.90602;22.03031
11.90594;22.07125
11.90594;22.00375
11.90594;22.08719
11.90594;22.17219
11.90594;22.1775
11.90586;21.95313
11.90578;22.02844
11.90578;22.15344
11.90578;22.11531
11.90578;22.07687
11.9057;22.13437
11.90555;21.99594
11.90547;22.11875
11.90547;22.15906
11.90539;22.02656
11.90539;22.1475
11.90539;22.0975
