K5PC5CH.OP;K5T4.PV;K5T7.PV;K5PC6CH.OP;K5T9_2.PV;K5T8_1.PV
29.13037;112.0522;48.04333;41.81682;27.12563;57.83969
32.46589;113.8984;46.80604;45.04479;26.72042;57.83573
26.11979;108.3171;49.10792;38.91708;29.86146;57.83511
26.31146;108.0545;49.09687;38.86693;29.27292;57.8349
31.75297;113.9792;47.49719;44.2099;26.35167;57.83458
31.64198;113.5977;47.51667;44.19719;26.36844;57.83364
31.39338;112.6425;47.33646;43.39427;30.22198;57.83115
28.95864;111.4593;48.03698;41.82042;27.23063;57.83052
23.17708;108.5163;49.75677;36.20802;27.41042;57.83
29.14672;111.7712;48.02583;41.84859;27.23875;57.83
27.97615;111.6057;49.14208;40.94062;25.78938;57.8299
29.2325;112.125;48.24187;41.82979;27.38427;57.82875
31.55568;112.6658;47.41396;44.16745;26.37615;57.82854
29.03219;112.2305;48.11636;41.84734;27.34667;57.82823
33.11625;114.3467;46.54156;45.54755;24.77635;57.82781
28.08828;112.1526;49.15562;40.96125;25.85386;57.82698
36.65198;117.1309;45.48386;48.38906;26.28802;57.82583
29.07859;110.9116;48.13615;41.81599;27.02031;57.82573
29.13635;111.8185;48.23271;41.82255;27.16094;57.82542
29.25937;111.9267;47.98188;41.84307;27.51948;57.82521
32.13146;113.6095;47.39219;44.23792;25.07594;57.82333
29.21792;111.4894;48.10781;41.82458;27.14562;57.82302
31.78708;112.8756;47.36292;44.23453;25.49854;57.82271
29.13901;111.1039;47.99354;41.8287;27.29323;57.82021
29.17406;112.0644;48.05135;41.81656;27.50229;57.81948
22.96307;108.5745;49.75271;36.20005;27.40948;57.81937
36.59536;117.2867;45.49125;48.40031;26.37854;57.81917
29.12349;111.825;48.15448;41.8263;27.26344;57.81906
29.14042;111.3773;48.32448;41.8251;26.75667;57.81854
22.98318;107.3476;49.60125;36.17755;27.28292;57.81792
23.09984;107.2482;49.56083;36.1763;26.76917;57.81729
24.92208;108.2613;48.92739;37.31995;27.62625;57.81729
33.27177;113.858;46.67135;45.54672;26.77938;57.81729
23.02677;107.2058;49.5551;36.18859;26.79896;57.81615
32.38083;113.919;47.41583;45.09349;27.46688;57.81552
31.76531;112.7217;47.41771;44.17896;26.60542;57.81458
36.62891;117.2766;45.49125;48.40203;26.33823;57.81364
29.10193;112.8802;48.21104;41.82125;27.1775;57.81313
22.85813;107.8576;49.70948;36.18099;27.43875;57.8125
31.75135;113.1078;47.36344;44.19437;25.45062;57.81104
29.10495;111.1109;47.97562;41.83807;27.01937;57.81094
22.99661;108.5425;49.8075;36.17276;27.26802;57.80927
29.13448;111.0991;48.0025;41.83104;27.10198;57.80823
23.04865;108.4271;49.84156;36.18047;27.20104;57.80708
26.15786;108.3877;49.10708;38.93026;29.935;57.80698
39.59964;120.1641;45.69802;51.56688;29.11365;57.80698
29.27292;112.0934;48.10719;41.83474;27.35156;57.80677
24.93557;109.0814;48.9376;37.36177;28.3126;57.80656
31.67578;114.3251;47.49104;44.21838;26.44719;57.80625
22.96776;107.9141;49.7226;36.17;27.41677;57.80521
29.25771;110.9829;47.9651;41.87016;27.06281;57.8051
28.09651;111.7168;49.10386;40.98682;25.87479;57.80479
39.56568;120.2206;45.68625;51.55958;28.90833;57.80396
39.8863;120.3368;45.62406;51.53755;28.89042;57.80385
36.64083;117.3295;45.49271;48.39005;26.1301;57.8026
29.25865;112.7389;48.14563;41.83912;27.00604;57.8025
27.82156;112.0681;49.12865;40.96386;25.90562;57.80208
31.57167;112.9666;47.41719;44.17708;26.03917;57.80167
29.29656;111.5192;48.09948;41.84234;27.31969;57.80114
29.1299;111.1378;48.14719;41.82463;27.46198;57.80104
29.2199;111.8831;48.05156;41.83979;27.11896;57.80031
22.92516;107.6488;49.6725;36.18276;27.34271;57.79937
29.20089;111.1628;48.07708;41.84271;27.18781;57.79937
23.01537;108.5218;49.76313;36.18807;27.36885;57.79927
35.88885;115.9255;45.15396;47.40688;24.71583;57.79927
32.84135;113.5594;46.78812;45.17969;26.55521;57.79896
26.05396;108.5518;49.11427;38.9138;30.13365;57.79802
22.91182;107.6278;49.68562;36.17682;27.43979;57.79792
26.07219;108.4526;49.10542;38.93104;30.01417;57.79792
26.04167;108.7834;49.32333;38.78537;24.80031;57.79771
35.39042;115.6693;45.13802;47.18864;25.79635;57.79667
31.70963;113.922;47.44614;44.17385;26.74844;57.79667
29.01547;110.9762;48.21875;41.84703;27.01438;57.79656
22.94734;107.6653;49.71833;36.2074;27.46396;57.79635
29.19443;112.296;48.12917;41.8201;26.54385;57.79625
31.66823;113.2136;47.45052;44.15292;26.6501;57.79594
32.51203;113.7823;46.78437;45.09516;26.4475;57.79573
32.71724;113.7869;47.11104;45.10979;26.24823;57.79427
22.50589;107.6119;49.47844;36.07271;27.20729;57.79313
29.26818;111.3258;48.03094;41.82495;27.50344;57.79313
22.99729;108.0345;49.72833;36.1763;27.37;57.79156
38.45948;117.1772;46.42844;50.26281;27.31479;57.79073
31.87963;114.1612;47.4901;44.18985;26.50865;57.79042
29.12781;111.2694;48.11906;41.85328;27.41073;57.78896
32.61047;114.1103;46.82438;45.05875;26.73969;57.78771
27.8624;111.8097;49.16687;40.96938;25.76188;57.78698
33.14177;114.1984;46.86615;45.55672;25.46458;57.78635
32.53182;113.8205;46.85614;45.08104;27.0724;57.78635
31.25005;112.5256;47.2624;43.35958;29.50708;57.78594
22.84208;108.3591;49.76313;36.17651;27.40583;57.78573
32.30057;113.5797;46.88813;45.06464;27.17625;57.78573
24.75719;108.8573;48.91542;37.36193;26.33573;57.78542
26.22042;108.211;49.09542;38.93187;29.82156;57.78469
29.28365;111.3101;47.99125;41.81828;27.53042;57.78458
23.09594;107.1133;49.54313;36.18141;26.89198;57.78344
35.3313;115.6733;45.14146;47.18193;25.12417;57.78344
29.12083;112.5417;48.20708;41.83391;26.67052;57.78135
29.27021;112.1478;48.08448;41.81693;27.39927;57.78125
31.84135;112.8222;47.41531;44.1575;26.5625;57.78073
22.54771;107.6719;49.44271;36.05375;26.79458;57.78021
29.20031;111.7349;48.03209;41.83698;27.40833;57.77969
35.53057;115.8596;45.18125;47.11943;25.1175;57.77833
29.18682;111.771;48.09896;41.83052;25.90625;57.77802
23.02615;107.1271;49.63646;36.22391;27.42;57.77792
25.02719;107.791;48.97688;37.32938;27.81135;57.77698
22.52516;108.0466;49.43083;36.06594;27.34125;57.77667
29.25312;111.7384;48.0975;41.84583;26.74323;57.77656
22.74781;107.3659;49.66906;36.18724;27.39812;57.77646
31.74339;113.3429;47.48114;44.16672;26.41167;57.77521
35.95625;114.84;46.92219;47.94094;28.48146;57.77521
31.45922;113.6178;47.47969;44.17115;26.47313;57.77469
31.67078;113.1266;47.38708;44.15427;26.51917;57.77396
22.93271;107.272;49.65635;36.18281;27.31552;57.77385
29.31594;112.7257;48.21146;41.81521;27.08927;57.77365
27.94552;111.8008;49.13875;40.97151;26.04281;57.77344
36.85979;116.8329;46.14823;48.2676;23.32261;57.77261
31.27865;112.5726;47.2324;43.27797;29.11094;57.77219
27.93927;112.1611;49.15469;40.97818;25.91479;57.77198
32.5837;113.527;46.92781;45.09292;27.36375;57.77198
29.26865;112.4126;48.12844;41.84193;27.46062;57.77177
26.28271;108.413;49.10469;38.92521;30.47729;57.77125
31.73349;113.0022;47.45292;44.18677;26.47927;57.77114
32.57349;113.6681;46.84562;45.10537;26.885;57.77063
33.16911;114.07;46.55344;45.55927;25.05135;57.76781
29.05594;112.4009;47.5875;41.80552;25.54917;57.76729
24.82917;108.0135;48.84927;37.34422;27.23146;57.76688
31.39354;114.1891;47.45781;44.16276;26.5251;57.76688
29.13141;111.8049;48.1076;41.81937;26.17281;57.76667
29.16797;112.0723;48.08083;41.84292;26.06271;57.7651
23.05698;107.2989;49.53521;36.17182;26.97833;57.76385
28.92937;111.935;47.62875;41.8124;27.22104;57.76344
29.04109;111.7092;48.16448;41.82719;27.28479;57.76333
27.87276;111.6931;49.18615;40.98312;25.96677;57.76323
29.12214;111.5112;48.1274;41.82562;27.16865;57.76323
29.02031;111.9126;47.60677;41.80989;25.97646;57.76219
46.85031;125.7215;44.57958;58.29562;26.1124;57.76156
22.87333;107.1426;49.68312;36.19172;27.5325;57.76146
31.60896;112.5325;47.40344;44.17385;26.67625;57.76146
22.93;107.2883;49.53885;36.16141;27.24219;57.76135
29.18813;111.8868;48.08979;41.83505;27.32562;57.76125
31.82448;112.8841;47.33437;44.18927;26.44312;57.76042
25.03667;108.846;48.95979;37.39302;28.41854;57.75917
33.20578;113.8131;46.72448;45.555;26.90354;57.75792
27.96286;112.2424;49.17021;40.98615;26.01458;57.7575
32.53531;113.8124;47.11729;45.07969;25.0625;57.75698
31.57443;112.7239;47.51406;44.18135;26.76781;57.75687
38.3101;117.2625;46.30094;50.30927;27.00927;57.75583
22.99708;107.3067;49.59521;36.19474;27.31677;57.75542
23.01068;107.3027;49.51937;36.15068;27.13521;57.75365
35.28896;115.5886;45.09281;47.19292;25.94323;57.75344
39.69177;120.2279;45.59802;51.54182;28.74448;57.75333
29.14479;112.3545;47.58104;41.82427;24.97614;57.75281
22.67427;107.6941;49.39719;36.08219;27.74469;57.75177
22.41135;107.3596;49.30333;36.06792;27.6925;57.75167
28.9787;111.0682;48.20823;41.8126;26.91937;57.75156
29.14865;112.6352;48.12989;41.83792;27.41135;57.75125
23.03036;107.7451;49.46416;36.1713;27.01802;57.75114
28.9637;112.2323;47.72396;41.81438;26.55823;57.75114
29.12307;111.6072;47.62;41.81703;26.79333;57.75063
23.01885;107.6964;49.51958;36.18771;27.12198;57.75042
22.54526;107.4751;49.25927;36.07307;27.63511;57.7501
29.08937;112.1733;48.15854;41.82307;27.4724;57.75
31.73292;112.6879;47.35646;44.17406;26.55167;57.74937
27.86266;111.7381;49.19688;40.96062;26.0975;57.74917
29.1187;111.3054;47.7126;41.82365;26.78604;57.74916
31.86385;112.4514;47.4674;44.1912;26.81406;57.74865
29.2188;112.2943;48.12167;41.84469;27.33833;57.74729
24.96583;108.4081;48.84073;37.3525;26.81625;57.74708
33.21583;114.2851;46.845;45.55761;25.04854;57.74698
32.08401;113.5957;47.33042;44.24125;24.88323;57.74646
22.98417;107.9086;49.52208;36.1824;27.07698;57.74594
22.62031;107.3954;49.34875;36.08255;27.67937;57.74208
28.89911;110.7533;47.6075;41.81677;26.31583;57.74146
26.31589;107.9756;48.9449;38.86146;29.8325;57.74031
29.11422;110.9264;47.62771;41.82349;26.125;57.73896
31.72271;113.5066;47.43219;44.15646;26.49562;57.73802
23.26312;107.9432;49.54781;36.18953;26.95864;57.73781
31.19531;112.6522;47.18438;43.27349;29.1301;57.73761
23.07922;107.6256;49.55917;36.18901;26.92438;57.7375
22.96182;107.6076;49.61646;36.17937;27.33937;57.7374
22.51682;107.7009;49.23479;36.06979;27.46875;57.73698
29.05948;111.9107;48.20604;41.82995;27.09021;57.73604
32.7014;113.6872;47.11875;45.10651;25.66906;57.73406
26.36213;108.2698;49.0051;38.96339;29.81323;57.73344
23.03323;107.2872;49.63125;36.18818;27.36354;57.73229
24.86984;108.3558;48.92739;37.43771;28.16719;57.73208
32.44104;113.8224;47.12146;45.11594;24.99385;57.73073
26.2725;108.6018;48.83219;38.88276;28.92792;57.73021
23.11745;107.3924;49.45844;36.16849;27.03229;57.73
33.16787;113.6686;46.75927;45.55005;27.33385;57.7299
24.98396;107.6531;49.01896;37.32703;27.77292;57.72937
29.1626;111.7819;47.61583;41.82338;27.07135;57.72927
26.22292;108.3778;49.05969;38.885;28.59406;57.72886
29.26995;112.6607;48.23927;41.82281;26.70573;57.72875
29.2001;111.5176;48.2126;41.8025;27.2775;57.72854
23.12297;107.0395;49.62677;36.17745;27.36792;57.72833
23.17734;107.4216;49.5276;36.18672;27.20823;57.72823
22.95708;107.3469;49.60146;36.17886;27.22812;57.72812
23.0638;107.7111;49.5526;36.18536;27.20927;57.72709
22.53016;107.4389;49.16833;36.08745;27.33792;57.72646
33.11422;113.8104;46.81688;45.54875;27.28177;57.72573
29.13828;111.3256;47.67344;41.83526;26.51979;57.72552
23.18604;107.7886;49.54479;36.17188;27.1051;57.725
24.81958;107.7405;48.88531;37.35797;27.63167;57.72271
31.6237;112.4831;47.53688;44.16505;26.9101;57.72177
26.22193;108.5902;48.81511;38.90094;28.45437;57.72146
29.30521;111.233;48.20594;41.84646;27.32833;57.72073
26.18667;108.385;48.85542;38.88917;29.50604;57.72021
27.81104;111.5901;49.19979;40.97536;26.01979;57.71927
24.63141;107.6604;49.00802;37.34261;27.74583;57.7174
29.1437;112.1015;47.57104;41.82849;24.87771;57.71604
29.05198;112.2486;47.6426;41.84375;27.13031;57.71479
24.88984;108.7658;48.90698;37.335;26.80219;57.71448
23.23656;107.2904;49.44479;36.18578;26.97198;57.71344
26.43365;107.8678;48.93146;38.90266;29.2475;57.71167
26.17495;108.4676;49.07833;38.96635;30.31365;57.71135
29.11318;111.0563;47.61875;41.83958;26.2525;57.71
32.64989;113.5411;46.94209;45.11031;27.01177;57.70948
23.06875;108.123;49.55906;36.17656;27.08625;57.70906
29.17161;112.2897;48.0751;41.82906;27.44635;57.70844
29.24203;112.7397;48.24062;41.83026;26.90865;57.70802
36.95932;116.8521;46.06136;48.31333;23.11375;57.70708
39.8963;120.2158;45.56729;51.54172;28.33302;57.70677
33.2126;113.6804;46.73042;45.54021;27.17969;57.70375
29.11271;111.466;47.62469;41.81974;26.59406;57.70292
22.93479;107.8452;49.45042;36.18969;27.14729;57.70229
28.99641;110.7234;47.61177;41.81963;26.51885;57.70187
29.02484;112.3822;47.79969;41.84385;26.4351;57.70135
34.70594;115.4368;45.04927;46.61203;25.28865;57.70052
24.73156;108.3747;48.91333;37.34063;27.49583;57.6999
29.05953;111.8372;47.65594;41.82724;26.36292;57.69969
22.38667;107.3665;49.15063;36.06354;27.68656;57.69885
29.13984;110.7775;47.58896;41.81511;26.77531;57.69865
26.26604;108.2248;48.81458;38.96969;28.58823;57.69771
28.96141;112.2693;48.05844;41.8137;26.01219;57.69635
29.1826;112.3782;48.17281;41.81437;27.3925;57.69625
26.21646;108.0082;49.04646;38.925;30.81344;57.69614
33.02193;114.1191;46.56479;45.5538;25.42937;57.69594
26.14391;107.8363;49.00781;38.96854;30.81812;57.69542
37.78;117.372;46.20292;50.3401;27.41302;57.69531
26.41578;108.4486;49.19167;38.90937;30.2201;57.69448
24.77797;108.0547;48.93219;37.32365;27.4476;57.69417
29.04812;111.7073;47.69031;41.83854;27.10906;57.69406
29.09635;111.1564;48.18844;41.81573;26.99885;57.69302
23.28167;107.4898;49.41864;36.21781;26.9849;57.69292
29.09438;110.8682;47.67156;41.81203;25.87083;57.69281
29.09385;111.3167;47.62729;41.82651;26.57;57.69167
26.28125;108.2667;48.83146;38.96917;29.1924;57.69094
29.14646;111.373;48.19208;41.82766;27.22167;57.6899
29.14495;112.334;48.14417;41.83089;27.25187;57.68937
26.22078;108.0544;49.07271;38.88724;30.40208;57.68864
29.13135;112.2119;48.18771;41.85484;27.41135;57.68844
24.73354;107.8258;48.87927;37.4501;27.68573;57.68646
29.18427;111.0175;48.21604;41.80964;27.0149;57.68615
33.03734;114.3708;46.855;45.5501;25.23427;57.68604
29.22724;111.0958;47.68198;41.82276;26.47094;57.68552
27.84495;111.6164;49.16229;40.97464;25.10896;57.68542
24.87656;107.7264;48.89021;37.38229;27.9501;57.68479
29.09208;111.0951;47.67792;41.82969;26.14854;57.68375
26.21234;108.2727;48.90656;38.97354;29.49219;57.68229
32.67646;113.4128;46.96021;45.07406;27.4201;57.68229
31.5387;113.235;47.48406;44.1601;26.52354;57.68177
32.64333;113.7423;46.94156;45.08016;27.02542;57.68156
32.57802;113.5872;47.02698;45.13875;27.05667;57.68146
27.96682;111.7057;49.22677;40.98443;26.03625;57.68104
29.02219;112.3294;48.015;41.82771;25.50865;57.68094
29.13406;112.6361;48.12906;41.81458;27.25875;57.67927
29.12531;112.105;48.24948;41.81615;27.38656;57.67885
32.5975;113.7733;46.97823;45.06625;26.93396;57.67802
32.53391;113.498;46.91594;45.06203;26.69687;57.67604
24.98568;108.2346;48.87365;37.3339;26.71708;57.67469
29.12219;112.2735;48.11177;41.84656;27.1674;57.67417
32.47599;113.4694;46.98042;45.08464;27.38177;57.67417
27.88437;111.8258;49.19802;40.95359;25.20427;57.67406
26.30068;108.2154;48.84854;38.8437;28.95375;57.67385
26.38141;107.8615;49.08927;38.93063;29.77542;57.67302
26.27396;108.4725;49.16781;39.01917;30.03885;57.67292
32.79833;113.7331;47.09114;45.14875;25.13979;57.6725
29.29891;112.5972;48.12104;41.83266;27.36156;57.67094
29.16365;111.7655;48.26031;41.81974;27.54448;57.67031
26.16849;108.2082;48.97979;38.9275;29.95229;57.67
32.83937;113.6579;47.06906;45.15401;27.22729;57.66854
23.11687;107.7402;49.51281;36.19255;27.3501;57.66781
24.79641;108.2118;48.9301;37.31151;27.56812;57.66781
26.36312;107.8304;49.1124;38.91953;29.78469;57.6676
26.25526;108.0125;48.9375;38.93047;29.12354;57.66708
27.92531;111.6833;49.16417;40.97568;25.17615;57.66636
39.75823;120.2915;45.57698;51.52261;28.46021;57.66615
26.48641;108.1946;49.19083;38.86271;29.82323;57.66563
29.06635;111.6311;48.09542;41.84354;26.44094;57.66479
29.26406;112.0679;47.55687;41.78995;25.4299;57.66406
22.6474;107.4131;49.12625;36.08672;28.08646;57.66396
32.49089;113.6461;47.15417;45.08906;27.24521;57.66385
26.01734;107.9285;48.94437;39.02656;30.82302;57.66292
29.11266;112.0585;47.53417;41.81755;24.87542;57.66114
35.81187;114.7092;46.87094;47.93328;28.53781;57.66114
24.63953;108.0573;48.85688;37.42542;27.49802;57.66073
32.58958;113.4364;46.93302;45.13604;26.62615;57.65854
32.50885;114.1071;46.91312;45.09459;26.89469;57.65531
26.31479;108.3139;49.00083;38.91609;28.42177;57.65375
31.29432;112.4197;47.18896;43.21088;29.61938;57.65344
29.14937;111.2861;48.29375;41.83208;27.57156;57.65198
32.60401;113.6759;47.21865;45.09531;27.20156;57.64844
24.86625;108.4926;48.91864;37.32057;27.67208;57.6475
25.20411;107.574;48.99292;37.3476;27.81937;57.64698
27.9238;111.7374;49.2074;40.95385;25.6274;57.64563
24.88818;108.6043;48.9101;37.37172;27.5051;57.64167
26.31776;108.2834;48.86948;38.89235;29.23396;57.64115
32.57208;114.054;47.22042;45.12625;27.23073;57.64083
23.06656;107.9096;49.51344;36.17505;27.41969;57.63979
24.74286;107.6407;49.02187;37.34229;27.89969;57.63979
24.8288;107.5107;48.95885;37.36438;28.07115;57.63969
26.29792;108.1696;48.85115;38.96646;28.74937;57.63958
29.12963;112.1408;48.08844;41.87495;26.8724;57.63719
32.56734;113.9437;47.1124;45.06177;27.27458;57.63604
24.98734;107.7545;48.8875;37.3399;26.88854;57.63583
33.02651;114.2561;46.86135;45.56339;25.72698;57.63385
29.07766;111.7241;48.04219;41.84114;27.14385;57.63334
29.16109;111.7106;48.3;41.83187;27.62604;57.63292
29.15911;110.8029;47.50604;41.8;26.83656;57.63281
29.00052;111.0191;47.64292;41.80479;26.73104;57.6325
27.98937;111.7426;49.15344;40.98469;25.27896;57.63229
26.20068;108.0646;48.96948;38.92432;28.9849;57.63177
24.73083;107.5966;49.055;37.32583;28.05646;57.63094
29.05094;111.9444;47.59208;41.83276;25.37479;57.62969
22.45505;107.1569;49.10469;36.08932;27.9675;57.62959
31.5;112.8433;47.48385;44.15708;26.16802;57.62958
29.00979;110.3908;47.52333;41.79583;27.07844;57.62917
26.13828;108.2074;48.90615;38.94484;28.45885;57.62854
31.78365;112.8104;47.4799;44.18625;26.06073;57.62854
26.15625;108.4368;48.90916;38.94906;28.9376;57.62833
32.48875;113.7663;47.2226;45.10906;27.02573;57.62802
34.52792;115.47;45.01156;46.4138;24.97385;57.62719
29.03755;111.6869;47.5374;41.80787;25.04479;57.62687
24.91953;107.3489;49.05281;37.31724;28.03792;57.62542
26.23391;108.0828;48.96437;38.95099;29.92865;57.6251
32.55927;113.5504;46.97823;45.07005;27.16;57.62458
29.02526;112.1461;47.90364;41.83354;26.68813;57.62406
33.10661;115.4343;46.84167;45.54542;27.27698;57.62396
29.09109;112.4126;48.06219;41.83062;27.09312;57.62344
29.13714;110.8882;47.62896;41.82203;26.74135;57.62323
24.68724;107.6986;48.94854;37.34781;28.11667;57.62219
27.9374;111.7024;49.19969;40.95448;25.37719;57.62198
31.68385;112.9089;47.50552;44.16396;26.07146;57.62188
29.18401;111.2942;47.48875;41.80318;26.88406;57.62177
24.84359;107.4831;49.04771;37.3288;27.91875;57.62167
26.17526;108.3021;48.90604;38.9412;28.95667;57.62052
24.9825;107.7865;48.93114;37.36485;28.15208;57.62031
29.11521;110.7746;47.61;41.79672;27.02448;57.62031
27.99531;111.743;48.63042;40.97271;25.49948;57.61948
26.13203;108.0653;48.9976;38.90766;28.7351;57.61948
26.37974;108.2266;48.98365;38.96245;29.30583;57.61927
24.8888;107.5433;48.94188;37.35432;27.70979;57.61813
24.90526;108.6298;48.90385;37.31401;27.72688;57.61802
32.57667;113.8379;47.10031;45.09234;27.29021;57.61781
33.04885;114.7784;46.81625;45.53031;27.42646;57.61771
26.18813;107.8596;48.90104;38.97479;30.42031;57.6175
29.12604;110.7974;47.49552;41.82141;26.89073;57.61719
29.10604;111.2521;48.05135;41.81656;27.21771;57.61698
29.19354;112.0778;48.25604;41.81896;27.59729;57.61666
26.12333;108.0427;48.94646;38.91427;28.80115;57.61604
26.35516;108.5779;48.92365;38.90646;29.20385;57.61604
26.36432;107.9923;48.92208;38.91271;28.3701;57.61594
29.12635;110.8129;47.65333;41.81547;26.87698;57.61479
29.13453;110.9804;48.09813;41.8124;27.26406;57.61469
31.4412;112.154;47.12959;43.24302;29.57656;57.61458
24.67646;108.0088;48.91156;37.32193;27.62062;57.61438
46.28375;125.5965;44.55531;57.6876;26.7275;57.61417
26.38484;107.8743;49.12125;38.91078;29.46104;57.61344
29.12844;112.6095;48.03198;41.85099;25.70656;57.61333
23.43198;107.2506;49.36469;36.3274;28.21344;57.61312
24.66281;107.5122;48.93063;37.32985;27.65427;57.61219
27.89443;111.6805;48.59666;40.99422;25.27563;57.61208
26.32422;107.9935;48.96635;38.9824;27.60594;57.61177
29.15578;110.4982;47.53011;41.80849;26.99323;57.61083
32.64198;113.6139;47.12042;45.10073;25.4525;57.61073
23.23729;108.0099;49.51042;36.17411;27.41979;57.61042
32.52318;113.3569;46.95417;45.08802;27.11635;57.60948
32.70427;113.9251;47.20323;45.1175;27.15896;57.60927
24.80839;108.2241;48.94479;37.34474;28.19114;57.60833
31.71307;112.615;47.4901;44.16042;26.1424;57.60823
26.17641;108.0101;48.86261;38.93719;30.15854;57.60365
29.12;110.5235;47.52073;41.81708;26.38792;57.60323
26.22818;108.2197;49.13625;38.98901;29.4774;57.60313
29.22391;111.1712;47.5924;41.81667;25.76823;57.60271
29.17495;111.4149;47.52864;41.80958;25.95604;57.60271
26.16859;108.2337;48.86489;38.91417;28.78646;57.60115
29.14385;111.6036;48.15229;41.83662;27.325;57.60062
24.78521;107.7617;48.90656;37.37115;27.96031;57.6
29.03813;111.5901;47.57052;41.81036;25.91448;57.6
29.0863;110.9442;47.63531;41.8189;27.26052;57.6
39.79255;120.229;45.53729;51.52651;28.64531;57.5999
26.21948;108.0144;49.01521;38.98787;29.87563;57.59864
37.74682;117.3475;46.17604;50.35266;27.98604;57.59802
29.13599;110.8157;48.04208;41.83963;27.30437;57.59719
23.07047;107.9026;49.48958;36.19198;27.09271;57.59687
32.6662;113.4807;46.96719;45.07135;27.04417;57.59615
26.33729;107.94;49.03219;38.89302;28.00958;57.59396
23.44;107.3025;49.3525;36.40349;28.24573;57.59344
25.0274;107.4508;48.96437;37.37318;28.17438;57.59208
27.88792;111.2364;48.65021;40.98703;25.12177;57.59198
22.47016;107.2864;49.08333;36.07255;27.94792;57.59187
26.58151;110.7903;48.50802;39.84286;25.10438;57.59177
29.24328;110.3884;47.53635;41.7986;27.05792;57.58979
24.65495;107.7449;48.95052;37.32354;27.59011;57.58958
29.04083;111.2158;48.1826;41.83375;27.3625;57.58948
32.95167;114.4053;46.58167;45.5526;25.87844;57.58865
32.4612;113.5808;47.12229;45.08297;26.13;57.58844
29.04427;111.6101;48.04365;41.82344;27.27573;57.58812
29.10167;110.8619;48.07938;41.83797;27.30406;57.58781
29.01927;110.8629;48.05792;41.80687;27.42354;57.58719
29.10026;110.8208;48.04364;41.81609;27.28896;57.58656
29.12484;112.5494;48.18958;41.80995;27.17146;57.58625
29.00344;111.6598;47.92844;41.82458;26.70802;57.58531
26.48458;108.1293;49.12031;38.91922;29.04354;57.58458
24.88365;107.2124;49.05583;37.32875;28.0151;57.58448
32.56224;113.3753;46.96563;45.10255;27.13646;57.58417
27.84224;111.4305;48.66229;41.01239;25.65063;57.58344
27.96797;111.3935;48.64177;40.98719;25.32854;57.58208
26.08781;108.1311;48.84458;38.82896;28.30583;57.58135
22.52141;107.0856;49.1;36.06427;28.09573;57.57969
29.06984;111.3723;48.08844;41.84016;27.30615;57.57792
23.39891;106.986;49.36729;36.33219;28.08083;57.57781
29.13078;110.9278;48.03229;41.83453;27.29313;57.57667
35.36807;114.5253;46.81542;47.96521;28.54896;57.57667
29.1024;111.2103;48.16323;41.83813;27.26906;57.57604
26.50177;111.0654;48.42052;39.85344;24.97313;57.57573
26.26786;110.8532;48.46521;39.86198;25.04021;57.57427
29.27979;110.9098;47.55646;41.83167;27.05823;57.57406
26.0138;107.9662;49.07521;38.83641;30.0649;57.57375
34.50146;115.4189;45.04323;46.37682;24.75875;57.57261
33.09;114.1482;46.84083;45.56167;26.57635;57.5725
26.28969;108.123;49.08781;38.84985;28.58969;57.57177
26.04667;108.1001;48.97083;38.92776;29.89479;57.57156
29.04578;111.2522;48.16958;41.85318;27.3025;57.57125
31.96661;113.432;47.29583;44.25078;24.83958;57.57104
29.0088;110.7391;47.61635;41.80203;26.65719;57.57084
28.90469;110.7219;47.67792;41.80865;27.05479;57.56937
29.09708;110.4971;47.51823;41.80807;26.23948;57.56854
26.90005;111.25;48.41813;40.1899;24.9551;57.56813
26.92286;110.6025;48.53417;39.86693;24.95719;57.56771
29.11536;110.8026;47.56396;41.79354;26.34802;57.56739
33.16927;114.5981;46.89677;45.54911;27.08104;57.56562
31.51859;112.1607;47.02396;43.26453;29.3149;57.56437
33.06224;114.1769;46.89948;45.55359;27.08615;57.56271
27.90214;111.4858;48.62219;40.99734;25.1751;57.5626
24.98641;107.6657;48.91354;37.39578;27.89802;57.56062
25.01885;108.3509;48.94802;37.33912;27.53135;57.55969
23.00594;107.5797;49.48281;36.15797;27.09323;57.55781
25.9687;108.2965;49.18094;38.82479;25.26448;57.55781
27.70823;111.5765;48.66802;40.98922;25.59167;57.5574
26.09422;107.9985;48.78208;38.8538;27.58364;57.55687
36.86818;116.7681;45.94594;48.31886;23.20281;57.55542
23.14557;107.6942;49.36854;36.17432;26.41094;57.555
26.40729;110.6656;48.53833;39.8763;24.8975;57.55469
28.93896;111.7208;48.15052;41.83281;27.37177;57.55292
29.08958;111.3469;48.13646;41.83016;27.37812;57.55188
27.98432;111.3343;48.64656;40.98573;25.17698;57.55052
29.1487;110.2135;47.54875;41.83385;26.79667;57.54948
28.00552;111.8144;48.45781;40.98297;24.74875;57.54937
35.8126;114.3605;46.80302;47.97411;28.1575;57.54875
23.60156;107.0218;49.36396;36.37021;28.21521;57.54844
29.15812;112.5091;48.09021;41.84036;26.28146;57.54688
26.21458;107.7767;48.8326;38.96182;30.15271;57.54469
29.07417;110.9152;48.02531;41.83198;27.36896;57.54427
29.0488;110.5142;47.55104;41.80062;26.55938;57.54396
29.06625;110.4516;47.53323;41.80823;26.12136;57.54385
