K5PC5CH.OP;K5T4.PV;K5T7.PV;K5PC6CH.OP;K5T9_2.PV;K5T8_1.PV
29.09469;112.7339;50.53979;41.06511;31.16104;60.15854
31.79552;113.8578;49.34021;44.30354;27.38396;60.15813
28.5938;113.7506;50.82135;41.10453;26.19323;60.15739
39.45526;121.4841;47.41615;51.61323;28.64198;60.15646
31.32969;114.0554;49.3074;44.23047;27.45979;60.15635
31.90682;114.0021;49.34948;44.27906;27.66063;60.15635
31.26318;115.4511;49.99167;43.32953;28.19823;60.15479
30.5613;115.0167;49.48563;43.28781;27.85635;60.15417
50.07417;131.5996;45.91385;61.73391;26.23875;60.15406
31.14412;113.8399;49.30312;44.2988;27.07104;60.15396
31.10151;115.2531;49.91938;43.33531;28.10844;60.15385
28.55234;113.8307;50.66979;41.1563;27.55927;60.15385
29.76219;113.0612;51.2276;42.47724;26.75771;60.1526
39.46614;121.0974;47.3176;51.6238;30.00521;60.15063
30.93026;115.1444;49.88094;43.31406;29.19167;60.15021
32.06495;114.467;49.36125;44.27412;28.11844;60.15021
39.73088;121.3784;47.54396;51.63885;30.99604;60.14938
29.85208;113.3993;50.52385;42.48833;26.17302;60.14698
29.72286;113.1701;51.2476;42.46161;26.65729;60.14667
39.66422;121.2378;47.31375;51.66193;30.23052;60.14656
31.88771;113.8481;49.35729;44.26354;28.09781;60.14635
29.8451;114.121;50.56208;42.48161;28.18865;60.14552
39.47109;121.5405;47.32198;51.54302;28.49052;60.14552
31.82813;113.8632;49.27708;44.27964;26.71688;60.14469
28.50125;113.4726;50.80729;41.08849;26.36823;60.14458
29.32484;114.7184;50.51729;41.9374;26.83542;60.14448
30.65385;115.2016;49.74385;43.2849;28.77219;60.14323
31.58083;114.0474;49.28219;44.26651;26.58937;60.14313
30.70115;115.0752;49.73865;43.25917;29.59552;60.14146
31.67693;113.7824;49.35177;44.25864;27.4201;60.14115
52.32516;131.7906;45.96344;64.08703;27.4449;60.14031
29.88552;113.8885;50.03396;42.44448;28.15719;60.13979
29.76693;113.5033;50.02083;42.47099;27.93979;60.13969
39.40557;121.89;47.76239;51.66302;30.34781;60.13927
29.75411;113.1109;51.1951;42.45479;27.39125;60.13896
45.90187;124.6698;46.4726;57.07766;25.72271;60.13844
31.43349;113.9641;49.27365;44.2375;27.13531;60.13667
29.75083;113.4297;50.07292;42.46193;28.17615;60.13458
29.78568;113.48;50.46614;42.47078;27.98875;60.13427
39.32312;122.4568;47.53708;51.58151;30.11635;60.13334
34.38146;117.822;49.0999;46.06146;26.50281;60.12875
29.82755;113.0777;51.21614;42.46052;27.31094;60.12729
39.48349;122.5144;47.38594;51.61036;29.38625;60.12646
30.38245;115.0581;49.58021;43.31115;27.73771;60.12594
29.82271;113.6836;50.72167;42.46563;27.55406;60.12542
39.49162;121.3319;47.34167;51.53943;28.96792;60.1251
50.0136;131.3935;45.85427;61.76682;27.37885;60.12448
29.65995;113.5917;50.04292;42.45896;28.07521;60.12354
31.86917;113.7335;49.12167;44.30844;26.4174;60.1226
30.83526;115.1866;49.73125;43.25016;28.95479;60.12208
29.75089;112.931;50.07188;42.46188;27.68219;60.12115
32.91161;117.0841;48.52448;44.63026;25.14781;60.12052
30.73365;115.0483;49.72073;43.33646;29.25958;60.11854
29.7362;112.893;50.09615;42.47391;28.02552;60.11677
31.8012;115.4091;49.26281;44.00078;26.06448;60.11354
30.37771;114.8505;49.50063;43.34573;28.25958;60.11302
32.17057;115.8101;48.87833;44.47161;26.67615;60.11302
39.55344;121.9035;47.4776;51.56609;29.39354;60.11229
28.96818;111.8925;50.5001;41.08427;31.34573;60.11135
31.84708;114.031;49.25625;44.27359;27.25729;60.11052
32.32547;115.8856;49.30479;44.52318;26.58396;60.10979
30.72443;115.1004;49.92823;43.31094;29.19563;60.10969
30.79672;115.1408;49.76458;43.27948;28.87854;60.10708
30.98339;114.7855;49.80542;43.20052;28.38812;60.10552
30.72156;115.241;49.7551;43.26245;28.59573;60.10281
39.58708;121.1798;47.27656;51.5862;29.46448;60.1025
29.7549;113.7063;50.57927;42.45323;27.03031;60.10229
50.11167;131.3702;45.90052;61.73729;25.62323;60.10156
30.4351;114.9792;49.48844;43.28646;28.09417;60.10146
29.79474;113.1178;50.57073;42.46302;27.70667;60.10125
29.71193;112.7033;50.43615;42.47995;27.72354;60.10115
30.46062;114.8857;49.50969;43.29953;28.09281;60.09834
31.91604;113.8501;49.16021;44.24537;27.56885;60.09813
31.15344;115.3235;49.84375;43.34838;27.75896;60.0976
32.01735;114.1922;49.21052;44.27906;27.50594;60.09469
29.11844;111.7735;50.54646;41.08177;30.47427;60.09459
32.15364;115.8067;48.995;44.44859;26.93552;60.09406
32.16849;115.9534;48.86083;44.47083;26.53083;60.09396
32.04005;114.2553;49.13063;44.27292;26.59083;60.09365
31.89359;114.1769;49.14594;44.24396;26.73198;60.09354
30.81755;115.1929;49.69542;43.28568;28.58063;60.09281
31.9488;114.0644;49.18229;44.24667;27.73229;60.09208
32.17542;115.8674;48.99511;44.46578;26.91719;60.09104
39.70068;121.1425;47.28521;51.62865;28.91385;60.08979
29.00823;112.3742;50.25781;41.06865;30.52396;60.08948
29.0612;111.4631;50.54896;41.05844;30.45167;60.08927
34.49177;117.482;49.06385;45.97302;24.84021;60.08916
29.85198;113.4157;50.6176;42.46239;28.37;60.08844
29.66802;114.1778;50.54406;42.45932;26.545;60.08833
50.12984;131.6183;45.89729;61.73745;25.81583;60.0875
50.04932;131.4483;45.90062;61.74557;25.67167;60.08552
29.28651;114.4722;50.55;41.8263;26.71865;60.08531
28.93234;111.9866;50.36083;41.06016;30.85427;60.08521
30.46068;114.727;49.51573;43.29359;28.24063;60.08458
30.35271;114.7295;49.50979;43.29302;28.05792;60.08438
28.99672;112.5494;50.53573;41.02089;31.03;60.08396
39.74979;121.2591;47.54448;51.70969;31.08135;60.08271
29.83031;114.1813;50.60219;42.46974;28.2976;60.08187
39.60552;120.9688;47.33281;51.60479;30.09188;60.08136
30.47479;114.7486;49.5176;43.31583;28.40448;60.08094
33.35026;117.8072;47.58542;45.50427;23.30771;60.08021
31.91339;113.6613;49.13187;44.28432;26.845;60.07854
28.56854;113.7947;50.66198;41.18229;27.46479;60.07844
30.91266;115.1531;49.95042;43.28453;29.03052;60.07802
28.71641;112.1042;50.42177;41.09125;31.00948;60.0775
29.09813;112.3655;50.29042;41.06922;30.62646;60.07677
30.32833;114.7636;49.36552;43.2875;27.03479;60.07625
30.3201;114.8592;49.40958;43.3074;27.75958;60.07594
49.9524;131.3741;45.83937;61.73844;26.44021;60.07531
29.04375;111.7118;50.51635;41.06682;30.53906;60.07396
32.8826;116.6573;48.43458;44.60474;24.875;60.07375
30.31698;114.7949;49.38052;43.3112;27.31542;60.07354
29.09234;111.901;50.25844;41.02937;30.57125;60.07208
28.59245;113.3799;50.82719;41.06156;26.23646;60.07146
34.60734;117.8224;49.07489;46.08537;26.13729;60.07063
31.92443;114.2132;49.15802;44.25787;27.18896;60.07021
30.62182;115.0263;49.70219;43.28635;28.21062;60.06927
31.65307;115.2654;49.28594;43.95974;26.12833;60.06927
32.12583;116.0332;48.82781;44.4525;26.45458;60.06917
30.48745;114.9894;49.48167;43.32734;28.5551;60.06906
31.78083;114.344;49.23438;44.26354;27.5601;60.06906
29.82901;114.4407;50.58615;42.48875;27.76615;60.06875
31.86146;114.3642;49.31427;44.26969;27.95698;60.06833
31.07661;115.1243;49.74656;43.30052;27.74438;60.06792
30.68203;115.0584;49.69396;43.34177;29.19135;60.0675
29.78776;114.2278;50.62302;42.46266;27.72958;60.06646
30.70021;115.1145;49.69875;43.30005;28.44573;60.06583
30.42682;114.9267;49.43114;43.2874;28.23562;60.06542
29.02422;112.0927;50.23823;41.00703;30.72427;60.06511
29.75719;113.7292;50.68719;42.45609;27.50573;60.06448
31.18302;115.3294;49.80479;43.2763;27.67781;60.06323
32.10688;115.9198;49.01083;44.47026;26.88458;60.06229
30.74583;115.0189;49.72511;43.28167;28.51583;60.06198
29.81094;112.8867;50.42354;42.46266;26.505;60.06198
31.79661;114.8925;49.30594;44.3149;28.16646;60.06177
31.74484;115.1305;49.27719;43.98167;26.14073;60.05844
31.51484;114.8475;49.26865;44.30833;27.7826;60.05781
45.15599;124.291;46.50823;56.41141;26.36792;60.05677
29.70302;112.7303;50.41156;42.47136;27.30333;60.0551
28.9951;111.8769;50.47615;41.05719;30.33677;60.05437
29.05578;111.651;50.4924;41.07698;30.47531;60.05437
28.98078;111.4855;50.51719;41.0836;30.45635;60.05386
50.03;131.4553;45.9399;61.75235;27.36427;60.05292
29.06177;111.832;50.24271;41.05776;30.39448;60.05281
31.70391;114.8761;49.25406;44.23635;27.73865;60.05281
29.71146;113.3141;50.02823;42.46745;28.28521;60.05271
31.70958;114.5013;49.28771;44.24;27.81917;60.05208
32.02474;113.8924;49.18531;44.21182;27.7474;60.05208
31.78479;114.7601;49.2125;44.30458;28.18927;60.05073
50.07573;131.1669;45.71563;61.69755;27.01563;60.05052
39.62;121.1742;47.33125;51.5513;29.555;60.0501
29.84234;114.3946;50.60563;42.46484;27.05177;60.0499
31.95776;114.233;49.25542;44.22193;28.25417;60.04937
31.85406;114.0133;49.21677;44.2126;27.98333;60.04875
29.7576;113.1753;50.46583;42.4724;26.65198;60.04813
29.14776;112.0464;50.48635;41.0414;30.67271;60.04802
31.65469;115.6157;49.105;43.96214;25.67958;60.04677
50.15349;131.4855;45.9125;61.73943;26.28271;60.04583
31.06865;114.1553;49.20187;44.26052;27.25427;60.04438
32.02354;115.1644;49.28146;44.20391;27.69125;60.04406
50.2011;131.4354;45.76094;61.72531;26.73729;60.04396
31.85411;115.0294;49.30875;44.23687;27.70969;60.04385
29.83401;112.7305;50.42062;42.47016;26.95229;60.04375
30.30005;115.2711;49.51937;43.32354;28.77333;60.0426
31.84536;115.2926;49.36396;44.21745;28.3676;60.04177
31.7325;114.2053;49.26531;44.24974;27.4501;60.04136
31.76922;113.9595;49.26136;44.24557;28.09042;60.04073
32.09245;114.3455;49.20073;44.29458;27.47583;60.04062
31.69963;113.725;49.17156;44.32021;27.38708;60.03979
30.70656;114.9565;49.65812;43.35542;28.9201;60.03865
31.95635;114.1199;49.2551;44.26219;27.92948;60.03854
28.39219;114.19;50.56083;41.10068;26.61521;60.03812
28.94542;111.8711;50.50031;41.05776;30.46563;60.03698
32.30854;115.9098;49.31156;44.52312;27.33562;60.03458
31.88167;113.8908;49.16094;44.28083;27.76229;60.03437
50.22849;131.3725;45.7949;61.71432;26.83375;60.03427
50.18161;131.3534;45.71687;61.72136;26.4299;60.03406
31.80104;114.9077;49.18417;44.28833;27.95323;60.03198
31.59745;115.5027;49.12177;43.96172;25.93521;60.03062
31.24729;114.9997;49.69094;43.29318;27.58781;60.02979
31.65719;113.9429;49.19375;44.27412;27.62844;60.02958
29.92042;114.3658;50.58719;42.53172;27.79469;60.02906
30.50411;114.6787;49.38948;43.33974;27.8951;60.02792
30.85401;115.2664;49.94771;43.27323;29.45958;60.02771
30.43443;115.05;49.5124;43.31641;28.72844;60.02656
31.78536;113.7988;49.36896;44.25084;27.99844;60.02531
30.46589;114.8765;49.47229;43.30651;28.26281;60.02448
32.25344;116.0801;49.30052;44.52354;27.44875;60.02417
50.06151;131.5668;45.94219;61.72922;26.42031;60.02042
32.12989;116.0833;49.06031;44.46229;26.75542;60.01886
29.02167;112.4613;50.23302;41.06328;30.83979;60.01875
50.12583;131.4372;45.91146;61.72849;27.03969;60.01875
32.22313;116.0589;49.33104;44.50396;26.88271;60.01854
32.04729;116.1299;48.78448;44.44588;26.24854;60.01792
28.49724;113.7386;50.67927;41.14745;27.42021;60.01771
31.69698;115.288;49.26719;43.9563;26.11563;60.0174
31.73552;114.6551;49.37188;44.25052;28.24417;60.01729
30.83401;114.6747;49.82875;43.21073;28.96688;60.01552
31.90693;113.6548;49.16156;44.24313;27.86;60.01458
32.00063;115.1003;49.26365;44.21239;27.60938;60.01083
30.65401;115.186;49.81281;43.29396;29.74198;60.00969
32.25469;115.9632;49.33656;44.53651;27.21;60.00823
39.68938;121.203;47.46885;51.70359;30.89552;60.0074
39.64083;121.121;47.36573;51.59161;29.36375;60.00698
29.77677;112.979;50.09417;42.44505;28.31396;60.0051
39.44963;121.0141;47.32531;51.64437;29.64594;60.00489
32.35354;116.0749;49.28511;44.5313;27.36948;60.00438
28.43875;113.9892;50.55573;41.13552;26.4901;60.00406
28.46776;113.8651;50.65958;41.14844;27.25063;60.00292
34.27864;117.3743;49.04302;45.99943;25.24021;60.00229
50.14943;131.2284;45.74771;61.72719;26.06688;60.00125
29.25917;111.8124;50.54;41.06495;30.90479;59.99906
30.79552;115.1253;49.79427;43.25698;28.51937;59.99875
31.60807;115.6264;49.15198;43.9862;25.73198;59.99875
29.7725;112.8884;50.41052;42.47932;27.3575;59.99781
30.88385;114.7123;49.76146;43.21005;29.04083;59.99729
30.58182;115.4352;49.80312;43.33068;29.68396;59.99719
30.54474;115.1011;49.7951;43.25375;29.12896;59.99542
30.71016;114.9471;49.60313;43.34797;28.11438;59.99541
29.12458;111.5825;50.54104;41.00172;30.85521;59.99427
28.97943;111.5508;50.50021;41.04521;30.54823;59.99417
29.80255;114.3463;50.58896;42.45875;27.66594;59.99333
28.55313;113.7364;50.82604;41.05416;26.02;59.9924
29.79615;113.8851;50.50896;42.46635;27.21521;59.99219
33.02338;116.3851;48.38896;44.70917;24.84385;59.98833
31.66448;115.499;49.26469;43.97094;25.95427;59.98812
32.17839;115.8478;49.35031;44.50385;27.07438;59.98802
32.25708;115.8856;49.34156;44.52323;26.98167;59.98792
30.33479;114.7855;49.14323;43.27781;28.17063;59.98677
30.46219;114.8381;49.12646;43.31083;26.96115;59.98573
31.81974;114.4013;49.26271;44.23333;27.59896;59.98521
50.1387;131.5417;45.93896;61.72766;27.23792;59.98438
31.98474;114.0792;49.40187;44.24714;28.17198;59.98427
29.01115;111.78;50.52875;41.09208;30.60979;59.98417
32.07265;114.9614;49.30292;44.26917;28.36146;59.98386
32.00901;116.1818;48.75573;44.43104;25.91354;59.98198
50.1449;131.6879;45.96563;61.72911;27.01469;59.98125
32.3613;115.9779;49.29802;44.50114;27.42542;59.9799
31.72807;115.5065;49.17156;43.98875;25.98073;59.97917
31.52177;114.5387;49.24229;44.29172;28.12302;59.97854
29.05224;112.5299;50.29375;41.01823;29.48417;59.97781
29.78578;113.0591;50.11969;42.45662;27.93177;59.9776
30.75484;115.1572;49.77792;43.27083;29.20302;59.97688
30.50125;114.8678;49.20937;43.32161;28.56594;59.97511
30.39552;114.9195;49.15635;43.29417;27.87885;59.97396
31.86182;114.7705;49.38364;44.30016;28.61271;59.97323
30.93328;115.1328;49.87906;43.32474;29.53885;59.97198
30.45109;114.9002;49.11417;43.33068;27.14552;59.97156
50.21266;130.9835;45.61625;61.7151;27.0074;59.97146
31.72703;115.5029;49.14958;43.96589;26.22896;59.97136
31.8238;114.2753;49.37906;44.25099;28.53281;59.97063
29.15313;112.1824;50.31375;41.01594;29.64406;59.96989
30.39161;114.7382;49.36646;43.3001;28.13385;59.96958
26.43651;110.5379;50.8074;39.04464;29.22;59.96896
34.56474;117.7564;49.06813;46.0837;26.20333;59.96885
31.71719;115.5855;49.22521;43.96922;25.81969;59.96865
26.40589;110.9403;50.84521;39.01672;29.51365;59.96656
32.20568;115.8817;49.38021;44.51729;26.95073;59.96583
29.48969;112.5167;50.2926;41.3624;30.96698;59.96573
50.14005;131.3423;45.77802;61.71745;26.33229;59.9651
29.00385;111.483;50.48396;41.055;30.31281;59.965
32.35563;115.8164;49.31313;44.5224;27.3476;59.96281
50.17771;131.4346;45.72771;61.6939;25.79646;59.96156
30.94859;114.562;49.62594;43.20432;28.93542;59.96083
31.67776;115.5641;49.15406;43.97536;25.94813;59.96
31.85339;114.1691;49.25615;44.21266;27.62646;59.9599
29.28302;111.5698;50.31615;41.05458;29.63844;59.95917
30.42979;115.019;49.24031;43.29698;28.06625;59.95896
29.11411;112.1481;50.25854;41.05646;29.44865;59.95864
30.45807;114.7406;49.15396;43.3026;27.63531;59.95802
50.09307;131.3952;45.7425;61.72146;25.60219;59.95687
32.12365;116.0002;49.1449;44.46823;26.68427;59.955
29.07708;111.4981;50.46781;41.03859;30.43177;59.95313
30.75661;115.537;49.7524;43.39005;29.20792;59.95302
31.89516;113.7866;49.26479;44.20156;27.40187;59.9526
29.36115;112.4822;50.29458;41.34755;31.05125;59.95229
30.75766;115.0156;49.78011;43.28188;29.27885;59.95208
29.23859;111.8116;50.23469;41.35073;30.80115;59.95187
31.48313;114.3056;49.22958;44.32427;28.3076;59.95125
30.89713;114.8752;49.6825;43.18521;28.97313;59.95063
29.12849;112.0576;50.29281;41.33948;31.04917;59.95021
31.69995;115.549;49.17886;44.00271;26.23104;59.95
28.86536;111.6093;50.4651;41.03318;30.33792;59.95
50.13839;131.2722;45.78083;61.73;26.38167;59.94979
28.31307;113.844;50.59417;41.15229;26.50937;59.94927
50.20068;131.3156;45.75188;61.72979;26.1775;59.94917
31.58057;115.5644;49.22739;43.9625;26.41958;59.94906
29.16474;111.517;50.56166;41.04109;29.23667;59.94875
49.88219;131.4828;45.99792;61.75625;27.03062;59.94833
30.47844;115.0898;49.29573;43.31755;28.21573;59.94812
25.71943;109.9922;50.77146;38.44552;29.09083;59.94698
30.46417;114.793;49.3375;43.29786;28.0899;59.94614
29.02906;111.4753;50.29688;41.04464;29.78812;59.94594
31.83406;115.5805;49.21354;43.97182;26.01844;59.94521
29.26766;112.5485;50.12854;41.30365;30.41073;59.94511
29.73438;113.6749;50.1426;42.44052;28.02219;59.945
29.34646;111.7856;50.20823;41.32479;30.66594;59.94302
31.10474;114.9521;49.68438;43.27979;27.39875;59.94167
28.55333;113.9096;50.63854;41.13568;27.04333;59.94156
50.13052;130.9018;45.60062;61.70198;26.72281;59.94083
31.62656;115.3851;49.14771;43.95964;26.44604;59.94042
31.6937;115.4993;49.20469;43.9749;26.16958;59.94011
30.94833;114.4678;49.56677;43.18328;28.09677;59.93979
30.7174;115.1068;49.87292;43.27474;29.4799;59.93781
50.24578;131.0131;45.61333;61.70318;26.43698;59.9376
25.90734;110.1901;50.76802;38.37984;29.18125;59.93646
50.06396;131.3628;45.74917;61.72667;26.64781;59.93448
30.82813;114.8893;49.54677;43.16292;28.40229;59.93396
32.06969;116.1854;48.7324;44.46245;25.33281;59.93354
32.22724;115.9954;49.34302;44.51958;26.81781;59.93312
31.85318;113.4983;49.23427;44.20156;27.61979;59.93104
30.46083;115.0947;49.15187;43.33495;28.24604;59.93
29.02646;111.593;50.55323;41.03271;29.23365;59.92979
32.96177;116.3358;48.36542;44.71614;25.1201;59.92969
50.17812;131.0866;45.5899;61.68583;26.26792;59.92937
39.82375;121.1745;47.41063;51.70781;30.88187;59.92844
32.30047;115.8218;49.32021;44.51917;27.34438;59.92802
50.1874;131.2793;45.82198;61.72599;26.34646;59.92739
50.19313;131.1408;45.92656;61.72662;26.37458;59.92729
34.35812;117.4867;49.04708;46.06417;25.81885;59.92719
25.64333;110.3549;50.72313;38.38542;29.38198;59.92562
50.05906;131.1609;45.76937;61.73359;26.53521;59.92562
32.21443;115.9705;49.20083;44.46771;26.61823;59.92542
28.93057;111.5827;50.50844;41.03912;30.39031;59.92531
31.02745;115.1771;49.50531;43.18922;28.36594;59.9251
30.48651;114.684;49.17302;43.32401;28.17719;59.9251
30.39614;115.1157;49.12333;43.33724;27.6751;59.92458
25.79094;110.4867;50.66042;38.41042;29.22104;59.92458
30.92151;115.0882;49.85365;43.36792;29.33302;59.92281
32.20411;116.1633;49.19615;44.4738;26.74688;59.92271
30.37536;115.1272;49.23417;43.27833;28.55187;59.92135
45.15786;124.0656;46.54417;56.43516;26.51188;59.92042
31.73948;113.6603;49.29344;44.23729;27.30479;59.92
30.38078;114.8249;49.26729;43.29036;28.7899;59.91969
30.40313;114.8245;49.26042;43.27161;28.70521;59.9174
30.65693;115.1173;49.77927;43.31339;28.95792;59.91729
50.05875;131.2222;45.96271;61.72396;25.88511;59.91698
30.79359;114.8807;49.82104;43.24688;28.77396;59.91687
50.17625;130.9165;45.56073;61.68;26.38396;59.91656
28.9212;111.7179;50.57156;41.0826;29.34604;59.91625
31.83099;113.6601;49.25333;44.21786;27.44167;59.91521
50.18261;131.2823;45.74177;61.72136;25.27458;59.91427
28.94604;111.4348;50.28083;41.03359;29.73302;59.91385
30.89083;114.5499;49.58802;43.15609;28.12625;59.91375
29.01474;111.8203;50.43417;41.04979;29.80094;59.91344
29.10646;111.6746;50.525;41.08432;29.40094;59.91291
29.2263;112.4607;50.08094;41.32297;30.48917;59.91135
32.08708;116.2063;49.18135;44.47625;26.76531;59.91125
30.84026;114.5286;49.60844;43.20875;28.66865;59.9101
32.27432;116.2508;49.27156;44.49141;26.7401;59.90875
28.96964;111.6433;50.4524;41.02338;30.22458;59.90865
28.96365;112.3797;50.55646;41.04828;29.36479;59.90823
32.08781;116.1055;49.17917;44.46807;26.475;59.90781
30.50354;115.2499;49.12062;43.31203;27.93188;59.90771
50.12266;131.1607;45.90042;61.73687;26.80604;59.90729
30.33974;114.8129;49.28469;43.29224;28.79;59.90677
30.95573;114.5497;49.5774;43.15854;27.90615;59.90667
32.12365;115.9606;49.17979;44.49115;26.64792;59.90656
33.09891;117.415;47.60708;45.47948;23.01208;59.90615
30.88313;114.5658;49.6576;43.18526;27.87167;59.90594
29.38099;111.99;50.1801;41.37167;30.34375;59.90583
30.75354;115.0805;49.84396;43.23182;28.61188;59.90469
30.90422;114.7738;49.56802;43.20693;28.17104;59.90417
29.69203;113.4613;50.17521;42.43682;28.05125;59.90271
30.44469;114.6432;49.12938;43.33531;28.26406;59.9026
50.13021;131.2454;45.77583;61.71375;26.32406;59.9025
30.4649;115.4234;49.16354;43.30333;28.08187;59.90198
26.42927;110.5235;50.87625;39.00703;29.52031;59.90166
25.95693;110.5593;50.61;38.39125;29.04812;59.90136
50.40115;131.1994;45.3274;61.70182;25.84323;59.90115
30.63302;115.0381;49.68396;43.29464;29.65271;59.89989
30.80854;114.8617;49.54333;43.1962;28.44521;59.89969
28.91682;111.3667;50.45906;41.06146;29.9151;59.89854
31.43047;114.8916;49.1949;44.27922;28.60188;59.89823
30.82135;114.6988;49.54719;43.18864;27.93042;59.89771
30.70037;114.959;49.64031;43.27485;27.69312;59.89635
29.17359;112.4634;50.40083;41.01286;29.72917;59.89604
50.18813;131.3849;45.75823;61.71271;26.45417;59.89604
29.14021;111.6135;50.45802;41.09594;30.25187;59.8949
30.41453;114.7323;49.35719;43.32391;28.39094;59.89469
29.36771;112.5869;50.07958;41.29505;30.69781;59.89385
50.03458;130.9644;45.53938;61.71594;26.81792;59.89375
30.74828;115.0508;49.74187;43.32974;28.37302;59.89333
29.08229;111.5365;50.54927;41.0024;30.46958;59.89323
50.39844;131.0383;45.45917;61.69714;27.13083;59.89323
30.63724;115.3913;49.71979;43.30396;29.15812;59.89312
31.83646;113.5757;49.1674;44.24068;27.45979;59.89292
50.38042;131.1481;45.43792;61.69989;27.2524;59.89271
50.12484;131.3532;45.71854;61.72255;25.62083;59.89271
30.82427;115.0239;49.84323;43.33302;28.89417;59.89167
30.36094;114.9523;49.22906;43.30614;28.69333;59.89156
28.43365;113.9247;50.84187;41.0962;26.29031;59.89052
31.76406;113.6883;49.2024;44.22005;27.54344;59.88813
28.98682;111.8575;50.24479;41.00302;29.5426;59.88802
31.79891;113.6525;49.1776;44.25047;27.40896;59.88792
32.00016;113.6266;49.16771;44.21542;27.45302;59.88792
49.93114;131.4685;46.0075;61.74057;26.84708;59.88646
30.37276;115.1604;49.12396;43.33417;28.00302;59.88625
29.03151;111.4716;50.29719;41.05729;29.57677;59.88542
28.8351;112.6944;50.55542;41.02875;29.34188;59.88511
31.61547;115.3178;49.16771;43.9613;26.51542;59.88344
31.84885;113.5349;49.26802;44.2137;27.52906;59.8826
30.40125;114.8143;49.26615;43.27734;28.66438;59.88177
50.01583;131.4739;45.98615;61.74396;26.94125;59.88115
50.13156;131.2699;45.9849;61.74708;26.1726;59.8801
30.44005;114.8765;49.3199;43.30088;28.4725;59.87906
30.76734;114.9675;49.84813;43.28203;28.73427;59.87906
30.3775;114.8892;49.10406;43.29547;28.19885;59.87896
49.93198;131.5068;45.97771;61.74162;26.20188;59.87885
31.98234;113.6268;49.25135;44.23427;27.39771;59.87875
30.43531;114.8132;49.3276;43.28932;27.61177;59.87823
28.9776;111.4175;50.48156;41.05265;30.01708;59.87823
29.32083;112.4111;50.13646;41.36396;30.21031;59.87812
29.18036;111.3861;50.4949;41.03156;30.08104;59.87781
30.35927;114.9027;49.19021;43.28932;28.51438;59.8774
30.38391;114.6808;49.10448;43.28828;28.10292;59.87708
25.70833;110.5683;50.52656;38.42547;28.85104;59.87479
26.53177;110.3108;50.8876;39.0063;29.32281;59.87458
32.03912;116.248;48.71854;44.45328;25.2999;59.87448
30.58714;115.0231;49.70646;43.28349;29.35167;59.87417
30.32438;114.9352;49.24187;43.30537;28.50875;59.87313
29.47719;112.8176;50.15104;41.3287;30.19906;59.87281
30.32906;114.7932;49.22438;43.30005;28.63583;59.8725
30.49214;114.8578;49.35917;43.28031;27.20198;59.87198
28.99427;111.4803;50.54521;41.03599;30.35312;59.87177
29.255;111.6274;50.2424;41.0624;29.60854;59.87041
30.40557;115.0523;49.36052;43.30042;27.59792;59.86969
32.18302;116.0657;49.26531;44.49458;26.83167;59.86927
50.00781;131.3342;46.01729;61.73802;26.42802;59.86875
50.21875;131.3117;45.33875;61.71172;25.88375;59.86854
31.76641;114.0551;49.2374;44.16417;27.77469;59.86687
31.78073;113.5943;49.19844;44.21646;27.23125;59.86666
50.34047;131.252;45.42458;61.70797;27.32021;59.86656
31.9412;114.3633;49.22677;44.18125;27.73208;59.86552
31.75474;113.7639;49.24729;44.26422;27.57667;59.86521
29.09537;111.5503;50.3075;41.05583;29.76573;59.86417
30.48078;115.021;49.19115;43.30896;28.41854;59.86396
32.03989;113.7276;49.25375;44.17453;27.59125;59.86364
31.4237;114.9132;49.15625;44.19297;27.0401;59.86281
32.12547;116.0946;49.26823;44.48063;26.74073;59.86271
31.38375;114.987;49.71177;43.27568;27.26479;59.86198
30.44156;115.0384;49.11802;43.32151;28.15063;59.86083
45.1038;123.7057;46.55812;56.43516;26.28635;59.85875
30.31958;115.0381;49.2375;43.27844;28.57115;59.8574
29.0787;112.5514;50.36333;41.04515;29.66313;59.85656
29.4025;111.978;50.02958;41.33187;30.65781;59.85604
31.72578;115.3425;49.20458;43.99469;26.52646;59.85563
30.74479;114.9357;49.7874;43.24792;28.35979;59.8551
29.68896;112.5678;50.04281;42.44989;27.73073;59.85437
31.53948;115.0449;49.12781;44.34547;28.3599;59.85375
30.45818;114.8543;49.23812;43.28588;28.56375;59.85229
28.97141;111.8806;50.51563;41.06906;29.36271;59.84938
30.56854;115.1669;49.64761;43.33026;29.5525;59.84864
29.03792;111.3831;50.51885;41.09146;30.09646;59.84844
50.37797;131.1999;45.37011;61.70562;26.85406;59.84698
29.66297;112.6769;49.99698;42.46474;27.51458;59.84646
30.39521;114.8436;49.23042;43.28229;28.5624;59.84604
50.24625;130.9207;45.47219;61.68776;27.27969;59.84573
29.80495;112.4649;50.05865;42.45411;28.0276;59.84552
30.64713;114.9028;49.66979;43.28276;27.18479;59.84542
31.77797;114.5371;49.08219;44.26417;28.12417;59.84521
31.07537;114.3133;49.20979;44.23307;27.34198;59.84448
31.75495;114.1;49.03396;44.24667;27.09635;59.84312
31.70453;114.5229;49.05104;44.24307;26.46802;59.84135
39.80984;121.1617;47.3876;51.70943;30.80354;59.84125
30.42479;114.9259;49.37708;43.31703;27.27813;59.84114
30.4349;114.873;49.16677;43.28094;28.37927;59.84063
