K5L1_3.PV;K5F5.PV;K5F6X.PV
-2.916703;29.09221;21.88181
2.916375;25.55351;19.22211
2.916375;24.88629;19.46486
-2.915719;29.36177;22.08166
-2.915062;28.8231;22.07326
-2.915062;24.76148;19.83652
-2.915062;27.57312;20.54382
2.915062;34.27475;28.15068
2.914734;25.86512;20.39468
-2.914406;27.70805;20.88822
2.914406;24.5013;19.65422
2.914406;26.75535;20.55666
2.914406;25.03871;17.96329
-2.914078;33.74677;27.08104
2.914078;22.99575;17.75077
-2.91375;24.91845;18.06505
-2.913094;27.39084;21.95475
2.913094;24.28321;19.20738
-2.912766;35.89161;27.41579
2.912766;28.38978;22.24866
-2.912109;26.67488;20.58095
2.912109;26.25873;19.44781
2.912109;24.63686;17.99165
-2.911781;25.48519;19.51666
2.911781;26.31496;22.05952
2.911453;31.47112;26.37718
-2.911125;24.76478;18.83171
-2.911125;29.32865;22.32734
2.910797;27.58546;21.72947
-2.910141;34.72802;28.0417
-2.910141;23.6415;18.58531
2.910141;26.95049;21.82376
-2.909812;27.81476;20.03059
-2.909812;27.34264;20.69248
2.909484;31.07744;25.86682
2.909156;23.98888;17.95297
2.909156;32.44743;26.14557
-2.908828;26.36723;19.66577
-2.9085;24.74527;19.3452
-2.908172;24.72326;19.60675
-2.908172;33.95108;25.94161
-2.907844;29.32181;21.93595
2.907844;25.94481;19.55505
2.907516;25.9335;20.63219
2.907516;25.16844;19.31555
2.907516;26.01274;19.27613
2.907187;27.72699;21.43914
2.907187;24.67938;19.53898
-2.906859;26.26495;19.62271
2.906859;26.25867;19.76455
2.906859;25.71015;20.25318
2.906859;24.25309;18.26945
-2.906531;24.45352;18.33906
-2.906531;33.06338;25.81761
-2.906531;27.65888;21.45153
-2.905875;24.21786;18.5063
2.905547;27.43419;21.76332
-2.905219;26.38924;19.34487
2.905219;24.75143;19.59214
2.905219;33.91894;27.10133
2.904562;25.67385;20.42928
-2.904234;28.77056;21.89825
2.904234;23.8627;18.38846
2.904234;24.57313;17.79522
-2.903906;23.71318;18.66551
-2.903906;24.77755;19.42464
2.903906;25.42398;19.14943
-2.903578;32.51807;25.61247
-2.90325;26.28008;20.88898
-2.90325;24.44224;18.09084
2.902922;24.74154;19.35756
2.902594;24.53354;18.24793
-2.901937;32.42851;25.9671
2.901937;33.01403;26.72824
2.901609;26.50123;21.71873
2.901609;22.91113;18.34155
2.900953;24.1514;17.90806
2.900953;23.94431;19.21425
2.900625;23.94492;19.55268
-2.900297;25.13818;18.38083
2.900297;24.64449;19.42784
-2.899969;26.32937;20.20692
-2.899969;27.11962;19.72041
-2.899969;25.90592;18.16361
2.899969;22.35642;18.14715
2.899969;33.5285;27.58502
-2.898984;24.69984;18.74682
-2.898984;40.05294;32.35666
-2.898656;28.68993;20.75193
2.898656;28.45752;21.77474
2.898656;25.27589;20.61611
-2.898328;28.23158;21.81178
2.898;24.24744;19.60972
-2.897344;27.12457;19.74807
-2.897016;31.37715;22.55306
2.896359;27.60861;21.02597
2.896031;26.74799;21.62948
-2.895703;26.32971;19.64117
2.895703;27.91601;22.14661
2.895703;26.80173;20.31516
2.895703;24.24;18.17531
-2.895375;28.56205;21.68878
2.895375;32.34138;26.72401
2.895375;24.35381;19.47732
2.894391;23.82251;19.15531
-2.893734;25.34324;19.5034
2.893734;27.35815;21.9478
-2.893078;25.44798;19.7878
-2.893078;26.82625;20.50961
-2.89275;36.23824;28.41887
2.892422;34.45501;25.75616
-2.892094;24.95904;19.56883
2.892094;27.87565;21.67046
2.892094;23.22216;18.51725
-2.891438;24.35789;18.70312
-2.891438;33.89474;25.55173
-2.890125;28.31119;20.51194
2.890125;28.73032;21.9558
2.889797;33.61797;25.69343
2.889797;27.15134;20.6769
2.889469;26.83223;21.05739
2.889469;23.3177;18.36444
-2.888813;28.81787;22.16917
2.888484;32.88684;25.63857
-2.888156;23.64345;19.7818
-2.888156;29.38439;22.44439
-2.888156;25.28494;20.09541
-2.888156;26.8721;20.55077
2.888156;26.13238;21.55894
-2.887828;24.6519;18.59456
-2.887828;33.40174;25.57991
-2.887828;26.10557;19.36569
-2.886844;26.10605;19.87686
2.886844;26.9864;20.12567
2.886844;22.90469;19.25073
2.886516;25.20589;19.01667
-2.885859;34.48371;25.74082
-2.885531;28.98582;21.96016
2.885531;34.35426;28.11085
2.885203;34.21167;27.70135
2.884875;25.10592;19.83847
2.884875;41.06779;30.01916
-2.884219;28.22254;21.91487
2.883563;27.75695;21.69322
2.883563;24.18194;19.76211
2.882906;23.73783;19.65975
2.882578;31.50048;26.31226
2.882578;37.1834;29.83074
-2.88225;27.63506;20.53744
2.88225;37.23851;31.22411
2.881594;26.07444;20.59346
2.881594;23.86365;18.45148
2.881594;25.25216;19.44102
-2.880938;24.90389;19.7045
2.880938;31.67909;25.85258
-2.880281;25.15807;19.75189
2.880281;25.98387;20.40327
2.880281;26.35704;21.40943
-2.879625;23.72197;18.45413
2.879625;33.00536;25.94882
2.879625;32.37819;27.6668
-2.879297;24.61123;19.72457
-2.879297;26.49135;19.51608
2.879297;24.09682;19.26178
-2.878313;28.62029;21.83786
-2.878313;28.35577;22.28323
-2.878313;28.59264;21.83395
-2.878313;26.53719;19.6873
2.878313;24.93684;19.59266
-2.877984;26.72469;19.51942
-2.877984;27.35878;20.54711
2.877984;22.66362;18.80158
-2.877656;25.85896;20.70968
2.877328;25.50493;19.11345
-2.877;25.53344;19.38206
-2.877;31.59986;24.87427
-2.877;26.34179;20.02761
2.877;24.01221;19.67696
-2.876672;27.40119;20.82048
2.876672;32.22067;26.12661
2.876672;25.44034;19.30661
-2.876344;23.99764;18.56466
2.876016;26.68391;21.08887
2.876016;23.94649;18.25155
-2.875688;26.14057;19.82207
2.875688;24.02856;18.20353
2.875688;23.85394;18.1311
2.875359;24.95279;20.27074
-2.875031;27.40518;22.14973
2.874703;25.69636;19.60478
-2.874375;25.66702;19.59176
2.874375;23.98447;18.28781
2.874375;28.6876;21.58201
-2.874047;33.24604;26.98996
2.873719;23.69295;19.63061
2.873719;24.44921;19.83574
2.873063;33.54768;25.46823
-2.872734;26.81491;19.87986
-2.872406;25.04214;20.36915
-2.871422;28.16437;21.71523
2.871422;33.30749;26.78125
2.871094;35.19749;28.0545
-2.870438;26.0752;18.52865
-2.870438;34.28219;25.72307
2.870437;24.77125;19.58575
-2.869453;29.48338;22.12466
-2.869453;32.32217;25.48433
-2.868797;26.01414;18.50387
2.867812;32.56841;25.13606
2.867812;25.40341;19.78075
-2.867484;23.24858;18.28013
2.867484;26.69877;21.96545
-2.867156;23.64109;18.25611
2.866828;25.19441;19.75205
2.8665;26.67154;21.71059
2.8665;21.72897;19.40587
-2.866172;26.46083;20.45657
2.866172;25.45525;19.41077
-2.865844;26.99275;21.71029
-2.865844;25.71653;19.43688
2.865844;25.69806;19.41189
2.865516;23.6145;17.86912
-2.865187;24.86257;18.01035
2.865187;23.67776;19.78967
-2.864859;34.05224;27.20681
2.864531;23.49721;19.34343
2.864203;22.85295;18.25643
-2.863875;26.11;19.51119
-2.863875;27.00099;19.02565
2.863875;24.86824;19.35951
-2.863547;26.86996;19.64217
-2.863547;32.87198;25.39069
-2.863219;25.6214;20.10483
-2.862891;27.49781;19.57081
2.862891;25.12667;19.1773
-2.862562;33.73833;27.0398
-2.862234;22.67831;18.66099
2.862234;23.11036;18.30445
-2.861906;25.87268;19.98087
-2.861906;34.49541;26.00378
2.861578;24.74997;19.2657
-2.86125;27.53734;20.40539
2.86125;29.64252;22.44798
2.860922;28.96962;22.037
2.860922;25.38369;19.1552
2.860922;26.01632;20.47395
-2.860594;24.15979;18.35003
-2.860594;25.3554;18.35853
2.860266;24.71083;19.71438
2.860265;24.32863;17.98614
-2.859609;28.08488;21.40414
2.858953;24.69544;20.86598
-2.858297;26.00815;20.01379
2.858297;24.4882;19.20021
-2.857969;29.36758;21.92027
2.857969;27.8556;21.8125
2.857969;25.48918;19.66957
-2.857312;26.15981;19.75704
2.857312;25.15278;19.44819
-2.856984;28.00116;21.7155
2.856984;24.1473;19.65236
-2.856656;25.21874;19.73403
2.856656;24.18122;19.16798
2.856328;34.23364;26.55958
2.856;24.07786;18.60604
2.855672;26.52437;20.49764
2.855016;24.93941;20.20585
2.854687;24.71345;18.14055
2.854687;26.677;19.55066
2.854687;23.39788;18.33343
-2.854031;28.62749;22.07125
-2.853703;24.81627;18.00173
-2.853703;31.94308;24.28363
2.853375;24.24077;19.18432
-2.853047;27.65863;20.56964
2.852719;25.49537;19.54424
-2.852391;27.25065;19.43572
-2.852391;26.54709;19.46607
2.852391;23.11734;18.33146
2.852062;25.2264;18.9287
-2.851734;26.44887;19.57723
-2.851734;39.84828;32.46871
-2.851406;32.23225;25.55378
-2.851406;23.8256;18.39263
2.851406;32.24976;25.46509
2.851406;22.36704;18.85693
-2.850422;34.28498;28.64577
-2.849766;29.18908;22.20625
-2.849766;25.59081;19.87238
-2.849766;25.65748;18.3956
-2.848781;29.53864;22.74426
-2.848453;24.49588;19.40858
2.848453;21.2578;18.26434
2.848125;24.42382;19.47797
-2.847469;24.88027;18.54359
-2.847469;34.46355;25.76883
2.847469;25.22713;19.72216
-2.847141;26.7078;18.35826
-2.847141;23.56061;18.52589
-2.846812;30.72155;24.73108
2.846812;24.61841;19.32004
2.846812;25.03065;20.27337
2.846484;24.8681;18.07504
-2.846156;28.80859;22.0003
2.846156;27.95281;21.33755
2.845828;22.84196;18.17379
-2.8455;32.3391;25.58628
2.8455;28.6421;23.49556
-2.844844;27.26284;19.62404
-2.844844;26.54376;19.8017
2.844844;29.55218;22.30664
2.844844;26.8314;18.63078
2.844187;28.29822;21.21319
-2.843531;24.57475;18.50172
-2.843531;34.5014;28.18947
2.843531;24.17022;19.50447
2.843531;27.44453;21.53194
-2.842875;32.0079;24.24355
2.842875;21.80875;19.12141
-2.842547;26.41795;19.5098
-2.842547;25.89303;20.1815
-2.842219;27.62046;22.11089
-2.841891;27.59784;20.26235
-2.841234;27.07092;20.37525
-2.840906;27.74637;22.18934
2.840906;32.95854;26.586
-2.840578;26.71436;20.93662
2.840578;24.03452;20.40215
-2.84025;25.88856;19.91103
-2.84025;26.38893;19.76401
-2.84025;24.51546;18.56033
2.84025;28.39607;21.76017
-2.839922;25.08479;18.28661
2.839594;24.78725;19.2209
-2.839266;32.2039;25.86212
-2.838938;28.44846;22.37265
2.838609;30.43242;22.60049
2.838609;23.6262;17.93938
-2.837953;28.04717;21.77391
-2.837297;26.4954;19.80404
-2.837297;26.75045;20.52231
2.837297;26.0633;20.80345
-2.836969;26.24118;19.57941
-2.836969;26.36151;19.51464
-2.836641;28.10886;21.82154
-2.836641;27.2425;22.10575
-2.836313;26.11166;19.79799
-2.835984;25.27909;19.59536
-2.835984;24.62089;18.48046
2.835984;30.00559;22.33711
-2.835656;29.37661;22.24654
2.835656;24.81476;19.77427
2.835656;32.96241;26.09
2.835656;28.65281;21.42499
-2.835328;25.48884;18.26341
2.835328;27.6619;21.65414
-2.835;23.74408;17.85585
-2.834672;27.07209;19.21715
-2.834344;29.61084;22.121
-2.834344;27.56822;20.85457
-2.834344;25.18479;19.79472
-2.834344;25.71205;19.90249
2.834344;25.26852;20.58841
2.834344;24.0303;19.2817
-2.834016;25.75792;18.41585
2.834016;24.71385;18.02068
2.833688;27.47963;21.55076
-2.833031;24.04884;17.96857
-2.832703;32.20431;25.33558
2.831391;32.9706;26.86206
-2.831063;28.33111;22.09978
-2.830734;25.88203;19.67109
2.830734;30.53617;22.23488
2.830406;27.57191;21.72739
-2.82975;26.72376;19.68982
2.829422;31.6747;25.31384
-2.829094;25.19137;19.94019
2.829094;30.21753;22.35993
2.829094;25.34036;19.60065
-2.828766;28.257;21.62947
-2.828766;32.74769;25.97441
2.828766;25.19659;19.13475
-2.828438;33.19381;26.09861
-2.828109;22.87874;18.176
2.828109;24.7101;19.0121
2.828109;24.33698;19.22587
-2.827781;31.99314;23.53446
-2.827781;26.89818;22.15193
2.827781;27.44242;22.05475
-2.827453;32.65133;23.50222
-2.827453;26.80214;20.76183
2.827453;25.81665;19.38929
-2.826797;28.23349;21.99387
-2.826797;24.77885;19.52819
2.826797;24.4835;18.30542
2.826797;31.00479;25.96095
-2.826469;25.68147;19.43003
2.826469;28.69665;22.29844
2.826141;27.57853;22.45014
2.826141;24.97748;20.96532
-2.825813;27.78254;22.1737
2.825484;27.17689;21.39642
-2.825156;24.25368;18.19427
-2.825156;29.77152;22.07158
2.825156;32.53917;26.72729
-2.824828;28.05523;21.97486
-2.824828;25.81886;19.63034
-2.824828;24.86378;18.07525
-2.824828;24.28905;18.48206
2.8245;26.73282;21.80369
-2.824172;22.19968;18.29298
-2.824172;25.12911;19.83206
2.824172;31.90476;25.70494
-2.823844;27.56604;19.67734
-2.823516;28.91928;21.58898
2.823516;26.0113;19.08515
-2.823188;24.564;19.74935
2.822859;26.56775;19.75692
2.822531;25.59032;19.37207
2.822531;32.29823;25.71514
-2.821875;25.33171;19.68375
-2.821547;27.80528;20.8806
2.821547;34.40349;28.20433
2.820891;24.41406;19.66678
-2.820234;25.84024;18.2999
-2.820234;28.29926;22.30512
-2.820234;33.57051;26.39355
-2.819906;24.09754;18.27109
-2.819906;28.77315;22.41306
-2.819906;26.06875;21.19319
2.819906;25.06325;20.36178
2.819906;25.05163;19.55429
2.81925;34.28872;25.33281
-2.818922;27.80453;19.82087
2.818922;30.59388;22.02343
2.818594;24.31201;19.15834
-2.818266;34.57004;28.61697
-2.816953;33.162;27.13054
-2.816953;33.48824;26.33516
2.816953;32.64662;25.75237
2.816953;26.65709;19.18397
2.815641;24.52898;19.3709
-2.815313;28.18599;19.70915
2.815313;26.24179;20.78056
2.814984;24.24641;19.48849
-2.814656;37.01307;29.99824
2.814656;25.68001;20.52019
2.814656;25.77318;19.19261
-2.814328;27.34111;21.01643
2.814328;26.67322;20.83428
2.814;27.85588;21.6554
-2.813016;23.14024;18.52718
2.813016;26.54216;21.46487
2.813016;24.73313;19.62721
-2.812687;26.54368;20.77149
2.812687;26.98882;22.023
-2.812359;26.30374;19.46049
-2.812359;27.54501;22.43875
-2.812359;29.30133;19.73533
2.812359;30.43576;22.60845
-2.812031;26.47267;19.75629
2.812031;25.34032;19.42142
-2.811703;24.75313;19.76323
2.811703;23.64548;17.95212
-2.811375;33.15877;25.65145
-2.811375;32.94918;26.15171
2.811375;24.78831;19.71113
-2.811047;26.34419;19.6643
-2.811047;26.99636;19.65689
2.811047;24.63108;19.58156
2.810719;26.49782;21.81877
2.810391;26.69783;22.794
-2.810062;27.15642;19.01879
-2.809734;26.58061;19.80408
-2.809734;32.52512;25.81734
-2.809406;25.45473;19.15519
-2.809406;27.4334;20.41291
2.809406;27.26644;21.39088
2.809406;25.4751;19.88739
-2.809078;25.61965;19.75119
2.809078;25.30157;19.51533
2.809078;22.6855;18.05755
2.80875;27.47904;21.37552
2.80875;28.17845;21.44751
2.80875;31.76494;26.18574
-2.808422;25.33506;18.34105
2.808422;28.58889;22.488
2.808422;25.01975;18.89962
2.808422;25.20933;19.05684
-2.808094;26.461;19.24731
2.808094;24.50057;20.78731
2.808094;25.78774;19.63138
2.807766;30.83646;23.45761
2.807437;31.88563;25.31061
-2.807109;38.15014;30.19806
2.807109;28.12819;21.58679
2.806453;25.94481;19.8874
-2.806125;28.6548;22.36138
-2.806125;26.28974;20.85003
2.805797;25.48882;19.02291
-2.805469;28.01869;20.14629
2.805469;23.75768;17.70599
-2.805141;27.23848;20.12904
-2.804812;29.26413;21.42804
-2.804812;25.4629;19.69227
2.804484;33.51343;27.35945
-2.803828;26.22555;19.48825
-2.8035;33.53234;26.72266
-2.8035;27.6199;22.09043
2.8035;25.15016;19.29655
2.8035;25.31294;19.60776
-2.803172;23.78418;18.46195
2.803172;25.97592;19.45784
2.803172;22.88535;18.1207
2.803172;24.87071;19.39416
-2.802516;25.80824;19.70223
2.802187;27.46708;21.72423
2.801531;23.57879;17.92129
-2.801203;28.49369;21.75745
-2.801203;28.00668;19.90305
2.800875;25.26103;19.46496
-2.800547;35.00918;27.20683
-2.800219;27.69653;22.09458
-2.800219;23.90402;18.14025
-2.799562;33.47972;27.21
2.799562;26.14338;19.42556
2.799562;25.24108;19.14448
2.799562;25.29877;18.67698
-2.799234;23.4071;18.50801
2.799234;26.95722;20.1025
-2.79825;26.06863;19.3253
-2.79825;27.96001;19.02247
2.79825;27.05509;20.85546
2.797922;25.74517;19.5766
-2.797594;26.07766;19.67484
2.797266;26.75673;21.39799
2.797266;24.37779;19.44644
-2.796609;33.25464;25.89016
2.796609;26.51836;20.45671
2.796609;26.83334;20.45192
2.796281;23.00508;19.25343
-2.795953;29.22685;21.92344
2.795953;32.83474;23.30524
-2.795625;26.10178;19.59827
2.795625;26.32641;21.67988
2.795297;26.17927;19.88758
2.795297;24.50704;19.34129
2.795297;22.35191;18.28712
-2.794969;26.85903;19.64311
-2.794969;36.52205;29.06009
2.794969;24.9673;19.94034
-2.794641;25.7007;19.29329
2.794641;27.30063;20.09154
-2.793984;27.23427;21.13533
-2.793656;25.67966;20.53637
2.793656;34.54012;25.34388
2.793656;23.47781;18.16368
-2.793;27.77828;22.42887
-2.792672;34.46362;27.1047
2.792672;24.7489;19.92586
2.792672;25.84717;19.11479
2.792344;24.2468;17.93829
-2.792016;35.14713;28.28535
2.791359;23.40219;18.31897
-2.791031;24.95189;18.48091
-2.791031;28.24995;19.15376
-2.790703;31.8161;24.97928
2.790703;21.6924;18.40188
-2.790047;24.64284;19.35623
2.790047;31.89339;25.64383
2.790047;26.40821;20.83374
-2.789719;25.88895;19.61133
2.789719;24.27942;19.55445
-2.789063;33.37734;26.45908
-2.789063;33.24626;26.59025
-2.789063;30.42857;23.14163
-2.789063;25.8863;19.52845
-2.788734;24.85629;19.47304
2.788734;25.60198;20.42694
-2.788406;30.00705;23.60374
-2.788078;27.943;22.07839
-2.78775;25.6994;19.65248
2.78775;24.82351;18.91965
2.787094;24.60761;19.60525
2.787094;26.42511;21.68237
-2.786766;23.15337;18.39765
2.786438;28.04826;21.67765
2.786109;26.6785;20.59542
2.786109;25.71688;19.21843
2.785781;26.14571;22.01797
-2.785453;26.47984;20.37003
2.785453;27.37443;21.01255
2.785453;27.7671;21.61819
2.785453;24.4618;19.80852
2.785125;24.91396;18.46942
-2.784797;30.31585;22.37477
-2.784469;23.5903;18.61907
-2.783813;24.03271;18.32695
-2.783156;24.78967;18.4656
2.782828;23.64395;18.09753
-2.7825;29.20611;22.22278
2.782172;22.75136;20.07893
2.781188;25.41389;19.90058
2.781188;34.22688;30.18962
2.780859;25.68149;19.33791
-2.780531;27.98056;22.11063
2.780531;26.72915;21.77902
-2.780203;24.35284;19.54519
-2.779547;28.83927;21.78976
2.779547;21.8703;18.50013
-2.779219;28.75811;22.05702
2.779219;25.28811;19.32515
-2.778891;28.32989;22.08585
-2.778891;28.34173;21.54118
-2.778891;26.35661;20.11152
-2.778891;36.26489;30.58242
-2.778563;25.64177;19.48531
-2.778563;26.23871;19.91786
2.778563;22.74504;18.13546
-2.778234;26.82603;19.69044
-2.778234;27.68574;20.84742
2.778234;32.50343;26.74957
2.77725;22.77085;18.05983
2.77725;24.64324;19.58402
2.77725;22.55752;19.88415
-2.776922;32.4302;25.61585
-2.776922;26.09507;19.69474
2.776922;25.99386;20.10646
-2.776594;26.65013;20.90257
-2.776266;26.83713;19.20687
2.776266;36.76929;31.49348
-2.775938;25.46749;20.79449
-2.775938;29.37905;21.6767
-2.775609;22.4327;18.26099
2.775609;25.77373;19.55578
-2.774953;34.80237;25.53906
-2.774625;28.48254;21.47417
2.773969;24.60601;19.75954
2.772984;26.73227;21.02362
2.772656;21.64486;18.10075
2.772656;25.96265;19.70563
-2.772328;23.67728;18.64967
2.772328;22.87753;18.08176
2.772328;24.47179;19.0991
2.772;26.6353;21.59611
2.772;24.31023;19.2405
2.771672;28.03594;21.84967
-2.771344;26.35202;19.76721
-2.771016;25.72637;19.59297
2.771016;24.7712;19.45733
2.770688;25.03552;19.1283
2.770688;27.50038;21.54583
-2.770031;25.34519;19.53826
-2.770031;23.48911;19.25862
-2.769047;32.86753;26.43941
-2.769047;28.13609;21.4365
-2.769047;24.51293;18.3141
-2.768719;24.446;19.70613
-2.768719;26.9563;20.87945
-2.768391;25.10891;17.8735
-2.768391;22.67708;18.41222
-2.768391;26.15574;19.7834
-2.768063;25.45186;19.86814
2.768063;23.76496;19.01586
-2.767406;25.03762;17.53394
-2.767078;28.31177;22.09066
-2.766094;25.5951;19.8647
2.766094;25.00269;17.68139
2.765437;24.78517;18.88144
2.765109;26.02056;20.50512
-2.764781;39.64697;31.69571
2.764781;36.79095;28.55861
-2.764125;25.44807;18.22151
-2.763141;24.96309;19.83427
-2.763141;28.85109;21.98401
2.763141;23.38436;17.99408
2.763141;24.5484;19.40063
2.763141;25.31892;19.37481
2.763141;26.27818;20.1958
-2.762812;26.4247;19.75373
-2.762812;27.69788;19.69099
-2.762156;26.61586;20.40978
2.7615;25.17143;19.44754
2.761172;25.33005;20.60957
2.760844;23.86952;19.44117
2.760844;24.61201;20.65855
2.759859;26.12793;19.45407
-2.759531;34.43272;25.99165
-2.759531;23.43557;18.32052
2.759531;21.80963;18.96881
2.759531;26.14797;21.49759
-2.759203;30.83937;22.65244
-2.759203;26.21482;19.81819
2.759203;32.29076;26.68111
2.759203;27.10849;22.30538
2.759203;24.01527;19.3638
-2.758875;27.97942;22.38036
-2.758875;25.02024;19.88632
-2.758875;27.80286;20.29916
2.758875;23.99882;17.90543
2.758875;36.78697;29.70225
-2.758219;32.98338;25.86213
-2.757891;26.21782;20.02908
-2.757891;28.23123;20.95428
2.757891;26.35984;21.42609
2.757891;30.76115;23.95946
-2.757234;33.9211;25.77486
2.757234;31.69748;25.6528
-2.756906;34.92003;29.14447
2.75625;25.80293;19.31905
-2.755922;33.24337;26.9517
-2.755594;23.16534;18.34199
-2.754937;33.47821;25.90164
2.754937;26.05581;21.01098
2.754937;24.63337;19.43787
2.754937;26.22614;19.80358
-2.754609;26.77927;19.60991
2.754609;32.23708;25.99526
-2.754281;26.08689;19.65773
-2.754281;27.20424;19.61871
-2.754281;26.11325;20.60919
2.754281;24.81079;19.21156
2.754281;26.7342;20.34299
-2.753953;28.01396;22.09575
-2.753953;36.57383;29.12501
-2.753297;30.0933;22.04723
-2.753297;25.27597;19.83713
-2.753297;25.932;20.03357
2.753297;28.3748;21.60321
-2.752969;24.05015;18.27791
-2.752969;27.60122;20.88157
-2.752641;34.07388;26.9784
2.752641;25.12395;20.27249
-2.752312;25.7039;19.75313
2.752312;27.34096;21.90347
-2.751984;26.70853;18.11895
2.751984;23.73376;18.11343
-2.751656;27.36356;21.68288
-2.751656;24.97508;19.96883
-2.751328;31.50988;22.42503
2.751328;27.30796;20.42989
2.751;32.50247;25.92636
2.750672;35.29043;28.03395
-2.750344;28.68126;22.07139
2.750016;23.45557;19.60645
-2.750015;25.32384;18.22609
2.749031;26.0955;19.3596
-2.748375;26.26465;19.92275
-2.748047;27.69664;22.50452
-2.748047;28.07073;22.19469
-2.748047;24.37045;18.5891
2.748047;26.23137;20.24409
-2.747719;27.29802;20.47669
-2.747391;24.96249;18.60863
-2.747391;32.04734;25.69502
-2.747391;23.76286;18.36925
2.747391;24.58784;19.46672
-2.747062;28.94998;22.12141
2.747062;29.03829;22.59031
-2.746734;33.95655;26.45835
2.746734;24.66838;19.96898
2.74575;23.66738;17.83653
-2.744437;32.91081;26.15666
-2.744437;23.85042;18.25715
2.744437;26.56391;21.01838
-2.744109;26.07345;20.78953
-2.744109;24.00974;18.12992
2.744109;34.32977;25.46189
-2.743453;26.69504;19.51404
2.743453;28.03164;21.71393
2.743453;25.84936;19.32384
2.743453;25.9092;19.71486
-2.743125;26.08725;19.54624
-2.742797;26.39499;20.86941
-2.742469;26.00367;19.85751
-2.742469;28.47239;21.85742
-2.742141;22.80706;18.33422
-2.742141;29.2873;21.85836
-2.741812;27.27232;20.05396
2.741812;25.44159;20.97872
2.741812;31.45533;26.51196
-2.740828;24.73424;18.45492
-2.740828;26.04427;19.52527
-2.7405;36.16469;28.54576
-2.740172;25.722;19.33442
2.740172;26.44897;20.5109
-2.739844;38.59946;30.87003
2.739844;24.96222;19.46857
-2.739187;34.74796;27.73116
2.739187;25.63807;19.25466
2.739187;25.96353;19.46418
2.739187;27.26508;20.65935
-2.738859;34.92374;26.6413
-2.738859;26.50916;19.39699
-2.738531;32.80297;25.42284
-2.738203;26.76249;19.25151
2.738203;29.69477;22.25478
2.738203;25.0598;19.75691
-2.737875;27.74951;19.34859
-2.737875;29.7611;22.02994
2.737875;36.29562;29.20045
-2.737547;34.24963;26.77915
2.737547;25.60534;20.3936
2.737547;23.3345;18.41006
-2.737219;25.56909;19.52629
-2.736891;27.27137;20.80877
2.736891;26.49918;21.62421
-2.736562;33.78909;26.8585
-2.736562;27.60567;20.46895
-2.736562;24.23193;18.50998
2.736562;27.80215;21.83051
-2.736234;26.68808;20.96073
2.736234;28.48583;21.44034
2.736234;24.62751;19.40603
-2.735906;26.42121;19.81316
-2.735906;24.81547;19.60919
2.735906;23.74551;18.38444
2.735578;26.80657;19.82741
2.73525;23.30899;18.30727
-2.734922;24.53768;18.43711
2.734922;22.98994;18.4855
-2.734594;27.72377;20.6501
-2.734594;27.26561;20.49304
2.734594;24.93203;18.06976
2.734266;24.57462;19.56659
2.734266;25.81157;19.24815
2.733938;22.77486;18.22034
-2.733609;28.68733;21.80453
2.733609;26.6808;20.46679
2.733281;27.57541;21.85736
-2.732953;27.91794;21.35662
2.732297;28.71961;21.9796
2.731969;23.83083;18.08415
2.731969;24.50762;19.69786
2.731641;22.26116;18.54332
-2.731313;25.4986;19.96759
-2.731313;24.84558;19.39602
2.731313;28.90793;21.96842
2.731313;25.5226;19.28975
-2.730984;23.57888;18.36695
2.730984;24.67172;19.33306
2.730984;23.51307;19.05137
-2.730656;24.9309;18.31915
2.730656;26.56071;21.85865
2.730656;31.58612;26.0259
2.730656;27.38638;21.20034
-2.730328;26.45027;19.64528
-2.730328;34.43245;26.52945
2.730328;26.93072;20.54681
-2.73;28.66655;22.12131
2.73;31.93048;25.51941
-2.729672;31.03555;22.43004
-2.729672;28.2562;22.28992
2.729344;24.77898;19.64642
-2.729016;25.83898;19.33513
2.729016;32.42936;26.32908
-2.728688;26.11142;19.22693
-2.728688;26.69436;19.65178
2.728359;28.26045;21.49718
2.728359;32.47167;25.63274
2.728359;24.68953;20.44552
2.728359;23.1733;19.17033
2.728031;27.06804;20.2766
-2.727047;24.02938;18.39722
-2.726719;25.33842;19.33006
2.726719;26.04683;20.92927
2.726391;26.58395;21.71123
-2.726063;27.11762;19.70479
2.726063;22.50594;18.26618
2.726063;33.78096;30.09157
-2.725734;26.48817;19.92488
-2.725078;35.42855;25.36578
-2.725078;22.95361;18.37385
2.725078;27.57168;21.90666
2.725078;25.20578;20.06676
-2.72475;26.32644;20.98652
2.72475;27.39439;21.54349
-2.724094;27.15961;20.58202
2.724094;23.95655;18.37561
2.723109;24.49665;19.60572
2.722781;25.8315;20.40987
-2.722453;26.79712;19.70798
-2.722453;38.38348;30.02144
2.722453;24.17372;18.02617
2.722453;28.35001;21.59189
2.721797;32.96095;25.60851
-2.721141;25.33094;20.53263
-2.721141;34.04792;27.22987
-2.721141;27.63942;20.78164
-2.720156;27.7485;21.04721
2.720156;25.78965;20.65389
2.720156;25.30388;19.44058
2.720156;27.60309;22.10274
-2.719828;27.63512;20.13471
2.719828;23.66333;19.99089
2.719828;27.74191;21.86623
-2.7195;28.7894;21.82575
2.7195;24.88168;18.31728
2.7195;24.0202;19.48367
-2.719172;26.21668;19.54216
2.718844;24.90921;19.012
-2.718516;33.56324;26.35902
-2.718516;27.04806;20.33642
