K5P18_2.PV;K0P125.PV
-86.37643;66.65683
-86.37591;67.54025
-86.36901;67.25667
-86.36784;66.48542
-86.36628;66.92667
-86.36211;66.62992
-86.34987;67.15583
-86.34609;67.19175
-86.34544;67.4
-86.34531;66.74683
-86.34167;66.53833
-86.34075;67.02483
-86.33724;67.08975
-86.33711;67.15134
-86.32539;67.08334
-86.32461;66.97533
-86.32304;66.69334
-86.32018;66.78333
-86.31797;66.54716
-86.31667;66.5875
-86.31355;67.27441
-86.30703;66.38383
-86.30143;67.001
-86.30091;66.58808
-86.29765;67.1435
-86.29531;67.19534
-86.29492;67.07767
-86.29479;67.30766
-86.28802;66.55317
-86.27825;66.8585
-86.27644;67.801
-86.27305;67.41641
-86.26979;67.11242
-86.2655;67.18034
-86.25964;67.15025
-86.25951;66.71025
-86.25443;66.68667
-86.25365;67.14091
-86.2513;66.98717
-86.25;67.6505
-86.24532;66.93275
-86.24505;67.09267
-86.24023;66.9765
-86.23216;66.48458
-86.22096;66.55067
-86.22031;66.602
-86.21784;66.70008
-86.2177;66.92275
-86.2168;66.27242
-86.21042;67.08659
-86.20195;67.13275
-86.19336;67.15967
-86.19258;67.04166
-86.19063;67.36041
-86.18958;66.63609
-86.1888;67.141
-86.18737;66.83192
-86.18529;67.05525
-86.18307;66.58642
-86.1737;66.53275
-86.17265;66.2485
-86.16653;67.58292
-86.16432;67.17208
-86.16315;66.8265
-86.15964;67.15283
-86.15911;67.21883
-86.14987;66.87508
-86.14961;67.73875
-86.1388;67.10858
-86.13554;66.5495
-86.12643;67.18275
-86.12422;67.46783
-86.11862;66.69217
-86.11849;67.19825
-86.11354;67.17392
-86.11341;67.248
-86.1112;66.92941
-86.1039;66.95758
-86.09648;67.42083
-86.09062;67.07484
-86.08776;66.29525
-86.07995;67.16817
-86.07969;67.096
-86.07096;66.97608
-86.06471;66.881
-86.05911;67.00233
-86.05209;67.10408
-86.05117;67.23042
-86.04857;67.2595
-86.0444;66.68417
-86.0444;66.37875
-86.04284;66.41575
-86.04115;67.151
-86.04063;66.84775
-86.03606;66.93716
-86.02904;67.37434
-86.0267;66.51308
-86.01719;66.89166
-86.01302;66.305
-86.0112;67.37167
-86.01041;67.46875
-86.00664;67.09392
-86.00339;67.51366
-86.00234;66.5975
-86.00065;67.10308
-85.99219;67.905
-85.98711;67.42542
-85.9862;66.88167
-85.9845;67.37891
-85.98281;66.50233
-85.98229;67.36992
-85.9819;66.62075
-85.98021;67.63358
-85.97695;66.55867
-85.97356;67.054
-85.96784;67.19667
-85.95808;66.55241
-85.95755;67.2235
-85.95495;66.99575
-85.95469;67.02016
-85.94883;67.26642
-85.94479;66.274
-85.94388;66.82625
-85.93815;66.92284
-85.93112;66.62867
-85.9276;67.08591
-85.92513;66.40467
-85.92435;67.13025
-85.92031;66.40117
-85.91758;67.1115
-85.91653;66.88358
-85.91341;67.27625
-85.91289;66.8275
-85.90677;67.38084
-85.89883;66.438
-85.88932;67.45842
-85.88438;66.9745
-85.88307;67.21975
-85.88203;66.969
-85.87865;68.02267
-85.87695;66.25367
-85.87695;67.07983
-85.87669;66.99917
-85.87227;67.14367
-85.87135;66.47733
-85.87122;66.65858
-85.87096;66.179
-85.8694;67.04733
-85.86732;67.21525
-85.86497;66.62833
-85.86341;66.52758
-85.86146;67.18225
-85.85586;66.47491
-85.8487;67.08058
-85.8487;67.28875
-85.84779;67.04342
-85.84115;66.65342
-85.83802;67.16433
-85.83698;67.476
-85.83659;66.66258
-85.83659;66.48217
-85.83542;67.17192
-85.82096;66.81025
-85.81992;66.9035
-85.8138;67.40517
-85.8095;66.81667
-85.80651;67.05217
-85.80378;67.09233
-85.80169;66.42558
-85.80117;67.33083
-85.80078;67.094
-85.79011;67.4405
-85.78971;67.09458
-85.78919;67.07159
-85.78724;66.86066
-85.7823;66.26925
-85.77852;67.1045
-85.77734;66.88758
-85.77526;67.1495
-85.76706;67.20634
-85.7668;67.83117
-85.76524;66.70742
-85.76107;67.1155
-85.76081;67.30658
-85.75755;67.33175
-85.75547;66.37425
-85.75143;67.26308
-85.7513;66.75275
-85.75091;66.83517
-85.74023;66.78425
-85.73555;66.86775
-85.73177;66.943
-85.72929;66.50808
-85.72839;66.36308
-85.72383;66.94817
-85.71341;67.16409
-85.71146;66.81883
-85.70729;66.59642
-85.70573;66.94092
-85.7013;66.94958
-85.70039;67.159
-85.69883;67.20592
-85.6974;67.45275
-85.69115;66.62058
-85.69063;66.26708
-85.6862;66.34675
-85.68295;66.84592
-85.67904;67.035
-85.66315;66.65875
-85.64648;67.17667
-85.64414;67.21183
-85.63945;66.93066
-85.63438;67.25608
-85.63425;66.431
-85.62734;66.84392
-85.62253;67.05592
-85.6224;67.25809
-85.61393;67.11967
-85.61328;67.90575
-85.61172;67.38517
-85.60651;66.94825
-85.60508;66.8195
-85.60365;66.926
-85.60313;67.14967
-85.60156;66.39883
-85.60026;67.46883
-85.59414;67.20875
-85.5901;67.03267
-85.58112;66.93983
-85.58112;66.985
-85.57044;67.14017
-85.5694;67.30067
-85.55964;67.25958
-85.55885;66.74208
-85.55859;67.04775
-85.55664;67.18183
-85.55573;67.39008
-85.55286;67.54433
-85.55196;66.92875
-85.54922;66.58542
-85.54909;67.19366
-85.54649;66.78709
-85.54206;67.27558
-85.54037;66.72808
-85.53789;67.323
-85.53646;66.66483
-85.53281;66.985
-85.53151;67.45883
-85.52747;67.30891
-85.52682;67.336
-85.5211;66.54625
-85.52044;67.13275
-85.51758;66.96833
-85.51706;66.76483
-85.51498;67.38975
-85.51458;67.11742
-85.51315;67.53741
-85.51302;67.38008
-85.51237;66.9575
-85.50872;67.02983
-85.50677;66.2815
-85.50599;67.24767
-85.50547;66.75875
-85.50468;67.07967
-85.50468;67.32958
-85.50352;67.16175
-85.49922;67.424
-85.49648;67.095
-85.49583;67.17983
-85.49545;66.83141
-85.49414;66.9965
-85.49323;67.29025
-85.49245;66.78133
-85.48906;67.12592
-85.48893;67.29025
-85.48463;67.14291
-85.48386;66.85533
-85.475;67.14933
-85.47031;66.553
-85.46641;67.20042
-85.4595;67.01633
-85.45937;66.8515
-85.45534;67.16666
-85.45456;67.10125
-85.4539;66.863
-85.44909;66.26517
-85.44622;67.38633
-85.44492;66.74008
-85.44388;67.2225
-85.4431;67.03567
-85.44154;66.89616
-85.4401;67.18217
-85.43919;67.21642
-85.43789;67.089
-85.43698;66.62942
-85.43229;67.20983
-85.42969;67.31042
-85.42735;67.21167
-85.42031;66.35709
-85.41732;67.41625
-85.41706;66.71325
-85.41211;67.251
-85.40938;67.22908
-85.40742;67.41875
-85.40638;67.27358
-85.39961;67.18642
-85.39114;67.568
-85.38854;67.17492
-85.38828;67.01208
-85.38477;67.56033
-85.38008;67.17667
-85.375;67.07158
-85.37422;67.20766
-85.37357;66.93608
-85.37318;67.17667
-85.37005;66.69675
-85.36927;66.89242
-85.36341;66.95225
-85.3625;66.39875
-85.35873;66.7995
-85.35;67.50775
-85.34648;66.79984
-85.33789;67.24191
-85.33776;66.85958
-85.33659;66.54775
-85.33385;66.83933
-85.32982;67.01842
-85.32813;67.15258
-85.32761;67.57075
-85.32708;67.28491
-85.32474;67.00517
-85.31471;66.7155
-85.31276;67.23575
-85.3112;67.05417
-85.30964;66.73867
-85.3095;67.35992
-85.30378;66.74966
-85.3026;66.75417
-85.30235;67.0425
-85.30222;66.99509
-85.30091;67.068
-85.30052;67.08492
-85.29765;66.70258
-85.29544;66.66866
-85.29271;67.52734
-85.29128;66.28575
-85.28815;66.93667
-85.28763;67.12458
-85.28763;66.73933
-85.2832;66.65292
-85.27956;67.24525
-85.27071;66.94383
-85.26914;67.30341
-85.26914;66.8965
-85.26758;66.97175
-85.26472;66.908
-85.26237;66.98717
-85.26067;67.195
-85.25951;66.58459
-85.25677;67.3395
-85.25313;67.17492
-85.25286;67.02167
-85.25169;66.43867
-85.25143;67.21259
-85.25013;67.48083
-85.24609;66.74533
-85.24349;66.87458
-85.24075;66.848
-85.23828;66.89367
-85.23021;67.63058
-85.22787;67.239
-85.22461;67.893
-85.21394;67.25191
-85.21237;66.70409
-85.21042;66.86916
-85.20625;66.61808
-85.20586;66.68475
-85.20521;66.99633
-85.20222;66.59192
-85.2013;66.6405
-85.19193;67.25725
-85.1905;67.24767
-85.18945;66.65009
-85.18282;66.9165
-85.18216;67.279
-85.17722;67.05317
-85.17709;67.23025
-85.17683;66.57283
-85.172;67.22975
-85.16953;66.45825
-85.16914;67.00242
-85.16836;66.65867
-85.15625;67.06458
-85.1552;66.57475
-85.15495;66.55967
-85.15417;67.21408
-85.15144;67.19209
-85.14896;66.50967
-85.14766;66.949
-85.14661;67.44408
-85.14063;67.381
-85.1405;67.40383
-85.13711;66.49433
-85.13711;66.87209
-85.13685;67.02742
-85.13646;66.88975
-85.12839;66.47642
-85.12526;67.44908
-85.12161;66.95525
-85.11523;66.84658
-85.11459;67.58358
-85.10573;67.07708
-85.10326;67.79758
-85.10208;67.16067
-85.10013;67.06917
-85.09948;66.62033
-85.09922;67.09333
-85.09766;67.4295
-85.09675;66.93117
-85.08932;66.87209
-85.0875;67.00275
-85.0862;67.39066
-85.08308;67.45992
-85.08177;66.84167
-85.07943;66.6935
-85.07487;66.82034
-85.07317;67.0065
-85.07214;66.67409
-85.07214;66.84834
-85.06953;67.06925
-85.06862;67.13067
-85.06003;66.56
-85.05612;66.78958
-85.04479;66.96267
-85.04179;67.09975
-85.03411;66.90491
-85.0319;66.98133
-85.03125;67.00259
-85.02943;67.24433
-85.02917;67.14083
-85.02852;67.25008
-85.02786;66.85658
-85.02682;66.56175
-85.02644;66.76859
-85.01614;66.63541
-85.01458;66.78958
-85.00547;66.78242
-85.00391;66.95817
-85.00105;66.91092
-84.99661;66.57433
-84.9957;66.43784
-84.99323;67.4695
-84.99206;67.26292
-84.9918;66.27608
-84.98698;67.2925
-84.98294;66.43
-84.98177;67.14575
-84.97982;66.80392
-84.97343;66.819
-84.97253;66.73016
-84.96641;67.11475
-84.9586;67.32034
-84.95742;67.43467
-84.95638;67.4525
-84.95169;67.16508
-84.95078;66.78558
-84.94857;66.96291
-84.94636;66.15542
-84.94466;67.368
-84.94362;66.74509
-84.93997;67.09433
-84.93932;67.07825
-84.93815;66.84675
-84.93711;67.14875
-84.93229;66.60217
-84.93151;67.64367
-84.93073;67.21191
-84.92825;67.30441
-84.92786;67.10516
-84.92709;66.78933
-84.92448;66.76192
-84.92188;67.79867
-84.91653;66.57867
-84.91511;67.23417
-84.91432;67.5695
-84.91237;67.46725
-84.91068;66.754
-84.90898;66.719
-84.90781;67.12217
-84.90417;67.19217
-84.90286;66.44991
-84.897;66.59533
-84.89427;67.25833
-84.8905;66.92517
-84.88711;66.33717
-84.88711;66.89858
-84.88281;66.81675
-84.88151;67.24983
-84.88034;66.3045
-84.88021;68.50992
-84.87214;66.982
-84.87032;67.17484
-84.86875;67.05683
-84.86549;66.66891
-84.86393;66.66383
-84.85963;67.39159
-84.85938;67.04567
-84.85768;67.3665
-84.8556;66.37
-84.85234;67.30367
-84.83568;66.91025
-84.83177;66.98866
-84.83047;66.72475
-84.82578;66.68342
-84.82526;66.52625
-84.81641;66.8815
-84.81497;66.45942
-84.8138;66.91133
-84.81042;67.28725
-84.8099;67.1105
-84.80964;66.79525
-84.8069;67.121
-84.80664;67.16742
-84.8;67.23367
-84.79505;66.54708
-84.78776;67.24692
-84.78568;67.10333
-84.78398;67.22625
-84.78398;66.84983
-84.78268;67.08133
-84.78242;67.17159
-84.7823;67.16583
-84.77865;66.85858
-84.77786;67.33134
-84.77682;67.27883
-84.7763;67.1165
-84.77396;67.49416
-84.77174;67.41092
-84.76927;67.18625
-84.76784;66.69025
-84.76276;66.33883
-84.76276;67.28475
-84.76015;67.23808
-84.7599;66.72009
-84.75859;67.07308
-84.75664;66.59175
-84.75573;67.26158
-84.75573;67.174
-84.753;67.34
-84.75156;67.55891
-84.75065;66.33933
-84.74857;66.67075
-84.74727;66.611
-84.74674;67.33025
-84.74532;66.59875
-84.74193;66.54792
-84.73906;67.31633
-84.73815;67.25117
-84.73737;67.174
-84.73489;66.93217
-84.73216;67.26566
-84.73138;66.69725
-84.72916;66.95483
-84.72513;66.65759
-84.71589;66.91617
-84.7151;67.222
-84.71263;67.31467
-84.71198;67.41209
-84.71107;66.58891
-84.71029;67.25567
-84.7086;67.0965
-84.70847;67.213
-84.70169;66.67492
-84.69753;66.38567
-84.69662;67.08817
-84.69349;66.66467
-84.69193;67.23092
-84.68802;66.38792
-84.68776;66.83633
-84.68776;67.05067
-84.68645;66.82333
-84.68112;67.143
-84.68008;67.34333
-84.67696;67.16942
-84.67617;67.02567
-84.67617;67.13892
-84.67344;67.14758
-84.67305;67.09517
-84.66679;66.92208
-84.66484;67.10091
-84.66302;66.987
-84.66133;67.16225
-84.65378;67.07684
-84.65195;67.20033
-84.64896;66.69275
-84.64713;66.43691
-84.64713;66.36709
-84.64674;66.874
-84.64544;66.72542
-84.64492;67.47283
-84.64297;67.00892
-84.64219;66.65459
-84.64167;67.1845
-84.63372;67.14208
-84.62943;67.15041
-84.6293;67.20725
-84.62605;67.30367
-84.62422;66.67425
-84.62344;67.2525
-84.62122;66.633
-84.61901;66.36983
-84.61836;66.48742
-84.61654;67.22275
-84.61601;67.65875
-84.61549;66.69791
-84.61055;66.484
-84.61042;66.637
-84.60989;66.88942
-84.60886;66.88634
-84.6069;67.069
-84.60651;67.12008
-84.60573;67.16766
-84.60365;66.53584
-84.60195;66.86917
-84.60065;67.0515
-84.59948;66.60258
-84.59935;67.14008
-84.59856;66.97292
-84.59727;66.97625
-84.59518;66.96284
-84.58086;66.70175
-84.5793;67.06458
-84.57682;67.80675
-84.5724;67.31284
-84.57109;66.818
-84.56966;66.936
-84.56849;66.79475
-84.56693;67.20067
-84.56289;67.20208
-84.56172;67.424
-84.56016;67.35841
-84.55964;67.1265
-84.55547;66.62183
-84.55417;67.45908
-84.54896;66.85733
-84.54805;66.70892
-84.54453;67.44517
-84.54297;66.52367
-84.54102;67.129
-84.53789;66.88208
-84.53698;67.16225
-84.52995;67.21059
-84.52344;67.55634
-84.51953;66.90742
-84.51849;67.11975
-84.51224;67.31667
-84.51146;67.00733
-84.51081;67.159
-84.51081;66.99658
-84.50925;66.931
-84.50664;67.34433
-84.50586;66.92242
-84.50547;66.64567
-84.50221;66.98417
-84.50013;67.30042
-84.49792;67.15875
-84.49661;66.61958
-84.49414;66.70341
-84.49271;67.39841
-84.49101;67.20292
-84.48841;67.03242
-84.48724;66.81216
-84.4832;67.20433
-84.48268;67.17609
-84.48008;67.58033
-84.47865;66.93842
-84.47852;67.42384
-84.47656;67.08234
-84.47422;67.29716
-84.47396;67.19975
-84.47356;67.16275
-84.4724;66.59642
-84.47214;67.36933
-84.46992;66.74558
-84.46966;66.58183
-84.46901;66.93367
-84.46589;67.3535
-84.4638;67.39858
-84.46289;67.17809
-84.46159;67.20992
-84.4539;66.47691
-84.45117;67.09825
-84.44701;66.75375
-84.44636;67.0345
-84.44141;67.42442
-84.43984;66.73983
-84.43125;67.11408
-84.4276;67.01917
-84.42474;66.47125
-84.42344;67.0515
-84.42292;67.64575
-84.42278;67.944
-84.42044;67.34283
-84.42031;66.70458
-84.41732;67.41033
-84.41692;66.86867
-84.41666;66.76633
-84.4164;67.20741
-84.41484;66.931
-84.41432;66.82967
-84.4138;67.0475
-84.41315;66.983
-84.40469;67.06008
-84.40104;66.911
-84.40065;66.8665
-84.39779;66.827
-84.39505;66.53275
-84.38672;67.17834
-84.3862;66.656
-84.38594;67.20441
-84.38203;66.5475
-84.38138;66.57658
-84.3806;66.76884
-84.37826;66.34766
-84.3724;66.60592
-84.37109;67.01825
-84.37057;66.5025
-84.37057;66.91725
-84.36979;67.04283
-84.36745;67.20008
-84.36328;66.41775
-84.36028;67.12891
-84.35442;67.33708
-84.35403;67.1235
-84.34843;66.66766
-84.3474;67.2315
-84.34206;68.15975
-84.33958;66.97117
-84.33789;67.61858
-84.3375;66.97058
-84.33529;67.328
-84.33516;67.43667
-84.33489;67.01092
-84.33385;67.42733
-84.33385;67.10367
-84.33294;67.109
-84.33125;66.90491
-84.32201;67.21992
-84.32162;66.44742
-84.31979;67.29916
-84.31953;67.57716
-84.31628;67.21841
-84.31576;66.35792
-84.31341;67.34067
-84.31237;66.82684
-84.31055;67.14484
-84.31029;66.79808
-84.30586;66.60059
-84.30391;66.743
-84.30235;66.99875
-84.29987;67.27016
-84.29948;67.31758
-84.29323;66.89042
-84.29297;67.33617
-84.28971;67.17159
-84.28776;67.3835
-84.2875;66.879
-84.28724;66.91542
