K5F3.PV;K0P125.PV;K5Q2_2.PV;K5FCV4_2I.PV;K5P6.PV;K5PCV6I.PV;K5PCV17_1I.PV;K5P17_1.PV;K5PCV17_2I.PV;K5P17_2.PV;K5T20.PV;K5P110.PV;K5PCV4I.PV;K5T12.PV;K5P13.PV;K5HCV60I.PV;K5P16_1.PV;K5GKAL.PV;K5HCV61I.PV;K5P16_2.PV;K5FCV4_1I.PV;K5Q2_1.PV;K5P4_1.PV;K5PC5CH.OP;K5PCV5I.PV;K5T4.PV;K5P21.PV;K5T18_2.PV;K5T7.PV;K5P19_2.PV;K5P19_1.PV;K5PC6CH.OP;K5HCV63I.PV;K5T9_1.PV;K5T9_2.PV;K5T8_1.PV;K5T8_2.PV;K5T8_3.PV;K5PCV6I.PV;K5T10_1.PV;K5T10_2.PV;K5P18_1.PV;K5P18_2.PV;K5P23.PV;K5P24.PV;K5P20.PV;K5T5_1.PV;K5T5_2.PV;K5T18_1.PV;K5T8_4.PV;K5T8_5.PV;K5T8_6.PV
2376.71;68.26392;499.3773;9.735067;1.011472;95.633;70.84628;7.01672;98.5752;6.835068;-8.304173;65.47912;32.08463;153.674;4.014901;98.93802;0.6675124;17.20032;98.0682;0.7626303;10.58567;531.2285;13.25837;37.00447;96.07417;118.5913;-346.8024;83.51245;41.93174;-256.3082;-307.397;48.5083;96.95875;23.24496;21.72732;52.86295;62.96798;105.8617;95.633;43.57221;94.28467;-68.88473;-75.77714;0.7769912;0.8672438;-798.0953;588.434;696.2855;220.4108;98.25981;104.1173;150.4068
2370.028;67.82398;425.8379;5.500992;1.04826;95.25182;70.87531;7.014243;98.34106;6.814418;-8.357993;64.85197;32.23635;156.9661;4.032139;97.89334;0.6934963;16.90796;97.9199;0.789571;10.39394;441.1388;13.22171;37.84644;95.87025;120.2487;-351.9273;83.75545;42.44965;-254.9267;-306.2697;49.64475;96.80801;23.45949;22.58817;53.44125;63.2883;106.7313;95.25182;91.22231;95.46607;-68.74186;-75.45286;0.804603;0.8987727;-793.4133;581.7911;693.4183;224.4066;99.9009;105.0413;152.7117
2368.696;68.10421;498.9831;9.988272;1.048349;95.08751;70.9207;7.027476;98.66415;6.829835;-9.187984;65.4555;31.99698;156.4295;4.013405;98.81602;0.6969947;17.00185;98.00879;0.7887836;10.4836;538.5911;13.24717;37.92285;96.58967;120.6651;-353.7961;84.608;42.21286;-256.4814;-307.7527;49.84254;96.56436;23.22928;23.03634;53.44335;64.57549;107.7536;95.08751;71.86251;95.64438;-69.29945;-74.85224;0.7998515;0.897141;-794.7546;581.2401;693.297;224.2343;100.0307;106.0687;153.3998
2368.235;67.68945;384.202;5.4067;1.060352;95.25393;70.99129;7.092513;98.48196;6.893857;-3.399406;65.06076;32.38267;154.3815;4.023659;97.61458;0.705966;16.8274;97.9987;0.7965177;10.52923;400.7639;13.40009;39.03453;96.59716;114.7502;-355.2051;80.36185;38.97664;-256.2904;-307.0074;49.75091;97.27042;19.3787;20.11349;51.68181;61.81611;104.8599;95.25393;21.3845;92.47743;-66.39116;-75.0775;0.8052376;0.9064907;-792.5073;579.5924;693.7807;224.7317;97.28607;103.1777;151.3878
2363.921;68.6319;440.2757;9.962471;1.000128;95.2552;70.52776;6.877313;98.3389;6.698503;-13.57022;65.80116;31.58218;153.2298;4.018049;98.91567;0.6529655;17.00917;98.07935;0.7543693;10.40164;480.0881;13.00318;36.22343;95.85051;115.5536;-345.8355;84.8729;38.93796;-254.6585;-305.6552;48.34172;96.52909;21.32377;21.82187;49.38325;60.40651;104.0852;95.2552;73.00182;93.57274;-67.53445;-76.24722;0.7782946;0.8568913;-799.5569;585.5215;694.6959;220.6475;96.60659;102.5452;149.6136
2357.623;67.85828;344.9723;5.738866;1.00562;95.3251;70.926;6.920529;98.36151;6.735546;-9.02742;65.06725;31.86087;149.2336;4.020572;97.79161;0.6627887;16.84298;98.03367;0.7572521;10.44207;349.4975;13.08426;36.88359;95.55518;120.127;-342.095;84.84446;42.31206;-258.0988;-308.5504;48.53782;96.74497;23.46767;21.70359;53.05182;63.7509;105.8932;95.3251;39.58965;94.24794;-69.26649;-75.42659;0.7690055;0.8616209;-798.7379;585.4523;693.0939;220.3965;98.84589;103.7511;150.2944
2354.634;67.89727;395.0548;5.434742;0.9966604;95.16729;71.01646;6.963613;98.47229;6.77503;-5.977488;65.35458;31.92125;154.6063;4.017627;97.6302;0.6622303;16.84275;97.96503;0.7519825;10.57297;408.4299;13.1698;36.82307;96.48138;114.6655;-338.3582;82.8649;41.26929;-259.2659;-309.8009;48.23235;97.01324;22.16045;21.30494;52.63781;62.93991;105.7109;95.16729;40.62644;93.4544;-67.21439;-74.83872;0.7571301;0.8522204;-798.8889;584.3345;693.0048;221.3672;98.40453;103.5987;150.5607
2344.088;68.51705;422.0986;9.389788;1.019807;94.94498;70.43317;6.647004;98.26787;6.463426;-18.25444;65.69573;31.11614;155.7025;4.022548;99.01154;0.6642492;16.97382;98.12622;0.7685538;10.4051;473.7371;12.56579;35.27369;95.69392;116.8829;-352.6267;88.15159;37.27291;-251.7059;-303.3398;48.13171;95.61661;20.37351;21.93834;46.57328;60.03643;104.8217;94.94498;69.16283;94.38756;-66.91682;-76.68463;0.7922001;0.8747745;-795.2327;582.0524;693.2328;225.0376;96.58276;102.855;151.341
2343.381;67.78818;410.7408;5.577915;1.062823;95.52275;71.15894;6.958134;98.48213;6.748696;-4.747329;65.06076;32.01686;158.1119;4.017564;97.83311;0.7116579;16.67502;98.00702;0.7987913;10.26114;417.2033;13.12655;38.71823;96.40039;122.9588;-353.2869;83.57394;44.5032;-256.1431;-307.805;50.16341;97.20897;24.06655;24.0712;56.17784;65.45383;108.6299;95.52275;64.14617;96.00853;-70.17233;-74.22852;0.8099816;0.9097052;-793.429;579.2371;689.6631;224.4056;101.6891;106.7777;153.5572
2338.799;67.65478;366.3568;5.644148;0.9968545;94.95628;70.87602;6.828557;98.33782;6.6453;-7.855327;65.03197;31.85415;153.4578;4.033612;97.7663;0.6586328;16.70917;98.00803;0.7515301;10.54567;375.5685;12.93781;36.42595;96.4169;117.8466;-340.0193;82.04697;39.18899;-257.6402;-308.3255;47.99287;96.71108;20.37879;18.96075;50.98716;61.28331;104.3146;94.95628;51.23798;92.11316;-67.51441;-74.99301;0.7632785;0.8533058;-799.8397;584.7068;692.3345;220.9674;96.85291;102.2424;149.4466
2331.495;67.82982;401.2326;5.653253;0.9952369;95.23244;70.96069;6.844504;98.43399;6.663749;-6.632894;65.24632;31.7637;152.8536;4.017117;97.90182;0.6600021;16.67174;97.90331;0.7513258;10.21178;405.6145;12.93638;35.75674;95.87433;119.2587;-336.3849;80.94609;42.06482;-259.7283;-309.537;47.80347;96.90079;23.47574;22.88535;52.54048;62.49455;105.3791;95.23244;82.01917;93.42611;-67.92931;-74.09614;0.7593341;0.8539572;-799.6718;583.9886;688.8809;219.3949;98.03481;103.1698;149.0631
2330.097;67.65687;429.2721;5.688055;1.000138;95.61641;70.96803;6.858091;98.35043;6.663656;-4.67093;64.95213;31.96134;156.1295;4.019445;97.87211;0.6615551;16.61096;97.97744;0.7525878;10.30211;440.8092;13.00025;37.21236;96.44441;119.0173;-337.2969;76.95855;43.93176;-259.0313;-309.8133;48.86652;97.06281;23.20468;24.50307;56.28801;64.41786;106.8343;95.61641;92.38137;94.88383;-68.66016;-74.07897;0.7597278;0.8556491;-800.4226;579.624;688.8223;221.4233;100.3172;105.2659;151.4241
2330.033;67.67275;434.4368;5.708966;1.000119;95.46078;70.95225;6.855128;98.34112;6.661977;-5.061725;65.048;31.90785;155.783;4.016308;97.86993;0.6618778;16.60832;97.96767;0.752637;10.31425;447.3111;12.99716;37.08659;96.42914;118.5101;-336.9686;75.89814;43.8073;-259.3433;-310.1017;48.83411;96.96413;23.01737;23.81233;55.80693;64.07423;106.4699;95.46078;92.38509;94.38416;-68.87272;-73.88166;0.7593666;0.8569793;-800.3635;579.8345;688.814;221.2884;99.90976;104.8732;151.1084
2329.739;67.73113;429.7884;5.64641;1.000151;95.49868;70.92918;6.857855;98.33121;6.664419;-4.726399;65.00753;31.8767;157.0731;4.005805;97.86046;0.6611476;16.63274;97.94769;0.7525741;10.3065;443.6691;12.99639;37.33043;96.31777;119.7694;-337.8137;78.06613;43.68179;-258.4808;-309.4343;48.86574;97.06862;23.20654;25.04356;56.01691;64.29996;107.3227;95.49868;91.65355;95.59843;-68.5625;-74.47628;0.7614523;0.8551832;-800.5898;577.9052;688.7402;222.8757;100.6244;105.5216;152.1769
2329.154;67.93164;337.8954;5.737898;0.9760652;95.06731;70.78584;6.70652;98.27245;6.528211;-12.13757;65.22506;31.43694;152.9251;4.022549;97.77431;0.6409813;16.69625;98.03175;0.7365635;10.43337;342.9806;12.70368;35.38226;95.52285;118.5545;-335.2729;84.9436;40.62532;-258.3578;-308.7549;47.55611;96.31493;22.67806;21.48272;50.69069;62.04045;104.6759;95.06731;39.17282;93.37101;-68.26198;-75.29722;0.7514307;0.8363534;-801.4638;585.4839;690.7155;219.3794;97.35426;102.3315;149.1686
2326.439;67.704;378.4285;5.77835;1.011684;95.75416;71.25147;6.941111;98.60067;6.736598;-1.954662;65.13934;31.97704;157.7855;4.012838;97.83909;0.6776299;16.52082;98.01562;0.7606285;10.53046;390.102;13.14666;38.22289;96.64793;122.5426;-337.6966;84.75747;46.94777;-262.6967;-311.8781;49.72723;97.54569;26.26166;24.09216;58.36204;68.47697;109.7726;95.75416;66.48905;96.43643;-71.11256;-73.24966;0.7595685;0.8653567;-800.3823;576.239;686.825;221.6438;102.9776;107.5155;153.1533
2320.308;67.60631;433.1914;5.746398;0.9933436;95.37554;70.9594;6.801608;98.35812;6.611983;-5.33865;65.04638;31.58595;155.682;4.01505;97.86774;0.6575476;16.5325;97.95896;0.748286;10.43671;446.1944;12.90454;36.84088;96.40015;118.5228;-334.7137;77.2832;43.67996;-260.0209;-310.2488;48.67772;96.88439;23.38505;24.44726;55.10186;63.70818;106.4616;95.37554;92.64681;94.1743;-69.314;-73.96917;0.7523739;0.8511948;-801.3467;579.5367;688.0458;221.101;99.86667;104.7601;151.0397
2316.467;67.77184;375.0822;5.759264;1.000126;95.49743;71.19069;6.84994;98.59099;6.649413;-2.772859;65.25966;31.75762;155.491;4.020275;97.82447;0.6684167;16.43904;98.02267;0.7515623;10.52488;387.1407;12.99896;37.66147;96.68211;118.9756;-336.2019;80.83459;42.59832;-262.2373;-311.7769;48.80198;97.34248;22.00957;20.40406;54.74881;64.15738;106.3133;95.49743;66.14414;92.82574;-69.38804;-73.53951;0.7497378;0.8548858;-800.777;577.499;687.8035;221.2985;99.54939;104.6259;150.9893
2316.267;68.35699;464.5742;9.659803;0.9599777;94.89345;70.5337;6.592638;98.33837;6.418969;-14.66594;65.59467;31.18863;152.1025;4.025609;98.89076;0.6283972;16.72601;98.06364;0.726999;10.57991;496.499;12.50668;34.63472;95.78459;116.6989;-336.0828;83.58611;39.37112;-256.9497;-307.899;47.16803;95.95004;21.99176;23.52802;49.2265;61.04057;104.6974;94.89345;47.51976;93.73205;-67.86864;-75.72886;0.747268;0.8248605;-803.3775;585.145;690.3813;219.484;96.20813;102.0852;149.1346
2312.758;68.26662;475.7775;9.739626;0.9599584;94.80202;70.60609;6.59115;98.40205;6.413376;-14.83889;65.56927;31.25372;151.9791;4.027084;98.83822;0.6296024;16.64551;98.05553;0.7263374;10.59229;506.375;12.49954;34.75961;95.96149;116.0408;-335.7108;83.16307;38.37439;-257.7724;-308.6579;47.24014;95.95115;20.99198;21.50312;48.62275;60.28492;103.8188;94.80202;59.72303;92.65924;-67.83383;-75.25227;0.7438647;0.8242662;-803.7803;583.8773;689.5408;219.352;95.70532;101.6473;148.7954
2311.769;68.37582;477.9051;9.696411;0.9590192;95.11803;70.56416;6.572145;98.34891;6.400679;-13.76664;65.6268;31.08626;152.1405;4.028903;98.90247;0.6271955;16.70423;98.0626;0.7256168;10.57749;506.8078;12.4779;34.5291;95.80677;116.5875;-334.9645;83.86367;39.42943;-257.3719;-307.9187;46.98098;96.03755;21.96183;21.72675;49.42578;60.69656;104.3918;95.11803;47.39054;93.36624;-67.67162;-75.52831;0.7459626;0.8231614;-803.8911;585.1797;689.7621;219.3819;96.29356;102.1335;149.0901
2309.775;67.81232;401.6503;5.626309;0.9751335;95.43513;70.90926;6.745114;98.32833;6.556445;-5.181957;65.08888;31.55265;156.2642;4.011627;97.85715;0.643814;16.48385;97.9376;0.7350958;10.3074;410.2474;12.79847;36.57661;96.28555;118.8125;-331.7246;77.59631;43.14702;-259.859;-310.2659;48.14526;97.03653;22.68804;24.96939;55.34305;63.72757;106.6796;95.43513;90.1206;95.02034;-68.13369;-74.24584;0.7428812;0.8344712;-803.3353;578.3689;686.874;221.6769;99.94204;104.7441;151.4327
2307.794;68.35033;412.5248;9.981662;0.9370682;95.78455;70.69577;6.635385;98.46906;6.47132;-9.479601;65.52002;31.4017;141.7089;4.01225;99.03738;0.6147195;16.61728;98.01796;0.7098176;10.3514;468.1587;12.60992;34.59324;96.46824;114.7747;-327.8894;83.11144;40.07597;-260.5485;-310.8236;46.71793;97.39796;22.18461;20.15446;50.67341;61.24419;104.439;95.78455;78.611;93.07278;-67.31948;-74.94744;0.7229144;0.8059146;-806.4493;585.1682;688.5678;217.2103;96.42132;101.817;148.091
2299.544;68.44032;388.6943;10.24798;0.9501268;94.96503;70.66379;6.570528;98.46564;6.400103;-10.43557;65.8756;31.10242;151.5472;4.012013;98.85596;0.6237329;16.58122;98.01062;0.7186838;10.52665;470.1857;12.5042;34.82315;96.40325;113.596;-331.4874;81.11062;38.29315;-259.3617;-309.9652;46.81103;96.65753;20.27137;19.48957;49.12806;59.92582;103.2622;94.96503;73.18319;91.84342;-66.48304;-74.95342;0.7317526;0.8146427;-804.0622;584.0978;688.5229;218.6032;95.21812;101.0047;147.8861
2298.324;68.41644;487.7407;9.672236;0.9398876;95.34601;70.61234;6.525601;98.41251;6.358037;-12.50683;65.6864;30.95686;152.0538;4.012719;98.90994;0.6139416;16.65407;98.08904;0.7118849;10.58282;520.6849;12.4056;34.3339;95.83171;116.4321;-329.5329;83.15954;40.17798;-259.6482;-309.6774;46.51976;96.39178;22.20342;20.5859;50.35718;61.01203;104.4278;95.34601;48.48192;93.19459;-67.45671;-75.12174;0.7282701;0.8064384;-806.904;584.7463;687.868;218.6738;96.47181;102.1833;148.9266
2290.304;68.21762;472.9053;9.911516;0.9599705;95.05975;70.82812;6.578899;98.58876;6.393229;-9.74611;65.56642;31.10935;153.4671;4.007226;98.81357;0.6337354;16.46473;98.0624;0.7237821;10.62008;504.6603;12.50024;35.59554;96.45395;117.3453;-333.6649;81.8271;41.08984;-260.972;-311.4428;47.56156;96.52377;22.00818;21.40757;51.84676;62.44992;105.4732;95.05975;64.47109;93.40629;-68.39961;-74.16393;0.7325681;0.8220077;-804.7969;579.46;685.8892;219.7316;97.62517;103.3725;150.0146
2288.75;67.91381;402.636;5.469247;0.9255994;95.37217;70.89096;6.607164;98.34824;6.429221;-6.954506;65.21545;31.1937;151.9425;4.010426;97.84824;0.6085835;16.34785;97.92126;0.7005917;10.34894;407.5899;12.55865;35.06376;95.86596;116.2096;-319.3498;78.90215;42.56805;-262.8956;-312.7226;46.76186;96.92332;23.70689;22.81737;52.79946;62.48888;104.3985;95.37217;89.73193;92.94927;-68.29281;-74.25208;0.7069696;0.7930199;-808.3105;583.9296;685.825;215.8672;97.71322;102.1048;147.8849
2285.007;68.37527;403.2816;9.998751;0.9501014;95.73611;70.85274;6.560242;98.54739;6.386532;-6.87068;65.5888;31.07673;142.9048;4.00001;99.05611;0.6245965;16.42217;98.11083;0.7162827;10.35811;448.8001;12.50036;35.6139;96.7511;115.7905;-330.3683;82.66502;41.85437;-260.859;-311.4186;47.33128;97.6049;23.27858;21.55053;52.52466;63.13401;105.1747;95.73611;77.88777;93.69609;-67.74963;-74.55604;0.72651;0.8139245;-805.5347;580.7367;685.2949;217.7448;97.46637;102.8485;148.8245
2281.057;67.81237;374.0694;5.452773;0.961855;95.30343;71.08994;6.600744;98.52753;6.412368;-4.282274;65.32332;31.21904;153.5907;4.01045;97.64197;0.6380478;16.29383;97.98666;0.7251237;10.59959;386.3451;12.56525;36.2478;96.57719;113.7901;-328.9632;80.64419;40.81588;-263.0311;-312.4783;47.4427;97.20747;21.13965;20.22598;52.96385;62.36055;105.3091;95.30343;30.50717;92.49481;-66.08915;-73.81671;0.7262362;0.8233196;-803.2705;577.8278;684.8022;220.2734;98.08252;103.2679;150.1653
2275.13;68.30157;420.0405;10.17034;0.9501139;95.80535;70.98338;6.559608;98.72985;6.377289;-5.054928;65.65844;31.13049;151.5487;4.000774;99.0397;0.6269072;16.34705;98.07571;0.715759;10.35297;469.3088;12.50274;35.85681;96.89775;117.1427;-327.5997;83.19077;43.82458;-263.7269;-313.9453;47.63398;97.49432;24.77125;22.4952;54.40248;65.01934;106.7342;95.80535;74.05736;94.54416;-67.62563;-72.99368;0.7189739;0.8130657;-806.3354;577.2811;682.467;218.126;99.2003;104.4542;149.8617
2269.64;68.89967;451.5444;9.991779;0.9039769;94.87467;70.40954;6.335032;98.24129;6.167168;-16.76563;66.23507;30.41881;150.2292;4.012558;98.84099;0.5850815;16.37518;98.04234;0.6858981;10.51112;481.1713;12.04519;33.09315;95.92415;113.0762;-320.3119;84.56463;39.27854;-259.6563;-309.437;46.03994;95.99004;23.27166;25.06268;47.75668;60.25334;103.2712;94.87467;72.9974;93.30994;-66.11977;-75.06075;0.7063009;0.7758755;-810.1451;583.9914;685.3218;215.1663;95.22826;100.5239;146.6463
2268.359;67.94608;370.6187;5.702003;0.9456407;95.08073;70.98629;6.519114;98.42998;6.338137;-6.147578;65.46597;31.05623;152.603;4.021081;97.79111;0.6267016;16.17225;98.01542;0.7132157;10.66716;379.9566;12.39232;35.36905;96.59843;116.3459;-324.4236;79.97526;40.10791;-262.9857;-312.5734;46.89466;96.92967;20.51046;18.85436;51.63344;61.59808;104.1563;95.08073;62.39564;91.22826;-67.18503;-73.38425;0.7165422;0.8094177;-806.9418;578.2987;683.3951;218.6501;96.80028;101.8874;148.5343
2266.732;68.24976;408.6231;10.37502;0.9501182;95.82516;71.11063;6.553876;98.83927;6.364776;-3.200328;65.77079;31.15253;153.341;3.988124;98.96905;0.6311451;16.31466;97.97742;0.7158387;10.4012;457.244;12.49707;36.05956;96.9055;117.8808;-325.1661;82.41154;45.20034;-265.8848;-315.1887;47.76978;97.62291;25.73545;25.50916;55.50154;66.63422;107.7405;95.82516;76.76127;95.0139;-68.40021;-72.32877;0.7131894;0.8133811;-806.4006;576.1167;681.0222;218.2899;100.354;105.4821;150.5033
2255.781;68.21593;481.7864;9.818882;0.9251372;95.68483;70.98639;6.412457;98.68645;6.238209;-5.922369;65.58457;30.8208;152.6327;4.003142;98.94682;0.6095834;16.35161;98.05322;0.6993755;10.59073;510.836;12.23107;34.68679;96.37237;117.3898;-322.724;82.09911;43.86687;-264.2633;-313.8084;46.50087;97.16173;24.59924;22.40708;54.2112;64.25695;106.0943;95.68483;43.2294;93.9367;-67.95412;-73.43513;0.7024981;0.7916188;-809.0443;582.2584;682.5069;216.478;98.53073;103.713;149.0373
2255.765;68.093;398.9305;5.579794;0.8980568;95.19625;70.90344;6.427962;98.40386;6.255669;-7.1166;65.59432;30.75579;150.6345;4.001511;97.8595;0.5893654;16.16594;97.92464;0.6807342;10.36409;404.7782;12.24922;33.96859;95.88319;116.1975;-311.1696;79.10628;43.55114;-266.2229;-314.6539;45.98883;96.84759;24.62156;22.4214;53.44727;63.23924;104.8575;95.19625;90.72232;92.79956;-68.06059;-73.38847;0.6835613;0.7704545;-812.215;581.5963;681.7993;214.8529;97.94549;102.2648;147.6731
2252.473;68.43282;401.6822;9.935752;0.8975984;95.58728;70.5721;6.297112;98.38276;6.136152;-11.87307;65.62284;30.60059;146.3568;4.01286;99.02045;0.5839222;16.25656;98.05321;0.6818635;10.3461;447.6249;12.0065;32.91343;96.29128;113.4233;-318.0602;82.68428;39.22445;-262.2098;-311.9266;45.49808;97.09773;21.54138;20.21458;49.02413;60.20205;103.3667;95.58728;78.47627;92.2709;-66.39665;-74.42295;0.6963038;0.7732988;-811.0739;582.1085;682.7997;215.9714;95.22089;100.5505;146.9561
2252.302;67.88411;348.079;5.747931;0.9378932;94.81712;70.7719;6.296427;98.24819;6.116176;-12.34442;65.28783;30.60605;152.4722;4.023026;97.75998;0.6144547;16.14324;98.03347;0.708423;10.39837;352.8842;11.98756;34.19679;95.80092;117.3546;-325.6824;83.7934;39.84954;-260.0711;-310.555;46.53955;96.25045;21.789;20.59395;49.84691;61.06953;104.2208;94.81712;42.05631;92.4031;-67.05569;-74.34471;0.7221904;0.8040743;-806.233;580.357;682.7188;218.5839;96.39789;101.5055;148.4539
2239.244;68.18414;471.2321;9.904906;0.898572;95.02126;70.88232;6.262273;98.63343;6.099916;-8.298718;65.69032;30.53579;150.0227;4.01229;98.91684;0.5927269;16.25503;98.0368;0.6823969;10.46301;498.4397;11.97211;32.92389;96.59135;112.5411;-314.0107;76.74249;39.00293;-264.3717;-313.5697;45.16146;96.61176;19.89647;19.26096;49.63577;59.64935;102.6661;95.02126;65.29431;90.22555;-67.42315;-73.1991;0.6853449;0.7703089;-810.5282;583.1179;682.1313;215.8351;94.81876;100.3869;146.5824
2235.226;68.49113;356.2487;9.895736;0.8625768;95.37141;70.50323;6.171909;98.31762;6.018257;-13.58537;65.66702;30.32475;147.8304;4.013508;99.00616;0.5583698;16.15674;98.10116;0.6571007;10.34926;387.3685;11.774;31.50435;96.31897;111.7265;-310.0117;81.83503;38.19651;-263.4087;-312.8396;44.46053;96.8404;20.96322;19.47194;47.77956;59.04487;102.0726;95.37141;76.48598;91.16395;-65.80417;-74.04956;0.6718405;0.7432709;-815.0524;581.8292;680.3489;213.7011;93.76206;98.95304;145.1544
2231.033;67.97913;396.6094;5.769751;0.9500905;95.12183;71.13429;6.290812;98.53064;6.09369;-7.3011;65.39336;30.58424;154.2365;4.004614;97.83655;0.6335366;15.91487;98.03017;0.7145444;10.3317;400.8636;11.99927;35.48668;96.38095;118.7701;-325.437;75.8045;42.78708;-263.4182;-313.5573;47.29741;96.71885;22.42243;23.11116;54.64888;63.14042;105.2614;95.12183;63.03657;93.10823;-69.43764;-73.12413;0.717585;0.8120268;-805.004;574.3214;678.4771;219.275;98.76101;103.5431;149.8162
2230.88;67.71165;385.3154;5.778424;0.8898649;95.26511;70.88328;6.282869;98.30582;6.115492;-6.385444;65.16953;30.55424;154.1835;4.010198;97.85509;0.5841482;16.00625;97.9749;0.6750777;10.37854;389.2227;11.99963;33.25313;96.2843;117.2377;-306.5566;80.47744;44.77445;-265.8409;-314.6771;45.77393;96.94262;25.59253;24.58385;54.88773;64.61837;106.7424;95.26511;92.96518;94.62846;-68.04845;-72.98355;0.6783773;0.7640107;-813.6609;578.9767;678.8871;217.149;99.48669;103.8382;149.5026
2229.629;68.261;399.0881;10.37622;0.9145147;95.5994;71.02741;6.334473;98.76294;6.153249;-4.376863;65.81826;30.61988;150.774;3.993785;98.91235;0.6058523;16.05867;97.97835;0.6912516;10.43931;445.6865;12.09404;34.57165;96.94001;114.1798;-317.1504;78.5652;41.23802;-267.2412;-316.0732;46.29154;97.45593;21.443;21.07355;52.30627;62.33342;104.6068;95.5994;78.16429;91.55879;-66.72585;-72.09038;0.6878854;0.7828533;-810.091;575.8885;678.726;216.9717;97.04871;102.4742;148.3488
2229.473;68.42278;387.0798;10.38608;0.9001337;95.26556;70.90154;6.280987;98.66006;6.10953;-6.815261;65.9944;30.53338;150.4908;3.993534;98.88387;0.5935225;16.06774;97.99798;0.681831;10.47706;429.5616;12.00185;33.93195;96.86415;113.3295;-314.6248;79.01286;40.26807;-266.3558;-315.5276;45.78149;97.13403;21.27818;20.67577;51.0031;61.52364;103.8666;95.26556;76.52168;91.47911;-66.06491;-72.65162;0.6821985;0.7706643;-811.4841;577.6559;678.961;216.3797;96.01524;101.4025;147.4828
2229.002;67.68113;415.3439;5.788697;0.8898752;95.3206;70.90739;6.28474;98.31868;6.114868;-6.238107;65.13232;30.58567;154.1119;4.012105;97.86333;0.5846767;15.96094;97.97359;0.6748101;10.37716;419.7748;12.00017;33.38612;96.28795;117.1537;-306.298;80.49064;44.95313;-266.127;-314.8113;45.85017;96.98979;25.6243;24.73133;55.01789;64.8381;106.7196;95.3206;92.94937;94.55048;-68.42665;-73.05116;0.6769554;0.7637205;-813.717;578.6777;678.4529;216.8953;99.56817;103.8871;149.429
2228.469;68.18609;485.8013;9.893936;0.9001001;95.70071;71.07241;6.276268;98.75565;6.105846;-5.447195;65.63377;30.65419;152.5023;3.999953;98.94925;0.5947268;16.17291;98.04401;0.6812441;10.59237;515.2481;11.9992;33.80516;96.46794;116.0629;-312.9428;81.75993;44.44241;-266.5592;-315.5453;45.86667;97.21466;24.99743;22.86098;54.57402;64.69566;106.1487;95.70071;47.75001;93.72823;-68.57645;-73.18094;0.6801465;0.7706398;-811.6475;581.1814;679.56;215.578;98.72416;103.6573;148.6692
2228.243;68.14436;456.4729;9.976736;0.900129;95.62302;71.09787;6.272926;98.78691;6.102298;-5.178923;65.6793;30.53149;151.7946;4.00807;98.94652;0.5971305;16.15289;98.0215;0.6820555;10.56076;486.3326;11.99838;33.66739;96.5023;115.2825;-312.3132;79.90562;43.38144;-267.2523;-315.7455;45.70878;97.16342;23.85531;23.07709;53.47937;63.82056;105.5763;95.62302;65.85126;92.71043;-68.36113;-72.59409;0.6792167;0.7714359;-811.4972;581.274;679.9196;215.6791;98.14675;103.3062;148.396
2224.984;67.75777;429.5451;5.785038;0.8898735;95.37202;70.91728;6.284506;98.32303;6.111582;-6.144787;65.25145;30.57501;154.2957;4.007082;97.86012;0.5850574;15.91951;97.9547;0.6744131;10.39379;435.4677;11.99957;33.82248;96.29845;117.3095;-306.5065;79.88044;45.11267;-266.4357;-315.3767;46.07376;97.03156;25.57625;24.16317;55.60814;64.8192;106.8612;95.37202;93.02364;94.64364;-68.36237;-72.82137;0.6760803;0.762948;-813.8314;577.3361;677.6287;217.0504;99.67205;103.9851;149.5606
2224;67.664;416.3529;5.804193;0.8898709;95.40088;70.93951;6.280662;98.3382;6.110075;-5.308295;65.10488;30.58668;154.4094;4.00811;97.86271;0.5847363;15.9209;97.9491;0.6746255;10.37454;422.1498;11.99786;33.68279;96.3006;117.5042;-306.2505;80.50156;45.40194;-266.542;-315.2074;45.99469;97.11098;25.84892;24.93768;55.67659;65.30885;107.0553;95.40088;93.35352;94.83636;-68.59245;-72.98264;0.6752848;0.7642158;-813.7296;577.7311;677.8435;217.0065;99.94418;104.186;149.6711
2220.866;68.48891;391.2031;10.25608;0.8512664;94.96208;70.6988;6.181425;98.51627;6.025683;-9.312399;66.01852;30.28495;147.6763;4.000641;98.83626;0.5561863;16.03117;97.97829;0.6465138;10.54465;453.5168;11.81407;31.99164;96.66527;110.1487;-305.1492;77.24636;37.0692;-267.2354;-315.9189;44.13393;96.80139;18.6607;17.87311;47.74717;58.40214;101.4978;94.96208;75.0772;89.49003;-64.06824;-72.4995;0.6516719;0.7295697;-816.5999;576.1672;677.77;214.2482;92.92376;98.29442;144.8468
2219.692;68.9304;416.7405;10.12812;0.871911;94.93235;70.53325;6.114278;98.35094;5.953532;-14.45294;66.39844;29.89616;148.0984;3.996593;98.83247;0.5659921;16.02819;98.04272;0.663139;10.44313;441.8423;11.66558;32.11076;96.26775;110.4979;-310.5583;79.52145;37.77346;-263.2335;-312.5003;44.92787;96.13561;20.13576;20.61201;46.56885;57.82109;101.2847;94.93235;70.68388;90.26237;-65.81863;-73.90153;0.6764353;0.7485657;-814.0372;580.2913;679.4576;214.0929;93.26229;98.59125;144.9311
