K5F5.PV;K5F6X.PV;K5T16.PV;K5T15.PV;K5T17.PV
35.00674;29.49952;95.67125;116.3;129.4337
35.59259;30.35624;95.48062;116.3;128.4881
37.46167;30.30251;95.99125;116.2988;130.9744
36.94611;30.18521;96.06062;116.2988;130.8669
37.13523;30.43887;96.13375;116.2975;130.8719
33.39736;29.64833;96.015;116.2962;130.745
33.51983;27.61307;96.78125;116.2962;130.6094
35.88703;30.96411;96.87375;116.2962;132.2644
36.74673;30.43729;96.28875;116.2962;131.4031
36.978;30.50835;96.06375;116.2962;130.8306
35.81913;30.44793;96.0825;116.2962;131.2319
31.90365;26.91424;95.86875;116.295;131.69
35.42376;29.37766;95.335;116.295;130.4125
33.25661;28.03016;96.0375;116.2938;131.9187
35.59586;30.51355;95.53625;116.2938;128.6588
33.54304;29.5112;95.98125;116.2937;130.645
35.99494;30.47255;96.5125;116.2937;131.2125
37.29569;30.45368;96.08688;116.2937;130.9912
36.88641;29.89523;95.72875;116.2937;130.8781
35.70964;29.43692;95.41875;116.2937;130.38
35.17176;29.50325;95.715;116.2937;130.4081
34.86489;29.58627;95.695;116.2937;129.4688
35.67078;29.25171;95.4225;116.2925;130.8712
35.75895;29.27004;95.4375;116.2913;130.8725
33.08359;27.67269;96.00813;116.29;131.0231
31.86963;27.93052;96.00437;116.29;131.5625
33.76025;27.72845;97.3675;116.29;131.3925
35.53184;30.48523;95.57687;116.29;128.745
33.50572;29.69736;96.01;116.2887;130.8119
33.63135;26.79369;96.25562;116.2887;131.6975
36.38242;30.6686;96.3975;116.2887;131.6862
34.15953;29.61963;95.59812;116.2887;129.675
35.03954;29.49574;95.96249;116.2875;130.6313
33.5744;28.04508;96.04625;116.2875;131.9381
35.86171;30.72482;96.88063;116.2875;132.2075
35.20451;29.52231;95.42062;116.2875;130.43
34.23951;29.77259;95.61813;116.2875;129.5912
37.43466;30.22516;96.005;116.2862;130.8887
34.18293;29.62652;95.61562;116.2862;129.4688
34.85926;29.59004;95.69875;116.2862;129.4956
33.26627;28.17878;96.03687;116.285;131.8937
37.30838;30.55845;96.06812;116.285;131.0225
33.90039;29.63296;95.695;116.285;129.9688
35.15024;29.5352;95.7325;116.285;130.4044
32.76767;27.84163;97.22312;116.2838;131.2838
36.60075;30.44796;96.33375;116.2838;131.6519
32.74727;27.69465;95.98125;116.2825;131.0963
31.93991;26.83658;95.86625;116.2825;131.7175
32.57173;26.6319;96.16;116.2825;131.4031
36.36507;30.46522;96.26688;116.2825;131.6331
36.94662;30.48349;96.07875;116.2825;130.9681
36.0537;30.60648;95.9825;116.2825;130.6738
34.26433;30.00338;95.97938;116.2825;131.0406
32.25308;28.02033;97.045;116.2813;131.34
33.08825;27.54681;96.02563;116.28;131.0319
36.56076;30.5414;96.32249;116.28;131.5231
35.54956;30.54542;96.0825;116.28;131.2175
36.4501;29.91893;96.10687;116.28;130.8737
34.9782;29.71185;95.43625;116.28;130.4756
35.21494;29.46551;95.76688;116.28;130.4088
35.85707;29.75048;95.75438;116.2788;130.4981
32.48222;27.9762;97.00562;116.2787;131.3663
36.9943;30.58945;96.21938;116.2787;131.2594
35.56138;30.42575;96.09125;116.2787;131.1875
36.96069;30.35209;96.06313;116.2787;130.8538
35.76527;30.89773;96.88438;116.2775;132.1806
36.16505;30.47366;96.47437;116.2775;131.8144
35.01838;29.37819;95.28938;116.2775;130.3881
35.4246;29.10689;95.9625;116.2763;130.6638
34.55859;29.51724;96.075;116.2763;131.1894
31.78531;28.00378;95.96562;116.2763;131.1619
34.17484;27.96119;96.04312;116.2763;131.955
35.34657;29.36441;95.31438;116.2763;130.4056
34.57984;29.46467;95.5175;116.2763;131.2625
35.11877;29.59129;95.7;116.2763;130.3094
32.6144;26.55338;96.1575;116.2762;131.41
32.88161;27.10111;96.19376;116.275;132.3025
36.14098;30.59244;95.9725;116.275;130.7019
37.00373;30.14842;96.05813;116.275;130.8556
31.75902;28.04554;96.00188;116.2738;131.1944
36.8274;29.71045;95.71625;116.2738;130.805
35.64629;29.3423;95.43687;116.2738;130.91
35.2653;29.63001;95.25813;116.2738;129.3769
33.66814;29.72984;96.05875;116.2725;131.0762
35.81219;29.3539;96.0875;116.2725;131.3913
31.71388;28.08108;95.98187;116.2725;131.3031
31.93991;26.94774;95.86501;116.2725;131.6594
32.03882;27.7761;97.17625;116.2725;131.2594
36.27075;30.61879;96.41125;116.2725;131.7
36.2284;30.50104;96.24187;116.2725;131.5019
35.19962;29.59292;95.58;116.2725;131.365
31.99087;26.80351;95.83187;116.2712;131.6769
37.0238;30.2703;96.13812;116.2712;130.8719
36.41106;30.45688;96.2875;116.2712;131.7481
36.14798;30.61233;96.005;116.2712;130.6288
35.39666;29.14217;95.94063;116.27;130.6725
32.70083;27.67033;95.9875;116.27;131.0731
31.72327;28.16364;95.97625;116.27;131.4169
35.86757;30.82533;96.8625;116.27;132.2038
35.51728;30.69243;95.59375;116.27;128.8169
35.58696;29.18875;95.96687;116.2688;130.7644
33.68411;26.86922;96.2825;116.2688;132.03
32.23344;27.88567;97.20062;116.2688;131.2531
32.20142;28.09093;97.07;116.2688;131.3419
37.03088;30.35469;96.15125;116.2688;130.8725
35.55476;30.35028;96.06125;116.2688;131.1687
36.87202;29.84095;95.70062;116.2688;130.9081
35.09383;29.49173;95.61188;116.2688;129.6844
35.19161;29.53004;95.70625;116.2688;130.3338
32.88779;27.83716;97.23062;116.2687;131.3013
35.49287;29.07984;95.95062;116.2675;130.7281
34.8968;29.50833;95.97;116.2675;130.6244
31.79405;27.88496;95.97875;116.2675;131.1369
32.70773;27.86561;97.295;116.2675;131.7194
33.54108;27.5351;96.7725;116.2675;130.6094
36.54865;30.61426;96.31625;116.2675;131.575
35.24984;29.64033;95.26125;116.2675;129.3438
34.20783;29.59505;95.59062;116.2675;129.6531
34.11009;29.58424;95.65875;116.2675;129.85
35.06778;29.8026;95.68125;116.2675;130.2381
35.3685;29.20918;95.95625;116.2663;130.6944
36.22917;30.38121;96.24187;116.2663;131.5825
37.36312;30.7937;96.1775;116.265;131.1469
36.48126;30.56281;96.32938;116.265;131.7731
35.66504;29.33767;95.43813;116.265;130.9281
34.38129;29.60954;95.67813;116.265;130.1387
34.34222;26.87255;96.25687;116.2637;132.25
36.61804;30.54889;96.31812;116.2637;131.615
35.57951;30.30505;96.04688;116.2637;131.1769
36.87952;29.86134;95.73563;116.2637;130.9913
35.75061;29.37438;95.42625;116.2637;130.3312
35.57317;29.17757;95.93125;116.2625;130.8069
31.96379;26.92581;95.83688;116.2625;131.6644
32.79854;27.01293;96.20062;116.2625;132.2863
33.02422;27.82685;97.30312;116.2625;131.7219
36.34508;30.47972;96.25687;116.2625;131.6706
33.95214;29.57058;95.65938;116.2625;129.8269
36.49786;30.20825;96.09;116.2612;130.8631
36.22519;30.60466;96.20937;116.26;131.5112
36.93686;29.70213;95.76125;116.26;131.0306
35.93;29.70867;96.07125;116.2588;130.8519
34.99926;29.64871;95.64625;116.2588;129.4269
35.46747;29.24767;95.96875;116.2575;130.71
33.13393;27.68211;96.10001;116.2575;130.9
32.45699;28.11585;96;116.2575;131.8075
33.70226;26.77823;96.26688;116.2575;131.9225
32.48384;26.59105;96.1475;116.2575;131.3781
32.96987;27.8184;97.28188;116.2575;131.71
32.24632;28.04204;97.05937;116.2575;131.3375
33.51372;27.74278;96.66688;116.2575;130.9362
32.03972;26.80835;95.83688;116.2563;131.6512
33.06602;27.64762;95.99187;116.2562;131.0363
36.08296;30.77012;96.90188;116.2562;132.1594
34.39445;26.86262;96.245;116.255;132.2413
33.74625;27.8743;96.52375;116.255;130.685
36.57272;30.28771;96.10438;116.255;130.8487
36.25711;30.14793;95.7925;116.255;131.2344
35.84105;29.67116;95.765;116.255;130.5775
36.05495;29.95444;96.07125;116.2537;130.8844
33.95791;29.65648;95.70062;116.2537;130.0819
32.86258;27.04537;96.17937;116.2525;132.3075
35.45396;29.89178;96.045;116.2525;130.845
35.23994;29.69729;95.265;116.2525;129.3281
34.54891;29.36594;96.06625;116.2513;131.2381
33.59765;27.85013;96.6275;116.2513;130.8712
35.80934;29.7122;95.73438;116.2513;130.54
35.08479;29.63729;95.69688;116.2513;130.2913
32.86921;27.14507;96.15938;116.25;132.2775
32.89154;26.99473;96.21562;116.25;132.3069
32.20095;28.00115;97.025;116.25;131.3656
37.0076;30.60587;96.11125;116.25;131.3344
36.52291;30.06868;95.77875;116.25;131.1494
34.53332;29.44575;95.52625;116.2487;131.2287
31.71869;28.09099;95.97688;116.2475;131.3469
32.06374;26.70121;95.82687;116.2475;131.6638
30.33068;26.89186;96.1175;116.2475;131.4731
32.66233;27.81065;97.29813;116.2475;131.7469
32.20097;27.77532;97.12312;116.2475;131.3025
33.60542;27.8791;96.58688;116.2475;130.8281
36.97436;29.95747;95.73;116.2475;131.1044
34.28682;29.59098;95.66813;116.2475;130.085
33.09526;27.6161;96.02875;116.2462;131.0063
31.76502;26.61609;96.11938;116.2462;131.3862
33.6621;27.80473;96.5675;116.2462;130.755
33.74195;27.90252;96.55187;116.2462;130.7181
36.13653;30.58205;96.4675;116.2462;131.8169
32.15776;27.92235;95.97;116.245;131.1156
35.92739;30.55765;96.54063;116.245;131.2306
36.22942;30.46233;96.45563;116.245;131.8144
36.63608;30.56572;96.31688;116.245;131.5056
35.04431;29.67497;95.47938;116.245;130.55
35.5093;29.20516;95.97188;116.2438;130.7281
31.90088;27.97189;96.02812;116.2438;131.6419
31.93102;27.00737;95.875;116.2438;131.6706
36.9841;30.34214;96.09875;116.2438;130.9362
36.97484;30.36036;96.03625;116.2438;130.8663
37.02987;30.29093;96.065;116.2438;130.87
35.62812;29.26702;95.38437;116.2438;130.7288
35.12043;29.42612;95.55625;116.2438;131.3231
32.89845;27.75765;96.01375;116.2425;131.0519
32.0252;26.89194;95.79562;116.2425;131.6475
33.07527;26.97995;96.55563;116.2425;131.8344
35.94642;29.88168;96.10688;116.2425;130.845
33.91824;29.64881;95.69625;116.2412;130.0188
36.22034;30.51674;96.41563;116.24;131.7737
36.94083;30.42426;96.13;116.24;130.8581
35.50827;29.76967;96.05812;116.24;130.8506
35.35545;29.33092;95.30688;116.24;130.3913
34.85265;29.49283;95.27625;116.24;130.3813
35.83151;29.66128;95.765;116.24;130.5938
34.21735;29.67344;95.64375;116.24;129.7225
36.39487;30.62433;96.28625;116.2388;131.7188
36.12414;30.61755;95.9775;116.2388;130.6712
36.32906;30.47515;96.2525;116.2387;131.6131
35.2684;29.51617;95.2375;116.2387;129.3412
30.36374;26.77913;96.12063;116.2375;131.3794
32.19193;27.98666;97.1;116.2375;131.335
35.86254;30.67919;96.15;116.2375;131.3831
35.02805;29.47021;95.57687;116.2375;131.33
31.72989;27.97417;95.9875;116.2363;131.5144
34.41283;26.97851;96.23;116.2363;132.2606
33.57035;27.82278;96.63688;116.2363;130.8969
36.41607;30.57782;96.3225;116.2363;131.7594
35.60402;30.45703;96.03625;116.2363;131.1375
32.95675;27.76266;97.3025;116.235;131.7231
34.2242;29.54052;95.5125;116.235;130.6431
34.9768;29.51191;95.4275;116.235;130.5488
33.63975;29.74483;96.035;116.2337;130.875
30.29202;26.96897;96.11813;116.2337;131.3813
35.61608;29.64019;95.79813;116.2337;130.5756
32.66901;27.7519;97.3;116.2325;131.7437
35.85931;30.91323;96.85062;116.2325;132.2044
34.03194;29.72678;95.77125;116.2325;130.4319
35.07274;29.62451;95.78625;116.2325;130.5688
33.50633;27.67338;96.755;116.2313;130.5894
33.51593;27.63627;96.74375;116.2312;130.6087
31.7088;28.02558;95.9675;116.23;131.2862
32.26713;26.80124;95.82125;116.23;131.6719
33.00898;27.71993;97.33437;116.23;131.7363
36.24327;30.37213;96.23813;116.23;131.5775
33.98981;29.80294;95.73625;116.23;130.2712
31.8523;26.71416;96.15375;116.2288;131.3731
35.99799;30.55787;96.51187;116.2288;131.195
36.62658;30.45886;96.13625;116.2288;130.8537
37.30741;30.42552;96.065;116.2288;131.0056
35.58339;30.47496;96.02312;116.2288;131.1169
35.92171;29.70001;96.06562;116.2288;130.8813
34.1133;29.56617;95.645;116.2288;129.93
32.67569;27.80374;95.99375;116.2275;131.0569
32.04422;26.82291;95.84125;116.2275;131.6438
34.84158;30.19108;95.875;116.2275;131.2663
31.92716;27.2441;96.1675;116.2262;132.24
33.02728;27.77617;97.3125;116.2262;131.7275
33.64631;29.84448;96.04;116.225;131
32.41408;28.0748;96.0075;116.225;131.7162
31.99238;26.80557;95.83437;116.225;131.6619
32.3461;27.87195;97.31438;116.225;131.7262
36.27313;30.59754;96.43188;116.225;131.7956
36.43204;29.85302;96.10313;116.225;130.8694
35.63585;29.38154;95.435;116.225;130.9419
35.19864;29.48821;95.2275;116.225;129.3131
36.47031;30.13636;96.08688;116.2238;130.8463
36.04564;30.72749;96.8425;116.2237;132.1431
32.13311;26.82187;95.81875;116.2225;131.6563
36.1834;30.55188;96.47625;116.2225;131.7862
33.8285;30.07691;96.015;116.2225;130.8544
36.62518;30.40578;96.50125;116.2213;131.1825
34.85952;29.38109;95.29688;116.22;130.3869
37.02002;30.51282;96.11687;116.2188;130.9288
36.54268;30.32909;96.32813;116.2188;131.635
35.62912;30.13891;96;116.2188;131.0225
35.94762;29.52945;95.69937;116.2188;130.6975
35.23309;29.54841;95.2175;116.2188;129.3075
35.81648;29.58342;95.7375;116.2188;130.5744
32.35532;28.11594;96.03125;116.2175;131.7781
36.08518;30.63246;96.85438;116.2175;132.1344
36.28769;30.53797;96.33688;116.2175;131.7513
34.49788;30.15007;95.92;116.2175;131.2075
34.47889;29.40004;95.50875;116.2175;131.2137
34.41071;29.68272;95.64125;116.2175;129.9937
36.71066;30.09071;96.06375;116.2162;130.8725
36.24142;30.1891;95.79313;116.2162;131.2906
33.96456;29.77032;95.73375;116.2162;130.2275
34.87226;29.5368;95.28875;116.215;130.38
33.73549;27.91503;96.46625;116.2138;130.5562
34.42743;29.50086;95.31125;116.2138;130.4406
31.96354;26.88162;95.89;116.2125;131.7056
32.85634;27.69417;97.3375;116.2125;131.6975
33.42703;27.87593;96.7525;116.2125;131.1237
33.49441;27.72835;96.68562;116.2125;131.0019
35.59729;29.43059;96.02625;116.2113;130.9569
35.65201;29.17177;95.96;116.2113;130.8306
33.64521;27.15996;96.28375;116.2113;132.1938
33.685;27.06705;96.27062;116.2113;132.1387
33.05108;26.90121;96.56875;116.2113;131.8381
33.55539;27.81017;96.6725;116.2113;130.9625
35.99394;30.75047;96.17625;116.2113;131.3581
35.77148;29.69486;96.04938;116.2113;130.8687
34.2182;30.14768;96;116.2113;130.8681
34.45527;29.43227;95.49375;116.2113;131.1831
34.36112;29.54559;95.52625;116.2113;130.6362
34.25515;29.62187;96.03375;116.21;131.1387
33.48944;27.76157;96.74625;116.21;131.0569
36.16974;30.56076;96.475;116.21;131.8575
36.14014;30.49533;95.96249;116.21;130.6894
35.53654;29.75341;96.0675;116.21;130.8644
36.90436;30.1094;95.755;116.21;131.1212
35.61484;29.25696;95.98937;116.2087;130.8131
33.5144;29.54047;96.00625;116.2087;130.6687
31.92237;27.21165;96.14875;116.2087;132.2119
36.37769;30.53766;96.2725;116.2087;131.6956
36.35708;30.55029;96.34;116.2087;131.6438
36.286;30.13063;95.7775;116.2087;131.1987
35.0439;29.61914;95.45062;116.2087;130.5875
33.09748;27.06584;96.53625;116.2075;131.8125
36.46954;30.51026;96.30375;116.2075;131.7944
35.90532;29.79511;96.1275;116.2075;130.8644
34.11637;30.04297;96.04063;116.2075;130.8506
33.99646;29.75053;95.7225;116.2075;130.3675
34.20187;29.76463;95.72625;116.2075;130.49
35.92168;30.73373;96.77125;116.2063;131.985
31.52938;26.88409;96.575;116.205;131.7919
35.97136;30.19677;95.85375;116.205;131.2831
35.58706;29.36761;95.9775;116.2038;130.9531
31.95265;27.19419;96.165;116.2038;132.2481
36.49124;30.39607;96.34563;116.2038;131.66
33.97011;29.81751;95.73;116.2038;130.1456
37.05916;30.30189;96.11125;116.2025;130.9169
36.49408;30.00554;96.11125;116.2025;130.855
34.36652;29.46549;95.48813;116.2025;131.1362
34.71821;29.7724;95.75;116.2025;130.5056
34.10389;29.70127;95.6425;116.2025;129.7906
36.66407;30.45166;96.15938;116.2012;130.8619
35.86638;29.63724;95.69437;116.2;130.6481
33.93283;29.69003;95.6575;116.2;129.8681
36.99176;30.43167;96.10688;116.1988;130.9194
36.35636;30.51012;96.35;116.1988;131.6625
36.16874;29.57327;95.68938;116.1988;130.7156
35.63098;30.45496;96.01813;116.1987;131.07
32.82306;27.16724;96.16625;116.1975;132.2863
36.01696;30.5189;96.3425;116.1975;131.6563
35.91462;29.80224;96.07625;116.1975;130.8675
34.71615;30.20956;95.8875;116.1975;131.2419
30.35684;26.91505;96.12125;116.195;131.5381
36.24186;30.23769;95.80688;116.195;131.295
35.3923;29.58558;95.20313;116.195;129.2813
35.38781;29.70513;95.19063;116.195;129.3331
32.19054;27.91781;97.07188;116.1938;131.3294
35.93691;30.66004;96.13875;116.1937;131.4
35.12788;29.50773;95.19312;116.1937;129.2606
30.30473;26.81929;96.13313;116.1925;131.4131
36.58604;30.43292;96.31937;116.1925;131.5744
36.27993;30.17871;95.82063;116.1925;131.2787
33.46942;27.72557;96.70438;116.1913;131.0187
33.46684;27.56637;96.77062;116.1912;130.6106
35.58372;29.43224;95.4375;116.1912;130.9669
33.58938;27.24679;96.30813;116.19;132.2219
33.49854;27.49546;96.7475;116.19;130.6019
33.49181;27.60712;96.75625;116.1888;130.6006
36.00948;30.85038;96.85688;116.1888;132.1913
35.12354;29.83106;95.21375;116.1888;129.2681
32.94936;26.96057;96.57188;116.1875;131.8094
35.63548;30.32898;96.02187;116.1875;131.0525
36.87655;29.82727;95.73938;116.1875;130.9419
35.98747;30.50709;96.48375;116.1862;131.8512
36.47413;30.42155;96.31375;116.185;131.8094
37.05775;30.4087;96.10938;116.185;130.8856
34.32307;30.25737;95.92313;116.185;131.1406
33.77685;27.8186;96.5125;116.1838;130.6581
36.83075;29.76494;95.695;116.1838;130.7906
35.55251;30.47621;96.05063;116.1837;131.1187
34.33073;30.14887;95.93687;116.1825;131.1019
31.57827;26.94596;96.57375;116.1813;131.8
35.55126;30.29866;95.98438;116.1813;130.9075
34.24437;29.87802;96.00562;116.1813;130.9612
36.53372;30.63221;96.1325;116.1812;131.3694
36.83352;29.81048;95.69375;116.18;130.815
33.48764;27.83621;96.77563;116.1787;131.2019
31.23282;26.91802;96.11687;116.1775;131.7681
35.58971;30.45852;96.03938;116.1775;131.155
35.57376;29.52941;95.4425;116.1775;131.03
36.2938;30.53576;96.17375;116.1763;130.8644
34.43647;29.42671;95.4425;116.1763;130.9969
34.32541;29.39602;95.4375;116.1763;131.0344
31.79436;26.85971;96.56625;116.1762;131.7825
34.74576;29.65249;95.71812;116.1762;130.6263
35.57664;29.49088;95.4325;116.1762;131.0156
36.6988;30.36782;96.45875;116.175;131.14
35.19781;29.64127;95.20625;116.175;129.2663
35.65669;30.61665;96.77875;116.1738;131.9769
35.98154;30.79638;96.53125;116.1738;131.26
36.806;30.57283;96.125;116.1738;131.3594
36.01752;30.52419;96.48063;116.1738;131.8587
35.59422;29.47445;95.42125;116.1738;130.97
34.38239;29.56682;95.31563;116.1738;130.4188
30.34748;26.83642;96.09438;116.1725;131.5925
34.83135;30.16096;95.8925;116.1725;131.265
35.9917;30.70936;96.16875;116.1712;131.3581
34.89008;30.1948;95.87312;116.1712;131.2794
35.04122;29.64525;95.48062;116.1712;130.6244
32.57242;26.71124;95.80875;116.17;131.6556
33.63355;27.01804;96.27;116.17;132.085
32.14806;27.72276;97.14313;116.17;131.2937
36.70395;30.40273;96.035;116.17;131.1
37.05914;30.45965;96.12375;116.17;130.8831
35.84935;29.52609;95.71625;116.17;130.6675
33.50221;27.10916;96.31937;116.1687;132.2663
36.45932;30.41669;96.16063;116.1687;130.8606
34.2621;29.84864;96.00563;116.1687;130.9837
33.7514;27.91799;96.4225;116.1675;130.4356
36.23618;30.6717;96.82063;116.1675;132.0938
36.02664;30.54333;96.36312;116.1675;131.6306
35.80326;30.34387;95.97938;116.1675;130.8362
34.47831;29.54662;95.31937;116.1675;130.4831
35.16245;29.4598;95.22188;116.1675;129.2912
33.8377;27.23325;96.3;116.1663;131.9356
34.80627;30.61063;96.32687;116.1663;131.6894
34.28387;29.64673;95.40562;116.1663;130.8687
35.07255;29.60994;95.19563;116.1663;129.2975
33.49332;27.79736;96.79;116.1662;131.2506
33.74217;27.79201;96.47124;116.1662;130.5906
31.84387;27.19418;96.1475;116.165;132.2325
33.40959;27.82865;96.78688;116.165;131.1875
35.69748;28.97162;95.64625;116.165;131.085
34.37265;29.55637;95.44125;116.165;131.1063
33.47117;27.74872;96.77812;116.1637;131.1356
36.00223;30.82663;96.57125;116.1637;131.3081
35.49027;30.63081;96.3175;116.1637;131.71
35.65098;29.30276;95.98375;116.1625;130.8919
32.55547;26.77306;95.82375;116.1625;131.6356
31.33268;27.0115;96.10812;116.1625;131.8237
36.12523;30.55354;96.82437;116.1625;132.13
35.53798;29.41408;95.44437;116.1625;131.035
35.61404;29.26619;95.96;116.1612;130.8844
35.92007;29.5203;95.68188;116.16;130.6575
31.28063;27.11574;96.09312;116.1588;131.8756
33.45705;27.62446;96.74313;116.1588;130.605
36.29542;30.62707;96.4925;116.1588;131.8694
34.74909;29.50719;95.2775;116.1575;130.3963
34.2327;29.64634;95.5375;116.1575;130.6294
31.35726;27.25254;96.10375;116.1563;132.0306
33.21418;27.87103;97.32063;116.1563;131.7094
36.69682;30.4633;96.065;116.1563;131.2481
34.87196;29.59339;95.6975;116.1563;130.6106
34.36651;29.3487;95.41125;116.1563;130.995
34.41981;29.56327;95.44813;116.1563;131.0869
35.31162;29.51412;95.19;116.1563;129.2631
31.2718;27.09048;96.11188;116.155;131.9462
36.20893;30.43449;95.92188;116.155;130.6837
29.78181;23.1893;96.85125;116.155;126.1344
34.24947;29.7734;95.56062;116.1538;130.5919
35.96241;30.31763;96.48812;116.1537;131.8525
32.53268;26.70133;95.81812;116.1525;131.65
36.05829;30.77062;96.16125;116.1525;131.3725
36.66964;30.29446;96.14875;116.1525;130.8681
34.3976;29.57476;95.29938;116.1525;130.4594
34.24818;29.95853;95.99875;116.1513;130.9156
34.30845;30.11755;95.92937;116.1513;131.1062
35.40406;29.68914;95.20813;116.1512;129.2894
33.71433;28.01418;96.43375;116.15;130.4969
36.31404;30.52577;96.17875;116.15;130.89
36.01976;30.72519;96.145;116.1488;131.4056
35.88546;30.21985;95.94875;116.1488;130.7925
35.02358;29.49857;95.485;116.1488;130.6125
31.4469;26.9156;96.5925;116.1475;131.9744
36.18723;30.46004;95.93875;116.1462;130.6956
35.85909;29.63489;95.7025;116.1462;130.6337
33.80654;27.2378;96.31062;116.145;131.9569
33.53804;27.83226;96.81438;116.145;131.2688
36.74971;30.70647;96.07125;116.145;131.2719
35.20639;30.08853;95.875;116.145;131.2675
36.31025;30.54644;96.8125;116.1438;132.0938
35.86295;30.17538;95.94813;116.1438;130.8131
36.11812;30.43717;95.95187;116.1437;130.73
30.4406;26.91316;96.13125;116.1425;131.7
36.99117;30.4549;96.09312;116.1425;130.8944
36.72753;30.4929;96.10313;116.1413;131.3712
37.01196;30.25869;96.09625;116.1413;130.8756
35.60546;30.36175;95.97688;116.1413;130.9594
34.97407;29.58104;95.6725;116.1413;130.6181
35.15789;29.59642;95.18813;116.1413;129.2487
33.46485;27.07744;95.825;116.14;131.6487
35.95714;30.4881;96.4825;116.14;131.84
36.26534;30.59207;96.46812;116.14;131.8556
36.11497;30.44811;96.33813;116.14;131.63
34.91541;29.47796;95.71437;116.1387;130.6094
32.54161;27.9153;97.31563;116.1375;131.7075
35.34937;29.6225;95.17937;116.1375;129.2925
35.71704;30.62203;96.82313;116.1363;132.0081
35.82703;29.527;95.70625;116.1363;130.6163
34.92999;29.58517;95.71249;116.1363;130.6375
33.41506;27.76231;96.73063;116.1362;131.0994
32.60549;26.91588;96.31687;116.135;132.2931
35.70705;30.59361;96.83938;116.135;132.0369
35.14257;29.72746;95.18875;116.135;129.0356
33.42725;26.85039;95.82188;116.1338;131.655
31.31239;27.12121;96.11188;116.1338;131.9856
33.13855;27.90012;97.31625;116.1338;131.7137
34.92579;30.76424;96.38625;116.1338;131.4075
36.15522;30.52489;95.96563;116.1338;130.6675
36.02201;30.53376;95.93375;116.1338;130.7413
34.36871;30.24312;95.915;116.1338;131.1794
33.81474;28.01348;96.40625;116.1325;130.3913
37.37849;30.45772;96.56875;116.1325;131.3587
34.30421;29.84077;95.97188;116.1325;131.0056
33.76628;27.19972;96.34563;116.1313;131.9937
35.99594;30.64595;96.175;116.1313;131.3256
33.53987;27.79581;96.84;116.1312;131.3056
36.85489;30.40508;96.47188;116.1312;131.1256
35.64138;30.42381;96.015;116.1312;131.1087
36.26171;30.49284;96.16937;116.13;130.87
35.14586;29.7173;95.20625;116.13;129.2363
35.32981;29.60026;95.17687;116.13;129.315
33.50375;27.6409;96.7525;116.1288;130.5944
37.07898;30.52851;96.13125;116.1288;130.8631
33.62079;27.21189;96.295;116.1275;132.2225
33.53654;27.85633;96.83125;116.1275;131.3725
36.00143;30.74215;96.51938;116.1275;131.2838
37.1178;30.57133;96.135;116.1275;130.8837
31.8633;27.08797;96.13563;116.1263;132.1056
32.87918;27.29694;96.38499;116.1263;132.1237
32.69416;27.09029;96.45937;116.125;132.34
33.56165;27.76421;96.81125;116.125;131.3269
35.65178;30.18967;95.9875;116.125;131.0156
35.51286;29.68871;95.695;116.125;130.6356
35.06193;29.68075;95.70687;116.125;130.6219
35.59094;29.3068;96.00437;116.1237;130.9844
33.42941;26.961;95.8325;116.1237;131.6275
35.9616;30.74025;96.5275;116.1237;131.2587
36.71267;30.72034;96.10563;116.1237;131.3338
33.02584;27.2924;96.31375;116.1225;132.0556
33.66209;27.81878;96.83813;116.1225;131.4125
36.70217;30.35409;96.03125;116.1225;131.1294
37.02458;30.42354;96.09813;116.1225;130.8844
32.90378;26.66836;95.81875;116.1212;131.6313
31.71226;27.08448;96.13187;116.1212;132.0938
33.83384;27.87566;96.36063;116.1212;130.2594
36.76375;30.5987;96.06062;116.1212;131.2519
34.87289;30.76182;96.34;116.1212;131.6594
33.39515;26.44927;95.86625;116.12;131.4244
36.25311;30.3932;96.18375;116.12;130.9475
34.91518;30.74909;96.34187;116.12;131.6156
35.54623;29.36903;96.03313;116.1188;131.0587
31.54848;26.95043;96.59125;116.1188;131.8375
35.67261;30.66199;96.16251;116.1188;130.8963
34.34682;29.49245;95.42937;116.1188;131.0438
35.4024;29.5202;95.2;116.1188;129.34
34.38556;29.52333;95.35438;116.1187;130.7137
36.57309;30.50315;96.51563;116.1175;131.2694
36.53934;30.65288;96.15625;116.1175;131.395
36.72693;30.22453;96.04562;116.1175;131.0538
36.50921;30.28586;96.33187;116.1175;131.3106
35.54328;29.46979;95.44062;116.1175;131.0694
32.73365;26.92504;96.31875;116.1162;132.2794
35.95125;30.37599;95.94312;116.1162;130.7569
36.05725;29.59451;95.71188;116.1162;130.7381
35.1535;29.74759;95.17875;116.1162;129.2587
35.65445;29.07644;95.63875;116.115;131.1181
34.32859;29.52236;95.32687;116.115;130.6256
35.40036;29.64661;95.18625;116.115;129.2969
32.6897;27.07332;96.46;116.1137;132.3212
36.73147;30.3743;96.02812;116.1137;131.0844
36.4609;30.32758;96.31812;116.1137;131.2819
36.13533;30.47961;95.9325;116.1137;130.7213
33.33307;26.39321;95.86562;116.1125;131.3875
32.80961;27.31731;96.36874;116.1125;132.0775
33.58615;27.9978;96.86625;116.1125;131.5225
36.55241;30.46529;96.54063;116.1125;131.2981
36.54345;30.27532;96.32813;116.1125;130.9106
35.28221;29.63991;95.20187;116.1125;129.3144
