K5F5.PV;K5F6X.PV;K5T16.PV;K5T15.PV;K5T17.PV
32.46147;28.17162;95.25875;110.4025;126.1338
34.00662;28.14955;95.23125;110.4025;125.8944
32.33487;28.03757;95.60563;110.4025;126.3894
33.32916;27.85932;95.48438;110.4013;126.1719
31.8797;27.80289;95.68375;110.4012;126.2406
34.20037;28.15936;95.2375;110.4012;125.9212
33.95255;27.64165;95.63125;110.4;126.0363
32.99423;27.66725;95.23063;110.4;125.8275
32.07738;27.70531;95.525;110.4;126.4238
32.01176;27.83285;95.54063;110.4;126.4587
32.25962;27.96375;95.6;110.4;126.6063
31.8664;27.77812;95.4475;110.4;125.8706
31.74641;27.92438;95.385;110.4;125.95
31.69321;28.01962;95.36937;110.4;125.9713
33.82546;27.82868;95.04;110.4;125.4737
32.34004;27.90933;95.60875;110.4;126.2294
34.64813;27.76922;95.43313;110.3988;125.9538
33.6143;27.68122;95.47813;110.3988;125.9381
34.32797;28.03599;95.33187;110.3988;126.1394
33.78654;28.1231;95.34062;110.3975;126.0906
33.12097;27.97613;95.30625;110.3975;126.2175
33.86931;28.12885;95.21313;110.3975;125.8656
34.25288;27.95183;95.40937;110.3975;125.8856
34.19908;28.06489;95.18063;110.3975;125.7119
35.40238;27.79419;95.02688;110.3962;125.5831
32.05153;27.92587;95.67687;110.3962;126.4581
33.55864;27.80194;95.38625;110.3962;126.0813
33.91441;28.04344;95.62312;110.3962;126.7631
32.83888;27.72489;95.46125;110.395;125.6687
33.08711;28.17661;95.4925;110.395;126.2913
32.08895;27.81732;95.5025;110.3938;125.0806
33.01844;27.48337;95.22437;110.3938;125.7988
33.81258;28.04681;95.105;110.3938;125.6469
33.83555;28.22825;95.57188;110.3938;126.7012
33.84762;27.89629;94.60062;110.3937;125.2631
32.39638;28.01712;95.62188;110.3937;126.6475
32.45455;28.07328;95.25625;110.3925;126.0706
33.54471;27.87727;95.3575;110.3925;126.17
33.61583;27.77857;94.99062;110.3925;125.4494
33.86159;28.21548;95.37063;110.3913;126.145
33.75079;27.86555;95.46;110.3913;125.9006
33.76716;27.77912;95.4525;110.3913;125.9056
34.2949;27.94973;95.06187;110.39;125.5875
33.21719;27.9131;95.2875;110.39;125.7781
34.01399;28.06903;95.07938;110.39;125.5825
33.45141;28.04821;95.31937;110.3887;126.3144
33.42094;28.03271;95.32687;110.3887;126.3219
31.78559;27.85879;95.39625;110.3887;125.8644
31.71682;27.9515;95.31062;110.3887;126.0156
34.09922;28.10368;95.2425;110.3887;125.9863
33.21569;27.93522;95.33938;110.3887;125.815
34.27366;28.14187;95.11813;110.3875;125.9219
35.27596;27.94858;95.03812;110.3875;125.4719
33.7486;28.10169;95.32687;110.3875;126.3025
33.48159;27.12143;95.65376;110.3875;125.8138
31.94034;27.75627;95.68375;110.3875;126.3613
32.82449;27.91928;95.44437;110.3875;125.7131
34.68338;27.82067;95.40938;110.3875;125.89
33.7015;27.69213;95.3425;110.3875;126.0406
34.15844;28.11985;95.14438;110.3863;125.8356
34.23054;28.17461;95.19375;110.3862;126.1025
32.00953;27.78168;95.5175;110.385;126.345
34.04515;27.65764;95.31937;110.385;126.0394
31.91028;28.08016;95.55312;110.385;126.2469
34.21121;27.90385;95.40625;110.385;125.8819
26.80145;22.82875;96.865;110.385;121.6612
33.15149;28.22401;95.47688;110.3838;126.2738
34.2775;28.1612;95.14875;110.3825;125.9431
33.38864;27.90007;95.34125;110.3825;126.2012
33.74626;27.98785;95.07;110.3825;125.5856
33.62469;27.79958;95.38875;110.3825;126.0569
33.45206;27.98875;95.35875;110.3812;126.3394
33.45858;27.94922;95.34312;110.3812;126.3106
31.87015;27.65603;96.19812;110.3812;125.6744
33.21703;27.89447;95.3025;110.3812;126.21
33.66837;27.79525;95.33625;110.38;126.1444
32.78457;27.89846;95.43063;110.38;125.7231
34.66745;28.07365;95.39562;110.38;125.9987
33.99065;27.94037;95.30437;110.38;126.0956
34.04649;28.12656;95.2;110.38;125.9469
33.92779;27.92107;95.0675;110.38;125.5537
32.72793;27.86431;95.495;110.38;125.96
36.71734;29.90747;94.19813;110.38;127.3688
33.89489;28.07615;94.55563;110.3788;125.1656
33.10469;28.05412;95.36063;110.3788;126.3594
32.97439;27.62825;95.2325;110.3788;125.8094
33.69018;27.76586;95.35875;110.3788;126.1663
33.79298;27.82239;94.99375;110.3788;125.4613
33.08495;27.45821;96.08875;110.3775;125.29
32.0168;27.4522;95.4125;110.3775;126.1188
31.93648;27.68285;95.70688;110.3775;126.3238
34.74037;27.93736;95.44688;110.3775;125.8587
33.67197;28.08277;95.15813;110.3775;125.7906
34.23015;27.89532;95.40125;110.3775;125.8719
33.91523;28.04367;95.19375;110.3763;125.6106
33.27449;28.20136;95.29125;110.3763;126.2025
31.89261;27.73974;96.165;110.3763;125.8469
31.71273;27.94182;95.385;110.3763;125.9287
34.34576;27.98363;95.09312;110.3763;125.6844
32.81408;27.87945;95.60001;110.375;125.9094
33.15369;28.13138;95.38125;110.375;126.3563
32.0481;27.4882;95.4375;110.375;126.215
31.99813;27.46652;95.67875;110.375;125.8531
34.76299;28.16725;95.34;110.375;126.3938
34.02531;28.03707;95.175;110.375;125.9875
34.03046;28.13648;95.17875;110.375;125.9388
32.74305;27.85327;95.4375;110.3737;125.7288
33.84721;27.9609;94.5725;110.3725;125.2288
33.72383;28.3421;95.2675;110.3725;126.2556
32.01745;27.54954;95.39437;110.3725;126.0906
34.60019;27.99535;95.395;110.3725;126.01
34.0911;27.78872;95.19125;110.3725;126.0156
33.21507;28.02123;95.32687;110.3725;125.8262
32.58315;27.99743;95.49562;110.3725;125.9756
32.60884;27.85877;95.53313;110.3725;126.0238
34.19054;28.26824;95.1925;110.3713;126.1381
32.48368;27.94999;95.24812;110.3712;126.0081
33.13035;27.46486;96.0725;110.3712;125.3138
33.8811;28.01751;94.58313;110.37;125.1875
33.73222;28.10216;95.30813;110.37;126.3075
34.68381;27.89978;95.34937;110.37;126.1919
33.93927;27.88954;94.61437;110.3688;125.325
35.40074;27.93852;95.005;110.3688;125.5537
33.76175;28.24142;95.42875;110.3688;126.1844
34.69384;27.32769;96.1875;110.3688;125.3731
32.07876;27.90758;95.70313;110.3688;126.4481
34.7033;27.96204;95.39875;110.3688;126.1113
32.27925;28.04354;95.61625;110.3688;126.3194
34.19521;28.02805;94.71563;110.3687;125.625
33.55622;27.98669;95.59;110.3675;126.0094
33.85709;27.81425;94.5975;110.3675;125.3144
34.82296;27.32843;95.46313;110.3675;125.9937
34.69048;28.03592;95.38625;110.3675;125.9569
34.1657;27.76968;95.24187;110.3675;126.0294
33.57618;27.72457;95.63187;110.3662;126.0231
33.67895;28.32424;95.25375;110.3662;126.2969
31.83246;27.60501;96.19938;110.3662;125.6
31.86873;27.67876;96.2125;110.3662;125.7131
33.58351;27.7701;95.33;110.3662;126.1413
34.74939;27.939;95.42563;110.3662;125.8887
33.08911;27.82966;94.70438;110.365;124.8919
33.06845;28.09301;95.35625;110.365;126.3775
33.1531;28.15016;95.175;110.365;125.585
33.71776;28.09355;95.30187;110.365;126.2775
34.16695;28.08005;95.1425;110.365;125.8563
34.24752;28.09976;94.72063;110.3637;125.5844
34.07953;28.10881;95.22188;110.3637;126.1563
34.15399;28.2338;95.00937;110.3637;125.9863
34.08406;28.13132;94.65562;110.3625;125.4369
31.76888;27.62862;96.1875;110.3625;125.4638
32.26211;27.78345;95.59062;110.3625;126.5531
33.19138;27.82422;95.31062;110.3625;126.1787
33.53934;27.15462;95.63313;110.3625;125.7781
31.87104;27.79869;95.69187;110.3625;126.1762
32.38275;28.0019;95.6425;110.3625;126.4444
36.19125;30.02781;94.18813;110.3625;127.3638
33.67851;27.88099;95.35687;110.3613;126.1413
34.80064;28.13587;95.34;110.3613;126.34
34.16166;27.61018;95.23312;110.36;126.0437
33.93864;28.02804;95.65437;110.36;126.7856
31.8336;27.54708;96.17438;110.3587;125.5231
34.81707;27.39764;95.47;110.3587;125.9587
34.72406;28.01143;95.36;110.3587;126.0963
33.88627;27.92207;94.565;110.3575;125.2113
33.61366;27.79316;95.38499;110.3575;126.12
34.26031;27.60122;95.40938;110.3575;126.1019
34.03215;28.19811;95.24125;110.3575;125.945
32.65964;27.95093;94.92937;110.3575;125.3881
32.30719;27.91198;95.58187;110.3575;126.2856
33.33688;27.42484;96.09937;110.3563;125.3775
33.67187;27.9398;95.32249;110.3562;126.1444
34.14356;27.9064;95.09688;110.3562;126.0075
33.27196;27.83141;95.5125;110.3562;126.1844
34.13033;27.95628;95.08562;110.3562;125.5512
33.15894;27.95794;95.35438;110.355;126.3531
32.94195;27.98717;95.15376;110.355;125.6531
33.63071;27.61657;95.34563;110.3538;126.0581
35.30921;27.93169;94.995;110.3525;125.3956
34.14653;27.79188;95.14063;110.3525;125.9919
31.69116;27.9649;95.38;110.3512;125.9644
34.25149;27.88509;95.45625;110.3512;125.8494
33.65581;27.90522;95.47938;110.3512;125.825
34.16634;27.76521;95.1525;110.3512;126.005
34.1282;27.6838;95.19812;110.3512;126.0206
33.46032;27.8533;95.38875;110.3512;126.1156
34.64246;27.87662;95.37063;110.35;126.1581
33.59136;27.93385;94.98938;110.35;125.4094
33.40241;27.85144;95.43;110.35;126.115
33.7635;28.18443;95.62187;110.35;126.7606
34.09087;27.99853;94.73375;110.3487;125.6694
32.95784;28.05113;95.1725;110.3487;125.6925
34.73766;28.09401;95.37125;110.3487;126.0687
33.78741;27.99249;94.74063;110.3475;125.7012
32.94703;28.01565;95.16875;110.3475;125.7631
31.86324;27.94238;96.16375;110.3475;125.9081
33.4965;27.70057;95.45187;110.3475;126.1563
32.93819;28.11369;95.17687;110.3463;125.6
33.23323;28.07976;95.32938;110.3463;125.8719
33.78068;28.3459;95.60188;110.3463;126.7306
33.86417;27.7498;95.58625;110.345;126.0569
32.96711;28.02859;95.14625;110.345;125.7363
33.78461;28.05718;95.33813;110.3438;126.1075
32.18968;27.68642;95.58125;110.3438;126.525
34.13203;27.72609;95.19813;110.3438;126.0238
33.4996;27.75295;95.40625;110.3438;126.0844
32.71191;28.33786;95.59563;110.3438;126.6206
32.05173;27.90127;95.50625;110.3425;124.9287
33.83323;27.99613;94.76875;110.3425;125.7306
33.90941;28.22569;95.245;110.3425;126.1806
32.94261;27.96471;95.14;110.3425;125.6687
33.8493;28.25614;95.43312;110.3425;126.1575
34.73746;27.50375;95.41813;110.3425;126.0987
34.74999;27.89847;95.36063;110.3425;126.2806
33.21625;27.72595;95.51062;110.3425;125.8356
33.7846;27.99458;95.02812;110.3425;125.5387
34.04967;28.03113;95.15125;110.3425;125.9069
33.79489;28.06438;94.78687;110.3412;125.79
33.67463;27.91881;95.35562;110.3412;126.1275
32.09188;27.79836;95.66688;110.3412;126.4381
33.76994;28.00841;95.31687;110.3412;126.1575
34.2467;27.96473;95.10625;110.3412;125.9938
34.72129;27.58269;95.4075;110.34;126.0837
31.8738;27.42454;95.7075;110.34;126.0175
33.68643;27.7879;95.49812;110.34;125.8138
33.12049;27.81664;95.5225;110.34;125.8719
33.78481;28.06648;95.10313;110.34;125.6644
33.83641;28.17065;95.38;110.3388;126.1225
33.28168;27.50415;96.18562;110.3388;125.3769
31.96358;27.7793;95.7;110.3388;126.3262
32.9585;28.02304;95.1375;110.3387;125.6425
34.69136;27.66562;95.53438;110.3387;125.8406
34.08768;27.99464;95.24625;110.3387;126.0269
32.46925;27.65163;95.68063;110.3375;128.1094
31.61395;27.02868;96.10313;110.3375;124.135
33.27358;27.79558;94.72188;110.3375;124.9406
33.82743;28.2158;95.34937;110.3375;126.1062
32.31569;27.21255;95.675;110.3375;125.825
34.70952;28.08253;95.34;110.3375;126.325
34.06059;28.02823;95.27875;110.3375;126.0575
33.8054;27.9794;95.21563;110.3375;125.9894
33.87639;27.99803;95.19125;110.3375;125.9781
35.36293;27.93031;95.01812;110.3363;125.3181
31.90756;27.48192;95.7;110.3363;125.8812
31.86598;27.60835;95.705;110.3363;126.1419
33.96112;27.9929;95.30625;110.3363;126.1375
32.5312;27.99509;95.4925;110.3363;126.1975
31.80795;27.90009;95.70313;110.335;126.2131
33.23015;27.98375;95.32625;110.3337;126.3675
32.93179;27.87204;95.17438;110.3337;125.8375
35.71895;27.38269;96.11313;110.3337;125.4063
32.54808;27.94217;95.40063;110.3337;126.14
33.95337;28.10509;94.57;110.3325;125.105
33.65816;28.16966;95.24125;110.3325;126.2062
31.86193;27.47134;95.71438;110.3325;126.0963
33.53107;27.94661;94.9725;110.3325;125.4106
32.04809;27.85124;95.51875;110.3313;125.005
32.03338;27.93259;95.525;110.3313;125.1363
34.21081;28.2143;94.98438;110.3313;125.9688
33.83499;28.16563;95.34312;110.3312;126.3906
34.1011;27.83436;95.055;110.3312;125.5
33.88244;28.10726;94.78812;110.33;125.7613
31.89136;27.58601;95.68313;110.33;126.1131
33.74497;27.93538;95.47688;110.33;125.7981
33.71411;27.91267;95.05937;110.33;125.5638
33.10935;28.14377;95.37563;110.3288;126.355
33.2258;27.54709;96.16875;110.3288;125.4538
32.72284;27.90497;95.39625;110.3288;125.745
34.0797;28.07115;95.12312;110.3288;125.6813
32.55636;27.94431;95.37563;110.3275;126.1512
33.88929;28.05905;94.57;110.3262;125.1869
33.76391;27.83084;95.01688;110.3262;125.4594
33.05875;27.83316;94.68687;110.325;124.8988
33.71495;27.44745;96.16563;110.325;125.3769
33.78799;27.97545;95.31;110.325;126.1281
33.78352;28.14583;95.14875;110.325;125.6881
32.82168;28.00492;94.93813;110.325;125.3931
33.47618;27.94156;95.60875;110.3238;126.0294
31.88815;27.74278;95.67562;110.3238;126.2631
33.18404;28.31187;95.55625;110.3237;126.6563
32.02428;27.95717;95.5325;110.3225;125.2138
34.20908;27.3914;96.15875;110.3225;125.3694
31.81897;27.76966;96.19312;110.3225;125.7781
34.17677;28.08237;95.04125;110.3225;126.0075
33.9551;27.73552;95.58625;110.32;126.0394
34.67347;27.21608;96.15562;110.32;125.3606
31.68062;27.80604;95.40437;110.32;125.7669
33.12511;27.95431;94.72063;110.3187;124.93
34.48146;27.81996;95.02125;110.3187;125.2213
33.70313;28.08816;95.29688;110.3187;126.11
34.76332;27.48105;95.425;110.3187;126.0481
32.52663;28.00509;95.45937;110.3187;126.1162
32.68857;28.02957;94.89687;110.3187;125.4175
33.48743;27.86348;95.58;110.3175;125.9919
33.87448;28.13698;94.5575;110.3175;125.1031
34.6752;27.51307;95.47313;110.3175;125.9313
31.90322;27.38915;95.6725;110.3175;125.9356
31.78924;27.44624;95.69125;110.3163;125.9731
33.14598;27.72443;95.50562;110.3163;125.8288
31.84547;28.07202;95.45625;110.315;128.0556
33.70716;28.23702;95.28875;110.315;126.0619
33.43543;28.21729;94.95438;110.315;125.9256
33.2588;28.01217;95.31187;110.315;125.7975
33.57719;28.3127;95.29625;110.3138;126.3131
34.74353;27.95345;95.32938;110.3138;126.2462
33.20434;28.12589;94.81937;110.3125;125.8187
33.08227;27.96658;95.37187;110.3125;126.3656
31.83521;27.42242;95.68125;110.3125;126.0112
34.77116;28.14067;95.3475;110.3125;126.3844
33.36451;28.04289;94.5275;110.3112;125.08
33.83322;28.08284;95.355;110.3112;126.1025
34.06182;28.09583;95.0925;110.3112;125.6181
33.95147;28.02759;94.56438;110.31;125.1281
35.85402;27.46503;96.11;110.31;125.4419
32.16119;28.27025;95.53563;110.3088;126.4425
33.90345;28.24492;94.5575;110.3087;125.1338
34.69901;27.42074;96.0775;110.3087;125.4206
34.8215;27.42745;95.43687;110.3087;126.0269
32.62754;27.85338;95.40688;110.3087;125.73
34.19847;27.89634;95.0625;110.3087;126.005
32.56589;27.98987;95.31812;110.3075;126.1831
33.4333;27.16272;95.6125;110.3063;125.78
33.16548;27.77182;95.50063;110.3063;125.8363
32.5284;27.88991;95.37875;110.3063;126.1587
32.69302;27.9509;94.90562;110.3063;125.4
33.76128;28.28161;95.32125;110.305;126.0781
32.02542;27.33786;95.67875;110.305;125.8438
33.05346;28.06708;95.335;110.305;126.4013
34.07254;27.95325;95.05312;110.305;125.4812
32.10322;27.81336;95.56625;110.3037;125.4725
32.79655;27.91263;95.57188;110.3037;125.6019
33.18919;27.87261;94.64626;110.3037;124.92
33.60085;28.23846;95.30875;110.3037;126.2962
36.31103;27.46958;96.11375;110.3037;125.455
33.78459;27.7979;95.01813;110.3037;125.4881
34.0535;28.06082;94.95125;110.3037;125.9731
32.92672;28.04455;95.14188;110.3013;125.8181
32.52745;27.90926;95.53125;110.3013;125.9131
34.20166;27.81248;95.06625;110.3013;126.0181
33.23609;28.14147;95.35562;110.3012;125.9269
32.08324;27.8261;95.53812;110.3;125.3681
33.0647;27.82542;94.67813;110.3;124.8956
33.75704;28.26681;95.28437;110.3;126.0519
33.62541;27.55142;95.55437;110.3;125.785
31.57434;28.01638;95.39562;110.3;125.8131
33.6999;27.97611;95.21562;110.3;126.0625
34.2193;28.23628;94.97813;110.3;125.9969
33.16817;27.41458;96.06375;110.2988;125.3363
32.91609;28.00581;95.16937;110.2962;125.8262
33.12054;27.76818;94.64;110.295;124.8969
36.46497;27.38718;96.11813;110.295;125.4969
34.71317;27.57985;95.49375;110.295;125.8844
32.47673;27.91952;95.44688;110.295;126.0563
33.58528;28.14691;95.22875;110.2938;126.0375
32.86104;28.03455;95.20187;110.2937;125.8688
35.63242;27.39905;96.1125;110.2937;125.4756
33.67006;27.6156;95.39562;110.2937;126.1094
33.41243;27.31527;95.56563;110.2937;125.765
32.94055;27.91015;95.52187;110.2937;125.8781
33.74692;28.13949;95.20375;110.2937;126.0375
34.17187;28.20377;94.99562;110.2937;125.9831
32.97107;27.97377;95.13375;110.2925;125.7269
32.80145;27.88135;95.59062;110.2913;125.835
33.54173;27.96039;94.97312;110.2913;125.3938
33.76479;28.24722;95.26938;110.29;126.0462
32.57982;27.83483;95.385;110.29;126.1294
32.76283;27.90457;95.56313;110.2887;125.8681
32.93622;27.99253;95.13375;110.2887;125.7813
34.74142;28.10924;95.34062;110.2887;126.3725
32.54361;27.91136;95.53812;110.2887;125.9481
32.49308;28.05467;95.46125;110.2887;126.0869
33.05943;28.17026;94.915;110.2887;125.8719
33.20499;27.97595;95.3375;110.2863;125.8094
32.71016;27.93054;95.555;110.2862;125.7913
32.75813;28.1636;94.88937;110.2862;125.5225
33.17782;28.16877;94.82;110.285;125.8538
33.02179;27.96798;95.36;110.285;126.3525
33.02069;28.0707;95.35313;110.2838;126.3231
32.51832;27.97238;95.36312;110.2838;126.1819
33.80914;27.86598;95.00687;110.2838;125.4994
34.55416;27.23073;96.12063;110.2837;125.3819
35.37836;27.80843;95.00438;110.2825;125.2862
31.60911;28.06302;95.41;110.2825;125.7806
31.60057;27.99898;95.36125;110.2825;125.8775
33.43979;27.34452;95.58875;110.2813;125.7719
32.54183;28.14747;95.46938;110.2813;126.1231
34.17124;28.14957;95.00438;110.2813;125.9781
32.15007;28.37798;95.50063;110.2813;126.4113
33.71041;28.18208;95.28438;110.28;126.0612
33.76308;27.82965;94.975;110.28;125.4581
33.66656;28.19859;95.2475;110.2775;126.0394
34.521;27.56685;95.54;110.2775;125.8494
32.25187;28.17655;95.54125;110.2775;126.4881
33.05546;27.72456;95.51312;110.2763;125.8706
33.7385;27.70853;95.00687;110.2763;125.445
32.88317;27.97668;95.17125;110.2762;125.8825
33.24876;28.07061;95.34125;110.2762;125.9187
34.90065;28.00796;94.99875;110.275;125.6256
32.15552;27.79222;95.54375;110.2738;125.4181
35.60035;27.3069;96.105;110.2738;125.5194
32.6719;27.92417;94.87875;110.2738;125.4244
32.64493;28.20066;95.53938;110.2738;126.5488
33.62702;28.07398;95.19813;110.2725;126.0338
31.53974;27.1901;96.12375;110.2712;124.1225
32.73949;28.05039;95.5825;110.2712;125.73
31.60634;28.03961;95.38687;110.2712;125.8712
33.7109;28.14659;95.20438;110.2712;126.0662
33.5144;27.11155;95.60125;110.27;125.7988
32.48321;27.83562;95.53562;110.27;125.9975
34.17529;28.00184;95.04375;110.27;126.0212
32.07578;27.77721;95.5075;110.2688;125.275
33.12952;27.83286;94.65312;110.2688;124.9131
33.51374;28.27039;95.32125;110.2688;126.345
36.17133;27.38356;96.1075;110.2687;125.5569
35.87126;27.27988;96.10812;110.2675;125.43
32.52618;27.81301;95.49937;110.2675;126.0069
32.06489;28.19732;95.47312;110.2675;126.2763
31.60405;28.00891;95.35625;110.2663;125.9525
32.47416;27.94453;95.50125;110.2663;125.8825
33.24375;28.01097;95.305;110.2663;125.84
35.02855;27.52103;94.83812;110.265;125.4381
34.26709;27.83224;95.01312;110.265;125.1406
32.30939;27.87504;95.56687;110.2637;125.5437
33.31602;27.87918;95.58187;110.2637;125.9425
34.0563;28.09705;95.02;110.2637;125.4244
34.60761;27.89471;95.03375;110.2625;125.2844
32.47043;27.99895;95.4375;110.2625;126.0725
36.09182;30.15874;94.21875;110.2625;127.3094
33.78267;28.0392;95.18562;110.2613;126.0144
32.03992;28.42107;95.45;110.26;126.2562
32.72973;27.97925;95.55;110.2588;125.7813
32.94014;27.94289;95.21188;110.2588;125.9156
34.65232;27.51738;95.49;110.2588;125.91
33.6934;28.12448;95.20688;110.2588;126.05
32.78768;28.2264;94.90562;110.2588;125.65
36.52078;27.4534;96.08375;110.2575;125.5369
32.66096;27.95925;94.92438;110.2575;125.4212
32.81544;28.2748;94.85312;110.2575;125.5669
33.26408;28.2057;95.36188;110.2575;125.98
31.5877;27.98086;95.35437;110.2562;126.1681
32.18468;28.23555;95.4875;110.2562;126.3269
33.22665;28.18231;94.8375;110.255;125.8694
32.61195;27.94432;94.90813;110.255;125.3981
33.03567;28.33922;94.92875;110.255;125.8613
34.28279;28.33346;94.95;110.255;125.9788
33.56599;28.31216;95.33312;110.2538;126.3825
33.07945;28.40424;95.44125;110.2538;126.1556
33.79773;27.88441;95.04;110.2525;125.5175
32.50761;27.61449;95.70563;110.2513;128.0981
34.84282;27.7599;94.95;110.25;125.2937
33.52417;28.33504;95.33875;110.25;126.3375
33.6221;28.1361;95.2325;110.25;126.0306
33.69578;28.25513;95.24125;110.25;126.0513
31.54665;28.01541;95.36438;110.25;125.7794
32.51902;27.72749;95.48563;110.25;126.0344
33.2065;27.93847;94.62188;110.2487;124.9563
32.40721;28.1784;95.02688;110.2487;125.7906
33.33072;28.27385;95.4125;110.2487;126.1069
34.42075;27.74485;95.01813;110.2475;125.1694
33.0744;28.14603;95.35313;110.2475;126.4156
33.26561;28.06489;95.32313;110.2475;125.8844
26.81664;22.83884;96.855;110.2462;121.5856
33.53606;28.31334;95.3;110.245;126.3187
35.11939;28.04677;94.98438;110.2438;125.7344
34.85236;27.91635;94.95875;110.2425;125.4456
32.91214;28.12438;95.355;110.2425;126.3175
36.49884;27.41633;96.08312;110.2425;125.5413
33.22273;27.99823;94.87875;110.2412;125.9056
32.69125;28.14418;94.88313;110.2412;125.505
36.17051;30.07612;94.19375;110.2412;127.3337
32.70038;28.11247;94.87938;110.24;125.4875
33.19689;28.11049;94.87625;110.2387;125.9013
34.84909;27.97733;94.99062;110.2375;125.5512
32.981;28.03126;95.38125;110.2375;126.3163
31.4846;27.22088;96.12437;110.2363;124.0719
33.40482;28.04634;94.53812;110.2363;125.0738
32.90922;27.98998;95.1875;110.2363;125.8812
33.22339;27.9054;94.64563;110.235;124.9275
32.46395;27.83976;95.51688;110.235;125.9137
32.53156;27.91411;95.51188;110.235;125.9531
33.39155;28.11169;94.55812;110.2337;125.1156
33.65689;28.0194;95.22125;110.2337;126.0338
32.02768;27.97081;95.35188;110.2325;126.2462
32.49778;27.89985;95.4725;110.2325;126.0344
32.82715;28.2234;94.8625;110.2325;125.6194
33.31128;28.21499;95.335;110.2325;125.9719
33.10385;28.14915;95.34312;110.2313;126.3988
33.72384;27.76346;94.98563;110.2313;125.4375
33.05592;27.97519;95.35625;110.2312;126.3337
32.11106;27.98972;95.34812;110.2312;126.2419
33.07897;28.19533;95.3225;110.2312;126.4269
32.79406;28.33114;94.86562;110.2312;125.7219
33.35661;28.0785;95.35438;110.2312;126.005
34.38028;27.48659;94.9325;110.23;125.345
33.48573;28.26022;95.32875;110.23;126.3662
32.75546;28.05718;95.56375;110.2288;125.66
33.62556;27.50152;94.83;110.2288;125.3512
33.20171;28.04016;94.86562;110.2288;125.8919
35.13056;28.00465;94.97875;110.2275;125.6569
33.14554;28.08702;95.34;110.2275;126.3869
33.12579;27.56819;94.77937;110.2262;125.22
33.34768;28.1;94.54312;110.2262;125.0762
33.26102;27.85812;94.65938;110.225;124.9069
33.49668;28.10118;94.5425;110.225;125.0775
32.73817;28.19044;95.33;110.2213;126.3125
33.03142;28.30407;94.90874;110.2213;125.8381
33.252;28.22223;95.34562;110.22;125.9594
33.1152;28.3669;95.41875;110.22;126.1369
32.42875;27.67194;95.67188;110.2188;128.0831
34.84284;27.81085;94.95937;110.2188;125.3531
32.24543;28.36226;95.38187;110.2188;126.3256
32.98495;28.39368;94.87688;110.2188;125.7781
34.05415;28.07557;94.99687;110.2188;125.3825
32.97945;27.95933;95.35375;110.2175;126.3194
26.79819;22.93878;96.84875;110.2175;121.5125
32.96641;27.55625;94.98875;110.2162;125.3244
32.68634;27.60802;94.99313;110.2162;125.3487
32.52662;28.1649;94.9025;110.2162;125.8688
35.12975;28.05894;94.97313;110.2162;125.705
31.97765;28.04018;95.34187;110.2162;126.2844
33.44118;28.05134;94.5725;110.215;125.0544
32.80297;28.12582;94.89188;110.215;125.5762
34.06262;28.00023;94.99812;110.215;125.345
34.84178;27.75673;94.97;110.2138;125.3175
33.52546;28.15584;95.23812;110.2138;125.9812
33.00763;27.46673;94.94125;110.2125;125.3425
33.17326;27.94432;95.05;110.2125;125.1381
31.58217;27.98157;95.33562;110.2125;126.0706
34.83383;27.66879;94.94;110.21;125.2531
31.53169;27.9778;95.3325;110.21;126.1069
33.32593;27.76256;94.98813;110.21;125.4125
32.26936;28.38626;95.3525;110.2087;126.3444
33.51131;28.30287;95.31375;110.2087;126.3906
32.69636;28.06371;94.89125;110.2087;125.4206
34.80273;28.07141;94.95625;110.2075;125.4844
32.86877;27.9093;95.0575;110.2075;125.1406
33.48833;28.17373;95.24313;110.2075;125.99
33.53497;28.1124;95.24125;110.2075;126.0225
33.80461;27.68358;94.89125;110.2063;125.4875
34.18954;27.98706;94.9875;110.2063;125.3444
31.8569;28.05898;95.47313;110.205;127.9437
33.30246;28.33996;95.39938;110.205;126.0869
31.60586;27.98386;95.34688;110.2038;125.9863
35.93308;30.20726;94.18562;110.2038;127.2144
32.23415;28.41548;95.37312;110.2025;126.2625
33.86247;27.96916;94.865;110.2012;125.5894
33.0647;28.33831;94.90625;110.2;125.7787
32.95597;28.3038;95.43875;110.2;126.1706
32.17126;28.44638;95.46562;110.2;126.2094
33.72752;27.68019;94.84312;110.1987;125.4188
32.68703;28.01399;95.08813;110.1963;125.7262
33.2551;27.83833;94.6725;110.195;124.925
32.72617;27.88944;95.09312;110.195;125.6981
35.07172;28.01256;94.9875;110.1937;125.8525
32.31777;28.20042;95.03438;110.1925;125.7844
32.43033;28.05929;94.90125;110.1925;125.8919
34.87037;27.83979;94.96312;110.1925;125.4013
31.96288;27.88602;95.42875;110.1925;125.965
33.02884;28.21177;95.335;110.1925;126.3619
33.19488;28.19682;94.9375;110.1913;125.9019
34.02426;28.00129;95.005;110.1913;125.4119
33.56815;27.49654;94.82562;110.1912;125.3538
32.76683;28.20653;94.85812;110.19;125.5263
34.50234;27.50318;94.91875;110.1888;125.3713
33.203;27.52267;94.80937;110.1875;125.2988
34.93411;27.44915;94.84;110.1875;125.4144
32.37304;28.25765;95.05563;110.1875;125.7856
32.20368;28.45028;95.36063;110.1875;126.3069
35.0408;27.53764;94.8175;110.1862;125.4788
32.91302;28.08907;95.365;110.1862;126.3163
