K0P125.PV;K5PCV4I.PV;K5P4_1.PV
68.47083;25.56094;8.074636
68.42258;25.46724;7.885729
68.60925;25.56526;8.088386
68.50208;25.46412;7.883333
68.60283;25.57854;8.092031
68.45509;25.87667;8.065521
68.46892;25.82547;8.120625
68.93108;25.28266;7.88401
68.67683;25.61453;7.914583
68.96117;25.39958;7.910417
69.68633;25.66271;8.128802
68.51859;25.5688;8.077917
68.44366;25.53437;7.869427
68.74541;25.30911;7.881615
68.30917;25.95443;8.185261
68.7625;25.65214;8.117761
68.713;25.63948;8.113906
68.43708;25.45729;7.878958
68.98675;25.27859;7.885833
68.42408;25.46047;7.873021
68.29383;25.84615;8.100104
68.66975;25.29318;7.92349
68.4095;25.4649;7.872812
68.87083;25.28344;7.872031
68.2065;25.92667;8.10776
68.55908;25.29521;7.923073
68.96184;25.52823;7.896563
68.51508;25.56146;8.070209
68.63433;25.60885;7.899011
68.28325;25.88797;8.110209
69.75775;25.6601;8.116406
68.71867;25.73333;8.102969
68.68042;25.72198;8.107344
69.66283;25.65776;8.108594
68.4505;25.80427;8.094531
69.12859;25.53766;8.059999
68.28267;25.83521;8.086145
68.65508;25.71714;8.097709
68.30225;25.55302;8.045938
68.70067;25.73599;8.105677
68.35291;25.57094;8.054167
68.62859;25.74167;8.092031
68.85617;25.6988;8.074323
68.3295;25.56417;8.0525
68.6985;25.82245;8.115677
68.35117;25.56724;8.057969
68.7165;25.81614;8.121927
68.74275;25.78755;8.118698
68.2575;25.56;8.036927
68.17533;25.86443;8.098073
68.83867;25.26964;7.876302
68.89391;25.34375;7.867969
68.93391;25.38167;8.026823
68.88192;25.27766;7.876198
68.7;25.8362;8.120781
68.62209;25.71995;8.095469
68.53175;25.60156;7.883125
68.13908;25.85766;8.088229
68.70341;25.83104;8.122188
68.44592;25.56391;8.059584
69.55991;25.65792;8.121354
68.41009;25.5674;8.05875
68.86517;25.5587;8.090417
68.89892;25.73354;8.063541
68.56583;25.63526;8.089323
68.833;25.69339;8.07625
68.3275;25.56328;8.049844
68.9175;25.22323;7.836406
68.83517;25.7012;8.071198
68.71858;25.28662;7.853021
68.82833;25.70354;8.067031
68.87025;25.58885;8.077135
68.87183;25.69604;8.074166
68.50092;25.87286;8.16599
68.85809;25.55338;8.082656
68.851;25.57385;8.086979
68.86608;25.54573;8.0825
68.6525;25.84104;8.116354
68.81216;25.69724;8.071094
68.82058;25.54318;8.082865
68.58984;25.71302;8.087135
68.27467;25.57214;8.051771
68.85858;25.55781;8.070313
68.98634;25.22031;7.834844
68.43983;25.6024;7.859219
68.82816;25.71385;8.066563
68.79034;25.69422;8.060261
68.7785;25.59312;8.060312
69.4565;25.655;8.116146
68.3255;25.57583;8.053282
68.79267;25.70026;8.078281
68.79667;25.34562;7.859687
68.79725;25.57766;8.07052
68.67934;25.78182;8.100521
68.24767;25.57036;8.03901
68.59042;25.84042;8.111875
68.74467;25.58385;8.058854
68.81258;25.71536;8.061719
68.72142;25.56995;8.060052
68.91566;25.38698;8.015781
68.77583;25.21828;7.82599
68.80225;25.71516;8.067083
68.49158;25.72938;8.07151
68.79408;25.27297;7.865833
68.84725;25.71651;8.062709
68.3285;25.57297;8.042135
68.79034;25.5188;8.073854
68.76208;25.27625;7.86099
68.82166;25.56036;8.056927
68.60342;25.2838;7.836667
68.78125;25.56109;8.07026
68.77433;25.5412;8.067136
68.998;25.40432;7.888802
68.15442;25.55771;8.026406
68.456;25.7475;8.065365
68.86667;25.75729;8.084375
68.76408;25.57911;8.053958
68.73083;25.5499;8.061927
68.84959;25.34964;7.85526
68.43275;25.74281;8.064323
68.71675;25.56099;8.058073
68.58025;25.79255;8.122448
68.79984;25.57172;8.05651
68.72508;25.68427;8.052969
68.95325;25.43484;7.885833
68.76167;25.21885;7.817448
68.72559;25.27833;7.850677
68.53042;25.84182;8.106823
68.73742;25.58823;8.048906
68.77942;25.53667;8.060938
68.77859;25.68969;8.065729
68.74392;25.34167;7.844844
68.75684;25.27281;7.860781
69.39259;25.64385;8.126822
68.702;25.5725;8.054114
68.39175;25.72615;8.060052
68.43333;25.40479;7.812812
68.684;25.69818;8.055469
68.88084;25.53651;8.017136
68.69333;25.59198;8.049063
68.88575;25.42208;7.876563
68.87125;25.75771;8.107136
68.57208;25.78885;8.118802
68.67384;25.56203;8.053386
68.39175;25.59094;7.854323
68.78758;25.33818;7.842813
69.43584;25.65812;8.068906
68.69492;25.58802;8.050312
68.70775;25.70484;8.060104
68.53333;25.69974;8.07026
69.38725;25.67193;8.123021
68.70858;25.69703;8.061042
68.77042;25.22052;7.803385
68.72984;25.28073;7.85375
68.83;25.54089;8.018229
68.68625;25.57828;8.038542
68.683;25.68307;8.037344
68.59383;25.7862;8.106146
68.73967;25.28479;7.84776
68.06892;25.54281;8.007031
68.66734;25.68344;8.047135
68.21675;25.56016;8.030052
68.702;25.27906;7.846771
68.72442;25.54401;8.049896
68.63416;25.53958;8.05474
69.32533;25.64604;8.099063
68.88458;25.68896;8.046302
68.43858;25.84745;8.094167
68.78616;25.81734;8.178229
68.60167;25.71708;8.036562
68.727;25.2762;7.848594
68.61608;25.57187;8.040209
68.64508;25.5788;8.03901
68.62067;25.5874;8.031094
68.654;25.52807;8.052969
68.69825;25.56427;8.042916
68.48358;25.70411;8.052709
68.89475;25.54068;8.017813
68.48375;25.8251;8.140104
68.50675;25.27995;7.823333
68.945;25.41401;7.871459
68.5365;25.78552;8.107031
68.69725;25.56614;8.047292
68.738;25.3438;7.843698
69.42142;25.2274;7.844271
68.97992;25.66682;8.095469
68.28809;25.74849;8.043593
69.38067;25.66083;8.104584
68.47833;25.8451;8.089791
68.72575;25.81297;8.187864
68.605;25.22146;7.802396
68.58217;25.7;8.045834
68.72283;25.59286;8.033125
68.69192;25.55781;8.044323
68.45392;25.28495;7.822083
69.3005;25.65609;8.061459
68.65808;25.71104;8.045156
68.3925;25.85635;8.085781
69.32359;25.65276;8.098073
68.56817;25.69547;8.041354
68.6085;25.34307;7.837187
69.32967;25.65469;8.067396
68.69859;25.21281;7.802656
68.61933;25.34297;7.833177
68.68642;25.3787;7.981875
68.59192;25.55521;8.044427
68.48675;25.5238;7.83474
68.66392;25.5437;8.045834
68.45509;25.53328;7.827396
68.58483;25.55755;8.040052
68.69925;25.54005;8.006719
68.4445;25.53359;7.83224
68.77875;25.56255;8.035052
69.20983;25.05635;7.855208
68.64625;25.55469;8.035677
68.44717;25.28984;7.81625
68.4115;25.68906;8.050157
68.64225;25.34646;7.831302
68.72142;25.68469;8.069688
68.54909;25.54932;8.040573
68.84817;25.42109;7.866614
68.53992;25.68693;8.03974
68.32283;25.74474;8.052187
68.39;25.69839;8.048073
69.29892;25.65927;8.097969
68.528;25.58021;8.027657
68.55692;25.7012;8.023906
68.52358;25.69083;8.053646
68.32525;25.74172;8.046823
68.54725;25.57833;8.027864
68.52058;25.76813;8.096823
68.5505;25.3413;7.825937
68.51217;25.59833;8.022031
68.32259;25.83271;8.07724
68.62309;25.55432;8.036198
68.61958;25.37917;7.978021
68.53325;25.54859;8.034583
68.87192;25.27745;7.865469
68.46117;25.60797;8.044687
69.29208;25.65281;8.100156
68.551;25.68552;8.039687
68.56216;25.69328;8.03125
68.37341;25.85339;8.08526
68.44325;25.68896;8.049167
68.24284;25.72333;8.036563
68.52275;25.57734;8.021354
68.68134;25.76464;8.094063
68.32017;25.79328;8.094531
68.715;25.54042;8.039271
68.85542;25.2812;7.859375
68.56775;25.34813;7.816146
68.26483;25.72859;8.040937
68.73392;25.53766;7.997344
68.51659;25.55141;8.027761
68.67191;25.56302;8.04073
68.81934;25.4901;8.05401
68.53492;25.53864;8.034375
68.78408;25.5962;8.015469
68.67384;25.69531;8.063854
68.71792;25.3887;7.989375
68.689;25.68484;8.072865
68.81258;25.27797;7.862656
68.2555;25.81729;8.070782
68.26967;25.81708;8.059011
68.68159;25.38219;7.982812
68.74925;25.27719;7.847969
68.68842;25.38281;7.985209
68.70075;25.76354;8.085468
68.80659;25.58724;8.017083
68.82059;25.59078;8.014114
68.557;25.56167;8.023958
68.67033;25.38495;7.978906
69.24358;25.01052;7.851146
68.666;25.74771;8.082188
68.8255;25.58401;8.004948
68.26208;25.82995;8.075209
68.80883;25.5763;8.012865
68.792;25.58979;8.01375
68.70692;25.67505;8.095781
68.79825;25.27964;7.855052
68.46542;25.69635;8.020989
68.76958;25.27922;7.854063
68.49592;25.55839;8.012552
68.5665;25.38979;7.973125
68.53191;25.5575;8.022917
68.79816;25.56417;8.008177
68.67375;25.80828;8.159219
68.76625;25.53917;7.998021
68.46142;25.59141;8.001511
68.22816;25.72896;8.029792
68.68533;25.75828;8.07974
68.81184;25.27339;7.85625
68.32291;25.79807;8.091979
68.8065;25.6812;8.070313
68.62733;25.38276;7.978542
68.73642;25.38833;7.982448
68.86775;25.69984;8.047135
68.83533;25.59755;8.011042
68.449;25.75328;8.082761
68.37575;25.7801;8.097552
68.86042;25.58458;8.00849
68.84425;25.62328;8.017187
68.32742;25.79234;8.088906
68.37209;25.78266;8.084063
68.44958;25.67089;8.028281
68.47425;25.5838;8.011666
68.80558;25.59776;8.012604
68.85667;25.59568;8.00849
68.6675;25.68318;8.068854
68.83708;25.60615;8.014063
68.54175;25.38104;7.9775
68.47125;25.70563;8.014895
68.40392;25.66688;8.020365
68.8375;25.59995;8.006562
68.742;25.58057;8.005938
68.81284;25.61797;8.014271
68.44725;25.68552;8.023645
68.65325;25.75656;8.073489
68.88866;25.71464;8.03625
68.41608;25.70328;8.009583
68.42358;25.71026;8.009896
68.82008;25.59104;8.015104
68.75591;25.57885;8.004844
68.83083;25.61161;8.0075
68.61567;25.55458;8.02349
68.58275;25.80922;8.154427
68.66825;25.54037;8.019375
68.44408;25.56771;8.020782
68.796;25.56688;8.010052
68.54758;25.56578;8.018021
68.46875;25.555;8.022708
68.50591;25.76953;8.070677
68.3945;25.53698;8.027604
69.16016;25.02578;7.841354
68.43317;25.54078;8.022031
68.23658;25.80135;8.050417
68.59608;25.38328;7.972604
69.31709;25.62469;8.057552
68.66084;25.68604;8.059271
68.36491;25.52761;8.020989
69.19025;25.65063;8.055573
68.63084;25.68469;8.059688
68.67067;25.39281;7.980104
68.44875;25.38182;7.954948
68.80975;25.58047;8.007344
68.63358;25.67661;8.05651
68.73158;25.58661;8.011406
68.53575;25.69573;8.054635
68.61784;25.39693;7.973854
68.47833;25.54974;8.008594
68.8465;25.68406;8.035
68.55325;25.81026;8.144896
68.7645;25.62245;8.003959
67.98692;25.56224;7.996927
68.64625;25.695;8.058281
68.38108;25.54427;8.011354
68.79808;25.55286;8.005885
68.81658;25.55958;8.001511
68.74809;25.58036;8.002188
68.7405;25.60417;8.000156
68.37366;25.57365;8.018126
68.76867;25.57078;8.011198
68.61559;25.67031;8.077708
68.39733;25.59901;8.010208
68.51591;25.39516;7.967344
68.79375;25.6001;8.007969
68.4585;25.56464;8.00948
68.86642;25.5912;8.009896
68.69508;25.66958;8.079636
68.52558;25.55318;8.009375
68.36608;25.77089;8.087605
68.71983;25.6638;8.073334
68.65908;25.75141;8.067657
68.40442;25.73656;8.004531
68.38175;25.5801;8.002448
68.74658;25.60042;8.001771
68.37733;25.68182;8.0125
68.80908;25.5812;8.004167
68.7515;25.58516;7.995573
68.37933;25.55286;8.019792
68.60883;25.66193;8.070052
68.82567;25.59464;8.007656
68.79333;25.5725;8.001979
68.38125;25.55802;7.996823
68.4555;25.73766;8.082344
68.757;25.57635;8.011406
68.338;25.69958;8.01276
68.37783;25.70339;8.011615
68.75642;25.57661;8.003959
68.56342;25.54193;7.980156
68.77708;25.60938;8.004896
68.7495;25.60208;8.003229
68.401;25.5825;8.005313
68.63892;25.67714;8.077656
68.39108;25.55391;8.01625
68.451;25.76646;8.065208
68.61716;25.39927;7.973542
68.67325;25.57167;8.001094
68.4835;25.76714;8.05875
68.68175;25.58005;7.998281
68.37791;25.70609;8.009948
68.47025;25.39005;7.963281
68.33625;25.57828;8.004427
68.651;25.67906;8.081145
68.5855;25.6874;8.051146
68.21575;25.79234;8.045521
68.68367;25.66255;8.072083
68.671;25.42432;7.837656
68.793;25.7013;8.033594
69.17934;25.65245;8.037604
68.70383;25.57;8.004219
68.75134;25.59891;8.002865
68.3425;25.69146;8.002448
69.04459;25.65573;8.029635
68.3815;25.68281;8.009167
68.73475;25.59177;8.000313
68.7775;25.58479;8.009427
69.00333;25.09797;7.779635
68.65533;25.67396;8.081146
68.86567;25.68588;8.023125
68.33617;25.68521;8.001302
69.14159;25.66417;8.032135
68.69675;25.57724;7.997813
68.69659;25.58463;7.988906
68.713;25.27714;7.835469
68.47491;25.55969;8.00974
68.38483;25.53375;8.010261
68.64;25.2799;7.838906
68.82716;25.6787;8.030833
68.73109;25.59203;8.00276
68.34108;25.60271;7.994948
68.34983;25.71349;7.998542
68.37508;25.60036;8.000521
68.67867;25.52573;8.016198
68.68333;25.58177;7.996458
68.31709;25.58583;7.991979
68.43208;25.56422;8.003282
68.42233;25.76297;8.060261
68.54459;25.71724;8.051146
69.23617;25.61979;8.079896
68.54066;25.68849;8.047812
68.44817;25.68438;8.033698
68.65292;25.68255;8.053437
68.559;25.66953;8.069427
68.44791;25.69167;8.03526
68.62183;25.56453;7.993594
68.28841;25.56698;7.994219
68.38;25.56365;8.005157
68.54967;25.37891;7.966771
68.83767;25.66422;8.01724
68.629;25.67698;8.054063
68.55683;25.54083;7.982552
68.67091;25.59677;7.99599
68.80767;25.28333;8.010261
68.60641;25.77182;8.11724
68.62341;25.5363;7.982812
68.29725;25.58698;7.990469
68.87634;25.58964;8.006927
68.73209;25.59495;7.994375
69.0945;25.64844;8.035937
68.62708;25.57896;7.992448
68.48466;25.8075;8.134114
68.59325;25.73646;8.063437
68.32175;25.55661;7.997552
68.71875;25.62323;7.988125
68.73575;25.60667;7.991562
68.40117;25.76885;8.054114
68.69167;25.66365;8.072865
68.68008;25.57547;7.9875
68.58016;25.75151;8.074115
68.38308;25.55182;7.997656
68.99392;25.65552;7.962656
68.39425;25.70646;7.995937
68.71442;25.59771;7.994479
68.65166;25.59057;7.991042
68.28025;25.59312;7.990885
68.74233;25.5874;7.992239
68.64433;25.27521;7.832969
68.51767;25.68719;8.039687
69.12775;25.11781;7.759531
68.69942;25.72927;8.017709
68.62341;25.59995;7.985781
68.69217;25.59573;7.99974
68.70441;25.6849;8.011198
68.42358;25.37724;7.950417
68.55742;25.57354;8.000051
68.56216;25.67635;8.0325
69.83916;25.30036;8.064896
68.40642;25.57448;7.999063
68.05508;25.47615;7.95724
68.7785;25.68016;8.017396
69.449;25.54839;8.082188
68.38316;25.3775;7.939271
68.45225;25.80812;8.120885
68.28592;25.54094;7.996823
68.57458;25.54047;7.988333
68.284;25.56844;7.987031
68.54134;25.57979;7.97849
68.58759;25.57406;7.984739
68.63116;25.67354;8.062344
68.62525;25.57375;7.987448
68.61691;25.65578;8.046198
68.52;25.66964;8.049375
68.64417;25.60005;7.987656
68.59358;25.2749;7.834427
69.0675;25.63917;8.025208
69.04034;25.65927;8.02177
68.53125;25.53422;7.969115
68.65691;25.66583;8.046302
68.23808;25.57349;7.99724
68.64425;25.61844;7.984323
68.56508;25.59927;7.980469
68.91891;25.44714;8.005364
68.64658;25.59099;7.983646
69.04117;25.65182;8.030416
68.2365;25.7588;8.054948
68.99008;25.22901;7.782292
68.3535;25.55693;7.990313
68.28941;25.58396;7.994271
68.4145;25.71224;7.985312
68.63583;25.60005;7.984427
69.07633;25.6613;8.010885
68.62775;25.6163;7.979479
68.36742;25.54354;7.993854
68.54691;25.59255;7.984948
68.5405;25.57823;7.977552
68.28825;25.55979;7.979844
68.726;25.68396;8.011719
68.87117;25.65599;8.007031
68.40466;25.80052;8.11099
68.6;25.70161;8.004427
68.61134;25.55432;7.975937
68.666;25.59219;7.98375
68.37383;25.39526;7.931823
68.32291;25.56234;7.994948
68.34959;25.18281;7.745
68.59233;25.5901;7.971771
68.87634;25.54391;8.001511
68.66317;25.60042;7.976823
68.48742;25.68161;8.033072
68.49084;25.58927;7.966979
68.40667;25.79708;8.105
69.10692;25.60672;8.010834
68.51342;25.56609;7.970938
68.26892;25.56182;7.980886
68.26158;25.56505;7.990156
68.59325;25.59891;7.971615
68.84425;25.5362;8.004636
68.38;25.68516;8.029531
68.6265;25.59578;7.97625
68.40475;25.67474;8.048177
68.45875;25.6887;8.032135
68.9725;25.64;8.008698
68.4395;25.67354;8.051146
68.7805;25.36703;8.05724
68.48666;25.57516;7.977448
68.54175;25.7462;8.054427
68.37009;25.68839;8.015469
68.32967;25.39594;7.937969
68.60567;25.65755;8.046145
68.591;25.70177;7.996198
68.61408;25.71318;7.997292
68.51408;25.58708;7.978906
68.48667;25.58463;7.971667
68.78516;25.35896;8.054584
68.4965;25.66719;8.039166
68.54408;25.59781;7.982344
68.51025;25.59276;7.976042
68.6405;25.27833;7.984115
68.33933;25.66786;8.035885
68.74084;25.36651;8.054635
68.54117;25.57839;7.967135
68.39608;25.68703;8.021459
68.54308;25.41745;7.96026
68.316;25.38516;7.935104
68.54942;25.58151;7.974062
68.46758;25.73812;8.040677
68.75716;25.57214;7.999583
68.51542;25.71677;8.041198
68.56316;25.70724;8.047292
68.435;25.58786;7.960989
68.56492;25.61526;7.967916
68.70875;25.36651;8.046875
68.54633;25.29156;7.975469
68.4775;25.59875;7.970365
68.68716;25.37188;8.055052
68.78975;25.53839;7.991042
68.711;25.37188;8.05125
68.41534;25.67729;8.023229
68.7325;25.35771;8.054948
68.39684;25.67719;8.020782
68.768;25.36411;8.053229
68.89133;25.6524;8.010572
68.25941;25.70021;8.012864
68.28717;25.67766;8.038021
68.42567;25.56016;7.963021
68.47816;25.57458;7.965417
68.23141;25.81229;8.110573
68.42509;25.66802;8.023177
68.42817;25.5713;7.965261
68.32008;25.69047;8.012239
68.75025;25.36755;8.053594
68.81934;25.0274;7.79776
68.34441;25.66875;8.040469
68.34692;25.67083;8.036718
68.63525;25.67281;8.045938
68.48375;25.6038;7.962135
69.6095;25.30375;8.026823
69.68058;25.29734;8.033334
68.3645;25.66443;7.966458
68.44517;25.59828;7.953959
68.771;25.54318;7.994844
68.95192;25.63698;8.000573
68.34608;25.67396;8.030365
68.25083;25.37687;7.932708
68.4115;25.73505;8.032917
68.48325;25.5912;7.96
68.23725;25.70693;8.005625
68.55275;25.69479;7.990833
68.32034;25.67922;8.036458
68.31609;25.79234;8.080729
68.20658;25.69443;8.000313
68.52316;25.59927;7.967135
68.57941;25.67568;8.020625
68.3975;25.56125;7.955417
68.21167;25.81552;8.104948
68.65442;25.37547;8.036041
68.48959;25.71109;7.986979
68.37791;25.73448;8.02625
69.66434;25.28854;8.03625
68.405;25.58234;7.95375
68.47459;25.59667;7.956875
68.27216;25.67599;8.026614
68.25633;25.6925;8.006511
68.20641;25.55766;7.973333
68.35442;25.74042;8.030469
68.31108;25.73427;8.017917
69.08858;25.02396;7.73401
68.21992;25.67417;8.003802
68.424;25.6651;8.010885
68.26534;25.54677;7.967187
68.26967;25.77901;8.080417
68.21716;25.76755;8.02349
68.30617;25.75474;8.020885
68.73425;25.76953;8.115364
68.422;25.57604;7.950885
68.215;25.76484;8.026927
68.48116;25.59443;7.960156
68.22025;25.55286;7.968646
68.36308;25.57531;7.956979
68.44058;25.59807;7.954427
68.39183;25.59432;7.965156
68.38142;25.59583;7.95474
68.52225;25.58865;7.964531
68.32408;25.58974;7.95151
68.39775;25.60651;7.959688
68.4395;25.58578;7.957812
68.88441;25.65448;8.005052
68.398;25.59432;7.958073
68.277;25.76141;8.02323
68.43925;25.69615;7.98375
68.35858;25.59047;7.95401
69.63308;25.29938;8.028438
68.67575;25.5688;7.98276
68.46783;25.60755;7.958906
68.23583;25.76281;8.020573
68.73575;25.35901;8.04875
68.351;25.5837;7.952813
68.349;25.57646;7.946354
68.37783;25.72667;8.033021
69.52025;25.30984;8.013802
68.73642;25.76635;8.115417
68.39684;25.59807;7.951979
68.24167;25.75964;8.027135
69.17117;25.53057;8.037656
68.34116;25.58219;7.952969
68.38633;25.59521;7.956614
68.34617;25.58615;7.951667
68.65825;25.36401;8.038438
68.31284;25.58807;7.944531
68.3785;25.59297;7.957708
69.54333;25.29479;8.020885
68.41367;25.67432;7.982552
68.62209;25.35917;8.035313
68.31975;25.57807;7.947031
68.25616;25.57427;7.950313
68.39867;25.68839;7.970365
68.763;25.64167;7.9925
68.36134;25.59734;7.95
68.3715;25.60912;7.947917
68.33992;25.5526;7.952917
68.60617;25.55109;7.97
68.29608;25.58125;7.948073
68.12842;25.68995;7.991927
68.34217;25.5876;7.945104
68.28958;25.56635;7.945886
69.563;25.30901;7.998489
68.4295;25.59391;7.944583
68.32792;25.55276;7.950885
68.19808;25.69797;7.996354
68.27692;25.57323;7.934583
68.289;25.53963;7.947656
68.43291;25.68536;7.970521
68.32958;25.57162;7.947292
68.39392;25.59286;7.942552
68.39825;25.59745;7.947761
68.39508;25.66573;7.998489
68.31983;25.58682;7.941354
69.51942;25.30359;7.996614
68.326;25.60802;7.944583
68.56775;25.36276;8.032812
68.54417;25.37938;8.020469
68.53308;25.77234;8.078125
68.29692;25.59203;7.944687
68.36058;25.71552;8.015677
68.47825;25.37245;8.019323
68.34775;25.59156;7.953698
68.36283;25.70693;7.979323
68.33359;25.66599;8.000781
68.24208;25.57474;7.951146
68.503;25.77302;8.086146
68.75616;25.65833;7.983958
69.47325;25.30521;8
68.34734;25.58531;7.941719
68.67333;25.53042;7.968021
68.77725;25.35667;8.053177
68.1575;25.68588;7.994583
68.32709;25.67526;7.998177
68.22583;25.67438;8.013541
68.74767;25.01323;7.780469
68.29134;25.59396;7.944635
68.61092;25.76682;8.098698
68.35667;25.69813;7.963438
68.30692;25.60177;7.939427
68.45358;25.66224;7.999427
68.28675;25.58531;7.946979
68.34225;25.56755;7.950052
68.363;25.59583;7.944063
68.81683;25.52219;7.950781
68.44775;25.3763;8.019063
68.71458;25.76339;8.116562
68.53917;25.55719;7.989531
69.538;25.29875;7.996927
68.34834;25.42432;7.947448
68.34509;25.59396;7.9475
68.20058;25.52583;7.954114
68.90808;25.34505;7.940833
68.36784;25.65635;7.997552
68.521;25.76948;8.080937
68.7305;25.66052;7.980469
68.43584;25.36891;8.009895
69.52675;25.2824;8.010625
68.3335;25.61057;7.941875
68.695;25.36078;8.039948
68.36642;25.68854;7.962969
68.19575;25.71125;7.976563
68.70583;25.76016;8.11375
68.31333;25.57151;7.933333
68.42983;25.38156;8.011354
68.48775;25.3625;8.016459
68.29875;25.59193;7.938229
68.52325;25.52984;7.96349
68.26859;25.67484;7.993229
68.66991;25.64927;7.983386
68.41008;25.65094;7.996875
68.88792;25.33443;7.940312
68.45525;25.36089;8.017969
68.5085;25.36172;8.024062
69.39725;25.2838;7.985
68.61442;25.36156;8.03052
68.47725;25.61802;7.989896
68.52441;25.53661;7.957083
69.35641;25.30964;7.980469
68.16891;25.66177;7.995677
68.58725;25.36115;8.032396
68.13425;25.40281;7.76974
68.336;25.6774;7.947344
68.48409;25.36651;8.012343
68.19317;25.66818;8.001041
68.54684;25.36245;8.025833
68.42416;25.36578;8.013541
68.31567;25.27823;7.938958
68.61792;25.35625;8.028334
68.64133;25.74974;8.093958
68.2755;25.69052;7.997448
68.61317;25.655;7.97349
68.387;25.6549;7.951354
68.82417;25.45599;7.930833
68.87991;25.42339;7.935312
68.20758;25.67063;8.015261
68.34541;25.38276;8.001719
68.399;25.55792;7.941823
68.377;25.76896;8.072865
68.18758;25.65401;7.99474
68.531;25.3601;8.02552
68.73592;25.48193;7.994114
68.56325;25.36068;8.028594
68.43175;25.36219;8.010989
68.31667;25.64693;7.988802
68.8205;25.33682;7.928698
68.63267;25.32552;7.723698
68.4305;25.77292;8.063229
68.05617;25.38323;7.890937
68.84409;25.43245;7.930365
69.34092;25.31839;7.976459
68.53533;25.3599;8.024531
68.4105;25.36406;8.009687
68.34617;25.77005;8.055261
68.36467;25.2624;7.929739
68.34216;25.52031;7.945364
69.37109;25.28578;7.992656
69.62742;25.20813;7.945261
68.63392;25.55818;8.001354
68.37267;25.3699;8.002448
68.56067;25.5488;8.014948
68.28125;25.3688;7.990156
68.734;25.41271;7.945938
68.72984;25.3413;7.91625
68.58133;25.74505;8.074739
68.7325;25.41552;7.944479
68.36792;25.36599;8.001511
68.59634;25.48839;7.937708
68.44967;25.52672;7.937292
68.338;25.77542;8.052552
68.31333;25.37271;7.992188
68.70417;25.35234;7.914219
68.67333;25.3351;8.041511
68.8415;25.41734;7.928177
68.07066;25.41193;7.755208
68.87017;25.44411;7.934427
68.38934;25.54844;7.941979
68.72283;25.3412;8.038855
68.752;25.27948;7.93276
68.63742;25.34349;8.032812
69.28983;25.32005;7.963802
68.65017;25.33463;7.904219
68.61508;25.34833;8.026823
68.3175;25.7674;8.061979
68.27942;25.64271;7.976875
68.66392;25.34229;8.037656
68.28533;25.36724;7.991354
68.72483;25.34458;7.909114
68.05075;25.66828;7.978489
68.3735;25.54484;7.938229
68.53008;25.35635;8.010625
68.73483;25.41667;7.940781
69.22625;25.29839;7.961615
68.66575;25.41422;7.937552
68.26517;25.62776;7.979583
68.5605;25.34693;8.020365
68.30325;25.35828;7.991823
68.461;25.36432;8.024115
69.22;25.29344;7.958437
68.23783;25.3725;7.986406
69.19925;25.29599;7.958958
68.23959;25.36729;7.9825
68.73592;25.42214;7.915833
69.22217;25.28786;7.968438
68.35692;25.35547;7.997552
68.74267;25.57375;7.950885
68.67983;25.33719;8.034843
68.75775;25.41333;7.919479
69.17267;25.28943;7.964375
68.64025;25.41734;7.928698
68.7145;25.34979;7.916875
68.20008;25.37151;7.97375
68.72058;25.39323;7.945
68.73775;25.57813;7.941979
68.26183;25.36396;7.985833
68.25291;25.36021;7.986198
68.63383;25.33604;8.033489
68.473;25.35594;8.010781
68.70892;25.57198;7.930677
68.6825;25.41922;7.91776
68.67692;25.41807;7.937188
68.58308;25.33354;7.897656
68.35067;25.35781;8.004167
68.32909;25.35984;7.992292
68.37183;25.36479;7.998646
68.34067;25.35891;7.988125
68.42741;25.35474;8.005885
68.45592;25.71672;8.0575
69.128;25.28104;7.959531
68.32909;25.3613;7.988281
68.22275;25.77974;8.035625
68.67834;25.40604;7.928646
68.27983;25.76906;8.060885
69.12859;25.31604;7.960677
68.60492;25.33276;8.028489
68.66708;25.42604;7.910625
68.61375;25.43234;7.902187
68.698;25.55511;7.922083
68.64417;25.26537;7.963333
68.17492;25.36865;7.969635
68.60775;25.73151;8.034583
68.60858;25.41969;7.916615
68.35667;25.35125;7.997969
69.04266;25.31703;7.930885
68.57816;25.41;7.926354
68.59;25.40052;7.914844
68.51808;25.27224;7.904583
68.64442;25.34052;7.899583
68.53967;25.33286;8.028334
68.2425;25.36297;7.98526
68.26791;25.35776;7.981406
68.61175;25.43573;7.898698
69.06883;25.29667;7.947761
69.43075;25.25521;7.919792
68.5365;25.33312;8.023334
68.493;25.34089;7.883542
68.6325;25.02615;7.65
68.61742;25.40719;7.921406
68.26492;25.75323;8.040104
68.71175;25.44547;7.953125
68.58342;25.41036;7.91026
68.86758;25.35573;7.901771
69.032;25.29307;7.938177
68.693;25.32271;8.033125
68.0635;25.36776;7.956927
68.21375;25.76193;8.045417
68.27058;25.75781;8.041979
68.69691;25.45224;7.946302
68.75058;25.39396;7.94224
68.28917;25.74276;8.056979
68.18483;25.36089;7.975
68.499;25.43125;7.891562
68.66734;25.33042;8.032448
69.2195;25.45583;7.837031
68.895;25.3263;7.90151
68.64433;25.53505;7.904427
68.343;25.73156;8.030729
68.66592;25.32495;8.027657
68.30608;25.34661;7.98901
68.69192;25.33552;8.029166
68.53467;25.33219;8.018437
68.51883;25.40417;7.884375
68.65691;25.32865;8.017032
68.38458;25.3287;7.876615
