K0P125.PV;K5PCV4I.PV;K5P4_1.PV
67.66717;32.8686;13.5887
67.23466;32.91958;13.55052
67.559;32.22474;13.1126
67.57342;32.87234;13.5713
67.60966;32.87214;13.57057
67.21983;32.9199;13.55651
67.59925;32.86672;13.57594
67.28758;32.92115;13.56568
67.54784;32.86719;13.57286
67.59133;32.87365;13.57677
67.54775;32.67464;13.51375
67.56042;32.86828;13.57307
66.65858;33.08729;13.44177
67.154;32.92818;13.53036
67.58591;32.68198;13.51953
67.20875;32.92219;13.53187
67.52734;32.87115;13.55479
67.58566;32.67;13.5262
67.61767;32.64463;13.52453
67.51833;32.86833;13.53427
67.161;32.9238;13.52859
67.60575;32.67422;13.52734
67.59109;32.67693;13.52552
67.58817;32.68359;13.52276
67.4945;32.86792;13.54172
67.42284;32.92625;13.52162
67.61884;32.67604;13.52432
67.54391;32.87297;13.57026
67.851;32.56313;13.13203
67.54591;32.67516;13.5238
67.51208;32.67365;13.51453
68.943;31.87161;13.18812
67.48441;32.87568;13.5474
67.45567;32.67735;13.49531
67.57058;32.68484;13.51771
67.33434;32.93854;13.50797
67.92267;32.50359;13.12911
67.52683;32.67141;13.51312
67.76517;32.56615;13.11714
67.54292;32.675;13.51198
67.45658;32.86536;13.53542
67.53358;32.87656;13.54839
67.46008;32.86828;13.53755
67.40025;32.86766;13.52057
68.07642;32.4651;13.07771
67.53233;32.87271;13.55172
67.52192;32.67406;13.50792
67.51642;32.86755;13.54755
67.12392;32.90797;13.39349
67.418;32.86583;13.54234
67.41192;32.70625;13.50297
67.35941;32.85802;13.53255
67.55167;32.87672;13.55641
67.427;32.87125;13.54573
67.34775;32.8726;13.50281
67.404;32.67239;13.4875
67.55742;32.18943;13.35807
67.40483;32.6739;13.49229
67.42225;32.67313;13.48224
67.5375;32.8712;13.54479
67.53;32.87844;13.54651
67.3775;32.85365;13.50469
67.34834;32.87016;13.50656
67.30759;32.87167;13.51005
67.38467;32.86573;13.50953
67.68408;32.56739;13.10047
67.69158;32.56625;13.09255
67.40317;32.6838;13.48542
67.53575;32.69188;13.62271
67.46267;32.86995;13.53417
67.40908;32.86687;13.5176
67.63734;32.57016;13.09089
67.55708;32.87234;13.5413
67.33984;32.86516;13.5101
67.43675;32.86708;13.51937
67.64525;32.56307;13.09021
67.41409;32.67854;13.48375
67.39892;32.67854;13.47609
67.28384;32.67672;13.45823
67.55083;32.87161;13.56297
67.47292;32.8713;13.53443
67.62959;32.56823;13.09135
67.29066;32.67615;13.44667
67.2685;32.87318;13.50724
67.27825;32.8638;13.47224
67.44392;32.69386;13.62323
67.46533;32.8688;13.53115
67.33617;32.74266;13.23552
67.845;32.4638;13.07849
67.49725;32.86797;13.54656
67.62425;32.86927;13.5638
67.28925;32.68026;13.46271
67.27275;32.8675;13.5024
67.55534;32.87323;13.55036
67.30775;32.87323;13.50354
67.28284;32.87703;13.49297
67.2175;32.67437;13.43573
67.181;32.87302;13.47115
67.39359;32.69474;13.59943
67.74825;32.22375;13.02693
67.38142;32.86792;13.51318
67.56658;32.87771;13.54771
67.56059;32.56349;13.06354
67.32558;32.67599;13.45729
67.28992;32.87516;13.48714
67.21042;32.68099;13.45344
67.21291;32.8675;13.46833
67.26508;32.68307;13.44536
67.17433;32.67437;13.43307
67.22691;32.8713;13.48203
67.53233;32.87104;13.53885
67.3745;32.87115;13.4988
67.16717;32.87135;13.47635
67.14792;32.87469;13.47563
67.29559;32.6801;13.44063
67.19791;32.86766;13.48094
67.15434;32.86927;13.47318
67.29675;32.87245;13.50182
67.15633;32.67115;13.4251
67.26583;32.86719;13.49552
67.19833;32.86864;13.48438
67.18066;32.86568;13.47318
67.274;32.69651;13.58255
67.31333;32.69109;13.58443
67.17017;32.67739;13.43255
67.433;32.87365;13.52932
67.147;32.67026;13.44115
67.213;32.67703;13.43995
67.457;32.51786;13.0387
67.2315;32.87208;13.4625
67.2815;32.68964;13.58115
67.19383;32.67213;13.435
67.51784;32.87062;13.5324
67.30642;32.87693;13.49396
67.15908;32.67458;13.42307
67.18658;32.68182;13.42729
67.16625;32.86646;13.47807
67.69434;32.22036;12.99792
67.41142;32.87234;13.51031
67.14892;32.67271;13.42807
67.58325;32.86911;13.53854
67.3385;32.86864;13.49859
67.55358;32.87437;13.53594
67.30125;32.86922;13.48448
67.55617;32.87255;13.54359
67.18233;32.6811;13.42495
67.13392;32.87292;13.46021
67.14;32.86636;13.47224
67.18725;32.87917;13.46849
67.17542;32.87156;13.46677
67.17225;32.67656;13.41953
67.11275;32.8689;13.45042
67.6;32.21646;12.99146
67.59834;32.50234;13.03547
67.57117;32.22271;12.97474
67.512;32.85823;13.52839
67.40625;32.86781;13.51047
67.45467;32.87125;13.50839
67.3225;32.86609;13.48193
67.617;32.86615;13.5463
67.17617;32.86958;13.47068
67.15358;32.87062;13.45427
67.137;32.87162;13.44438
67.57458;32.86302;13.52536
67.55642;32.23312;12.96995
67.24158;32.86786;13.47932
67.56392;32.86505;13.52953
67.35042;32.87422;13.49286
67.52658;32.23849;12.96245
67.497;32.46724;13.00536
67.22325;32.8676;13.46875
67.25892;32.56479;12.99557
67.55175;32.87354;13.53375
67.289;32.87422;13.47984
67.13625;32.87104;13.45813
67.58833;32.86755;13.52536
67.1195;32.87286;13.44719
67.15317;32.87041;13.47021
67.40875;32.87041;13.50036
67.601;32.8688;13.53255
67.43941;32.23339;12.95094
67.26817;32.87547;13.47141
68.04134;32.49531;13.17958
67.37634;32.22495;12.94036
67.58;32.86703;13.52969
67.43083;32.21422;12.94703
67.368;32.23849;12.93234
67.79475;32.31521;13.41938
67.5125;32.86391;13.51182
67.9275;32.51943;13.17313
67.34758;32.87078;13.49016
67.21675;32.88667;13.51099
67.91734;32.52656;13.16724
67.15767;32.8726;13.45078
67.13633;32.86448;13.44849
67.20133;32.8713;13.46349
67.15583;32.86776;13.44719
67.40325;32.86734;13.49635
67.51958;32.86891;13.51719
67.67316;32.78734;13.51391
67.29275;32.86146;13.47849
67.22058;32.67891;13.34719
67.42467;32.87146;13.50062
67.16967;32.87573;13.4576
67.27642;32.21386;12.91542
67.92992;32.27609;13.04203
67.59109;32.77859;13.49359
67.82616;32.52713;13.14698
67.18767;32.86708;13.46641
67.61142;32.77516;13.50182
67.1715;32.86115;13.43859
67.90591;32.28078;13.04016
67.58183;32.78563;13.48271
67.47317;32.86281;13.49672
67.86083;32.27578;13.02615
67.77292;32.5138;13.13245
67.90892;32.27526;13.03667
67.98617;32.27021;13.0301
67.13025;32.86917;13.44229
67.30341;32.86974;13.475
67.2835;32.86485;13.46984
67.19358;32.87037;13.45135
67.81417;32.27995;13.01906
67.52317;32.78318;13.47714
67.14167;32.87141;13.44286
68.14284;32.13302;13.02563
67.50367;32.78141;13.45724
68.11584;32.13792;13.01422
67.36867;32.86333;13.47068
68.09842;32.13927;13.01682
68.08675;32.12969;13.01823
67.51009;32.31573;13.34604
67.50308;32.30828;13.33068
67.46825;32.32484;13.32755
68.06875;32.14563;13.00844
67.08825;32.20974;12.86589
67.15775;32.87365;13.43911
67.4575;32.77974;13.44703
67.46667;32.3101;13.32807
67.40925;32.23443;13.29849
67.59575;32.52187;13.08641
67.45692;32.31099;13.33583
67.45792;32.30885;13.34417
68.03192;32.13089;13.01521
67.45392;32.30687;13.32375
67.34216;32.2349;13.30818
67.19592;32.87568;13.44578
67.39191;32.7787;13.44078
67.46191;32.31557;13.3312
67.471;32.31146;13.34073
68.05183;32.14469;13.00599
67.72217;32.42115;13.09411
68.08325;32.13901;13.01802
68.09417;32.13302;13.01573
68.05666;32.11573;13.02333
68.01759;32.12917;13.01125
67.28259;32.87276;13.43906
67.42992;32.78;13.45448
67.63467;32.38031;13.32036
67.36467;32.78104;13.42385
68.06059;32.13969;13.01667
67.34292;32.78109;13.43594
67.17117;32.86755;13.43406
67.24983;32.86687;13.44604
68.079;32.14979;13.02938
68.03983;31.81458;12.8524
67.16033;32.85912;13.42911
67.85525;32.42281;13.19698
67.158;32.86755;13.4326
68.05167;32.1114;13.02661
68.006;32.13443;13.00297
67.929;32.1337;12.99703
68.03075;32.1324;13.01443
67.95866;32.12125;12.98922
68.11708;32.09859;13.03406
68.09184;32.10026;13.04734
68.07408;32.12484;13.0274
67.2285;32.78141;13.40729
67.9745;32.1326;13.01141
67.89608;32.12276;12.96964
67.92583;32.12203;12.9974
67.87825;32.12859;12.96672
68.04816;32.10417;13.03786
68.02558;32.1099;13.0062
67.17783;32.78375;13.40063
67.77509;32.14255;12.94922
67.88808;32.46031;13.18828
67.95258;32.14568;13.00911
67.74467;32.14302;12.96141
67.85658;32.13323;12.96656
67.12991;32.78552;13.39828
67.14658;32.78208;13.38839
68.07775;32.09823;13.0426
67.98441;32.09974;13.02005
67.87033;32.12458;12.99771
67.84925;32.13151;12.96792
67.14025;32.77781;13.38349
68.04633;32.0662;13.04755
68.08358;32.06245;13.04932
67.854;32.4562;13.1799
68.055;32.04766;13.06005
68.05058;32.07391;13.03651
68.02233;32.0626;13.05276
67.79617;32.12083;12.95292
67.89558;32.1062;12.99578
68.00075;32.09261;13.02885
67.71575;32.13203;12.94458
68.04125;32.0438;13.04906
67.92033;32.10505;12.99083
67.91317;32.11031;12.99047
68.04633;32.05787;13.05703
67.91233;32.10807;12.97896
67.88483;32.1101;12.99094
67.89308;32.10323;12.945
67.96609;32.09432;13.01557
67.99925;32.08177;13.03568
68.03667;32.0588;13.04813
67.84458;32.11224;12.98151
67.86417;32.10693;12.98448
67.89225;32.10167;12.98344
68.0155;32.06979;13.04797
68.0175;32.04729;13.03703
67.66758;32.13885;12.93016
67.727;32.12156;12.95245
67.96458;32.04708;13.04271
67.70792;32.12901;12.92953
67.96941;32.07338;13.01693
68.03175;32.03365;13.05437
67.90559;32.09562;13.00521
67.96633;32.00896;13.13547
67.94392;32.08047;13.02437
67.76417;32.12005;12.93505
67.0835;32.77573;13.36995
67.85384;32.0924;12.99302
67.86375;32.09927;12.98604
68.0275;32.05088;13.05109
67.96841;32.03781;13.0476
67.85516;32.11432;12.97396
68.00017;32.04385;13.05323
68.09075;32.01917;13.05708
68.08884;32.03979;13.06719
68.07767;32.02255;13.05859
67.80358;32.12766;12.96708
68.05783;32.04136;13.05802
67.67142;32.12724;12.92078
67.82883;32.09094;12.97755
68.0315;32.03104;13.0625
67.74533;32.4537;13.14172
67.94067;32.08578;13.00708
67.68367;32.13172;12.9251
67.8015;32.13677;12.96005
67.95517;32.1262;13.01677
67.61117;32.26276;13.16917
67.63317;32.26802;13.16068
67.79375;32.10537;12.95536
68.02008;32.03667;13.05073
67.902;32.09802;13.0149
68.00708;32.02781;13.05464
68.03208;32.03047;13.05313
68.00391;32.03828;13.05943
67.94775;32.06318;13.02682
67.94434;32.0538;13.04297
67.65916;32.1275;12.93995
68.03017;32.0488;13.05375
67.94642;32.04682;13.03104
68.00833;32.1463;12.82344
67.99108;32.02391;13.04927
67.78191;32.10724;12.96344
67.75508;32.12896;12.94271
67.96667;32.03411;13.06245
67.72775;32.11562;12.94302
67.83458;32.0937;12.98729
67.58241;32.36485;13.21328
67.90742;32.05812;13.01271
68.09825;32.25318;13.04807
67.70683;32.14854;12.93651
67.67167;32.12984;12.9325
67.56966;32.26448;13.16286
67.92809;32.04536;13.03115
67.885;32.08162;13.01771
67.65675;32.45453;13.1326
67.95358;32.03724;13.03781
67.86575;32.05463;13.01583
67.68259;32.12151;12.93198
68.05192;32.01036;13.03927
67.59608;32.3611;13.20974
67.90708;32.04896;13.0225
67.91758;32.0099;13.02578
67.65459;32.13245;12.93323
67.84275;32.08271;12.98589
67.90092;32.04073;13.03641
67.98258;32.03115;13.03391
67.95142;32.04797;13.04589
67.658;32.14068;12.93094
67.96858;32.04349;13.0399
67.60217;32.25932;13.15339
67.59116;32.37193;13.12016
67.58258;32.45531;13.12125
67.83225;32.06;13.00505
68.028;32.02583;13.03818
67.85175;32.07625;12.99276
67.93667;32.03182;13.02771
68.02058;31.99703;13.04187
66.92308;32.77;13.34719
68.03292;32.02703;13.0426
67.75517;32.08583;12.97083
67.8705;32.04146;13.00438
68.05991;32.02656;13.03729
68.03858;32.03057;13.04245
68.04825;32.03057;13.03844
68.03083;32.02906;13.03943
68.098;32.02609;13.04078
68.11892;32.26333;13.04422
68.03183;32.02318;13.03964
68.1195;32.01641;13.04891
67.827;32.01859;13.01172
67.79892;32.04354;13.01635
68.0945;32.27807;13.04057
68.04667;32.02771;13.04161
67.74809;32.07203;12.9926
67.75275;32.08328;12.96974
67.48141;32.2612;13.14594
67.681;32.11672;12.94453
68.00391;32.02755;13.03151
67.74167;32.10453;12.96542
68.03733;32.02422;13.03828
67.85292;32.03448;13.0113
68.03375;32.00901;13.04224
67.502;32.26448;13.14833
67.66783;32.10792;12.92865
68.05542;32.03818;13.03698
67.78775;31.83005;13.06323
68.02875;32.04099;13.02766
68.1015;32.02031;13.04536
68.02016;32.02375;13.03948
67.79025;32.0387;13.01682
68.088;32.03266;13.04911
68.0305;32.04552;13.04688
68.06583;32.25089;13.03354
67.8515;32.03802;13.02016
67.85159;32.02911;13.02068
68.05733;32.02167;13.04344
67.87833;32.04984;13.01838
67.977;32.01896;13.02563
67.96;32.0162;13.02146
67.84592;32.1463;12.78703
67.7705;32.08213;13.00135
67.81258;32.06307;13.00781
67.50225;32.36375;13.16906
67.98692;32.02312;13.0213
67.77025;32.05469;12.97521
67.99;32.04281;13.0299
67.74883;32.03031;12.9949
68.03833;32.02724;13.03615
68.08117;32.01849;13.04458
68.04716;32.03828;13.04391
68.08675;32.26359;13.0424
67.80492;32.05651;13.01651
67.63966;32.10948;12.93708
68.04467;32.02901;13.04052
67.95292;32.0138;13.01703
67.99442;32.02958;13.0212
68.02766;32.02172;13.04036
68.0515;32.04708;13.03911
67.97775;32.03682;13.03646
67.62534;32.10015;12.93578
67.68317;32.10042;12.9501
67.99617;32.01323;13.03484
67.834;32.02703;13.02276
68.04234;32.02677;13.03036
67.86684;32.05531;13.02474
67.83342;32.03531;12.99698
68.00025;32.03552;13.01891
67.65684;32.10568;12.94755
67.97108;32.01781;13.0276
67.80317;32.04583;12.99833
67.94708;32.02844;13.01141
67.78909;32.02411;12.99766
67.68417;32.08526;12.96078
67.64716;32.0764;12.96349
68.00567;32.02036;13.01661
67.96392;32.05083;13.01521
67.98442;32.03052;13.02844
67.69859;32.07984;12.96479
67.64867;32.06026;12.94797
67.75708;32.01495;12.98604
67.70125;32.04432;12.98276
67.74275;32.01729;12.99167
67.79867;32.04828;13.00578
67.98058;32.05;13.01838
67.75008;32.02099;12.97714
67.71025;32.04901;12.97781
67.42992;32.27099;13.1162
68.719;31.46333;12.92484
67.8715;32.00859;13.01906
67.92392;32.02099;13.01406
67.92741;32.09667;13.20583
67.48659;32.45177;13.09818
67.65992;32.0688;12.94964
67.728;32.03682;12.99339
68.03391;32.24156;13.03026
67.94017;32.02255;13.01385
67.988;32.0224;13.03682
67.68117;32.08859;12.96281
67.9305;32.23489;13.00146
67.43767;32.45052;13.07276
67.90691;32.00708;13.01156
67.89567;32.01563;13.01854
67.97933;32.03005;13.02724
67.94691;32.25583;13.00698
67.94683;32.28886;13.00677
67.67292;32.07229;12.97812
68.10391;32.245;13.06432
67.96584;32.01708;13.02297
67.94109;32.28031;13.01156
68.01542;32.00615;13.02995
67.62342;32.05432;12.95495
67.93117;32.03755;13.00458
67.82242;32.3813;13.11104
67.64758;32.08318;12.94839
67.76434;32.04276;12.98792
67.75558;32.02896;12.98255
67.96675;32.02672;13.01646
67.934;32.01292;13.02125
67.90608;32.02911;13.00896
67.64125;32.05318;12.97479
67.74442;32.01786;13.00745
67.75833;32.01333;12.98453
67.72075;32.03891;12.98682
67.68875;32.05922;12.98162
67.40816;32.45432;13.07354
67.36383;32.26219;13.1176
67.65967;32.05214;12.96146
67.82525;32.03771;13.01469
67.99292;32.02161;13.02521
67.5965;32.07182;12.95583
67.87759;32.02687;12.99172
67.96684;32.05552;13.0149
67.90359;32.0288;13.01448
67.89783;32.09792;13.18464
67.66583;32.0337;12.96281
67.74242;32.0463;12.985
67.92509;32.01547;13.01406
67.88692;32.03427;13
67.91675;32.04234;13.00651
67.98358;32.01656;13.0412
67.62067;32.0625;12.95677
68.02283;32.25078;13.01812
67.64716;32.02792;12.97036
67.64267;32.03724;12.96526
68.11166;32.2613;13.05766
67.93225;32.04026;13.01021
67.58358;32.09964;12.93432
67.90025;32.04005;13.00896
67.71233;32.03552;12.98089
67.426;32.45896;13.06974
67.86375;32.25177;13.01156
68.02475;32.2564;13.04297
67.985;31.99708;13.03385
67.90142;32.01698;13.01516
67.63925;32.06797;12.95203
68.63125;31.46682;12.9076
67.91258;32.04469;13.01448
67.71325;32.03724;12.98714
67.69209;32.03729;12.98042
68.0555;32.24557;13.04078
67.66225;32.03604;12.97745
68.08141;32.28386;13.06563
67.83642;32.01979;12.99135
67.89375;32.04385;13.00714
67.3975;32.44932;13.06604
67.81783;32.25047;12.99089
67.8915;32.02146;13.00375
67.5995;32.07526;12.95297
67.52834;32.24234;13.13807
67.81767;32.02625;13.00073
67.60692;32.06682;12.96286
67.67025;32.02547;12.96214
67.96633;32.02161;13.03224
67.90208;32.02526;13.01958
67.96917;32.26203;13.02354
67.67067;32.03458;12.97792
68.01133;32.24578;13.02922
67.82558;32.24886;12.99786
67.7995;32.27698;12.97661
67.89917;32.02734;13.01177
67.5965;32.03974;12.95786
67.691;32.0551;12.97807
68.00625;32.26125;13.02589
67.29183;32.25911;13.09729
67.771;32.0387;12.98573
67.38567;32.45589;13.0725
67.86325;32.01958;12.99641
67.78108;32.25536;12.9824
67.85658;32.02542;12.99312
67.95358;32.00958;13.0276
67.82558;32.00932;12.98448
67.60783;32.06932;12.95844
68.03442;32.02375;13.03818
67.59742;32.00844;12.96031
67.83366;32.24578;12.99349
68.0315;32.02937;13.03474
67.86408;32.02937;12.9924
67.85117;32.03989;12.99635
67.78291;32.04448;12.99026
67.77375;32.01922;12.98234
67.82941;32.00276;12.98766
67.79358;32.0211;12.99755
67.96059;32.27005;13.01464
67.83317;31.99375;12.98714
67.86584;32.02515;12.99984
67.7925;32.06063;12.98786
67.66617;32.03323;12.97141
67.66425;32.03125;12.97062
67.60858;32.04901;12.97188
67.9365;32.25318;13.01141
67.64592;32.0375;12.96599
68.00017;32.00552;13.03047
67.62825;32.03193;12.96219
67.73241;32.26151;12.97125
68.56467;31.46557;12.88891
67.83234;32.01464;13.00057
67.76125;32.00318;12.99078
67.71358;32.09974;13.15693
67.64333;32.02261;12.96479
68.04725;32.00422;13.03776
67.80817;32.03271;12.98193
67.64267;32.05661;12.97245
67.17575;32.26255;13.06839
67.20075;32.35906;13.11797
68.04383;32.26307;13.05891
68.5855;31.45573;12.89073
67.77383;32.04083;12.98
67.34417;32.64235;13.28786
67.73325;32.02156;12.96807
67.47691;32.59865;13.28526
67.6105;32.05807;12.96432
67.59309;32.15042;12.72958
67.88233;31.92031;12.93469
67.72433;32.03859;12.97484
67.85575;32.25682;13.00979
67.60333;32.04193;12.96859
67.83292;32.02849;12.99521
67.58325;32.03323;12.95802
67.76583;32.01344;12.97885
67.21733;32.2638;13.07026
67.77617;32.03568;12.99203
67.56033;32.45781;13.25068
67.78492;32.02114;12.98641
67.6555;32.0462;12.95896
67.76;32.24166;12.97885
67.75883;32.02141;12.96828
67.78892;32.03557;12.97583
67.70483;32.0113;12.96266
67.76675;32.0313;12.9975
67.73908;32.03537;12.97714
67.99275;32.02302;13.02547
67.71917;32.02776;12.96604
67.75883;32.04656;12.97224
67.75684;32.0088;12.9776
67.68875;32.02787;12.97161
67.81233;32.03255;12.98208
67.593;32.03542;12.96458
67.5425;32.45755;13.24547
67.71841;32.2512;12.96026
67.1595;32.26469;13.06651
67.76058;32.0251;12.96854
67.76275;32.24307;12.9799
67.83642;32.27328;12.98411
67.68242;32.03078;12.95818
67.77583;32.24588;12.98229
67.52409;32.46214;13.23047
67.92391;32.00917;13.01375
67.72625;32.01057;12.97031
67.74008;32.03953;12.97276
67.71542;32.0126;12.97641
67.1935;32.45078;13.02646
67.76883;32.26432;12.98125
67.78917;32.09505;13.155
67.539;32.03448;12.95078
67.72758;32.06031;12.97193
67.72117;32.01526;12.97589
67.25992;32.35573;13.11693
67.8555;32.0337;13.00208
67.5345;32.34495;12.91656
67.48517;31.8249;12.98365
67.7525;32.0251;12.9799
67.65266;32.04016;12.95573
67.69592;32.03146;12.9725
67.65092;32.00583;12.96396
67.15908;32.26354;13.06922
67.93559;32.00917;13.02469
67.881;32.25787;12.99031
67.75142;32.01083;12.96948
67.84084;32.01453;13.00646
67.67242;32.04521;12.95672
67.74834;32.01651;12.96276
67.71584;32.05614;12.96177
67.61525;32.04385;12.95344
67.60767;32.01313;12.94385
67.697;32.0487;12.96651
67.71616;32.02781;12.9562
67.63208;32.25552;13.1101
67.66975;32.03177;12.9549
67.71858;32.03057;12.95865
67.15708;32.36516;13.10969
67.62917;32.04625;12.95422
67.68417;32.01677;12.95818
67.73283;32.0237;12.97984
67.91383;32.27266;13.02604
67.67342;32.01682;12.94948
67.81425;32.02297;12.98536
67.63567;32.02208;12.94786
67.62534;32.00646;12.9499
67.57867;32.02807;12.9399
67.62;32.03214;12.9524
67.83858;32.27646;12.98917
67.66383;32.24177;13.12151
67.6015;32.275;12.93401
67.66267;32.04;12.95755
67.67325;32.00459;12.95146
67.33266;32.59917;13.2626
67.70567;32.0176;12.97526
67.68567;32.03115;12.95542
67.583;32.24615;13.10885
67.4625;32.46526;13.22276
67.73175;32.02156;12.95734
67.70917;32.0413;12.95214
67.67167;32.00838;12.96094
67.92175;32.00203;13.01578
67.613;32.0288;12.94458
67.47984;32.46573;13.20771
67.12041;32.36495;13.1013
67.63225;32.01099;12.94849
67.582;32.01646;12.94682
67.60867;32.04792;12.94417
67.60516;32.0388;12.94432
67.78516;32.02875;12.98375
67.52942;32.09849;13.12443
67.68142;32.0413;12.95313
67.80225;32.27636;12.9775
67.61867;32.03349;12.94141
67.79158;32.24724;12.97156
67.63983;32.01333;12.93745
67.64883;32.01578;12.95698
67.8795;31.99682;13.00766
67.59592;32.24813;13.11932
67.6615;32.03109;12.9549
67.66792;32.05115;12.95328
67.62933;32.03948;12.94021
67.76783;32.00281;12.97552
67.52708;32.09838;13.12177
67.44842;32.04552;12.91318
67.59542;32.01734;12.94031
67.63358;32.02448;12.93703
67.6295;32.03349;12.94526
67.6685;32.02839;12.95214
67.62317;32.01245;12.95063
67.61092;32.03661;12.94266
67.61775;32.02713;12.94599
67.63008;32.01135;12.94479
67.65434;32.02542;12.95458
67.656;32.03526;12.94089
67.99;32.00604;13.0376
67.991;32.00891;13.03198
67.61283;32.04245;12.93599
67.65808;32.02896;12.96214
67.62617;32.01172;12.94849
67.54591;32.10193;13.12161
67.58067;32.03422;12.94781
67.6265;32.01948;12.93953
67.79375;32.24229;13.00229
67.08275;31.97214;12.6725
67.71958;32.01495;12.96177
67.46433;32.10151;13.11208
67.65892;32.03011;12.9424
67.56808;32.02146;12.925
67.57633;32.04526;12.93651
67.96692;32.0125;13.02974
67.61591;32.04292;12.93302
67.99558;32.0138;13.02724
67.38433;32.46312;13.20339
67.56975;32.01213;12.94073
67.55825;32.02261;12.92344
67.54008;32.02464;12.92292
67.76667;32.25146;12.97667
67.56433;32.03349;12.93411
67.69925;32.02359;12.96844
67.64233;32.00573;12.96479
67.49717;32.2513;13.09099
67.51242;32.09969;13.10792
67.34392;32.46109;13.19229
67.50758;32.02802;12.91781
67.47259;32.10239;13.11891
67.99508;32.02177;13.03531
67.90784;32.01318;13.00802
67.84583;31.9976;12.99641
67.5035;32.02214;12.91422
67.34708;32.46359;13.18875
67.58891;32.00172;12.94865
67.49084;32.0975;13.10682
67.92258;32.00469;13.01911
67.91084;31.99953;13.02036
67.75242;32.26432;12.97729
67.89809;32.10156;13.03932
67.63075;32.00787;12.95068
67.31742;32.30463;13.09318
67.8645;32.01745;12.98516
68.013;32.0149;13.03167
67.8395;32.10453;13.03969
67.9335;32.06781;13.03406
67.62766;31.91375;12.97417
67.46484;32.2501;13.08833
67.7095;32.22036;12.97115
67.62341;32.00646;12.94667
67.87508;32.08844;13.02469
67.97459;32.01036;13.02188
67.53083;32.04948;12.91943
67.71692;32.28245;13.01984
67.3755;32.24927;13.06026
67.78467;32.27453;13.04182
67.831;32.11489;13.01661
67.882;32.10437;13.03255
67.93383;32.00187;13.01141
67.41983;32.24057;13.06417
67.54266;32.04219;12.9313
67.90533;31.98911;13.01448
67.29617;32.45875;13.18099
67.95409;32.0163;13.02589
67.61808;32.01349;12.93635
67.46741;32.09969;13.08609
67.7685;32.0188;12.99349
67.7385;32.02052;12.97156
67.73683;32.01693;12.96422
67.56808;32.1;13.05755
67.71392;32.27682;13.02063
67.67267;32.25859;12.95745
67.58142;31.99568;12.94531
67.80116;32.10812;13.02422
67.80209;32.12526;13.01333
67.72009;32.03823;12.96651
67.644;32.26703;12.96437
67.38766;32.24802;13.05641
67.67934;32.01979;12.96479
67.78934;32.11141;13.01677
67.58767;32.01594;12.93911
67.768;32.10297;13.00526
67.71475;32.01745;12.96901
67.67809;32.01765;12.97083
67.64225;32.03088;12.94438
67.58158;32.01833;12.93734
67.28667;32.25318;13.04865
67.65117;32.25375;13.17359
67.63258;32.27349;13.00193
67.21333;32.08886;13.00859
67.639;32.27406;13.00078
67.62192;31.86953;13.01062
67.63925;31.865;13.00932
67.612;31.86594;12.99927
67.62642;31.95547;13.04714
67.62434;31.87031;13.01693
67.659;31.86365;13.02156
67.79858;32.10386;13.00432
67.75767;32.11583;13.00099
67.6635;32.01641;12.95464
67.65875;31.86156;13.01844
67.66125;32.27662;13.0074
67.52175;32.27922;12.97396
67.59458;31.86344;13.00307
67.50075;32.10552;13.03146
67.57108;31.86578;12.99448
67.63067;31.86953;13.01276
67.66358;31.87089;13.0113
67.63966;31.86604;13.00719
67.45966;32.10344;13.00411
67.23583;32.24547;13.02714
66.88858;32.4526;12.99115
67.66734;32.10609;12.98792
67.68467;31.86568;13.0151
67.78883;32.09552;13.01146
67.72275;32.1074;12.99792
67.46584;32.27385;12.96995
67.56384;31.87219;12.98667
67.63567;32.00037;12.95568
67.63483;32.09797;12.9763
67.56841;31.86698;12.99391
67.66358;32.13266;12.98609
67.66233;31.86662;13.02193
67.72842;32.09641;12.98219
67.68884;32.10115;12.9787
67.65375;31.87203;13.01589
67.7515;32.09901;12.98344
67.57317;31.86875;12.98917
67.18117;32.24547;13.02615
67.551;31.86594;12.99531
67.61417;31.87089;13.00943
67.17983;32.25203;13.01599
67.66367;31.87125;13.01708
67.40042;32.1036;13.00536
67.56983;31.86344;12.99917
67.50283;31.86437;12.98047
67.19608;32.24755;13.02635
67.63509;31.8625;12.99687
67.46917;31.87026;12.97427
67.37183;32.10521;13.02125
67.5165;32.28677;12.96953
67.64391;31.86385;13.00474
67.572;31.88026;12.9962
67.59309;32.27266;12.98438
67.48517;31.86917;12.97943
67.581;32.0225;12.92969
67.355;32.10401;12.99885
67.583;32.005;12.94495
67.60741;32.07417;12.96365
67.57375;32.03761;12.93411
67.58233;32.115;12.97896
67.67858;32.01036;12.95016
67.53975;31.86588;12.98599
67.66725;32.27078;12.99807
67.49167;31.86682;12.98594
67.63184;32.01365;12.94578
67.43625;31.86901;12.95974
67.52983;31.86531;12.98687
67.63708;32.00104;12.94448
67.42892;31.86349;12.96005
67.51466;32.27177;12.96911
67.61642;32.01318;12.94495
67.38966;31.75094;12.58474
67.50825;31.87193;12.96448
67.5975;32.00219;12.9313
67.60941;32.11094;12.96932
67.56792;31.99974;12.93667
67.56908;32.26146;12.98359
67.45058;31.87188;12.95839
67.4565;32.28099;12.95276
67.63084;32.01833;12.94609
67.33334;31.86786;12.94568
67.45067;31.87109;12.97328
