K5T6.PV;K5F5.PV;K5F6X.PV;K5T17.PV
175.0025;34.16995;29.71705;130.3294
175.0025;37.29567;31.51863;129.6325
175.0013;35.57542;30.24633;130.6994
175.0013;36.33152;30.73914;133.0262
174.9987;36.11436;29.57372;130.4288
174.9975;35.5007;29.55577;131.1956
174.9975;37.38453;31.48269;129.67
174.9975;37.14933;32.00177;131.1763
174.9962;36.22034;30.51674;131.7737
174.9925;36.17253;30.6387;131.4519
174.9925;36.85029;30.38357;131.3963
174.9925;35.85724;30.80158;129.6919
174.9913;34.71964;30.15867;130.8931
174.99;36.22917;30.38121;131.5825
174.99;34.69302;29.09853;129.375
174.9888;36.87358;30.4431;130.995
174.9888;33.96185;29.2484;129.455
174.9875;36.6988;30.36782;131.14
174.9875;35.49947;29.52411;131.03
174.9875;35.52972;29.76656;130.525
174.9875;34.63721;29.22121;129.4231
174.9875;35.04675;29.28484;128.8906
174.9875;36.08598;30.81505;132.8969
174.9863;36.27135;30.7373;131.7325
174.9863;35.97136;30.19677;131.2831
174.9863;36.10452;30.79403;133.0031
174.985;36.41606;30.38334;131.4438
174.985;36.73556;30.34991;131.7244
174.985;36.27313;30.59754;131.7956
174.9837;36.16813;30.32885;131.1525
174.9825;36.45143;30.53985;131.3875
174.9825;38.02053;30.46219;132.2962
174.98;35.18995;29.70225;130.6144
174.98;35.38512;29.56641;131.0869
174.98;37.73981;31.59683;130.6131
174.9788;36.97171;31.07072;132.4119
174.9787;35.51771;30.48245;131.2169
174.9775;34.66032;30.0171;130.8744
174.9762;36.78828;30.55426;131.3538
174.9762;34.79206;29.96391;131.3806
174.975;36.32084;30.2078;131.3337
174.975;35.52816;29.59492;131.175
174.975;37.40107;31.63229;129.5313
174.975;37.34124;31.46358;129.1944
174.9738;36.35048;30.23697;131.3869
174.9738;36.69047;30.5146;131.4662
174.9725;34.69703;29.71098;130.6525
174.9725;35.46974;29.6079;131.1144
174.9725;37.32553;31.51412;129.4344
174.9713;36.87952;29.86134;130.9913
174.9713;34.17656;29.88751;130.2887
174.9713;35.40139;29.69082;131.0575
174.97;36.89522;30.55886;129.6919
174.97;36.06071;29.47107;130.4719
174.97;35.44307;29.70049;131.0181
174.9688;36.71022;30.32861;131.4294
174.9688;34.25776;30.00902;129.2044
174.9675;36.80067;30.49804;131.4037
174.9675;36.07463;29.32693;129.9962
174.9675;34.33406;29.96786;129.2637
174.965;36.34508;30.47972;131.6706
174.965;36.22519;30.60466;131.5112
174.965;35.39437;29.81683;130.9675
174.9625;36.36507;30.46522;131.6331
174.9625;35.92614;29.316;130.4144
174.9625;34.66911;29.72416;130.7056
174.9625;36.27337;30.29122;128.2256
174.9625;37.69467;31.81549;130.6056
174.9625;37.57038;30.78106;132.4612
174.96;36.67455;30.31885;130.9006
174.96;35.16348;30.1721;130.9462
174.96;36.07565;30.51262;130.7287
174.96;36.24327;30.37213;131.5775
174.96;37.22267;30.52145;128.7487
174.9587;35.27027;29.77342;130.5456
174.9575;34.84889;30.02516;131.4056
174.9575;36.26654;29.42012;131.045
174.9575;35.44738;29.71439;130.995
174.9575;35.4976;29.23404;128.9563
174.9575;36.72198;30.39003;129.9944
174.9563;36.87655;29.82727;130.9419
174.9563;37.41619;31.41536;129.395
174.9562;36.08073;30.88985;132.8819
174.955;36.886;30.53816;131.0737
174.955;37.01397;30.61849;131.3756
174.955;36.00264;30.54977;129.6938
174.955;37.41972;31.50552;129.5125
174.9538;35.16801;30.23468;130.8925
174.9538;34.70184;29.11287;129.3163
174.9525;36.88401;30.40634;131.1119
174.9525;35.2021;30.36072;130.9563
174.9512;36.81714;30.38811;131.0438
174.9512;36.95354;29.97059;132.4956
174.95;36.85595;30.64657;131.2706
174.95;37.34472;31.52816;129.4906
174.95;37.04336;30.96995;132.4262
174.9487;35.20639;30.08853;131.2675
174.9487;34.70897;30.02486;130.8288
174.9487;34.67164;30.03077;130.8944
174.9487;35.3853;29.69652;130.9425
174.9487;36.9839;30.97332;132.4225
174.9475;37.35785;31.56341;129.5769
174.9463;36.9175;30.53759;129.555
174.945;36.9481;30.5103;130.9781
174.9438;35.61218;30.65927;129.6744
174.9438;36.22942;30.46233;131.8144
174.9438;36.26374;30.41049;131.5488
174.9438;36.77857;30.32219;130.03
174.9438;37.36813;31.469;129.2294
174.9425;36.231;30.27186;131.395
174.9425;36.1834;30.55188;131.7862
174.9425;35.45622;29.28611;128.9525
174.9425;35.13283;29.34207;128.8906
174.9413;36.84893;30.54237;129.8625
174.9413;36.21573;30.58422;131.4081
174.94;36.36028;30.35428;131.43
174.94;36.14699;29.57084;130.4706
174.9388;35.49146;29.7169;131.14
174.9388;35.66523;30.62333;129.0362
174.9375;35.67399;29.96565;130.6331
174.9375;36.68339;30.17665;130.7425
174.9375;36.38749;30.64291;129.5287
174.9375;36.81595;30.49583;130.9738
174.9362;35.93221;29.62273;131.0231
174.935;36.79775;30.60535;131.3194
174.935;36.82682;30.42724;130.9731
174.935;34.72425;29.2047;129.2737
174.9337;36.81239;30.46586;131.05
174.9337;36.08049;30.95398;132.9163
174.9325;36.30101;30.18364;131.4244
174.9325;36.25507;30.3653;131.3769
174.9325;37.0542;30.57073;131.3694
174.9325;36.02728;29.53316;130.3669
174.9325;34.60732;29.70546;130.6812
174.9312;36.65408;30.32604;130.8488
174.93;36.08679;30.32543;131.1744
174.93;36.05592;29.74451;130.5075
174.9275;36.70155;30.45539;130.8044
174.9275;36.76908;30.63029;131.3112
174.9275;36.12406;30.41477;131.17
174.9263;35.99795;30.71838;132.6275
174.9262;36.57323;30.39254;130.9506
174.925;36.2705;30.26516;131.4138
174.925;36.74772;30.42461;130.7919
174.925;36.83905;30.59679;129.8537
174.925;37.03949;30.71284;131.2969
174.925;35.13989;29.84184;130.6381
174.925;37.32744;31.39091;129.3463
174.925;37.37592;31.43645;129.2775
174.925;37.35349;31.40364;129.255
174.9225;37.35688;31.34972;129.3256
174.9212;35.62772;30.07907;130.6163
174.9212;37.42261;30.57029;131.2437
174.92;35.47712;29.10235;130.815
174.92;34.69847;29.69568;130.6463
174.92;37.29899;30.58204;128.75
174.92;37.22911;32.05199;131.1512
174.9188;36.37769;30.53766;131.6956
174.9187;34.58356;29.73161;130.625
174.9162;36.22898;30.31528;131.3763
174.9162;35.87067;30.85746;129.7012
174.9137;36.15888;30.34453;131.2056
174.9125;36.82267;30.5089;131.3781
174.9113;36.88326;30.45519;130.9969
174.91;36.13653;30.58205;131.8169
174.9088;36.44426;30.24711;130.7156
174.9075;34.75687;30.03672;131.4094
174.9075;35.27025;29.3416;128.9469
174.9063;36.1299;30.42896;131.2025
174.905;36.01231;31.109;132.9031
174.9037;36.72852;30.43386;130.8338
174.9037;36.04826;29.54142;130.3281
174.9037;36.79835;30.71457;132.4525
174.9025;37.94073;30.51442;129.5481
174.9;36.28858;30.20178;131.4444
174.9;35.15479;30.34504;130.8519
174.8988;35.73334;30.36871;130.8188
174.8987;36.00645;30.28639;130.745
174.8987;36.78925;30.81661;132.4775
174.8975;35.59621;29.15899;130.8575
174.8975;37.04247;30.99801;132.4625
174.8963;36.19725;30.28927;131.3938
174.8963;36.87202;29.84095;130.9081
174.8938;36.54345;30.27532;130.9106
174.8925;36.30899;30.15529;131.4406
174.8925;36.16505;30.47366;131.8144
174.8925;37.0076;30.60587;131.3344
174.8925;35.05201;29.26913;128.8737
174.8925;36.97636;30.89774;132.4675
174.89;38.02099;30.27834;129.5469
174.89;35.56138;30.42575;131.1875
174.89;36.89981;29.93753;132.4619
174.8875;36.27977;30.18763;131.4288
174.8875;35.63915;30.50363;129.6519
174.8875;36.25167;29.37265;131.0106
174.8875;35.09369;29.27978;128.8737
174.8862;35.65258;30.13962;130.61
174.8862;37.24397;31.97367;131.1187
174.885;36.01752;30.52419;131.8587
174.885;36.09687;30.49695;131.2038
174.8837;35.13429;29.73508;130.6313
174.8825;36.74971;30.70647;131.2719
174.8825;36.39487;30.62433;131.7188
174.8825;36.61605;30.55889;131.355
174.8825;34.21613;29.81363;129.1875
174.8825;36.72318;30.38046;129.9281
174.8825;38.92623;30.88019;131.8812
174.8825;36.91462;30.93356;132.4606
174.8813;35.1432;30.21173;130.8387
174.8813;36.43481;30.53671;131.3075
174.8813;36.40306;30.48868;131.2962
174.8813;35.96564;30.70537;132.5994
174.88;36.68493;30.30824;130.7575
174.88;34.69786;29.127;129.225
174.88;35.50745;30.60132;129.03
174.8788;36.28657;30.15062;131.4194
174.8788;36.16974;30.56076;131.8575
174.8788;36.29881;30.22385;131.2725
174.8788;34.65966;29.81845;130.5875
174.8775;34.66094;29.95229;130.7988
174.8763;35.87752;30.44993;130.8275
174.8737;35.99354;29.5195;130.2356
174.8737;35.91929;29.37049;130.3775
174.8725;36.51679;30.20834;130.7375
174.8712;36.29218;30.16981;131.4125
174.8712;34.62735;29.95228;130.8112
174.8712;36.25346;29.2574;131.0125
174.8712;34.20677;29.69002;129.1344
174.8712;35.86417;30.80853;129.6775
174.87;36.40185;30.61347;131.325
174.8687;36.72119;30.36326;130.7631
174.8687;34.61389;29.75338;130.5631
174.8687;35.92739;29.33469;130.3406
174.8687;34.14057;29.91788;130.2625
174.8675;36.15342;30.26472;130.7162
174.8675;34.57647;29.65606;130.5169
174.8675;36.0531;30.48351;129.6512
174.8663;37.46167;30.30251;130.9744
174.865;37.338;30.50261;128.6969
174.865;37.89126;30.51112;132.2606
174.8638;36.29542;30.62707;131.8694
174.8638;35.02544;29.60834;130.6725
174.8625;36.73208;30.35657;129.9637
174.8625;37.73429;31.62281;130.7181
174.8613;35.39441;29.16883;130.7762
174.8613;35.83435;30.87045;129.7044
174.86;36.26932;30.70611;130.9113
174.86;36.13609;30.27487;131.2581
174.8587;36.39788;30.34771;131.2594
174.8587;35.09391;29.72619;130.655
174.8587;36.96717;30.93927;132.4731
174.8575;36.72753;30.4929;131.3712
174.8575;36.26534;30.59207;131.8556
174.8575;37.40197;30.68027;131.1919
174.8575;36.14075;30.43121;131.2281
174.8562;34.78517;29.21788;129.1231
174.855;36.05754;30.49069;130.7069
174.855;35.99839;30.3448;131.8412
174.855;35.57951;30.30505;131.1769
174.855;37.01182;29.87058;132.4288
174.8538;36.80883;30.7243;132.4413
174.8537;36.41106;30.45688;131.7481
174.8513;36.77126;30.46991;129.905
174.8513;35.27089;30.81363;132.2481
174.85;35.81282;30.03751;130.5831
174.85;35.34335;30.66693;129.6288
174.85;34.97676;29.61436;130.6644
174.85;36.03172;31.12139;132.8094
174.85;36.01476;31.09213;132.8813
174.8488;36.37347;30.6096;130.8856
174.8488;34.59953;29.74283;130.5444
174.8488;35.86594;30.39211;128.2044
174.8488;36.12243;30.81047;132.8719
174.8475;36.00304;30.23009;130.7644
174.8475;37.09483;30.45696;130.9706
174.8475;35.29993;29.44692;129.9994
174.845;36.23841;30.64905;130.8987
174.845;36.75323;30.6339;131.355
174.845;36.12401;30.22792;131.2244
174.8438;35.99234;29.58386;130.1919
174.8425;36.76375;30.5987;131.2519
174.8425;35.53561;29.32845;130.2875
174.8425;34.73995;29.05629;129.175
174.8425;37.74756;31.59288;130.685
174.8412;35.99981;30.39475;130.7719
174.8412;34.74249;30.00201;131.4131
174.8412;34.15932;29.88917;129.1025
174.84;35.06833;29.23115;128.9588
174.8388;35.99031;30.317;130.7206
174.8375;36.12503;30.24919;130.7031
174.8375;37.32338;30.64915;131.2125
174.835;35.8325;30.79318;129.725
174.8325;36.95675;30.6858;131.2569
174.8325;35.13638;29.37797;128.8544
174.8325;35.97654;31.14662;132.7644
174.8313;36.37303;30.62382;130.875
174.83;36.00262;30.33319;130.7344
174.83;34.94495;29.16371;128.9462
174.8288;35.43363;29.26151;130.7469
174.8288;36.05203;30.90882;132.8406
174.8275;35.55476;30.35028;131.1687
174.8275;36.15605;30.28216;131.2219
174.8275;35.198;29.31981;128.9175
174.8275;35.41844;30.63206;128.99
174.8275;37.02161;30.99306;132.475
174.8262;36.35147;30.6942;130.8913
174.8262;36.75505;30.3623;131.2156
174.8262;36.92266;30.71634;131.2125
174.8262;35.11214;29.25638;128.9288
174.8262;37.31169;31.89545;131.0925
174.825;36.806;30.57283;131.3594
174.825;37.34443;30.47087;128.6588
174.825;35.95938;31.00345;132.6281
174.825;35.82468;30.82292;132.5631
174.8238;36.05533;30.34528;130.6913
174.8238;37.00376;30.99338;132.4713
174.8225;35.73699;30.72374;132.5269
174.8213;36.73822;30.45712;129.915
174.8212;37.35533;30.45431;130.9669
174.82;36.71267;30.72034;131.3338
174.82;34.66808;29.9501;130.7775
174.8188;35.01588;29.74393;130.6837
174.8175;37.36312;30.7937;131.1469
174.8175;35.22095;29.42159;129.9719
174.8163;36.27596;29.13719;130.9837
174.8163;36.97269;29.96884;132.3806
174.8162;35.82417;30.18381;130.5713
174.815;36.46892;30.63455;131.2813
174.815;36.28498;29.20601;130.9719
174.815;36.87714;30.3999;129.8663
174.815;36.94865;30.73779;132.4688
174.8125;37.35768;30.70532;131.1087
174.8125;37.36838;30.51374;130.9538
174.8125;34.45371;29.67261;130.4556
174.8112;35.94925;30.29455;130.7681
174.8112;35.99536;31.09718;132.6619
174.81;35.19756;30.22257;129.4744
174.8087;36.39588;30.5797;130.875
174.8087;35.13594;29.1975;128.9381
174.8087;34.89671;29.52861;128.88
174.8075;35.93751;30.36478;130.7706
174.8075;36.74753;31.06309;132.5119
174.8075;37.19581;30.44711;132.2081
174.8075;36.12376;30.95198;132.8562
174.8063;35.58971;30.45852;131.155
174.8062;36.31845;30.64163;130.9181
174.8062;35.11606;29.21462;128.8613
174.805;36.03191;30.39881;130.7019
174.805;36.53372;30.63221;131.3694
174.805;34.89008;30.1948;131.2794
174.805;34.109;29.84861;130.2656
174.805;35.04641;29.63131;129.02
174.805;37.21937;32.0187;131.075
174.8038;34.92933;29.10551;128.9844
174.8025;36.816;30.98768;132.4975
174.8013;36.85581;30.64513;129.8344
174.8;35.98747;30.50709;131.8512
174.8;34.85281;29.03235;129.0988
174.7975;38.00414;30.38844;129.5006
174.7975;34.92059;29.08686;129.0031
174.7962;35.42106;29.20714;130.7275
174.7962;34.89851;29.10238;129.0425
174.7962;35.66058;30.79577;129.7006
174.7937;35.97936;31.15706;132.725
174.7925;37.07882;30.71648;131.1644
174.7925;37.70942;31.63582;130.7594
174.7912;34.95955;29.51023;129.0156
174.79;36.69138;30.57493;131.3875
174.79;36.69682;30.4633;131.2481
174.7887;37.2596;30.6058;131.1413
174.7887;36.38969;30.39904;129.8025
174.7875;36.23724;30.53422;130.9131
174.7875;36.41425;30.71177;130.8756
174.7862;36.88641;29.89523;130.8781
174.785;38.97626;30.8959;131.8169
174.7825;35.83614;30.88553;129.72
174.7825;37.40942;31.67471;130.9275
174.7825;36.25072;31.1048;132.5369
174.7813;34.84158;30.19108;131.2663
174.7813;34.23099;29.92921;129.0669
174.7813;36.92262;30.74693;132.5019
174.78;35.21496;30.74328;129.6344
174.7787;36.0226;29.45914;130.1619
174.7787;34.86391;29.50241;128.935
174.7775;36.2286;30.62764;130.9319
174.7775;34.59856;29.79702;130.4844
174.7775;35.72896;30.40832;129.545
174.7775;35.19202;30.83085;132.1844
174.7775;36.83805;30.6409;132.4587
174.7775;36.50389;30.74164;132.5144
174.7762;34.73238;30.07701;131.3869
174.7762;35.92516;31.07553;132.5587
174.7738;36.42744;30.59165;130.8825
174.7737;36.46793;30.65235;130.8687
174.7725;36.20691;30.61816;130.9356
174.7725;35.79975;30.75353;129.6981
174.7725;37.65362;31.58389;130.7838
174.7713;35.86519;30.37125;128.2063
174.7712;36.41607;30.57782;131.7594
174.7712;37.40785;30.55036;128.6544
174.7688;34.71021;29.88892;130.7787
174.7675;35.95714;30.4881;131.84
174.7675;35.60402;30.45703;131.1375
174.7663;35.77906;30.25493;130.5412
174.7663;37.40691;30.37906;130.9362
174.7663;36.26345;30.69976;132.5287
174.765;36.8013;30.36413;131.2
174.765;36.02174;30.62116;131.8144
174.7637;34.84887;29.48417;128.9075
174.7625;36.8031;30.57503;129.8012
174.76;35.58339;30.47496;131.1169
174.76;36.89191;30.71192;132.5125
174.7588;35.06963;29.4704;128.8694
174.7587;35.01297;29.73199;130.6919
174.7587;35.97898;31.13991;132.5956
174.7575;36.41626;30.51121;130.8719
174.7563;35.91808;30.59702;131.8212
174.7563;35.53592;29.27166;130.2713
174.7563;35.94168;30.72268;132.5219
174.7562;37.31714;30.75854;131.0825
174.755;35.96241;30.31763;131.8525
174.755;35.23723;29.48416;129.9581
174.7538;34.31759;29.59202;130.4075
174.7538;34.58316;29.63093;130.4569
174.7525;34.50261;29.72125;129.0544
174.7513;36.44376;30.71089;130.8744
174.75;34.66551;29.97548;130.765
174.75;35.00341;29.92175;130.7156
174.75;36.46875;30.50045;129.7813
174.7487;37.28884;30.60452;131.1012
174.7475;34.14676;29.72294;130.2225
174.7475;37.31676;31.57406;131.0031
174.7475;35.67585;30.72591;132.5375
174.7462;34.79332;29.9414;131.39
174.7462;36.97348;29.96764;132.3494
174.745;35.34647;29.17665;130.7194
174.7437;36.88322;30.75434;132.5375
174.7425;35.02748;29.74153;130.7231
174.7425;36.42226;30.33425;129.8112
174.7425;37.22385;31.83262;131.0144
174.7413;36.52935;30.49454;129.7813
174.7413;36.46954;30.51026;131.7944
174.74;36.28238;29.10115;130.9425
174.74;34.89058;29.34125;128.9388
174.74;34.97347;29.34078;129.0069
174.7387;36.53934;30.65288;131.395
174.7375;36.83352;29.81048;130.815
174.7375;34.99385;29.45351;128.9787
174.7375;36.92898;30.76372;132.5163
174.7363;35.83431;30.38809;130.5194
174.7363;37.8981;30.37892;129.4825
174.7363;35.45724;30.58612;128.905
174.7337;35.25005;30.41476;129.3875
174.7312;36.45474;30.45515;129.7656
174.7288;36.53706;30.42039;129.8456
174.7287;35.567;29.49219;130.2581
174.7287;34.63953;29.53512;130.4194
174.7275;36.14075;29.44183;130.1063
174.7275;35.83313;30.4938;128.2437
174.7275;36.89245;30.74651;132.4881
174.7263;34.51411;29.74175;130.2213
174.7262;36.36048;30.47258;130.8675
174.7262;34.9454;29.45844;128.955
174.7225;36.11016;30.4319;130.9263
174.7225;36.76514;30.25761;131.1881
174.7225;37.0887;30.68646;128.6319
174.7225;37.54644;31.59085;130.8962
174.7213;36.08013;30.48007;130.9394
174.7213;36.27934;29.18493;130.9144
174.72;35.8751;30.2965;130.4881
174.72;36.89793;30.88564;132.5137
174.7188;36.37046;30.53542;130.8663
174.7188;36.08678;30.64315;131.8069
174.7188;36.85265;30.92218;132.4981
174.7175;35.97232;31.09388;132.5488
174.7162;35.28442;29.29498;130.6837
174.715;35.7093;30.68495;129.715
174.7137;36.02347;30.50734;131.79
174.7125;36.73664;30.29329;131.1588
174.71;34.83135;30.16096;131.265
174.71;34.36877;29.7047;130.3488
174.7063;35.19923;30.67456;129.5856
174.705;36.60372;30.58587;130.8869
174.705;36.08515;30.90049;132.8581
174.7038;34.66488;29.93354;130.7256
174.7025;35.27087;29.38656;129.9906
174.7025;36.31914;30.50126;129.7513
174.7012;35.42193;29.57774;130.1944
174.7;36.44334;30.48776;129.785
174.7;37.36935;31.74379;130.9113
174.6975;37.54741;31.47784;130.8144
174.695;35.50991;29.47181;130.2388
174.6925;35.80409;30.29055;130.4775
174.6925;36.67857;30.46493;131.1525
174.6913;35.87391;30.35338;130.51
174.6913;34.6884;30.00516;130.6962
174.69;37.34824;30.59356;131.0506
174.69;34.72406;29.44404;130.6469
174.6888;34.56596;29.58491;130.3887
174.6888;36.49766;30.58332;132.21
174.6875;35.74755;30.51137;131.7456
174.6825;35.55251;30.47621;131.1187
174.6825;36.2946;29.25209;130.8606
174.6812;36.39048;30.50768;129.7281
174.6812;37.36253;30.30478;130.9244
174.6812;34.51067;29.62354;130.1962
174.68;37.23497;30.34996;129.4487
174.68;36.35764;30.57727;130.8788
174.6775;36.40285;30.38661;130.885
174.6775;37.34579;30.54986;131.0744
174.6775;36.05086;29.40291;130.0825
174.675;35.03516;29.75591;130.7287
174.675;39.03708;30.8614;131.7444
174.675;36.98036;29.97179;132.3
174.67;34.70558;30.00883;131.3944
174.67;34.81042;29.4218;130.6381
174.67;34.37117;29.79489;130.3144
174.6687;35.4966;30.47615;128.8581
174.6675;37.24553;30.61906;131.07
174.6588;36.01976;30.72519;131.4056
174.6588;36.05189;30.79296;132.8169
174.6575;36.47413;30.42155;131.8094
174.6575;34.12033;29.65762;130.1606
174.6563;36.95538;30.54954;128.6263
174.6537;34.69426;29.8987;131.3562
174.6537;35.18331;29.3899;129.9956
174.6525;34.1222;29.51367;130.1288
174.6512;35.3325;29.57414;130.1675
174.65;35.86254;30.67919;131.3831
174.65;36.70395;30.40273;131.1
174.65;36.46314;30.59071;132.2038
174.6475;36.70217;30.35409;131.1294
174.6463;35.09784;30.54033;129.5675
174.6462;35.99353;30.43187;130.95
174.645;35.01337;29.74748;130.7312
174.645;36.09767;29.41669;130.0281
174.645;35.51728;30.69243;128.8169
174.6438;35.9357;30.46423;131.6694
174.6438;36.8274;29.71045;130.805
174.6425;34.65246;29.90368;131.3587
174.6425;35.43775;29.65384;130.1687
174.64;36.28959;30.62251;129.7556
174.64;36.66719;30.62244;129.7925
174.64;36.72194;30.31714;129.6681
174.64;35.8453;30.41953;128.2619
174.6387;34.70788;29.87666;130.6938
174.6375;35.82136;30.40639;130.4337
174.6375;36.59459;30.54012;130.8794
174.6375;35.26755;30.40743;129.3438
174.6362;34.63973;29.52036;130.3638
174.635;34.64373;29.68266;130.67
174.635;34.07338;29.59902;130.1325
174.6338;36.03151;30.71054;131.6113
174.6337;35.88749;30.46444;131.7069
174.6313;36.66727;30.61517;129.8031
174.6313;34.75515;29.45442;130.6106
174.6313;34.63678;29.77251;130.6556
174.63;36.03171;30.52012;131.6269
174.63;37.30838;30.55845;131.0225
174.6288;37.30741;30.42552;131.0056
174.6288;36.95065;30.52893;128.5838
174.6275;37.42104;30.25187;130.9063
174.6275;34.141;29.57102;130.14
174.6237;36.71585;30.46696;129.7375
174.6237;36.38489;30.63171;130.9044
174.6212;36.99114;30.12725;132.2606
174.62;36.39568;30.55587;129.7406
174.6188;36.48126;30.56281;131.7731
174.6188;34.17548;29.60508;130.1338
174.6187;36.73147;30.3743;131.0844
174.6175;36.04323;30.61479;131.575
174.6163;36.6766;30.59693;129.8106
174.6163;36.70392;30.46371;129.725
174.6163;35.88097;30.42233;131.7269
174.6162;36.10391;30.76535;132.8262
174.615;36.31079;30.52573;131.5444
174.615;34.68966;29.45126;130.615
174.6138;34.71615;30.20956;131.2419
174.6125;37.19317;30.42092;129.4244
174.6125;35.1914;29.37062;130.0144
174.6113;34.97801;29.80975;130.7513
174.61;35.93244;30.48311;130.9962
174.61;35.25583;30.50086;129.2594
174.61;35.19078;30.88324;132.0869
174.6087;36.63709;30.66041;129.8144
174.605;36.69344;30.47935;129.6719
174.605;35.06046;30.57223;129.5406
174.605;35.64138;30.42381;131.1087
174.6038;35.20421;29.41311;130.075
174.6038;35.70845;30.46858;128.3125
174.6038;35.45559;30.51345;128.7694
174.6013;36.71801;30.24626;129.6331
174.6;36.67402;30.30831;131.0606
174.5988;34.5935;29.96655;131.3469
174.5975;35.93691;30.66004;131.4
174.5975;34.62839;29.58204;130.2587
174.5963;36.34448;30.61841;130.9225
174.595;36.65039;30.29214;129.5788
174.595;37.39503;30.56277;131.0225
174.595;35.82471;30.46591;128.2612
174.595;35.50541;30.46165;128.6981
174.5938;36.021;30.37892;131.0256
174.5938;36.35884;30.44485;131.5513
174.5925;36.89169;30.26144;132.2188
174.5888;36.05793;30.7223;131.5919
174.5875;36.42191;30.66848;130.8856
174.5875;35.94501;30.57418;131.6469
174.5862;35.83395;30.37373;130.4263
174.585;34.67228;29.65693;130.6313
174.5825;36.23883;30.68181;130.9069
174.5825;36.31443;29.26803;130.8613
174.5825;34.59205;29.44588;130.3
174.5813;36.58961;30.32778;129.5531
174.58;36.64472;30.39129;129.5494
174.58;37.43466;30.22516;130.8887
174.5788;36.02849;29.39729;129.9819
174.5775;35.23499;30.51239;129.2188
174.5762;36.59957;30.35998;129.5525
174.5762;35.63548;30.32898;131.0525
174.5762;35.1641;29.39685;130.0325
174.5762;35.53184;30.48523;128.745
174.575;36.0644;30.38993;131.0331
174.575;35.99394;30.75047;131.3581
174.575;34.7205;29.59626;130.6469
174.5738;36.18839;30.51757;131.5762
174.5738;35.7222;30.50987;128.5719
174.5737;34.67899;29.55994;130.6319
174.5737;36.04219;30.78369;132.7956
174.5713;36.65497;30.669;129.8019
174.57;35.04557;30.55025;129.5437
174.5688;36.38828;30.52782;129.7275
174.5675;36.36047;30.4551;131.5381
174.5663;34.32035;29.80062;130.285
174.5612;36.6615;30.25863;131.0525
174.5612;35.02544;29.71321;130.7525
174.5612;35.59586;30.51355;128.6588
174.5612;38.94958;30.73112;131.7181
174.56;35.19409;29.3716;130.0675
174.5587;36.74158;30.13093;131.0375
174.5587;37.29569;30.45368;130.9912
174.555;34.61076;29.61679;130.2125
174.5537;34.57748;29.66398;130.26
174.5537;35.59259;30.35624;128.4881
174.5525;35.94754;30.73795;129.8756
174.55;36.41724;30.56338;129.735
174.55;36.4771;30.27222;129.4875
174.5437;35.46277;30.61435;129.8844
174.5413;35.59852;30.47107;128.6094
174.54;36.39093;30.54975;131.4725
174.5388;36.32743;30.41735;129.9544
174.5388;36.37225;30.37987;132.1944
174.5387;35.6624;30.31355;128.3419
174.5375;35.63098;30.45496;131.07
174.5363;36.06824;29.46157;129.9563
174.5338;36.14997;30.67101;129.8987
174.5338;34.91573;29.71288;130.2038
174.5338;36.1025;30.67247;132.7938
174.5313;36.16772;30.5917;129.9125
174.5313;36.65674;30.4233;129.5094
174.5313;36.33263;29.43329;130.8044
174.53;35.89174;30.55748;131.4662
174.53;35.08583;29.52103;130.1456
174.5287;36.83075;29.76494;130.7906
174.5275;35.17191;29.44662;130.1113
174.525;36.86246;30.63314;129.525
174.5237;36.06488;30.62786;129.8375
174.5225;34.97447;29.72064;130.7437
174.5188;35.15374;30.92697;132.0137
174.5175;37.22315;30.21812;130.8831
174.5163;36.94878;30.37929;129.9888
174.5163;36.07005;30.57415;132.7344
174.515;36.94662;30.48349;130.9681
174.5137;36.72693;30.22453;131.0538
174.5137;35.64201;30.49236;128.5063
174.5125;36.47071;30.33722;129.4844
174.5125;36.24424;30.51612;130.9688
174.5112;35.13243;29.53073;130.1837
174.51;37.30838;30.41996;130.9781
174.5088;36.58134;30.37907;129.5
174.5087;36.46555;30.62157;129.7281
174.5087;37.16988;30.36718;129.3813
174.5087;35.09989;29.62179;130.1669
174.5075;35.83658;30.37629;130.4194
174.5075;34.89664;30.37348;129.4756
174.5075;36.33226;29.49677;130.7869
174.5075;36.41402;30.43618;132.2313
174.5063;35.47672;30.63164;129.8231
174.5063;36.83097;30.51674;129.4475
174.505;37.24613;30.52695;130.9456
174.505;34.63659;29.90206;131.3312
174.505;35.63179;30.41993;128.4269
174.5038;34.35485;29.9112;130.2519
174.5025;36.84475;30.33598;130.0219
174.5025;36.79659;30.08656;131.0475
174.5013;36.20792;30.55359;130.9413
174.5013;36.72305;30.18213;132.1969
174.5;35.46381;30.60085;129.8275
174.4987;36.25291;30.61041;131.0163
174.4987;34.49788;30.15007;131.2075
174.4962;36.8556;30.57737;129.5362
174.4962;36.0412;30.531;132.6913
174.495;36.92307;30.47376;130.0013
174.4913;36.08336;30.37685;131.0663
174.49;34.30931;29.82516;130.1925
174.4888;35.62912;30.13891;131.0225
174.4863;35.66154;30.35791;128.3887
174.485;35.64216;30.4152;128.5769
174.4837;36.83057;30.3668;129.4294
174.4825;36.30339;30.5524;130.9863
174.4812;36.4577;30.2543;129.4406
174.4812;36.16874;29.57327;130.7156
174.48;35.9917;30.70936;131.3581
